-0.00329429+0.0102627j -0.00850809-0.00454259j -0.00687003+0.00131161j -0.0030463-0.00698724j 0.00156219-0.000191362j -0.00115298-0.000973982j -0.00680268+0.000340531j -0.00483237-0.00148236j 0.000205709-0.000217313j -0.000270092+0.000515294j -0.00221617+0.0034845j 0.00250504+0.00440584j 0.000569919-0.00279439j 0.000610415+0.00228108j -0.00114139-0.00191402j 0.000925959+0.00173142j -0.0032904+0.00126933j 0.00610835-0.00289335j -0.00215738-0.000124432j -8.63715e-05-0.00115577j 0.00576556+0.0035703j 0.00460016-0.000138629j -7.99284e-05+0.00541712j 0.00352983-0.00150892j -0.000855178-0.00761691j -0.00566948+0.0013969j 0.00350084+0.000735107j -0.000574987-0.00592596j 0.00707684+0.00135922j 0.00086637-0.00266698j -0.00213134-0.00031877j -0.00268404+0.000963891j 0.00834822-0.000921808j 0.0027356+0.000499552j 0.00326901+0.00134698j 0.00437202-0.00563067j 0.00189296-0.00974612j -0.000496694-0.000396051j 0.00231472+0.00241273j 0.00337264+0.000369742j -0.00250779+0.00477959j 0.000793806+0.00219827j 0.00255905-0.0034677j -0.000658195-0.00772357j 0.00405814+0.00609192j 0.00407169+0.000582742j 0.00343881-0.000152112j 0.000513704+0.000505437j -0.000730204+0.00332756j -0.000613783-0.00493006j 0.00323704+0.00282724j 0.00173675+0.00150624j 0.00172473+0.00347407j -0.00319139-0.00262122j 0.00220723+0.000643607j -0.00384351+0.000412678j 0.00173654-0.00758072j 0.00221489+0.000921649j -0.00151333+0.00309983j 0.0029478+0.00285852j -0.00100681-0.00253917j -0.00116575+0.00162602j -0.000972843-0.000568062j 0.00226357-0.00110853j 0.00158814-0.0025832j -0.00301018-0.00020623j 0.00044648-0.000651357j 0.00104117-0.00160885j 0.00130378-0.0015006j -0.00130806+0.00213987j 0.000617308-0.000901577j -0.00134529+0.00291776j 0.00110292-0.00144022j 0.0047521+0.00241333j 0.00157336-0.000699282j -0.000458653-0.000181855j 0.00250183-0.00394332j 0.00134299+0.00205003j -0.00112378+0.0021565j 0.000307713-0.00329406j 0.000328025-0.00188785j -0.00164059-0.002126j -0.0010975+0.00480918j -0.000895804-0.00209252j -0.00352035-0.00072885j 0.000831046+0.001556j 0.000899183-0.000202255j -0.00449425-0.000599427j -0.000194652+0.00252346j 0.00581357-0.0252706j 0.00341179+0.00455251j 0.00760987-0.0104688j -0.00110514+0.00172902j -0.0262564-0.0211004j -0.0275592+0.021023j 
0.00182071-0.00186371j -0.000245726+0.00264481j 0.0074802+0.0025564j -0.00786918-0.00473047j 0.00159814-0.00610521j 6.93923e-05-0.00299734j 0.000250937-0.00105058j -0.00502968-0.00651311j 0.00333424-0.00234334j -0.00163617+0.00584816j -0.00938329-0.00281576j 0.0164633-0.00493206j 0.0087976+0.000162792j -0.00890433-0.00041469j 0.00642597-0.00592969j 0.00642354+0.00353356j -0.0184985-0.000885944j 0.0019838+0.000955951j -0.00941119+0.00559412j -0.00800872+0.00188179j -0.00642992-0.00448891j -0.0119376-0.00364154j -0.00073859-0.00690086j -0.00319121+0.0107775j -0.00575801-0.00341557j 0.00673592-0.00418164j 0.00302106-0.00490461j -0.0026672+0.00393652j 0.000354735-0.00296103j 0.00065613-0.0105035j -0.000620425+0.00419038j 0.00190536-0.000956268j 0.0105803+0.00755213j -0.00325615-0.0172339j 0.00453893+0.00305476j 0.0131317-0.000605728j -0.00494231-0.0115409j 0.00552668-0.000241323j 0.000946385+0.000716942j -0.00160349-0.00997223j -0.0041358-0.0031535j 0.00878906-0.00737728j -0.00597379+0.0137596j -0.0227963+0.00238212j 0.00601016-0.00534487j -0.00894185+0.011846j -0.00392051-0.0133707j -0.0137619-0.0247845j 0.00543711+0.00384462j 0.00168779+0.0153183j -0.0123892+0.0105547j -0.000645393+0.00755906j -0.0201557-0.0172883j 0.000605036-0.022229j -9.77425e-05-0.00430309j -0.001076+0.00546714j 0.0171638+0.00200122j -0.0216024+0.0156332j 0.00125623+0.00812602j 0.00908278+0.00295064j -0.0068894-0.00499302j 0.00499672+0.00595757j -0.00652055-0.000549944j 0.00907018+0.00348574j -0.00599855-0.00866575j -0.00546005+0.00311226j -0.00311167+0.0105742j 0.000292363-0.0102396j -0.0042305-0.00685382j -0.0117128+0.000858033j 0.00738673+0.00331624j 0.011772-0.00839595j 0.00440752+0.000791286j 0.00786014-0.00762203j -0.00491391-0.0104323j 0.0027399+0.00134116j 0.0094288+0.002918j 0.00143921+0.00390414j -0.0103349-0.000872821j -0.00543574+0.013165j 0.00227858+0.00390413j 0.00270717-0.000234566j 0.00070716-0.000255549j 0.00197924-0.00164014j 0.00402631+0.00232249j 0.0063072+0.00223134j 0.00151863+0.000128887j 0.00992242-0.00418205j -0.00154651+0.0036889j 0.00240256-0.00347103j 0.00056005-0.00137945j -0.00126528+0.0019441j -0.00125079-0.00481613j -0.00355793-0.000393647j 0.000597888-0.000435006j 
0.00502849+0.0040825j -0.00371316+0.00487096j 0.000522462-0.00438381j -0.00471245+0.017347j 0.000456946-0.0018451j 0.0124461+0.00380397j 0.0102796-0.002008j 0.0049711+0.0257928j 0.000557777-0.0153054j 0.00218332+0.00464001j 0.0036525+1.35629e-05j -5.65559e-05+0.00488627j -0.0058528+0.00166904j -0.0104568+0.00529079j -0.00902948-0.0105042j -0.00537028+0.00642182j -0.00165865-0.0123082j 0.00418069-0.00292909j 0.00228897-0.00865434j -0.00383175-0.00302589j -0.00615974+0.00129844j 0.00307205-0.0108372j 0.0142033+0.00954539j -0.00161768+0.0161331j -0.00596428-0.0065791j 0.00219512-0.00095384j -0.00856346+0.0160153j 0.00108316-0.0149873j -0.00466733+0.00168616j 0.000289529+0.00464175j 0.000195419-0.0142869j -0.00662271+0.00704068j -0.00258673-0.0109297j -0.00394174+0.00174112j -0.0025703+0.00618229j -0.00837472+0.00378153j -0.000673125+0.00724599j -0.00432139-0.0123489j -0.00424613+0.009171j -0.00712417-0.00311393j -0.000915925+0.00702482j -0.0103104+0.0052543j 0.00311049+0.000227278j -0.000918255-0.00231497j 0.00392673+0.0059425j 0.00204325-0.00333876j 0.00767786+0.00288271j 0.00539826+0.0121228j -0.00941226+0.00276183j 0.00553639-0.0139774j 0.00593397-0.00232136j -0.00414187-0.0018409j 0.00117803-0.00311388j -0.00067249-0.00979795j 0.00382206+0.0130428j 0.00366018+0.00771195j -0.00552721+0.011611j -0.00725097-0.00203679j -0.0018579+0.00140452j -0.0176869-0.00495149j 0.0112499-0.00564836j 0.0014281-0.0079332j -0.00455098-0.0114627j -0.00287094-0.00922255j -0.00507895+0.0146131j -0.0064374-0.0132316j 0.00870243+0.00459526j -0.00380369+0.00562037j 0.00158258-0.0140951j 0.0048814+0.00184113j 0.00714264-0.0062972j -0.00334695-0.000987921j 0.00157846-0.00332637j -0.00167685-0.000667903j 0.00670828-0.00590974j -0.000780184+0.00312503j 0.00361438-0.0055355j 0.000523882+0.00194519j 0.00182562+0.00290388j -0.0112106-0.00872383j 0.00695778+0.00158382j -0.00806676+0.00600723j -0.000710476+0.000288177j -0.0046914-0.00148514j -0.00655788+0.00289317j 0.00863774-0.000374403j 0.00873361-0.000141039j -0.0053942+0.005677j -0.00111266+0.00473505j 0.00861343-0.000197108j -0.00548073-0.00510466j -0.00503262+0.00292949j 0.0025877-0.0108474j 0.000286811+0.00157393j 0.00871139+0.00138561j 
-0.00264576-0.0063001j 0.00763987+0.000500656j -0.0057131-0.0146196j -0.00357665+0.00306264j -0.00106632-0.00842957j -6.90434e-05-5.03108e-05j 0.016458+0.00448351j -0.00271417+0.0108937j -0.0127918+0.000531617j -0.00224428-0.00130681j 0.00168539-0.011566j -0.00101753-0.00621147j 0.0098239+0.0150898j 0.00366182-0.000624327j -0.00478885-0.00247136j 0.0101023-0.00473836j -0.00151491-0.00226047j 0.0093419-0.00317848j 0.00566365-0.00942083j -0.000490712-0.00382262j 0.0161127-0.00545595j -0.00108998-0.00677135j 0.000515298+0.00988073j 0.0117188-0.00307614j 0.00210018-0.00528258j 0.00474443-0.0108356j -0.00915241-0.00874373j 0.0059429+0.00248828j 0.00136217+0.0048398j 0.00501306-0.00301581j -0.000337119+0.00074512j -0.00641673+0.000628941j -0.00183834+0.00213623j -0.000858568-0.0076771j -0.00435015+0.0033808j 0.00486476+0.000765218j -0.00183495+0.00144626j 0.00240308-0.00692845j 0.00450755+0.00291048j 0.00588675-0.00747204j -0.00137499+0.0107169j 0.00221569-0.00511206j 0.00568003-0.00581926j -0.00838445+0.0110718j 0.00669918-0.00506256j -0.00559686+0.00176566j -0.00281596-0.0061565j -0.00599347-0.0116212j 0.0127249+0.00240588j 0.0052793+0.00634954j 0.000892424+0.00567108j 0.00155195+0.00454254j -0.000409397+0.01131j -0.0035722-0.00319913j 0.00104601-0.0059572j 0.00495951+0.0109896j 0.000195374+0.00994697j -0.00782679+0.00206199j -0.0100161-0.00155261j -0.00671368+0.00800625j 0.00279044-0.00379103j -0.00864908-0.00153859j -0.00263773-0.00613511j 0.00492348-0.00128095j -0.00755796-0.00361722j -0.00161861+0.000248754j -0.00418995+0.00820222j -0.00817479-0.00187823j -0.00719521-0.00291425j 0.00558008+0.011299j 0.00497179-0.00385609j -0.00252278+0.00360417j -0.00121336-0.0121437j 0.00941914+0.0026822j -0.00553034-0.00995308j -0.00369678+0.00621637j 0.0164649-0.00689431j 0.00029981-0.00869455j 0.00305135-0.0117865j -0.00950746+0.00655931j -0.00185829-0.00180653j -0.00393509-0.00482388j -0.00466658-0.00208697j 0.00182163-0.000775878j 0.00303079-0.00134988j -0.00066428+0.00399898j -0.00679341+0.00217009j -0.000960985-0.00117171j -0.00184014+0.00129203j -0.0018391-0.000201141j -0.000153141+0.00085291j 0.00475243+0.000192605j 0.00256021-0.00106472j -0.0011266-0.00248742j -0.00192942-0.00219211j 
-0.00752204-0.00351395j 0.00674841-0.00507467j -0.00742637+0.00924147j 0.00218934-0.00876213j -0.00371179-0.00480419j -0.010056-0.00346377j -0.00604001-0.00533514j 0.00386313+0.0192395j 0.00432519+0.000147253j 0.00474642-0.00335194j -0.00415861+0.00128841j -0.00277216+0.00503736j 0.00317215-0.00550895j 0.00752767+0.00229637j -0.0115209-0.0115311j 0.00301218+0.00800445j 0.00659191-0.00546975j -0.0106514+9.54821e-06j -0.0103383-0.000105587j 0.00210269+0.00461763j 0.00390002-0.00210302j -0.00386718-0.0112153j -0.0142371+0.00424665j -0.00242787+0.00620267j -0.000963411-0.0086249j -0.00809483-0.0113933j -0.00405358-0.00336363j 0.0036405+0.00613929j -0.00227323-0.00380043j 0.00285651-0.000698111j -0.00118336-0.00281588j 0.00518822+0.00257614j -0.00604864+0.00489546j -0.0047634-0.0032915j 0.00481535-0.00416291j 0.00217574-0.0146464j -0.0039487+0.000934555j 0.00521105+0.00466041j -0.00211052+0.0125257j -0.000338893+0.0129328j -0.0236145+0.00023878j -0.0037021-0.00859917j -0.00740206-0.00789495j -0.0153498+0.00391896j 0.00134896+0.0158969j 0.00111819+0.00505618j -0.000334866-0.0292626j -0.00212713+0.00590032j -0.00409639-0.0056837j -0.00115782+0.0103648j -0.000289615-0.00398787j -0.00394072-0.0112055j 0.00430688+0.00620106j -0.0029805-0.00142888j -0.004282+0.000499413j 0.00789155-0.00696441j 0.00581815+0.00179275j -0.000467459+0.00840398j -0.00722771+0.00169289j -0.00500244+0.00317935j 0.00649214+0.00441959j 0.00133298-0.00342579j -0.00720364-0.00849083j 0.00593932+0.00441687j 0.00912746+0.00319041j 0.00533973-0.00444238j -0.00600739+0.00995581j -0.00469015+0.00722002j 0.00449439+0.000563072j -0.000672853+0.00329687j 0.00217489+1.86752e-05j -0.00731887-0.0011917j 0.00281789+0.0021545j -0.00583896+0.0126365j 0.00947139-0.00574894j 0.00133631+0.0011352j 0.00364629+0.00528455j -0.00487184-0.00329851j -0.0060903-0.007974j -0.00601849-0.000590163j 0.00500526+0.00982429j -5.57524e-05+0.0055284j -0.00906441-0.00456516j 0.00163637-0.00377846j 0.0036158-0.00384597j -2.45995e-05+0.00776542j -0.00413473-0.00100425j 0.00394823-0.0013799j -0.00940359+0.00706954j 0.0026811-0.00165551j 0.00414139-0.00148041j -0.00291733+0.000904635j 0.00510474-0.00172581j -0.00389973-0.00471894j -0.00405545+0.00256701j 
0.00363701+0.00895267j -0.00128488+0.00555804j -0.000440896-0.000274622j 0.00749096-0.00338888j 0.00110797+0.00479803j 0.00627998+0.00519284j 0.0089552+0.000180133j 0.0108038-0.00450849j -0.00337958+0.00333778j -0.00270539+0.0017922j 0.00473356-0.00238141j 0.0018643-0.00652426j 0.00202572-0.00633441j -0.00942253-0.0005293j 0.0113373-0.00442999j -0.00140378+0.00149409j -0.00169527+0.00220986j 0.00639721+0.00161854j -0.00178426+0.00764572j 0.000615896+0.00334091j -0.0146014+0.00545156j -0.00620776-0.00260151j -0.00510537-0.00376323j 0.00154963-0.010287j -0.0010683-0.00552982j 0.000948986-0.0043261j -0.00384982-0.00859968j 0.00835022-0.0040713j 0.00436547+0.00156627j -0.00463736-0.0149542j 0.00209904-0.00324682j 0.00951421+0.00227943j -0.00771068+0.0109561j -0.00426926-0.00836807j 0.000518212-0.00479227j 0.00410036+0.00263979j -0.00388922-0.0068157j 0.00163033+0.00496886j 0.00844977+0.00196162j 0.00769018+0.0106844j -0.00472147+0.0117916j 0.00488645-0.0047517j 0.00754027-0.0056435j -0.0116442-0.00648883j 0.00887636-0.00320143j -0.0204371+0.00703508j -0.00731696-0.0111999j -0.00872199-0.00409426j 0.0110484-0.000190485j 0.00192467+0.020999j -0.00573746+0.0207029j 0.00175693+0.00997594j -0.00631104+0.00191738j 0.00895466-0.00189281j -0.00411966-0.00496316j -0.00235071+0.000212579j 0.000103929-0.000118854j 0.00106363-0.00539774j 0.00572265+0.00549401j 0.00401203-0.0115068j 0.00325886+0.00201861j 0.00225756-0.00582231j -0.00127687+0.00292846j 0.00641626+0.00613875j 0.00494707+0.0126801j 0.0128009+0.00874403j -0.0050646+0.011953j -0.0020676-0.00197951j -0.00166042+0.0187185j 0.0146426+0.00537645j -0.00527136-0.00401989j -0.00987285+0.012502j -0.00748519-0.0105779j -0.00204726+0.003021j 0.00351773+0.011745j -0.00640941+0.00141974j -0.00156986+0.00473035j -0.00585617+0.000855389j 0.0165479+0.00040493j 0.00769944-0.0106753j 0.00218836-0.00819659j -0.00359402+0.004319j -0.00416281-0.000278105j -0.000562025+0.00390866j -0.000267322-3.40615e-05j -0.00384451-0.00151135j 0.00283779-0.00249427j -0.00639433+0.00434949j 0.00841862-0.00305937j 0.00228849+0.00437456j -0.00127723+0.00042291j -0.00428584+0.00152727j 0.00108382+0.00317292j 0.00623725+0.00334074j 0.00351281+0.00236549j 
-0.000387578+0.00064682j -0.00300586-0.00486214j -0.0113061+0.00104953j -0.00149513-0.00188138j -0.00532776+0.000646289j 0.00114248-7.42325e-05j -0.0017549-0.00497574j -0.00753247+0.00581574j 0.00196022-0.0018374j -0.00298078+0.00528735j 0.00109245-0.00460963j -0.00743136-0.00547388j -0.00104594+0.00328196j 0.0110012-0.00552602j -0.00791461-0.00242692j -0.00781149+0.00416394j -0.000411641-0.00663833j -0.00291828+0.00306413j 0.00262563-0.00140304j 0.000318249-0.00570316j -0.00636308+0.000611874j -0.00191515-0.0111521j -0.00334455-0.0136225j 0.00115453+0.00994423j 0.00118706+7.80128e-05j -0.00967831+0.00218793j -0.00452013+0.0013732j -0.00320241-0.00524815j -0.00211697+0.0123801j 0.00226066-0.00918019j 0.0050354+0.00704793j 0.00134798-0.00275508j -0.00533244-0.000112159j -0.00427955-0.00232219j 0.0035592-0.00247988j 0.00280298-0.00641816j 0.00859077-0.00339172j -0.00286566-0.0175238j 0.012781+0.0138224j 0.0025336-0.0100061j -0.00561813+0.00617782j 0.00125451+0.00735811j -0.00162151-0.0148899j -0.00809373-0.000410288j -0.00173466+0.00564422j 0.004091-0.0130959j 0.00757216-8.31899e-05j 0.00333109-0.00466887j -0.00398995-0.0226028j 0.00470824+0.00815043j 0.00689358-0.0187448j -0.0094275+0.0073675j 0.00677842+0.00231741j 0.00144146-0.00585318j -0.00417507-0.000383061j 0.000584314-0.00460231j 0.00194392+0.00224351j -0.0055938+0.00093053j 0.00177187-0.0133469j 0.00215621-0.00830871j 0.00119432-0.00123213j 0.000737001+0.00687584j 0.00518685+0.00108316j -0.0022238+0.000877748j 0.00314978+0.00669044j 0.013971-0.00409316j -0.00496331+0.00718645j -0.00398264+0.000350555j -0.00434422+0.0110603j 0.0154359+0.00962737j -0.00464323-0.00234731j -0.0107952+0.0104139j 0.000933564+0.0024282j 0.0103695-0.000116917j 0.000916117-0.00301879j -0.00142638+0.000146529j -0.000852842-0.000916843j 0.00363532-0.00536468j 0.00509008-0.00581838j -0.00408537-0.00183701j -0.003475-1.97528e-05j -0.00112828-2.4276e-05j -7.58819e-05+0.00452838j 0.00089703+0.00158599j -0.00144251+0.0038443j -0.000847474-0.00384275j -0.00182952+0.000640099j 0.00122143+0.00088332j 0.00161709-0.00211451j -0.0025938+0.000474897j -0.000204091-0.000124306j 0.00196516-0.00013412j -0.00448785+0.000848273j 0.000530702-0.00099347j 0.000924984-6.47293e-05j 
0.00270897-0.00696069j -0.00301857-0.000413686j 0.0051771-0.00129521j -0.0100295+0.014452j 0.00456464-0.00349258j -0.00935786-0.00253734j -0.0141693+0.00201486j -0.00677248+0.00508093j 0.00958755-0.00249415j 0.0024325+0.00709745j 0.00374385-0.0091926j -0.0167655-0.00267413j 0.00713+0.00713083j 0.0127222-0.00374847j 0.0016534-0.00386891j -0.00460195+0.00500553j 0.0139142-0.00811581j 0.00794041-0.00387794j -0.00365451-0.00367221j -0.00769945-0.00110085j 0.000300523+0.00138581j -0.0148596-0.00900004j 0.000794791-0.00330269j 0.00926251+0.00834618j 0.0027283+0.0066593j -0.0142491-0.0107917j -0.00217929-0.00350674j -0.012545-0.000156984j 0.000311477+0.000601258j 0.00608474-0.00372566j 0.00509931+0.0120729j 0.0013296+0.000321662j -0.000903597-0.00344642j -0.000617979+0.00929514j 0.0036822+0.00965017j 0.0106116+0.00321922j 0.010292-0.0260277j -0.0130031-0.0128545j 0.00357983+0.0151737j -0.004672-0.014258j -0.026253-0.00794289j 0.00262596+0.0135475j -0.0133765+0.00242778j -0.01351+0.0305381j 0.00140116+0.000813242j 0.00950804-0.00357766j -0.00411464-0.0138367j -0.000230934+0.00745077j -0.00167918+0.00124304j -0.00260475+0.0109535j -0.00698286+0.00225127j -0.00162083-0.0170272j 0.00444503-0.00871496j -0.00385567-0.00675246j 0.00190008+0.00983184j 0.00101183-0.00679149j -0.00471928+0.000928402j -0.00331548-0.0021374j 0.0167982-0.00279015j -0.0056922-0.000523925j -0.00571003+0.00740152j 0.00468515-0.00374554j 0.00693392+0.00646098j 0.00323163+0.00976524j 0.00221699-0.00187922j 0.00100047+0.000481187j -0.00284277+0.00148639j -0.00074185-0.0115691j -0.00344367+0.00366326j 0.00838873+0.00922817j -0.00245224-0.000805108j -0.00723105+0.00629661j 0.00419598+0.00239378j 0.00534884+0.00319496j -0.00413353-0.00854042j 0.00166905-0.00579832j 0.000449106-0.00709451j 0.00655999-0.00157681j -0.00526305+0.00520375j -0.00289497-0.00156705j -0.00418277-0.00350277j -0.00193091-0.0028494j 0.00296062-0.000171524j 0.00388254-0.00291819j -0.000486078+0.00416832j -0.000579486-0.000178433j 0.00374393+0.00453315j -0.00721433+0.00127357j 0.00134059-0.00440887j -0.00396582+0.00202247j -3.23155e-05-0.00213655j 0.00473881-0.00126494j 0.000278131+0.00195324j -0.00080574+0.00422753j 0.0028583-0.00346272j 
-0.00333182-0.00734489j -0.00153313-0.00778685j -0.00781388-0.00234796j 0.0124172+0.000506386j -0.00841676+0.000354018j 0.00777737-0.00153986j -0.00229675-0.00318317j -0.00520395+0.00852775j -0.00225532-0.000307627j -0.00353885-0.00892371j 0.00116749-0.00217706j 0.00744927-0.00254548j -0.00609044-0.00827029j -0.00015868+0.00188824j 0.00337394-0.00679271j -0.00448335+0.00324038j 0.00269885-0.00857881j 0.00787981-0.00240602j -0.0118373-0.00163605j 0.00625567-0.00792551j -0.00814573-0.00286067j 0.00113735-0.00164466j -0.00147421-0.00773275j 0.00286812+0.0120676j -0.0120005+0.00130909j 0.0041753-0.00121627j -0.00142731-0.00785981j -0.00162007-0.00880186j 0.0012155+0.00616516j -0.00394292+0.0044471j 0.001413-0.00458833j 0.000775773+0.00370071j 0.0059216-0.00356506j 0.00203077+0.00269323j -0.00542268-0.00293332j -0.00427642+0.00715342j -0.000662067+0.00654994j -0.00289678+0.00785475j 0.00291844-0.00370623j 0.0122317+0.000200675j 0.00453767+0.00698833j 0.00292803-0.00385968j 0.00268476-0.0223921j 0.000302433-0.00275816j 0.000919442-0.00491188j -0.00993241+0.00130678j 0.0116942+0.00382406j -0.00216225+0.00747451j 0.00191031+0.000138277j 0.00217068-0.00356105j 0.00154213+0.0174531j -0.00120529-0.00187459j -0.000356339-0.0134169j -0.0035682+0.00213497j 0.00228835+0.00645448j -0.00586047-0.000404568j 0.0022107+0.000913547j 0.0027269+0.00386983j 0.00778387+0.0013951j -0.00766213-0.000852678j 0.00359028-0.00061366j 0.00349226-0.011036j -0.00952766-0.00041105j 0.000944103+0.00439757j 0.00197342+0.00325156j -0.00320415+0.00440174j -7.20525e-05+0.00105094j 0.000812951+0.00655344j 0.00359992-0.000817262j 0.00387511+0.00475358j -0.00526377+0.000182762j -0.00577592+0.00469248j 0.00255019+0.00545491j -0.00194587+0.00333015j -0.00190005-0.00360199j 0.00238521-0.00136873j -0.00389629-0.0042423j 0.00396306+0.00247206j -0.00690939+0.00610044j 0.00229338-0.000550805j 0.0018828+0.0102105j -0.000608192+0.0028426j 0.00179767+0.000766586j -0.00179601+0.00221272j -0.00553015+0.00264342j -0.00492227-0.00215518j 0.000691467-0.00705928j 0.0030252-0.00276943j -0.00509996-0.00136772j 0.00119741-0.00672483j 0.00138833+0.0052383j -0.00291081+0.00403257j -0.00655407+0.000238098j -0.000494424-0.00592083j -0.00769816+0.000367987j 
0.00207069-0.00289157j 0.00252602+0.00375932j 0.00425818-0.002559j 0.00904023+0.00880746j -0.00283141+0.000973564j 0.00768658+0.00162944j 0.00178874+0.00638419j -0.00236922+0.00147292j -0.00559614+0.00145349j 0.0101201-0.014355j 0.00159623-0.00191156j 0.00725819-0.00322453j -0.00572483-0.00179601j -0.000434327+0.00345724j -0.000326986-0.00341985j -0.00882691-0.00411451j 4.17038e-06-0.00189705j 0.00798706-0.00620238j -0.00746879-0.00145911j 0.00061673-0.00530176j 0.00385568-0.00283942j -0.00242272-0.00715055j -0.000800498-0.000636283j -0.000589033-0.00452807j -0.00480213-0.00473843j 0.00418659-0.0011424j -0.00364135-0.00315397j 0.00274706+0.006177j 0.000112417+0.010443j -0.00241905+0.00646211j 0.001317-0.00727292j -0.00109158-0.000900694j -0.00298314-0.0105865j -0.00409893-0.00255316j 0.000470559+0.00543907j -0.00846947+0.000936942j -0.000375576+0.00423391j -0.000535077-7.54402e-05j -0.00378879-0.0124055j 0.00401238+0.00283391j 0.00775958+0.00158553j -0.00129277+0.00274356j -0.00275112-0.00637491j 0.00306187-2.39379e-05j -0.00401348-0.00159121j 0.000260018-0.00557431j -0.00288727+0.00148275j 0.00448207-0.00395319j 0.00868683+0.00606902j -0.00214276-0.00473182j -0.00265755+0.000744703j -0.00189838+0.00518568j -0.00759006+0.00777875j -0.00482816-0.00168202j -0.00068542+0.00025554j -0.00199652+0.000785663j -0.00633913-0.00394078j 0.00198642+0.00723381j 0.00261543+0.00505752j -0.0011847+0.0024986j 0.00684896+0.00703844j 0.00241612-0.00956466j -0.0117925-0.00203206j 0.000659184+3.45224e-05j -0.00322148-0.00893716j -0.0157471+0.00226791j 0.00170516-0.0079276j -0.00285815+0.0106748j 0.00381063-0.00833847j -0.00503531+0.00167977j -0.000574196-0.00553031j -0.00308639+0.000956609j 0.00709227+0.00177733j -0.00466967+0.00492317j -0.00449523-0.00465375j 0.00387597+0.00564241j 0.00378475-0.00448177j 0.000582935+0.00685642j -0.00222546+0.0126768j 0.0060411+0.00444665j -0.00122988+0.00273679j 0.00765252-0.00559578j 0.00758346-0.00553568j 0.000733859-0.000751851j -0.00737113-0.00501638j -0.00768346+0.00491167j 0.00232258-7.96179e-05j -0.00342982-0.00422761j -0.00627253-0.00518653j -0.00128099-0.000266211j -0.00113064-0.00500893j 0.00532424-0.00367615j 0.00690739+0.00542966j -0.00256333+0.00626615j 0.00278664+0.000632438j 
-0.00626943+0.00824321j 0.00650838-0.000656418j -0.0116493-0.00127365j -0.0157535-0.00285213j 0.00210896-0.00455944j 0.00442295-0.00553489j 0.00624154+0.00612763j -0.000630212-0.0020379j 0.00732852-0.00574912j 0.015351-0.00149736j 0.00786693-0.00490707j -0.00583518+0.00206644j 0.0049206+0.00851401j 0.00736375-0.00410356j -0.00770997+0.00964223j -0.00582774-0.00536783j 0.00107504+0.00278361j -0.00894759+0.000727336j -0.00983824-0.00339807j -0.0123028-0.00674094j -0.0132749+0.00758816j -0.00490354+0.00341773j -4.47289e-05+0.015603j -0.00922254-0.00670333j 0.0124648+0.014669j -0.000384861-0.00484009j -0.0102355+0.00682522j -0.0010222+0.00723175j -0.0030028-0.00739735j 0.00752966-0.0111725j -0.00450075+0.00392869j -0.00101386-0.000281456j -0.00697241+0.0139797j -0.00550692-0.00368615j -0.00340853-0.000868615j -0.00218592+0.00152308j 0.00623023-0.0126208j -0.0084666-0.000425311j 0.0018032+0.0192581j -0.00751641-0.00743894j -0.0100944-0.000797311j 0.00479229+0.00022092j -0.0024192-0.00392861j -0.00430869+0.00790424j 0.00633188+0.0102192j 0.00496297-0.00405729j 0.00120601-0.00986522j 0.00438418+0.0166862j -0.00742004+0.0170219j 0.000166769+0.00106588j -0.00072723+0.00732422j 0.00103322-0.00333166j -0.00420768+0.00544897j -0.0032486-0.000250691j -0.0062162-0.014724j 0.00429693+0.00192571j -0.00380879-0.000391293j 0.00732011-0.00276661j -0.0142668+0.00409252j 0.00388022+0.00094972j 0.00527894-0.00111656j 0.00146189+0.0068748j -0.0106594-0.0168134j 0.000900327+0.0044112j -0.00456926-0.00128174j -0.00255346+0.00775538j -0.0107828+0.00220422j -0.0136538+0.0130507j -0.00323262-0.0032557j -0.00046372+0.00501573j 0.00011439+0.00350315j 0.00534094-0.00460638j 0.00405143+0.00620732j 0.00377088-0.0096046j 0.000187646-0.00198852j 0.00483615+0.0152352j 0.00164909+0.00887237j -0.00213403-0.0120611j -0.00512456+0.00408095j -0.00361222+0.00556931j -0.0037257+0.000798569j 0.0087008+0.000832407j 0.0106128-0.00523438j 0.00124868+0.00207691j 0.00138622+0.00057099j -0.00148717-0.000490979j -0.0143275-0.00386094j 0.00166593-0.00543384j -0.000681415+0.0011222j 0.00284172-0.00109987j -0.00585951+0.000564334j -0.00499976-0.00156729j 0.0034899+0.00087259j 0.00216894-0.00101112j -0.000997639+0.000728425j 
