0.00488412+0.0491512j 0.050605+0.0334717j 0.0284758-0.0425172j -0.0826555+0.0823401j 0.011125+0.0356359j 0.0138444+0.0442492j -0.00616958+0.13197j -0.0296951+0.0812093j 0.0113918-0.0225437j 0.0260534-0.00526838j -0.049511-0.0359992j -0.0237497+0.0130784j -0.027125-0.0108415j 0.0427373+0.0114636j 0.00789583+0.0616423j -0.01079+0.0443474j -0.0145705+0.0244657j -0.0112353-0.00924768j 0.0469512-0.00633125j -0.00920632-0.0971262j -0.0113869+0.0156622j 0.0121764+0.0361706j -0.0337292+0.0731456j -0.0341769+0.045707j 0.0343667-0.0398737j -0.149443-0.0824941j -0.0394177-0.0217278j 0.0532588-0.0449016j 0.0440054-0.0162213j -0.00323705+0.0670444j 0.00715076+0.133078j 0.0122779+0.028332j 0.0607431+0.00755061j -0.0811835+0.0977297j 0.0350853+0.0463551j 0.0565793+0.0519532j -0.0920501-0.0585808j -0.0141189-0.0259318j 0.00310916-0.0603631j -0.00547378+0.092283j 0.0873664-0.0501492j 0.0784751+0.0445527j -0.113052-0.0769947j -0.00683263-0.0327717j -0.0114052+0.0264993j -0.096167-0.123376j -0.0583481-0.134362j -0.0228747+0.0450573j -0.0897442-0.0547467j -0.0542686-0.108089j 0.0265321-0.0231233j 0.0267097+0.0164291j 0.0309201+0.0254177j -0.0595096+0.00903588j 0.0039057+0.0354301j -0.00860491+0.0162046j -0.00859521-0.0255713j -0.00302897-0.041606j 0.0102024-0.014246j 0.00112541+0.0312507j -0.00473235-0.0146237j 0.0101392-0.0323618j -0.0599657+0.0105303j -0.0102714+0.0254369j -0.0231111-0.0181389j 0.0190396-0.00456855j -0.0111653-0.00470909j -0.00106169-0.00105209j 0.00125349-0.0660696j 0.0117071-0.00257729j -0.00797086+0.0494538j 0.0130265+0.00924444j -0.0201994+0.00563842j -0.0560898+0.0205649j -0.0301369-0.0312856j 0.0281426-0.0572079j 0.0706657+0.0651896j -0.0257087+0.0140956j -0.0133945+0.00996082j 0.174696+0.00145951j 0.0879626-0.0677343j 0.0102805+0.0887389j -0.0873044+0.0525815j 0.0925669+0.0239447j 0.0462589+0.142866j 0.00938253-0.0766294j -0.0410356-0.0240724j -0.0265486-0.0113024j 0.0540754-0.020956j -0.0944557-0.0288786j -0.0054281+0.117339j 0.0322574+0.0680868j -0.00342959+0.0256491j -0.150146+0.00275918j -0.0922329-0.170864j 0.166527+0.0134533j -0.153049-0.256598j -0.17054-0.0924582j 
-0.00299385-0.00286809j 0.0144149-0.0153429j 0.0136409+0.00193217j 0.0206469-0.0104874j 0.00100243-0.00369894j 0.00182732-0.00434467j 0.00503822-0.00959942j 0.00336876-0.00425993j -0.0124146-0.00943166j -0.00149191+0.00272483j -0.00660953+4.68305e-05j -0.00618857+0.0214303j -0.0101476-0.0113683j -0.00171617+0.00163378j 0.00175061+0.00556358j 0.0201689+0.00503916j 0.00609581-0.00586229j -0.00563154+0.00681897j -0.0134834+0.0156306j 0.0162893+0.0156097j -0.0120717+0.00453983j -0.0100522+0.0026163j -0.0117168+0.0090687j -0.00276693+0.00606216j -0.0085808-0.00179515j -0.0128986-0.0114958j -0.00330198+0.0106445j -0.00513486-0.0034511j -0.00209376+0.0185541j 0.00773754+0.0149977j 0.00337995-0.00331235j 0.00680112-0.00698151j -0.00523271+0.0116405j 0.00409977-0.0144001j -0.000292403-0.00486463j 0.00119691+0.0033675j -0.0143926+0.00420763j -0.00730317+0.00303506j -0.00725204-0.000688483j 0.000196365+0.0012491j 0.00717584-0.000178468j -0.0138881-7.1113e-05j 0.000442684+0.0116412j -0.00440939-0.0124839j 0.00595816-0.010485j -0.00728457-0.00281736j 0.00201035+0.0030837j 0.00163631-0.0168882j -0.0139726+0.00130646j 0.00997294-0.0275928j 0.00886377-0.00417691j 0.00285843-0.0150374j 0.0163118+0.016006j 0.0122767+0.0165169j 0.0228647+0.000296137j -0.017782-0.0216124j 0.0104257+0.0149934j 0.00160853+0.0212626j 0.00710837+0.0285875j -0.000289307-0.00058325j -0.0199085+0.00842476j -0.011857-0.0256226j -0.00254033+0.00743125j -0.0283966-0.0105018j 0.023382+0.00167074j 0.00272789-0.026128j -0.0393854-0.000402906j 0.0245441+0.023632j -0.000324145+0.00284j -0.0389967+0.0444998j 0.016966+0.00400039j 0.00231821-0.00785434j -0.0127179-0.0136518j 0.0060995+0.00245783j -0.0124408+0.0267591j -0.0255972-0.00365613j 0.00282079-0.00786719j 0.0151218-0.0241586j 0.00462483+0.0132358j -0.00995478-0.00914307j 0.0089592+0.00654369j -0.00480288+0.00404074j -6.48641e-05-0.0121438j -0.000376828+0.000836377j 0.0131741+0.0299196j -0.00114798+0.0146955j -0.00716803-0.00334957j 0.00174965+0.0231523j 0.00123644+0.0151671j 0.00504548-0.00748794j 0.0037646-0.000567089j -0.00534702-0.0114099j -0.0050226+0.00108128j 0.00797644+0.00306305j 0.00551289+0.00567467j -0.00243958+0.00442623j -0.00431174+0.000547937j -0.00376945+0.000728655j 
-0.025291+0.016894j -0.00889179-0.00198905j 0.012433-0.022478j 0.000971742-0.0219125j -0.0059624-9.11327e-06j -0.00392754+0.000231557j 0.0332667-0.0135572j 0.0105283+0.0123289j 0.000380258-0.00180083j 0.00244863+0.0232323j 0.00856971-0.00649446j 0.00651192+0.00384037j -0.0101029+0.00228589j -0.00304409-0.0157484j 0.00503064-0.0127727j 0.0131529-0.00304627j 0.0117893-0.000929307j 0.0114131+0.00656181j 0.00194254+0.0113825j -0.0120041+0.0116176j -0.00283994-0.0142661j -0.0120943+0.00865055j 0.000777025-0.00857993j 0.00290705-0.00734899j -0.0161007+0.0116203j -0.00598193-0.0118706j 0.000584755-0.0078528j -0.00126533-0.0166637j -0.0159185-0.00666088j 0.000997935+0.00850755j 0.0116956-0.0212892j -0.0138862+0.00309583j 0.00109966+0.00612623j 0.00713543+0.00226431j -0.00682972+0.0121099j -0.00979616-0.0083671j -0.00012995+0.000299705j 0.00560597+0.00421804j -0.0093529+0.000356891j -0.00574605-0.00107675j -0.00465837-0.0141653j -0.00721627-0.00529324j 0.00378541-0.00632941j -0.00461845-0.00674943j 0.00353474-0.00301765j 0.00489193-0.000268066j 0.0114386+0.0140954j 0.022702-0.00876216j -0.0102142-0.000332184j 0.00565511+0.0130695j -0.0127144-0.00782797j -0.0193304-0.0345422j 0.0122419+0.0203396j -0.00710893-0.00827715j 0.00283702+0.0120454j 0.00245125+0.0100509j -0.00531989+0.00736321j -0.0350268+0.028308j -0.019971+0.00948479j -0.0176396+0.00412302j 0.0285692-0.0226351j 0.0355375-0.0333317j 0.0212265-0.0143862j 0.0183355-0.00606083j -0.00743103+0.0185666j 0.0087391+0.00212968j -0.0171304+0.00636637j -0.0170797+0.0225636j 0.00761884+0.0289045j 0.00194011-0.015723j -0.0392941+0.00896843j 0.00822137-9.55084e-05j -0.00408641+0.00269586j -0.0140421-0.00980778j -0.0151288-0.00377352j -0.010221-0.013822j 0.015344-0.00237885j -0.0104961-0.000912168j -0.00365306-0.0255682j 0.00809678-0.00794203j -0.0205183+0.0193022j -0.000172271+0.000531524j -0.0067129-0.0425123j -0.0175172+0.00127883j 0.00809467-0.00784339j -0.0188048+0.00766802j -0.00435826-0.0123246j -0.0304046-0.00188435j 0.00960149+0.00799932j -0.0041824-0.0203182j 0.0126541+0.00596611j -0.0234163+0.00949325j -0.00363137-0.0159103j 3.09572e-05-0.00113254j 0.00147738+0.00915842j -0.00695242+0.0195831j -0.0011171+0.00638219j -0.00630868+0.00486958j 
0.00229224+0.00664979j 0.00474582-0.005073j 0.0168764+0.00894722j 0.0051805-0.00294499j 0.00234124+0.00503122j -0.00195099+0.00969926j -0.00935914-0.00503943j 0.000224698-0.0193306j -0.00141941+0.00293516j 0.000345257-0.0116003j 0.00857239+0.00450456j -0.00887694-0.00689123j 0.00758789+0.00571986j 0.0204682+0.0115015j -0.000364118+0.0111706j -0.00313707+0.0111067j -0.00114498+2.48135e-05j 0.00163227-0.0165111j 0.00392526-0.00881818j -0.00950839+0.0113902j -0.00369911-0.0109777j -0.00414291-0.0138097j 0.00897581+0.00702687j -0.000220541+0.0162849j -0.0018089+0.00225466j -0.0197319+0.00721325j 0.00515104+0.00980527j 0.00857372-0.0126328j 0.00832204+0.0212976j -0.0160481+0.000151231j 0.0188093-0.00439925j -0.00833709+0.0208563j -0.00651736+0.00783792j -0.0110845+0.00673356j -0.0222082-0.0143696j -0.00591311-0.014264j -0.00976427+0.00306886j -0.000363234-0.00477336j 0.00506519+0.00259269j -0.00274531+0.00590303j -0.00485286+0.00202158j 0.00144504+0.00329274j 0.00502761-0.000422172j -0.00132505+0.00680888j -0.00783529+7.08456e-05j 0.00111787-0.00138156j 0.00799738-0.0103641j -0.0161338+0.00619319j -0.00348484-0.00148557j 0.0017257-0.00510924j 0.0174548+0.00142452j 0.00826151-0.000692043j 0.00871379+0.0120388j -0.0134559+0.00312714j -0.00479678+0.00478163j -0.00992582-0.0107177j 0.0165908+0.0227728j 0.00116382+0.0011994j -0.0186778-0.019428j 0.0065244+0.0255992j -0.0189247+0.000861288j -0.00308391+0.0104111j -0.0030824-0.00271644j 0.00103946+0.0335401j -0.00330823-0.00126142j -0.00429037-0.00894892j -0.00135985-0.0147788j 0.0109658-0.0423081j 0.00664886-0.00446976j -0.0112885-0.00651424j 0.00834413+0.0147393j 0.02368-0.0231366j -0.00567984-0.0147584j 0.00279278+0.0223076j 0.00984879-0.00291151j 0.00107703-0.0206279j -0.00521344+0.00283871j 0.00501118+0.0126188j 0.00606514-0.00180884j -0.00158249-0.028212j 0.00551286-0.00673803j -0.00750133-0.0090827j 0.00248961+0.0126332j -0.00281888-0.0255632j 0.00509364+0.00533563j -0.00228759+0.00157511j -0.0033164-0.00372871j -0.0127468-0.00641838j -0.00800252+0.00714336j -0.00145555-0.00295972j -0.00222379-0.0044232j -0.00608251+0.00509599j -0.00563241-0.00235127j -0.000897742-0.000902425j 0.0085828-0.00440833j 0.0134125+0.00596815j -0.00614413-0.00121352j -0.0013147-0.00960497j 
-0.000553982-0.00142036j 0.00526905-0.0042293j 0.00176994+0.000128249j 0.0144541-0.0100499j -0.00312214-0.0109969j 0.00890759-0.00522893j 0.0172212+0.00356953j -0.00416652+0.00453468j -0.000853585-0.00496565j -0.0121951+0.00864235j 0.00289432+0.00324358j -0.00255217+0.00464897j -0.00545221+0.0045065j 0.00746157+0.00866515j -0.00415553-0.00292292j 0.018312+0.0252114j 0.0109366-0.0129625j 0.00172665-1.44453e-05j 0.000423229-0.0016847j 0.0056194+0.023002j 0.00337006-0.00317496j 0.0105322-0.0118949j -0.00679869+0.00336155j -0.00629373+0.0127481j -0.0202771+0.00798969j -0.00805728-0.0135352j 0.00489379-0.0130876j 0.0136572-0.0218038j 0.0163637+0.0141982j -0.00843349+0.000464253j 0.00609851-0.00553468j 0.00022618+0.00826918j -0.016853-0.0163584j 0.0168633+0.000605577j -0.0014556-0.00494741j -0.00908595+0.00658544j 0.0084368+0.00351611j -0.00714134-0.0102753j -0.0102114-9.42742e-05j -0.00449108+0.00408107j 0.00314443+0.00369608j -0.00555903-0.00652864j 0.00899789-0.00656147j -0.00745115-0.00189169j -0.00694332+0.008092j -0.00563955-0.000602472j -0.00269601+0.00797903j 0.0172581+0.0104328j 0.00702501-0.00639507j -0.00115953+0.00494845j -0.00624752+0.00600391j -0.008861+0.0152461j -0.00468784-0.00736259j 0.00219429-0.0116291j -0.0157962-0.0065557j -0.0150617+0.0168351j 0.0213311-0.0104746j 0.0061525-0.000468543j -0.00142451-0.0131455j 0.00355624+0.0100685j -0.00839708+0.0127419j -0.00645659+0.00803992j -0.00952738+0.00662975j 0.0115202-0.0154638j -0.0200732-0.00703716j -0.0161096-0.000880795j 0.0310579-0.00844426j -0.0309145+0.0172857j -0.000713383-0.00825035j 0.0196077-0.0116967j -0.0108569-0.00958124j 0.00101031+0.0121195j -0.00148384+0.0156328j 0.0149916-0.0258801j 0.000910509-0.027983j 0.0152001+0.0151061j -0.00775847-0.00182356j -0.00123286+0.00100327j 0.00619196+0.0129716j 0.0122054+0.00647663j 0.0118525-0.0088561j -0.00616363-0.00462077j 0.00387432+0.0205368j 0.010622+0.0114798j -0.0162276-0.0219514j -0.00475488+0.00895068j -0.00626606-0.00216914j 0.0154216-0.00124001j 0.00138194-0.00984573j -0.00858736+0.00163738j -0.00307351-0.00147531j 0.00444483-0.00258831j 0.00269248+0.00179307j -0.00310482-0.000481894j 0.00150263+0.00420479j -0.00589021-0.00223573j 0.00148506-0.000536502j -0.00333435+0.001748j 
0.0100399-0.0128434j 0.00742177-0.00802219j -0.00448997+0.00256411j 0.0237093+0.00709316j 0.0145977-0.00475066j 0.00464069-0.000222666j 0.010694-0.00747123j 0.00112261+0.00440642j 0.00184616-0.0105104j -0.0024083+0.0219669j 0.0134736-0.0133379j -0.0113111-0.00391822j -0.0101926+0.0100103j -0.012545-0.00040202j 0.00190532+0.01079j -0.0131701-0.0115835j -0.00293125+0.00501149j -0.00862132+0.0031432j -0.0090239-0.0123361j 0.00714221-0.00807389j 0.00171782-0.00207867j 0.00435981+0.0180643j -0.00405564-0.000887007j 0.0157881-0.00185873j 0.00082343+0.0034208j 0.0146782-0.00522917j -0.00288757-0.0231111j -0.00478115+0.00656684j 0.00335494-0.00358148j -0.00668966+0.00499209j -0.000808355+0.00664648j -0.00977563+0.00940088j 0.00882397-0.0107215j 0.0102711+0.000664389j 0.0011985+0.00835817j -0.00369393+0.00727487j 0.0224979-0.00320419j -0.00241172-0.0139944j 0.00703088+0.00360932j 0.00537585-0.00302282j -0.00241538+0.000221576j -0.00417972-0.0112145j 0.0191905+0.00772532j -0.011066+0.00465503j -0.00751914-0.0115754j -0.00280403-0.00444022j 0.00412956+0.000820035j 0.000103319-0.0135548j 0.00653391-0.0120319j 0.0221185-0.0183543j 0.0185563+0.017716j 0.00798607+0.00453521j -0.00632493+0.00664613j -0.0033004+0.00324096j 0.00635557-0.0128643j -0.0193938-0.0155436j 0.0254315+0.0215054j 0.00110318+0.00762891j -0.00493325-0.00226792j 0.00177639+0.0426859j -0.052291+0.0185584j -0.0170934+0.0190785j -0.0103174+0.00349555j -0.00910092+0.00975794j 0.00431234-0.0118979j 0.00532278-0.0348804j -0.00316496-0.0297647j 0.012791-0.0127096j 0.023787-0.002692j -0.0268716+0.0183278j 0.0228173+0.0124432j 0.0233395-0.0185478j -0.0155578-0.000877054j 0.00465133+0.0130723j -0.0121111+0.00834269j 0.000182865-0.00712309j -0.0139194-0.0138751j 0.0227034-0.00837834j 0.00648598+0.0185646j 0.00755205-0.0124958j 0.0246932-0.00947065j -0.0107708-0.00968322j -0.00235382+0.0253018j 0.010424-0.0280098j -0.00105677+0.0105808j 0.00138016+0.0173877j -0.00750161-0.00204057j 0.0175083+0.00361826j -0.00733353+0.00317953j -0.0104954+0.0116608j -0.00943512-0.00812227j -0.00309169-0.00539894j 0.00679417+0.00386601j 0.00987877+0.0057483j 0.00224582+0.0072278j -0.00487123-0.00154717j 0.00148657+0.00324344j -0.00311976-0.0108465j 
0.0195475-0.0145515j -0.0174241+0.0215901j -0.0227289-0.00333231j -0.0205349+0.0376695j 0.0208866+0.00308324j 0.00207548+0.0230523j -0.0202198+0.013088j -0.00110808+0.00476098j -0.00274263-0.00681962j 0.000396002+0.00763619j 0.000263772-0.00437392j 0.00787693+0.0012501j 0.00280165-0.00353163j 0.00664681+0.00078478j 0.000886948+0.00969678j -0.00998896-0.000495959j 0.0117943+0.00115752j -0.00844296-0.00124755j -0.00183974-0.0189997j 0.00261033-0.0150605j -0.0118029+0.00458603j -0.0132157+0.013323j -0.00758274-0.00799015j 0.00589386-0.00188668j 0.00991321-0.0096486j -0.0102302+0.00234311j 0.00485936+0.0203257j 0.00188415-0.00121401j -0.016719-0.0177166j 0.00853054+0.0105615j 0.0108728+0.00301507j 0.010402-0.0108392j 0.00554334+0.00296064j -3.17688e-05-0.0156118j -0.00592288+0.00904448j -0.0138435+0.00993456j 0.00702042-0.0233318j 0.0225805-0.00174199j -0.00793051-0.016188j 0.00810062-0.0075328j -0.0208244+0.00588784j -0.00755278+0.00148843j 0.000273601+0.000432378j -0.00746037+0.00826438j -0.00903151-0.0103308j -0.000278349-0.00646453j -0.00445761-0.0093993j -0.0176223-0.00399739j 0.0043356-0.0136796j 0.0020469-0.00302504j 0.0112105+0.0133887j 0.0137462+0.027248j -0.0241022-0.0314107j 0.003477-0.00342623j -0.00201334-0.017858j 0.0244509-0.00686451j -0.00265023+0.00913714j 0.0224413-0.0339485j 0.0215485-0.0169618j 0.0197227+0.0141035j -0.0307588+0.00405961j -0.0144349+0.0370112j 0.00845008+0.00167141j 0.00806758+0.00528216j 0.00275534-0.0248316j 0.0119716-0.00483565j 0.0274403+0.00453029j 0.0117208-0.0216482j 0.024326-0.013036j 0.0199956-0.000256316j 0.0363523+0.0112126j 0.00366782-0.0064658j 0.0097668+0.00624182j -0.013946+0.0207173j 0.0119701+0.00317304j 0.00796156-0.00302909j 0.00218247-0.00785909j 0.0121687+0.0143367j 0.00190979-0.00270684j 0.00223921+0.00516127j 0.0213789-0.0074766j 0.0123426-0.00128237j 0.00303928+0.0372396j 0.00360392-0.0230488j -0.00253574-0.00487612j 0.0349784-0.011136j 0.00335046+0.00593618j 0.0188509-0.00510472j -0.0138998-0.00922765j 0.000365924+0.0274238j -0.0148639-0.00331055j 0.0242823+0.00708925j 0.00629543+0.0114327j 0.000539876-0.00258383j -0.0120725-0.00866792j 0.0023569-0.019606j 0.00224555-0.00260195j 0.00394672-0.00617676j 
-0.0025936-0.00194247j 0.0185182-0.017813j 0.00535603+0.00466706j 0.0228709-0.0233774j -0.0127753-0.0131805j -0.00023982-0.0175683j 0.0139077-0.00619343j -0.00704192-0.00152375j 0.0112659-0.00243168j 0.00637852+0.00559135j 0.00748002-0.00646165j -0.0159645-0.0186865j 0.0110049+0.00974557j -0.0208911-0.00268111j -0.00113778-0.00766586j -0.00955572-0.00663324j -0.0141934+0.00889127j -0.00486428+0.0103237j -0.000983977-0.00457224j -0.00537029-0.00877304j 0.00591461-0.00768036j 0.0117663+0.0136712j 0.00187432-0.0106097j 0.0011413-0.00163175j 0.0166923+0.00799671j 0.0128808+0.01112j -0.00523741-0.00811172j -0.014636+0.00801951j -0.00192495+0.000132779j 0.00522281+0.00712944j -0.0112622-0.00932974j 0.00663719+0.0041374j 0.000287554+0.00757122j -0.0150257-0.00141158j 0.0092472+0.00898552j 0.000303618+0.00575014j -0.00443613+0.00312517j -0.00143329+0.0107037j -0.00825591+0.0135853j 0.00356436-0.00873277j 0.0177165+0.00296316j 0.00961537-0.00507175j 0.0125513+0.0102373j 0.00444568-0.00166445j -0.00477879+0.00556937j -0.00275913+0.000169807j -0.00103118+0.00552872j 0.00941557+0.00235257j 0.0113945+0.00687477j 0.00876631+0.000482057j -0.00458693+0.00131747j -0.00447445-0.00527948j 0.00437348+0.0131882j -0.00379576-0.00190015j -0.00339466+0.00229232j -0.0283787+0.00156359j 0.0139525-0.00651258j -0.0047035+0.0158439j -0.0201926-0.00600137j -0.00899666+0.00526073j -0.0134027+0.0127231j -0.00152528+0.000521201j -0.0147292+0.00449683j -0.00929781-0.000157713j -0.00482633+0.00589165j -0.0110211-0.00653678j -0.0105346-0.0111482j -0.00770701+0.00378597j -0.0074007-0.000648382j -0.0108167+0.0104102j -0.0156185-0.00683569j 0.00336285+0.00516387j -0.0225209+0.00129827j 0.0271032-0.0132348j -0.00963589-0.0121864j -0.00142292+0.0172171j -0.0135928-0.0067729j -0.00240785-0.00655307j 0.00655725+0.0185654j 0.0173138-0.00148196j 0.012039-0.00788699j -0.0171547-0.0140988j -0.00346867+0.00183082j 0.00988263+9.65e-05j -0.00821576-0.00780767j -0.0260762+0.0194573j -0.00323344-0.00260949j 0.00715014-0.000581472j 0.00453286-0.00648367j -0.00540049-0.0108908j 0.00343653-0.00765261j -0.0118636-0.00301921j 0.00213959-0.00709705j 0.00292033+0.00353828j 0.00856144+0.0111908j -0.00707818+0.00506185j 0.00244337+0.00388505j -0.00150511-0.00171766j 
-0.00303315+0.000545008j 0.00802047+0.00317311j 0.00758412-0.00534738j -0.0105833-0.00127071j -0.00973005+0.00503712j 0.00206945+0.000265971j -0.00973979-0.00648586j -0.0133279-0.00770217j -0.00276049-0.000319225j 0.00692251-0.00743968j -0.00879075+0.00214746j -0.00137364+0.00591829j 0.0102176-0.0193993j -0.0114-0.0125548j 0.00836947+0.0165837j -0.0226075-0.00121705j 0.0023155+0.00241386j 0.0126196-0.00488059j -0.00866559+0.0263282j -0.0118386-0.00401278j -0.0310802+0.00701024j -0.0181249-0.00109997j 0.00878798-0.00256203j 0.0103025-0.00541019j 0.00663904-0.00530372j 0.0017471-0.0025505j -0.00751252+0.0132002j -0.0118179-0.00706281j -0.0336931+0.00570814j -0.00322923+0.0309781j 0.00182998+0.0132455j -0.0016702+0.0055468j -0.010289+0.0121995j -0.0239636+0.0055174j -0.00597814+0.00403155j -0.00443504-0.0184022j -0.00704634-0.00754741j -0.00224818-0.00579891j -0.0122812+0.00325463j 0.00494671+0.000411574j -0.00323888-0.000684079j 0.00563957+7.34701e-05j 0.000947969-8.76556e-06j 0.00685686-0.00288637j -0.004939+0.00882761j -0.00273003+0.000975782j -0.00348159-0.00359265j -0.0106857+0.00448451j -0.00497772+0.00350756j 0.00461164-0.00661077j -0.00334618-0.0108274j 0.00798693-0.00898245j 0.0108679+0.000993195j 0.00447822+0.0190056j 0.0189919-0.00217869j -0.00772623-0.00966156j -0.00137306-0.00884252j 0.0080222+0.0095626j -0.0030875+0.00913614j -0.00192328+0.00469878j -0.00481083+0.0159353j -0.00659458+0.0109205j -0.0136688+0.00354569j 0.00786791-0.0202047j -0.0201079-0.00821002j -0.00919992+0.00272308j 0.0198145+0.00574247j 0.00286656+0.0256554j -0.015809-0.00715035j -0.000146661-0.0218427j -0.0136435-0.000955315j 0.00646392+0.017643j 0.00545901+0.0168862j -0.0157724-0.0214201j -0.0111313-0.00816238j 0.0131796+0.0125123j -0.00718393-0.00682866j 0.00124422+0.0020859j 0.00620595-0.00068511j 0.010655-0.00257414j -0.00285826-0.00498355j -0.00123203-0.00634458j -0.0016578-0.0033416j 0.0104274+0.00160398j -0.00983221-0.00327826j -0.0138654+0.00372192j -0.0023456-0.00121085j 0.00790385-0.000999494j 0.0115247-6.49185e-05j 0.00262513+0.00194109j 0.00426323+0.00483564j 0.00165682+0.000688673j -0.00888953-0.00169845j 0.0058808-7.33016e-05j -0.0072134-0.00282089j 0.00168994+0.000449777j -0.00265204-0.00326785j 0.00549563+0.00190055j 
-0.00905433+0.00199793j 0.00272425+0.00306068j 0.00122699-0.00488347j -0.00358443-0.00302335j -0.00374253-0.00400592j 0.0141565-0.00396539j 0.00589015+0.00403356j -0.0102568+0.0120687j 0.00324723-0.00201492j -0.00373688+0.00279549j -0.00544572-0.0224025j -0.0217395-0.0018323j 0.0137034+6.30951e-05j -0.0126033+0.000485964j -0.0120772+0.0138004j -0.0224962+0.0114825j 0.0125373-0.00246999j -0.0190805+0.00617709j -0.00590751-0.0146101j 0.00106863-0.00349637j -0.00944104-0.00202866j 0.0174286+0.00739399j -0.00650759-0.014043j -0.000692668+0.0151018j 0.0200719-0.000548106j -0.00602874-0.00182924j 0.00870061+0.00648396j 0.0013446-0.00376264j 0.00270734+0.00965128j 0.00167554+0.00162376j 0.000100538-0.00362006j -0.00316808+0.00341457j -0.00301443+0.00727337j -0.0107087+0.0142294j -0.00474173+0.0041078j -0.00815662+0.00206015j 0.00572296-0.00518323j 0.000771212-0.00670253j -0.00344425+0.000719829j 0.00161488-0.000885358j -0.00406677+0.00202947j -0.00252368-0.00386996j 0.00177287-0.00818301j -0.000714087+0.00407603j -0.00332214+0.0139547j 0.00238016-0.00189846j -0.0060249+0.00374037j 0.0103342+0.00656567j 0.00147994-0.010799j -0.00554952+0.00811808j -0.00156495+0.000152008j 0.00946876-0.0115006j 0.0118563-0.00373251j 0.00519153+0.0139967j 0.0138504+0.0021347j 0.00401435-0.00742427j -0.0112804-0.0100706j 0.00820554-0.0124772j 0.0104913+0.0165141j 0.0129974-0.0203298j 0.0133907+0.00913104j -0.00434871-0.00461034j 0.0152245-0.00272865j -0.0220377-0.0064045j -0.0097494+0.00716073j -0.00339523+0.0159326j -0.0267242+0.0200956j 0.00148064+0.00192475j -0.00310529-0.000183205j 0.0101511+0.0226408j -0.00895887+0.010714j -0.0255672+0.0032672j -0.0169478+0.00617253j -0.0189631+0.00564174j 0.00969033+0.0118486j -0.0013455-0.000755819j 0.00456996+0.00864382j -0.0080428-0.00690084j -0.0023009+0.00206202j 0.00310276+0.00326189j 0.00294603-0.000294012j -0.00457724+0.00135334j -0.00694906+0.00212745j 0.0050101-0.000493406j 0.00418489+0.00213063j 0.00610859-0.00202814j 0.0118838+0.0130578j 0.0023522+0.000270887j -0.00352943-0.00864726j 0.0190984-0.00302191j 0.00490729+0.00222088j 0.00625628-0.000882305j 0.00456325+8.9228e-05j -0.00501797-0.00548772j -0.00814648-0.00446712j -0.00273151-0.00656462j 0.00319157-0.00489497j 0.00510622+0.00428807j 
0.00756361+0.000112285j 0.00722829-0.00719615j 0.0136285-0.00243995j 0.00180093-0.00787795j -0.0169678-0.00652377j -0.00104617-0.0024056j -0.00441624-0.00163336j -0.0178414-0.0193086j -0.00752439-0.00587578j 0.00155873-0.0117228j -0.0040123+0.00764796j 0.00732689+0.00960345j 0.003859-0.0236018j -0.0142459-0.0112559j 0.00783976+0.00997934j 0.0100147+0.01353j -0.00304784-0.0069842j 0.0172975+0.00452752j 0.000697845+0.0210295j -0.00620947+0.00562196j -0.00729325-0.00280402j -0.010885+0.000297895j 0.00368125+0.000692846j 0.001614+0.00264182j -0.0148002+0.000840852j 0.00322797+0.0148497j -0.00368233-0.00614792j -0.00698579-0.0017008j 0.00424184+0.0123797j -0.00261841+0.013583j -0.0109091+0.0104934j 0.0161248-0.00064111j 0.000662259-0.0164485j -0.00304896-0.00742963j 0.0094821+0.00648397j 0.00136511-0.00439579j 0.0189594-9.88223e-05j -0.00877226-0.0085916j -0.0114825+0.00108909j 0.0177108-0.0166181j -0.00179287+0.00366884j 0.00427003-0.00690869j 0.00867599+0.0072904j -0.0020442+0.0114178j -0.0126035+0.00647627j -0.00197582-0.00787568j -0.00063443-0.0125706j -0.012345+0.005546j 0.0109449+0.00125435j -0.000489645-0.00758166j 0.00692361+0.0117113j 0.00607622+0.0217691j -0.0131098-0.0110198j 0.00656289+0.00074929j -0.00971845-0.00357149j 0.00523082-0.016089j 9.48448e-05+0.0121684j 0.00346404-0.0217932j -0.00210767-0.0194131j 0.0129775-0.0116189j -0.0238651-0.011313j -0.0171624+0.00956223j -0.00644703+0.00159487j -0.00711894+0.0145394j -0.0044969-0.00229554j 0.00399492+0.00251165j -0.00998825+0.00236501j -0.000496298-0.0272441j 0.00283745-0.00931543j 0.00397563+0.0298247j 0.0152976+0.00938441j -0.0077016-0.00923419j -0.0281429-0.014819j 0.0207119+0.0181901j 0.0120056+0.00954889j -0.0135126+0.000523087j 0.00491463-0.010123j 0.00478358+0.00501863j 0.00222505+0.0135035j 0.000129831+0.019584j 0.0118572-0.00645725j 0.0048077-0.00227728j -0.00450618+0.0133339j 0.00796498-0.0155485j 0.00171468-0.00268113j -0.00332907-0.000191821j 0.0023902+0.0096951j 0.00903933+0.001886j -0.00158947-0.0177965j 0.00448062+0.00161441j -0.00637275-0.0114544j 0.00944673+0.00398248j -0.000807462-0.000782772j -0.00286279-0.00523155j 0.00762226+0.00285971j 0.000959659-0.0113186j -0.000230702-0.000435898j -0.00140767-0.00849643j 
