0.00488412+0.0491512j 0.050605+0.0334717j 0.0284758-0.0425172j -0.0826555+0.0823401j 0.011125+0.0356359j 0.0138444+0.0442492j -0.00616958+0.13197j -0.0296951+0.0812093j 0.0113918-0.0225437j 0.0260534-0.00526838j -0.049511-0.0359992j -0.0237497+0.0130784j -0.027125-0.0108415j 0.0427373+0.0114636j 0.00789583+0.0616423j -0.01079+0.0443474j -0.0145705+0.0244657j -0.0112353-0.00924768j 0.0469512-0.00633125j -0.00920632-0.0971262j -0.0113869+0.0156622j 0.0121764+0.0361706j -0.0337292+0.0731456j -0.0341769+0.045707j 0.0343667-0.0398737j -0.149443-0.0824941j -0.0394177-0.0217278j 0.0532588-0.0449016j 0.0440054-0.0162213j -0.00323705+0.0670444j 0.00715076+0.133078j 0.0122779+0.028332j 0.0607431+0.00755061j -0.0811835+0.0977297j 0.0350853+0.0463551j 0.0565793+0.0519532j -0.0920501-0.0585808j -0.0141189-0.0259318j 0.00310916-0.0603631j -0.00547378+0.092283j 0.0873664-0.0501492j 0.0784751+0.0445527j -0.113052-0.0769947j -0.00683263-0.0327717j -0.0114052+0.0264993j -0.096167-0.123376j -0.0583481-0.134362j -0.0228747+0.0450573j -0.0897442-0.0547467j -0.0542686-0.108089j 0.0265321-0.0231233j 0.0267097+0.0164291j 0.0309201+0.0254177j -0.0595096+0.00903588j 0.0039057+0.0354301j -0.00860491+0.0162046j -0.00859521-0.0255713j -0.00302897-0.041606j 0.0102024-0.014246j 0.00112541+0.0312507j -0.00473235-0.0146237j 0.0101392-0.0323618j -0.0599657+0.0105303j -0.0102714+0.0254369j -0.0231111-0.0181389j 0.0190396-0.00456855j -0.0111653-0.00470909j -0.00106169-0.00105209j 0.00125349-0.0660696j 0.0117071-0.00257729j -0.00797086+0.0494538j 0.0130265+0.00924444j -0.0201994+0.00563842j -0.0560898+0.0205649j -0.0301369-0.0312856j 0.0281426-0.0572079j 0.0706657+0.0651896j -0.0257087+0.0140956j -0.0133945+0.00996082j 0.174696+0.00145951j 0.0879626-0.0677343j 0.0102805+0.0887389j -0.0873044+0.0525815j 0.0925669+0.0239447j 0.0462589+0.142866j 0.00938253-0.0766294j -0.0410356-0.0240724j -0.0265486-0.0113024j 0.0540754-0.020956j -0.0944557-0.0288786j -0.0054281+0.117339j 0.0322574+0.0680868j -0.00342959+0.0256491j -0.150146+0.00275918j -0.0922329-0.170864j 0.166527+0.0134533j -0.153049-0.256598j -0.17054-0.0924582j 
-0.00896848+0.0165854j 0.0108127-0.0126477j 0.0347556+0.00827386j -0.00108936-0.0237173j -0.0170256-0.00524813j 0.0111066+0.0089036j -0.0131837+0.00944766j -0.0113024-0.0194189j -0.0204746+0.00302378j 0.00710925-0.0128367j -0.00768014+0.0186649j -0.008275-0.00342331j 0.00193269+0.00912483j 0.0135517-0.00695122j 0.00819074+0.00483201j 0.00266186+0.00436905j -0.00402801-0.0114895j -0.00548521-0.0227263j -0.00596107-0.0117933j -0.00148773+0.00971713j -0.00801962-0.00755673j 0.0133145+0.00208516j 0.00333328+0.00093774j 0.00588416+0.00628621j 0.00255485+0.0122132j -0.00941492-0.0116789j -0.00467216+0.0153928j -0.00982766+0.0044488j -0.0165543-0.023767j 0.0117556-0.0207726j -0.0196712-0.00835425j 0.000645492-0.00832179j 0.00371385+0.00296782j -0.0190614+0.0128319j -0.000676649-0.000900771j 0.0151989-0.00308802j 0.0050436+0.0243755j 0.0133539-0.0162809j 0.0143094-0.00657814j 0.00383143-0.0144334j -0.00305757-0.00359692j -0.00687451-0.0106156j 0.0262423+0.0169034j -0.0166161+0.0149816j -0.0011829-0.00771521j -0.00293151-0.00433677j -0.0035574-0.00115625j -0.015579+0.00391364j -0.00283409-0.000132687j -0.00486071+0.00997847j -0.00551192-0.00402267j 0.0128695+0.0115243j 0.00523139-0.0031703j 0.00993713+0.0159667j 0.00847786+0.00556331j 7.12061e-05-0.0218078j 0.00213525+0.017755j 0.00136858-0.0129164j 0.00778063+0.014314j 0.00658803-0.0177669j 0.0182644-0.0109294j 0.000338507-0.0214672j -0.0196286-0.00837837j 0.023154+0.0122215j -0.021814-0.00213857j -0.0155518-0.00670459j 0.00375616-0.0172134j 0.00329574+0.0217477j 0.000123181+0.00910381j -0.00803986-0.0196835j 0.000216699+0.00418498j 0.0268588+0.00672297j 0.0027822-0.0211159j -0.0408701-0.0176587j -0.0419849+0.0141901j 0.0408612-0.0139833j 0.00297236+0.00431095j 0.0195324+0.0011543j 0.0103108+0.00846589j -0.0119908-0.0265854j -0.00484821-0.0136838j -0.00848137+0.0089071j 0.000118219-0.00196967j -0.000454337-0.0228657j -0.0103433-0.00431283j 0.00195677+0.00592421j 0.014494+0.0112288j -0.0132824-0.0104034j -0.00654677-0.0035091j 0.0221802+0.0224893j -0.0176286+0.00754073j 0.00421115-0.0164304j -0.00676969+0.0110332j 0.000394883-0.00599842j -0.00246298+0.000973216j 0.00525221-0.000828201j -0.00835022+0.00494104j 0.00677958-0.00575339j 
0.00600754+0.0022249j -0.00745218+0.00996282j -0.00746516-0.000181546j -0.00985738+0.00608137j 0.00682955-0.00201641j -0.00806347+0.00554889j -0.020363+0.00839727j 0.00471935+0.00268141j -0.00218413+0.00259912j 0.0153775-0.00638333j -0.0026568-0.00661706j 0.00819408-0.0206002j 0.00274604+0.00300832j -0.00231814+0.0144913j -0.00950008-0.0072048j 0.0048959-0.00981589j -0.00187701-0.00273029j 0.00689146-0.00553658j 0.00490479-0.0111385j 0.00159837+0.0040306j -0.00106334-0.0041758j -0.00291566-0.0142468j -0.00101799-0.00784644j 0.00916942+0.00509095j 0.00938851+0.00298589j -0.00364794+0.0102729j -0.00561566-0.00154815j 0.0149419+0.000220141j 0.0199931+0.00993149j 0.00724857+0.00154059j 0.00509863-0.00835889j 0.00358968+0.0100805j 0.00778095-0.00353069j 0.00503944+0.00264614j -0.000248855+0.00527513j -0.00683115-0.00537803j 0.0124137-0.00984887j 0.0017035+0.00507881j -0.0100538-0.0165091j 0.0128709-0.0156587j -0.00945001+0.0162925j -0.00954069-0.00341593j 0.00742088+0.0125696j -0.0174928+0.0289934j -0.0113778+0.00062865j 0.0121749-0.0235911j 0.00364549-0.0302828j -0.0227216+0.00420294j 0.00226739+0.00361074j -0.00196679+0.0327785j -0.0127069+0.0178347j 0.0206372+0.0197809j -0.000170631-0.00780081j -0.0186085-0.0122019j -0.0244244+0.0334534j 0.0202127-0.00909455j -0.0131581-0.0151797j 0.0053779-0.00853571j -0.00505346+0.00796867j -0.00615366+0.00598193j 0.0085265-0.0120983j 0.03335+0.0280414j -0.000709742+0.0206904j 0.0127252+0.0105819j -0.0276294-0.0120125j 0.0113485+0.0395174j -0.00563566-0.000680112j 0.00901812-0.0017201j 0.0199265+0.0188234j 0.0241164-0.0130781j 0.0229533+0.0335454j 0.0274946+0.0146779j -0.0109342+0.00557052j -0.03411+0.0473928j -0.023597+0.0501804j 0.0246367-0.0346806j 0.00690439+0.00186647j -0.00330183-0.0208911j 0.0219558+0.0034868j -0.0119395-0.024779j -0.0117117-0.0330663j -0.0335+0.00324497j 0.0224821+0.0248926j -0.00471677-0.0553323j -0.045217+0.00863891j -0.00277628-0.0204786j 0.0157343+0.0459055j 0.0269831-0.01589j -0.00239427-0.0643143j -0.00237823+0.0096432j 0.00902206-0.0043599j -0.00208911+0.0325068j -0.0196732-0.0300523j 0.00910323-0.00622458j -0.00612087-0.00397329j 0.00402041+0.00384947j 0.00526411+0.0100961j 0.00689797-0.0106941j 
0.0141145-0.0067056j -0.00573515+0.0114512j 0.00286672-0.0044409j -0.00416366+0.0198082j 0.0155817+0.0104635j -0.0119544+0.0147103j -0.0134549-0.00692498j 0.012039-0.00588919j -0.00513865+0.00753674j 0.0120069+0.00781193j 0.00724323-0.00589823j -0.00705673+0.0142305j 0.0143367+0.00411276j 0.00625518-0.00130322j 0.0198157-0.0132056j -0.00845015-0.00118615j 0.00790561-0.00852629j 0.00010634+0.00502879j 0.0238119-0.00676348j -0.0105602+0.0249632j 0.00803291+0.00228499j 0.00599019+0.00398379j 0.0166753+0.00790918j 0.00499706-0.0120695j -0.008811-0.00172604j -0.014506+0.0162696j -0.0139344+0.00979559j -0.0267697+0.00810191j 0.0129009-0.0113344j -0.0151739-0.00487184j -0.0046337-0.00506339j 0.00890265+0.00145862j 0.0100582+0.00946802j -0.0200659-0.00403512j 0.00110431+0.00443438j -0.00353063+0.00108305j 0.00337836-0.0164036j 0.00777511-0.0154508j -0.0225519+0.0293776j 0.00694893-0.0181j -0.0115873+0.0045415j 0.0157862+0.00560194j 0.0180129-0.00608358j 0.0167698+0.00350224j -0.00693557-0.00494069j 0.00397013-0.00925068j 0.0142689-0.0217873j -0.0219166-0.0197718j -0.0110154+0.00374956j 0.00126562-0.00742472j 0.00905845+0.00589365j -0.000187815+0.0234249j -0.00588889-0.00799626j -0.0210953-0.00486135j -0.00145659+0.029443j 0.016075+0.014086j 0.0018027-0.00527917j -3.09508e-05-0.0140035j -0.0079997+0.00440394j 0.00817121+0.018484j -0.000699273-0.0110967j 0.0312225+0.00410557j -0.00355033+0.0223766j 0.019279+0.00681531j -0.00422179+0.0152236j 0.0128851+0.00115687j -0.00667382-0.00619349j 0.0112341-0.0107029j 0.0149105+0.0106717j 0.0235715+0.0329393j 0.0147284+0.0287692j -0.0037719-0.00583679j 0.00723109-0.0228513j -0.00892248+0.0122272j -0.0147565+0.0390315j 0.00140487-0.00982714j -0.0061191+0.00440248j 0.0230368-0.000687514j -0.00981405-0.00087673j 0.00963251-0.0184676j -0.00110705+0.0237154j -0.0205416+0.00027797j 0.00266204+0.00442557j -0.00209861-0.0176341j -0.00691167+0.0158182j 0.00228536-0.00681993j 0.01989+0.0155241j 0.00534893+0.00100868j -0.0101032-0.0144873j 0.00467846+0.00678436j 0.00226268-0.00983477j -0.0199599+0.0135129j -0.00185927-0.014262j 0.0150293+0.0079924j -0.000130451+0.00401043j -0.00201739+0.00246213j -0.00116509+0.00259215j 0.00249346-0.00334414j 
-0.000998785+0.00685566j -0.00551836+0.01358j 0.0101383-0.00567979j -0.0221843-0.000668347j -0.00409542+0.00924332j -0.00188762+0.00475365j -0.00776961-0.000495531j -0.00291925-0.0107551j 0.00266324+0.0120785j -0.00223001-0.0104974j -0.00891476-0.00722953j 0.00867735-0.00547548j 0.00416139+0.000922426j -0.0130566-0.0182768j 0.0105188+0.00573672j -0.00665036+0.00172949j -0.00579766+0.00255926j -0.00238969+0.00843577j 0.00223476-0.00669821j -0.00682914-0.016336j 0.0229546+0.00959733j -0.00170951+0.021692j 0.00614551-0.00314605j -0.00819179+0.00459885j -0.0159918+0.022666j -0.01905+0.00433402j 0.0165336-0.0113582j -0.0032332+0.00566617j 0.00920801-0.0203205j -0.00683856-0.0327926j -0.00573901+0.0137937j 0.00552153+0.00376113j 0.00297948-0.0247386j 0.00975257-0.00884433j -0.000911017+0.0110254j 0.0191714-0.00276682j 0.0145069+0.00109223j -0.0180054+0.01356j 0.00255597-0.00699081j 0.0101382-0.00262108j -0.00239101-0.00601417j 0.0104586-0.00544015j -0.00768822-0.00179646j -0.000781506+0.000875234j -0.00243533+0.00490765j 0.00331173+0.00393011j 0.00517433-0.00533609j -0.0110483+0.00757274j -0.00369268+0.00690356j -0.00288822+0.00823225j -0.00513436-0.000309238j 0.00828163-0.006591j -0.00356721+0.00316503j -0.00839957-0.00667179j -0.0107169-0.00303733j 0.00399292-0.00569806j -0.00348173+0.0062023j -0.0051877+0.00968779j -0.0154928-0.00764369j 0.00530657+0.0139069j -0.00223669-0.0126009j 0.0134564+0.0190301j -0.0012383+0.00781024j 0.00488448+0.00123218j -0.00986895-0.00442661j 0.0107565+0.013731j -0.00498297+0.00509616j 0.00657841-0.0163245j 0.00669706+0.00459836j 0.00435334-0.0195665j -0.00163074+0.0123645j 0.0113109+0.00609629j -0.0094017-0.0027079j -0.0106258+0.00506071j 0.00923596+0.00678377j 0.00318913-0.00714921j -0.00847248-0.00256061j -0.00931827+0.00164106j 0.00449196+0.00505998j 0.00783517-0.00768444j -0.00755546-0.00211605j -0.000105543-0.0160063j -0.00947802-0.00215731j -0.00364605-0.0122823j -0.0103546-0.0058593j -0.00310194-0.0087555j -0.00984829+0.0126229j 0.00538866+0.0031391j 0.00553827-0.0190442j -0.00646451-0.00775522j 0.00399867-0.00332647j 0.00168667+0.0159182j -0.0038839-0.00459358j 0.000469265-0.000846253j -0.0111765-0.00589946j 0.00792836-0.00152922j -0.00281261+0.0024447j 0.0056322-0.00107254j 
-0.025464+0.0290838j -0.0135068+0.0153655j 0.0160424-0.0325281j -0.0348418-0.00980825j -0.0125972-0.00741084j -0.00178354+0.0160164j 0.00713699+0.0140576j -0.00250313+0.0187866j 0.00184705-0.000420481j 0.0103764+0.00905695j -0.00155494-0.00782287j -0.00377019-0.0072345j -0.000397042-0.00838615j 0.00806271-0.00737657j 0.00425601-0.0124687j -0.00357903-0.0129458j -0.00148912-0.00180624j 0.0123181+0.00710449j 0.0186193+0.00531796j -0.000646866-0.00278397j -0.00304411+0.00396726j -0.000399982-0.00238184j 0.000826661-0.00268334j -0.00138385+0.00222553j -0.00186853-0.010358j 0.00609777+0.00574598j 0.00704611+0.00137559j -0.000806529-0.0090604j -8.28016e-06-0.0190286j -0.00280109+0.00270589j -0.000903683-0.015451j -0.0112566-0.0100745j 0.00544726-0.00348431j 0.00364721+0.0174688j -0.000116026+0.00609513j -0.00521403-0.0079747j 0.0104323-0.00370643j 0.00693623+0.00566224j 0.0214668-0.0158477j -0.021543-0.00853196j -0.000691612-0.0110513j -0.00213258+0.00667797j -0.00407156-0.0190226j 0.0254282+0.00447957j -0.00708281+0.0145493j -0.00197465+0.00517859j -0.00351235+0.00780477j 0.0203864+0.0239025j -0.00262589-0.00195954j -0.0277136+0.000751289j -0.000697022+0.000377248j 0.0102511-0.0286824j 0.0192049+0.0063041j 0.0167138-0.00607511j -0.017574-0.028003j 0.0185862-0.0204851j 0.0157948+0.0118475j -0.00402919+0.0149828j 0.0035939-0.0353357j 0.0213641+0.0083467j 0.0320188+0.00346803j -0.0462048+0.0416902j 0.00633456-0.00756538j -0.0304195+0.0162222j -6.95972e-05-0.035821j 0.00309236+0.000321696j 0.0406434+0.00848863j -0.00641686-0.0169902j -0.0457637+0.0117334j -0.02489-0.078014j 0.018317-0.0308004j 0.0613019+0.0234118j 0.00421751+0.00409545j 0.0146163-0.0316942j 0.0356119-0.0188341j 0.0172694+0.0046538j -0.0272171+0.032939j -0.0229851-0.0316452j 0.023362+0.037648j -0.0363263-0.00276902j -0.0242454-0.0436369j -0.0187919+0.00368482j 0.00946943+0.0225156j 0.0224595+0.0168542j -0.0226354+0.0179588j 0.00559866-0.00462928j -0.0534021+0.0231375j -0.0027696+0.000964343j 0.02111-0.0098052j -0.0234419-0.0370124j -0.000462958+0.0124355j 0.0139842-0.00446028j -0.00886627-0.000297865j -0.0188784+0.00269155j 0.00626832-0.0182694j 0.0216381+0.00184978j -0.00650695-0.0161331j 0.0070514+0.00283317j 
0.019296-0.0196583j -0.010977+0.0154942j -0.0341632+0.0107214j -0.00780932+0.0169763j 0.00235015-0.00385935j 0.0128482-0.0019409j -0.0158029+0.00892772j -0.00464472+0.00701257j -0.0102423+0.00711037j -0.00238863-0.00516585j 0.00303714-0.0109781j 0.00187558+0.00910624j 0.00646028+0.0124626j 0.0119981+0.00507486j -0.0027143-0.000416684j 0.00726735+0.000950686j -0.0143482+0.00285997j -0.0150193-0.00169037j 0.0116669-0.011418j -0.0127477+0.00256045j -0.00148414-0.00327174j -0.0050309+0.00111866j -0.000704248+0.00816646j 0.000660569-0.00678789j 0.000501971-0.00998206j 0.00119616+0.00614507j -0.0162123+0.00872947j -0.00213734+0.00486484j 0.0215604-0.00480907j -0.00219176-0.000428692j -0.0165204-0.00353371j 0.0125863+0.0108702j 0.00494046-0.00782913j 0.0055131-0.000744878j -0.00757898+0.0060623j -0.00742067-0.00793505j 0.0167874-0.00896436j -0.00213507-0.0199457j -0.0102539+0.00984038j 0.0238147-0.0155953j -0.0111059+0.00710223j 0.0146335+0.000881698j 0.00508689+0.0146345j -0.0130972-0.000927796j 0.00167219+0.0041162j 0.00697856-0.0116461j -0.00598554-0.00844945j -0.00294062-0.0144712j 0.00738567+0.000351191j 0.0034022+0.0146097j -0.02976-0.00233975j -0.00676819-0.0227181j -0.0170114+0.00867999j -0.011604+0.00371926j 0.0252327+0.00560518j -0.000535723+0.00384122j -0.0246889-0.00147782j 0.00154716+0.0104462j 0.00715541+0.00678335j -0.0377596+0.0239376j -0.0243995+0.00871805j -0.00265062+0.0248088j -0.0143054-0.0189008j 0.037526-0.00669004j 0.00290358-0.0293157j 0.0182013+0.000811104j 0.0307321+0.0238862j 0.0153869+0.0122507j 0.0191021-0.0194513j 0.0034885-0.0406414j -0.0140996-0.0237954j 0.00970556+0.00861413j 0.026797+0.0523183j -0.0217629-0.00934949j -0.00268878-0.00839005j 0.00319427+0.00175484j 0.00902749-0.0171461j -0.0220086+0.0338861j -0.00278809-0.0471777j 0.0283159+0.0112951j -0.0116403+0.00994414j 0.0160676-0.00126735j -0.00929846-0.0198821j 0.00427689-0.0157189j -0.00302824-0.0262139j -0.00694472-0.00538401j -4.38752e-05-0.0234952j 0.00258429-0.0286158j 0.00898059+0.00371258j -0.0095836+0.0186877j 0.00550537-0.000708844j 0.00255313+0.0144685j -0.0075042-0.00485665j 0.0105673+0.00313002j -0.0195852+0.0032725j -0.0147719-0.00951729j 0.00591124+0.00972127j 0.0089046+0.00450452j 
0.0163013-0.0157224j -0.0112766+0.014562j -0.02341+0.013355j -0.00671959+0.0243446j 0.00951042+0.0107759j 0.00131412+0.00650037j -0.00968255-0.00664064j 0.00384393-0.0145248j 0.000200338-0.00607385j -0.01008-0.0165808j -0.00426031+0.00966459j 0.00553042+0.0224936j -0.00329041-0.00485035j 0.00469577+0.00354324j 0.00542881+0.00666262j -0.0144784-0.00129855j -0.00161333+0.0122758j 0.000862635-0.00647515j -0.00741679+0.00188077j 0.00482833-0.00162855j 0.00281318+0.013094j 0.000885866+0.00121813j -0.00557598-0.00515357j 0.000974171-0.0140024j 0.000204828+0.00523207j -0.00127724-0.00758995j -0.00905883-0.0092753j -0.00947026+0.00313241j -0.0106393-0.0011518j -0.00815917-0.00603027j -0.00313309+0.0109434j 0.0102166+0.00583711j -0.011138-0.0063661j 0.0192603-0.00562178j 0.00195435-0.00335176j 0.0120331-0.000878145j 0.0164115-0.00794898j -0.00364946-0.0225914j -0.00489004+0.00397567j 0.0100264+0.00869483j -0.015812+0.00331598j 0.0161263-0.00161445j -0.00305515-0.00602934j -0.0109562+0.00571935j -0.00741212+0.00298821j 0.0102213-0.00100546j 0.000987477-0.0127135j -0.0224753-0.00993459j 0.00422058+0.00601237j -0.00966816-0.000826087j -0.0179761+0.00496412j -0.0146371+0.00388117j -0.00881102-0.00562634j 0.00885086-0.00530366j -0.000263947+0.00596449j 0.00523726+0.0083111j -0.0222294-0.0112712j 0.00676154-0.00505957j 0.0289361+0.0299081j -0.0187095+0.00230344j -0.0096754-0.001402j 0.00785902+0.0203055j -0.0181896+0.0172339j 0.0155922-0.0242231j -0.00424393-0.019771j 0.030485+0.0179436j 0.00516646+0.0202398j 0.0166405+0.0364221j 0.0195299-0.00413099j 0.025883+0.00871952j 0.0114123-0.000407223j -0.00430277+0.0211753j 0.00818433+0.0334258j -0.0243638+0.00356193j 0.00602225+0.0373601j 0.00126529-0.0152612j 0.0194958-0.0100997j -0.0132035-0.00526446j 0.00376165-0.0214111j -0.00430294+0.0149834j -0.0137413+0.00689356j -0.00370592+0.0122114j 0.00745424-0.00789233j 0.00592615-0.00764177j -0.0169365+0.00369616j 0.00808224-0.0193989j 0.00603453+0.0108288j 0.033782+0.000154657j 0.0193068-0.0308124j -0.00648272+0.0141074j 0.0086666-0.00474928j 0.00351032+0.0188711j -0.00935423-0.0149732j 0.0144473+0.00791105j -0.018266-0.00104576j -0.011918-0.00567003j 0.00968515+0.00671522j 0.00175769+0.00281423j 
2.0583e-06+0.00765955j -0.00581561+0.00693636j 0.00350502-0.00456228j -0.00960413+0.00190885j 0.00209991+0.00381048j -0.00651867+0.00900126j -0.00544528+0.00414367j 0.00863682-0.00186623j -0.00632488+0.00449428j 0.00644639-0.00726712j -0.00668392+0.00783475j 0.00335141+0.00227924j -0.0154595-0.00309501j -0.0087663+0.00318988j -0.00343606-0.00495555j 0.00053537-0.0102426j 0.00157407-0.00591245j 0.00486083-0.00609947j -0.000460928+0.0205247j 0.0180364-0.00402255j 0.010375+0.0336279j 0.00210582-0.00794847j -0.00369095+0.00887176j -0.00154824-0.00399324j 0.00870958-0.0051095j -0.00191739-0.000633984j -0.0107819-0.00477368j -0.0101895+0.00864283j -0.0174736+0.00940612j 0.0173483-0.00239487j -0.00331327-0.00469798j 0.0142923-0.014056j -0.00728414+0.00236638j 0.0171351-0.0139623j 0.0117263+0.00714026j 0.0222886+0.00575297j 0.00884842-0.00304372j 0.00388669+0.00717446j -0.00455885-0.0191042j 0.00318329-0.00623572j -0.00783661+0.00348403j -0.0127975+0.00409275j -0.00216042-0.0015058j -0.00812571+0.0114494j -0.00773245+0.00168073j 0.00787113-0.00985646j 0.00748254-0.0114402j -0.00527277+0.0113532j -0.00335647-0.00939677j 0.00683252+0.019027j -0.00228062+0.00304348j 0.00852878+0.00280668j 0.00322922+0.0126612j -0.0218253-0.00562953j -0.00814422+0.0117279j 0.0117776+0.00500707j 0.013526+0.0103566j -0.0228723+0.00779422j -0.0548924-0.0253525j -0.00133895+0.0366256j -0.00542689-0.00874298j 0.0258832+0.0245084j 0.00248939-0.00609855j 0.0304462+0.0275175j -0.0231017+0.00507329j -0.0121595+0.00758515j 0.0222252-0.0283293j -0.0274177-0.0450223j 0.016585+0.0085438j 0.0129571-0.0446547j -0.0229417+0.0285452j 0.0135644-0.0141405j -0.00983275-0.00278554j -0.013854+0.0104091j -0.0110221-0.0199705j 0.0164071-0.0069698j -0.00937669+0.00053495j 0.00922346+0.029241j 0.0083391-0.0098456j 0.0280818-0.0360578j 0.000742763-0.019538j -0.00828521-0.0192008j -0.0123071+0.00345332j -0.0168876-0.0378784j -0.0128504-0.0157836j -0.0142576-0.00221058j 0.000182408-0.0014817j -0.0244085-0.0216906j -0.0126101-0.00333874j -0.0069793-0.000471426j -0.00196008-0.00352789j -0.0114074+0.0193892j -0.00238393-0.00505076j -0.00286578-0.0056193j -0.000166785-0.00233725j 0.010704+0.00584147j -0.00373114+0.00161533j 0.00186828-0.00881315j 
0.0155074-0.0159868j -0.00825769+0.0151882j -0.0208884-0.00345874j -0.0191206+0.0221432j 0.00818592+0.00315187j -0.00347586-0.00375891j -0.00253147+0.00304495j -0.00725905+0.00509293j 0.0210159-0.00805677j 0.00032372+0.00656979j 0.0229208+0.0157005j 0.0234189-0.0151086j 0.00498393-0.0108754j 0.00295545+0.00595871j -0.00914381-0.0120229j 0.017784-0.0124437j -0.00604002+5.07847e-05j 0.0177371+0.01479j 0.00888144-0.00441131j 0.0252191-0.00453314j 0.00875322-0.00316199j -0.00764317-0.0192518j -0.00265378-0.0173069j 0.00362867+0.00819256j 0.005404-0.00908784j 0.0138263+0.0112851j 0.00473056-0.00540615j 0.000771816-0.0111526j 0.00986113-0.00484189j -0.0166641+0.0148753j -0.0175836+0.0122177j 0.00394647-0.0258144j 0.0140374+0.000150415j -0.0108361+0.00594581j -0.00110553-0.00970456j -0.0143007+0.00730379j 0.00711576-0.0103456j 0.00375344-0.0234201j -0.00107492-0.00927302j -0.0100711-0.00120859j -0.00809631+0.00673115j 0.0119128-0.00565893j 0.00874453+0.0016064j -0.0108578+0.0104279j 0.00181107-0.00446768j 0.00338453-0.00404292j 0.00239313-0.00516825j -0.0146182-0.0177428j 0.0111771-0.00822277j 0.00987568+0.00777483j -0.000881591+0.00129873j -0.00263568+0.00625676j -0.0178433-0.0102525j -0.0077336+0.00111121j 0.0118917-0.00138858j 0.00179492+0.00544688j -0.0057843-0.000802469j 0.00634138-0.00628961j 0.00291858+0.00281634j -0.0033626+0.0260849j -0.0215006+0.00855025j 0.0211669+0.0207871j -0.00384701-0.00141952j 0.0346432-0.000262519j 0.00160792-0.0166051j 0.0104856-0.00830882j -0.010015-0.000948984j 0.00885053+0.0010699j 0.0290167+0.00735715j 0.00649369+0.00248865j -0.00310048+0.00601257j -0.0116717-0.0164304j 0.00498769+0.00508778j -0.0150465+0.00298188j -0.0144612+0.00826663j -0.000902054-0.00592825j 0.000375638-0.0107448j 0.00620511+0.0121323j -0.0127639-0.013751j 0.0186081-0.00437803j 0.00955893+0.0130649j 0.00439871-0.00623919j -0.00968095+0.00817652j -0.00320673-0.019827j -0.00078617-0.00768163j 0.01405+0.00116096j 0.0153231-0.00321991j 0.000472787-0.0125997j -0.00731222-0.00205573j -0.000318653+0.0229838j -0.00859474-0.00141554j -0.00399269+0.00143616j 0.0123661+0.00342515j 0.0036241+0.00779863j -0.0163645+0.00487997j -0.0130672-0.00672388j 0.00549686+0.00529891j 0.00635817-0.00381422j 
0.00862642+0.0015165j -0.00979215+0.0178811j 0.00452649-0.00321787j -0.0226139+0.0106368j 0.00609812+0.0113688j -0.00886815-0.00425421j -0.0142102-0.0014992j -9.67322e-05-0.00748438j 0.0132682+0.00293183j -0.00166344-0.0170389j -0.00800368-0.0052041j 0.00898522-0.012091j 0.0152979-0.00972789j -0.0127429-0.0111642j -0.00905548-0.00361579j 0.000248643+0.00300807j 0.0284782-0.00557893j -0.00317027+0.00263997j -0.00171929-0.0167274j 0.0187618+0.0050295j -0.00768934+0.00928024j 0.00673491-0.00548661j 0.00342591-0.0138139j -0.0134504+0.0215999j 0.0032322+0.0110325j -0.0214071+0.0183643j 0.0164958+0.0122111j 0.00937067-0.0224947j -0.0110885+0.00552369j -0.00797194-0.00420245j 0.00093804-0.00265896j 0.00745141-0.00969947j -0.00548358-0.00696765j -0.00807386-0.00673922j 0.00458254-0.00361998j -0.00455282+0.0194383j -0.0115716-0.00496734j 0.0214627+0.00582342j -0.024532-0.00635632j -0.0122995-0.00248187j -0.00881158+0.0130084j 0.00120985+0.00430941j -0.000954203-0.00743256j -0.00142057+0.00928134j -0.00902614+0.00772117j 0.0043673-0.00493027j 0.00333743-0.0155008j -0.016317-0.010531j 0.00699493-0.00119467j -0.00211933-0.00868798j 5.30567e-05-0.00165694j 0.00517041-0.0104236j -0.0120147+0.00403727j -0.0102421+0.00744698j 0.00100501+0.00192725j 0.00675597-0.00628918j -0.00590624+0.00983123j 0.00446155+0.00534142j 0.00311367+0.0136715j -0.00248827+0.0155898j -0.0167462-0.000728743j 0.00221488+0.0163073j -0.00223632-0.00441138j 0.0208565+0.00626074j 0.000522921-0.0299063j 0.0274014+0.00180337j 0.00930948+0.0243933j 0.0162117+0.00701882j 0.00814787-0.00221273j -0.00345839-0.0126083j 0.0126927-0.00393987j 0.0273148+0.00294133j 0.0027731+0.0185264j -0.0240464+0.00132781j -0.00688819+0.0135035j 0.00862103-0.00831852j 0.0102483-0.0143602j -0.00379308-0.00414609j 0.00563799-0.0189372j 0.00220034+0.00152929j -0.00187861+0.00779161j -0.00150836+0.0074878j -0.00354969+0.00230296j 0.00406147-0.0147172j -0.000327737+0.00287371j 0.0132167-0.0086209j -0.0019475+0.00225727j 0.00538288-0.00797224j 0.00568502-0.00530181j -0.00661789+0.00863135j 0.00127983+0.00459406j 0.00192066+0.00877713j -0.0071644-0.00990059j 0.00246475+0.0069595j -0.0142278-0.00583314j 0.00263534-0.00416202j 0.001342+8.96221e-06j 0.00474552-0.00202196j 
