-0.00367443-0j -0.000592959-0j -0.000484149-0j -6.98808e-05-0j -6.05186e-05-0j -7.13218e-06-0j -3.25538e-07-0j 1.00383-0j -0.000532498-0j -0.000420977-0j -0.000280651-0j -6.07628e-05-0j -7.01628e-05-0j -2.48063e-05-0j -5.8469e-06-0j -6.20157e-06-0j -5.16798e-07-0j -1.92599e-08-0j -0.00219094-0j -0.00221365-0j 0.101811-0j 0.102866-0j -0.000264581-0j -0.000267323-0j -3.8189e-05-0j -0.000241529-0j -3.85848e-05-0j -0.000244032-0j -4.26966e-05-0j -2.84644e-05-0j -4.31391e-05-0j -3.55805e-06-0j -2.46509e-05-0j -2.87594e-05-0j -3.59493e-06-0j -2.49064e-05-0j -5.03185e-06-0j -2.51592e-06-0j -5.08399e-06-0j -2.96504e-07-0j -3.63142e-07-0j -2.542e-06-0j -2.99577e-07-0j -3.66906e-07-0j -2.34407e-08-0j -2.36836e-08-0j -7.38314e-10-0j -7.45965e-10-0j 
-0.00226831-0j -0.000366047-0j -0.000298876-0j -4.31391e-05-0j -3.73596e-05-0j -4.40287e-06-0j -2.00962e-07-0j 0.00201985-0j 0.000319366-0j 0.000252481-0j 0.000168321-0j 3.64425e-05-0j 4.20801e-05-0j 1.48776e-05-0j 3.50668e-06-0j 3.71939e-06-0j 3.09949e-07-0j 1.15511e-08-0j -0.00135252-0j 0.00136598-0j -0.000210861-0j 0.00021296-0j -0.000163332-0j 0.000164958-0j -2.3575e-05-0j -0.000149101-0j 2.38097e-05-0j 0.000150585-0j -2.63576e-05-0j -1.75718e-05-0j 2.662e-05-0j -2.19647e-06-0j -1.52176e-05-0j 1.77467e-05-0j 2.21833e-06-0j 1.53691e-05-0j -3.10628e-06-0j -1.55314e-06-0j 3.1372e-06-0j -1.83039e-07-0j -2.24176e-07-0j 1.5686e-06-0j 1.84861e-07-0j 2.26408e-07-0j -1.44705e-08-0j 1.46146e-08-0j -4.55779e-10-0j 4.60315e-10-0j 
-0.000346418-0j 0.00264436-0j -4.56446e-05-0j 0.000629869-0j 0.000269888-0j 9.67648e-05-0j 7.38161e-06-0j -0.000317511-0j 0.00237473-0j -3.96889e-05-0j -2.64593e-05-0j 0.000547683-0j 0.000312898-0j -2.33869e-06-0j 7.93269e-05-0j 5.58977e-05-0j 9.365e-06-0j 5.24427e-07-0j -0.0711575-0j 0.073067-0j -0.00149884-0j 0.00153906-0j 2.45441e-05-0j -2.52027e-05-0j -0.000338694-0j 2.24056e-05-0j 0.000347783-0j -2.30068e-05-0j -0.000187355-0j -0.000124904-0j 0.000192383-0j -4.7499e-05-0j 2.28676e-06-0j 0.000128255-0j 4.87736e-05-0j -2.34813e-06-0j -4.46269e-05-0j -1.104e-05-0j 4.58244e-05-0j -5.28683e-06-0j -4.84784e-06-0j 1.13363e-05-0j 5.4287e-06-0j 4.97793e-06-0j -5.22994e-07-0j 5.37029e-07-0j -2.30893e-08-0j 2.37089e-08-0j 
0.000350008-0j -0.00267176-0j 4.61176e-05-0j -0.000636396-0j -0.000272685-0j -9.77675e-05-0j -7.4581e-06-0j -0.000311669-0j 0.00233103-0j -3.89586e-05-0j -2.59724e-05-0j 0.000537606-0j 0.00030714-0j -2.29566e-06-0j 7.78673e-05-0j 5.48692e-05-0j 9.19269e-06-0j 5.14778e-07-0j -0.073067-0j 0.0737942-0j -0.00153906-0j 0.00155438-0j 2.52027e-05-0j -2.54536e-05-0j -0.000347783-0j 2.30068e-05-0j 0.000351244-0j -2.32358e-05-0j -0.000192383-0j -0.000128255-0j 0.000194298-0j -4.87736e-05-0j 2.34813e-06-0j 0.000129532-0j 4.9259e-05-0j -2.3715e-06-0j -4.58244e-05-0j -1.13363e-05-0j 4.62805e-05-0j -5.4287e-06-0j -4.97793e-06-0j 1.14491e-05-0j 5.48274e-06-0j 5.02748e-06-0j -5.37029e-07-0j 5.42374e-07-0j -2.37089e-08-0j 2.39449e-08-0j 
-0.000264581-0j -4.26966e-05-0j 0.00335418-0j -5.03185e-06-0j 0.000842902-0j 4.94117e-05-0j -2.34407e-08-0j 0.0722816-0j -3.83431e-05-0j 0.00291652-0j -2.02086e-05-0j -4.37529e-06-0j 0.000486087-0j 0.000519146-0j -4.21012e-07-0j 8.63755e-05-0j 3.58037e-06-0j -1.38683e-09-0j 0.000155231-0j -0.000159396-0j -0.0072134-0j 0.00740697-0j -0.00180361-0j 0.00185201-0j 2.70573e-06-0j 1.71126e-05-0j -2.77834e-06-0j -1.75718e-05-0j -0.000291057-0j 2.01673e-06-0j 0.000298867-0j 2.52092e-07-0j -0.00033783-0j -2.07085e-06-0j -2.58857e-07-0j 0.000346896-0j -3.43014e-05-0j -5.18086e-05-0j 3.52219e-05-0j 2.10076e-08-0j -4.97671e-06-0j 5.31989e-05-0j -2.15714e-08-0j 5.11026e-06-0j -1.59792e-07-0j 1.6408e-07-0j 5.23103e-11-0j -5.3714e-11-0j 
0.000267323-0j 4.31391e-05-0j -0.00338894-0j 5.08399e-06-0j -0.000851637-0j -4.99238e-05-0j 2.36836e-08-0j 0.0709516-0j -3.76376e-05-0j 0.00286286-0j -1.98368e-05-0j -4.29478e-06-0j 0.000477143-0j 0.000509594-0j -4.13266e-07-0j 8.47862e-05-0j 3.51449e-06-0j -1.36131e-09-0j 0.000159396-0j -0.000160983-0j -0.00740697-0j 0.0074807-0j -0.00185201-0j 0.00187045-0j 2.77834e-06-0j 1.75718e-05-0j -2.80599e-06-0j -1.77467e-05-0j -0.000298867-0j 2.07085e-06-0j 0.000301842-0j 2.58857e-07-0j -0.000346896-0j -2.09146e-06-0j -2.61433e-07-0j 0.000350349-0j -3.52219e-05-0j -5.31989e-05-0j 3.55724e-05-0j 2.15714e-08-0j -5.11026e-06-0j 5.37284e-05-0j -2.17861e-08-0j 5.16112e-06-0j -1.6408e-07-0j 1.65713e-07-0j 5.3714e-11-0j -5.42487e-11-0j 
3.8189e-05-0j -0.000589188-0j 5.03185e-06-0j 0.00324944-0j -6.01338e-05-0j 0.00101627-0j 0.000156247-0j -0.0104329-0j -0.000529112-0j 4.37529e-06-0j 2.91686e-06-0j 0.00282545-0j -6.97166e-05-0j 2.57816e-07-0j 0.000833128-0j 0.000288372-0j 0.00014831-0j 1.3895e-05-0j -2.24056e-05-0j 2.30068e-05-0j -0.0995407-0j 0.102212-0j -2.70573e-06-0j 2.77834e-06-0j -0.00174729-0j -2.46998e-06-0j 0.00179418-0j 2.53627e-06-0j 4.17446e-05-0j 2.78297e-05-0j -4.28648e-05-0j -0.000498856-0j -2.52092e-07-0j -2.85765e-05-0j 0.000512243-0j 2.58857e-07-0j -0.000230226-0j 2.45982e-06-0j 0.000236404-0j -8.37255e-05-0j -5.09143e-05-0j -2.52583e-06-0j 8.59723e-05-0j 5.22806e-05-0j -1.10702e-05-0j 1.13673e-05-0j -7.34772e-07-0j 7.5449e-07-0j 
-3.85848e-05-0j 0.000595294-0j -5.08399e-06-0j -0.00328312-0j 6.07569e-05-0j -0.0010268-0j -0.000157866-0j -0.010241-0j -0.000519377-0j 4.29478e-06-0j 2.86319e-06-0j 0.00277347-0j -6.84339e-05-0j 2.53073e-07-0j 0.000817799-0j 0.000283066-0j 0.000145581-0j 1.36394e-05-0j -2.30068e-05-0j 2.32358e-05-0j -0.102212-0j 0.103229-0j -2.77834e-06-0j 2.80599e-06-0j -0.00179418-0j -2.53627e-06-0j 0.00181204-0j 2.56151e-06-0j 4.28648e-05-0j 2.85765e-05-0j -4.32915e-05-0j -0.000512243-0j -2.58857e-07-0j -2.8861e-05-0j 0.000517342-0j 2.61433e-07-0j -0.000236404-0j 2.52583e-06-0j 0.000238757-0j -8.59723e-05-0j -5.22806e-05-0j -2.55097e-06-0j 8.6828e-05-0j 5.28009e-05-0j -1.13673e-05-0j 1.14805e-05-0j -7.5449e-07-0j 7.62e-07-0j 
0.0583717-0j -3.8189e-05-0j 0.00454435-0j 0.000655921-0j -3.89765e-06-0j -4.59343e-07-0j -2.0966e-08-0j -0.000216901-0j 0.00845922-0j -2.71127e-05-0j 0.00528661-0j -3.91338e-06-0j 0.000658567-0j -1.59763e-06-0j 5.48806e-05-0j -3.99407e-07-0j -3.3284e-08-0j -1.24042e-09-0j 0.000138842-0j -0.000142568-0j 2.16459e-05-0j -2.22267e-05-0j -0.00413569-0j 0.00424667-0j -0.000596936-0j -0.00223069-0j 0.000612955-0j 0.00229055-0j 2.70573e-06-0j -0.000527582-0j -2.77834e-06-0j 2.25478e-07-0j -0.000227669-0j 0.00054174-0j -2.31528e-07-0j 0.000233778-0j -4.64727e-05-0j 1.59437e-07-0j 4.77197e-05-0j -2.73843e-06-0j 2.30127e-08-0j -1.63715e-07-0j 2.81191e-06-0j -2.36303e-08-0j 1.48547e-09-0j -1.52533e-09-0j 4.67878e-11-0j -4.80433e-11-0j 
-0.000162022-0j 0.0102695-0j -2.13483e-05-0j -3.08136e-06-0j -2.66854e-06-0j -3.1449e-07-0j -1.43545e-08-0j -0.000148502-0j -2.34803e-05-0j 0.00729096-0j -1.23752e-05-0j 0.00105236-0j -3.0938e-06-0j -1.09382e-06-0j -2.57816e-07-0j -2.73456e-07-0j -2.2788e-08-0j -8.49257e-10-0j 9.50589e-05-0j -9.76098e-05-0j 1.48199e-05-0j -1.52176e-05-0j 1.14795e-05-0j -1.17875e-05-0j 1.65692e-06-0j -0.00411597-0j -1.70138e-06-0j 0.00422642-0j -0.000727608-0j 1.23499e-06-0j 0.000747133-0j -6.0634e-05-0j 1.06953e-06-0j -1.26813e-06-0j 6.22611e-05-0j -1.09824e-06-0j 2.18318e-07-0j 1.09159e-07-0j -2.24176e-07-0j 1.28645e-08-0j 1.57557e-08-0j -1.12088e-07-0j -1.32097e-08-0j -1.61785e-08-0j 1.01703e-09-0j -1.04432e-09-0j 3.20334e-11-0j -3.2893e-11-0j 
-0.0589766-0j 3.85848e-05-0j -0.00459145-0j -0.000662718-0j 3.93804e-06-0j 4.64103e-07-0j 2.11833e-08-0j -0.00021291-0j 0.00830357-0j -2.66138e-05-0j 0.00518934-0j -3.84137e-06-0j 0.00064645-0j -1.56823e-06-0j 5.38708e-05-0j -3.92058e-07-0j -3.26715e-08-0j -1.2176e-09-0j 0.000142568-0j -0.000143987-0j 2.22267e-05-0j -2.2448e-05-0j -0.00424667-0j 0.00428894-0j -0.000612955-0j -0.00229055-0j 0.000619056-0j 0.00231335-0j 2.77834e-06-0j -0.00054174-0j -2.80599e-06-0j 2.31528e-07-0j -0.000233778-0j 0.000547132-0j -2.33833e-07-0j 0.000236105-0j -4.77197e-05-0j 1.63715e-07-0j 4.81947e-05-0j -2.81191e-06-0j 2.36303e-08-0j -1.65345e-07-0j 2.8399e-06-0j -2.38655e-08-0j 1.52533e-09-0j -1.54051e-09-0j 4.80433e-11-0j -4.85215e-11-0j 
0.000163701-0j -0.010376-0j 2.15696e-05-0j 3.1133e-06-0j 2.69619e-06-0j 3.17749e-07-0j 1.45032e-08-0j -0.00014577-0j -2.30482e-05-0j 0.00715681-0j -1.21475e-05-0j 0.001033-0j -3.03687e-06-0j -1.0737e-06-0j -2.53073e-07-0j -2.68424e-07-0j -2.23687e-08-0j -8.33631e-10-0j 9.76098e-05-0j -9.85813e-05-0j 1.52176e-05-0j -1.53691e-05-0j 1.17875e-05-0j -1.19048e-05-0j 1.70138e-06-0j -0.00422642-0j -1.71831e-06-0j 0.00426849-0j -0.000747133-0j 1.26813e-06-0j 0.00075457-0j -6.22611e-05-0j 1.09824e-06-0j -1.28076e-06-0j 6.28808e-05-0j -1.10917e-06-0j 2.24176e-07-0j 1.12088e-07-0j -2.26408e-07-0j 1.32097e-08-0j 1.61785e-08-0j -1.13204e-07-0j -1.33412e-08-0j -1.63396e-08-0j 1.04432e-09-0j -1.05471e-09-0j 3.2893e-11-0j -3.32204e-11-0j 
-0.0103188-0j -0.000319336-0j -0.000530342-0j -7.60639e-05-0j 0.00630423-0j 0.0011243-0j -8.91414e-07-0j 3.83431e-05-0j 0.0707359-0j -0.000461143-0j 3.19526e-06-0j -6.6139e-05-0j 0.00363554-0j -8.20842e-05-0j -9.57963e-06-0j 0.00130569-0j 0.000108811-0j -6.33306e-08-0j -2.45441e-05-0j 2.52027e-05-0j 0.000181002-0j -0.00018586-0j -0.0703415-0j 0.0722291-0j -0.0100887-0j -2.70573e-06-0j 0.0103594-0j 2.77834e-06-0j -0.00217687-0j 1.50835e-05-0j 0.00223529-0j 5.73604e-06-0j 5.34157e-05-0j -1.54883e-05-0j -5.88997e-06-0j -5.4849e-05-0j -0.000518517-0j -0.000387486-0j 0.000532431-0j 6.38445e-07-0j -0.000113239-0j 0.000397884-0j -6.55578e-07-0j 0.000116278-0j -6.07664e-06-0j 6.23971e-06-0j 2.7883e-09-0j -2.86312e-09-0j 
0.0104257-0j 0.000322645-0j 0.000535838-0j 7.68521e-05-0j -0.00636956-0j -0.00113596-0j 9.00651e-07-0j 3.76376e-05-0j 0.0694344-0j -0.000452658-0j 3.13647e-06-0j -6.49221e-05-0j 0.00356865-0j -8.05738e-05-0j -9.40337e-06-0j 0.00128167-0j 0.000106809-0j -6.21654e-08-0j -2.52027e-05-0j 2.54536e-05-0j 0.00018586-0j -0.00018771-0j -0.0722291-0j 0.072948-0j -0.0103594-0j -2.77834e-06-0j 0.0104625-0j 2.80599e-06-0j -0.00223529-0j 1.54883e-05-0j 0.00225754-0j 5.88997e-06-0j 5.4849e-05-0j -1.56425e-05-0j -5.94859e-06-0j -5.5395e-05-0j -0.000532431-0j -0.000397884-0j 0.000537731-0j 6.55578e-07-0j -0.000116278-0j 0.000401845-0j -6.62103e-07-0j 0.000117435-0j -6.23971e-06-0j 6.30181e-06-0j 2.86312e-09-0j -2.89162e-09-0j 
0.000859896-0j 8.09592e-05-0j -4.59343e-07-0j -0.000908978-0j 8.26286e-06-0j 0.00429429-0j 0.00204542-0j -3.19526e-06-0j -0.0179332-0j -3.99407e-07-0j -2.66272e-07-0j -0.000790374-0j 9.57963e-06-0j -2.35353e-08-0j 0.00352042-0j -8.06673e-05-0j 0.00128527-0j 0.000243296-0j 2.04534e-06-0j -2.10023e-06-0j -4.58884e-05-0j 4.71197e-05-0j -6.09245e-05-0j 6.25594e-05-0j -0.120562-0j 2.25478e-07-0j 0.123797-0j -2.31528e-07-0j -5.73604e-06-0j -3.82403e-06-0j 5.88997e-06-0j -0.00210794-0j 2.30127e-08-0j 3.92665e-06-0j 0.00216451-0j -2.36303e-08-0j 6.44021e-05-0j -3.38e-07-0j -6.61303e-05-0j -0.000725576-0j -0.000215141-0j 3.4707e-07-0j 0.000745046-0j 0.000220914-0j -0.00014492-0j 0.000148809-0j -1.611e-05-0j 1.65423e-05-0j 
3.8189e-05-0j 0.0571035-0j -0.000733342-0j 0.0101197-0j -2.97524e-05-0j -1.06673e-05-0j -8.13746e-07-0j 3.50023e-05-0j -0.000261789-0j -0.000857061-0j -0.000853123-0j 0.0118269-0j 0.00502712-0j 2.57816e-07-0j 0.00127449-0j -6.16214e-06-0j -1.03239e-06-0j -5.78127e-08-0j -2.24056e-05-0j 2.30068e-05-0j 0.000165232-0j -0.000169666-0j -2.70573e-06-0j 2.77834e-06-0j 3.73375e-05-0j -0.0705144-0j -3.83394e-05-0j 0.0724067-0j -0.00404584-0j -0.00402725-0j 0.00415441-0j -0.00102571-0j 3.67399e-05-0j 0.00413532-0j 0.00105324-0j -3.77258e-05-0j -0.00071699-0j 1.21705e-06-0j 0.00073623-0j -8.494e-05-0j 5.34424e-07-0j -1.24971e-06-0j 8.72193e-05-0j -5.48765e-07-0j 5.76547e-08-0j -5.92019e-08-0j 2.54535e-09-0j -2.61366e-09-0j 
-0.000868807-0j -8.17982e-05-0j 4.64103e-07-0j 0.000918398-0j -8.34849e-06-0j -0.00433879-0j -0.00206662-0j -3.13647e-06-0j -0.0176032-0j -3.92058e-07-0j -2.61372e-07-0j -0.000775832-0j 9.40337e-06-0j -2.31023e-08-0j 0.00345564-0j -7.9183e-05-0j 0.00126162-0j 0.00023882-0j 2.10023e-06-0j -2.12113e-06-0j -4.71197e-05-0j 4.75888e-05-0j -6.25594e-05-0j 6.31821e-05-0j -0.123797-0j 2.31528e-07-0j 0.125029-0j -2.33833e-07-0j -5.88997e-06-0j -3.92665e-06-0j 5.94859e-06-0j -0.00216451-0j 2.36303e-08-0j 3.96573e-06-0j 0.00218605-0j -2.38655e-08-0j 6.61303e-05-0j -3.4707e-07-0j -6.67885e-05-0j -0.000745046-0j -0.000220914-0j 3.50524e-07-0j 0.000752462-0j 0.000223113-0j -0.000148809-0j 0.00015029-0j -1.65423e-05-0j 1.6707e-05-0j 
2.33859e-05-0j -0.000739254-0j -0.000596022-0j 4.44757e-07-0j 0.00713076-0j -8.78023e-06-0j 2.07189e-09-0j 2.14345e-05-0j 3.38908e-06-0j 0.101519-0j 1.7862e-06-0j -7.57542e-05-0j -8.63755e-05-0j 0.00886037-0j 3.72126e-08-0j 0.000730717-0j -6.36215e-07-0j 1.2258e-10-0j -1.37206e-05-0j 1.40888e-05-0j -2.13907e-06-0j 2.19647e-06-0j 0.000320494-0j -0.000329094-0j -2.39155e-07-0j 0.000296288-0j 2.45573e-07-0j -0.000304239-0j -0.0101312-0j -1.78256e-07-0j 0.010403-0j 4.36474e-06-0j -0.00285797-0j 1.83039e-07-0j -4.48187e-06-0j 0.00293466-0j 6.0952e-06-0j -0.000884229-0j -6.25876e-06-0j -1.85683e-09-0j -4.21018e-05-0j 0.000907957-0j 1.90666e-09-0j 4.32316e-05-0j 2.83943e-08-0j -2.91563e-08-0j -4.62362e-12-0j 4.74769e-12-0j 
-3.85848e-05-0j -0.0576952-0j 0.000740941-0j -0.0102246-0j 3.00607e-05-0j 1.07779e-05-0j 8.22178e-07-0j 3.43583e-05-0j -0.000256972-0j -0.000841291-0j -0.000837426-0j 0.0116093-0j 0.00493462-0j 2.53073e-07-0j 0.00125104-0j -6.04876e-06-0j -1.0134e-06-0j -5.67489e-08-0j -2.30068e-05-0j 2.32358e-05-0j 0.000169666-0j -0.000171355-0j -2.77834e-06-0j 2.80599e-06-0j 3.83394e-05-0j -0.0724067-0j -3.87211e-05-0j 0.0731274-0j -0.00415441-0j -0.00413532-0j 0.00419576-0j -0.00105324-0j 3.77258e-05-0j 0.00417648-0j 0.00106372-0j -3.81013e-05-0j -0.00073623-0j 1.24971e-06-0j 0.000743558-0j -8.72193e-05-0j 5.48765e-07-0j -1.26215e-06-0j 8.80875e-05-0j -5.54228e-07-0j 5.92019e-08-0j -5.97911e-08-0j 2.61366e-09-0j -2.63967e-09-0j 
2.20484e-05-0j 3.55805e-06-0j 0.0817526-0j -0.000122643-0j -7.02419e-05-0j -4.11764e-06-0j 1.95339e-09-0j 2.02086e-05-0j 3.19526e-06-0j -0.000243044-0j 0.0715373-0j 3.64607e-07-0j 0.0118476-0j -4.32622e-05-0j -1.02615e-05-0j -7.19796e-06-0j -2.98364e-07-0j 1.15569e-10-0j -1.29359e-05-0j 1.3283e-05-0j -2.01673e-06-0j 2.07085e-06-0j 0.000150301-0j -0.000154334-0j -2.25478e-07-0j 0.00041709-0j 2.31528e-07-0j -0.000428283-0j 2.42548e-05-0j -0.00713913-0j -2.49056e-05-0j -2.10076e-08-0j -0.00823405-0j 0.0073307-0j 2.15714e-08-0j 0.00845501-0j -0.00083604-0j 4.31738e-06-0j 0.000858475-0j 5.12027e-07-0j 4.14726e-07-0j -4.43324e-06-0j -5.25767e-07-0j -4.25855e-07-0j 1.3316e-08-0j -1.36733e-08-0j -4.35919e-12-0j 4.47617e-12-0j 
-2.36283e-05-0j 0.000746915-0j 0.000602199-0j -4.49366e-07-0j -0.00720466-0j 8.87122e-06-0j -2.09336e-09-0j 2.10401e-05-0j 3.32673e-06-0j 0.0996509-0j 1.75334e-06-0j -7.43603e-05-0j -8.47862e-05-0j 0.00869735-0j 3.65279e-08-0j 0.000717272-0j -6.24509e-07-0j 1.20324e-10-0j -1.40888e-05-0j 1.4229e-05-0j -2.19647e-06-0j 2.21833e-06-0j 0.000329094-0j -0.00033237-0j -2.45573e-07-0j 0.000304239-0j 2.48017e-07-0j -0.000307268-0j -0.010403-0j -1.83039e-07-0j 0.0105066-0j 4.48187e-06-0j -0.00293466-0j 1.84861e-07-0j -4.52648e-06-0j 0.00296387-0j 6.25876e-06-0j -0.000907957-0j -6.32106e-06-0j -1.90666e-09-0j -4.32316e-05-0j 0.000916994-0j 1.92564e-09-0j 4.36619e-05-0j 2.91563e-08-0j -2.94465e-08-0j -4.74769e-12-0j 4.79495e-12-0j 
-4.77363e-06-0j -0.0144268-0j 6.05168e-05-0j -0.00040618-0j -0.00145394-0j 0.0122224-0j -1.95308e-05-0j -4.37529e-06-0j 6.6139e-05-0j -0.0103077-0j -3.64607e-07-0j 0.0691836-0j -0.000838465-0j 9.36653e-06-0j -0.000104141-0j 0.00697239-0j 0.00178369-0j -1.73688e-06-0j 2.8007e-06-0j -2.87586e-06-0j -4.17446e-05-0j 4.28648e-05-0j -3.25412e-05-0j 3.34144e-05-0j 0.000218412-0j -6.04796e-05-0j -0.000224273-0j 6.21026e-05-0j -0.0983452-0j -3.47872e-06-0j 0.100984-0j -0.0122149-0j -6.0952e-06-0j 3.57207e-06-0j 0.0125427-0j 6.25876e-06-0j -0.00276887-0j 8.9366e-05-0j 0.00284318-0j 1.04657e-05-0j -0.00123103-0j -9.17641e-05-0j -1.07465e-05-0j 0.00126407-0j -0.000133139-0j 0.000136712-0j 9.18466e-08-0j -9.43112e-08-0j 
-2.22769e-05-0j -3.59493e-06-0j -0.0825998-0j 0.000123914-0j 7.09698e-05-0j 4.16031e-06-0j -1.97364e-09-0j 1.98368e-05-0j 3.13647e-06-0j -0.000238572-0j 0.070221-0j 3.57899e-07-0j 0.0116296-0j -4.24661e-05-0j -1.00727e-05-0j -7.06552e-06-0j -2.92874e-07-0j 1.13443e-10-0j -1.3283e-05-0j 1.34152e-05-0j -2.07085e-06-0j 2.09146e-06-0j 0.000154334-0j -0.000155871-0j -2.31528e-07-0j 0.000428283-0j 2.33833e-07-0j -0.000432546-0j 2.49056e-05-0j -0.0073307-0j -2.51535e-05-0j -2.15714e-08-0j -0.00845501-0j 0.00740367-0j 2.17861e-08-0j 0.00853917-0j -0.000858475-0j 4.43324e-06-0j 0.00086702-0j 5.25767e-07-0j 4.25855e-07-0j -4.47737e-06-0j -5.31e-07-0j -4.30094e-07-0j 1.36733e-08-0j -1.38094e-08-0j -4.47617e-12-0j 4.52072e-12-0j 
-3.18242e-06-0j 4.9099e-05-0j 0.000122643-0j 0.0791998-0j 5.01115e-06-0j -8.46891e-05-0j -1.30206e-05-0j -2.91686e-06-0j 4.40927e-05-0j -3.64607e-07-0j -0.0103255-0j -0.000235454-0j -0.00169923-0j -2.14847e-08-0j 0.0203061-0j -2.4031e-05-0j -1.23592e-05-0j -1.15792e-06-0j 1.86713e-06-0j -1.91724e-06-0j -2.78297e-05-0j 2.85765e-05-0j 2.25478e-07-0j -2.31528e-07-0j 0.000145608-0j -6.02018e-05-0j -0.000149515-0j 6.18173e-05-0j -3.47872e-06-0j -0.0985157-0j 3.57207e-06-0j 4.15714e-05-0j -6.14432e-06-0j 0.101159-0j -4.26869e-05-0j 6.3092e-06-0j -0.00561139-0j -2.04985e-07-0j 0.00576196-0j -0.00204067-0j 4.24286e-06-0j 2.10486e-07-0j 0.00209543-0j -4.35671e-06-0j 9.2252e-07-0j -9.47276e-07-0j 6.1231e-08-0j -6.28741e-08-0j 
4.8231e-06-0j 0.0145763-0j -6.11439e-05-0j 0.000410389-0j 0.00146901-0j -0.0123491-0j 1.97332e-05-0j -4.29478e-06-0j 6.49221e-05-0j -0.010118-0j -3.57899e-07-0j 0.0679106-0j -0.000823037-0j 9.19419e-06-0j -0.000102225-0j 0.0068441-0j 0.00175087-0j -1.70492e-06-0j 2.87586e-06-0j -2.90448e-06-0j -4.28648e-05-0j 4.32915e-05-0j -3.34144e-05-0j 3.3747e-05-0j 0.000224273-0j -6.21026e-05-0j -0.000226505-0j 6.27207e-05-0j -0.100984-0j -3.57207e-06-0j 0.101989-0j -0.0125427-0j -6.25876e-06-0j 3.60762e-06-0j 0.0126675-0j 6.32106e-06-0j -0.00284318-0j 9.17641e-05-0j 0.00287148-0j 1.07465e-05-0j -0.00126407-0j -9.26775e-05-0j -1.08535e-05-0j 0.00127665-0j -0.000136712-0j 0.000138073-0j 9.43112e-08-0j -9.525e-08-0j 
2.81289e-07-0j 0.0017091-0j 3.70631e-08-0j 0.000147714-0j -8.90487e-07-0j -0.0014312-0j 0.0156118-0j 2.57816e-07-0j -7.83532e-06-0j -6.31285e-06-0j 2.14847e-08-0j -0.0251597-0j -1.03239e-06-0j 1.899e-09-0j -0.00117329-0j 1.31089e-05-0j 0.00474721-0j 0.0028102-0j -1.65033e-07-0j 1.69461e-07-0j 4.94538e-06-0j -5.07808e-06-0j -1.99296e-08-0j 2.04644e-08-0j -7.9429e-05-0j 3.5638e-06-0j 8.15605e-05-0j -3.65943e-06-0j -0.000121092-0j 4.12115e-07-0j 0.000124341-0j -0.137617-0j -1.85683e-09-0j -4.23174e-07-0j 0.14131-0j 1.90666e-09-0j -1.04657e-05-0j 3.64261e-08-0j 1.07465e-05-0j -0.00267995-0j 7.17022e-05-0j -3.74036e-08-0j 0.00275186-0j -7.36263e-05-0j -0.00110611-0j 0.0011358-0j -0.000249064-0j 0.000255748-0j 
-3.89765e-06-0j 2.97524e-05-0j -0.0144774-0j -0.00103284-0j 0.0562172-0j -0.00021059-0j 8.30526e-08-0j -3.57241e-06-0j 2.67187e-05-0j 8.63755e-05-0j 8.70715e-05-0j 6.16214e-06-0j 0.0992436-0j -0.00147673-0j -0.000130077-0j 0.0116434-0j -2.03812e-05-0j 5.90048e-09-0j 2.28676e-06-0j -2.34813e-06-0j -1.68639e-05-0j 1.73164e-05-0j -5.34157e-05-0j 5.4849e-05-0j -3.81074e-06-0j -3.67399e-05-0j 3.913e-06-0j 3.77258e-05-0j 0.000407744-0j 0.00041103-0j -0.000418686-0j -5.34424e-07-0j -0.0694201-0j -0.00042206-0j 5.48765e-07-0j 0.0712829-0j -0.0141546-0j -0.00697104-0j 0.0145344-0j 8.66915e-06-0j -0.0010098-0j 0.00715811-0j -8.90178e-06-0j 0.00103689-0j 1.1382e-06-0j -1.16874e-06-0j -2.59784e-10-0j 2.66755e-10-0j 
3.2154e-06-0j -4.96078e-05-0j -0.000123914-0j -0.0800205-0j -5.06308e-06-0j 8.55667e-05-0j 1.31555e-05-0j -2.86319e-06-0j 4.32814e-05-0j -3.57899e-07-0j -0.0101355-0j -0.000231122-0j -0.00166796-0j -2.10894e-08-0j 0.0199325-0j -2.35888e-05-0j -1.21318e-05-0j -1.13661e-06-0j 1.91724e-06-0j -1.93632e-06-0j -2.85765e-05-0j 2.8861e-05-0j 2.31528e-07-0j -2.33833e-07-0j 0.000149515-0j -6.18173e-05-0j -0.000151003-0j 6.24326e-05-0j -3.57207e-06-0j -0.101159-0j 3.60762e-06-0j 4.26869e-05-0j -6.3092e-06-0j 0.102166-0j -4.31118e-05-0j 6.372e-06-0j -0.00576196-0j -2.10486e-07-0j 0.00581932-0j -0.00209543-0j 4.35671e-06-0j 2.12581e-07-0j 0.00211629-0j -4.40008e-06-0j 9.47276e-07-0j -9.56705e-07-0j 6.28741e-08-0j -6.35e-08-0j 
