-0.0482602-0.0653324j -0.0100454-0.00756049j 0.093605+0.0729625j -0.0185757+0.171549j -0.0452659-0.0610594j 0.057338+0.0928895j 0.226654+0.00136905j -0.0994691+0.0148969j -0.0696996+0.043094j 0.0256032-0.0234674j -0.0356798+0.0735148j 0.0365374-0.0014487j 0.0713492+0.0522251j 0.152796+0.0239874j -0.179858+0.147998j 0.0109397-0.050375j -0.00236343-0.0176436j -0.0882625-0.00984879j 0.0868857-0.0385228j 0.0450609+0.0195536j -0.0384463+0.0493015j 0.00585369-0.121958j -0.0164239+0.0607622j -0.00473933-0.0444846j 0.0475047+0.0367387j 0.0401793+0.0777654j -0.0659186-0.00817425j -0.00518912-0.0203719j -0.0242408+0.071144j -0.12119-0.00929146j -0.0165226-0.00292213j 0.0529745-0.013043j -0.0477444+0.0103169j -0.00445144-0.035897j -0.00758037-0.00752506j -0.0369331+0.0433468j -0.00978989-0.0563296j 0.0134416-0.00805699j -0.0234557-0.118183j 0.010815+0.0061444j 0.00723241-0.00626047j -0.0250971-0.0260527j -0.0247781+0.0415505j -0.0155454-0.00961603j -0.0196698-0.0256165j 0.00880233+0.00681575j -0.00013802-0.013175j 0.0419098-0.0021543j 0.0267474+0.00831161j 0.0366372-0.0347594j -0.00188659+0.00302659j 0.010777+0.00914486j 0.0208782-0.00778888j 0.0262707-0.0124585j 0.0310827-0.0185668j 0.013631-0.0157836j -0.0155998-0.030379j 0.0326807+0.0298212j 0.0191629+0.0352133j 0.0229612-0.0542239j 0.0255564+0.0199544j 0.00684555-0.0250735j -0.0500547+0.0154133j -0.0195047-0.0244036j -0.0159995-0.0617879j -0.00278415+0.0417494j -0.0294694+0.0106055j 0.052376-0.0203815j -0.0209722+0.0552856j 0.0109805+0.018195j 0.00141893-0.0125006j 0.00928828+0.0162303j 0.0329835+0.0507635j 0.0127552+0.0808837j -0.00847369+0.0403145j 0.0226071-0.0264517j -0.027404-0.0502017j 0.0380848-0.00865354j -0.0131691-0.0147123j 0.00411796-0.0189998j 0.0672278+0.0174072j -0.0683051-0.00698336j 0.0136441-0.00438968j 0.0253515+0.00412994j -0.0308113-0.0205417j 0.0451126+0.0302706j 0.0132895+0.0225602j -0.010792-0.00571646j -0.0625978-0.0519441j 0.0406245+0.0437278j 0.084554-0.0564374j -0.00572732-0.0348701j -0.019424-0.00974692j -0.14184-0.119962j -0.0656469+0.0486452j 0.101665+0.180206j 0.0540438-0.0254744j 
0.0181592+5.76747e-05j 0.0038918-0.0127913j -0.00635683-0.000587675j -0.0126799+0.0072831j -0.0041692+0.00393814j -0.000160844+0.00158498j -0.00883525+0.00125472j -0.00503229+0.00268336j 0.00598799-0.00195883j -0.00100627-0.00246197j 0.005277+0.00269149j 0.00168059-0.00421536j -0.000240962+0.00386653j -0.00230484+0.00499938j -0.00335604+0.00365357j -0.000214481+0.00612975j -0.00504836-0.00941955j 0.00557342-0.00816259j 0.00244388+0.00837513j -0.00672188+0.00375622j 0.0122138-0.0011386j -0.000770261-0.00186124j -0.00547403+0.00424076j -0.00175709+0.00137451j 0.00586896-0.0015458j -0.00183356-0.00203368j 0.00515397+0.00194324j -0.00102775+0.00804214j -0.00139844+0.00627714j 0.00155143-0.00566j 0.000779693-0.00214314j 0.00459064-0.00456964j 0.00248853+0.00229508j -0.00418036-0.00761016j 0.00222358+0.00399376j -0.000360779+0.00807716j 0.00313867+0.00267532j 0.00247993+0.0242199j 0.000652+0.00316917j 0.0140446+0.0126583j 0.00906389-0.00587826j -0.00645745-0.0110322j -0.00575797-0.0016523j -0.0246613+0.0283849j 0.00280803+0.0137971j -0.0211691+0.00805066j 0.000584863+0.0129143j 0.0222772+0.00168221j -0.00935675-0.0258295j -0.011038+0.0111547j 0.0174394-0.0135561j 0.0280876-0.0275041j 0.00131623-0.0109139j -0.00221346+0.026212j 0.00946095-0.0337j -0.000233233+0.0201915j -0.003484-0.0161114j -0.00177672-0.013488j -0.0228253+0.0118357j -0.00546408+0.0197508j -0.0116369-0.000247947j 0.0169325-0.0027138j -0.00337237+0.000416002j 0.00794651-0.00291069j -0.0140018+0.0110594j -0.0104671-0.00473754j -0.00184148+0.0133149j 0.0202439+0.014005j 0.00278884-0.00118792j 0.0110254-0.0083148j -0.0146069+0.00786671j 0.0173875+0.00803116j 0.00232904+0.00782281j 0.00233063-0.0172728j 0.0012534+0.00358216j -0.00546155-0.00693823j -0.00678271+0.0037658j -0.00217904-0.0071218j -0.000678619+0.00392818j 0.00211698-0.0101781j -0.000590606-0.00751551j 0.0167406-0.00464149j 0.001661-0.0030625j 0.00182658-0.0110913j -0.00849203-0.00460274j -0.0111972-6.02377e-06j 0.000590181-0.00123637j -0.0143184+7.39169e-05j 0.00100332-0.00993749j -0.00429993-0.00805273j -0.00931478-0.00353569j 0.00637714-0.016572j -0.0207447+0.0103456j -0.0050159-0.00230457j 0.00160812-0.00723354j -0.00232239+0.00176052j -0.00537935+0.00169707j 
0.00217859-0.00232097j -0.00320556-0.00214981j 0.00584649-0.000983578j -0.0108684-0.00376588j 0.00120606-0.000126382j 0.00654398+0.00447635j 8.76254e-05-0.00433235j 0.000691184+0.000321939j 0.00190909+0.00370714j 0.00642788-0.000686423j 0.00143767-0.00113673j -0.00178744+0.00013559j -0.00279449-0.000330737j 0.00790596-0.00303023j -0.00477994+0.00895966j -0.00030741+0.0081807j 0.00220205+0.00201497j -0.00129924-0.00966726j -0.00316978-0.0201207j -0.00456063-0.00668129j 0.00760364+0.011117j 0.0171296+0.00915425j -0.012413+0.00106489j -0.00320189+0.00353082j 0.000537141+0.00433425j -4.7235e-05+0.000823282j 0.00434429+0.00348176j 0.00246987+0.00187184j -0.00823955-0.000229403j 0.000440289-0.00694212j -0.00264233-0.000865402j 0.00402997+0.000791641j 0.00539485+0.00803734j -0.00204748+0.00152997j 0.00172877+0.00139197j -0.00541908+0.000143644j -0.00257379+0.0191586j -0.00851123+0.00553031j -0.0020959-0.00531461j -0.00509806+0.017589j 0.0148064+0.0184966j -0.00346721+0.00848417j -0.00335616+0.0169136j 0.0288375-0.0105081j 0.0125986+0.00123258j -0.015642+0.0445027j -0.000750706+0.00296718j 0.00988255+0.00374929j -0.00634282+0.00849841j -0.00638097+0.0144935j 0.0217443+0.0223816j -0.00617902+0.0233636j 0.0387761-0.0171955j -0.011715+0.0178515j 0.000602535-0.0017534j -0.00640988-0.0178771j -0.00749066-0.0135054j 0.0029045+0.0135889j 0.00456762-0.0224387j -0.00641712-0.00227881j 5.54143e-05-0.0216642j 0.013163+0.0100694j -0.0178464+0.00807397j 0.000593309-0.00849848j 0.0139574-0.00502078j 0.00492607-0.0239643j -0.00384202-0.0142899j -0.0109726+0.000846835j 0.00630318+0.00267364j 0.000751348+0.0203182j -0.00924154-0.0111442j 0.00700795-0.0013144j -0.0136126+0.0183151j 0.00480517+0.0109395j -0.009669+0.00552368j 0.00786079-0.00366781j 0.00215956+0.00998741j 0.00378038-0.0107366j -0.0068283+0.000770205j 0.00763984-0.00266707j -0.00213701+0.00215738j 0.00645638+0.00387613j 0.0098938-0.0140447j -0.000328708+0.00193217j -0.00298213-0.00561314j 0.00597667+0.00448086j -0.00950231-0.00128384j -0.00150504-0.0143541j 0.00609267-0.00828795j -0.00135211-0.00441492j -0.00468908-0.00824437j -0.0198971+0.0211653j -0.00354348+0.018542j -0.00159858-0.00984156j -9.18257e-05-0.00299202j -0.00232883+0.00442018j 0.00375681+0.00144526j 
-0.00121664-0.0123207j -0.00578662+0.000545228j 0.00107218+0.00393918j -0.00196116-0.000925099j -0.00159045-0.00635196j 0.00298525+0.00727845j -0.00224396+0.00389164j -0.00244226-0.00784692j 0.00160833+0.00401121j -0.00199416+0.00207866j 0.0033125+0.009574j -0.00544417-0.00268263j 0.00371028-0.00220158j -0.00853476-0.00814822j 0.00262323-0.00604424j 0.00809041-0.00653819j 0.00333311+0.0169642j -0.0209751-0.00810039j -0.00535103+0.00379815j 0.0158176-0.0121712j 0.0239043+0.0152443j -0.00789641-0.013625j -0.0101975-0.0119413j 0.00439787-0.00816698j 0.00523149-0.000595275j 0.00563595+0.00465174j 0.00641621+2.83064e-05j -0.00642977+0.000277939j 0.00518976+0.00455095j -0.00178118+0.00614223j -0.00515032-0.00196545j -0.00507751-0.00277002j -0.00509611+0.00373166j -0.00146607+0.00134667j 0.00260809+0.00656312j -0.00669901-0.00454924j 0.00210548-0.0114336j -0.00245173-0.0153777j 0.00228793-0.00110208j -0.00508595+0.0129819j 0.00478526-0.00887535j -0.00599961-0.00444441j 0.0178862+0.00431435j 0.00739993-0.00387088j -0.0176682-0.00211086j -0.0145195+0.00326454j -0.0022866+0.00359723j -0.00301045-0.00683159j -1.64396e-05+0.00997574j -0.00240921-0.00361733j 0.00541962+0.016772j -0.00503291+0.00942291j 0.00586854-0.00389909j 0.00597448+0.0133345j -0.000946248+0.00633511j -0.00411761-0.00120914j 0.00543221+0.00368476j 0.00273888+0.0254416j 0.0186561-0.0146199j -0.0180672+0.0125127j -0.00123716-0.000552934j 0.00177073+0.00384918j -5.71561e-05+0.00205177j -0.00171398-0.0133028j -0.00657008+0.00689835j 0.00321509-0.0147501j -0.00507554+0.00157565j -0.00419962+0.00732716j -0.0037052+0.00165563j 0.00628873+0.00812426j 0.00158263+0.00748948j -0.00190084+0.00484332j -0.00296417+0.00854554j 0.00301089-0.00150639j -0.00417698-0.00474393j 0.00183214+0.00770858j 0.00263699-0.00479041j -0.00188583+0.010517j 0.00476568+0.00381862j 0.00793267-0.00423525j 0.00777741-0.00279319j -0.00109914-0.00361175j -0.00611636+0.000550286j -0.012543+0.0047524j -0.00188837-0.00371678j 0.00699404+0.00190972j 0.000672766+0.00268536j -0.000664924+0.00023344j -0.00876425-0.000226241j 0.00510038+0.00111277j 0.00549319-0.0113215j -0.00662806-0.00758309j -0.00352638+0.00818751j -0.00763487-0.00332002j -0.00208519+0.00724197j 0.00374026-0.0131264j -0.0104721-0.0190121j 
-0.0182083+0.0072339j -0.0201928+0.00619945j -0.00199671-0.00743376j 0.0110775-0.00846086j -0.00412005-0.0128157j -0.00761883-0.016658j 0.00106089+0.0023683j -0.00304137-0.00452523j -0.00246939-0.00324362j -0.00180838-0.0099676j -0.00952683-0.00828816j 0.00611405+0.0107051j -0.00655646+0.00257587j -0.0074122+0.000199314j 0.0122739+0.00515312j 0.00722572+0.00625838j 0.000348074-0.0021656j 0.0195859+0.00233512j 0.00859853+0.0210852j 0.0144735+0.00244344j -0.0123307-0.00836627j 0.00234832-0.031783j 0.0181519+0.00910138j -0.00474669-0.0128875j 0.0148149-0.00162812j 0.0073813-0.00381675j 0.00508483-0.0129639j -0.0100637+0.00523766j 0.00433916+0.00488624j -0.00703452+0.0146935j 0.00929059+0.00573695j -0.00228058-0.000216553j -0.00139172-0.0136223j 0.00497362+0.0033862j -0.00491139-0.00548154j 0.00213798-0.00381004j 0.00736614-0.00384036j 0.00558116-0.0021479j 0.00266023-0.00872961j -0.00779352+0.000480439j 0.0082773-0.0121841j 0.00668075-0.0138125j -0.0256942-0.012916j 0.00344444+0.00415901j 0.00447504-0.00717937j -0.000336936+0.0150691j -0.00542859-0.00776107j 0.0211876-0.0108313j 0.00328777+0.00421758j 0.000966901-0.00287406j -0.00679812-0.0239196j -0.000747414+0.00514361j 0.0133738-0.0069224j -0.00459109-0.00429844j 0.00953274-0.0212605j -0.0124604-0.0122748j -0.00638659-0.0174977j -0.00999062+0.0121711j -0.012842+0.000429665j -0.00882228-0.00840728j -0.00245803-0.0207186j 0.00311434-0.00845726j -0.00728485+0.00735167j -0.00278324-0.00957903j 0.00979904-0.0040867j 0.00403889+0.0105075j 0.00317171-0.00226369j 0.00644682-0.0167127j 0.00310231+0.0236851j -0.00326451+0.0127572j -0.00296338+0.00748448j 0.0180788+0.00889757j -0.00175462+0.00186307j 0.00817434-0.00140653j 0.00209526+0.0123283j -0.00266408-0.00666744j -0.0122706+0.00291673j -0.000787214-0.0198061j 0.00799122-0.00351629j -0.0054308-0.000861665j 0.00376253-0.0123033j -0.0086282+0.00630561j 0.00673239-0.00554494j 0.0180748-0.0145062j -0.000204565+0.00343888j -0.00279548-0.0108383j -0.0134205+0.00920709j -0.00218754+0.00790731j -0.00231959-0.000185723j -0.0161684+0.00105244j 0.0160255+0.00447208j -0.00235087-0.00743976j -0.00342809+0.00806725j 0.011295-0.0178263j -0.017095-0.00232188j 0.00408588+0.0240483j 0.0146233+0.0157709j 
0.0132722+0.00859656j 0.014388-0.00096175j 0.0054415+0.00162168j -0.00116323-0.00984656j -0.00179552+0.00157344j 0.00878546-0.00276056j 0.00976409+0.00477828j 0.00158371-0.00480963j 0.0050177+0.000739886j -0.00217515-0.000531269j -0.0020702-0.00914878j 0.000716185-0.000393241j 0.00431643+0.00487516j 0.0147998-0.00408657j -0.00542268+0.00388843j -0.0133244+0.00549423j -0.00370367-0.00130721j 0.000921545+0.0130164j -0.00495018+0.00739907j -0.00796998+0.00875268j 0.014662-0.00926755j -0.0279524-0.00338178j 0.00714925-0.0110552j -0.00573101-0.00603138j 0.00321998-0.00667801j -0.0116869-0.0077018j -0.0023564-0.00534851j -0.0103647-0.00193816j -0.000191123-0.0101028j 0.00603339-0.00642758j -0.00375325+0.000575799j 0.00242171+0.00132044j 0.0055152-0.0049102j -6.92319e-05-0.00544335j 0.00727698-0.000101497j 0.00221295-0.00685057j -0.00346375+0.017203j -0.0119685-0.00935066j 0.000280628+0.00062078j 0.00640748+0.00713329j 0.00839559-0.0110734j -0.0167938+0.00695183j 0.00360248+0.00929128j -0.000817936-0.000965111j -0.00222944+0.0119725j -0.0156451+0.00574888j 0.00536466+0.00771414j -0.00836063-0.0100791j -0.00228468-0.00497261j -0.00875269+0.00158774j 0.0198786+0.013163j 0.0041383-0.00364556j 0.0120159-0.0176694j 0.0049997-0.00579261j 0.00586826-0.00789423j 0.00277318-0.00571254j -0.00434695-0.0102759j 0.00153582+0.00104406j 0.000523654-0.00979767j -0.0065491+0.00123761j -0.00465204-0.00509983j 0.00594239+0.00332651j 0.00668027+0.00782995j 0.0115999-0.0103185j 0.00323465+0.00593638j -0.0043943-0.0118524j -0.00347323+0.00653073j -0.0105668+0.00959036j 0.00229067+0.00285171j 0.00771611+0.0102084j -0.00733629+0.00520964j -0.00031244+0.00134541j -0.00504511+0.00985792j -0.0048186-0.0085077j -0.00313926+0.00245427j -0.000880937+0.00767734j 0.00205895+0.0097776j -0.00120387+0.0028545j -0.0105333-0.0087099j 0.00224898-0.00582704j -0.000817615-0.00226011j 0.0073975+0.00180986j -0.000920918+0.0027131j -0.00172049-0.00346606j -0.00346579+0.00141815j -0.00376681-0.00108002j 0.00393373-0.00493474j -0.00308449-0.0075611j 0.0110333-0.00207796j -0.00602666+0.00181893j -0.013631+0.00459365j -0.002131+0.0052006j -0.00243664+0.00276845j 0.00188954+0.00180394j -0.000991644-0.00821711j 0.00418085-0.00394407j 0.000634187-0.00965645j 
0.00952175-0.00169188j 0.00759181-0.00909786j -0.00547246+0.00199053j 0.000174438-0.0030991j 0.00229628+0.000229489j -0.00203144-0.00197392j -0.00529715+0.000697898j 0.00151171-0.000556478j 0.00269827-0.0040585j 0.00022702+0.00186057j -0.00312709-0.00258917j -0.000847924-0.00556605j 0.000402988-0.00318113j 0.0027165-0.00503473j 0.00319229+0.00270599j -0.00162184+0.00957821j -0.0156962+0.00828725j 0.0020779+0.0118735j 0.0171695-0.0106299j 0.00194143-0.00645579j -0.00336007-0.00378641j 0.0111065+0.00869645j 0.0041444+0.00680009j -0.00380207-0.000532162j -0.000357103-0.00663312j 0.00542188+0.0044932j -0.0004778-0.000788024j 1.82923e-06+0.0061486j -0.00674403-0.000551984j -0.00737805-0.0102863j -0.00174533-0.00296406j 0.00230353-0.00482147j 0.00780848+0.00137133j -0.0106301-0.0065915j 0.00134809+0.000189638j 0.0050321-0.0016426j -0.00604029+0.00505008j 0.0101786-0.00401109j 0.00389098-0.00117326j -0.00815802-0.00180441j 0.000215901+0.0111046j -0.0153979+0.00482906j -0.00109564-0.0109346j 0.00967861-0.0137083j -0.00118111+0.0154716j 0.0248157+0.00148606j 0.00367184-0.00233174j 0.0143338+0.0100833j -0.00519324+2.72073e-05j -0.00681019+0.00154284j -0.00703934+0.00644971j -0.00637254+0.0011724j -0.00415571-0.00219096j 0.00641841-0.0259618j 0.000435249+0.00304139j 0.00419573-0.000623234j 0.00493096+0.015165j -0.0174627+0.0030268j 0.00237418-0.00951718j 0.00803014-0.00282838j 0.000581307+0.0120816j -0.0170294+0.00780554j -0.0212764+0.00474022j -0.018247+9.58378e-05j -0.00568215-0.000981086j 0.0112177+0.00919341j -0.00610014+0.00616151j 0.00388321-0.000863869j 0.000343665+0.00611785j -0.0181707-0.002974j 0.00813369-0.0131323j 0.00221017-0.00240296j -0.00194123+0.00186502j 0.0176622+0.0248808j 0.00141311+0.00331721j -0.0075303+0.00244839j 0.000471301-0.0071962j 0.00555069+0.00156497j -0.00293736-0.001945j 0.00859157+0.00575054j 0.00483015-0.00427759j -0.0169691+0.00525808j -0.0026964+0.00164682j 0.0122869+0.00418299j -0.00157414+0.01515j -0.0020826-0.00349627j -0.0126732-0.0155877j 0.000433828-0.00640034j -0.0136733-0.00844716j -0.0168109+0.00898275j -0.0100486-0.00636684j -0.00471521+0.0102159j 0.00500149-0.0104955j -0.0112842-0.0150134j 0.000109561+0.00297875j 0.00648676+0.0140997j 0.00249964-0.00967027j 
0.00839235+0.0157793j 0.00375262-0.0278568j -0.00503917+0.00805126j 0.011489-0.00875387j 0.00623186-0.00110237j -0.00318621+0.000547834j -0.0109607+0.00736579j 0.00305057-0.00934405j 0.00282468-0.00184534j -0.00192128-0.00429937j -0.00288914+0.00110095j -0.00240968-0.00808914j -0.000517419+0.00292035j -0.00783567-0.00372646j 0.00649522-0.00126944j -0.00525461+0.014217j -0.00803229-0.00213751j 0.0158581-0.0168318j 0.00655979+0.0149596j -0.00420808-0.00648489j 0.0128354+0.0137137j 0.0133832-0.0167156j -0.0101436-0.00242358j -0.00251949-0.00971569j 0.00829842+0.00140276j 0.0053338-0.0147313j 0.0139991+0.000902679j -0.00473694+0.00404565j 0.00261771+0.00455225j 0.00259465+0.0050815j -0.00169886+0.00324958j 0.00273139-0.00398894j 0.000342684+0.00378855j -0.0056657-0.00407351j 0.00128795+0.00235779j 0.00371706-0.00325611j -0.0118918+0.00329528j -0.00127721+0.00636813j 0.00967182+0.00207177j -0.00459068+0.00115216j 0.00109728+0.0218015j -0.00452898-0.00963259j -0.00244662-0.00827147j 0.00626701-0.0140363j 0.0218439-0.00177484j 0.0110397-0.00393859j 0.00500505+0.0180305j -0.00296648-0.014925j -0.002686+0.000601732j 0.000326521-0.010776j 0.00822965+0.0106952j -0.0114475+0.0128901j -0.00409252-0.0017917j -0.000493181-0.0108605j 0.00033717+0.0227071j 0.00263972-0.00690672j -0.0140904-0.00733635j -0.00463256-0.00439939j -8.14126e-05-0.00530665j 0.00305723-0.00394227j 0.00573485+0.0109557j -0.00428902+0.00904258j 0.00864965+0.011878j -0.00379194-0.00514401j 0.00911444+0.00507434j 0.00185271+0.00318355j 0.0102291+0.00491158j -0.00844805-0.00310762j 0.00323736+0.00192868j -0.00836006+0.00975236j -0.00481088-0.0103513j -0.00212156-0.00314627j -0.000212802-0.00971893j -0.000538122+0.00229221j 0.00202483+0.00449785j -0.00704214+0.00683554j 0.00428141-0.00263357j 0.00251828-0.0051918j -0.00453049-0.00260864j -0.0056175-0.0043288j 0.00184998+0.0151504j -4.9728e-07+0.00839483j 0.00462809+0.0117056j 0.0121082+0.00356381j 0.00470488+0.0153258j 0.0107591+0.00625401j -0.00599014-0.00520148j -0.00169522-0.00578699j 0.0121906-0.00241571j -0.0115697-0.00741382j -0.00125694+0.0128201j 0.000851473+0.0145214j 0.00391933-0.00612965j -0.0107263-0.00229223j -0.0185111-0.00112547j 0.00266095+0.00703421j -0.0031068+0.00808031j 
0.0119405+0.0272163j 0.00245506+0.0122926j 0.0101147-0.00592843j 0.0149764-0.00147178j 0.0151697+0.00328555j 0.0119815-0.0065609j 0.000600841+0.000832888j 0.00769107-0.00342875j 0.00340822-0.00269041j -0.000178085-0.00346983j -0.00520202-0.0104472j -0.00375155+0.00601564j 0.00383481+0.00292803j 0.0124265+0.000552126j 0.00659181-0.00120776j 0.00134868+0.00140569j -0.0144321-0.00987133j 0.00106938+0.0197302j -0.0122128+0.0153575j -0.0128747+0.0113523j 0.00264465-0.00976781j 0.002283+0.00109517j -0.000584739+0.00697617j -0.00326751+0.0129841j -0.0018243-0.00656776j -0.00705839-0.00753489j 0.0120038-0.0102726j 0.00173594+0.00418425j -0.00378283-0.00427174j 0.0129434-0.00739837j -0.00196697-0.0020872j -0.00682041+0.0052974j 0.00512451+0.000385754j 0.00772871+0.00478696j 0.00345611-0.00366185j 0.00599213+0.00341499j -0.0119019+0.00575294j -0.00415514+0.0127567j -0.000233362+0.0103994j -0.00050459+0.0112555j 0.00198473+0.0149057j 0.00331897+0.00643865j 0.0154643-0.00579231j 0.00611916-0.00620047j 0.0171157-0.00477853j 0.00552723+0.0171551j 0.00774899-0.0330415j 0.0115721-0.00450663j -0.000144137-0.00438582j 0.00213564+0.00362146j -0.0087678-0.0234323j 0.00586165+0.0166451j 0.013943+0.0198285j -0.00307304+0.0124156j -0.000499324+0.00149943j 0.00360626-0.000136725j -0.00135437+0.0209883j 0.00732688-0.0171509j -0.00338727-0.00875241j 0.0182896+0.00262995j 0.00494511-0.00142268j 0.00019138+0.00276046j -0.00341011-0.011554j -0.00434578+0.000645221j 0.0084191-0.0024436j 0.00235508-0.00901531j -0.00207201-0.0149437j -0.00677338+0.00611468j 0.00216689-0.0160097j 0.00261871+0.00072869j 0.010417-0.00308319j -0.0079501-0.00728868j -0.00907591-0.00379862j -0.00623724+0.00668434j 0.00298821-0.00471836j 0.0136809+0.00300722j 0.00113384+0.00331882j -0.00463884+0.00562623j -0.0016175+0.00132281j 0.00080614+0.00975678j -0.0122019+0.001758j 0.00574864-0.00101816j 0.000228451-0.0156789j -0.00658907+0.00675066j 0.00364027-0.00902184j -0.0137921-0.00565799j 0.00381896+0.00174332j 0.00144425-0.00171528j 0.00349421+0.0151011j 0.0121189+3.70986e-05j 0.00916916-0.00536424j -0.00389731+0.014299j 0.00836311+0.00483564j 0.0213977+0.00620098j 0.010722+0.000513245j 0.000311603-0.0184377j -0.00292115+0.00799493j 
0.0234216+0.000237413j -0.0253148-0.0178852j 0.00251545+0.00754636j 2.09287e-05+0.00225006j 0.00514902+0.0102078j -0.00344042+0.00527802j -0.00589017+0.00570506j 0.00324241+0.000683443j -0.00182795-0.0028539j -0.00488221+0.00597862j -0.00517441+0.00154949j -0.00561267-0.00667525j 0.000439206+0.000952681j -0.00732777+0.00301718j 0.0166177-0.0130959j 0.0143749+0.00245719j -0.00658207+0.00347157j 0.00841366-0.00159009j -0.0102985+0.00082086j -0.0106248-0.00575689j 0.00893343-0.0136626j 0.0164632+0.0191257j -0.00192238-0.0137697j -0.00152562+0.00224391j -0.00028179-0.0142128j 0.00784832-0.0127493j 0.020325-0.00814201j -0.00836085-0.000629797j -0.00392331-0.00982413j 0.0104118-0.00332549j -0.00498876+0.000351157j -0.00572225-0.000496881j 0.00604191+0.00256794j 0.0044759+0.00531116j 0.00932587-0.00290263j 0.01932-0.0193883j 0.00154492+0.0141614j 0.0158846-0.00819773j 0.00405689+0.0118491j 0.00150955-0.00586386j 0.00288498+0.00837929j 0.0159844+0.0178774j 0.00579696-0.0106943j -0.0107684-0.00347913j 0.0155204+0.00580604j 0.0187081-0.00790503j 0.00592561-0.00900987j 0.00698887+0.0201666j 0.012139+0.00905762j -0.0149747+0.0155274j -0.00864296+0.000445275j -0.00109319-0.0106897j 0.00247727-0.00454322j -0.00734242-0.00392898j 0.00883999+0.00394908j 0.0105814+0.00472534j -0.00277832-0.00477617j 0.00414199-0.0113414j 0.00323603+0.00558682j -0.000298273+0.00859234j -0.00391666-0.00524088j -0.00485137+0.00291677j 0.00060711-0.00215321j -0.0063786+0.0187786j 0.00249872+0.00726486j -0.000960135+0.00169437j -0.00881441-0.00219211j -0.00461068-0.00324974j 0.00553227-0.00887079j 0.00463826-0.00469574j -0.000781083+0.00269816j 0.00436247-0.00567011j -0.00547839-0.00924521j -0.00685536-0.00821273j 0.00203184-0.00482671j 0.0060037+0.00361534j 0.00035606+0.0234754j -0.00788997+0.00289432j 0.00327555+0.000974659j -0.011778+0.00100334j -0.00686818-0.0151367j 0.0107886+0.0162387j 0.00402231-0.00177048j -0.00861088-0.0051465j 0.00127111+0.00481457j -0.0140977+0.0082973j 0.00410186-0.00847414j 0.0015667+0.00260633j 0.0128122+0.00810645j -0.0107456-0.00038365j -0.00549057+0.00322747j 0.00876127+0.00323519j 0.00711389-0.0173102j 0.0222897+0.00773039j 0.00534642-0.0164085j -0.00984073-0.0127631j -0.000274033+0.0244292j 
-0.00928658+0.0322514j -0.000246165-0.0135213j -0.00229504-0.00468439j 0.00824835-0.0112462j -0.004274-0.000948615j -0.0100287-0.00766614j 0.00465296-0.00151601j 0.00157852-0.0061629j -0.00422996+0.00259144j -0.00184834-0.00343931j -0.0102914-0.0111536j 0.00496385+0.00489063j -0.00593084+0.00738772j 0.000943361+0.00126855j 0.00407608+0.00739985j -0.00378461+0.0158197j 0.0040275-0.0206945j 0.00949271+0.0105376j 0.00559035+0.0277437j 0.0207475-0.00424281j -0.0193821-0.005903j -3.51257e-05-0.0100635j 0.0150132-0.0065008j -0.00494052-0.00884926j 0.00470737-0.00362466j -0.000221506-0.017225j -0.000416481-0.000376838j -0.0196921-0.0133969j 0.00265146-0.0131265j -0.000752096+0.0102188j 0.00504716+0.0109505j -0.009229+0.0076429j 0.0104922-0.0119619j 0.012701+0.00337851j -0.00999626-0.00509341j 0.00375629+0.00907086j -0.00721985+0.0252778j -0.00452926+0.0191066j 0.00134271-0.004348j -0.00133758-0.0125843j -0.0130418+0.0240131j 0.0165476-0.010859j -0.0140195-0.0120529j 0.0252719-0.0141372j -0.0217858-0.0117089j 0.0150461-0.00197492j -0.0129971-0.00499686j 0.0177443-0.0204858j 0.0107528+0.00185992j 0.0117296-0.0216724j -0.00598325-0.00729792j -0.00694096+0.00998431j 0.00471882-0.00540658j -0.00386178-0.0217893j 0.0075017+0.0139917j -0.00313953-0.00876396j -0.0273915-0.00360295j 0.00337324-0.0188623j 0.0150159-0.0262606j -0.0164886-0.00448375j 0.001245-0.0122315j 0.00132726-0.00560811j 0.0134276+0.00887604j -0.00913251-0.0114645j 0.0140624-0.00109051j 0.00629432-0.00494621j 0.00841297-0.014409j 0.00211907-0.011562j -0.000410065+0.00634458j -0.00336212+0.0221391j -0.00878352+0.00903136j 0.0157383+0.000845104j -0.016691-0.00578445j -0.000982133-0.0027922j -0.00332173+0.00766657j 0.0019218+0.00184856j -0.00376171+0.00920264j -0.0142835-0.00385708j 0.0126703-0.00581156j -0.00515191-0.000859193j 0.0105693+0.00517302j -5.51052e-05+0.00959384j 0.00455989-0.0129641j -0.00367341-0.00398458j -0.0034462-0.00612415j -0.0110944+0.000639292j -0.0023542+0.00226226j -0.00845995-0.00259808j -0.00495005+0.0163282j 0.00182781-0.00667017j 0.0279305+0.00509297j 0.00247239+0.0155154j 0.00431587-0.00389195j 0.0108379-0.00940459j -0.0127924-0.00656719j 0.00537701+0.0179558j 0.00138077+0.0185171j 
