-0.0482602-0.0653324j -0.0100454-0.00756049j 0.093605+0.0729625j -0.0185757+0.171549j -0.0452659-0.0610594j 0.057338+0.0928895j 0.226654+0.00136905j -0.0994691+0.0148969j -0.0696996+0.043094j 0.0256032-0.0234674j -0.0356798+0.0735148j 0.0365374-0.0014487j 0.0713492+0.0522251j 0.152796+0.0239874j -0.179858+0.147998j 0.0109397-0.050375j -0.00236343-0.0176436j -0.0882625-0.00984879j 0.0868857-0.0385228j 0.0450609+0.0195536j -0.0384463+0.0493015j 0.00585369-0.121958j -0.0164239+0.0607622j -0.00473933-0.0444846j 0.0475047+0.0367387j 0.0401793+0.0777654j -0.0659186-0.00817425j -0.00518912-0.0203719j -0.0242408+0.071144j -0.12119-0.00929146j -0.0165226-0.00292213j 0.0529745-0.013043j -0.0477444+0.0103169j -0.00445144-0.035897j -0.00758037-0.00752506j -0.0369331+0.0433468j -0.00978989-0.0563296j 0.0134416-0.00805699j -0.0234557-0.118183j 0.010815+0.0061444j 0.00723241-0.00626047j -0.0250971-0.0260527j -0.0247781+0.0415505j -0.0155454-0.00961603j -0.0196698-0.0256165j 0.00880233+0.00681575j -0.00013802-0.013175j 0.0419098-0.0021543j 0.0267474+0.00831161j 0.0366372-0.0347594j -0.00188659+0.00302659j 0.010777+0.00914486j 0.0208782-0.00778888j 0.0262707-0.0124585j 0.0310827-0.0185668j 0.013631-0.0157836j -0.0155998-0.030379j 0.0326807+0.0298212j 0.0191629+0.0352133j 0.0229612-0.0542239j 0.0255564+0.0199544j 0.00684555-0.0250735j -0.0500547+0.0154133j -0.0195047-0.0244036j -0.0159995-0.0617879j -0.00278415+0.0417494j -0.0294694+0.0106055j 0.052376-0.0203815j -0.0209722+0.0552856j 0.0109805+0.018195j 0.00141893-0.0125006j 0.00928828+0.0162303j 0.0329835+0.0507635j 0.0127552+0.0808837j -0.00847369+0.0403145j 0.0226071-0.0264517j -0.027404-0.0502017j 0.0380848-0.00865354j -0.0131691-0.0147123j 0.00411796-0.0189998j 0.0672278+0.0174072j -0.0683051-0.00698336j 0.0136441-0.00438968j 0.0253515+0.00412994j -0.0308113-0.0205417j 0.0451126+0.0302706j 0.0132895+0.0225602j -0.010792-0.00571646j -0.0625978-0.0519441j 0.0406245+0.0437278j 0.084554-0.0564374j -0.00572732-0.0348701j -0.019424-0.00974692j -0.14184-0.119962j -0.0656469+0.0486452j 0.101665+0.180206j 0.0540438-0.0254744j 
-0.00288228+0.00659242j 0.000298965+0.0154928j 0.00309049-0.00537973j 0.000610943-0.00283492j -0.000311519+0.00340611j 0.00246236+0.0072565j 0.00251372-0.00595488j -0.00254973+0.00589348j -0.00107894+0.00620089j 0.00110978+0.00268628j 0.00262155+0.00426035j -0.00078431-0.00196399j 0.000419874+0.00836366j 0.0122093+0.0141398j -0.00645824+0.0157018j -0.00111284-0.00250169j -0.00351017-0.00653552j -0.00453887+0.0025987j -0.0162768-0.00189529j -0.018561+0.00027735j -0.00836922+0.00178694j -0.00203306+0.00997328j 0.0125484+0.00361917j 0.000179711+0.00589643j -0.00186637-0.00220734j -0.00613521+0.00208396j -0.00530655+0.00909178j 0.0105581+0.00173122j 0.00215215-0.000343344j -0.00339879-0.00746712j 0.00329715+0.010851j -0.0026278-0.00313627j 0.0091374+0.0128666j 0.0183259-0.00697784j -0.0171002+0.00337921j -0.00596936-0.00375187j 0.00525493+0.00847106j 0.00546671+0.00391988j 0.00967184+0.0169123j 0.00822831+0.0137792j -0.0125619+0.00162866j -0.00264083-0.00819793j -0.0126182+0.00541099j -0.0126891+0.00890214j 0.00624618+0.00161238j -0.0210012+0.00634546j 0.00640515+0.0062826j 0.00260373+0.0197566j -0.0131734+0.0106089j -0.0178619+0.0291196j 0.00560575-0.0128484j -0.00951118+0.00350286j 0.00423679+0.0158896j 0.0146998+0.0104782j 0.00769927-0.0195642j 0.00173002+0.00449651j -0.00202107+0.0115131j -0.00902082-0.00574632j -0.00532121-0.0168592j 0.00129311+0.0154399j 0.00127984+0.00135269j 0.00539716+0.00491029j 0.00234706+0.00624389j 0.0163267-0.00241533j 0.00109361+0.00275189j -0.00265227-0.02665j -0.00100677-0.0175483j 0.00459962-0.0105233j -0.00969758-0.01319j -0.00407698-0.00165906j -0.00229441-0.002486j 0.00359204-0.00283033j 0.00320032+0.000384329j 0.00869762-0.00272305j 0.00198396-0.0197624j -0.0106406-0.0182612j -0.013844-0.00458223j -0.0299151-0.00222397j 0.00160512+0.0295625j 0.00969967-0.000468362j -0.00291416-0.00870319j -0.0198603+0.0191058j -0.0151016-0.00214864j -0.00876507+0.00579858j -0.0163582-0.0115932j 0.0113878-0.00928326j 0.0204636+0.00702702j 0.0248872-0.0152128j 0.0258745-0.0136598j -0.0219314+0.00491612j -0.032294+0.0154835j 0.00689806-0.00638365j -0.0185365+0.0147392j 0.0248221+0.0118428j 0.00860168+0.00638933j -0.042548-0.0426733j -0.0189305+0.0314488j 
-0.00177826+0.0254492j 0.0194557-0.0143043j -0.00400103-0.000125918j 0.0054215-0.00084858j 0.00221574+0.00950055j -0.000687681-0.000468013j 0.00553263+0.00401385j 0.00197713-0.00186219j -6.09652e-05-0.00282763j -0.000637451-0.00823693j -0.000836014-0.0176533j 0.00398358+0.0032824j 0.00348262+0.00727781j 0.0093605-0.00811137j -0.00657532+0.0181988j -0.0101098+0.0193663j -0.00172934-0.0135101j 0.0186408+0.008782j -0.00253905+0.000340767j 0.0035695+0.00284242j 0.000390092-0.00306413j -0.00413743-0.002957j 0.00710045-0.00472405j -0.00171375+0.00173482j 0.000623221-0.00521849j -0.00282355-0.0126095j 0.00632517-0.00254666j -0.0126974+0.00178191j -0.00701903+0.00109766j 0.00326674-0.00282894j -0.00495072+0.0102582j 0.0049563+0.00897041j -0.00523428-0.0132615j 0.0152129+0.00233053j -0.00113074-0.00212211j 0.00810787+0.0127478j -0.0252837+0.0154599j -0.0106175+0.0331785j 0.00080549+0.00623836j 0.0113425-0.00379507j 0.0107654+0.00944337j -0.0149389+0.0105935j -0.0159839+0.00569423j 0.00840808+0.00517864j -0.00585235-0.0121044j -0.0117175-0.00161585j -3.57086e-05-0.0255903j 0.0107885-0.0370621j -0.0154873-0.00425391j -0.0131742-0.0146454j 4.31621e-06+0.00893866j -0.0069849+0.00998079j -0.00784518+0.00239786j 0.00211911-0.000200601j -0.00226251+0.022002j -0.00429628-5.08695e-05j -0.00138006-0.0242763j -0.0087568-0.0222067j -0.0102432-0.0158455j -0.00253448-0.00720243j -0.00492312+0.0117585j -0.00154939-0.0121484j 0.00188139+0.0123261j -0.0120493-0.00354513j 0.000990119-0.0159752j 0.0128454-0.0172442j -0.00887528-0.026954j -0.00714774-0.0166692j 0.00955836-0.00805827j 0.0139262+0.00684633j 0.000885452+0.00465781j 0.00129952-0.0134406j -0.00867938-0.00530235j -0.0132838-0.00356274j 0.0107224+0.00308857j 0.00820874-0.0208257j -0.00565473+0.00238478j -0.0173408-0.0215559j -0.0182108-0.00898132j -0.0096988-0.0198103j 0.00941132+0.0201635j -0.00312431-0.00984843j -0.00103509+0.0122576j -0.017669+0.0228415j 0.0166294-0.0232005j -0.00374615+0.0217874j 0.000186988+0.0200316j -0.00180845-0.00417389j 0.000495409+0.000985981j -0.0234639-0.0320509j -0.00842314+0.0195157j -0.00509145+0.0132269j -0.00986877+0.0195226j 0.000921976+0.0086397j -0.0190803-0.0149044j 0.00717269+0.040876j 0.0301892+0.0225344j 
0.0056185-0.00930061j 0.00373504+0.00469721j 0.00101166+0.00129143j -0.00812691+0.00820556j 0.00520458-0.000635261j 0.00473541+0.00180564j 0.00462662+0.00147951j 0.00290274+0.00484766j -0.00288286-0.00306484j 7.10448e-05-2.1239e-05j -0.00122216-0.00871564j 0.000387101+0.00330656j 0.0110751-0.016756j 0.00524433-0.00186229j -0.00452525+0.000541122j 0.00329448-0.0144203j 0.0106674-0.000968108j -0.0147893+0.000428681j -0.00846754+0.00360641j -0.0057741+0.00633136j -0.00789206+0.0168554j -0.00151403-0.00190966j 0.00813789-0.00357718j 0.000350597+0.00470595j 0.00244801-0.0021715j -0.00545538+0.00474262j -0.00841072+0.00607472j 0.0112422-0.015965j -0.000584783+0.00264898j -0.020771-0.00802431j -0.00734294-0.000681894j -0.00311894+0.00167318j -0.00199178-0.0121597j -0.0139359-0.0231282j 0.000180942+0.00519232j -0.00976042+0.00275008j -0.00719286-0.00830126j -0.0084576-0.00651642j -0.00798407-0.00365451j -0.0188228-0.000955855j -0.010571-0.00942247j -0.00448494+0.00346368j 0.00226124-0.000346987j 0.00812939-0.0189318j -0.007614-0.0045562j 0.0337732-0.014338j 0.00278246-0.000313684j -0.00755073+0.00277121j 0.0114293-0.00298843j 0.00619544-0.00583511j -0.00101892-0.00711288j 0.0114883-0.00647959j 0.00287714+0.00122404j -0.00439378-0.0149205j 0.00597829+0.000598198j 0.00651227+0.00121619j -0.00231031+0.014395j 0.00651777-0.00507326j 0.00169273+0.00709427j 0.000650906-0.00827916j -0.0115687-0.00705841j -0.0107187-0.000643988j -0.00515344-0.00075479j -0.00574825+0.0147106j 0.00529082+0.00622413j -0.00232195+0.0189477j 0.000423103+0.0100525j 0.00108877+0.000512063j -0.00777738+0.00232479j -0.0151862+0.00213284j 0.00800228-0.00393523j 0.00460904+0.00994577j 0.00382986-0.0152163j -0.00304229-0.0128826j -0.000830797+0.00113005j -0.0190662+0.0180619j 0.0118659-0.00173826j -0.000749447+0.00278037j 0.0133063-0.0119878j 0.0234194-0.0188442j 0.00872394+0.0154483j 0.0233711-0.000884428j 0.00376016-0.0149473j 0.00266945+0.0311196j 0.00227963-0.00930387j 0.0165212-0.00094776j 0.0157624-0.0150039j -0.0150787-0.0125486j 0.0350089-0.0166378j -0.00757752+0.0135405j -0.0137325+0.00831011j 0.0214643+0.00829817j 0.0187805-0.0116185j 9.80366e-05-0.0152767j 0.0027936+0.0149934j -0.00286488-0.0194403j -0.0341133-0.00223913j 
-0.000946743+0.000597566j -0.0131035+0.0108697j 0.00767652-0.00873101j 0.0078801+0.00227924j 0.00449184-0.00237881j 0.00428696-0.00717868j 0.00747439-0.00780024j -0.00402888+0.00434702j 0.000803737-0.00249315j -0.00180702+0.0010485j 0.00282218-0.00631971j -0.00115036+0.0120739j 0.00723806+0.00128764j -0.0112969-0.00143522j 0.00499977-0.0103888j -0.00252055+0.000247289j 0.00342482-0.0120165j 0.0200255+0.00216404j -0.0200284+0.0105833j 0.0131533+0.00861695j -0.000454871+0.00210746j -0.00478029+0.0124796j 0.00169245-0.0128035j -0.000326493+0.00143802j -0.00497158-0.00808449j -0.00451792-0.000541168j -0.00287293-0.0139866j 0.00830041+0.0127174j -0.00798579-0.00439815j 0.00579439-0.00877474j -0.00996896-0.00808698j -0.0079772-0.00595903j 0.00110826+0.00746434j 0.0211506+0.000985169j 0.00721609+0.00508161j 0.0118201+0.00282595j -0.00884407-0.0128289j 0.00606197+0.000635736j -0.00751613+0.00399202j 0.00618013+0.00540416j -0.0225133-0.00182936j 0.00255799+0.00426212j 0.0116703-0.0112203j -0.03432+0.00728532j -0.00982114+0.00477001j -0.00170716-0.00823321j 0.0010084-0.00608826j 0.00378979+0.00865659j 0.0176126-0.00773386j 0.0057322-0.00352877j 0.00344166-0.00817729j 0.0015002-0.00602497j 0.00288863-0.00109827j -0.00911794+0.0111909j 0.0125685-0.0262025j 0.00209152+8.53222e-05j 0.00988406-0.0062759j -0.0142879-0.00429534j -0.00817231+0.0186686j 0.00150344+0.00758156j -0.00374845-0.00925756j -0.00397644+0.00393921j 0.00476305-0.0147262j 0.00331489-0.00721718j -0.00396558+0.0161224j -0.0195175+0.00302686j 0.00319891+0.0125066j 0.00915066-0.00603602j -0.0106241+0.00638652j -0.00281885-0.0106118j -0.00142812+0.0242511j -0.0152105+0.0147j 0.00971871+0.0085553j 0.0131413-0.0101592j -0.0062999+0.0033836j -0.0053224-0.026535j -0.00894423+0.0104312j -0.00355223+0.00638432j 0.0151616+0.0207391j 0.00471875+0.0323301j -0.0117832-0.00456325j 0.00519943-0.00319218j 0.0403783+0.00905668j -0.0202328+0.00231117j -0.0107491-0.00793571j 0.0141904+0.00234491j -0.0136286-0.00186291j 0.0144037+0.016448j 0.000647522+0.0258411j -0.0220946+0.00863329j -0.00358397-0.0111622j 0.0127709-0.0219048j -0.0290544-0.0104975j 0.0202122+0.0159473j 0.00437387+0.00297225j -0.0281564-0.00532587j 0.000379661+0.0126023j 
-0.00811884-0.0177274j 0.00681753-0.00421475j -0.00872739+0.000342768j -0.0120119+0.00449027j -0.00437544+0.000553388j -0.00210355+0.0162177j 0.000194764+0.00133306j -0.000324836+0.0104127j -0.00438285+0.00234414j -0.000838425-0.000531972j -0.00878847+0.00102272j 0.0107441-0.00199286j 0.00474582+0.00096309j -0.00262079+0.0128385j -0.00894746+0.0281326j 0.00868178-0.00597694j -0.00266531-0.00128878j -0.0171281+0.00739096j 0.00458414-0.0076198j -0.011867+0.00810361j -0.00448108+0.00764394j -0.00750412-0.0197157j -0.00271495+0.00714065j 0.00387556-0.00479667j -0.000679166+0.0101052j -0.00035365+0.00850957j -0.00422741+0.00768215j -0.00993043-0.0103931j 0.00176685+0.0105785j -0.0118367-0.000152764j 0.0104783-0.00316758j 0.0168737-0.00609992j -0.0261559-0.00808403j -0.0184814-0.00480794j 0.0143814-0.00473138j -0.0146649-0.00126937j -0.00399435-0.0253862j 0.000789836+0.0108594j -0.00562932-0.0154264j 0.00180355-0.00760967j -0.0059287-0.00864475j 0.000149199-0.00185659j -0.00662966+0.0120117j -0.0261733+0.00897718j -0.00571716+0.00337066j -0.0125694-0.00228271j -0.00711319-0.00421596j 0.00649369-0.00547454j 0.00760721-0.0133275j -0.00189814-0.012274j -0.00104745+0.0041992j -0.002824+0.0057467j -0.00378257-0.00432984j -0.00930283+0.00810514j 0.0115952-0.0202754j 0.00239369-0.00676403j 0.00975948-0.0211383j 0.00106172+0.00794353j 0.00417928+0.018534j 0.00185932+0.00522459j 0.00971825+0.00821216j 0.00411392-0.00701405j -0.00381798-0.0119943j 0.00554471-0.0273991j -0.0156649-0.00229111j -0.00897662+0.00356683j -0.00717896+0.0184003j 0.0192572+0.0058684j -0.0178514+0.0130138j 0.0106863-0.00581746j 0.009236+0.0183671j -0.0135615+0.00807323j 0.00700345+0.0199627j 0.0050149+0.013449j -0.00725717+0.0166197j -0.00542683-0.020897j -0.00428103-0.00397372j 0.00476887+0.00707886j 0.00311025+0.00972517j -0.00711688+0.0172885j -0.00142179-0.0082504j -0.0137922+0.00587306j 0.0249958+0.0281577j -0.00564016-0.000310104j -0.0111458+0.00987717j 0.00670938+0.00793503j -0.00866851+0.00705076j 0.0160697+0.0112217j -0.0138796+0.00810489j 0.0138055+0.00775489j 0.0400881-0.0118048j 0.0101179-0.0270819j -0.0256672-0.000892162j -0.0270201-0.0118082j -0.00317947+0.00472788j 0.0302891+0.0350497j 0.0131554-0.0175763j 
0.00274653-0.0111656j 0.00093859+0.031655j 0.00470956-0.00763115j -0.00665754+0.00444913j 0.00353299+0.00366766j 0.00497969+0.00521644j 0.0128917-0.0018576j -0.00348107+0.00838419j -0.000725565+0.00180779j 0.00117778-0.00135665j 0.00377038-0.0160338j -0.00768604+0.0140438j 0.00923745-0.00704361j 0.00463821-0.0232351j -0.0103185+0.00639319j 0.00914253-0.00948897j 0.00801622+0.00359016j -0.0090601-0.000477309j -0.0157717+0.00813095j -0.00329941+0.00156442j 0.00373697+0.0186708j 0.00108129+0.00588611j -0.00116529-0.00722166j -0.000648788+0.00903578j -0.00313846-0.00201181j -0.00470141+0.0144499j -0.00657514+0.00903569j 0.0233317-0.0057215j -0.0064808-0.00525096j -0.00232965-0.00217134j -0.00386001-0.0153967j 0.00340557+0.0142273j 0.0131714-0.00293684j -0.0107881-0.00111895j 0.0182038+0.0137935j -0.00326895+0.0160591j 0.00626971+0.000718496j -0.00168792+0.00710767j -0.00178996-0.00776305j 0.00459551+0.0119081j 0.00223643-0.00664277j 0.000994378+0.00193456j 0.00275939-0.00184417j 0.00543169+0.0103298j 0.0103677+0.00815209j -0.0369679+0.0291124j -0.013943+0.0178552j 0.00952383+0.00423333j -0.0169887+0.00953421j -0.00446074+0.0117116j -0.0152743+0.00156772j -0.0177144+0.0219783j 0.00487809-0.00169655j 0.00694225+0.00111064j -0.0136436+0.00163431j -0.00621232+0.0112923j -0.0108653+0.0287213j -0.00358291+0.017072j -0.00991773-0.0130187j 0.00247216+0.0213252j 0.0108167+0.0230457j 0.0139413+0.0152408j 0.0137654-0.00131944j 0.0212616-0.0300551j 0.000146948-0.0164728j -0.00753399-0.0159375j -0.0129216-0.0187234j -0.00172046+0.0234722j -0.0123038-0.0147726j -0.000481615+0.0137788j -0.0123145-0.00647877j -0.0023635-0.0170084j -0.0116677+0.0178031j -0.0119258+0.0173917j -0.0190172-0.0169954j 0.0195827+0.0106947j 0.000414169-0.00434019j 0.00688148+0.0106665j -0.0254626-0.00318627j -0.0120314+0.00033046j -0.000468611-0.0167429j -0.0105897-0.00706902j -0.0361624+0.0214412j -0.00312788-0.0247817j 0.000921726-0.0149579j -0.00513425-0.0144677j 0.0279455+0.00758922j 0.0167265-0.00419886j -0.0137551-0.020336j 0.0252925+0.00526165j -0.0167361-0.0179745j -0.0448711-0.00256602j -0.00701569+0.0450177j -0.017054-0.00388567j 0.0145026+0.020962j 0.0134958-0.0304494j -0.0343112-0.0415379j 
0.000793041+0.0178293j -0.00271286-0.0028126j -0.000392837-0.00305588j 0.00277797-0.0053158j 0.00527679+0.00558646j 0.00760276-0.000232017j 0.00134724-0.00197846j 0.00131322+0.00324388j 0.0025401-0.00167107j 0.00237081-0.00359935j -0.00244866-0.0111828j -0.0062407+0.00350049j -0.00187043-0.00424083j -0.00113216-0.00704129j 0.00346366-0.00050528j -0.00396615+0.00691091j -0.00200513-0.00730411j 0.0114217-0.00516268j 0.000323009+0.000887521j -0.00111923+0.00983244j -0.000244241-0.00590281j 0.0106909+0.0158624j 0.0155753-0.00872934j 0.00547929+0.000459252j 0.000122899+0.00318791j -0.00386665-0.00732319j 0.00901215+0.00330068j -0.0117893-0.00405188j -0.000243482-0.0062685j -0.000432789-0.00530214j 0.0125587-0.00316369j -0.00703035-0.00738142j -0.0146842+0.0178194j -0.00553708-0.00843128j 0.0208416+0.0162152j 0.00976541-0.0299248j -0.00807297+0.034977j 0.0206034+0.00713934j 0.00525724+0.00283928j -0.00176302+0.0136422j 0.000209868+0.00751645j 0.0101491+0.0150806j 0.0110826-0.0173743j 0.0126576-0.0111216j 0.0185226+0.0145251j 0.00585585+0.00514348j 0.00766908-0.0302309j -0.0155537+0.00126172j -0.0120091+0.00381418j -0.00882057+8.61702e-05j 0.0188553-0.00682475j -0.00423757-0.0105128j -0.000694627-0.00381609j 0.0160799-0.000120855j -0.0147877+0.0141755j 0.00300663+0.0142261j 0.00312057-0.00936425j 0.00181105-0.00345479j 0.00860376-0.00236488j 0.00154298+0.00671716j 0.0026904-0.00604767j 0.00703484+0.00309293j -0.0108401+0.00373698j -0.000946172+0.0312444j 0.00629577+0.00589682j 0.00282613-0.0132703j 0.0127743-0.0195601j 0.00409882+0.000744099j 0.0137492-0.0185577j 0.00599677+0.000546282j -0.0016278-0.0181056j 0.0217666+0.0071845j -0.00228221-0.00756743j -0.0171428+0.0144884j 0.00151411+0.00364574j 0.0375816+0.000157227j -0.0054186+0.0140671j 0.00831996+0.00507295j 0.00264775+0.0103131j -0.0124719+0.00428131j 0.00341505+0.00210238j 0.00402031+0.016861j 0.000561869-0.0348345j 0.0236693-0.00975052j 0.00334266-0.0160561j -0.00960725-0.00509686j 0.0015742+0.00999438j -0.00440516-0.0105501j 0.0302312+0.0119794j 0.0129056-0.00827456j -0.00418747-0.0223229j 0.00254159+0.0348331j 0.0173846-0.00555043j -0.0105612-0.00160237j -0.00227276+5.81386e-05j -0.00172946+0.00679122j 0.00926963+0.00824469j 
-0.00263489-0.0126999j -0.0027098-0.00382114j -0.00277895+0.000552985j -0.00854112-0.00291039j -0.00302591-0.00231294j -0.000330772+0.00569522j -0.00369363+0.00206252j -0.00384439+0.00287111j 0.0032847+0.00193459j 0.00318979+0.000695759j 0.00571318+0.0139312j -0.00510189+0.000979244j -0.00193614-0.00149538j -0.00617398+0.0144373j 0.00163115+0.0110429j 0.0059519-0.00561827j 0.00140643+0.00830464j -0.00186401-0.00989218j 0.0184522+0.00596589j 0.00198833+0.00566742j 0.000921157-3.59383e-05j 0.00640605-0.00421782j 0.00116794-0.00324456j 0.00160091-0.00132172j 0.0121418-0.000927564j 0.00637935-0.00346184j 0.00869464-0.00120069j -0.0148623-0.0111436j 0.000576918-0.000103207j -0.00679162+0.0069029j -0.00444154-0.0132073j -0.000701065-0.00985578j -0.00177946-0.0136194j -0.0145346+0.00628128j -0.0133834+0.00540205j 0.0179826+0.0165952j -0.00431172+0.00724071j 0.0107409+0.000696585j -0.00681451+0.00771955j -0.0023973+0.00254532j -0.00315072-0.0143728j 0.0163797+0.00642711j 0.0193287-0.0165797j -0.0153891+0.00184122j 0.00771517+0.0134658j -0.0155615+0.0123197j -0.0132103-0.0119101j 0.00180473-0.00779064j 0.00638431-0.00433609j 0.016144-0.0108711j 0.000160105+0.00305378j -0.00860449+0.0107562j 0.00788928-0.0175164j -0.00860125+0.00449532j -0.0148715-0.00634873j -0.000828647+0.00712321j 0.0073562+0.000838015j -0.00862644-0.00416416j -0.0102502+0.0112537j 0.00745456+0.00805123j -0.0051016-0.00050563j -0.00883846-0.000249312j 0.00611597+0.00440998j 0.00637417-0.0140318j -0.003104-0.00054589j -0.00269267+0.000917016j -0.000684817-0.0012679j 0.00863536-0.0176152j -0.00196588+0.0112189j -0.00162702+0.0101311j -0.0246089+0.00664995j 0.000604137-0.00498894j 0.0125352+0.00527277j 0.012963+0.00525601j -0.0112652+0.00940251j 0.0190639-0.0120149j -0.0168835-0.00950627j 0.00191589-0.0123743j 0.000243889+0.00521438j -0.0107136+0.00336568j -0.00427471+0.00330783j -0.00652354-0.0145738j 0.00728163+0.0123468j -0.0157593-0.00696269j -0.000746124-0.00804715j -0.00380231-0.00453668j 0.0120399-0.000480202j 0.0142931-0.00532835j -0.00453152-0.0302912j -0.00741396-0.0205765j -0.00215468-0.00883426j -0.0231797-0.0171754j -0.0144053+0.0276053j 0.0085188-0.0314615j -0.0305119-0.0205966j 0.00624659+0.0133275j 0.0129407+0.000740418j 
-0.019377+0.0244076j 0.0147821-0.00340882j -0.00435578-0.000113041j 0.00806537-0.00981813j -0.00514924+0.00467621j -0.00305671-0.0025587j -0.00136683-0.00253068j -0.000970256-0.000890486j 0.00206724+0.00180939j 0.00343979-0.00471801j 0.00255001-0.00731175j 0.00341517+0.00105905j -0.00923708+0.00699831j -0.0011843+0.00433595j -0.00552989+0.00790271j -0.00971253+0.00848052j 0.009639-0.0168095j 0.0105117-0.0127644j 0.0101282+0.00196314j 0.00686962+0.00237866j -0.0014284-0.010887j -0.00281326-0.00706899j -0.0032099-0.00302926j 0.000406129+0.00215841j -0.000192978+0.00443324j -0.00358496-0.0129525j 0.0031383+0.000745598j -0.00144365-0.0149959j -0.00296366-0.000966658j 0.0119505+0.00883364j 0.00481063+0.00550753j 0.00442038-0.0114079j 0.00159868+0.0032884j 0.00284331-0.00149023j -0.00662738-0.0108165j -0.00291637+0.0111598j 0.00575865+0.00231446j -0.0114659+0.0177644j 0.00201761-0.00313119j 0.00254446-0.00369895j 0.00624663-0.000773573j 0.00577845+0.00223277j -0.0128342+0.00396903j 0.0111096+0.00596281j -0.00103807-0.0167309j -0.0110255+0.00309365j 0.00910436-0.0311262j -0.00095128-0.014468j 0.00108422+0.00553416j 0.00616154+0.0151415j -0.000620939-0.00518165j -0.00665171+0.00576897j 0.00062691-0.00483066j -0.013377-0.00106895j -0.00451172+0.00206835j -0.00119483-0.0052094j -0.0139876+0.00517279j -0.00787542-0.0161715j 0.00300581-0.0132212j -0.0139229-0.0062622j 0.0110368-0.00756644j 0.00477381-0.0069141j 0.0128126+0.0235135j -0.00515247-0.0106399j -0.00211446+0.00264811j -0.0101968-0.0228754j 0.0117091+0.0115215j 0.0129077+0.00418246j -0.0070697-0.0062865j -0.0107799+0.000392499j -0.000131189+0.0040835j 0.0190283-0.000404616j -0.0125961-0.00552456j 0.0128689-0.021619j 0.00661622-0.00560995j 0.0148016+0.0106311j 0.0108546+0.00139627j -0.0132184+0.0141191j -0.0059945-0.0124132j -0.0261909-0.0180588j -0.00398636+0.00308968j 0.010713-0.0169394j 0.00734051+0.0152342j 0.022455+0.0241163j -0.00133218-0.0313089j 0.00371597+0.00134363j 0.0204911+0.0163647j -0.00433041+0.00361323j 0.00260553+0.0116506j 0.00829469-0.0233175j 0.0241875-0.00509618j -0.00375655+0.0144988j 0.017402+0.0138914j -0.00037798+0.00103993j -0.0142128-0.00268249j 0.0125035+0.0166132j 0.0136343+0.0150663j 
0.00802608-0.00973648j -0.00362011+0.00973301j 0.0155264-0.0198371j 0.00566976-0.00287539j 0.00243045+0.00786973j -0.00031555+0.0124494j 0.00835265-0.0049511j -0.00750449+0.0071309j -0.00602649+0.00272746j 6.40149e-05+0.0031279j -0.000366273-0.0102113j -0.00443043+0.00371305j 0.00202568+1.91587e-05j -0.00449479+0.0030812j -0.0173067+0.0170737j 0.00112114+0.00489613j 0.00637052+0.00520917j 1.96557e-05+0.00432138j -0.00471227-0.00626467j 0.00709643+0.00199007j 0.00445446+0.00549322j -0.00207529-0.00419003j -0.00411463-0.00575664j -0.00110889-0.00119374j 0.000970608+0.000347669j 0.000481839+0.00829996j -0.0037567-0.00456761j 0.0146193+0.00987019j -0.00517117+0.000511403j 0.00193523-0.00623695j -0.00712447-0.00200368j 0.0048646+0.00156491j 0.00619796+0.0142194j 0.00647925+0.00606825j -0.00770616-0.00136519j 0.00623038+0.0152569j 0.00475029+0.00547709j -0.00285412-0.0118821j -0.00225101+0.00190375j -0.00630051+0.000954934j 0.00256839+0.00385218j 0.00107553+0.000954503j 0.00399096+0.00107641j 0.0122917+0.00158855j 0.00876608+0.00265051j 0.00553962+0.00182019j 0.00219335+0.00785522j -0.00681671+0.0029669j 0.00210066+0.00188788j 0.00291063+0.00188169j 0.0049387+0.00177395j 0.00438153-0.00819706j 0.00622879+0.000143205j 0.00228264-0.00218333j -0.00322385+5.67024e-05j 0.00630256-0.00449124j 0.00270521+0.00538133j -0.00173659+0.00710694j 0.00500038-0.00268908j 0.000103711-0.00161747j -0.00311003-0.00782815j -6.27971e-06-0.0110043j -0.00711479-0.00199746j 0.00718509+0.00608276j 0.00714797-0.00394331j 0.0043782+0.00113466j 0.00248163+0.000944087j -0.0049255+0.00771459j 0.00470039-0.00360765j 0.00963065-0.00861159j 0.00291527-0.00622301j 0.000271759-0.00107073j 0.000999694+0.00465716j -0.0097039+0.00178121j 0.00535009-0.00178333j -0.00824324+0.0144067j 0.011406-0.00098134j 0.00115264-0.00382765j -0.00835445-0.0192577j 0.00492567-0.0168307j 0.00619331+0.000764805j 0.00243389-0.00165972j 0.0101274-0.0191739j 0.00807798+0.00102161j 0.0107595+0.00414919j 0.00390437-0.00187496j 0.00228133+0.00601307j -0.000701369-0.0162988j -0.00088168-0.0142964j -0.00546806+0.0039869j -0.00620731-0.00763759j 0.00415823+0.00359234j 0.0245239-0.00949842j -0.00847363-0.00121004j -0.00166789+0.00306798j -0.00342591+0.00297013j 0.000282119-0.00206451j 
