-0.0128+0.000983563j 0.0184692+0.054152j 0.0341499+0.0082819j 0.0669867-0.0910842j 0.00251605+0.000289744j 0.0105398+0.0382315j 0.0193979-0.0457014j -0.028261-0.0354515j 0.000994398-0.0211608j 0.0263124-0.046508j 0.025126+0.0457807j 0.00849777+0.0307106j 0.00902361-0.0804566j 0.000164624+0.00467994j 0.0222633-0.0284292j 0.0677533+0.0452172j -0.00898355+0.0195161j -0.0361071-0.0193775j -0.0116569+0.00191389j -0.0115361-0.0763329j -0.000346763+0.0149671j 0.0196395-0.0435169j 0.094343-0.00449982j -0.0175064-0.0319572j 0.0331434-0.00458175j 0.0244254-0.0547021j 0.00383285+0.0282163j -0.02024-0.0434129j 0.0621451+0.0534227j -0.00290904+0.0291683j 0.0240514-0.00549587j 0.0111017+0.111946j 0.0528666+0.0421266j -0.00801008-0.0515658j 0.0169592-0.00717676j -0.00782571+0.0129842j 0.0105823+0.0128999j 0.0329517-0.0448741j -0.00145199+0.0111267j 0.00929553+0.0160563j -0.000262436-0.0174506j -0.0300451+0.0208506j -0.0235981-0.0208312j 0.0158596+0.0121974j -0.00128586+0.0383133j -0.0162412+0.0502749j 0.0167402-0.00142792j 0.0144313-0.0198729j 0.0233385-0.0243412j -0.032324-0.0654898j 0.060223-0.0615395j 0.0484439+0.00905556j -0.0508179-0.0759965j 0.0256541+0.0241964j 0.0741315+0.0219004j -0.0446879+0.0551653j 0.0567466-0.00729791j -0.0195588-0.109673j 0.0466039-0.0767955j 0.0552436+0.0713451j 0.00434533-0.0210837j 0.0777405+0.0236289j -0.0124773+0.0159028j -0.00351111-0.00743539j 0.0210807+0.0541029j -0.0532973-0.0677682j -0.0326081-0.0284166j 0.0987432-0.0368045j 0.138019+0.138455j -0.0808586+0.0352005j 0.140453+0.211319j 0.050853-0.0272177j 
-0.0459569+0.0541891j 0.013819-0.104654j -0.245853-0.0367193j -0.0850318+0.224923j 0.0067177-0.0569046j 0.0276986+0.139854j 0.143013+0.113382j 0.0582828-0.0352013j 0.185579-0.0497308j -0.0548197+0.00741226j -0.00741664+0.0545836j 0.155012-0.0580227j -0.118968-0.108075j -0.057463-0.00534046j 0.0265243+0.313424j -0.17447-0.0911283j 0.126165-0.0817049j -0.14273+0.174479j 0.0143638+0.0293416j -0.0766017+0.0499581j -0.0872795-0.151352j -0.00870196+0.0066326j -0.0834144+0.132503j 0.0510102+0.0566611j 0.0302405-0.111078j -0.106405+0.0762692j 0.0450403+0.0868226j -0.0413953+0.0829155j -0.0716922-0.0909356j -0.0549824-0.0849647j 0.0731082-0.0538578j 0.0788917-0.00518836j -0.0365016-0.107329j -0.104716+0.111276j -0.0730139-0.0783982j 0.0197664-0.109765j -0.0129493-0.0253787j -0.0134231-0.0403767j -0.0527086-0.0217691j 0.00663291-0.030208j 0.0294528-0.00970447j -0.0393534+0.0583147j 0.0189985+0.0192526j 0.014167+0.0175711j -0.0290738+0.00428873j -0.0160001+0.0327504j -0.00302102-0.0261583j 0.00900404+0.0417979j -0.0338164+0.00480054j 0.000675997-0.00750477j -0.0110763-0.0243595j -0.0111119-0.028765j -0.0388146-0.00412335j -0.00574348-0.00598319j -0.0184339+0.0140283j 0.015202+0.0207243j -0.0275477+0.0102988j 0.000515023-0.0196014j 0.00684157-0.00472064j 0.0170781+0.0225536j 0.0472093+0.0277962j -0.00479585+0.00399165j -0.00175824+0.0020993j -0.0203945+0.008025j -0.0223968-0.0175028j -0.0251036+0.00373148j -0.00820396-0.0294679j -0.00160723+0.0261864j -0.020089+0.00897938j 0.00807275-0.0140334j 0.0170259-0.0119311j 0.00921047-0.00110437j 
0.0446332-0.100639j 0.0732487-0.0194198j 0.0853878-0.208403j -0.173739-0.0915684j 0.106831+0.0222999j -0.0774516+0.0912026j 0.143584+0.0887116j -0.0500142-0.191508j 0.0967294-0.0325492j -0.0170897+0.198343j -0.149475-0.0135816j -0.0625903-0.186713j 0.143318-0.0886006j -0.0200235-0.228672j 0.300683-0.0431493j -0.0794956+0.161049j -0.00515784-0.0491485j -0.0495785+0.133092j -0.196064+0.0400313j 0.145841-0.0955925j 0.0140718-0.00761651j -0.128112-0.0468279j -0.00854849+0.0690969j 0.178177+0.0132402j -0.00175464-0.0164279j 0.0364792-0.0631368j -0.0479615+0.0662103j 0.0386901-0.12158j 0.00463891-0.0320831j 0.0775089+0.0528957j 0.00965779+0.0921648j -0.0965389+0.0258429j 0.0983061-0.0863489j -0.0609514-0.104345j 0.063185-0.0763741j 0.0268103+0.0114085j -0.101035-0.0258591j 0.0135021+0.0658023j -0.0475967-0.0362288j -0.0633576+0.0371308j -0.0337727+0.00435985j 0.00299637+0.0486751j 0.0174827-0.000864816j 0.0233861-0.00802811j 0.0111195+0.0177955j 0.0139378-0.0147759j 0.0253122-0.0111434j 0.00693236-0.00388361j 0.0157471-0.000354752j -0.0195821-0.0304641j -0.00610665+0.00326749j -0.0177266+0.00915779j 0.00547322+0.0412227j -0.0105874+0.0052937j 0.00537518+0.00399359j 0.0213111+0.0205642j 0.00650041+0.0131179j -0.023497+0.00167374j -0.0269737-0.0388987j -0.01312-0.0159527j 0.00425849+8.9474e-05j -0.00548741+0.00967105j -0.0045704+0.019244j -0.0060328-0.0176373j 0.0281057-0.00379925j -0.0164812-0.044591j 0.0258977+0.0142785j -0.0361703+0.00252248j 0.0224692-0.0138285j 0.0114648-0.00133912j -0.0164612-0.00122138j 0.000483902-0.00843696j 
0.0205566-0.0340676j -0.0197185+0.0365771j 0.0409227+0.0417618j 0.0688525-0.0344345j 8.15744e-05-0.0154708j -0.047433+0.011299j -0.0176218+0.0341821j 0.0465944+0.00192607j 0.0695409+0.0320182j 0.0531113+0.0420827j -0.00462541-0.00238201j -0.0608147+0.0204185j 0.0600919+0.0386066j 0.00739132-0.0162155j -0.0207906-0.00585465j 0.00953971-0.102576j 0.121108+0.0203765j -0.0309984+0.0379095j -0.0322891+0.00885124j -0.0429747-0.0693245j 0.0425256+0.0483256j -0.0025951-0.0442463j -0.0033389+0.0110329j 0.0418527+0.0256554j 0.0397711-0.0151755j 0.0709236-0.153224j 0.100596-0.00281405j 0.0464142+0.108897j 0.0888563+0.108202j -0.0462474+0.0498025j -0.0728171-0.00842562j 0.0543402-0.103866j -0.00316311+0.0743303j 0.0459214+0.0179465j 0.0329295+0.0167969j 0.0334063+0.0197259j 0.0475873-0.0546587j -0.0137642+0.0275705j 0.0397036-0.0712801j 0.0238145-0.0372473j 0.0193728+0.0147501j -0.0571002+0.0697926j 0.00636073+0.00977213j 0.0828799-0.0456637j 4.24491e-05-0.0417474j -0.00722733+0.030273j 0.00444627+0.0684682j -0.0737478+0.0496656j 0.055816+0.0143456j 0.0756659+0.0598439j -0.0552685-0.0775034j -0.0778107-0.00732393j 0.010265-0.0535225j -0.00351533+0.019639j -0.000849993+0.08408j 0.0283506-0.0126199j -0.0696682-0.0133408j -0.130397+0.0285743j -0.0276676-0.0455181j -0.0786367-0.0600267j 0.0469861+0.111566j 0.0502926+0.0403665j -0.0277795+0.0748921j -0.0416582+0.0343778j -0.0140811-0.0987016j -0.0797159-0.106654j 0.121204-0.0915407j -0.0863788+0.0649992j -0.02153-0.0407335j 0.0886539-0.067567j -0.0800324-0.0694079j -0.00401338-0.0203235j 
0.0323877-0.0295134j 0.00724634-0.0526949j 0.0626061-0.00185476j -0.0571331-0.0281131j -0.016784-0.00532755j -0.00865363-0.0223683j 0.0127517+0.0484265j 0.0183697+0.0176067j 0.0265228+0.0135484j 0.021502+0.0084419j 0.0211121-0.0267744j -0.0217829-0.00291322j -0.00362174+0.0700512j -0.0248248-0.00431576j -0.0371746-0.00900843j 0.0316547+0.0605643j -0.00325155+0.0399961j 0.0158242+0.0249838j 0.0352486+0.000752432j 0.0737487-0.0205576j -0.0504884+0.0454446j -0.0139873+0.0504377j 0.0440254+0.0272893j 0.0192896-0.00876218j 0.0122915+0.0067818j -0.0110577-0.13452j 0.0642346-0.06315j 0.0103209-0.0304605j 0.0598497-0.0263557j 0.0900326+0.0738391j -0.0958243+0.0345205j 0.0274088-0.0318066j 0.0285418+0.0539211j 0.0630979-0.108105j 0.043347-0.0327365j 0.11852-0.00745281j 0.0278884+0.0095331j -0.0594065-0.012804j 0.00273716-0.0248377j 0.0010534-0.0540229j -0.0462151-0.0665532j -0.00634798-0.0569062j -0.0369033-0.00665644j 0.0498952+0.00962749j -0.0156849-0.047204j 0.00953-0.0747354j -0.0943681+0.075014j -0.0502438-0.0499353j -0.0104081+0.113542j -0.0468573+0.0102884j -0.0726552-0.000222522j 0.0263579-0.0172912j -0.0953702-0.0139642j -0.0176557-0.0590342j -0.0607877+0.0158849j -0.0106484+0.0626101j -0.0148833-0.103343j -0.0330251-0.140926j 0.175661+0.116815j 0.0904101-0.0724326j -0.136059+0.0160481j -0.0159018-0.0409378j 0.0430241-0.0470735j -0.0963071-0.00746394j -0.152837+0.0108314j -0.0948487+0.305701j -0.130473-0.160439j 0.184881+0.0255542j -0.134367+0.107815j 0.0120839-0.0245082j 0.0110594-0.0294535j 0.0950812+0.0812566j 
0.0324725-0.0695274j -0.0568934+0.0202328j 0.0440152+0.0389982j -0.00541951-0.0398814j 0.0230071+0.00732192j 0.00897583-0.0179023j -0.0278957-0.108293j -0.0820854+0.0426945j -0.01834-0.0129863j -0.019851+0.000570635j 0.0319951+0.00830909j -0.0151877+0.055943j 0.0108105+0.0135455j -0.0437577-0.00800553j -0.0101698+0.0020925j 0.0151992-0.00495609j 0.0386192-0.00644082j 0.041583+0.017892j 0.0344214-0.0022074j -0.021718-0.032945j 0.0273273+0.0346742j 0.0279455+0.0220782j 0.0249046-0.0311103j 0.00441382+0.0367699j -0.00486075+0.0215077j 0.0150082+0.01566j -0.0336644+0.00202616j -0.0630704+0.0534352j 0.0871251+0.0388261j -0.00368619+0.0211702j 0.0201472-0.00630494j 0.0462247+0.0508845j -0.0776889-0.0301685j -0.0274912+0.0179768j 0.0288736-0.0144004j -0.0440145-0.0464911j -0.0596234-0.00313849j -0.0101708+0.0989511j 0.012778-0.0612662j -0.022616-0.0318619j 0.0883232+0.0339634j -0.0257915+0.0769552j 0.0604597-0.072993j 0.0784813+0.0309862j 0.0589044-0.0683078j -0.0876408-0.155327j -0.0628643-0.0348907j 0.0220462+0.0848739j 0.039276+0.0385361j -0.0759855-0.0369822j -0.154626+0.010648j -0.245126-0.0311878j -0.107247+0.124631j -0.109044-0.0582369j -0.0866731+0.183558j 0.0292924-0.0157848j 0.0263329-0.12249j -0.0584728-0.1782j 0.0933487-0.0376492j -0.0189578+0.00935596j -0.0208913+0.0352363j -0.00923618+0.0055125j -0.0173696+0.0385557j -0.00595961+0.072346j 0.0267836-0.061381j -0.0937672-0.0628064j 0.0557069-0.108604j -0.067151+0.103998j -0.0586454-0.00951423j 0.069941-0.0938058j -0.083161-0.06268j 0.0412311-0.0208095j 
0.00475274-0.0145807j -0.00724242+0.00385472j 0.0361127-0.0121432j 0.0361201+0.0041565j 0.0215144-0.00142916j -0.00189892+0.028561j 0.0492984+0.0153553j -0.0242899-0.00516717j -0.0285741-0.0130318j 0.0327975-0.0143863j 0.0312242-0.00015762j 0.0119445+0.00694929j -0.0158348-0.0622367j 0.00938152+0.0331359j 0.0123832-0.044454j -0.00364186-0.0197171j -0.0236064+0.0321406j 0.0236686+0.000133057j -0.00102921+0.0298964j -0.050765-0.0408299j 0.04383+0.0185226j -0.00937382+0.0293293j 0.0276502-0.00990189j -0.0196311+0.0249198j 0.00166395-0.0280398j -0.0116601+0.00512678j -0.0227908-0.0193803j -0.00983275-0.0147933j 0.0579495+0.0166118j -0.0602459+0.04998j 0.0227695-0.00106918j -0.03806-0.0106603j 0.00428455+0.0225272j -0.0230436+0.0067605j -0.0340891+0.0239249j 0.0501519+0.0294818j 0.0268295-0.0619136j -0.0592486+0.0886667j -0.055373+0.0588564j 0.0689081+0.0111324j -0.0194896+0.0179882j 0.0325946-0.0710895j -0.0548295+0.0257405j -0.133525+0.0133603j 0.0244327-0.0750771j 0.0446636+0.167183j -0.0780777-0.0462891j 0.0168038-0.0400813j 0.0288126-0.0721279j -0.0525313-0.0620648j -0.0924962+0.1357j -0.033848-0.0781347j 0.254144-0.0397249j -0.0270887-0.0555293j -0.0391563+0.00510561j -0.142323-0.0865508j -0.251199+0.0173719j 0.057468-0.0375644j -0.290234+0.158041j 0.0452231+0.0360112j -0.190676+0.153438j -0.0812927+0.292791j 0.0755115-0.0925808j -0.107277-0.106686j 0.0303427+0.0850663j 0.127146+0.0503129j -0.0261308+0.0405155j 0.0175825+0.0040687j -0.11471-0.118862j 0.133056+0.0337693j -0.0551399-0.0175663j -0.0576237-0.0177148j 
0.0173383+0.00978511j 0.0657691-0.0554139j 0.0144318-0.0335119j -0.0801718+0.0142834j 0.0057253-0.00933627j -0.0307587-0.000284961j -0.0104227-0.0241824j -0.017866+0.0135208j -0.0326251-0.0280131j -0.0579955+0.0261815j 0.00913398+0.000784647j -0.0394064-0.0237042j -0.000739119+0.00386803j 0.0331371+0.0337226j 0.0593791+0.000968806j 0.0189198-0.0168238j 0.00221437+0.000627141j 0.02216+0.00464051j 0.026524+0.00869346j 0.0560418-0.0341559j 0.00732962-0.0183045j -0.0266482-0.00596428j 0.0551584+0.0245888j -0.0163251+0.0266081j -0.0167413+0.0488531j 0.0339767+0.0152322j 0.0162419-0.0625778j -0.0307187-0.0451836j 0.0267671-0.0577659j 0.0327597+0.0667113j -0.0280742+0.019779j 0.0280288-0.0307691j -0.0112817+0.0360763j 0.0567794-0.0326465j -0.0531367-0.022244j -0.0564465-0.0394398j -0.0823054+0.00705554j 0.0135956+0.0502982j -0.000744532+0.0302316j 0.05696-0.00895114j -0.111357+0.101618j 0.0671498-0.0464159j -0.0424245-0.0649084j -0.101206-0.0563178j -0.149274-0.0365007j 0.163715+0.134296j 0.0196663-0.123198j -0.0837233-0.00092966j -0.00644941+0.113244j 0.00540702+0.0331797j -0.072051-0.282128j -0.0167853+0.210442j 0.0252104+0.133524j -0.0606409-0.0535614j -0.0351928-0.117056j 0.0369677-0.074854j -0.015471+0.0719045j 0.0270817-0.0906867j -0.213661-0.0865985j 0.0385522+0.277229j 0.0358435+0.00388101j 0.20812-0.0642469j -0.0678163-0.0374189j 0.0799643+0.311593j 0.0471728-0.0977807j 0.160085-0.0400621j 0.0161887+0.0604455j 0.0492707-0.0140196j -0.145786+0.00515762j -0.0944781-0.0630348j -0.00954315-0.0119537j 0.0649983+0.0542576j 
-0.0175021+0.0104846j -0.00263422-0.00443865j -0.0193266+0.00147579j 0.0323358-0.00759407j -0.0185354+0.000885933j -0.0105799-0.00909105j 0.0360359+0.0309415j 0.0210741-0.0384811j 0.0160168-0.0297028j 0.0825709+0.000220376j -0.0305205+0.00223921j 0.0220947+0.0153399j -0.00936986-0.0432743j 0.00427941-0.0222877j 0.0393866-0.0118194j 0.034584-0.017966j 0.0254028+0.0032102j 0.00868915+0.00217278j 0.0669304-0.00264452j -0.0126307+0.00264234j -0.0110533+0.029067j -0.0141615-0.0140268j -0.00680557-0.0439746j -0.0152566+0.00819243j -0.00963195+0.00928723j 0.000873921+0.0303608j -0.0343258+0.00604322j 0.0181564-0.0242343j -0.0059688+0.0268393j -0.0380347+0.0120082j -0.0295338+0.000302914j -0.0400922-0.0184295j 0.0213796+0.0161374j 0.0164175+0.010355j 0.0301428+0.0171699j -0.0365576+0.0222006j 0.0850378+0.0406426j 0.00520076-0.00388036j 0.0198701+0.00401947j 0.172205-0.041247j -0.142589-0.0130872j 0.0113186+0.00910364j -0.155964+0.0946882j 0.0363511-0.0328248j 0.0430672+0.0108412j 0.095767+0.118058j 0.18855-0.154089j 0.15201-0.0631773j -0.181392-0.159653j 0.054527+0.0122599j 0.0604104+0.0900703j -0.040311+0.0735151j 0.202507+0.067185j -0.190039+0.158873j -0.112282+0.0153888j -0.0938888+0.0614854j -0.0239045-0.0387712j 0.188861-0.0242052j 0.206971+0.038849j -0.139496-0.0414226j 0.257875-0.0192354j -0.0495957-0.0768698j -0.0453255+0.0767836j 0.0176279+0.0756341j -0.0990699-0.0601425j -0.0791909+0.0488146j -0.0483508-0.0287049j -0.00607713-0.0501478j 0.073929-0.0404247j 0.0932249+0.107564j 0.0536086+0.0141395j -0.0763496-0.0347768j 
-0.000552429+0.00115151j -0.0428913+0.0268045j 0.0381977+0.0420912j 0.0474434-0.000348284j 0.0321214+0.0274279j -0.0141479+0.0249801j 0.00972996-0.050583j -0.00438134-0.0129059j 0.027569-0.0216245j 0.0112109-0.00124907j 0.0251905+0.000566665j -0.0193439-0.014812j 0.0208765-0.0234588j 0.0253745+0.00631773j -0.025938-0.0331548j 0.0305863-0.0160433j 0.00322181-0.0565966j -0.0133694-0.00123058j 0.0103935-0.0464393j -0.0139001+0.0116741j -0.0259397-0.0295931j -0.00543171-0.0341584j 0.00361295-0.024617j 0.0155893-0.0284815j 0.0339315-0.0655489j -0.000840576+0.00779854j -0.00942217+0.00657004j 3.77323e-05+0.00540829j 0.0236719+0.0456208j -0.0389627+0.00414892j 0.0146836+0.00103896j -0.0186964-0.00576324j -0.0232787-0.0446855j -0.0461799-0.0339571j -0.0356936-0.0241172j 0.0344456+0.0413981j 0.0225934-0.174331j -0.0554446-0.0505815j 0.0450013-0.0958603j -0.084248+0.0613121j 0.183649-0.0235031j -0.112136-0.0391961j 0.0181145-0.175824j -0.0903836+0.0127511j -0.028204-0.0476675j 0.0169679-0.0536591j 0.00262091+0.0990289j 0.0807626+0.0821078j 0.0829564+0.0902985j -0.0452669+0.183173j -0.041051-0.0788378j -0.0214992+0.109209j -0.0397837+0.285448j -0.102574-0.0219386j -0.0591477-0.0122251j -0.146057-0.176676j 0.110796-0.091121j 0.103089-0.121244j 0.0812706-0.0271453j 0.117946+0.140126j 0.0123454-0.0171458j 0.0617268+0.0765696j 0.012394-0.0485033j -0.115148+0.00967927j 0.0486725-0.0280092j -0.0148878-0.0140022j -0.0994372+0.0455507j 0.0160748-0.0223578j 0.0612707-0.0747042j 0.106669+0.0478701j -0.00842697-0.0153023j -0.057379-0.0697703j 
-0.00662964-0.0065515j 0.0257857-0.0147524j -0.0391481-0.00537961j -0.00201701+0.0146j -0.0277125+0.000895238j -0.00581879-0.0240396j 0.00493436+0.0373431j 0.0437403-0.0274751j 0.00858565-0.0122942j 0.0176018+0.0256752j 0.0119735-0.0237902j -0.0282397-0.0300692j 0.0483287+0.00337151j 0.0101127-0.0139283j -0.0270219-0.0561928j 0.00805849-0.00545913j 0.0587417-0.0628736j 0.0286575-0.000911925j -0.0412291-0.00339965j 0.00726047+0.0383499j -0.00226105+0.0189011j 0.0167633+0.0338504j -0.0516486-0.0231766j -0.00390889-0.0152453j -0.0873775+0.0171437j 0.00769634+0.0201413j -0.00387784-0.0558225j 0.0246875+0.00334731j -0.0653328+0.0257064j -0.0275173-0.0385373j -0.0442163-0.0565416j 0.0417712-0.0260363j 0.0261674+0.0227895j -0.0129164+0.00502235j -0.00730672-0.00796813j -0.0690571-0.0487436j 0.0199178+0.0590347j 0.0301699+0.00630196j -0.0445502+0.064786j 0.0982876+0.0345057j -0.078189-0.0510124j -0.0666452-0.066374j -0.00334176-0.0256182j -0.0313831-0.0391619j 0.0166664+0.0787187j 0.0633392+0.234328j -0.0286882-0.0652722j 0.144607+0.0217059j -0.0300855+0.0140675j -0.131357-0.0898401j -0.0043748-0.0626922j 0.0289439+0.0771764j -0.16082-0.10122j -0.0184642-0.0228085j 0.146928+0.00908102j -0.0436148-0.0390095j 0.0445182-0.0147598j -0.0151557-0.100918j 0.0291815+0.028719j 0.131727+0.12947j -0.0436986+0.0785988j 0.0540826+0.0399194j 0.00795154-0.0401317j -0.235032-0.0970497j 0.0733982+0.0163238j -0.077215-0.0117537j -0.0353-0.0425588j 0.0960572-0.0594597j 0.115557+0.122401j -0.108985+0.111853j 0.0953719+0.103737j 0.0454333-0.00665736j 
-0.0140651+0.0238906j -0.0077657+0.00197102j -0.0408328+0.00750966j -0.0186923+0.0147885j -0.026949+0.000106999j 0.00641486+0.00708996j -2.67725e-05+0.00769667j -0.00320789+0.00542884j -0.00508623-0.0196319j -0.00237881+0.0529607j 0.00967404+0.00677459j -0.010995-0.0391676j -3.56676e-05+0.0174219j -0.027091+0.00122968j -0.0214568-0.0411126j -0.0108562-0.0198377j 0.00952627-0.03944j -0.0046492+0.0178852j 0.018073-0.0121383j 0.0204728-0.0119796j 0.0226948+0.00562714j 0.0177893+0.0101708j 0.00988594+0.0538656j 0.0216672+0.00366211j 0.00324967+0.0288528j 0.0275048-0.00827301j 0.000633453-0.0101207j -0.019936+0.0197887j -0.033492-0.0564506j 0.0693926-0.0593739j 0.0139562+0.0485321j -0.0159494+0.0352114j 0.0513804+0.0109394j 0.0317044-0.0264001j 0.0432424-0.0147383j 0.0166117-0.0113502j -0.00761396-0.0169186j 0.0140883-0.0406517j -0.0535266-0.044524j 0.0508922+0.131066j 0.0158126-0.0307001j -0.0900506-0.133319j 0.0816955-0.070661j 0.0505551-0.0575386j -0.0473045-0.017097j 0.0454164-0.0622938j 0.0474848-0.158979j 0.18668-0.112921j -0.135433-0.224653j -0.128267+0.0706926j 0.0839273-0.105513j -0.115338+0.0568293j 0.0331093+0.190189j 0.0475114-0.0457492j 0.0718947-0.110785j -0.0906037+0.143763j 0.0926411-0.130553j -0.109395+0.0628991j 0.0349398+0.0543344j 0.0130511-0.150796j -0.0681251+0.0519021j -0.022063+0.0644734j 0.0518826+0.0409711j -0.0393842+0.0248304j 0.0377602-0.00624342j -0.00350663-0.0682098j 0.108221+0.0593577j 0.0124714+0.0674539j -0.0832484+0.0278064j -0.101679-0.0651782j -0.0170887-0.0106776j 0.0241413+0.100672j 
-0.0151764+0.0212167j -0.00335028+0.0143176j -0.0404583+0.0255472j 0.00685832+0.0170027j -0.018876+0.0188636j 0.0295983+0.0162494j 0.00597324+0.0188003j 0.0285054-0.0230279j 0.0109279+0.0137989j 0.0434076-0.0269517j -0.019735+0.00198296j 0.0335524+0.0497474j -0.0337892+0.0178739j -0.0150745-0.00504319j -0.00242919+0.0467239j -0.0225676-0.0140507j -0.00498387-0.0340318j -0.0105044-0.0136829j 0.0055218+0.0378846j 0.0173823+0.0217425j -0.0236138-0.0115142j -0.00222403+0.0144459j -0.0188533+0.0195843j 0.0228775-0.000393595j -0.0115421+0.0260745j -0.0058324-0.00554016j 0.0065866-0.000264332j 0.0177161+0.0219385j -0.062887-0.00238612j 0.0158862-0.0711848j 0.0170118-0.00645226j 0.00497929+0.0355597j 0.0505582-0.00413554j -0.0117164-0.0645025j 0.00398715-0.0396214j 0.0580043+0.0274607j 0.0183921-0.00856576j 0.000614613-0.103499j 0.0429871-0.0171924j -0.00589983-0.026587j 0.0767991-0.0218623j 0.0736686+0.104137j -0.198594+0.0193608j 0.0072589+0.156298j 0.05397-0.0851125j -0.109709+0.0599703j 0.0991695-0.0210937j -0.0453652+0.0221475j 0.0147343-0.0155761j -0.097835-0.140167j -0.0501688+0.0150563j -0.0796576-0.126835j 0.0578493+0.043132j -0.193153+0.100902j -0.177205+0.124527j -0.0639643+0.018948j -0.0332875-0.0468542j 0.0658877-0.386654j -0.00982963-0.0790496j 0.00940055+0.103147j -0.0782502-0.119863j -0.022518-0.0729287j -0.0288506+0.0233054j -0.0460484+0.112238j 0.0465021+0.0420069j -0.0177347+0.0362619j 0.0456448+0.0296281j 0.0746126-0.0364402j 0.0256171+0.122192j -0.0678914-0.0284362j 0.0104286+0.08582j 0.00966554+0.0595477j 
-0.0664951+0.0271365j -0.0242153+0.0339689j -0.0334433+0.0444838j 0.0350318+0.0403157j 0.0247285+0.0294472j 0.0354801+0.0379365j -0.0247087-0.0939016j -0.055017+0.00737533j -0.0398525-0.000558771j -0.0106574+0.0187704j 0.00795722-0.00610013j 0.00579949+0.0440277j 0.01582+0.00751382j 0.00379391+0.00898343j 0.000213901-0.0219599j -0.0111669-0.0324299j 0.0190553+0.0151619j 0.00225702-0.0339054j -0.00799928+0.0271016j -0.00951637-0.0100446j 0.0140425-0.0377299j -0.0659201-0.004129j -0.036405+0.0104128j 0.0284751+0.0155023j -0.0199878+0.00361706j 0.0136392+0.0265371j -0.0174356-0.00235006j 0.0132741+0.0144551j 0.0213032+0.00273833j -0.0338422-0.000885181j -0.00877436-0.00871504j -0.0263383-0.00643308j 0.109444-0.0625232j -0.0284193-0.107581j -0.0715824+0.0143203j 0.106155-0.0151869j -0.128446-0.250464j -0.197555-0.00522551j 0.10259-0.069849j -0.0836494-0.0354268j 0.113414-0.0536845j 0.0220285+0.133558j 0.184863-0.106099j 0.24717+0.0370104j -0.145739+0.109137j -0.09548-0.136923j -0.139941-0.077341j -0.0472078-0.0926883j -0.0321719-0.0628685j -0.0526069+0.0843929j 0.0815969+0.0336479j -0.149416+0.0824882j 0.143469+0.0272842j 0.00702375+0.0821916j 0.109266-0.0094742j 0.0687201+0.0312299j 0.0750198-0.0641493j 0.130969-0.00874479j 0.0031301+0.162215j 0.0338848+0.0553693j 0.0673253-0.0916386j 0.110829+0.0522551j 0.0651402-0.0568836j 0.142792+0.0229617j 0.080014+0.0294482j 0.0587356-0.0287591j -0.0910657+0.0384369j 0.0535463-0.00351041j 0.067057-0.0183047j -0.0268828+0.0237935j -0.0127875+0.053839j -0.0114813-0.0515665j 
0.0741929-0.0176236j -0.0241263+0.0585034j 0.0965726-0.0180741j 0.0430913-0.0528567j 0.0358225+0.00928685j 0.00471457+0.0090973j 0.0417255-0.0298151j 0.00377868-0.0187759j 0.0204513-0.0481331j 0.00541747-0.0162959j 0.0140592-0.0311543j -0.0039304+0.00137542j -0.00884773-0.0462488j 0.0433185+0.00648003j 0.0372728+0.011835j 0.0167058-0.0441269j -0.0126803-0.0209301j 0.0213658+0.0129052j 0.042144+0.0291344j 0.0319979+0.00406619j -0.0443852+0.0276493j 0.005831+0.00806814j -0.0272646+0.0199747j 0.0174818-0.00133087j 0.00191413-0.00220612j 0.0247075-0.0255856j 0.0320554-0.00268271j -0.00476172+0.0296686j -0.0425892+0.0369798j -0.0309977-0.0491194j 0.0961574-0.032341j 0.0215351+0.0466257j -0.0603597-0.0298503j -0.10585+0.0478169j -0.030856-0.0752296j 0.11075-0.0133507j 0.0732219-0.0974011j 0.0407305-0.125116j -0.098186+0.0114796j 0.0700517-0.0812617j 0.0406671+0.0025798j -0.104287+0.0221092j 0.0536989-0.0827172j -0.117095-0.0433104j -0.165495-0.0200166j 0.104551-0.108178j -0.056615+0.0799252j -0.0157922-0.108352j 0.170255+0.0251858j 0.256273+0.0274739j -0.0166784-0.0933057j 0.211853-0.00323772j 0.0516831-0.0126922j 0.0992464-0.0387813j 0.0832034-0.0452881j -0.15609+0.147152j -0.0593762-0.00679005j -0.0111355+0.0301994j -0.0507892-0.13109j 0.0591633-0.079308j 0.0149478+0.000342181j 0.0531928+0.0845276j 0.0598026-0.00568322j -0.092028-0.0116671j -0.0302087+0.0295052j -0.0500049+0.0370331j -0.0795578-0.0475329j 0.0690811-0.00149253j -0.00449612+0.0267174j 0.033796-0.00341297j -0.0451131+0.0239961j -0.0140546+0.00257011j 
