-0.0128+0.000983563j 0.0184692+0.054152j 0.0341499+0.0082819j 0.0669867-0.0910842j 0.00251605+0.000289744j 0.0105398+0.0382315j 0.0193979-0.0457014j -0.028261-0.0354515j 0.000994398-0.0211608j 0.0263124-0.046508j 0.025126+0.0457807j 0.00849777+0.0307106j 0.00902361-0.0804566j 0.000164624+0.00467994j 0.0222633-0.0284292j 0.0677533+0.0452172j -0.00898355+0.0195161j -0.0361071-0.0193775j -0.0116569+0.00191389j -0.0115361-0.0763329j -0.000346763+0.0149671j 0.0196395-0.0435169j 0.094343-0.00449982j -0.0175064-0.0319572j 0.0331434-0.00458175j 0.0244254-0.0547021j 0.00383285+0.0282163j -0.02024-0.0434129j 0.0621451+0.0534227j -0.00290904+0.0291683j 0.0240514-0.00549587j 0.0111017+0.111946j 0.0528666+0.0421266j -0.00801008-0.0515658j 0.0169592-0.00717676j -0.00782571+0.0129842j 0.0105823+0.0128999j 0.0329517-0.0448741j -0.00145199+0.0111267j 0.00929553+0.0160563j -0.000262436-0.0174506j -0.0300451+0.0208506j -0.0235981-0.0208312j 0.0158596+0.0121974j -0.00128586+0.0383133j -0.0162412+0.0502749j 0.0167402-0.00142792j 0.0144313-0.0198729j 0.0233385-0.0243412j -0.032324-0.0654898j 0.060223-0.0615395j 0.0484439+0.00905556j -0.0508179-0.0759965j 0.0256541+0.0241964j 0.0741315+0.0219004j -0.0446879+0.0551653j 0.0567466-0.00729791j -0.0195588-0.109673j 0.0466039-0.0767955j 0.0552436+0.0713451j 0.00434533-0.0210837j 0.0777405+0.0236289j -0.0124773+0.0159028j -0.00351111-0.00743539j 0.0210807+0.0541029j -0.0532973-0.0677682j -0.0326081-0.0284166j 0.0987432-0.0368045j 0.138019+0.138455j -0.0808586+0.0352005j 0.140453+0.211319j 0.050853-0.0272177j 
0.00855369-0.0158987j -0.00254973+0.00834306j 0.00610305+0.0132637j 0.0111647-0.00530619j 0.0087509+0.00358206j -0.00132709+0.00225845j 0.000903014-0.00724324j 0.0115855-0.00284277j -0.000453384-0.00766487j 0.00683415+0.00625051j -0.00311738-0.00346106j -0.0105431+0.000662864j -0.0011258-0.00449703j 0.00644678+0.00229447j -0.0185184-0.00670607j -0.00167677-0.00528012j -0.00416968-0.010801j 0.000217042+0.00630102j 0.000595757+0.0136664j 0.00463692+0.00175475j 0.00150768-0.00210516j 0.00642242-0.00600849j 0.0063265-0.00310414j 0.00121689-0.00457703j 0.011811-0.000922647j -0.000209259+0.00259038j -0.00440119-0.00608607j 0.00142416+0.00290638j -0.00329583+0.0024964j 0.000901139-0.00248144j 0.00803133-0.00316385j 0.00649564+0.0105807j -0.00773138-0.00117456j -0.00981842+0.000381972j -0.00315192+0.00765218j -0.00978219-0.000218338j 0.00783868+0.00375752j 0.00632639-0.00142028j -0.00735672-0.000789766j -0.00568155-0.00504313j 0.000822605-0.0152061j 0.00188708-0.00797692j 0.0176111+0.00466299j -0.00210227-0.00243638j 0.00962429+0.00872764j -0.00652888-0.013701j 0.0096702-0.00673353j 0.0079141-0.0235865j 0.0112809-5.27786e-05j 0.0126026-0.00779698j -0.00571531+0.00134378j 0.00590285+0.00285371j 0.0103375-0.00363156j 0.00606279-0.00652761j -0.000214168+0.00238164j 0.0139672-0.00399382j -0.0161444-0.0228674j -0.00487354+0.000464327j 0.000253193-0.00721238j 0.000466761+0.00101958j 0.00693206-0.00714403j -0.00122125+0.000483486j -0.00332829-0.000439867j -0.0120345-0.0117353j -0.00332493+0.00499047j -0.00117452-0.00472298j -0.00235307-0.00117136j -0.00895741+0.00403792j 0.00128182-0.00180971j 0.00387534+0.00132343j -0.00272011-0.00635843j 0.00127796+0.00260108j 
0.00806615+0.00154164j 0.00595714-0.00336088j -0.0144493-0.0017748j -0.00670367+0.0221066j 0.00094157-0.00214925j 0.00534551+0.0129384j 0.00305382-0.00614378j 0.010592-0.00177144j -0.00788671-0.00196639j 0.00112216-0.0126031j -0.0113523+0.0111478j 0.00244178+0.00743942j -0.0184123+0.00540753j -0.00491904+0.0101564j 0.00995817+0.00585215j 0.00478717-0.0187305j 0.00464606-0.0161939j 0.00135756-0.0086579j -0.0113063-0.0169837j 0.00685426-0.00551119j -0.00884915-0.00853803j -0.00439081+0.00640539j -0.00261503-0.00070088j 0.00398994-0.00188782j -0.00116852+0.000928536j -0.00765428+0.00166301j 0.0026671+0.000575929j 0.00953671-0.00995781j -0.00246894+0.00873155j -0.00118064-0.00048168j 0.00284332-0.00157605j 0.00321967+0.00611964j -0.000363312+0.00209854j -0.00556287+0.00568911j 0.000604151-0.00239786j -0.00207372-0.00232531j -0.00807023+0.00685205j 0.00519594-0.000251102j 0.000916545-0.0011701j 0.00732307+0.00127116j -0.0111449+0.00969537j 0.00966823+0.000916393j -0.00322871+0.00708314j 0.00113077+0.00557574j 0.00117619-0.00422621j -0.00354642-0.000627081j 0.00455949+0.00494923j 0.00448827+0.0100672j 0.0102471-0.00777327j -0.0118027-0.00140624j -0.00537795-0.00412291j 0.00142075+0.00369575j -0.00358724-0.00177628j -0.00125402-0.000900367j -0.00638425-0.00701012j 0.000867748-0.00492843j -0.0020483-0.00383815j 0.00177952-0.00672063j 0.0043712-0.00343743j -0.00180339-0.000341654j -0.00448714+0.00413504j 0.00623599-0.00146553j -0.00285378+0.00123769j -0.00317597+0.00494102j 0.00304822-0.00382278j -0.000498012+0.00216747j 0.00414246-0.00763114j 0.000827931+0.0028639j 0.00144647+0.00105374j -0.00778472-0.000514813j 0.00406661+0.00245039j 0.000779613+0.00261147j 
-0.000155926-0.0071108j 0.0138607-0.0174783j 0.000420257-0.0180522j -0.0137008+0.00851767j 0.00529977-0.00672614j -0.0029429+0.00373663j 0.00683077+0.00270324j -0.00930329-0.00402741j -0.00260902-0.00309931j 0.00470965+0.00756724j -0.0109205-0.00180031j -0.00682381-0.00530144j 0.0131116-0.0108312j -0.00721251-0.00140801j 0.00439403-0.0088031j -0.003328+0.0031366j 0.00150742-0.00942705j 0.00362637-0.00406935j 0.0109389-0.00305349j 0.00129731-0.00148831j 0.00979876-0.0031053j 0.00244711+0.00735932j 0.00168743-0.00173731j 0.00385711-0.00275526j 0.00109451+0.00476831j 0.00651726-0.00701572j 0.00148028-0.00365208j 0.000916772-0.000726097j -0.00183365-0.00177812j -0.0042608+0.0112922j -0.00154113+0.00108725j 0.00303424-0.00957466j -0.00508314+0.0024143j 0.0047481-0.00259442j -1.90836e-05-0.00849521j 0.00988845+0.00638938j -0.00299295-0.0154361j -0.0113575+0.00617239j -0.00947004-0.0079172j -0.00975017-0.00574087j 0.00461507+0.0148309j 0.000766999-0.0262009j -0.00778423+0.00322625j -0.000208159-0.0101905j -0.00819259+0.00688909j -9.34171e-05-0.00824625j 0.00378929-0.00350008j -0.00974959+0.0166449j -0.0195717+0.0100636j -0.00526857-0.00251597j 0.000762004-0.00265279j 0.00828066+0.00123199j 0.0198445+0.0126433j 0.000944615+0.0115476j 0.00206559+0.0159659j -0.014962-0.000742855j 0.00599435+0.00732665j -0.00260199+0.00331214j 0.00498632+0.0181755j 0.0146054-0.000737394j -0.0105239+0.00400638j 0.000747072-0.00915501j 0.000376447+0.00905779j 0.00733447-0.00137975j -0.000377289-0.00923426j 0.00694908+0.00306737j -0.0102411-0.00944959j 0.00610789-0.00247458j -0.00972673-0.00617514j -0.000849458+0.00392207j -0.00746044-0.00654614j -0.00219501+0.00176942j 
-0.00562944+0.0022983j 0.00837847-0.003303j -0.00525615-0.00465771j 0.00157038-0.00486259j -0.00994715+0.000962848j -0.00132186-0.00934544j -0.00878174+0.00375946j 0.00294469-0.00150963j -0.00402217+0.00285392j -0.00294911-6.86238e-05j 0.00670354-0.0115868j -0.00260931-0.00054756j -0.00192339+0.00487412j -0.00585094+0.00362427j 0.0115647+0.0102876j -0.0012843+0.00512763j -0.00814198+0.0136155j -0.00466743+0.00497789j 0.00486111-0.00350261j -0.00435828+0.00494842j 0.00525463+0.00285392j 0.00621889+0.0107096j 0.00481938-0.00892641j -0.00220027+0.00276924j -0.0060093-0.00647651j -0.00196196-0.00273314j 0.00610614+0.00269574j -0.00589516+0.00229963j 0.000454039-0.00690638j 0.0025053+0.00895723j -0.000255891+0.00157094j -0.00560565-0.00389469j -0.00140066+0.00355391j 0.00587835-0.00282927j -5.97823e-06-0.00467205j 0.00622885-0.00141017j -0.00777276-0.00672113j 0.00823586-0.000465951j -0.0078673-0.00373259j -0.00425935-0.00472778j -0.00207315+0.0142437j 0.0106378-0.00852868j -0.000485949+0.015967j 0.00339502-0.00601073j 0.00931508-0.00729943j 0.00383083-0.00638305j 0.0111008-0.00228985j 0.00293955-0.00358245j -0.00631428-0.00558454j -0.00738859-0.006663j 0.00437684+0.00349211j -0.00720207-0.00638897j 0.00851419-0.00455406j 0.0059473+0.00404345j -0.0057799-0.0025594j 0.00866717-0.00669956j -0.0039382-0.00215817j 0.0025517+0.00556694j -0.00292425+0.00132244j 0.0066305+0.00333812j 0.00126566+0.00272535j 0.00375301-0.00493461j -0.00379463-0.00587258j 0.00117367-0.00483223j 0.00563461-6.21885e-05j -0.00389893+0.00115078j -0.000152848-0.00681706j 0.000563701-0.00052148j 0.0007779-0.000252372j -0.015807+0.00286583j 0.00197733+0.00164205j 0.00107678-0.000384189j 
-0.00556212+0.00449456j -0.00656562+0.00380712j 0.0150918+0.0167816j 0.00804165-0.00377445j -0.0014588+0.00931634j 0.0112511+0.00675113j 0.00237233-0.00185266j -0.000364447+0.00283338j 0.00835132-0.00701622j 0.000840598-0.00209159j -0.00883009-0.00763153j -0.00641149+0.00260783j -0.00841871+0.010082j 0.00700181-0.00420189j 0.00649058-0.00332031j 0.00207445-0.0140019j 0.00491172+0.00516679j 0.0129867+0.00802012j 0.000397057-0.000648917j 0.0125276-0.00370166j 0.0057769-0.0043098j -0.000649062-0.00486057j -0.000904155-0.00549555j 0.00820043+0.0108486j -0.000529263+0.00188103j 0.00362037-0.00087291j -0.00441866+0.000102085j 0.00275301+0.0037101j 0.00560575-0.00201164j 0.00257925-0.00431641j -0.00484499-0.00191702j -0.000935122-3.00017e-05j -0.00201011-9.10371e-05j -0.0040872-0.00308625j -0.0135996+0.0121817j -0.0013782-0.00317634j 0.00789526+0.0070465j -0.00273685-0.022523j 0.00403203-0.00572793j -0.010179-0.0134026j 0.011895-0.0141215j 0.00692881-0.0159151j -0.0188772+0.00316238j -0.0137599-0.0182796j -0.00703175-0.00937239j 0.0214876-0.00770995j 0.00371381+0.00228138j -0.0057919+0.0150576j -0.00536137+0.00796784j -0.00522956+0.0124616j 0.00593064+0.00355917j -0.0231965+0.00360427j -0.000319856+0.00195308j -0.00530215+0.0161109j 0.0135293+0.00478242j 0.00182621+0.00307498j -0.0145366+0.0050899j -0.000367397+0.0144771j -0.00926712+0.00953115j 0.00192429-0.00770823j 0.00701663-0.00594472j -0.00937127+0.0047777j 0.00134309+0.00303441j -0.0054678-0.0045289j 0.00351122-0.00365022j 0.0041329+0.00403787j -0.00406701+0.0102403j -0.000317928-0.00408937j 0.000692432-0.00370664j 0.0139311-0.00144173j -0.00467271-0.00432365j 0.00136932+0.00595113j 
0.0197336-0.00164897j 0.00118505+0.00705441j -0.00217088-0.0118284j -0.010586+0.00627691j 0.00381603-0.00853032j -0.010824+0.00184827j -0.0021033-0.00378277j 0.00869367+0.000576623j -0.00301669+0.000218202j -0.00921229+0.00810225j 0.0101439-0.00880961j -0.00636989-0.00685934j 0.00296967-0.00560796j -0.00420643+0.00554529j 0.000517675-0.00341222j -0.00382766-0.00934021j -0.00273712-0.00117089j -0.00742296-0.00188576j -0.00336429+0.00459558j 0.010898+0.00732713j -0.000742792-0.00215884j 0.0124253+0.0076132j 0.00239329-0.0101882j 0.00718948+0.00199032j -9.01812e-05-0.00184672j -0.00262801+0.00280278j 0.00600692-0.00925928j 0.00902874-0.00127885j -0.00475376+0.00516582j 0.00146465+0.000763022j -0.000661932+0.000700696j -0.00127099-0.00271384j 0.00258517+0.00194951j -0.00488777+0.00336966j 0.00725618-0.00130663j 0.00980795+0.00459199j 0.00140113+0.00578774j 0.0048991+0.015876j 0.00538635+0.0139114j -0.00217518-0.00516085j -0.000946004+0.0103567j 0.00904457+0.0103343j -0.0182386-0.000456668j 0.0106488-0.00171928j -0.00594855+0.00474767j 0.0104629-0.00273526j 0.0117646-0.00387739j 0.00432993+0.00190092j 0.00392377+0.00839752j 0.00228031-0.00660251j 2.11207e-05+0.00219804j -0.00796687-0.000123552j -0.00555884-0.00440026j 0.000927162-0.00575119j -0.00522201+0.000725116j 0.00368894-0.000786336j 0.00363561-0.00849272j -0.000516124+0.00476428j 0.00492231-0.00308968j 0.00378677+0.00548306j -0.00126857+0.0037786j 0.000207107+0.0167897j 0.00281724-0.00289144j 0.000761845-0.00669388j 0.001326-0.00148916j -0.00203041+0.0030896j 0.00426748+0.00136467j -0.00150817+0.00112698j -0.00359611-0.0034047j -0.00349947+0.00415653j -0.00267144-0.00407681j -0.0014021+0.000987989j 
0.00429477+0.00368063j -0.00117106+0.00093562j 0.0111251-0.00343987j -0.00253939-0.000541508j -0.00973549+0.00561075j -0.00228674+0.011151j -0.00301501-0.0120583j -0.0051706+0.00878572j 0.00812171-0.014968j -0.00595324-0.00503411j 0.00574767-0.0115631j -0.0111424-0.00689674j 0.00298709-0.00630345j 0.00118673-0.00573905j -0.00680825-0.011631j -0.00634063+0.0086463j 0.00988545+0.00496173j 0.00221465+0.00323234j 0.00261001+0.00645483j -0.0033272+0.00400225j 0.00841628-0.00830327j -0.00115809-0.00395964j -0.000782686+0.00772109j 0.0119109-0.000112593j 0.00819129+0.0115812j -0.000431829-0.000652102j 0.00121668-0.00425581j 0.00741872-0.00370203j 0.00478922+0.00414431j -0.00862991+0.000576514j 0.00118994-0.00927187j 0.00356635+0.000973558j -0.000957759+0.00688309j 0.00463154-0.00412544j -0.00315495+0.00186503j -0.0013104-0.00244077j 0.00112363-0.00623828j -0.0125904-0.00908797j -0.000239501-0.00719533j -0.00381899+0.00287695j 0.00846262-0.00187242j -0.0147179-0.0118184j -0.000479372-0.0168507j 0.00206959-6.34258e-05j -0.0173694+0.0178606j -0.00778177-0.011485j 0.00257692-0.0137856j -0.00469297-0.00505075j -0.0153739+0.00906915j 0.00674848+0.0186777j 0.0110969-0.00128101j 0.0177445+0.00429296j -0.0132361-0.00402392j 0.000504189-0.0072867j -0.000558801+0.0130235j -0.0108143-0.0036203j 0.0017416+0.00306842j -0.00106932+0.00751269j -0.00115422+0.00360096j 0.00276217+0.0141258j 0.00448614+0.00574137j 0.00408649+0.00403885j -0.0046335+0.00490132j 0.00271858+0.000223512j 0.00813256+0.00666993j 0.00228616-0.000479115j -0.00546845-0.000423516j 0.00669541-0.000526155j 0.00259184-0.00106649j 0.00312772-0.00323037j 0.00183166+0.00220736j -0.0022138-0.00187491j 
-0.0024815+0.00365665j 0.00216713+7.9263e-05j -0.00867402-0.00806775j -0.0121829+0.0054288j 0.00186599-0.0122089j -0.00912976-0.00187369j -0.0072679+0.00367988j 0.00768941-0.00977204j -0.0118337+0.000558813j 0.000177132+0.00629935j 0.0120123-0.00299265j -0.00261228-0.0148484j -0.000230519-0.000409139j -0.00696535+0.00595907j -0.000993512+0.0132111j 0.0116448+0.00426662j 0.0165175+0.00614746j -0.00363503-0.00243585j 0.0071531+0.00202338j -0.0062564+0.00898625j 0.00403516+0.00796488j -5.81038e-05+0.00545724j -0.00786865+0.0015023j 0.0057222-0.000256193j -0.00223013+0.000623116j 0.00283045+0.000742188j 0.00688396-0.00236599j 0.00860956-0.000917644j -0.00229698+0.00790939j 0.000105903-0.0100145j -0.00241844+0.00879801j -0.0052376+0.0078615j 0.0130611-0.00318379j 0.00400589-0.00736473j 0.00435845-0.0031489j 0.00819+0.00178006j -0.00508321+0.00664532j 0.00279608+0.00186683j -0.00296156-0.00311798j -0.00641075-0.00988315j -0.00360998+0.00384612j -0.00456177-0.0184986j 0.00506413+0.00676413j -0.00681074-0.00195259j 0.01623-0.00967599j -0.00888822+0.00112998j 0.00519861-0.00410927j -0.00412888+0.00933744j -0.00287928-0.003369j 0.00329201+0.000900765j 0.00500927+0.00506416j 0.00525568+0.000832328j -0.00182656+0.0120168j 0.0134464+0.00663433j 0.0150833+0.0107059j 0.00834079+0.00141454j -0.00442183+0.00176951j -0.000194199-0.00657959j -0.00531964+0.00789827j 0.00647955-0.00198615j -0.00815282+0.000607261j 0.00217843-0.00648975j -0.000132575+0.00379246j -0.0136331+0.0083299j -0.00213036-0.00336726j -0.0016222-0.00291827j 0.00858965+0.0015861j -0.0045028+0.00284037j 0.00143054+0.00307897j -0.00436816+0.00227867j 0.00358923+0.00255388j 0.0047735+0.00139134j 
0.011004+0.00416101j 0.0158877-0.00108865j 0.0151863-0.00476608j -0.000684288-0.00446852j -0.0146958+0.0158319j 0.00772345+0.00271866j -0.00224958-0.0057037j -0.0072594+0.00699501j 0.00641357-0.0108374j 0.00128931-0.0160508j 0.00227335-0.00924573j -0.0114626+0.0166274j 0.00138744-0.00492413j -0.00404464-0.00341459j 0.0097724-0.00131592j -0.00199374+0.00213866j 0.000711529+0.00599248j -0.00500914+0.00229442j -0.00142946-0.0108973j -0.00106791+0.0117712j -0.0100176-0.00774136j 0.000537923-0.00457354j 0.000473183-0.00681691j 0.00673343-0.00247216j -0.00178812-0.00132825j -0.00811253-0.0018705j 0.0114465-0.001704j 0.000530355+0.00189814j 0.00809072-0.000638197j -0.00446994+0.00974881j -0.0020066-0.00701997j -0.00307763+0.000112007j -0.0080914+0.0180276j 0.0149576-0.00155896j -0.0106632+0.00075425j 0.0124122-0.00130937j -0.00417078+0.00073201j 0.00424386+0.000876719j -0.00350129+0.00142984j 0.00226019+0.00694788j -0.00583306+0.00712428j -0.0104495+0.00771241j 0.00931128+0.0111249j -0.0096146-0.000815553j 0.00242919-0.00792111j 0.00105463+0.00599002j 0.0114142+0.0133994j 0.00718519-0.0101826j 0.00675054+0.0037564j 0.000101432-0.000297191j 0.00508745-0.0133885j 0.00961772-0.00446525j 0.00986847-0.00347456j 0.00782221-0.00504418j -0.002884-0.0142035j 0.00850598-0.0108184j -0.00605167-0.0100867j 0.00599997-0.00417101j 0.00129087-0.00464382j -0.000557974+0.000839242j -0.00668313+0.00734838j -0.00234266-0.000901173j 0.00270884-0.00715649j -0.00388473-0.00683939j 0.00209402-0.002144j 0.000906792+0.00251271j -0.00372504-0.00055994j 0.00448145-0.00756706j -0.00191436+0.00492503j -0.010404+0.000410397j 0.00209894+0.00512654j 0.00334639-0.000981495j 
-0.0056657+0.00322852j 0.00215096-0.0126428j 0.0145402-0.00380411j -0.00243608-0.00360701j -0.00137564-0.00133003j 0.00346808-0.00713911j 0.00364065+0.00385541j -0.00436326-0.00943348j 0.00890972-0.00174978j 0.000355254+0.00249458j -0.00146402+0.00307627j -0.00150293+0.00540958j 0.00834387-0.00891758j -0.00685684+0.00435716j -0.000241404-0.00864716j -0.00289224-0.00764947j -0.00118025-0.0102077j -0.00309972-0.00775734j -0.000619633-0.00310622j 0.00815886+0.00628705j -0.000770728+0.00636916j 0.000650514-0.00080304j -0.00256526-0.00786567j -0.00200131-0.00385269j 0.00339549-0.00142892j 0.00513766+0.00190487j 0.00286818+0.00083851j -0.00409213+0.00911531j 0.00276237-0.00499839j 0.00201207-0.00856467j -0.00339712+0.00591707j -0.00337743+0.0078416j -0.0029297-0.00638996j 0.00127429-0.00773411j -0.00835009-0.00398058j 0.00246283+0.000280714j 0.00215635+0.0122043j 0.00620002-0.00257599j 0.00706358+0.00175721j 0.00161198-0.002904j -0.000465175-0.00129459j 0.00590754+0.00652988j -0.00910148-0.00551211j -0.00544101-0.00373884j -0.00623738-0.0097175j 0.0122805+0.00191866j 0.0173608-0.00864194j -0.00674213-0.00302929j -0.00377152-0.00605915j 0.00332387+0.00134938j 0.00557741-0.00725259j -0.00822904+0.00637092j 0.00207827+0.021635j -0.00854674+0.00341698j -0.000156469+0.00981889j -0.00392657+2.07996e-05j -0.00260509-0.00661613j -0.010296+0.00360545j 0.00700786+0.00400335j 0.00862523-0.00352369j -0.000347073-0.00510016j -0.0101405+0.00206649j 0.000996961+0.00604772j 0.000715977-0.00455593j -0.003358-0.000119835j 0.00434957+0.00357678j 0.0033673+0.00827856j -0.00668702+0.000358088j -0.00120839-0.00131589j -0.001049-0.00609151j -0.00455137+0.00211494j 0.00898901+0.0128893j 
-0.00145598+0.00808025j -0.011664-0.00565398j 0.0111568-0.00588083j 0.00470334-0.00136282j -0.00389354+0.00248052j 0.0082175+0.00659815j 0.00990712-0.00382806j -0.00938984+0.00181894j 0.00832652-0.00665483j -0.00846148-0.0170112j -0.00202949+0.00389979j 0.00354817+0.00223214j -0.00300037-0.0117006j -0.00516842+0.00623827j -0.00543513-0.0130701j -0.00892651+0.000736566j -0.0104899-0.00672402j 0.00354072-0.00125575j -0.00459817-0.00199702j 0.00169741-0.00335142j 0.00910739+0.00235705j -0.00997178-0.0016979j 0.00390805-0.000940644j -0.000627916+0.00199075j 0.00276794+0.00154391j 0.0113399+0.0015976j 0.00574734+0.0010845j -0.00373308+0.0120646j -0.00226827-0.00432706j -0.00417271-0.00624557j 0.00302184-0.00365218j 0.00341541+0.00695188j -0.00812713+0.000188156j 0.00549583+0.00847745j -0.00642928-0.00039643j 0.00155178-0.0110151j 0.0077796-0.00518603j -0.0128442+0.0046729j -0.00174212-0.00169842j 0.00249269+0.00307173j 0.0128537+0.000778073j -0.00931229+0.00274514j 0.00731048+0.00317932j 0.00211734+0.000430677j -0.014109+0.0117622j -0.00815555-0.0114405j -0.00819516-0.00685471j 0.000150418-0.0129207j -0.00658942-0.000281236j 0.0145189+0.00408264j 0.00780716+0.00477887j 0.0214394+0.00353458j 0.00554892+0.00387283j 0.00380195+0.00146973j -0.00785345+0.00200111j -0.00697707-0.00209529j 0.000905873+0.00111104j 0.00072377+0.0066756j 0.00214458+0.003123j -0.00612129+0.0112892j 0.00374688-0.00477268j -0.00246174-0.003j 0.00507914-0.00830381j 0.00322266-0.00585677j -0.00188781+0.00197537j 0.000290304+0.0109185j -0.00942018-0.00478389j 0.0046279-0.00804341j -0.00278886-1.07203e-05j 0.0068134+0.00390871j -0.00411978-0.00566309j -0.00552793-0.007273j 
-0.0154155+0.00882558j -0.0128734-0.011169j 0.00250365+0.0017103j 0.0134107-0.00290314j -0.00538796-0.00367562j 0.00627791-0.00576465j -0.000392558+0.00441255j 0.00491789-0.00531513j 0.00921121+0.000881873j -0.0120328-0.00614807j 0.00461496-0.0025045j 0.0111526-0.0105224j -0.00763163-0.000453557j -0.0042842+0.010177j -0.00419976+0.00234856j -0.00181708+0.00839389j -0.00315485+0.00594569j -0.00225461+0.00965811j -0.0039912+0.00938921j -0.000630554-0.00392632j 0.0134704+0.0107362j -0.00631442+0.00653617j 0.000856733+0.00077559j -0.00472278+0.00642143j -0.000915274-0.00352617j 0.00914356+0.00164772j 0.00417859+0.00524232j -0.00444073+0.00714763j -0.00394671-0.00674375j 0.000407417-0.00591847j 0.00236855+0.000615245j 0.002318+0.00662548j -0.00352691-0.00482992j -0.00673636+0.00119669j -0.00107323+0.00401648j 0.00102157-0.0121946j 0.000503253+0.0110716j 0.00830179-0.00563785j 0.00811491+0.00252348j -0.00279739+0.000476755j 0.00558608-0.000967126j 0.00561132+0.00813367j -0.0173944+0.00815701j 0.000203163-0.000327058j -0.00157597-0.0124029j -0.00336393+0.00124364j -0.011867-0.00713019j -0.00988275+0.0193564j 0.0125676-0.00712524j -0.00794655-0.00981182j 0.00739755-0.00429043j -0.00326374-0.00723233j 0.00208544-0.00262536j -0.00631155+0.00466855j 0.00353988-0.00328134j -0.00257834+0.00207417j -0.0034017+0.00335776j -0.005742+0.00630381j 0.00150874-0.00085098j -0.00552554-0.00279234j -0.00322689-0.00124405j -0.0013679+0.00378552j 0.00540703+0.000698683j 0.000146366-0.0048271j 0.00545986+0.00337439j -0.00446679+0.00380047j 0.00285724+0.00401601j 0.00531264-0.00682051j 0.00193253+0.0058964j -0.00319549-0.00207544j 0.00346681-0.000639443j 0.000490531+0.000644277j 
0.0109163+0.0113099j -0.0202519-0.00216183j 0.0128294-0.00377115j 0.00715749-0.00252121j -0.000860952+0.00347109j -0.00205169+0.00442995j -0.00376389+0.00223215j -0.00107583-0.00883228j 0.00156258-0.008785j -0.0131877-0.00126069j 0.00866542-0.00701685j -0.00346329-0.00572679j 0.00266065-0.000994786j 0.000373676-0.0012009j 0.00340637-0.00613788j -0.00398918-0.00284904j -0.00733146+0.00208346j 0.00101085+0.0017818j -0.000251538+0.00832807j -0.000301838+0.00749338j 0.00400168+0.000251134j -0.00221604-0.00137418j -0.00496962-0.00645238j 0.00621432+0.00334278j 0.000507997+0.00810206j 0.0136814+0.00334532j 0.00125069-0.00553612j -0.004395+0.0120066j -0.00348665-0.0027262j 0.00322732-0.00420817j -0.00532647+0.00157966j -0.0030062-0.00487773j -0.00371699-0.000341579j -0.00577417+0.00741361j 0.00186764-0.00738749j -0.00703369+0.00810815j -0.0108129-0.00198335j -0.000713607-0.000309486j 0.000783479-0.00171587j 0.0114087+0.00880905j -0.0130598+0.00931732j 0.0137906+0.0127174j -0.00631676+0.00388157j 0.000210029+0.00826933j -0.00429092+0.00679606j 0.00978437-0.0148646j -0.000401578+0.000529218j 0.00712512-0.00255061j 0.0145409+0.00177042j -0.00762488-0.00586603j -0.0307148+0.000686541j -0.00578804+0.0107085j 0.00798471+0.00928356j -0.00848585+0.00494042j 0.00114874-0.0125533j -0.0108812-0.000789579j -0.000135651-0.00296687j 0.0108017+0.00147074j -0.00146602+0.00222458j 0.00390431-0.016581j -0.00155102-0.00104347j 0.00170414-0.00473384j 0.00307771-0.00339373j 0.0027881-0.00156746j -0.00491929-0.00660582j 0.00669184-0.00374282j -0.0110689-0.00348833j -0.00253655+0.00560489j -0.00315165-0.0113124j 0.0012451-0.000319965j -0.00737351-0.00410184j -0.000951627+0.00714048j 
