-0.0035108-0.00324596j 0.00319-0.00409378j 0.00054045-0.00515213j -0.00397718-0.001613j -3.78579e-05-0.00176184j -0.00233735+0.00258335j 0.0045407+0.00225467j -0.000617234-0.00401871j 0.000576035+0.000288197j 0.000190376+0.00134357j 0.00103492+0.00199155j -0.00593475+0.00159837j -0.000719946-0.00408519j 0.00185663+0.00248887j 0.0013682-0.000306214j -0.00121676+0.000164511j -0.000951044+0.00104612j -0.000547775-0.00027462j 0.00213723-0.00260951j -0.00145297-0.000517389j 0.000610813-8.63499e-05j 0.00163246+0.00123875j -0.000340376-0.00418838j 0.00221131+0.000336862j -5.58149e-06+0.00183872j -0.00164911+0.000247288j 0.00117641-0.000437841j 0.000449732+0.00030286j 0.00131781-0.000324545j 0.000203989+0.00144328j -0.00187592+9.81007e-05j -0.000679045-6.09665e-05j 7.30482e-05+0.00110928j -0.000936164-0.000124978j -0.0010232+0.000239639j 0.000500943-0.000484269j -0.00141333-5.5798e-05j 0.000648544+0.00112119j -5.13668e-05-0.000211925j 0.000589351+0.0011757j -0.000641531-6.22822e-05j -0.000271417+0.000848108j 0.000364967-0.000848477j -0.000297993-0.000404566j -0.000558231-0.0005611j 0.000701956+0.000628199j 0.000179416+0.00149704j 6.57788e-05-0.000323176j -0.000604364+0.000412508j 0.000152037+0.00060018j 4.95607e-05-0.00100972j -0.000724671+0.00107009j -0.000200421-0.000385526j 0.000718847-0.000892675j 0.00160213-0.000837603j -8.97789e-05+2.83945e-05j 0.000317171-0.000140389j 0.00312347+0.00330832j 0.00135245-0.00461616j 0.00132479-0.000954494j 0.000947035-0.00186469j 0.0034287+0.00265902j -0.00279442+0.00123366j -0.00184621+0.00270326j 0.00322428-0.000825018j 0.00248372+0.00379178j -0.00144504+0.000409395j -4.29026e-05+0.00361511j 0.00210616-0.00234067j 0.00225994+0.000504349j -0.00059343+0.00144796j 0.00200047-0.00122176j -0.00188303-7.27534e-06j 0.000400712-0.00377663j 0.00349286+0.00274028j 0.010538+0.00532162j 0.00533733-0.0117578j 
-0.000227933-4.33586e-05j 0.000214602-0.00119249j -0.00142711-0.00035234j 0.00110173+0.00290413j -0.00172469-0.00247423j -0.00233526+0.00087809j -0.0033038+0.000635082j -0.00186404+0.00201172j -0.00151087-0.00200932j 0.00205035-0.000214389j -0.000909415+0.00274897j 0.00116356+0.00134349j -8.77529e-05+0.00363794j 0.000516221+0.000520391j 0.000906602+0.000199557j 0.0011455-3.41738e-05j 0.000778737-0.000371553j 0.0016235-0.000140892j -0.00128064+0.000541143j -0.00163566+0.000672405j -0.00249299-0.00157144j -0.0035167-0.00217207j -0.00062849+0.000475251j -0.00248528-0.00127196j -0.00141713+0.0011256j -0.000443251+0.000713683j -1.90248e-05+0.000668698j 6.72225e-05-0.00242087j -5.0916e-05-0.000185188j 0.0012929-0.00242939j 0.00293239+0.000225939j 0.00120498-1.30001e-05j 0.000290529-0.000151198j 0.00187521-2.24213e-05j -3.51611e-06-0.000119016j 0.00060461+0.00222913j 0.000673527+0.000605219j -0.00122099-0.000371697j -0.00061631+0.00179497j -0.00255678-0.000817144j -1.16133e-05-0.00156533j 0.00162955-0.00223844j 0.00175027-0.000623016j -0.000979841+0.000491926j 0.00155915+0.00181763j -0.00366623+0.000900368j -0.00153171-0.00212622j -0.0017615+0.00182688j -0.00163592-0.0037445j 0.000617749-0.00245317j 0.00441321-0.000562087j 0.000835807-0.0010981j 0.00213469-0.0026998j -0.00159399-0.000704262j 0.00211647-0.00411981j -0.00105856-0.000150777j 0.0036881-0.00441636j -0.00374311-0.00141827j -0.00387015-0.000656564j -0.00464734-0.000525312j -0.00309589-0.000839206j -0.000440152-0.00289396j -0.0011725+0.00287801j -0.00126853+0.00117992j -0.00328003+0.00266047j 0.00241648-0.00496609j 0.00367876+0.00187719j -0.00309941-0.00251774j -0.00241296-9.57829e-05j 0.000736374-0.00466612j -0.000602127-0.00297845j -0.00472519-0.00212203j -0.00205285+0.00319298j -0.0046541+0.00244399j -0.00318323-0.00699898j -5.16994e-05-0.0018805j 0.00111941-0.00159919j 
0.00241731-0.000548027j 0.00170523+0.000928746j 0.00203164-0.000524558j 0.000956392-8.23708e-05j -0.000185707+0.000232919j 0.0016305+0.00129533j 0.00119458-0.00129995j 0.00229125+0.000523584j -0.00248202-0.00163661j -0.000583104+0.00201288j 0.000982068+0.000300331j -0.000438295+0.00159267j 0.0011486+0.000449489j -0.00101588-0.0029156j -0.00144367+0.00203196j 0.000580216+0.00139431j 0.00134267+0.00131146j 0.00174184+0.00315364j 0.00333697-0.000932885j -0.00132058-0.00274393j -0.00120402-0.00151642j -0.000377046-0.00129331j -0.000612253-0.0011919j -0.00117994-0.00396837j -0.000396964+0.000372708j 0.000116504+0.00208967j -0.00115424-0.000782158j 0.000446318+0.001121j -0.000189113+0.00220306j 0.00145864+0.00126295j -0.000393389+0.00103828j -0.00210377+0.00162755j -8.57125e-05+0.00141988j 0.00204727+0.000331401j -0.000712443-0.000773275j -0.00192648+0.000307507j 0.000715892+0.00365499j 0.00149638+0.000394187j -0.00180617+0.000255325j 0.00219721-0.00158849j 0.000156861+8.39332e-05j -0.000754576+0.000137238j 0.00113896+0.0020492j -0.00117349+0.000677711j -0.00232406-0.000723333j 0.00428222-0.00114538j 0.00110382-0.00233302j -0.00127275-0.00438885j 0.000636311+0.000354733j -9.81433e-06-0.00206016j -0.003416-0.000513684j 0.000887264+0.00141386j 0.00381262-0.00123758j -0.000899092-0.00168111j 0.00495955+0.000986376j 0.00133909-0.000701834j 0.000566282+0.00100331j -0.00157576-0.00252232j 0.00366746-0.0045274j -9.94112e-07-0.00315124j 0.00401643-6.77659e-05j -0.00389353-0.00552946j -0.00149172+0.00251074j -0.0034268-0.00206496j 0.00155225-0.00301199j -0.000759034-0.00143439j -0.00125223+0.00181894j -0.00134064-0.00624925j 0.00144252-0.00334965j -0.00164416-0.00729703j -0.00203316+0.00387847j 0.00891975-0.000425319j -0.00368384-0.00215513j -0.00384208+0.000213j -0.000954713-0.00907885j -0.00187265-0.00347969j 0.00162411+0.00230617j 
-0.000924981-0.00563055j 0.0033424+0.00234087j -0.0010753+0.00334885j 0.00139633+0.00181079j -0.00311764-0.000979267j -0.000782456+0.00400475j 0.00330471+0.00296178j 0.00085636+0.000429622j -0.00279979+0.00185054j 0.000904487+0.00350918j 0.00300549+0.00354544j -0.00233687+0.00127267j -0.00128411-0.00181717j -1.7926e-05+0.00145953j 0.0012222+0.00329017j -0.00493013+0.00249944j 0.00149975+0.00355564j -0.00144287-0.00199482j 0.00193026-0.00292294j -0.00296101+0.00110154j -0.000771604+0.00214239j 0.000547938+0.00179061j -0.000905417+0.000751592j 0.000116649-0.000431838j -2.36629e-05-0.00103842j -0.000308213+0.00158128j -0.000421856-0.000286287j 0.00115808+0.000858417j 0.000499939+0.000782818j 0.00191482-4.01501e-05j -0.00198791+0.000357541j -0.00265904+0.0016966j 0.000356857+0.000640597j -0.002678+0.00137856j 0.00249977+0.00144565j -0.00100328-0.000137675j -0.00296686+0.00292945j 0.00108272-0.002391j -0.000148593-0.00114778j 0.000939844-0.00184143j -0.00313465+0.00198262j 0.000564176-0.000788192j -0.00288998-0.000427043j 0.00257692-0.00101988j -0.000248726+0.000541813j 0.00306213-0.00291359j -0.00156745+0.00269636j 0.00153776-0.00183292j 0.00070238+0.0062123j -0.00273753-0.00234292j -0.000954944-0.00236541j 0.00146836+0.00246733j -0.000748939+0.00138103j -0.00198333+0.000967886j -0.00301112-0.00446745j -0.000516806-0.00613459j -0.00257912+0.00068875j 0.00354081-0.00187538j 0.000510166-0.00393156j 0.000900003+0.000156494j 0.000558617-0.000116662j 0.00182435+0.00065271j 0.00018337+0.00268098j 4.08322e-05+0.00478531j 0.0017643-0.00307946j -0.00237294-0.000131167j -0.00239579+0.00230087j 0.0020282+0.00144681j 0.00425984-0.000469893j -0.00281149+0.00700969j 0.0015958+0.00595333j 0.00190059+0.00136591j 0.00234818+0.00340992j -0.00427479-0.000792289j 0.00177965-0.00695337j 0.00389626+0.0049761j -0.000454405-0.00421409j 
-0.000590718+0.000782307j 0.00276157+1.36556e-05j 0.0026476+0.00147515j 0.00229229-0.000150204j -0.00131103+0.000559508j -0.00106197+0.000296177j -0.00119727+0.00132681j 0.000582363+0.0036965j -0.00124079-0.00098236j 0.00204445-0.00100856j 0.00138157+0.00190036j -0.000684377-0.000337321j 0.00121297+0.00314081j 0.00168126+0.000147956j 1.39799e-05-0.000288052j 0.000796507-0.000543554j -0.00120148-0.000149316j 1.92689e-05-0.000954722j 0.00251167+0.00215566j 0.000225465-0.000182801j -0.000344879-0.00143882j -0.00134626-0.00102802j 0.000719294-0.000605356j 0.000145045+8.11293e-05j -0.000299879+0.000107804j -0.000851575-0.000679548j 0.000850483-0.00171903j -0.00236627-0.000695612j -0.00206615-0.000957355j -0.00243235-0.000404642j 0.0019963+0.000932961j 0.00147227-0.000421056j -0.000763703-0.000341051j 0.00149643+0.000875843j -0.00155461+0.000642543j 0.000241326-0.000569625j 0.000557875-0.000693311j -0.00114585+0.00135032j 0.00042564-0.00037042j -0.00133363+0.00139792j 0.00190808-0.000547601j -0.00249355+0.000141063j -0.000294798-0.000374479j -0.000954599-0.000495723j 0.00138666+0.00112993j -0.00188695+0.00276614j 0.00248497+0.000537158j -0.000331779+0.00180438j 0.000850667-0.000729584j 0.00111116-0.0010128j -0.000440362-0.00233236j 0.000611325-0.000388489j 0.0018084+0.00310999j -0.000259574-0.000324042j 0.00406388+0.00466838j -0.0020472+0.001226j 0.00356968+0.00110094j 0.00135624-0.00016417j -2.36746e-05+0.000966791j -0.00397489-0.00139151j -0.00154272+0.00231828j 0.00248314-8.79291e-05j -0.00230511-0.00248637j -0.000100099-0.000111675j 0.00224663+0.00258291j 0.00397358+0.00252942j 0.00290613+0.000547614j 0.000466579+0.000540518j -0.0012371-0.000357497j 0.00245858-0.0043752j -0.00238492-0.00159659j -0.00184075+0.0053447j 0.00118624-0.000380558j -0.003383-0.000264805j -0.00146497-0.00323954j 0.000636796+0.00262134j 0.00436877+0.0039977j 
0.00144603-4.72434e-05j -0.00175262-0.000523426j -0.00388895-0.0012286j -0.00177833+0.0010985j -0.000686087+6.42854e-05j -0.00044114+0.000132576j -0.000383401-3.4242e-05j -7.75938e-05+0.000313886j -0.00237555+0.00188429j -0.00149781-0.000390557j 0.0015348-0.0013526j 0.00135174+0.000612946j 0.00055592-0.00245587j -0.00138646-0.00323979j -0.00226571+0.00201021j -0.00133298-0.00283691j -0.00118036+0.000139125j -0.000153994-0.00260942j 0.00202285-0.00203338j -0.00036752+0.00196387j -0.00182734+0.00182752j -0.0011873+0.0031322j -0.00525539+6.76096e-05j -0.00258951+0.00119902j 0.000641113-0.00116069j 0.00111-0.000187975j -0.00288741-0.00019853j -0.00385442+0.000988917j 1.36488e-05+0.00246788j -0.000219862+0.00273463j -0.00136372+0.00160336j -0.0020829+3.32584e-05j 0.000321347+0.00271625j -0.00240548-0.000468165j 0.000912031+0.00197776j -0.00070264+0.00181225j -0.00336717-0.00184486j 0.00148819-0.00374678j 0.000458999-0.000164098j 0.0020148-0.00140337j -0.00310327-0.00251826j 0.000568292+0.0018685j -0.00258612-0.00319027j -0.00204917+0.00285588j 0.00298801+0.00213633j -0.00047554+0.00543768j 0.00124441-0.00266001j 0.0021386+0.00343104j -0.00346373+0.000423279j -0.000151863-0.00315387j -0.000564968+0.00169973j -0.000668001-0.00138988j 0.00135477-0.00168616j -0.000541311+0.00152448j 0.004756-0.00500941j 0.0047663-0.00107048j 0.000778556-0.00283742j 0.00396027-0.00278596j -0.000469126+0.0080356j -0.00231398+0.00640147j -0.000401859+0.000810279j 0.00165821+0.000781594j 6.14783e-05-0.00261155j 0.001299-0.000898622j 0.00337387-0.00263255j 0.00466412-0.00450306j -0.000465427-0.00565387j 0.00283044+0.00119838j -0.00488958+0.00744615j -0.0107936+0.00380139j 0.0013244+0.00172297j -0.00121309-0.000424445j 0.00222051+0.00237122j -0.000926474+0.00358314j -0.00110839+0.00402081j -0.00114696-0.00164189j -0.00216605-0.00202044j 
0.000934443+0.00174084j -0.000502792+0.000725004j 0.00235534+0.00147942j 0.0020686-0.000582988j -0.00045956+6.76814e-05j -0.00119511+0.0022568j 0.000212614+0.0031586j 0.00218908+0.000574034j 0.00289888+0.000138653j -0.00094345-0.00365352j 0.00140139-0.000628407j 0.00289793-0.000704925j 0.00132411+0.00174533j 0.00113598+0.000451658j -0.00122078-0.0014115j -0.00263948+0.00188366j 0.000159295+0.0025175j -0.00418085+0.00173041j -0.00010073-0.000357542j 0.00134522+0.00126556j -0.000506163-0.00208509j -0.000750161+0.000782506j 0.000643169-0.00124092j 0.000755586-0.00012787j 0.00200033+0.00065316j -0.00119957-0.000528691j -0.00119503-0.00225924j 0.000114195+0.000927958j -0.00267892+0.0035082j -0.00101373+0.00381422j 0.00261243-0.000457745j -0.00115494-0.00268208j -0.0015799+0.0020559j 0.00218722+0.00235374j -0.000140715+0.000902834j 0.000619879+0.000208112j 0.00135894+0.00156612j 0.00228287+0.00141317j 0.000337057-0.00137206j 0.00130328+0.00368213j -0.000563835+0.00243138j -0.00353348+0.00166513j 0.000911338+0.00126587j -0.000478139-0.000639941j 0.000128723-0.000744256j -0.0019832+0.00100659j 7.95936e-05+0.00225296j 0.000804636-0.00390559j -0.00291906+0.00198809j 0.00090399+0.00332148j -0.000941145+0.000972691j -0.000382577+0.00121498j -0.000110382+0.00224259j 3.64076e-05-0.00162594j 0.00226994+0.00526901j 0.0024097-0.000676856j -0.00191286+0.000400951j -0.000494379+0.000349616j -0.000471885-0.00428931j -0.00251785-0.000870186j -0.00306007+0.00131716j -0.00349417-0.000620849j 0.00300428+0.000846158j 0.00282522-0.00254432j 0.00326893-0.00219952j 0.000577893-0.0012459j 0.00336298+0.00189146j 0.00727527+0.00317306j 0.00256631-0.00762043j 0.000255792-0.00332652j -0.00537762+0.00152208j -0.000376634+0.00481803j 0.00122077+0.000959065j -0.000391747-0.000679847j 5.3116e-05-0.00275488j 0.000797979-0.00353393j -0.00143584-0.000306942j 
-4.88007e-05-0.00216733j 0.00174527+0.00153049j 0.00167361+0.00222028j 0.000800521-0.00047815j 0.000530166+0.000653791j -0.000860844-0.000693954j 0.00017335+0.000548252j 0.00251231-0.000713735j 0.000863258+0.00329533j -3.61783e-05-0.0011958j 0.00318985-0.000361948j 0.000184949+0.00230453j 0.000699161-0.00205424j 9.25141e-05+0.00185525j -0.00031021-0.000338202j -0.00353503+0.000442002j -0.000132379+0.0011183j -0.00267362-0.0020551j 0.000174931-0.000891563j -5.97653e-05+0.00241779j 0.00119226+0.000726928j 0.00122333+0.00228895j 0.000362502-0.0015791j -0.000333481+0.00136628j 0.00184921+0.000130227j -0.000656847-0.000243171j 0.000640803+0.000374077j 0.00102496-0.00068775j -0.000652639-0.000194467j 0.00139359-0.00103207j -0.0011799+0.00252181j -0.00152275+0.00054378j -0.00159899-0.0013204j -0.00388279+0.00116016j 6.90647e-05-0.00131154j -0.000883667+0.000321396j -0.00209551+0.00089013j 0.000179291-0.000563154j -0.000123445-0.00113303j -0.00171795-0.00281245j -0.0016275+0.00276905j 0.000216915-0.000706657j -0.000278621+0.000663503j -0.00034208-0.00232755j 0.00012927-0.000185605j 0.000696878-0.00449156j -0.00215693+0.000444583j 0.00141477-0.0010355j -0.000314841-0.00238556j -0.00240185+0.00393522j -0.00411024+0.00315499j -9.60469e-05+0.00228045j -0.00156958+3.70209e-05j 0.000685059-0.00136862j -0.00279829+0.00235785j 0.000537644+0.00163818j -0.00363056-0.000449508j -0.00127193-0.00391055j 0.00197678-0.000429786j 0.00561588+0.000393082j 0.00303943-0.00421366j -0.00327304-0.00293899j 0.00216775+0.000521482j 0.00347552-0.00237667j 0.00164115+0.00188598j -0.00322739-0.00207202j -0.00132704+0.00121886j 5.7066e-05+0.00313682j 0.00560544+0.00172326j -0.000882094+0.00397825j 0.00224434-0.00136906j 0.00230483-0.0021225j 0.000492868-0.00100609j 0.00104122+0.00206104j -0.00103972-0.000865271j 0.00111073-0.00110425j -0.00193635+0.000521501j 
-0.00128299-0.00187146j 0.000694284-0.000287589j -0.00106993-0.000523322j -0.00221982-0.000331111j -0.000974468-0.000989354j -0.000768523+0.00171158j 0.00254867+0.001515j -0.00151715-0.000159885j 0.000714542-0.00154439j -0.00157954-0.000785799j -8.11114e-05+0.000563237j -0.000890606-0.000652976j -0.000318505+0.000208209j 0.00127474+0.000170317j 0.000550164-0.00106004j -2.62524e-05+0.00222826j 0.00267987+0.000461917j -0.00101668+0.00128445j -0.00266319-0.00142007j -0.000157428+0.000649036j -0.00177991+0.00283431j -0.00107906+0.00163206j -0.00139813+0.00280455j -0.000705125-0.000139579j -0.000810597-0.000801606j -0.000267123+0.00193313j -0.00200331+0.000783619j 0.00180141+0.00168123j 0.00127745+0.00113789j 0.00309867+0.000236167j -0.000373863-0.00319495j -7.04643e-05+0.00268442j 0.00139697+0.000374285j -0.0007628-0.00320191j 0.00201943-0.000502925j -0.00091335+0.00070836j -0.00147469+0.00128419j 0.00025482-0.00380999j -0.00058934+0.00105777j 0.000715337+1.81518e-05j -0.00150099+0.000981908j 0.00590118+0.00158617j 2.65849e-05-0.00200646j -0.00165825+0.00257262j 0.000539598-0.00210439j -0.00184297+0.00123584j -0.00189501-0.00161482j -0.000660971+0.000473245j -0.00290361+0.00119121j -0.00151454+0.00231774j 0.00194626-0.000546298j -1.44111e-05-0.00167185j -0.000721391-0.00310485j 0.00216465+0.00157669j -0.000103858-0.00266947j 0.00260197+0.00057853j -0.00017102-0.00271199j 0.00129059-0.000429235j -0.0031002+0.00329551j 0.00102713+0.00557693j -0.00137653+0.00228243j 0.00272415+0.00290141j 0.000659065-0.0011713j 0.00334296-0.000424032j -0.000917628+0.000213517j 0.000397511-0.00310451j 0.00172879-0.00228388j 0.00366246-0.00131102j -0.00401313+0.00246183j 4.51777e-05+0.00437423j 0.00262478+0.0017119j -0.00209216+0.00221822j 0.00343081-4.06733e-05j 0.00080113+0.00106205j 0.000557447+0.00250262j 0.00210973+0.000127671j -0.00422843-0.00219729j 
0.00016477-0.00151627j 0.00309806+0.00133238j 0.00162729-0.00281045j -0.0026474-0.00189873j 0.000423049-0.00133362j 0.000775835-0.00188158j 0.0018191-0.000754522j -0.00134804-0.0018646j 0.00204826-0.00358465j -0.00118404+0.000808537j 0.000458381+0.00126786j -0.00155665-0.000594709j -0.000480736-0.00167698j 0.00110458+0.00252045j -5.66691e-05-0.00118063j -0.000375444+6.90164e-05j -0.000131161+4.9772e-05j 0.00138061+0.00110443j -0.00304643-0.0015901j -0.0024488-0.000347347j -0.00180511-0.00126513j 0.000108962-0.00102963j -0.00359439-0.00230774j -0.000603079+0.000397974j 0.00128965+0.000738865j -0.000594363+0.000281026j 0.00152923+0.00288446j 0.00182665-0.000695887j 0.000690894-0.00330058j 0.00406329+0.000808219j 0.00205099-0.000786369j -0.000550442-0.00187472j 0.00308824-0.00189312j 0.00429592-0.00219914j 0.00321565+0.00371558j 0.000915907+0.00482965j 0.000354202+0.000639612j 0.000972538-0.00360793j -0.00163091+0.000194244j 0.00469587-0.00508928j -0.00267443-0.000968311j 0.00177206+0.000552649j -6.24303e-05-0.00481409j -0.000539532+0.00242927j -0.00341304-8.35746e-05j -0.000743542-0.00349296j 0.00114352+0.000807539j -0.00385184+0.00446633j 0.00212786+0.00173235j 0.00394067+0.00143185j 0.00240958-0.00215271j 0.0040066+0.00234722j 0.00350965+0.0045214j -0.00191446-0.00288586j 0.004843+0.00261716j -0.00135827-0.00220549j 0.00388355+0.000144831j 0.00505801-0.00174224j -0.00569078-0.000438329j -0.00282206-0.000162929j -0.00223444-0.000621861j 0.00298374+0.00224182j 0.00204419-0.00872846j 0.00338073+0.00294965j -0.00387098+0.00312807j 0.00208197-0.00197814j 0.00781264-0.000960693j 0.00490237-0.00132531j -0.00880059-0.00237277j 0.00130397-0.00145782j 0.00485447-0.00131475j -0.00324242-0.00396947j -8.12802e-05+0.00324659j -0.00233747-0.00498266j 0.000933417-0.00159203j 0.00113599-0.000489224j -0.00264432+0.000380332j 
0.000849481+0.00143477j -0.000335104+0.000195152j -0.000883414-0.00110892j -0.00222598+1.4172e-05j 0.00143044+0.000878315j -0.00122115-0.00375251j -0.00339096-0.00245952j -0.000468107+0.00214072j -0.001659-0.000262306j -0.00055073-0.000139633j 4.70926e-05+0.000224002j -0.000733995+0.00168913j 0.000635912-2.82165e-05j -0.00044138-0.00153291j -0.00245126-0.00138655j 0.00141811-0.00475115j -0.00324936-0.00214358j 0.0023317-0.00145008j 0.00379372+0.00168127j -0.00148265-0.00117108j 0.000283135-0.000779442j -0.00147663+3.52703e-05j -0.0022707-0.00150227j 0.00222029+0.00199581j 0.0010338+0.00114774j 0.00043779-0.00203852j 0.00155203-0.00240759j -0.00125076-0.00164455j -0.00332273-0.001419j -0.00329334+0.000766886j -0.000876661-0.00233627j 0.0016948+0.00271018j -0.00264376-0.00108372j 0.00105473-0.00218225j -0.000201964-0.00094195j -0.000232798+1.17618e-06j -0.00169825-0.000835919j -0.00252171+0.000769059j 0.00257186+0.000494542j -0.00230151-0.00292759j 0.000216787+0.000212488j -0.00121514+0.000543079j 0.000424893-0.00173446j 0.000257061-0.000656274j 0.00328952-0.00211774j 0.00209528-0.00245124j -0.000127888-0.00458738j 0.00429772+0.000639069j -0.00328831-0.00114723j -0.00640839-0.0023501j -0.00190574-0.00316018j -0.00268436-9.4912e-05j 0.00260827-0.00164778j 7.48442e-05-0.000505849j -0.00117036+0.00378692j 0.00282197+0.00123671j 0.00115181-0.00262572j 0.00324846-0.000822643j 0.00487708+0.00162824j 0.000301346+0.00201623j 0.00361921-0.00285637j 0.00443269-0.00106249j -0.00326685-0.000812793j 0.000527165+0.00154074j 0.00605701+0.00151702j 0.00228852+0.00290078j -0.00238426-0.00309306j -0.00308089+0.00310396j -0.00069533+0.00694496j -0.00240513-0.00715305j -0.00166379-0.00282056j -0.000191368-0.00107353j -0.00399107-0.00199112j 0.000594416-0.00382569j 0.00508261+0.00372432j 0.00120191+0.00159958j 0.00240968+0.00273507j 
0.00143727+0.00179448j 0.000610516+0.000581507j 0.00238718-0.00203925j -0.00117998-0.00135182j -0.00120238+0.000424893j -0.000654501+0.00153789j 0.00237306+0.00121131j -7.63204e-05+0.00218391j -0.00038824-0.00356115j -0.00384434-0.000623849j -0.000775585-0.00124019j -0.00116884-0.00148104j 0.00115053+0.00181139j 0.00133511-0.00359357j -0.00345038+0.00214867j 0.000329092+0.00227809j 0.00149407+0.000128443j 0.00126823+0.0034016j 0.00494941+0.000747123j 0.000196229-0.00192249j -0.000519281-0.000169256j 0.000393449+0.000408802j 0.00239817-0.00321179j -0.000292838+6.78929e-05j -0.000823467+0.000723471j -0.000798361+0.000897886j -0.00214758+0.000220875j -0.000595259-0.000411875j 0.000682458+0.00129867j 0.0011301+0.00143117j 0.00226801-0.000170734j -0.00245889+0.000980257j -0.000274667+0.00231076j 0.00352176-0.00359214j 0.000715646-0.00101301j -0.00126815-0.00124105j 0.00261108-0.000429984j -0.00198924-0.00188626j -0.00286536+0.000833971j 0.00125808-0.00447908j 0.00188264-0.00055199j -0.00255506+0.00248717j 0.000903592-0.000725138j -0.00268594+0.00398759j 0.00102632-0.00236445j 0.00141818+0.00317871j -0.00198699+0.000260543j -0.00194974-0.00232205j -0.000697651+0.0032646j 0.000902866-0.00223109j 0.00523668-0.00139123j 0.000261855+0.00375038j -0.000674909-0.0011541j 0.000273213+0.00151367j 0.000313602-0.00325091j 0.00242772-0.0016502j -0.000617092+0.00291034j 0.00578499-0.000499756j 0.00289107+0.00524519j 0.00188846+0.00463041j 0.00173063+0.00228494j 0.00282073+0.0025548j -0.00262107-0.00310206j -0.00598337-0.00123267j 0.00282484-0.0033949j 0.000658686-0.0025268j 0.00437056-0.00296607j 0.00521259-0.00360295j -0.000948955+0.00197835j -0.000915976-0.00102515j 0.000406275+0.00374594j 0.00477694+0.0053451j 0.000470958-0.00480196j -0.000567387+0.000776465j 0.000126769+0.00213268j 0.0019281+0.000989836j 0.0023841+0.00307793j 
0.00121636-0.000238595j 0.00061795-0.000697127j -0.000613724-0.00276417j -0.00156607+0.00197823j 0.000962259-0.000912985j -0.00127025-0.000689705j -0.00264496-0.00106317j 0.00167908+0.000172252j -0.00014759-0.00166302j -0.0028213+0.000952493j -0.000917307-0.00229519j 0.00432364-0.000217792j 0.00128321+0.00063141j -0.00275711-0.00278339j -0.00106812+0.00451173j -0.00100578+0.000567547j 6.63297e-05+0.000245242j 0.000419179-0.000850368j 0.00080656-0.00233963j -0.000870592+0.00342508j -0.00191598+0.00057094j -0.00164724+0.00140924j -0.00420587-0.000624308j -0.00133026+0.00137211j -0.000211951-0.00144283j 0.00152378+0.00125831j -0.000618253-0.00300728j -0.00240776-0.00172294j -0.00146344+0.00301469j 0.000106046-0.00283385j -6.46168e-05-0.00267803j -0.000918821+0.00359955j -0.000933346+0.000298225j -0.00141803-0.00205209j 0.000424142-0.000684093j -0.000982692+0.000360171j -0.00115348-0.0027983j -0.00360875-0.00222159j 0.00322523+0.00205367j -0.0026073-0.00177224j -0.000726096-0.000197713j 0.00140367+0.00169574j -0.00176177-0.00152489j 0.00202942+0.00106622j -0.00229919+0.001278j -0.00318715-0.00234582j -0.00197296+0.0025337j -0.00161596+0.00320615j 0.000604993+0.00168736j 0.000391881+0.00114418j 0.00415361-0.00268038j 0.00610992+0.000382821j -0.00162929+0.00176182j -0.00095296+0.00109215j -0.00247146-0.00169305j 0.00029292-0.00410209j 0.00160135+0.00141099j -0.00291173-0.00816527j 0.0083467-0.00222065j 0.00208428-0.000138211j -0.000580018-0.00266119j -0.00111623-0.00124434j -0.000303875+0.00169082j -0.00291846+0.00267866j -0.000321775-0.00548244j -0.0077707-0.00252193j -0.000570486-0.00670672j 0.00334403-0.00477858j 0.00491635+0.000341979j -0.0028685+0.00335641j -0.00108305-0.00241835j -0.00112212-0.00246567j -0.00388238+0.00252485j 0.00285283+0.00125279j 0.000499962+0.000138498j -0.00378652-0.00330817j 0.00231193+0.00335489j 
