-0.0035108-0.00324596j 0.00319-0.00409378j 0.00054045-0.00515213j -0.00397718-0.001613j -3.78579e-05-0.00176184j -0.00233735+0.00258335j 0.0045407+0.00225467j -0.000617234-0.00401871j 0.000576035+0.000288197j 0.000190376+0.00134357j 0.00103492+0.00199155j -0.00593475+0.00159837j -0.000719946-0.00408519j 0.00185663+0.00248887j 0.0013682-0.000306214j -0.00121676+0.000164511j -0.000951044+0.00104612j -0.000547775-0.00027462j 0.00213723-0.00260951j -0.00145297-0.000517389j 0.000610813-8.63499e-05j 0.00163246+0.00123875j -0.000340376-0.00418838j 0.00221131+0.000336862j -5.58149e-06+0.00183872j -0.00164911+0.000247288j 0.00117641-0.000437841j 0.000449732+0.00030286j 0.00131781-0.000324545j 0.000203989+0.00144328j -0.00187592+9.81007e-05j -0.000679045-6.09665e-05j 7.30482e-05+0.00110928j -0.000936164-0.000124978j -0.0010232+0.000239639j 0.000500943-0.000484269j -0.00141333-5.5798e-05j 0.000648544+0.00112119j -5.13668e-05-0.000211925j 0.000589351+0.0011757j -0.000641531-6.22822e-05j -0.000271417+0.000848108j 0.000364967-0.000848477j -0.000297993-0.000404566j -0.000558231-0.0005611j 0.000701956+0.000628199j 0.000179416+0.00149704j 6.57788e-05-0.000323176j -0.000604364+0.000412508j 0.000152037+0.00060018j 4.95607e-05-0.00100972j -0.000724671+0.00107009j -0.000200421-0.000385526j 0.000718847-0.000892675j 0.00160213-0.000837603j -8.97789e-05+2.83945e-05j 0.000317171-0.000140389j 0.00312347+0.00330832j 0.00135245-0.00461616j 0.00132479-0.000954494j 0.000947035-0.00186469j 0.0034287+0.00265902j -0.00279442+0.00123366j -0.00184621+0.00270326j 0.00322428-0.000825018j 0.00248372+0.00379178j -0.00144504+0.000409395j -4.29026e-05+0.00361511j 0.00210616-0.00234067j 0.00225994+0.000504349j -0.00059343+0.00144796j 0.00200047-0.00122176j -0.00188303-7.27534e-06j 0.000400712-0.00377663j 0.00349286+0.00274028j 0.010538+0.00532162j 0.00533733-0.0117578j 
-0.00178066-0.000183346j 0.00285505+0.00155394j 0.00102385-0.00242109j 0.000488266-0.00263131j -0.00299569+0.001085j 0.00195855-0.00352772j 0.00245201+0.00118195j -0.000186431+0.000488004j 1.72183e-05+0.00225932j 0.00122207+0.00167212j 0.00332661-0.00149458j -0.00070669+0.000401931j 0.00151289-0.00124135j -0.00213704+0.00231577j 0.00274344+0.000454449j 0.00272469-0.000869799j 0.00218045+0.00109644j 0.00333011-7.33018e-05j 0.000855459+0.000731835j 0.00133328+0.00257946j -0.00283753+0.00434024j -0.00118889-0.00124516j -0.00333649+0.00198063j -0.00587503+0.000934742j 0.00415163+0.00265924j -0.00199115+0.00508715j -0.00010084+0.000877621j -8.38411e-05-0.00201902j 0.00116248-0.00460125j -0.00492644+0.00178309j -0.00390763+0.00222673j 0.00622749+0.00227266j -1.1298e-06-0.00546824j -0.00184388-1.72154e-05j -0.0029752-0.00102845j -0.00375568-0.000800181j -0.000644428-0.000275348j 0.000216775+0.00159197j -0.00289936+0.00206844j 0.00247403+0.000350427j 0.000146927-0.0014969j -0.00071311-0.000833404j 0.00150682+0.000192255j 0.00407442-0.00173988j 0.00356375-0.00224419j 0.00213693-0.000307956j -0.00218358-0.000210923j 0.00260692-0.00320033j -0.00177029+0.00115833j -0.00228291+0.00491252j 0.000193525-0.00436178j -0.00498363+0.00408005j 0.00247836+0.00169703j -0.00219452+0.00568513j 0.00552135+0.00269361j -1.52278e-05+0.00460335j 0.00124024+0.00641798j -0.000922959-0.00121787j 0.00080955+0.0015985j 0.00107113+0.00132786j 0.0022121+0.00409893j 0.00239451-0.0012737j 0.000805161-0.00120112j -0.000194889+0.000676769j 0.00136701-0.000426957j -1.21506e-05+0.00317384j -0.000822202+0.00143461j -0.00363571+0.00100962j -0.00254915-0.00199418j 0.000849058-0.00038372j 0.00161605+0.00141449j 0.0010647+0.00192515j 0.000703952+0.00165596j 0.00190139-0.00190803j -0.00435407+0.000281097j -0.000780149+0.00171937j -0.000627653+0.00167763j 
-0.001174-0.00236594j -0.00207517+0.000693665j -0.000748122-0.00117849j -0.000350984-0.000144197j -0.000349011-0.000420519j 0.000361964-0.000528282j -0.00174801-0.000554751j -0.000389491-0.00058472j 0.000656737+0.00189527j 0.000697431+0.0020873j 0.00246228+0.000329847j 0.00143996-0.001278j 0.00388203+0.00516197j 0.000794778+0.000580368j -0.00168927+0.000251446j -0.00120374+0.0021617j 0.000571095+0.00196806j 0.000300489-0.00205882j -0.00349758+0.00207406j -0.000447955+0.00123799j 0.00336866+0.00123015j 0.000844261+0.00184795j -0.000994853-0.00160268j -0.00328034+0.000227012j 0.00240792-0.000386917j 0.00121111+0.00347782j 0.00362923-0.0029045j 0.000971614+0.00319237j -0.00661219-0.00210734j 0.0073494+0.00121119j 0.000423509-0.00446621j 0.00371223+0.00322873j -0.00281831+0.00498268j 3.74292e-05+0.00103674j 6.23903e-05-0.00155103j 0.00249519-0.00148642j -0.00365156+0.00139289j -0.000436544+0.00128055j 0.00329664+0.00365044j -0.00121303+0.000571449j -0.00100365-0.00359979j 0.0027817+0.00165204j -0.00113965+0.0028146j -0.00248976+3.11781e-05j 0.0040926-0.00817881j -0.00263665-0.00119444j -0.00205265+0.00659997j 0.00330453-0.00398311j -0.00104823+0.000232406j -0.000556067-0.00423768j 0.00124178+0.00313367j 0.00416301+0.00488844j 0.00430165-0.00158846j -0.0043939+0.00105645j 0.00129055+0.00148655j 0.00432907-0.000701791j 0.00200515+0.004345j 0.000235275+0.00172466j -0.00203966-0.000508619j 0.00331195+0.00104458j -0.0025873+0.00123953j -0.000418506-0.000371181j -0.00192525-9.12968e-06j 0.00198421+0.0041793j 0.00233234-0.00109546j -0.00062082+0.00215027j 0.00107451+0.00162654j 0.00118372+0.00203465j 0.000956598-0.00193718j -0.00147832+0.000422684j -0.00229846+0.000614445j 0.000572884+7.116e-05j -0.000190906+0.000859194j 0.00168499+0.000165764j 0.000848096+0.000322446j -0.00308471+0.000925524j -0.000173527-0.00128509j 
0.000219661-0.000170264j -0.00275515+0.00157868j -0.000633683-0.00153542j 0.000708479+0.000967207j 0.000269064-0.00113404j 0.00106894-0.00335455j 0.000355296+0.000302046j 0.00048728+0.00118099j 0.00271413-0.000177102j -0.00135037+0.000582027j -0.00208101-0.000416098j 0.000778389+0.00059013j -0.00246343+7.61676e-05j -0.00268386-0.000607968j -0.000526037+0.000368109j 0.00134733+0.00339893j 0.00220026+0.00306514j -0.00142484-0.00500077j 0.00206836+0.00329773j 0.00215578+0.00313874j 0.000510392-0.00282515j 0.000975689-0.0032527j 0.00232761-0.00389328j 0.00100333-0.00087481j 0.000154874+0.00187756j 0.00361997-0.00245355j -0.00143112-0.00186804j 0.00375192-0.000167844j -0.0025344-0.0012524j -0.00321588-0.0037689j -0.00263117+0.00219266j -0.00128392+0.00178101j 0.00127397-0.00072465j 0.00132299-0.00175061j 0.00452682+0.00138381j -0.000488028-0.00103207j 0.0035259+0.00359893j 0.000840698+5.25457e-05j 0.00145566-0.000361705j 0.00133374-0.000477989j -0.000440414-0.00257036j 0.000204675-0.000186014j -0.00115834-0.00116903j 0.00256088+0.00122451j -0.00329252+0.000963489j -0.000960703+0.00409627j 0.00289361-0.00282359j 0.000127727-0.000658978j -0.000529248-0.00524488j 0.000540815-0.00405238j 0.000762085-0.000306166j 0.00184813-0.0018101j 0.000222145-0.000749194j -0.000689427+0.0054394j -0.00025021+0.00259296j 0.00150262-0.000995396j 0.00208767-0.00446854j -0.00132076-0.00266169j -0.000136991+0.00110706j -0.000824953+0.00071621j -0.000661051+0.00153447j 0.000511596-0.0012342j -4.02437e-05+0.00285344j -0.000260099+0.000901038j -0.00384264-0.00065081j 0.00167288-0.000803463j 0.00186477-0.000768906j 0.000434852+0.00153157j -0.00193422-0.00039262j 0.0023904+0.000967955j 0.00127602-0.000227194j 0.00105859+0.00185828j -0.000263564+0.00167356j -0.000182963+0.000737644j 0.00184753-0.00116079j -0.000635032+0.00064898j 0.000484596-0.00204903j 
0.000459789+0.0015079j 0.00246032+0.000768534j -0.00105686-0.00272682j 0.000579728+0.00124601j -0.00153566+0.00115118j -0.000550386-0.000606673j 4.00388e-05-0.00129037j 0.000122881+0.000842702j 0.00341328-0.000876902j 0.0039936+0.00465324j 0.00146851-0.00147295j -0.00111572-0.000440946j 0.00222799-0.00222843j 0.000646593+0.0018592j -4.10101e-05-0.00220133j 0.00378869+0.00645258j 0.00205206-0.00025936j -0.00187743-0.00391623j 0.000130141+0.00042628j 0.00379069+0.00183479j -0.00156705+0.00136282j 0.000612808-0.000160089j 0.00368264+0.00199037j 0.00107847-0.00132685j 0.0062769-0.000722543j -0.00103803+0.00285201j 0.000865898+0.00157995j -0.000743642+0.000722694j -0.000204883+0.000410407j 6.82174e-06-0.00358637j -0.00342029+0.00399212j 0.00073108-0.00141992j 0.00148785-0.00349015j 0.00419105-0.00163778j -0.00102992+0.00488762j 0.00463524+0.00249421j 0.000928978+0.0048226j 0.000359962-0.00190619j 0.00382501+0.00262832j -0.00149327+0.00374766j 0.000453534-0.00101448j -0.00103117+0.00361383j 0.00257616-0.0012966j -0.00270515-0.00318909j 0.00176616+0.00216098j 0.00188419+0.00392057j 0.00312476+0.00191361j 0.000808359+0.00370575j -0.0055123+0.00164936j -0.00334766+0.00144177j -0.00109715+0.00335581j 0.00195405-0.000372018j -0.00234438+0.00216689j 0.000820032+0.00159165j 0.000109238-0.00535999j -0.00498121-0.00107983j -0.000918599-0.00220524j -0.000893143-0.00223101j 0.00151544-0.000557938j 0.00325531-0.00313693j 0.00104-0.000323491j -0.00252551-0.00291462j -0.000621323-0.00200272j 0.000950203-0.000113096j -0.00030695-0.00246067j 0.000207687-0.000866676j 0.00189299+0.00178438j 0.00149778-0.00160865j 0.000188556+0.00277697j -0.000346739+0.00147357j -0.000362035+0.000111323j 0.000935062-0.00112668j -0.000615124+0.000938681j 0.000567426-0.00179305j -0.00027001-0.00078554j 0.000883516-0.000545533j 4.25004e-05+0.00144637j 
-0.00128762+0.00120552j 8.90079e-05-0.00040896j -0.000836159+0.00246626j -0.00131418-0.0010622j -0.00175108+0.00136965j -0.00138756-0.00186026j 0.00107698-0.00117698j -0.00195093+0.00024831j -0.00177238+0.000186833j -0.00133692-0.00168308j 0.00110603-0.00161741j 6.33979e-05-0.00168534j 0.00119792+0.000474287j -0.00156436-0.00217499j -0.00111603-0.00160751j -0.000352407-0.00191937j 0.00142575-0.00228848j 5.84001e-05-0.00163134j -0.00246977+0.00354609j -0.00373884-0.00209083j 0.0014865+0.00265795j 0.00170749+0.00184804j -0.000188557+0.00261651j 0.0027735+0.0014963j 0.00698313-0.00294214j 0.00649136+0.00134868j -0.00250139-0.00157845j -2.18765e-05-0.00203387j -0.00235357-0.000540528j -0.00338871+0.00186008j -0.000788447+0.00116264j 0.00479921-0.00398627j -0.00521212-0.000125147j 0.00379412+0.00326796j -0.000765321-0.000757596j 0.00328676+0.00521113j 0.00625315-0.00151665j -0.00145312+0.000841888j 0.0001371+0.00390074j 0.00199028+0.000367153j 0.00128037+0.000115794j -0.00129161+7.11827e-05j -0.000144266+0.000862021j 0.000408038-0.00346176j -0.00133249+0.000293839j 0.00266429+0.000598962j 0.00117639+0.00586333j -0.000270226-0.00498949j -0.00195996-0.00535685j 0.00565202-0.00217241j 0.00271882-0.00124681j -0.00308734-0.000396427j 0.00488726+0.000668577j 0.000731386+0.001078j 0.000351538-0.000429027j 0.0047614+0.00542055j -0.00125331-0.00208206j 0.00372045-0.000725276j -0.0014602+0.0044653j 0.000257454-0.00168898j 0.000507601+0.000753622j 0.00147011+0.000108497j 3.78132e-05+0.000297729j 0.00160876-0.00179385j -0.00239138-0.000806871j -0.000894817+0.00134086j -0.000211519+0.00052062j 0.00111846+0.0026714j 0.000105662-0.00133627j -0.000685828-0.000326982j 0.00188462+0.000740917j 0.0011311-2.36739e-05j 0.00346444-0.00136234j -0.00200013-0.000553375j -0.00127341+0.00174914j 0.00075154+0.00212363j -0.00127713+0.000272756j 
-0.00181837-0.00068476j -0.000267793+0.000601136j -7.75245e-05-0.00168411j 0.00102007+0.000106161j -0.00127566-0.000156829j -0.00116605-0.0022144j -0.000106312-0.000730568j 0.000859611+0.00244635j 0.00187528+0.00250069j -0.0011287+0.000724366j -0.000264453+0.000559673j 0.00156134+0.00124808j 0.00120719+0.00060206j 0.0032609+0.000927535j -0.000390568-0.00251413j 0.00064953-0.00142065j 0.00722282+0.00413537j -0.00302062-0.00045902j 0.00180236+0.00149588j 0.00285232+0.000487969j -0.00185531-0.00157163j -0.00517812-0.00150462j -0.00302663+0.00103542j 0.00124795+0.00126194j -0.00491195+0.00139507j 0.000355324+0.000499717j 0.00202104-0.000747909j 0.000852639-0.000631442j -0.00229433+0.00320564j 0.00357661+0.00234204j -5.3913e-05+0.00189598j -0.00100727-0.000530937j 0.00529678+0.00132037j -0.000647521+0.000982465j 0.00278664+0.00103938j -0.00460011-0.00248542j -0.000487434-0.00172646j -0.000134203+0.00153302j -0.000623811-0.00305913j -0.00359141-0.00360934j 0.000716296-0.00063654j 0.000725335+0.000766521j -0.00334521-0.00163881j 0.00548738+0.000357366j -0.00419196-0.000782178j -0.00229443+0.000896956j 0.000986141+0.00303511j -0.00444202-0.00186374j -0.00309324+0.0010897j -0.00124449+0.00241504j 0.000817587-0.000115426j 0.00146608-0.000735928j -0.00079351-0.00149796j -0.000964254+0.00108214j -0.00380208+0.00100512j -0.00117849-0.00211088j -0.00112069-0.00189294j -0.00199984-1.19018e-05j -0.00180786-0.00130471j -0.00204427-0.00353818j 0.00153996-2.61742e-05j 0.00542076+0.000360775j -0.00110097-0.000495136j -0.00111358+0.00178783j 0.00152249-0.001846j 6.97671e-05-0.000778369j 0.00124084-0.000408642j -0.000158023+0.00277319j -0.00330206-5.47336e-05j 0.00121892-1.33072e-05j -3.01144e-06-0.000506441j 0.00335661-7.8527e-05j -0.000613991+0.000923548j 0.00154072-0.000175598j -0.000973925-0.000457374j -0.000214617+0.000848623j -0.000300218-0.000723566j 
0.00150523-0.000117388j -0.000377966-0.00110544j 0.000134427+0.00116884j -9.43516e-05-0.000763709j 0.000774286+0.00221043j 0.00115411+0.000716084j 0.000869141-0.000229411j -0.00167969+0.00362233j 0.00289698-0.000914962j 0.00180025-0.00207708j 3.45311e-05+0.000581898j -0.00154834-0.000469484j -0.00546659-0.000842079j -0.000116417+0.0026472j 0.00023508-0.00315432j 0.00124182+0.000518633j -0.000191677+0.000182976j 0.00402174+0.00293086j -0.00167045-0.00271885j 0.0072092-0.00355067j 0.000902975+0.00330265j 0.00169327-0.00601108j 0.00376347-0.00152274j -0.0071943-0.00155939j 0.00123066-0.0010084j -0.00160562+0.00156973j 0.000879404+0.00352921j -0.00136439-0.00101385j -0.00204012-0.00411958j -0.00461127+0.0046427j -0.00350788-0.00259682j 0.00126487+0.000945647j -0.00441022+0.0024649j -0.00266549-0.00643351j 0.0004621+0.000111786j -0.00016072+0.000134622j 0.0016654-0.00206774j -0.00281439-0.00361205j -0.00131439-0.00495773j 0.00346804-0.00484255j 0.0048279+0.00115274j -0.0036586-0.000714273j 5.89325e-05-0.00435216j 0.00029146+0.00062901j 0.00440496+0.00461551j -0.0020631-0.000791596j -0.00428119+0.000433693j 0.00445677+0.0031538j 0.00409777+0.000892445j 0.00165762+0.000120975j 0.000994178-0.00179088j -0.00035519-0.00438479j -0.00504958-0.000701026j 0.000238271-0.00307167j -0.0025164-0.00468481j -0.00045212-0.00040694j 0.0016305-0.00169383j -0.00290373+0.00205245j 0.000812544-0.00153063j 0.00195488+0.00390045j -0.000190994-0.00180467j -0.00346627-0.00228323j 0.00271126+0.00263949j -0.0016915+0.000559722j -0.000826699-0.00164727j 0.000379577-0.0017293j 0.00250263-5.47414e-05j 0.00102617-0.00137535j -0.000488001-0.000631397j 0.00301935-0.00145306j 0.00120684+0.000686406j -0.000630142-0.00101769j -0.000270074-0.00195309j -0.001021+0.00123035j 0.0014675+0.000766994j 0.00100718-0.00103326j 0.000652359-0.0018395j 
-0.00122533-0.000473716j -0.00140212+8.7018e-05j -0.000112017-0.00213649j 0.0030424-0.00114867j 0.000174978-0.00133721j 0.00176877+0.00131266j -0.00259025-0.00117075j 0.000305217-0.00286689j 0.00139773-0.000773597j 0.0027528+0.00142779j -0.000958398-0.00038849j -0.000865798+0.000601574j 0.00401815+0.000420705j 0.00492771-0.00139954j 0.00169337+0.000844666j 0.00399082+0.000731425j -0.00226099-0.00252517j -0.000173503+0.00281595j -0.00293524-0.00127091j -0.000252173-0.000566355j 0.0042061-0.00474546j 0.000855496-0.00206357j 0.00451351+0.00011782j 0.000715045-0.00115138j 0.000280217+0.00223951j 2.17502e-05-0.00408499j 0.00355723-0.00123326j 0.000252826+0.00019597j -0.00336937+0.00117281j 0.00443423-0.000371265j 0.00238786-0.000308352j 0.0037498+0.00281253j -0.00329025-0.00101612j 0.00135885-0.002784j -0.000284006-0.00153766j 0.00593253-0.00148876j -0.00134313-9.75083e-05j -0.00117197-0.00324548j 0.00287463-0.00320345j 0.00453624+0.00266488j -0.00128555+0.00112498j -0.00163157-0.000278992j 9.91688e-05-7.15058e-06j -0.00338034+0.00408488j 0.000921004+0.000290009j -0.00112881+0.000892081j 0.00242212-0.00363415j -5.25892e-05-0.00137125j 0.00114435+0.00209083j 0.00202159+0.00421916j 0.00376028-0.000490089j 0.000929327-0.00433014j 0.0023424+0.00465852j -0.00281403-0.00212137j -0.00559189-0.00271202j -0.000848441+0.000377792j -0.00152952+1.13391e-05j 0.000275697+0.000523487j -0.00282976-0.000697262j -0.00071826-0.00159483j 0.000524707+0.000373935j -0.00111433+0.00109542j 1.40493e-05-0.00284664j 0.000115976+0.00285789j 0.00405367+0.00134216j 0.000414221-0.00110146j 0.00271912-0.00172973j 0.000146338-0.00512102j 0.000613131-0.00054843j 0.00240428+0.00182438j -0.00241321-0.00153582j 0.00100892-0.000825226j 0.000396766+0.00167627j 0.000653985-4.3392e-05j -0.00105176-0.0021488j -0.000167883-0.000895722j 0.000447904-0.00110234j 
0.000318101-0.000547586j 0.000363949+0.000628986j -0.000276198-9.85882e-05j -0.000907365+0.000275915j 0.00107538+0.00113295j -0.00121426+0.000385082j -0.00108202-0.00151232j 0.00127623+0.000269686j 0.00195559-3.92039e-05j 0.00168837+0.00262509j 0.000824897+0.000609151j -0.000754745-0.00132664j 0.00330075+0.00140809j -0.000327848+0.00238122j -0.000978688-0.00391j -0.00131748+0.00390493j 0.000775621-0.00144038j 0.000152122-0.00241899j 0.00296849-6.00652e-05j 0.00183445+0.000206032j 0.00452247-0.00102299j 0.00422003-0.000404624j -0.000195811+0.00226118j -0.00761541-0.00152163j -0.000273419+0.00168819j 0.00153849+0.00129965j 0.0024416+0.0038493j -0.00261906+0.00119593j 0.00332126+0.00485076j 0.00235977-0.00110956j -0.00201773+0.0058572j 0.00233938+0.000114078j 0.00456671-0.00301798j 0.00015137-0.00305701j -0.00167025-0.000898359j -0.00410485-0.00142022j 0.000163055-0.00133445j -0.00155309+0.00019788j -0.00122073-0.00191398j 0.00521518-0.00159234j -0.00171047-0.00231504j 9.55533e-05-0.00169154j 0.00351366+0.00156755j 0.000380084-0.0048782j -0.0050037+0.00399363j -0.00275281+0.00336547j -0.0011766+0.00219247j -0.00037215+0.000626969j 0.00989308+0.00424816j -0.00200821+0.00136917j -0.000689192+0.00198364j -0.00185821-0.000616574j -0.00415934-0.000840381j -0.004673+0.000932698j 0.0019214-0.00461547j 0.00269233-0.00127741j 0.00175059-0.000730292j 0.00163333+0.00164255j 0.000867394+0.00109759j 0.003743+0.00220461j 0.00437414-0.000401074j -0.000375581-0.00367983j 0.00355249+0.00103646j 0.00114812-0.000571645j -0.0029464+0.00266817j -0.00028144-0.000425003j 0.000820592+0.000589069j 0.00348782-0.00240089j -0.000170056+0.00100765j -0.00179524-0.00115748j 0.000546555+0.000289612j 0.00139972-0.00146923j 3.37223e-05-0.00165196j 0.000126344+0.000945829j 0.00123931-0.000490491j 6.95823e-05-0.00016859j -0.000439643+0.000224558j 
0.00130057-0.00125977j 0.000364084-0.00211918j 0.00166527+0.00188689j -0.00248015+0.000362531j 0.00111116+0.00228557j 0.001628+0.00237221j -0.000533926-0.00194603j -0.00272455-0.00164229j -0.0011032+0.00277242j -0.00163327-0.00175466j -0.000755749-0.00127061j -0.0022672-0.00114838j 0.00323538-0.000561294j -0.000826659+0.00199795j -0.00403577-0.00154319j 0.00292635-0.000920888j -0.00333315-0.00212162j -0.00148353+0.00174488j -0.00247424-0.00166716j -0.000572569+0.000179399j -0.000864754+0.00121612j -0.00316088-0.00662256j -0.00525409-0.00145665j -0.00113075-0.000447994j -0.00196192-0.0011646j 0.00393286+0.00698789j -0.000279815-0.000893941j 0.000192341-0.00300438j -0.00205356+0.00482418j 0.00150145+0.0071339j -0.00248507+0.00525187j 0.000332108-0.00201615j -0.0023312+0.00215279j -0.00228457+0.00126711j 0.00121784+0.00403608j 0.00382271+0.000102904j 0.000956016-0.00145671j -0.00268036-6.09243e-05j 0.00563415+0.00577231j -0.00308933+0.000408495j 0.000981548-0.00396749j 0.0029424+0.00863386j -0.00228015-0.000338811j 0.00145347+0.00071121j -0.00260344+0.000537958j 0.00220966+0.000169838j 0.000705888-0.00335317j 0.00303795-0.00176796j -0.00252343+0.0059627j -0.00228262-0.000765236j -0.00162575-0.00202858j 0.000672809-0.000159982j 0.000403188-0.000113496j 0.000737788+0.000683253j -0.00199905+0.00170069j -0.00139124-0.00159638j -0.00214089-0.000578277j -0.00346864-0.00355052j 0.000852019-0.00070235j -0.00047656-0.00122444j -0.000909517-0.000148182j 0.000530105+0.00374917j -0.00333248-0.00159058j 0.00299113+0.00335979j 2.37977e-05-4.95745e-05j -0.000289079+0.000487818j -0.00112109+0.00192544j -0.000880963+0.00119989j -0.000943783-0.00333636j -0.00509836+0.000516543j -0.000647758+0.000668463j 0.000305919+0.00015071j -0.00173705-0.00124612j -0.00120396+0.00113253j 0.00151466+0.00147123j -0.000690014-4.68337e-05j 0.00199173+0.00014357j 
0.000494098+0.00154648j 0.000307167+0.000250966j 0.00150357-0.000734462j -0.000333321+0.00268226j -0.000276411-0.00226646j 0.00118761-0.00385761j 7.65245e-05+0.000744502j -0.00150982+0.000829051j -0.000507439+0.00019178j -0.00132653-0.00256359j 0.000686863-0.00170416j -0.00112871-0.000439219j 0.00279269+0.00184429j 0.00196782+0.00113908j -0.00200785-0.000514908j 0.00288756+0.00215551j -0.00064082+0.00776426j 0.000317259-0.000463499j -0.00335773+0.0025214j 0.00271021+0.00326971j 0.00248271-0.00330476j 0.00185676-0.00498283j -0.00241959-0.00189834j -0.00264429+0.000552666j -0.00303751-0.00097922j 0.0010245+0.00041162j 4.39161e-05-0.000373108j 0.000362108-0.00282027j -0.0039503+0.00245661j -0.00207039+0.00182727j -0.000566998-0.00322932j -0.00019366-0.00131368j 0.000212439+0.00623079j -0.000413835-0.000774131j -0.00258642+0.00211074j 0.00293249-0.00198916j 0.00109203+0.00105279j -0.000517577-0.000238927j -0.00174323-0.00472823j -0.00164378-0.00660198j 0.00116356-0.0023341j -0.00400217-0.00345794j 0.00190464-0.00175349j -0.000157924+0.00593489j 0.00200957-0.00042064j -0.000404472+0.000478648j 0.00420268+0.00586041j 0.00462705-0.00107449j -0.00148836-0.00336357j -5.39478e-05+0.000382806j 0.00512864+0.00229654j -1.59368e-05-0.00393394j -0.000284657+0.00122746j -0.000801244-0.000186821j -0.00308176-0.0051009j 0.000748269-0.00271218j 0.00211214-0.00214469j -0.00199848-0.0040569j -0.00193721-0.00219126j 0.00214597-0.00174071j -0.00180104+0.00245899j 0.000137431+0.00123523j 0.000529974+0.000289426j 0.00152675-4.85349e-05j 0.00191632-0.000429762j -0.000223116-0.000735864j 0.00209407+0.000869311j -0.000376849-0.00183374j -0.000501036-0.00459764j 0.0019799+0.000890627j 0.00144261+0.0001458j -0.000251951+0.00316276j -0.00147158+0.000271827j -2.33104e-05-0.000340858j 0.000160163-0.00223797j 0.00122638-0.000411446j 0.000658031+0.000310071j 
-0.000911021-0.000817435j 0.00108173+0.0008832j -0.00132014-0.000627635j -0.00177029-0.00130853j -0.000953017+0.00065713j -0.00195103+0.000515814j -0.00221803+0.000886472j -0.00266183+0.00116632j 0.000756401+0.000315191j 0.00156423+0.00103089j -0.000154216+0.00109936j 0.000521396+0.000766935j 0.00144069+0.00215735j 0.00241949+0.00189983j 0.000315494-0.00372646j -0.00239589+0.000789964j 0.00141478+0.00113106j -0.00293239+0.000260788j 0.00189645+0.000616605j 0.00254091+0.00045428j 0.000375508+0.00215722j -0.000565257+0.000433989j -0.00294432+0.00287795j 0.00606554+0.0020408j -0.0027063+0.00258094j 0.00407917+0.00452059j -0.00240401-0.00159726j 0.00353114-0.000377337j -0.00862827-0.000632471j -0.0027559+0.00117238j -0.00111144+0.000609784j -0.000100799+0.00122089j -0.00172164-0.00597936j 0.00515943-0.00127529j -0.000431106+0.000923769j 0.00412712-0.00189166j -0.000355335-0.0023848j -0.000371456+0.000849552j 0.0059001-0.00134673j -0.00260558-0.00589226j 0.000860364+0.00124014j 0.00156467-0.00316069j 0.000651178-0.00276627j 0.000807652+0.00129861j -0.005191-0.000744989j -0.000743783+0.00204331j 0.00376564+0.00173399j 0.00137861-0.000297754j -0.00850919-0.00236915j -0.00380055-0.000413085j 0.00303307-0.00132607j 0.00207344+0.000624995j -0.00360638+0.000461934j 0.00280189-0.000556532j 0.00277319-0.00104973j -0.00176465+0.00355144j -0.000229444-0.00234569j -0.00606781-0.000648103j -0.00174765+0.00401123j -0.00135556-0.00224789j 0.00147845-0.00234483j 0.00224478-0.0029207j -0.000977916-0.000703252j -0.000679037-0.000801583j -0.000248675+0.00116334j -0.00146943-0.00152974j -0.00121364-0.00139239j 0.00152817-0.00096422j -0.00040112-0.00012588j 0.00156796-0.000712994j -0.00154548-0.00183654j -0.002318-0.00123319j 0.00134126-0.000950586j -0.00114678-0.000527874j 0.000213413+0.000664393j 0.000718489-0.000389618j -0.00164784-0.000448597j 
