-0.000997583-0.00153218j -0.0015814+0.00129149j 0.00107634+0.00347868j -0.00344173+0.000590906j 0.000923173+0.00129448j -0.00223797-0.00213125j -0.00215394+0.000993936j -0.00209555-0.000241211j 0.00019519-0.000271708j -0.00131004-0.000234513j 0.00134367-0.00284785j 0.000435417-2.90009e-05j -0.00153413+0.00242489j -0.000176453+0.00166412j -0.00152317+0.000363848j 8.89108e-05-0.00176972j 0.00160434-0.000746771j 0.00222339+0.00269336j -0.000899096+0.000312177j -7.93407e-06-0.000416058j -0.00178886+0.000510239j -0.001833-0.000348305j 0.00158425+0.00104626j 0.0020804+0.000562409j -0.000972312-0.000374928j 0.00142073-0.000200843j -0.00213592+0.000335533j 0.00160153+0.00191903j 7.6307e-05+0.00169589j 0.000130198-0.000674579j 0.00112902-6.72713e-05j -0.00180056+0.000148432j -0.00228713+0.000455528j -0.00162856+0.00168868j 0.000124298+0.000309598j -0.000351497+0.000337974j -0.00142932+0.000564236j 0.0023351+0.000712638j -0.000579028+0.00140993j -0.00348508+0.00256319j -0.00185579-0.00076124j 0.000984736-0.000123581j -0.00127118+0.00221663j -8.09646e-05+3.90596e-05j 0.00107176-4.67589e-05j -0.00168815+0.00108372j -0.000844787-0.00106199j 0.00097979-0.000263169j -0.000408266-0.000144232j 0.00131941+0.00118152j -0.00126817+0.00192024j -0.000227006-0.00188522j -0.00110505-0.000355849j -0.000862398+0.00143054j 0.00101729-3.74787e-06j 0.000520168+0.00222841j -0.000287319+0.000157045j -0.00194436+0.00135648j 0.00201943-0.000590906j -0.000367297-0.000459858j -0.00118931+0.000333852j 0.0012644-0.00223699j -0.000765657+0.000288814j -0.00119293-0.00366304j 0.000883131+0.00227928j 0.00077915-0.00250639j -0.00147565-0.00475228j -0.00446228-0.00214835j -0.00548143+0.00222598j 0.00108964+0.00540727j -0.013334+0.00492268j -0.00503129-0.0131515j 
-0.00479339-6.70771e-05j -0.000275464+0.00448085j 0.003467+0.003533j -0.00136283+0.00366512j -0.00360712-0.00684018j 0.00224745-0.00284433j 0.00208657+0.00586323j -0.0097466+0.00488346j 0.00111382+0.000773655j -0.00139544-0.00378215j 0.000596773+0.00670934j -0.006423-0.00824391j 0.00431173-0.000196534j -0.00558218+0.000421384j 0.00392743-0.00217549j 0.00177506+0.00920152j -0.0035318+0.00514096j -0.00526311+0.00102599j 0.00177963-0.000155175j -0.00218955-0.00121612j 0.00348743-0.00145142j 0.00257745+0.00340625j -0.00138271+0.00329602j -0.00607123+0.00578822j 0.00553065+0.00314237j 0.00579874-0.000880771j -0.00296207+0.00162454j 0.00224026+0.00563866j 0.000562691-0.00325606j 0.00167327+8.94965e-05j -0.00384332+0.0035127j -0.000980312-0.000688909j -0.00094903-0.000346273j 0.000488766-0.00256542j 0.00342933-0.00256232j -0.000913582+0.00199009j 0.000336931-0.0011286j -0.000294939-0.00170066j -0.00218449-0.00530804j -0.000722195+0.00309244j 0.0049048-0.000979563j 0.00025633-0.00172924j -0.00294952-0.000763195j -0.00090769+0.0029519j -0.00521345-0.0011684j 0.000445177+2.44321e-06j 0.000230679-0.00162961j 0.00151763-0.000217793j -0.00306012-0.00199162j -0.00193863-0.00302241j 0.000193543-0.00402089j -0.00284241-0.00162696j -0.00218008+0.000280859j -0.000118257+0.00172946j 0.0013637-0.000946536j -0.00170195-0.00172632j 0.00176906-0.00122394j 4.72756e-05-0.00163271j -0.000456625+0.00185037j 0.00109542+0.00136079j -0.00177644-0.003781j 0.00122261+0.000508664j -0.00437547+0.00100965j 0.00448087-0.000502756j 0.000147534+0.00362663j -0.000420625-0.00182813j -0.00122759-0.001025j -0.00170418+4.08162e-05j -0.00297915+0.000735727j 0.000152572+0.00260963j -0.00388115-6.33993e-06j -0.000136475-0.00408916j 
-0.000911455+0.00264437j 0.00244877+0.000761842j 0.00320549-0.0021649j 0.00180889+0.00344315j 0.000176322+0.00407145j -0.00241329-0.00266397j -0.00224406+0.00119461j 0.00160328-0.00176886j -0.0052535+0.000236374j -0.000664815+0.00548652j -0.000877773-0.00116817j 0.000140464+0.0003636j -0.00146357-0.00735418j 0.00215729-0.000390004j 0.00148321+0.0012181j -0.0010092+0.000554332j -0.00391354-0.000114769j -0.00267187-0.00165091j 0.00026338-0.00117986j -0.000595394+0.00181811j -0.000417187+0.000805863j 0.00190735-0.00011974j 0.00400754+0.0032589j -7.25838e-05-0.00431637j 0.000162307+0.000809904j 0.000218248-0.000816202j 0.000768024-0.00277368j -0.00326632+0.000375829j -0.00300473+0.00171484j -0.00343885+0.00181714j -0.000825312+0.000949583j 0.00283097-0.00200547j 0.00151476-0.00190589j 0.0049309+0.000470399j 0.00341742-0.00332553j -0.0025027-0.00394266j -0.00121444-0.00284729j -0.000876817+0.00143078j -0.00181099+0.00147132j 0.000119685+0.00105239j 0.00121648+0.00141897j 0.00287379+0.000113235j 0.000375333-0.00132285j 0.00125197-0.00223064j -0.000625163+0.000921005j 7.38127e-05-0.00280698j 0.000333788-0.00306799j -3.6221e-05+0.00168876j -0.000423464-0.00166368j 0.000161196-0.00167706j -0.00173589-0.0015802j 0.00500542+0.00117368j 0.000223307-0.000975337j 0.00223918+0.00106258j -0.00011321+0.00138434j 0.00166957+0.00109205j -6.97056e-05+0.00244758j -0.00119414+0.000357757j 0.0012191-7.71907e-05j 0.000867216-0.00278788j -0.000613137+0.00313777j 0.00101126+0.00019132j 0.000412964-0.00140955j -0.00280071+0.00238277j -0.000575185-0.00170401j 0.0018933+0.00156213j 0.00141441+0.000388129j 0.000680903+0.00131025j 0.000561812+0.00192518j 0.00216189-0.000266982j 0.000708258-0.000798189j 0.000720119+0.000491599j 
0.00294792-0.00222551j -0.00231264-0.00287505j 0.00177022-0.00467276j 0.00388528+0.000681592j -0.00298958+0.00430177j -0.00135688-0.00485864j -0.00344873-0.00317927j 0.00641891+0.000111856j -0.000482588-0.00210299j -0.00299429+0.00320325j -0.00066516-0.0073038j 0.00471582+0.00459881j -0.0050714-0.0019981j 0.00175558-0.00188615j -0.00256745+0.00138219j -0.000237626-0.00427563j -0.00147799+0.000640097j 0.00245692-0.0040781j -0.00314404-0.00150797j -0.00152003-0.000108169j -0.000878793+0.000698319j -0.00265062-0.00285598j 0.00408497+0.000285915j 0.0033921-0.00588277j -0.00152519-0.00299924j -0.00356083+0.000643011j 0.00359216-0.00217434j -0.000384612-0.00375058j 0.00145831+0.00545017j -0.00295801+0.00128925j 0.00323465-0.000233871j 0.00395128-0.00101046j 0.00175433-0.00302625j 0.00351687+0.000739088j -0.00022105-0.000637538j -0.00156288-0.00108869j -0.00227892-0.00131667j 2.0466e-05+0.00173522j -0.0010241+0.00284132j -0.00131248+0.00118269j -0.00223471+0.00266798j 0.000859002+0.000735619j 0.000843687+0.00092209j 0.000429423+4.09891e-05j 0.000815455+0.00104604j -0.000664284+0.000896222j -0.00122653-0.000477004j -0.00135524-0.00075727j -0.000374507+0.00091701j 0.0014311+0.000226588j 0.00149823+0.00241659j 0.000653877+0.000823081j 0.000332909-0.00121656j -0.0015705-0.00171737j 0.000249136-0.000225301j 0.00262702+0.00102845j -0.000457807+0.00267036j 0.000388607-0.000807027j 0.00230224-0.00112226j 0.000414061+0.00122837j 0.00128024+0.000613351j -0.000717168-0.000986178j 0.0011114-0.000253971j -0.00205808+0.000901596j -0.00101238-0.00213835j -0.0003542+3.09574e-05j 0.00120434+0.00219386j 0.00194414-0.00142369j 0.00032456+0.00236075j 0.00254134-0.000533029j 7.47792e-05+0.000493162j -0.000541726+0.000133836j 
0.000422149-0.00106651j -0.00136545-0.000681429j 0.000883918-0.000671012j 3.79849e-05-0.000655299j -0.00521591+0.00381598j 0.000828537-0.00105831j 0.00511803-0.00302256j 0.00208684+0.00674407j 0.00273413+0.00387078j 0.0021884+0.00103272j -0.00386649-0.0018893j 6.47174e-05+0.00109211j -0.00132112+0.0011517j -0.00099932-0.00126034j 0.000248459+0.00177339j 0.00422378-8.79928e-05j -0.000375564+3.13823e-05j 0.00530338-0.00303177j 0.000748029-0.00167487j -0.000370503-0.00298985j -0.00291062-0.00244076j -0.0042553-0.00386484j -0.0021976-0.000819437j -0.00122132-0.00460706j 0.000488725+0.00183134j -0.00124446-0.00266308j 0.000607457+0.00287249j 0.000540679-0.0034609j -0.00160614+0.00230785j -0.00104848-0.00157578j -0.002425-0.00509969j 0.0053657-0.000268928j -1.55996e-05+0.0012029j -0.0010414+0.000953051j -0.000546956+0.00245535j -0.000548372+7.286e-05j 0.000369996+0.00288805j 0.00183702+0.00305943j 0.00545776-0.00157669j 0.000232908-0.00434085j -0.000132341-0.00356509j -0.00289403-0.00133884j 0.00107314-0.00160135j -0.00293934+0.00281387j -0.000940322+0.00100252j 0.000417258+0.00381323j -0.0021919-0.003671j -0.00132681+0.000562623j 0.000239054+0.00075259j 0.00115075-0.00318373j 0.00412589-0.00193955j 0.000227784+0.000447143j 0.000878011-0.000948799j -0.000617193+0.00217664j 0.00216259-0.00163637j 0.000999761+0.00133963j -0.00198921+0.00276482j -3.37976e-05-0.00142155j 0.00409563+0.00295204j 0.00153039+0.0028829j -0.00278314-0.00148989j -0.000353548+0.000401414j -0.00219176+0.00332752j -0.000355846+0.000707784j 0.00256544-0.00307474j 0.00213201-0.00199893j -0.00472521+0.00104426j 0.00241636+0.00455888j -0.00060381+0.00170355j 0.00222358+0.00101996j 0.000964396-0.00123677j 0.00114353+0.000763195j 
0.000452602-0.00413619j -0.00410599-0.000288249j -0.0011965-0.00161215j 0.00151082-0.0023578j -0.00400285-0.00155715j 0.00250115-0.00370184j -0.0012144-0.00385418j 0.00191665+0.0033817j 0.00432105-0.000304227j -0.00228993-0.00190055j -0.00102653-0.00639961j 0.00304018+0.00121682j -0.00137725+0.000549966j 0.00158801+0.000936238j -0.00039034+0.0022882j 0.0027804-0.00208562j -0.00275379+0.00555881j 0.00282811-0.00300495j -0.0041015+0.000187571j -0.00391023-0.00124567j 0.0017138+0.00119507j -0.00336809-0.00291699j 0.00271384-0.00207914j 0.00197014-0.00287454j -0.000667291+0.000324448j -0.00209077-0.000717474j 0.00122366+0.00030201j 0.00124914-0.00299302j 0.00159168+0.00401795j 0.00402117+0.00177355j 0.00162429+0.00307469j 0.00187041+0.000366147j 0.00174883-0.000174294j 0.00131063-0.000672974j -0.00390502+0.00308742j -0.000885653+0.000708449j -0.00120617+0.0010126j 0.00201919-0.00260985j -0.00179326+0.000847417j -0.000210562+0.000626597j -0.00225536+0.000269798j 0.00105236+0.00129678j -0.000255371+0.00160365j -0.00116789-0.000734928j -8.83197e-05-0.00112288j -0.00249307+0.00330058j -6.2265e-05+0.000137586j -0.00316118-0.00321262j -0.00148973-0.000143653j -0.000561521-0.000515034j 0.00203046+0.00211804j 0.000369777+0.00043537j 0.000678077-0.000877931j -0.00169607+0.000215733j -0.00135745+0.000665871j 0.0014898-0.000689145j -0.000462283-0.000823449j 0.00145888-0.00229266j -0.000681566-0.000822565j -0.00164244+4.15285e-05j -0.0018456-0.000375002j -0.000614281+0.00047121j -0.002482-0.00129146j -0.000962233+0.000753263j 7.23793e-05+0.00143111j -0.000879639-0.00139145j -0.00254756-0.00140469j -0.00262655+0.00195729j 0.00257992+0.00222023j 0.00178247-0.00186705j 0.00117523-0.00240065j 0.00239013+0.00129963j 
-0.00328801+0.000175337j 0.000119691+0.00328353j -0.00259829-0.00252322j 0.00307951-0.0019432j 0.00229873-0.00447396j 0.00388778+0.00400346j 0.00389048-0.00217539j -0.00162081+0.000878977j 0.00286396+0.00248147j 0.00225365-0.00364865j -0.000313105+0.00183989j -0.00216802-0.00274319j 0.00173285-0.00181621j 0.00165065-0.0015314j 0.0020724+0.00262893j -0.0025976+0.000993351j -0.00190752+0.00255864j -0.00136824+0.00235012j -0.00212159+0.00449262j -0.000629648+0.000366777j 2.10059e-05+0.00241547j 0.00263525+0.00258928j -0.000262801-0.000452374j -0.00342265+0.00140896j -0.00176101+0.00252473j 0.00226994+0.000177526j 0.00117291+0.00068402j -0.00272282+0.000509212j -0.00253835-0.00195818j 0.00724979+0.000844664j -0.00117777+0.00132554j -0.00241077-0.00119975j -0.000493139+0.000121033j -0.00179586+0.00330476j 0.001833+0.00238724j 0.000280331+0.00354738j 0.000820677+0.000972848j 0.00148129-0.0015775j 0.00162913+0.00151227j 0.00107351-0.000921478j -0.00172933-0.00102421j 0.00404983+0.00050617j -0.00314793-0.00170152j 0.00182112-0.00455758j 0.000998761-0.00184727j -0.00134374-0.00301649j 0.00399124-0.000366401j -0.00106441+0.000144382j 0.000661375-0.00399533j -9.6491e-06+0.000283498j 0.000244649-0.00129506j 0.00255393+0.000414185j -0.000961368-0.000501009j -6.26431e-05+0.00230671j 0.000162352+0.00340274j 0.00229828-0.000622843j 0.000486711-0.000962397j -6.11696e-05-0.00163336j -0.00376704+0.000589895j -0.00166925-0.00341298j -0.00243417-0.00288319j -0.00102692+0.00374097j -0.00275128-0.000325224j 0.00300272+0.00340324j -0.00222786+0.00170824j 0.00208318-0.00493537j -0.00475051-0.00360609j -0.00355625+0.0031983j 0.00190315+0.00483096j 0.00446897-0.00161255j -0.000416074+0.000272702j -0.000383009-0.000515203j 
0.000994403+0.0024325j 0.00241866-0.000959696j 0.000180842+0.000711273j -0.000292005+0.000816899j 0.00424461+0.00127071j -0.00414095+0.00596308j 0.00361372+0.00321067j 0.000416255-0.00121285j -0.000658883-0.00201232j -0.000797685+0.000631491j 0.00161352+0.000130323j 0.0027236+0.00408939j -0.000267577+0.00402708j -0.00104501-0.000514869j -0.00266034+0.000587547j 0.000500091-0.00461972j 0.00435962-0.00170335j 0.00403892+0.00186183j 0.00082357-0.000958905j 0.0009425-0.00246942j -0.00112938-0.00122391j -0.00196484-0.000193173j 0.000112415-0.000932058j 0.00333262+0.00119761j -0.00111949-0.00142437j -0.00509991+0.000366087j -0.00102234-0.00165438j -2.82774e-05-0.000187472j 0.00246864+0.00394885j 0.000461452-0.00403772j 0.00104819-0.000458331j 0.00102278+0.00138487j -0.000309722-0.000150338j 0.000888309-0.0030261j 0.00122458+0.000111437j 0.00261175-0.0022857j 0.00155979+0.00181877j -0.00211937-0.000756329j -0.000156412+0.0018175j 0.0016657-0.00193009j -0.000101189+0.000839409j -0.00219941+0.000312463j -0.000221841+0.00113152j -0.00242698+0.00343126j 3.74901e-05+0.00263409j 0.00253204-0.00101193j 0.00076627+0.00158433j -5.30312e-05+0.000478251j -0.00104793-0.000190998j 0.000640248+0.00151905j -0.000905792-0.00133875j 0.000351715+0.00156771j -8.19675e-05+0.000146949j 0.00030516-0.00166891j -0.00144799-0.00116151j -0.00309547+0.000642881j -0.00193382+0.00091702j 0.000862918+0.000138904j 0.000113909-0.00103483j 0.00187311+0.00167688j 0.00253556-0.000342646j 0.000243324-0.00122577j 0.00134004+0.000381734j 4.75217e-05-0.000309154j 0.000344578-0.00282869j 0.00206399+0.000458167j 0.000672862+0.00127392j 0.00385726+0.000908277j -0.000310936-1.89983e-05j 0.000976622+0.000236896j 0.000533854+0.00136299j -0.00153581+0.000436904j 
-0.00401191-0.000377991j -0.000571424+0.00404536j -0.0028553+0.00442341j -0.00446452-0.0028297j 0.00177683+0.00168646j -0.00288543+0.00153167j 0.000414315+0.0039525j -0.00603685-0.0020712j 0.00244471+0.00107708j 0.00161819-0.00447072j 0.00161795+0.00366112j -0.00150901-0.00455201j 0.0044615+0.00381352j -0.00280715+0.00488755j 0.00237653+0.000633548j 0.00023132+0.0011411j 0.00238597+0.000408153j -0.0011462+0.00329993j 0.00368164+0.00118283j -0.00105671+0.00150691j -0.000562937+0.00428543j -0.0028667-0.000577175j 0.00015575+0.000522481j -0.000173273+0.0019372j 0.000419984+0.00290572j 0.00414007-0.00248071j -0.00210013+0.000733412j 0.0033093+0.00127014j 0.000277778-0.00420263j -8.51118e-06-0.00113483j -0.00656121-0.00107486j -0.00524777+0.00137006j -0.00425755+0.00143341j -0.00190458+0.000136936j -0.00235511+0.000146666j -0.000225211-0.00180503j 0.00155239-0.00331619j 6.83294e-05+0.0021123j 0.000421391-0.00300929j -0.00224038+0.000324343j 0.00224313-0.0046075j -3.52168e-05-0.000904344j -0.00236888+0.00084164j 0.00212529+0.00488348j -0.000737534+0.00198918j 0.000569748+0.000523162j 0.00173905-0.0011044j 0.00131324-0.000204021j 0.00249752-0.000980174j 0.000707783+0.000226724j -0.000253367-0.00129252j -0.000574644-0.000695054j -0.00085768+0.00128003j -0.000394458+0.00185993j 0.00070073+0.000223927j -0.00262218+4.19605e-05j -0.00134855-0.00237475j 0.00091665+0.00233248j -0.00108814+0.00288954j -0.00362521-0.000700932j -0.00489995-0.00101134j 0.00243545+0.00465367j 0.00120568-0.00287583j 0.0024595-0.00156288j -0.00406181+0.00119976j 0.00232075-0.00380161j 0.000716591-0.0041433j -0.00244575-0.00297008j 0.00333408+0.00070716j -0.000147367-0.00412445j -0.00187334+0.000283581j -0.000481764-0.00183602j 
0.000536429+0.000880993j 0.00078379-0.000622597j 0.0030612+0.00322101j -0.00358043+0.00306963j 0.000605929+0.000387694j 0.00281664-0.000401008j -0.000389811-0.00213134j -0.00152228-0.00210807j 0.000142754+0.00149023j 0.00157868-0.000501763j -0.000903102+0.000216205j -0.00028848-0.00197403j 0.00142166+0.00414319j -0.00193304+0.00172148j -0.00166114-0.000175263j 0.00115645-0.000630931j 0.00479308-0.00445477j -0.00133615+0.00108439j -0.00083002+0.000297482j 0.00464068+0.00113492j -0.00264637-0.00325613j 0.00126913-0.00103903j -0.00248192-0.00673202j -0.00133267+0.00578188j 0.000911589-0.000971028j -0.00239615-0.000586412j -4.87644e-05+0.00185107j 0.000797298-0.00182974j 0.00020587-0.000759059j 0.000306813+0.000363294j -0.00016715-0.00101971j -0.00263-0.000490253j -0.000478444+0.00205651j -0.0038502-0.00176198j -0.00568745+0.000824129j 0.00205004+0.00171008j 0.00176597+0.00212416j 0.00153909-0.000805549j 0.000636868-0.00171383j 0.00444446-0.00326755j -0.000893594-0.00331071j -0.00151851-0.00159091j 0.00220923-0.00199148j -0.00324003-0.0024201j 0.00235951+0.00227323j 0.000459513+0.00202107j -0.000295948+0.00239457j -0.00215806+0.00135517j 0.00178203-0.000749932j -0.00313496+0.000921587j -0.00182625+0.00118915j 0.00106567-0.000726718j -0.000652265+0.000936348j -0.00193854+0.00155776j 0.00194705+0.00216624j -0.000999229-0.00143319j -0.000532513-0.00166953j -0.00135745+0.000137925j -0.00119182+0.00195508j -0.00268633-0.000891388j -0.000618468+0.00358867j 0.00359838-0.00169567j -0.00137062-0.00376004j -0.00344279-0.000811094j -0.00198383+0.00205218j -0.00221493+0.00121965j 0.00266234+0.000861127j -0.00190643-0.00189238j 0.00100465+0.000334096j -0.000387954-0.00113341j -0.000680696-3.77513e-05j 4.88089e-05-0.000708709j 
-0.00333495-0.00171577j -0.00190017+0.00325466j 0.00315181+0.00358261j -0.00269622+0.00293274j -0.00130632-0.000704228j 0.00137102-0.000214238j 0.00300629-0.000759454j 0.000526669+0.00369758j -0.00094142-0.000484965j -0.0026082+0.00125115j -0.00102215-0.0010992j -0.00185181-0.00169016j -0.00405527-0.00289886j -0.0013707-0.00732548j 0.000648409+0.00118114j -0.00279498+0.000958532j -0.00170011+0.00215094j 0.000200891+0.00114994j -0.00636079+0.00226318j -0.000311256-0.00345468j 0.000682791-0.00128105j -0.00194652-0.00240902j -0.00287662+0.000681959j -0.000906499+0.00319324j -0.000288946-0.00312167j 0.00192695+0.00195802j 0.00308267+0.000355612j 0.00338563-0.00347268j -0.00190268-0.000257295j 0.00146438+0.00104943j 0.00486521+0.00122673j -0.000204476-0.00177511j -0.00180539-0.00285477j -0.00185603+0.00255777j 0.00210196+0.00198629j 0.001662+0.00351423j -0.00427376-0.000506371j 0.00205438+0.00291209j -0.000971288+0.00339003j -0.00103206+0.00182059j -0.000476836-0.000870674j -0.00246126+0.00104072j -0.0021712+0.00359143j 0.000547495+0.00275241j 0.000237925-0.000229729j 0.000101128-0.00274051j 0.00203067+0.00130812j 5.15493e-05-0.00196535j -0.000939213+0.00214755j 0.00110714-0.000701216j 0.000964059+0.00288395j -0.00498766-0.000729663j -0.00262689+0.00254445j 0.00110693+0.000297682j -0.000714815-0.0016507j 0.00289168+0.000577533j -0.00060179+0.000226486j 0.00311388-0.000532332j 0.000926011+0.000473142j -0.000518162+0.00420968j 0.00234908-0.00266169j -3.26734e-05+0.000819207j -4.47778e-05+0.00178914j 0.0036796-7.70681e-05j 0.00206072+0.000239616j -0.0012201+0.00137294j 0.00269476+0.00270158j 0.00372073-0.00172272j -0.000760524+0.00134217j 0.00185902+8.04207e-05j -4.61749e-05+0.00050885j -0.000702842-8.51604e-05j 
0.00153385-0.0001702j -0.000174491-0.0015108j -0.000339245-0.000204617j 0.000193737-0.000681286j -0.0014298+0.000968683j -0.00210178-0.00103392j -0.00031264+0.00149709j 6.30855e-05+0.000976982j 7.31641e-05-0.000566401j -0.000531185+0.000266157j 0.00058127+0.000256793j -0.000205392+0.000190217j 0.000909512-0.00039111j 0.000492452+0.00206255j 0.000324998-0.000718825j 0.00103372-0.000510449j -0.0010421+0.00210942j -0.000475501-0.000807443j 0.00249675-0.000301048j -0.00285091+0.0006376j 0.000517981+0.00213645j -0.00145712+0.000273355j 0.00176453+0.00294862j 0.000912482-0.00305634j -1.5617e-05+0.000905055j 0.00108913-0.000548523j 0.000209411-0.00137876j -0.000315909+0.000917782j 0.000937902-0.000412541j -0.000725529-0.000727504j -0.00179758-0.000207073j 9.45538e-05+0.000603568j -0.000164491-0.00015384j 0.00147629+0.000467173j 0.00167687-0.000852136j -0.00185224-0.00111035j -6.07255e-05-0.00146307j -0.000515071+0.000268621j -0.000148157-0.0003639j -0.00157293+0.00078542j 0.000700062-0.000117317j 0.000743966+0.000396398j -0.000721928-0.000466771j 0.00111202+0.00177832j -0.000673566+0.000491872j 0.000154386-0.000176904j -0.000549725-0.0011954j 0.000550124+0.000363191j 0.000135319+0.000482219j 0.000927246-0.000436412j 0.000771729-0.000977589j 0.000664687+0.000534538j 0.000682632-0.000436544j 0.000397518-0.00045033j -0.000410266-0.000474354j -0.000481749-0.000319885j -3.62674e-05+0.00109481j -0.000552018+0.000171413j -2.16114e-05-0.000431207j 0.000964622-0.000443389j -0.000274671-0.00069295j -0.000432634+0.000563525j 0.00085851+0.000215517j 0.000615317+1.72656e-05j -0.000366794-0.000611123j 0.000705466-0.000901357j -0.000515871-0.000279276j 0.000420508+0.000203685j 0.000679923+0.000683133j 0.000805318-0.000728826j -0.000258911+0.000529666j -0.000582682-0.000252199j 
-0.00239381-0.00155993j -0.00170901+0.00245831j -0.00139336-0.00403107j 0.00359812-0.000317121j 0.00489633-0.00181086j 0.00342585-0.000827662j -0.00317676-0.00216879j -0.00442065-0.00305798j 0.00387914-7.88195e-05j -0.000847261-0.00238303j -0.00658378-0.0032323j 0.00334343-0.00475745j 9.01879e-05-0.000710548j 0.00185403+0.00254627j 0.00463975+0.00544188j 0.00310404+0.000954156j -0.0020545-0.000112994j 0.000468257-0.000643673j 2.12425e-05-0.00101063j 0.00133808+0.00191701j -0.0027297-0.000418834j -0.00029293-0.00432316j 0.00244456-0.000578273j 2.22636e-06+0.000914963j 0.00359048+0.00239342j 0.000431617-0.00479988j -0.000408973+0.00571475j 0.00220566-0.00379585j -0.00391187-0.0016287j -0.00367319+0.00267157j -0.00436053-0.000638199j -0.00110562+0.00143922j -0.00102393-0.00134832j -0.00059034-0.00142682j -0.00218459-0.00351336j 0.000194879-0.00495945j -0.00108168-0.00398102j 0.000755214-0.00145461j -0.000809726-1.0816e-05j 0.00321703+6.49154e-05j 0.00110653-0.00169728j 0.00167461-0.000823073j -0.000317572-0.00111773j 0.00374121+0.000814141j -0.00252624+0.00249419j -0.00384706+0.000297838j 0.00309851-0.00205104j -0.0030107-0.00243893j 0.00101896-0.00254383j -0.00343044-0.00141265j -0.000948566-0.000482704j -0.00109972+0.0011083j -0.000295083+0.00092261j -0.00125517+0.00228634j -0.00317493+0.00294365j 0.00169712+0.00224144j -0.00324633-0.00452143j 0.00326727-0.00459943j -0.00212628+0.00151185j -0.00223062-0.000221941j -0.00531553+0.00271769j 0.00191256+0.00660727j -0.00264578-0.00294527j 0.000740723+0.00336191j -0.00325423+0.00323733j 0.000184913+0.000522604j 0.00211812-0.00206873j -0.00338716-0.000126019j 0.00103924+0.00282016j 0.00230827-0.000656289j -0.000113271+0.000291443j -0.000337705-0.000200057j 
0.00242658-0.00284961j -0.00295373-0.00236814j 0.00601865+0.00311094j -0.00337165+0.00619783j 0.00109622+0.000933102j -0.000126422-0.000899219j -0.000102884-0.00044561j 0.000553001+0.00128518j -0.00376555+7.68454e-05j -0.000626495+0.00337443j -0.00110573+0.00139408j -0.00295154-0.00299934j -0.00036345+0.000362667j -0.00171776-0.00125099j -0.00177023-0.00395347j -0.000695441+0.00298427j -0.00188073-0.0024071j -0.00395972+3.2626e-05j -0.000664713-0.000345547j 0.00223544-0.00124351j -0.000794253-0.00405497j 0.0050483+0.00505011j -0.00296271+7.29893e-05j -0.0017554+0.00624663j 0.00202155-0.00179519j -0.00234716+0.00278289j -0.000994048+0.000439519j -0.00306386+0.00400129j 0.00102559+0.00211005j -1.81745e-05+0.00179618j 0.00454228+0.00546j 0.00139278-0.000986886j 0.00187103-0.000501949j -0.000765517-0.00104092j 0.0015684+0.000519988j 0.000232444-0.000311501j -5.84308e-05+0.00314008j 0.00130457-0.00480287j -0.00422338+0.000765854j 0.00176946+0.000398076j -0.000484801+0.00328006j 0.000922383-0.000892491j 0.00177787-1.17053e-05j -0.00155436-0.00547294j -0.000259888-0.000105053j 0.000359825-0.00249103j 0.00110494-3.42271e-05j 0.00135857+0.00156887j -0.00261798-0.0015011j -0.0012678-0.000387752j -0.00383712+0.00077282j 0.00249428-0.00116968j -0.00118135+0.00176258j 0.00272939+0.0014674j 0.000663564-0.000250122j 0.00212835-0.000384276j 0.000651299+0.00068963j -0.000691019+0.000173427j 0.00129695-0.00181152j -0.000804494-0.00118764j -0.00158416+0.00354524j 0.0012328-0.00108631j -0.00209199+0.000213652j -0.00154264+0.000760356j 0.000585708+1.44131e-05j -0.000964801+0.0019609j 0.00160738+0.000528214j -0.000408239-0.00114631j -0.00161666-0.00113668j -0.00147106+0.00183735j 0.000301999-0.000816846j 0.000788924+0.000321996j 
