-0.000997583-0.00153218j -0.0015814+0.00129149j 0.00107634+0.00347868j -0.00344173+0.000590906j 0.000923173+0.00129448j -0.00223797-0.00213125j -0.00215394+0.000993936j -0.00209555-0.000241211j 0.00019519-0.000271708j -0.00131004-0.000234513j 0.00134367-0.00284785j 0.000435417-2.90009e-05j -0.00153413+0.00242489j -0.000176453+0.00166412j -0.00152317+0.000363848j 8.89108e-05-0.00176972j 0.00160434-0.000746771j 0.00222339+0.00269336j -0.000899096+0.000312177j -7.93407e-06-0.000416058j -0.00178886+0.000510239j -0.001833-0.000348305j 0.00158425+0.00104626j 0.0020804+0.000562409j -0.000972312-0.000374928j 0.00142073-0.000200843j -0.00213592+0.000335533j 0.00160153+0.00191903j 7.6307e-05+0.00169589j 0.000130198-0.000674579j 0.00112902-6.72713e-05j -0.00180056+0.000148432j -0.00228713+0.000455528j -0.00162856+0.00168868j 0.000124298+0.000309598j -0.000351497+0.000337974j -0.00142932+0.000564236j 0.0023351+0.000712638j -0.000579028+0.00140993j -0.00348508+0.00256319j -0.00185579-0.00076124j 0.000984736-0.000123581j -0.00127118+0.00221663j -8.09646e-05+3.90596e-05j 0.00107176-4.67589e-05j -0.00168815+0.00108372j -0.000844787-0.00106199j 0.00097979-0.000263169j -0.000408266-0.000144232j 0.00131941+0.00118152j -0.00126817+0.00192024j -0.000227006-0.00188522j -0.00110505-0.000355849j -0.000862398+0.00143054j 0.00101729-3.74787e-06j 0.000520168+0.00222841j -0.000287319+0.000157045j -0.00194436+0.00135648j 0.00201943-0.000590906j -0.000367297-0.000459858j -0.00118931+0.000333852j 0.0012644-0.00223699j -0.000765657+0.000288814j -0.00119293-0.00366304j 0.000883131+0.00227928j 0.00077915-0.00250639j -0.00147565-0.00475228j -0.00446228-0.00214835j -0.00548143+0.00222598j 0.00108964+0.00540727j -0.013334+0.00492268j -0.00503129-0.0131515j 
0.00945098-0.00164404j -0.00166252-0.00953678j 0.00617328+0.00314466j -0.00310848+0.00698791j 0.00505683+0.00129359j -0.00115131+0.00628724j 0.0038893+0.000871491j 0.00348212-0.00242844j -0.0065595-0.00812757j -0.00754177+0.00789254j -0.00264021-0.00268735j 0.00215242+0.00220859j -0.00158275+0.00362445j -0.00108048-0.00189025j -0.00197824-0.00301581j 0.00197754-0.00404904j 0.00025535+0.00588772j 0.00172966-0.000750506j 0.0029546+0.00748552j 0.000898071-0.00443257j 0.00257791-0.000317857j -0.00322958-0.00165462j -0.00252953+0.00118716j 0.0017582+0.000165325j -0.000162959+0.00192044j -0.00141811-0.0024219j 0.00677886+0.00143676j 0.00306058-5.24157e-06j 0.000236753-0.00190559j 0.0102847+0.00355781j -0.00518455-0.00119405j -0.00336028+0.00121427j 0.00253799-0.000220241j -0.00294241-0.000193369j 0.00423769+0.00399414j -0.00425419+0.00228034j 0.00207559-0.00465751j 0.00387005-0.000170766j 0.00111211-0.00453065j 0.00102647-0.000118961j 0.00672556-0.00680742j 0.00631882+0.0010443j 0.00158746-0.00557367j -0.000410802+0.00129419j 0.000469389+0.00108208j -0.00142127-0.0109689j 0.00417344-0.0067385j 0.00787169+0.00325221j 0.00463657-0.00414062j -0.00382547+0.000389026j -0.00424497-0.00253251j -0.00338287-0.00386132j 0.00276384+0.00308346j 0.00697107-0.00799441j 0.00779799+0.00191187j -0.00924152-0.00661657j 0.00646863-0.00438078j -0.00288835+0.0111362j -0.00322067+0.00650259j -0.00456753-0.00227553j 0.00044564+0.00279728j 0.00541526+0.000917353j 0.00560334+0.00318509j 0.00245402-0.00486483j 0.00274136+0.000700215j 0.00226117+4.27172e-05j -0.000329457-0.00232947j -0.00175146+0.00221925j -0.00166351+0.00614934j 0.00640866+0.00191034j 0.00299159-0.000859715j 0.00070961+0.00277693j 
0.00723456-0.00786891j -0.00780798-0.0074329j -0.00204797-0.000412335j -0.000815128-0.00287889j -0.00331115+0.00433499j -0.00187451+0.00177518j 0.0028153-0.00204637j 0.00766087+0.0024499j -0.00060322+0.000204996j 0.00308415+0.00265926j -0.00238536+0.00425096j 0.000492135+0.00226043j 0.00261045+0.00104585j -0.00104338+0.000105093j 0.00117444-0.00154484j 0.0022554-0.000350517j -0.00231822+0.00465098j -0.00108061-0.00111463j 0.00308403+0.00136828j -0.000897638+0.000248241j 0.00365175+0.000197352j -0.00112864+0.000962293j 0.000432551+0.00473134j 0.00143345-0.00372177j 0.000353795+0.000680051j 0.000107873+0.000645117j 0.000461243-0.000733645j 0.00038289-5.60922e-05j 0.000723943-0.00338518j 0.00087697+0.00171262j -0.00171512+0.0012654j 0.000386048+0.00299578j -0.000314516-0.000807262j 0.00168996-0.00269159j 0.00106552+0.00212419j -0.00370235-0.00116296j -0.00153656-0.0013212j -0.00363316-0.00191727j -0.00334095-0.00226185j -0.00243608+0.000767922j -0.000227093+0.00135781j 0.00243299-0.00211284j 0.00290758-0.00142881j 0.000188515+0.000597865j -0.00114865+0.000373938j -0.000514606+0.00305947j 0.00019514+0.000181029j 0.00187639+0.0015626j 0.00288418-0.00272501j 0.00297159+0.000456727j 0.00131258+0.00258252j 0.000186292+0.00151611j 0.00248201-0.00155281j -0.00352599-0.00475762j 0.000334892-0.000216442j -0.00301633-3.79355e-05j -0.00294042+0.0026863j 0.00178238-0.00068787j -0.00130291+0.000156629j -0.000735022+0.00315878j 0.003752-0.00080896j 0.00142464+0.00175275j -0.00275637-0.00552882j 0.00242183+0.00170711j -0.00321814+0.00493849j -9.59418e-05+0.00316726j 0.00587576-0.00347444j -0.00550568-0.00431485j 0.00414965-6.73971e-05j -0.00136048-0.00480973j 0.00124937+0.0121181j -0.0119098+0.00123612j 
0.00798536-7.22173e-05j -1.95663e-05-0.00796896j 0.00343802+0.00194305j -0.00119871+0.0036835j -0.00177901-0.000587496j -0.000720155-0.003353j -0.00229076-0.000903643j 0.00125774+0.000240321j 0.0025813+0.00447054j 0.00739458-0.00208008j 0.000452474+0.00699193j -0.004456+0.00263601j 0.00199834+0.00338935j -0.0010789-0.00138859j -0.00414706+0.00342676j -3.21236e-05-0.00191506j 0.00226805+0.00202741j -0.00362185+0.001158j 0.001624-0.00509734j -0.00296747+0.0041092j -0.000417749+0.00256039j 0.00360503+0.00163858j 0.00483101+0.0037386j -0.00453315+0.00024174j -0.000405706-0.00225588j -8.61749e-05+0.00295615j 0.000117435-0.00588887j -0.00296523+0.00148378j 0.000979399-0.00432067j -0.00341807-0.00582212j 6.30067e-05-0.000147477j 0.00109489+0.00215529j -0.0042947-0.00227025j 0.00101429+0.00278569j 0.00601576-0.00835043j 0.00276777+0.00670021j -0.0046862+0.00515462j -0.00260757-0.00214432j 0.00200552+0.00559967j 0.00242583-0.0039608j -0.0072914+0.00256347j -0.00497193-0.002064j -0.00753752-0.000461437j -0.00319002-0.00122363j 0.00531397+0.00259858j -0.00157532-0.000473102j 0.00178473+0.00893851j -0.00256217+0.00342518j 0.000795303-0.00143269j 0.00541345+0.000839629j -0.000588989+0.000133904j 0.00099148+0.00270724j -0.00257407-0.000295273j -0.00850945+0.00168068j -0.0036651-0.00253257j -0.000303613+0.00231536j -0.00513628+0.00624533j -0.000652443-0.00770993j -0.00380306-0.00225713j 0.00668288+0.00428973j 0.00856852-0.00457457j -0.000164448-0.00250726j -0.00593671-0.00657672j 0.00375412+0.00252929j -0.00349372+0.0117766j -0.0120151+0.00515063j 0.0114932+0.0081568j 4.69458e-05-0.00754968j -0.00212131+0.00928472j 0.00875916+0.000856257j -0.00725401+0.00720931j -0.00744833-0.00723424j 
-0.0160393+0.00255248j 0.00240397+0.0164605j -0.00223469-0.00779799j 0.00892033-0.0024437j 0.00252181-0.00665414j 0.00141936-0.00220681j -0.00388656+0.00297634j -0.0087965-0.00473813j -0.000489696+5.29264e-06j -0.003183-0.00425843j 0.00728401-0.00744209j 0.00650437-0.00440647j -0.00191385-0.000557554j 0.000396099+0.00563009j 0.000259128-0.00567127j -0.00408447+0.00097219j 0.00461863-0.00520936j -0.00169148+0.000775391j 0.000929208+0.0013175j -0.000561764-0.00100447j -0.000732896+8.86002e-05j 0.00381431+0.00235958j 0.00238663-0.00493218j -9.30602e-05+0.00304896j -0.00223364+0.000630438j 0.00196366+0.00237858j -0.0014912-0.0016565j -0.00116045+0.00363011j 0.000955889+0.00624559j 0.000468445-0.00426901j 0.00285875+0.00568967j 2.21294e-05-0.00399087j -0.00181109+0.000844841j 7.42294e-05+0.00187585j -0.00211235-0.00510922j -0.000151536-0.000618326j 0.0025181+0.00333564j -4.69668e-05+0.00418674j -4.58619e-05+0.00389172j -0.000622657+0.00295822j -0.00218776-0.000414064j -0.00338642-0.00165843j -0.0014201+0.00669086j 0.00153555-0.00262474j 0.00132609-0.00380178j -0.000388897+0.0037532j -0.00272981-0.00236389j -0.00423712-0.00500553j -0.00915401-0.00317394j 0.00256993-0.0018132j -0.00279787-0.000270421j 0.00242867+0.000764782j -0.00397896-0.0019971j 0.000283702+0.0100199j -0.00045409-0.00298147j 0.00880573+0.00918552j -0.000245986+0.00275518j 0.0022703-0.00191568j 0.0112528-0.000713678j 0.000766122-0.00102566j -0.00955162+0.0017601j -0.00270725-0.00295577j -0.00627732+0.00358486j -0.00758927+0.00221435j 0.00473856-0.0060432j 0.00290349+0.000210152j -0.00248525-0.00263904j 0.000115038+0.000941155j -0.000829239+0.00183149j 0.00161029+0.00161688j -0.00173761-0.00725576j 0.00704357-0.00144669j 
-0.00396597+0.0073975j 0.00742215+0.00389264j 0.000162502+0.00679214j -0.00664472+0.00070206j -0.00159766+0.00272003j -0.00252642-0.00802427j -0.00846615+0.00493944j -0.0118304-0.00392609j 0.00652439+0.015782j 0.0159149-0.0119185j 0.00674098+0.00840847j -0.00660629-0.0047786j 0.00633791-1.61561e-05j -0.00131657+0.00383766j -0.00798894+0.00675199j -0.00393549+0.00300676j 0.00344485-0.00798597j -0.0048161+0.000911171j 0.00269396-0.0176434j -0.0042112+0.00827862j -0.00805542-0.00198534j 0.000122482+0.00287567j 0.00485006+0.00265056j -0.00492902-0.00216094j 0.00263593-0.0051837j -0.000251001+0.00188859j -0.00597843-0.00796729j -0.00627236-7.64062e-05j -0.00284466+0.00298275j -0.0136247-0.00827993j 0.00765178+0.000985375j 0.00739121+0.00211038j -0.00158334-0.00142585j 9.30291e-05+0.0062054j -0.0036215-0.00569352j 0.00814769+0.00294841j -0.00560487+0.00372976j -0.00143369-0.00214822j -0.00109869+0.00721454j -0.0011512-0.00392255j -0.00782213+0.00617492j -0.00535625-0.00046134j -0.00840264-0.000744634j -0.0011943-0.00132037j -0.00110479+0.00150806j -0.00213015+0.00625958j -0.00279648+0.00430126j -0.00223478-0.00385491j -0.00478372+0.0093079j 0.00210118+0.00013948j 0.00682631+0.00429246j 0.0055187+0.00278817j -0.00243339-0.000597536j -0.00745744+0.00754795j -0.00844547-0.00101048j 0.00757628+0.00432948j -0.00337539+0.000932203j -0.00070178-0.00745748j -0.00357443-0.00750376j 0.00595622-0.00345222j 0.00196945-0.00829216j -0.00630636-0.00134496j 0.0025344+0.00180612j 0.000910399-0.00148486j 0.00171741-0.00357915j 0.00425811-0.00607695j -0.00995271-0.00253986j 0.0022098+0.00738548j 0.00292892-0.00574009j -0.0051027-0.00223635j 0.00155217-0.00461977j 0.00461439+0.001529j 
-0.0133998+0.00240927j 0.00233182+0.0136492j 0.00209146-0.0046496j 0.00543746+0.00236792j 0.00486117-0.00302502j 7.50807e-05-0.000221617j -0.004828+0.00316754j -0.00456438-0.00802979j -0.00189293-0.00375989j -0.00460929-0.00338563j 0.00758605-0.00470008j 0.00709606-0.00142116j 0.000257565-0.000895405j -0.00154687+0.00279955j 0.000730675-0.00193738j -0.00462537-0.00152835j 0.00495253-0.00215614j 0.000318582+0.00268037j -0.00475208+0.00140858j 0.00229438-0.0013819j 0.00137773-0.0013951j -8.31704e-05+0.000975807j 0.00298969-0.00420023j 0.000268875+0.00317777j -0.00255828+0.00112854j 0.00409275+0.00206656j -0.00439579+0.000304833j 0.00273069+0.00414654j -0.00293833+0.00405124j 0.00220727+0.00319774j 0.000666776+0.00411943j 0.00140293-0.004661j -0.00167958+0.00214932j -0.000164092-0.000889901j -0.00381629-0.00234578j -0.000738547-0.0026726j 0.00353161+0.00277318j -0.001208+0.00555468j -0.000699311-0.00032306j -0.0057333+0.00517933j 0.0051526-0.00187166j -0.00210261+0.00215454j 0.000365617+0.00833667j 0.000975039+0.000762535j 0.00181751-0.00644893j 0.000473811+0.00225177j 0.00113955-0.00483702j 0.00109352-0.00334712j -0.0041744-0.00258211j -0.000674449-0.00365233j -0.00465167-0.00132966j 0.000830914-0.00318572j -0.0024762-0.000127627j 0.00451119+0.00830447j 0.00239254+0.00038891j 0.00243436+0.00745043j 0.00553897+0.0018172j -0.00271436+0.00621874j 0.00859447+0.00514788j -0.000227776-0.00454929j -0.00914074+0.0011323j -3.35731e-05-0.00455844j -0.00443725+0.00631251j -0.00726098-0.00518722j 0.0121152-0.00283819j 0.0045763+0.00683709j 0.00145179-0.00771257j -0.00468745+0.000597285j -0.00249514+0.00311309j 0.00225777+0.00350185j 0.00308445-0.00961341j 0.0095512+0.00332462j 
-0.00726607+0.0037902j 0.00385893+0.00716374j -0.00791496-0.00128592j 0.00242441-0.00730392j -0.00235997-0.00435976j 0.000111879-0.00251353j -0.000398541+0.00463224j -0.00776954+0.00132671j 0.00324479+0.00140608j -0.000551389-0.00555265j 0.00289586-0.000687091j -0.000147579-0.00231087j -0.00091707-0.002535j 0.00106663+0.00162184j -0.000386073-0.00172085j 0.000574303+0.00350182j -0.000689619-0.00325543j -0.00391097-0.00277915j 0.00376899-0.00340807j -0.00186482+0.00184731j -0.00212499-0.00208224j 0.00241999+0.000231133j 0.000376104+0.00183024j -0.00416542+0.000334667j 0.00175656-0.00063727j 0.000168128-0.00120627j 0.00114144-0.00219981j -0.00288803-0.000728888j -0.000664305+0.00138242j -0.00369906-0.00367934j 0.0020244-0.000286692j 0.00216641-0.000863664j 0.00137585-0.000526738j -0.000582551+0.00204102j 0.00152514-0.00332651j 0.00133418+0.00229064j -0.0022006+0.00121861j 0.00102216+0.00191948j 0.00159658+0.00506911j 0.00305808-0.00309151j -0.00383909-0.000469724j -0.00332528+0.0012332j 0.00126654-0.000958457j -0.000641441+0.000942527j 0.000514542+9.48363e-05j 0.000591034-0.00356479j 0.000290181+0.00308405j -0.00251457-0.000787807j -0.000895535+0.0020829j 0.00257734-0.00141476j 0.000698548+0.00264212j -0.00224216+0.002192j -0.000198786+0.000942647j 0.00348331+0.000951661j -0.00467334-0.00142651j 0.00519021-0.000516042j -0.00121125+0.00211001j 0.00207293-0.00132231j -0.000603916-0.00207339j 0.000950835+0.000666281j 0.00257537+0.000118124j -0.00334675+0.00280079j 0.00143909+0.00097488j -0.000462729+0.00419344j 0.00431446-0.00282301j -0.00139727+0.00784601j 0.00487709+0.00610774j 0.00581784+0.00312307j 0.00424542+0.00194138j 0.00350826-0.00364049j 0.00733548+0.000557621j -0.000553046+0.00712012j 
-0.00153273+0.00267074j 0.00252434+0.00154698j 0.00742473+0.00114784j -7.55085e-05+0.00799299j 0.00271914-0.00361801j 0.00279018-0.00283941j -0.00575159-0.00032043j -0.00298233-0.00663247j -0.00313886-0.000551047j -0.00016299+0.0010986j 0.000138081+0.000701321j 0.000612066-0.00386831j -0.000581192+0.00156561j 0.000335626-0.00219551j -0.000153977+0.00298933j -0.00397261-0.00420372j 0.00534818-0.00103321j 0.00303933+0.00498652j -0.00635268-0.000117273j 0.000171439-0.00273228j -0.00173579+0.00259795j -0.00126315-0.000654945j 0.00174027-0.00611792j 0.00154505+0.00450375j -0.00309626+0.000434446j 0.0016279+0.000503001j -0.00316511+0.00113617j 0.00224912+0.00101298j -0.000135559+0.00266063j 0.00314293-0.00159863j 7.82912e-05+0.000261557j -0.00329469-0.00249692j -0.0025003+0.00249165j -0.000373677+0.000233455j -0.00323824+0.00216196j 0.00485085-0.00112813j 0.00368107+0.00211785j 0.0026322+0.00452208j -0.000888739-0.000772774j -0.00106557+0.00484261j 0.00215837+0.00188384j -0.00348015+0.00152964j -0.00307746+0.00351335j 0.000890235+0.000343754j 0.000997943-0.000220516j 0.00522759+0.00133979j 0.000866966+0.00260397j 0.00152148-0.0032388j -0.00329965+0.000988221j -0.00183099+0.00105421j 0.000866497+0.000776635j 0.00207605+0.0019415j -0.00525084+0.000843238j -0.00300449+0.0046188j 0.00106274-0.00120629j 0.00420449+0.0032442j 0.00101336-0.00204042j 0.00216977+0.00213754j 0.00325512-0.00180381j 0.000135406-0.00305238j -0.00148027-0.00375755j -0.00173413-0.00388539j 0.00531054+0.00194241j -0.00404128-0.00179858j -0.000861258-0.0115728j 0.00638399-0.00882426j -0.00831042+0.000320661j 0.00675216+0.00195772j -0.000670668-0.00114859j 1.56244e-05+0.000152706j 0.00879156-0.00372387j 0.00344679+0.00877555j 
-0.00122814-0.0019639j -0.0019074+0.0014627j -0.00036795+0.00136888j -0.000965586-0.00030773j 0.00229707-0.00136462j 0.00268944+0.00537479j 0.00384923-0.0082132j 0.0117021+0.00208189j -0.0030224-0.00509057j -0.00188161+0.00788565j -0.00551236+0.000963261j 0.00347473+0.0065247j -0.00464031-0.000182422j 0.00250888-0.00575001j 0.00525069+0.000839039j 0.00129788-0.00544056j -0.00116721+0.00638936j 0.007066+0.00625988j -0.00296519+0.00678745j 0.00405994-0.00594315j 0.00458707+0.00210517j 0.000311503-0.00213651j -0.00043364-0.000572939j 0.00593014+0.000574086j -0.00137336+0.000428153j -0.00140828+0.00357308j -0.00284302+0.00306155j 0.00113363+0.00360993j 0.00038888-0.00156676j 0.00486727+0.000318482j -0.00303701+0.000482007j -0.00611406+0.00143267j -0.00232305-0.000893981j 0.00208865-0.00475623j 0.00548797-0.00113092j 4.15782e-05-0.0034712j 0.00127293-0.00242783j -0.000763544-0.000670857j -0.000341237-0.00450513j -0.00331423+0.00666139j 0.00530543+0.00440799j 0.0031968-0.00103841j -0.00531552-0.000549922j 0.00428578+0.000785487j -0.00148778-0.00118966j -0.00150146+0.000553562j -0.0013488-0.00284367j 0.00242941+0.00027328j -0.00334761-0.00164606j -0.00318855-0.000845682j 0.00111573-0.00541596j 0.000376291+0.00179729j -0.00188014-0.00362755j -0.00262175-0.00170393j 0.000103112+0.00123028j -0.00174256+0.00115335j 0.00284993+0.000246571j -0.00144081-0.00294569j 0.00192494-0.000397648j 0.00581452+7.22104e-05j 0.000684195-0.00463435j 0.000618629-0.00209532j -0.001623+0.00551481j 0.00445255-0.00079405j 0.00170094-0.0039419j 0.00639081-0.00354168j -0.00325568-0.00381751j 0.00435684-8.60897e-05j -0.00560895-0.0047608j -0.0035297+0.00508283j -0.00169858+0.00412665j -0.00435404-0.00161521j 
0.00146119+0.0035043j 0.00359039-0.0013514j -0.00026431+0.00128101j -0.00100891-0.000888826j -0.000838619-0.000568382j -0.00190543-0.000402749j 0.0002268+0.00228916j -0.000745343+0.00145029j -0.00343381-0.00301996j -0.00456953+0.0032655j 0.000311042-0.00231272j -0.00175838-0.000908129j -0.00295504+5.35427e-05j -0.00102291-0.000598766j 0.00119494-0.00137399j -0.0017341+0.00272544j -0.000466429-0.0019028j 0.001105+0.000353041j -0.00209983+0.00166031j -0.000865436-0.001848j -0.00117634+0.0035383j 0.000440281+0.000526496j -0.00104941-0.00163499j 0.000404971+0.00219473j -0.00200381+0.000418301j 0.00232652-0.000756693j -0.00177604+0.00149574j 0.00253287+0.000382296j 0.0019336+0.00134544j 0.00109162+2.73036e-06j -0.000395838-0.00219234j -0.00134373-0.0025202j -0.00143745+0.00148238j -0.000272304+0.000490387j -0.00243197+0.000157401j 7.40475e-05-5.46869e-05j 0.00157959+0.00258743j 0.000907107+0.00179727j 0.00164348+0.00127522j 0.000154563+0.00113092j -0.0019326-0.00275234j -0.003449+0.00225925j 0.00186348+0.00386938j -0.000527932+0.000781042j 0.000660854-0.00172768j 0.00208538+0.00213971j -0.00187068+0.00402555j -0.0030975-0.000277046j 0.00118743+0.00182585j 0.00134081+0.00118811j -0.00166462+0.0008423j -0.00201182+0.000611974j -0.000463091+0.00122507j 0.0023119-0.000221369j -5.3296e-05-0.00232756j 0.00102339+0.000698659j -0.000871445-0.000378445j 0.00191781+0.00216883j 0.00305334-0.00170914j -0.000862516+0.00106547j 0.00080179+0.00273433j -0.00164889-0.00159347j 0.00214183-0.00130665j -0.0036626+0.000511333j -0.000418061-0.00139287j -0.00236917+0.00221085j 0.00329603+0.00235073j -3.86858e-05-0.00344597j -0.00063522+0.00482616j 0.00471165+0.000327578j -0.00295741-0.0072139j 0.00725481-0.0028076j 
-0.00585261+0.008078j 0.00809512+0.00575139j -0.000627556+0.00363087j -0.00287737-0.000523705j -0.0013159-0.000638115j 0.0023852-0.00390637j -0.00483105-0.0015086j -0.000512135-0.00407851j -0.0016546+0.00129984j 0.00390638+0.000140474j -0.00146059+0.00426652j 0.00381035-0.00113081j 0.00391824+0.000742951j -0.00313004-0.00355906j 9.168e-05+0.0084423j -0.0049805-0.00405107j 0.00312401-0.00353093j 0.0049639+0.00395147j -0.00856408-0.000425217j 0.00476252-0.0021868j -0.00118909-0.0066731j -0.00538221-0.000401208j -0.00101443-0.000802411j 0.00340511+0.00111502j 0.00268982-0.00276472j 0.000552338+0.0036598j -0.00743466+0.0030156j 0.00409276-0.00124801j -0.00417738+0.00265713j -0.000539102+0.00225197j 0.00263966+0.00212919j -0.00182392+0.00092255j 7.21543e-05-0.000113027j -0.00207303-0.00441926j -0.000297983+0.00363326j 0.000971626-0.0039404j -0.00356007-0.00318194j 0.00317575-0.00148653j -0.00845039-0.00187443j -0.00521356+0.0113261j 0.00547472-0.00311259j 0.00294579+0.00318151j 7.83434e-05+3.6836e-05j 0.000824721+0.00109585j -0.00122597-0.00531319j -0.00310775+0.00288438j -0.00214458-0.0021082j 0.000346269-0.00620454j 0.00225104+0.0059266j -0.00728003-0.00177179j 0.00450853+0.00491107j 0.000907572-0.00181833j -0.0014528+0.000665214j 0.00130017+0.000380508j -0.00184329+0.0046631j 0.00386052-0.00029632j 0.00484763-0.00184623j 0.00112472+0.00396348j 0.000234055-0.000176923j -0.00206777-0.00448975j 0.0026685-0.00216282j -0.000433349-0.00478745j 0.00530836-0.0017093j -0.00619651-0.00372089j 0.00415922-0.00814681j 0.00724225+0.00363951j 0.0023747-0.00407822j 0.00231444-0.000990507j 0.00430828-0.0036473j -0.00317756-0.00484478j 0.00492637-0.00402687j 0.00404325+0.00495316j 
-0.00572578+0.000346572j 0.000148568+0.00562161j -0.00560263-0.00146963j 0.00174343-0.00545198j -0.00192902-0.00130888j 0.00234341-0.00249504j -0.000253032-9.68368e-05j -0.00467656-0.000123395j 0.00661946+0.00203101j 0.00136685-0.00832517j 0.00276394-0.000375039j 0.00279788-0.00244599j 0.000140427+0.000816947j -0.00168323+0.00161409j -0.00110582-0.0022532j 0.00137042+0.000150699j 0.00243169-0.00284177j -0.00123639-0.00445517j 0.00365742-0.0013568j -0.000263323+0.000423091j -0.00311727-0.00627744j -0.000908688-0.00051736j -0.00118362+0.000947422j -0.00413941-0.000430626j 0.00280683-0.00175722j -0.0010832-0.000952083j 0.00424187+0.000346141j -0.00174803-0.00278586j -0.00167056+0.00146247j -0.00343591-0.00208874j 0.00165009+0.000324272j 0.00256135+0.000134821j 0.000589972-0.000473683j -0.0039644+0.00212151j 0.00135403-0.00102682j 0.000596387+0.00300856j -0.00333242-0.000923155j 0.00282707+0.00292867j 0.000448481+0.00223276j 0.00249381-0.00153183j -0.000490089-0.00200866j -0.000599047-0.000713531j 0.000158231-0.000816914j 0.000208661+0.000466604j -0.000253315+0.00313736j 0.00241814-0.00391534j 0.00107042-0.000928072j 0.000433728+0.00120113j -0.000277402+0.0012518j 0.000231315-0.00177626j -0.00100134-8.38043e-05j -0.002308-0.00127872j -0.00120961+0.00208525j 0.00391913+0.00243189j 0.00179728+3.00987e-05j 0.00353511-0.00198287j 0.00228893+0.000725215j -0.0028943+0.00269507j -0.00107557+0.00312918j -0.00142348-0.00247126j -0.00387769-0.000266395j -0.000162015+0.004319j 0.00266967+0.00656663j 0.00216601-0.0013378j 0.00635609-0.00127074j -0.0017418+0.00164553j -0.00233451+0.00479178j 0.00352543+0.00693834j 0.00529598+0.00709674j 0.00801877-0.00434058j 0.0082377-0.000943629j 0.000783872+0.00802146j 
0.0059542-0.00309423j -0.00313568-0.00608714j -0.00151173+0.00181305j -0.0028762-0.00203943j -0.002431+0.0040707j -0.00233368+0.000119187j 0.00237197+0.000241289j -0.000488385+0.00300992j 0.00431916+0.00810603j 0.00815466-0.00387332j -3.58842e-05+0.00232474j -0.000251783-0.000231353j 0.00561913+0.00205583j -0.00092496+0.00261658j -0.0038126+0.00266283j 0.000370648-0.000515638j -0.00262567-0.00131471j -0.00202995-2.21557e-06j 0.000977085+0.000629422j 0.000855802+0.00324596j -0.0004016-0.00362625j -0.00144305+0.00238744j -0.000933743+0.00325175j 0.00325228-0.00264004j 0.00296759-0.00283657j -0.00405852+0.00188237j 0.000852137-0.00135045j -0.00301286-0.00161241j 0.000749392+0.0015171j -0.00214477+0.00110118j 0.00468273+0.00434303j -0.00152471+0.00357749j 0.00236316-0.00273303j 0.000762148+0.000405022j 0.00144611+0.00557556j -0.00133687-0.00308676j -0.00303985-0.00613513j 0.00240956-0.00596471j -0.00712106+0.000583077j -0.00109636+0.00511568j 0.00209603+0.00289228j 0.00904366+0.000722531j 0.000960222-0.00527199j 0.00225369-0.00324858j -0.00458652+0.00212234j -0.00212053-0.00194893j 0.00214991-0.00474498j 0.00095325-0.00161503j 0.00206309+0.00395473j -0.00200932-0.00172315j 0.00521211+0.00430396j 0.00501475-0.000418816j 0.00153433+0.00180397j 0.00236986-0.000653608j -0.00246816+0.00499266j 0.00643551-0.00511859j 0.000973769-0.000409437j 0.000158262+6.47621e-05j -0.00730404-0.0027377j -0.00438509-0.00630866j -0.00294838-0.00175141j -0.00163107+0.00715784j 0.0045764-0.00105249j 0.000973985+0.00237713j -0.00170689-0.00561144j 0.00607676-0.00418407j -0.00609616-0.00298608j 0.000158897+0.00629314j 0.0107586+0.00028799j 0.00071785-0.0100775j 0.00698757+0.00248655j -0.00247853+0.00683929j 
