-0.0121767-0.0110516j 0.0106648-0.006926j 0.00436242+0.00723163j -0.00068144+0.0114615j -0.00691939-0.0242769j -0.000186425+0.00581879j 0.000468976+0.014093j 0.00373762+0.0120706j 0.00159162+0.0184145j 0.000148199+0.0102219j -0.00414709+0.00204393j 0.00776283-0.0164279j 0.0113396-0.0208154j -0.000132272+0.0337742j -0.0355865+0.0260363j -0.00136765-0.0124753j -0.00392825+0.0121143j -0.00665881+0.00804221j -0.00184357+0.00470523j -0.00114763+0.000127045j -0.0168443+0.0107518j -0.0134823+0.00680214j -0.010139+0.00403374j -0.00939592+0.00376889j -0.0155043+0.00722504j -0.014508-0.000110607j 0.00487811-0.00379512j 0.0137971-0.00236268j -0.0163843+0.000713296j 0.00862425-0.00329204j 0.0115275-0.00140178j -0.00569466-0.000163297j -0.00487741-0.00037551j -0.00661303-0.008637j 0.0132495-0.00141053j -0.0184477+0.0059384j -0.0238244-0.0148822j 0.00421421-0.00551186j -0.00478792-0.00405315j 0.00444321-0.00737868j 0.0105205-0.00275053j -0.00209185+0.000364471j -0.00170142+0.00405287j -0.00244703+6.39184e-05j -0.000670541+0.00035896j 0.00615292+0.00303644j 0.00090869-0.0068916j -0.0043258-0.00607932j 0.000474675-0.00218392j -0.00291607-0.00381038j 0.00289424+0.00705076j 0.00835047-0.00290177j -0.00741925+0.00026897j -0.00470913-4.88052e-05j 0.00330734-0.0069338j -0.00140816-0.0034668j -0.00399644-0.000884431j -0.00369313-0.00851622j 0.00612871-0.00824687j 0.00290919-0.00197365j 0.00729644+0.000788894j 0.00171253+0.001026j -0.00149022-0.00550351j -0.00841202+0.000597605j 0.00915782-0.00643097j -0.00352807+0.00155694j 0.000161565+0.00317478j -0.000469624-0.00296465j 0.00826524-0.000990587j -0.00504775-0.00627082j -0.00753834-0.0034102j -0.00283869-0.00662806j -0.00345813+0.00176837j 0.00868795+0.00296653j 0.00584819-0.00468793j -0.00233918-0.00155825j 0.00258807-0.00512935j 0.00502591-0.00335286j 0.00249862+0.00198436j -0.00171948+0.00682339j -0.0106719-0.00652251j 0.00327135-0.00734638j 0.0076723+0.00498338j 0.00247704-0.00492113j 0.00390072+0.00171718j -0.00163756+0.00661813j -0.00360333-0.00131792j -0.000672644-0.00530119j 0.00103161+0.00827721j 0.00420998+0.00461452j -0.00428279+0.00576915j 0.0126888-0.00400493j -0.0122606-0.00687302j 0.000389545+0.00288167j 0.00502317-0.00379404j 0.00258117+0.00877737j -0.00755201+0.00396215j 
0.0502083+0.0390656j 0.0335804+0.000578742j 0.038742+0.014761j 0.0116404+0.00536095j -0.0274642-0.00147981j 0.000462822+0.0126827j 0.0278367+0.00220152j 0.0305249+0.00371905j 0.0248205+0.0127261j 0.0182394-0.0175798j -0.0363095-0.0187228j 0.0730001-0.0420395j -0.0372911-0.0449563j -0.0739146-0.0146283j 0.173975+0.0495023j 0.0155575+0.0219776j 0.0942196+0.0201446j 0.0195389-0.0230797j 0.000193442+0.0221418j 0.00206302-0.0180239j 0.0110398-0.00290253j -0.00559575+0.023035j 0.00591878-0.00990692j 1.39891e-05+0.00316491j -0.00736762-0.00684086j -0.00531504+0.0137985j -0.00307986+0.0207752j -0.00127474-0.00535893j -0.00663874+0.0101147j -0.00729862-0.00951024j 0.00138083-0.013065j 0.0261799+0.00494579j 0.00475819+0.0187666j -0.0198432-0.00209435j 0.0107164+0.00646534j -0.0278149-0.0183226j -0.0132296-0.00982314j 0.00156585-0.00893132j 0.0014348+0.0128163j 0.00835153-0.00134863j -0.00670709+0.0023556j 0.00242749-0.00257033j -0.00243108+0.0155621j 0.00247966-0.0139049j 0.0074361-0.00372316j 0.00117444+0.000243788j -0.00278868+0.00178498j -0.00336691+0.00321585j 0.00349758-0.00629611j 0.00173935+0.00446314j -0.00454347-0.00166351j -0.0029533+0.00541632j -0.000948392-0.00654117j -0.0013115+0.00334055j -0.00473894+0.00120107j -0.00525165+0.00439661j -0.000523932+0.00650678j -0.00306813+0.0024482j -0.000152429-0.00155136j -0.00105383-0.000322322j 0.00150374+0.00334113j 0.00247583+0.00280539j 0.00388184+0.00167098j -0.000110432-0.0026887j 0.00383615+0.0026937j -0.00358612+0.00340589j 0.00277484+0.00161136j 0.00122149-0.00135017j 0.0036099+0.00247592j 0.000898293+0.00265434j 0.00209469-0.00135126j 0.00396+0.00413736j -0.00558875+0.00438323j -0.0106086-0.000909385j 0.00103046-0.00128749j 0.00353099-0.00120081j -0.0117635-0.0094941j -0.000614338+0.00525247j -0.00435367-0.0053669j -0.00444823-0.00487793j -0.000792705-0.0140671j -0.0143395+0.0197318j 0.009023+0.0276547j -0.00845399-0.00687695j 0.00313576+0.000597761j 0.00291437+0.00549026j -0.0130035+0.019976j 0.0140315+0.0248256j -0.00597445+0.0068273j 0.00544073+0.00765345j -0.00428753-0.00218228j -0.00276139+0.0138625j -0.00420476+0.0314222j 0.0204283+0.0140503j -0.0137489-0.016184j 0.00990923+0.00512628j -0.0112505+0.00294313j 
0.00715284-0.00647983j 0.0229948+0.0150892j 0.0104368+0.0011227j -0.00993801-0.0201156j -0.00602409-0.00555889j 0.0472524+0.0480391j -0.0115294+0.00118306j -0.0195905-0.0312256j 0.0406467+0.021266j -0.0255156-0.0576237j -0.0480579+0.00801859j -0.0125073-0.0705355j -0.0588338+0.15417j 0.145066+0.0763445j 0.0708095+0.148871j -0.0462324-0.0071204j 0.0412989-0.00827423j 0.0124431-0.00276725j 0.00539924+0.00394073j -0.0200585+0.0046015j 0.00829791-0.017577j -0.0100321+0.0094072j 0.00766104-0.00605869j -0.000657875+0.00684099j -0.0227484+0.0107307j -0.00142822-0.0107151j 0.000660853+0.00578264j 0.00685625+0.00291415j -0.00848891+0.0121358j -0.00608826-0.00399623j 0.00883106-0.00677635j 0.0278839-0.0114254j 0.0108601+0.00530532j 0.0193987-0.0254233j -0.0350517+0.0055392j -0.00544108+0.0155072j 0.0248238+0.0436326j -0.0162292-0.0223337j 0.0124475-0.0181236j 0.0111689+0.000101896j -0.0067301-0.0119217j -0.015784-0.00444852j 0.0118827+0.0113143j 0.00272509+0.00643214j 0.00282979-0.0178271j 0.00346766-5.3631e-06j -0.00718102-0.00316963j 0.00187195+0.0103025j -0.00270274-0.00943927j -0.00195314-0.00274007j -0.00015888-0.000101746j -0.00155941+0.00224271j 0.00627625+0.000324354j -0.00599317+0.00586324j -0.00546505+0.00911169j -0.00842408+0.00226538j -0.00142595+0.000779254j -0.0058385+0.000399619j -0.00246071+0.00323611j 0.00291161-0.00309544j -0.00215331-0.00509859j -0.0011027-0.00632384j -0.00205033-0.00168222j -0.00331937+0.000353868j 0.00279624+0.00153157j 0.000237413-0.00550182j 0.00172003-0.00201027j 0.0061924+0.00385597j -0.00636301-0.00105757j -0.0030925+0.00215808j 0.00432808-0.00240971j 0.00606924+0.0017381j -0.00542342+0.00603646j -0.00381619+0.00620843j 0.00565803+0.00184403j 0.00220867+0.000581758j 0.00895704-0.00230354j -0.00270976+0.00245631j -0.00426807+0.006397j 0.00758131+0.00957506j 0.00497903+0.00613979j -0.0019628-0.0063072j -0.00889474-0.000748057j -0.0168855+0.00122526j -0.00991446+0.00289624j -0.00390875-0.00126816j -0.00233012+0.00390902j 0.000589914-0.0160351j -0.017411+0.011011j 0.00388233-0.0184745j -0.00746285+1.9757e-05j -0.00693216-0.000216061j 0.00902825+0.00409464j 0.0178767-0.0159882j -0.00939074-0.0186431j 0.0123785-0.00652435j 0.02349+0.00310894j 
-0.0129608-0.0300204j 0.000852513+0.00287951j -0.0273536-0.0214342j 0.0128191+0.019871j -0.00285893+0.0129277j -0.0665156-0.0410354j 0.0204699+0.00254759j 0.0202685-0.000452554j -0.032323-0.0146538j 0.0633516+0.0115251j 0.100982-0.022983j 0.168937+0.082593j 0.0553639+0.0656982j 0.0258296+0.029918j 0.0219183+0.0412789j -0.023549-0.0147664j -0.0147874-0.0254018j -0.021253-0.00421543j -0.0077613+0.00953265j 0.0174754-0.0165694j -0.00334982+0.00668453j -0.00218462-0.0024972j -0.018768+0.0141944j -0.00868195+0.00236329j 0.00672695-0.0297936j -0.0047221+0.00873919j -0.0040799-0.00925075j 0.0131523+0.00356908j 0.00892442+0.0134662j -0.00510298-0.00540221j 0.0061791+0.032721j -0.0089319+0.0431928j -0.00886452+0.00351415j 0.00242971-0.0563723j -0.00503307-0.0069228j 0.00214963+0.0131382j -0.00776738+0.00250611j -0.00154057-0.0209994j 0.0180872-0.019395j 0.00141846-0.00162364j -0.00035308-0.0132697j -0.00661677+0.0180793j 0.00358942+0.00149974j -0.00918963-0.012814j -0.00233917-0.0041657j 0.00338054-0.00342379j -0.00354168+0.000736368j -0.00299243+0.00301421j -0.0012274+0.00731915j 0.0011687+0.000716461j -0.00386978-0.00623134j -0.00167651+0.00752386j -0.00325018+0.00973231j -0.00174041-0.00551709j -0.00839693-0.00852212j 1.03345e-05-0.0029719j -0.00399371+0.00612793j 0.00320001-0.0018337j 0.00758027-0.00245104j 0.00158849+0.00468083j -0.00830596+0.00375186j 0.00440103-0.000191782j 0.000149654+0.0028398j 0.00319577-0.0043068j 0.00295051+0.0037501j -0.00664754+0.0015279j 0.000278972-0.00466846j 0.00163324+0.00529218j -0.000483398-0.00399904j -0.00682228-0.000232686j -0.00344999+0.000246559j 0.000526753+0.00829667j 0.00830142-0.00607283j 0.014232-0.00767094j -0.0015516-0.00325794j 0.00925101+0.00577474j 0.00739083+0.00642457j -0.0231687+0.00440497j 0.0068572+0.00118346j 0.00107051+0.0101532j 0.00786537-0.00467355j 0.0138725+0.01359j 0.00580553-0.00957855j 0.0106304-0.016579j 0.0138401+0.00590292j 0.00683503+0.0163721j -0.00689865-0.00577984j -0.00527599+0.00693009j 0.00538154-0.000117406j 0.0154021+0.0118142j 0.0143372-0.00920546j -5.80244e-05+0.0130708j 0.00178568-0.00234257j 0.00456875+0.00263856j -0.0151695-0.0229057j 0.000791885-0.0076588j 0.00461123-0.00447552j 
0.081825+0.0268286j 0.0180425-0.0523584j 0.0366902+0.00497831j 0.00129227+0.0260679j -0.02076+0.0116208j -0.00996523-0.0138048j -0.00196129+0.0128129j 0.023381+0.02559j 0.00273435-0.000925114j 0.0565333+0.0211195j 0.00299066-0.0235601j 0.061283-0.0410007j -0.179375+0.000417986j -0.0335429-0.262551j -0.111889-0.142554j 0.0289044+0.0682787j 0.0992453-0.0818908j 0.0236306-0.0397267j 0.000491272-0.0138063j 0.0057794+0.000245098j 0.0069138-0.0173973j 0.00374524-0.00120858j 0.00416334+0.00462106j 0.00385583+0.00370119j 0.00435782-0.0210767j 0.00173187-0.00410696j 0.00184439+0.00325676j -0.00809298+0.0144357j 0.0079292-0.00844408j -7.02593e-05-0.00448352j 0.000209377+0.0137272j 0.00912323+0.0181145j 0.00594021+0.00115364j -0.00981947+0.00523181j -0.016187-0.0141876j 0.00224019+0.0125745j -0.0228626-0.0211355j -0.00208453-0.00424513j -0.0105343+0.0190272j 0.0161546-0.00247075j -0.00511629+0.00959888j 0.00430666-0.010397j -0.00175593+0.0111671j 0.000831976-0.00976117j -0.00480797+0.000227738j 0.00344088+0.000576088j -0.000885403+0.00386643j 0.0031946-0.000234248j -0.00243723-0.00309039j 3.21385e-05+0.00298352j -0.00540802+0.00369947j -0.000216829+0.00623645j -0.00252418-0.00240564j 0.00434783-0.0025402j -0.0004681-0.00334187j -0.00207032+0.00258055j 0.00200046-0.000289129j 0.00199294+0.00150868j -0.00107448+0.00240539j -0.00367019+0.00103588j 0.000627564+0.00439607j -0.00320422+0.00189192j 0.0047663+0.00502067j 0.000207704-0.00292274j 0.00325561+0.0060873j -0.00717191-0.000814323j 0.000702503+0.00078338j -0.000238137+0.00230092j 0.00207445-0.00169133j 0.00686715-0.00491937j -0.00225487-0.0020467j -0.000663828-0.00213513j -0.00135844-0.00392585j -0.00652552+0.00968702j 0.00471272-0.00182768j -0.000249756+0.00153136j 0.0018773-0.000418696j -0.000470112-0.00674246j -0.000950713-0.00440273j 0.00147181+0.0260028j 0.00313893+0.00651637j 0.00885696+0.00307258j 0.000371209-0.0133714j -0.0109609-0.00947368j 0.00853521+0.00541418j 0.00259064-0.0177037j 0.00317952-0.0323704j -0.00205499-0.00789102j 0.0153176+0.00708011j 0.000721409-0.0067339j -0.0200905-0.0234771j -0.0047282+0.0181678j 0.0170294-0.0263795j -0.00268701+0.0165286j 0.00812804+0.0111299j -0.00408414+0.0156038j 0.00506654-0.0183516j 
0.0101565-0.0153513j 0.0306887-0.0409225j 0.0135879-0.0607512j 0.0398794-0.0289364j 0.0121673+0.0336861j -0.02585-0.0607982j 0.0355358-0.0536894j 0.0221695-0.00758236j 0.0113159-0.0614516j 0.0129415+0.0755163j -0.0648011+0.058683j 0.0705956+0.0701727j -0.0229616+0.0806475j 0.00546718-0.00221902j 0.000785084+0.0562169j -0.0342778+0.0529289j -0.00361367-0.0349202j -0.0229826-0.0258187j -0.00961225+0.0172628j 0.0156366+0.00334061j -0.00831343+0.00452878j 0.0177872+0.000680656j -0.0154488-0.00759462j -0.00134749-0.000956615j 0.0168998-0.00408913j -0.00137967-0.00819798j 0.0248701-0.00549404j -0.0103521+0.0110224j -0.00800776-0.00170027j 0.0014025-0.00729199j -0.0235749-0.00338087j -0.0102808+0.000880663j -0.00183523+0.0162863j 0.0455284-0.0117425j -0.0139379-0.00386432j -0.00432224+0.00485957j 0.00548889-0.011343j -0.0133916-0.00260452j 0.0189385-0.0169155j 0.00306348-0.00201525j -0.00153299+0.00584115j -0.0183149+0.015638j 0.0129099-0.0043956j 0.00266183+0.00158779j -0.0107862+0.0128985j 0.00375096+0.000340859j -0.00162944+0.00592076j 0.00332082-0.00564696j -0.000716053+0.00905584j 0.00141087-0.000289097j 0.00253762+0.00325026j -0.00153864+0.00102877j -0.00132318+0.00202246j 0.00713831-0.00688236j 0.00807116-0.00133778j -0.00332741+0.000193661j 0.00967233-0.00848555j -0.00868607+0.00502892j -0.0044358+0.0010161j -0.00755023+0.011225j 0.00123197-0.000169225j -0.0125491+0.00880909j -0.00623951-0.000139864j -0.00781295+0.00945612j -0.00156563+0.000906534j 0.00385168+0.010333j -0.00275346+0.00272899j 0.00209437-0.00756967j -0.00373967-0.0014173j 0.000298037-0.00244298j 0.00190935+0.00407252j -0.00539049-0.00132665j 0.00355313-0.00475981j -0.00212251+0.00261612j -0.00442878-0.000993858j -0.00502899+0.00949558j -0.0145713+0.00747745j 0.0213931-0.0110754j -0.0123678+0.0123093j 0.0166029-0.0127378j -0.00853537-0.00974252j -0.0130637+0.0144164j 0.00993237+0.00479185j -0.00688763+0.00181156j -0.0140428+0.00235119j -0.0372455+0.0137945j -0.00340602+0.00376825j 0.00401061+0.018774j 0.00294306-0.00691353j -0.0326927+0.0049123j -0.00499318-0.00297239j -0.0117137+0.00719188j -0.00079708+0.000908173j 0.00973636-0.000264558j 0.00869124-0.00216548j -0.00601714+0.00490343j 0.00882994-0.0024817j 
0.0432558+0.0258492j 0.0535885-0.0462333j 0.0528496-0.0337535j 0.00978828-0.031872j -0.0252085+0.0120922j 0.059758-0.0107684j 0.0355984-0.0337238j -0.0134393-0.0308217j 0.024719-0.0483057j -0.0845182+0.0177532j 0.111657+0.0659858j -0.0899532-0.100505j -0.0386557-0.00160798j 0.000253285-0.0926313j -0.0496153+0.0933918j -0.0395579+0.092314j 0.0480848-0.0194457j 0.0170338-0.0331747j -0.000656868+0.00879468j -0.0121635+0.0141784j 0.00537375-0.0189183j -0.0115152+0.019224j 0.0014666-0.00589417j -0.000535307+0.00236286j -0.00732768+0.0219453j 0.00775891-0.00524403j -0.00473108-0.00441806j 0.0121007-0.000748952j 0.00914673-0.000214224j -0.00729754+0.0196988j 0.0190256+0.0168855j 0.00131794-0.0286557j -0.0158097-0.0522124j 0.0134674+0.00792961j -0.00744924+0.00216677j -0.0147855+0.0023089j 0.00158308-0.0146176j -0.0003249-0.000442999j 0.0103994+0.00809675j 0.00707751+0.00193109j -0.00217414+0.0186123j -0.002562-0.0117584j -0.00162204-0.00762682j 0.00306653+0.0128856j 0.00246151+0.000327167j 0.0054082+0.00486235j -0.0031848+0.00916097j 0.00164769-0.00241946j 0.00140267-0.000390285j 0.00446336-0.00339539j 0.00366733+0.000540626j -0.00866107-0.000539033j 0.00344952-0.00562819j -0.00255928+0.00365015j 0.00659755+0.00295481j -0.00406302-0.0026596j -0.00295752-0.00409795j 0.00578794+0.000243421j 0.0105746+0.000220724j 0.00460981-0.00439988j -0.000372016+0.00773509j 0.00571743-0.00600024j -0.0036143-0.0015911j 0.0011334+0.00311987j -0.00973822-0.0085779j 0.00477804-0.00427496j 0.0039715-0.00155105j -0.0106932-0.00506807j -0.00501634+0.00693611j 0.00832438-0.00172115j -0.013328-0.00435091j 0.000602817-0.00146508j 0.00893344-0.0010225j 0.0183804-0.000462456j -0.00185265+0.00836996j 0.00195848+0.00108942j 0.00951751+0.00144275j -0.010258+0.00494602j 0.0106304-0.00987479j -0.0042072-0.0122423j 0.0179302+0.00130178j 0.00894184-0.00145088j -0.00432612+0.00346254j 0.00852123+0.00601089j 0.0252551+0.0021132j 0.0100675+0.00904617j 0.00204345+0.0044033j -0.0136495+0.00534872j 0.0250036+0.0115381j 0.00821512+0.0123391j 0.00876616+0.00782178j -0.00836625+0.0113702j 0.00264235+0.00453107j 0.00215487-0.00196538j 0.000380786+0.00891891j -0.00103035+0.0158398j 0.0129636+0.0105875j 
-0.00771158+0.0144857j 0.0107991+0.000118459j 0.00170261-0.0292568j -0.0600295-0.0192108j -0.0375427-0.0187367j 0.090707-0.0182953j -0.0101581+0.0089033j -0.0392075-0.0105479j 0.0357522-0.0614798j -0.0937449-0.0247547j 0.0492922+0.195634j -0.0803556+0.132402j 0.0944305+0.0331047j 0.0128554-0.102153j 0.0504398-0.0180947j -0.0160861+0.00819098j 0.0144574-0.0176472j 0.0155193-0.0243863j 0.0229912-0.00270781j -0.019215+0.0170179j 0.0084117-0.0179242j -0.00799488+0.00880581j -0.00578526-0.012762j -0.00209926-0.00225716j 0.00135847+0.0163544j 0.000675486-0.000584999j 0.0100769-0.0030376j -0.000625707-0.00683264j -0.00197596+0.030368j -0.0106985+0.000882479j -0.0296639+0.014754j -0.0149882+0.00262106j 0.0204047-0.0123278j 0.000122193-0.0212683j 0.0243566+0.00348889j -0.00976798-0.014951j -0.0167465-0.00100476j 0.0134572-0.0179605j -0.00387402+0.00911293j -0.00510074+0.00362515j -0.000615128-0.00155924j 0.0116755-0.0109619j -0.00418476+0.00222627j -0.000183627-0.00339321j 0.00623097-0.00552511j -0.00369068+0.00247866j 0.00644404+0.00312096j 0.00150739-0.00340375j -0.00269624+7.56077e-05j -0.00242385-0.00402756j 0.00440499-0.0128346j 0.00239379-0.00326052j 0.000515208-0.0030493j -0.00311545-0.00157342j -0.00328291-0.00302043j 0.00138956-0.00171373j -0.00102407-0.00168087j 0.000733759+0.00281448j 0.00206637+0.00579405j 0.00182739-0.00451061j 0.00369312-0.0115257j 0.000131835+0.00219314j -0.00188169+0.00116949j -0.00228382+0.00389404j 0.000565583+0.00202518j -0.0081651-0.00605115j 0.00215408-0.00318109j 0.00645858+0.00931952j 0.00101903+0.010606j -0.00257103-0.0048211j -0.00201399-0.00507639j 0.0129611-0.0053114j 0.00579477-0.000748133j -0.00834679+0.0100405j 0.00261261+0.00237562j -0.012241+0.00731686j -0.00607915+0.00165618j 0.00122902-0.0134629j -0.00949925+0.00682741j 0.0100054-0.00408792j -0.0127882+0.0112521j -0.0103462-0.00680712j 0.00793019+0.00644982j 0.0109544+0.00881143j -0.0164489+0.00244573j 0.000113598+0.00109162j 0.00105276+0.00128176j 0.0108265-0.00750009j -0.0116506-0.00130568j -0.0016985+0.00586603j 0.0153513+0.00381075j 0.00446627+0.0105307j 0.00761121-0.00180781j -0.0108568+0.0145266j -0.00386635-0.0105384j -0.00343445+0.0111232j -0.0138416-0.00459122j 
0.0589667-0.0159442j 0.00448607-0.0103241j 0.0406137+0.00856449j 0.00217613+0.017018j -0.0201482-0.000543292j 0.0127067-1.06259e-05j 0.0200514+0.0143991j 0.0281602-0.0104524j 0.0126726-0.0159419j 0.0151227-0.0078178j 0.02277+0.0438634j -0.0255042-0.0322216j -0.0424615+0.115104j -0.00663173+0.108549j 0.129907-0.215782j 0.0550051-0.0709877j 0.0816219-0.0587617j 0.00147954-0.00474575j 0.0172766-0.0124945j 0.00233868-0.0148433j 0.00146431-0.0030383j 0.00532465-0.00191871j -0.00701874-0.00263402j 0.000576624-0.00360338j 0.000846051-0.0110611j -0.00961211+0.0121669j 0.00143832-0.000431672j 0.00807448+0.00467566j -0.00218278+0.00128168j -0.0155649+0.00953423j 0.00643997+0.00710139j 0.0168871-0.0133036j -0.000181171-0.00381173j 0.00352243+0.00764749j -0.0527685+0.0150428j 0.0492794-0.00118767j -0.00294294-0.00700921j -0.0166802+0.00657086j -0.019502+0.022025j 0.0141769-0.00746157j -0.00764231+0.0048662j -0.000832897-0.0044442j 0.0190454-0.00027402j -0.00113243-0.00353925j -0.00098435-1.16955e-05j 0.00231736+0.00053327j -0.00720049+0.00116675j 0.00545595-0.00139335j -0.00447568-0.000661324j 0.00181853+0.00425494j -0.00360504-0.000887752j -0.00579429+0.000887563j 0.00647512+0.00188652j -0.00284734-0.00220853j -0.000307512-0.00128189j -0.00829802+0.00101826j 0.0041959+0.000622793j -0.00176564+0.00142319j 0.00193427+0.00287768j -0.000595706+0.000732728j -0.00422799+0.00143371j 0.000813237+0.00308725j -0.00356909+0.00215084j -0.00598957-0.000339623j -0.00218651-0.00413737j 0.00290863+0.00621715j 0.00219939-0.000624908j 0.00243995-0.000210164j -0.00610628+0.000603548j 0.000109097-0.00558772j -0.00547386-0.000742596j 0.00866455+0.0039357j 0.00434039+0.00237413j 0.0028595+0.00125405j -0.00206593-0.00183826j 0.00167232+0.000714078j 0.00911119-0.00319704j -0.00630969-0.00332j 0.00940676-0.00519765j 0.00727212-0.0146694j 0.00724175-0.00277239j 0.00728382-0.00174084j -0.0143353+0.00633664j -0.00955902+0.00648542j 0.00405254-0.00456686j 0.00564208+0.0124457j -0.0171123+0.0165061j 0.00627275+0.000679679j 0.00192702+0.0172742j -0.00357875-0.00586445j -0.00582181+0.00548406j 0.0138133-0.0143946j -8.61601e-05-0.00964768j 0.00518694-0.0122927j -0.00411658+0.0171479j -0.00514859-0.0212444j 0.0124281-0.0239518j 
0.016378+0.0450115j -0.0150002+0.012414j 0.00768678+0.0409611j -0.0188468+0.0152414j -0.0185141-0.0120298j 0.0150677-0.0150362j -0.00644853+0.0151093j 0.00240663+0.0313011j -0.0186418-0.025099j -0.0306082+0.0551337j 0.0339656+0.0577259j -0.0358705+0.0417462j -0.115039-0.0297133j -0.164003+0.111591j -0.114872+0.0878968j 0.0590819+0.00373728j -0.0160393+0.07638j 0.000835345-0.00514663j -0.00702608+0.0136389j 0.0123966-0.00417294j -0.00799428+0.0042843j -0.0145434+0.0171389j 0.00615211-0.00998668j 0.00182584-0.000510324j 0.000546579+0.0049615j -0.0142098+0.00628042j -0.00489887+0.00117607j -0.00146625-0.00440724j 0.0104859+0.00408584j -0.0032502-0.00536035j 0.00016791-0.00120843j 0.0106655+0.00747212j 0.0149567-0.000726827j 0.0290361-0.0233865j -0.0250657+0.00843796j -0.00847843+0.000225801j 0.0368221-0.0135154j -0.0245851+0.00434271j 0.00565912+0.00305055j 0.013642+0.00468113j 0.00316856-0.00649797j -0.00928986-0.00464502j -0.00297165+0.0111506j 0.0062764-0.0114228j -0.00168663+0.00236738j 0.00770855+0.000107481j -0.00718667+0.000207466j -0.00530607+0.00156273j -0.00158054+0.00276475j -0.000629102+0.0010337j -0.00365637-0.0067755j -0.00653623+0.00106482j -0.00283752+0.00227998j -0.00248879-0.00201652j -0.00671222-0.0100911j -0.00853871-0.000701689j 0.00039912-0.00502172j 0.00135063-0.00296337j 0.00225722+0.00582963j 0.00102738-0.00512798j -0.00330061-0.00786794j 0.00250702-7.0574e-05j -0.00368124+0.00512116j 0.00313329-0.00360613j 0.00106652+0.00777193j -0.00967048-0.00971174j 0.00596798-0.00143375j 0.00477732+0.0087124j 0.00221684+0.00636492j 0.000386849-0.01087j -0.00325149-0.00613215j 0.00851297-0.00196884j -0.00124853+0.00663807j -0.0141159+0.00557975j 0.00746935+0.00266555j -0.00345058+0.00437315j 0.00154763-0.00831724j -0.00787357-0.00676796j 0.00299898-0.0121109j 0.00876678+0.0151407j 0.000705254+0.0170795j -0.01959-0.00429067j -0.00605843-0.00254783j 0.00774587-0.00580022j -0.0124068+0.00781634j 0.00121032-0.0105072j -0.0166165-0.0149869j -0.0096307-0.0121956j 0.0133531+0.0193496j -0.00636193+0.0143228j 0.00142702-0.00414395j -0.00146275+0.00378955j -0.0112313+0.0128633j -0.00585395-0.00611348j 0.00275489-0.0125091j 0.00198104-0.0193625j 0.00193225+0.0163745j 
-0.060346+0.0250403j 0.0194782+0.0161574j -0.0629156-0.013476j -0.0431811-0.0183883j 0.00270981-0.0367802j 0.039159+0.0333695j -0.0423812-0.00195103j -0.0654329+0.00690033j 0.0416038+0.0281801j -0.0213199-0.0297448j 0.000282028+0.0471416j 0.0786276+0.0907419j 0.00215111-0.117351j 0.094651-0.288035j 0.00990194+0.00172041j -0.0697624+0.0593382j -0.024768+0.0237261j -0.00597765+0.00763561j 0.0122704-0.00503008j -0.0158294+0.017834j 0.00652143-0.00843545j -0.014236-0.0118478j 0.00568581+0.00795137j -0.00379288+0.0029483j -0.00931344+0.00116182j -0.0021339-0.0189739j -0.00868207-0.00604239j 0.00914763+0.00516175j -0.0212891+0.00414808j 0.00397189-0.0129542j 0.00769887+0.0150169j 0.00476225+0.0280883j -0.000881837+0.00304446j 0.0116782-0.0166689j -0.00893809-0.0278316j -0.000767315-0.0114254j 0.00944853-0.0349669j 0.00480127-0.00133155j 0.00788489+0.00141529j -0.00275791+0.0128348j -0.00358148+0.00202256j -0.00831425-3.41686e-05j -9.476e-05-0.0147743j 0.00132133-0.00385717j 0.00487016-0.00829333j 0.000943497+0.00293104j -0.00345432-0.0050286j -0.00282671-0.00597801j 0.00598917+0.00898173j -0.00300936-0.0032128j -0.000517683-0.00584368j -0.00159567-0.00419986j 0.00829369-0.00686059j -0.00607518+0.00311302j -0.00714598-0.00629015j -0.00517425-0.0030905j -0.0070325-0.00228539j -0.0028859+0.00249602j -0.00185675+0.00147j 0.00332423-0.00453753j -0.00673732-0.0046465j 0.00194763+0.000980519j -0.00462151-0.003965j -0.00132126+0.000982268j -0.00233265-0.00303164j 0.00314014+0.00189572j 0.000630563+0.000381123j 0.00504917-0.000169485j -0.00324995+0.00207171j -0.0053646+0.0104631j 0.00600216+0.000397816j 0.00468279-0.000204654j -0.003474+0.00572842j -0.00545268-0.00480722j -0.00215919-0.00394593j 0.00155701-0.00592177j 0.0145332+0.000733774j 0.00540382+0.00335357j 0.00807137+0.0111052j -0.00183549-0.0146673j 0.00490414-0.0159323j -0.0011244-0.0118587j -0.0200869+8.45254e-05j -0.0145147+0.0106413j 0.00377216+0.00196377j -0.000974443+0.0070197j -0.00750273+0.00212147j -0.0158675+0.0127362j 0.00148553+0.0210239j 0.00450758+0.00827464j -0.00597985+0.00454844j -0.00328924+0.0141604j -0.00603167-0.0127582j -0.0123712-0.000507959j 0.00501511+0.000342046j 0.00159706-0.00248327j -2.86866e-05-0.00607448j 
