-0.0121767-0.0110516j 0.0106648-0.006926j 0.00436242+0.00723163j -0.00068144+0.0114615j -0.00691939-0.0242769j -0.000186425+0.00581879j 0.000468976+0.014093j 0.00373762+0.0120706j 0.00159162+0.0184145j 0.000148199+0.0102219j -0.00414709+0.00204393j 0.00776283-0.0164279j 0.0113396-0.0208154j -0.000132272+0.0337742j -0.0355865+0.0260363j -0.00136765-0.0124753j -0.00392825+0.0121143j -0.00665881+0.00804221j -0.00184357+0.00470523j -0.00114763+0.000127045j -0.0168443+0.0107518j -0.0134823+0.00680214j -0.010139+0.00403374j -0.00939592+0.00376889j -0.0155043+0.00722504j -0.014508-0.000110607j 0.00487811-0.00379512j 0.0137971-0.00236268j -0.0163843+0.000713296j 0.00862425-0.00329204j 0.0115275-0.00140178j -0.00569466-0.000163297j -0.00487741-0.00037551j -0.00661303-0.008637j 0.0132495-0.00141053j -0.0184477+0.0059384j -0.0238244-0.0148822j 0.00421421-0.00551186j -0.00478792-0.00405315j 0.00444321-0.00737868j 0.0105205-0.00275053j -0.00209185+0.000364471j -0.00170142+0.00405287j -0.00244703+6.39184e-05j -0.000670541+0.00035896j 0.00615292+0.00303644j 0.00090869-0.0068916j -0.0043258-0.00607932j 0.000474675-0.00218392j -0.00291607-0.00381038j 0.00289424+0.00705076j 0.00835047-0.00290177j -0.00741925+0.00026897j -0.00470913-4.88052e-05j 0.00330734-0.0069338j -0.00140816-0.0034668j -0.00399644-0.000884431j -0.00369313-0.00851622j 0.00612871-0.00824687j 0.00290919-0.00197365j 0.00729644+0.000788894j 0.00171253+0.001026j -0.00149022-0.00550351j -0.00841202+0.000597605j 0.00915782-0.00643097j -0.00352807+0.00155694j 0.000161565+0.00317478j -0.000469624-0.00296465j 0.00826524-0.000990587j -0.00504775-0.00627082j -0.00753834-0.0034102j -0.00283869-0.00662806j -0.00345813+0.00176837j 0.00868795+0.00296653j 0.00584819-0.00468793j -0.00233918-0.00155825j 0.00258807-0.00512935j 0.00502591-0.00335286j 0.00249862+0.00198436j -0.00171948+0.00682339j -0.0106719-0.00652251j 0.00327135-0.00734638j 0.0076723+0.00498338j 0.00247704-0.00492113j 0.00390072+0.00171718j -0.00163756+0.00661813j -0.00360333-0.00131792j -0.000672644-0.00530119j 0.00103161+0.00827721j 0.00420998+0.00461452j -0.00428279+0.00576915j 0.0126888-0.00400493j -0.0122606-0.00687302j 0.000389545+0.00288167j 0.00502317-0.00379404j 0.00258117+0.00877737j -0.00755201+0.00396215j 
-0.0386062+0.0507769j -0.0284876-0.027075j 0.0224681+0.0196947j 0.123531-0.112591j 0.0397418-0.0562363j 0.0671752+0.0155203j -0.155276-0.0490534j -0.0692865-0.0637408j -0.0320098-0.00339373j -0.00882158+0.0178658j 0.0155794-0.00644995j -0.0528596+0.00130894j -0.0564446+0.00407479j 0.0223938+0.0291801j -0.0163316-0.0573381j 0.0511655+0.0469032j -0.00429913+0.058701j 0.0202638+0.0200642j 0.0140804+0.0321677j -0.0277839-0.00906633j -0.0176117-0.0112266j 0.0145668+0.0144264j 0.00389567-0.0173541j 0.00741568-0.0020374j -0.00610922-0.0185624j -0.0137159+0.00675707j -0.00909751+0.0196305j 0.00788969+0.00804823j -0.00944664+0.00748792j 0.00282577-0.00354714j 0.0121053+0.0072271j 0.00541206+0.0124672j -0.00158772+0.00594112j 0.0164107-0.00785243j -0.00734441+0.00849021j -0.0180115-0.0152283j 0.00376865-0.00284954j -0.000752578-0.0105919j -0.028789-0.0258866j -0.0287997+0.00770927j -0.00338342-0.00135055j 0.0270042-0.0141221j 0.000511209-0.00637153j 0.014405+0.0134387j 0.00958323-0.00411637j 0.00236451-0.00936967j -0.0142373+0.00973352j 0.00610676+0.0100775j -0.00255032-0.00832899j 0.0180626+0.00309438j 0.0119918+0.00383433j 0.00614079+0.000358729j -0.0208123+0.00767886j 0.00078279+0.00208992j 0.00520864+0.00218806j -0.00821111-0.00220079j 0.0118027+0.00186656j -0.00318469+0.004972j -0.00234078-0.00942233j -0.00599+0.0069043j 0.00632758+0.00425603j -0.00691035-0.00440817j -0.00089215+0.0016126j -0.00457227-0.00038577j -0.00159512+0.00341114j -0.000485206+0.00739581j -0.00384716+0.00116579j 3.45693e-05-0.00413949j 0.00108757+0.000347015j 0.00084777+0.000665519j 0.00378255+0.00428692j -0.0025283-0.00302779j -0.00637776-0.00443197j 0.00109585-0.0029175j 0.00297473-4.35205e-05j -0.00185909-0.00268978j -0.00610767+0.00313404j -0.00216412+0.00204866j 0.000403976-0.00249071j -0.00422356-0.00166068j -0.00540996-0.00113945j -0.000692362+0.00542939j -0.00252387+0.000417907j -0.00121027+0.00217955j 0.00507632+0.00107577j -0.0106784+0.00194979j -0.00016399-0.00455116j -0.00496514+0.00570771j -0.00432671-0.00203531j -0.00798296+0.00251353j 0.00777966-0.00360504j 0.00280564-0.00105225j 0.00840738+0.00604191j -0.00500578+0.00134858j 0.0106149-0.00301497j -0.00412331+0.00119253j 0.00262+0.000448385j 
-0.00962941+0.0670333j -0.0562405-0.0999409j 0.0877653+0.0249312j 0.00767208+0.0805568j 0.0258741-0.0749091j -0.0537458-0.0141728j 0.0335683+0.0284853j 0.00123486-0.0445675j -0.00678346+0.0140547j -0.00584917-0.0575158j 6.3068e-05-0.00293745j 0.0186076+0.00839883j 0.0116105+0.0321421j 0.0119461+0.0229181j 0.00572369-0.0163253j 0.0548361+0.104716j -0.0475631+0.0132941j -0.00549715+0.0457691j -0.00647572-0.00829549j -0.00971172+0.0194655j -0.0312087-0.00153711j 5.05535e-05-0.008748j 0.00132995+0.00924305j 0.000678196+0.0019586j 0.0107233+0.000669449j 0.00191795-0.00947062j -0.00470624+0.00392482j -0.00691141+0.000252724j -0.0100345-0.00114231j 0.00705657+0.00313239j 0.00198379+0.00147208j -0.0092685-0.00313099j -0.00247232-0.00297945j 0.00349295+0.00605251j 0.008405-0.00319268j -0.00215033+0.00497381j -0.00877577-0.00076404j -0.00693136-0.0202397j -0.000323311-0.00474391j -0.00036706+0.00294283j 0.00519382+0.0138887j -0.0242186+0.0187048j 0.0125471-0.0215119j -0.00347366+0.0034198j 0.00341359-0.0110662j 0.00320988+0.00860884j 0.0160509+0.0297552j 0.00886342-0.0269925j 0.00303962-0.0260151j 0.0130522+0.0182216j 0.000849022-0.00268439j -0.00636204-0.0246049j -0.000752894+0.0129543j 0.00231278+0.019377j 0.00124531-0.021588j -0.0155662+0.0118237j -0.000599337+0.0039823j -0.00667619+0.00390048j 0.000156547+0.00422031j -0.0062202+0.000891074j -0.00797044+0.0136503j 0.00741958-0.00214966j 0.00118498+0.00703178j -0.00621671-0.0111627j 0.000456569+0.0125002j 0.00891359-0.00445673j 0.00409067+0.0063264j -0.00152152-0.00142314j 0.000902692+0.000332241j 6.31273e-05-0.0139014j 0.000755491+0.000678973j -0.0024499-0.00851636j -0.00221498-0.00561091j -0.00362883+0.00179988j -0.00160786+0.00237153j 0.00104533-0.0016761j 0.00129717-0.00227111j 0.00537734-0.00141111j 0.000691734-0.00930883j -0.000552843-0.00344307j 0.000299814-0.00066058j 0.00444185+6.90711e-05j -0.00501746+0.00390607j -0.00409286+0.00200847j -0.0017025-0.0026262j -0.00302226-0.00665421j 0.000977869-0.00344497j -0.000564081+0.000871396j -0.00285784+0.00418413j 0.00324799-0.00107148j -0.00195648-0.00118255j 0.00311659+0.00102563j -0.0057024+0.00464693j 0.000552717+0.00208976j -0.000543264-0.00261218j 0.00288622-0.00149201j -4.26335e-05-0.000793741j 
-0.10753-0.162113j 0.0329814-0.0870281j 0.0906567+0.0924688j -0.0231141+0.0596991j 0.00879093-0.177027j -0.0865401-0.0393065j 0.111633+0.0138703j -0.0309716+0.0254396j 6.34882e-05+0.00592484j -0.0114151+0.0485801j 0.0089913+0.0373444j -0.00225523+0.0378834j -0.00364417-0.0482652j -0.0188657+0.0235107j 0.0518587+0.0423041j -0.0386732+0.00593168j -0.103244-0.139915j 0.039796-0.00594415j -0.0103536-0.0305384j -0.0171423+0.0063219j 0.00164891-0.0179939j -0.0360126-0.00850914j 0.0289031-0.0126452j 0.00226626-0.011277j -0.0113124-0.00941748j 0.0164388-0.014434j -0.00935866-0.00319352j -0.00313289+0.00604118j -0.023078-0.0101147j 0.00548958+0.00508381j 0.00921583+0.00208369j -0.000903802-0.00306371j 0.000702471-0.000914921j 0.00438693+0.00212811j 0.00356669-0.0022565j 0.00370357+0.0144399j -0.0104588-0.00900202j -0.0284781-0.0195696j -0.000319966+0.0263868j -0.0174479-0.00991992j -0.025589+0.00875738j 0.0116658-0.00606864j -0.0105287-0.00177258j 0.00272805+0.0101624j -0.0116255-0.0156987j 0.0053591-0.00839196j -0.00485914-0.0176209j 0.00863561+0.0173886j 0.0013474+0.0116082j 0.00599359-0.00360521j 0.00969499+0.0011212j 0.0130976+0.00114978j -0.00747769+0.00194561j 0.000155777-0.0109517j 0.000645105+0.00338321j 0.000217579+0.0014856j 0.00313206+0.0099137j 0.00267213-0.00806742j 0.00258018+0.00180119j 0.0031735-0.00391158j 0.00065286-0.00508931j -0.000690382-0.00103536j 0.00850869-0.00425183j 0.00586993+0.00569369j 0.00568493-0.0030166j 0.00257502+0.003863j -0.00397641-0.00499351j 0.00261956+0.00686735j 0.00175372-0.0025009j -0.00221874-0.00178558j 0.00539447+0.00621481j 0.00266599+0.00361913j 0.000664588-0.00101794j -0.00469965+0.00551521j 0.00155981+0.00170969j 0.00460393+0.00281796j 0.00030199-0.00274722j -0.00413796+0.00229494j 0.00137231+0.00409589j 0.00135849+0.00337326j -0.00594966-0.00551624j 0.000539953+0.00475847j 0.00011719+0.0031524j -0.000621791-0.00243223j -0.00104966+0.00281013j 0.00253594-0.00405709j -0.000507516+0.000860266j 0.0032262-0.00487206j -0.0014535-0.00453056j -0.00478194-0.00350759j -0.00494718-0.000284466j -0.000568247+0.00166769j -0.00852458+0.000462137j -0.00117565-0.0025768j -0.00722019+0.00396915j 0.000666973-0.00100992j -0.00762007+0.00210559j 
-0.0779003+0.0295095j -0.081459-0.199759j -0.0433192-0.0157034j 0.00159026+0.206736j -0.111021+0.129115j 0.043393+0.120994j 0.111301-0.0587589j 0.0874449-0.0130206j 0.0579262+0.0387717j -0.0322519-0.048381j -0.0114147-0.0100351j 0.0616391+0.0114759j 0.044567-0.0162563j 0.001174+0.0521257j 0.0322283-0.00367561j 0.0590742+0.143798j -0.0602727-0.0437784j -0.0228081-0.0200236j -0.0149822-0.0138382j 0.0213496-0.00545433j 0.0160435+0.0107632j -0.0181602-0.0232347j -0.00595563+0.0143947j -0.0159948-0.00217675j -0.00395426+0.00283606j -0.0145088-0.0146898j -0.00866518-0.0299259j 0.00967267+0.00798977j -0.00854098-0.0202743j 0.00628572+0.00570483j 0.000538329+0.00675426j -0.00471768-0.00400537j -0.00401776-0.00429422j 0.018521+0.0245861j 0.00111587-0.00951805j -0.0163544+0.00429042j -0.00417902-0.00509946j -0.0105864-0.0151762j -0.0340417-0.00686486j -0.0291451-0.00444268j 0.00116259+0.0211253j 0.00576624-0.00358805j -0.00376101+0.00875847j 0.00470342+0.00621075j 0.0141652+0.0131932j -0.00604067-0.00685564j -0.00280076-9.43838e-05j 0.0027185+0.00337864j -0.0178647-0.0077023j -0.0117211-0.00340655j -0.0148011+0.00306367j -0.000970681+0.00708808j 0.00409698-0.0034089j -0.0040943-0.01363j -0.00324595+0.0112197j 0.0132604+0.00543389j -0.00496794+0.000835625j 0.00884355+0.00432931j 0.00984924+0.0113409j 0.00168314+0.000934811j -0.000340586-0.000825752j 0.00469669-0.00359867j 0.00405658-0.00423276j 0.00365406-0.00812095j 0.0016664+0.00366599j -0.00545604-0.00502553j -0.0004466+0.00294837j 0.00346267+0.00040821j 0.0037954+0.00181122j 0.00086394-0.000904385j -0.00430685-0.00738633j 0.00828218+0.000455199j 0.00170952+0.00143462j 0.00452687+0.00241843j 0.0048879-0.00266735j -0.00059085-0.00237811j 0.00104456+0.00244456j -0.00130864+0.00185974j -0.00142287-0.00194263j -0.00447651+0.000211671j 0.00433905+0.00758708j -0.00160991+0.00137887j -0.00253299+0.00174166j 0.00262419-0.000571368j 0.00101093-0.00442253j 0.00519077-0.00113581j -0.000679591-0.00154907j -0.00111356-0.0147315j -0.00295212-0.0019459j 0.00778981+0.00102419j 0.00281745-0.00224872j 0.00510213+0.00212428j -0.00657859+0.00345578j -0.0068083-0.00916616j -0.00330432+0.0114156j 0.0042879+0.00780534j -0.00692473+0.000644172j 
-0.0113794-0.0283033j -0.00398526-0.0345951j 0.0347799-0.00863316j -0.000184991-0.0608861j -0.0688745+0.0380072j -0.191355+0.110332j -0.0375039+0.0468838j 0.010606+0.0602498j -0.0312279+0.0505237j 0.0612314-0.0208415j 0.0223681-0.0232047j 0.0413007+0.02762j -0.0225593+0.00807622j 0.0342261-0.00065591j -0.000195581+0.0176666j 0.0125024+0.0253129j -0.0171267-0.0366626j 0.00377137-0.011287j -0.0208866+0.00199604j 0.0126826+0.0350059j -0.0461389+0.0311932j 0.0173278+0.00923512j -0.0288766-0.0244174j -0.000499506-0.0090571j 0.00505622+0.0119053j -0.000242669+0.00297521j 0.0193289-0.00198639j -0.00332855+0.000585285j 0.0184336+0.0165353j -0.000922642-0.00302412j -0.00646519-0.0152863j -0.00553833-0.00833927j 0.00405755+0.000646947j -0.0106167-0.00206577j 0.00738417+0.0121362j -0.000549294-0.0073102j -0.00657442-0.00860928j -0.0103911-0.00933466j 0.000928584-0.00320745j -0.000799809-0.00199757j -0.00325227-0.00643424j -0.00990789-0.00498337j 0.00135465+0.00868733j 0.0123806+0.0133023j -0.00856234+0.00299668j -0.0172175+0.00371699j 0.0273375-0.0048637j 0.0154487+0.000242752j 0.0248013-0.00776821j 0.0150238-0.0034964j 0.00291685-0.000688085j -0.0246098+0.0162327j -0.00724574-0.00469399j -0.00596885-0.00162667j -0.0206777+0.00923311j -0.0124693-0.00446441j 0.00903612+0.00540393j -0.0327809-0.00673035j -0.0205477-0.0116945j -0.00764749-0.0112056j 0.0205154-0.000244508j -0.00701306+0.0043316j -0.00858086+0.00583887j -0.0144024-0.00121826j -0.00478218-0.00310274j 0.00113486-0.00738392j 0.000295748-0.00519411j 0.0056096+0.00170436j -0.00240634+0.00645481j 0.000320857+0.0058388j 0.00309302+0.00331364j 0.00202036+0.00282195j -0.00709971-0.000646365j -0.00498395+0.00681294j 0.00124133+0.0113855j -0.0061236-0.00124922j -0.00134415-0.00629511j 0.0105061+0.00422123j -0.00337184-0.00283635j -0.00247717-0.00588435j 0.00510677+0.00624854j 0.00383199-0.00713745j -0.00395056+0.00134429j -0.00666535+0.00641291j 9.67198e-06-0.00116025j 0.00155395+0.00150389j 0.000871184+0.00389681j 0.000585542+0.00119832j -0.00439439+0.0050195j 0.0032979+0.000546562j -0.00641683+0.0071255j 0.00137991-0.000180757j 0.000205536-0.00395653j 0.00674783-0.00449439j -2.92398e-05+9.11607e-05j 0.000194767-0.00253641j 0.00399006-0.00569406j 
0.0238908-0.139886j 0.0740133+0.0364902j -0.197203+0.158367j 0.113013-0.164481j 0.00732166+0.116703j -0.00250765-0.0259821j -0.0438498-0.0935297j -0.0232536-0.00118498j -0.0020585-0.0287418j -0.0128276+0.0531553j 0.00475398+0.0185733j -0.00825366+0.000864365j 0.00203425-0.0677209j -0.0126403+0.0185954j 0.00559332+0.00863171j -0.0375718-0.0325372j -0.0093978-0.0918724j -0.0543658+0.00424908j -0.0254852+0.0142j 0.0106975-0.00678729j 0.0232306+0.0189467j -0.0276132+0.00111457j 0.0217701-0.00402429j -0.000672883-0.00697972j 0.00139745-0.00208563j -0.0182963+0.00316648j -0.0270209-0.014406j 0.00624058+0.00343965j -0.0202068-0.0133382j 0.00469611-0.00223924j 0.00374182+0.00149897j -0.00397113+0.00150548j -0.00427423-0.00250261j 0.00488154+0.00557691j 0.00377596-0.00572009j 0.00436599+0.0042555j -0.0135989+0.00389372j -0.026226+0.00908048j 0.00575454+0.00119538j 0.0151304-0.0127187j -0.0202097+0.00279817j 0.00664329-0.0189562j 0.0122026+0.0137842j 0.0128133-0.00147202j -0.000600382-0.00790395j 0.0192971+0.0190875j -0.00642455+0.00595636j -0.0322286-0.0232702j -0.0258711-0.0160932j 0.00267168+0.000363859j 0.0068751-0.00183609j -0.00643089-0.0230419j -0.00238941+0.0175872j -0.000187345+0.0101225j 0.00664341-0.00351539j 0.00318508-0.00086243j 0.00223829+0.00394092j 0.00026739+9.42262e-05j 0.00222598+0.00164394j -0.00104586+0.00286205j 0.00385894+0.000887629j -0.0031007-0.00129997j -0.00398491-0.000636422j -0.00233208-0.00321131j -0.00104355+0.00222963j -0.00724747-0.00785224j 0.00445614+0.00477578j -0.00148041+0.00251023j 0.00494405-0.00367973j 0.00581336-0.00794976j -0.00577412-0.0029123j 0.00445292-0.00276665j 0.00292823+0.00109116j -0.00508079+0.000192976j 0.000209078-0.00483776j -0.00661124-0.00389908j 0.00154508+0.00845491j 0.00149625+0.00105748j 0.00489581+0.00668599j -0.00382527+0.00114908j 0.00273907+0.00477103j 0.000685782+0.0011462j -0.00678856+0.000356238j 0.000982265-0.000175225j 0.00580497-0.000784952j -0.00270944-0.00472129j 0.000325833+0.00273413j -0.00144381-0.00493782j -0.0070329-0.00215256j 0.00242613-0.00556271j 0.00279085+0.00165115j 0.00126978-0.00298701j -0.000620914+0.0080853j -0.00505056-0.00678909j 0.00540002+0.000524942j 0.00707339+0.00056547j 0.00246881+0.00273314j 
-0.0483808-0.0550792j 0.00803521-0.00955997j -0.0856427-0.0686657j -0.0062757+0.0129012j -0.201061-0.0387268j 0.123824-0.110875j 0.00501657-0.0561087j -0.056962-0.0196409j 0.0243762-0.0239339j -0.0529344+0.051272j 0.00419661+0.0366219j -0.0475111+0.0149969j 0.00386293-0.0397319j -0.0172846+0.0422359j 0.00438866+1.82987e-05j -0.0540017-4.81564e-05j -0.0347922-0.0415826j -0.0323827-0.00680507j 0.0317691-0.00493706j -0.0299719-0.00471274j -0.00474555+0.0370193j -0.00357368-0.0356921j 0.00849792+0.017902j 0.00955668-0.00265689j -0.0036134-0.0190141j -0.00335904+0.00563329j 0.00954783-0.014627j 0.0023565+0.00682423j -0.00490314-0.00871462j 0.000724256-0.00395945j 0.00253742+0.0109682j -0.000885137+0.0138842j -0.00358915+0.00578737j -0.0045933-0.00218379j -0.0015871-0.0108539j 0.00768014+0.00695512j 0.00276342+0.00632031j -0.00062773+0.0071157j 0.0136562+0.00378144j -0.00521554-0.0239716j -0.00330952-0.0060896j 0.00924976-0.00317891j -0.00977275-0.0112247j -0.0100128-0.00275728j -0.0150219+0.00214697j 0.00376476+0.0322077j 0.0146598+0.0188739j 0.0346795+0.0110238j -0.0137546+0.000435245j 0.00884986+0.00803498j 0.00633605+0.00170185j -0.00624509+0.0113399j 0.00570785+0.00776676j -0.0154956-0.00301392j -0.0115642-0.00479583j -0.0108874-0.00440462j 0.00621339-0.00185313j -0.00607191-0.00439789j -0.00460554+0.00689622j -0.000803594-0.00551558j 0.0116449+0.0108834j -0.00457613-0.00408245j 0.0148266+0.00458585j 0.00422243-0.00964418j 0.00567411+0.0011442j -0.00169049+0.00639933j -0.00821861+0.00936742j -0.000607863-0.00521058j 0.00240992-0.00190832j 0.0172805-0.00734138j 0.00266115-0.00403873j 0.00267182-0.000260099j 0.00106882+0.00444937j -0.00398525-0.00575986j -0.00148088-0.00860415j 0.00127897-0.0038212j -0.0030671-0.00273492j 0.00741378-0.00551448j -0.000722553+0.000855304j 0.00501861+0.00069591j -0.00550192-0.00328604j -0.00759297+0.0112551j 0.00305091-0.0076732j -0.00360882-0.00725708j 0.00624281+0.00399483j 0.00831345-0.00121424j 0.00709974-0.00456585j -0.0039534+0.000320706j -0.00552814-0.00822415j 7.2479e-05-0.00491327j 0.000567271-0.00437495j -0.00120171+0.00201089j -0.00467072+0.000851456j -0.00194827-0.00276266j 0.00656535+0.00470839j 0.000640612+0.00965737j -0.000952458+0.000984497j 
0.00607639-0.110616j 0.145671-0.0257341j -0.18394-0.07039j 0.0565464+0.0871515j 0.059932-0.156431j 0.0234095+0.150919j 0.0300631+0.0389206j 0.0382673-0.0165235j -0.01131+0.0482148j 0.0076191-0.0457899j -0.0197768-0.00607723j -0.0211577-0.0259821j 0.0194865+0.00392826j -0.0546379-0.0322149j 0.0220225+0.0318334j -0.068453-0.0469443j 0.0604708-0.0538189j -0.0254118-0.00389923j 0.0087936-0.0191233j 0.0217656-0.0057723j -0.0294114-0.00963722j 0.0411786-0.013886j -0.0263256+0.00512657j 0.00261004+0.00195858j 0.0147873+0.00684654j 0.00120514-0.0116614j 0.0296839+0.00877068j -0.00479185+0.0011121j 0.0178655-0.00130936j -0.000940168-0.00141583j -0.0112751-0.00607635j -0.00771609-0.00511897j -0.00103076-0.00443139j 0.00409049-0.0030855j 0.00934538-0.00449215j -0.0161049+0.00919694j -0.00398009+0.00208869j -0.0168319+0.0218047j -0.0199232-0.000158169j 0.00859038-0.00467225j -0.0381962-0.00128824j 0.0287535-0.00881268j -0.0116303-0.0111589j 0.000697111-0.00126865j -0.00267246-0.00891616j -0.00260646+0.00205067j 0.0080101+0.0317211j 0.0010236-0.000217783j -0.0173449-0.0203613j -0.00178577-0.00712926j -0.0109955+0.00426717j 0.00672293+0.0041019j -0.0107833+0.0222001j 0.00158075+0.00459623j 0.00391856-0.0091246j -0.00925217+0.00650389j -0.00223091-0.00256009j 0.0021496-0.00823379j 0.00376937-0.00363552j -0.00714068-0.00672247j -0.0119896-0.000228627j 0.0103255+0.00494211j 0.00350341+0.0120589j 0.00462532+0.0021973j -0.00107381+0.00370972j -0.00516165-0.00751776j -0.00363131-9.79929e-05j 0.000680648+0.00126351j 0.00570335+0.00355325j 0.0131315+0.000238491j -0.00424774+0.00652219j 0.0041752+0.000153888j 0.000602015-0.000226826j -0.0010003-0.002629j 0.00585749+0.00612323j 0.00513682-0.000115551j -0.0019197-0.00242737j -0.0023554+0.0060471j -0.000439286-0.00420997j -0.00535627-0.0029304j 0.00080821+0.00442227j -0.010901-0.00364636j -0.00175749-0.00280882j -0.000967452-0.00171326j 0.00355201+0.00290461j -0.000747884+0.00257808j 0.00448893+0.00479454j 0.00694345+0.00208389j 0.00316376-0.00771295j 0.00237313+0.00537847j 0.00539421+0.00459209j -0.00110619-0.00639576j -0.00559191-0.00921846j 0.0012624-0.00944122j -0.0145516+4.25425e-05j -0.00902061-0.00269427j -0.00329502-0.00711855j 
0.0915127-0.0297277j -0.0653304-0.00438673j -0.0466222+0.0878439j 0.0352782-0.0895254j 0.00437566-0.1024j 0.0971262+0.0669764j 0.0404546+0.00523149j -0.00261486-0.0412896j 0.0407073+0.0256323j -0.0506015-0.0362151j -0.0290621-0.00136951j 0.0025992-0.0181j 0.0344397+0.00748774j 0.00344238-0.00502719j -0.0097968-0.013613j 0.0771502+0.0192867j -0.0257325+0.00557138j -0.0121229+0.00227188j -0.0150655+0.00133225j 0.0228924-0.0235559j -0.0353986-0.00581123j 0.00628657-0.00742643j -0.00847652+0.00527973j 0.00266133+0.000347127j 0.0203178+0.00138386j -0.0105978-0.00601231j 0.00907291-0.00129743j -0.00343938+0.00135914j 0.00227307-0.00673862j 0.00415171-0.00215411j -0.0103523+0.00481694j -0.0150113+0.00315204j -0.00384626-0.00543915j -0.00453269+0.00214347j 0.0162472-0.00861661j 0.00797326-0.00112051j -0.0180177+0.00463804j -0.0324681-0.000231817j 0.0156046-0.0134537j 0.0231427-0.0331484j 0.0195243+0.0209074j -0.0135891+0.00377996j 0.00847148+0.00596361j 0.00409799+0.0124942j 0.0125604+0.00269414j -0.00236315-0.0210241j 0.00249588-0.0308761j 0.00439213+0.0164233j 0.00315807+0.00555603j 0.000204047-0.00124616j -0.00144359-0.00865071j -0.000963029-0.000812256j 0.00850141-0.025391j -0.0053404+0.00322658j -0.00720234+0.00522388j -0.00259948-0.00370745j 0.00107189+0.00808556j -0.0028266+0.00500221j -0.00932736-0.00932681j -0.00181149-0.00156355j -0.00303951+0.00180461j 0.0165477-0.00242568j 0.00266282-0.00394891j -0.00359184+0.00110999j 0.00155056+0.00377325j 0.00211094-0.00511193j 0.00511102+0.0016153j -0.00342181-0.00262181j 0.00283625+0.00502279j -0.00187215+0.00877696j -2.66182e-06-0.00397887j -0.0064155-0.000398971j -0.00974088-0.00478547j 0.00499837-0.00312216j 0.00303455+0.00124076j 0.000248005-0.00327521j -0.00235593-0.0016445j 0.00709025-0.00290629j -0.00950569-0.00336844j -0.00271956-0.00340345j 0.00325859+0.00225874j -0.000135148-0.00357597j 0.000808135+0.00402886j 0.000899365-0.00202337j -0.00251262+0.00469689j -0.00705794-0.00186359j 0.00307851-0.00199197j -0.000530621+0.00404329j 0.00630113-9.71207e-05j 0.00938795-0.0016642j 0.000357114+0.000529245j 0.00251819-0.0039236j -0.00393603+0.00703169j 0.00575364-0.00118361j -0.00155008-0.00437826j 0.00424572-0.00439794j 0.00452949+0.00345012j 
-0.0362489+0.0552368j -0.012228+0.0088808j 0.0117268-0.121141j 0.127782+0.101762j -0.0327+0.1093j -0.0789407+0.00450844j 0.0115941-0.0315302j 0.0295943+0.00997075j -0.0177844-0.0118399j 0.0256162+0.00614065j 0.0182998-0.00529535j 0.0244503-0.00124113j -0.00368911-0.00305923j -0.00273776-0.00962867j 0.024918+0.00295648j -0.0152046-0.0378679j -0.0339561+0.0178554j 0.0198497-0.0147862j 0.0119374-0.0272584j 0.00589405+0.0388358j 0.0243287+0.0104467j -0.00854337-1.05237e-05j 0.0114901-0.00187178j 0.00251982+0.00190359j -0.00689282+0.0149844j 0.00307333-0.00846095j -0.00717147-0.0042492j 0.000517389+0.000204787j 0.000930947+0.00778534j 0.00282848-0.00471536j 0.00265426-0.0076253j 0.000783293-0.00141451j 0.00319372-9.57133e-05j 0.00184923-0.00669785j 6.74122e-05-0.00541645j 0.00306619+0.0185381j -0.00154165+0.00231172j -0.0173922+0.000844247j 0.00718742+0.01925j 0.0153481+0.00837678j 0.00120264+0.0442046j 0.0122367-0.0139111j -0.0137991-0.0170423j -0.00974781-0.00654001j -0.0103595-0.00262645j -0.0091165-0.0241387j -0.00983916-0.00331189j 0.0229747-0.0171002j -0.00194897+0.0102387j 0.00613755-0.00546409j -0.0025307-0.0141924j -0.00132602-0.0216852j -0.000765532-0.0172897j -0.00540746+0.00966895j -0.00718004-0.00114668j 0.0010529-0.00669606j 0.00441697-0.00264693j -0.00605518+0.00152278j 0.00100509+4.40903e-05j -0.00466172-0.00732656j 0.00649929-0.00607363j -0.00868591-0.00963229j 0.00104649-0.00946541j -0.00101413-0.000452293j -0.00305835-0.000850346j -0.00240772-0.000831021j -0.00482489-0.000309247j 0.00542249+0.000728927j -0.000363945-0.00318292j 0.00142363+0.00704178j 0.000650193-0.00553834j 0.00624903-0.00371568j 0.00537926+8.00812e-05j -0.00303793-0.00056547j -0.00173902-0.00489659j 0.000331791-0.00200802j -0.00224018-0.00125773j -0.00174323-0.00322386j 0.00377819+0.000587577j 0.00345615+0.000483906j -0.000403474+0.00394599j 0.00379605-0.00651397j 0.000389971-6.90688e-05j -0.00353976-0.00141945j 0.000104279+0.00449142j 0.00722584+0.000274264j -0.000655967+0.000440262j -0.00158249+0.00383096j -0.00484462+0.00117265j -0.00380144-0.00110037j -0.00530864+0.00306424j 0.000547407-0.00229579j -0.00653985+0.0041181j -0.000664785-0.00468007j 0.000721288+0.00321732j 0.000657868+0.00400274j -0.00579015-0.000451815j 
