-0.00467855+0.0270515j -0.0432802-0.0148168j -0.0162254-0.0281584j 0.0143804-0.0183524j -0.00674314-0.00937187j -0.00140115-0.0239637j -0.00961231-0.0178451j -0.000295934-0.0157813j -0.00569143+0.00304268j -0.00329434+0.00524055j 0.00301672-0.0048932j 0.0238005-0.00482914j 0.0240922+0.00234899j 0.0225983-0.0134359j -0.00372391+0.00924198j -0.0270541-0.0160474j 0.0138126+0.00126691j -0.00308174-0.00618896j 0.00303815-0.00557917j -0.00469882+0.00117436j -0.00175738+0.00201352j 0.00572941-0.00587643j -0.00383563+0.00302886j -0.000507579-0.000866777j 0.00171873-0.00402182j -0.00167136-0.00363649j -0.00195766-0.000298192j -0.000901577-0.000182672j -0.000363577+0.00193682j 0.000482014-0.00318176j 0.000425045-0.00183809j 0.000832658+0.000431903j 0.000526996-0.00231133j 0.00202651+0.00491648j -0.00271344+0.00362848j 0.0110523-0.0043816j -0.00896825+0.00991321j 0.00156762-0.000643316j -0.00192568+0.00940907j 0.00164413+0.00212183j -0.00034418-0.00832108j -0.00145798+0.00196759j -0.00111859+0.0068917j -0.000732221+0.00274189j 0.00200745-0.000547278j -0.00135344-0.00130046j -0.0038211+0.00317801j -0.00286931+0.00634554j -0.00194357+0.0020283j -0.00330836+5.79228e-05j -0.000868442-0.000173399j -0.00238732+0.00183907j 0.00578843-0.00361765j 0.000956307-0.00269894j 0.00195304-0.00217882j 0.00246318-0.00283127j 0.000711012+0.000943571j -0.00154361+0.00134525j -0.0011567-0.00118827j -0.00156575+0.000559326j -0.00229038+0.00121738j -0.000348625+0.00186895j -0.000507425-0.0014243j -0.00184855-0.000617476j 0.00350997+0.000651724j 0.00123856+0.0021503j -0.00132387+0.000792312j -0.000941341-0.00117171j 0.0014221-0.00233517j 0.000119299+0.00113934j -0.00314979+0.000374874j -0.00151462-0.000988725j 0.00169983-0.000300244j 0.00186802-0.00123004j -0.000350543-0.000979643j 0.00289149+0.000402932j -0.000621483+0.00152286j 0.000223095-0.000117604j -0.0013403+0.00303423j -0.00169703+0.000779675j 0.00192726-0.00273923j -0.00289034-0.00177455j -0.00352968+0.00208106j 7.63349e-05-0.00130383j 0.00431373+5.90361e-05j 0.000116032+0.00160747j -0.00326754+0.00373294j -0.00534854-0.00474779j -0.00278561+0.00222729j 0.00126295-0.00418236j -0.000859195+0.00163234j -0.00438861-0.0126792j -0.0287502-0.0245975j -0.00932859-0.000413461j 0.004005+0.00300545j 0.00689044-0.00781391j 0.00400683+0.0123749j 
-0.0924781-0.0254231j -0.0253694+0.0308634j -0.0536691+0.0797237j -0.0584656-0.0895523j -0.0707047+0.0624959j -0.0015187+0.0578553j 0.0896579-0.0387249j 0.0587103-0.00255392j 0.102775+0.130465j -0.160554-0.0496696j -0.0372472-0.0545317j -0.0651214-0.00333019j 0.00245248+0.0299891j 0.00197402-0.0377275j 0.00969689+0.0719613j -0.00144429+0.0353422j 0.095782-0.0122292j -0.0243279+0.0283465j 0.0033757+0.0051609j -0.0121334+0.00222407j -0.0101933+0.000434259j -0.00243068-0.00542136j 0.00288131+0.00335555j -0.0111122-0.0091065j -0.0106409+0.0138103j 0.000759466+0.00145044j 0.0298884+0.0023156j 0.00770967-0.0133633j -0.0157156-0.00237164j -0.00641555-0.00136792j -0.0236195-0.00548337j -0.0095685+0.00633052j 0.0297173-0.0153255j -0.0139589-0.0143291j -0.00764438-0.0352641j 0.00242718+0.00939561j -9.96454e-05-0.00497769j 0.00859085+0.00265603j 0.00154553-0.0071864j 0.0150163-0.00101886j -0.0117736+0.013214j 0.00616262+0.000704262j 0.0072696-0.00733576j -0.00448306-0.00691432j 0.000152466-0.0028069j 0.00922669-0.000595947j 0.00267653-0.00816461j 0.0113559-0.0110895j 0.0110913-0.00342515j -0.000390149+0.00302041j 0.0026742+0.00105939j -0.0105732-0.00187043j 0.0022312+0.00453767j 0.00205203+0.00250755j 0.00658767+0.00133508j 0.0148064+0.00128266j -0.000140225+0.00495504j -0.0111543-2.99631e-05j 0.00344181+0.0056623j -0.00343587-0.00154097j -0.0101977-0.00842386j 0.00111091+0.0011147j 0.00253611-0.00718636j 0.00210709+0.00118657j 0.00309602+0.00522608j 0.00550251+0.0031508j 0.00561583+0.00344983j 0.00318633-0.00263309j -0.00261725-0.00224228j 0.0141423+0.000899098j 0.00214927-0.00534047j 0.0118068-0.00910706j -0.00118401+0.000917667j 0.00474488-0.00315651j -0.00157008-0.005099j -0.00390808-0.0069911j -0.00193169-0.00918708j -0.0129576-0.000739209j 0.000430721-0.00143603j 0.00474276-0.00222343j -0.00438427+7.2223e-05j -0.000843435+0.00794992j -0.00584965-0.000846931j 0.000874989-0.00112948j -0.000819031-0.00334409j -0.00560938+0.00331447j -0.000930203-0.00484043j -0.0017001+0.00998234j -0.00474198-0.000140462j -0.00315166+0.00575588j -0.00317174-0.00311812j 0.000386539+0.00793831j -0.0201951-0.00062858j -0.0043813+0.0012175j 0.00498034-0.00373936j -0.00416667+0.00687568j 0.00309486-0.00251052j 
0.0265409-0.024026j -0.0387577-0.0368866j 0.145637+0.0403394j -0.0140039-0.0176087j -0.00228226-0.0351502j 0.0598853-0.0795757j -0.0323383+0.10657j -0.0597301+0.0340254j -0.0390902+0.069061j 0.029788+0.21931j -0.128098+0.0676583j 0.11202-0.120248j -0.182333+0.218098j -0.112408-0.0286038j -0.0467631-0.106376j -0.0721648-0.0291584j 0.0297163-0.00389678j 0.0257755-4.05943e-05j -0.0202465+0.0232619j -0.00320399+0.00180867j 0.015342+0.00645273j 0.00610789+0.0170962j -0.00948555-0.0134617j -0.00532156-0.00466551j -0.00861733-0.016716j -0.00357735-0.003236j -0.0270571+0.0104603j 0.0367582+0.000584644j 0.0104442+0.00200614j -0.011393-0.0281832j 0.00105077+0.00521564j 0.0114502+0.0161193j -0.0279614+0.02041j -0.00656781-0.0418588j -0.0123687-0.0124768j -0.00748542-0.00436516j 0.00593151+0.00463426j 0.00950504+0.00439166j -0.00439623+0.000395846j -0.00699912+0.00845121j -0.0107101-0.000330455j -0.000451814-0.00301546j -0.00947993-0.00158034j 0.00761726-0.000577318j -0.000870588-0.00412509j -0.0155676+0.00289041j -0.00514877+0.00222649j -0.00559696-0.00189132j 0.0020424+0.00111939j 0.002717+0.00783132j -0.00117331+0.00183927j 0.00760502+0.00227787j -0.00666365-0.00393171j 0.00287909+0.00100751j 0.00262342-0.00234922j -0.000465473+0.000376765j -0.000604255-0.0033615j 0.00575654+0.000284433j 0.00586553+0.00154997j -0.000535455+0.00796663j 0.00812688+0.00198315j 0.0096603+0.0047107j -0.0071357-0.00240812j 0.00501626+0.0104373j -0.00226014-0.00152907j -0.00398421-0.014603j 0.0014227+0.00490446j -0.00691459+0.00754961j -0.00345981+0.00820415j 0.00630578-0.0105136j -0.00909173-0.0041882j 0.00685681+0.00683114j -0.00934224-0.00371758j -0.000144467-0.00689686j 0.0110331+0.00703209j 0.0156182-0.0198161j 0.00523925-0.0178023j 0.00359675+0.00349447j -0.00184688-0.00826019j 0.000250809-0.0027818j 0.006253-0.00115823j 0.0080904+0.0108078j -0.00466421-0.00831458j -0.0151264+0.000416362j 0.00765349-0.00626327j 0.00353053-0.00143012j -0.0164642+0.0117027j -0.00807375-0.000298874j 0.00325687-0.00173785j 0.00688942+0.00271278j -0.00182471-0.00277695j 0.00687956+0.00403902j -0.0142778-0.000179651j -0.0029819+0.0048447j -0.00216727-0.00102883j -0.00179438-0.00375408j 0.0116323-0.00173985j 
0.00700668-0.0374832j -0.0120525+0.0275568j -0.0114362-0.0189553j -0.0107575-0.0230519j -0.052822+0.00475392j 0.0587916+0.0212156j -0.0184035-0.120913j -0.0329357-0.0737167j -0.0189317-0.0368478j -0.10758+0.0982959j 0.127489-0.183929j 0.0210163-0.101954j 0.198774+0.187224j -0.203777-0.0769176j 0.200622-0.156484j -0.0632974+0.0182491j 0.0234053-0.0160248j -0.0193001-0.0078062j -0.00472047-0.00490807j 0.00397816+0.00992912j 0.0123647-0.0071055j 0.00109899-0.011548j -0.0018533+0.0152882j 0.00576926+0.00317141j 0.005584-0.00196702j 0.00990691-0.00310958j 0.00437444-0.00236875j 0.000941232+0.016914j 0.00790294-0.00122504j 0.00285238+0.0132171j -0.028852-0.00730042j 0.0211639+0.00432589j -0.020239+0.0143291j -0.0139989-0.0167867j 0.000444553+0.0011423j -7.82279e-05+0.00429916j 0.0100939-0.0146823j 0.00378146+0.00327293j 0.00336113-0.00114299j 0.000806395+0.00269034j -0.00763778+0.00910348j 0.00546188+0.00355674j 0.0021052-0.0021859j -2.13973e-05-0.000690746j -0.000736556-0.000887245j 0.000738927-0.00415284j 0.00306986-0.00345692j 0.00475945+0.00145582j -0.00540138+0.000499368j -0.00174596-0.00072286j -0.00132152+0.00531157j 0.00525893-0.000933758j -0.00412252-0.00126452j -0.00443407+0.000197166j -0.00801345-0.0100182j -0.0038319-0.00697697j 0.00194733+0.00578849j 0.00984531+0.00649443j 0.00164576+0.00143597j -0.000794156-0.000140408j 0.000609891-0.0009558j -0.00496724+0.00434908j 0.00230003+0.00655323j 0.0023841-0.0055557j -0.00601545+0.0054517j -0.00014505+0.00228967j -0.00500853-0.00113373j -0.00454518+0.00343672j -0.00188039-0.0129075j -0.00839858+0.00354386j -0.00254749-0.0134078j -0.00114803-0.010678j -0.00524804+0.00833712j -0.00143641-0.00201462j 0.0146345+0.00538843j -0.0101629+0.00366837j -0.00543692+0.000712585j 0.00125661-0.00839553j -0.000847199+0.0104652j 0.00845361-0.0161189j 0.00140646+0.00813842j 0.0141432-0.000405433j 0.000651975-0.0196104j -0.0069394+0.00740855j -0.000803197+0.00598265j 0.00702203+0.00265243j 0.0024711+7.22009e-05j -0.00969013-0.00628206j 0.00478744-0.00281485j -0.00189384+0.00814221j 0.00127237+0.00359992j -0.00311733-0.00789379j -0.000405722+0.00528887j 0.00281611+0.00165821j 0.00751802-0.00397316j -0.00390193+0.00327281j 0.000365563-0.00554527j 
-0.0264529+0.0542386j 0.00538238+0.0341149j 0.0220434+0.0300914j 0.0797742+0.0102723j 0.0860425+0.0443162j -0.124213+0.0563717j -0.055729-0.0104238j 0.188931+0.0952761j 0.0807051+0.00752656j -0.069914-0.0558781j -0.110921+0.0432489j 0.228023+0.0106789j 0.124716+0.179362j -0.123065-0.0746935j 0.0139068+0.014831j -0.014254-0.0252062j 0.0371184-0.0891129j 0.010492+0.0136982j -0.0113631+0.0114691j 0.00728311-0.00464822j -0.0139971-0.00384525j 0.00543891+0.0135623j -0.00255656+0.000236647j -0.00427947+0.00240069j -0.0227897+0.0191049j -0.0165244-0.0094909j 0.00167488-0.0110197j -0.0337927+0.0212542j 0.0110734-0.00526751j 0.00349023-0.0111338j -0.00670724-0.0253953j 0.0215636+0.00928246j 0.00495238+0.0317169j -0.0085457+0.0153991j -0.00570911+0.0187329j 0.000273013-0.00513184j -0.00878703+0.00666751j -0.00251511-0.00924188j -0.001995+0.00218415j 0.00409045-0.0134702j 0.00483627-0.000561373j -0.00776164+0.0035248j 0.00329862+0.00601969j 0.00297957-0.0055245j 0.00209805-0.000334783j -0.00424396+0.00867899j -0.00218703+0.000327532j -0.000930935-0.00314981j 0.00148632+0.00147908j -0.00024549-0.00400134j 0.00337817-0.00197582j -0.00877105-0.00539626j 0.00129807+0.000847436j 0.00801808+0.00400777j 0.00254745+0.0034217j -0.0113742+0.00348521j -0.00200479-0.00427745j -0.014136-0.00414378j -0.00831875-0.00328213j -0.00163393+0.000203325j 0.00732356-0.00245177j -0.000333408-0.00560014j -0.00536825+0.0036813j 0.0106606+0.000517126j 0.000767615-0.00553722j 0.00172781-0.000924816j -0.00754228-0.00270877j -0.00471631+0.00972811j -0.000601713-0.0056724j 0.00527642-0.00501744j -0.00429356-0.00191305j -0.00738076+0.00756287j -0.00889936+0.00672228j 0.00314933+0.0013202j 0.00958939+0.0194997j -0.00888507-0.00302303j -0.00620475-0.00560893j -0.00625823-0.00136745j 0.00855337-0.000360449j 0.00633369-0.000579278j 0.00221524+0.0122589j 0.0113086+0.0195534j 0.00222746-0.00885312j -0.000570487-0.000325118j 0.00135681-0.000628319j 0.00250503-0.00390351j 0.0235915+0.00201902j 5.36587e-05+0.0235548j 0.0125221+0.0111377j 0.00263684+0.0022684j 0.00419769-0.00301185j 0.0103377+0.000860899j 0.00411794+0.0127338j 0.00868615+0.00573781j 0.00608054-0.00521041j -0.0065449-0.00496568j 0.00504389-0.00946252j 
0.011931+0.0287971j 0.0241503-0.0336151j -0.0261312-0.0331163j 0.0355127+0.00735132j 0.0744745-0.069986j -0.0257125+0.015705j 0.0632245-0.194736j -0.118216-0.126021j 0.0568288+0.0843725j -0.117263-0.188366j -0.112962-0.0267337j 0.148947-0.0269716j -0.143968-0.127048j -0.00403056-0.120693j 0.0922028-0.221269j 0.0219746-0.0783065j 0.0217228-0.0154796j -0.00462679-0.0163641j -0.0107558-0.00838581j -0.00331765+0.0113755j 0.00938987+0.0204996j -0.00194926-0.0205164j 0.010556+0.0023944j 0.00632283+0.00486234j -0.00592132+0.00178207j 0.0213459+0.0266363j 0.038733+0.0025452j 0.00820628+0.014564j 0.00550888-0.00625957j -0.000395714+0.00892846j -0.0138372-0.015225j 0.00571808-0.0189809j -0.0184929+0.0127579j -0.0127983-0.00717044j 0.0109098+0.00756865j -0.000194493+0.00143096j -0.0060932+0.01153j -0.00457171+0.00649674j 0.00451432-0.00273449j -0.00274187-0.00747026j 0.000950786-0.00716391j -0.00171662-0.00107238j 0.000739211+0.00130112j 0.00623353+0.00889859j 0.00128863-0.00359227j -0.00549454+0.000184143j -0.00238072+0.00396773j 0.00014889+0.00842185j -0.00142532+0.00953642j -0.0030047+0.00815016j 0.00253368+0.00136294j 0.00564772+0.00782154j -0.00752257-0.00247688j -0.00666984-0.00861194j -0.00307072-3.31234e-05j 0.000634646+0.00450614j 0.00153183+0.000969844j 0.000743614-0.0101439j 0.00498299-0.000444118j -0.00122705-0.0070231j -0.00709573-0.0134956j -0.00367283+0.0015073j 0.00687441-0.00404318j 0.00503905+0.00319409j -0.00642727+0.00614341j 0.01023+0.0011849j 0.00211789+0.00331074j 0.00286966+0.0087842j -0.0150361-0.00405613j 0.00295124+0.00323745j -0.000877785+0.00129437j -0.00523327-0.00999222j -0.000654102+0.00986054j -0.00133583-0.00499105j 0.0164436+0.00564732j -0.00772064-0.00953202j 0.00707069+2.28159e-05j -0.0114888-0.00572001j 0.0221782+0.01177j 0.015915-0.00424366j 0.00353151+0.000532837j 0.00702004+0.0044094j 0.00632023-0.00507419j -0.00958133+0.00639464j 0.00744202-0.00415056j -0.00186341-0.00416347j -0.0136697+0.00181255j -0.00472762+0.00461516j 0.0050846+0.00562473j 0.00215671+0.00179605j 0.00320249+0.00443382j 0.00627584+0.0167924j -0.00542349-0.00112535j -0.00563576+0.00969418j 0.000706371-0.00564184j -0.00234343-0.0121014j 0.00523394+0.000925963j 
0.0679909-0.0349799j -0.04739-0.0396781j 0.137002-0.0507123j -0.0430537+0.0237832j -0.0130889+0.00298769j -0.0507327+0.0718249j -0.0319709-0.0329243j 0.201946+0.00370217j 0.0742937+0.124127j -0.038583-0.0596287j -0.161431+0.0826362j 0.00116715-0.162171j -0.0967194-0.117389j 0.0791446+0.0630665j -0.0853128+0.0338556j -0.0527768+0.0392709j -0.0545654+0.0425443j 0.0214731-0.00540874j 0.000386652-0.00854414j 0.00412341+0.000146353j 0.0143842-0.00097837j 0.018927-0.0242757j -0.0313095+0.0145118j -0.0196142-0.00707641j -0.00486508+0.0181597j -0.00495322-0.0186626j 0.00471494+0.00888567j -0.015766+0.0100546j -0.01266+0.00887064j 0.0184112-0.00801709j 0.0147121+0.00737223j 0.00761948-0.00152471j 0.00994234-0.00901568j -0.0107693-0.0020444j 0.0165212+0.0150115j -0.00564922+0.0164723j 0.00254345-0.00112492j -0.00692736+0.00514511j -0.0164014+0.00126074j -0.0121993+0.0180918j -0.00955166-0.00142232j 0.0012781-0.00683696j -0.0140818+0.00381506j 0.00310521+0.000859194j -0.00486483-0.00160902j -0.0110476-0.00589843j -0.00397474+0.00240084j -0.00646878+0.000382791j 0.00198707-0.00259296j 0.00536702+0.00105257j -0.000748428-0.00254167j 0.00434445+0.00767245j -0.000588074+0.00405724j 0.000741569-0.00379584j 0.00484077-0.00714257j -0.0080514-0.0110858j -0.000930087+0.00286371j -0.00773707+0.00444672j 0.00510812-1.7357e-05j 0.00048917+0.00364954j 5.12586e-05-0.00244199j -0.00202775-0.0067746j -0.00188119-0.000395446j 0.0141848-0.00513131j -0.00179345-0.00329397j 0.00871282+0.0137529j 0.00800547-0.00239991j 0.000649561-0.00340618j 0.0122395-0.00438006j -0.000677839-0.00400285j 0.0137682-0.00529667j -0.0025143-0.00806015j -0.00446754+0.0084226j -0.000183118+0.00617566j -0.00998585-0.00146583j -0.0123572+0.00871738j 0.00129646-0.00338451j -0.00605139+0.0147109j 0.0142759-0.0149374j -0.00169114+0.00322371j -0.00583264+0.00563558j -0.000205635+0.0107448j 0.00733994+0.00541046j 0.00669834-0.00222638j 0.00322398-0.0132035j 0.00552182+0.000657038j -0.00130786+0.00672817j -0.0183056+0.000163782j 0.00205216-0.00383497j 0.000137982-0.0031148j -0.000148367-0.00166753j 0.0034995-0.02195j 0.00466081-0.00348983j -0.00452015-0.00102613j -0.000378207-0.00399473j 0.00190489+0.0126629j -0.000869911+0.00555614j 
0.0001267-0.0178887j 0.0155864-0.0287397j -0.0379493-0.0816043j 0.0108481+0.031395j -0.118879+0.0681223j 0.145344-0.0473549j -0.135046+0.166632j -0.00889644-0.134398j -0.0639012-0.185982j 0.0782425-0.151969j -0.122768-0.055636j 0.21708+0.0312541j -0.165469+0.0868159j 0.0176799-0.200213j 0.0566243+0.154282j 0.0549395-0.0930109j 0.0565032+0.0773235j 0.00173464-0.0464131j -0.00850251-0.014411j -0.0224686+0.0098042j 0.015188-0.000192863j -0.0173859+0.0241803j 0.00546623+0.0113373j -0.00531496+0.0064905j -0.0174065-0.00118787j -0.0262984-0.0154796j 0.0122088-0.0108166j 0.0102539-0.00745397j 0.0197349+0.0137408j 0.00682852-0.0303941j -0.00115856-0.0241896j 0.000913129+0.0195921j 0.00152254-0.0202391j 0.0124573+0.00552003j 0.00302721-0.000691093j 0.000538792+0.00861203j -0.000106051-0.00983414j -0.00293495+0.00449791j 0.0100531+0.00273906j 0.00802796+0.00214751j 0.00207403-0.0128812j -0.00389321+0.00436059j -0.000552411+0.00708343j 0.00148972+0.00765474j 0.00532308-0.00105342j -0.00642404-0.000202411j 0.00491716+0.00631828j 0.000547935+0.011474j -0.0111881+0.000482913j -0.00593262-0.00291266j -0.0113932+0.00369765j 0.0134548-0.00581453j -0.00103746-0.00614438j -0.00195213+0.00358046j -0.00284169-0.00944947j -0.00701221+0.00210224j 0.00111749-0.00736811j 0.00731945+0.00833835j 0.00353759+0.00547826j -0.000197764+0.00783506j 0.0049743-0.00775416j 0.0138739-0.00400097j -0.00221171+0.0200809j 0.00330288-0.00199691j 0.00603681+0.00885745j -0.00152964+0.00114168j 0.00884982+0.00580421j 0.0100821+0.0012511j -0.00548572-0.00151515j 0.0117656+0.00678722j -0.00902117+0.0111628j 0.0129227-0.021628j -0.00798979+0.00108402j -0.00694983-0.00785655j 0.00697854+0.00761809j -0.00390097-0.0137268j 0.00299959+0.00422036j -0.00553141-0.00154314j 0.00451176+0.00803168j 0.00467588+0.00147515j 0.00296359-0.00696797j 0.00468124-0.00605482j 0.00929944-0.000958301j -0.00386776+0.0050348j -0.00135652-0.00413294j 0.00293904+0.00517685j 0.00746247+0.0085066j -0.00576952-0.00200084j 0.00778307-0.00101147j 0.000914275-0.00703274j -7.92084e-07+0.0073124j -0.0127089+0.00729761j -0.0158623-0.0110656j -0.0043431+0.00571806j 0.00238388+0.0105291j 0.00544206-0.0113075j 0.0143492+0.00611647j 
0.0030722-0.0388771j 0.0262775-0.0678957j -0.0806825-0.0588661j -0.0114131-0.0527277j 0.113878+0.133695j -0.0184916+0.0705342j -0.0735174-0.128818j -0.124029+0.0809695j 0.0199619-0.112913j 0.058364-0.132171j 0.00931112+0.01261j -0.00723166-0.0884544j 0.0302374-0.0368479j -0.176057+0.14056j -0.114035-0.180278j -0.0342659-0.0463836j -0.0140346+0.00340788j -0.0412263-0.0266236j 0.00206822+0.0143743j 0.0179525-0.000121218j -0.0208012-0.00803236j -0.0140046-0.0140332j 0.0197373+0.00012489j 0.00553172-0.00698125j -0.00627419+0.00134108j 0.0140123+0.0163107j -0.00191955-0.0241408j -0.0334521-0.00386752j 0.00153694-0.0148811j -0.0169743-0.00313893j -0.0134062+0.00117499j -0.00208294+0.00780646j 0.00673971-0.0035904j 0.00101763-0.00176581j 0.0192473+0.00290658j 0.00895845+0.0170152j -0.00588644+0.0131648j 0.00286887-0.000420819j -0.0120836-0.00389063j 0.00280624+0.00841235j -0.00525573-0.00908152j -0.000623213+0.00241267j -0.000471358+0.0016636j 0.00447069-0.00118111j -0.00195756-0.00893563j 0.00444213+0.00257118j 0.0190952+0.00389118j 0.00908315+0.00107491j -0.000797053+0.00450344j 0.00453921+0.00672333j 0.003478+0.00162631j -0.00202307-0.00270571j -0.00870167+0.00503334j 0.00348886-0.00283467j -0.0118279+0.0041961j -0.00208521+0.00349822j -0.00174465+0.00180296j 0.00671556-0.0103737j 0.00143966+0.00564667j -0.00138084-0.00542916j 0.00448764-0.00739877j -0.0130746+0.00113765j 0.00779352-0.00518325j -0.00148803+0.0102032j -0.00603769-0.00846258j 0.00113274+0.00701842j -0.0110853+0.0101401j -0.00938274+0.0113273j -0.0145741-0.00749707j 0.00887767+0.00107632j -0.00899131+0.00684468j -0.00894182+0.0107157j -0.00278006+1.45991e-05j -0.000179286-0.00406277j 0.00397766-0.00260938j 0.0165877-0.000902631j 0.00597763+9.5304e-05j -0.0078284-0.00754445j 0.00626463+0.00292182j -0.00366047+0.00468368j 0.00733187-0.00605728j -0.00217341-0.00193856j 0.000837752+0.00364021j 0.000380636-0.00278162j -0.000755463-0.000660299j 0.0039962-0.00723228j 0.00698246-0.000602748j 0.00343636+0.0142068j 0.00603746-0.00166688j -0.00362217-0.00402739j 0.00217719-0.00311752j 0.00878318-0.00143903j -0.0155504+0.000352719j 0.0025572+0.00137746j -0.00266294-0.00605359j -0.00508072-0.000178393j 0.0083809-0.00119684j 
-0.0308045-0.0355076j -0.00876351+0.00471675j -0.119687-0.0552877j -0.117857-0.0645996j -0.08147-0.123973j 0.173301+0.137475j -0.111727-0.134556j 0.0265809+0.0672134j -0.13329-0.0730026j 0.0160087-0.00193099j -0.0757022-0.0317525j -0.0160878+0.0509123j 0.20722+0.074349j -0.0381102+0.129547j -0.0965205-0.111561j -0.0292352+0.0214164j 0.0060806-0.0125535j -0.0367657-0.00740094j 0.0448643+0.0297571j -0.0188543-0.0203744j 0.0101974-0.0117229j -0.00581063-0.0181519j -0.0189476-0.0083307j 0.00375788-0.0173147j -0.00881282+0.0153464j -0.00850596+0.0105344j -0.0240577+0.00406299j 0.0158464-0.0277042j 0.0109405+0.0310111j -0.0175664+0.0109084j 0.0179698-0.00157833j 0.0146368-0.00164589j 0.0189276-0.036988j 0.0116661+0.0086168j 0.00646756-0.0012803j 0.00192993-0.00908241j -0.00659866-0.00198838j 0.00214321-0.00176188j 0.00674797-0.00312781j 0.00105219+0.00106198j -0.00249176+0.00472581j 0.00688363-0.00265083j 0.000415023-0.00269603j -0.00850554-0.000692365j 0.00595013+0.00713986j 0.00959775+0.000323717j 0.00326478-0.00125878j -0.00473255+0.0014161j -0.00566089+0.000173148j -0.00173516-0.000453904j -0.00554872+0.00017839j 0.0204011+0.00464634j -0.00157116-0.00504891j -0.00827129+0.00137847j -0.000977846-0.00133996j -0.00154698-0.00184927j -0.00409609-0.00456388j -0.00045858-0.00676522j 0.00322785+0.00467035j -0.00309633-0.000261395j 0.00482089-0.00553817j -0.0033262-0.00463558j 0.00486993+0.00682551j 0.0212654+0.0108254j 0.0100831-0.0128683j 0.00329455-0.00519302j -0.0141361+0.00876471j 0.00551679-0.014132j 0.0234281-0.00270177j 0.0178492-0.0086806j -0.00358001-0.00585663j 0.011496-0.0155042j -0.00861299-0.00510901j 0.00617215-0.00258746j 0.00966269+0.00426804j -0.0080096+0.000372971j -0.00607362+0.00279441j 0.000531765+0.00397658j -0.0151202-0.00171767j 0.00690422+0.00788474j -0.00248786-0.00535697j 0.00402035-0.00793885j 0.00102979+0.00658487j 0.000928769+0.00251222j -0.00471019-0.00080297j 0.0041267-0.00271549j -0.00201287-0.00931139j -0.000140741+0.0022516j -0.000594039-0.000996147j 0.00124414+0.000954308j -0.00657823-0.00287286j 0.0066147-0.00380346j 0.0149242+0.00380567j -0.0005778-0.00405538j 0.00531703-0.00323396j -0.00842537+0.00107378j -0.00897789-0.00211549j 
-0.014131+0.0210634j -0.0416161-0.0406174j -0.0173484-0.00353654j 0.0115707-0.0344784j 0.0628178+0.0231427j -0.141143+0.109668j -0.00591306-0.0909202j 0.181677-0.0160314j -0.0622048-0.0353906j 0.136288-0.04798j -0.0218568-0.0789673j 0.0651839+0.105391j -0.0875901-0.0247844j 0.115195+0.0114304j -0.00146704+0.0867313j -0.000603168-0.0393795j 0.0454563+0.0167917j -0.0145052+0.0120396j -0.00633275+0.00509563j 0.0103128-0.000713178j -0.0093572+0.00886471j -0.00218976-0.00820933j -0.00248424+0.0159884j 0.00414209+6.69556e-05j -0.00949655+0.029649j -0.00178204+0.0111364j -0.00246893-0.00234491j 0.0195089-0.0260263j 0.0222448-0.0065723j 0.0135211+0.0187544j -0.0133387+0.00464211j 0.0218688-0.0215216j -0.00552347+0.0109949j 0.00938765+0.00313675j 0.0128818+0.00238654j 0.00559897-0.0108859j 0.00814577+0.0143667j -0.00639589+0.00762142j -0.00643413-0.000842596j 0.00512734+0.00229435j -0.00856916-0.0100733j -0.0022971-0.00172032j 0.00181019+0.00532786j 0.00175156-0.00859101j -0.00537698-6.75974e-06j -0.00287205+0.00277701j 0.00642107+2.83386e-05j 0.00331888-0.00741448j 0.0039887-0.00321295j 0.00765417-0.0015355j 0.00137471-0.00587547j -0.0102435+0.00769507j 0.00330593+0.00305152j 0.0024775-0.00425274j 0.00364225+0.00553781j -0.00668187-0.00264374j -0.00474091+0.000454645j -0.00535056+0.00264655j -0.0110896-0.00431798j 0.000610663+0.00213633j 0.00199073+0.00863747j -0.00620437+0.000220669j 0.0052832-0.00606535j -0.00397214-0.0114415j 0.00578514-0.0120156j -0.00444913-0.000559882j -0.0192719+0.00327073j 0.0169115-0.00997711j -0.0112885+0.00233666j 0.00711614-0.0229194j -0.0192211+0.00554552j -0.000638323-0.0201538j 0.0161776+0.00790673j 0.00161743-0.00939916j 0.00522125+0.000148495j 0.0176848+0.00264687j 0.000925073+0.00310958j 0.00611724+0.0154703j -0.0143964+0.00361175j 0.00775732+0.00206651j 0.00363464+0.00596268j -0.00635863+0.00567909j -0.00118025-0.00492197j -0.00306422-0.0118293j 0.00732182+0.00468406j -0.00121324-0.00370551j -0.000540688-1.39512e-05j -0.0105074-0.00183519j -0.0061599+0.0066726j -0.00194193+0.00234455j -0.0016073-0.000782706j 0.00161236-0.00229487j -0.00434441-0.00713929j -0.00786801-0.00166786j 0.00668632+0.00211649j 0.000941722-0.000105196j 0.00719957+0.00606637j 
