-0.00467855+0.0270515j -0.0432802-0.0148168j -0.0162254-0.0281584j 0.0143804-0.0183524j -0.00674314-0.00937187j -0.00140115-0.0239637j -0.00961231-0.0178451j -0.000295934-0.0157813j -0.00569143+0.00304268j -0.00329434+0.00524055j 0.00301672-0.0048932j 0.0238005-0.00482914j 0.0240922+0.00234899j 0.0225983-0.0134359j -0.00372391+0.00924198j -0.0270541-0.0160474j 0.0138126+0.00126691j -0.00308174-0.00618896j 0.00303815-0.00557917j -0.00469882+0.00117436j -0.00175738+0.00201352j 0.00572941-0.00587643j -0.00383563+0.00302886j -0.000507579-0.000866777j 0.00171873-0.00402182j -0.00167136-0.00363649j -0.00195766-0.000298192j -0.000901577-0.000182672j -0.000363577+0.00193682j 0.000482014-0.00318176j 0.000425045-0.00183809j 0.000832658+0.000431903j 0.000526996-0.00231133j 0.00202651+0.00491648j -0.00271344+0.00362848j 0.0110523-0.0043816j -0.00896825+0.00991321j 0.00156762-0.000643316j -0.00192568+0.00940907j 0.00164413+0.00212183j -0.00034418-0.00832108j -0.00145798+0.00196759j -0.00111859+0.0068917j -0.000732221+0.00274189j 0.00200745-0.000547278j -0.00135344-0.00130046j -0.0038211+0.00317801j -0.00286931+0.00634554j -0.00194357+0.0020283j -0.00330836+5.79228e-05j -0.000868442-0.000173399j -0.00238732+0.00183907j 0.00578843-0.00361765j 0.000956307-0.00269894j 0.00195304-0.00217882j 0.00246318-0.00283127j 0.000711012+0.000943571j -0.00154361+0.00134525j -0.0011567-0.00118827j -0.00156575+0.000559326j -0.00229038+0.00121738j -0.000348625+0.00186895j -0.000507425-0.0014243j -0.00184855-0.000617476j 0.00350997+0.000651724j 0.00123856+0.0021503j -0.00132387+0.000792312j -0.000941341-0.00117171j 0.0014221-0.00233517j 0.000119299+0.00113934j -0.00314979+0.000374874j -0.00151462-0.000988725j 0.00169983-0.000300244j 0.00186802-0.00123004j -0.000350543-0.000979643j 0.00289149+0.000402932j -0.000621483+0.00152286j 0.000223095-0.000117604j -0.0013403+0.00303423j -0.00169703+0.000779675j 0.00192726-0.00273923j -0.00289034-0.00177455j -0.00352968+0.00208106j 7.63349e-05-0.00130383j 0.00431373+5.90361e-05j 0.000116032+0.00160747j -0.00326754+0.00373294j -0.00534854-0.00474779j -0.00278561+0.00222729j 0.00126295-0.00418236j -0.000859195+0.00163234j -0.00438861-0.0126792j -0.0287502-0.0245975j -0.00932859-0.000413461j 0.004005+0.00300545j 0.00689044-0.00781391j 0.00400683+0.0123749j 
0.0228579-0.0205671j 0.0457699-0.0453248j 0.0390873+0.0527142j 0.185493-0.167087j -0.121244+0.050961j 0.061013+0.218537j 0.0810216+0.0166628j -0.0166049+0.138614j -0.160185-0.121693j 0.130925+0.0650594j 0.0846204+0.0335164j -0.0179043+0.0382435j -0.0586282+0.00805465j -0.0349866-0.0185865j -0.0285182+0.0485735j 0.0299824-0.0431053j -0.0194876+0.0367746j 0.0296398+0.00914483j -0.0215622+0.0623626j 0.00325084+0.00366974j 0.00798902+0.0106084j -0.00561999-0.0198793j -0.0216561+0.00650268j 0.00384393-0.0034291j 0.010674-0.0104062j 0.0115155+0.00411409j 0.0217214-0.0108484j -0.00774171+0.00327019j -0.00594659-0.0112046j -0.00765236+0.00787574j -0.00445263+0.0031523j 0.000736607-0.00740384j 0.00384537-0.00334332j 0.0103545+0.00627388j -0.00298997+0.000511023j 0.00272581+0.000301053j -0.00080047+0.00544582j 0.000987647+0.00277691j -0.00498503+0.00681647j 0.00177421+0.00587972j 0.0138838-0.00890293j -0.0107444-0.00355215j 0.00221656-0.0030957j -0.00358734-0.0163186j 0.000745676+0.000544353j -0.0033206+0.00713178j 0.00180998+0.00553065j 0.00353552-0.000190989j -0.0131753-0.0152568j -0.0112517-0.0188027j -0.00624736-0.00796664j 0.00855976+0.0136534j 0.00610096+0.0155372j -0.0011588-0.00579542j 0.00467564+0.00123053j 0.00434058-0.00208449j -0.00674242-0.00412414j -0.00579326-0.00524625j -0.00511556-0.00689586j 0.00311216+0.000926686j 0.00257623-0.00344388j 0.000723948-0.0102252j 0.00873778+0.001971j 0.00071175+0.000941193j 0.00381714-0.00534678j -0.000311443-0.00348104j 0.00267807+0.001259j -0.000442745+0.00382093j -0.000361326+0.00222474j 0.00332006-0.00587288j -0.00234575+0.00392434j -0.00388743+0.00581997j 0.00399226+0.00420704j 0.00419978+0.00125887j 0.00143506+0.00773596j 0.00441331-0.0058913j 0.00251835+0.000590221j -0.00288956-0.00468211j -0.000410035+0.00726864j 0.00233608-0.00278952j 0.00492182+0.00481477j -0.000844212+0.0024296j 0.00123318+0.00204233j -0.00265843+0.00137599j 0.00495966-0.00105462j -0.0017223+0.00844709j 0.00366375-0.00399083j -0.000694322-0.00701206j 0.00302863+0.000942531j 0.000468447-0.000667401j 0.000389848-0.0064503j -0.00875127+5.12399e-05j -0.00205349+0.00509665j -0.00148528-0.00503294j -0.00127094+0.00720617j 0.00668824-0.000342662j 0.00245058-0.00262203j 
0.054786-0.157603j -0.12504+0.0170177j 0.0771538+0.119668j 0.0167012-0.149103j -0.0752696-0.137892j -0.0789669-0.0164038j 0.125604-0.110396j 0.0700313+0.00508462j 0.0973836-0.0504317j 0.138968-0.105657j -0.00121005+0.00984193j -0.0215583-0.0844786j -0.021764+0.0294648j 0.078938+0.024355j 0.0294428-0.118521j -0.0930669+0.0495727j 0.0236159+0.0884387j 0.017663+0.0295613j -0.0107853-0.00105131j -0.00902638-0.00485411j 0.00563666-0.00598908j -0.0230552+0.018131j 2.55453e-05-0.0213755j 0.00850912+0.0171216j 0.00289327-0.00174848j -0.0115337-0.0171451j 0.00389724-0.00845845j -0.00767623+0.00234922j 0.00141546-0.00388619j -0.00200415+0.00397951j -0.00181519-0.00595046j 0.00225745-0.00482498j -8.07175e-05+0.00234174j 3.46243e-05+0.0075709j 0.00931137-0.00399564j -0.00943811-0.00198091j 0.00663054-0.00758017j 0.00777107-0.00215802j -0.00146694+0.00354739j -0.0149229+0.0374933j 0.00940302+0.0110527j 0.00325144-0.00726389j 0.000469614+0.000707437j -0.000836956-0.0030957j 0.00465071-0.00298551j 0.00118123-0.000558528j -0.00887754+0.00482169j 0.00322525-0.000398252j 0.0062747+0.0135245j -0.00423346+0.00626953j 0.00706939+0.00394278j -0.00816924+0.000549447j -0.00294697-0.00418017j 0.00724248-0.00367386j -0.00183583+0.00648071j -0.0129818+0.0126297j 0.00359372-0.000713036j -0.0128745-0.0109917j -0.00603326+0.000363147j 0.0139065-0.00382851j 0.00326885-0.0140636j 0.00430524-0.00577374j -0.00478372-0.00529676j -0.00373148-0.0013275j -0.00261916+0.00169312j -0.00175156-0.00122648j 0.00443401+0.00486814j 0.00350728+0.00233935j 0.000304627-0.00382495j -0.00505089+0.00582863j 0.00326443+0.00409514j 0.00425743-0.000893961j -0.000366865+0.00462178j -0.00294119+0.00436245j 0.00033091+0.00152008j -0.00393199-0.000626541j 0.00334487+0.00282573j 0.00110842-0.00626491j 0.0058866-0.00102912j 0.000631013+0.00220351j -0.00428993+0.00363786j -0.0042755+0.00119373j 0.00458354-0.00227539j 0.000837983+0.00363222j 0.00112126-0.00196443j -0.00437752-0.0021395j 0.0003029-0.00551274j 0.00185864+0.00131516j 0.00152052-0.00497668j -0.00244524+0.00203586j 0.00115881-0.00220045j 0.0108581+0.00542477j 0.00200886-0.00608613j 6.88315e-05-0.00514244j 0.00258803-0.00422426j -0.00810987-0.00229235j -0.00156018+0.0020013j 
0.100202-0.0270923j -0.0370246-0.112613j 0.0543471+0.0652365j 0.0464871+0.0438076j -0.0103128+0.217848j 0.105482+0.0812751j -0.205641-0.0390221j 0.0583544+0.0308555j -0.0346022+0.0257351j 0.010637-0.0182094j 0.00956023+0.0193409j 0.0218849-0.020505j -0.0477696+0.0153353j 0.0413341+0.0530007j 0.0279197-0.0264789j -0.03503-0.069757j -0.0793156+0.0218019j 0.00233717+0.0403769j -0.0463169-0.0161679j -0.00164828-0.0231554j 0.0215901-0.00225747j 0.00796822-0.0202783j 0.00667027+0.0052239j -0.00511217-0.00459334j -0.00342499+0.00130482j -0.00711188+0.00254041j 0.000555087-0.000928926j -0.00250679+0.00688008j 0.00773737-0.000890959j 0.00051152+0.00287997j -0.00402213+0.00778699j -0.00540526+0.00445279j 0.00219008-0.00246356j -0.00525965+0.00682656j 0.0046937-0.000411182j -0.00341104+0.00699829j -0.00218818-0.00150018j -0.00349761+0.00575281j -0.00311858-0.000117613j -0.00496757-0.00810701j -0.00665153-0.0165975j 0.0118717-0.00450236j -0.00587245+0.0130064j 0.00191004+0.000728393j -0.00875471-0.00289973j -0.0175025-0.000778794j -0.00669216-0.00441569j -0.00814169-0.00604629j 0.00282523-0.00135391j -0.00231325-0.00118004j 0.000362721-0.00039694j 0.004214+0.00999925j 1.52029e-05+0.00576301j 0.00109881-0.00394013j 0.000528651+0.00566005j -0.000183929-0.00174786j -0.00186013-0.00493366j 0.00681738-0.00225754j 0.00188773+4.39443e-05j -0.00768307+0.00596144j 0.00311407+0.00377444j -0.00287733+0.00188141j 0.00527039+0.00173208j 0.0041046+0.00720695j -0.00103103-0.0031784j 0.00211688+0.00469518j 0.00159728+0.00280213j 0.00148327-0.00147007j 0.000462592+0.00161079j 0.000915-0.00393516j 0.000398925-0.0017426j -0.000602726-0.0064443j -0.000600157-7.46271e-05j -0.00276048-0.000176633j -0.00104586-0.00406413j -0.000631051+0.00354566j 0.000702238+0.000134112j -0.00294724+0.00166242j 0.00398084+0.00267268j 0.00320531-0.00396697j -0.00220558-0.000888548j -0.00185811-0.0047514j 0.0103206-0.00288122j -0.00122591-0.000160215j 0.000286464+0.00399849j -0.00330511-0.000700695j -0.000463038+0.00434566j 0.00804334-0.000803693j 0.00715063+7.93061e-05j -0.00518723-0.000978333j 4.49865e-05+0.00210684j -0.00221573+0.00321984j 0.00448729+0.000393578j 0.00379748-0.000283078j -0.00815546+0.00194057j 0.00463824-0.00195663j -0.00293918-0.00174215j 
-0.0196426+0.096953j 0.0389776+0.0619986j -0.0164727-0.145196j -0.257583-0.0161075j -0.0644677-0.0267624j -0.0247679-0.0566151j 0.104617-0.177519j 0.0846665-0.036605j 0.0261617+0.0566555j -0.109057+0.0349055j 0.00579174-0.0189723j 0.0186175+0.00331349j 0.0601244-0.0550559j -0.00361429-0.13331j 0.0299893+0.00421957j 0.00461381+0.0182401j -0.00109769-0.0684238j 0.0172093-0.0135287j 0.0398537+0.0104531j -0.0295959+0.00723573j 0.0118235-0.00352721j 0.0165415-0.0167437j -0.00865409-0.00309603j 0.00567762+0.00727142j 0.00747191+0.000512201j -0.000843845+0.000173586j -0.00527584+0.00148314j -0.000606327+0.00662074j 0.0039871-0.00550943j 0.00565702+0.00186589j 0.00322824-0.00703045j -0.000123333-0.00424566j -0.00233053+0.00611057j -0.00230654+0.0023578j -0.00506454-0.00412308j 0.0147441-0.0130298j 0.00704761+0.000423959j -0.00978142+8.1181e-05j -0.00415753-0.000561883j -0.00599231-0.00839573j -0.000425113+0.0147288j 0.00370592-0.00680424j 0.0138622+0.00835948j -0.0112509+0.0111974j 0.00341535-0.000580245j 0.0125-0.00162414j -0.00811294+0.0132076j -0.0024493+0.00680952j 0.00724341-0.00106644j -0.00807594+0.000137703j 0.00742192+0.00105763j -0.0147352+0.0124664j 0.00230845-0.0194252j 0.0167515-0.0038681j 0.00274047+0.0011826j 0.00824759+0.00318563j -0.00485687-0.00435031j -0.00698797+0.00426292j 0.00504021+0.00426154j -0.00123629+0.00131294j -0.00407834-0.00049995j 0.00196995-0.00127552j -0.00332314-0.00500225j 0.00290655+0.0041777j 0.00556972-0.00321158j 0.00284144-0.00155977j 0.00158488+0.00142868j -0.00198774-0.000458701j 0.000870486+0.00148151j 0.0044516+0.00303099j -0.00110558+0.00639513j -0.0039659+0.0016538j 0.00465008-0.00349907j 0.00266329+0.000472983j -0.00333339+0.00272018j 0.00301051-0.00112349j -0.00183597+0.00172087j 0.000181694-0.000773345j -0.000516979-0.000609277j 0.00142994-0.000925261j -0.00361939-0.000818183j -0.000366385+0.00168904j -0.00145105+0.000321415j -0.00169593+2.50957e-05j -0.00271309-0.00410777j 0.000645019+0.00011434j 0.00303764+0.000358723j 0.00188194+0.00717874j -0.00123452+0.00444988j -0.00162184-0.00269334j -0.00243104+0.00127729j -0.00404074+0.00184938j -0.0038334-0.00981502j -0.00328838+0.00540371j 0.00589655-0.00806763j -0.00178313-0.00635852j -0.00116318+0.0111685j 
-0.00459718+0.0379349j 0.0747467+0.0575189j 0.149843-0.0478421j -0.00638332-0.172558j -0.00200474+0.0939014j 0.10393+0.0245052j -0.0516964+0.0958168j -0.00798237+0.034463j 0.0559024-0.061511j 0.0198475+0.121544j -0.00349833+0.0166721j 0.0405751+0.065472j 0.0373059+0.00632406j -0.0630991-0.0460135j -0.018902-0.0527049j 0.0688807-0.0193222j -0.0316493-0.0373341j 0.0279776-0.0102133j -0.0198672+0.0420784j -0.000245019-0.0140614j 0.00353355+0.0183958j 0.0153343-0.00487387j -0.00839049+0.00216879j 0.00163614-0.00549378j 0.00918431-0.000584626j -0.0081795+0.00226657j -0.00257852-0.000604114j -0.00494688-0.00342018j 0.00690863-0.00132986j -0.000536228-0.00214231j 0.00644449-0.000587017j 0.00689355-0.00129938j -0.00231593+0.00251012j -0.00368483+0.000766456j 0.0111224-0.00501313j -0.00560488-0.00698035j 0.0111265-0.00366879j -0.00548669+0.0071936j 0.0133743-0.00397828j -0.00585321-0.00382024j 0.0124233+0.00599203j 0.00751467+0.00768087j -0.0126206+0.00557711j -0.000844739-0.00982704j -0.00695725-0.00504717j -0.0110858+0.0121195j -0.00637537+0.00272152j -0.00385628+0.00447186j -0.00552461-0.00472743j 0.00916919-0.00743921j -0.00960334+0.00513057j -0.00373942-0.0183824j 0.0242881+0.0021144j -0.00184991+0.0202267j -0.0130042-0.00692044j -0.0140869+0.00296733j 0.0094103-0.00827156j 0.00257951+0.00327788j -0.00451352+0.00214762j -0.00311678+0.000949458j -0.0016064+0.00173055j 0.00145024-0.000115581j -0.00444633+0.00447545j -0.00264575+0.00140994j 0.00190501+0.0026502j 0.0028934-0.00604304j 0.0034668-0.00265735j 0.00130239-0.00117918j -0.00174563-0.0040534j 0.00149542-0.000279658j 0.00411367-0.00761803j 0.00533173+0.00232634j -0.000947661+0.00241052j -0.00218927-0.000456686j -0.00139336-0.00484143j -0.00157816+0.00255867j 0.0036369-0.00112312j 0.00381144-0.000345945j -0.00243273-0.00176225j -0.000210297+0.00340395j 2.57419e-05-0.00467391j 0.00821695+0.00233885j -1.46826e-05+0.00331317j -0.00350184-0.00264302j 0.000204126-5.2446e-05j 0.0032807+0.000801981j -0.00696201+0.00375987j -0.00252311+0.00336741j 0.00488963+0.00530695j 0.00299844-0.00177601j -0.00415343-0.00534001j 0.00160998+0.00594698j -0.00742445+0.00838284j -0.000844539+0.00208334j -0.00245052+0.000264461j 0.00271635-0.00908252j 0.00467117-0.0119278j 
-0.0768011-0.0118392j 0.083614+0.078317j 0.0727029-0.084194j -0.13336-0.0076823j 0.0453399-0.0106944j -0.0539365-0.0540193j 0.0196066-0.0089144j 0.103354-0.0863925j -0.0500623-0.106558j 0.0752175-0.0349981j 0.0487149+0.057371j 0.028939-0.00144528j 0.0668942+0.0335815j -0.0182605-0.00438527j -0.0458824-0.0697027j 0.0606481+0.0287453j 0.0252957-0.0417617j 0.0203623-0.00910789j -0.00227997+0.00855149j -0.0015682+0.0107079j -0.0207822+0.00272454j -0.00760772+0.025146j 0.0029865-0.00542473j -0.0104251+0.0035757j -0.00139451-0.000244995j -0.00465148+0.00112792j 0.000434066-0.00708569j -0.00394726+0.00134294j 0.00234375+0.0058777j -0.00176549+0.00312608j 0.00070083+0.00477363j -0.00396325-0.00419005j -0.000769808+0.0056773j 0.000670763-0.00815823j -0.00441291-0.00722355j -0.0074128-0.00512206j 0.00195858-0.0115485j -0.00419798-0.000182055j -0.00122255-0.0097082j 0.012592+0.00472747j 0.014141+0.00210898j 0.00672134-0.00348213j 0.00495068+0.00622216j -0.012123-0.000782478j -0.00116222-0.00350038j 0.00328184+0.0130116j -0.00879664+0.00633962j -0.0111808+2.57079e-05j 0.00735728-0.00270221j -0.000390736+0.0157271j -0.00457385-0.00574543j 0.0221671-0.00296401j -0.00401684+0.0123003j -0.0193225-0.00936258j 0.0106907-0.0113266j -0.000767002-0.00370826j -0.000896781+0.00544548j -0.000574301-0.00118726j -0.00342712-0.00700349j 0.00791604-0.00596988j 0.00916277-0.00761328j 0.0040374-0.00253142j 0.0036295+0.00281608j 0.00547027-0.00291307j 0.000774401+0.00296356j -0.000546695-0.000813461j -0.00146163+0.000656799j 0.00045544+0.00171681j 0.00231837+0.00150357j 0.00028611+0.00170685j -0.000747246+0.00600661j -0.00151787-0.00543222j -0.00039147-0.00139789j 0.000725109-0.00145479j 0.00309797+0.00632398j 0.00216139-0.0053604j -0.000735553+0.00277251j -0.000600688+0.000575146j -0.00487041-0.00412613j 0.00112328+0.000123663j -0.00131611+0.0026028j 0.000101621+0.00525954j -0.000707699-0.00405984j 0.000336705+0.00372651j -0.00080464-0.00861425j 0.00198254+0.00216753j 0.00243331-0.00617188j 0.000122398+0.00686008j 0.00109543-0.00411956j -0.000513908-0.000416718j -0.00426694-0.00521214j 0.00725568+0.00276328j 0.00118793+0.0023815j -0.000637645-0.000405248j 0.000637776-0.00655485j -0.00511192-0.00104309j -0.00290664-0.00524542j 
0.113818+0.00139661j 0.028147-0.0717207j -0.230286-0.0781481j -0.0653475+0.128013j -0.0283896-0.0420145j -0.139434-0.096996j 0.0290635-0.0198291j 0.137299+0.1054j -0.00289225-0.0206216j -0.0597632+0.0558739j -0.0381438+0.0026425j 0.0480243-0.00433563j -0.0330515+0.0109101j -0.0095314+0.0054248j 0.0497666+0.0174827j -0.0450065-0.0453636j -0.0486267+0.0728613j -0.0309774-0.0194588j 0.0125923-0.00709257j 0.000896611-0.0079868j -0.00515163+0.0155776j 0.0182223+0.0110386j -0.00236307-0.00253587j -0.00393406-0.00702826j 0.000452666-0.00113884j 0.000237488-0.00191324j -0.00618708+0.00185447j -0.00120937-0.00102907j 0.00200943+0.00477864j 0.00532053-0.00764314j -0.00568551-0.00282181j -0.00432667+2.11204e-05j -0.00217847-0.000915033j 0.00952599+0.00880965j 0.00429555+0.00245324j 0.00160671-0.0042324j 0.00415678+0.00793496j 0.00662968+0.0170276j -0.0156943+0.00714118j -0.0102181+0.00905678j 0.00130999-0.00651473j 0.00533546-0.0052512j 0.0220252+0.00424489j -0.00434775+0.00781224j -0.000789885+0.000661913j 0.023086+0.00276001j 0.00949187+0.00291344j 0.00344412+0.00490526j 0.00320764-0.00561302j 0.00668241-0.00318806j -0.00625761-0.00247764j 0.00231623-0.0169277j 0.00725322+0.007216j -0.0101183+0.00640463j 0.0023924-0.0026139j -0.00451832-0.0014654j -0.00268723+0.00306651j -0.00857132+0.00214318j -0.00772366-0.00788292j -0.0035202-0.00794266j 0.00104454+0.00297234j 0.00380263+0.00420555j 0.00235366-0.00280211j 0.000987841-0.0054519j 0.00190208+0.00370596j 0.00561833+0.00178j 5.5621e-06-0.000782734j 0.00442222+0.000919815j -0.000980325-0.00020702j 0.0060177+0.00455918j 0.00600484+0.00504236j 0.00347986-0.00348846j 0.00102252-0.00171484j 0.00197711+0.000768741j 0.000589995+0.00139701j 0.000101748+0.00254328j 0.000252995+0.0104328j -0.00278761-0.00226349j -0.000583728+0.00459181j 0.00294337+0.00366354j -0.00425587+0.00306948j -0.000539521-0.00181323j -0.00244105-0.00262725j 0.000454438-0.00191242j -0.000581093+0.000713556j 0.00169975+0.00144236j -0.000326079+0.00574775j -0.0046179+0.00146146j -0.00350803+0.00135071j -0.00410183-0.00121731j -0.000983821+0.00405059j 0.00566121+0.00317253j 0.00140804-0.00641556j -0.00199925+0.00260326j 0.00822102+0.00314776j -0.00902453-0.00464584j -0.00113491+0.00630798j 
0.0127399+0.0377632j 0.0447826-0.00808249j 0.156329+0.00639465j -0.0203791-0.160519j -0.0709966-0.0914896j -0.0575652+0.0903534j 0.102811+0.0387016j 0.00648512-0.0358773j -0.0486601+0.00435994j -0.00363838+0.0889019j -0.0229422-0.00361806j 0.0499394+0.0221087j 0.0150144-0.0190613j -0.0535861-0.00803149j 0.0192989+0.0599829j -0.00782061-0.0562755j -0.0449402-0.0121572j 0.0179646+0.00839691j -0.0103508+0.00389607j 0.00102193-0.0043907j 0.00404921+0.0020547j 0.0002994+0.0034644j -0.00483904-0.00660428j 0.00433661+0.00195108j 0.00260417-0.0120978j 0.0059596-0.00250627j 0.000826074-0.00290173j 0.00327664+0.00319985j 0.00960801+0.00547076j -0.000539927-0.00503098j -0.0046563-0.00137703j -0.00631391-0.00148668j -0.0033117-0.00505075j 0.00729176-0.000404972j -0.00817474+0.000377104j -0.00254637-0.00836858j -0.00305013+0.00742011j -0.0168896+0.00791467j -0.0134074-0.0178532j -0.00454617+0.000811088j 0.00123863-0.00464323j 0.00287793+0.00701468j -0.0127514+0.00405317j -0.000537318-0.0103565j 0.000351304-0.00210642j -0.00407408-0.00705092j -0.00506158-0.00196272j 0.000783842+0.00259046j 0.006866-0.000672005j -0.000346301-0.00113574j 0.000284707-0.00376386j 0.000447382+0.0110839j -0.00763453-0.000923021j 0.000436911-0.00617559j 0.0072616-0.00121801j 0.00610323+0.000801233j -0.000545654+0.00410516j 0.00191463+0.00853784j 0.00835301+0.00467798j 0.00682732+0.00519349j 0.00234011+0.000741118j 0.00144448-0.00030853j 0.0037611-9.63594e-05j 0.00444636-0.00236643j 0.000770185+0.0037568j -0.000260466+0.00571028j -0.000121754+0.00180466j -0.00334327-0.00493439j 0.00305521-0.00203983j 0.00137343+0.00658789j 0.00141969+0.00111517j -0.00040843-0.0016735j -0.00370993-0.00297734j 0.00101682-0.00269642j 0.00148709+0.00231318j 0.000895302-0.000657015j 0.000709013+0.000781889j 0.000404546+0.00200375j 0.000312555-0.00476581j -0.00125642-0.00158401j 0.00350638-0.00403611j 0.00314052+0.00413658j -0.00194434-0.00169223j 0.000123901-0.00216069j 0.00261942-0.00639788j 0.00354776+0.00234008j 0.000707257+0.000898794j -0.00654443+0.00301264j 0.00189667+0.00156546j 0.00467272-0.000464065j 0.00151953-0.00455493j -0.00562221+0.00216007j 0.00539073+0.00347011j 0.00150103-0.000724226j 0.00476645+0.00171532j 0.00254121-0.00174321j -0.00387884-0.000746791j 
-0.084794+0.130599j 0.161958+0.0470429j -0.00179519-0.127047j -0.0433654-0.0743815j -0.0645825-0.0286213j -0.0329316+0.0424447j 0.0290212+0.107635j -0.0242389+0.00542634j -0.00225999+0.00126645j -0.0343884+0.0184784j -0.0143414-0.0237224j 0.0121896+0.0130296j 0.0311342+0.00579682j 0.0140011+0.0350865j -0.0405809+0.0436588j 0.112932+0.00124091j 0.0228034-0.0873469j 0.0187702-0.0290848j 0.0150899+0.0466535j -0.00904149-0.00479081j -0.00298816-0.0107912j -0.00450676+0.0114654j -0.002325-0.00346176j -0.00146229+0.00188427j 0.000615497+0.00185461j -0.00175587-0.00068117j 0.00691502-0.00278534j 0.00188669-0.00273984j -0.00319695+0.00606103j 0.00168104-0.00127513j -5.79339e-05+0.00534247j 0.000337165+0.00477116j -0.00014786-0.00672661j 0.006799-0.00129746j 0.00462566-0.000232141j -0.00773385+0.0129356j -0.00334418+0.00253112j 0.0158883+0.00635004j -0.00807401+0.00510751j 0.0173293-0.0147978j 0.018585+0.00574323j -0.00439448+0.0101546j -0.00245463-0.00141022j 0.00260554-0.00573607j -0.0100829+0.00903626j -0.0123818+0.00277243j 0.00297159-0.0198869j 0.0203291-0.0125993j -0.00773977-0.00148144j -0.0115969-0.014959j 0.00208247-0.00494903j 0.0015039+0.00306011j -0.00976994+0.0123285j 0.00128835+0.00496983j 0.000896002+0.00442735j 0.0064904+0.00712727j 0.00114094-0.00386357j -0.00172481+0.00400845j 0.00554043+0.00317087j -0.000797388+0.0040909j -0.00319573+0.00336718j 0.000813081+0.0011445j 0.000916294+0.000320588j 0.00437463-0.00299608j -0.0001873+0.00256466j -0.0024053+0.00833122j 0.000421305-0.00139864j 0.00136794-0.00638818j 0.00328237-0.000732457j 0.00190955+0.00409031j 0.00506869-0.00208524j 0.00117755+0.000862461j -0.00255526-0.00211042j 0.00127599+0.00115268j 0.00224913-0.00146182j -0.00406582+0.00448683j 0.000705151+0.00208112j -0.00286594-0.00331771j -0.0024253+0.00242484j 0.000651699-0.00166024j 0.000703152-0.00200044j 0.00529034-0.00116696j -0.00230547-0.0035195j 0.00469374-0.00284637j -0.00355238+0.00242008j 0.00275097+0.00247471j -0.00613099+0.00677423j -0.000418264+9.11921e-05j -0.00189008+0.00507069j 0.00640121+0.000635372j -0.00418517+0.00088098j 0.00264608-0.00267329j 0.00967615+0.00725399j -0.00242926+0.00335862j -0.00264231+0.00346409j 0.00384198+0.00345864j -0.00639706-0.0113973j 
-0.136732+0.023283j -0.0198986+0.104564j -0.0478242+0.00776949j -0.0345627+0.0623562j 0.0634549+0.0831858j -0.00557556-0.00289591j 0.0471619-0.0174041j 0.0185764+0.0167476j 0.0271429-0.0287247j 0.000658384-0.0342023j -0.00530389+0.0204762j -0.0394302+0.0139532j 0.00937144-0.00073527j 0.0663993-0.02507j 0.00638268+0.030827j 0.0253928+0.0792916j 0.0945217-0.0472411j -0.00125111+0.0364778j -0.0155733+0.0010144j -0.00341118-0.00466435j -0.00192687-0.0131428j -0.0024589-0.00279833j 0.00451397+0.00392788j -0.00160149+0.00165626j -0.00295041-0.00114711j 0.00308053-0.00448381j -0.00143152-0.00359959j 0.000728397-0.00372427j -0.00583657+0.00166041j -0.00295517-0.00357051j -0.00235037+0.00444384j 0.00308185+0.00420683j -0.00103324+0.000971642j 0.00108992-0.00474735j -0.00539881+0.0078083j 0.00887833+0.00411024j -0.00513257+0.00626959j 0.00187719-8.93826e-05j -0.0140237+0.00286383j 0.0173023-0.00856204j -0.006824+0.0198097j -0.00347038-0.00746425j 0.0116772+0.00139717j -0.0102869+0.0122643j -0.00348965-0.0123549j 0.0271287-0.021288j 0.0252077+0.00652217j 0.00759758+0.0165589j -0.00450038-0.0140682j 0.0148575-0.00872133j 0.00352563+0.00041887j -0.0120663-0.00352748j 0.000107609-0.00313314j 0.00597556-0.00265491j -0.000265689-0.0103787j 0.00151653-0.0105938j -0.00508536+0.0102658j -0.00512874+0.00694964j 0.00153543-0.00469469j 0.000343588-0.00537104j -0.00384789-0.000697313j -0.00181044-0.000339786j 0.00589264+0.000566668j 0.00169982-0.00691704j -0.00119949+0.000160217j -0.00332778+0.000856539j 0.000954507-0.000220062j 0.00278205+0.00212897j -0.002621-0.00330398j 0.0029003+0.00133516j -0.00343689+0.00487554j -0.00150845+0.00120827j 0.00216043-0.00114341j 0.0017133-0.00187948j -0.00772741+0.00502638j 0.00386275+0.00156304j -0.00325463+0.0058334j 0.00119906-0.00146978j -0.00539729+7.71254e-05j 0.00212305-0.00122047j -0.000116243+0.00227277j 4.57393e-06-0.000523495j -0.00141786+0.00397068j -0.000880208+0.0018263j -0.00145968-0.00523214j 0.000439787+0.00395137j 0.000646089-0.00667175j -0.00109954+0.00459752j -0.00777997+0.000247651j 0.000895996-0.00175395j -0.00259635-0.000720538j -0.00790072-0.00430432j 0.00733669-0.00502082j -0.00644619+0.000526067j 0.000528997-0.0060749j 0.00624513+0.00902643j -0.000982752+0.0065133j 
