-0.0139511-0.0115488j -0.003357-0.00942212j 0.00645454+0.00238481j 0.0104239+0.0146841j 0.00574353+0.00620301j -0.00152721-0.00761539j 0.000683844+0.00906024j -0.00109089-0.00192727j 0.00250267+0.00359205j 0.00763892+0.00956385j -0.00115425-0.00707253j -0.000539064+0.00952694j 0.01109+0.0165947j 0.000965086+0.00970521j 0.00634736+0.00651887j -0.00524755-0.00887518j 0.000621341+0.00324014j -0.000567861-0.0101169j 0.00597243-0.000391408j -0.00466512-0.00721032j 0.00362139+0.00603984j -0.00494015-0.00320687j -0.00362876+0.00364602j -0.00878429+0.000325648j -0.00664829+0.000629809j -0.00575654+0.00750333j -0.0194317+0.00604415j 0.00523935-0.0161875j 0.0204004-0.00719888j 0.00533051+0.0130854j 0.0387175-0.0059442j -0.00382954+0.0393559j -0.00716876-0.0056288j -0.00849207+0.0143331j -0.00182243+0.00107515j 0.00511071-0.0021465j 0.00382473+0.00269931j -0.00367565+0.00618989j 0.00182024-0.00114941j 0.000425456+0.0031705j -0.00113634+0.00162207j -0.00593263+0.00125472j -0.00984166+0.00479981j 0.0127461-0.00784979j -0.00555706+0.00260438j -0.0050851+0.00285291j 0.00655609-0.00769605j -0.0094441+0.00196587j 0.00720246-0.00242444j 0.00800076-0.00717101j -0.00740265+0.00329202j -0.00530309+0.0013058j 0.00371587+9.56895e-05j 0.00908396+0.0019461j 0.00475454-0.00532285j 0.00595311-0.000710922j 0.00267238+0.00269914j -0.0134878-0.00436592j 0.0020365-0.000519906j -0.00365138-0.00150739j 0.00204818-0.0057677j -0.000848576+0.00898707j -0.0145989-0.0095135j 0.00367984-0.00468153j 0.00163963+0.00435765j -0.00470393+0.00312993j -0.00348225+0.000708784j 0.00701746-0.00173142j 0.000710442-0.0018199j -0.00832413-0.00443666j -0.0181717+0.0204188j -0.0348935-0.00935241j 
-0.0387816-0.00944454j 0.0361968-0.0305074j 0.00341287-0.00147429j 0.00504647+0.0108133j 0.0123026+0.00804475j 0.012862-0.00521184j 0.00447713+0.00166481j -0.0054319-0.00249804j -0.00153647+0.00545135j 0.00951658+0.00824104j 0.00345649+0.000399894j -0.00418961-0.00253919j -0.000142534+0.00432755j 0.00433245-0.00480785j -0.00554566+0.00475919j -0.00182831+0.000384066j -0.00172986-0.00106849j -0.000169812-0.00519411j -7.20469e-05-0.0018672j 0.00348401-0.000918606j -0.00125042+0.00561178j 0.00134213-0.000948718j -0.0020486+0.00879637j 0.0066552-0.00910643j -0.00264166+0.00180544j 0.00425026-0.00481305j 0.00635766-0.00711036j 0.0116001-0.0157737j 0.0176054-0.0327382j 0.000134455-0.00784261j -0.0133505+0.0215173j 0.00301419-0.00526954j -0.0146689-0.0168134j 0.00440021+0.000432647j -0.00118428+0.00756331j -0.0220991-0.00816857j -0.00426057-0.01051j 0.00531254-0.011616j -0.0048394+0.000251679j 0.0120696+0.00188816j 0.00979698+0.00494966j -0.000551372+0.00205799j -0.00681576+0.0024201j 0.00385126+0.00165371j -0.00227947+0.00131301j 0.00628821-0.000885873j 0.00521754+0.00419632j -0.00376748+0.000273023j 0.00215625+0.00280946j -0.00477954+0.0023596j -0.00158147+0.000513836j 0.00570638+0.00473081j 0.000306388+0.001346j -0.00113173+0.000539857j 0.000541793+0.0011275j -0.00521847-0.00120937j 0.00211454+0.0002661j -5.28854e-05-0.00319255j -0.00178662-0.000106675j -0.000904897-0.00153422j -0.00112826-0.000534458j 0.00529725+0.00385751j 0.000467247-0.00246325j 3.78759e-05+0.00149121j -0.00277563+0.000452063j 0.00393154-1.85839e-05j 0.00253089+0.00232327j -0.000932051-0.00197085j -0.00416265+0.00129867j -0.00571319+0.000874557j 0.00513759+0.00190775j 0.00299204+0.000106757j 
0.0187216-0.00388493j -0.0228156+0.0364175j -0.0169369-0.0143296j -0.048825-0.00863801j 0.0351341+0.0362525j -0.00688865+0.0339413j -0.0309964-0.000149009j 0.00883801-0.0124698j -0.00613318+0.000740938j -0.0157681+0.00630806j -0.00234712+0.0185442j 0.0120834-0.0108777j -0.00615749-0.00677313j 0.00610373+0.0178757j -0.013466-0.0182286j 0.00560533-0.00216545j 0.00121474+0.00142044j 0.00284437-0.000928613j -5.7106e-05-0.0114031j -0.00638354+0.00717091j -0.00198105+0.000451757j -0.00394796-0.000462788j -0.00319829-0.0142594j -0.0079138+0.00407552j 0.00458132-4.73982e-05j -0.00363007-0.00512639j -0.0130137+0.0101862j -0.0163703+0.00845548j -0.0217661+0.0214101j 0.0168592-0.00486376j 0.0122655-0.0110487j -0.00559614+0.00342855j 0.0234645+0.00447184j -0.0136874+0.0119795j -0.0048228-0.00642932j -0.00676072-0.0172783j 0.0127591-0.0225705j -0.00786154+0.00798786j -0.00476067-0.0150105j -0.0195221+0.00208888j -0.0149045+0.00431762j 0.00829418-0.00314256j 0.0146278+0.00366376j -0.00982392-0.000898755j 0.00107963-0.0143171j -0.00669816-0.00617758j -0.0165554-0.00312572j 0.00263706-0.00277806j 0.0047602+0.0033992j 0.0087554-0.00341953j 0.0104348+0.000412843j -0.00839352-0.00324403j -0.00557468-0.00197801j -0.00174592+0.00374839j -0.00265549+0.00264283j 0.00567761-0.0107372j -0.000182766+0.00114827j -0.00189411-0.00316555j 0.00121244+0.000750807j 0.00193526+0.00101284j 0.000128225-0.00233582j -0.00356011+0.00161734j 0.00244871+0.00632976j 0.00108912-0.00067764j 0.000525788-0.000208584j -0.00127174+0.00391955j 0.00297176+0.00377483j 0.00259629-0.00200624j 0.00219949-0.00154669j 0.00291819+0.00142891j -0.00421775+0.00319098j -0.000469354-0.00103334j 
-0.019818+0.0478822j -0.0281728-0.00766754j 0.0402766-0.0167698j -0.0261776+0.0353331j -0.00134305+0.0170371j 0.0320222+0.00956358j -0.0298485+0.0276072j -0.0239742-0.0262476j -0.0107259+0.019346j -0.0171695+0.0329422j 0.0104014-0.0017693j 0.00985329-0.018322j -0.00884439+0.0056605j 0.0196206-0.000663312j -0.0177619-0.000601859j 0.00105097-0.00600272j 0.00555927-0.00882349j 0.000418717-0.0156972j -0.00649629-0.00448136j -0.00421707+0.00873472j 0.000218698+0.0103849j -0.00227555-0.000610158j -0.0220538+0.0155806j -0.00634821-0.00254667j 0.0129327-0.0114282j -0.00460289-0.00392523j 0.0164997-0.020637j -0.0282818+0.0159523j -0.0221682+0.00122444j -0.0186436+0.0256545j 0.00624424-0.00940467j 0.0159512-0.0243865j -0.0136402-0.0131599j -0.0262739+0.0153098j 0.00759084+0.00833148j -0.00211762-0.00751325j -0.00303181-0.00294543j 0.023727-0.0172828j 0.00934707-0.00416462j -0.0109304+0.00499117j -0.00707167+0.00615928j -0.0120182-0.000440553j -0.00317066-0.00373409j 0.0108523+0.00787886j -0.00846321-0.00276302j -0.0132283-0.00107964j 0.000643951+0.0129946j -0.00264686-0.00406725j 0.00201221+0.000880698j -0.00457224-0.00209212j 6.77096e-05-0.00375184j -0.00293612+0.000168893j 0.000735919+0.00306098j 0.00251295+0.00221312j 0.00606421+0.00349704j -0.00897643-0.00855376j -0.0015316+0.000508761j 0.00129857-0.00162388j 0.00192624+0.0033441j 0.00169853-0.00194561j 0.000302824-0.000674197j 0.000908785+0.00518063j 0.00673496+0.000712163j 0.00505168-0.00106269j -0.00207103+0.0064542j 0.00090669+0.00214797j 0.00248711-0.0016437j -0.00157146-0.000422953j 0.00408807-0.0065176j -0.000103532+0.00287706j -0.00278643+0.00471163j -0.00389199+0.00199347j 
-0.00561102-0.00577579j -0.00436543-0.0115215j -0.0125096-0.0248049j -0.0220527-0.0314404j -0.00336359+0.00462135j 0.0531978-0.0309225j 0.00131129+0.0361405j -0.011461+0.0263173j -0.0116507+0.00415606j -0.0190964+0.0219971j 0.0168334-0.00657312j -0.0113057-0.00121203j -0.0157211+0.011997j 0.0100305-0.00509329j -0.0100577+0.00971918j 0.00451506-0.00178386j 0.00381343-0.00224608j 0.00404335-0.0057345j 0.000643031+0.00286954j 0.0028337-0.000963573j 0.000903071+0.00475858j -5.50462e-05+0.0013322j -0.00948206+0.00594628j 0.000613524-0.00130627j -0.00416185-0.000911167j -0.000622866+0.00153924j 0.00638905-0.00429336j -0.000559697+0.00113224j 0.001021-0.00294176j -0.00150304+0.000424746j 0.00365587+0.00880566j 0.00108914-0.00434746j 0.0112066+0.014919j 0.000384896+0.0117236j -0.00704633-0.00973145j -0.000943198+0.00778937j -0.0259282-0.0206744j 0.00975385+0.0144513j 1.92502e-05-0.000863849j 0.00869862+0.00355817j 0.0204491+0.0079442j -0.0149354-0.00604792j -0.00424687-0.0177804j 0.0168031+0.0105746j -0.00772086-0.00444274j -0.00911586+0.0101788j 0.012013+0.00740574j -0.00264651-0.00469781j -0.00980115-0.00334417j -0.0129637-0.00470575j -0.005707-0.00755161j 0.00304265+0.00109334j 0.00123185+0.00417062j 0.00810155+0.000245385j -0.00076556+0.00110517j -0.0135199-0.00392109j 0.00504833+0.00211081j 0.00040238+0.00335839j -0.00296055+0.00197653j -0.00121097-0.00296607j -0.00317545+0.00295693j -0.00100321-0.00143166j 0.00316717+0.000441428j 0.0015919-0.00173498j -0.00490806-0.00214421j 0.00155852+0.000347266j -0.000251783-0.00554482j -0.00509604-0.000159397j 0.00431278-0.0024925j -0.00305897-0.00390919j 0.00161898+0.00251878j -0.00143659+0.00231316j 
0.0152769-0.0482435j 0.0310988-0.0308043j 0.00409454-0.0345949j -0.0162479+0.0123307j 0.00162749+0.0769206j -0.0168725-0.0186152j 0.000417468+0.01857j -0.000382115-0.00835221j -0.00474505+0.0210894j 0.00670274+0.0337779j -0.0149707-0.00185607j 0.0074415-0.00337098j 0.00157439+0.0140244j -0.00076422-0.00158548j -0.00759191+0.00357513j -0.00420622-0.000871849j -0.00712098-0.00144512j -0.000690981-0.018861j 0.00745954-0.0149909j -0.000129442+3.37078e-05j -0.00490931+0.0118974j 0.000265515-0.00192795j 0.00210211+0.00366038j 0.00754267-0.0128343j -0.00154097+0.00933647j 0.00541106-0.0129605j -0.00390873+0.00742169j 0.00889315-0.0180991j 0.012795-0.0206911j 0.0140005-0.0383946j -0.0145254+0.0221901j -0.000701268+0.00667524j -0.00056285-0.00991151j -0.00806941+0.0316554j -0.000581603+0.00406908j 0.00666232-0.0132509j 0.000692842+0.00759658j 0.00990474-0.0165619j 0.00537204-0.00748197j -0.0129327+0.00997213j -0.00618974-0.00260351j 0.00873788-0.00234788j -0.0120266+0.000369134j 0.00513153-0.00116112j 0.00867761-0.00312084j 0.0166968-0.000406168j -0.00357594-0.00644697j 0.00124958+0.000540237j -0.000600195+0.00627151j 0.000202179+0.00502279j -0.00508231+0.00422621j -0.00747868+0.00541437j 0.00269431-0.00142101j -0.00154948-0.00187103j 0.000924105+0.00239142j 0.00379698+6.39125e-05j -0.00437171+0.000848286j 0.00313292-0.00340079j -0.000416421+0.00342167j 0.000532243-0.00021799j 0.00473054-0.00472409j -0.00036775+0.00323104j 0.00102805-0.00145552j -0.00306425+0.00308219j 2.37152e-05+0.00536124j 0.00155637-0.000885334j -0.00217551+0.00526163j 0.00264174+0.00221469j -0.00462372-0.00490938j -0.00129516+0.0031644j -0.00128976+0.00461709j 0.0022565+0.00103936j 
-0.0392466+0.0061672j 0.0378474-0.0659287j -0.015149-0.0122587j 0.0247865-0.0284923j 0.0467345-0.0170139j 0.00270557+0.0281972j -0.0198429+0.00884715j -0.000596813-0.00124463j -0.000108006-0.00194424j 0.000656174-0.0106764j 0.0142401+0.00674944j -0.000994103-0.0107256j -0.00318433-0.008384j 0.00938783-0.000507964j -0.0112218+0.00281654j -0.00139426+0.00482223j 0.000597301+0.00361522j 0.00818009-0.0025074j -0.00837555-0.000618839j 0.00511579-0.00254628j -0.00649294+0.00686866j -0.000204244-0.00270234j -0.011165+0.00619479j 0.00817852-0.0152252j -0.000174674+0.00216794j -0.00202383-0.00636397j 0.0141053-0.0165998j 0.0122048-0.0253745j 0.0298449-0.0496276j -0.0111913+0.00698743j -0.0112521+0.0279909j 0.0102047-0.0172771j 0.00492851-0.00329961j 0.0150491+0.00120186j -0.0157323+0.000665673j -0.0189334-0.00984395j 0.0123592-0.0175786j -0.0164153+0.00620527j -0.0160312+0.00100427j 0.00442088-0.000712844j -0.000887413+0.00221295j 0.00406892-0.000711992j 0.0144426+0.00563517j -0.015584-0.00232022j -0.00778312-0.00936308j -0.00832376-0.00832176j -0.00892478-0.00236124j -0.00263427-0.000336472j 0.00856039+0.00464979j 0.00479799-0.00156616j 0.0101044-0.00236856j 0.00129531+0.0031422j -0.00579317-0.00122866j -0.00348076+0.00261252j 3.12296e-07+0.00189129j -0.00129913-0.00425484j 0.00335258-0.00281497j -0.00328059-0.00186977j 0.00152482+0.00108633j 0.00155279+0.0017796j -0.00535187-0.00190533j 0.00313199+0.00311541j 0.000383263+0.000442101j 0.00177616+0.00237006j 0.00081198-0.000823153j -0.000461626+1.30511e-06j 0.00730789+0.00270383j 0.000310232-0.00365521j 0.00132572+0.00740435j 0.000131394-0.000173752j 0.00356932+0.00139395j 9.46936e-05-0.00475058j 
0.0471104-0.0611153j 0.0284588+0.019842j -0.00822526+0.0539331j 0.0382237+0.0379959j 0.000911884-0.0404893j 0.0330017+0.0220337j -0.0119721+0.0024881j -0.0326523-0.0108012j 0.000799487+0.00367673j -0.00643517-0.00689997j 0.00568308+0.0024996j -0.00672877-0.00460639j -0.0104837-0.00110047j 0.00515294+0.00126306j -0.0104902+0.00823132j 0.00142586-0.00356149j -0.00339476+0.00472248j 0.00116607-0.00268509j -0.000700746-0.00526857j 0.00424968+6.25261e-06j 0.000959389+0.00259389j -0.00237369+0.00160003j 0.000917614-0.0103792j -0.00131538+0.00241617j -0.00760621+0.00518588j -0.00119637-0.00184342j -0.0129626+0.0338766j 0.00715634-0.00521006j 0.00066869+0.0134219j 0.0293802-0.0504665j -0.0148971+0.0027414j -0.0166978+0.0336534j -0.0125798-0.0129075j -0.00498199-0.00986583j 0.016152+0.0205106j -0.0304971+0.00361001j 0.00311582+0.00736229j 0.0125161-0.0132485j -0.00349051+0.0020953j 0.00682998+0.00484024j -0.00749273+0.000363634j -0.00585873-0.00209148j 0.00954127+0.00658132j -0.00523899+0.00275744j -0.0110938+0.00552698j -0.0161188-0.00923754j 0.000933078+0.0116852j -0.00501891-0.000794627j 0.00980442+0.000148363j -0.0020428-0.00164268j 0.00375864-0.0057207j 0.0060287+0.00185051j 0.000269115+0.00124606j -0.00123843+0.0014597j 0.00629622+0.00211141j -0.00891987-0.00610031j -0.00163398+0.00116824j -0.00193763-0.00346234j 0.00359403-0.00310498j 0.000379586-0.00218354j -0.00131615+0.00265828j 0.00798838+0.00350337j 0.00335307-0.00161609j 0.00572229+0.000224221j 0.00263351-0.0028633j 0.00432631+0.00442773j 0.00418479-0.00213215j -0.000882238-0.00734663j -0.00166352+0.00157589j 2.29275e-06-0.00491015j -0.000184324+0.00621822j 0.000943552+0.00212504j 
-0.00757944-0.0161104j 0.0336455-0.0360986j 0.018546+0.0738972j -0.00593128-0.0528333j -0.0349251-0.0201907j 0.012893+0.0038432j -0.019186-0.0340003j 0.0102818+0.00299001j -0.0106916-0.0152452j -0.0157474-0.0217935j 0.000881488-0.00640145j 0.00384555+0.00946136j -0.00661417-0.00905709j -0.000166568+0.00156391j -0.00156517-0.00690281j 0.00224975+0.00462484j 0.0017995+0.00200296j 0.00789739+0.00746587j 0.00529678+0.00433232j 0.000424895-0.00575489j -0.00450397-0.00455465j 0.000998245+0.00197464j -0.00223539-0.00304116j 0.00480903-0.00432364j -0.00316054+0.00879715j 0.00437746-0.000211596j -0.000124317+0.00233351j 0.00923661-0.0260651j 0.0176375-0.0340834j 0.00691408-0.00613889j -0.00799396+0.0186021j 0.0104671+0.00520971j 0.020657+0.00299931j -0.0252123-0.0333212j 0.0261843-0.0225076j 0.000775743+0.0128606j 0.0358026-0.0145583j 0.00255063-0.00103732j 0.0156574-0.00140849j -0.00429814-0.0072683j -0.00516406-0.000724309j -0.00154478+0.00882056j 0.0063728-0.000905552j 0.00109906+0.00292337j 0.0185874+0.00223434j -0.00601833+0.00462358j 0.00329815-0.000979083j 0.00596363+0.00289045j -0.00725333-0.00655206j -0.000165397-0.00147876j 0.00291782+0.00053373j 0.00328647-0.00938769j -0.00316543-0.00169228j 0.000687375+0.0009482j -0.0060686-0.00255694j 0.00403197-0.00112476j 0.0017666+0.00276805j -0.000982936-9.09851e-07j -0.00517539-0.00657861j -0.000323397+0.000377911j -0.000307948+0.0032594j -0.000787298-0.00699486j -0.00311924+0.00375212j 0.00120527-0.0032965j -0.00421558-0.00927243j -0.000979793-0.000496699j -0.000865588+0.000133083j -0.00328715-0.00298809j 0.0026476+0.00537315j -0.00117932-0.00314063j -0.000960382-0.00125267j 0.00212477-0.00656015j 
0.0104054+0.00688847j -0.0258556-0.0282809j -0.0475948-0.0745025j 0.0282153-0.0567011j 0.00358256+0.0228632j 0.0119732-0.000827043j 0.0142003+0.0193244j -0.0117294+0.0289194j 0.0107611-0.000584733j 0.00300021+0.0111267j -0.00401678+0.00130107j -0.00842081-0.00615486j -0.00200422+0.00660821j -0.00683714+0.000781626j 0.00678158+0.00525305j 0.00199312+0.00153847j -0.00160172+0.00202476j -0.00529407-0.00713044j 0.000786116+0.00210603j 0.000176896-0.00401852j 0.00558978+0.00780304j -0.0013405-0.00195619j 0.0102366+0.00528528j -0.00821852-0.00742249j -0.00256406-0.00447366j -0.00108008-0.000655819j -0.011953-0.0114906j -0.0055653-0.00284901j -0.0249461-0.0124553j 0.00434326+0.0101137j 0.0115462+0.00737319j -0.0133328-0.00796026j -0.0157567-0.00892532j 0.00112658+0.00217963j 0.0280341+0.00251818j -0.0109055-0.0102454j 0.0137416+0.00719506j -0.0161106-0.00012016j 0.00648957+0.0126395j -0.0102738-0.00131025j -0.0119002+1.71225e-05j 0.0103786+0.00295437j 0.011223-0.00432085j -0.00364413+0.00809234j 0.00406613-0.00806727j -0.00487946-0.00597982j 0.0125083+0.00384723j -0.00254928-0.00177477j 0.00049131+0.00639966j -0.00356124+0.00324537j 0.00251203-0.00337025j -0.000356255+0.00403723j 0.00271762+0.00201509j 0.000599954+0.00162812j -0.00036492+0.00272117j -0.00462158+0.000612613j -0.00282779-0.00562491j 0.000914291-9.44321e-05j 0.00162119+0.00486848j -0.00105592-0.000177127j 0.000546394+0.0019687j 0.00731185+0.00294053j 0.0021505-0.00146536j -0.000421743+0.00594332j 0.00460775+0.00170732j 0.00505753+0.00161572j 0.00261693-0.00172453j 0.000813034-0.00413808j -0.00412476+0.00209364j 3.3044e-05-1.2118e-06j 0.00232669-0.00308998j 0.00231531+0.00436766j 
0.0295231+0.0507901j 0.020874+0.00146663j 0.0224855-0.0632027j 0.0380186+0.0362151j -0.0172832+0.0233695j 0.00905786-0.00585628j -0.0240405+0.0104437j -0.0169418-0.00693608j -0.00631903+0.00703443j -0.0116426+0.00890334j -0.000996565+0.00341406j -0.000664284-0.00728547j -0.0100413-0.00319188j -7.24772e-05-0.00264936j -0.00764574-0.000478958j -0.00168506+0.000643241j -0.0044983-0.00393748j 0.0107151-0.00232903j 0.0070473-0.00320368j 0.00392576+0.00583487j -0.00909361+0.00168099j 0.000192009-0.00395313j 0.00239794+0.00594237j 0.0119144-0.000843818j -0.010428-0.00812702j 0.0084486-0.00371614j -0.0064362-0.0164761j 0.0202452+0.0119222j 0.0212943+0.00801877j 0.0320654+0.0264191j -0.0238433-0.00562311j -0.00706758-0.0153185j -0.00389922+0.0251221j -0.0320445-0.00779503j -0.00959685-0.000955353j -0.00316899+0.00676295j 0.00821286+0.0122127j -0.0104478-0.00363456j -0.00886488-0.00161019j -0.00507752-0.00872977j 0.0121807+0.0022547j 0.0131589+0.00324162j 0.00703213+0.00245612j -0.00558777-0.00380504j 0.00737527-0.00139371j 0.0041882-0.00229973j -0.000316844+0.000665862j 0.00116285+0.000132987j -0.00586661+0.00127998j -0.00053968-0.00128979j 0.00211732+0.00292023j -0.0102478-0.00482433j -0.00215116+0.00352015j 0.00165962+0.00287915j -0.00628083-0.000228473j 0.00210789+0.00128775j 0.00327864-0.00650829j 0.000234886+0.00195151j -0.00469808+0.00653463j 0.00102629+0.00167649j -0.001367-0.0023193j -0.00288489+0.00476004j 0.000695488+0.00175628j -0.00528316-0.00135467j -0.00324276+0.00958193j -8.91021e-05+0.000719846j 0.00172735+0.00482819j 0.00115307+0.00574262j -0.00046954-0.00264227j -0.00284769+0.00332408j 0.00162238+0.00244995j -0.000195672+0.00229037j 
-0.0344415-0.00133733j 0.0313169+0.0548054j -0.0039986-0.0212818j 0.0521016-0.00347903j 0.00778807+0.00447605j -0.00259638-0.0090802j -0.000886414+0.0120828j -0.00314958+0.0130727j 0.00783016-0.000132409j 0.00439379+0.00467042j 0.00703814-0.00145155j -0.000552702+0.000128856j 0.00276768+0.00455436j 0.0035018+0.000626694j 0.00148374+0.000836725j -0.00430373-0.00182993j 0.00201768-0.000394814j 0.00155828-9.85117e-05j -0.00838678+0.000670921j 0.00473667+0.00107058j -0.00237563-0.00186883j 0.00114305+0.00151136j -0.0142558-0.00132931j 0.00942046+0.00646364j 0.00180611-0.0022239j -0.000981201+0.00177901j 0.0316044+0.00256569j 0.0116706+0.0181482j 0.0364545+0.0327511j -0.0399835-0.00354252j -0.00667131-0.0151278j 0.0308138+0.00692268j 0.013062+0.00699227j -0.0161575+0.0344225j 0.00822872+0.0132109j 0.0140462+0.0082938j 0.0221666+0.00418339j -0.00978067-0.00504243j -0.00601658+0.00956546j -0.00855328+0.00196353j -0.00584027-0.00603231j -0.000301213+1.99882e-05j 0.00189973-0.00223537j -0.00181177+0.00366007j 0.00201751-5.17551e-06j -0.00225566-0.00228926j 0.0106438+0.00216418j -0.00344152+0.000761213j -9.36336e-05+0.00227101j -0.00130786+0.00166344j -9.56426e-05+0.000548436j -0.0070015+0.00296475j 0.00415817+0.00197944j 0.00146229-0.000927173j 0.00126854+0.00153514j -0.001698+0.00212186j -0.0027591-0.00295934j 0.00159194+0.00052301j 0.00392842+0.00317619j -0.000686519-0.00127315j 0.000669724+0.0037203j 0.00166168+0.00178864j 0.00231038-0.000163898j -0.00264889+0.00157275j 0.00452438+0.00524247j 0.0020127+0.00207032j 0.00124625-0.00225181j 0.00124609+0.00318908j -0.00161631-0.0042851j 6.2415e-06+0.00219244j 0.00418993-0.00339028j 0.000858648+0.00457365j 
0.0250078+0.0424018j 0.0271407+0.00630537j -0.0884283+0.0138452j -0.0172281-0.0290236j 0.027618-0.00907349j 0.00365586-0.00394481j 0.0234012-0.00890942j 0.0174202+0.00980256j 0.002681-0.00214631j 0.0172789-0.00320167j 0.00651435-0.000325965j -0.00826544+0.00290392j 0.00438712+0.00252389j 0.000616482+0.00220775j -0.00159655-0.00241818j -0.000229341+0.000329312j -0.00278925+9.48286e-05j -0.00254091+0.000782875j 0.00235179+0.00221542j 0.00542634-0.00113755j 0.001985+0.000889156j -0.000421467+0.00067387j 0.00630207+0.00339469j 0.00550729-0.00152189j -0.0120608-0.00379539j 0.00427082-0.00102654j -0.0139717-0.0141919j 0.0285798+0.00419996j 0.0312205+0.00378954j 0.025121+0.0251798j -0.0225207-0.00785533j -0.0100613-0.0115745j -0.0209305+0.0187595j 0.0133618+0.00789495j -0.00593344-0.00864634j -0.0168994+0.00107235j 0.00571952+0.00232285j 0.0118648+0.00836857j 0.00963275-0.00364463j -0.0105022+0.00924106j -0.00260949-0.00378309j -0.00481952-0.00809823j -0.00944065-0.00544635j 0.00437498+0.00377289j -0.013367-0.00355924j -0.000368008-0.000210281j 0.00129519-0.00508749j -0.00619703+0.000103316j 0.0080344+0.00206061j 0.00164975+0.0035885j -0.000618006-0.00229207j 0.00806854+0.00353765j 0.00129136-0.002707j -0.000949207-0.00179767j 0.00295488+0.00302332j 0.00155642+0.00070302j -0.00631991+0.00111712j 0.00266473-0.00134682j 0.00816366+0.000259082j 0.00115435+0.0002729j -0.00324845+0.00143425j 0.00589428-0.00514472j -0.00248214+8.22253e-05j 0.00520927+0.00411722j 0.00525092-0.00367615j -0.000883075-0.00343873j -2.37864e-05-0.00228957j -0.00180188-0.0031617j -0.000662541+0.00550196j 0.00319217+0.00252064j -0.000855603-0.00613128j 0.00518053-0.00360156j 
0.0407914+0.0746576j 0.0781739-0.0451344j 0.00521371-0.0121456j 0.0170256-0.0120745j -0.0153483-0.00885352j -0.00448609-0.0072389j 0.00835437+0.00205474j -0.00295065+0.00260407j -0.00226348+0.00454909j -0.00279004+0.00109371j -0.00630527+0.000882498j 0.000768127+0.000217384j -0.00327299+0.000847169j -0.00439492-0.00368754j 0.00012847+0.00571998j 0.000757056+0.00168884j -0.00260098+0.000562576j 0.0015269-0.00356536j 0.00225784-0.00231154j 0.00223868+0.00028868j -0.00402382+0.00382245j 0.00240243-0.00067345j 0.00507219+0.00762387j 0.00572987-0.00580579j 0.000218856-0.00140093j 0.00198832-0.00318969j -0.00155226-0.0134792j 0.0120898-0.00158595j 0.0196903-0.00420615j -0.00512864+0.0181603j -0.00568331-0.00447198j 0.00861135-0.00892657j 0.00784323+0.0134213j 0.0234597+0.00316817j 0.0203275+0.00419862j 0.0159517+0.00781443j -0.0207224+0.0039415j -0.00484481-0.00786733j 0.00310207-0.00771423j 0.00112947-0.00654695j -0.0094378+0.0054717j -3.27812e-05-0.00752372j 0.00404887-0.00424509j -0.00143161+0.0017814j 0.00553743-0.00253002j -0.000592726-0.00409705j 0.00291947+0.00317705j 0.00671786+0.0021612j -0.00303548-0.000279238j -0.00168198+0.00531699j 0.00211547-0.00224363j 0.0014389-0.0096171j 0.00368177+0.00232089j -0.00164511+0.00320416j 0.0027825+0.00488291j -0.001814+0.000415832j -0.00185813-0.00454571j 5.04267e-05+0.00144535j -0.00167039+0.00597591j -0.00237797+0.000768786j 0.00797888+0.00302001j 0.00244712-0.00659142j 0.00308037+0.0044051j -0.00214659-0.00135985j 0.00350992+0.00482786j 0.00648766-0.00276856j -0.00374758-0.00393418j 0.00195948+0.00178773j -0.00793192+0.00256679j 0.0028789+0.00795937j -0.00362622-0.00805087j 0.00675086-0.00418458j 
