-0.0139511-0.0115488j -0.003357-0.00942212j 0.00645454+0.00238481j 0.0104239+0.0146841j 0.00574353+0.00620301j -0.00152721-0.00761539j 0.000683844+0.00906024j -0.00109089-0.00192727j 0.00250267+0.00359205j 0.00763892+0.00956385j -0.00115425-0.00707253j -0.000539064+0.00952694j 0.01109+0.0165947j 0.000965086+0.00970521j 0.00634736+0.00651887j -0.00524755-0.00887518j 0.000621341+0.00324014j -0.000567861-0.0101169j 0.00597243-0.000391408j -0.00466512-0.00721032j 0.00362139+0.00603984j -0.00494015-0.00320687j -0.00362876+0.00364602j -0.00878429+0.000325648j -0.00664829+0.000629809j -0.00575654+0.00750333j -0.0194317+0.00604415j 0.00523935-0.0161875j 0.0204004-0.00719888j 0.00533051+0.0130854j 0.0387175-0.0059442j -0.00382954+0.0393559j -0.00716876-0.0056288j -0.00849207+0.0143331j -0.00182243+0.00107515j 0.00511071-0.0021465j 0.00382473+0.00269931j -0.00367565+0.00618989j 0.00182024-0.00114941j 0.000425456+0.0031705j -0.00113634+0.00162207j -0.00593263+0.00125472j -0.00984166+0.00479981j 0.0127461-0.00784979j -0.00555706+0.00260438j -0.0050851+0.00285291j 0.00655609-0.00769605j -0.0094441+0.00196587j 0.00720246-0.00242444j 0.00800076-0.00717101j -0.00740265+0.00329202j -0.00530309+0.0013058j 0.00371587+9.56895e-05j 0.00908396+0.0019461j 0.00475454-0.00532285j 0.00595311-0.000710922j 0.00267238+0.00269914j -0.0134878-0.00436592j 0.0020365-0.000519906j -0.00365138-0.00150739j 0.00204818-0.0057677j -0.000848576+0.00898707j -0.0145989-0.0095135j 0.00367984-0.00468153j 0.00163963+0.00435765j -0.00470393+0.00312993j -0.00348225+0.000708784j 0.00701746-0.00173142j 0.000710442-0.0018199j -0.00832413-0.00443666j -0.0181717+0.0204188j -0.0348935-0.00935241j 
-0.000254672+0.00503638j 0.00520255-0.00382383j 0.000355359+0.0047301j 0.00744747-0.0190296j 0.00956069-0.0179438j -0.00179882+0.00604332j -0.00460895-0.0133036j -0.0100782+0.00687668j 0.00447169-0.0170322j 0.000678754-0.016349j 0.0031352-0.00546203j 0.00162181+0.00860465j 0.00100454-0.00906865j 0.00805929-0.00145561j -0.00708628-0.00786218j -0.00291804+0.00153686j -0.00300536-0.00067754j -0.0103022+0.0163422j -0.00695773+0.0113137j 0.00608009-0.00330334j 0.00644265-0.0180669j 0.00284917+0.00311492j 0.00392415-0.0145255j -0.00324391+0.00496597j -0.00808173+0.0154182j -0.0309476+0.0302215j -0.00206912+0.0354673j 0.0165972-0.00567647j -0.0149842-0.0316495j -0.0208081-0.00289302j -0.0362856-0.0150149j -0.00479973+0.00768443j 0.00240028-0.00352982j 0.00317393-0.0171651j 0.000750658-0.0121514j -0.00278779-0.000410694j -0.00442357-0.0111452j 0.00194063-0.00306296j 0.00189541-0.0118068j -0.00411566-0.0140892j -0.00115176+0.00445895j 0.00491945+0.00905948j 0.000331545+0.000750389j -0.00318092+0.00588508j -0.00141137-0.00493528j 0.00426137-0.00236948j 0.00432148+0.00244561j -0.00651279+0.00150746j 0.00192826+0.00393047j -0.00246446+0.00163232j -0.00269177-0.00254863j -0.00358438-0.0159355j 0.00156047+0.00591273j -0.0042584+0.00795422j 0.00286694+0.00311345j 6.37745e-05-0.0108385j -0.00148083-0.00607458j 0.00704796-0.0134006j 0.00295191+0.0026346j 0.00116121-0.00413974j -0.000461876+0.0100184j 0.00861618+0.00881807j 0.00862723+0.0117115j -0.006366-0.00658578j 0.000485103-0.0103901j 0.012473-0.00922132j 0.00276672+0.00875033j 0.0234991-0.00713794j 0.00253702-0.00307648j -0.0231834+0.0121061j -0.0017313-0.0149181j -0.00102745+0.0061036j 
0.00106811+0.00154748j -0.00437447-0.0125171j 0.000337992+0.0182549j 0.00141873-0.00906189j -0.000818586-0.00434154j 0.00797858+0.0011461j -0.000485102+0.00145248j 0.00209796-0.0113644j 0.00150483+0.000208945j 0.00217262+0.00510224j 0.000970387-0.00510348j -0.00643937-0.00295603j 0.000524218-0.00289163j -0.0039679-0.00474j 0.00942901-0.00297505j 0.00110067-0.0055136j 0.00131185-0.00792595j 0.0030038-0.00465521j 0.00660692-0.00235626j -0.00154394+0.00812348j 0.00259788-0.00111625j -0.0095165+0.00756485j 0.00269927+0.00955997j -0.00988738+0.0124549j -0.015651+0.00205691j 0.00832458+0.00323751j 0.00406659-0.0228153j 0.00301953+0.0391226j 0.0306634+0.0230181j -0.0144934-0.0551822j 0.0242868+0.0344517j -0.0337684-0.041295j -0.00581601-0.016803j -0.00546419-0.023905j 0.00403872-0.00321759j 0.00194975-0.00490243j -0.00349935-0.00271681j -0.00419096-0.0122022j 0.0029854-0.00548757j 0.000810718-0.00458942j -0.00354164+0.00694619j -0.000906543+0.000199973j -0.00236238-8.36392e-05j 0.00281967+0.00425253j -0.000171414-0.00133555j 0.00112611-0.00737037j 0.00130745+0.00424769j -0.00166902+0.00144268j 0.00145538+0.00182907j 0.00126964+0.00464602j -0.00125421-0.00413959j 0.0049728-0.00259259j -0.000401839+0.000428348j -0.00184336+0.00347566j -0.00183919+0.000328197j 0.00640238+0.00294219j -0.000302985-0.00486413j 0.00528718+0.00647526j 0.00174867+0.00421658j 0.00147546+0.00112839j -0.00300293+0.00421632j 0.00218647-0.00587165j 0.00256023-0.00444001j 0.00526694-0.00538961j 0.0170799-0.000212256j 0.00642265+0.018279j -0.00620174+7.19098e-05j -0.00176012+0.0113218j 0.00566942+0.00987162j -0.00917261-0.00349685j -0.00295456-0.0130926j -0.0104029-0.0301596j 
0.00213715+0.0048203j -0.0014336-0.00369349j -0.000598425+0.00590828j 0.00634348-0.0123966j 0.00845927-0.00782255j 0.00614255-0.000325287j -0.00530648-0.00343078j -0.00841393-0.000411727j 0.000779199-0.00245328j 0.00395988-0.00317137j 0.00432779-0.00564676j -0.0011416-0.000130346j 0.00317529+1.02761e-05j 0.000545328-0.00356484j -0.00408119+0.000340777j -0.00100918-0.00446937j -0.00686253-0.0051592j -0.00801377-0.00472608j 0.00580992+0.00100673j 0.00915246-0.00240031j 0.00908732+0.00371682j 0.000440766+0.00758937j -0.00753933+0.00220868j -0.00400633+0.0138438j -0.0147197-0.00436922j -0.0126584+0.00452581j 0.00374207+0.0180642j 0.00136277+0.0189707j 0.00057352-0.0223018j -0.0174327-0.0206887j 0.00183495-0.0195989j -0.0237589-0.0378349j -0.00301462+0.00945528j -0.00377675-0.0119298j 0.00208461-0.00820537j 0.00191726+0.00191332j -0.00766546+0.000868487j -0.00552521+0.00896712j -0.00292912-0.000658563j -0.00132304+0.00638919j -0.000484221-0.00431919j 0.00392741-0.00331344j 0.00315924-0.00192923j 0.00133034+0.00280892j 0.00353885-0.00518199j -0.00263459+0.00194198j 0.000122059-0.00584047j 0.00418393+0.000817721j 0.00354292-0.000480134j 0.00677714-0.00177541j 0.00520509-0.00179972j 0.00123407+0.00893923j 0.00106143+0.00294764j -0.00159453+0.000595831j -0.00266575-0.00187976j -0.000110623+0.000492296j -0.00334572-0.00223087j -0.00690539-0.00436514j 0.0103918+0.00529344j -0.00705856+0.00454488j 0.0148022-0.00487498j 0.000700302-0.00596336j -0.0133-0.0057381j -0.00892226+0.0122658j -0.0162663+0.00314393j 0.00120018-0.00400652j -0.00040091+0.0034943j -0.00252786+0.00134311j -0.00622018-0.00346363j 0.0171471+0.0100302j 0.00503189-0.0191309j 0.00682497+0.0069575j 
0.00885187+0.0165621j -0.006842+0.00706863j 0.00678948-0.00723013j -0.00973295-0.0116054j -0.00190292-0.00202973j -0.00256996-0.000608688j -0.00959414-0.0090505j 0.00685544+0.00358968j -0.00498793+0.00106445j -0.00694415-0.00199686j 0.00594203+0.0111761j -0.00378031+0.00642906j -0.00971487+0.00112193j -0.00254748+0.00834566j 0.00458059+0.000290891j -0.0059848-0.000865536j 0.00134482+0.0060065j 0.0161041-0.00550034j -0.00322804-0.00863616j -0.000893498+0.00372965j -0.0173838+0.00192647j 0.00040166+0.000516684j 0.00404371-0.00445968j 0.0237584-0.0115754j 0.00313333+0.00378213j 0.0108017-0.00682746j 0.0372207+0.0174264j -0.00492106+0.00753541j -0.0236703-0.0274109j -0.0117107-0.0278139j -0.0148114-0.0548176j -0.0461906-0.0557275j 0.0104873+0.0312563j -0.0205734-0.00694677j -0.00336339-0.000614466j -0.00611379-0.00100929j -0.00629905-0.00812832j 0.00568133+0.00428428j -0.000711782+0.00326141j -0.00234308-0.00239462j -0.00406475-0.00477409j 0.00239453+0.00413597j 0.000709899+0.00462989j 0.00517724-0.00502087j -0.00197883+0.00686612j -0.000218572+0.000208218j 0.00654748+0.00554585j -0.00109412-0.000488856j -0.00331064+0.00100752j -0.00821522-9.60149e-05j -0.00454391+0.00588934j 0.000657776+0.00119461j 0.00459233-0.000384366j 0.00904542-0.001681j -0.00356998+0.000176087j -0.000788648+0.00374334j 0.00380158+0.00531436j -0.00632183+0.00757727j -0.0100603-0.00368408j 0.000302075-0.00770618j -0.00854359+0.00560774j -0.000612481+0.000114303j 0.00161477-0.00588745j 0.0127455-0.00650752j 0.0151393+0.0050225j 0.0042383+0.012754j 0.0147131-0.0110349j -0.0158875-0.00844748j 0.00374079-0.00063088j 0.0172691-0.0096046j -0.014514-0.0161375j -0.0125962+0.011604j 
0.00525607-0.00447382j -0.000821686-0.00649288j -0.00201138+0.00832867j -0.00594595-0.00653446j -0.00443334-0.00848323j 0.00387335+0.00432233j -0.00314991+0.00202138j 0.000619898+0.00199073j -0.00523425-0.00429435j -0.00226977-0.00198211j -0.000339711-0.00740891j 0.00418701-0.00453783j 0.00030113-0.00197789j -0.000379204-0.00944756j -0.00357189+0.00432596j 0.00351261-0.00143008j -0.000811533-0.00482853j 0.00245633+0.00253236j 0.00812272+0.00801804j 0.00285746-0.00149042j -0.000204518-0.00225447j 0.00128244+0.00686749j -0.0114691+0.0087624j -0.000719898+0.020106j 0.00134247-0.00693044j 0.0117627+0.0121557j -0.000897042+0.0053086j 0.00315522+0.0133584j 0.00722244+0.00209923j 0.000387036-0.0122598j 0.00754723+0.0314225j -0.00687756-0.00586236j 0.00474272-0.0113412j -0.00282577-0.0121111j -0.00630912-0.00741704j 0.00314789+0.00396924j -0.000328144+0.00345262j 0.00313427+0.000905872j -0.00309813-0.00386316j -0.000998686+0.00362616j 0.000807358-0.00176537j 0.0019674-0.00704928j 0.000809792-0.00397577j -0.00321808+0.00453798j -0.00121471-0.00615178j 0.00116551-0.00213687j -0.00379076-0.00458431j -0.00191753+0.00426446j 0.00411165+0.0011538j 0.00215482+0.00205467j 0.00275522-0.00234191j -0.000366584+0.00339189j -0.000188771+0.00382354j -0.00256717+0.000964377j -0.000131067+0.00267199j -0.00185028+0.00138046j -0.00280678-0.00789681j -0.000445998-0.00182862j 0.00873687+0.00614005j -0.0011435+0.00509543j 0.00189211+0.00180209j 0.00404749-0.0024968j -0.00870831+0.00179658j -0.00940692+0.00531273j -0.00659141+0.00308059j -0.00151275+0.00891119j 0.0122348-0.00136013j 0.000325695+0.00488294j -0.0137444+0.00243842j 0.0137449-0.00267245j 0.00526808+0.0013631j -0.0192572-0.00764803j 
0.00748481+0.00153141j 0.00965944+0.00432748j -0.0114504-0.00568367j 0.00405191-0.00558736j 0.00604849-0.00460762j 0.000540189-0.000590952j -0.00402608-0.0026211j -0.000325276+0.00381277j 0.00212523-0.00266936j 0.000451235-0.00789213j 0.00742044-0.00324561j 0.00526763+0.00175938j 0.0057033-0.000951806j 0.00416496-0.00173673j 0.000468638+0.00281325j 0.00197871+0.00242962j 0.00191952+0.000682425j -0.00388062+0.00116445j 0.00390083+0.00397928j 0.0033457-0.00688198j 0.00707985+0.00377977j -4.5018e-05+0.00629462j -0.021988-0.00190294j -0.0109896+0.014808j -0.00383254-0.00481955j -0.00221061-0.00153084j 0.0221003+0.0216851j -0.0347742-0.0104996j -0.00275948-0.029811j 0.0132465+0.00282106j -0.0317669-0.0404389j -0.00703612-0.00919476j 0.0122666+0.0130547j 0.0109009-0.00247639j 0.000559814-0.0080519j 0.00349422-0.000800603j -0.00268853-0.00043221j 0.00482157+0.0113911j 0.000482784+0.000309692j -4.24857e-05+0.00345828j -0.00092122-0.0029994j 0.00309069+0.00167933j 0.000607319+0.000163866j -0.00660608-0.000191174j 0.00137156-0.004098j 0.00451871+0.00507209j -0.00536323-0.00491924j -0.00213599-0.000166174j 0.0026701-0.0016019j 0.00288038-0.00404321j 0.0040591-0.00392844j -0.0047761+0.00732669j -0.00196193+0.00259597j -0.00725003-0.000390605j 0.00103113-0.00451071j -0.000521987+0.0010249j -0.00112948-0.00501467j 0.00184283-0.00142972j 0.00826116+0.00411677j -0.00190647+0.00477742j 0.00731391-0.000882388j 0.00148739-7.1204e-05j -0.00502222-0.00457157j -0.0152963+0.00474528j -0.0113271-0.00333043j -0.0175712+0.0129682j 0.000167291+0.0146877j 0.0148221-0.000151255j -0.0234574+0.0086721j -0.00477468+0.0071211j -0.0237259-0.00695549j 0.00710203+0.00756173j 
-0.00711445+0.00887055j -0.00588578-0.0116449j -0.000737101+0.00616493j 0.00654256-0.00329279j 0.00174491+0.00673004j 0.0106572+0.0041982j 0.00252269-0.0126179j -0.00162606-0.00397485j -0.00308237-0.00190062j 0.00687928-0.000718023j -0.00242098+0.0113657j -0.00584773+2.4285e-05j 0.00143511-3.84013e-05j -0.00284654+0.00606259j -0.00490675-0.00182031j -0.00241919-0.00649444j -0.00722437-0.00022548j -0.00218593+0.00237327j 0.00637343+0.000997536j 0.00674259+0.00488419j -0.000846341-0.00270201j 0.00599156-0.00972978j 0.00790687-0.0265532j 0.00731789-0.00680736j -0.00982488-0.0044564j 0.00682777+0.0147939j 0.00445894+0.0228732j 0.0582607-0.0138383j -0.012938+0.0166432j -0.0293178+0.00213461j 0.039049+0.0394334j -0.0074105-0.0615272j -0.0113805-0.00264116j -0.00564118-0.0169134j -0.00153929+0.00542789j 0.0103695+0.00747237j -0.00200919-0.0156977j -0.0064128-0.00111419j -0.00659828+0.00251548j -0.00304635-0.00156904j -0.000803796-0.0124299j -0.00325381+0.00213628j -0.00171903+0.000758987j 0.00407422+0.00325029j -0.000747922+0.00264491j -0.00378135+0.00456635j -0.0027358+0.00187727j 0.00818003+0.00403032j -0.000255978-0.00248706j 0.00579032-0.00198494j 0.00563128+0.00519846j -0.00443131+0.00168855j 0.00118406+0.00441537j 0.00408857-0.000486876j -0.00167827-0.00216308j 0.00148346-0.00342078j -0.00331765+0.00451509j -0.00713184-0.00981528j 0.00712217-0.00495924j -0.00633645-0.00309048j 0.0129011+0.00123199j -0.00275584+0.00424367j 0.00680036+0.00981493j -0.00323973+0.00520104j -0.0207166-0.00137065j -0.000471791-0.0261568j 0.00858677-0.0147842j 0.00841738-0.0238675j 0.00496239-0.0130842j 0.000366356+0.00981427j -0.000483264-0.00904917j -0.0139662-0.0045963j 
0.000128574-0.00261967j 0.00653877-0.0154114j -0.00677655+0.0181441j 0.00475455-0.0178557j 0.00269986-0.0162768j 0.00198717+0.00717427j 0.000983375-0.014315j -0.00254593+0.0024071j -0.0017493-0.0153989j -0.000976072-0.017646j 0.00111644-0.00412984j -0.00132436+0.00475385j -0.00409382-0.0122523j -0.00159951-0.0033444j -0.00384672-0.0109696j -0.00241736+0.00431157j -0.00527383+0.00261777j 0.00686799+0.0261807j -0.00815841+0.00599542j -0.00997668-0.00634173j 0.00134825-0.0194551j -0.00425817+0.00663399j -0.000902634-0.0138354j 0.00168067+0.0140102j 0.0163914+0.0229336j 0.0249225+0.0439204j 0.00339199+0.0130052j -0.0168453-0.00910547j 0.00633721-0.00911417j 0.0122071+0.0128354j -0.000412345+0.0255745j 0.0115891+0.013475j -0.00380228-0.00685897j 0.000787823-0.0196511j -0.00189622-0.0181616j 0.000232249+0.0179048j -0.002048-0.00761426j -0.000941742+0.000957411j -0.000288756+0.00359555j -0.00630816-0.00600657j -0.0027099-0.00117134j 0.00065477-0.00157271j 0.00117429-0.000121617j -0.00203673-0.000350785j -0.00790967-0.00122177j -0.00014474-0.00356673j 0.00749346+0.00109977j -0.00156414-0.00265284j -0.00295578+0.00268318j -0.00930858+0.00115047j -0.00478373+0.015059j 1.8654e-05+0.00291564j 0.00496136+0.00518516j 0.00465768+0.00340885j -0.00293672+0.0046608j -0.0165118+0.0042773j -0.0218505+0.00263741j -0.0103639+0.0125079j -0.00945065-0.00457684j 0.0294152-0.00987373j 0.00473168-0.00674292j -0.0266375-0.00679552j -0.0143614-0.0229218j 0.00320225+0.00168948j 0.0119738+0.00412826j 0.026236-0.00549123j 0.00472974-0.00378135j -0.00777976+0.00111457j 0.00192699+0.00661229j -0.000133241+0.0198571j 0.00371527-0.00293941j 0.0104102+0.000115783j 
-0.00324433+0.00456959j 0.00770504+0.0033273j -0.00373181-0.0206086j 0.00202171+0.0112418j -0.00145362+0.0137784j -0.00328731+0.00965116j 0.00354197+0.00336644j 0.00286286-0.00456794j -6.76325e-05+0.00228331j 0.00237988+0.010609j -0.00557259+0.00857941j -0.00153035+0.000240231j -0.0036326+0.0124488j -0.00458298+0.00941078j 0.00171311-0.00483731j -0.0017215-0.00176019j -0.000753773-0.00169299j 0.000205998-0.0146487j 0.00543545+0.00953739j 0.00890253+0.000971651j -0.0173212+0.0144184j -0.0109006+0.00104025j 0.0107775-0.0275749j -0.0276722+0.0113634j 0.0145604-0.0158168j 0.00940795+0.00671505j -0.025867+0.0120897j -0.030344-0.0210309j 0.0272633+0.0046574j 0.00109043+0.0225345j -0.00752022+0.0213085j 0.0241542-0.0048726j 0.00198581+0.00989559j 0.00723769+0.0145802j -0.00168134+0.010147j -0.00500309+0.0119707j 0.00964281-0.000555803j 0.000234948-0.00441751j -0.00242769-0.000586958j 0.00272876+0.000912588j 0.00845128-0.00762212j -0.00296194+0.0026801j -0.00242004+0.00524924j 0.00483001-0.00821719j 0.00233847+0.00910038j -0.00514761-0.000175735j -0.00282981+0.000372322j 0.00150599+0.00301543j -0.00299365+0.00156262j -0.000702611+0.000508159j -0.00248304+0.00231275j -0.00246163-0.00485922j -0.00520147-0.003107j 0.0117022-0.00733139j 0.000240535-0.00152036j 0.0115998-0.00272063j 0.00490206+0.00104037j 0.00768324-0.000523021j -0.00775851-0.000661931j -0.0190718+0.000956224j -0.0108859+0.0145727j -0.00142615-0.0110865j 0.0163225-0.0169672j 0.00642032-0.0162115j 0.00607895-0.0277457j 0.00830095-0.00178772j 0.00629693-0.0028308j -0.000503045+0.0124366j -0.00135546-0.012232j 0.0040122+0.0129261j 0.00911067+0.000138024j 0.00421948+0.000550587j 
-0.00194414-0.00313136j 0.00409838+0.00527129j -0.00141482-0.0103266j 0.00817639+0.016877j 0.00962051+0.0156604j -0.000735127-0.000993221j -0.000981906+0.00972885j -0.00848319-0.0152104j 0.00912391+0.00915218j 0.00696569+0.017387j 0.00812451-0.00513484j 0.00131058-0.00124276j 0.00465686+0.0123223j 0.0102087+0.00130928j -0.00741273-0.00649608j 0.00573653-0.00717369j 0.00605756-0.0134948j -0.00208126-0.0318076j -0.0238342-0.000652388j -0.0031522+0.0107186j 0.0134177+0.0208871j -0.00822899-0.0022937j -0.000964441-0.00834157j -0.0324843-0.0196591j 0.0136658-0.00922739j -0.0268271-0.0172145j -0.0504291-0.00504141j 0.0308299+0.0200904j 0.0141613+0.00376774j -0.0217296-0.0056072j 0.00651542-0.0166051j 0.00236616-0.0121053j -0.0085223+0.00214299j 0.00900502+0.0118465j 0.00829502+0.0056103j 0.001734-0.00358398j -0.000495615+0.00721532j -0.00906981-0.000979571j 0.00385053-0.00245003j 0.00242684+0.0101805j 0.000901173+0.00444997j -0.000864846+0.00333945j 0.00314437+0.00205054j -0.000841747-0.00547299j 0.00622295-0.000508351j -0.00483254+0.00272773j 0.00573994-0.0178395j 0.00155391+0.00353311j -0.00374555+0.00695259j -0.000166544+0.0132949j -0.000225944+0.0107207j 0.0101463-0.000738637j -0.00177713-0.0091893j -0.00178871-0.00776851j -0.000135906+0.0023784j -0.00973594+0.0176412j -0.00136792-0.00404438j -0.00402818+0.00228754j -0.00234904+0.0161202j 0.00942292-0.0134008j -0.00381063+0.0129631j -0.0263301+0.00784254j -0.0366109-0.00262972j -0.00174519-0.00558574j 0.00424751-0.0100888j 0.00876378-0.0051276j -0.0144756+0.00579638j 0.00492476+0.0019873j -0.0147753-0.00793075j -0.0100919-0.00512442j 0.000130027+0.00129268j -0.0010208+0.00141711j 
-0.00648573+0.00393555j 0.000848594+0.0125642j 0.00304837-0.0184818j 0.00668613+0.0101642j 0.00549272+0.00545108j -0.00917901-0.00391816j 0.00980538+0.0208579j -0.00472044+0.00723542j 0.00424711+0.010576j 0.00419225+0.0224348j -0.00485423-0.00287945j 0.00190933-0.0121072j 0.00621213+0.009337j -0.00428425-0.0115468j 0.00495238+0.0123579j 0.0036733-0.0144276j -0.00992645-0.0130175j -0.00591665-0.0164664j 0.0105531-0.00730232j 0.00402422-0.00483963j 0.0160289+0.0166053j -0.00390133+0.00444444j 0.00877196+0.0276201j -0.0149522-0.00482984j -0.0221001-0.00302808j -0.0343838+0.0314896j -0.0260568+0.00866595j 4.70779e-06+0.0126716j 0.0253255+0.00658792j -0.00760755-0.00987898j 0.00780455-0.0114266j 0.0127697-0.0176778j -0.00674969+0.019066j 0.00507957+0.0134853j 0.00395068+0.006713j -0.00839614-0.00447733j 0.0131625+0.00517601j -0.00443028+0.00423204j 0.0008427-0.00116111j 0.00860712+0.000849743j 0.00838761+0.00512576j -0.00484691-0.00953756j 0.00301202-0.00149755j -0.00190942+0.00641837j 0.000813438+0.00216293j -0.00735095-0.00402778j -0.00452652+0.00453701j 0.00261704+0.000589678j 0.00283272-0.00730819j 0.00593176-0.00536095j -0.00145877-0.00178218j 0.000737913+0.00288842j -0.00388496+0.00722949j -0.0102803+0.0152947j -0.0169498-0.00366088j 0.00477533-0.0178118j -0.00897125-0.00287152j -0.0257439-0.0015796j 0.00553759-0.0106595j 0.0317328+0.00497343j 0.0154122-0.000676288j 0.000372867-0.0116491j -0.0119248+0.00158039j -0.0010458+0.000889321j 0.00406346-0.00462594j -0.00404355+0.0185988j 0.0263868+0.0174879j 0.00968042-0.00504975j -0.0053112-0.00535868j 0.00465259+0.00358541j 0.00736264-0.000925355j -0.00624693-0.00560973j 
0.000638753+0.00722087j 0.00705917+0.00633106j -0.010209-0.00823239j 0.0102548+0.00829405j 0.00727486+0.0140532j 0.000507432-0.00569995j -0.0005666-0.00242576j 0.0049647-0.00924041j 0.00603397+0.00959217j 0.000986175+0.00115047j 0.0111958+0.00765253j 0.00155171+0.00432207j 0.0068923+0.00320224j 0.0078298+0.01379j 0.00412159-0.00351863j 0.00402848+0.00784702j 0.00813696+0.0127178j -0.00393159+0.00818464j -0.00718321-0.0178126j -0.00855776-0.0102173j 0.0177406+0.0121954j -0.0098326-0.020758j -0.0169068-0.0404422j -0.0250643-0.0409501j -0.0032452+0.0114813j -0.00573485-0.0121357j 0.00808395-0.0310869j -0.0432348-0.0258524j 0.00789208+0.0549753j 0.0465438+0.00821802j -0.01944+0.0161174j 0.0296345-0.0272563j 0.00793895-0.00592302j 0.0219473+0.0017073j 0.00742639+0.0115191j -0.000395994-0.00469048j 0.000836474-0.0117848j 0.00416838-0.00584938j 0.00552474+0.00674383j 0.00269523-0.00224356j -0.00213521-0.00159851j 0.00521905+0.00851528j 0.00424304+0.00429565j -0.00675147+0.000897509j 0.00502892+0.00553983j 0.00439792+0.00391915j 0.00324383+0.0100852j -0.00729819-0.0065217j 0.00121476-0.00273896j -0.0030468-0.00372631j 0.00121439-0.00250503j 0.000319086+0.00528782j 0.000511977+0.000529823j -0.0140636-0.00396715j -0.00273664+0.00425641j -0.0127497-0.00630993j 0.00137325+0.00513102j 0.00129847+0.00534868j -0.00154525-0.00395027j 0.0204328+0.000588331j 0.00527392-0.0108427j -0.00252454+0.00594347j -0.0164419-0.00578589j -0.00651118+0.00652552j -0.0102323+0.0124075j 0.0129163+0.0153569j 0.0068189-0.0111368j 0.00718774+0.000181749j 0.00817741-0.00393689j 0.005299+0.00201626j 0.01135+0.0142342j 0.00622861-0.00986091j 
0.00413104+0.00343683j -0.00565146+0.00616851j 0.00296748-0.00785785j -0.00763358-0.00328527j -0.00346971-0.0091194j -0.00588404-0.00599695j -0.00588673+0.0172576j 0.000985665+0.0187194j -0.00936654+0.00124974j -0.00965301+0.00983778j -0.00582373-0.00877736j 0.00889923-0.00389892j -0.00510023+0.00854103j 0.00355295-0.0195367j -0.00999101+0.0265321j 0.00187951-0.00777221j 0.00035277-0.0036653j 0.0141139-0.00148835j 0.00598233+0.0182205j -0.0037403-0.00692096j -0.0150287-0.0068411j -0.0051344-0.000214511j -0.0319854+0.0190672j 0.00816443+0.019341j 0.0167444-0.00295139j 0.00284456+0.0537105j 0.0188558+0.0294303j -0.0318286-0.0220688j -0.0174563+0.0158862j 0.0363859+0.0178853j -0.00602102+0.0167404j 0.0193959-0.0268444j 0.00491638+0.0176139j -0.000221073-0.00834012j -0.000259773-0.00746502j -0.00400599-0.012164j 0.000623609+0.0140303j 0.00685463+0.0111461j 0.00375392-0.0127849j 0.000629374+0.0103597j 5.70683e-05+0.00459482j -0.00210689-0.00466509j -0.000368357+0.00118846j -0.00539878+0.000963767j -0.00127544-0.00415545j 0.00197145-0.00430861j 0.00154437-0.0141874j -0.00250328+0.00871562j -0.00234605+0.00643852j -0.00226511+0.00760628j -0.00333657+0.00108209j 0.00663527-0.00088188j -0.00294969-0.00385574j 0.00109598+0.0057416j 0.00491741-0.00365936j 0.00837951+0.00873276j 0.00516296-0.0117858j 0.0114801-0.0177505j -0.00738384+0.00728717j -0.000932189-0.00184834j -0.0230918+0.0113179j -0.00295605+0.0085962j -0.00641318+0.012818j 0.00822882+0.00039308j 0.0229631-0.00324455j 0.00475526+0.0170993j -0.0164999+0.0196618j 0.00602584-0.0106809j 0.0165394+0.00488856j 0.00216653+0.0183978j -0.00026712+0.00845121j 0.0053229-0.0042232j 
