0.043495-0.0637002j 0.0116251-0.0847226j 0.142529+0.0700517j 0.0829942+0.107312j -0.00334734-0.0107854j -0.0502482-0.202805j -0.0535983+0.0968867j 0.0520463+0.145724j -0.0100522+0.015191j -0.0599829+0.0286475j 0.00591485+0.00836335j -0.0901244+0.18109j -0.0577012+0.190429j -0.11849+0.0302323j 0.0466495-0.217232j 0.0537397-0.148165j -0.105745-0.02798j 0.00192431-0.0143084j 0.175257+0.120921j 0.152425+0.00624521j 0.0598451+0.0230146j -0.259054+0.0616422j -0.0559592+0.067192j 0.072757-0.0328579j 0.0941121+0.111104j -0.176703-0.127483j 0.253278-0.222017j -0.0931006+0.0187324j 0.0274431-0.233755j -0.00658298+0.0488339j -0.0305175+0.0315265j -0.036323-0.0426609j -0.0321287+0.0331577j 0.00320797-0.0161076j -0.0312763+0.01348j -0.0346111-0.0254006j 0.006059-0.0141672j 0.00570327-0.0154864j -0.0355072-0.00406889j 0.0103369+0.0328614j 0.0153125-0.0203338j -0.0218855-0.0064236j -0.00716572+0.0202861j 0.0253019+0.0208946j 0.056201+0.0312762j 0.0138247-0.0174883j -0.0136527-0.0130415j 0.00249768-0.00444348j -0.00300956+0.000581112j 0.0236814-0.0486955j -0.0212075+0.0581711j 0.0800318-0.0302243j -0.039975+0.00780961j 0.0579951+0.0296181j 0.0110188+0.067038j 0.0353944-0.0206173j 0.00100486-0.0653568j -0.0122044-0.00109522j -0.0434666-0.00374977j -0.0235463-0.016279j 0.0124386-0.0125925j 0.0171453-0.0360117j 0.0241362-0.036451j 0.00877052+0.00556574j -0.080197-0.0236047j -0.055533+0.0641192j 0.0752231+0.00596872j -0.0381768+0.122075j 0.0751067-0.072125j 
-0.000437947-0.000851083j 0.00526566+0.0077176j -0.00685347+0.00493244j -0.00606279-0.00594934j 0.00504588+0.00240109j -0.00258712+0.00401545j -0.00126369+0.00190076j 0.00091132-0.00405985j -0.00261148-0.00150649j 0.00644478-0.0083233j -0.00434266+0.00812724j -0.00167865+0.00370302j 0.00634265+0.00735371j -0.00229986+0.000968027j 0.0185086-0.000971617j -0.0157371-0.00885422j 0.0073994+0.00891915j 0.00457292-0.0013911j -0.0125266-0.0085956j 0.00127021-0.0112205j 0.005249+0.00226382j 0.00197619+0.00218335j 0.000761795-0.00359608j 0.000349828-0.00421234j -0.00679848-0.0010279j -0.00267853-0.000222554j 0.00208634-0.000288745j 4.11195e-06-0.00111836j 0.00272328+0.000435859j 0.00204364+0.00353588j 0.00491846+0.00574903j -0.00415267-0.000422551j 0.0042527+0.000564977j 0.000791645+0.000462459j 0.00130342-0.00242644j 0.00691408+0.0113084j -0.00255662+1.46669e-05j 0.000819866-0.0028943j -0.00121772-0.00070088j -0.00810279+0.00613748j -0.0121225-0.00635809j 0.00179367-0.00458603j 0.00504907-0.00545251j -0.00665545-0.00481233j 0.00902828-0.000645191j -0.00753299-0.00339999j 0.00583112-0.00314854j -0.00760542+0.0119949j -0.0127581+0.00190805j -0.00195785-0.00151398j 0.0068872+0.00481309j 0.00380245-0.0110491j 0.00252881+0.0022056j 0.00704751+0.00200767j -0.00226827+0.00262691j 0.00029604-0.00166584j 0.0086519+0.00827265j 0.00550012+0.00265159j 0.000572882-0.0124493j 0.000292654-0.00295787j 0.0172144-0.00533034j -0.00330688+0.00104466j 0.00249483-0.00466633j 0.000464805+0.00278692j 0.00367232-0.00100109j 0.0018275-0.000466195j 0.00292887+0.00193285j 0.00226399-0.00315065j -0.00332125-0.00223252j 
-0.000705815-0.0027672j -0.000418837-0.000898063j -0.00177069-0.0150857j 0.00806034+0.00403831j -0.00780097+0.00104492j 0.00703762+0.000651849j -0.000149315+0.00874722j 0.00442479-0.00731387j 0.00256871+0.00164714j 0.011233+0.000126356j -0.00633683+0.000662847j 0.0109368-0.0108311j -0.0048381-0.00311216j 0.00872049+0.00207725j 0.00512299-0.0131714j -0.00606713-0.00152493j -0.000243963+0.00247352j 0.00469413+0.00736641j -0.00216367-0.00309551j -0.000222095+0.000804999j 0.00236749-0.00101893j -0.00607834-0.00251803j -0.000765277-0.00176735j -0.00871525-0.00297557j 0.00325707-0.0061021j -0.000755632-0.00738648j 0.000558302-0.000442879j -0.00172715+0.000265664j 0.00750403-0.00771436j 0.00386119+0.00548979j 0.00528785-7.57038e-05j 0.000899393-0.00164463j 0.00418889+0.000409422j 0.000628531+0.00170619j -0.000217121+0.00324553j -0.00162891-6.64456e-05j 0.00152279-0.0027349j -0.00146476-0.00525386j -0.00749688-0.013322j 0.00533575-0.00176435j 0.00255547+0.000483479j -0.00158543-0.0012045j -0.00234766+0.00387276j 0.00217332-0.00271893j -0.00314551-0.00171598j 0.00536869+0.00612543j 0.0113821-0.001341j 0.0144212+0.00449236j -0.00525218+0.00918541j -0.00541186+0.0047083j 0.00411634-0.013927j 0.00866511+0.00191081j 0.00313303+0.00601771j 0.000271019+0.000920458j 0.00620502-7.94267e-05j 0.00264157-9.7626e-05j 0.00538655-0.00260201j 0.00119171+0.00102882j 0.00215328+0.00455921j 0.00629498+0.007577j -0.00271503-0.005107j -6.70025e-05+0.00151442j -0.00184267+0.00442838j 0.00134592+0.00471147j 0.00184575-0.00143097j 0.000351548+0.000635476j 0.00176547-0.00147462j -0.000442247+0.000612663j 0.00159507-0.00255737j 
0.00792394+0.00589209j -0.00589954-0.00386872j 0.0029311-0.0143807j 0.0109139+0.00713915j -0.0075275-0.00700481j -0.00204445+0.000111715j 0.00773713-0.00205108j 0.00260993-0.00375584j 0.00750612+0.00298714j 0.00364612-0.0112998j -0.00258129+0.00233578j -0.000804688-0.00519516j -0.000175157-0.00678863j 0.0125393+0.00247691j 0.00119559-0.010201j -0.0106435+0.00731622j -0.000400703+0.00242677j -0.0110639+0.00552765j -0.00687252+0.00486536j -0.00453623+0.00750641j 0.00702667-0.00241075j -0.00674797+0.00540776j -0.00358552-0.00386419j 0.00199241+0.00716715j 0.00338495+0.00928814j 0.00254673-0.00558827j -0.00151903+0.000371079j 0.00491873-0.00385778j -0.00376589+0.00431597j -0.00307854-0.00378998j -0.00634291-0.00619886j 0.00295471+0.000476732j 0.000855549-0.00224131j -0.000288809+0.00204758j 0.00285559+0.00549686j 0.00190702-0.00441065j 0.00760755-0.000872908j 0.00779583+0.000149114j 0.006409-0.00259369j 0.00269775+0.0041671j -0.0021954+0.00739247j 0.00648899-0.00488034j -0.00267299+0.000925304j -0.00622152+0.00307989j -0.00511105-0.0012966j 0.000328645+0.0141282j -0.0075827-5.77835e-05j -0.00305934-0.00311848j 0.00828059-0.000157308j 0.000153441+0.00414459j 0.00745943+0.00710305j -0.0119569-0.00706946j -0.00390386-0.00960422j -0.00199074-0.000337709j -0.00459848-0.000709536j -0.00952892+0.00140597j -0.00715858+0.00351918j -0.00166617-0.00917955j 0.0055949-0.00461163j 0.00174697+0.000763512j -0.000960654+0.00787769j -0.00687005-0.000586443j 0.000235635+0.0026934j -0.00430839-0.00880217j -0.00110124-0.00422557j 0.0001783-0.000728963j -0.00276368-0.0055661j 0.00375387-0.00168832j 0.0030583+0.000940586j 
-0.00421882+0.000812018j 0.00153988-0.00412172j 0.00557406+0.00156435j -0.00407328+0.00223573j 0.000220654-0.000918047j 0.00103551-0.000736024j -0.00916597+0.00408346j 0.0187121+0.0173893j -0.00501357+0.00550246j -0.00586266+0.0134348j 0.00246248+0.00692285j 0.00281944+0.00514138j 0.00339822-0.0155556j -0.0152326+0.00505614j -0.000500427-0.00271437j -0.000126686-0.00681465j 0.00108599-0.0054186j -0.00603905-0.00745219j -0.0137064-0.0112402j 0.00122247+0.00633939j 0.0019713-0.0024853j -0.00136257+0.000481781j -0.00312078-0.00640497j -0.00161842-0.0035842j -0.00211764-0.00632114j 0.00239129+0.0021643j -0.00249884+0.00422854j 0.000150423+0.00199575j -0.00339483+0.000748315j 0.0023096+0.00207673j -0.00477196+0.00495165j -0.00250349-0.00163042j -0.00286509+0.00458127j 0.00249067-0.00348477j -0.00237061+0.00176751j 0.00166968+0.00274467j -0.000977905+0.00489732j -0.00869793+7.63405e-05j 0.0128544+0.0113695j 0.00097326-0.00609902j 0.00722204-0.00160203j -0.00304056-0.00138686j -0.00440553-0.00455069j 0.00332312+0.00102288j -0.000149514+6.50475e-05j 0.00169726+0.000760134j 0.000584245+0.011157j -0.00753018-0.00158702j 0.00529954-0.00381366j -0.00236419-0.00284005j 0.00467506+0.00111731j -0.00188522+0.00482568j -0.00315128-0.00109341j 0.00283007-0.00014915j -0.000920368-0.00433493j 0.0034592+0.00225411j 0.000590835-0.000826494j -0.00289755+0.00288065j -0.000978751+0.00557019j -0.00270381-0.000751189j 0.00077912+0.00151185j -0.000934776-0.000648706j 0.0014311+0.000346985j 0.00168805-0.00609208j -0.000583314+0.000318969j 0.00158087-0.00317996j -0.00033307+0.00152994j 0.0022368-0.00224232j -0.000980571+1.35222e-05j 
0.00154493-0.0039826j 0.00479164+0.00738417j -0.00225517-0.000592023j -0.00292227-0.00753097j -0.00872551-0.00453302j -0.00350307-0.00617462j 0.00527529+0.00516653j 0.00793882+0.00218715j 0.00177061-0.00634232j 0.0077015+0.00403001j 0.0051036-0.0117316j 0.00644085-0.00417692j 0.00534772+0.0138612j 0.00994639-0.0071426j -0.0119449+0.00648405j -0.00835805-0.0044127j -0.00629189+0.00898546j -0.000716837-0.0027786j 0.00710799-0.00188202j 0.00363944+0.00649608j 0.00135964-0.00356066j -0.0047025-0.00225879j 0.00236806-0.00249704j 0.00192557+0.0022374j -0.00196327+0.00114704j 0.000390232-0.00780258j -0.000831586+0.000162089j 0.000926121-0.00234485j 0.00131504-0.0010667j -0.000990955+0.00196925j 0.00218931+0.00456042j 0.00365439-0.00130102j 0.000515754+0.00105319j -0.000957417-0.00307355j 0.00324666-0.00389258j -0.000740433+0.00642013j 0.00369503+0.0021755j -0.00158331-0.0029268j -0.00455342+0.0122151j -0.00121425+0.0029428j -0.00285568-0.000418255j 0.0101527+0.00086283j 0.00359076-0.0122178j -0.0137-0.00217593j 0.0109915-0.000384914j -0.0121192+0.0159278j -0.00206877+0.00986901j 0.000883363+0.00793887j -0.0112374-0.00217229j -0.00276292-0.00445008j 0.00824555+0.00430894j -0.000156512-0.0050307j -0.000475425+0.00453252j -0.00421595+0.00621851j 0.00155775-0.0047136j 0.00143438+6.85131e-05j 0.00466126+0.00131123j 0.00172622-0.000578728j 0.000514181-0.00726824j -0.00424083-0.00601505j 0.00322699+0.00737034j -0.00301036-0.00175454j 0.00288511-0.00515985j -0.00285293+0.00600305j 0.00184717+0.000385794j 0.00230592-0.00252983j 0.00346293+0.00252804j 0.00130594-0.00497541j -0.00323006+0.00191288j 
0.000592875-0.00250451j 0.00100334-0.000377339j -0.00706991-0.00216314j 0.00277172-0.00278093j -0.00258275-0.00845024j 0.00944713+0.00241649j 0.0071169+0.00343868j 0.000723988+0.00273843j -0.00193232-0.00507753j -0.00543906+0.00895416j -0.000865973+0.0127881j 0.000729271-0.000876323j -0.0077269-0.0057586j -0.00990648+0.00631373j -0.00770943-0.000676828j 0.00884159-0.00164181j -0.00287627-0.00602193j 0.00358532-0.00693479j -0.00362885-6.60427e-05j -0.000828354+0.000827846j -0.00066929-0.00329504j 0.00239946-0.00503527j 0.00241195-0.00187843j 0.00391187+0.00103421j -0.00244162-0.00379976j 0.000201066-0.00273595j -0.00223414-0.000586585j -0.00259424-0.00147882j 0.00192784-0.00462244j -0.000971759-0.000499465j 0.000585067+0.00153176j -0.000818758-0.002766j -0.00540616-0.000531412j 0.00147759+8.27925e-05j 0.000275016+0.00141915j -0.00712609+0.00732853j -0.00760064+0.00139955j 0.0080905-0.00609716j -0.00345345-0.00915665j -0.00805348+0.00478272j -0.00465622-0.00449284j 0.0148882-0.00202158j -0.00619822+0.000673926j -0.0122718-0.00401763j 0.0113834-0.000868581j -0.00237544+0.0211172j -0.000555296-0.0111993j -0.00022859+0.00791434j -3.85707e-05-0.00845674j -0.00263979-0.00577426j -0.00440967+0.00990163j -0.0107554+0.00394759j 0.0106755+0.0155322j -0.0060915+0.00740685j 0.0067704+0.00837048j -0.00118824-0.00218048j 0.0030763-0.00446692j 0.000592118-0.00178889j -0.00207338-0.00136807j -0.00241188+0.0067714j -0.000633446+0.0023944j -0.000828347-0.00361919j 0.00317097-0.00264263j 0.00571226+0.00256994j 0.00390472+0.00231668j -0.00239239-0.00084294j 0.00860428+0.00229784j -0.00270362+0.00107066j -0.000164062+0.000861142j 
-0.00326721-0.00297073j 0.00138868+0.00155471j -0.00138691-0.0010386j -0.00471819-0.00210491j -0.00255533-0.00569976j 0.00199662-0.00663343j 0.00153424-0.00714199j 0.000371284+0.00181614j 0.00511842+0.00368471j -0.0139984+0.00491199j -0.00132166+0.00177243j -0.00367643+0.0108308j -0.000452568+0.00643636j 0.00815361+0.00114511j 0.00627048+0.000398247j 0.00859341-0.00497016j -0.00799779+0.00380621j 0.00575266+0.00607721j 0.002719-0.00805876j -0.000804976+0.00820881j -0.00883206+0.000436958j 0.00221871+0.0047041j 0.00223151+0.00293938j 0.00520951-0.00074757j 0.00151679-0.00110652j 7.27987e-05-0.000303768j 0.000281006-0.00299028j 0.000107103+0.000738935j 0.00318276-0.0016334j -0.00167121-0.00154075j 0.00246342-0.000407406j -0.0030108+0.0019988j -0.000730447+0.000636902j 0.000481966-0.00565501j -0.00500624+0.00419124j 0.00818844+0.00708726j -0.000933545+0.00444283j 0.00720124-0.00770311j -0.0134241-0.01695j -0.00408301+0.0190779j -0.0142535-0.00574703j 0.000901896+0.00121582j 0.00264429+0.0129456j -0.0030922+0.000425652j 0.00842835-0.000724474j 0.00298495+0.00255768j -0.00549296-0.0110432j 0.00994382-0.00307751j -0.00831359+0.00145409j 0.000997011-0.00392285j -0.0141397+0.0010054j -0.00607211+0.0020452j 0.00536121+0.00340855j 0.00794152+0.00443244j 0.00211383+0.00839161j -0.00261909-0.00308399j -0.0035085-0.00395115j 0.00519184-0.000122438j -0.00256556-0.00131556j 0.00705559+0.00409828j 0.00205789-0.00365581j -0.00258629-6.01601e-05j 0.00155878-0.000542432j 0.00170056+6.34587e-05j -0.000430973+0.000307024j -0.00122614+0.00191662j -0.00169658+0.00177439j -0.00175441+0.0023417j -0.00115767+0.00184392j 
-0.000603618-0.00130309j -0.00645082-0.00123199j 0.00637463+0.018337j -0.00787193+0.00772897j 0.0148576-0.00554111j 0.00638394+0.0147034j -7.26867e-05+0.00187413j 0.0054095-0.00860255j -0.00615612-0.00294017j -0.0134238-0.0180029j -0.00780511-0.0102292j -0.00787308-0.00360785j 0.00235647+0.0107547j 0.00660457-0.00176453j -0.0123284-0.00803648j -0.00599592+0.0108921j -0.00933299-0.00287461j 0.00188697-0.00264585j 0.0100203-0.00169015j 0.00701794+0.00458626j -0.00263559-0.00500195j 0.00748469-0.00100071j -0.00119145-9.37249e-05j -0.000438234+0.00122559j -0.000640282-0.0029745j -0.000912055-0.00280731j 0.00257484+0.00581584j 0.00369066+0.00316024j -0.00180517+0.00573756j 0.000738135-0.00347179j 0.0012062+0.00050338j -0.00578224-0.00593986j -0.0054545+0.00271577j 0.00592706-0.00230047j 0.00154402+0.000726063j -0.0013568+0.00617036j 0.000247686+0.00717109j -0.0108109+0.000234204j -0.000300234+0.00400382j -0.00395004-0.00744122j 0.0044694-0.00443368j 0.00370258+0.001143j 0.00285555-0.00654323j -0.00705854-0.0104386j 0.00377006+0.000446768j -0.00655562+0.0071938j -0.00190267+0.0034863j -0.00183763+0.00655466j 0.00430326-0.00727377j -0.00574627-0.00259848j 0.00546837+0.00147791j 0.00297564-0.000637271j 0.00572236-0.00159931j -0.00176674-0.00111147j -0.00302772-0.00263495j 0.000990187-0.00136494j 0.000344108+0.000563723j -0.000664297+0.00124488j -3.77083e-05+0.000297446j -0.000554536+0.000494641j 0.00046543+0.00361709j -0.00310999-0.00193109j 0.00305269-0.00364274j 0.00304081-0.00467971j 0.00173617+0.000654727j 0.00200563-0.00168571j 0.0019587+0.00323644j 0.00121263-0.00174068j -0.00238563+0.00408002j 
-0.000551556-0.00144278j -0.00040678+0.000824224j 0.00739839+0.0015053j 0.00718585+0.0104132j 0.0104971+0.00836285j 8.08674e-05-0.0142663j -0.00698192-0.00783061j -0.00597281+0.00480915j -0.00132+0.0110077j -0.000806378-0.0142159j 0.000815963+0.00180191j -0.011854-0.00674465j -0.0035906+0.00200516j 0.0115025+0.00282594j -0.00505338-0.00494705j -0.00528717-0.00407633j -0.00343703+0.00719004j -0.00472845+0.00414609j -0.00513286-0.00533158j 0.00233314-0.00317835j 0.00225709+0.00668539j -0.00889606+0.00281097j 0.00382969+0.000102873j 0.000847274+0.000282451j -0.000649762-0.00363865j -0.00388751+0.00301144j 0.000536197+0.000341295j -0.00100028-0.00533701j 0.00245839+0.00200475j 0.00160379+0.000541391j 0.00365194+0.00281449j 0.0042962+0.00922925j 0.00946493-0.000192112j -0.00493103+0.004081j -0.00412297-0.00642306j 0.00637444-0.000416867j 0.0121355+0.00392727j -0.0115068-0.00299096j -0.011749+0.0120693j 0.00815982+0.0120128j -0.00384278+0.00304639j -0.00227206+0.0144979j 0.0116603-0.0101772j -0.00191958+0.00722931j 0.0104367+0.00367494j -0.00733426+0.00360954j 0.00760992+0.0166437j 0.0093772-0.00607681j -0.00590437-0.00538151j 0.00357876-0.00533276j -0.00720025+0.00058996j 0.00326394-0.00352696j -0.00251293+0.00711187j -0.000988874-0.00462016j -0.00520694-0.000269104j -0.00240803+5.45301e-05j 0.000341551-0.00406463j -0.00554038+0.00379351j -0.000755485-0.0045972j -0.00312215-0.00394684j 0.00478359+0.00304694j 0.00316649-0.00400026j 0.00556794-0.00253466j -0.00437344+0.0039303j -0.00460719-0.00254853j -0.00117739+0.002406j 0.000611445-0.000455317j -0.0023889+0.000881596j -0.00172336+0.0021569j 
-0.011248-0.00490376j 0.00853161-0.00748587j -0.000518493-0.00488673j 0.00188287+0.00346968j 0.00377173+0.00178136j -0.00295033-0.0125069j 0.00302388-0.00687196j -0.00883574+0.000872466j 0.000297304-0.00446947j 0.00284077-0.00407636j -0.00574518-0.000694325j -0.00365098-0.0115568j -0.00185263-0.00302403j -0.00175076-0.00390234j -0.0142908+0.0057957j 0.00156415+0.000925487j 0.00473745+0.00249335j -0.00163269-0.00132304j 0.00484609+0.00718778j 0.0011147+0.000443373j -0.00505459+0.00652817j 0.0031721-0.00613922j 0.00498875-0.00208146j 0.00647463+0.0037162j -0.00487569-0.000341782j 0.00376612+0.00070973j -0.00325043+0.00065231j -0.0018173-0.0011392j -0.000888962-0.0013937j -0.00144222+0.00242003j 0.00135297+0.00700634j 0.00444537+0.00757698j 0.00467461+0.00342288j 0.000956413-0.00347722j -0.0014878+0.00660668j 0.00378273+0.000305933j 0.000334973+0.00517878j -0.00802719-0.00435485j 0.00772536-0.0077969j -0.000457007+7.72038e-05j -0.000591217-0.00455509j -0.00163301-0.000871347j -0.0110226+0.00720816j 0.00560331+0.00209067j 0.000717447-0.00174271j 0.0101597+0.0049628j 0.00622024+0.00603105j -0.0036549+0.00259969j 0.00129286-0.00796011j -0.00317801-0.00388945j 0.00203527+0.00567565j -0.00448861+0.0158822j 0.00792996+0.0121823j -0.00101837+0.00338023j 0.00430553+0.00273973j -0.000911387+0.000286333j 0.00371198-0.00367013j -0.00209214+0.00444268j 0.0004866+0.00879777j 0.00169781+0.00832923j 0.00360277+0.0012494j 0.00338116+0.000163274j 0.00176704+0.00286692j -0.00157694-0.00160696j -0.00172283-0.00175831j 0.0022656-0.00125132j -0.000215163+0.00169554j 0.000632583-0.00257993j -0.00245223-0.000471843j 
0.00418999-0.000916341j 0.00704227+0.000133968j 0.0109385-0.00116776j 0.0102368+0.0207671j 0.00407275+0.00879236j -0.00528903-0.00217482j -0.0165505-0.0103314j -0.00161024+0.012536j 0.000666532+0.00357564j 0.00275156+0.00781434j 0.00584005-0.000140699j -0.00157593-0.00760268j 0.00116412-0.0097578j -0.0110477+0.00198121j -0.00522207-0.00996513j 0.000877716-0.0121731j -0.00616786-0.00458483j -0.00429074-0.00730996j -0.00430612-0.000113199j 0.00114994-0.00306304j 0.00142977+0.00520794j 0.00305909-0.00576463j 0.00157071-8.74075e-06j 0.00265081-0.00262367j -0.00561724-0.00102277j -0.00794895-0.00330919j 0.00331289+0.0023463j -0.00142816-0.00617289j 0.000419323+0.00244329j -0.00316825+0.000304511j 0.00361308+0.000545099j 0.00011779+0.00439022j 0.0108166+0.000728364j 0.00901458+0.0042506j 0.00319919-0.00607446j -0.00674147-0.0026071j 0.000190463-0.00314309j 0.000501287-0.00589679j -0.0125643-0.00342733j 0.00355758-0.00266575j 0.00119914+0.00317828j 0.0172094-0.00282696j 0.00458921+0.0110379j -0.00149755-0.00463802j -0.00352097+0.00350604j -0.00402671+0.0166607j 0.000433073-0.00765745j 0.0041586+0.00480874j 0.00144291+0.00162111j -0.00188794+0.00254961j 0.00764224+0.00270647j -0.00305507+0.00415342j 0.0108235+0.0029504j -0.00433364+0.00411448j 0.00255475+0.00707105j -0.0048353-0.00379833j 0.00366986+0.000333858j 0.00329829-0.00320223j 0.0032116-0.00408264j 0.00173248+0.00495593j -0.00218831+0.00583634j -0.00115869+0.00042726j 0.000908388-0.00065185j -0.00321026+0.0021883j -0.00118176-0.00368027j 0.00233078+0.00377457j 0.00345465-0.000653395j -0.000689934+0.00333631j 0.00208848-0.000144376j 
0.00367778-0.00285376j -0.0124094+0.00373368j -0.00158187-0.00695197j 0.00902389+0.000364411j -0.00949791+0.00202645j 0.00378881+0.0069448j -0.000198645+0.0020742j -0.0039338-0.00421424j -0.000604271+0.00706092j -0.00576924+0.00442498j -0.000347605+0.00813759j 0.00920894+0.00414724j -0.00814426-0.00250167j 0.00202923+0.000591965j 0.00157569-0.00249971j 0.00635017+0.00294323j -0.00309897+0.00443343j 0.000180814+0.00830273j -0.00474187+0.0061347j -0.00493274-0.00575683j 0.00840438-0.00308098j -0.00165534+0.00251036j -0.00667871-0.00386918j -0.00226708+0.00130854j 0.00907741+0.000674351j 0.00368108-0.00228147j -0.00181572+0.00339153j 0.00178101+0.0045441j 0.00268746+0.00142101j -0.00232796-0.00410756j 0.00530191-0.00296491j 0.000317738+0.00532263j -0.00207206-0.00135651j -0.0058193+0.00345305j -0.00323921-0.00173004j 0.000568408+0.006779j -0.00037402+0.00396534j 0.00355871-0.00162488j 0.00242674+0.0033931j -0.00638831+0.00466977j -0.00719776-0.00117224j 0.0050465-0.00814567j 0.0139979+0.00379494j -0.00215031+0.00195408j 0.00123843-0.00231597j 0.0039137+0.000239575j -0.0101251-0.0102927j -0.00453691+0.00442562j -0.00508659-0.00328606j -0.00027007-0.00135199j -0.00319109+0.00907257j -0.00884608+0.00466822j 0.00358488+0.000620087j -0.0017146-0.00334293j 0.000877398+0.00437745j -0.00274992-0.000813016j -0.00366726+0.00174253j 0.0011525-0.00314333j -0.00336167-0.00331923j 0.0017617+0.00161944j 0.00376997+0.00196035j -0.00233406-0.000633438j 0.0021605-0.00240462j -0.000523427+0.00193597j -0.00116945-0.000261751j 0.000156524+2.31141e-05j -0.002586+0.00288168j -0.0015337-0.0014893j -0.00417267+0.00597429j 
0.00296427-0.00278676j -0.00235667+0.00482251j 0.00645584-0.00425464j 0.00493333+0.00794226j -0.00631583+0.00300876j -0.00795587+0.00396199j -0.00791234-0.00353894j -0.00255388-0.00205414j 0.00354255-0.000226124j -1.61141e-05+0.00770662j -0.000424092-0.0114796j 0.00974757-0.000364714j 0.00437552+0.000850564j 0.00268144-0.0100952j -0.00620302+0.000681252j 0.000823221-0.00126246j -0.00587744+0.00674646j -0.00142066+0.00150656j 0.00538376+0.00445434j -0.000723924+0.00133557j 0.00234077-0.00066534j 0.00339929-0.00158288j -0.00247275-0.00305982j -0.000603076+0.00145018j 0.00737985+0.00141206j -0.000798779-0.00249362j -0.000854711+0.00346383j 0.00262856+0.000875108j 0.00202344+0.00520548j -0.00614435+0.00223895j 0.00155621-0.00431209j -0.00152805-0.000880771j 0.00597358+0.0024373j -0.00349337-0.00209144j -0.00163128-0.00501923j 0.00214982+0.00326061j -0.000909137+0.00222132j 0.000721081-0.00587137j 0.0112159-0.00737857j -0.00560511+0.00197601j -0.0016559-0.00606145j -0.00540247+0.00217647j -0.00981113+0.00286171j 0.00912296-0.000516587j -0.00992268-0.000424783j 0.00320974-0.00476562j 0.00999435+0.000821777j -0.00337373+0.00151482j -0.001274+0.00166542j -0.00167274+0.0029856j 0.00793274-0.00664207j -0.00424952-0.000627788j -0.00592853-0.00121275j 0.00771787-0.00111014j -0.00332239-0.0024885j 0.0132699+0.00565132j 0.000245228+0.00223391j -0.00239614-0.0013952j 0.00581287+0.00196893j -0.00290972-0.000965782j 0.00965608-0.000493018j -0.000253197+0.000468387j -0.00334212+0.000750134j -0.00160472-0.000558386j 0.00422079+0.0029204j -0.000596666-0.00569687j -0.00527063-0.00120517j 0.00363942-0.0023884j -0.00238361-0.003549j 
0.00230241+0.0125531j -0.0104093+0.00519461j 0.00855259+0.00417407j 0.000618981-0.00412383j -0.00433908+0.000224861j -0.00461279-0.00335791j -0.00358988+0.00296734j -0.00803498+0.0124392j -0.00505698+0.00387134j -0.00646018+0.00829258j 0.00779952+0.00397988j -0.000386906+0.00635796j 0.00474487+0.00846547j 0.00406581-0.010045j -0.0026762+0.0067085j 0.00125347-0.00602805j 0.000466411-0.000431885j -0.00375193-0.00453864j 0.00186686-1.21785e-05j -0.00329414+0.00103167j 0.00662443+0.00242177j -0.000658243+0.0016808j -0.00498571-0.00222252j -0.00319373+0.000261248j -0.0018733+0.000993726j -0.0012249-0.0018271j 0.00387318+0.00309383j 0.00327323-2.21171e-05j -0.00332866+0.00327045j -0.000250208-0.00937569j 0.00560147-0.00350107j 0.0083374+0.000863816j 0.00326114-0.00859902j -0.000588466+0.00892148j -0.00322825+0.00948791j 0.00539565+0.00080123j 0.0125227-0.000781884j -0.00448545+0.00027545j 0.00333736-0.00135167j 0.00813664-0.000331159j 0.00165902+0.00229051j -0.00795876+0.00372034j 0.00546245-0.0135901j 0.00395436+0.00557915j 0.00775595+0.00171672j -0.0023539+0.00471743j 0.0106803+0.00499884j 0.0114797-0.00169078j -0.00348427+0.00319963j -0.00167746+0.00115056j 0.000478182-0.00635745j 0.000599922-0.00509926j 0.000527836+0.00408043j -0.00284346-0.00364373j -0.00139765-0.00480271j -0.00254944+0.000452046j -0.00227615-0.00518834j -0.00064066+6.16768e-06j 0.00240878+0.00212202j 0.00852668+0.00445755j 0.00114716+0.00656898j -0.00107477-0.00153621j 0.00241693+0.00588252j -0.00319867+0.000255002j -0.00316004-0.00795059j 0.00305736+0.00302254j -0.00213264-0.00253367j 0.0024378-0.0032536j -0.000464772+0.00342233j 
