0.043495-0.0637002j 0.0116251-0.0847226j 0.142529+0.0700517j 0.0829942+0.107312j -0.00334734-0.0107854j -0.0502482-0.202805j -0.0535983+0.0968867j 0.0520463+0.145724j -0.0100522+0.015191j -0.0599829+0.0286475j 0.00591485+0.00836335j -0.0901244+0.18109j -0.0577012+0.190429j -0.11849+0.0302323j 0.0466495-0.217232j 0.0537397-0.148165j -0.105745-0.02798j 0.00192431-0.0143084j 0.175257+0.120921j 0.152425+0.00624521j 0.0598451+0.0230146j -0.259054+0.0616422j -0.0559592+0.067192j 0.072757-0.0328579j 0.0941121+0.111104j -0.176703-0.127483j 0.253278-0.222017j -0.0931006+0.0187324j 0.0274431-0.233755j -0.00658298+0.0488339j -0.0305175+0.0315265j -0.036323-0.0426609j -0.0321287+0.0331577j 0.00320797-0.0161076j -0.0312763+0.01348j -0.0346111-0.0254006j 0.006059-0.0141672j 0.00570327-0.0154864j -0.0355072-0.00406889j 0.0103369+0.0328614j 0.0153125-0.0203338j -0.0218855-0.0064236j -0.00716572+0.0202861j 0.0253019+0.0208946j 0.056201+0.0312762j 0.0138247-0.0174883j -0.0136527-0.0130415j 0.00249768-0.00444348j -0.00300956+0.000581112j 0.0236814-0.0486955j -0.0212075+0.0581711j 0.0800318-0.0302243j -0.039975+0.00780961j 0.0579951+0.0296181j 0.0110188+0.067038j 0.0353944-0.0206173j 0.00100486-0.0653568j -0.0122044-0.00109522j -0.0434666-0.00374977j -0.0235463-0.016279j 0.0124386-0.0125925j 0.0171453-0.0360117j 0.0241362-0.036451j 0.00877052+0.00556574j -0.080197-0.0236047j -0.055533+0.0641192j 0.0752231+0.00596872j -0.0381768+0.122075j 0.0751067-0.072125j 
-0.00107471-0.041087j 0.0081376+0.0120803j 0.080916+0.00523347j 0.0132322+0.0569236j 0.0200601-0.0252654j -0.0204804-0.0562222j -0.0329908+0.0327694j 0.0355337+0.0482047j -0.0226549+0.00871809j -0.030308+0.000853996j -0.00385369+0.0198083j -0.0249957+0.0623869j -0.0333991+0.055385j -0.0308189-0.0176303j 0.0245457-0.105709j 0.0206505-0.0578728j -0.0915291-0.0195046j -0.00552041-0.023209j 0.0535469+0.0617117j 0.0477951+0.0351206j 0.0416386+0.00235398j -0.127571-0.00908444j 0.0191377+0.0400894j 0.0347942-0.0146174j 0.0260187+0.0461987j -0.106061-0.0476046j 0.078727-0.0924505j -0.0454914+0.0650747j -0.0342022-0.0661919j -0.0190107+0.0589234j -0.0340508+0.0878694j -0.0330357-0.0132226j 0.0986771+0.0855914j -0.0236817-0.0242908j 0.0128759+0.102206j 0.0416705+0.105372j -0.0376692-0.00934741j -0.00815922+0.00793826j 0.0134008+0.0924953j -0.0043232-0.0874091j -0.0301884+0.00535438j 0.020424-0.0131203j 0.0310813-0.021168j -0.0435697-0.0657787j -0.0280168-0.131152j -0.0508146+0.0669617j 0.0310751+0.0217938j -0.000130321-0.0668668j -0.00717605-0.00324744j -0.0469827+0.0866376j 0.0840596-0.155072j -0.103061+0.0544079j 0.0619298+0.0690516j -0.0338398-0.0592866j 0.038975-0.10441j -0.0497679+0.0746775j -0.0581301+0.105711j 0.0318571+0.0476624j 0.0944771-0.0012974j 0.0251595+0.00734091j 0.0550457-0.0169647j -0.0542958+0.0231093j -0.0676459+0.0589779j -0.0652866+0.0272657j 0.115875+0.00402173j 0.0429622-0.180362j -0.221809+0.0678287j 0.032106-0.147547j -0.139946+0.16896j 
-0.0144378-0.0112579j -0.00152703-0.0454618j 0.00115274-0.0506398j 0.0693389+0.0050256j -0.00751829-0.0128426j -0.0124246+0.0507757j 0.0682144+0.0515288j 0.0613653+0.00990986j 0.0456524-0.00763026j 0.0163678+0.0401584j -0.0560747-0.0588773j -0.0138427-0.0395891j 0.0270249+0.000244738j 0.0317087-0.0704208j 0.0806093-0.0035934j 0.0303799+0.0411299j -0.00424081+0.00557996j 0.041809-0.0469804j -0.104247+0.0034919j -0.0453257+0.0794865j -0.0209937-0.033902j 0.033016-0.0572226j 0.0682256-0.00116663j 0.00385018-0.0241621j -0.00423004+0.0103287j -0.0853925+0.0642677j -0.0715298-0.0572668j 0.0211537+0.0549851j -0.0307268+0.0823201j 0.0494377-0.0707671j -0.00111899+0.0722821j 0.0781691+0.0974586j 0.0203048-0.00958795j -0.00087753-0.0101254j -0.0333133-0.0829523j 0.0448621+0.0543112j 0.0229944+0.135988j 0.026553+0.0402277j 0.00125899+0.00275021j 0.0112549+0.00769529j -0.0203696-0.142887j 0.00237599-0.0799462j 0.0181945+0.075146j 0.0151078-0.0353924j 0.0389706-0.0425458j 0.0257029-0.0729307j -0.0252988+0.0441434j 0.0722761-0.10603j 0.0156019-0.0404261j 0.0288539+0.0370254j 0.0813338+0.057594j -0.0427408-0.117263j -0.0461974+0.129023j 0.0798353-0.0691151j 0.0927647-0.0183756j -0.0588293-0.0754757j -0.0243051-0.0705231j -0.164189+0.064245j 0.0176319+0.00523882j -0.00929316+0.0444797j -0.0117345+0.0771222j -0.0203895+0.0601366j 0.117151-0.0542569j -0.0984321+0.046876j -0.0189535-0.0618092j -0.194577+0.0297177j -0.0576607+0.186294j -0.169082+0.178096j -0.0371558+0.126771j 
-0.0159227-0.0394846j -0.0090209+0.0134399j 0.0364168-0.00714885j 0.00135709+0.00686867j 0.0126887+0.00101417j -0.0281045+0.0191193j 0.0218571-0.00818788j 0.00576061+0.00757286j 0.0320504+0.0056163j 0.0460947-0.00709551j -0.00863184-0.0109929j -0.0174916+0.00924874j 0.0368014-0.014844j 0.0144371+0.000783414j 0.0105703+0.0110096j -0.0113635+0.0024965j 0.0270627+0.0240923j 0.0211655+0.0275188j -0.0056228+0.0402034j 0.0183581-0.00589243j -0.0020562-0.0474525j -0.0250151+0.0277339j -4.34944e-05-0.0503246j -0.0424344-0.0335956j -0.0297697+0.0609514j -0.0133237-0.0247581j 0.0461956+0.00133788j 0.0122742+0.0119299j 0.000837734+0.024914j 0.0226532-0.0260394j -0.0179215+0.100976j 0.0354999+0.00870275j 0.0277995+0.0138738j 0.0715178-0.00017279j -0.114951-0.0769241j 0.0877718+0.0245671j 0.00644741-0.0581325j -0.0456592+0.0415091j -0.068873-0.100009j -0.13339-0.0522014j -0.0795433+0.0203018j -0.0535608-0.0629264j -0.0226405+0.172156j 0.0229745+0.0839326j -0.0106223+0.0615004j -0.083605-0.0343564j -0.0783263+0.0796429j -0.0202886-0.0382519j 0.0432218-0.0122337j -0.0137756+0.0571544j -0.0946614+0.0304323j -0.0265557-0.034587j 0.100271-0.0128233j -0.209849+0.0452312j -0.0617483+0.0598916j 0.15874+0.120803j -0.0756775+0.135396j -0.066621+0.147345j -0.0701613+0.0770997j -0.0394804+0.0137757j -0.0665398-0.125668j -0.0405006+0.156128j 0.0707466-0.166691j 0.195473+0.0727953j 0.0725268+0.127868j -0.00657209-0.0865698j -0.124809-0.0871883j 0.10274-0.053484j -0.0411355+0.0572329j 
-0.0131945+0.0141082j 0.0213736+0.0453436j 0.0164368+0.00539317j -0.0205297+0.00423374j -0.00282773+0.011788j -0.0152395+0.0372884j 0.0102161-0.0090317j -0.000648398-0.00253377j 0.0131037+0.0206657j 0.00834983-0.025825j 0.0205774+0.0154399j -0.0131893-0.0160305j -0.00619383-0.00457699j 0.00594144-0.00605298j 0.00785799-0.0269622j 0.00282004-0.00407187j 0.00208132+0.00619084j -0.035504-0.024453j 0.0317725-0.00456529j 0.0133169-0.0504602j -0.0440731-0.0250875j 0.0184543-0.0145866j -0.00987035-0.0156162j 0.000764226-0.00803767j -0.0186695+0.0124979j 0.029515-0.0308167j 0.0289295+0.0198186j 0.00494988+0.0143368j 0.00931121-0.0102526j -0.00160012+0.0858281j 0.00594062+0.064407j -0.0486112+0.00847144j 0.0266954+0.0501767j 0.137594-0.0093557j 0.000134074-0.0339193j 0.0776329-0.0130045j 0.026196-0.010954j -0.00372423+0.012906j 0.0305383+0.0161258j -0.094337-0.110649j -0.042341+0.0725695j -0.0470479+0.0420021j 0.0424684+0.124309j -0.0111488+0.0343522j -0.0719598-0.0690198j -0.00324577+0.0880576j -0.0149191+0.0744605j 0.0930079+0.00858817j -0.0550697-0.0735176j -0.0134697-0.157638j -0.119947+0.0569703j -0.0206621+0.04279j -0.141958-0.0822026j 0.118375+0.0853225j 0.215833-0.162685j 0.139049-0.216808j 0.132531+0.0890083j 0.123682+0.0237542j -0.00471476-0.0448298j 0.149849+0.0192617j -0.090035+0.044933j -0.175359-0.0271853j 0.210059+0.187619j -0.0595188+0.417688j -0.257159+0.00811281j 0.161605+0.0900912j -0.0505508-0.0667286j 0.0499393-0.0569484j 0.0870886-0.0468083j 
0.0157285+0.0313287j -0.00775026-0.0112683j -0.0212907+0.000914362j 0.00220854+0.00275727j 0.000312103-0.000476033j 0.00588846+0.0291765j 0.024164-0.00307075j -0.0295361+0.00156431j 0.0308422+0.0115218j 0.019969-0.00097934j 0.00351151+0.00662229j 0.0157662+0.00582166j 0.00944136-0.0385861j -0.0158815+0.0354441j -0.017168-0.00566184j -0.00363304-0.0160304j -0.00627348-0.000630043j 0.0228474-0.00489551j 0.0217367-0.0197981j -0.00894947+0.0379252j -0.04126-0.00295641j 0.0173757-0.0138717j 0.0160744-0.0133788j -0.0243175-0.0108045j -0.00879985+0.0147465j 0.0182498+0.0253313j -0.000368329+0.0054576j 0.00897503-0.0024015j 0.00397552-0.0056465j -0.00123804+0.0202991j -0.00362274-0.0591902j -0.0539967-0.00261915j -0.0204193+0.00200567j 0.0123199-0.00880933j -0.086342+0.00419851j -0.025847-0.0657353j -0.0644038-0.0785119j -0.0812457+0.00726685j 0.000739563+0.0136927j 0.0308323-0.00870892j 0.0242407+0.00608772j -0.0527469-0.0253599j -0.0762964+0.000324937j -0.0405939+0.244292j 0.234028-0.105192j -0.0720239+0.052115j 0.117751+0.0391309j 0.190248+0.0197206j 0.0417112+0.016413j 0.0176369+0.0696017j -0.0494251-0.0127133j 0.0826271+0.00726963j 0.147956-0.115496j 0.276003+0.0449455j 0.111035+0.0135545j 0.0827873+0.243834j -0.150213+0.0620523j -0.207153-0.216348j 0.0546613-0.202169j -0.0430548-0.182405j 0.132281+0.00797962j -0.0375971+0.0457996j 0.0993119+0.0173933j 0.0611028+0.0216895j 0.0102756-0.0215404j -0.0917357+0.0638353j 0.0991819-0.00865787j -0.0427108+0.00484831j 0.0245215-0.00909819j 
0.0118371+0.0269819j 0.00230615-0.0195678j 0.00389751+0.00523347j 0.02439-0.017568j -0.0177106+0.0415922j 0.00125055+0.0324848j 0.0307822+0.0130942j -0.00102522+0.00642077j 0.0120676+0.00221218j -0.0251466-0.0112094j -0.0045915+0.0135668j -0.000289541+0.00998906j -0.00732954+0.0165195j 0.0256153-0.00698253j -0.0403326+0.00159367j 0.0327119+0.0109717j -0.014334-0.0095386j 0.027262+0.00592941j -0.020747-0.0116155j -0.00505343+0.00249756j 0.00132256+0.025335j -0.00875198+0.0015509j 0.0306327-0.0130401j -0.0175842-0.0503824j -0.0165998+0.0224261j 0.00243352+0.0157663j -0.0144102+0.00410587j 0.00489209-0.0090118j -0.0111422-0.00217247j 0.00935436+0.00805121j 0.0140349-0.0448739j 0.00845383+0.0162416j -0.0908285+0.0286121j 0.0948582-0.0534713j 0.0192018-0.0400392j -0.0160456-0.0983394j 0.0934435+0.0394453j -0.0516365-0.048324j 0.0249655+0.118629j 0.100587+0.0163192j 0.0658751-0.0242805j 0.0872486+0.0475385j 0.142193+0.108275j 0.0962122+0.0260869j 0.0669393-0.0323099j -0.0397546+0.134871j -0.120308-0.0995927j 0.0793162-0.000846506j -0.0660236-0.175663j -0.0456972+0.0112194j -0.0123085+0.0333831j 0.251099+0.162354j -0.00938127+0.0368541j -0.143528-0.203465j -0.0523991-0.103176j -0.133555+0.0563764j 0.105832+0.119317j 0.155814+0.0647084j 0.0396911+0.183731j 0.0963833+0.0789112j -0.0918119+0.295027j -0.0189854-0.123287j -0.0672863+0.085551j -0.111411-0.049839j -0.0528703-0.0408598j 0.0142654-0.00243291j 0.0189023+0.0868229j -0.0609115+0.0210767j -0.0269127-0.0221061j 
0.0178829+0.042325j 0.0426507+0.0358721j -0.00310438+0.003951j -0.0251817-0.00904008j 0.00712007+0.0199788j -0.00194588-0.00599362j -0.000595571+0.0195548j 0.00023913-0.0110084j -0.00867946-0.00635952j -0.00517666+0.00162049j -0.0320664+0.00663462j 0.0231161-0.0128535j -0.00998612+0.0112771j -0.0379013+0.00730428j -0.0159123+0.0233759j -0.00939396-0.00310292j 0.00403517-0.00373067j -0.00799498+0.00892119j 0.0370247+0.0195505j -0.0379281+0.0173988j -0.035821+0.0279564j -0.0100792+0.00873818j 0.00680102-0.00417385j -0.00762877-0.0206855j -0.0054622-0.0117836j -0.00239054-0.0099044j 0.0157451+0.0248476j 0.0135125-0.00286067j -0.000947429-0.00800944j 0.033919+0.103038j 0.020194+0.0379343j -0.0412194-0.0159117j 0.0335867+0.0544151j 0.0562665-0.00182835j 0.121576-0.0872878j 0.0230308-0.0311651j 0.0222303+0.0243205j 0.112229-0.0131246j 0.12961-0.0875757j 0.0605533+0.0628114j -0.0194133+0.000348476j -0.0299627-0.00188053j -0.0571795+0.0745664j 0.140611-0.121312j -0.119361-0.00582124j -0.116331+0.014405j -0.0963248+0.198034j 0.0888869-0.158274j -0.104188+0.243366j 0.0170186+0.0557064j 0.0780524-0.0755932j -0.0331011+0.0585206j -0.0126939+0.0435618j -0.03159-0.0646916j -0.114201+0.163321j -0.179424-0.0983426j 0.148857-0.277263j 0.0260882-0.0829317j -0.162218-0.116878j -0.19093+0.0800073j 0.0373952-0.266267j 0.0180797-0.00963627j -0.130164+0.0833735j -0.130792-0.0356137j -0.0686063-0.0837743j 0.127942+0.0146969j 0.0451881-0.00378953j -0.00442165-0.0160774j 0.0301398-0.0417648j 
0.00746165+0.018704j 0.00969058-0.015976j 0.00112423+0.0210431j 0.0268543-0.00264895j -0.0244832+0.0199426j -0.0250716+0.00970911j 0.0149989+0.013028j 0.0112283+0.00263371j 0.012935+0.00535803j -0.0146323+0.00983805j 0.0225959-0.0204841j 0.0311906-0.00266468j -0.0251501+0.0248642j -0.0383403-0.00275969j 0.0105868-0.0248854j -0.0256211+0.0433654j -0.0100587-0.0406416j -0.00970301-0.00137589j -0.0287222+0.0177378j -0.0209478-0.0219523j 0.0202512+0.00547513j -0.00497321+0.0385747j 0.00262348+0.00240615j -0.0142355+0.00898266j -0.00324668+0.00955938j -0.00264362-0.00195523j -0.0088339+0.000706642j 0.00344125-0.00319538j -0.014268-0.00220652j 0.0123981+0.0170978j 0.0180173-0.0248693j -0.0281076+0.0373872j -0.0863847-0.00454403j 0.103353-0.00160571j -0.0284055-0.0643854j -0.00562146-0.0432767j 0.0768587+0.0328823j 0.0924525+0.0776097j 0.0753256-0.0474953j -0.0806083-0.0501613j -0.0557828-0.0750918j -0.0660488-0.022188j -0.0635596-0.207873j 0.0130662+0.00710803j -0.0560382+0.104717j -0.0623966+0.127309j 0.243982-0.234474j 0.041012-0.0127344j -0.100307-0.108209j -0.107349+0.0273325j 0.339763+0.184336j -0.0284027-0.0504704j 0.0640573-0.195729j -0.165506-0.130813j 0.153208-0.0621308j -0.126421+0.0236083j -0.137934+0.0884059j -0.118193-0.0247897j 0.0898026+0.0396216j -0.0612109-0.051016j 0.104667+0.017355j -0.122634-0.00415731j -0.0564706+0.0616204j -0.0260239+0.0157374j -0.0345133-0.050095j 0.0335697-0.0122669j -0.0383134+0.061551j -0.0588638+0.0212231j -0.0317224-0.0332747j 
-0.0179571-0.0006883j -0.0216577-0.0346398j 0.0157247-0.0112163j 0.0189471+0.00526824j -0.00388317+0.0132649j -0.0258745-0.0042443j 0.0353241+0.0325633j 0.0250158-0.00109848j 0.024963+0.0153333j 0.0117087+0.0179693j 0.0151191-0.0363538j -0.00354239-0.00799843j -0.0182516+0.0235202j 0.000216449-0.0301975j 0.000402575+0.0398792j -0.0316266-0.0433693j -0.0178132+0.0146951j -0.0189802-0.00764974j 0.00901727-0.00253781j 0.00148717+0.0228444j -0.0170739-0.0117802j -0.0117289-0.0231043j -0.000253031+0.000561525j -0.0128374-0.0196936j 0.00435321+0.00799419j -0.00288089+0.0130302j -0.0175688-0.0102389j -0.00264737+0.00109297j -0.00771797+0.00328295j -0.0267686-0.0481839j 0.00810771-0.0386781j 0.0527144-0.0249786j -0.053503-0.0181305j 0.0285904-0.0307829j -0.0879241-0.110274j 0.00479172-0.0915728j 0.10723-0.0411849j -0.031427-0.0563281j -0.177388+0.0611345j 0.082137+0.065953j 0.0424038+0.107915j 0.0277694+0.117114j -0.104011-0.108307j 0.0651883-0.0402899j 0.00388494+0.0620944j 0.182363+0.0541196j 0.0433566-0.0616206j 0.0401431-0.0496019j -0.0744104+0.144981j -0.0545461+0.0423575j 0.24675-0.156795j -0.111974-0.0623332j -0.25217-0.0885182j 0.138766+0.25332j 0.0709907-0.0622163j 0.0217098-0.0391848j 0.0213722-0.0390652j -0.0686353+0.017603j 0.029878+0.0800647j 0.0576482+0.0515588j -0.15312-0.00459041j 0.00224459+0.0132103j 0.0491419+0.0361899j 0.00136542-0.0216829j -0.0471226-0.0164642j -0.0585179-0.0175201j -0.0469339+0.0685958j -0.0567458+0.0154874j -0.0407876-0.00804313j 
0.0127995+0.020006j 0.012365+0.0165647j -0.016182+0.00915088j -0.00315003-0.00322144j 0.0112144-0.00337171j 0.00324958-0.00247529j -0.00616287+0.00285126j 0.0145728-0.0498201j -0.026097+0.00824397j 0.0162096-0.0460061j -0.0453749-0.0184341j -0.00861153-0.00167302j 0.0184122+0.014459j 0.0058463-0.0467057j 0.013938+0.0370056j -0.0101079-0.0134982j 0.0188001+0.000332313j -0.00655701+0.00808757j 0.0152002+0.00280914j -0.00900525+0.0101341j -0.000172017-0.00781507j 0.0180872+0.0113531j -0.0122391+0.00557046j 0.0101439-0.000167529j 0.0121599-0.0152912j 0.00453819+0.00244549j 0.00431713+0.0131487j 0.00872542+0.000659111j 0.00173838-0.00276608j 0.00906026+0.0406801j -0.000885614+0.00497807j -0.0563185+0.00962708j -0.00696136+0.0201068j -0.0296971-0.00450941j 0.064929+0.0425279j -0.0536948+0.0290515j 0.0322856+0.0237484j -0.00655778-0.0839185j -0.163176+0.0799635j 0.0611879-0.000354286j -0.133275-0.0408959j 0.171332+0.0995311j -0.00926119-0.0984836j 0.129689+0.0545437j -0.0528345+0.163197j 0.136503+0.152249j 0.0867438+0.0366386j 0.149331-0.237544j 0.047889+0.118647j -0.0139404+0.0039363j -0.0945509-0.00679286j 0.327356+0.230436j 0.00532283-0.0527962j 0.0503357-0.166708j -0.0426036-0.114766j -0.00200214+0.258061j 0.00467556-0.00471961j -0.114779+0.0800135j -0.113498+0.0180146j -0.0377578+0.0463976j -0.0572083+0.018496j 0.00127575+0.0313927j -0.00703466-0.0361203j 0.00184653-0.0389033j -0.00990097+0.0156554j 0.0436497+0.0141995j 0.0843395+0.0433899j -0.0129012-0.0156656j 0.040166-0.00801159j 
0.0175951+0.0150709j 0.0049636+0.0176211j -0.0161144+0.000886649j -0.000533104-0.00653763j -0.00196314+0.00447772j 0.0128312+0.0242001j 0.00457231-0.00486023j -0.00892375-0.0348665j -0.0169734+0.00518436j -0.0141102-0.0362126j -0.0268795+0.0159057j -0.0325165+0.0152081j 0.00641415-0.00228977j 0.0411697-0.028804j -0.00663423+0.00200465j 0.0318557+0.00454695j 0.000572197+0.00292295j 0.0101906+0.0106133j -0.0156981-0.0154425j 0.00696362-0.0127812j 0.0130547+0.0173879j -0.00498236+0.00575048j 0.00220754-0.00149623j 0.00463012-0.00607395j 0.00010277-0.00620874j 0.00470548-0.00691874j 0.00420949+0.0123783j 0.00453684-0.00141822j 0.00172413-0.000623998j 0.0186318+0.0322106j -0.0112416+0.00894939j -0.0581814+0.0136036j 0.000477982+0.0259518j 0.0264156+0.0404389j 0.0056861-0.0401366j 0.00173189+0.00761364j -0.0027565-0.072928j -0.0727636+0.147195j 0.176164+0.242187j 0.0167601-0.164432j 0.171696-0.188311j -0.0615726+0.145538j 0.00460742-0.10039j -0.0137091+0.0243435j -0.169801+0.224492j 0.0451111-0.0859212j 0.305374-0.148285j -0.262088-0.125137j 0.0355837+0.268115j 0.0129518+0.0454894j -0.0021356-0.0249359j -0.150306+0.0683858j -0.00284438-0.0608769j 0.0344346+0.00741934j 0.0168228-0.0339433j 0.166216-0.190089j -0.0667516-0.0404793j 0.0363638+0.0081717j -0.00869003+0.00199485j 0.0364522-0.0671431j 0.0566115+0.036573j -0.0225169+0.0287667j -0.0395621+0.0247526j -0.00315916-0.0536444j -0.046211-0.0517163j 0.0729731+0.0449105j 0.0192849+0.00863032j 0.00413245-0.00722361j 0.0293145-0.0123746j 
-0.00569278-0.0372429j -0.0150452-0.00787493j 0.00764166-0.0227465j -0.0448727-0.00570937j 0.0204312-0.012314j 0.0206135-0.0500568j -0.0520217-0.00956553j 0.00503635+0.0178035j -0.016497-0.0577697j -0.0220898+0.0215045j 0.0195499-0.00792892j -0.00436427-0.0112958j 0.020262-0.0229443j 0.00709081+0.0180685j 0.0109572-0.00407738j -0.00210754-0.0053558j 0.0204007+0.0346588j 0.00116914+0.00741718j 0.00171811+0.0196038j -0.0202661-0.0216339j -0.0153945+0.0233094j -0.0265105+0.00400762j -0.0063584-0.0118299j 0.000669766-0.00783406j -0.0112986-0.0167383j -0.0082127-0.0122522j 0.0068843+0.0036477j -0.0118383-0.00320399j 0.00762508+0.00135345j 0.0130618-0.0489581j -0.0254086+0.017991j 0.0642669-0.0401718j 0.108763+0.0139091j -0.034664+0.113693j 0.169909-0.147864j 0.251522+0.0836278j 0.0727266+0.121945j -0.0564537-0.0941453j 0.0300986+0.0285026j 0.0291589+0.0710368j -0.288566+0.00475748j 0.140084+0.20352j 0.227347-0.220101j 0.0957244+0.1469j 0.246933-0.138004j 0.0443053+0.0631067j 0.0104731+0.0763982j -0.189651+0.018426j 0.128069+0.084811j -0.0124163-0.0257283j 0.0659738-0.0334298j 0.0577287-0.051642j 0.0506741-0.0355598j 0.18512+0.172663j -0.0500701-0.197982j 0.015677-0.0636493j 0.0141174-0.0265305j -0.0187033-0.0363225j -0.121788+0.0578074j 0.0554376+0.0193697j 0.187954-0.0615433j 0.0825002-0.0568876j 0.0221572-0.0311535j -0.120753-0.00351523j -0.00610916+0.0324171j 0.0137506-0.0224686j -0.018753-0.051146j 0.0840205-0.0148611j -0.0143351+0.0368488j 
0.05786+0.053599j -0.0100078+0.0265966j -0.0845576-0.0333143j -0.000192968-0.00731271j 0.0161612+0.00605002j 0.0245249+0.0618818j 0.0398038-0.0331887j 0.00493313-0.00793531j 0.0268108-0.00362825j 0.0366605+0.0326185j 0.0498864-0.00452878j -0.0112385+0.0181189j 0.0243155-0.0273108j 0.00426238-0.00501541j -0.00152586-0.0104198j -0.0062484-0.00924359j 0.0225888+0.0113878j 0.00113538+0.00159212j -0.0129462-0.0185922j -0.0181959+0.00499297j 0.0109454+0.00551252j -0.00305834-0.00937686j -0.00432234+0.007133j 0.0163559+0.0139462j 0.000564101-0.00722117j 0.0201612+0.00548662j 0.0014849+0.013734j 0.0214938+0.00249238j 0.00130505+0.00110108j 0.0440688+0.0903193j -0.0665882-0.0185127j -0.211575-0.0682565j 0.00818444+0.0991203j -0.0778837-0.0119342j 0.106117+0.191238j -0.0856541+0.118057j -0.137879+0.0735573j 0.162982-0.131007j -0.143134-0.162348j -0.16073+0.159351j -0.0647732+0.152487j 0.0157092-0.173015j 0.012037-0.136769j -0.199828-0.240234j -0.0111768-0.0238292j 0.191222+0.0281195j 0.160862-0.047698j -0.141325-0.0328711j 0.0642172-0.20783j 0.113547-0.053555j -0.0129274+0.067935j 0.0157513-0.135706j -0.0814426+0.0782028j 0.101346-0.0681625j 0.112097-0.117358j -0.070049-0.0507562j 0.0203167-0.0533285j -0.0403231+0.0196868j 0.03338-0.133958j -0.00135153-0.00573451j -0.0358496-0.0615467j 0.0581786-0.0438104j -0.0384909+0.0538119j 0.0216315+0.0129969j 0.0212528+0.0047232j -0.0183874+0.0292586j 0.105806+0.00332036j -0.0384052+0.00859991j 0.0681889-0.0506939j 
0.0470827+0.0780367j -0.148984-0.0854731j 0.00980882-0.0749274j 0.0704038+0.0100462j -0.024998-0.0255923j 0.0195781-0.022602j -0.00103684+0.0249591j 0.0191253-0.0196817j 0.0264552-0.02195j -0.0247237-0.0322819j 0.0119835-0.010059j -0.00860525-0.0167188j 0.0122884-0.0302383j 0.0107298-0.00477029j 0.0229658-0.00244826j 0.00472073+0.00315772j -0.018158-0.00882967j 0.0164594+0.003915j 0.00472044+0.0120329j -0.00801485+0.00848127j 0.0144468-0.00608905j -0.00853377-0.0106335j -0.0216883+0.0104674j -0.00730231+0.000598822j 0.00205759+0.0172575j 0.00200701+0.0116445j -0.0115416-0.0120834j -4.43852e-05-0.00305152j -0.0247109+0.000857867j 0.00206434+0.0375878j -0.194539-0.160216j -0.0135735-0.257463j -0.242082+0.0716299j 0.0763709+0.101747j 0.104755-0.177936j 0.00913189+0.00887276j 0.0125458+0.0186116j -0.0838229-0.0439278j 0.0616354-0.18764j -0.0852807-0.0112513j 0.263678-0.0395491j -0.0352734+0.0609468j 0.234802+0.136697j -0.0438275+0.0472825j -0.0821648-0.175587j -0.0150233+0.122444j -0.0226538-0.068812j -0.204258-0.0601776j 0.0152824-0.0724807j -0.0329529+0.214999j -0.0826272-0.151684j -0.0958705-0.0790349j -0.0432181+0.0396001j -0.0949463-0.0403855j -0.0087436-0.0832405j -0.0278959-0.0237895j -0.00186277+0.0894887j -0.12667-0.137938j -0.0908745+0.0746863j 0.0310233+0.0334116j 0.000370944-0.0419456j 0.00127932-0.0939908j 0.0598925+0.00544938j 0.0233593-0.0437186j -0.0114808+0.0558682j -0.107785-0.0479132j -0.00302779+0.00833563j -0.0441944+0.06927j -0.0516496+0.0135951j 
0.114925+0.0728838j 0.0494847+0.0834304j -0.0653138-0.00581454j 0.00348986-0.0655459j -0.0620454+0.0185749j -0.0161537-0.0472929j -0.046189+0.0287339j 0.0321976-0.000768549j 0.0110076+0.0011421j 0.0178599-0.00165364j 0.00629063+0.0247313j 0.0334319-0.00705685j 0.0238391+0.0115192j 0.00283271+0.0081705j 0.00462048+0.0173956j 0.00104158+0.0043871j -0.00148864-6.49902e-05j 0.0130645-0.0200813j -0.0115864-0.00792258j 0.00378757+0.0103264j 0.000638912+0.013146j 0.00595972+0.00455213j 0.00612345-0.00171112j 0.0128177+0.00455536j 0.0125129-0.0133546j 0.00545394+0.0139513j 0.00386709+0.00913363j 0.0243403-0.00579891j -0.00297434-0.0071118j 0.13237+0.125513j 0.0180596+0.0690073j -0.223619+0.0357647j 0.0433541+0.216313j 0.229166-0.126949j -0.0834639-0.178954j 0.153517-0.136277j 0.0130228-0.0731555j -0.0451226-0.0170886j 0.0812824+0.107717j -0.0413436+0.201471j 0.0157175+0.123831j -0.128351-0.131576j -0.00216327+0.210684j 0.056029+0.0405726j 0.360306+0.0084555j -0.141567+0.00474762j 0.0985275+0.0179871j -0.115261-0.143212j -0.0153122+0.0154682j 0.0919308+0.172044j 0.10042+0.00806276j 0.0465319-0.0517224j 0.0918026+0.0363993j 0.0556698-0.00688051j -0.0122247-0.00390484j -0.0242205-0.0220732j 0.0284707-0.0187607j 0.00155883+0.0132703j 0.0274484-0.0499071j -0.0414058-0.0328072j -0.0495145+0.0251558j 0.0072207+0.0571188j -0.0474338+0.0401877j 0.0274453-0.0106815j -0.0182823-0.0291094j 0.0186614+0.0234273j 0.0788847+0.0523126j -0.0469887-0.00692856j 0.0361828-0.0623162j 
