0.000908696+0.00201361j -0.00201346+0.000815352j 0.000773985+0.000209353j -0.000998917+0.00064636j -0.000823704-0.00142284j 0.000680519+0.000698924j 0.000236375+0.000766961j -0.000782349+0.000511818j 0.000735553+0.000111099j -2.80235e-06-0.00104806j -0.000125897+0.000567812j -0.000556746-0.0015187j 0.000300697-0.000861823j 0.00108538-0.000426415j -0.000503354+0.000490392j 0.000255725-0.000846659j -0.000356913+7.00804e-05j 3.13283e-05-0.000552635j 0.000550079+0.000297337j -0.000326955+0.000408756j -5.20571e-05-0.000764099j 0.000528366+0.000631306j -0.0010433+0.000161932j -0.000447483+0.000595601j 0.000451435+0.000397084j -0.00118716+0.00137779j 0.000140456+0.000609533j 4.59384e-05-0.000624784j 0.00176823-0.000680035j -0.000109053+0.000737296j 0.00148083-0.000310514j -0.00112115-0.000642504j -0.00111239+0.000527114j 0.00069987+0.000176241j -0.00109475-0.000933748j 0.000655068-0.00130228j -0.00122408+0.000291647j -0.00140572-0.00052493j 0.000131438+0.000325623j -0.00147957-0.000857475j -2.44137e-05+3.61411e-05j 6.66736e-05+0.000616749j -7.54843e-05-0.000876219j 0.000632688+0.000263512j -0.00098806-0.000478293j -0.000991871+0.000474959j 7.63748e-05-0.000746376j 0.000553988+0.00123917j -0.000407194+0.000908969j 0.000654734-0.000247811j 0.00149544+0.0017727j 0.000100077+0.00200529j -0.00121253+0.0014905j 0.000659559+0.00102987j -0.00301338-0.00440464j -0.00442836+0.00311023j 
-0.00182661+3.08728e-05j -0.000229967-0.00180613j 0.00155067+0.000414506j 0.00162797+0.000704549j 0.0020543+0.00653419j 0.000342516-0.00723022j 0.00496739-0.00451326j 0.00494195+0.000257266j -0.00574736+0.00159822j 0.00183935-0.0011338j 0.0036839-0.00185384j 0.00570188-0.00276287j 0.00136436+0.000534249j 8.61753e-05+0.00105273j 0.00182322+0.000968087j -0.00288584+0.00129733j -5.7141e-06+0.00334805j 0.00058197-0.00274761j -0.00446274-0.00198682j -0.000486255-0.00697058j 0.00296823+0.00118j -0.00344849-0.00157825j -0.00291778+0.00483968j 0.00187948-0.000946002j 0.000788761+0.00029581j 0.00229145-0.00287357j 0.00561838+0.00130156j -0.00778745-0.00138017j -0.0015938-0.00126353j 0.0043871-0.00146735j 0.000696403+0.000349868j -5.78915e-05-0.00216225j 0.000958541-0.00163058j 0.00313316+0.00175658j 0.00167505-0.00257542j 0.00174769+0.000939149j -0.00101262+0.00822249j 0.0061139+0.000493173j 0.00127102+0.000437323j -0.00194713-0.00165888j -0.00414527-0.00262983j -0.005155-0.000559182j -0.00234688-0.000615916j 0.000306692-0.0037606j -0.00281303-0.00267216j -0.000210543-0.00164533j -0.000783291+0.000695199j -0.00616752-0.00152269j -0.00405187-0.00065112j -0.00399135-0.00195655j -0.000807331-0.00521689j 0.00430841-0.00439566j 0.0029943+0.00248333j 0.000831555-0.00232317j 0.00151469+0.000820205j 0.000845423-0.0014714j 
0.00491457+0.000785966j -0.000897477+0.00487731j 0.00314731+0.00108944j -0.00134905+0.00244296j 0.00264924+0.000780521j 0.00116236-0.00296109j -0.000233217+0.000586797j 0.000906025-0.00243862j 0.00367942+0.00186278j -0.00194142-0.00596422j 0.00441601-0.00207391j -0.000152299-0.000478864j -0.00122645+0.000138406j 0.00276896-0.00502704j 0.00199929+0.00676072j 0.00581777+3.28471e-05j 0.00189322-0.00102207j -0.00615293-0.00290064j -0.00237123+0.00339238j 0.000303188-0.00217856j 0.000731221-0.00509725j 0.000274702+0.00221324j 0.00477987+0.000161239j 0.00208999+0.00125716j -3.52968e-05+0.00164191j 0.0016731-0.00315983j 0.00200565-0.00282214j 0.00264869+0.00147636j 0.00391087-0.00363723j -0.00132308+0.00176944j 0.00364105+0.00372496j -0.0026932-0.000277799j 0.000474165-0.00378576j -0.000457743-0.00076194j -8.25374e-05-0.000395595j 0.0014951+0.000671826j -0.00185145+0.00223156j 0.00298356-0.000459254j 0.00108947-0.00206408j 4.63843e-05-0.00298115j 0.000110753+0.00133753j -0.0022498-0.000147272j 0.00161447+0.000239753j 0.00236481+0.00199714j 0.0020338-0.00536287j -0.000464494-0.00028777j -0.000202155-0.00188934j 0.000458498-0.0032536j 0.00282376+0.00279087j -0.000617168+0.003069j -0.00230463+0.000324356j -0.0011437-0.00143195j 0.00161535-0.00182155j -0.00234275-0.00127707j 0.00384307+5.58333e-05j 2.2419e-05-0.00377614j 
-0.0014426-7.17368e-05j -0.00015829-0.00126729j 0.00238891+0.00126274j 0.000598593+0.00185894j -0.00131772+0.00572293j 0.00206127+0.00287281j -0.00460887+7.00316e-05j 0.000459064+0.00127442j 0.00085106+0.000156852j -0.000675957-0.00259666j -0.00039158-0.00261428j 5.75188e-05-0.00331421j -0.00309957-0.00210146j -0.00399325-0.000165966j 0.00103167-0.00543557j -0.00117917-0.00443475j 0.00276411-0.001273j 0.000268425-0.00379176j 0.00608582+0.00148792j -0.00585235-0.000633655j -0.00128863-0.00099283j -0.00115233-0.00138523j -0.00283796-0.00452134j -7.08677e-05+0.000651468j 0.000711236-0.00356955j 0.000741023-0.00134531j 0.000578855+0.000264606j 0.000455806-0.00294626j 0.00337292-0.0033646j 3.97159e-05-0.0021686j 0.00671538-0.00190996j 0.00076483-0.000157894j 0.000348923+0.0037709j 0.00254914-0.000630363j 0.000587612-0.00438211j 0.00420692+0.00356783j -0.00335581+0.000880609j 0.000563348-5.45968e-05j 0.00163797+0.00222925j -0.00124657+0.00156439j 0.002084-0.00107277j 0.00178459+0.00116575j 0.000443923-0.00381402j -0.00450292+0.000598974j 0.00163346-0.00236196j 0.00059569-0.000114314j 0.00102301-0.00215278j 0.000784129-0.000228777j -0.00187966+0.000350895j 0.00378409+9.19194e-07j -0.0020332+0.00252206j 0.000546036-0.00467887j 0.00240137+0.000555267j -0.000348425-0.00111559j -0.0017146+8.88731e-05j 0.000171305+0.00171681j 
0.00439247+0.000426855j -8.4877e-05+0.00426879j -0.00662262-0.00270512j 0.00316446-0.00560094j -0.00315776-0.00264879j -0.00359731+0.00445544j 0.00027168-0.00217756j -0.000224921+0.00136339j 0.000217641-0.00290435j -0.00150569+0.00379315j -0.00230319+0.0026868j 0.00361823+0.000966415j -0.000459742+0.00115189j -8.89045e-06-0.00461027j -0.0023917-0.00162279j 0.00647458+0.00252468j -0.00212158-0.00415134j -0.00286146+0.00416884j 0.00195135-0.00332257j 0.00136548-0.00201202j -0.000826719-0.00114484j -0.00155124+0.00518769j -0.00320614-0.00348555j -0.00258579-0.000722634j -0.00238908+0.00170122j 0.00298127-0.000894378j -0.00118904-0.0020567j 0.000766715+0.00210427j -0.00371347+0.0005518j 0.00116153-0.000780047j -1.83344e-05-0.00153836j 0.000266524-8.04353e-05j -0.00218659+0.000170155j -0.00266465-0.000821223j -0.00229231-0.00386028j -5.71863e-05-0.000879816j -0.00203929+7.38109e-05j -0.00206326+9.09863e-05j 0.00225454+0.00111701j -0.000467243+2.91165e-05j -0.00186139+0.000967972j -0.000702988-0.00291289j 0.00219167+0.00193768j -0.00151962+0.000598608j -0.000705682-0.000724886j 0.000852783+0.00313364j -0.00142267-0.0027482j 0.000769053-8.75404e-05j -0.000253801+0.000455783j 0.00183057-0.00102785j -0.000369371+0.000686473j 6.90737e-05-0.000789739j -0.000458623-0.00156678j -0.00215895-0.000107864j 0.000772607+0.000482114j 0.00049592-0.000985062j 
0.000942346+0.0065083j -0.00641924+0.000932622j 0.00389051+0.00360247j -0.00446604+0.00383851j -0.00183346-0.00582339j -0.001753+0.000126901j 0.00231483+0.00290827j -0.00609971+0.00258561j 0.000129384+0.00121231j 0.000332972+0.00374785j -0.00349681-0.00184905j 0.00237876-0.00431969j -1.6085e-05+0.00297105j -0.00171493-0.0001318j 0.00211828-0.00130861j -0.00283243-0.00408273j -0.00194035-0.0020473j -0.00333893-0.00151958j 0.00366774+0.00417779j -0.00394656+0.00402817j 0.000989927+0.00221228j 0.00181545+0.000269858j -0.00435723-0.00179865j 0.000908222-0.00102484j 0.000304233-0.00780134j -0.00577481-0.000386054j -0.00243756+0.000791648j 0.00326213+0.00069595j 0.0045892+0.000527959j -0.00103682-0.00160682j -0.000578038-0.00154607j 0.00116463-0.000578186j 0.00105864+0.00394364j 0.0010746+0.000164635j 0.000211604+0.000813302j 0.00337535-0.00338066j -0.00211526-0.00707965j -0.00202223+0.00264076j -0.00152899+0.00131053j -0.00235972+0.000865098j 0.00100349+0.00125997j 0.00114041+0.00305765j -0.000858918-0.00078029j -0.000230698+0.00112223j 0.000690661-0.00299022j -0.00122991+0.0016847j -0.000385568+0.000689495j 0.0023243-0.000998771j 0.00539693+0.000902595j 0.000628104+0.00286312j -0.000106414+0.00191189j -0.00192927+0.00353538j -0.00321964-0.00192509j -0.00185897+0.00244402j -0.00426831-8.10238e-05j -0.000148477+0.00424444j 
0.00168326+0.00539847j -0.0054052+0.00142447j -0.000562804-0.000680069j 0.00177234+0.000472804j -0.00663669+0.000606018j -0.000940344+0.00387917j -0.00054011-0.00189345j -0.00184867+0.00278013j -0.00127591+0.00214844j 0.000156465-0.00314175j 0.00414732-0.000868465j 0.00865949-0.00349201j -0.000715992+0.00462654j 0.00249938-0.00358008j -5.60453e-05-0.00291342j 0.00308584+0.00103358j -0.00443751-0.00287027j -0.00326143-0.00109344j -0.00227733-0.00307405j 0.00161771-0.0036785j 0.00195996-0.00223121j -0.00185457+0.000623875j -0.00398887+0.00257282j -0.0014034+0.000686297j -0.000763697-0.00029858j 0.00150736-0.00280568j 0.00424067-0.00322597j -0.0026728+0.0038569j -0.0052492+0.000475906j 0.00235482+0.00342509j 0.00101162+0.0013064j -0.00312467+0.000882477j 0.00502572-0.00152009j 0.00191094+0.00245582j 0.00467365+0.00238168j -5.62871e-06+0.00201307j 0.00118317+0.00387131j 0.00484728-0.00101356j -8.80629e-05-0.000503791j -0.00164678+0.00114908j 0.00165329-0.0015722j -0.00110795-0.00262594j -0.0028047-0.00146826j -0.00209413-0.000116561j -0.000491223-0.00389733j 0.000340407+0.00117188j 0.00179301-0.000667492j 0.000738587-0.00297078j 0.00183175+0.00446047j -0.00210601-0.000779519j 0.000740799+0.000855272j -0.00280146-0.00137662j 0.00064+0.00112367j 0.00116039-0.000438182j 9.99079e-05+0.000694061j 0.000593562-0.000189343j 
-6.01692e-05+0.00375291j -0.00377033+0.000140242j 0.00442016+0.00371427j -0.00387334+0.00426655j -0.00305368-0.00252271j -0.00221888+0.00593738j -0.00418246+0.000568046j -0.00302425+0.00267295j 0.00296248+0.00186266j -0.000809383+0.003735j -0.00170591-0.00381915j -0.00120619-0.00152911j -0.00451669+0.000370582j -0.00431882-0.0032061j -0.00446053+0.000336059j 0.00144258+0.00027509j -0.00244121-0.00286923j -0.00167255-0.00343218j 0.00143498+0.00323868j -0.00352658+0.00693931j 0.00402568+0.000509864j 0.000995035-0.00181332j -0.00146848-0.00445239j 0.00180738+0.00383607j -0.00143115-0.00286792j -0.000735237+0.000454375j 0.000481432-0.00032065j 0.00498153+0.00265213j 0.00458574+0.00161603j -0.00203374+0.00015669j 0.000927291+0.000274257j 8.54662e-05-0.000894135j -0.00102506+0.00476459j 0.00140181-0.00474015j -0.000384257-0.000512231j 0.00312216-0.0020764j -0.0031433-0.00677204j -0.0055035+0.00276728j -0.00193271+0.00202461j -0.000902173+0.00221836j 0.00191332-0.000227587j 0.00403113+0.0011201j 0.000610034-0.000429247j -0.00137015+0.00297304j 0.0023835-0.00161458j -0.00298694-2.75435e-05j -0.00024066+0.000495282j 0.00246738+0.000611831j 0.0028306+0.000571063j 0.00350352+0.000545963j 0.00140752+0.00462413j -0.00222713+0.00321271j -0.00362511-0.00212986j -0.0020208+0.00308587j -0.00319033-0.000868081j -0.00078437+0.00317332j 
-0.00385469+0.00324234j -0.00345082-0.00360084j 0.00353305-0.00209051j 0.00328735+0.0036097j 0.000188377+0.00218887j -0.00134008-0.00202361j -0.000443639+0.00140093j -0.00341569-0.00105107j -0.00197068+0.00256508j -0.0058125-0.000710031j 0.00436263-0.000535008j -0.00347052+0.00192844j 0.00296964-0.00152926j 0.00502364-0.000260392j 0.0037203-0.00225505j -0.00632208+0.00260866j -0.000938074+0.00194994j 0.00240127+0.00405389j 0.000182599+0.00200054j -0.000516275+0.00184545j -8.10311e-05+0.00360004j -0.00358498+0.000672759j 0.00165721+0.00242027j 0.0026374-0.000925657j -0.00125083-0.00570351j -0.00404607+0.0031264j -0.00401107+0.00286295j -3.9132e-05-0.00282946j -0.00124095-0.00451566j 0.00167646-0.00369657j -0.000736366+0.00086099j 0.00342408+0.00549161j 0.000296465-0.00103231j 0.00167529+0.00243983j -0.00264555+0.000102134j -0.000314617-0.00166005j 0.00130733-0.00461175j 0.00105806-0.00244857j 0.00271126+0.00122619j -0.000984995-0.00291977j 0.000710559-0.00106155j 0.00329449+0.00219557j 0.00190748-0.00167743j 0.00197436+0.00017125j -9.20349e-05+0.00214481j 0.000621816+0.00188569j -0.0012762+0.00306334j 0.00117574-0.000844102j -0.00133333-0.000947273j -0.000326335+0.00120809j -0.00119942-6.16107e-05j 0.00204706+0.000797388j -0.00107138-0.000322866j -0.000816885+0.000378756j -0.000608358+0.000629977j 0.00067662+0.000799767j 
-0.000699371-0.00141357j 0.0013211-0.000501348j 0.00393249-0.00204623j 0.002659+0.00383155j -0.00141833-0.000935861j -0.00351842+0.000978261j -0.000895733+0.000346412j -0.00503617+0.00280182j 0.000279908+0.00116003j -0.00310138+0.00338852j -0.000205593-0.00607021j 0.00135176-0.00233362j -0.000570008+0.00159681j -0.00306234+0.00105348j -0.00124933-0.00145632j -0.000874068-0.00361961j -0.00110145+0.000802814j 0.000177845-0.00101331j -0.00108949-0.000269279j -0.000478944+0.00189113j -0.000829787+0.00373063j 1.01224e-05+0.000853928j -0.000738628+0.000575629j 0.00230063+0.00184356j 0.00251848-0.00162427j -0.00153941+0.00111283j -0.000898263-0.000427997j -0.00178139-0.000989977j -0.00120154+0.000134706j -0.00267363-0.000362206j -0.001903-0.00164235j 0.000175636+4.53777e-05j 0.00324814-0.000390135j 0.00328804-0.000229186j -0.000470466+0.00177213j -0.00213722+0.00149224j 0.000964798-0.00139057j -0.00147613+0.00105731j -0.00209054-0.00151422j 0.00185421-0.00010423j -0.000686866+0.00135281j -0.00222804-0.000870428j -0.0021659+0.000403499j 0.00186148-0.00323263j 0.00116607+0.00161322j -0.00374097-0.00361275j -0.00148698+0.000613834j 0.000972456+0.00060951j -0.00113715-0.00304546j 0.000352346+0.00162803j -0.00102967+0.00125968j 0.00149447+0.00318407j 0.000778139+0.00164456j 0.00214896-0.00278919j 0.000842195-0.00181057j -0.00188086-0.000535031j 
-0.00365559+0.00256229j -0.00256841-0.00395425j 0.000174367-0.00373501j 0.00364998+0.000948414j -0.00433713+0.00227395j 0.000972205+0.000867301j 0.00247669-0.00286809j 0.00284359+0.00164777j 0.000193578+0.0012474j 0.000128099-0.000275052j 0.00327145-0.00446412j 0.00748532-0.00146247j -0.000572018+0.00264665j -0.00403376-0.00239199j 0.000438427-0.00350941j -8.36434e-05-0.00253038j 0.000824327-0.0011086j -0.00315048-0.000643866j -0.00296-0.00336929j -0.00212269-0.00250455j -0.00088106-0.000526896j -0.000952575+0.000340632j -0.000939221+0.0032494j -0.000491279-0.00130353j 0.000324108-0.00077452j -0.000700777-0.0043329j 0.00172916-0.00264001j 0.000241003+0.000392655j -0.00392029-0.00187427j -0.0015392+0.00106009j -9.26089e-05+0.00297439j -0.00104786+0.00065451j 0.0025972+0.000501019j 0.000738092+0.00150573j 0.00219209+0.00039989j 0.000531113+0.000593904j -0.00152087+0.00285251j 0.00373816-0.00118208j -0.00108591-0.00241361j -0.00228809+0.00165169j 0.000982648-0.000585374j 0.00029774-0.00103529j -0.000759163-0.000587626j 0.000662952-0.00430031j -0.00516055+0.000766141j 0.00132583-0.000270339j -0.000379011-0.000639617j -8.09689e-05+0.00035954j -0.00212818-0.000714825j -0.00261354-0.000900134j -0.00046226+0.000179814j -0.000773653+0.00152615j 0.0028063+0.00220222j 0.0023177-0.00393856j -3.1042e-05+0.000867119j 0.000542272+0.000260115j 
0.000745862+0.000413719j -0.000559052+0.000559657j -0.0039875+0.00190748j -0.00210203-0.00240206j -0.00205828-0.00269944j 0.000246327-0.000926974j 0.00112734+0.00120204j -0.00253056+0.000412624j 0.00120093+0.000228196j 0.00120181-0.000583991j 0.0036795+0.00165598j -0.00181661+0.00193848j 0.0022748+0.000325245j -0.00103929+0.00241943j -0.00513685-0.000279596j -0.00392024+0.00507367j -0.00170757-0.00314895j -0.00233053+0.00187565j -0.00178439-0.00250724j -0.000764569-0.000587859j -0.000740066+0.00422135j -0.00308061-0.00537735j 0.00163827+0.00258655j -0.00091133+0.00304131j -0.0038575+0.00108731j 0.00149094+0.000206009j 0.00210414+0.00170887j -0.00274409+0.00236216j 0.000758664-0.00244062j 0.000447207+0.000446713j 0.000887832-0.00271495j 0.00190506-0.00150377j 0.00502006-0.00287168j -0.00100048+0.000144873j 0.00029146-0.00558056j -0.00242444-0.00237739j 0.000769463+0.00422072j -0.00063743-0.00265978j -0.00132565-0.000470656j 0.0018474+0.00150368j -0.00480514-0.00419663j -9.09197e-05-0.00328781j 1.96889e-05-0.000404725j 0.00141018+0.000245065j -0.00169708+0.000370635j 0.00044418-0.00297915j -0.000677246-0.00104044j -0.00173584-0.00245417j 0.00241704-0.00631974j 0.00143339+0.00135714j -6.15167e-05-0.0011578j 0.00186978+0.00349214j -0.00168516-0.00124996j -0.000690662+0.000463846j -0.00104628+0.00033658j 0.00031971+0.00115781j 
-0.00219036+0.00219211j -0.00214313-0.00206275j 0.000814377-0.00160831j 0.000488744+0.00185442j 0.000977548-0.00315213j -0.00111072-0.000701537j -0.00126017+0.0013425j -0.00283952-0.00284059j 9.8348e-05+0.00416567j 0.00118912+0.000269493j 0.00349428+0.00172991j -0.00210955+0.00413155j -0.000292936-0.000771136j 0.00118307-0.00152804j 2.19891e-05+0.00129819j -0.00254397+0.000219159j 0.00463339-0.00160115j -0.00363921-0.000171916j 0.00107252-0.00162321j 0.000981188-0.00306078j -9.77491e-05+0.00109131j 0.00160495-0.00135961j 0.00168085-0.00257619j -0.0010221+0.00117612j -0.000469671-0.000680042j 0.0020349+0.00169509j 0.00152917+0.000404451j -0.00403212-0.000849233j -0.00160937-0.00197362j 0.0019219-0.000226536j 0.00196845-0.00171958j -0.000296727-0.00263309j -0.00106566+0.00129579j -0.000880757-0.00130091j -0.00138325-0.00328283j 0.0009859-0.00232012j -0.000428176+0.00318069j 0.00120035-0.000578172j -0.00120046-0.00160938j 0.00275645+0.00291382j -0.00405684-0.000615454j 0.000677994+0.00112403j 0.00106188-0.000257984j 0.00068097+0.00113808j -0.000223737+0.00195207j 0.00339558-0.000383251j -0.00208871+0.00119555j 0.00038175-0.00289066j 0.00474389-7.22168e-05j 4.12576e-05+0.00262262j -0.00210716-0.000158673j -0.00349393+0.000539693j 0.00108638+0.000798486j 0.00353206-0.000794501j -0.00290878+0.000838722j 0.000777025+0.00280089j 
0.00110052+0.00386531j -0.00392146+0.00103745j -0.000670811+0.00454525j -0.00495814-0.00104615j -0.00153128-0.00375595j 7.47739e-05+0.00243657j -0.000494989+0.00367511j -0.00469906+0.00361309j 0.00506349-0.00186849j 0.000770826-0.00124657j -0.00252209+0.00100561j -0.00646904+9.14972e-05j -0.00106775-0.00677953j 0.000122939+0.00373106j -0.00135108+0.000645194j 0.00251369-0.00253406j 0.00194535-0.00174624j 0.0016224+0.00135303j 0.00768692+0.00150181j -0.00159955+0.00570858j -0.00206939+5.23679e-05j 0.00143196+0.00336898j 0.00380783-0.00507659j -0.00223236-0.000535651j -0.00120793-9.93913e-05j -0.00444406+0.000400992j -0.00356441+0.00102316j 0.0069329-0.00116798j 0.00645482-0.00378431j -0.00334925+0.000481884j 0.000519669-0.00364492j 0.00177823-0.00146713j -0.0022034-0.00110428j -0.00273211+0.00223053j -0.00433769-0.000509757j 0.00122086+0.0037672j 0.00128377-0.00485007j -0.00481316-0.000964193j 0.00114067+0.000745269j -0.000475106+0.00241097j 0.00199064+0.000818556j 0.00323635+0.00448845j -0.000850029-1.90199e-05j -0.00329903+0.00533994j 0.00495785-0.00220755j 0.000276579-0.000261282j -0.00117312-0.0021141j 0.00377628-0.000800942j 0.00339761+0.00263186j 0.000743855+0.00165409j 0.000803249+5.34281e-05j 0.000970771+0.0014831j -0.00308623+0.000292855j -0.000822335+0.00376733j -0.00604132-0.000385745j -0.000388661+0.00601728j 
0.00189265-0.00240063j 0.00246919+0.00178611j -0.00562954-0.00278954j 0.00423398-0.00539292j 0.00165082+0.00235622j -0.000678014-0.003696j 0.00309559-0.00143693j 0.000405256+0.00118106j 0.000916732-0.00277003j -0.00075599-0.00289551j -0.001381+0.00102296j 0.00080777-0.00140718j -0.000128362-0.00163999j 0.000370476+0.00194246j 0.00547473-0.00348918j -2.10965e-05-0.00103094j 0.00150142-0.00217272j 0.00375303+0.00607917j 8.69875e-05-0.00299247j -0.000420463-0.00625319j -0.00388593-0.0037986j -0.00083914+0.000369437j -0.00346234+0.00062339j -0.00257463-0.00418345j 0.00136182+0.00189883j 0.00203091-0.00153035j -0.00188172+7.86087e-05j -0.00443864-0.00224322j -0.00523928+0.00109299j 0.0031994-0.00164829j 0.000214782-0.00204034j 0.000936809+0.00153926j 0.000762992-0.000385953j -0.00136623+0.00238441j -0.000227028+0.00165638j -0.00215129+0.00290884j 0.00222539+0.00578465j 0.00251143-0.00370915j 0.00154032+0.000321622j 0.000703404-0.00145207j 0.00176789+0.00186417j -0.0017301-0.00327292j 1.88134e-06-0.00139745j -0.00164142-0.00182967j -0.00166376-0.00302249j 0.00192882+0.000167592j 0.00197786-0.000966394j -0.00315903+3.38243e-05j -0.000713135+0.000234731j 0.000932015-0.00231009j 0.00010685-0.000446516j -0.000458486-0.0035534j 0.00253007+0.000940753j 0.0008847-0.00172066j 0.000701957+0.000992376j 0.000934756-0.000886776j 
0.00126251-0.00207148j 0.00207256+0.0012128j -0.00135992+0.00277715j -0.0024583-0.00240059j 0.00468874+0.00181976j 0.00261066-0.00771798j 0.0057759+0.000103419j 0.00248423-0.00143079j -0.00524295+0.00316445j 0.00460192-0.00259629j 0.00326425+0.00265755j 0.00640567+0.000600072j 0.00268838+0.00615909j 0.00795104+0.000570414j 0.00303251+0.00295534j -0.00543759+0.0033776j -0.00591091+0.000402272j -0.00333369-0.00137677j -0.00320202+0.00198487j 0.00200323-0.00496157j 0.00288139+0.003266j -0.00197934+0.00182299j -0.00171162+0.00642056j 0.00319851-0.00271562j 0.000558401-0.00417535j -0.00217113+0.000396594j 0.00196819-0.0015613j -0.00261494+0.000538624j -0.00261525+0.00236933j 0.00259961-0.00124174j -0.000770752+0.00364275j -0.000629051+0.000752309j 0.00136215-0.000798677j -0.00124839+0.000585025j 0.000252477-0.00114369j 0.00363908-0.0080359j -0.000302141-0.000210452j 0.00450864+0.00308575j -0.00025875-0.00145789j -0.00290347-0.00206719j -0.0033594-0.00140766j -0.00447711+0.00295262j -0.000449554-8.26888e-05j 0.00257583-0.000305772j -0.00312023+0.00395485j 0.001839+0.00268408j -0.00109429+0.000684733j -0.0014523+0.00028588j -0.00261712-0.00102907j -0.0027991+0.00017264j -0.00179521-0.00274642j 0.00169156-0.00235986j 0.00200144+0.00119423j 0.000644195-0.00183251j 0.00186992+0.00209863j 0.00209572-0.00187312j 
0.00253379-0.000383656j 0.000536728+0.00285163j 0.0029892+0.000463663j -0.00161794+0.000810303j 0.00734731-0.00057247j -0.00116829-0.000790182j -0.00236543-6.42646e-05j 0.00389518-0.00169319j 0.00298684+0.00375667j -0.000829994+0.000214805j 0.00275558-0.00149569j -0.00593631+0.00432392j 0.00267227+0.00300818j -0.00171756+0.000558695j -0.00374935+0.000502033j -0.000667926-0.00281854j -0.00382844+0.00431694j 0.00132545+0.0045952j -0.00234826-0.000633482j 0.00155186+0.00787637j -0.00098522+0.00314047j 0.000654266+0.00121328j -0.00328672+0.00307114j -0.000709628+0.000609928j -0.00111859+0.00707855j -0.00251039-0.000164271j -0.00340896+0.00231042j 0.000752326-0.000925546j -0.00473014+0.00308191j -0.00401075+0.00278679j -0.00155227-0.00274726j 0.000170576-0.00301653j -0.00375373-0.00129795j 0.000814836-0.000350817j -6.33364e-05+0.0016606j -0.000216772-0.0042326j -0.00104191-0.000545659j -0.000611316+0.000185506j -0.0027415-0.00318071j -0.00224388-0.00162462j -0.00140952-0.00201579j -0.00342009-0.00223757j -0.00409257-0.0024598j 0.00305462+0.000369473j 0.00151669-0.00119687j 0.000592091-0.00109793j 0.0021123-0.000657977j -0.00160605-0.00281309j 0.00296344+0.00250475j -0.00189872+0.00203857j -0.000117859-0.00110297j 0.000585556-0.00107234j 0.00119528-0.00113447j -0.00176337-0.000794725j -0.000197951+0.000634301j 0.00084325+0.000199686j 
0.00643243+0.00300008j -0.00257452+0.00631563j -0.000798459+0.00199009j -0.00390002-0.000918087j 1.22065e-05-0.00516938j 0.00119374+0.00174545j 0.00287406+0.00214084j 0.00177592+0.00484096j 0.00837147-0.000634122j 0.0034585-0.00212671j -0.00392243-0.000565003j 0.00220778+0.000511566j 0.00126767+0.000934721j -8.32088e-05+0.00090645j -0.000323185-0.00270162j -0.00125273+0.000823293j 0.00181607-0.00208813j 0.00185397+0.0015104j 0.00023718+0.00325709j -0.00604258-0.000518204j 0.00314426+0.000144039j 0.00255122+0.00186034j -0.00623541-0.00198535j 0.00114718-0.00106366j -0.0018139-0.00192433j 0.00147508-0.00280309j -0.00138703+0.002145j 0.00025618+0.000326804j -0.000233017+0.0034995j -0.000557938-0.00401738j 0.000665121-0.00188271j 0.00244688+6.08138e-05j 4.12621e-05+0.00454811j -0.00119925-0.00338326j -0.00245825+0.00207011j 0.00406334-0.00183865j -0.00230915-0.00311849j 0.00220117+0.0048848j 0.000326388+0.00125058j 0.00219487-0.00152694j 0.00195555-0.00135425j 0.00208591+0.000556481j -0.000255325-0.000845203j 0.000770731-3.76941e-05j 0.00225067-0.00119221j -0.00434177-0.00133109j -0.000460345+0.00153785j 0.00307224+0.00095694j -0.000326706+0.000373762j 0.00119525+0.00218263j -0.00262515+0.00414157j -0.0022496+0.00387071j -0.00394867-0.002276j -0.00164504+0.000908821j -0.000621537-0.00128715j -0.00139775+0.000687208j 
