0.000908696+0.00201361j -0.00201346+0.000815352j 0.000773985+0.000209353j -0.000998917+0.00064636j -0.000823704-0.00142284j 0.000680519+0.000698924j 0.000236375+0.000766961j -0.000782349+0.000511818j 0.000735553+0.000111099j -2.80235e-06-0.00104806j -0.000125897+0.000567812j -0.000556746-0.0015187j 0.000300697-0.000861823j 0.00108538-0.000426415j -0.000503354+0.000490392j 0.000255725-0.000846659j -0.000356913+7.00804e-05j 3.13283e-05-0.000552635j 0.000550079+0.000297337j -0.000326955+0.000408756j -5.20571e-05-0.000764099j 0.000528366+0.000631306j -0.0010433+0.000161932j -0.000447483+0.000595601j 0.000451435+0.000397084j -0.00118716+0.00137779j 0.000140456+0.000609533j 4.59384e-05-0.000624784j 0.00176823-0.000680035j -0.000109053+0.000737296j 0.00148083-0.000310514j -0.00112115-0.000642504j -0.00111239+0.000527114j 0.00069987+0.000176241j -0.00109475-0.000933748j 0.000655068-0.00130228j -0.00122408+0.000291647j -0.00140572-0.00052493j 0.000131438+0.000325623j -0.00147957-0.000857475j -2.44137e-05+3.61411e-05j 6.66736e-05+0.000616749j -7.54843e-05-0.000876219j 0.000632688+0.000263512j -0.00098806-0.000478293j -0.000991871+0.000474959j 7.63748e-05-0.000746376j 0.000553988+0.00123917j -0.000407194+0.000908969j 0.000654734-0.000247811j 0.00149544+0.0017727j 0.000100077+0.00200529j -0.00121253+0.0014905j 0.000659559+0.00102987j -0.00301338-0.00440464j -0.00442836+0.00311023j 
-0.000467895-0.00152164j 0.0016071-0.000424167j 0.000273164-0.00132034j 0.00225141-0.000974535j 0.000288414+0.00196198j 0.000680605+0.00171239j -3.93719e-05+0.00132823j 0.000383811+0.00170131j 0.000302505+0.000145159j 0.00111067+0.00205579j -1.49836e-05-0.00126541j -0.000151532+0.00109771j -0.000312118-0.00126725j -7.60756e-05-0.00110541j 0.000263445+0.00112865j -0.00100926+0.000760326j -7.64034e-05-0.00176484j 0.000531843-0.000178119j 0.000161443+0.000407485j 0.000446114-0.00108754j 0.000509503-0.00144013j 0.00232259-0.00040052j 0.000396061+0.00144438j -6.41507e-05-1.9119e-05j -0.00147459+0.000781417j -0.00117218+0.00133982j 0.00377595+0.000524695j 0.00095818+0.00059391j -0.000509526-0.00132893j 0.000479243+2.88834e-05j -0.000119267+0.00030439j -0.000557383-0.00077448j 0.000574523-0.000745929j -0.000743861+0.00351462j -0.00100643+0.000664546j -0.000486431+0.000357781j -0.00127351+0.00110238j 0.00167967-0.00109584j 0.00132491-0.000979061j -0.000457256-0.000802651j -0.0010255+0.000163597j 0.00145576+0.00140527j 0.000322558-0.000997885j 0.00132978+0.000347721j -0.00287857-0.000429915j 0.00222649+0.000762619j -0.000270258+0.000240301j -0.000508974-0.000414658j -0.00165989-0.00200357j 0.000415918-0.00170412j -0.000464776+0.00227827j -0.00323054+0.00178872j -0.00142849-0.00124959j -0.000686184+0.000160904j -0.00257427-0.00282431j -0.00307448+0.00258596j 
-0.00121257-0.00145892j 0.00141003-0.00123213j 0.000469268+0.000213718j -0.00137462+0.00153822j -0.00124715-0.00201797j -0.000991983-0.0011496j 0.000891061-0.00144362j 0.000358975-0.000204021j -0.000208498+0.000165071j -0.00103763-0.00137944j 0.000983662+0.000456055j -0.000511943+7.16274e-05j -0.000218334+0.000577768j 0.000365553-0.0013206j 0.000150675-0.000475924j -0.000799437+0.000236353j -0.000293896+0.00133189j -0.000812906-7.51725e-05j 0.000554647-0.00203428j -0.00122619+0.000885082j -0.000571841+0.00103694j 0.000998178-0.00050844j -0.000131825+0.000381543j 4.87952e-05+0.000271987j -0.000458872+0.000121619j 0.00289092+0.000223823j 0.000762212-0.000634759j -0.000190454+0.000945919j -0.00114935-0.000626375j 0.00101202-0.000737823j -0.00199213-0.0028364j -0.000764602+0.000809757j -0.000560528+0.00114398j -0.000322451-0.00109419j -0.000584473+0.00143754j -0.00116898+8.57966e-05j 0.00228983+0.000208247j -1.20889e-05+0.00396174j -1.78289e-05+0.00016956j 0.00061988+0.00231591j -0.000578784+0.000444793j 0.000383889+0.000638762j 9.27e-05+7.38338e-05j -0.00010813+0.000267333j 0.0014497+0.000879987j -0.000234115+0.0023984j 0.00118406+0.00220308j 0.000994211-0.000135229j 0.00195675+0.000346198j -0.00053943+0.00210904j -0.00123881-0.00404137j 0.00347894-0.00509383j 0.00383083+0.000484408j 0.000399367-0.00126165j -0.00533581-0.00173639j -0.00145153+0.00520254j 
-0.00363732-0.00125621j 0.00101-0.00367284j -0.00153327-0.00160043j -0.000700985+0.000811058j -0.00324602-0.0022197j 0.000216202-0.00140085j 0.00130658-0.00179125j 0.000306846+0.00190339j 0.00186388+0.000118332j -0.000750045-0.00198806j 0.000931487-0.00273332j -0.000625397-0.000567514j -4.21828e-05+0.000953667j 0.0022478-0.00181179j -0.00144586+0.00241691j -0.00163476-0.000819831j -0.00154575+0.00275006j -0.000808842-0.00146005j 0.000465213-0.00088466j -0.0012771-0.000536076j -0.00243936+0.00121577j 0.00287542+6.95149e-05j 0.00207058-0.000948233j 0.00157675+0.000702956j 0.00082465+0.000560788j 0.00204691+0.00382146j 0.000347987-0.00180852j -0.00344878-0.0015113j -0.0018237+0.000830863j 0.00371903-0.000340373j 0.000840702-0.00594956j -0.00131117-0.000380165j -0.00310768-0.000426227j 0.000288307-0.00123274j -0.00226323-5.8604e-05j -0.00010513-0.00227226j 0.00290153+0.000681101j -0.00238219+0.00282573j -0.000514627+0.000395396j 0.000456264+0.000837538j -0.00392081-8.95055e-06j 0.000875102+0.00160864j -0.00116684-0.00215018j 0.0006133+0.000124261j 0.00316918+0.00436375j -0.000907142+0.00301263j 0.00205503+0.00385119j 0.00030643+0.00247022j -0.00203873+0.00436517j 0.000688872-0.000764415j 0.00235919-0.00159173j 0.00106041-0.00565474j 0.00229317+0.00593577j 0.00675719+0.00169512j -0.00507822-0.000826858j -0.000356702+0.00483684j 
-0.00255152+0.00241757j -0.00234083-0.00277157j 0.00233079+0.000450525j -0.00179772+0.000252826j 0.00154331-0.0014037j 0.000330091+0.00180981j 6.3517e-07-0.0012954j -0.000160011-0.00125948j 0.000140975-0.000339525j 0.00297384-0.00140787j 0.000240418+0.00125407j 0.00268275-0.00239657j -0.000747454-0.000125056j -0.000102233+0.00111457j 0.000420118-0.00101186j 0.00258451+0.00080922j -0.00313476+0.000541861j 0.00279171+3.01702e-05j 0.000670969-0.0014772j 0.000484444-0.00160752j 0.000703577+0.00127862j 0.00309084+0.00334473j 0.00319856-0.000427949j -0.00167433+0.00164109j -0.00157279-0.000576319j 0.00153677+3.27251e-05j -0.00401016+0.00102613j -0.00151766-0.00188069j -0.000823734-0.000418335j -0.0030129-0.000109514j 0.00237399+0.00101929j 0.00108745-0.000308333j 0.000160084-0.00163466j 0.00337761-0.00331422j 0.00115396+0.00613086j 0.00256234-0.000471907j 0.00353486+0.00256601j -0.00422498-0.00159517j 0.00214527-0.00111096j -0.00256776+0.00131854j 0.00389844-0.00275316j -0.000731113-0.000410365j -0.000832018+0.00249651j -0.00126857-0.000315232j -0.00233976+0.00288815j -0.00298346-0.00281069j -0.0030339+0.00195904j -0.000855738-0.000190103j 0.00178321-4.22287e-06j 0.00355899+0.00510394j 0.00101029+0.00414412j 0.00710972-0.00130395j -0.000562371-0.000167448j -0.00513206+0.00322639j 0.00567435+0.00758481j 0.00804764-0.00508913j 
0.000122732-0.00659311j 0.00648912-3.31058e-06j -0.00296617-0.00418553j 0.00329785-0.00257216j 0.00232003+0.00220881j 0.00189569-0.0050008j 0.00381983-0.00217407j 0.00311021-0.000208233j -0.00295308+0.000802014j 0.00237815+0.000264605j 0.00408504+0.00208683j -0.00023107+0.0033357j -0.000955339+0.00240358j 0.00195665+0.00217955j -0.00190258-0.000663663j 0.000978722+0.000736717j 0.000520082+0.00190919j 0.00113559-0.00204804j -0.00201155-0.00160738j 0.00185314-0.00411561j -0.000804693-0.00114175j -3.04503e-05+0.0013133j 0.00418418-2.69217e-05j -0.000763565-0.000779147j -8.12858e-05+0.000902139j 0.000251364-0.00202325j -0.000940992+0.00127058j -0.00310067+0.000215116j -0.00453266+0.000870819j -0.000548755+0.00373661j 0.00328082+0.0019804j 0.00236829-0.00117623j 0.000449982-0.0019424j -0.00342792-0.00125678j 0.00342166+0.00151056j -0.000958611-0.00106321j 0.0031442+0.0013715j 0.000184316-0.00221144j -0.00114873-0.00140984j 0.000782168+0.00230326j 1.43307e-05-0.00203897j 0.000307465-0.00119676j 0.0033203-0.00123015j -0.0022492-1.33531e-05j -0.00137036+0.00451104j 0.00281928+0.0028954j 0.000326911+0.00354405j -0.00194106-0.00127083j -0.00227015+0.000340774j 0.00311518-0.00247615j 0.000421371+0.000289141j -0.000353278-0.0108586j 0.00611029+0.0037657j 0.00455397-0.00109434j 0.0107479+0.00209873j 0.00247406-0.0109619j 
0.000421996+0.000184761j -4.29751e-05+0.000452124j 0.000852154+0.000855957j -5.08608e-05-0.000133553j -7.1673e-05+0.000284319j -0.000818015+0.00105869j 0.000785239+6.18225e-05j 0.00120877+0.000889199j 0.00100381-0.000529905j 0.000444899+0.000738418j -0.000881594+0.000423083j -0.000135954+0.000200283j -0.000182306-0.00276424j -0.000559154-0.00206748j -0.000119387+0.00233731j -0.00123129+0.00159659j -0.00107571-0.00189403j 0.000199649+0.00149084j 0.000786008-0.000526751j -6.45104e-05-0.000634235j 0.000325947-0.000238465j -0.000944556+0.00017258j -0.0019069-0.000263267j -0.000519794+0.000639773j 0.000804139+0.000535236j -0.000324063+0.00176895j -0.000926065+0.00152284j -0.00123112+0.00172354j 0.0035067-0.00130212j 0.000615635-0.000263874j 0.00241974+0.000258585j -0.0031339+0.00101758j -0.00412383+0.00282481j 0.000613566+0.001483j -0.00407694-0.00218559j 0.000247062-0.00249418j -0.00187723+0.00248775j -0.00360198-0.00349188j 0.00218184+0.00194605j -0.00612051-0.00269964j 0.000915265+0.00178907j 0.00099561+0.000848301j -0.000639931-0.000722851j -0.000935065+0.000442454j -0.00108584-0.000946239j -0.000148133+0.000384958j 4.18213e-05-0.00259402j 0.00176954+0.00211784j 0.00204664+0.00279164j 0.000754536+0.00204405j 0.00151222+0.00410639j 0.00364854+0.00679049j 0.00543232+0.0070596j 0.00337251-0.00842906j 0.00196604-0.00410554j -0.00438803-0.00153814j 
-0.00357974-0.00791524j 0.00785184-0.00353686j -0.000471185-0.0111985j 0.0134428+1.71298e-05j 0.00421905+0.011656j 0.0040989-0.00790086j 0.00292696-0.00291012j 0.0088297-0.00541624j -0.0105874-0.000468451j -0.000985301+0.00267189j 0.00892963+0.00189625j 0.00322998+0.00882206j 0.000875759+0.00692222j -0.00261855+9.74432e-05j 0.00266637-0.00344965j -0.00141324-0.00421787j 0.00440273+0.00597408j -0.00128896-0.00359625j -0.00352871-0.00727534j 0.00228809-0.00635683j -0.0056514+0.00222761j -0.00134591-0.00199287j 0.00546912+0.00404687j -0.0017199-0.00298354j 0.00102224-0.00211539j 0.00251338-0.00721601j -0.00505013-0.000387987j -0.00672183+0.00154654j -0.00391723+0.00116961j -0.00438822+0.00100214j -0.00227459+0.00487613j 0.000570528-0.00229987j 0.00609935-0.00477544j -0.00493782+0.00267857j 0.00724678+0.00220571j -0.0062838+8.99645e-05j 0.00539413+0.00339244j 0.00461718-0.00575702j -0.00282269-0.000432653j 0.00528441-0.00227574j -0.000241568+0.00216774j -0.00217711-0.00318783j 0.00322727-2.39368e-05j 0.00120559-0.00510724j -0.00387289+0.00661675j 0.00922365-0.00498127j 0.00178183+0.0055609j -0.0125405-0.000577492j -0.00556113-0.00869029j -0.00385745-0.00450702j -0.00545728-0.00903531j -0.00233123-0.0137865j 0.013281+0.000421818j 0.0051121-0.0099585j 0.0116449+0.005647j 0.00546429-0.0120087j 
-0.00293172-0.00995075j 0.0100264-0.00288833j -0.001951-0.0124433j 0.0144952-0.00320227j 0.00648826+0.0110927j 0.00334782-0.0083249j 0.00462955-0.00349312j 0.0108826-0.00380052j -0.0105321-0.000736472j -0.000959006+0.00344741j 0.00979726+0.00258708j 0.00300618+0.0102065j -0.00105443+0.00523689j -0.00273498-0.00160689j 0.00155076-0.00239536j -0.00270876-0.00396223j 0.00136122+0.00418541j -0.000528084-0.00248852j -0.0017564-0.00671387j 0.00133711-0.0072945j -0.00480149+0.00237978j -0.00114413-0.00154886j 0.00520913+0.00531311j -0.00140879-0.0037737j 0.000510184-0.004613j 0.00486075-0.0046218j -0.00442149+0.000610342j -0.00766258+0.00182522j -0.00285234+0.000523635j -0.00054649+0.00167056j 0.00170476+0.00166448j 0.000340832-0.00160905j 0.00444447-0.00620488j -0.00490878+0.00302813j 0.00437309+0.00227548j -0.00556044+0.00098682j 0.00258186+0.00997194j -0.000756593-0.00493139j -0.00122962+0.00295126j 0.00223708-0.00147186j -0.0014733-0.000971451j -0.00344229-0.00156669j -0.00198534+0.00203539j -0.00211981-0.00313985j -0.00180904+0.00870544j 0.0061926-0.00509488j -0.00533971+0.00139949j -0.00826317-0.00121452j -0.0088476-0.00108503j -0.0114244-0.00277285j -0.00403669-0.0151572j 0.0111587-0.0101793j 0.0103468+0.0104681j 0.00863701-0.00865422j 0.0169606-0.00209233j -0.00212681-0.0169087j 
-0.00162768+0.00236242j -0.0024867-0.00159514j -0.00209017+0.00135519j -0.00128025-0.00117573j 0.000330746+0.000973339j 0.000970604-0.0016617j 0.000158143-0.000735689j 0.000969071-0.000164454j 0.000402956-0.00129072j 0.000154177-0.00144429j -0.00120688-0.000170755j 0.000319925-0.000384342j -0.00015971+0.000878161j -0.000408884+0.000421023j 0.000340546+0.000321091j 0.000862197-0.00130421j -0.000672256+0.000967121j -0.000447288-0.000422605j 0.000617834+0.00105379j -0.000483966-4.33884e-05j -0.00161371+0.00123336j -0.000795118-0.000581618j -0.00041078-0.00180649j 0.000838937+2.7435e-05j 0.00260072-0.000651112j 0.00106115+0.000951605j -0.00288721-0.00128432j -0.00151033-0.000382078j -0.000194092+0.0024735j 0.000121772+0.000155551j 0.000958553-0.00151522j -2.4304e-05+0.000421364j -0.000469088+0.000691373j 0.00164024-0.00201919j 0.00115288-0.000252452j -0.000406657-0.000848962j 0.000481166-0.000847951j -0.00311208-0.000622424j -0.00180382+0.000279433j -0.000805668+1.58047e-05j 0.000103026+0.000378374j -0.000998488-0.00224564j -0.00209905+0.000180675j -0.00116789-0.00156584j 0.00297844+0.00233885j -0.000223043-0.00177376j 0.000375911-0.00151366j 0.00036529+0.000102528j -0.000260326+0.00284002j -0.00106155-0.00239097j 0.00503363-0.00142488j 0.00183459+0.00256988j 0.000373724+0.000855354j 0.00056355-0.000528416j 0.00154644+0.00387303j 0.00405631-0.00150938j 
-0.00227941-0.0145561j 0.0147328-0.00230533j -0.00293175-0.0137721j 0.0154258-0.00581502j 0.00866637+0.0097262j 0.00391996-0.00750483j 0.00462403-0.00141301j 0.0088228-0.00284848j -0.00985557-0.00117429j 0.000328788+0.0020037j 0.0099659+0.00395071j 0.00335586+0.0113535j -0.000564271+0.0053589j -0.000372624+0.000377041j 0.000466032-0.00345821j -0.00180336-0.00233425j -0.0014387+0.00302222j 0.00131267-0.00168724j -0.00103514-0.00638845j 0.00200304-0.0100603j -0.00680855+0.00259936j -0.00266081-0.000472007j 0.00618078+0.00613535j 0.000389845-0.00142489j 0.00151751-0.000779338j 0.00269513-0.00345427j -0.00276063-0.00293739j -0.00574557-0.00405404j -0.00398367+0.000159717j -0.000597424-0.000838159j 0.003664+0.00520142j 0.0012868-0.000782961j 0.00583214-0.00902638j -0.0029866+0.00607241j 0.00090447-0.00387319j -0.0041904+0.00192722j 0.000860493+0.00911217j 0.00464596-0.00864206j -0.0003818+0.000709465j 0.00614709-0.00406809j -0.0023172+0.000205975j -0.00546648-0.00100213j 0.00316519-0.00420491j 0.000447865-0.00252488j -0.00561188+0.0110823j 0.00908787-0.00840009j -0.00165191+0.000680418j -0.0134758+0.00387707j -0.0207945-0.0108853j -0.00648753-0.00589398j -0.0110783-0.00922068j 0.0040059-0.0162998j 0.0128595+0.00487988j 0.00567276-0.0114996j 0.00403589+0.00480028j 0.00440777-0.00394163j 
-3.69483e-05-0.00354513j 0.00351002+0.000111687j -0.00474392-0.00442305j 0.00797192-0.00223369j -6.71015e-05+0.00913972j 0.000881377-0.00607033j 0.00430544-0.00321433j 0.00624323+0.000309726j -0.00421134-0.00150005j -0.000371678+0.00347003j 0.00246397+0.00149766j 0.0007246+0.00598919j 0.000236459+0.00258441j -0.00180635-0.000484116j 0.0017142-0.0020113j -0.000136923+0.000460673j 0.00538907+0.00032961j -0.00214377+0.000484653j -0.00238745-0.00434497j 0.00175702-0.00377806j -0.00196204+0.000455376j -0.00139342-0.000592648j 0.00168235+0.000176292j -0.00280414-0.00494921j -0.00114775-0.000903812j 0.00486084-0.00628427j -0.00249567-0.000890043j -0.00383617+0.00407591j -0.00464388+0.0018198j -0.00171592-0.00139866j -0.00501058+0.00145164j 0.00152201-0.00222705j 0.00193993-0.000875661j -0.00839118+0.000795354j 0.00529851+0.00309793j -0.00345474+0.000656726j 0.00385844+0.000286535j 0.00361109+0.000363826j -0.00102157+0.00175203j 0.00497315-0.00115113j -0.00223662+0.000884514j 0.000793021-0.0022002j -0.000306723+0.00469852j -0.000736949-0.00385697j -0.000361043+0.00373946j 0.00646267+0.00139758j 0.000404353+8.0777e-05j -0.00193513-0.00291702j 0.000716475-0.00208402j -0.00407224-0.000103478j -0.00508217-0.00883136j -0.00266432-0.00596788j 0.00369373-0.00550197j -0.00118931-0.00352287j 0.0125248+0.00571234j 0.00566977-0.0130893j 
0.00299852+0.014625j -0.0148572+0.00275314j 0.00201206+0.0128094j -0.0178852+0.00432933j -0.00864638-0.0173289j -0.00347386+0.0104089j -0.00722196+0.00391726j -0.0150594+0.00415831j 0.013842+0.00106845j -0.00142033-0.00689124j -0.00937601-0.00413118j -0.00389998-0.0148003j 0.000112954-0.00462094j 0.00427104+0.00182334j -0.00323763+0.00137828j 0.00368255-0.000800488j -0.00337808-0.00435931j 0.00109134+0.00264051j 0.00204071+0.0100793j -0.00313881+0.0108247j 0.00744303-0.00228534j 0.00569551+0.00183039j -0.00550768-0.00604422j 0.00189224+0.00435734j -0.00246612+0.00204151j -0.00548361+0.00566259j 0.0046586+0.00277395j 0.00965362-0.00241157j 0.00193023+0.00177989j 0.00274569+0.00139512j -0.000902384-0.00676922j 0.00199445+0.00053054j -0.00394643+0.00289095j 0.00526907-0.00883936j -8.91737e-05+0.00055876j 0.00785517-0.00045265j -0.00280135-0.0100581j -0.00477184+0.0125877j -0.000401376-0.00341651j -0.000989307+0.00732762j -0.000368629-0.00580911j -0.00010571+0.0024349j -0.00254558+0.0034239j 0.00029295+0.00615999j 0.00569149-0.00976459j -0.0154783+0.00592948j -0.00196854-0.0022814j 0.0129589-6.31005e-05j 0.011365+0.00863808j 0.00610452+0.00540094j 0.00599778+0.00762045j -0.00445361+0.00852462j -0.0243515-0.00456608j -0.00423487+0.0261232j -0.0121846-0.00491847j -0.00427871+0.0119241j 
-0.00221117+0.0018033j -0.00176756-0.00215298j 0.00240817-0.00203918j 0.00229168+0.00189637j -0.00114819+0.00128979j 0.00118972+0.0036709j -0.00331014+0.0021406j -0.00121269-0.00229646j -0.00138473+0.00161071j -0.00119939+0.00180079j 0.00104602-0.00212833j 0.00100733+0.000619752j 0.000686915+0.000669431j -0.00240235-0.00166728j -0.000721326+0.000520702j -0.0017017-0.00119486j -0.00124234+0.00176643j -0.00193756-0.00207349j 0.000554425-0.00130609j 0.00229946+0.00327047j -0.000952966+0.000988442j -0.000530346-0.00182387j 7.38744e-05+0.00201185j -0.000602374+0.00264336j 0.00243051-0.000865453j -0.000438325+0.00178896j 0.000497978-0.00170363j 0.00199536+0.00238777j 0.00209816-0.00152321j -0.00148799+0.00194092j -0.00212598-0.000531788j -0.00565836+0.00186602j -0.000521561+0.00275434j 0.00173307+0.00332284j 0.00226447+0.00174849j -0.00212784-0.000851794j 0.00130443+0.0001691j -0.00181412-0.000191359j 0.000294549+0.00104083j -0.00298301-0.0009672j -0.000834016+0.00212655j 0.00293836+0.00179469j -0.00270878+0.00386317j 0.0011368-0.000993195j 2.66373e-05+0.00267257j 0.00315209+0.00216086j -0.00236924-0.00244007j 0.0031525-0.00311051j 0.00204926+0.0014282j -0.000290773+0.00087212j 0.0029439-0.000146805j 0.00371932+0.00364045j 0.000844554+0.000424735j -0.00180879-0.00143567j 0.00230129-0.00362911j -0.00357924-0.00211781j 
-0.00135772+0.00309593j -0.00314884-0.00140062j -0.00135989-0.00117736j 0.000932484-0.000471885j -0.00117962-0.00150413j -0.00160945+0.000107422j -0.00026503-0.000759025j -0.00227645-0.00165639j -0.00073068+0.00245434j 0.000874112+0.00185966j 0.00206214-0.000794078j 0.00104083+0.00124737j 0.00181802-0.00018227j 0.000474948-0.000465204j 0.000396129+0.00018924j -0.000794075+0.00110187j -0.000490412+0.000915892j 0.00177975+2.10809e-05j 0.000878398+0.00200767j 0.00115142-7.72759e-06j -0.00112866-2.75895e-05j -0.00230098+9.0471e-06j 0.00361219+0.000219543j 5.42955e-05-0.00118286j 0.000523332-0.000631744j -0.000273552+0.00169612j -0.00151477-0.00122156j -0.00222949-0.00221923j 0.000616704+0.00231539j -0.000254979-0.00252324j 0.00135297+0.00161031j 0.000847476-0.00177154j -0.00313943-0.00219617j 0.00091574-0.00115104j -0.000183905+0.00035678j 0.00187996+3.36896e-05j 0.000182414+0.00173148j -0.000761984-0.00363127j -0.000287752+0.000608361j 0.000353515-0.00429132j -0.000753184+0.000860453j -0.00154119+0.00169795j -0.00156241-0.00100323j 0.000560601-0.000790693j -0.000197685+0.0027283j 0.000199256+0.00190206j 0.000402325+0.000112652j 0.00103904-0.000127012j -0.000655259+0.00412319j 0.000208059+0.0032014j -1.65485e-06+0.00377825j 0.000214287+0.00290188j -0.00257043+0.00336094j 0.00180993+0.00146007j 0.00219877+0.0060021j 0.00607128-0.00200365j 
6.69408e-05+0.00659186j -0.00666265+0.000254249j 0.00352151+0.0118566j -0.012142+0.0032394j -0.00241985-0.00846123j -0.00608383+0.00350404j -0.00144532+0.00176288j -0.0086385+0.00584712j 0.00798481+0.00247277j 0.00183084+3.55758e-05j -0.00659173-0.00307964j -0.00498721-0.00544824j -0.00107145-0.00521732j 0.0011752+0.00287345j -0.00257669+0.00432431j 0.00115942+0.00499733j -0.00207078-0.00496726j 0.0003817+0.00242634j 0.00092458+0.00755099j -0.000612395+0.00751086j 0.00586102-0.000972578j 0.000452787-0.000637462j -0.0015618-0.00139959j 0.00437975+0.00354215j -0.0010749+0.00162656j -0.00355077+0.00231498j 0.00611594-0.00209358j 0.0086619-0.000882574j 0.000808374-0.000356951j 0.00323082-0.000211988j -0.00474645+9.16595e-05j 0.00283465+0.00392314j -0.00106892+0.00390959j 0.00416731-0.00232594j -0.00259467+0.00195881j 0.00379716+0.00344435j -0.00119265-0.00721208j 0.0029326+0.00462565j 9.47028e-05-0.00315836j -0.00291714+0.00528178j 0.00426081-0.00152388j 0.00509399+0.0017381j 0.00110383-0.000146832j -0.000751216+0.00335392j 0.00150444-0.00785207j -0.00390659+0.00228602j -0.00258526+0.00194639j 0.00936142-0.00217515j 0.00915942+0.00995288j -0.004285-0.00116145j 0.00467371+0.00556307j -0.0126524+0.0135882j -0.0119121-0.00516626j -0.00180457+0.00830339j -0.0109518-0.000190733j -0.000652652+0.0108752j 
0.00753478+0.0270886j -0.0273662+0.0075973j 0.00391882+0.0244067j -0.0272532+0.00630936j -0.00997916-0.0166965j -0.00513128+0.0158548j -0.0146736+0.00459027j -0.0147871-0.000481006j 0.0131875+0.000774847j -0.00200477-0.00910735j -0.0146225-0.00282643j -0.00334723-0.0183433j 0.00571715-0.00719903j 0.00625834+0.000294996j -0.00132913+0.00427021j 0.00385656+0.00264547j -0.000495216-0.000435898j -0.00102055+0.00137874j 0.00370658+0.0108389j -0.00299769+0.0140738j 0.0107489+0.0011808j 0.00374586+0.00364924j -0.00970761-0.009512j 0.00198777+0.0035669j -0.000263808-0.000402172j -0.00326557+0.00919322j 0.00174455+0.00245431j 0.00949125+0.0012783j 0.00962007-0.000510615j -0.000475791+0.000196571j -0.000978245-0.00927501j -0.000976631+0.00251938j -0.00260993+0.00844796j 0.0104546-0.0125729j -0.00746653+0.00232011j 0.00859872-0.0025108j -0.00306193-0.0127804j -0.00775574+0.0121877j 0.00105624-0.000105603j -0.00494047+0.000976971j 0.00744374+0.000391083j 0.00164149+0.000569264j -0.00888299-0.000827951j 0.0052035+0.00614791j 0.00589391-0.0171015j -0.0154504+0.000732333j 0.0036379-0.00803423j 0.0124886+0.000795062j 0.0200863+0.00213677j 0.0194026+0.00804089j 0.00784849+0.0215577j -0.00743174+0.0194831j -0.0225626-0.00191298j -0.00201488+0.0201817j -0.0247191-0.0102034j -0.0100103+0.0246793j 
-0.00392099-0.047035j 0.0473828-0.00399385j -0.00803382-0.0484443j 0.0553086-0.00798902j 0.0174157+0.0435151j 0.0170491-0.0344554j 0.0254486-0.0133688j 0.042635-0.0130219j -0.0384624-0.00448577j 0.00183636+0.0150272j 0.0319058+0.0155143j 0.0117187+0.040047j -0.00159347+0.0216623j -0.0097974-0.000729414j 0.00532705-0.00968481j -0.00788669-0.00472409j 0.0115932+0.0187498j -0.000562725-0.00854857j -0.0120647-0.0320133j 0.0131012-0.0346361j -0.0234218+0.00283362j -0.0155356-0.000920009j 0.0185139+0.015219j -0.00922487-0.0131499j 0.00518846-0.00543074j 0.0148323-0.0197787j -0.021874+0.000136353j -0.0397716+0.00175874j -0.0116846+0.000171585j -0.00764948+0.00213228j 0.0100188+0.0200837j -0.00372583-0.00637194j 0.00686101-0.0125535j -0.0219714+0.0165739j 0.0113221-0.00442944j -0.0208898-0.00586719j 0.00969297+0.0333897j 0.00956148-0.0319251j -0.00279097+0.00973742j 0.0101552-0.0173044j -0.00762897+0.00604426j -0.00574452-0.00695759j 0.0120048+0.00106095j -0.00353838-0.0171681j -0.00878624+0.0330259j 0.0332363-0.0101902j 0.000600067+0.0116798j -0.0389714+0.000787872j -0.038099-0.0158242j -0.0199166-0.0167062j -0.0110088-0.0374223j 0.025325-0.0474008j 0.063219+0.00921468j 0.00606876-0.0541806j 0.0523327+0.00757785j 0.00783013-0.0522418j 
-0.000297018-0.00124957j 0.00131306-0.000359511j 2.85102e-05-0.00294002j 0.0022597+0.000524792j -0.00144057+0.000285752j 0.00054974+0.000809481j 0.000502517-0.000646639j 0.000181187+0.0014477j 0.00151664+0.00170941j 0.000969361-0.00161694j 0.00112225+0.000194545j -0.000484055+0.000603355j -0.000402749-0.000966376j 0.000403943-0.00104787j 0.00216067-0.000365083j 0.00110541+0.00112693j 0.00181214+0.00064807j -0.000534265+0.00139509j -0.00118702-0.00152921j -0.0011111-0.000464363j 0.000998088-0.000125209j 0.00150593+0.000493177j 0.00083831+0.000496519j 0.000584232-0.00173292j -0.00288954-0.00164229j 0.00291759-0.00124606j 0.00184323-0.000310207j 0.00199841-0.00111531j -0.00307214-0.000520252j 0.00100797-0.0014816j -0.00232581-0.00133631j 0.0023647+0.000444679j 0.00325631-0.00113071j -0.000285676-0.000397517j 0.000562313+0.00211002j 2.83114e-05+0.0026906j -0.000261762+0.000121421j 0.00162629+0.00495585j 0.000629375-0.00195397j 0.00359147+0.00346124j 0.00120808-0.00124418j -0.000833893-0.000357377j -0.0029429-0.000124097j 0.00112528+0.00160412j 0.00228413+0.00125852j 0.00462152-0.00355496j -0.00196673-0.00146776j -0.0013181-0.00374554j -0.00120917-0.00296936j -0.00046185-0.00392515j 0.000823298-0.00389595j -0.0015191-0.00395852j -0.00172925-0.00641764j -0.00434343+0.00376j -0.0044513-0.00141132j -0.00131672+0.00416779j 
