0.000388128+0.00147646j 0.00135019-0.000200618j 8.10766e-05-0.00122787j -0.00145857-9.66521e-05j 0.000160999-0.0008601j 0.000193244-0.000678945j 0.00198864+0.00167538j -0.000470906+0.00207215j 0.000896321+0.000596052j -0.00026326-0.00051289j 0.00101946-0.000354069j 0.000507452-0.000612541j -0.000136778-2.2818e-05j 0.000761106-0.000668278j -0.00129389+0.00095175j -0.0010998+0.00110399j 0.000895896-0.000606055j 0.000944493-0.000421348j 5.84636e-05-0.000161098j 0.00089013-2.73006e-05j 0.000406109+0.000188909j 0.000752383+0.000742685j 0.00170691+0.000924502j -0.00160557+0.00109947j 0.000424465-0.00130802j -0.00105704-0.000371105j -0.00111028-0.0012579j 0.00024791-0.000380675j 0.000171209-0.000602045j 5.44121e-05-0.000575758j -0.000604262+0.000709707j -1.97533e-05-0.00011154j -0.000604-0.000768998j 0.000678567-0.00136661j 0.000176045+0.0008643j -0.000762812+0.000554278j 0.00154341+8.73389e-05j -0.000318909+0.000793707j -0.00126749+0.00159051j -0.000943567-0.000263476j 0.000264836-0.000158636j -0.00110615+0.00242777j -0.00136584+0.000284646j -0.00175539+3.90715e-06j 0.000343657-1.88062e-05j -0.000664966-0.000113443j -0.000786583+0.00135495j 0.000929373-0.000491194j -0.00248012-0.000660142j -0.00041123-0.00147218j 0.0021762-0.000844753j -0.00136715+0.000289447j -0.00155822-0.000620594j 0.000867503+0.00101243j 0.00160229+0.00126726j -0.000646734-0.000283508j 0.000218737+0.000125277j 0.000893386+0.00107289j -0.000285077-3.65511e-05j -0.00132842-0.00103574j 0.000851164-0.00116163j 0.00192318-0.00199354j 7.30127e-05+0.000696343j 0.00207483+0.00167899j -5.00306e-05+0.00250794j -0.000349731-0.00034468j 0.00295567+0.00030585j 0.00199775+0.00257198j 0.000755103+0.00286865j 0.00193607-0.000248051j -0.00394008-0.00720893j -0.00735036+0.00408814j 
0.00197951+0.00234827j 0.00263711-0.00217984j 0.00521134+0.00361279j 0.00364463-0.00469817j -0.00118546-0.003201j -0.00038129-0.00369821j 0.0024568+0.000865092j -0.00337135+0.00226266j 6.51664e-05-0.000317479j 0.000448491-0.00147718j 0.00182233+0.000452605j -0.001255-0.0013212j -0.00151888+6.29389e-05j -0.00143566+0.00128047j 0.00305976-0.00144566j -0.00113876+6.01079e-05j 0.0011403+0.000535381j 0.00137694+0.00242837j 0.00293661+0.00132899j -0.00134005+0.000818323j -0.00309957+0.000805776j 0.000461364+0.00112545j 0.000943397+0.0031142j 0.000479518+0.00115335j 0.00117778+8.52101e-05j -0.000651865-0.00021009j -0.000487413+0.00130933j -0.00150759-0.000886126j -0.000189998+0.00251059j 0.000431455+0.00130391j 0.0014183+0.000968119j 3.90611e-05+0.000628377j 0.000833452+0.000619315j 0.000863718+0.00113371j 0.00167566-0.000907403j 0.00234393+0.000144635j 5.59961e-05+0.001115j -0.000945585+0.000378397j -8.10884e-05+0.000764201j -0.000121822+0.000912581j 0.000736951-0.000669923j 0.00105391+0.00113137j -0.00164446+0.00155802j 0.000876254-0.00236657j -0.0011507+0.00013668j 0.000766532-4.42067e-05j -0.000479737-0.000564794j 0.00117441+0.00240417j 0.000329966+0.000879579j -0.000619837+0.000593688j -0.000222083+0.00021238j -0.000303995-0.00117872j 0.00027152+0.000593132j -7.54875e-05-0.000725519j -9.28413e-05-0.000308117j -0.000570939-0.00137872j -4.93938e-05-0.000640923j -0.00208244-0.000145352j -0.00113047-0.000145154j -0.000551924-0.000911949j -0.000211913-0.000156891j 0.000728859-0.000638897j -4.06519e-05-0.00038216j -0.000148217+0.00126486j -0.00130389-0.000218679j 0.000329813+0.000246713j -0.00112505-0.000536534j -8.78007e-06+0.00020267j -0.00221623+0.000133688j 0.000371494+0.00158836j -0.000379053-0.00120673j -0.00114159+0.000317508j 
-0.00029784+0.00463535j 0.00458252+0.000592882j -0.00275706-4.13892e-05j -0.0010595+0.00183998j -0.00316953-0.00231117j -0.00322681+0.00420375j -0.000511424-0.00221326j 0.00128025+0.00126704j 0.00155433+0.0015379j -0.00244551-0.000838716j 0.000415949-0.00299875j 0.000687697-0.000831683j -0.000811374-0.000934152j -0.0029627-0.0032871j -0.0024308+5.21283e-05j -0.000555222+1.38115e-05j 0.000201654-0.00215047j 0.000432092-0.00156583j -0.00013104-0.0016658j 7.43463e-06-0.00440151j 0.000900415-0.00020472j 0.000828125-0.00033258j 0.00106902+0.00193683j -0.00104792+0.00114665j 0.000769797-0.000513147j 0.000275115-2.18531e-05j 0.000322323-0.000761999j 0.0017796-0.00206867j -0.00128894-0.00282968j 0.000666408-0.000630622j 0.000178424+0.000440872j 0.00107266-0.000527831j -0.000610164-0.00130376j -0.000261642-0.00098951j -0.000684962-0.000236982j -0.000866184-0.00038328j 0.000275749+9.33601e-05j -0.000241093-0.000151207j -0.000614579+0.00136446j 0.00094795-0.0013351j -0.000316802-0.000957016j 0.00103028-0.000843598j 3.27552e-05-0.00036588j -0.000331418+0.00108701j 0.000485233-0.00144347j -0.000711934+0.000855329j 0.000426308+0.00227658j 0.000843553+0.000589098j -0.00186884-0.00116523j 0.00330301-0.00103j -0.000892471-0.00166874j -0.00169429+0.00146309j -0.000339357+0.000502856j 0.000374544-0.00173402j 0.00228632+0.00196529j -0.00090201-0.00140173j 0.000699578-0.00139259j 0.000566721+0.00197966j 0.000637701+3.56085e-05j -0.000208284+0.00129552j -0.000951178+0.000413763j 0.00169282-0.00249214j 0.00208243-0.000131879j -0.000383487+0.000235335j -0.00108026+0.000367862j 0.00181427+0.000463825j -5.09751e-05+0.00149325j 0.0024538-0.00216721j 0.00210337+0.00159763j 0.000474236-0.000533319j -0.000559325+0.00142609j 0.00139156+0.000650496j 
0.00658165+0.00509096j 0.00509108-0.00682056j -8.31602e-05+0.00347843j 0.0019964+0.00450904j 0.00603101+0.000529699j 0.00413158-0.00011796j -0.000770674+0.00663594j -0.00113186+0.00111698j -0.00132048-0.00104988j 0.000854591-0.00193841j -0.00203199-0.00112753j 0.00465287+0.00148203j 0.00103238+0.000116095j 0.000857277-0.000106553j 0.00475541+0.000782556j -0.00107592-0.00164407j 0.00143456-0.000581395j 0.00012815+0.00251946j 0.0036174-0.00296031j 0.00102435+0.00162794j -0.00206807-0.00161428j 0.00148314+0.00393177j 0.00349515-0.000181952j 0.000314077-0.00121961j -0.000648133-5.77148e-05j -0.00075017-0.00126369j -0.00229342+0.000738106j -0.00117673-0.000389361j -0.000586759+0.00145126j 0.00221982+0.00100821j -7.53307e-05-0.000448284j 0.000838163-0.000707397j 0.00105183+0.00258174j 0.00274828+0.00107031j 0.000180785+0.000561763j 0.000568603-0.00173804j 0.000883348-0.000485566j 0.000536671-0.00144938j -0.00143326-0.000161967j 0.0016089-0.00279709j -0.000821624+0.000125596j 0.00178465+0.00231264j 0.00019624+0.000410649j -0.000702383+0.00177756j -0.000431603+0.00139948j 0.000613672-0.00168016j -0.00150631-0.00101575j -0.000828046-0.00232148j -4.04571e-05+0.000272478j -0.000465086-0.000107282j -0.000503506+0.000520313j 0.00107848+0.000993039j -0.00179821-0.000639903j -0.00131849+0.00346766j 0.000315342-0.000655753j -0.000709855+0.00179003j -0.000924703-0.000555522j -9.3939e-05-0.000594491j 0.00164615-0.003508j 0.00255669-0.0016261j 0.00152597-0.000494104j -0.00182631-0.000989765j -0.000489301-0.00106753j 0.000279402-0.00125584j 0.000557895-0.000130368j 0.000376035-0.0013885j 0.0032306+0.00104593j -0.000695859+0.00240678j 0.000162344-0.000923805j -0.000502183+9.53965e-05j 0.00135054-0.000407496j -0.000456193-0.00130839j 
-0.00200067+0.000815843j 0.00157054+0.00225913j -0.00288195+0.00801752j 0.00324253-0.00284573j -0.00839016+0.0061001j 0.00127318+0.00194606j -0.00185088-0.000984259j 0.000531611+0.00111713j -0.000283781+0.000247089j -0.00170054+1.86531e-05j 0.000675442-0.00101559j 0.000466616-6.84087e-05j 0.00242985+0.00153601j -0.00122821+0.00042671j -0.000872852+0.000133274j -0.00185649+0.000448233j -2.16931e-05+0.000473268j 0.00128085-0.00104818j -0.000434835-0.00148337j 0.00254627-0.000802555j 0.00430642+0.0011432j -0.00115235+0.0025627j -0.00133051-0.00072179j -0.000312472-2.49006e-06j -9.7015e-05+0.00233564j -0.00204713-0.00134837j 0.000481835+0.000419688j 0.000994598+0.000999486j 0.00132453-9.9293e-05j 0.000180699-0.00124107j 0.000543477+0.00136535j -0.000152845+0.00129351j 0.000578586-0.0021834j -0.00030848-9.98131e-05j -0.000960009-6.3893e-05j -0.00072524-0.000996516j -0.00099456+0.000312862j -0.00161629-0.00132391j 0.000824314-0.000804021j 0.00140369+0.0012175j -0.000663975+0.000531474j -0.000946729+0.00132169j 0.00233061-0.00169818j 0.000306981+0.00110447j -0.000217853+0.00197579j -0.00180814+0.00167807j 0.000653117-0.00149641j -0.000322652-0.00194557j -0.000219274-0.000703802j 0.000953372+0.001607j -0.000366202+0.00227456j 0.00225248+0.000646598j -0.000668299-0.00126868j -0.00329467-0.000141445j -0.000640651+0.00245818j 0.00168126+0.00023144j -0.000177827-0.000599454j 5.18906e-05+2.52422e-05j 0.00043665+0.000162964j 0.000878935+0.00045009j 0.000423649+0.00149222j -0.00074285+0.00237502j -0.000213798+0.00213879j 0.000840427-0.00164397j 0.00163252-0.000136656j -5.44809e-05+0.000851508j -0.000448829+0.0011259j -0.00365086+0.00236157j -8.18211e-05-0.00235509j -0.000256519-0.000919402j 0.00103238+0.000751907j 0.000348367-0.00107583j 
0.00600498-0.00225143j -0.00205628-0.00609303j -0.00296001+0.000871256j -0.002715+0.00271727j 0.0015473+0.00515039j -0.000696597+0.000526173j -0.00301768-0.000614493j -0.000877888+0.00138291j 0.000842198-0.00137958j 0.00146103+0.00147279j -0.00113103-0.000558755j 0.000755704+0.00120639j 0.00285866+0.000619299j 0.00261325+0.00121063j -0.00041702+0.00187367j 0.00168249+0.000628036j 0.000536444+0.00190867j -0.000986673+0.000806048j 0.000726179+0.00120701j 0.00151678-5.62731e-05j 0.00020929-0.000701101j -0.000701638+0.00242735j -0.00086268-0.000992361j -0.000435778+7.41206e-05j 0.000268611+0.00103893j -9.44762e-05-0.000567815j -0.000397111-0.000689798j -0.000183688+0.000621471j 0.000863484+0.000848012j 0.00196815+0.000730453j 0.000129949+0.00112282j 0.000428403+0.00214222j -0.00057729-0.000328282j 2.62636e-05+0.000256464j 0.00121366+0.00096626j 0.0002554-0.000661675j 0.00124045+0.00102148j -0.000684056-0.00139914j 0.000278436-0.00135656j 0.000280166+0.000396963j 0.000289+0.000562202j 0.000203933+0.000946803j 0.00163948+0.00120449j -0.000650132+0.000171429j -0.000344717+0.00193338j -0.00106428+0.000144567j -0.000772866-0.00388049j 0.000277379-0.00269837j -0.000952378-0.000322506j -0.00133831+0.000510085j 0.000164603+0.00155332j 0.00163499+0.000585499j -0.00117971-2.74606e-05j -0.00127452+0.000307177j -9.89457e-05-0.000186275j 0.000355234+0.00139953j -0.00118439+0.000534936j 0.00157008-0.000261824j -9.42964e-05+0.000636676j 0.00020143-0.000169949j 8.36702e-05-0.000185391j 0.000355532+0.00202399j 1.73455e-05+0.000467885j 0.00127313-0.000634406j 0.00105779+0.00110869j -0.00137793+0.00112888j -0.000634931+0.000825469j -0.00176614+0.00279593j 0.000148998-0.000764247j -0.000320509-0.00166505j 9.80392e-06-0.00182162j -0.00208773+0.000124945j 
0.00724471+0.00564683j 0.00531296-0.00715805j 0.00077582-0.000889833j -9.10877e-05-0.000401356j -0.000717082-0.00627066j -0.00392739+0.00459641j -0.00310433+8.97058e-05j -0.00264555+0.00254174j 0.00303529-0.000785664j 0.00158729+0.000508605j 0.000144071-0.00225396j 0.00149158-0.000295344j 0.000880043+0.000114026j -0.00188544-0.00176151j 0.000263706-3.84284e-05j 0.000189885-0.00237308j 0.00119941-0.00104173j -0.000971128+0.00155561j 0.00298017-0.00179348j 0.000201521-0.00247384j -0.00181246+0.000208933j 0.00176785+0.00166102j 0.00110087+0.00258876j 0.0010298+0.000834609j 0.000995537+0.000970803j 0.00117771-0.000882779j -0.00261409+0.00109099j -0.00173005-0.00152653j -0.0018553+0.000694367j 0.00169323+0.000583373j 0.00215092+0.00114045j 0.00253586+0.000528506j 3.72963e-05+0.00177593j 0.00173336-0.000840521j 0.00148679-0.00101801j 0.00123426-0.000152782j 0.000286156+0.00175296j -0.00121445-0.00237173j -0.000533553-0.0017529j 4.06303e-05+0.000136199j -0.00088473-0.000552016j 0.00196512+0.000762485j 0.000989107+0.00195934j 0.000445544-0.000554253j -0.000534733+0.000739143j -0.00109331+0.000142809j -0.000857011-0.0008709j 0.000376963-0.000930743j -0.000907099+0.00115466j 0.000746493-0.00145996j -0.000897963-0.000389601j -0.000198046+0.00111796j -0.0018433+0.000884067j -0.000850853-0.000213577j -0.00188351-0.0017498j 7.56992e-05-0.000358395j 8.81867e-05-0.000173701j -0.00167018+0.000699461j -0.000664126-0.000235535j 0.0013206-8.24308e-05j -0.00162502+0.000780656j 6.41172e-05-0.000718099j -0.000537108-0.00170326j 0.000431308+0.000194613j 0.000685882+0.000928425j -0.000554792+0.00282756j -0.0014503+0.000646821j -0.000577269+0.000188976j -0.000486923+0.000314262j -0.00042172+0.00133482j 0.0016446-0.00105969j -0.00105825-0.00178215j 
-0.00275877+0.0036745j 0.00348414+0.00307698j 0.00122976-0.00744621j -0.00425443-0.00092126j -0.00419229-0.0016082j 0.00366455+0.00053263j 0.00260686+0.000911702j -0.00149421+0.00291761j 0.00168761-0.00125954j 0.00139492+0.000332563j -0.000344102+0.0042053j -0.00109501-0.00372063j -0.0028812-0.000880324j -3.883e-05+0.00358485j 0.00215967-0.00173926j -0.00204981+0.00110749j 0.00177083-0.000624138j 0.00149118+0.00143971j -0.000372238+0.00189411j -0.00483949+0.00056724j -0.0033375+0.00227728j 0.00174347-0.00030804j -0.00148119-0.000431312j 0.000515966-0.00137785j 0.000572437-0.0013922j 0.00128778-0.00145413j -0.000650901-0.000932344j -0.00292723-0.00117023j 0.000332536+5.57917e-05j 0.000277765-0.00153939j -2.71319e-05-0.00135033j -0.00155679-0.00132413j -0.000829805+0.000266534j 0.00196261+0.00226657j -0.00127825-0.000437341j -0.00083551+0.00167997j -0.000517548-0.000911854j -0.000123604+0.00282242j 0.000686875-0.000299832j 0.000257185-0.00189317j 0.000585189+0.00153154j -0.00231357-0.000285758j -0.001846-0.000547486j 0.00210103-0.00251436j 0.000931874+7.36185e-05j 0.00162042-0.000420295j -0.000254105-0.000326295j -0.000765763+0.000215467j 0.00158933+0.000711871j -0.00170847+0.0018867j 5.95319e-05+0.000641926j 0.00186739-0.00224074j 0.00249687-0.00106124j 0.0019195+0.000481133j -0.000767444-0.00143811j -0.00138175-0.000437995j 0.000162646-0.000237886j -0.00151576-0.00077564j 0.000224374+0.000333443j -0.00160603-0.000846733j -0.000448437+0.000144115j 0.000764846-0.00152685j -0.00150024-0.000174423j -3.28515e-06+0.00170053j -0.000960212-0.000445928j 0.00172208-0.00156426j 0.000876288+0.000562842j -0.00267892-0.00190358j -0.00191176-0.000309225j 0.00181906+0.00253904j -0.0013401-0.00102248j -0.000849394+0.00121915j 
0.00622228-0.00673764j -0.00718224-0.00590124j -0.00194498-0.00650814j -0.00455376+0.000522318j 0.00099914-0.00193052j -0.000784554+0.00107143j -0.00186054+0.000757471j -0.00438025+0.000796806j 0.00175258+0.000298768j 0.00323595+0.00166289j 0.00199461+0.00307212j 3.3379e-05-7.12394e-05j 0.0016994+0.0019289j 0.00210259+0.00111528j -0.0022077+0.00209687j 0.000419142-0.000723613j 0.00199225+0.00126713j -0.00099814+0.00117668j -0.00103355+0.00209455j 0.00061867-0.000372203j 0.000789175-0.000693005j -0.000895062+0.00171442j -0.00137408-0.000140686j -0.000664031-0.000272342j -6.47112e-05+0.00144819j 0.000608651-7.54728e-05j -0.00247264-0.000412903j -0.000662939+0.000438135j 0.000694658+0.00134666j 0.000875369+5.17825e-05j 0.00144603+0.00162642j 0.000568973+0.00131605j -0.00132462-0.000982053j -0.000938466-0.00176991j 0.0011263-0.00046608j 0.000240414+0.000673374j 1.80701e-05+0.00138982j -0.00130609+0.000291923j 0.000265978-0.00186171j -0.00220993+0.00109487j -0.000132551+0.000958225j -0.00145973+0.00168848j 0.000838835+0.00116726j 0.000471832-0.0028765j -0.000814511+0.0019758j -0.0015149+0.00146759j -0.00109864-0.00288106j 0.000418326-0.000457141j 0.000740077+8.54215e-05j -0.00208502+0.0001976j 0.000932683+0.00194486j 0.00195137-0.00101557j -0.000499069-0.000278218j -0.000320611-0.000950233j -0.00241427-0.00258014j -0.00023424+0.000608954j -0.000640392+0.00123183j -0.000860466-0.000318671j -0.00153512+0.000899042j -0.00111225-0.00137162j -0.000884572+0.000129848j 0.000366302+0.00104155j -0.00171293-0.000379811j 3.64529e-06+0.00198292j -0.00187311+0.00137132j -0.00112327+0.000519048j -0.000450467+0.000130222j -0.00374435-0.00107963j -0.000713328-0.00028153j 0.00102947+0.00165894j -0.00079526-0.00090709j -0.000950869+0.000503229j 
-0.00436698-0.00632343j -0.0059678+0.00435338j -0.00266049+0.00335553j 0.00277795-0.000454435j -0.00286393+0.00424787j 0.00232824-0.000439991j -0.000746395-0.00086036j 0.00152299-0.00337842j -0.00218208+0.000400245j -0.00022724-0.000399216j 0.00056219+0.000420702j -0.000982199+0.00154461j 0.000827494-0.000347653j 0.000416458+0.000660915j 0.000396927-0.000778503j -3.20951e-06+7.28309e-05j -0.00185219+0.00152919j -7.82862e-05-0.00172226j -0.00249288+0.00175975j 0.000360346+0.00147464j 0.0029537-0.000400496j -0.0027018-0.00134155j -0.00259799-0.00173135j -0.000140228-0.000705324j -0.000650672+0.00180992j -4.77998e-05+0.0013893j 0.00278634-0.000593327j 0.00229174+0.00167798j 0.00139985-0.00135742j -0.00206473+4.67195e-05j -0.000802272-0.000624858j -0.000773197+0.000775182j -0.000206131-0.00169318j -0.00190289+0.000881018j -0.0013443+0.000583247j -9.66857e-05-0.000303899j -0.00232677-0.000470909j 0.00019404+0.000706065j 0.00219697-0.000983982j 0.00124425+0.0017207j 0.000232341-0.000107012j -0.00164844-0.000480027j 0.000264621-0.00175155j 0.000603915+0.000875225j -0.000193142+0.000187043j 0.000799512+0.00108896j 0.00240844+0.000727006j -0.000120298+0.000139414j 0.00146415-0.000640007j 0.000369031+0.00195219j 0.000985845+0.000153783j -0.000508377-0.000381588j 0.000863111-0.00064738j -0.00186783-0.000685658j 0.000334263+0.0026932j 0.00158905+9.19408e-05j 0.000425542+0.000321196j -1.39614e-05-0.00128903j 0.000249069+0.0011745j -1.38895e-05+0.000934429j 0.00100521+0.000563214j -1.60998e-06+0.0023033j 0.000186271+0.00209525j 8.70691e-05-0.000727505j 0.00128984-0.00105485j 0.000651071-0.00062858j -0.000962437+0.000170787j -0.000736177+0.000864271j -0.000369527-0.00068451j -0.000650264-0.00115661j -0.000394374+0.00031066j 0.000270616+0.000376974j 
0.00244361-0.00258232j -0.00240736-0.00319917j 0.00751591+0.00574676j 0.005006-0.00600106j 0.00100027+0.000132439j -0.00148149+0.00199547j -0.00587888-5.92859e-05j -0.00250692-0.00159168j 0.000179837+0.000162261j 0.000671977+0.00252411j -0.000974047-0.000928984j -0.00154784+0.00160184j 0.00176193+0.000534306j -0.000317732+0.00217527j 0.000271758-0.000824072j 0.0017283-0.00128802j -0.00135762+0.00132113j -0.0017666+0.00234032j 0.00296618+0.000543804j 0.00086857+0.000911998j -0.00074585+0.000400441j -0.000737775-0.000222532j -0.00146028-2.30146e-05j 0.00153329-2.66457e-05j -0.000423107+0.00223437j 0.000473114+0.000697756j 0.000861014+0.00197063j -0.000499364+0.000170124j -0.000294185+0.00194635j 0.00042974+0.00110943j 0.000538414+0.000853772j 0.000738122+0.00134074j 0.000707994+0.000995862j -0.000679116+8.17122e-05j 0.00174997+0.000105763j 0.00248035+0.000696197j -0.000334182+0.000797139j -0.00172015-0.000925839j 0.000672981-0.00119389j -0.00102131+0.00275102j -0.000407685-0.000110884j 0.00127203-0.000296071j 0.000805833+0.00278736j 0.000861623-0.000614649j -0.00104057+0.000275685j 0.000120918+0.000242196j -0.00110819-0.00254953j 0.00127119+0.000723646j 0.0004459+0.000340221j -0.00165079-0.000103202j 0.000855459+0.00151874j -0.000507012-0.000930065j -0.00186662+0.000832582j -0.00111439-0.000827467j -0.000950028-0.000753259j 0.00013797+0.000181877j -0.000370102+0.000358485j -0.00125628-0.00143002j -0.00149974+0.00087823j 0.000552965-0.000584615j 0.000157543+3.16393e-05j 0.000534248+0.00126426j -0.000157361-0.000786759j -0.000527649+0.000788204j -0.000408517-9.23938e-05j 0.000200303+0.00100531j -0.00200674+0.00150435j -0.0011072+0.000988811j -0.00322653-0.00107641j -0.00272382+0.00221445j -0.000797577-0.00116446j -0.000939327+0.000647393j 
0.00566726+0.00242523j 0.00256683-0.00565265j -0.0026757+0.0050324j 0.00213249+0.00261883j 0.00184779-0.000179155j -0.00328419+7.8692e-05j -0.000346217-0.00056938j 0.0010547+0.000760879j 0.000237622-0.000545545j -0.000369392-0.00045446j -0.000801864-0.00380734j 0.00139463+0.00167921j 0.00147386-0.00027638j -0.000705446-0.00272739j -0.000293129+0.000258603j 0.000692313-0.000538177j -0.000102935+0.000210796j -0.000651066-0.000517207j 0.00186726-0.0013315j 0.00274503-0.000726964j 0.000326645-0.000256777j 0.000366179+0.0011855j 0.00185407+0.000651873j -0.00071764+0.00186017j 0.00059459-0.000543223j -0.00097586-0.000348165j -0.0007466+0.000292597j 0.000567095-0.000431113j -0.000181198+0.000568382j 0.0011141+0.00036534j -0.000131053+0.000801482j 0.00173052+0.000505003j 0.000771445+0.000522582j 4.70225e-05-0.00115422j 0.00117381+0.000386276j -0.000528895-0.00109233j 0.00167567+0.00113537j -0.000547171-0.00302621j -0.00167082+0.000145311j -2.80067e-05-0.000642366j -0.000528267-0.000954569j 0.00159223+0.000282103j 0.00122276+0.000806574j -0.00196212+0.00183099j -0.000414448+0.000777816j -0.00180393-0.000227307j -0.000465684-0.000629083j 0.000300785-0.00110138j -0.00263301-0.000226311j 0.00165173-0.00189063j -0.00143658-0.000256635j -0.000151008+0.00226081j -0.0016526+0.000112369j -0.00063004+0.000303479j 0.00095045+0.000739773j 0.00107+0.000421753j -0.00014169-0.000498936j 0.00234092+0.00136036j 0.000485981-0.000545165j 0.00108371+0.000856575j -0.000227-0.000587303j -0.000605473+0.000790618j 0.00139177-0.000102039j 0.000983491-0.00163691j 0.00136757+0.00125617j -0.00187517+0.00193074j -0.000460103-0.000317029j 0.00150596+0.00219299j 0.00172895-0.000286812j -0.00109668-0.00217214j -0.000334748+0.000516317j 0.00024003+0.000566738j 
-0.00337138+0.00750208j 0.00730808+0.00358073j 0.0011443-0.00480091j -0.0032747+0.000703838j 0.000333272-0.00125736j 0.00259163-0.0018802j 0.004406+0.00129663j 0.000101194+0.00250788j 0.00147854+0.000789676j -0.00225221-0.000604799j 0.000106414+0.000256913j 2.53424e-05-0.00342098j -0.00177226-0.000223654j 0.000144754+0.000378368j 0.000192246+0.000970737j -0.00156294+0.00111318j 0.00118536-0.00214194j 0.000636649+0.000398645j -0.000694392-0.000670473j -0.00191861-0.000654578j -0.00185952-0.000332777j 0.00171734-8.23425e-05j 0.0019971+0.000715372j -0.000394158-0.000365417j -0.000164655-0.00174143j 0.000235215-0.000482953j -0.00108588-0.000279957j -0.000942789-0.000751886j -0.00161278-0.00108306j 0.000481375+4.04275e-05j -0.000175853-0.0010902j -0.00149621-0.00173293j -0.000858755+0.000380334j 0.00161568+0.00023506j -0.00082206+0.000112858j -0.000697446+0.000246223j 0.000785873-0.00132574j 0.00192875+0.00228791j -0.000672286+0.00192209j 0.000389909-0.00250606j 0.000467652+0.000436256j 0.00046185+0.000804932j -0.00223794-0.000700376j 0.00014664-0.000785723j 0.00104693-0.00196233j 0.00140793-0.00161768j -0.000244806+0.00177181j -0.000755484+0.000709767j 0.000185878-3.04278e-05j -0.00034497-0.000226335j 0.000283855-0.00161339j -0.000731309-0.000555368j 0.000739731-0.000112769j 0.00238204+0.00151792j 0.00108446-0.00100411j -0.00253709-0.000161572j 0.000194196-0.000690334j -0.00110308+0.000884984j 0.00077658-0.00174068j -0.000566869-0.000991063j 0.000401478-0.000762658j -0.000230882-0.00397105j 0.000149303-0.000795071j -9.9477e-05+0.000599939j -0.00138841-0.000363087j 0.00103331-0.00233033j 0.00318527-0.000767226j 0.00159129-0.00119672j 1.94065e-05+0.00186771j 0.00237262+0.00143388j 0.000200467-0.000781719j -0.000629115-0.000220767j 
0.00705313+0.00380326j 0.00365713-0.00690796j -0.00203366-0.000304721j -0.000867335+0.00286642j 0.00207136-0.00239768j -0.00299853+1.91954e-05j 0.000410512-0.000400069j 5.00926e-05+0.00256077j 0.00225745-0.0013487j 0.000733408+0.00122225j -0.00113438-0.00205739j 0.000145613+3.6971e-05j 0.00098214-0.000371243j 0.000277002-0.0014465j -0.000293902+0.00112454j 0.000750646-0.000281975j 0.000442233-0.000392379j -0.000516168+0.000710847j 0.00132389-0.000611856j 0.000991631-0.000920589j -0.00153226+0.000391871j 0.00130613+0.00077229j 0.00174723+0.000425108j -0.000585689+0.00143715j 0.000621195-0.00101411j -2.99475e-05-0.000865393j -0.0015118+0.000387857j -0.000908677-0.000701807j -0.000604047+0.00119608j 0.00176939-0.000132659j 5.42692e-05+0.000464565j 0.00115609+0.000138957j 0.000138094+0.000990788j 0.000583973-0.00123869j 0.00136314+0.000113367j -0.000541283-0.000275463j 0.0018255+0.000755864j -0.000379355-0.00208115j -0.00151913+0.000196335j -0.000951333-0.0011111j -0.000350829-0.000264736j 0.00114673-0.000159485j 0.000801904+0.00145865j -0.00151711+0.000377121j -0.000298633+0.000425291j -0.00154069-0.000657394j -0.00156032-0.000899165j 0.000318125-0.00080727j -0.00227608+0.000172186j 0.000144352-0.00168468j -0.00114577-6.9891e-05j 0.00010088+0.00135782j -0.00081523+0.000136102j 0.00102699+0.000247062j -0.000425266-0.00101633j 0.000258844+0.000955337j -0.000218332-0.000105593j 0.00183911+0.00159996j -0.000113567-0.000116233j -8.70151e-05+0.000306397j -0.000752423-0.00100019j -0.000851034+7.86721e-05j 0.000365658-0.000635592j 0.00115351-0.000371888j 0.000333465+0.00208938j -0.00205339+0.00157403j -0.000269482-0.000663148j 0.000253247+0.000870756j 0.00156273+9.34329e-06j -5.79105e-05-0.0013525j -0.00135156-9.83083e-05j -0.000284638+0.00147635j 
