0.000388128+0.00147646j 0.00135019-0.000200618j 8.10766e-05-0.00122787j -0.00145857-9.66521e-05j 0.000160999-0.0008601j 0.000193244-0.000678945j 0.00198864+0.00167538j -0.000470906+0.00207215j 0.000896321+0.000596052j -0.00026326-0.00051289j 0.00101946-0.000354069j 0.000507452-0.000612541j -0.000136778-2.2818e-05j 0.000761106-0.000668278j -0.00129389+0.00095175j -0.0010998+0.00110399j 0.000895896-0.000606055j 0.000944493-0.000421348j 5.84636e-05-0.000161098j 0.00089013-2.73006e-05j 0.000406109+0.000188909j 0.000752383+0.000742685j 0.00170691+0.000924502j -0.00160557+0.00109947j 0.000424465-0.00130802j -0.00105704-0.000371105j -0.00111028-0.0012579j 0.00024791-0.000380675j 0.000171209-0.000602045j 5.44121e-05-0.000575758j -0.000604262+0.000709707j -1.97533e-05-0.00011154j -0.000604-0.000768998j 0.000678567-0.00136661j 0.000176045+0.0008643j -0.000762812+0.000554278j 0.00154341+8.73389e-05j -0.000318909+0.000793707j -0.00126749+0.00159051j -0.000943567-0.000263476j 0.000264836-0.000158636j -0.00110615+0.00242777j -0.00136584+0.000284646j -0.00175539+3.90715e-06j 0.000343657-1.88062e-05j -0.000664966-0.000113443j -0.000786583+0.00135495j 0.000929373-0.000491194j -0.00248012-0.000660142j -0.00041123-0.00147218j 0.0021762-0.000844753j -0.00136715+0.000289447j -0.00155822-0.000620594j 0.000867503+0.00101243j 0.00160229+0.00126726j -0.000646734-0.000283508j 0.000218737+0.000125277j 0.000893386+0.00107289j -0.000285077-3.65511e-05j -0.00132842-0.00103574j 0.000851164-0.00116163j 0.00192318-0.00199354j 7.30127e-05+0.000696343j 0.00207483+0.00167899j -5.00306e-05+0.00250794j -0.000349731-0.00034468j 0.00295567+0.00030585j 0.00199775+0.00257198j 0.000755103+0.00286865j 0.00193607-0.000248051j -0.00394008-0.00720893j -0.00735036+0.00408814j 
-0.0016637+0.00321036j 0.00339193+0.00225539j -0.00240292+0.000588635j 0.00104507-0.00188561j -0.0110342-0.00474759j -0.00127645+0.00473859j 0.00141557+0.000401511j -0.000461512+0.00244806j 0.000121691-0.000189682j 0.00214243-0.0036969j 0.00403268+0.00210483j 0.00161354-0.00136775j -0.00186247-0.00255822j -0.00299899-0.000794545j 0.00232161-0.00454829j -0.00601326+0.00234159j 0.00214695-0.000853175j 0.00483561-0.0017267j 0.00130419-0.000940954j -0.00287612-0.00145811j 0.00217612+0.00308871j -0.000105928+0.00110085j -0.000856576+0.00244314j -0.000850961+0.000803538j 0.0036434+0.0020924j -0.00219288-0.0029464j 0.000269525-0.00283171j -0.00250314-0.00111612j 0.00352555-0.0014051j -0.000870277-0.00413172j 0.00117547+0.00211016j 0.00118632+0.00147193j 0.000722042-0.0014901j 0.00181972+0.00277142j -0.00184619-0.00116342j -0.00319217+0.000882677j -0.00136859-0.000176484j -0.000450929-0.00139541j -0.000663111+0.00138747j 0.00155327+0.000844952j -0.00050509-4.91595e-05j -0.00433063-7.71744e-05j 0.00133913-0.00425512j 0.00269618-0.000481611j 0.000845006+0.000994254j -0.00144804+0.0013451j 0.0017218+0.00268333j -0.000329415+0.000225261j 0.000290304-0.000772283j 0.00289669+0.000250218j -0.00214839+0.0020328j 0.00337727-0.00215221j 0.00203634-0.000306091j -0.0013999-0.000437467j 2.84632e-05+0.000917296j 0.00205622-0.00302404j 0.00117002-0.000836959j -0.000728678-0.00140762j -0.00137201+0.00118073j -0.00149537-9.39833e-05j -0.000518797+0.00251328j 0.000822926+0.000772507j -0.00112232+0.00225019j 0.000576676-0.000753381j 0.000749915+0.000543017j -0.000371096+0.00228774j -0.00223971-0.000303938j -0.00197211-0.000677875j -0.0019645-0.00260459j 0.000835664+0.000808314j -0.0014273+0.000353253j -4.18825e-05+0.00160719j 
0.00537682+0.00414313j 0.00368867-0.00441155j -0.00566376-0.00514422j -0.00473533+0.00149233j -0.0017601-0.00379127j 0.000433535+0.000437972j 0.00238903+0.00190607j -0.00423534+0.000700657j -0.000439703+0.00219022j 0.000506525-0.00439121j 0.0025036+0.00203895j 0.00375337-0.00348472j 0.00208441-0.00149017j 0.000590909-0.00160465j -0.00231305+0.00221877j -0.00289897-0.0034811j 0.00518934+0.000926743j 0.000362299-0.00136357j -0.00132575+0.000278276j 0.00326349-0.00341744j 0.0029954-0.00199618j 0.000404843+0.00445381j 0.000564236+0.00384919j -0.00194508+0.0011222j 0.00128898+0.00202792j 0.000599937-0.000687734j -0.00115214-0.000852248j 0.000956668+0.00144866j 0.00142898-0.0012173j 0.000120228+7.10958e-05j 0.00240372+0.00178808j 0.00215773+0.000522351j -0.00288507-0.00161302j 0.00189402-1.91092e-05j 0.000211083-0.00129764j -0.00117877-0.00256879j 0.00067675+0.00180468j -0.000669304-0.000268857j -0.0020361-0.0015247j 0.00089021-0.000662589j -0.000319886-0.00154613j -0.00175246+0.00341556j 0.00109283-0.00305627j 0.00104481-0.0014415j -0.000929701+0.00197519j -0.000763978+0.00261501j 0.000394775+0.000744181j -0.00113286-0.000783441j 0.0010861+0.000118897j 0.00105491+4.53732e-05j -0.00080608-0.000427329j 0.00297476-0.000332777j 0.000728881-0.00057939j -0.00271471-0.00044119j -0.000488007-0.00113519j -0.000103898-0.00161792j 0.000577421+0.00045594j -0.00305056-0.000725702j 0.000574437-0.000356623j 0.000279095-0.000782423j -0.00201284+0.00133068j 0.00175516-0.000758467j -0.00104611-0.000658992j -0.000200227-2.84816e-05j -0.000983995-0.000510997j -0.00090085+0.00226317j -4.19024e-06-0.00125292j 0.000319059-0.00159257j 0.000388796-0.000525928j 0.000150778+0.00172156j 0.00166751-0.000639705j -0.000711167-0.00179463j 
-0.0031859-0.00494244j -0.0050616+0.00371305j -0.00456057+0.00401551j 0.00775271-0.00151359j -0.00202035-0.000342659j 0.00492389-0.00307259j 0.00309277+0.00141525j 0.00150386-0.00483951j -0.00106181+0.00121784j -0.00179097-0.000444844j -0.000440251-0.00215475j -0.000854777+0.000485985j 0.00322118+1.00988e-05j 0.000552772-1.43006e-05j -0.00373815-0.000482364j 0.000769889-0.00356372j -0.00254219+0.000827395j -0.00168065-0.00358731j -0.00370255+0.000486266j 0.00446406+0.00241224j 0.00708955-0.00159655j -0.00406199-0.000748321j -0.00102491-0.00201715j 0.000217098-0.000422172j -0.00250814+0.00186155j 0.000156291+0.00240555j 0.00119425+0.00122893j 0.00303943+0.00532562j -0.000445789-0.00100278j -0.00454841+0.00119619j -0.000138837-0.00135772j 5.63463e-05-0.00105327j -0.00244327-0.00281547j -0.00297256-0.0031004j -0.0010651+0.000176281j -4.16187e-05+1.83336e-05j -0.00187004-0.000375169j 0.00103901+0.000949334j 0.00271218-0.00250767j -0.000201874+0.00199132j 0.000506967+0.000741603j -0.00133299+0.000868162j 0.000143052-0.00248849j -0.0002032-0.000784634j -0.00134142-0.00165134j 0.000487928+0.00181944j 0.00221315+0.00308169j -0.000418905-0.000918783j 0.00216548+0.00184584j -0.00038939+0.00086125j 0.00196955-0.0028672j -0.00167084+0.00260973j -0.00023737-0.00137923j -0.00251011-0.00140776j -0.00127824+0.00132077j 0.00235939+0.000198249j 7.53064e-06+0.00134839j -0.00111052-0.00228639j 0.000419718-0.000122178j 0.00120525+0.00075941j -0.00200236+0.000286723j 0.00130695+0.00216871j -0.000517204-0.00037741j 0.000712393+0.000278872j 0.000731607+0.000438332j -0.000662246-0.000988915j 0.000577871-0.000309301j 0.00062348-0.000734594j 0.00363462+0.00382612j 0.00218712-0.00244696j 0.00125695-0.00205654j -0.00199621-0.0014634j 
-0.00447144+0.00470714j 0.00470277+0.00450782j -0.00126285+0.00323344j 0.00432671+0.00192869j -0.00206874-0.000385501j 0.00283393+0.00215276j 0.00313162+0.00231653j 0.00576131+0.0010957j 0.000192025-0.00338624j 0.00174266-0.00190338j -0.0031527-0.00286915j 0.00494958+0.000260643j 0.00352255-0.00195373j -0.00121712+0.0019173j 0.00237424-0.00388601j -0.00222365+0.00113946j -0.00220849-0.00259184j 0.00255905-0.00166702j -0.000246657-0.00380142j 7.87518e-05+0.00123109j 0.00155759-0.00056986j -0.000253988+0.0018185j -0.000263398-0.0033527j 0.00164577-0.000836191j 0.000803008+0.000805844j -0.00131637-0.00178259j -7.58627e-06-0.00268865j -5.52973e-05+0.000397499j 0.00247253-0.000466081j -0.002016+0.00068258j -0.000213843-0.00256885j -0.000496544-0.0014517j -8.55037e-05-0.00107468j -0.000251133+0.00137289j -0.00254783+0.00029543j -0.000480387-0.000102852j 0.000204377-0.00332444j 0.00204117+9.52547e-05j 0.00117589+0.00182739j 0.000105702-0.00056568j 0.000525527+0.000734956j -0.0024203-0.0030284j 0.0005308-0.00260247j -0.00113475+0.0013872j 0.00141149+0.000392098j 0.00174508+5.79531e-05j -0.000594343+0.0035337j 6.73668e-05-0.00200521j -0.00142864-0.000914828j 0.00192588+0.000992926j -0.00312086-0.000474603j 0.00105315+0.00100999j 0.000778984-0.00132802j 0.000255232-0.000646019j 0.00178222+0.00199819j 0.000418995-0.000549916j -0.0010669-0.00254432j 0.0026961-0.00162538j 0.00174244+0.000341139j -0.00225363+0.000373136j -0.00072059-0.0005902j 0.00129836+0.00198832j -0.00113735-0.000422596j -0.00114968+0.000872871j -0.000266962-0.000656441j -0.00065428-0.000893707j 0.0011567-0.000611832j 0.00137127+0.00169902j -0.000117489-0.000210106j 0.00111916-0.0013642j -0.00180672+0.000655981j 0.000404436+0.00214946j 
0.00409073+0.0004228j 0.000642528-0.00388946j -0.0015374+0.00259482j -0.00139206+0.000855155j 0.00112882-0.000417536j -0.00350221-0.00192514j 0.00151705+0.00223923j -0.00242318+0.00415016j 0.00189045+0.0025704j 0.000674036-0.000188562j 0.00542721+0.000646238j 0.00148471+0.00390327j -0.00236357+0.00331181j -0.00112373-0.00401306j 0.000137951+0.00135421j -0.00355385+0.00035921j 0.00284571-2.97807e-05j 0.000862877+0.00152007j 0.00283475-0.00117257j 0.000819873-0.00318791j 0.00352164+0.000237099j -0.0028883+0.00177051j 0.00272119+0.00307595j -0.00254703+0.00174666j 0.00100703-0.00052062j -0.00262835-0.000232282j -0.00125835-0.00108672j -0.000377916-0.00451239j 0.000348287+0.000966658j 0.00147962-0.000495692j 0.00069912+0.00267175j 0.000425801+0.000458381j 0.00151351-0.00207845j -0.00196234-0.00167394j -0.000219449-0.0015568j -0.00196437-0.000879637j 0.000755064+0.000675011j -0.00120472-0.00120771j -0.00129537+0.00201366j 0.000473802-0.00333771j -0.000963741-0.000234232j 0.000554422+0.00110358j 0.00222617-0.000772348j 1.12321e-05-0.00128341j 9.37005e-05+0.000971565j -0.00335756+0.000994254j -0.00193899-0.000610011j -0.00128494+0.000488247j -0.00125912-0.000667235j 0.00398019+0.000645504j -0.00382839+0.00113031j 0.00135325+0.0014029j -7.34801e-05+0.0013105j -0.00124268+0.000282384j 0.000256313+0.00118718j 0.000567198-0.00261287j 0.000864216-0.00226104j 0.000321941+0.00275744j -0.000445686-0.00104894j 0.000171792-0.00152323j -0.000192129+0.000661144j -0.000671799-0.000490269j 0.00144369+0.000488431j -0.000643992-0.00193492j -0.00111664-0.000765892j 0.00073302+0.00133348j -0.000347119+0.00137018j -0.00168763-0.000613176j 0.00239122-0.000708678j 0.00218959-0.000878041j 0.000635781+0.00284313j 0.00227546-0.000632399j 
-0.00451053-0.000696443j -0.000821511+0.00450764j 0.00291425-0.000610077j 0.00333854-0.00318185j 7.83017e-05-0.00214158j 0.00317691-0.00156302j 0.000117328+0.00152524j -0.00158558+0.00203485j 0.00296348+0.00344215j -0.00238409+0.0023803j 0.00373352+0.00185241j -0.00162535-0.000235414j -0.00130117+0.00403405j 0.0011954+0.00051298j 0.00102587+0.0024915j -0.0017703-0.00263931j -0.00133747-0.000616679j -0.00164754+0.00170681j -0.00343196+0.000370397j -0.00205666+4.68544e-05j 0.00268094-0.00139293j -0.000871715-0.00231714j 0.00215758+0.0023196j 0.00355305-0.00101526j -0.00305093+0.00181871j 0.0020923+0.00343344j -0.000679197+0.00524991j 0.000541885+0.00130653j -0.00346578+0.000386482j -0.00237991+0.00249835j 0.00226173-0.0024315j -0.00169638-0.00262363j -0.00113977+0.00024799j -0.00197001-0.00350432j -0.000193517-0.00192463j 0.00210343-0.000866834j -0.00321398-0.000577251j 0.000558636+0.00340827j 0.00388199-0.00155492j 0.000238071+6.32377e-05j -0.000334271-0.000784171j 0.00199924+0.00077742j -0.000758072-0.000583988j 0.00309633-0.00204098j -0.000438661-0.00194848j 0.00185679+0.000135828j -0.000903294+0.00276441j -0.00293724+0.00206241j 0.00397742+0.0027818j -0.00145289+0.00167312j 0.00206907-0.00149563j -0.00394608+0.000411589j -0.000805272+0.00109154j -0.00156676+0.00175504j -0.00466841+0.000151276j -0.00169312-0.000905703j 0.000785527-0.000394004j -0.00556825-0.000161716j -0.000926955-0.00205515j 0.00249996-0.00244461j 0.000349015+3.17886e-05j -0.00376518-0.00113351j -0.000546121-0.00294734j -0.0019813-0.000517542j -0.000513732-0.00266526j 0.000234282-3.31488e-05j -0.000448174-0.00297437j 0.000699673-0.00136433j 0.000181082+0.0038467j 0.00299864+0.00138408j 0.00339939-0.00107212j -0.000724775-0.00393072j 
-0.00475469-0.00293272j -0.00299876+0.0052433j -0.00783105-0.00275418j -0.000909163+0.00717317j -0.00108215+0.00298801j 0.00563866-0.0025205j 0.00603513+0.000369413j 0.0014674-0.0017679j -0.00199031+0.00331181j -0.00427895-0.0014541j -0.00308901+0.00139009j 0.00039205+0.00199677j -0.00594262-0.00135116j -0.00119372-0.000952946j 0.00012691-0.00129003j -0.000937131+0.00110297j -0.0010831+0.000207592j 0.00116085-0.00217337j -0.00609924+0.000625444j -0.00182894-0.000605022j 0.00236303-0.0013651j -0.00256389-0.00140225j -3.09013e-05-0.00355538j -0.00168062-0.00133327j -0.00122-0.00283616j 0.00155947+0.00245042j 0.00257881-0.00219732j 0.00407304+0.000957481j -7.33368e-05-0.00271342j -0.000618381-0.00191416j -0.000690382-0.00171819j -0.00158561-0.00204969j -0.000532764-0.00393394j -0.00245592+0.00097241j -0.00343087+0.00156983j -0.00217107-0.000660318j -0.00160597-0.00191783j 0.00112725+0.00375821j 0.000851609+0.00200344j 0.00305214-0.00225447j 0.000939065-3.5943e-05j -0.00229574-0.00236141j -0.00105507-0.00371516j -7.39916e-05+0.00297008j -0.00113733-0.00260186j -8.38824e-05-0.000429394j 0.0019609+0.00262859j -0.000614718+0.000568377j 0.00181924-0.0013596j 7.71461e-05+0.000584724j 0.00294788-0.00141976j -0.00158618-0.00122229j 0.00154837+5.387e-05j -0.000497923+0.000381688j 0.00316258+0.00224082j -0.00133133-0.000307708j 0.00150626+0.00119387j 0.00187468-0.00109118j 0.000580363-0.000704727j 0.000981399+0.000912914j 0.00145767+0.000948769j -0.00126525-0.000930194j 0.00150083-0.000113609j -0.00225461-0.00066756j 0.000437749-0.000792394j 0.000805633-0.00315871j 0.00200059-0.00246864j 0.00280505-0.00349807j -0.000277044+0.0019654j 0.00179661+0.00207205j -0.00125493+0.00162748j 0.00177301+0.00114828j 
0.00380245-0.00347442j -0.00321381-0.00435343j 0.00330287+0.00320375j 0.00222472+0.000249875j 0.00614668+0.00351766j 0.00381224-0.00503591j 0.000204932+0.00444652j -0.00204309+1.14869e-05j -0.00171925-0.000730729j 0.00165622+8.94451e-05j 0.000590274+0.00198571j -0.000653336+0.00147876j 0.00095113+0.000995269j 0.00381264+0.00346813j 0.0032548+0.00161276j 0.000397882+0.000483552j -0.000985261+0.00122365j -0.000339885+0.00326275j 0.00260163+0.00189107j 0.000241239+0.00320487j -0.00224787+9.71854e-05j -0.00151157+0.00139264j 0.000421314-0.00172316j 1.26231e-05-0.000355031j -0.000890891+0.000206758j -0.000509506-0.000337287j -0.000708106+5.95474e-05j -0.00260418+0.00141089j 0.00150868+0.00291453j 0.00109458+0.00213518j -0.000256807+0.000455313j -0.00123083+0.00118302j 0.00029384+0.00151328j 0.00027626+0.00189338j 0.000954994+0.00134315j 0.00116052-9.81225e-05j 0.00104767-0.000340687j 0.000318657-6.34828e-05j -8.30464e-05+0.00061593j -0.00029838+0.000289002j 0.000510923+0.000772429j -0.000494047+0.00152582j -0.000572981+0.00109466j 0.000445712-0.000424988j -0.000824466+0.000929976j 0.000828683-0.00163326j -0.0011003-0.0023751j -7.61331e-05+0.000272471j 0.00102639+0.000260878j -0.00293303+0.000884011j -0.000141916+0.00210295j 0.000603905-0.00117738j 0.000254448+1.47428e-05j -0.00100477+0.00178571j -0.000336765-0.00159837j -0.000975128+0.00107864j -0.00103025+0.000314596j 0.000322452-0.00170789j -0.000118485-0.000714185j 2.62362e-08-0.00139808j 0.00147341-0.000863276j -0.00120454-1.31872e-05j -0.000404209-8.18172e-06j 0.0011888-0.000392601j -0.000343675+0.00065411j -0.000420567-0.00156257j 0.0010755+0.000757137j -0.00237188+0.00239031j -0.00204817-0.00126293j -7.69301e-05+0.000198163j -0.00108908-0.00162129j -0.00163877+0.00116479j 
0.00041026+0.00216007j 0.00196818-0.000110508j -0.00330608+0.000555411j 0.00263365+0.0023149j 0.000429457-0.00163389j 0.00332508-0.00292593j 0.00523517+0.00264312j -0.000129971-0.00161605j -0.000164094-0.000188044j 0.000498006-0.000705034j -0.00191719-0.00108347j -0.000227749+6.05664e-05j 0.000458597-0.0029814j -8.94454e-05+0.000617068j 0.000163303-0.00149395j -0.00174141-0.00105401j -0.000530045+0.000400995j -0.000252663-0.0014448j -0.00304665+0.000483387j 0.00127726+0.000660768j 0.000407105-0.000619565j -0.00093952-0.00108993j -0.00103148-0.00144274j -0.00158161+0.0005771j 0.000237303-0.000177627j 0.000699719+0.000740342j 0.00133139-0.00152667j 0.0018907+0.000888441j 0.00109821-0.00106861j -0.000640143-0.000523908j -0.000743422-0.00177766j 0.000622109-0.00115586j 9.56282e-05-0.00146981j -4.57337e-05+0.00121527j -0.0012338+0.000916524j -0.00189609-0.00153152j -0.00104989-0.000315419j 0.000625771+0.00138778j -0.000999691+0.000632117j 0.000630898-0.00113904j -0.00112258-0.000166633j -0.00233163-0.000651485j 1.53509e-05-0.00213389j -0.000373828+0.00158677j 0.000119228+0.0004404j 0.000788741+6.43062e-05j 0.00068019+0.00171125j 0.000444078+0.00143345j 0.000344378-0.000834223j 0.000667083-0.00047673j 0.000740575+0.00047115j -0.000738155-0.00156937j 0.00175898-0.00141954j -0.000566314+0.00124816j 0.00118041+0.000139549j 0.0011123+0.00104285j 0.000852987+0.000396565j 0.000843359-0.000300981j 0.00132248+0.000130619j 0.000180304+0.000639041j 0.00196599-0.000560247j -0.000993524+0.000860579j -0.000302547+0.00223233j 0.000538036-0.000171279j 0.000221823-0.000204379j 0.000588097-0.00128328j 0.00131396+0.000166467j -0.000917019+0.000851415j -0.00124581-0.00258643j -0.00231028+0.000806908j -0.00168066+0.00244748j 0.00246755+0.00170318j 
0.00107073-0.00823801j -0.00768872-0.00107308j -0.00347002+0.00635221j 0.00386587-0.00241734j -0.00529208+0.00521838j -0.00185905+0.00146693j -0.0047466-0.00442769j -0.000444167-0.00201406j -0.00131104+0.00166863j -0.00101732+0.000807019j 0.00130336-0.000198892j -0.00154394+0.0030508j 0.00129086+0.00202167j 0.000426603+0.000480738j -0.00235869-0.00215652j 0.00143476-0.000174143j -0.00135694+0.0037584j -0.00128954-0.000981608j 0.000717919+0.00309228j 0.00246633+0.00111154j 0.00481268+0.000902074j -0.00386227-2.42153e-05j -0.0037495-0.000784211j 8.1859e-05+0.000398264j -0.000576677+0.0024133j -0.000413498+0.00130141j 0.00172883+0.000819322j 0.00209287+0.00249758j 0.00180898+0.000707988j -0.000777213+0.000425528j 0.000565689+0.00145144j 0.000307115+0.00319178j -0.000561711-0.00214035j -0.00312141-0.000808464j 0.00137153+0.00061911j 0.00111784+9.55576e-05j -0.000805774+0.00119491j -0.00115727-0.00175895j 0.00230048-0.00255899j 0.000731326+0.00319404j 0.00133986-0.00121732j -0.000499364+0.000634238j 0.00155355+0.00122481j 0.000259084-0.000757078j -0.00263918+0.00146086j -0.00286698+0.00169104j 0.00242769-0.00240807j -0.000385644-0.00107629j 0.00106493+2.99979e-05j -6.41161e-05+0.00263886j 0.000269178+3.34151e-05j 0.000464626+0.0011323j -0.0015969+0.00109711j -0.00351281-0.00292545j -2.8191e-05+0.00231978j 0.000944324-0.000494017j 2.71488e-05+0.000539728j -0.000305098-0.00127437j -0.00118184+0.00140305j 0.000464583+0.000972312j -0.00132065+0.00146282j 0.000241907+0.00250999j 0.000598036-2.92352e-05j 0.000110596-0.00115684j 0.00204396-0.00077335j -0.00105531+0.00238009j -0.00364532-0.000424927j -2.25268e-05+0.00102374j -0.00202923+0.00165917j 0.00094087+0.000894307j 0.000844312-0.00383545j -0.00398066-0.00105353j 
-0.00352871+0.00313386j 0.00321402+0.0037793j -0.00281275+0.0057018j 0.00844699+0.00143374j -0.00216354-0.00397404j 0.00253865-0.000260538j 0.00246993+0.00141436j 0.00247597-0.000745434j 0.00115568-0.00134795j -0.000293035+0.000915207j -0.00387512-0.00128736j -0.00010285+0.00155341j -0.00108854-0.00317182j -0.000668081-0.000489668j 0.000544313-0.00217295j -0.00225256-0.00143556j -0.00227751-0.00180165j 0.000327811-0.00100978j -0.00115435-0.00368618j -9.85867e-05-0.000389445j 0.0021602-0.00078639j -0.000799291-0.00211081j 0.000400008-0.000829992j 0.00129409-0.0013637j -0.000909129+0.000444416j 0.000600683+0.000750205j 0.00146874+0.0012059j 0.00122743+0.00133843j -0.00071539-0.000966219j -0.00169942-0.000903787j -0.000197442-0.0028641j 0.000447246-0.00229591j 0.000364473+5.99774e-05j -6.95024e-05+0.000690148j -0.00218579+6.19779e-05j -0.000796603-0.000563089j -0.00249717-0.00210721j 0.00165653-0.000229715j 0.00033749+6.53784e-05j 0.00194959-0.00140355j -0.000692899-0.000851196j 0.00043253-0.00178896j 0.000552725-0.00221282j 4.51629e-05+0.00208455j -0.000323778-0.00128181j 0.000854341-0.000137308j 0.000815502+0.00401713j -0.00170195-5.23777e-05j 0.0020294+0.000985292j 0.00192096+0.000450881j -0.000686442-0.00186903j -0.00168511+0.000439294j 0.000721869+0.000483291j -0.00143848+0.00128039j -0.00132017+0.000967423j 0.00164335-0.00017703j 0.00116537-5.77918e-05j -0.00130401-0.00061738j 0.000714614-0.00130932j 0.00185906+0.00112402j -8.13889e-05+0.00136108j -0.00221706+0.000438348j -0.000920736-0.000115745j -0.000421452-0.00126767j 0.00176858-0.000876256j 0.000175673-0.00056919j 4.75516e-05-0.0013123j 0.000277982-0.000870138j 0.000782091+0.0007177j 0.001151-0.00012117j 0.00160717+0.000948594j 0.000929037-0.00177564j 
0.00479041+0.000451244j 0.000569071-0.00419368j -0.00458636+0.00331534j 0.00259655+0.000738804j -0.000877473-0.000262301j 0.0024954-0.00443705j 0.0051477+0.00298998j -0.00281479+0.00143138j 0.00201826-0.000123579j 0.000999201+0.000163348j 0.000220879-0.000728666j 0.000804608-0.000940936j 0.00377955-0.000599655j 0.00182223+0.000848279j -0.00164463+0.00180033j -0.00260348-0.00059783j 0.00188001+0.00127344j -0.000475628+0.000124936j -0.00201897+0.000611175j 0.00418771-0.000159038j 0.00327465-0.00204603j -0.00307207+0.00280469j -0.000658164-0.000432011j -0.00247639+0.00113436j 0.000244915+0.00193162j -0.00121558-0.000299037j -0.00108831-0.00167368j 0.00114687+0.00225401j 0.00186084+0.000652812j 0.000452622+0.000896475j 0.000834573+0.00112327j 0.000349597+0.001521j -0.000978503-0.00302699j -0.000668522+1.26481e-05j 0.00075382+0.00095568j -0.00104247-0.00109037j 0.000589513-0.000173073j 4.85605e-06+0.000195325j -0.00122289+0.000710712j 2.44577e-05-8.80395e-05j -0.000253792-5.88819e-06j -0.00253703+0.00292126j 0.000644827-0.00155896j -0.000725326-0.000728666j -0.00096284+0.00211113j -0.00152238+0.00112702j -0.000112429-0.000437914j -0.000516724-0.000116217j 0.000142463-6.85026e-05j -0.000773533+0.000605803j 3.81063e-06+0.00107317j 0.00203614-0.00104585j -4.9419e-05-0.000613267j -0.00138324+0.0010039j 0.000546004-0.000597793j 0.000905395+0.000303893j 3.40777e-06+0.000205994j 2.92284e-06-0.000695733j 0.000379436-0.0002107j -0.000890496-0.000884969j 0.000415155-0.00036704j -0.000330614+0.00136519j -0.00169523+0.0017319j 0.00128235-0.000304364j 0.00067692+0.000202925j -0.000880322+0.00113834j 0.000945007-0.000559859j -0.00203203+0.00266597j -0.00156437-0.00169095j 0.000688089+0.00119929j -0.00124243-0.0015243j -0.00186116+0.00122777j 
0.000254892-0.0010679j -0.00103594-0.000448519j -0.00351676+0.000884652j -0.00336289+0.00677371j 0.0077356+0.00268334j -0.00490493-0.00240163j 0.00105495-0.00197664j 0.00459244-0.00228892j -0.00484866+0.000192219j -0.00130301-0.0038202j -0.000736246-0.000781736j 0.00377435+0.00316429j -0.00165234+9.42992e-06j -0.000117713-0.00451644j -0.00210964+0.000824267j 0.00129386+0.00259111j -0.000204977-0.00054686j 0.00239415-0.00307057j -1.7487e-05-0.00413656j 0.00243926-0.00143042j 0.00114206-0.00230282j 0.000957252+0.000831278j 0.00382076+0.00162436j -0.00107056+0.000411866j 0.00116763-0.00302924j -0.00283698-0.000913117j -7.76792e-05-0.00140568j 0.00239173+7.86687e-05j 0.000915796+0.000251141j 0.000501987-0.000172324j -0.000506155+0.00112664j 0.00130297+0.000354932j 0.00236831+0.00046118j 0.000600202-0.000352281j 0.000583778-2.48926e-05j -0.000448039-0.00226267j 0.00293698-2.00045e-05j 0.00181309-0.00265646j -0.0039139+0.0038303j 0.000541962-0.000764082j 0.000489468-0.00211452j 0.00168753-0.00073326j 0.00125194-0.000585792j -0.00334198+0.00344337j -7.54931e-06+9.46579e-07j -0.00215206-0.000546j -0.000134571+0.00154703j 0.000309823-0.000456651j -0.00210593-0.00153692j 0.00274065-0.00264957j -0.00191016-0.00126755j 0.000135306+0.0015479j -0.000545184+0.00236584j 0.00055923+0.000243122j 0.00310483+0.000850943j -0.000236271-0.000844329j -0.000322066+0.000169337j 0.00373155+0.00188631j 0.000876041-0.000634051j 8.2168e-05+0.00124848j 0.000450223+0.000309351j -0.00029263-4.1908e-05j 0.00125506+0.000175785j -0.00159172-0.00198113j 0.000146383-0.00111781j -0.00059795+0.000712535j 0.000383595-0.00154752j 0.00605749-0.000664154j 0.00348825+0.000398723j -0.000513642-0.00321621j 0.00322114+0.00187228j 0.00160424-0.00279332j 
