-0.0536891+0.216264j -0.216258-0.0508296j -0.139154-0.187445j 0.192628-0.133257j 0.00734746+0.133813j -0.147552-0.0230206j -0.0304001+0.107141j 0.0457919+0.000708841j -0.0233374-0.0051837j 0.0217026+0.00611216j 0.0293644-0.0741889j 0.0483961+0.12914j -0.159102-0.0495935j -0.123283+0.0829097j 0.0108224+0.109553j 0.0552892+0.166629j -0.00840827-0.0170618j -0.107981+0.0153266j 0.0767634+0.0273054j -0.016375-0.030614j -0.103459+0.0995667j -0.0271293-0.0432888j -0.0298675-0.118795j 0.0572947-0.0753352j 0.0521982-0.032175j 0.0411606-0.0735299j 0.0614529+0.029552j -0.0541195-0.0193735j 0.141427-0.0209964j 0.0197341+0.0676175j -0.0268454-0.0482695j -0.0587307+0.078989j 0.0398204-0.0093717j 0.0347012+0.0421077j 0.0343747-0.0695534j 0.120603+0.0182576j 0.131847+0.0165752j -0.0794394-0.0298877j -0.0351413-0.129232j -0.0383615+0.0317452j -0.0121912-0.00202011j 0.0571529+0.125761j -0.0214793+0.0218761j -0.00912472+0.0464811j 0.0851816-0.00414099j 0.0980575+0.0355785j 0.0118355-0.0147353j 0.0661953-0.00906951j 0.0430671-0.0525132j 0.00581453-0.100241j 0.0955308+0.0099476j 0.109349-0.0275487j 0.00988694+0.10561j 0.0653309-0.126082j 0.042568-0.0465647j -0.0187807-0.137253j -0.043357+0.0676479j 0.047946-0.0208669j -0.0818316+0.0137732j 0.04607+0.00549397j 0.0147938-0.00518617j -0.0419142-0.0404793j 0.073422-0.0484539j 0.066557-0.0684635j -0.0571272-0.0915912j -0.0646596-0.0359796j -0.116852-0.010471j -0.0286726-0.0242327j 0.0856066+0.0644959j 0.0106514-0.0796915j 0.016644+0.0547086j 0.077089-0.123762j 0.117557+0.023667j -0.235952+0.0925463j 0.0889128+0.235723j 0.133448+0.139897j 0.137375-0.132486j 
-0.00124515+0.00251837j -0.00273641-0.000903566j -0.000193745+0.000656474j -0.000853255-0.00107385j 0.00250864-2.76029e-05j 0.0014058+0.000402598j -0.00224737+0.000679381j 0.00019884+0.00115688j -0.000915397+0.00167901j -0.00148493-0.0031377j -0.00160574+0.002842j 0.00126711+0.00187722j -0.00431036+0.000451384j -0.000416382+0.00277797j -0.00193465+0.00321179j -0.00199983+0.00301619j 0.000947944+0.00300127j -0.000433061-9.75505e-05j -0.000836321-0.0023675j 0.00251417+3.46087e-05j 0.000128799+0.000801582j -0.00127796+0.000390992j 0.00373492-0.000448581j 0.000957171+0.00110795j -0.000441838-0.00189664j 0.000162407-0.00123041j -0.00186299-0.000618346j 0.00210519-0.00021093j -0.000358969-0.000448138j 0.00314041+0.000482769j -0.000109948+0.000536403j 0.00224253+0.00304907j 0.000340983-0.00382752j 0.0024264-0.000662837j -0.000121636+0.0005936j 0.000972692+0.000273519j 0.00119285-0.00169844j 0.00509659-0.00118277j -0.00385235-0.0019965j -0.00179632-0.000921024j 0.000435854-0.000667462j 0.00259284+0.00257433j 0.000750643+0.000541433j 0.000338186+0.00135146j -0.0013871-7.85664e-05j -0.00248533+0.00217442j -0.00130695-0.00292594j 0.00154582+0.00207039j -0.000710218-0.00206073j 0.00212407+0.00696352j 0.00343655+0.00213433j -0.00299646+0.00456819j 0.00271484+0.000542438j 0.0065908-0.00344296j -0.00149923+0.00268873j -0.00116218-0.0022714j 0.00101911+0.000305878j 0.00156312+0.00233368j -0.00520222+0.000876706j 0.00117933+0.00410927j 0.0010694-0.00175361j -0.000304049-0.000127374j 0.00284862-0.00419071j 0.000953657-0.00393292j -0.00359537+0.00248755j -0.00192041-0.0025075j 0.000176686+0.00140033j 0.0065682+0.000666418j 0.00191317+0.00396835j -0.000835571+0.00367667j -0.00203475+0.000217056j 0.00361821+0.0032595j 0.00311639-0.00102986j -0.000375701+0.00110325j 0.00299197+0.000878345j -0.000968885+0.00222215j 0.00187815+0.0010601j 
0.00206639-0.000319104j 0.00039115+0.00163985j 0.00178428+0.00177952j -0.00126503+0.00194795j -0.00171413-0.00183675j 0.0018577+0.000668751j -0.000895878-0.00147524j 0.00113802+0.00269548j 0.00110576-0.00222784j 0.000253297+0.00215313j 8.94701e-05-0.000587154j -0.000940725-0.000330981j 0.000227308+0.00214823j -0.00141125-0.00209994j 0.00024027-0.00137049j 0.00109759+0.000293038j -0.000275954-0.000390057j 0.000737426-0.000992355j 0.00349718-0.000165381j -0.00266135+0.00207053j -0.00100837-0.000837335j 0.00232195-0.00142491j -0.00073984-0.00142806j 0.000783708-0.00152073j 0.000274124-0.00102818j 0.000207611-0.00169245j -0.00136916+0.00175476j -0.00148951-2.21971e-05j -0.000958121-0.00115921j 0.00126078+0.000479029j 0.00106378-0.00110875j -0.000862049-0.000331794j 0.000514876-0.00407116j -0.00168399+0.0033333j 0.00237873+0.00182015j 0.00216151-0.00110536j -0.00259894-0.000982936j -0.00169718+0.000890725j 0.000989374+0.00435989j 0.000312901-0.000937964j -0.00194689-0.000784282j 0.00210021+0.000404422j -0.000634247-0.00116701j 0.00216872+0.00236285j -0.00176954-0.000845513j 0.000841907+0.00204228j -0.0021584-0.000867685j 0.0021257-0.0036664j -0.00065429-0.000616041j 0.0071373-0.00407057j 0.00094071-0.00554545j -0.00155234+0.00131834j -0.000213191-0.00322619j -0.00679878-0.00329125j 0.00221885+0.00160588j 0.00158972-7.09775e-05j -0.000828563+0.000120065j -0.00164815-0.00136114j -0.00139389-0.000969689j 0.000575434+0.00252804j -0.000128785-0.00092464j 0.000414987-0.00173853j 0.00158413+0.00515392j 0.00300289-0.000951909j -0.000466967-0.0017217j 0.00281343-0.002283j -0.00218063-7.93816e-05j -0.00227815+0.003131j -0.00433083+0.000762578j -0.00300557-0.00125003j -0.000208817-0.0014013j -0.00252135+0.00250771j 0.00138083+0.00540785j 0.00116114+0.000399169j -8.93178e-06+0.00100411j 0.00162158+0.000405223j 0.000524891-0.00222776j 
-0.000354866+0.00168577j -0.00161643+0.000140271j 0.00117806+0.000319293j 0.00010884+7.58093e-08j 0.00161495+0.000164397j 0.00123763-0.00135272j -0.00294129+0.000167577j 0.000773373+0.00176613j -0.000829122-0.00102047j -0.00211095-0.0021687j -0.000958516+9.81183e-05j 0.00243761+0.00148136j -0.00415189+0.00221824j 0.000397932+0.0018011j -0.00142406-0.000640714j -0.000622944+0.00140657j 0.000987391+0.00339873j -0.000217784+0.000974461j -0.000261323-0.000209243j 0.00160086+0.000595472j 0.00293831-0.00135239j 0.00321872+0.00189974j 0.00299521+0.000837178j 0.00173258+0.000693289j -0.00108021-0.000498144j 0.000934952-0.00114989j -0.00248959+0.000636793j 0.000334624-0.00306536j 0.00132138-0.00124173j 0.00256699-0.000915528j 0.00131529-0.000968412j 0.000426217+0.00352919j -0.000291791+0.000513887j 0.000317294-9.866e-05j -0.00126858-0.000153662j 0.00235159-0.000577149j -9.68975e-05-0.000582278j 0.00526112+0.00211608j -0.00244808+0.000168549j -0.000763099+0.0011989j -0.000724272-0.00117486j 0.000594848-0.000545624j 0.00124219-0.00253972j 0.00135415+0.00041966j 0.00122153-0.000748339j -0.00215627+0.00349655j -0.00211096-0.00222992j 0.00126378+8.55735e-05j -0.00446119+0.00154947j 0.00183613+0.0026043j 0.00301715-0.000578973j -0.000860461+0.00331705j -0.000428558-0.00162939j 0.0021055-0.00624598j 0.00177023+0.00198306j -0.00197462-0.000541092j 0.00073195+0.00017906j -0.00108427+0.00171638j -0.00274915-0.000132115j 0.00107827+0.00192138j 0.00262316-0.00175023j -0.000773086-2.40507e-05j 0.000549575+0.00134559j 0.00395212-0.0038149j -0.00408591-0.000758921j -0.00095683-0.000988315j -0.000438177+0.000705951j 0.00359956+0.000849796j -0.000885928+0.00321904j -0.00212961+0.00185671j -0.000165517+0.000583905j 0.000424339+0.00179733j 0.000255701+0.00105901j 0.000338661+0.0002984j 0.000175782+0.000793871j 0.000232874+0.000981662j 0.00128174-0.000159442j 
7.4367e-05-0.000296315j 0.000332448+0.000289991j 0.000619057-0.000774527j 0.00089908+0.000146035j -7.69859e-05+0.000420599j 4.08945e-05-0.00177431j -0.000873834-0.000424121j 0.00045409-0.000630653j -0.000846228-0.00167909j -0.000796769-0.000887671j 0.00131421-0.000626361j 0.00151301+0.00258007j -0.000591153+0.000340929j 0.000428978+0.00104438j 6.37213e-05-0.00223978j -0.000164289-0.00119368j -0.00145125+0.000405571j -0.000585989+0.00152518j -0.00203898+0.00339061j -0.000582203-0.000659413j 0.00447521-0.000632219j 0.00084815+0.00302459j 0.000563128+0.00178983j -0.000189495+0.00124532j 0.00045824+0.000975226j 4.82721e-05-3.61178e-05j -0.000277619+0.00166211j -0.000914101-0.00223332j 0.00291729-0.00123694j -0.00200288-0.000632911j -0.000144478-0.00195626j -0.00188449+0.000749406j -0.000646922+0.00583941j -0.00193158+0.00083228j -0.000621018-0.00185263j 0.000162704+0.000622096j -0.00120605+0.00324462j 0.0028679+0.00389185j 0.000387199+0.00050606j 0.000325442+0.00337196j 0.000416413+0.000150977j 4.04715e-06-0.00242449j -0.00117148-0.00193014j 0.00165846-0.00134874j 0.00131074+0.00124577j -0.00283149+0.00180472j -0.000229147+0.0011501j 0.000178638+0.00191982j -0.00482734+0.00250432j -0.00300354-0.000702084j -9.83978e-05-0.00131154j 0.00211128+0.000258163j -0.00417398-0.00212625j 0.0011549-0.00200417j 0.00215221+0.000485503j -0.00286427+0.000263051j 0.00068277-0.000316949j -0.00143107+0.000148403j -0.000379111+0.00174387j 0.00020464-0.00150072j 0.000134075-0.000888256j 0.000724227+0.00355161j -0.00194646+0.000499014j 0.00363265-0.00202494j -0.000493321-0.000450895j -0.000829252+0.00137928j -7.74791e-05+0.00092877j 0.00102001-0.00108451j -0.00166399-0.00122525j -0.0016144+0.000385881j 0.000582832-0.000467189j -0.000738172-0.000584082j 0.00086912+0.000432676j 0.00101584-0.000117338j -0.000323383-0.000333309j 5.28982e-05-0.00095691j -0.000797165-4.76153e-05j 
-0.000719701-0.00248244j 0.00301936-0.00155759j -0.0016346+0.000852479j -0.000626833-0.000863392j -0.00377735+0.00127991j -0.0049491+0.000455182j 0.00263891-0.0010594j -0.00115181+0.000966704j 0.00235983+0.000557212j 0.00182254+0.00308945j 0.00214121-0.000919512j -0.00185253+0.00233147j -0.000192811+0.00189189j -0.00184821-0.0013884j 0.00028724+0.00165339j -0.000127126-0.00150071j -0.00285498-0.00662695j -0.00029094+0.00433599j 0.00231867+0.00309071j -0.00179637-0.00277985j 0.0035557+0.0014035j -0.0015764+0.00106911j 0.00375305-0.00075014j -0.000957809-0.00251283j 0.0040136+0.00228697j -0.00294446+0.000571967j -0.00535236-0.00207281j -0.000173342-0.00190819j -0.00299184-0.00148221j -0.00255455+0.000960007j 0.000690949-0.0029236j -0.00048048+0.003168j 0.00496008+0.0016925j -0.00127521+0.00344471j 0.00281179+0.00397683j 0.0025912+0.00629621j -0.00298907+0.000728391j -0.00342477+0.00680064j -0.00135351+0.00278507j 0.004363-0.00258034j -0.00309371-0.00144957j 0.00629346-0.00118472j -0.000115063+0.00105126j 0.000863423-0.00341065j -0.00297991+0.00128251j -0.0010743+0.00151937j 0.00376179+0.00213828j -0.00103985-0.000230538j -0.00440282-2.0786e-05j -0.00604513-0.00195623j -0.00426888-0.00140042j 0.00362914+0.00383506j -0.00406908+0.00492874j 0.00305418+0.00537624j 0.00483779-0.00308444j 0.000777555-0.00286716j -0.000237312+0.00312166j -0.00170919+0.00108638j -0.00380942+0.00349263j -0.00122901+0.00368177j -0.00283715+0.00113581j 0.00170433+0.00607198j 0.00768169+0.00139102j 0.000950371-0.00174455j 0.00209343+0.0029435j -0.000499254+0.00324177j -0.00131603+0.00442981j 0.000152336-0.00230381j 0.00135854-0.00529462j -0.00449221-0.0025092j 0.00279968-0.0032361j -0.00368146-0.000684629j 0.0020142+0.00654439j 0.000462668+0.000163874j -0.000272676+0.00229652j -0.00170558-0.000977904j -0.000549725+0.000597043j 
-0.00160481+0.00262211j -0.00252592-0.000743015j -0.000438598+0.000254653j 0.000238085-0.00125399j 0.00158493+0.00234544j -0.00146021-0.00359538j -0.00295993+0.0017293j 0.000719656+0.00025438j -2.17879e-05-0.00209907j -0.00369984-0.00334628j -0.000138791-0.000224847j 0.00304158+0.00191068j -0.00459524-0.000269118j 0.00266593+0.0040889j 0.000460204-0.00294279j -0.00163286-0.00195022j -7.95532e-05-0.00252868j 0.00189943+0.00120177j -0.00110534+0.00224143j 0.00208467-0.00346711j 0.00148119-0.000467837j 0.00198323+0.00277514j 0.00239429+0.00360629j -0.00010447+0.00215952j 0.00196815+0.00105373j 0.00241024-0.00208247j 0.00137915+0.000857753j -0.00469509-0.00510469j 0.00209484+0.00165439j -0.00375755+0.0016664j -0.00332493-0.00305484j -0.000152176+0.00197124j 0.00249919+0.00415462j -0.00452816-0.00137465j 0.000982605+0.000458696j 0.00377031-0.00090402j -0.0016242+0.00223703j 0.00200367-0.00183873j -0.00116226-0.000610037j 0.00059818-0.000465286j 0.00360613+0.0022442j -0.0030823-0.00157689j 0.000720524-0.002323j -0.00371589+0.00122593j 0.0043348-0.00460892j -0.0028102+0.00116786j 0.00107485+0.000299165j -0.00218867+0.000480343j -0.00164308+0.00424473j -0.00368373+0.00469849j -0.000353101+0.00355578j 0.000177051-0.00380821j 0.00186506-5.74733e-06j 0.000832116+0.000384428j 0.000515283-0.000965278j -0.00442916-0.000512355j 0.00329215+0.00182947j 0.000173265-0.00291559j 0.000942214-0.0011199j -0.00280994-0.00244581j -0.000776366-0.00320984j -0.00251399+0.000717072j -0.00395114-0.00187763j 0.00190919+0.00251441j -0.0013517-0.0036234j -0.00443994+0.00226989j 0.000693115-0.000761765j 0.00242552-0.00278068j 0.00135492-0.00114145j 0.00306225-0.0021743j 0.000257844+0.00207769j 0.00334719-0.00385291j -0.00318723-0.00011221j -0.000845083+0.00173404j 0.000257526-0.000474548j 0.000429653+0.00121921j 0.00172705+0.000376227j 
0.000559966+0.0012783j -0.0018356+0.000140314j -0.00219663-0.000585935j 0.000576604-0.00152469j -0.00216936+0.00200986j -6.43814e-05-0.00063596j 0.00033793-0.00132532j 0.00112301-0.00254884j 2.81705e-05-0.00346115j 0.00168659-0.000215576j 0.00198478+0.000263147j -0.0011477+0.0041963j 0.00400441-0.00220059j -0.00184119+0.000439537j 0.00230902-0.00210939j 0.00311421-0.00367621j -0.00242329-0.00397274j -0.00192884-0.000476233j 0.000563987+0.00298827j -0.00305238+0.00124898j -0.000466097+0.000103806j -0.00240751-0.000210023j -0.00321138-0.00102338j 8.28427e-05+4.69948e-05j 0.000479654-0.000417104j -0.000768382+0.00138545j 0.00364237+0.0025523j -0.00183939-0.00027663j 0.000663525-0.00304988j -0.00568479+0.00271299j 0.000106222-0.0012773j -0.00366653-0.00147156j 0.00245132+0.00389494j -0.00318972+0.00129534j 0.00246571-0.00145421j -0.00028372+0.00126008j -5.65465e-05+0.00265666j 0.00302318-0.00110249j 0.0017404+0.00043348j 0.00152946+0.00198833j 0.00379504+0.000674417j -0.00195798+0.00262922j -0.00319625-0.000775876j -0.000934102+0.00159689j 0.00165692-0.000598844j -0.00223418+0.000437611j 0.000380099-0.000595644j 0.0039083+0.00196179j 0.00179583+0.000973768j 0.000981053+0.000640174j -0.000623161-0.00303588j -0.00144988-0.00596285j 0.000122884-0.00263453j -0.0040582+0.000238749j -0.00342334+0.00195186j -5.09356e-05-0.000853475j -0.000344375-0.000564657j 0.00417496-0.00213005j 0.00117886-0.00164549j -0.000664079-0.00369054j -0.00415282-0.000521604j 0.000201123+0.00195102j -0.0015917-0.000614495j -0.0015233+0.000502861j 0.00127312-0.000572439j 0.00104424+0.00181603j 0.000102007-0.00169383j -0.00112274+0.000538672j -0.00236699-0.00109741j 0.00110507-0.00161305j -0.00267167-0.000951475j 0.0021661+0.000226571j 0.00499634-0.000278939j -0.00108267+0.00107123j 0.00268173+0.000741605j 0.000680256+0.000701009j -0.00014422-0.000788094j 
-0.00202366+0.00140368j -0.00139549-0.0018558j -0.00343961+6.89919e-05j -0.000589609-0.00265736j 0.00113731+2.56617e-05j -0.000571407+0.000663038j 0.00193968+0.000817114j -0.00193355-0.00133849j 0.00241879+0.00275798j -0.000588961-0.00119145j -0.00032276+0.00181706j -0.00177949-0.000790709j -0.00159866-0.00271257j 1.30581e-05+0.000626271j 0.00132348+0.00482077j 0.000626975+0.00286263j 0.00100829-0.0010486j -0.00121659-0.000513034j -0.00138942-0.00189856j 0.000778006-0.00307888j -0.00262413+0.00257921j -0.00222027+0.000356556j -0.000107263-0.00235438j 0.000238434+0.000154271j -0.00156301-0.000167384j -0.00129246+0.00299038j 0.000627241-0.00289842j 0.00200551+0.000811228j -0.0031225+0.0017734j 0.000154137+0.00133351j -0.000985009+0.00253403j 0.00263299+2.07611e-06j -0.000129813-0.00467212j 0.00276899-0.0042569j -0.000184321+0.000348408j 0.000416955+0.00242932j 0.00333021-0.00234822j -0.00225946-0.004367j -0.00466179-0.0036939j -0.00229883-0.00274714j 0.00181049+0.00142539j -0.00164046+0.00136586j 0.00445333+0.00274527j -0.00615533-0.000699176j 0.0015398+0.000207777j -0.00168343-0.00292997j 0.00268647-0.00213584j -4.0142e-05+0.00407599j 0.00380699-0.00421396j -0.00121421+0.0115393j 0.00304608+0.00824676j -0.000733314-0.00146843j 0.00694907+0.00461604j 0.0105299+0.000492735j -0.00774538-0.000389447j 0.00125675-0.00219112j 0.000709804-0.00145857j 0.00523863+0.00304807j 0.00156636+0.000525353j -0.00059419+8.02897e-05j -0.000710345+0.00160442j -0.000367433-0.00107965j -0.00246132-0.00847273j -0.00625393+0.0026333j 0.00401807+0.00353255j -0.00344385+0.00217779j 0.00584845-0.00270828j 0.00308659-0.00397102j 0.00594374+0.000700094j 0.00724309+0.00215205j -0.00112746+0.00239106j 0.0046838-0.0021065j -0.00340824-0.00815613j -0.00313849+9.35863e-05j 0.00145392-0.000928997j -0.000572634+0.00136422j 0.00105927+0.00134856j 
-0.00085462+0.00032262j -0.000396612-0.00110264j -0.0022576-0.000556826j 0.000654628-0.00145099j -0.00123841+0.00200458j -0.0018628-0.000246747j 0.00182755-0.0021422j -0.00188501-0.0027203j 0.000504625-0.00188953j 0.00111002+0.000348857j 0.00223734-0.0018967j -0.000103127+0.0039392j 0.000725111-0.00281155j -0.00101924+0.00014403j 0.00244213-0.00082713j 0.00205363-0.000783441j -0.00370297-0.00272528j -0.00197079+0.00184427j -8.72986e-05+0.00574928j -0.00366961-0.00122559j 0.00306981-0.000140424j -0.00132308+0.00288267j -0.0014444-0.000249209j 0.000567906+0.000531267j 4.95967e-05+0.000392063j -0.000531048+0.00327498j 0.00273483-0.000255276j -0.000370208+0.00149347j 0.00324112-0.00277468j -0.00351258+0.00120706j 0.000114367-0.000204493j -0.00274274-0.00100847j 0.00164356+0.00791001j -0.000882691+0.0013861j -0.002664-0.00339971j -0.00203695+0.00286068j 0.00186199+0.00393598j 0.000322086+0.00193581j -0.000352889-0.00196373j 0.00137218+0.00492495j 0.000832186-0.000764807j -0.00193552-0.00132455j -0.00266087+0.0011164j -0.000312185-0.00421765j 0.00195378+0.0032026j -0.00250349+0.00106738j 0.00353323+0.00164966j 0.00303681+0.00524185j -0.00162342+0.00176615j -0.00637244+0.00370164j 0.000789309-0.000170236j 0.00167998-0.00576639j -0.00427735+0.000708661j 0.00495583-0.000639747j -0.00157927+0.00101088j -0.00206085-0.000109896j 0.000394029-0.00155971j 0.00101117+0.00183578j 0.00295812+0.00280753j -0.00143745-0.00491442j -0.0029707+0.00288293j 0.00445788+0.00540118j -0.00428113-0.000359267j -0.00246786-0.00171559j 0.00555349+0.000375704j -0.00108179+0.00633633j 0.00381963-0.00112653j -0.00133133-0.00416815j -0.000697448-0.00241753j 0.00288766-0.00217656j -0.00206211+0.000220007j 0.00268579-0.00273895j 0.00119855-0.00137895j -0.00141276+0.00103057j 0.00193632-0.000188989j -0.000235333-0.000146709j -0.000427256+0.000359205j 
-0.000935091-0.00348699j 0.00394314-0.00125596j 0.00157944+0.000749594j 1.09005e-05+0.00164984j -0.00227127-0.000498805j -0.00168632-1.13364e-05j 0.00266327+0.000447548j 8.45532e-05-0.000707763j -0.0006938-0.00192237j 0.00263802+0.00240225j -0.00274883-0.00284734j -0.00236847-0.00399902j 0.00208803+0.00307049j 9.55864e-05-0.00448569j 0.000754149-0.00507j 0.00182881-0.00219297j 7.98935e-05+0.000682678j 0.000219233-0.000416304j 0.00191995-0.0021497j -0.00118297+0.00387882j -0.00322249+5.43581e-05j 0.00420034-0.00647226j -0.00340948+0.00482091j 0.000677055-0.00260758j -0.00090187+0.000902723j 0.00245501+0.000474297j 0.000219763-0.00235672j -0.00285711+0.0033692j 0.000432622+0.00398084j 0.000933644-0.00104662j 0.00237551+0.00129247j -0.00206745-0.00241676j -0.00459916+0.000639478j 0.000960228+0.000478451j -0.000221081-3.75558e-05j -0.000117734-0.00290484j -0.000609934-0.00177112j -0.00911943+0.0067857j 0.007998+0.00106997j -0.000971892-0.00203274j -0.0012904-0.000142093j -0.00601962-0.00304726j 0.00162391-0.00585713j 0.000288688-0.00147583j 0.00377764-0.00360916j 0.00532343-0.00473201j 0.000654306+0.00252931j -0.00624908-0.00570924j 0.00151988+0.00372098j -0.00499263-0.0146026j -0.00646534-0.00239632j 0.00289623-0.00914766j 0.000186188-0.000127096j -0.0122398+0.00791511j -0.000262123-0.00675306j 0.00622462+0.00340866j -0.00216715-0.000421072j -0.00587967-0.00237632j 0.00974257-0.00917424j -0.00287721-0.0055988j 0.00165458+0.00441049j -0.00426785-0.00677839j -0.000468921+0.014147j 0.00274915+0.00747875j -0.00343631-0.0105345j 0.00628013+0.00286166j -0.00567373-0.00403986j -0.0150731+0.00537995j -0.0024041-0.000664058j -0.00288797-0.0101583j 0.0065098+0.00210459j -0.00858282-0.005975j -0.0076214+0.0081539j 0.00224101+0.00201058j -0.00452314-0.0012307j -0.00146708-0.00206435j -0.00074125+0.00113167j 
0.00400083+0.000180772j -0.000927916+0.0037695j 0.003027+0.000983829j -0.00126605+0.0020378j 0.000306836-0.00047152j 0.00476483+8.01394e-05j -0.00406964-0.00160038j 0.00263332+0.00153991j -0.00286507-0.00153083j 0.00137125-0.000757443j -0.000507894+0.00196714j 7.86836e-05+0.00104916j 0.00510695+0.000883988j -0.00259087-3.02274e-05j -0.00329676-0.00150435j 0.000200236-0.00244339j 0.00172016+0.00212558j -0.000235786-0.00370442j -0.000167359-0.00419733j 0.00137814+0.00526516j -0.00217514-0.000577735j -0.0016119-0.00393631j -0.00247883-0.00135403j -0.000683435-0.000717038j -0.00103397-0.00175813j -0.0019557-0.00369378j 0.00223251+0.00564445j -0.00119221-0.00151902j -0.000413659-0.00298193j 2.14742e-05+0.000632855j 0.00158803-0.000911749j -0.000716399-0.00147323j -0.0012712-0.00277655j -0.00249214+0.00199009j 0.00450706-2.84662e-05j 7.99063e-05-0.00503699j -0.00123843-0.000509205j 0.00898195-0.00331637j 0.00353791+0.00558029j -0.000627643+0.00106946j 0.00220504+0.000168025j 0.00140285+0.00422583j -0.00459828-0.00259064j 0.00506552+0.00816066j -0.00333881-0.00249087j 0.00211549+0.00351486j -0.00877546-0.00279584j 0.00400541-0.00577749j 0.00123562-0.000438022j 0.0142144-0.00813483j -0.000549898-0.00836796j -0.00637753+0.00428672j -0.00126724-0.00865821j -0.0143032-0.00448006j 0.00227864+0.00518963j -0.000122424+0.000114239j -0.00180184-0.000718194j 0.00134296-0.00278722j -0.00541653-0.00368333j 0.00368842+0.00209892j 0.000354762-0.00473672j -0.00321217-0.00332075j 0.00505191+0.00303893j 0.00262902-0.00494404j -0.0077211+0.00202638j 0.00429071-0.00933734j -0.00663818+0.00229739j 0.00230416+0.0085805j -0.00472315+0.00497351j -0.00565406+0.00523403j -0.00212259-0.00345116j -0.0010698+0.00926121j 0.008451+0.00272015j 0.00167477-0.00203514j 0.000524925+0.00216821j 0.00204488+0.000366901j -0.000659136-0.00275687j 
-0.000739051-0.00210109j 0.00213061-0.00107795j -0.000358374-0.00105223j 0.00160245+9.61263e-05j 0.00106609+0.00185678j -0.00190725+0.00348367j 0.00178312-0.000983648j -0.00203956+0.00072468j 1.37346e-05+0.00141342j 0.00315213+0.00273221j -0.00148515-0.000798815j -0.00374898-0.00308283j -0.000968809-0.00252913j 0.00116788-0.00241338j 0.00129433+0.00086942j -0.00059033+0.00232431j -0.00268832-0.00075699j 0.00283809-0.00370027j 0.000308451-0.00144557j -0.00388927-0.00255914j -0.00248411+0.00203294j -0.00183577+0.00110849j -0.0015702+0.000645442j -0.0016656+0.00148119j 0.00330481-0.00129641j 0.000506989-0.00468523j -0.00165611-0.00149444j 0.00102363-0.00130134j 0.00148386+0.000849638j -0.00320218+0.00104576j -0.000784949+0.000647239j 0.00241191-0.00779736j 0.00230814-0.00259113j -0.00329784+0.00145806j -0.000776712+0.00565363j -0.00101958+0.00146961j -0.000293649-0.00240274j -0.0145496+0.00158403j -0.000715697-0.00112925j 0.00192866-0.00391366j -0.0037298+0.00267085j 0.00300917-0.000922051j 0.000789528+0.00634433j -0.00250976-0.00303662j -0.00419637+0.00345424j 0.00322912-0.00951868j 0.00449164+0.00351887j -0.00594457-0.00029482j 0.00327954-0.00339011j -0.00885619-0.000586712j 0.000459488+0.000902084j 0.00604391+0.00229461j 0.000880007+0.00557662j 0.00450121+0.00798948j 0.00374709-0.010723j 0.000849974-0.000288098j 0.00189287+0.000518302j -0.000900911-0.00133075j 0.0038809+0.00577852j -0.00157665+0.00126295j 0.000411962+0.00277378j 0.00506924-0.001099j -0.00107341-0.00681465j -0.0026698+0.00819929j 0.00956822-0.00553207j 0.00139749+0.00183195j 0.00238148-0.00360301j -0.00542428-0.00386426j 0.00149237-0.00482909j 0.00295003-0.00313722j 0.001734-0.000271701j -0.00284454-0.00489993j -0.00385846-0.00111416j -0.00115302+0.000779563j -0.00100436-0.000887851j -0.000790157-0.00108141j -0.000885652+0.000864549j 
