-0.0536891+0.216264j -0.216258-0.0508296j -0.139154-0.187445j 0.192628-0.133257j 0.00734746+0.133813j -0.147552-0.0230206j -0.0304001+0.107141j 0.0457919+0.000708841j -0.0233374-0.0051837j 0.0217026+0.00611216j 0.0293644-0.0741889j 0.0483961+0.12914j -0.159102-0.0495935j -0.123283+0.0829097j 0.0108224+0.109553j 0.0552892+0.166629j -0.00840827-0.0170618j -0.107981+0.0153266j 0.0767634+0.0273054j -0.016375-0.030614j -0.103459+0.0995667j -0.0271293-0.0432888j -0.0298675-0.118795j 0.0572947-0.0753352j 0.0521982-0.032175j 0.0411606-0.0735299j 0.0614529+0.029552j -0.0541195-0.0193735j 0.141427-0.0209964j 0.0197341+0.0676175j -0.0268454-0.0482695j -0.0587307+0.078989j 0.0398204-0.0093717j 0.0347012+0.0421077j 0.0343747-0.0695534j 0.120603+0.0182576j 0.131847+0.0165752j -0.0794394-0.0298877j -0.0351413-0.129232j -0.0383615+0.0317452j -0.0121912-0.00202011j 0.0571529+0.125761j -0.0214793+0.0218761j -0.00912472+0.0464811j 0.0851816-0.00414099j 0.0980575+0.0355785j 0.0118355-0.0147353j 0.0661953-0.00906951j 0.0430671-0.0525132j 0.00581453-0.100241j 0.0955308+0.0099476j 0.109349-0.0275487j 0.00988694+0.10561j 0.0653309-0.126082j 0.042568-0.0465647j -0.0187807-0.137253j -0.043357+0.0676479j 0.047946-0.0208669j -0.0818316+0.0137732j 0.04607+0.00549397j 0.0147938-0.00518617j -0.0419142-0.0404793j 0.073422-0.0484539j 0.066557-0.0684635j -0.0571272-0.0915912j -0.0646596-0.0359796j -0.116852-0.010471j -0.0286726-0.0242327j 0.0856066+0.0644959j 0.0106514-0.0796915j 0.016644+0.0547086j 0.077089-0.123762j 0.117557+0.023667j -0.235952+0.0925463j 0.0889128+0.235723j 0.133448+0.139897j 0.137375-0.132486j 
-0.000611487-0.00101963j 0.00113569-0.000637386j 0.00136275+0.000868592j -0.00108562+0.00135136j 0.00154705-0.00142227j -0.000584472+0.00140835j -0.000359061+0.00176412j 0.000448924+0.00190046j -0.000711965+0.00143489j -0.00162779+0.0019016j 0.000629859+0.00352388j -0.00166278-0.000299038j -0.00417027-0.00158514j 0.00156318+0.000641858j -0.000884754+0.000189786j -0.00499171-0.00186188j 0.0022058-0.00622125j 0.00650529-0.00315037j 0.0041529+0.00234665j -0.00166499-0.00139521j -0.00396135+0.00131043j -0.0025923-0.000231306j 0.00100515+0.00079735j -0.00182831+0.0019519j 0.00752011-0.000735518j 0.00388076-0.00379594j 0.00271844+0.0029501j -0.00136298+0.00342706j -0.000242238+0.00553987j 0.000464116+0.000130807j -0.007981-0.00206498j -0.000802607-0.00186522j 0.00381742-0.000908448j -0.0040068+0.00223064j 0.00434338+0.00487857j -0.00325577-0.000520624j -0.00510653-0.000662272j -0.00485428-0.000611155j 0.000260417+0.00347171j -0.00170964-0.00419422j -0.000115154+0.00516815j 0.00325649-0.00336033j -4.86524e-05+0.00549183j -0.00144663+0.00637977j -0.00329016-0.000510737j 0.00195914-0.00268039j 0.00392684+0.00137349j -0.00203291+0.00119941j 0.00117626-0.00159754j -0.000645658+0.00166275j -0.00418369-0.00109192j -0.00125586-0.00453666j 0.0033817+0.00180767j 0.00133843+0.00343012j -0.0016362-0.0015367j -0.00325055-0.00505903j 0.00168726+0.00291332j -0.00378455-0.00460859j -0.00198806+0.00388242j -0.00115213+0.000249386j -0.000960748-0.00564028j 0.001137-0.0039537j -0.000681143-0.00246863j -0.00252589+0.00311892j 0.00111394-0.00217859j -0.000785099-0.00181316j -0.00356854-0.00162927j 0.00136159-0.00237948j 0.00192601-0.00287487j 0.00206651-0.00189792j 0.00170012-0.00091909j -0.000309234-0.00260394j -0.00101401+0.00177009j 0.000664066+0.00147222j 0.000553787-0.000985498j -0.000345865-0.000541504j -0.000351059+0.000372923j 
0.000276833+0.000470748j -0.000721332-0.000129211j -0.00148792+0.00147959j -0.00159124-0.000949619j -0.00229306+0.000763844j -0.000332201-0.000705371j 0.00151235-0.00049055j 0.00132393-0.00240913j 0.000739578-0.00223705j 0.00100887+0.000580631j 0.00215344+0.00102162j -0.00176823+0.00389973j 0.0023958-0.00142838j -0.001696+0.00044103j 0.0017174-0.00159985j -0.00109706-0.00504331j -0.00132319-0.00899671j 0.000626489-0.000590807j 0.00232031+0.00127975j -0.000655965+0.000441115j -0.00153191+0.00156113j -0.00335167-0.00275061j -0.00102399-0.00111543j -0.00121561-0.000732052j 0.00387376-0.000748773j -0.000599505+0.00135005j 0.00382629+0.0018317j -0.00367407+0.00117654j -0.00247809+0.00230933j -0.00498022+0.0023364j -0.00306844-0.00117377j -0.00074394+0.00110689j 0.00307455-8.49261e-05j -0.00355688+0.000808781j 0.00587946+0.000537476j 0.000641244+0.000356628j -0.00307224+0.00189508j -7.43291e-05-0.00306322j 0.00242997+0.00283499j -0.000921345-0.00209692j 0.00459407+0.00247604j -0.00167978+0.00135844j -0.000765957-0.00116147j -0.00117027+0.00588282j 0.00145246-0.00474998j -0.000584948+0.000302368j 0.000831612-0.00157458j 0.0011496-0.000736833j 0.00279962+0.0013318j 0.0033294-0.000386583j -0.00352254-0.000155375j -0.00406728-0.00663692j 0.00458284-0.00154023j -0.00512317+0.00429157j -0.00403566+0.00308951j 0.000592554-0.00254465j 0.00095194+0.000799504j 0.00180929-0.003336j -0.000351272-0.00285356j -0.00198186-0.00257252j -0.00545803-0.00259431j -0.00430879+0.000177088j 0.00146439-8.08115e-05j -0.000924492+0.00276738j -0.000533364+0.00141367j 2.18964e-05-7.96242e-05j -0.00210473-0.000539034j -0.000136204+0.000901824j 6.16105e-05-0.00192189j 0.000870325-0.00217936j 9.91661e-06-0.00101899j 0.00132663-0.000718169j 0.00304631+0.00180274j 0.000617942+0.00108603j 0.00165715-0.00044826j -0.000235287+0.000879532j 0.000459651+2.98018e-05j 
-0.00178034+0.000235918j 0.000162599-0.00222841j -0.00140488+0.00267402j -0.00322245-0.000866779j -0.00371336-0.00243576j -0.000592436-0.00128796j 0.00287992+0.000219316j 7.01099e-05-0.0013881j 0.00245195+0.000596415j -0.000865166+0.00023036j 0.000736827+0.00171613j -0.00130269+0.00149399j 0.000252542+0.00249739j -0.0030124-0.00110961j 0.00211549+0.00371343j -0.00381251-0.000280711j -0.000255443-0.00689432j 0.000528083+0.00466877j 0.00167476-0.0018769j 0.00355406-0.00108858j 0.00114908+0.000577121j 0.000258163-0.00284579j 0.00339574-0.00368883j 0.00059783-0.004197j 0.00191157+0.00033247j -0.00246825+0.00694396j -0.00440706-0.00249615j 0.000763888+0.00105809j -0.00905056+0.00511194j 0.00259961-0.000725559j 0.000436572+0.00160189j 0.00365548+0.00815602j -0.000331001-0.00832274j 0.00430842-0.00373896j 0.00363627+0.00178861j 0.0054953+0.00347989j -0.00171224-0.0014148j 0.000387274-0.000378874j -0.00269534+0.00161305j -0.00311898-0.00609257j 0.000525403-0.000456785j 0.00197657-0.000462209j 0.007035-0.00226166j -0.00232003+0.00177055j 0.000887097-0.00343753j -0.00112509+0.00421879j 0.00248769-0.00593337j -0.000884321-0.00124984j -0.00047509-0.00178572j 0.00361456+0.0050234j -0.00179313+0.00726451j -0.00350114+0.000135924j 0.00873025+0.00436052j 0.00630516+0.00216399j -0.00486908+0.00407555j 0.00253011-0.00396904j 0.00157515+0.00173572j 0.000573353+0.00395242j -0.00513486-0.00016957j -0.000645454+0.00365217j -0.00339217+0.000898378j -0.00602544+0.0019708j 0.00812737-0.000960365j -0.00203808+0.000591513j -0.000503379+0.00813046j -0.00177771+0.00158478j 0.00116712+0.00397939j 0.00313723+0.000408523j 0.00703992-0.0027504j -0.000519276-0.00076085j 0.00147281-0.00156813j 0.000859633+0.00145723j -0.00150754+0.00368885j 0.00309396+0.00109278j 0.00119912-0.00212384j -0.00259623+0.00131341j 0.00150404+0.00205198j 
-8.06872e-05-0.00147714j 0.00177091-0.000769401j -0.000460912-0.000219121j -0.000646941+0.000617398j -0.00135597-0.00397042j 0.000811363+0.00184803j 0.00221619-0.00218665j -0.00400043+0.00037921j -0.000689287+0.00247707j -0.000207629+0.00437064j 0.000540999+0.00249664j -0.00260065-0.00226353j 4.97832e-06-0.00144424j -0.00223244-0.00468381j -0.000108086+0.00368755j -0.00133206+0.00439289j 0.00103914+0.00123373j 0.000730182-0.000148708j 0.00363725+0.00248087j -0.0019945+0.00220172j -0.000555312-0.00103397j -0.00116986-0.00086061j -0.00450041-0.00170574j -1.54223e-05-0.00237511j 0.00091434+0.000899088j 0.00309988+0.0046346j 0.00254141+0.000194028j 0.00882891+0.0111684j 0.00151379-0.00151737j 0.00601464-0.00704061j 0.000222211+0.00245009j -0.00324929-0.00156578j -0.00247665+0.00151647j 0.00631092-0.00165466j -0.00682796-0.000674893j -0.00916982+0.0030969j 0.000939989-0.00211379j -0.00102031+0.00354259j -0.000182146-0.000874375j -0.00353485+0.00641104j -0.00625063+0.0020296j 0.00290791-0.00304904j -0.00209463+0.00440317j 0.00300978-0.00284903j -0.000537402+0.0091942j 0.00283812-0.00255514j 0.00270461+1.94143e-05j 0.00480617+0.00427331j -0.000837931-0.00189474j -2.09741e-05-0.000159245j -8.47716e-06-0.00428857j -0.00184349-0.00359716j -0.00344116+0.00226025j 0.00402975-0.00775827j -0.00467655+0.0053455j 0.00190757-0.00306928j -0.00564567-0.00201003j -0.0020538+0.00543457j -0.000430705+0.00448455j 0.000662583-0.000621488j 0.00381379+0.00178214j 0.00352323-0.00299539j -0.000686631+0.00237082j -0.00596728-0.00334446j 0.00164142+0.00394951j 0.00377064+0.00194917j 0.00164593-0.00271783j -0.00113144-0.000884452j 2.75445e-05+0.00232704j -0.000282032+0.00011347j -0.00216339+0.00102639j -0.00202371+0.00283367j -0.00123331-0.00305629j 0.000699039-0.00117123j -2.61673e-05-0.0015837j -0.000737045-0.0013319j -0.0014656+0.000337527j 
0.000994378-0.000534306j 0.000146806+0.000576637j -0.000974337+2.73445e-05j 0.000742436-0.000561836j -0.00346532+0.00253457j 0.000962966+0.000355191j 0.00248879-0.00285013j 0.000581178-0.00313023j 0.00146921-0.0032907j 0.00166225-0.00272833j -0.00410002-0.00148035j -0.00325467-0.000521783j 0.00432527-0.00153136j -0.00289507-0.00191577j 0.00224105-0.000430727j 0.00239773-0.00106972j -0.0023302+0.00126361j -0.00252605+0.000269063j -0.00136875-0.00629168j 0.0018859+0.00160727j 0.00123919-0.00177614j 0.00372686-0.00347358j 0.000183392-0.00429369j 0.000648414-0.000188255j -0.00159372-0.00127942j -0.0046966+0.00484617j 0.000740931-0.0035338j -0.00154553-0.00087432j -0.00126237+0.00255942j -0.000513763+0.000324659j 0.00725757+0.00285144j 0.00347703-0.00347561j -0.00222188-0.00230562j 0.00380783-0.00145089j -0.00259366+0.00318728j -0.00122127-0.00479016j 0.001674-0.00456848j -0.0058759-0.00171836j 0.000926466-0.00283515j -0.000466658-0.00275531j -0.00560046-0.00561269j 0.00139215+0.00455657j 0.000359912+0.00187942j 0.000216251-0.00428831j -0.00133765-0.00125829j -0.00259922-0.00228679j -0.00336887-0.000502177j -0.000977289-0.00259401j 0.00202953-0.00348155j 0.00162947-0.00475872j 0.00127079-0.000356607j 0.00432119+0.00305251j 0.00568306+0.00483476j 0.00250868+0.00257832j 0.00131409-0.00174714j 0.00518471+0.00110644j -0.000727323-0.000448111j 0.00266252+0.00143159j 0.0044734-0.00134626j 0.00380678-0.000152439j -0.000579707+0.00831519j -0.00363722+0.000157267j 0.00292706-0.00046027j -0.000742853+0.00333205j 0.00148169-0.000556241j 0.00188378+0.00252029j 0.00455362-0.000897365j -0.00420727+0.00445988j 0.00229613-0.000587791j -1.25417e-05+7.67084e-05j 0.000413259-0.00054884j -0.001168+0.0015189j -0.00175514-0.000448862j 0.000601111-0.000682444j -0.0010456-0.00100882j 0.000304336+0.000562731j 0.000226125-0.000486572j 
0.00042755+0.00014928j -0.000542624+0.000520817j 8.67015e-05-0.000448069j 0.00130042-0.00026421j -0.00106344+0.00344849j 0.000109806-0.000831238j -8.66709e-05-0.000712044j 0.00220034-0.00185709j -5.56248e-05-0.00345618j 0.000454296-0.00222699j -0.000721992-0.00087864j -0.00142895+0.00264658j 0.00105198-0.00161056j -0.000116292+0.00120769j 0.000913329-0.00271448j 0.000841229-0.00482734j -0.000338663-0.00278448j -0.000511917-0.00154124j 0.000108593-0.00264288j 0.000449183+0.0014734j -0.000277705-0.0011254j 0.00167448-0.000713562j 0.00211286-0.00258472j 0.00150127+0.00197985j 0.000579422-0.00194021j -0.0014899+0.000851816j 0.00066952-0.000840419j -0.00300234-0.00380133j 8.20647e-05+0.00358372j -0.000337204+0.0010694j 0.00217794+0.00108945j 0.00316309-0.000827414j 0.0015573+0.00290131j -0.00102948+0.0023538j 0.00113449+0.00156205j -0.00122337-0.00323262j -0.000747018-0.00107398j -0.00182308-0.00155781j -5.11107e-05+0.000428529j 0.00185209-0.00341882j -0.000926485-0.00383723j -0.00117399+0.00208828j 0.00155325+0.000770226j 0.00117446+0.000402224j -0.00145588-0.00389806j -0.000832739+0.000178084j -0.000326846+0.00109669j 0.000152439-0.00150579j 0.000978547-0.00127223j -0.000508531-0.00180675j 0.000761838-0.00232831j 0.00216305-0.00122619j 0.00280326+0.00122955j -0.00011812+0.00261628j 0.00290219-0.00227652j -0.000820073-0.000298461j 0.00169348+0.00254186j -0.000249484-0.00259286j 0.001951-0.0013274j 0.0023654-0.0033567j -0.00172627+0.000769325j -0.00143225-0.000765961j 0.00184786+0.00115819j -0.000863754+0.00249829j -0.000150676-0.00241343j -0.000232127+0.00139044j 0.000481912+0.000776509j -0.00175885+0.0013426j 0.00027345-0.00119289j 0.000487016-0.000960592j 0.000243697-0.00117079j -0.0001967-0.000891554j 0.000904856+0.000544184j 6.30936e-05+0.000360477j -0.000121014+3.30838e-05j 0.000417871+0.000725439j 0.000541412-0.000315649j 
-0.000611029+0.000564131j -0.000585926-0.000203235j 0.000973483-0.000581477j 0.00130217+0.000585171j -0.000620173+0.00173784j 0.000218509-0.00175382j -0.000131682-0.000320833j 0.00144455-0.00134907j -0.000137719-0.00326635j -0.00282539-0.000801778j 0.00217391-0.000838288j 0.000655017+0.00391833j -0.00260702-0.00123137j 0.000997587+0.000710623j 0.000680634-0.00203588j -0.00246253-0.00535098j 0.00239131-0.00476917j 0.000209217+0.000139265j 0.00431478+0.000577625j 0.00230899+0.00259016j 0.00148894-0.00346673j 0.00312185+0.000780048j 0.00362626-0.00506747j 0.00389362+0.00128811j 0.00204868-0.00220676j 0.00224047+0.00543974j 0.00260107-0.00146093j 0.00233866+0.00150934j 0.00221145+0.00628467j 0.00731362-0.00583138j 0.00111415+0.00332722j 0.00254565+0.00603245j 0.00165627+0.00855837j 0.00397644+0.00114161j -0.00364044-0.00113454j -0.00775681-0.00169324j -0.00137175-0.000760118j 0.00313345-0.000161437j -0.00188805-0.000269795j -0.000846184+0.0019955j -0.00459631-0.00497374j -0.00266493-0.00170805j 0.00296924+0.00183609j 0.0050446+0.000356724j 0.0010865-0.00296084j -0.000440134+0.00428658j 0.00171434+0.00019741j 0.00617428+0.00157661j -0.00234774+0.0010391j -0.000347947+0.000480855j 0.000707353-0.00413984j -0.00258012-0.00625648j 0.0014343+0.00123632j 0.00400935-0.00523031j 0.00201945+0.00668083j -0.00395822-0.0027733j 0.000626132+0.00388855j -0.00468546+0.000644083j 0.000473172-5.2423e-05j 0.0033429-0.00729194j -0.000157635+0.00044932j -0.00209912-0.00152404j 0.00255584+0.00809076j -0.00444683-0.00263909j -0.00318383+0.00155449j -0.000957476+0.00379136j 0.000344589+0.00142707j 0.00256254-0.000677872j 0.000974056+0.0005341j 0.000305507-0.00104735j -0.000952852+0.00013226j 0.000546223-0.000424357j -0.000237282-0.000764408j -0.000232271-0.000103965j -0.000333327+0.000187443j 0.000407353+0.000363231j 0.000542555-0.000119302j 
3.43986e-07-0.000381276j 9.5669e-05-4.45177e-05j 0.000315824-0.000848861j 0.00111866+0.000110733j 0.00139723+0.00202741j -0.00038114+0.00186601j 0.000986657+0.000723202j 0.00142155-0.000337705j -0.00111114+0.00163298j 0.00468919+0.00296883j 0.00324781-0.00108025j -0.00257143+0.00190058j 0.00318192-0.00219153j 0.00104016+0.00226251j -0.000916087-0.000683336j 0.00317741-0.00635122j 0.00561482-0.00305734j -0.00169652-0.00532749j 0.0013259-0.000120758j -0.00472266+0.00613947j -0.00317344+0.00227252j -0.00594441+0.00115041j -0.000662997-0.00534905j 0.0043727-0.00104607j -0.00724549-0.00263811j 0.00225835+0.00297566j -0.0075264-0.000523339j 0.00529842-0.0031037j -0.00294465+0.0055242j 0.00882695-0.00383162j 0.00348888+0.00427381j 0.00875185+0.00285372j -0.00363642+0.00304524j 0.000755715+0.00352474j 0.00115371-0.00569784j -0.00338698+0.00238938j 0.00303108-0.00170258j -0.00023187+0.00152104j -0.00346447+0.0021791j 0.00196799-0.00373518j 0.000579796-0.00447006j -0.00611144+0.000606689j 0.0103263-0.00240978j 0.00380665+0.000631613j -0.00405396-0.00209118j 0.00828538+0.00133371j 0.00386493+0.00192286j 0.0029956+0.00153005j 0.00266923-0.00618083j -0.00418572+0.00163909j 0.00817575-0.00206112j -0.000630067-0.00271059j -0.00290332-0.00392022j 0.00295127-0.000642933j 0.0019835-0.0034925j 0.000982561-0.000424593j 0.00107208+0.00232078j -0.00135883+0.00157199j -0.00228372-0.00323632j 0.00278257-0.00752556j 0.0021913-0.00256472j 0.00558048-0.00388938j 0.0064972+0.00394762j -0.0051814-6.03771e-05j 0.00373234+0.000782487j 0.00120553-0.00111158j -0.000268199+0.00324768j -0.0036063+0.00157588j 0.00102664+0.000898563j 0.000157714-9.91808e-05j -0.00159201-0.00144017j -0.00208901+0.00260581j -0.000684376-0.00178789j -0.00042836-0.000192559j -9.34505e-05+0.000527971j -0.000671487+0.000289024j 4.13518e-05+0.000643746j 
0.000288929+0.000160259j -0.000314573+0.000856005j 0.00177786-0.00167913j 0.00213862+0.000958315j 0.0021549+0.000486844j 0.00174532-0.000263849j -0.00236629+0.000441988j 0.00150954+0.0009522j -0.00182938-0.00234115j -0.00488773-0.00199705j -0.00117338+0.00209359j 0.000365732+0.000118838j -0.00479116-0.000911836j 0.00166335+0.000160601j -0.000873027-4.0583e-05j -0.0047448-0.00138079j 0.00102395-0.000623823j 0.00267533-0.00296786j 0.00223704-0.0034366j 0.00407881+0.00017401j -0.000465211-0.00292893j 0.00516521-0.000925252j 0.00259763-0.00133172j 0.001202+0.0038946j 0.00658029-0.00221292j 0.00104265-0.00209054j 0.00745706-0.00021758j -6.53919e-05+0.00196158j 0.00569752+0.00408728j 0.00242742-0.00339672j -0.00256573+0.00233161j -0.00189868-0.00106779j 0.00303315+0.00274096j 0.00138408-0.000632712j -0.0018225+0.00534406j -0.00809863-0.0048746j -0.00373538-0.00239686j 0.00012493-0.00248833j 0.000716691-0.00119936j -0.00290617+0.00147841j -0.0052729+0.000242803j 0.0016501-0.00151319j -0.00175915+0.00659643j 0.00231301+0.00278106j -0.000645529-0.00111901j -0.00377052-0.00130677j -0.00171663+0.000536776j 0.00200416-0.000275096j -0.00111989+0.000821269j 0.00292753-0.00186815j -0.003752-0.00316925j -0.0010612-0.00206016j 0.00586579+0.00283871j 0.000415392-0.00365238j 0.00134961+0.00390881j -0.00563665-0.00224677j 0.000398407+0.00349826j -0.00444139-0.00307813j 0.00204376+0.00276889j 0.0040719-0.00233867j 0.000201524-0.000994691j -0.00509452-0.00481753j -0.00133774+0.00271232j -0.00209451+0.00167447j -0.00502546-0.00255878j -0.000685995-0.0002127j -0.00163303-0.00284247j 0.00472299-0.000743464j 0.000480455-5.22278e-06j 0.00103423+0.000546149j 0.000751765+0.00034588j -0.000129334-0.0015723j -0.000321886-0.0020797j -0.000908156-0.00101682j -0.00166562+0.000330938j 0.00132094-0.000173086j -4.23274e-05-0.00084265j 
0.000304661-0.00244871j 0.00210892-2.75944e-07j 0.00110901-0.000952899j 0.00123522-0.000298146j 0.00161517+0.00349812j -0.00110937+0.0017895j -0.00189006-0.000982149j 0.00116896+0.000817113j -0.00276545-0.000822612j 0.0019191-0.00273303j -0.00242248+0.00210824j -0.00217329+0.00358581j -0.00091549+0.000126456j -0.000539151+0.000505527j -0.00226333+0.000127244j -0.000272139-0.00113571j -0.0031258+0.00248882j 0.00016493-0.00333393j -0.000606454-0.00200398j -0.00497286+0.00268014j 0.00360939-0.00222598j 0.00239755+0.00187485j 0.00307594-0.00437383j 0.00298933+0.00452071j 0.00362301-0.00441913j -0.0059153-0.00448082j -0.00603929+0.00267341j -0.00416447-0.0106653j 0.00100119-0.00118014j -0.00222873+0.00422812j 0.00363746-0.0021646j 0.00437536-0.00797727j 0.00489677+9.5855e-05j -0.0041689+0.0088857j 0.00369557+0.007656j 0.000414985-0.00162066j -0.00268286-0.00230344j -0.0075081+0.00873093j -0.00184365+0.00510207j 0.00365699-0.00747276j -0.00782146-0.00245006j 0.00998081-0.00052224j 0.00147386+0.00710539j 0.00298905-0.00418808j -0.0098431+0.00454794j -0.00257534-0.00150902j 0.000630328+0.00452169j -0.00349235-0.00122439j -0.00551003-0.00482254j -0.00449682-0.00340696j -0.0010835-0.00789812j 0.0149999+0.0108432j -0.00165378+0.00586526j 0.00725732+0.0027522j 0.0113508-0.0151236j -0.00228835-0.000585623j 0.00316168+0.00164668j -0.00390373-0.00235454j 0.000390186+0.0105003j 0.00622946+0.00438685j 0.000437125+0.00218238j 0.00768294+0.000573887j 0.00475432-0.00713779j 0.00454116-0.000973498j 0.00197509-0.00674877j 0.000884994+0.000216265j 0.00108074+0.00247827j -0.000513761+0.000535554j -0.00279287-0.0061513j -0.00386324+0.00258382j 0.00045705-0.00641217j -0.00356287+0.00297816j 0.00424878+0.00619573j 0.00194845+0.000815776j 0.00102829+0.00141369j -0.00114295+0.000471147j 0.000151824+0.000285863j 
-0.000244771-0.000534666j 0.000548996-0.000395589j 0.00028211+0.000331534j -0.000298332+0.000401261j -0.000588016+0.000115188j -0.000399065+5.37372e-06j -0.000206006-0.000373224j -0.000135455+0.000591078j 0.00015061-0.000723323j -0.00111204+0.000962823j 0.0010802+0.00178116j -0.00075231+0.00154797j -0.00231138+0.000112683j -0.000301681-0.00022419j -0.000574524+3.56899e-05j -0.00189899-0.000593553j -0.000443776-0.00398838j 0.00198073-0.000964647j 0.0037827+0.000560604j -0.000106104-0.000386213j -0.000344645-0.000405895j 0.000670806+0.0003224j 0.000981162-0.000782723j -5.55073e-05+0.000662746j 0.00400461-0.00161046j 0.00169557-9.75658e-05j 0.0035167+0.000159278j 0.00038361+0.00230319j 0.00129513+0.00206776j 0.000395814-0.00141714j -0.00260705+6.22422e-05j -0.00128155-0.000124709j 0.00328513+0.00153818j -0.000426379+0.00173699j 0.00155334+0.00336513j -0.00369502+0.000331711j -0.00268706-7.05611e-05j -0.000577262+0.000276454j 0.000472415+0.00132677j -0.000369796+7.93914e-05j -0.00154314+0.00103161j 0.00227242-0.00210283j -0.000490768+0.00372092j 0.00117654+0.00162996j -0.00142926+0.00086293j -0.00130541+0.000383203j 0.00112786+0.000193969j 0.00260907+0.00133168j -0.00102298-0.00068274j 0.000875443+0.000488027j -0.00363119-0.00249527j -0.00197994-0.00197085j 0.00163195+0.00155762j 0.00107986-0.00166988j 1.52118e-06+0.00191914j -0.00280622-0.00281894j 0.00015103+0.00182258j -0.00182606-0.000708232j -0.000129604+0.00269855j 0.000656657-0.000324769j -0.00154975-0.0015169j -0.000285767-0.00113976j 0.000227359+0.000961551j -0.00221627+0.000176581j -0.000515098+0.000264747j 6.53356e-05+0.000979791j -0.00125741-0.000509301j 0.00145838-0.00166909j 0.000212992-0.00129566j 0.000128591-0.000926803j -0.000146121-0.000842604j -0.000369699-0.000218892j 0.000761095+0.000599235j 0.000210941+0.000394718j 0.000504288-9.40174e-05j -0.000146557-0.000311385j -0.000344339+1.59499e-05j 
8.22592e-05+0.00011325j -0.000166098+0.000547091j 0.00205888-0.00012075j 0.000121299+0.00140626j 0.0047046-0.000380737j 0.000925064+0.00190594j -0.0019511+0.00216339j 0.00147766+0.00315863j -0.000896172+0.00270167j 0.00137991+0.00202414j 0.00134792-0.000190006j -0.000501547-0.00366069j -4.17934e-05-0.00194428j 0.00554556+0.0013301j -0.00271086+0.00311345j -0.003053-0.0035895j 0.00380949-0.00218535j 0.00123813-0.00907117j -0.00218391-0.000499354j -0.0027298+0.000418236j -0.00340118+0.00684488j -0.00753226+0.00267961j -0.00140913+0.000406366j -0.000974226-0.00263558j -0.00150444+0.000242661j 0.00123173-0.00821692j -0.00483983+0.00536245j 0.00194539-0.00528884j -0.00238949+0.0048269j 0.00585311-0.00102083j -0.00501177+0.00297441j 0.00530035+0.000708294j -0.00313955-0.00524884j -0.00561124-1.31927e-05j 0.00586821-0.00451516j 0.00273354+0.000395063j 0.00237791-0.00207471j -0.0030686-0.00153386j -0.00139306+0.0033965j -0.00267749-0.0055033j 0.00614661+0.00220938j -0.00718369-0.000867225j 0.00502935-0.00386606j -0.00147688+0.00842966j -0.00339884-0.00284278j 0.00914097-0.00750933j 0.00134015+0.000737809j -0.00291541+0.00168565j 0.00385984-0.0049585j -0.00305025+0.00421615j 0.00605317+0.00391665j -0.00444559+0.00215277j 0.000315668-0.00546971j -0.00192276+0.00478104j -0.000774629-0.00648514j -0.000688992+0.000280012j 0.00423325-0.000165413j -0.00167167-0.00424584j -0.00685489-0.00100347j -0.00121496-0.000793766j -0.000322091-0.00864166j 0.00124781-0.0068172j 0.00168643-0.00440525j -0.000435818+0.00454921j 0.00296049-0.00172912j -0.00184348-0.00759116j -0.00320089+0.00171104j -9.69784e-05+4.14187e-05j 0.000941286+0.000790101j 0.00283115+0.00175773j 0.00133477-0.0014702j -0.00178548-0.000194341j -0.00216552-0.0024917j -0.00173442-0.000702724j -0.00133705+0.00130016j 0.000534583-8.56565e-05j 3.6288e-05-0.000127118j 
