0.168927+0.0235044j 0.0238069-0.172421j -0.0303249-0.0127785j -0.0165399+0.0188615j -0.0174683+0.00353634j 0.00386953-0.0145496j -0.00222803-0.00694438j 0.00954345+0.0115692j 0.00247597-0.0195296j 0.01528+0.0164669j 0.0143433+0.00214956j 0.0143979-0.0162588j -0.0333158-0.00875914j 0.0145208-0.053874j 0.0442073+0.0114655j -0.00286433-0.172973j -0.17716+0.00469639j 0.0842072+0.106253j -0.114022+0.0947971j -0.064418-0.0613595j -0.0159165+0.0369212j -0.00993344+0.00658295j 0.00585062-0.0500604j 0.00208315-0.0408103j -0.0363144-0.00620418j 0.00548869+0.0234725j 0.00929818-0.0151406j 0.0107896-0.00327295j 0.0408093-0.0323807j 0.0239315+0.0085691j 0.0462153-0.00850515j 0.0257296-0.0165032j 0.0173262+0.0218094j 0.0371327+0.038434j -0.0210944+0.0529183j -0.101589-0.0261757j 0.0226928-0.0950861j 0.159453+0.0173304j 0.0141213-0.163409j 0.0367939+0.0641227j -0.0749779+0.0298773j 0.104901-0.107675j 0.140089+0.12348j 0.0483122+0.125363j 0.0770558-0.143332j 0.0290866+0.0838708j 0.0109986+0.0629874j 0.0951901-0.0535078j -0.072858+0.0822721j -0.0565076-0.0281222j 0.0720513-0.0946004j -0.0452172-0.0132248j 0.0251454-0.0252949j 0.031045-0.0170538j 0.113295-0.0320634j -0.00654542+0.00257497j -0.0122385+0.0574891j -0.05765+0.0329332j -0.0193317-0.03586j -0.0197909+0.0207818j -0.0554328+0.0023953j -0.0646973-0.00980269j -0.0435904-0.0513821j -0.0456661+0.0260762j 0.00870903+0.0122649j 0.0256666-0.0218722j -0.00816627+0.00828414j 0.048204+0.000870983j -0.0852359-0.0106817j -0.0838937-0.0167179j 0.0818421+0.00958149j -0.0497905-0.0107826j -0.0662318-0.0185444j 0.0434019+0.0119349j 0.00600991+0.015053j -0.0246402-0.014374j 0.0124452-0.0152893j 0.0565066-0.0238058j -0.00394559+0.0238098j 0.0068067-0.0313798j 0.111377+0.0196252j 0.00218024-0.0685336j 0.0631921+0.0568523j -0.0398543-0.0969592j -0.0497509+0.0435333j 0.11335+0.126268j 0.0611162-0.09011j 0.0284365+0.0276644j -0.0639023-0.0267497j -0.0351171-0.115863j -0.118794+0.127797j -0.0815553+0.115555j 0.111221+0.091121j -0.159875-0.19079j 0.179939-0.147257j -0.168466-0.258478j -0.25594+0.167249j 
0.00165434-0.0107268j -0.0116147-0.00147519j -0.000275597+0.011956j 0.0122348+0.000868134j -0.00932799+0.00329933j -0.00779247-0.00676201j 0.000748991-0.0116548j -0.00257899+0.00779748j -0.00244789+0.0087517j 0.00084707-0.000601429j -0.00861854-0.00482599j 0.00673355-0.014552j -0.0184108-0.00335576j -0.00538269-0.00705357j 0.00295726-0.00320712j 0.00142644+0.00496332j 0.00392725-0.00119065j 0.00705248+0.004081j -0.00611882+0.006884j -0.00204041-0.00769897j -0.00104217-0.00700989j 0.00874184-0.00110014j 0.00218921-0.00526208j 0.00264631-0.00147827j 0.00610648-3.67544e-05j -0.00134391+0.00455962j -0.00635648-0.00207665j -0.00111986-0.000795922j 0.00281022+0.00162997j -0.00130705-0.00832535j 0.00485391-0.00318612j 0.0020927+0.00742198j 0.00438208+0.00120894j -0.0071444-0.00339801j 0.00712448-0.00555533j -0.00718571-0.00527263j 0.00490471-0.00962929j -0.00238642-0.00211243j -0.00173338+0.00308827j -0.00924593-0.0190001j 0.0199773-0.00923576j -0.0127842+0.00126133j 0.000553613-0.0164221j 0.0122639+0.00400365j 0.0129791+0.00141591j -0.000333618+0.0114042j -0.00938121+0.0132884j 0.00491047+0.0114739j 0.0126887+0.000526507j -0.00169024-0.00682903j -0.0012167+0.00154508j -0.00333726+0.00292169j -0.00255764-0.00627984j 0.00436128+0.0119571j -0.00160938-0.0037366j 0.00296754+0.00126324j 0.00862921-0.00286472j -0.000823246+0.00706815j 0.00337006-0.0156984j 0.000605629+0.00573034j 0.00865982+0.00830658j 0.00118032-0.00194054j 0.00908889-0.00184492j -0.0101616+0.00275666j -0.004248+0.00302975j -0.0049947+0.00773104j 0.00793974-0.00552049j -0.009539-0.00466455j 0.00474644+0.0015294j -0.0032385-0.000756509j 0.0135858-0.00206388j -0.0046582+0.00813671j 0.00549622+0.00718789j -0.00472278+0.00441111j 0.00154217+0.00579294j 0.00776739+0.00959333j 0.00679269+0.00011703j 0.00626934-0.00557313j 0.00920524+0.00134999j 0.00724089+0.0131353j -0.00114941+0.00653149j 0.00109899-0.00463607j -0.000630839-0.0103423j -0.00822497+0.00577318j 0.0104693-0.00436261j 0.000490607-0.0029688j -0.0149244-0.00703757j 0.00768207-0.0163424j 0.0104284+0.00752743j -0.00712101+0.00251008j -0.00757771-0.00180305j -0.0226002+0.0078943j 0.00804664+0.0229028j 0.0124084-0.00736723j 0.00663996+0.0124851j 0.00272905+0.000246961j 0.000158113-0.00249536j 
0.00493428-0.00475264j -0.00484703-0.00470319j 0.00345956+0.00425278j 0.0038239-0.00377296j -0.00220526+2.2231e-05j -0.00374943-0.00311294j 0.00193634-0.00577381j -0.00251601+0.00408323j -0.00118927+0.00165276j -0.000713486-0.00179428j -0.00236719-0.00361411j 0.00285312-0.0075257j -0.0111839-0.00274774j 0.00165533-0.00243691j 0.00026253+0.0033851j 0.00278769-0.00211134j -0.00239933-0.00230376j 0.0100605-6.76752e-05j -0.00104085+0.0125974j -0.00233201-0.00465821j -0.00512433-0.00695356j 0.0131013+0.000319451j 0.00272377+0.00495679j -0.000878026+0.00272094j -0.0032801-0.00356399j 0.00828339-0.00238134j 0.000207687-0.0115771j -0.0035001+0.00570701j -0.00465401+0.00338072j 0.00364129-0.00520557j 0.0057808-0.00855684j -0.00383523-0.000179772j 0.0103126+0.0105308j -0.013317+0.0162298j -0.0178661-0.0108854j -6.1007e-05-0.00562496j 0.00333792+0.000462631j -0.01021-0.00531916j -0.00510868+0.00995365j 0.0216952+0.0155482j -0.0158303+0.0228615j -0.00777485+0.00116776j -0.00202164-0.00580439j 0.00129563-0.0114473j -0.00703356-0.0167183j 0.0131374-0.0191639j 0.0242724+0.00403418j -0.00505767-0.0145477j -0.00188604-0.00280775j -0.0102055-0.00067066j 0.0118115+0.00182657j 0.0180561-0.0136005j 0.0102514+0.0142638j -0.0157124-0.00274991j -0.00183304-0.00421306j 0.00276941+0.00440691j -0.000148055+0.00427883j -0.00240013-0.00920646j 0.00144889+0.0201767j -0.00290405-0.0135168j -0.00252356-0.00823577j -0.00405572-0.00239402j -0.0134749-0.00512907j 0.00156825-0.0142485j 0.00159888-0.00522399j 0.00430588-0.0143987j -0.00584005+0.00303757j 0.00455832+0.00298734j -0.00288729+0.00649567j 0.00273424+0.00760188j -0.0163461+0.00538114j 0.00948738-0.0103015j 0.00337342-0.00403967j -0.00316102+0.00628491j -0.00444273+0.00299438j -0.0130933+0.00133404j -0.00675654+0.000325621j -0.00477118+0.000174564j -0.0140398+0.00698603j -0.0211022-0.0118823j -0.000190224-0.0132803j -0.0090445+0.00804396j 0.00132928+0.0222776j 0.0121477+0.00179156j -0.012401+0.00525153j -0.00518161+0.00822199j 0.0196072+0.022308j -0.0233453+0.0110382j 0.00616112+0.00158176j -0.00805867+0.0111082j 0.00172447+0.00971929j 0.00806797-0.0143211j -0.0145321-0.00801789j -0.00656721-0.0111815j 0.0111333-0.00459831j 0.00456887-0.00605221j -0.00603634-0.00450994j 
-0.00956263+0.00568746j 0.00519815+0.00984135j 0.000329916+0.0159913j 0.0226894+0.00401697j -0.0135239+0.0158689j -0.00690214-0.00205947j -0.00668643-0.00957515j 0.00658907+0.00242692j 0.00403596+0.0134333j 0.00990682+0.00740462j -0.0109619+0.00546109j 0.00908235-0.0136756j -0.00552357-0.00510811j -0.0138765-0.00855372j 0.00584114-0.0170756j 0.00552512-0.00869631j -0.00793399-0.00599833j -0.0139923-0.00365293j 0.00670745-0.0157425j 0.00676711+0.00937745j 0.00410122+0.00988909j -0.0144895+0.00340034j -0.00233513+0.00339239j -0.00118588+0.00125875j -0.00608746+0.00124862j -0.00132475-0.00356074j 0.00850283+0.00496024j 0.00213625-0.00167953j -0.000600601-0.00238341j 0.00145223+0.0102379j -0.00493065+0.00772026j -2.65927e-05-0.0081164j -0.0078102-0.00301651j 0.0102611-0.00272035j 0.00138738+0.00756582j 0.00689649+0.00782368j -0.00661803+0.00796095j 0.00200413-0.00626971j -0.00659599-0.00210378j 0.00420204-0.00540479j 0.00510391+0.00359152j 0.00582515+0.00169226j -0.00257+0.00754456j -0.00579701-0.00430284j -0.00102381-0.00259345j 0.0122955-0.0011368j 0.00643709+0.00333896j 0.00534598-0.0135724j -0.00486669-0.00297744j -0.00865894-0.00480593j 0.00281458+0.00284311j 0.00545319-0.00919717j 0.00312769+0.00574948j -0.0107787+0.00281148j 0.000875399-0.00605692j 0.0058278+0.00348896j 0.00159794-0.00109357j 0.00304342-0.000789922j 0.0080828+0.00118856j 0.00148092-0.00330182j -0.0022596-0.00267175j 1.97214e-05+0.00205589j -0.00474082-0.00571508j -0.00578107-0.00580729j 0.000662792+0.000311168j 0.00333593-0.00308142j 0.000848639+0.000295671j -0.00190126+0.000154815j 0.0024532+0.00921303j -0.00206081+0.00411226j 0.00298711+0.00419766j 0.00453866-0.00122609j 0.00296853-0.00438904j -0.00335324+0.0019162j 0.00139677+0.00911354j -0.0025326+0.00717218j -0.000322072-0.00222413j -0.00043249+0.00578064j -0.00419593+0.000547399j -0.0118119-0.00371974j 0.00149709-0.00353494j -0.0074506+0.00816946j 0.00206794+0.00624658j 0.00624357-0.00352894j -0.00508158-0.00090231j -0.00443725-0.000833308j -0.00230242+0.0156065j -0.0148221-0.00114651j -0.00174275-0.00813918j 0.003967+4.7707e-05j 0.00165008+0.00305089j -0.00851475-0.0068426j -0.00621985+0.00872564j -0.00847617+0.000107222j -0.000147144-0.00783833j -0.00307344+0.00208818j 0.00233012+0.00311472j 
-0.00032922+0.0127278j 0.0122121-0.000286071j -0.0143071+0.000121982j 0.00209703+0.0168876j -0.00377997+0.00353557j 0.00890257+0.000934254j -0.00111294+0.00970874j 0.00656687-0.00889336j 0.00124381-0.00185891j 0.00741231+0.00888554j 0.00489661+0.0074648j 0.00299431+0.014319j 0.023509-0.00189327j -0.00612505-0.00101725j 0.00412985-0.0114871j -0.0125763-0.0175046j -0.0165177+0.0134539j 0.00553998-0.00767575j 0.0093992+0.00753655j -0.00105794+0.000469422j -0.00627636-0.00219282j 0.0077272-0.00256856j 0.00495254+0.0079585j -0.000916867+0.00462253j -0.00774883-0.00234525j 0.00736349-0.00620932j 0.00257723-0.0103757j -0.0011629+0.00604976j -0.00549433+0.00387185j 0.00431586-0.000345279j 0.00207982-0.00486956j -0.00451578-0.00343272j 0.00714085+0.00872775j -0.0063123+0.0144405j -0.0159326-0.00384728j 0.0032638+0.000459453j -0.00137558+0.00462111j -0.0145885-0.0085843j -0.00887302+0.0144495j -0.00746643-0.00431631j 0.00447638-0.00751171j -0.003959+0.000752235j -0.00142299-0.00587694j 0.00417121+0.000246318j 0.00636906-0.000283942j -0.00154411+0.00683733j -0.00492754+0.00432296j 0.00252437+0.00594328j 0.00222074+6.28919e-06j -0.00173517-0.00137477j 0.000899894+0.00512072j -5.53529e-05+0.00455825j -0.00398068-0.00473929j 0.00722997+0.00679549j 0.000731763-0.00263264j 0.00163163+7.13754e-05j 0.00647132-0.00211023j 0.000130449+0.00125634j -0.000733989-0.010292j 0.000886395+0.000932737j 0.00463241+0.00387763j -0.000518981-0.00164582j 0.00485809-0.0018211j -0.00441514-0.00110928j -0.000705647+0.0017144j -0.00272103+0.00770569j 0.00298041-0.00402739j -0.00476741-0.000815952j 0.00284537-0.00222678j -0.00235862-0.00171223j 0.0104184-0.00320887j -0.000759091+0.00561043j 0.00351242+0.00305471j -0.00351918+0.00479989j 0.00411624+0.00151303j 0.00457647+0.00508733j 0.000799863+0.000516166j 0.00339366-0.00501203j 0.00656253-0.000342003j 0.00393974+0.00688269j -0.00259492+0.00742492j 0.000598394-0.00105324j -0.00469084-0.00741631j -0.00849468+0.00109947j 0.00872329-0.00475966j -0.00137589+0.000244681j -0.0105203-0.00431714j 0.00523332-0.0138639j 0.00871266+0.00623942j -0.00630974+0.000513129j -0.00616543+0.00184156j -0.0116476+0.00693757j 0.00708428+0.0118122j 0.00443807-0.00696934j 0.00620901+0.00405121j 0.00343404+0.00235462j 0.00258784-0.00300741j 
0.0119572-0.000946236j -0.000106461-0.0108739j 0.00397168-0.000720481j 0.000889811-0.00381544j -0.0014451-0.000358602j 0.000939002-0.000808748j 0.00189208-0.00287159j 0.000719753+6.55494e-05j 0.000722434-0.00165114j -0.000676344+0.00177473j 0.000225576+0.000383287j 0.000618995-0.000977806j -0.0013276-0.00106391j 0.000509993-0.000769279j 0.00270677+0.000715786j -0.00448238-0.0123706j -0.0132497+0.00637857j -0.00755532-0.00743497j 0.00602109-0.00956749j 0.00109908-0.00331061j 0.0046588-0.00248233j 0.00691104-0.00203068j 0.00127695-0.00223853j 0.00316574-0.00200889j 0.00152157+0.00192326j -0.00204158-0.00194554j -0.000605039-0.00622618j 0.00065332+0.000261668j 0.00527297-0.00153956j -0.0012432-0.00202395j 0.000670849+0.00302047j 0.00143965+0.00505948j 0.00271867-0.0017341j 0.000650799+0.000332006j 0.00227989-0.000922234j -0.00409695-0.00438094j 0.00507552-0.00395613j 0.0151465-0.00833939j -0.00659532-0.0173503j -0.00475221+0.00541287j -0.00542491-0.00501582j -0.00806637+0.00718437j -0.0150311-0.012232j -0.0020749-0.00631264j 0.00324555+0.00358081j -0.00334758-0.00127329j 0.00486712-0.00872892j -0.00297101-0.00881038j -0.0042341-0.000460675j -0.000461074-0.00104114j -0.00385408+0.0145796j -0.00423944+0.00748713j 0.00515-0.00399719j -0.00128085+0.00757658j 0.0121444+0.00250269j 0.00212688+0.00450211j 0.00599418-0.0034726j 0.00846456-0.00360961j 0.000472697+0.00110969j 0.00996965-0.00787872j -0.00719286-0.00158964j -0.00486938-0.0056103j -0.00768731+0.00331145j 0.0151078-0.00441529j 0.00428477+0.00183844j -0.00254181+0.000708383j -0.00346556-0.00519592j 0.00114517+0.00526646j 0.000186984-0.00513382j -0.00420382+0.00193028j 0.00802144+0.00551448j 0.0018779+0.000724453j 0.00156587-0.00193038j -0.00429634+0.00264841j 0.00808136+0.00358822j -0.00190507-0.00552418j -0.00989751-0.00401179j 0.000263173+0.00255265j -0.001178-0.00253581j -0.00298665-0.0113786j -0.00778187+0.00170424j -0.00538796+0.00062309j -0.00634625-0.0061695j -0.00452296-0.0135179j -0.00192759+0.00515895j -0.00556487+0.00800287j 0.00667332+0.000774731j 0.00182592-0.000545239j 0.00460439+0.00372928j -0.00366648-0.00186686j -0.00579861+0.00714151j 0.00198219+0.000586729j 6.74488e-05-0.00182302j -0.00802975-0.00809658j 0.00620864-0.00950857j 0.0106517+0.0121534j 0.0121334-0.00914735j 
-0.000436767+0.00757429j 0.0087817+0.00097865j 0.00105213+0.00533564j 0.00286935-0.000235915j 0.00251402-0.00208372j -0.000800236+0.000400782j 0.00251573+0.000850088j -0.000725036+0.000197645j 0.000592666-0.00102106j -0.00213559-0.00133812j -0.000546593-7.19268e-05j 0.0017561-0.000627909j 0.00136794-0.000804283j 0.00104275+0.00137283j -0.0016354+0.00103392j 0.00714856-0.00134271j 0.000732308-0.00829637j 0.00352217-0.00596047j 0.00673385+0.00632651j -0.000169056+0.00347683j -0.00151851+0.0014933j -1.76642e-05+0.00561292j -0.000940496+0.00209358j -0.00126019+0.00318086j -0.0057141-0.00215378j 0.00496626-0.0039634j 0.00654385+0.000273896j -0.00123982+0.00353921j 0.000437109+0.00101232j 0.00174027+0.00146877j -0.00412539+0.00144138j -0.00366683-0.00179129j 0.00213237+0.00206416j -0.00358598+0.00179404j 1.96481e-05-0.000650646j 0.00139279+0.00367155j -0.000600872+0.0017806j -0.000225386+0.0021766j 0.00175116+0.000791698j -0.000943353-0.00645189j 0.00603374-0.00134676j -0.00131887-0.000329764j -0.000713312-0.00167621j 0.00233921-0.00192412j 0.00113344+0.00214709j 0.000545553+0.00473196j -6.63183e-05+0.00127199j 0.00605625-0.000273372j 0.000449277-0.00184984j -0.000624436-0.00161954j -0.00443421+0.000706924j -0.00351654-0.00284912j 8.16124e-06+0.00105891j -0.00348749+0.00306513j 0.00172946+0.00241965j 0.00111888+0.00135685j 0.00346328-0.000180647j 0.00261871+0.00528569j 0.00347003-0.00157329j 0.00371062+0.00410965j 0.00064502-0.0012554j 0.0013565-0.00177413j -0.000684069-0.00394587j -0.00269569+0.0042747j -0.00154423+0.00177195j 0.00113956+0.00333865j 0.00274442-0.00146261j -0.00307547-0.00206014j 0.00252299+0.00150416j -0.00376751-0.00234386j 0.00200978+0.00375546j -0.00134351-0.000332172j 0.00188589-0.000380521j -0.00082235+0.000196379j -0.000797064+0.00524319j 0.00276517+0.00150379j 0.0014415-0.00552252j 8.46576e-05+0.00274231j 0.00302327-0.00220084j 0.00445576+0.00141766j -0.000723193-0.00253375j 0.000789308-0.00145843j 0.00251745-0.00332799j 0.00572553-0.00327317j -0.000631407-0.00188744j -0.00698588-0.000940955j -0.00280342+0.000708723j 0.00478727-0.00464128j -0.000344254+0.00322084j -0.00123063-0.000230297j -0.00889485-0.0043001j -0.00238516-0.00123099j -0.00148876+0.00286705j -0.00747797-0.00797063j 0.0030162-0.00781951j -0.00266538+0.0130184j 0.0129993+0.00158601j 
0.000202235-0.00449755j -0.00508097-0.000142421j -0.00170951-0.00579623j -0.000974113+0.000146704j -0.00220705+0.00361071j 0.00140311-0.000756349j -0.0020686-0.000146996j 0.00123904-0.000385422j 0.000999499+0.00109995j 0.00208608+0.00203717j 0.000276324+0.000642702j -0.000492991+0.00131507j -0.000192061-0.000454832j -0.00162385-0.000483366j 0.00172782-0.000269442j -0.00225504-0.000751487j -0.00352892+0.00425712j -0.00497884+0.00136627j -0.00280902-0.006615j -0.00343804-0.00383642j 0.00292875-0.000120921j -0.00169626-0.00564957j -0.000217662-0.00406024j 0.00188079-0.00462561j 0.00509395+0.000360463j -0.00129001+0.00264795j -0.00233511+0.00245853j -0.0014565-0.00419673j 0.00207189-0.0011204j -0.00263371+0.000657458j 0.00135795-0.00134554j 0.00628187-0.00171789j -0.00189137-0.00034668j 0.00219578+0.000953408j -0.0028364-0.00260838j -0.00047102-0.00366778j -0.000286817+0.00106909j 0.00565195+0.00395913j 0.00498058-0.0074925j -0.00201594+0.00716827j -0.00678254-0.00113621j -0.00469179-0.00116346j 0.000977545-0.00706953j -7.47119e-05+0.00157925j 5.89673e-05-0.00319833j -0.003045-0.00672702j 0.00683482-0.00199087j -0.00506666-0.00170855j -0.000177108-0.00182367j 0.00154146+0.00140636j 0.00290195-0.000333668j 0.00105495+0.000269295j 0.00221378-0.00217006j 0.00143566-0.00651165j 9.35234e-05+0.00474392j -0.00212781+0.00074537j -0.000499574+0.00224606j -0.00307014-0.00305761j -0.00415693+0.00426337j -0.00293672-0.000182219j -0.00153431-0.00139084j -0.00268552-0.00128483j -0.000341733+0.000776954j 0.00493648-0.00106052j 0.0012584-0.00308271j -0.00268837-0.00294395j -0.0034335-0.00106666j 0.00466537+0.00264852j -0.00455868-0.00257646j 0.00453621-0.000118494j -0.00303097+0.00176251j 0.00260252-0.000207934j -0.0027324+0.00222192j 0.00163345+0.00224674j -0.00138009-0.00348385j -0.00173566-0.000105512j 0.00465498+0.00315583j -0.00193065-0.00371909j 0.000335572+0.00286766j -0.00259446-3.26859e-05j 0.00323103+0.00243831j 0.000190213-3.70778e-05j 0.00259926+0.0050769j 9.18356e-05+0.0037124j -0.000371774+0.00105372j 0.00469408+0.00244262j 0.00207398-0.0035336j -0.0048793+0.00307504j 0.00640643-0.00805162j 0.00326415-0.00121567j -0.0021554+0.00566401j 9.86969e-05-0.000234053j -0.000366636+0.000292319j 0.00745781+0.00255312j -0.00226981+0.00817982j -0.00721449-0.00375282j -0.00441946+0.00874714j 
0.00317002-0.00296596j -0.00443069-0.00275419j -0.00425361-0.00290984j -0.00203906+0.00177575j -0.00357383+0.00439563j 0.00191696-0.00440102j -0.00497739+0.00413908j -0.000256103+0.00116188j 0.00185686+0.00215078j 0.00379329+0.00229555j 0.00251139+0.000555704j 0.000706055+0.000170079j -0.00286574+0.000991679j 0.00110653-0.00277419j -0.00105746+0.00389025j -0.00221042-0.00386299j -0.0044016+0.00279813j 0.000275434+0.00359741j -0.00489083-0.000389892j -0.000514685-0.00281519j -0.00525632-0.00147577j -5.60276e-05-0.00337046j -9.23886e-05-0.000396752j 0.00057252-0.000775532j 0.00334506-0.00275466j -0.00298345+0.00437782j -0.00406361+0.00289635j 0.00125844-0.00201293j -0.000140464+0.00164836j -0.000288211+0.000171733j 0.00198188-0.00125468j 0.00142142+0.00154367j -0.00382692-0.000210497j 0.00106898+0.000234263j -0.00444176+0.00283541j 0.00039226-0.00213425j -0.00200416+0.000672047j 0.00409729-0.000621965j -0.00013519-0.00356524j -0.00163923+0.00465397j -0.00474157-0.00117265j 0.0017304-0.00841237j 0.00890207+0.000912208j -0.00342418+0.0025393j 0.00297603+0.00229436j -0.000728876-0.0104807j 0.00427901+0.00446739j -0.00648932+0.00296862j 0.0032861-0.00228576j 0.00108308+3.19228e-05j -0.000259753-0.00081495j 0.00352001-0.00095824j 0.00173484-0.000394893j -0.000473449-0.00593232j -0.00355961+0.00190239j -0.00359019-0.0010079j -0.000603204+0.00731101j -0.00528559-0.00359599j -0.0054733+0.00210736j -0.00367191+2.23178e-05j 0.00089875+0.00205335j 0.00128474-0.00121963j 0.000932033-0.000472917j 0.0027022-0.00172596j -0.00143123-0.00437199j -0.00202519-0.00313967j 0.000245442+0.00116037j 0.00154544-0.000380915j -0.00213661-0.000454112j 0.0020391+0.000198912j -0.00485487+0.000243377j -0.000175034+0.000686621j -0.00121588+0.00387524j 0.00165084-0.0011712j -0.00252646-0.00521765j -0.00363384-0.000890498j 0.00426573-0.000784247j 0.00220843-0.00311852j -0.00256036+0.00482105j -0.00402202+0.00364492j -0.000418116+0.00125889j 0.000270767-0.000662447j 0.00133712+0.00484013j 0.000139487+0.00152678j 0.00565197+0.0015656j -0.0038367+0.000381465j -0.00267585+0.00245014j -0.00261453-0.00409027j -0.00101809+0.00218458j -0.000859137-0.00226272j -0.00467311-0.00396562j -0.00388973+0.00309059j 0.00233743+0.00432692j 4.2896e-05-0.00155544j 0.00314301-0.00384909j -0.00500515-0.0063955j -0.00669382+0.00403373j 
-0.0089273-0.000604826j -0.00304615+0.00751039j -0.00583439-0.00510907j -0.00182244+0.00256731j -0.00153651+0.00427302j 0.00359934+0.00177526j -0.00221155+0.00268938j -0.00202343-0.00281287j 0.0002072+0.00244176j 0.00491284-0.00226297j 0.00235614-0.00117628j -0.00392003-0.000451369j -0.00319672-0.00329726j 0.000787307-0.000549447j -0.00364163+0.00157852j 0.00280453+0.00443708j 0.0028961-0.00187995j -0.00665559+0.00217306j -0.00225604-0.00559358j 0.00120236+0.00502135j 0.00475575-0.00788377j 0.00246446-0.00170196j -0.00049747-0.000211114j -0.00126919-0.00117311j 0.00610255+0.00460826j 0.000631+0.00262721j -0.00419939+0.000155491j -0.0012523-0.0020276j -0.00500664-2.57023e-05j -0.0030587-2.35363e-05j 0.00320365-0.0039421j -0.000340198-0.00158317j -0.00477749-0.00034082j 0.00101985+0.00270293j -0.00555189-0.00559619j 0.00869593+0.00238665j -0.00629582+0.00726043j -0.00391008+0.00842101j 0.00861282+0.00502722j -0.00309408+0.00378114j -0.00214037-0.00203522j -0.00272325+0.0045721j -0.00292112-0.000385334j 0.00227144-0.00115892j -0.0117722-0.00489701j 0.000608543-0.00127505j 0.000343979-0.00651051j -0.00332774-0.00583189j -0.00534156+0.00832547j 0.00121204+0.00184897j -3.61194e-05-0.00403596j -0.00305602+0.00629387j -0.00218428-0.00280709j -0.00250432-0.00160063j 0.00323921-0.00116343j -0.00207022+0.00318j -0.00651182-0.00226145j -0.00150931+0.00280016j 0.00174847+0.00586435j 0.00063307+0.000381052j -0.00570154-0.00467094j 0.00260811+0.00590142j -0.00233728+0.00453031j 0.00585984-0.000562872j -0.00413093-0.000226495j 0.00180388+0.00033449j 0.0016962+0.00217531j 0.000182065+0.000875549j -0.00275694+0.00150767j -0.00220093+0.00103792j 0.00377426+0.00432738j -0.00296514-0.000774249j -0.00274552-0.00056878j -0.00137715-0.00422748j -7.59733e-05-0.00136347j -0.00378087+0.00236868j -0.00230762+0.00191044j -0.0009184+0.00634053j 0.00373068-0.00316918j -1.57054e-05+1.54358e-05j -0.00608142-0.000199018j -0.00201798-0.0026859j 0.00580223-0.00704546j -0.00139259-0.0063335j -0.00329538+0.0041726j 0.000895893-0.0084435j -0.00951437+0.00296862j -0.00416549-0.00194562j -0.00231277-0.000973688j 0.00123141+0.0021103j 0.0108922+0.00367247j -0.00405562+0.000907662j 0.00150292+0.00442844j 0.00752899-0.000431839j 0.00617202+0.0111538j 0.00189764+0.00718353j 0.00766878-0.000870558j 
-0.00676439-0.00527558j -0.00533048+0.00515149j -0.00193088-0.00535652j 0.000214848+0.00461379j 0.00480675+0.00207836j 0.000994859+0.00587445j 0.0017721-0.000175446j 0.00168642-0.0038661j -0.00334551-0.00318466j 0.00421272-0.00767149j 0.00186753-0.00193603j -0.00435422-0.00259206j -0.00280357-0.00276695j -0.00258586-0.00382175j -0.000762122-0.000981726j -0.00353283+0.00289709j 0.000107622+0.00306141j -0.000945653-0.00289162j 0.0032023-0.000610595j -0.00668496-0.007606j 0.000799127+0.010735j -0.00750122+0.0037715j 0.0023547-0.00228313j 0.0029995-0.00406387j -0.00487003-0.00127114j 0.00320587-0.00691305j 0.0124723+0.00381998j -0.00417863+0.000685896j -0.000383218-0.00577917j 0.00203314+0.00311506j 0.00273884+0.000203313j 0.00881676-0.0115161j 0.00287312+0.00250454j 0.00320365+0.00528119j -0.00058919-0.0059271j -0.00051545-0.00454252j 0.00387057-0.00322867j 0.00350377+0.00224259j 0.00292254-0.00414403j 0.00214161+0.00752365j -0.00811464+0.00249287j 0.000772933-0.00427271j 0.00289204+0.00045337j -0.00335002-0.00135601j 0.00578936+0.00212118j 0.00253806-0.000955415j 0.00154359+0.00488863j 0.00372899+0.00108435j 0.00181329-0.00446196j 0.00641133-0.00147242j 0.00256757+0.0022356j 0.00488586-0.00765272j 0.00598011+0.0084573j -0.00394216+6.1678e-05j -0.00643816+0.00458987j 0.00212429-0.00216377j 0.0024875-0.00740505j 0.000151047-0.00185654j 0.00306843+0.000126248j -0.00374089+0.00662927j 0.00324371+0.00217588j 0.00141125-0.000640194j -0.00333874-0.00313704j -0.00843371-0.00229436j -0.00379863-0.00091655j -0.00131804-0.00328072j 0.00294551-0.0015827j -0.000654651-0.0022284j -0.000249558+0.00236848j 0.00411492+0.00302593j 0.00294488+0.0011945j 0.00117802-0.00499944j -4.89622e-05-0.000887785j 0.00105327+0.000649207j -0.0069409+0.00565313j 0.00289476+0.00722863j 0.00595197+0.00435501j -0.00322613+0.000118857j 0.00555135+0.00830197j -0.0060925+0.00605472j 0.00113009+0.00611025j 0.00587277-0.00645405j -0.00403272+0.00433019j 0.00078243+0.00439446j -0.00178265-0.00256216j 0.00435532+0.00130061j 4.78559e-06-0.00210753j -0.00491964-0.00275511j 0.00328982-0.00810973j 0.00857133-0.00396054j -0.0095733-0.000499935j -0.00215491+0.00406509j 0.00362096+0.00232183j 0.00524521+0.00826461j -0.010048+0.00665057j -0.00269586+0.00834292j 0.00736982+0.0029984j 
