0.176391+0.0867161j 0.0868013-0.178j 0.218462+0.124588j -0.138556+0.249813j 0.183665+0.117803j -0.00334472+0.15219j -0.0542586+0.0986883j -0.118462+0.161882j 0.0976538-0.0807969j 0.0592635+0.0487647j 0.123161-0.0366077j -0.0788506-0.0592977j -0.0249518+0.00950684j -0.0730326-0.0118534j 0.156496-0.00795325j -0.0925962+0.0197005j -0.0243526-0.00930085j 0.0540323+0.0485634j -0.0404265+0.0969776j 0.117413-0.00903821j -0.0169538-0.00397189j -0.103957-0.118196j -0.102193-0.0422535j 0.0765677-0.0307415j -0.144547-0.145062j 0.00481381+0.185239j 0.0538452-0.244261j 0.224185-0.0087306j -0.0388152-0.323949j 0.321505-0.0393722j 0.176952-0.125641j 0.122422+0.176257j -0.0684774-0.108857j -0.113154+0.0713024j 0.0541404+0.050535j -0.00954257+0.069788j -0.0400313+0.0472921j -0.0628528+0.0168582j 0.039197-0.00525355j 0.0251531+0.0114049j -0.0398378-0.00434697j -0.0264007-0.0376464j -0.0133693-0.0225775j 0.0109275-0.0116934j -0.00798488-0.0118867j 0.00524763+0.00883154j -0.0116055-0.025438j 0.0230418+0.0067361j -0.00415636-0.00696922j 0.00788261+0.00583071j -0.000244882+0.000652955j 0.0158015-0.0310549j 0.00362249-0.00474271j -0.00744836-0.00329844j 0.012452+0.0198082j 0.00391004-0.0131366j -0.00400864+0.0141554j 0.00776486-0.00768972j 7.90174e-05+0.00409775j -0.000548415-0.00044931j 0.0179744-0.00305372j -0.0103583-0.0203775j 0.0106498+0.00678515j 0.00977266-0.0197423j -0.00783282+0.0094113j 0.000907478-0.0143587j -0.0207013+0.0127855j 0.0177985+0.0151363j -0.0115148+0.0321155j 0.0297558+0.00917713j -0.00253363+0.042248j -0.0419932-0.00230574j 
-0.00288104-0.000338245j 0.00261114-0.000902481j 0.00672846+0.00281343j 0.00299259-0.00715327j 0.00174468-0.00085205j 0.000189494+0.00338447j 0.00346642-0.000426157j -0.00248946-0.000632069j 0.000137328-0.00358742j -0.00133051+0.000587837j 0.000639671+0.00311555j -0.00240066+0.00276043j -0.00100135-0.00039598j -0.00301582+0.0012925j -0.00306129-0.000672283j 0.0033958+0.00324164j -0.00452646+0.00279843j -0.000115333-0.000479807j 0.00341936-0.00167742j 0.00247074+0.00100361j 0.00145671+0.00219096j 0.00132118-4.97851e-06j 0.00113684+0.0020155j 0.00115692-0.00371271j 0.000441054-0.00186774j 0.00124374+0.00136455j 0.00130369-0.00173802j -0.000374177-0.000695205j 0.0038521-0.00162319j -0.00218607-0.00269829j 0.000730272-7.77285e-05j -0.000187177+0.0021628j 0.000571895-0.00139006j 0.00171436+0.000842594j 0.0024392-2.2695e-05j -0.000642818-0.00721144j -0.000507978-0.00273033j -0.00210046-0.00409098j -3.49805e-05-0.00224594j 0.00372183-0.00230415j 0.0033275+0.00153596j 0.00201514+0.00209559j -0.00185515+0.00686j -0.00153193+0.0042923j -0.00165339-0.000142836j -0.00160496-0.000817064j -0.00195737-0.00262031j -0.00173445-0.00148965j -0.00209752+0.00128946j -0.00175049+0.0012577j 0.00267059+0.00114961j 0.00374673-0.00109372j 0.00116916-0.00152152j 0.00065768+0.00016456j 0.000474791+0.000419547j 0.000486834-0.00239122j 0.00301712+0.000658123j 0.00545003-0.00379913j 0.000784172+0.00140513j -0.00237302+0.00047259j 0.00139842+0.00150244j -0.00211904+0.00297972j 0.000976459+0.00173133j 0.00035133+0.00140043j 0.00134176+0.000301209j 6.22757e-06-0.000600444j 0.000570495+0.000259412j 0.00246102+0.00160591j -0.000338365+0.000781588j -0.000835512+0.000668662j -0.000250691-0.00172149j 0.000347772-0.00090367j 
0.00140642-0.00315357j 0.00182213+0.00274051j -0.00624872+0.00720621j 0.00688266+0.00397141j -0.00100598+0.000759421j 0.00146306+0.000389322j -0.00222298+4.03207e-05j -0.00348958-0.00137955j -0.00592758-0.000154274j -0.00278131-4.20404e-05j 0.00149086+0.00314226j -0.000210844-0.00152293j -0.00143039-0.00173386j -0.00451013+0.00508315j 0.00306039+0.000698536j 0.00119226-0.00179058j 0.000457566+0.00125933j -0.00330521+0.00141531j 7.45427e-05-0.00284626j -0.000656975-0.000512058j 0.00238726-0.00137223j -0.00199155+0.00248575j 0.000552565+0.000317844j -0.000696702-0.00143667j 0.00118684+0.00454541j -0.001235-0.00198804j 0.000426212+0.00257904j 0.000899604-0.00374391j 0.000825421+0.00202488j 0.00364146+0.000247966j -0.00297852-0.000778309j -0.00169396-0.000619267j -0.00141958+0.000321426j 0.000884956-5.55986e-05j -0.00229605+0.00341777j 0.00392278+0.00228292j 0.00137448-0.00328198j 0.00570289-0.00329448j 0.00209664-0.00106292j 0.0029551-0.00146766j -0.00126814-0.000804214j -0.00092657-0.00185182j 0.00517351+0.000543182j 0.00112212-0.0041877j -0.000920518-0.00148091j 0.00299984+0.00249528j -0.00193747+0.00224606j -0.00125959+0.000427634j 0.00151591+0.00466692j -0.000747044-0.00154684j 0.00191265-0.000954021j -0.000622832+0.00325194j 0.000337694+3.91767e-05j 0.00270316-0.0004028j -0.00174519-0.000448701j 0.00113115+0.000575421j -0.00248177-0.00247758j -0.000855276+0.00255992j -0.00156316+0.0017601j 0.000422594+9.44473e-05j -0.00169006+0.000137577j 0.00118656-0.00210855j -0.00391959+0.00233467j -0.0025785-0.00287621j 0.00294929+0.000486957j -0.000770327+9.06231e-06j 0.00117278+0.000245314j -0.00240716+0.000504347j -0.00125648-0.000957507j 0.00133012-0.00291052j -0.000557692-0.000768602j 0.00184986-0.000755902j 
-0.002335-0.00123755j 0.000817643-0.00092104j 0.00305868+0.0012717j 0.00335702-0.00352697j 0.000897238+0.00337675j 0.00121158-0.00457905j -0.00481844+0.00100726j 0.000749182+0.00286416j 0.00218072+0.00213311j -0.000988305+0.000254912j 0.000537005+0.000276006j -0.000144165-9.26271e-05j -0.00174473-0.000555852j 0.00349082+0.000778773j -0.000317664-0.0043313j -0.00178828-0.001022j 0.000335062-0.000936083j 0.00311757+0.003179j 0.000139748+0.000798681j 0.00105134-0.00193872j -0.0018066+0.000792445j -0.0007963+0.00145835j 0.00155844+0.000452791j -0.000144065+0.00170365j 0.000419855+0.00133182j -0.00249135+0.000823731j 0.000916254-0.00104926j -0.00113653-0.00128293j 0.000408859-0.00131594j -0.00170303-0.00141947j -0.000121804+0.00157572j 0.000684161+0.00196858j 0.00163673+0.0019474j -0.00135596-0.00126454j 0.00137986+0.00213427j 0.00010604-0.00322386j -0.000965349+0.000321534j 0.00133132+0.00145813j -0.00183438-0.000136204j 0.000351391+0.00469362j -0.00195157+0.00126976j -0.00176277-0.00150317j -0.00206851+0.0015819j -0.00267803-0.000366009j -7.268e-05+0.00112498j 0.000484802-0.00166596j 0.00120893-0.00246215j 0.00279448+0.000825194j -0.000122499-0.00312632j 0.000606648+0.000381878j 0.00197011+0.00164457j 0.000487132+0.0023302j -0.000224676+0.000681979j -0.00113329-0.000374857j 4.81614e-06-0.00233343j 0.0024053+0.000100002j 0.000292054-0.000241854j 0.000126336-0.000472905j 0.000496743+0.00182949j -0.000277721-0.000838279j 0.000638715+0.000171815j -0.00218598-4.54776e-05j -0.00025537-0.00257596j -0.000389153+0.00102478j -0.000884615+0.00179715j -0.000379613-0.00107328j 0.000114539-0.00174656j 0.00122152+6.46629e-05j 0.000377667+0.000880283j -0.00173252+0.000915296j 0.000362494+0.000448462j -0.000645584+7.7226e-05j 
-0.000106672+0.00250969j -0.00135796-0.00148016j 0.000416331-0.00409348j -0.00459563-0.000315902j 0.00128753-0.00260808j -0.000981745-0.0015985j -0.00192176+0.00269533j -0.000327653+0.00127867j -0.00216511+0.00293718j 0.000540913+0.00245067j 0.00252849-0.00153877j 0.00121214-0.000392229j 0.000595342+0.00280566j 0.00319777+0.00304686j -0.00036329+0.00207848j -0.000440368-0.00237712j 0.00134109+0.00131536j 0.0010589+0.000432598j -0.00271455-0.00125571j -0.00102421-0.00107463j -0.00105624-0.00129327j 0.000233094-0.000342155j -0.000780064-0.00235271j -0.000898567-0.000139878j 0.00197674+0.00100378j -7.23852e-05+0.00131777j -0.00235314-0.000842806j -0.00222024+0.00124756j -0.00356337-0.00166999j -7.87545e-05+0.00176259j 0.000621855+0.00179395j 0.000745558-0.00106397j 0.00142533+0.000907582j 6.07379e-05+0.00186763j 0.00242002-5.26816e-05j -0.00173065-0.000521488j 0.00232282-0.00119746j 0.0035497+0.00193891j 0.00126507+0.000249798j 0.00220077+0.000956818j -0.000108057+0.00142101j -0.000492642-0.000923306j 0.0031503+0.00207623j -0.000680077-0.00280915j -0.00236876-0.000620874j -0.00252033+0.00120234j -0.00210581-0.00302071j 0.000171956+0.000670333j 0.00190961-1.53494e-05j 0.00011953-0.000616895j 0.00125033+0.00198432j 0.00238086+0.00172734j 0.000721759-0.000394179j 0.00201311+0.000586461j -0.00235558-0.002032j 0.0021709+0.000168215j -0.00262565-0.0013928j -0.00329191-0.00017361j 0.0007113+0.0032391j -0.00159097-0.00031603j 0.000931373-0.000465369j 0.00120379+0.000131722j -0.0035384-0.00208521j 0.00147194-0.00079737j 0.000676399+0.00258851j -0.00196751-0.000390108j -0.00172968-0.00027711j -0.000943836-0.000284139j -0.000775592-0.0020335j 0.000977139+0.00157027j -0.000180013-0.00062985j 0.00103839+0.000391418j 
0.0015009-0.000990948j 0.000971052-0.000128464j -0.00185746+0.00338434j 0.00371752+0.00103439j -0.00129141-0.00250776j 0.00139617+0.00348926j 0.00150025+0.000933685j -0.00382445-0.0020152j -0.00382206-0.000362049j -0.00172898+0.000625609j 0.000366767+0.00364509j -0.00242786+0.000773899j -0.00221377-0.00374743j -0.00220987+0.00436762j 0.00121312-0.000227718j 0.000686125-0.000724217j -0.00123061+0.00193661j -0.000841622+0.00203416j -0.00158241-0.00139789j 0.00103165+0.000761676j 0.00240197+0.000758229j -0.000868722+0.00156146j -0.00150365-0.000761255j 0.000815881-0.00192542j 0.00195828+0.00149606j 9.76014e-05+0.00129567j 0.000117072+0.00142996j 0.000187058-0.000673981j 0.000651505+0.000702494j 0.000648568-0.000345285j 0.000119649-0.00114302j -0.00010912+0.000411489j 0.00256062-0.000796013j -0.00164565+0.00257953j 0.00244031+0.00420147j 0.000794473-0.00211927j 0.00129969-0.00350528j 0.00424399-0.00283937j -0.00288908-0.00052822j 0.00765979+0.0014717j 0.00226484+0.000558232j -0.00213029-0.000357057j 0.00346913+0.0030476j -0.000470455+0.0043852j -0.000840409-0.000956392j 0.00201122-0.00154361j -0.00407955-0.00207079j 0.00313506-0.00261461j -0.00372918+0.00440983j -0.0026879+0.000440351j 0.00452694-0.00239509j 0.0015965+0.00154674j 0.00222192+0.0020151j 0.00259529+0.000935558j -0.00272338-0.000648352j 0.00184465-0.00596198j -0.00141005-0.00314684j 0.00550754-0.00244125j 0.00358688+0.00337015j 0.000239278+0.00196398j -0.000935146+4.08222e-05j -0.00269353+0.00307709j -0.00353022+0.00243853j 0.000291577-7.21558e-05j 0.00279593+0.0020077j -0.000437102-0.00174357j 0.000198714+0.00115829j 0.00137319+0.00327807j -0.00139537-0.000595711j -0.000406093-0.000145346j 0.000250272+0.000105181j 4.37677e-05-0.000256759j 
0.00304799-0.000913842j 0.000502272-0.00315811j 0.00111085+0.00264084j 0.00302409+0.000268758j -0.00111308-0.000846315j 0.000279354-0.00184059j 0.000231375-0.00303078j -0.000537442+0.000464136j 0.00353025+0.000440251j 0.00102611+0.000768835j -0.000534689-0.00219802j 0.00199968+0.000722302j 0.00196677+0.00246134j 0.000505817-0.00057874j 0.00213181+0.000210531j 0.00146021-0.000406438j 0.00149907+0.000308406j -0.000608568-0.001209j 0.000140134+0.00292503j 0.00117709-7.49193e-05j -0.00214261-0.000716098j 0.000624252-0.0021372j -0.0010215+0.00276682j -0.00171352+0.0014834j -0.000706664-0.00267279j -0.000499912+0.000163061j 0.000301997-0.00109952j 0.000574918+0.00250321j 0.0027341+0.00159183j -0.000895725-0.00168338j 0.00131601-0.00118945j 0.00197295+0.00016573j 0.00332557+0.00332632j -0.00493077-6.57156e-06j 0.00461721+0.00455723j 0.0028435+0.00573006j 0.00499465+0.00212527j 0.00248448-0.000141285j -0.00165592+0.00620133j 0.00296839-0.000401486j -0.00462337-0.00263304j -0.00209791+0.00288579j 0.000848653-0.00578672j 0.0034857+0.00174858j 0.00512154-9.91711e-05j 0.00454097+0.000376256j 0.00195802+0.00451825j 0.00103731+0.000784666j -0.00155788+0.000619715j -0.00106264-0.00266193j -0.00211379-0.00382755j -0.00449037-0.000367179j 0.000213016-0.000290432j -0.0014761-9.95287e-05j 0.00275367-0.00108362j 0.00251375+0.000943301j -0.00107851+0.0045586j 0.00254937+0.000386977j 0.00335561-0.00536042j 0.00222199-0.000629684j -0.00163297+0.000833547j -3.13429e-05-0.000911724j 0.00295945-0.000923625j 0.00395921-0.000115027j -0.00415552-0.00160878j -0.00225716+6.38812e-05j 0.000673199+0.00125767j -0.00049795+0.000307481j -7.92104e-05+0.00083429j -0.00151104+0.000239233j 0.000908143+0.00489206j -0.00516168-5.42747e-05j 
-0.00168867-0.000797958j 0.000822933+0.00170477j 0.0010347+0.00120543j 0.00399163+0.000846199j -0.000851576+0.00182239j -0.000550546+0.000580646j -0.00100873-0.000776756j -0.00210179-0.000134763j -0.00162829-0.000341215j -0.00173008+0.000338335j -0.000376839+0.000917853j -0.000195933-0.000104412j -0.000555857-0.00143472j -0.00258302+0.00107969j 0.000202698-0.0011423j 0.000200723-0.000692231j -0.000528111-0.000580428j -0.00157562+0.00131593j 0.00118075-0.00178547j 0.0010283+0.000481091j 0.000305214+0.000431018j -0.00102131+0.000871985j 0.000738351-0.000346809j 0.000417725-0.00148196j -6.88855e-05+0.00176018j -0.000569201+1.54859e-05j 0.000161696+0.000467332j 0.000324636-0.00241046j 0.000805789-0.00103423j 0.0014282-6.92596e-05j -0.000470293+0.000294167j -0.000778204+0.000579275j 0.00362392-0.000475868j -0.00132694+0.000405066j 0.00210302-0.00311706j 0.00459711-0.000825451j 0.00237631+0.000773073j 0.00112043-0.00143715j -5.88321e-05+0.00355554j -0.000586565-0.000605318j -0.00566653-0.00169039j 0.000224059+0.000614883j -0.000759965+0.000423313j -0.000673129-6.67459e-05j 0.00654181+0.00167791j 0.00207622+0.000846019j 0.00173369+0.00296641j -0.0015246+0.00161249j -0.000983501-0.000181625j -0.00123427-0.00283526j -0.000796373+0.00148028j -0.00118919+0.000665023j -0.00103878-0.00129763j -0.00172294-0.00128346j 0.00240254-0.000200745j 0.00270119+0.00403088j 0.00271385+0.00194004j 0.00132876+0.00159689j -0.000869253-0.0022456j -0.00239417-0.00106834j 0.000271469+0.00092414j 0.000950197-0.00103526j 0.00191092-0.00192488j -0.000906421-8.12237e-05j 0.000728396+0.00209899j -0.000703773-0.000152728j 0.000438206-0.00177151j 0.000679253-0.000908304j 0.000420044+0.00177203j -0.000826063+0.00122046j 8.04558e-06-0.00256462j 0.00235377-0.000282452j 
0.0018582+0.000741592j -0.0017357+0.00106907j -0.00500669-0.000313689j -0.000495994+0.00406854j 0.000436474-0.00284521j -0.00548821+0.00303613j 0.0030749+0.00447884j 0.00147077-0.00153962j 2.98926e-05+0.00363971j 0.00219337+0.00261791j 0.000726255-0.00239246j 0.00115454-0.00205266j 0.00334102-0.001078j 0.00164662+0.000266059j 0.00172175+0.000219372j -0.00170046-0.00260328j 0.0028908-0.00149783j 0.000570472-0.000893076j -0.00162217-0.000935318j -0.00119008-0.000820386j -0.000559467+0.00221235j -0.000341449+0.000781819j -0.00213939-0.000895789j 0.000332213-0.00136373j 0.00338921+0.000408212j 0.00140927+0.00305775j -0.00280228+0.00208147j -0.000102594+0.00168835j -0.00158193+0.00237046j 0.00394448+0.0012022j 0.00129158+0.000128398j -0.000217992-0.00180893j 0.00176093+0.000797181j -0.000727519+0.000374322j -0.00100309-0.000233235j 0.00204306+9.98875e-05j 0.00252332+0.00175449j 0.00036618+0.000275175j -0.000940319+0.000528571j -0.00290845+0.000710688j -0.00263119-0.00139797j 0.00107791-0.000706831j -0.00225131-0.000745898j -0.000989674-0.00253053j 0.000702731+0.00122976j 0.0016083-0.000450086j 0.00262853-0.00034281j 0.000495742+0.00359577j 0.00263916-0.00119516j -0.000493247+0.000673068j -8.72322e-05+0.00352954j -0.00329101-9.57762e-05j -0.000900377-0.00105297j 0.00119487-0.00158364j 0.00183242-0.00145109j 0.00275697+0.00311075j 0.000845829+0.00140697j 0.000357174+0.000810576j -0.000765203+0.000578311j -0.00126118+0.000716974j 0.000181011+0.000562976j -0.000349361-0.00127224j 0.00102888+5.06941e-05j -0.000531287-0.000558024j -0.000255643+0.00129425j 0.000130942-0.000280505j -0.000437153-0.000713381j 9.17153e-05+0.000779808j -0.00158598-0.000167212j -0.000983258-0.000310436j 0.000565518+0.000524193j 0.000582602-0.000395475j 
-0.00130548+0.00113654j -0.00181703+0.00108817j -0.0025343-0.00421098j -0.00294874+0.00592584j 0.000136529-0.000939253j -0.000821881-0.0041059j -0.00455084+0.00282891j 0.000623466+0.00205533j -0.000615928+0.000846659j -0.00160541-0.000545816j 0.00030333+0.00154543j -0.00231489+0.004047j -0.00285624+0.00102163j 0.000236002-0.00320518j -0.00551512+0.00188771j -0.000764345+0.00529266j -0.00425658+0.00127727j 0.00486124+0.00232441j -0.00133773+0.00145411j 0.00321537+0.00227846j -0.00159016-0.00150404j 0.00123776+0.000800408j -0.00482127-0.00219304j 0.00158499-0.00153344j 0.000293774+0.000650347j -0.00118481-0.000724766j 0.00130641-0.0025044j -0.000242861+0.000667163j -0.00554202+0.00266808j -0.00119886+0.00490391j 0.000521808+0.00188586j 4.01612e-05+0.000947906j 0.00189245+0.00318008j -0.00205109+0.00112488j -0.00104229+0.000964617j 0.00312232-0.0010855j 0.00117164-0.0031723j 0.000964083-0.000621946j 0.00129927-0.00340174j -0.00237351-0.000474265j -0.000380145-0.000231116j -0.000679582-0.00176775j 0.000251885-0.00290383j -0.00406496-0.00211024j -0.00102471-0.000840983j 0.00514671+0.00200322j -0.000471621+0.00237806j -0.00073993+0.000778944j 0.00229538-0.00162573j -0.001434-0.00026265j 0.00354379-0.000548198j -0.00110446-0.00121827j -0.00157007-6.79663e-05j 0.000227449-0.00287737j -0.00200769+0.00115766j 0.00389868-0.000914978j -0.00108648+0.00193127j 0.00114559+0.0044005j 0.00189742+0.00135765j -0.000741064+0.00199448j -0.00197435-0.000121501j -0.00084051-0.00349936j -0.00148411+0.00445697j -0.00320293-0.00242753j 0.00190717-0.000645762j -0.00140397+0.00275689j 0.000429299+0.000867444j -0.000619381+0.0044512j -0.000785933+0.00150011j 0.000358892-0.00430574j -0.00230251+0.00150951j 0.000617923-0.0012328j 
-0.00274014+0.0010448j -0.000668631+0.00381015j -0.000220611-0.00196896j -0.00220775+0.00261572j -0.00060439+0.00228136j -0.00104552+1.969e-05j -7.67152e-05+0.000842459j 0.00206797+0.000157421j -0.000529194+0.000601214j 0.000290852-0.000155219j -0.000630555-0.00160463j 0.00120799-0.00123688j 0.00124889+0.000280914j -0.00032756-0.00116109j 0.000729052+0.000880307j -0.000410406-0.000684722j 0.000901409-0.000945885j -0.00102766-0.000912626j 0.000815357-0.00133075j -0.00092052-0.000696912j -0.00036796+0.00029774j -0.000650582+4.13332e-06j 0.00150136-0.000410325j -0.000374777+0.000119098j -0.000694124+0.00130574j 0.000120337-0.00147714j -0.00161847+0.000727426j -5.26186e-05-0.00183001j -0.00150661-0.000332351j 0.00208469+0.000533419j 0.000383726+0.00122929j -0.00166197+0.000259662j -0.000182805-0.000538699j 0.00409603-0.000933089j -0.000929428-0.00702676j -0.000771332-0.00021939j -0.00256176+0.000516519j -0.00228455+0.00149687j 0.00120595-0.000320606j -0.00607598+4.94811e-05j -0.00208041-0.00116174j 0.00211754-0.00112004j -0.00136434-0.000115305j -0.00042855-0.00267756j 0.00243479+0.00227591j -0.00190256+0.00244393j 0.00142905+0.0025494j -0.00244449+0.00269798j 0.00145559-0.00296605j 0.000474625-0.00083937j -0.00210533+0.00358321j -0.000173831+7.62661e-05j -0.00196331-0.000849786j -0.00207462-0.00117432j 0.00207776+0.00199918j -0.00178591+0.00523036j 0.00150515+0.000121772j -0.00386997+0.00263163j -0.00327404-0.0015058j -0.00228082-0.000459474j 0.00214249+0.00024946j 0.00154398-0.00243811j 0.00179054-0.00186305j -0.00306639+0.000722325j 0.000753389+0.0023151j 0.00201361+0.000755735j 5.50052e-05-0.00214739j 0.0006707-0.00185914j 0.000127464-0.000230519j -0.00131952+0.00115601j -8.64564e-05-0.00397187j 0.00414539-1.00375e-05j 
0.00282969+0.000292399j -0.000210494-0.00198244j -0.00320602-0.00201459j -0.00237679+0.00227415j 0.00439297-0.00193691j -0.00140711+0.000380112j 0.00190433+0.000701092j 0.000735694-0.00242669j 0.00135527+0.000937245j 0.00206788+0.00117582j 0.000809309+0.000855508j -0.00153101+0.000540101j 0.000797409-0.00111004j 0.00136165-0.000348239j -0.00133439-0.00137054j -0.000978023+0.00125812j -0.00015331-0.000506894j 0.0014565+0.000184158j -0.000508612+0.000588379j 0.000815905+0.00127136j 3.42895e-05+0.00114601j 0.000939395+6.60739e-05j -0.00220913-0.00107245j 0.00107759-0.000748217j 0.000806161-0.00137423j 0.000234625+0.00183877j 3.37008e-05-0.000805251j -0.000287483+0.00288606j -0.000756243+0.000811967j -0.000873656+8.09603e-05j 0.000864232-0.000358538j 0.000598556+0.00029922j -0.00414515+0.00237765j -0.0024876-0.00478391j -0.00783184+0.00442055j -0.0010225+0.00372285j 0.00153538+0.00295715j -2.76818e-05+0.0049817j 0.000222402-0.00210777j -0.00294685-4.43527e-05j 0.00131133-0.00151846j -5.59501e-05-0.000770694j -0.00181893-0.00259739j -0.00164879-0.00239463j -0.00714747-0.0004833j 0.00116603-0.00108614j -0.000289015-0.00360145j 0.00201968+0.00139049j 0.00390974+7.71895e-05j 0.000670853+0.00173079j -0.000293549+0.00194057j -0.00205667-0.00142441j -0.000509975+0.000210869j 0.0029224-0.000455935j -0.000530707-0.00176052j 0.000886401-0.00173521j -0.000893686-0.000575673j 0.00147496-0.000370552j 0.00051845+0.00349981j 0.00238094+0.000914668j -0.00335653-0.000987819j 9.5682e-05+2.06137e-06j -0.000839151+0.0018503j 0.00185644-0.0011536j -0.00231305-0.00365468j -0.000824706-0.000353999j 0.00031172+0.00350512j -0.00124328+0.00126898j -0.002435-0.000913596j 0.00184258-0.00217697j 7.41849e-05+0.00478228j -0.00406704+0.000521452j 
-0.000780732-0.000234106j 0.00135639+0.000285588j 0.00443744-0.00161406j -0.000194516-0.0010727j -0.000365836+0.00370904j 0.00520153-0.000841222j -0.00148837-0.00308523j -0.00219358-0.000106938j -0.00139531-0.00202894j -0.00249177+0.000107317j -0.00122479+0.00214273j -0.0012992+0.00114413j -0.00276526-0.000930242j -0.00230905+8.57139e-05j -0.00128127-0.000758116j 0.00205917+0.00228513j -0.00197832+0.000666061j 1.65021e-05+0.00108521j 0.00145632-0.000274842j 0.0017088+0.00155793j 0.000117804-0.000776374j 0.000506207-0.000263999j -0.000180682+0.000925139j 0.00018922-0.000533701j -0.00130847-0.000155717j -0.000463626-0.00207752j 0.00225006-0.00175606j -0.000416657-0.000712512j 0.00105294-0.000881476j -0.00257572-0.00135469j -0.00011666-9.6568e-05j -0.000369985+0.00188791j -0.002481-0.00173475j 0.00381473-0.00379906j -0.0006424-0.00500901j -0.00427469+0.00183642j 0.00122045-4.46254e-05j 1.46052e-05+0.00130702j 0.00234909+0.000129064j 0.00123278-0.00334986j -0.000730166+0.000907619j 0.000801177+0.00212965j 0.00158513-0.00220783j -0.00230832-0.0022693j 0.000982493-8.36598e-05j -0.000373776+0.00390566j -0.00297058-0.00018056j 0.0023324-0.00088552j 0.00165921-0.00265571j 0.000184937-0.00107177j 0.00176079+0.00266208j 0.00433432-0.00169704j -0.00182085-0.00158346j -5.29532e-05-0.00186612j -0.00196656-0.00116204j 0.00129014+0.000420891j 0.000449038+0.001397j -0.00379969+0.00265175j -0.000264689-4.60835e-05j -0.002187+0.000793621j -0.000510154-0.00141643j 0.00154248+0.000105814j -0.00421943+0.000638976j 0.000862457-0.00188538j 0.000363421+0.000623324j -0.00192953+0.00214797j -0.00192335+0.00159074j -0.00256241-0.00108984j 1.80046e-05-0.00323506j 0.00158721+0.000483889j -0.00104851+0.000959956j -0.00202981-4.60859e-05j 
-0.00202465+0.000203898j -7.04132e-07+0.002032j -0.000832953+0.000229815j -0.00152219-0.00102295j 0.00414222-0.00051315j -0.00316029+0.00120089j 0.0031157+0.00196154j 0.00358617-0.00185454j 0.00171777-0.000987171j 0.00183066+0.000937428j 0.000896628+0.000105615j 0.000758938-0.000303373j 0.00115436+0.000772345j -0.000376519-0.00117949j -0.000842541+0.00053624j 0.00119038+0.00119824j 0.000325503+0.000412527j 0.00121959-0.00326787j 0.00222515-8.60276e-05j -0.000270878-0.00152042j 0.000223452+0.0024158j 0.00100838-0.000388647j 0.000870578+0.00141814j 0.000203685-0.000602308j 7.90315e-05-0.00106556j 0.000664948+0.00115043j -0.00185996-0.000659848j -0.000277141+0.000209175j 0.00166778-0.000189806j 0.00174802-0.000469453j 0.000555612+0.000516178j -0.00050854-0.000154079j -0.00359812-0.000173797j 0.0015537-0.00245394j -0.00632806+0.00261408j -0.00195123-0.00151888j -0.00374236+0.00181444j -0.00500212+0.00281992j 0.00130542-0.00356j -0.00641246+4.27479e-05j 0.00422725+0.00153557j 0.00277673-0.0003661j -0.00452763+0.00258982j -0.000275915-0.00057068j -0.00716298-0.00154203j -0.00378176-0.00338679j 0.00153199-0.00402256j -0.000918988-0.000247102j 0.0019817+6.55604e-05j 0.00180927+0.00336967j -0.00264572+0.00159443j -0.00112019+0.00127401j -0.000167052+0.000968605j 7.64743e-05+0.000766165j 0.00107201+0.00110578j -0.00418597-0.00222058j 0.000754166-0.00358586j 0.00142498-0.00249318j -0.00246461+0.00217034j 0.00303596+0.000342169j -1.77792e-05+0.000229798j -0.00148373+0.00130788j 0.00318168+0.000825266j -0.002036+0.00242445j -0.00114497-0.00215099j 0.00376683-0.000701941j 0.00130008+0.000527401j 0.00206079-0.00052596j 0.000588929-0.00126556j -0.00175011-0.00151884j 0.00127775+0.00176713j -0.00157312+0.000800198j 
