0.176391+0.0867161j 0.0868013-0.178j 0.218462+0.124588j -0.138556+0.249813j 0.183665+0.117803j -0.00334472+0.15219j -0.0542586+0.0986883j -0.118462+0.161882j 0.0976538-0.0807969j 0.0592635+0.0487647j 0.123161-0.0366077j -0.0788506-0.0592977j -0.0249518+0.00950684j -0.0730326-0.0118534j 0.156496-0.00795325j -0.0925962+0.0197005j -0.0243526-0.00930085j 0.0540323+0.0485634j -0.0404265+0.0969776j 0.117413-0.00903821j -0.0169538-0.00397189j -0.103957-0.118196j -0.102193-0.0422535j 0.0765677-0.0307415j -0.144547-0.145062j 0.00481381+0.185239j 0.0538452-0.244261j 0.224185-0.0087306j -0.0388152-0.323949j 0.321505-0.0393722j 0.176952-0.125641j 0.122422+0.176257j -0.0684774-0.108857j -0.113154+0.0713024j 0.0541404+0.050535j -0.00954257+0.069788j -0.0400313+0.0472921j -0.0628528+0.0168582j 0.039197-0.00525355j 0.0251531+0.0114049j -0.0398378-0.00434697j -0.0264007-0.0376464j -0.0133693-0.0225775j 0.0109275-0.0116934j -0.00798488-0.0118867j 0.00524763+0.00883154j -0.0116055-0.025438j 0.0230418+0.0067361j -0.00415636-0.00696922j 0.00788261+0.00583071j -0.000244882+0.000652955j 0.0158015-0.0310549j 0.00362249-0.00474271j -0.00744836-0.00329844j 0.012452+0.0198082j 0.00391004-0.0131366j -0.00400864+0.0141554j 0.00776486-0.00768972j 7.90174e-05+0.00409775j -0.000548415-0.00044931j 0.0179744-0.00305372j -0.0103583-0.0203775j 0.0106498+0.00678515j 0.00977266-0.0197423j -0.00783282+0.0094113j 0.000907478-0.0143587j -0.0207013+0.0127855j 0.0177985+0.0151363j -0.0115148+0.0321155j 0.0297558+0.00917713j -0.00253363+0.042248j -0.0419932-0.00230574j 
-2.25545e-05-0.000645585j -4.3876e-05-0.00170887j 0.00157507+0.000980181j -0.00172728-0.000594275j -0.00262562+0.000120537j 0.00279849-0.000522973j -0.00185452-0.00422233j -0.000915208+0.0021911j 0.000397725-8.80656e-05j 0.00012521-0.00218006j 0.000218751+0.000557432j 0.000203257+0.000874134j -0.00173051-0.000410412j 0.00359863+0.000167435j -0.000293533-0.00200034j -0.000866872-0.00141258j -3.48916e-05-0.00117517j -0.00181446+0.00179675j -0.00017219-0.00119659j -0.0016653+0.000516006j 0.000973802-0.0016463j -0.00127123-0.000233188j 0.00135163-0.00127453j -0.000244698+0.000419931j -0.00155371-0.000150822j 0.00121281-0.00144774j 0.00262165+0.00163068j 0.000127884-0.00212213j -0.00153047-0.0014837j -0.0016125+0.000734664j -0.00102893-0.000706078j 0.000315413+0.000827765j 0.000458838+0.00261609j -0.0031007+0.00198622j -3.06921e-05+0.00262879j 0.00285406-0.000567526j -0.000767355-0.00221616j -0.00104928+0.000369625j 0.000957353-0.00169789j -0.00031539+0.00328959j -0.00197061+0.000776019j -0.000427978-0.00393049j 0.00010468-0.000285255j -0.00136612+0.00508734j 0.000119615-0.0023327j -0.00199066-0.0023415j 7.16555e-05+0.00183991j 9.26638e-05-0.00316472j -0.00262194-0.00444215j 0.00131299-0.00195599j 0.00419784-0.00316211j -0.00215188+0.000331076j 0.00227838+0.00229633j -0.0032981-0.00163576j -0.00207033+0.000531337j -0.00125754-0.00223998j 0.000787946-0.00136987j 0.00274588+0.00069872j 9.87248e-05-0.000662131j 0.00458677+0.00108351j 0.00121894+0.00141326j 0.000508832-0.00280523j -0.000982109-0.00170244j -0.00437406+0.00068266j -1.96038e-05-0.00135834j -0.000343689+0.000808994j -8.44153e-05-0.000727897j -0.000332726+0.00146673j 0.000130474+0.00240842j -0.00163709-2.19307e-05j 2.46029e-06-0.000972903j 0.000914706+0.000832769j 
0.00129641+0.00066354j 0.000689046-0.000317008j -0.00179321+0.000472764j -7.03245e-05-4.5051e-05j 0.00135587+2.25865e-05j -0.00148161+4.9e-07j 0.000639454+0.00121449j 0.00111634-0.000576304j 0.000362565+0.00238717j -0.000675239+0.000491087j -0.000509086-0.000940342j 0.000942258-0.00262996j -0.00330333-0.00076858j -0.00408099+0.000974665j -0.00281935+0.00152193j -0.00238938-0.00186695j -5.13353e-05-0.00410721j 0.0018675-0.000250824j -0.00165656-0.00185529j -0.000356792-0.00315355j 0.000970411+0.000274299j 0.000607237+0.000701725j -0.00104409+0.000285792j -0.000496448+0.00115946j 0.00155592+0.00355654j -0.000258921+0.00214656j -0.00115454-0.000941372j -0.00170966+0.00114452j -0.000250905+0.000437984j 0.00159735-0.00110811j -0.000413149-0.000134039j 0.0010186-0.000990956j -0.00226085-0.0011984j 0.000173493-0.0012908j -0.00176717-0.000636744j 0.000239156+0.00290493j -0.000380699+0.00191321j 0.000921284-0.00143167j 0.00126842+0.00271076j -0.00113268-0.00058993j 0.00191856+0.00111672j 0.00267401+0.00129146j -0.0012745-0.00163385j 0.00203384-0.000870649j -0.00123639+0.00336029j -0.0029971+0.00116939j 0.000909488-0.00207853j 0.00445578+0.00112928j -0.00167851-0.000939807j -0.0013815+0.00286579j -0.00197827-0.00056712j 0.000879107-0.00137326j -0.000479455+0.00157327j 0.0015967-0.000375219j -0.00328031-0.000134501j -0.00179457-0.00173052j 0.00255999-0.000915978j -0.00105783+0.0012283j -0.000570562-0.00154957j 0.00265761-0.000252334j 0.000692568-0.0010792j 7.79807e-05+0.00259442j 0.000680909+0.00114521j 0.00435392-0.000939694j 0.000115493+0.00208338j 0.000287645-0.00105672j 0.00258007+0.000865389j -0.000252039-0.0014004j -0.00125717-0.00204787j 0.0020807-0.000241354j 0.0011312-0.000151584j 0.000644451+0.000825818j 
0.000340194-0.0008659j -0.00169029-0.00217401j 0.00171924-0.00177636j -0.00247812-0.000436231j 0.000596434-0.000127548j 0.000485533-0.00140781j -0.00255795-0.0002951j 0.000192421+0.00114092j -0.00125917+0.00114931j 0.000714394-0.000860246j 0.000930889-0.00138171j -0.000119773-0.00116796j -0.00172174-0.00156176j -0.000995085-0.00279168j -0.00128957-0.00406734j -0.00259847-0.00154503j 0.00349574-0.00233816j 0.00173111+0.00258975j -0.00033129+0.00204758j 0.000951093+0.000590751j -0.00112413-0.00112936j 0.0025526+0.0018588j -0.000864398-0.00295901j -0.000511708+0.00228988j -0.00057853-0.000748896j -0.000831539+0.00142463j 0.000864436+0.0011549j -0.00017448+0.000984888j -0.00120113-0.00180032j -0.00266225+0.000718557j -0.000254514-5.86862e-05j 0.000889867-0.000448214j 0.000521932+0.00168535j -0.00319105+0.000476096j 0.000450028+0.00225419j 0.00107716-0.00101514j 0.000885479-0.000197803j -0.00104075+0.000829773j -0.000766644+0.0014355j 0.000298979+0.00145354j 0.0028313+0.000682611j -0.00130573+0.000896965j -0.0027414-0.000468671j 0.000317268+0.000532466j -0.000459772+0.00146437j 0.00353107+0.000159259j 0.000365501-0.000852371j 7.84754e-05+0.000126041j -0.00236999+0.00369656j -0.00234541+0.00248799j -0.000828422+0.000601623j -0.000557715-0.00124695j -0.00236816-0.000575504j 0.00290857+0.00354728j 0.000178155-0.00101197j 0.00257597-0.00107224j -0.00153226+0.00226129j 0.000172335-0.000590084j 0.0013909+0.0014029j -0.00322063+8.67009e-05j -0.00118352-0.00092343j -0.0024558+0.000975476j -0.000759713+0.00247004j 0.00324171+0.000285604j 0.00207748-5.61865e-05j -0.00105251-0.00102922j 0.0010687-0.000129783j 0.000250345+0.00370886j -0.00137885+0.000990157j 9.75173e-05-0.00142653j -0.000909972+0.00160433j -0.00161847-0.000560153j 
-0.000334803-0.00144333j -0.000387732-0.00187685j 0.00432951-0.00116955j 0.000362355-0.000712512j 0.00158136-0.000118924j 0.00196104+0.000747742j -0.000541507+0.000519764j -0.000211974-0.00154947j -0.0012461-0.0021812j -0.00144998-0.00158624j -0.00271285+0.00210611j -0.00445299+0.000631832j -0.00131685-0.00268052j -0.000478862+0.00162385j 0.000256957-0.00371157j -0.00354001+0.000640635j -0.00144044+5.69103e-05j 3.49964e-05+0.00548777j -0.000869614+0.00282j 0.00310187+0.00479807j -0.00249085+0.00168862j -0.00186883-0.00207371j -0.000973201-0.00142951j 0.00443252+0.00212166j -0.000452477+0.00245103j -0.00406883+0.00318976j 0.00210706-0.002487j -0.00163616+0.000870264j 0.00094551-0.00132956j -0.00252758-0.00110712j 0.00112299+0.000801926j 0.000496995+0.00236785j 0.00107299+0.00197019j -0.0024244-0.00165738j 0.00235899+0.000590464j 0.00043817+0.000474689j 0.00312456+0.0024065j -0.00136228+0.000247139j -0.00231166+0.00427151j -0.000901118-0.00131914j 0.000277619-0.00383995j -0.000275287+0.00375451j 0.000598712-0.000913898j 0.001352+0.00184107j 0.00154329+0.00184228j 0.00417786-0.000325265j -0.00171295+0.00304862j -0.00128488+0.0023517j -0.000581443+0.000698522j -0.00105266-0.000541588j -0.000703996-0.00052154j -0.001123-0.00437823j 0.000356071-0.00184163j -0.00162572+0.00269295j 0.00447469+0.00397282j 0.00239493+0.00316471j -0.00118663+0.00655445j 0.00258864-0.00122695j 0.00312953-0.00508893j -0.00731236+0.00191271j -0.00067457-0.000242604j 0.000718422+6.35617e-05j 0.00468779-0.00164503j 0.00597006+0.00073542j -0.00045709+0.000549602j -0.00196568-0.00361498j 0.00211606+0.000965254j 0.00132181+0.000748698j -0.0018989+0.00128111j 0.00096035+0.00101684j -0.000320735+0.001773j -0.00212432-0.00021667j 
-3.63243e-05-0.00030755j -0.00154105+0.000150599j 0.000257116+3.52132e-05j -0.000810855+0.000889965j -0.00142923-0.000622685j -0.000359027+4.2542e-05j -0.000779702-2.63966e-05j 0.00174989+0.000762564j 0.0020925-0.00112657j 0.000129124-0.00150093j -0.00116681-0.00207567j -0.00137397-0.000642144j 0.00242515+0.00116913j 0.00083178-9.66607e-06j 0.000800546+0.000811218j -0.000510161+0.00191125j -0.00143216-0.000720752j -0.000473787-0.000502323j 0.000462172+0.00113421j -0.00113191+0.00155951j -0.00216261-6.21996e-05j 0.00105763-0.00214176j -0.000346681+0.000146157j 0.00046732+0.00155279j -0.00140712-0.00174366j 0.000267941-0.00148886j 0.00118221+0.00102937j 0.00131165+2.19547e-05j -0.000703622+0.00100101j -0.000925109+0.00125214j 0.000485057+3.5601e-05j -0.000780083-0.000237572j 0.00245502+0.000679612j 0.00132156+0.00403357j 0.00349499+0.00279543j -0.000468671-0.00373792j -0.00134908+0.000328897j -0.00154334-0.000622854j -0.00177691-0.00271647j 0.00315859+0.000926894j 0.000734478-0.00251611j -0.00177685-0.00157225j 0.00190644+0.00417181j 0.000533523+0.00177277j 0.00403148-0.00419794j 0.00378125-0.0026521j -0.00264611-0.00136417j -0.00388079-0.00417726j 0.00118872+0.00705317j 0.00340233-0.00155042j -0.00173015+0.0016757j 0.000179341+0.00153641j 0.00215687-0.000312758j -0.00179416+0.00139807j 0.00318028+0.00214894j -0.00139845+6.17626e-05j -0.00334012-0.00304015j 0.00280164-0.00427772j 0.000931284+0.00105707j -0.00418186-0.00296227j -0.00137468+0.00112816j 0.000695665+0.00117276j 0.00104934-0.00179734j -0.0029258+0.000625442j -0.000654989-0.00125622j -0.000202851-0.00101432j -0.00101399-0.00107851j -0.00113938+0.000302708j 0.00169064+0.00126249j 0.000510541+0.00119129j -0.00113984-0.000135459j 0.000277425-0.00109591j 
0.00177841-0.000267905j -0.00116958-0.00459917j 0.002489-0.00199544j -0.00058759-0.00286096j 0.00146486-0.00245053j 0.000916218-0.00183799j -2.50773e-05-0.00024261j 0.00176862+0.00312572j 0.00464422+0.00137286j 0.00163232-0.000851612j 0.00065957-0.00403482j -0.000945644-0.000736019j 0.00170025+0.0055388j 0.00443733-4.94166e-05j -0.00210617+0.00167249j -0.00518968+0.00253498j -0.00170998-0.00160801j -0.000136115+0.00266595j -0.00246075+0.00366103j 0.00186669+0.0018295j -0.00320766-0.000972378j -0.000415501-0.00322444j -0.00205452+0.00171409j 0.000497863+0.00234969j 0.00097874-0.000936273j -0.002617+0.00181543j 0.000976799-0.00383452j -0.00100868+0.00377604j 0.000174667+0.00169148j -0.003104-0.000127282j 0.000916248+0.00110866j 0.0023504+0.000478291j -0.000149289+0.0038022j -0.00560986-0.001697j -0.00326808+0.00724265j 0.00174058+0.000745353j 0.0027634-0.000953392j 0.00401352-0.000822292j 0.0024461+0.000151429j 0.000233378+0.00106526j 0.00335903-0.00123845j 0.00213686+0.000970379j 5.07412e-05+0.00362956j -0.00469554+0.00104487j 0.000369941-0.0017153j 0.000796392+0.00825834j -0.00488495-0.00337478j -0.00540652-0.00344762j -0.00421711+0.00237821j 0.00237149-0.00773823j -0.0010673-0.00225586j 0.00177565+0.000970163j 0.00100208-0.00157008j 0.000861729+0.00156352j 0.0120094+0.0021754j 0.00468019-0.00038588j 0.00181703+0.00476014j 0.00676423-0.000188615j 0.00311221+0.00267135j 0.00371531+0.0065282j -0.00146368-0.00368198j -0.00344199+0.00172586j 0.00269187-0.00216383j 0.00659936-0.00449791j -0.00322661+0.00229925j -0.00266814-0.00409014j 0.00223543+0.0044845j -0.00330563+0.00387792j -0.00158843-0.00196627j 0.00386337-0.00143616j -0.0010091+0.00590174j -0.00473079-0.00106058j 
-0.000240329+0.000368919j 0.000112946-0.000202828j 0.000603002+0.000305482j 0.000766744+0.00015019j 0.000751038-0.000648837j -0.0022501+0.000503476j 0.00156309+0.000860097j -0.00157134-0.000419694j 0.000783705+0.000434294j -0.00152931+0.000532887j 0.00220484+0.0022664j 0.000445091+0.00030029j 0.000510489+0.00342746j -0.000488209-0.0017617j -0.00166315-0.00146153j 4.36981e-05+0.000908402j -0.00307846-0.00115624j -0.00215447-0.000157697j 0.00170842-0.000265493j 0.000752486+0.00257722j -0.00204321+0.00139281j 0.000309446+0.00255246j -0.00024326-0.00206908j 0.00255771-0.00408772j 0.00286499+6.98037e-05j 0.00157822+0.000737861j 2.21936e-05+9.48992e-05j -0.00043485-0.00016735j -0.00128525+0.000107722j -0.00013093+0.000186966j -0.000297045+0.000658286j -7.93754e-05-0.000359605j 0.000543169+0.0012365j -0.000417467+0.000302565j 0.00130453+0.000572764j -0.00143529+0.00096647j 0.00175663+0.000213941j 0.00240463+0.00170184j 0.00315948+0.00126434j 0.00134786+0.00399394j -0.00456249-0.000870791j 0.000468091-0.00481571j 0.0031949+0.00260237j -0.00259838-0.00139723j 0.000255352+9.35202e-06j -0.00728519-7.77322e-05j -0.00264448-0.00320961j 0.00366323-0.00345807j 0.00109451-0.00530882j 0.00593348-0.00150104j 0.00374397-0.00051814j -0.000888951+0.00281227j 0.00310892+0.000847681j -0.000205831-0.00418023j -0.00131907-0.00448552j 0.000235624-0.00104958j 0.00123759-0.00385239j -0.0037679-0.000710319j -0.000890643+0.0013837j 0.00783892+0.00324724j 0.00256411-0.000612125j 0.00336524-0.0012628j -0.00336296-0.00636886j -0.00259773-0.00513541j -0.000366424+0.000880822j -0.00490417+0.00054134j -0.00141912-0.00305906j -0.00133558-0.00271997j -0.000184136+0.000331439j 0.000129885+0.00067616j 0.000569234-0.000554935j 0.000383968+0.000378851j 
0.000624279+0.000578093j 0.00135611-0.000157147j -0.000400771+0.00126149j 0.00297872-0.000788773j 0.000798551-0.000479842j -0.000694591+0.00206162j 0.00347757+0.00170154j 0.00100964-0.000999154j -0.00148214+1.28813e-05j -0.00175499-0.000863605j -0.00207693+0.00183205j -0.000589806+0.00204668j -0.000302314-0.000989701j -0.000606096+0.0036159j -4.35916e-05+0.00130243j 0.000167601-0.000255358j -0.000813857-5.65442e-05j -0.0014221+0.00283456j -2.19514e-05-0.00149973j 0.00394203+0.001244j -0.000920602+0.0033673j -0.00381278-0.00435837j -0.000723074+0.00173958j 0.00369312-0.000938427j -0.00112074+0.0046385j -0.00458314+0.00210373j 0.00127418-0.00486378j -0.00261442-0.00119025j 0.00122271+0.00279684j 0.00223081-0.000603343j 0.00147838+0.000459027j 0.00119114+0.00266644j 0.000667653-0.00112538j -0.000146673+0.000197367j -0.000585001-0.000374282j -0.000407838-0.000479285j 0.00134278+0.000615399j 0.00342242-0.00133946j 0.000607829-9.5368e-05j 0.00248655+0.00112285j -9.01955e-05-0.00180407j 0.00158428+0.00110674j 0.00130786+0.00257889j -0.00188138+0.000865272j 0.00557205+0.00316218j 0.00239912+0.00389291j -0.000951866-0.00081838j 0.00260477-0.000641367j -0.00436453+0.000522j 0.00117034-0.00149474j 0.00204759-0.00206851j 0.00178813+0.00182118j -0.000169259+0.00275962j -0.000983654-0.00117185j 0.00290133+0.00560774j 0.000365254+0.000300542j 0.00400003+0.00216533j 0.00506274+0.00111903j -0.00017633-0.000839297j -0.00275499+0.00270928j 0.000126315-0.00119782j -0.000920325+0.00303928j 0.00345961-0.00168624j 0.00517952-0.000550887j -0.00130821+0.00131356j -0.000795637-0.0018135j 0.000748549+0.000998985j 0.000387919-0.000845634j 0.00080865-0.000494803j 0.00201713+0.00157234j 0.000648584+0.000207418j 0.000463506-5.42362e-05j 
-0.000342418+0.000301637j -0.000659483-0.000307356j 0.000626649-0.00127114j -0.00156528-0.00104275j -0.000117701-0.000747297j 0.00100551-0.00133471j -0.000706507-0.000311131j -4.48687e-06+0.000499679j 0.00470767+0.000322261j 0.000861288+0.000974234j -0.00129612-0.00212834j -0.00248075-0.00130335j -0.000221507+0.00416841j 0.00472679+0.00496795j 0.0013496+0.00334794j -0.00331345+0.00230417j -0.00331275+0.000720435j 0.00173084-0.00326227j -0.00208009+0.00234283j -0.00515064-0.00125023j -0.000542282-0.00152376j 0.000540057-0.00232691j 0.000644815+0.00153956j 0.000315086+0.00216937j 0.00229992-0.00232233j 0.00302585-9.90111e-05j -0.00150853+0.00142557j 0.0006698+0.00237405j -0.000546455-0.00137261j -0.00163485-0.000658288j 0.000523852+0.000737017j -0.000724521-0.00112681j -0.000711022-0.000409615j -0.00107824+0.000291687j -0.000720915-5.04138e-05j 0.000173538-0.000597611j 0.000305559+0.00192671j -0.000879511-0.000885864j 0.000747154-0.00194613j 0.0039423-0.0010682j 0.00218682-0.00211662j 0.00060386+0.000521922j -0.00269692+0.00139157j 0.000807262-0.00510757j 0.00482702+0.00203682j 0.00439366+0.00356618j -0.00107745-0.00197827j 0.00251861-0.00242895j 0.00174704+0.00610467j 0.000240078+0.0018042j -0.00228667+0.00581447j 0.000117968+0.000444228j -0.00142051-0.00100498j 0.00339126-0.00268376j -0.00267223+0.000404163j 0.000185668+0.00206309j -0.000343603-0.00359626j 0.00109682+0.00245552j -0.00155383+0.0028228j -0.00405366-0.007065j -0.00427247-0.000706074j 0.00215878+0.00235041j -0.00140595+0.00177022j -0.00115435-0.0041299j 0.00335129-0.00187196j -0.000217245+0.00142691j -0.001488-0.00301981j 4.46881e-05-0.00268422j -0.000749037+0.00153293j -0.0005298+0.00033622j -0.000406941-0.000636184j -0.00033542-0.000313008j 
-0.000312268+0.00118778j 0.000460807-0.000112807j -0.000435484-0.00062897j -0.000289111-0.00131175j 0.00127711+0.00107814j -0.00264171-0.00123433j 0.000979948+0.000959144j 0.00191313-0.000806323j -0.000816806+0.00106343j 0.000310559-0.000963657j -0.000641089-0.00191594j 0.00258443-0.000735825j 0.00141893-0.0017603j -0.00360912-0.00456699j -0.00164872-0.00133097j 0.000825613+0.000258092j 0.0039819-0.00343132j 0.00260317-0.000211379j 0.00194321+0.000698808j 0.00327914-0.00209268j 0.000122818+0.00112707j 0.00104101+0.000554798j -0.000539362-0.000498787j -0.00126721+0.00114351j -0.0018597+0.000504367j -0.0020087+0.00125152j -0.00114871-0.00229341j -0.00163146+0.00146114j 0.0021014+0.00100716j 0.000290407-0.000811279j 0.000863595+5.62943e-05j 0.00151489-0.000204237j 0.000106425+0.00102772j -0.000257055+0.0012678j 0.00233771-0.00161205j 0.000672601+0.00220664j -0.00132936+0.00146765j -0.000925055+0.000502852j -0.000768286+0.0030972j -0.0039649+0.000897835j -0.00353193+0.00218277j -0.00355827+0.00102065j -0.00200172-0.00234194j -0.000457145+0.00143398j -4.4687e-05+0.00108811j -0.00232972-0.00169563j 0.00234429+0.00194131j -0.00498459+0.0017082j 0.000574562-0.00343278j 0.000823025-0.00209916j -0.00353736-0.00140649j -0.000426206+0.00163359j -0.00215648-0.00127584j -0.00254372+0.00138835j -0.000302543-0.00169119j -0.000378636+0.00228427j -0.00270799+0.00248457j -0.00541734+0.00187164j 0.00231518-0.00185509j 0.0011018-0.00224142j 0.000620533+0.00119977j -0.000361448-0.00361386j 0.00145845+0.000374811j -0.00274214+0.00342889j -0.0021136-0.00101522j 0.00191511+0.00192744j -0.00131309-0.00181409j 0.000766255-0.00124088j 0.000276008+0.00195325j -0.00231418+0.00124439j 0.000955788-0.000386322j 3.66572e-05+0.000134192j 
-0.000835975-0.00022917j 0.00138323+1.4667e-05j 0.00344253+0.000963898j 0.00211078-0.00152846j -0.000602439-0.000236581j 0.0055552+1.58607e-05j 0.00199022-0.00506736j -0.00186311+0.00155159j 0.00467127+0.000430107j 0.000170925+0.000297314j 4.80119e-05-0.00206095j 0.000592193+8.4722e-05j 0.00235676+0.00428739j -0.00332874-0.000134075j 0.00202406+0.00190193j 0.00118779+0.00188932j -0.00283934+0.0036113j -0.00160381+0.000797763j 0.00110261+0.00478701j 0.00367666+0.00143989j -0.00418972-0.000626827j 0.00394752-0.00239388j -0.0015455+0.00370092j -0.00302077-0.000365802j -0.000904541-0.00390015j -5.75323e-05-0.0018252j -0.00171614-0.00165145j -0.000485092+0.00331824j 0.00342656+0.000764594j -0.00298894-0.00506878j 0.00210461+0.00113459j -0.000657935+0.00144154j -0.00132591+0.00187216j -0.000288212+0.000582861j -0.00135365+0.00168405j -0.000200942+0.000327383j 0.000183054-0.00105403j 0.000261977+0.00104996j 0.0015158-0.00152428j 0.00371148+0.000790506j -0.000714774-5.86084e-05j -0.00043344-0.000279938j 0.00246937+0.00118738j 0.00248575+0.00198518j 0.00126661-0.000871858j 0.00148547+0.00092269j -0.000598299+0.000957183j 0.00328809-2.41215e-05j -0.00445075-0.000692891j -0.00049042-7.4932e-05j 0.00296432-0.00194533j -0.00324082+0.00116306j 0.0034714+0.00322031j -0.00441265+0.000857578j -0.00273465+0.00426235j -0.00146312+0.00120896j -0.000475154-0.00315647j 0.00569286-0.00124226j -0.00378221-0.00304979j -0.000617621-0.00260669j 0.000668244+0.000768902j -0.00111674-0.00139985j -0.00086488-0.00250056j -0.00023972+0.00142179j -0.00166649-0.00212497j 6.32179e-05+0.00106171j -0.00161173-6.52946e-05j 0.0010297-0.00089285j 0.000572486+0.00154942j -0.00250413+0.00129452j 0.000357883-0.00032194j -0.00131648-0.00052536j 
-0.000471847-0.00199026j 4.21456e-05+0.00129921j -0.000506847+0.000435214j 0.00254263+0.00270388j 0.00150034-0.00174918j 0.000715825+0.000577252j 0.0020595+0.00206131j -0.00490611+0.000395791j -0.00247067+0.00509945j 0.0014188-0.000403607j 0.00172413+0.00182917j -0.00300141-0.00153187j -0.00563027+6.81398e-05j -0.00670536+0.0025416j -0.000259797-0.00602317j -0.00128108-0.00116873j 0.00256227-0.00559248j -0.00131191-0.00261252j 0.00384568+0.00343043j 0.00033551+0.00310651j -0.00362338-0.00205455j 0.00830926+0.000422273j -0.00211229-0.000961773j 0.00311258+0.00281762j 9.31854e-05-0.0017946j 0.00134281+0.00214779j 0.00138617+0.0065029j 0.00398004-0.00032521j -0.00171311-0.00205684j -0.00387283+0.000323027j 4.46614e-05-0.000730398j -0.00290923+0.000119641j 0.000139-9.73156e-05j 0.000642807-0.00170757j -0.000388309-0.000945725j 1.44389e-05-0.00047033j 0.000699611-0.00228962j 5.58217e-05+0.000258615j 0.00291998-0.00036767j -0.00204143+0.00162724j 0.00106402+0.000470568j 0.00110701+0.000297939j 0.00158-0.000814043j -0.000877511-5.67446e-05j -0.00293142+0.002342j -0.00216506+0.00122368j -0.0020662+0.00116987j 0.0015401+2.5813e-05j -0.00468478-0.0023133j 0.00132634-8.83274e-05j 0.0011666-0.000196423j -0.00299504-0.00478873j 0.00153721-0.00191155j -1.60961e-05+0.00737587j 0.00249042+0.00190337j 0.00188563+0.000858666j -0.00191658+0.00312604j -0.000548087-0.000431788j -0.00597974-0.0022303j -0.00104276+0.00417581j 0.00208791-0.000947033j 1.25895e-05-0.00304865j -0.002751-0.00178757j 0.00268669-0.00271536j 0.00256624+2.74713e-05j -0.00211633-0.00023548j 0.000722307-0.000776718j 0.00173143+4.53602e-06j -0.000758475+0.00030726j -0.0011764-0.00108453j -0.0013227-0.000548986j -0.000466055-0.000449451j 
0.00293493+0.00219302j -0.000261717-0.00228278j -0.00193968-0.00244225j -0.00374959+0.00234549j -0.000215154-0.00186522j -0.00137023+0.00132472j -0.000179072-0.00153219j -0.00320448+0.00126186j -0.000773385+0.00173628j -0.000863354+0.00305843j 0.00381504+0.00407822j 0.00310513+0.00154775j -0.00116938+0.0033724j -0.000646558+0.00254164j 0.00172394+0.0028435j 0.00673989-0.00365159j -0.00476707+0.00396082j -0.00350128-0.00460513j 0.00126624-0.0023728j -0.00287135-0.00172241j -0.00191688-0.00304455j 0.000410436+0.00184918j 0.000171893-0.000662677j -0.000170196-0.00389552j 0.002156-0.00012428j 0.00370213+0.000711125j -0.00382464+0.00347229j 0.00309374+0.000585629j -0.00272413-0.00290273j -0.000989036+0.00320155j 2.48014e-05-0.00209291j 0.000296729-0.00184481j 0.00110533-0.00121439j 0.00146119+0.00191968j -0.000998171-0.00324058j 0.000885295-0.00135824j 0.00132885-0.00261745j -0.000951339+0.00100514j 0.00339417+0.000620318j -0.00178785-0.001141j 0.00172872+0.000504284j 0.00493279+0.00104784j 0.00256818+0.00436491j 0.00128112+0.0020099j -0.000786643-0.00331154j -0.0016404-0.00063064j 0.000442978+0.000714025j -0.0010971+0.00452076j -0.000542898-0.00281125j -0.00207298+0.000674869j 0.00340477+0.00167294j 0.000264764-0.00395083j 0.000607707+0.00487844j -0.00234851+0.000635298j -0.00202955+0.00438181j -0.00114219-0.001548j 0.00307708+0.00132958j 0.00503126+0.000871168j -0.0016331-0.00563103j -0.00384254+0.00370977j 0.00285583+0.00158519j -4.5038e-05-0.000212699j 0.00378722-0.00256837j 0.00361937+0.00204963j -0.000974382+0.00161714j 0.001716-0.00214464j -0.000876631+0.00326032j -0.00050932+0.000738471j 0.0018084-0.00226727j 0.000433913+0.00185059j -0.000756041-0.00060762j 0.000606008+0.000877953j 
