0.0873195-0.291501j 0.292114+0.084278j -0.000602652+0.15413j -0.16463-0.00955712j -0.00864978+0.120175j 0.0561529+0.0726299j 0.120086+0.0434731j 0.11349-0.108588j 0.087098+0.0749677j -0.0375065-0.0236518j -0.114566+0.0149707j 0.0578033+0.0489669j 0.056033-0.191053j 0.0332759+0.0971823j 0.0570302+0.0747126j -0.00172363+0.0747712j -0.155934+0.0542869j 0.016793+0.0884355j -0.0646325+0.0278741j 0.156868+0.00322597j -0.126023+0.039471j -0.108967+0.0530354j 0.054691-0.0343535j 0.0675377+0.0627821j -0.0247587-0.0316951j 0.100761-0.0450345j 0.046793+0.00940523j 0.0381407+0.151827j -0.0129436-0.0377145j -0.0177954-0.0140075j -0.0994817-0.0907131j -0.0356739-0.0302441j -0.0262622-0.0295267j -0.0530649+0.0289681j -0.0525174-0.11792j -0.161435-0.0673295j -0.100783-0.0628099j 0.0520134-0.00646195j -0.00400054+0.16377j -0.0662985-0.0437224j 0.0135248-0.0876171j -0.0383354+0.0231149j 0.0908301-0.119087j 0.0788554-0.157656j -0.0190722-0.0152227j -0.0946675-0.0359027j 0.0248646+0.0298676j -0.0647664+0.0421478j -0.109864+0.0500441j 0.0731788+0.0927146j 0.0133339-0.0255848j 0.0261412+0.0739744j -0.144045+0.166088j 0.152863+0.135093j 0.285114-0.00202367j -0.00447172-0.284595j 
-0.000964303+0.00199672j -0.00143351-0.000838877j 0.00075486-0.0027602j 0.000323931+0.000785925j -0.00231723-0.00120511j -0.000724922-0.0018361j 0.00479306+0.000809843j -0.00221679+0.00130205j -0.00238059+0.00535818j 0.00217097-0.00290341j 0.00150959+0.00214946j 0.000709508+0.0013695j -0.00449858+0.000821532j 0.00135485+0.00134199j -0.00103207+0.000407127j 0.00278753+0.00266614j 0.000166527-0.0039613j -0.00223541-0.00391241j 0.00214932+0.00210467j 0.00126127-0.00237743j -0.00187161+0.00146799j -0.000717735+3.71153e-05j 0.000154991+0.000896778j 0.00354901-0.00128845j -0.000522207-0.0016725j 0.00115942+0.00182763j 7.97668e-05+0.000973836j 0.000172165-0.000439753j 0.000508579-0.000304584j 0.00224842-0.00265166j 0.00112749-0.000331598j 0.00169066-0.000925353j 0.00352992-0.0019854j 0.00237493+0.000907478j 0.00157273-0.000556932j 0.00281875+0.00185069j -0.000849255+0.00440015j 0.000713984-0.000102162j -0.00275866+4.41391e-05j 0.00177619+0.00017368j -0.00042666+9.64334e-05j 0.000562324+0.00455355j 0.000639689-0.000557593j -0.000298727+0.00221286j 0.000875718-0.00139928j 0.000376605-0.000512188j 0.000754646+0.00151349j 0.000943506+1.4271e-05j 0.00131973-0.00132855j 0.000370693+0.0010074j 0.00140635-0.000409544j 0.000647077-0.000573224j 0.000771607+0.00092328j -0.0014402-0.00235231j -0.000754807+0.00102503j 0.00111069+0.00104412j 
0.000224512+0.00137714j -0.0013897+0.000260632j -0.000133826-0.00021588j 0.000919265-0.000469943j 0.000607453+0.000674941j 0.000462357+0.000524154j -0.00050496+0.00164324j -0.000423915-0.001206j -0.00202794-0.00151838j 0.00102631+0.00140323j -0.00134431-4.10224e-05j -0.00327343+0.00026511j -1.17986e-05-0.00173019j -0.00215488-0.000762167j 0.000584923-0.000263988j 0.000289202+0.00124624j -0.0013595+0.000508344j -0.00237099+0.000732492j 0.00183588-6.57884e-05j -0.00326713-0.0014782j 0.00118013-0.00135698j 0.000860316+0.00122839j 0.000991944+0.00147374j 0.00253451+0.000750266j -0.000881244+0.000677299j 0.00069603+0.000540385j -3.00609e-05+0.00199165j 0.00222092-0.00157675j 0.00161115-0.0019553j -0.0021274-0.00284251j -0.00153735-0.00109246j 0.00155654+5.25557e-05j 0.0033178-0.00217163j 0.00164552-0.00256642j 0.000106311+0.000901947j -0.00186262-0.000261534j -0.00181252+0.00214391j 0.000854554-0.000204931j 0.000217545-0.00178517j 0.00047553-0.00190214j -0.000455926+0.00119241j -2.78173e-05+0.00204413j 0.000880421+0.000406305j -0.000924045+0.00266979j -0.00125641-0.000264301j 0.0010344+9.22609e-05j 0.000645348-0.000708894j -0.0012871+0.000665961j 8.45069e-05-0.000111994j -0.000392418-0.00126697j -9.36814e-06-0.00102382j 0.000485248-0.00125719j 0.000380899+0.00062012j -0.000894467-4.28896e-05j -0.000616595-0.000487798j -0.000283811+0.000754154j 
-0.00013278-0.000919909j 6.29544e-05-0.000519952j -0.00298897+0.000492811j 0.000694972+0.00199679j 0.00308303-0.00115406j -0.00188184+0.00158048j -0.00266046+0.000832479j 0.0014153+0.00415903j 0.00369169-0.000151739j 0.000897396-0.000324186j 0.000776224-0.00294643j 0.000962327+0.00220309j -0.000656647-0.000361339j -0.00149545+0.00105251j 0.00160927-0.00404933j -0.000456225-0.0032522j 0.000174564+0.00314383j 0.0017351-0.00112178j 0.000992069-0.00100882j -0.000976767-0.000164471j -0.00436725-0.00270323j -0.00313908-0.000587276j -0.00392987-0.00177822j -0.00234675+0.000985356j -0.00182552-0.00266638j 0.000641794-0.00386999j -0.000194522-0.00309051j 0.000280531+0.00253607j -0.00318498+0.00370359j 0.00260443+0.000454377j 0.00150033-0.00112345j -0.00459063+0.00414181j 0.000477167+0.00245774j -0.000825963+0.000824502j 0.0017022+0.00188526j 0.00185559+0.00312984j 0.00124384-0.00277781j -0.00295457+0.000412438j -0.000965446-0.000771127j -0.00441665-0.000586334j -0.000113513+0.000648008j -0.00149143+2.09345e-05j -0.00235988+0.00319689j 5.53902e-05-0.00248266j 0.0016094+0.00310442j 0.000262412+0.00029576j -0.000531341+0.00215285j 0.00225338-0.000962547j 0.00119712-0.000945699j 0.000934936+0.00139425j -0.00268059+0.00262867j -0.001673+0.00175225j -0.000272415-0.00116443j 0.00033076-0.000271549j -0.000904791+4.53366e-06j -0.0001379+0.00042482j 
-1.31573e-05+0.000114328j 0.000542665-0.00101685j -0.00145797-0.00445982j -0.00391327+0.000836104j -0.000920326+0.0021447j -0.00450926-0.00111194j 0.00349613-0.0015392j -0.00424442+0.00197134j 0.00136439+0.00606591j 0.00135143-0.00129257j 0.000225106+0.00264622j 0.00144322-0.00426834j -1.01381e-05+0.00444824j 0.000848585+0.00036817j -0.00301419+0.000299304j 0.000470607-0.00108183j 0.00151571-0.00137026j 0.00370272-0.00237961j -0.000338966+0.00584559j 0.00292707+0.00254589j -0.000780115+0.00538492j -0.00233297-0.00201424j -0.00226465-0.00221978j 6.85831e-05-0.00371953j 0.0021344-0.000122215j -0.000364652+0.000459563j 0.000758906+0.000375793j -0.00290302+0.000569284j -3.52695e-05+0.00266459j 0.00297312+0.00344752j 0.00227589-4.22772e-07j 0.00119128-0.0020749j -0.00244919-0.000981962j 0.000729956+0.00251033j -0.000803848+0.000136611j 0.00338419-0.0016688j 0.00178545+0.000696087j 0.000216433+0.00116245j -0.000648717+0.00252393j 0.000825336+0.00215165j 0.000246979-0.00116089j 0.00138074+0.00217105j -0.0015943-0.00131532j -0.00103385+0.000376507j 0.00169044-0.00154283j 7.38812e-06-0.0026523j -0.000640052+0.00133278j 0.00177479-0.000199619j 0.00198219-0.00206026j -9.2357e-05+0.00217957j -0.000443004+0.00182291j 0.000315621+0.000726188j 0.00101818-0.000727024j 0.00109802-0.00122782j -0.00100184+0.000662661j 0.000857529+0.000700555j 
-0.000167777+0.0019494j -0.00115538-0.000581319j 0.00138407-0.00208434j -9.22758e-05+0.000103691j -0.0013869+0.00166061j -0.00334701-0.000132574j 0.000926454+0.000252411j -0.000628713+0.00160868j -0.000641407-0.00226361j -0.00170554+0.00032086j -0.000166598-0.00216568j -0.00152545+0.0017727j 0.0014201-0.00173741j 0.00055315+0.00202946j -0.00175289-0.00110187j 0.00385181+0.000929248j 0.00323947-0.00191171j -0.000951729-0.00366524j 0.00221605-0.00296407j 4.35838e-05-0.000563759j -0.000420151-0.000730392j -0.000730798+0.00222945j 0.000493579+0.000943832j 0.000528762+0.00291852j 0.00116756+0.00184176j 0.000914761-6.69502e-05j -0.000380629-0.00159589j 0.0023741+0.00075446j -0.000541228+0.000879372j 0.000571814-0.00250745j 0.00117289-0.0012006j -0.00189877+0.00189753j 0.000741035+0.00158404j 0.000238751+0.00148565j 0.0014827-0.00131537j 0.00219744+0.00245808j -0.00146014-0.000828891j -0.00131874-0.000844803j 8.26715e-05-0.00213082j -0.00045931+0.00230763j -0.00125173-0.00237415j 0.000209902-0.00230185j 0.000744428-0.000173313j -2.01098e-05+0.0025896j -0.00153727+0.000196007j 0.00102933+0.00137747j 0.00122933-0.00225626j -0.00112627-0.00114469j -0.000667593+0.000451161j -0.000854977-0.00109621j 0.000316346-0.00190139j 0.00143906-0.00130672j 0.00304495+0.000471135j -0.000879114-0.000597451j -0.00168921+0.00048697j 0.00085952+0.00198696j 
0.000173502-0.000818824j 9.80722e-05+0.000521169j -0.00156571+0.00276049j -0.000419037-0.00052968j -0.00241915-0.00116939j -0.000651663+0.00280082j -0.00459097+0.000418042j 0.00118943-0.00107443j 0.00477299-0.00425001j -0.000214399+0.00345666j 0.00204144+0.000516617j -0.00326039-0.00784396j 0.00466129-0.00100004j -0.00216128-0.000662298j 0.00317395+0.00388972j 0.00294867-0.00233573j 0.0051581-0.00321714j 0.00150298+0.00193247j -0.00250821+0.00295698j 0.0031415-0.00262612j 0.00268764+0.0052701j -0.00266683-5.53177e-05j -0.000345748+5.25486e-06j -0.00178095-0.003286j 0.00425316+0.00267074j 0.00127832-0.00249102j 0.00143965+0.00032392j 0.00118122-0.0037734j -0.00510881+0.00252423j -0.000315446+0.00143163j 0.00233278+0.000287516j -0.000229432-0.00166962j -0.00155047-0.00571858j -0.00454997-0.000462047j -5.69287e-05+0.00392896j 0.00274615-0.00928349j -0.00527517-0.000944454j 0.00368846+0.00135668j 0.00345506+0.00298204j 0.00240111+0.00320466j -0.000799851-0.00222544j 0.00132472-0.0025685j -0.00043625+0.00262767j -0.00422268-0.000538493j -0.0027187-0.00467669j -0.00165327-0.0032943j -3.94988e-05+0.0032837j -0.000301978+0.00200141j -0.000991915-0.00277495j -0.000400013-0.00140382j -0.000344267+0.000738791j 0.00088618+0.00152068j -0.00219887-0.00122362j -0.00139482-0.00130045j 0.000541249-0.000794836j -0.00105813-0.000440073j 
-0.000387899+0.000836851j 2.67939e-05-6.16411e-05j 0.00180492-0.00203535j -0.000794134+0.00111169j -0.00528516+0.000897345j -0.000998009-0.00244866j 0.00457824+0.000367479j -0.0026814+0.0007659j 0.00134797+0.00475576j 0.000985527-0.00358848j 0.00238037+0.001678j 0.00181265+0.000318757j -0.0025123+0.0029581j 0.0014467+0.0013549j -0.00160667+0.000450779j 0.00300976+0.00126633j 0.000996148-0.00312376j -0.00259028-0.00261478j 0.00104974+0.00150103j 0.00138422-0.00233793j -0.00160975+0.00403945j -0.00166726+0.0013364j -0.000418916+0.00144637j 0.00217259-0.00253094j 0.000212098-0.00184396j 0.000202999+0.000474346j 0.000250801+0.000593392j 0.00067254-0.000382368j -9.65148e-05+0.00152832j 0.00103266-0.00122408j 0.00101752-0.000685358j 0.00112895-0.00189595j 0.00186721-0.00226179j 0.000259035+0.000253268j 0.00101361-0.000639254j 0.00254735-0.000708704j -0.000943703+0.00296291j 0.00112826+0.000445782j -0.00179375+0.00115429j 0.00117104+0.00127263j -0.000254198-0.000800094j 0.00132488+0.00333958j 0.00105289-0.000371634j -0.00114356+0.000341978j 0.000807977-0.00293786j -0.000484711-0.000730797j 0.00138416+0.00319186j 0.00197736-0.000191615j 0.000644489-0.00170524j 0.000942474+0.00138769j 0.00188877-0.000499737j 0.000649046+0.000603445j -0.000795189+0.00175941j -0.00163107-0.00169658j 0.000531798+0.00112249j 0.00107843-4.92931e-05j 
0.000156354+0.000917413j 0.000262846-0.000413093j 0.00191359-0.00298658j -0.00311883-0.00236859j -0.00284742+0.00102699j -0.00257322-0.00121503j 0.000998773-0.000544496j -0.00246048-0.00147234j -0.00336124+0.00023455j 0.000675737+0.00267744j -0.00259649-2.91366e-06j -0.0018874-0.000540848j 0.00191132-0.00213539j 0.00230976-0.000281088j -0.00231048+0.000349184j 0.00228952+0.00173468j 0.00230515-0.00313803j 8.20043e-06-0.0011484j -0.000693008-0.00103496j -0.000419563+0.00147658j 0.00415445+0.00182358j 2.70945e-05+0.00128781j 0.00217773-0.00207492j 0.000662153+0.000659439j 0.00325714+0.00351319j 0.00152735+0.00170269j 0.000294725+0.000428068j -0.000243303+0.000208117j 0.00323988-0.00202184j -0.000700255+0.000147849j -0.000223974-0.00145122j 0.000776053+0.000750363j -0.00179616+0.00104362j 0.00141522+0.00151563j -4.5869e-05-0.00149621j -7.77289e-06+0.000120125j -0.000407793-0.00121196j -0.000186774-0.000454074j 0.00200891-0.000754478j 0.00129388+0.00273951j -0.000315978-0.00226882j 0.000590464-0.00254723j 0.000897268-0.00214549j 0.000864688+0.00426993j -0.00141346+0.00039321j 0.0015692+0.000551002j -0.000697045-0.00424935j -0.00268488+0.000108796j -4.427e-05+0.000924094j -0.00207354-0.00285529j -0.000720065-0.00164264j 0.00194516-0.00269079j 0.00248072-0.000389695j 0.000911197+0.00163815j -0.00078273-0.000628096j -0.000121802+0.000722138j 
-0.000635777+0.00121963j -0.000503482-4.77098e-06j 0.00320026-0.00160331j -0.000176366-0.00362895j -0.00074599+0.00119553j 0.00195823-0.00155366j 0.000888104+0.00388567j -0.00263323-0.00537631j -0.00467121+0.000396921j -8.43798e-06+0.00420198j -0.000211832+0.000905778j -0.00221443-0.000738573j 0.00054448-0.000138385j -0.000834081-0.00231753j -0.000296509+0.000314934j -0.00211144-0.00520272j -0.00226084+0.00256431j 0.00018908-0.00253033j 0.00277793-0.000575853j 0.00185886+0.000886962j -0.000730235+0.000959167j 0.00149574-0.000667827j -0.000504312-3.17129e-05j -0.00313698-0.000411227j 0.000321631+0.000151822j 0.00179812-0.000970857j -0.000751238-0.00194104j -0.000218621-0.00214838j 0.00136515-5.29507e-06j -0.00232753-0.00134973j -0.00236484-0.00266273j -0.00126662+0.000449856j 0.00221797-0.00198462j 0.00111533-0.000646411j -0.00172561-0.00134736j -0.00153336+0.000348157j 0.000647117-0.000102871j 4.32583e-05+0.00118134j -0.00128256+0.000914515j -0.00224638+1.44445e-05j 0.00100098+0.00227345j -0.000479892+0.00198064j 0.000443318-0.000482071j -0.000125399+0.00129309j 0.000678656-0.00132828j -1.03736e-05+0.000196638j -0.000112242+0.00055183j 2.64109e-05+0.00134321j 0.00118901+0.000370816j -0.000599092+0.00215913j 0.000295997-0.000616332j -0.000435664+0.00040666j 0.000941276+0.000356639j -0.000469473+7.65313e-06j 0.000261515+0.000136126j 0.000475745-8.23533e-05j 
-0.000590058-0.00207824j 0.000988358+0.00150785j 0.0010652+0.00761339j 0.0043528-0.00273372j 0.0011662-0.00415295j 0.00819441+0.000393185j -0.00213446+0.00267404j 0.0040313-0.00500077j -0.0012502-0.00429239j -0.00128902+0.000921514j 0.00223997-0.000983792j -0.000290542+0.00150861j -0.00195961-6.79512e-05j -0.00187786-0.000482312j 0.00515876+0.00169652j -0.00359125-0.00300975j -0.00461248+0.00287748j -0.00264332+0.00324832j -0.000231455-0.00101918j -0.000186179-0.00327006j -0.00261371-0.0024177j 0.00360616-0.000519093j -1.10926e-05+0.0034222j -0.00173404+0.000557214j -0.00346056-0.00317769j 0.000176153-0.0018237j -0.001442-0.00169505j 0.000123462-0.00313753j -0.00181385-0.00127829j -0.00323113-0.00314907j -0.00431626+0.00128942j 0.000309806-0.00111689j 0.00212921-0.00342268j -0.00116365-0.00428692j -0.00159762-0.000476276j -0.00353866-0.00197689j -0.00107669+0.00181987j 0.00203432+0.000802772j -0.00180815+0.00147716j -0.00100283-0.0037104j 0.00136884+0.0030932j -0.000426256+0.00223507j 0.00205816+0.000508126j -5.68237e-05-0.00354253j 0.00101196-0.000888903j -0.00259872+0.000356342j 0.00120374+0.00259008j 0.000400716+0.00162696j -0.00142993+0.000288312j 0.000702262+0.0014344j 0.00166209+8.57252e-05j -0.000744114+0.002908j -0.00373197+0.00138108j -0.0021503-0.000634065j 0.00316632-0.000267469j -0.000816284-0.0025871j 
-0.000967233+0.000866871j 0.000495245+0.000901555j 0.0083093+0.000475958j 4.4311e-05-0.00376526j -0.0071678-0.00199115j 0.00466239-0.00457442j 0.00236014+0.00133226j -0.00316247-0.00660876j -0.00218047+0.00250261j -0.00161361+0.00209882j 0.00316727+0.000685688j -0.000217974-0.00231788j -0.000140183+0.00285094j 0.00162799-0.00179156j 0.000786202+0.00296778j -0.000236435-0.00394732j -4.78858e-05-9.74559e-05j -0.000561238-0.00577687j 0.00223539-0.000864115j 0.00676133-0.000959683j -0.00198604+0.00331668j 0.00229552-0.00103219j -0.0010292+0.00022536j -0.00488017-0.000530409j 0.00204361-0.00129193j 0.00255342+0.00186538j -0.00108496-0.00467327j -0.00157164-0.00125793j -0.000221194-0.000503478j 8.03557e-05-0.00237197j -0.000502461-0.000462952j -0.00209419-0.00210877j 0.00223833-0.00257088j -0.000335745+0.00106432j -0.000518342-0.00218807j -0.000299039-0.000128852j 0.000687417-0.000113958j 0.000147994+0.0015367j -0.00145019+0.00295505j -0.000613573+0.00228022j 0.00156486-0.000286831j 0.00101253+0.00189426j 0.00166376-0.00116874j 0.00077974-0.000554436j 0.00206258-0.00378713j -0.000993738+0.000300521j 0.000623474+0.00319656j 0.00174975+0.000443649j 0.000107294+0.000302883j 0.000790841+0.00298027j 0.00228625-0.001709j 0.000837949+0.00104612j 0.000316242+0.00266097j -0.00174513-0.000798794j 0.000792868+0.00141597j 0.00159011-4.67693e-05j 
-0.000264348+0.000576493j -0.000391485+0.000126197j 0.00140586+0.00126756j 0.00127381-0.00136433j 0.00115157-0.00142405j 0.000755816-0.00196916j -0.000269041+0.000184187j 0.00105928-0.000740016j -0.00175189-0.000347479j -0.00220868-0.00102288j -0.000242878-0.00154095j 0.00103612+0.00311464j -0.00101978+0.000296252j 0.000539192+9.49375e-05j 3.04359e-05-0.00135433j -0.00124441-0.0012773j -0.00151946+0.00341445j -0.00109442-0.000736505j 0.000278077-0.00286598j -0.00044232+0.00120797j -0.00247221-0.00317136j 0.00221277+0.000293537j -0.00102747+0.000745718j -0.000210316+0.00225067j -0.000626045-0.000281879j 0.000416278+0.000903641j -0.00037895-0.00254735j 0.000505284+0.0011103j -0.000581059-0.00201154j -0.000189075-0.00130316j -0.000685671+0.000792546j -0.00116552+0.00094557j 0.00155216+0.00172863j 0.000922275-0.000569762j 1.60739e-05-0.00144982j -0.000314088+0.00399292j 0.00185541-0.000705394j -0.00183413-0.000527493j -0.000747952-0.000797829j -0.00243345-0.00115369j 0.000420965+0.000447854j -0.00127437-7.8462e-05j 0.0002295-0.000254143j 0.00170468-0.000465666j 0.00138883+0.00138266j 0.000340539+0.00167332j 0.000257523-0.00118411j 0.000157739-0.000736678j -0.000262021+0.00113194j -0.000283685+0.000378321j -8.27023e-05-0.000756703j -0.000283705+2.47486e-05j 0.00107185+0.000786741j -0.000426657+0.000408921j -0.000414429+0.000109571j 0.000214399+0.000616443j 
0.000391839-0.00153509j 0.00130449+0.000880126j 0.00040339+0.00254709j 0.0023587+0.00157641j -0.00150821-0.00172162j 0.00138002+0.000225304j 0.00150883-0.00257037j 0.00276527+0.00101144j 0.00272898-0.00019105j -0.00257167-0.00389298j 0.00230203-0.00146932j 0.00303728+0.00262493j -0.00180519+0.000254242j 0.00107321+0.00160575j 0.00187289+0.00141841j 0.00236225+0.00341982j -0.00102332-0.00214982j -0.00252971+0.00125443j 0.000104249-0.00175592j -0.000107334-0.00282566j -0.00059701-0.0010315j 0.000852541+0.000938826j 0.00172412+0.00174146j 0.00197199+0.00175267j -0.00166008-0.00127401j -0.000134873+0.000691157j 0.000195597+0.000343518j 0.000939889+0.0018457j -0.00139634-0.00115402j 0.000957845-0.00202624j 0.000421701+0.00157149j 4.36961e-06-0.00122745j 8.51749e-05+0.00125117j -0.000580545+0.000225281j 0.000918198-0.00143112j -0.000122363+0.000698479j -0.000715795+0.000944939j 0.000554394-0.000834893j -0.00114435+0.000406208j 0.000882019-0.00068015j -0.000512072-0.00128578j 3.34194e-05-0.00100054j 0.00184998-0.000777133j 0.00106178-0.0016613j -0.000183236+0.000314905j -0.00123589+0.00100155j 0.0011031-0.000321342j 0.000204523-0.00103346j -0.00204113+0.00103132j 0.000909085-0.000220656j 0.00237129-0.0011967j 0.000543511-4.91372e-05j -0.00148807+0.0023539j 9.76692e-05-0.000208118j 0.00157618+0.000780671j 0.000414632-0.00115018j 
-0.000223081-0.00195883j 0.00179337+0.000368115j 0.000905661+0.00348435j 0.00060947+0.000532546j -0.00351018-0.00171108j 0.00210234-0.000120953j -0.000567143-0.00335508j 0.00292575+0.000934802j 0.00338661-0.00168521j -0.00125491-0.00276485j 0.0011971-0.000509203j 0.00270127-0.00176922j -0.000340594+0.00121693j 0.00217879+0.000793889j 0.00143148+0.00319695j 0.000435961+0.00463935j 0.000753504-0.00392556j -0.000407773+0.00235937j -0.00370958+0.00109513j 0.00157909-0.00233617j 0.00153128+0.000376948j 0.0010834+0.000628029j 0.00139328+0.000697736j 0.000404117+0.000139506j 0.00054528-0.000647855j -0.0020805+0.00200879j -0.000849146+0.00071396j -0.00175866+0.000783261j 0.000775187-0.00084339j 0.00035604-0.000150433j 9.39228e-05+0.00305849j 0.00272003-0.00307592j -0.00294356+0.000656906j -0.00120188+0.000685385j 2.62601e-05-0.00125212j -0.000452546-0.00297864j -0.00133668+0.000957608j 0.00141236-0.000956929j 0.00161128+0.000403053j 0.00459275+0.000117066j 0.000482289-0.00187386j 0.00139331-0.00176316j 0.00155386-0.00124808j -0.000132776-0.002218j -0.000140906-0.000521582j -0.000589547+0.000222092j 0.00121943-0.000110506j -0.000293825-0.000911839j -0.00212387+6.9596e-05j 0.000209381-0.00196324j 0.00134229-0.000348699j 0.00134438+0.000581733j -0.00217048+0.000552356j -0.000901917+0.000667032j 0.00216493-8.9311e-05j -0.000471467-0.0018115j 
0.000778579+0.000916623j -0.00143388+0.000534774j -0.00150354+0.000407411j 0.00197385+0.00380574j 0.000298638-0.00311433j -0.00161699+0.0016465j 0.00248663-0.00296878j 0.00132302+0.00412242j 0.00219129+0.00331051j -0.000387737-0.00387324j 0.00181817-0.000566183j 0.00256884+0.0012718j -0.00196089+0.00226144j 0.000909562+0.00211772j -0.000610752-0.000972376j 0.00392705+0.00234079j 0.00242284-0.00320549j -0.00183836-0.000411607j -0.0010031+0.00101216j -0.00102946-0.00123831j -0.00166567+0.00138876j 1.52694e-05+0.000357831j -0.000138505+0.00141746j 0.00332327-0.00154596j -0.00120287-0.00171736j -0.00146909-0.000428084j 0.000776569+0.00117368j 0.00127304-0.000311018j -0.00270972+0.00144564j 0.00255278+7.54169e-05j 0.00219335+0.00200649j 0.00149991-0.0006617j 0.000463739-0.000952412j -0.000575071+0.000523958j 0.0020779+0.00110815j 0.00393667+0.000668091j -0.000707204+0.00203362j -9.26311e-05-0.000102519j -0.00126088-9.35588e-05j 0.00147617+0.00112334j -0.00166914-0.00101154j 0.000106053+0.00190152j 0.000259627+0.00107901j -0.000620003+9.13158e-05j 0.00149113-0.000447289j 0.000273121-0.000980781j 0.000113901+0.00196767j 0.00183182-0.000902396j 0.000756586-0.000991186j 0.00136429-0.000300383j 0.000481975+0.000184288j 0.00040906-2.47945e-05j -4.08765e-05+0.00112769j -0.000424727-0.00237636j -0.00203522+0.000854245j 0.00061957+0.00219376j 
-0.000333968-0.000956963j 0.00166541+8.26042e-05j 0.00200982-0.000179693j -0.00144711-0.00228039j -0.00181175+0.00144424j 0.000284558-0.00121313j 0.00190022+0.00183079j -0.00174661-0.00372978j -0.00193049-0.000268784j -0.000721428+0.00228226j 0.00142883+0.00058785j -0.000458923-0.00184055j 0.000873574+0.000117091j 0.000202957-0.000964069j 0.000440417+0.00172964j -0.000358255-0.00278961j -0.000477767-1.57691e-05j -0.000225887-0.000758626j 0.000196117+5.71742e-05j 0.0030906-3.68822e-05j 0.000409763+0.002673j -0.00015634-0.000370578j 0.000666259+0.000347103j -0.0012922-0.000988919j 0.00168249+0.00138353j 0.00123018-0.000317398j -1.94281e-05-0.00133142j -0.00056538-0.0010594j -0.000402468+0.000110723j -0.000767178-0.00073118j -0.0006612-0.00137017j -0.000219832-0.000866266j 7.1028e-05-0.00186255j 6.01503e-05+0.000260022j -0.000755191-0.000963722j -0.000157367-0.002726j -0.0012897-0.000211084j 0.000957826+0.0012247j -0.000197383+0.00205633j -0.000312904+0.00147746j 0.000397461-0.000483456j 0.000524769+0.000534664j 0.000780834-0.000891891j -0.000456178+0.000210994j -0.000145591-0.00243587j -0.000996223-0.000391201j -0.000105455+0.000854673j -0.000752043+0.000967936j 7.96629e-05-0.000707117j -0.000795038+0.00126248j 0.00133548-0.000700096j 0.000747586+4.70927e-05j -0.000206952+0.00139248j 2.02345e-05-7.76851e-05j 0.00136586+0.000397281j 0.000534794-0.00105461j 
