0.0873195-0.291501j 0.292114+0.084278j -0.000602652+0.15413j -0.16463-0.00955712j -0.00864978+0.120175j 0.0561529+0.0726299j 0.120086+0.0434731j 0.11349-0.108588j 0.087098+0.0749677j -0.0375065-0.0236518j -0.114566+0.0149707j 0.0578033+0.0489669j 0.056033-0.191053j 0.0332759+0.0971823j 0.0570302+0.0747126j -0.00172363+0.0747712j -0.155934+0.0542869j 0.016793+0.0884355j -0.0646325+0.0278741j 0.156868+0.00322597j -0.126023+0.039471j -0.108967+0.0530354j 0.054691-0.0343535j 0.0675377+0.0627821j -0.0247587-0.0316951j 0.100761-0.0450345j 0.046793+0.00940523j 0.0381407+0.151827j -0.0129436-0.0377145j -0.0177954-0.0140075j -0.0994817-0.0907131j -0.0356739-0.0302441j -0.0262622-0.0295267j -0.0530649+0.0289681j -0.0525174-0.11792j -0.161435-0.0673295j -0.100783-0.0628099j 0.0520134-0.00646195j -0.00400054+0.16377j -0.0662985-0.0437224j 0.0135248-0.0876171j -0.0383354+0.0231149j 0.0908301-0.119087j 0.0788554-0.157656j -0.0190722-0.0152227j -0.0946675-0.0359027j 0.0248646+0.0298676j -0.0647664+0.0421478j -0.109864+0.0500441j 0.0731788+0.0927146j 0.0133339-0.0255848j 0.0261412+0.0739744j -0.144045+0.166088j 0.152863+0.135093j 0.285114-0.00202367j -0.00447172-0.284595j 
0.000277336+0.00144939j -0.000391562+0.000110973j 0.00143989+0.000775938j -0.000882528-0.0025543j -0.00145981+0.00034352j -0.00139049-0.00202051j -0.000308348-0.00319494j 0.000255234+0.00255745j -0.000534854-0.00287734j -0.00255858-0.000590214j -0.000281223-0.00193023j -0.000333359+0.00200136j 0.00295279-0.00149907j 0.00353368-0.000893051j 0.000138176-0.000206294j -0.00102926+0.00260452j 0.002037+0.000840528j -0.00167853-0.000388226j -0.000569358-0.00444448j 0.000143342+0.00110974j 0.00178465-0.00158375j 0.00388989+0.00129808j 0.0027817+0.00275692j 0.000164703+0.00272985j 0.00121841+0.0025514j -0.00388373+0.00283208j -0.00243549-0.00197894j -0.00302407+0.00356016j 0.00268127+0.000667131j -0.00063169-0.000612817j 0.00326948+0.00289016j -0.00170137-0.000761205j -0.00436124-0.000783978j -0.00102025+0.00324834j 0.000822181-0.000156455j -0.00205282+0.00319045j 0.000787569+0.00158406j -0.00103706-0.00500623j 0.00336247+0.000303825j 0.00137671+0.00071497j -3.84281e-05-0.000643921j 0.00145834-0.00336259j -0.0011574+0.000743844j 0.00175816+0.00296316j -0.00225118+0.0011401j 0.00255495+0.0029096j 0.00159803-0.00393083j -0.00215799-0.00444093j -0.00213759+0.00108228j -0.000500584-0.00477731j -9.72812e-05-0.00131725j -0.000916648-0.00138416j 0.00297292+0.000183175j 0.000112965+0.00479337j 0.00037418-0.00149416j -0.00130449-0.000601511j 
0.000172107-0.000499681j 0.00101674+0.000927776j 0.00307767+0.00224442j 0.000527101+0.0018984j -0.00229458-0.000885228j 0.000106151-0.00299656j -9.00293e-05-0.000170834j 0.000255274+0.00240428j -4.32283e-05-0.000583892j -0.00136245-0.00274748j 0.000840574-0.00293876j 0.00218191-0.00080344j 0.00069073-0.000113729j 0.000821708+0.00211942j 0.00101394-0.000652141j 0.000764239+0.00429925j 0.00192498-0.00140376j -0.00140636-0.000153299j -0.00183302-0.00126944j -0.000930893-0.00073846j 0.00145606-0.00133328j -0.00265236+0.00202064j 0.000985432+0.0009607j 0.000482709-0.000224388j -0.000304328+0.00135541j -0.000641243+0.00366909j 0.00222887-0.000407771j 0.00124185-0.000780671j 0.00311018-0.00128105j 0.00299648-0.00285645j -0.000348432-0.00132045j 0.00147346-6.05676e-05j 0.00154824+0.00220651j 0.000822097+0.001176j 0.00489597+0.0017799j -0.000180744-0.000776705j -0.00289272-0.00204288j -0.00111475-0.000820991j 0.000685477-0.00152274j 0.000305175+0.000882813j 0.00103476-0.00232075j -0.00150081+0.0035113j 0.000822741+0.000212303j -0.000269296+0.00214757j 0.00215643+0.000711796j 0.00194881+0.00171305j 0.00155785+0.0018462j 0.00125005-0.000354988j -0.00032721-0.00293134j 3.08201e-05-0.00183348j -0.000675351-0.00116869j 0.00305984-0.00173963j 0.00108507+0.00507039j -0.00216771-0.00213424j -0.00330312-0.000162589j 0.000134624+0.00396946j 
2.65295e-05-0.00185751j 0.00168416-0.000180594j 0.000339566+0.000414375j -0.000903753+0.000683154j 0.000141709-0.000898139j 0.000294177+0.000894777j 0.000290513-0.00103325j 0.00165551-0.000603834j 0.000402064-0.000413248j -8.02293e-05-0.000717308j -0.000527159+0.000509719j -1.59246e-06+0.000314383j -0.000862023-0.000942554j -0.000403829+0.000455903j -0.00146584+0.00057055j 0.000168163+0.00194107j 0.00192149-0.000441351j 0.000760225-0.000188534j -0.000448636-0.000391662j 0.00134295-0.00015206j 0.0015697+0.00067921j 0.000769055+0.000764041j -0.000491509-0.000540111j 0.000137678+0.00210685j 0.00165289+0.000825811j -3.29407e-05-0.000367312j -0.00166141-0.00125895j -0.00133724+0.00287573j -0.000662233-0.0011599j -0.00063132+0.000232901j -0.000895092+0.00056527j 2.20809e-05+0.000195637j -0.0029895-0.00218406j 0.000434796+0.000888205j -0.00198804-0.00297866j 0.000925213-2.48174e-05j -0.000166208+0.000386373j -0.000661624-0.0004858j 0.00191475-0.000288481j 0.000825359+0.00251023j -0.000928589-0.000527674j 0.00294872-0.00386151j 0.00236621+7.55569e-06j 0.00175729-0.000801875j -0.00127148+0.00133664j -0.00191236-0.00120129j -0.00115142-0.00399824j -0.00344316+0.00125097j -0.00109343+0.00122344j -0.000829374-0.00102802j 0.00322845-0.000788655j -0.00014479-0.000189505j -0.00128332-0.00147269j 0.00366984+0.00115856j 0.0010955+0.00176021j 0.00113705-0.00133319j 
-0.00117909-0.00217273j 0.0019867-0.000954177j 0.000275219+0.000353353j -0.00063109+0.000764223j -0.00146571+0.000363506j 0.000329476+0.00106784j 0.000635565+0.00182258j 0.000399054-0.00126091j 0.00053572-3.91161e-05j 0.000114282-0.000381508j -0.000897964+0.00189135j 0.000741566-0.00198619j -0.000673382-4.02193e-05j 0.000204951+0.00125063j -0.000404796+0.00149012j 0.000944062+0.000872001j 0.000182925-0.000955695j 0.000763395-0.000202086j -0.000649548+0.00196988j 0.000673657-0.000439616j -0.000510255+0.000777291j -0.00214537+0.00105021j -0.00180029-0.000811669j -0.000646749-0.000757531j 0.000384982-0.000554601j 0.00145126-0.00158639j -0.000678087-9.85233e-05j 0.000141851-0.000465044j -0.00137936-0.000578589j -0.000429316-0.000657833j -0.00259581-0.000150526j 0.00171823+5.40978e-05j 0.00152819-0.00178363j 0.0014331-0.00138963j -0.00174139-0.00206227j 0.000717659-0.00204502j -0.00185022+0.00022109j 0.000639082+0.00272406j -0.00125898+6.94244e-05j 5.46374e-05+0.000654856j -0.000373739-0.000484724j 0.00166751+0.000903325j 0.00125955-0.000166493j -0.000270476-0.00159853j 0.000710501-0.00152884j -0.00174115-0.00234331j -0.000755895+0.000126966j -0.00107002+0.00204131j 0.000758767-0.000783956j -0.000154424+0.0020693j 0.00210114-0.000190494j 0.00198544+0.00140643j -0.00259964-0.00034757j -0.000266262-0.00154341j 0.00228853+0.00169211j 0.00146072-0.00197657j 
-0.00123464-0.00310792j 0.00310124-0.000737071j 0.000540364+0.00301416j -0.00089594+5.16152e-05j -0.00194228-0.00245476j 0.000520546-0.000559724j 0.000880238-0.000344121j 0.00119777-0.00044962j 0.0011698-0.000921224j -0.000299535-0.00297964j -0.000260968-0.000691894j 0.000347374+0.000873849j -0.00121848-0.000479061j 0.000343556+0.00244975j -0.000540413+0.00138382j 0.000632364+0.00371408j 0.000366025-0.00158608j -0.000546894-0.000640888j 0.000156194-0.000415683j 0.000472233-0.00139661j 0.00168935-0.000281159j 5.00271e-05+0.00345439j -0.00155153+0.000762754j -0.000223792+0.00294443j 0.000541255+0.00018244j 0.000975044-0.000269446j -0.00101215-0.00210372j -0.00054593+0.00292296j 0.00070854-0.00205975j 0.000349345-0.00260008j -0.00268525+0.00026426j 0.00189297-0.00033161j -0.00213314-0.0010664j 0.00198135-0.000150438j -0.00171379-0.00326961j -0.00136729-0.000500986j -0.00201778+1.47463e-05j -0.000772402+0.000366126j 0.000193445-0.00161058j 0.000688062+0.000901043j -0.00012616-0.00159447j 0.00260125-0.00167056j 0.0032129-0.0013323j 0.002203-0.000414067j 0.000130975+0.00130165j -0.00169806-0.000661746j 0.000265057-0.00275859j -0.00207973+0.00122105j -0.00161358-4.06599e-05j -0.00151596-0.000655208j 0.00299999-0.00123273j 0.00147262+0.00177931j -0.00187626+8.04119e-05j 0.000819022-0.00132251j 0.00229894+0.0018505j 0.00121676-0.00187672j 
-0.000220433-0.000770493j 0.000949212+5.785e-05j 0.00180473-0.000121156j 0.000457623+0.00156258j 0.000340677+0.00111277j 0.000319371-0.00142554j 0.000263549+0.00161262j 0.000160962-0.000586281j -0.00134405+0.00117738j -0.00029614-0.000125729j 0.000879478-0.000997803j 0.000384482-0.000877275j -0.000927714-4.19626e-05j -0.000659523+0.0001211j 0.000661221-0.00109714j 0.00102375-0.000377106j -0.00175872+9.53297e-05j 0.000128375+0.000168875j 0.000475858+0.000549752j -0.00127344-0.00018828j 0.00150834-0.000631137j -0.00194239+0.00103142j -1.59845e-05-0.00129246j -0.00105678-0.00185709j -0.000705512-7.84348e-05j 0.00155878+0.000587425j 0.00279253-0.000904563j 0.000541499-0.0009136j 0.00118177-0.00169856j 0.00135803-0.000984952j -0.00235617-0.0027082j -6.54679e-05+0.000711458j 0.00269713+0.000921355j 0.00153623-0.000467161j 0.0014872-8.49056e-05j -0.00122844-0.00141821j -0.000703315-0.00187328j -0.00182014+0.000279857j 0.000246864-0.00200818j -0.00046294+0.000438251j 0.000999393-0.00109531j -0.000367068+0.00251117j 0.00154481+0.00069507j 0.000307108+0.00114289j 0.00172439+9.62682e-05j 0.00046949-0.000424462j -0.000249921+0.00175775j 0.000771367+0.00215783j 0.000929276-0.00133366j -0.000283693+0.000150228j -0.0012344-0.000830542j 0.00262736-0.000868351j -0.000711036+0.00201456j -0.0019503-0.00114365j -0.00135111+0.000463677j 0.00076694+0.00178631j 
0.000112145+0.000874251j -0.000698737+0.000180893j 8.37913e-05-0.000556536j 5.72703e-05-0.00033565j -0.00161103-0.000176525j -0.0010569+9.17314e-05j 8.42184e-05+0.000309264j -0.000549991-0.00051166j -2.65256e-06-0.000592361j -0.000347589+0.000806752j -0.000871854+0.000252946j 0.000789361-0.00271109j 0.00182395-0.000299774j -0.000264071+0.000404274j -0.000747111+0.00064336j 0.00106178+0.0013331j 0.00304149-0.00153605j -0.000608974+0.00120852j -0.00223238+0.00166716j -0.000420299-9.34621e-05j 0.00103314+0.00241738j -0.00180535-0.00050083j -0.000178179+0.00132176j 0.00172083-0.00115473j 0.000459031+0.0016647j -0.00233603+0.000448772j -0.000998332+0.00154725j 0.00153647-0.000969618j 6.0675e-05+0.00129676j 0.000301216-0.000688064j 0.000834642+0.00074023j 0.0015492-0.00114465j 0.00121782-0.00187904j -0.000229286-3.40095e-05j 0.000197866+0.00150054j 0.00255323-0.00245529j -0.00348015+7.08258e-05j 0.00235951+0.00142598j 0.000571004+0.0015059j -0.00010118+0.00174905j -0.000643222-0.000151576j -0.000534659+0.00132165j 0.000557787+0.00119066j -0.00181774+0.00177953j -0.000978811-0.0025804j 0.000816476-0.00035935j 3.66184e-05-0.000106357j -0.000143644+0.00135423j 9.0037e-05-0.00153899j -7.71944e-05-0.00089711j 0.00144425-0.00122607j 0.000967755-0.00114676j -0.000135967+0.00140645j 5.15788e-05-0.00106217j -0.000888407-8.74044e-06j 4.57928e-05+0.00116024j 
-0.00329477-0.00379672j 0.00367284-0.00233035j -0.000437108+0.0024917j 0.000719789+0.000356043j -0.00243531-0.00183654j -0.000245145-0.000598642j 0.00228842+0.00368793j 0.00198579-0.00101036j 0.00201899+0.00107474j -0.000478938-0.00361757j -0.000490523+0.000535637j 0.00178632-0.00179336j -0.00196016-0.000402046j 0.00130329+0.0039425j 0.00142681+0.00110093j 0.00096143+0.00375861j -0.00134982-0.00247629j -0.000110474-0.00085632j -0.000875501+0.00252532j 0.00230147-0.00362858j -0.00163968-3.7624e-05j -0.00380535+0.00493337j -0.00199077+0.000995065j -0.000784663-0.000140289j -0.000154616-0.000843279j 0.00341898-0.00259517j 0.00148577+0.000164745j 0.00159324-0.000585209j -0.000798353-0.00272636j 0.000668668-0.00387982j -0.00430158-0.00118726j 0.00431634-0.00153808j 0.00276449+0.00147469j 0.00354294-0.00228834j 0.000479268-0.00255888j -2.6884e-05-0.003293j -0.00518209-0.000304989j 0.00151652+0.00463237j -0.00391034-0.000915613j -0.000588639-0.00139023j -1.61441e-05-0.00120226j 0.000906634+0.00382889j 0.00142222-0.00130242j -0.000825567-0.00175646j 0.00257605-0.00297546j -0.00211361-0.0014536j 0.00195785+0.00322804j 0.00208628+0.00168103j 0.00051386-0.00525574j -0.00116334+0.00322284j 0.00180635-0.000576704j 0.00294352+0.00211038j -0.00371279+0.00280853j -0.00394523-0.00377213j 0.00460463+0.00196815j 0.00192059-0.00350065j 
-0.00022167-0.000473538j 0.00113863-0.000146354j 0.00202679+0.000895069j -0.000901369-8.83375e-05j -0.00165801+0.000114836j -0.00151692-0.0014876j 0.000320185-0.000606621j 5.51688e-05+0.000911744j 0.000111985-0.001066j -0.00148863+0.000137488j -0.000933456-0.00161904j 0.00139102-0.00160771j 0.00154906-0.000827734j 0.00110624+0.000214395j -0.000469165-9.98567e-05j 0.00117836+0.00308796j 0.00224314-0.000768244j -0.0015222+0.000190366j -0.00209387-0.00101809j -0.000348657+0.00010323j 0.000661553+0.000203179j -0.000434938+0.000764256j 0.000576524+0.000662299j 0.000368977-0.000451661j -0.000257019+0.00141361j -0.00157607+0.0014068j -0.000288736-0.00121437j 0.000288013+3.63449e-05j 0.00223601-0.000452744j 0.000890235-0.00220765j -0.000749725+0.000298538j 0.0010787-0.000368735j 0.000896103+0.000202774j 0.000232869+0.00110155j 0.0018681+0.000249336j 0.000289498+2.59539e-05j -0.00267234-0.00164627j -0.000558144-0.000685528j 0.000991466-0.000620589j 0.000238807+0.000926381j 0.00114613-0.00147265j -0.000570835+0.00132899j -0.000189554+0.000659322j -0.000182432+0.00140787j 0.000554764-0.000858213j 0.00255679+0.00123273j 0.00148045-0.000685565j -0.000383581-0.00131947j -0.000970456-0.00196108j 1.18907e-05-0.00131999j -0.000211676-0.00125618j 0.00168083-0.00165444j 0.00103887+0.002226j -0.00158456+0.00131793j -0.000613447-1.54231e-05j 0.000459807+0.000893753j 
-0.000594875-0.00219224j 0.00295688-0.000178296j 0.00351983+0.00228386j -0.000199334+0.0011269j -0.000504505-0.000117038j -0.000901325-0.00312075j 0.00104242-0.00010349j 0.000694359+0.00157378j -6.93653e-05+9.08527e-05j -0.00186713-0.00237663j 0.000763661-0.00321927j 0.000561514+0.00136822j -0.00114542-0.000854674j 0.00211111+0.00127371j 0.00176506-0.00244245j 0.00101706+0.000980287j -0.00090507+0.00169303j -0.000952431-0.000764479j 8.91125e-05-0.00279247j -0.000976065-4.98499e-05j -0.000749082-0.00326057j -0.0014828+0.00378093j 0.000708305-0.00157345j -0.00171108+0.00155558j 0.000349316+0.00142401j 0.00287611+0.00279268j 0.00420484-0.00219984j 0.000187644+0.000358795j 0.000310497-0.00446765j 0.00207323-0.0025566j -0.000344971-0.000396895j -0.000604905+0.00122316j 0.00176724+0.00308732j 0.00131433+0.00130114j 0.00518231-0.00156892j -0.00236275+0.00225477j -0.00039478-0.00171454j -0.0024784-0.00152308j 0.000742947-0.00154829j -0.00186793-0.00201417j 0.00024465-0.00196116j -0.00150205+0.00253874j 0.00138854+0.000543845j 0.00242998+0.00167941j 0.00113725+0.00179835j 0.00126264+0.00138723j 0.00208797+0.0012828j 0.00216144-0.00236601j -0.00158385-0.00273842j -5.27316e-05+0.000112482j -0.00300865-0.00104388j 0.0027221-0.0017724j 0.00200494+0.00452553j -0.00370474+0.00128698j -0.000701037+0.000624186j 0.0015264+0.00113992j 
0.000203969-0.00167456j 0.00174966+0.000499732j 0.00108677+3.43207e-05j 0.0018806+0.00116419j 0.00150355+0.00067146j 0.000780771-0.000875093j 0.00175381+0.0010294j 0.000739172-0.000968581j 0.000143428+0.000265096j -0.000849527-0.00239678j 0.000482473-0.00193088j -0.000546379+0.00303105j -0.00150653-0.000223735j -0.000303323+0.00211428j 0.00189764-0.000836453j 0.000351362-0.00119621j -0.00321178+0.0030181j 0.000307666-0.000335348j 0.00221495-0.00239065j -0.000807025+0.000163999j -0.000209551-0.00500398j -0.000845186+0.00198937j -0.0018215-0.000537052j -0.000443364+0.00320002j -0.000808822-0.000821047j 0.00193274-0.000737705j 0.000199978-0.0029285j -2.15287e-05+0.00181384j -0.0025083-0.00206733j 0.000954807-0.00101477j -0.00167818+0.00112308j -0.00262901+0.00065695j 0.000593835+0.00106576j -6.31205e-05+0.00124514j 0.000251965-0.000963282j -0.00371987+0.00249918j 0.000323064-0.000151597j -0.00314563+0.00121218j -0.00172987-0.00180825j -0.0011986-0.00158822j -0.00182007-0.00109454j 0.000388509-0.00040056j 0.00189487-0.000961403j 0.00212194-0.000706296j 0.00084661+0.00286874j -0.00100766-0.000162271j -4.55957e-05-0.000378953j 0.00228778+0.000535057j 0.000596043+0.00107906j -0.00124614+0.00226822j 0.00110655-0.00143341j 0.000491386+0.00043378j -0.00190186+0.00304381j 0.000720363-0.00013083j 0.000878924+0.00173517j 0.00166983-0.00035635j 
-0.00165902-0.000610406j -0.000153236-0.00111133j -0.00296191+0.00126793j 0.000906461-0.00147665j -0.00290764-0.00266798j 0.00317801+0.000970563j -0.000178297-0.00090925j 0.00113403-0.00199985j 0.00238802-0.000582031j 0.0001743-0.00425011j 0.000310017+0.00247363j -0.00144242+0.00390497j -0.00217804+0.00224023j -0.000393499+0.00408007j -0.00174768+0.00407935j 0.00026046+0.00178716j -0.000367299-0.00165477j -0.000145139-0.000640989j 0.00176446-7.97851e-05j 0.000802323-0.00249415j 0.0020237-0.000490963j 0.00126948+0.00162262j -0.00338405+0.00114772j 0.00128901+0.00434841j 0.00122755-0.00102391j 0.00120826-0.00312851j -0.00370771-1.86431e-06j 0.00109332+0.00458061j -0.00161808-0.0016339j -0.00234884-0.000228206j -0.00303249+0.000940239j 0.00104407-0.000664961j -0.00462136+0.00110735j 0.00214226-0.00379828j -0.00605022-0.00314919j 0.000121868+0.000175383j 0.00162321+0.000636589j 0.00188312+0.00387219j -0.00156017-0.00046293j 0.000925717+0.00136024j -0.000263639+0.00016712j 0.00427633-0.00706616j 0.00305624-0.00410421j 0.000815445-0.00210872j -0.000623058-0.000320989j -0.00502203+0.000608876j -0.00135146-0.00361387j -0.00180676+0.00426906j -0.000365819+0.00428359j -0.00287959-0.00175401j 0.0067666-0.00011026j -0.00223189+0.0031879j -0.00599318-0.0050845j 0.00338822-0.00219967j 0.00534667+0.00128061j -0.00065334-0.00500024j 
0.00100317+0.00150489j -0.00195376+0.000423595j -0.00212254+0.000985097j -0.00110356-0.000988921j 0.00209813-0.00158725j 0.00128732+0.000876684j -0.00217851-0.00388784j -0.000242627+0.0029544j -0.000112127-0.000189263j 0.00152427+0.000719192j 0.00116024+0.000721485j -0.0022952+0.00336311j -0.0005451+5.08796e-05j 0.00024415-0.00363643j -0.000345597-0.00212191j -0.00190831-0.00056185j -0.000203631+0.00175602j -0.00249106-0.00163313j -0.000310101-0.00153747j 0.00045474-0.00248823j -0.00402858+0.000360683j 0.00306489-0.00351632j 0.00245634-0.00163012j -0.000395757+0.00110703j -0.000479454-0.0010562j 0.000351855+0.000494191j 0.00132381+0.0015207j -0.00185543+0.00125282j 8.95745e-05-0.000430682j -6.6013e-05+0.00158452j 0.00379492-0.00110607j -0.00222029+0.000922122j -0.000106371+0.00288335j 0.000755765-0.000345452j 0.00131437-0.000300548j 0.00296549+0.00492887j 0.00550174+0.00050569j 0.00210507-0.00375314j 0.000750357+0.00272707j -0.00183905-0.00438951j 0.00170869+0.00328637j -0.00287503-0.00207354j -0.00434119+0.00218804j -0.00222086-0.000220313j -0.000533359-0.00029968j -4.66681e-05+0.00346071j 0.00127569+0.000174029j -0.00222883-0.00584676j -0.0029932+0.000209441j 0.00396465-0.00192162j -0.00281706+0.00469686j -0.004245-0.0016288j 0.00465323-0.00364212j 0.00105422+0.00405065j -0.00124129-0.00233712j -0.00219176-0.000336745j 
0.00131205-0.00135384j 0.00166999+0.00119018j 0.00287054-0.0023868j 0.000236048+0.00187255j 0.00137058+0.00304298j -0.000875031+0.000447449j 0.00143627+0.00335907j -0.000843488-0.00242456j -0.00201948+0.00125991j 0.00114061+0.00297365j -0.00140629-0.000931302j -1.70751e-05-0.00325607j -9.60179e-05-0.00126862j -0.00131706-0.0011442j 0.00115194-0.00133307j 0.000980092-0.00291159j -0.00227537+0.00113057j 0.00243318+0.00151261j 0.000725061+0.00252686j -0.00153866+0.00268319j 0.00123442+0.000156395j -0.00329818-0.000227852j -6.85619e-05-0.00216272j -0.0013128-0.00436323j -0.00211121+5.5378e-05j 0.00184745+0.000856679j 0.00163158-0.00230203j 0.00076751-0.00377937j 0.000491515+9.90853e-05j 0.00244503-0.00157063j -0.00238143-0.00208275j -0.0012556+0.00224703j 0.00493941-0.0018573j -0.000238223+0.00258912j 0.00282162+0.00228182j -0.00280662-0.00301602j -0.00271056-0.00211596j -0.00356986+0.000820467j -0.000336255-0.00145277j -0.000846483+0.00116877j 0.000728124-0.00125393j -0.0024995+0.00672074j 0.00097665+0.00146276j 0.000577871+0.00103692j 0.00186409+0.000484404j 0.00273527-0.00188365j -0.00101676+0.00346343j 0.00228175+0.00081507j 0.00200859-0.00253651j 0.000757261+0.00264921j -0.00366068-0.000826754j 0.00310435-0.00407707j 0.000808515+0.00591361j -0.000616412+0.00100768j -0.00249599+0.000874317j 0.00218415+0.00259334j 
0.000689298-4.76713e-05j 0.000575303+0.000606894j 0.00183388-0.000583832j -0.00014804-5.20954e-05j 0.000831485+0.00160159j -0.00107558-0.00153573j 7.85484e-05+0.000700788j -0.000297991+0.00069453j -0.000606223+0.000467766j -0.00157973-0.000103857j 0.000581132-0.00187934j 0.000273294+0.00188861j -0.00038794+0.000762374j 0.000773456-0.000816585j 0.000278034-0.00170806j -0.001165-0.00241952j -0.00156475+0.00319668j 0.00110706-0.000935062j 0.00255588-0.00396048j -0.000863759+0.00331498j -0.000352167-0.00208136j 0.000457725+0.000927514j 0.00011044-0.00202334j -0.00151141-0.00124425j -1.41989e-05+0.000392946j 0.00292538+0.000647905j 0.00325565-0.00343702j -0.000834152-1.00381e-05j 0.00146753-0.000807841j 0.00144844+0.00020655j -0.000114669-0.0028931j -0.00296685+0.00291281j -0.000755846+0.00305367j -0.000560868+0.00291353j 0.00287143-0.000120265j -0.00281725+0.003044j 0.00370826-0.0036517j -0.00395925-0.0026802j 0.00139373-0.00172901j -0.00264992-0.000810978j 0.00180071+0.000577704j -0.002135-0.000285717j -0.00178412-0.00143914j 0.00273432-0.000219354j 0.00190658+0.00374233j 0.00114997+0.00275263j 0.000610531+0.000100073j 0.00195496-0.00190494j -0.000142439+0.00062632j -0.000561869+0.000564111j -0.00263619+0.000161836j -0.00199886-0.00126135j 0.00261056+0.00149969j 0.00024538+0.00166559j -0.00198239-0.000273518j 0.000170413+0.00177747j 
0.00122883+0.00235741j -0.00203577+0.000653824j 0.000667982-0.0014172j -0.00155206-1.7974e-05j 5.44686e-05+0.00149693j -0.00126373+0.000378086j -0.00146913-0.00141175j -0.000650163+0.00226687j -0.000873069-0.000468207j 0.000242945+0.00321898j -0.000285635+0.000855903j 0.00141882-0.00352583j 0.00322413-0.00122814j 0.000350745-0.00419986j -0.000609259-0.00137092j -0.000843755+0.00111933j 0.00323801-4.73792e-05j -0.000909271+0.000386675j -0.00329844+0.000975876j 0.00139411+0.000170355j -0.00083906+0.00493848j 0.000272088-0.00395955j 0.00491002+0.000170825j 0.000483879-0.00399858j -0.000252359+0.00146596j -0.00313321+0.00452551j 0.000850978+0.00329503j -0.000892966-0.00302274j 0.0055667+0.0023321j 0.00023246+0.00166556j 0.0042734-0.00164352j 0.000191557-0.0013372j 0.00113162+0.000591789j -0.00158551+0.00166838j 0.00339373+0.00344602j 0.0026006+0.000495172j 7.52188e-05-0.000204802j 0.00257251-0.00402624j 0.00119609+0.00433891j 0.000897265-0.00102784j 0.00240493+0.000200546j -0.00337314+0.00304486j -0.00616128+0.003094j -0.00366304+0.0015241j -0.000594901-0.00321565j 0.00447285+0.000905169j 0.00189167+0.00165559j -0.00245516-0.00656681j -0.00184262-0.00132461j 0.00348524-0.00202708j -0.00290227+0.00381815j -0.00307514-0.00130565j 0.00564676-0.00108366j 0.000556053+0.00300354j -0.00349973-0.00246575j -0.00188039+0.00222418j 
-0.00107269+0.000812695j -0.00122355-0.000733879j -0.00189953+0.00111866j 0.00164373-0.00021246j 0.000346555-0.00142469j 0.00175573-0.000550228j -0.000292524-0.000878399j 0.00132437+0.00162049j 0.00196725+0.000481092j 2.82818e-05-0.00211176j 0.00186739-0.000160045j 0.000880513+0.00197204j -0.000953979+0.00166217j 0.000621799-0.000279783j -4.28935e-05-0.000602549j -0.00167535+0.00269942j -0.00282607-0.000819657j -0.00179857-0.00250697j 0.000385528-0.00068268j 0.0015803-0.00452116j -0.00311394-0.00100559j 0.00151365+0.000149014j 0.000198178-0.000685782j -0.00141456+0.0022982j -0.00105593-0.00336594j 0.00188682-0.00337268j 0.00155909+2.84832e-05j -0.00190411+9.66008e-05j -0.00130126-0.000295376j -0.00103472+0.000108307j -0.00105045-0.00116859j 0.00107597-0.00205452j 0.00154961+0.00382946j 0.000903272-0.00315331j -0.00178157-0.00284362j 0.00155287+0.00194821j 0.0031701+0.00119072j 0.0011294-0.000721447j -0.00204501-0.00113401j 8.36974e-05-0.00292436j 0.000212971+0.00207961j 0.00159968-0.000971572j -0.00270604-0.000945196j -0.00326672-0.00341402j 0.00287533-0.000954437j -0.00217839+0.00180552j 0.00176641+0.00229202j -5.29548e-05-0.00353755j 0.000489132-0.000531608j 0.00218475+0.00117082j 0.000731068+0.00235028j -0.00119765+0.00387753j -0.00140692-0.00254413j -0.00215864-0.000699254j 0.00167471-0.000619451j -0.00112068-0.00165307j 
