0.000833127+0.0105711j -0.0109575+0.00139111j -0.00656243+0.00044458j 0.000617153+0.0061178j -0.00163102+0.00202837j -0.00269613+0.00279667j 0.00428672+0.00488048j -0.00245148+0.00122319j -0.00212672-0.00144833j 0.00226427-0.00210188j 0.00257294-0.00104909j -0.00270811+0.00440402j 0.00485275-0.00666915j 0.00442076+0.00691128j 0.00227134-0.0014062j 0.000604194+0.00250044j -0.00157906+9.96128e-05j -0.00535051-0.00120122j 0.00210517-0.000753873j -0.00614087+0.000800842j 0.000504272+0.00209765j -0.00297873+0.00126482j -0.000718205-0.00139028j 0.00180773+0.00469655j 0.00624228-0.00299787j 0.00473391-0.00156833j 0.00293822+0.000339177j -0.00531282+0.000442458j 0.000204218-0.00334298j 0.00247334-0.00203854j 0.0033714-0.00186019j -0.0030915-0.00321465j -5.78061e-05+0.00867451j -0.00265317+0.000167557j -0.00161913+0.00712211j 0.00312961-0.00633972j -0.0033391-0.000944192j -0.00132331+0.00401629j -0.000701502-0.00467967j 0.00200317+0.000712084j 0.000470125+0.00118418j 0.00281092+0.00157033j -0.00214929+0.00103133j 0.00395226-0.000689917j 0.00169358-0.00133713j -0.00515872+0.0038453j -0.00142739-0.000559433j 0.000421582+0.000243746j 0.000805947+0.00214833j 0.00154125-0.00158213j -0.000402713+0.0041093j -0.00480893+0.00100001j -0.00400662-0.00300909j -0.0106151-0.0086414j -0.00852847+0.0125832j 0.000144431-0.00562685j -0.00934831-0.0041091j -0.000348048-0.00280249j -5.55181e-05+9.82804e-05j 0.00766479-0.0024284j 0.000562453+0.00370613j 0.00118959+0.000645187j -0.00322155+0.00186945j -0.00418481+0.00177978j -0.00786002-0.00514427j 0.00446578-0.0107059j -0.00613064-0.00416051j -0.0178-0.0141698j -0.0160034+0.0159878j 
0.00222798-0.000373865j 0.00333314-0.0022848j 0.00102328-0.00120828j -0.000759206-0.000841532j -0.000467737+0.0016703j 0.00101506+0.00290844j -0.000795185+0.00510371j -0.00409296+0.000352851j 0.00139911-0.000806313j 0.00103449+0.00240269j 0.00364162-0.00312091j 0.00174062-0.00353559j -0.000682748+0.000393894j -5.15084e-05-0.00179553j 0.00122868+0.00352049j 0.001452+0.00119149j 0.00414972+0.00188615j -0.0121285-0.00354576j 0.000328056+0.00931086j 4.45458e-05+0.00337273j -0.000302965+0.00472154j -0.008877+0.00304449j 0.00183269-0.00336359j -0.00305141-0.00777228j -0.00144023-0.00702225j -0.00155432-0.00221917j 0.0117584+0.00412969j -0.00359623-0.00660659j 0.000963719-0.00141371j -2.93275e-05-0.00220254j 0.000984498-0.00348048j 0.000226625+0.00213861j 0.0132457+0.0160057j 0.000274902-0.00940383j -0.00863622-0.00598123j -0.00383033-0.000632758j 0.00395141+0.00504082j 0.00113386-0.00532371j 0.000881736+0.000980381j 0.00153099+0.00212605j -0.000384505+0.00480964j -0.00559754+0.00367876j -0.00157111+4.68019e-05j -0.00423349-0.00449714j -0.00131529-0.00262731j 0.00263491+0.00302758j 0.00487127+0.00844648j -0.0082371-0.0086537j 0.00130917+0.000530706j -0.00175471+0.00209341j 0.00548669+0.00558678j 0.0035035-0.00561484j 0.00111833+0.00969128j 0.00304953-0.00785493j -0.00197074-0.00578297j -0.0027025-0.00366195j -0.00619682-0.00155157j 0.00206777-0.00366676j -0.00272022-0.00249008j -0.000496583+0.00241188j 0.0015836+0.00232405j 0.00331315-0.00162014j 0.000208813+0.00494728j 0.000134531-0.00353641j 0.000992916+8.0653e-05j 0.00120959+0.00207734j 0.000331981+0.00145458j 0.00017076-0.00205653j 0.00227396+0.000197531j 
-0.0026259-0.00137589j -0.000482649+0.000886215j -0.00208317+0.000202363j -0.00178512+0.000336945j -0.00401745+0.00105002j -0.00297069+0.000592559j 0.00202249-0.00202968j -0.00147103-0.000665843j -0.00442504-0.00164579j -0.00121366+0.0021123j -0.00280712-0.00104971j 0.000121962+0.00249116j -0.00141056-0.00645147j -0.00149872-0.00223941j 0.0027647-0.00258953j -0.00349875-0.00124118j 0.00067025+0.00211804j 0.00465509+0.00197309j -0.00283971-0.00432269j -0.00544871-0.00320359j -0.00338038+0.00190682j -0.0023013+0.000631121j 0.00282227+0.0120012j -0.00664151+0.00283172j -0.00867721-0.00561346j -0.00137509-0.00120431j 0.00698292+0.00659394j -0.000640496+0.00410532j 0.00515055+0.00259965j 0.0127507+0.0119952j -0.00207152-0.00615928j -0.00315093-0.00297015j -0.00261391-0.00108299j -0.00683835-0.00680437j 0.00241441-0.000418415j -0.00442803-0.00657662j 0.00435498+0.00337228j 0.00222269-0.00159011j -0.00105772+0.000334302j 0.00565305-0.00284412j -0.00222774-0.00243978j -0.00194214-0.00209072j -0.000925148-0.000698578j -0.00166736-0.00215932j 0.0077298+0.00126951j -0.00119802-5.42374e-05j -0.00130707-0.00241236j -0.00226767+0.00151866j 0.00122504-0.00297356j 0.00320595+0.00144179j -0.00235774+0.00295819j -0.00352839+0.0104613j 0.00807095-0.004592j -0.00565613+0.00857529j 0.00290102-0.0048792j 0.00728035-0.00518449j 0.00606769-0.00386434j -0.00577704+0.00643628j 0.000327729-0.00983693j 0.00215183+0.00236996j 0.00385565-0.000380416j -0.00407513+0.00160422j -0.00160529+0.000195234j -0.000472188+0.00135758j -0.00125463+0.000739416j -0.000624128+0.000814458j -0.00190304-0.000101026j -0.00288822+0.00172377j -0.000857215+0.000574155j 
-0.00210035+0.00100423j -0.00139171+0.00301422j 5.42903e-05+0.00241592j -0.00356638-0.00251823j -0.000752886+0.00139159j -0.00349732+0.00187593j 0.00195034-0.00104312j 0.0034227-0.00540349j -0.0010067+0.000789391j -0.00376159-0.00220637j 0.00243729-0.00188353j -0.0012231+0.0075328j 0.00518362-0.00348311j 0.000459689-0.00101041j 0.00704629-0.00213353j -0.00282176+0.00671544j -0.000108574+0.00431917j 0.00499604+0.00270879j -0.0020791+0.00354312j 0.00649367-0.00955282j 0.00213466-0.00688168j 0.00174222+0.00405656j -0.00720551+3.18172e-05j -0.00126624-0.00742418j -0.00336269+0.00305163j 0.000568436+0.00225684j -0.00068818+0.00177929j -0.00489345+0.000443603j -0.00269821+0.0021142j -0.0021769+0.0010408j 0.00282027+0.00291115j -0.0059231+0.000443054j 0.000617491-0.00168797j 0.000506886+0.00330903j -0.0015862-0.00321663j -0.000113914+0.00138326j 0.00460361-0.00578677j -0.00175839+0.00156541j 0.000455634-0.00289735j 0.00361776+0.00439664j 0.00191925-0.00463434j -0.00517829-0.00844233j -0.00429953-0.0032172j 0.00535034-0.000632049j -0.0157302+0.000970886j 0.00240288-0.00194942j 0.0223968+0.00507522j -0.0207782-0.0124669j -0.0109751-0.000478724j 0.0014954-0.00195631j -0.000684774-0.00295243j 0.000424702-0.00467988j 0.0034642+0.00690679j 0.00620786-0.0065953j -0.00343395+0.00659489j -0.00344224+0.0017285j -0.00288177+0.00758061j -0.00010153-0.00936716j -0.00169225-0.000900405j -0.0025521-0.00267078j -0.00513882+0.00465597j -0.000413069+0.00322247j 0.00102587+0.0022868j 0.000240182+0.000576751j -0.0013744+0.00189853j 0.000740445-0.000775719j 0.00124507+0.00139068j -0.000430533+0.00122833j -0.00340046-0.000331743j 
0.000535187+0.00334699j 0.00394542+0.000354813j 0.00176975+0.00163835j -0.000512763+0.00195349j 0.000774602-0.000780522j 0.000205585+0.00321032j 0.000907841-0.00136765j 0.000112123-0.00515148j 0.00432654-7.61328e-06j 0.0021175+0.00216962j 0.00213553+0.00430477j -0.00470672+0.00498838j -0.000966717+0.00545356j 0.00237997+0.00539991j -0.00244381-0.00177908j -0.00201194+0.00664896j -0.00179397+0.00653859j -0.00168245-0.00124044j -0.00943427+0.00705487j -0.00400519-0.00481774j 0.0026212-0.00516773j -0.00125642-0.0048211j -0.00281085+0.00238608j 0.00237677-0.00110682j 0.00766526-0.00211313j -0.00583496+0.0037299j 0.00206362-0.00253142j -0.00252525+0.000468326j 0.00216402-0.000945287j 0.00169205+0.000779051j -0.000773946-0.00331024j 0.00424785-0.00407223j 0.00189086+0.00418136j -0.000145087+1.81604e-05j 0.00878424+0.00157691j -0.00297387+0.000639629j 0.00130337-0.0029653j 0.0060022-0.0018885j 0.00268399-0.00358855j -0.00204965-0.00193609j 0.00586044-0.00148225j -0.00332616+0.0024181j 0.00672944-0.00149885j -0.00359813-0.0102634j 0.0128499+0.00412484j -0.00184778+0.00448216j -0.00802829-0.00973442j 0.00763093+0.0102212j 0.00641407+0.00587689j 0.00522841-0.00795708j -0.00324985-0.00581549j 0.00538711+0.00433454j -0.00255313-0.00294235j 0.000785547-0.0042641j 0.00146743-0.000475651j 0.00145049+0.00614459j 0.00688723-0.000887654j 0.00400532+0.000195333j 0.00315432-0.00365382j -0.00636311+0.0046441j 0.0049832-0.000930835j -0.000882662-0.00328609j 0.000852504-0.000317023j -0.00110509-0.000214782j 0.00340377-0.000539019j 0.000834468-0.000291798j 0.00190169-0.00299197j 0.00222297+0.00092714j -0.00232629+0.00458372j 
9.962e-05+0.00179965j -0.00125373-0.00048248j -0.00119098+0.00416931j -0.00323514+5.29937e-05j 0.000955474-0.000748717j -0.00415515+0.00170193j -0.00165576-0.0044382j 0.000187878-0.000653232j -0.010059-0.00579959j -0.00988599+0.00220194j -0.0101521-0.00882725j 0.00506623-0.00216165j 0.0103771+0.00164641j -0.00168824-0.0062549j 0.00594854+0.00287572j -0.0134977-0.00371866j 0.0027677-0.00483361j 0.003479+0.00040904j -0.00243798-0.00344934j 0.00632107-0.00353535j -0.00806648-0.00235108j 0.00410135-0.00873149j 0.00483711+0.00208619j 0.0003766-0.00464774j 0.00353475-0.00365762j -0.00459543-0.00441208j -0.00048917-0.00124702j -0.00173961+0.00273973j 0.00131901+0.00390647j -0.00328534+0.00225981j 3.31173e-05+0.00105747j 0.00209781-0.00246918j 0.00450126-0.00187511j 0.00444143-0.000939518j -0.00878751-0.00182597j -0.00400662-0.00759426j 0.00394638+0.00279576j -0.00133284-0.000833415j 0.00253659-0.00402594j 0.00361482-0.00241481j -0.00353003+0.00300447j 0.00193121-0.00254758j 0.00172151+0.001308j 0.00260863+0.00593936j 0.0131092+0.00206002j 0.00148818-0.00107281j -0.00933343+0.00727287j 0.0118062-0.00413523j 0.00202401+0.00167625j 0.00534976+0.00378003j -0.00169733-0.000470664j -0.00330584+0.00280835j 0.00446656+0.0100327j -8.61621e-05+0.00299427j 0.00187829-0.00077761j 0.00717447+0.00586471j 0.00185961+0.00202928j 0.003773+0.00283631j -0.00370386+0.000298399j 0.00495512-0.00111549j 0.000210984-0.00255144j -0.00026758-0.00501713j -0.00190974+0.00344576j -0.00444163-0.000375797j -0.0022559+0.000180929j -0.000841169+0.0011043j 0.000953958+0.00205213j -0.000916658-0.000760899j -0.00016973-0.0026472j 
0.00463179+0.00374928j 0.00312241-0.00201463j 9.53907e-05+0.000537691j -0.00149419+0.00137103j 0.00422435-0.00290737j -0.000246022+0.00117509j -0.00050263+0.00799227j 0.00292927+0.0031708j 0.00291656-0.00820859j 0.00129226+0.00243949j 0.000740519-0.00424383j -0.00645708-0.00107313j 0.00340041+0.00245469j 0.00205314+0.0008157j -0.00765805+0.00531296j -0.00173278-0.00350835j -0.000448379+0.00228175j -0.00619939-0.00295093j 0.00722062-0.0087301j 0.00579354-0.0170105j 0.00309021+0.00284627j 0.00379688-0.00614304j -0.00594706+0.00371955j -4.13958e-05-0.000633092j 0.00182905+0.00269387j 0.00515809+0.0042402j -0.00435057+0.0113587j 0.000376863+0.00223593j 0.00070332-0.0018663j 0.0111099-0.00473256j -0.00410808+0.00380929j -0.00498517-0.0016898j 0.00414479+0.00140034j 0.000865392-0.00121773j 3.62957e-06+0.00269855j 0.00157095-0.000168261j 0.00803207+0.00613691j 0.00166937+0.00522129j -0.00384762-0.00171494j 0.00220848-0.00414206j 0.00105516+0.00503924j -0.00262278+0.00389096j -0.00393886+0.0087376j -0.000287813+0.00284109j -0.0141368+0.0012363j 0.000702941+0.00272128j 0.00726181-0.00446344j -0.00641578+0.00799823j -0.0063415+0.00610414j -0.00816208+0.00565713j 0.00298256-0.00249016j -0.00219731+0.00361454j 0.00310463-0.00176397j -0.0017772+0.00263177j 0.00407067+0.00144468j -0.00336814-0.000835972j -0.00199677-0.000949305j -0.00229711+0.00775274j 0.00363673+0.00436996j -0.00275127+0.00430099j -0.00105928+0.000733231j 0.00790453-0.00428012j 0.00355036+0.00274137j -0.00344258-0.00419914j -0.000908093-0.00265444j -0.000434154+0.000756828j 0.000323614+0.00261227j 0.0072263-0.00356695j 0.00170641-0.00315316j 
-0.000734532+0.00312121j 0.00297653-0.000600166j 0.0010109-0.00188269j -0.00167342-0.00112944j -0.00125719+0.00011723j -0.000892295+0.00700633j 0.00230178+0.00192153j 0.000564168+0.000170344j -0.000790676-0.00224995j -0.00476025+0.000256795j -0.00211343+0.00275161j 0.00130748-0.00497409j 0.000149929+0.00614252j -0.00255905+0.000632539j 0.00100585+0.00241491j -2.45172e-06-0.0107167j 0.00225198-0.00126759j 0.00646702+0.00317015j 0.00557408-0.00832934j -0.00767457+0.00512647j -0.00626582+0.00536261j 0.000340298-0.00498633j 0.00549246+0.00316492j -0.00443572+0.00361672j -0.00072508+0.00225528j 0.00976243-0.00498325j 0.00168038+0.00463133j 0.00127474+0.00113139j 0.00300808+0.0038298j -0.00206441-0.00300376j 0.00533609+0.00051673j -0.00376081+0.0062202j -0.00492266-1.41814e-05j 0.00397142+0.00400368j -0.00216224+0.00595304j 0.00419963+0.000320507j 0.00336601+0.0053194j 0.0043315-0.000877599j -0.000519013+0.00694629j 0.00280518-0.000837869j 0.000343498-0.000545505j -0.0032543-0.00260909j -0.00368475+0.00414105j 0.00634415-0.00298096j 0.00060128+0.00126344j -0.00172463+0.00170219j -0.00234277+0.0014839j 0.00151977-4.48438e-05j -0.00329126-0.00455444j 0.00240118+0.00352501j -0.00291992-0.00226862j -0.000181827+0.00488798j -0.000729639-0.000260665j -0.00223418+0.00551719j 0.00814556-0.00504282j -0.0019083+0.00289234j 5.38918e-05-0.000363058j -0.00188215+0.00613559j -0.00393796-0.00247877j 0.00400508+0.000701112j -0.00106232+0.000375758j 0.00116684-0.00318175j -0.00524755+0.00108572j -0.00306231+0.000737069j -0.00255808+0.00115659j -0.00162444+0.00194522j -0.00061882-0.000536426j -0.000239453-7.69877e-05j -0.0020894+0.00189404j 
0.00115856+0.00166315j 0.000328529-0.000460902j -0.00294794+0.00686677j -4.46637e-05-0.00136349j -0.00213316-0.00176998j -0.00304297+0.000559495j 0.00176638+0.000356833j -0.000890255+0.000148569j 0.00116221-0.00581707j 0.00324137+0.00372511j 0.00309491+0.00305869j -0.00374722-0.00312603j -0.00702927+0.0115223j 0.00113474+0.000630618j -0.00117688-0.00624817j 0.0051173+0.00101195j -0.00228515-0.000176541j 0.00354038-0.00189147j 0.00132172+0.00332047j -0.00395225-0.00155602j 0.00295941-0.00244821j 0.00217312+0.00622284j -0.00413747-0.00309625j 0.00103084-0.00774452j -0.00232289-0.00247499j 0.000611128-0.00466006j -0.00140123-0.00330944j 0.00141443+0.00395647j 0.00157988+0.000518991j 0.0115521+0.00358964j -0.00559001+0.000775776j 0.00129564+0.00113482j -0.00211345-0.00197211j -0.000785584+0.000263237j 0.00552346+0.00394374j -0.000207526+0.00493644j 0.0018778+0.000738393j 0.00495965+0.00909939j -0.000128766-0.00282483j -0.00112895+0.00707838j 0.00248058+0.00144209j -0.000311933-0.00694364j -0.000456295-0.00362965j -0.00250085-0.00520459j -0.00343805+0.00616957j -0.00117782-0.00643775j -0.00558349-0.00385555j -0.0037387+0.00197324j -0.00150837-0.00330047j -0.00131931-0.00303829j -9.54216e-05-0.00307737j 0.000552883-0.00580149j 0.00202527-0.00152541j 0.000933056-0.0147609j -0.00282733+0.00857964j -0.000417199+0.00439582j -0.00402743+0.00754951j 0.0021466-0.00255685j 0.00178606+0.00301728j -0.00269569+0.00577462j 0.00113858+0.00406291j 0.0042572-0.000320104j 0.00025629-0.000464974j 0.00170528-0.00225178j -0.00329799+0.00113782j 0.00631108-0.00151654j -0.000866612+0.000136695j -0.000892981-0.000445777j 0.00379075-2.7687e-05j 
0.00132924+0.00489239j 0.00213306-0.00525065j -0.0017523-0.00176918j 0.000259366-0.00317657j -0.00156245+0.002168j -0.00467869+0.00661254j 6.4122e-05+0.00471682j -0.00384179-0.00182327j 0.000102305-0.00708881j -0.00176908+0.00110453j -0.00646828+0.00855873j -0.00774513+0.00107132j -0.00248252+0.00223374j 0.00117782-0.00407993j 0.00140851+0.00315202j -0.000920657+0.0130773j 0.00239036-0.00468695j 0.00212678+0.00701711j -0.0076956+0.008989j -0.00265344+0.00880144j 0.00509492-0.00898737j 0.00913316-0.00293717j 0.00393535+0.00371374j 0.0103115-0.00846048j 0.00478467-0.00154492j 0.00290363+0.00119142j -0.00568709+0.00288575j 0.00479774+0.00226899j -0.00538759+0.00602298j 0.000626665+0.00273989j -0.00668505-0.000828495j 0.00214283+0.00502645j -0.00463771-0.00106968j 0.00843037+0.000660665j 0.000289729+0.00213712j -0.00103868-0.00512261j -0.00326331+0.00124613j 0.00419736+0.000794547j 0.00289526-0.00387936j -0.000130269+0.00103546j 0.00110582-0.00296822j 0.000391362+0.0054582j 0.000365908-0.00100686j -0.00410782-0.004188j 0.00230509-0.00429389j 0.000632231-0.00355282j -0.00995555-0.000912471j 0.00831065-0.0024652j -0.00270729+0.000974834j -0.00541156-0.00114615j -0.00464618+0.00506957j -0.00137033+0.000875279j -0.00541939+0.000832425j -0.00227415+0.000399676j -0.0053041-0.000757757j 0.00697021-0.00522905j -0.00306863-0.00423771j -2.09748e-05+0.00345052j 0.000319928+0.00109362j 0.00489324+0.003259j -0.00168839-0.00101714j -0.00396597+0.00238088j -0.00468972+0.00236531j -0.00103288+0.000272446j -7.62839e-06-0.00319191j 0.000797208+0.00179747j -0.00489215+0.000586616j 0.00439587+0.000130414j 0.00521363+0.0014585j 
0.00458574-0.00297687j 0.00391139+0.000422161j -0.00174816-0.000493701j 0.000749252+0.00126522j 0.00363297+0.000358926j 0.00290423+0.00145377j 0.00139+0.00710876j 0.00179335+0.00115339j -0.000771624+0.00509447j 0.00315502-0.00435187j -0.00401083-0.0012943j -0.00781653-0.00372675j -0.00184432-0.00718531j 0.00462281-0.0035122j -0.00482925-0.000162226j 2.66486e-05-0.00102805j -0.00329263+0.00146455j -0.000316204+0.0014714j 0.00387802+0.000245619j 0.00630837-0.000654291j 0.00290259+0.00503533j 0.00250272+0.00927683j 0.00181195-0.00271601j -0.00100621+0.00390086j -0.00338003+0.000208425j -0.00293821+0.000112083j -0.00406055+0.0015825j 0.00752711-0.00314946j 0.00220395-0.00214795j 0.00187019-0.00434536j -0.00449845+0.00146802j 0.00211853-0.000972074j -0.00393517+0.000318338j 0.00365331-0.00847453j 0.00274132-0.00825342j -0.000647505+0.00227239j -0.00266733+0.00500566j 0.00203074+0.00111608j -0.00228077+0.00467137j 0.000796227+0.00310145j -0.00288265+0.000494574j 9.16707e-05+0.00213149j -0.00122304+0.001708j -0.00368293+0.00282491j 0.0132574-0.00556243j -0.00389843+0.00128458j -0.0130871+0.0103681j 0.0153809-0.0059676j 0.00420819-0.00686542j -0.00267354+0.00222225j -0.0015765+0.00127905j -0.00326823-0.00756223j -0.00486357-0.000725163j -0.00687942+0.00697651j 0.00560531-0.00669973j 0.00393935-0.00302395j 0.00373169+0.00147152j 0.00438456-0.000829287j 0.000493931+0.00353156j 0.00458696+0.000906638j 1.26803e-05+0.00158511j -0.000549882-0.00546528j 0.00230921+0.00104954j -0.00242771+0.000996626j -0.00161108+0.00117751j -0.000586747-0.00029034j -0.00259815-0.00221551j -0.00137893-1.50186e-05j 0.000481681+0.00290359j 
0.0015259+2.1635e-05j 0.0021402-0.00113054j 0.000173023+0.00291048j 0.000943422+0.000263414j -0.00141426-0.000135008j 0.000659542+0.00239618j -0.00216756+7.94136e-06j -1.75237e-05+0.000771213j -0.0020087-0.00224152j -0.00410286+0.00114913j -0.00152894+0.00313108j 0.00179302-0.0062736j 0.00226293+0.00245314j -0.00902233-0.00248505j 0.00493741-0.00587296j 0.000439246-0.00465579j 0.0028727-0.00017957j -0.00387678+0.00306163j 0.00259272-0.0027655j 0.00462494+0.00791702j 0.000870562-0.000142867j 0.00420189-0.00191367j -0.0042389+0.0063722j 0.00019807+0.00478869j -0.00266916+0.00280826j 0.00369085-0.00391773j 0.00311539-0.00620377j -0.00222782-0.00174416j 0.000478535+7.86268e-06j -0.00196674+0.00248785j 0.00355154-0.00913454j -0.000489804+0.0120308j 0.00705395-0.00134258j -0.00142563+0.00113554j -0.000923705+0.00352252j -0.00282608-0.00219974j 0.002081-0.00306359j -0.00276442+0.00214619j -0.000302366+0.00249216j 0.00405374-0.00256481j 0.00463344-0.00371715j -0.0046707+0.00461299j -0.00416024+0.00675986j 0.00274216-0.0025133j -0.0197092+0.011886j -0.00441173-0.00235956j 0.016028-0.0104642j -0.0173544+0.0149405j -0.0066396+0.00217111j 0.00024477+0.00130023j 0.00586975+0.00257976j 0.00257046+0.000970441j 0.00485537-0.00544713j -0.00325073+0.00329327j -0.00306248-0.00419998j -0.00115165-0.00122741j -0.00317224-0.000795055j -0.00133089+0.00227883j -0.002209+0.00072176j 0.00194094+0.000446253j -0.00058995-0.00206566j 0.0016488-0.00165032j 0.000173979+9.37389e-05j 0.00103983+0.00120775j 0.000119841+0.00252584j 0.00275598-0.00296159j -0.000201477-0.00159821j -0.00177965-0.000560173j 0.00110789+0.0020096j 
-0.00303082-0.00158926j -0.000110208+0.00186143j 0.00135061+0.00342719j 0.000103853+0.00217321j -0.0016517-0.00247088j -0.000244463+3.15279e-05j -0.000158827-0.00134231j 0.00332899-0.0042658j 0.00383544+0.00322823j 0.0035663-0.00131879j 0.00827304+0.00545992j -0.00206447-0.00434654j 0.000757454+0.00521103j 0.0028408+9.02783e-05j -0.00508971-0.000459805j 0.00142956-0.00716734j -0.0016904-0.00120382j 0.000242584-0.00464057j -0.00296369-0.00246895j -0.00901089+0.000320387j -0.000733739-0.000325067j -0.0088639-0.0051106j 0.000277418-0.0089081j -0.000775772+0.000130971j 7.91999e-05+0.0037375j 0.00483001-0.017887j -0.00522437+0.00392035j 0.0028098+0.000187551j -0.00242974+0.00142615j 0.00181775+0.00969799j -0.00262787+0.00338389j 0.00250326+0.00151663j -0.0132173+0.00488423j 0.00296318-0.00159079j 0.00741733-0.00410766j 0.00221636-0.00487276j 0.000377886-0.00621734j 0.00920259-0.00488879j 0.00148971+0.00221655j -0.00163577+0.000118332j -0.00226379+0.000417051j 0.00319975+0.0074473j -0.00180847+0.00229212j 0.00246472+0.000711432j -0.00269703+0.00486309j 0.00526093+0.00473167j -0.000548127+0.00309451j 0.00383822+0.00189034j -0.00121159+0.00699621j 0.00141386-0.00186328j -0.00391558+0.00466925j -0.00241262-0.0030628j -0.000252132+0.00362322j -0.00143236-0.00343726j 0.00428363+0.00106969j -0.00121941+0.00513786j 0.00339412-0.0030619j 0.00175331-0.00843821j 0.00084734+0.00465616j -0.00128072-0.00434001j 0.00265579-0.00427734j 0.00298463-0.00232774j -0.00515157+0.00014421j -0.000507716-0.00174905j -0.000275658+0.000875714j 3.38371e-05+0.000130064j 0.00383242-0.00047055j -0.00242568-0.000258303j -0.00390345-0.00112943j 
-0.00116618+0.0040541j 0.00136254-0.00286581j -0.000124378-0.00206057j 0.00100107-0.000144382j -0.00312702+0.00184075j -0.00281997-0.00398655j -0.000296825-0.00425025j 0.00278813-0.00530202j 0.000133235+0.00174543j 0.00106212-0.000722457j -0.00249858+0.00607114j -0.00528302-0.00533889j 0.00129566+0.00503621j -0.00518414+0.00862073j -0.00114275-0.001992j 0.000110758-0.000683939j 0.00249804-0.00814751j -0.00364948-0.00016345j 0.00617295+0.000981043j -0.000793532+0.00222007j -0.000345165-0.00828442j 0.00862013-0.0076888j -0.00121216-0.00303515j 0.00282437-0.00496849j -0.006366+0.00511476j -0.00432026+0.0039054j -0.00408425-0.00250642j 0.00860471-0.004758j 0.00263871+0.00887426j 0.00711731+0.00633381j 0.00137886-0.00846076j -0.00244469+0.00359908j 0.000384369-0.00322262j -0.00429962+0.00290235j -0.0048124+0.00430404j -0.000311428-0.00135993j 0.00303634+0.00253285j 0.00114939-0.00396252j -0.00270455-8.22506e-05j 0.00211039+0.00138014j -0.00158975+0.000721527j -0.00788703+0.00529141j -0.000668379-0.00320817j -0.0026913+0.00155083j 0.00159231+0.000375353j -0.00115251-0.00081197j -0.000103256+0.000208862j -0.00194081+0.000618462j -0.00655996+0.0037324j -0.000676626-0.00627502j 0.000468088+0.000122183j -0.00469199-0.00271358j -0.00948258+0.00939245j -0.00125625-0.0028794j 0.00123879-0.000748725j -0.00147531+0.00653922j -0.00184443+0.000202135j -0.00314994-0.00752137j -0.00437701+0.00452066j 0.00718255+0.000175693j -0.000200181+0.00570693j 0.000826369-0.000553262j -0.00115163-0.00133609j -0.00473975-0.00230897j -0.00103939-7.07267e-06j -0.00250914-3.43597e-05j -0.00209953-0.00374855j 0.00447781+0.000935667j 0.00111883-0.000105074j 
0.000455941+0.00160575j 0.00253049-0.000801034j 0.00112063-0.00207237j 0.000208671+0.000162108j 0.00152732+0.00280681j 0.0022361-0.0011959j -0.00245619-0.000810589j 0.000817566-0.00237699j 0.00020113+0.0024062j -0.00240548+0.00210122j 0.00225499-0.000265583j -0.00498248+0.0030257j 0.00131526-0.00381346j -0.00552333+0.00071959j 0.00188062-0.00875196j -0.00330126-0.00463875j 0.00122648-0.00427364j -0.00176397-0.0100582j 0.00132118-0.00425599j 0.00819593-0.000721262j 0.00465014-0.00542577j 0.00332575+0.00322595j -0.0046432+0.00168916j 0.00373686+0.00639861j -0.00322199+0.0053523j -0.000909409+0.000137703j -1.10365e-05+0.00231716j -0.00125195+0.00165526j 3.32423e-05+0.00735919j -8.6769e-05+0.00318601j 0.000392398-0.000344808j 0.00193549+0.000491616j 0.00496302+0.00415816j 0.0030508-0.000342935j -0.00226369+0.00917353j -0.00250034+0.00256845j -0.00199711+0.00491386j -0.000949347+0.00288934j -0.00228049+0.00503288j 0.00130905-0.00436794j -0.000894644+0.0033614j 0.000919342-0.000487869j -0.00179287+0.00821985j 0.000513245+0.000557046j -0.00766362+0.00056727j 0.00340831-0.00537275j 0.00786445-0.00848226j -0.0108418+0.0115498j -0.00490415+0.000907134j 0.000273191-0.00351749j 0.00098189+4.49625e-05j -0.00139379+0.0109809j 0.005471-0.00506519j -0.00236165+0.0030364j -0.00745504+0.00141602j -0.00224928+0.00547607j -0.00383298-0.00240317j -0.00188438+0.00238553j -0.00427074+0.00187717j -0.00345833+0.00236299j -0.00277703-0.000525922j 0.00210115-0.00207807j 0.00404409-0.0010434j 0.000879989-6.50778e-05j 0.00118405-0.000106527j -0.000660534-0.000985795j -0.0016044-0.00248497j 0.0034664+0.000440776j 0.000188204+0.00123037j 
