0.000833127+0.0105711j -0.0109575+0.00139111j -0.00656243+0.00044458j 0.000617153+0.0061178j -0.00163102+0.00202837j -0.00269613+0.00279667j 0.00428672+0.00488048j -0.00245148+0.00122319j -0.00212672-0.00144833j 0.00226427-0.00210188j 0.00257294-0.00104909j -0.00270811+0.00440402j 0.00485275-0.00666915j 0.00442076+0.00691128j 0.00227134-0.0014062j 0.000604194+0.00250044j -0.00157906+9.96128e-05j -0.00535051-0.00120122j 0.00210517-0.000753873j -0.00614087+0.000800842j 0.000504272+0.00209765j -0.00297873+0.00126482j -0.000718205-0.00139028j 0.00180773+0.00469655j 0.00624228-0.00299787j 0.00473391-0.00156833j 0.00293822+0.000339177j -0.00531282+0.000442458j 0.000204218-0.00334298j 0.00247334-0.00203854j 0.0033714-0.00186019j -0.0030915-0.00321465j -5.78061e-05+0.00867451j -0.00265317+0.000167557j -0.00161913+0.00712211j 0.00312961-0.00633972j -0.0033391-0.000944192j -0.00132331+0.00401629j -0.000701502-0.00467967j 0.00200317+0.000712084j 0.000470125+0.00118418j 0.00281092+0.00157033j -0.00214929+0.00103133j 0.00395226-0.000689917j 0.00169358-0.00133713j -0.00515872+0.0038453j -0.00142739-0.000559433j 0.000421582+0.000243746j 0.000805947+0.00214833j 0.00154125-0.00158213j -0.000402713+0.0041093j -0.00480893+0.00100001j -0.00400662-0.00300909j -0.0106151-0.0086414j -0.00852847+0.0125832j 0.000144431-0.00562685j -0.00934831-0.0041091j -0.000348048-0.00280249j -5.55181e-05+9.82804e-05j 0.00766479-0.0024284j 0.000562453+0.00370613j 0.00118959+0.000645187j -0.00322155+0.00186945j -0.00418481+0.00177978j -0.00786002-0.00514427j 0.00446578-0.0107059j -0.00613064-0.00416051j -0.0178-0.0141698j -0.0160034+0.0159878j 
0.000908233-0.00267472j -0.00232441-0.00287752j 0.00142278+0.00206669j 0.00506405+0.000333099j -0.000984702+0.00100932j -0.00499234-0.00331965j -0.00539554+0.00176793j -0.00319091-0.00465013j 0.00178066-0.00241511j -0.000736103+0.0022986j 0.00279585+0.000549339j -0.00576609-0.00668953j 0.00245574+0.00377444j 0.00524106+2.62814e-05j 0.00216252-0.00212599j -0.00683646+0.00105507j -0.00482242-0.000215675j 0.00189416-0.00962022j -0.0125956-0.0119717j 0.00148879+0.00465414j 0.00517527+0.00490378j -0.0044422-0.00372716j -0.00125173-0.00183057j 0.00359073+0.00303154j 0.00333834-0.00290236j 0.000764752+0.00429636j 0.00263091+0.0111546j -0.00271459+4.61957e-05j -0.00134315+0.00359361j -0.000802351-0.00109466j -0.00272673-0.00895229j 0.000204911+0.00322053j -0.0016747+0.00715677j 0.00354224-6.35524e-05j -0.00203424+0.00113069j -0.0037652+0.00199606j 0.00257539+0.00965883j -0.000150629-0.00131075j 0.000328745+0.00567499j -0.000282763+0.00221937j 0.00483079+0.00251425j 0.0069109-9.87339e-05j 0.00196006-0.00232695j 0.00273343-0.000500336j 0.00063069+0.00048946j 0.0065724-0.00131456j 0.00388491+0.00712182j 0.00476972-0.00633529j 0.000551092+0.00201666j -0.000740967-0.00042139j 0.00249771+0.00259414j -0.00275171+0.00401563j -0.0011918+0.00659936j 0.00301101+0.00136251j 0.00129442-0.00608629j 0.000597913+0.00189454j -0.00282861-0.00056453j -0.00252682-0.0021114j 0.00547579-0.00301658j -0.00173223+0.0032262j -0.00263171+0.00358999j -0.000851875+0.00079725j -0.00389314+0.000394494j -0.000682256-0.00206898j -0.00490634+0.00323088j 0.00247455-0.00420986j 0.000364017-0.00306866j -0.00225333-0.00163942j 0.00110228-0.00308301j 
-0.00191232-0.000637749j -0.00084057+0.000739274j 0.00281918-0.00101617j -0.00115516-0.00238142j -0.00111673-0.00652184j -0.00320729-0.00134764j 0.000522064-0.00251209j 0.000604379-0.00555906j -0.000314978-0.00754565j -0.00694727+0.00017946j -0.00119083-0.00238954j 0.00238459+0.00354749j 0.00459425+0.00680862j -0.00798935+1.91453e-06j 0.00918498+0.0109585j 0.00511068-0.00614233j 0.00951568+0.00304642j -0.00160599+0.00213975j 0.00600518+0.00265418j -0.00129689+0.00325392j 0.000571779+0.000770219j -0.00309933+0.00428163j -0.003296-0.000741054j -0.0025425+0.00470857j -0.00193151-0.00275923j 0.00866126+0.00943656j 0.00129958+0.00554356j -0.00771348-0.00367654j -0.00184043-0.00307638j 0.00724578-0.0130204j -0.00203342-0.000811243j 0.0140991-0.00724319j -0.000109427+0.00253282j 0.00248166-0.00179991j 0.0134575+0.00621778j 0.00291853+0.000228522j -0.000675154+0.00327867j 0.00631954-0.00459291j 0.00285873+0.00569138j -0.000824313-0.00163235j 0.000621993-0.00035224j 1.2221e-05+0.00473351j 0.0045218-0.0029946j 0.000599528-0.000184207j 0.00901219-0.0163942j -0.00281983-0.00683396j -0.0105767+0.00272123j 0.00833122-0.0101832j 0.00556197+0.000988466j 0.0067483-6.94163e-05j -0.000279831-0.0013042j -0.000404198+0.00513909j -0.00377844+0.000594236j 0.00115906+0.000247358j 0.00236351+0.000735205j -0.00331258-0.00283313j 0.00280473+0.00358522j -0.000731133+0.00253649j 0.000148418-0.00131888j 0.00165046+0.00473429j 0.00154639+0.00139701j -0.000911581-0.000693272j -0.00146604-2.75311e-05j -0.00110988+0.00096499j 5.51976e-05+0.00236071j 0.00170298-0.000880235j 0.00375808-0.00165727j -0.00195304-0.0003327j -0.00186227+0.000123121j 
-0.000608903-0.00047789j -0.00297856-0.000833177j 6.08689e-05-0.00441831j 0.00140027-0.000248294j 0.000791466+0.00138236j -0.000640581+0.000560538j 0.000482678-0.00172619j -0.0023139+0.00373301j 0.0120258-0.000140608j 0.000163764+0.00274236j 0.00591715-0.00286477j -0.00658507-0.000496001j 0.0114826-0.00724775j 0.0066265-0.00407413j 0.00429441+0.0017421j -0.00885898-0.00106825j -0.00147939-0.000735193j -0.00510727+0.00570416j 0.00173268+0.001192j 0.00434813+0.0070999j -0.00459232-0.00320783j -0.0088546-0.00194503j -0.000150977+0.000842116j 0.00406264-0.00529081j 0.00366251+0.00357237j -0.00307737-0.00625106j 0.000406006+0.000574183j -0.00304096-0.000656209j 0.00137703+0.00408171j 0.00815661+0.00222876j -0.00382363+0.00102863j 0.00767969+0.00405146j 0.00305216-0.00307901j 0.000684925+0.000375392j 0.00863275-0.00134787j 0.00585959-0.00092593j 0.00239887-0.0125549j -0.00450828-0.00219616j 0.0105391+0.00170688j -0.000388847-0.00128765j 0.00126436-0.00679079j 0.011241+0.00243458j -0.000387739+0.00444152j 0.00208749-0.00169597j -0.00136449+0.0224736j 0.00245513-0.00413336j 0.00380157-0.0213904j 0.0077665+0.0161053j 0.00201429+0.0121569j -0.00372733+0.00539671j 0.00312601-0.00326635j -0.00258018-0.00288367j -0.00254907-0.00320968j 0.00155669+0.00293765j 0.000514009+0.000141506j 0.000864096+0.00425532j -0.00606913+0.00482731j -0.00954774+0.00316664j 2.10184e-05-0.00103126j 0.00722205+0.000578918j -0.003162+0.00251326j -0.000448482-5.83533e-05j -0.000539815-0.000880499j -0.00562406+0.00227847j -0.00334492-0.00182511j -0.00130996+0.00304938j -0.000659652-0.000655548j -0.00249508+0.00209864j 0.000695621+0.000258026j 
-0.00201346-0.00181018j 0.00186661-0.00504877j 0.00115794+0.000958365j -0.00145264+0.00676635j 0.00423058+0.00468816j 0.00209516+0.00627315j -0.00603801+0.00577276j -0.00281228-0.00144148j 0.00374646+0.00203263j 0.00285739+0.00626936j 0.00693373+0.00265115j -0.00226731-0.00557205j -0.00304957-0.00514787j -0.00236994+0.00634145j -0.0039477-0.00646411j 0.000129924+0.00482409j -0.0060737-0.00630348j 0.00401601+0.00491108j 0.00465767+0.00461583j 0.00172232+0.00268256j -0.00494043+0.00683489j -0.00326189-0.00213523j 0.00494805-0.00256612j -0.000440423-0.00189951j 0.00547388-0.00369241j -0.00169598+0.00148766j -0.00270078-0.00281194j -0.00569918+0.0039829j 0.00214428+0.0002177j -0.00141698+0.0032278j 0.00115522-0.00545744j -0.00249457+0.00110175j 0.002755-0.00300776j -0.00451566-0.000987458j -0.00219034+0.0125297j 0.00175535+0.00660893j 0.000374191+0.00576729j -0.000242206+0.00464336j -8.22668e-05-0.000402823j 0.00157415+0.000205362j 0.000562462+0.00109391j -0.00491971+0.00226649j -0.00259786-0.00163286j 0.000398383-0.00597722j 0.00176527-0.0061135j 0.00137715+0.00162103j 0.000954495-0.00014212j -0.00467464+0.000567866j -0.0026174-0.00334434j 0.000539923-0.00285646j -0.00147301-0.00486001j 0.00156306+0.00167416j 0.00200201-0.00144214j -0.0034954-0.000923228j -0.000238484+0.00382702j 0.00111959-0.0016366j -0.00277971+0.00380609j -0.0031256+0.0038076j -0.00388461+0.00107368j -0.0037595+0.00190521j -0.00221064-0.00117899j 0.00299346+0.000341998j -0.00299146+0.00369031j -0.000892722-0.00163552j 0.00118433+0.00056465j 0.00287465+0.000112409j 0.00504881-0.000404627j -0.000750185-0.00059193j -0.00245436-0.000645558j 
-0.00141335+0.000875807j -0.000342643-0.000613799j -0.00123272-0.00181896j -0.0014927-0.00357793j 0.00128097-0.0012933j 0.00155167-0.000298802j 0.000962262+0.00203129j 0.000338451-0.00430814j -0.00101281-0.00109411j 0.00226023-0.00110059j 0.00321387+0.0011587j -0.00126361+0.00403493j 0.000148703+0.00609732j 1.12893e-05+0.00301417j -0.00573769+0.000761444j -0.00707115+0.000614408j -0.00783079+0.000275879j -0.00122633-0.00539885j -0.00561491-0.0025511j 0.0019765+0.0044949j 0.00280386-0.00265273j 0.00383292+0.00469197j -0.0049558-0.00427318j 0.00808247+0.00222307j 0.00408778+0.00170127j -0.00273581-0.00265664j -0.00300708+0.0065393j 0.00727369+0.000152572j 0.0009309+0.00424261j -0.00151549+0.00297189j 0.0036832+0.00201057j -0.00754899-0.00394459j -0.00310184+0.00841744j 0.000770337-0.00396787j -0.000872711+0.000340758j -0.00459501+0.00249215j -0.000986178+0.00854312j 6.85104e-05-0.00433133j 0.00220716+0.00406116j -0.00470988+0.00210518j 0.00161604+0.00162677j 0.00524248-0.00580353j 0.00365759+0.000838951j 0.00383178+0.00155429j -0.00176789-0.00831007j 0.000386064-0.00369153j -0.00126272+0.0116964j 0.00333602-0.0106166j -0.000935014-0.00300517j 0.000120316-0.00410662j -0.000944594+0.00259936j 0.000651552+0.00391595j -0.00152693+9.92777e-05j 6.06292e-05+0.00269468j 0.00280264+0.000896902j 0.0032704+0.00457969j -0.00138149-0.00264089j 0.00204735-0.00186811j 0.00640703+0.00330896j -0.00282827-0.00104596j -0.00311576-0.00156971j -8.38536e-05-0.000166254j -0.000988274+0.000700202j 0.000756117-0.000107332j -0.00349739-0.000640347j 0.000945452-0.000128545j -0.00143505-0.00251964j -0.00013315+0.000358406j -0.000717153-0.000704365j 
-0.00129292+0.00430269j -0.000431216+0.00539593j 0.00570406-0.0037761j -0.000662476-0.00380638j 0.00229998-0.00279686j 0.000867819-0.00580036j -0.00393545-0.000346868j 0.00144241+0.00388209j 0.00608241+0.00225186j 0.00158898-0.000675597j 0.0121541+0.00141623j -0.0085129+0.0103243j 0.00459366+0.000948041j 0.00162083+0.0110574j -0.0112663-0.00319663j -0.00302293-0.00162715j -0.00738669+0.000326954j -0.00570517-0.00440462j -0.00127524-0.0025714j 0.00647065+0.00616447j -0.00520781-0.00249139j -0.00870171+0.00220248j -0.000393976-0.00125691j 0.00190566-0.00243883j -0.00172729+0.000847353j -0.00124596+0.000531255j 0.00242911-0.00655291j 0.000954225-0.0046248j 0.00613427+0.00302527j 0.00432012-0.00193899j -0.00538698+0.00160283j 0.00167187-0.00261169j 0.00415739+0.00286155j -0.00131085+0.0047798j -0.00540646+0.00107181j 0.000273606+0.0037903j -0.00448906+0.00899141j -0.00338466+0.00341465j 0.00153032-0.00532711j 0.000773898+0.0030477j -0.00100068+0.0023917j 0.000543653-0.0106777j -0.00218072-0.000964229j -0.000512139+0.000513259j 0.00686991-0.00210207j 0.00427581+0.00358961j 0.000496601+0.00538361j 0.00513433-0.00278154j 0.000851629-0.00885961j -0.00112962-0.00250107j 0.00180528-0.00384984j -0.00235938+0.00436747j 0.00215416+0.00144561j -0.00303589+0.00386846j 0.000330766-0.00163961j 0.00324269+0.00126057j -0.00579279-0.000431065j -0.00479397+0.00223424j -0.0035776-0.00178553j -0.00302995+0.000140213j -0.00614487+0.00269255j 0.0030184+0.00141987j 0.0010788-0.000856361j -0.000868992-0.00116425j -0.0017965+0.00127109j -0.00195734+0.00074729j -0.000631878-0.000683519j 0.00148812+0.000408876j -0.0045301+0.00194384j 
-0.00236465+0.00142026j -0.0010263-0.00382444j -0.0010683-0.00966431j -0.000587155+0.000862262j -0.00063782+0.00629643j 0.00252271-0.00492153j -0.00106928+0.00427999j 0.00201172+0.00683586j -0.00148739+0.00951527j -0.00196799+0.000891747j -0.00519902-0.00574242j -0.00128381-0.00287487j -0.00211497-0.0118924j -0.00431085-0.00282381j 0.00474712-0.0050984j 0.0012458+0.00249549j 0.00357881+0.00309706j 0.000331344-0.00959715j 0.000818829+0.000836443j 0.00112175-0.00468838j 0.00384029+0.00237203j -0.00323214+0.00940371j 0.000220441-0.00931879j 0.0031728+0.00283121j -0.00386321-0.00162025j 0.00117299-0.000575499j 0.00160241+0.00254052j 5.18992e-05+0.00766431j -0.00306595+0.00271963j 0.00451843+0.000673513j 0.000788568-0.00182378j 0.00160111-0.00299346j -0.00133163+0.00456708j 0.00149569-0.00325823j 0.00886158-0.00372878j 0.00326579+0.00234013j -0.0041339+0.00593073j 0.000512933-0.00332374j 0.00144139+0.00287196j -0.00347528-0.0005022j -0.00203957+0.00229602j 0.00555932-0.00266206j 0.000895087+0.000408022j -0.00107267+0.00113959j -0.00102857-0.0079847j -0.00635044+0.00102139j -0.00872661+0.0075692j 0.00283619-0.00584572j 0.00465574-0.00286174j 0.00149789-0.00544794j 0.00139829+0.00218458j 0.00148618+0.000665248j -0.000948386-0.00092136j 0.000248496+0.00290764j -0.000339334-0.00295208j -0.00114976+0.00128941j -0.000641157-0.00336699j 0.00475741-0.00447749j -0.000585324+0.00174995j 0.0014393+0.000805247j 0.00121093+0.00236944j -0.000325847+0.000402555j 0.0027815-0.00235682j 0.00251748-0.000979102j 0.00116445+0.000112646j -0.00105476+0.00141755j -0.00167537-0.00222722j -4.05277e-06+4.56096e-05j 0.000645226+0.00106518j 
-0.0025244+0.00782836j -0.000632033-0.00128291j -0.000645953+0.00196043j 0.000101265-0.00301638j -0.000803881+0.00842555j -0.000971472-0.000859484j 0.000839722-0.00869143j 0.003355+0.00112032j 0.00202746+0.00131374j -0.0023763-0.00557958j 0.00347077-0.0032642j -0.00431656-0.00177227j 0.00582854+0.0025071j 0.0022796-0.000974453j 0.00105033-0.00179366j 0.000247134-0.0115831j 0.000365867-0.0049429j -0.000751576+0.00440466j 0.00456217-0.00234668j -0.000392721+0.0067015j -0.000348874-0.00188018j 0.00150936+0.00620336j -0.0074736-0.00285032j 0.001255+0.00287095j -0.00581616+0.00476086j 0.000952869+0.000778693j 0.0014579-0.000578317j 0.00268382-0.00497682j -0.000391308+0.00105074j 0.0045771-0.0091462j -0.00280087+0.00526591j 0.00291825-0.0120512j 0.000108707+0.00330927j 0.00127363-2.10177e-06j 0.00328359-0.00816012j 0.00290511-0.000335371j -0.00299013+0.00146947j -0.00315988-0.00241761j 0.00206909-0.00211409j 0.00034324+0.00565897j -0.000511675+0.0011733j 0.00184546-0.00508168j -0.00350092-0.00495348j -0.00289256+0.00336987j -0.000253172-0.010626j -0.00480615-9.26801e-05j -0.00762955+0.0117186j 0.00128816-0.00905675j 0.0015216-0.00766394j -0.00188308-0.00200341j 0.0011459-0.00229026j -0.00278897-0.00106171j 0.000790287+0.00274779j -0.00449808+1.41611e-05j 0.00187205-6.11185e-05j 0.000467772+0.00265295j -0.00210584+0.00149906j -0.00247557+0.00108361j 0.00103118-0.00155397j 0.00306722+0.00101027j 0.00148628-0.000325408j 0.0021998+0.000160123j 0.00146108-0.000913251j 7.28788e-05+0.000477977j -0.000906269+0.00070299j -0.0014535+0.00135599j -0.00470123+0.00239736j 0.00167271+0.000364601j -0.000314518+0.00193979j 
-0.00370893+0.00338548j -0.00139051+0.000113896j 0.0060771-0.00364887j 0.000727838-0.0029447j 0.00134015-0.00173142j -0.00105654-0.0026521j -0.000838879-0.00314627j 0.00184313-0.000145332j 0.00114407-0.0121086j 0.00680022-0.00381382j 0.00619632-0.00891301j 0.00974441+0.00612165j -0.00231135-0.00950056j 0.00494054-0.00497528j -0.00390091-0.00255582j 0.00689105-0.000512781j 0.00185607+0.0062028j -0.00686531+0.00121298j 0.00668823-0.00670027j 0.00213276+0.00308074j -0.0020861+0.00149027j -0.00341167+0.0045639j -0.0036686+0.00322432j -0.00374069-0.00147785j -0.00143677-0.00103004j -0.00365149-0.000443937j -0.00776306+0.00399499j 0.00324537-0.000351855j 0.00273845-0.00180783j 0.00173222-0.00117545j 0.00565734-0.00229498j -0.000148537-0.00295638j -0.000317347+0.00199206j 0.00179232+0.000494231j 0.000941955-0.00823115j 0.00606765-0.00841223j -0.00519841-0.00396424j 0.00556713-0.00278294j -0.00274013-0.00839973j 0.00296049-0.00126151j 0.00157425-0.00591529j -0.00886389+0.00204485j -0.005714+0.00411133j -0.00247625+0.000181592j -0.000274831-5.01514e-05j 0.0025415-0.00303024j 0.00406995-0.00481001j 0.000764053-0.00288268j -0.00531715+0.00424977j -0.00485048-0.000315479j -0.00524983+0.00770443j 0.00143791+0.000632947j -0.00456019+0.00304103j -0.00323596-0.000320028j 0.000159736+0.00124988j 0.00395203-0.0031622j 0.000557608-0.00162393j 0.00363966+0.00167776j -0.00108275+0.00028064j 0.0017561-0.0045297j 0.00147889+0.00166761j 0.000389424+0.00212331j 0.00161805-1.94909e-05j 0.00165175+0.00357224j 0.00120949+0.00216226j 0.0029189-0.00048269j 0.0021208-0.00193405j 0.000867907+0.000732602j -0.000856925+0.00243031j 
0.000946463-0.000631942j -0.000686045-0.000167516j -0.000523687-0.00133184j 0.000563279+0.00106528j -9.46406e-05-0.000341655j 0.000176246+0.00094188j 0.00216965-0.000444939j -0.00179767+0.00419361j 0.00379185+0.00297375j -0.00116983-0.000159923j 0.00198668-0.00189643j -0.00218066+0.00263956j 0.0107685+0.00334417j 0.00771158-0.00104504j 0.000822421+0.00919382j -0.00378558-0.00277712j -0.00724751+0.00503317j -0.00291817-0.00069052j 0.000520475+0.00554246j 0.00286212+0.00504994j 0.00174073+0.00120806j 0.000790025-0.00312716j -0.00598258-0.00293822j 0.00233287-0.0023644j -0.00304318+0.000966417j 0.00360138+0.00215327j -0.000655901-0.004755j -0.00280444-0.00335762j 0.00182515-0.00226349j -0.00546699+0.00195338j 0.0022524+0.00421699j -0.00709344+0.000832025j 0.00423785-0.000344313j -0.000115518+0.00305063j 0.0083155+0.00534824j 0.00957978+0.00466288j 0.0161814-0.000611188j 0.000848274-0.00165114j 0.00237299+0.00306714j 0.00630425+0.00198278j 0.00835667+0.000347643j -0.00812358-0.00146423j -0.00665536-0.00421081j -0.00131056+0.00345588j -0.0175114-0.0191481j -0.000510533-0.00181197j 0.0165993+0.0199594j -0.0121328-0.0148706j -0.0120308-0.00754906j -0.00408122-0.00227261j -0.00523663+0.00109217j 0.00214837-0.000298703j 0.00277901+0.00116793j -0.00184445+0.00191504j 0.000275212-0.00449576j 0.00357787-0.00236382j 0.00224948-0.000811761j -0.00108968-0.000930194j -0.0011061-0.000740707j 0.00591272+0.0011357j 0.000713381+0.000245492j -0.00313654+0.00204898j 7.94992e-05+0.00145113j -0.00457299+0.000757826j -0.000416531-0.00079428j -0.00173927+0.000409123j -0.000940731+0.000176994j -0.00171663+0.000512185j 0.000809961-3.72589e-05j 
0.00047852-0.000648381j -0.000335118-0.00136205j 0.000470552-0.00301498j 0.00406817+0.001012j -0.00415732-0.00152708j 0.00416155+0.00654406j -0.00532173-0.00275249j 0.00283059+0.00223724j 0.00110667+0.00581536j 0.00389746+0.00387915j 0.00303967+0.00645345j -0.00310663+0.00298343j -0.00317249+0.00407107j -0.00692447-0.0126893j 0.00525209+0.0052873j 0.00505796-0.00699287j 0.00062505-0.00825152j -0.000681297-0.00618586j -0.00476363+0.00567054j 0.0083321+0.0107288j 0.00514611+0.00143558j -0.00894826-4.23218e-05j 0.00382646-0.00876834j -0.0113387-0.000693698j -0.00714375-0.00543757j -0.00761516-0.00830536j -0.00176198+0.00334056j 0.00106475+0.00338154j -0.00740238+0.00106275j 0.000162675+0.00721696j 0.00121904+0.0136874j 0.00206639-0.00626716j -0.00350664+0.0073449j 0.00202286-0.00358848j -0.00709604+0.00451818j -0.00262803-0.00526768j -0.00428396-0.00687656j 0.000972005-0.00373435j -0.00839579-0.00165688j 0.00280531-0.00123513j -0.00308703+0.00186749j 0.00477064-0.00649884j -0.00135591-0.000131099j -0.00367412-0.00608439j 0.00481146-0.0086585j 0.00372699-0.00645292j -0.00506469+0.000788742j 0.000961939-0.00813958j 0.00255525-0.00339591j 0.000864689+0.00491227j 0.00367602+0.00454899j -0.0049588+0.00546171j 0.00674126-0.000703532j -0.00264704-0.00236752j -0.00872367+0.00288721j -0.00416099-0.00275844j -0.00397766-0.00118938j 0.000618454-0.00525733j -0.00343233-0.000509468j -0.00283156+0.000660081j 0.000315509-0.00352207j 0.00104108+0.00305163j -6.3874e-06+0.000755562j 0.00139561+0.00455096j 0.00160291-0.00272376j 0.000652119+0.00158552j 0.000490998-0.00204417j -0.000316943+0.00270343j 0.00211625+0.000233357j 
0.0044421+0.000369739j -0.00273323+0.0024314j 0.00131035-0.00595395j 0.000571847-0.00125215j 0.00153365+0.00113208j 0.00353167-0.000766862j -0.00157132+0.00375398j -0.00272139+0.00318623j 0.00583444+0.0148311j 0.00729808+0.00927914j -0.00656338+0.00758601j 0.000754977-0.0123437j -0.00432904-0.00809242j -0.000838732-0.00478952j -0.00189362-0.00963144j 0.000127434+0.0130824j -0.00719478-0.0024493j -0.00664887-0.00883668j -0.00397662+0.00260437j 0.00333233-0.011182j -0.00425408-0.00135981j -0.00219123+0.00253777j 0.00130461-0.00466097j -0.00351722-0.000171356j 0.00115817-0.00461136j 0.00374482+0.00183108j 0.00360211+0.00678667j 0.000891411+0.00585122j 0.00276429+0.00760833j -0.00513699+0.00227367j 0.00293263-0.00153412j -0.0064778+0.00122428j 0.000815145-6.06938e-05j -0.00143271-0.00857883j 0.00153488+0.0022503j 0.00105892+0.00758633j 0.00350759+0.00166809j 0.000887895-0.00214257j 0.000137373+0.00581203j -3.6719e-06-0.00418497j 0.00180537+0.00145156j -0.00241663+0.0019452j 0.000980355+0.00092433j 0.00435467+0.000805494j -0.00739122-0.0039231j -0.00519346-0.00139593j 0.00597522+0.004083j -0.00499786-0.00259607j 0.000128859+0.00219358j -0.000157455-0.00509999j -0.000659546+0.00370471j 0.0017448-0.00103774j 0.00542136-0.00560578j 0.00172374+0.000692181j 0.001373-0.0014336j 0.00331969-0.00236322j 0.00163024-0.00253209j 0.00271547-0.00680387j 8.33207e-05+0.00329022j 0.00143647+0.00294172j 0.0001399+0.00439567j -0.000751621-0.00195843j 0.00172594-0.00421861j 0.000405896-0.00219357j -0.000705979-0.000722585j -0.00193102+0.00276845j -0.000651079-0.00114032j -0.00116007-0.000355312j 0.00181608+0.000839004j 
-0.000700525-0.00175619j 0.00141881+0.000580108j -0.000883742+0.00362307j -0.000799412-6.7596e-05j -0.00120257+0.000318835j 0.000968287+0.00283297j -0.000983354+0.00333848j -0.00540681-0.00446375j 0.000894301-0.00629676j 0.00142962+0.00197237j 0.00438041+0.00226562j 0.00390185+0.00568407j -0.00245595-0.00219122j -0.0111501+0.00377848j 0.00090518-0.00568469j -0.00251747-0.000696992j -0.00344016-0.00744395j -0.00867888+0.00526378j 0.00141035+0.0016742j 0.0027862-0.000195938j -0.00614688-0.00478519j 0.0055432+0.00173007j -0.00453977+0.00574492j 0.00301902-0.00178979j 0.00349391+0.00157729j -0.00431869-0.00665484j 0.0101913+0.0101236j 0.00125749-0.0017499j 0.00323379+0.00617055j -0.000527532-0.00762745j 0.00998733+0.00348395j -0.0068491-0.00987958j 0.00707668+0.00928099j -0.00877703-0.0107951j 0.000755725-0.0148881j -0.00311307-0.00480451j -0.00140483+0.00533222j -0.00235649-0.00783224j 0.00641554-0.00385267j -0.00134257+0.0029055j 0.002421+0.00253849j 0.000987378-0.00761846j 0.00253204-0.00178663j -0.00130762-0.000221864j -0.00915593-0.00555547j -0.00441324-0.00173332j 0.00398649+0.012675j -0.00595793-0.0115238j 0.00168779-0.005032j 3.34376e-05+0.00114724j 0.0050934+0.00458679j 0.00776692+0.00403972j -0.00242852+0.00232737j 0.000285465+0.00134976j 0.00283448+0.00304664j 0.00148146-0.00120728j -0.00142404-0.00129934j -0.00356874+0.000686233j 0.00196343-0.000266069j 0.000358768-0.001809j -0.00446678-0.00314611j -0.00134859-0.000347023j -0.0039743+0.00398909j 0.00254476-0.00110952j 0.000689996+0.000303596j 0.000656089-9.22768e-05j 0.000416938+0.00177019j 0.00106317-0.000302812j -0.00128986-0.000738819j 
0.00136327-0.000340028j -0.00322292-0.000569097j -0.00534066-0.00112074j 0.00162533-0.00486967j 0.000374649+0.00272907j 0.00198011-0.00467119j 0.0071699+0.00399644j 0.00374961-0.000338006j 0.00140665-0.000690358j -0.00634178-0.0112412j -0.00262018-0.00934466j 0.00975182+0.00223486j -0.000426056+0.00458242j -0.00583225-0.00637396j -0.000415618+0.0131677j 0.00760078+0.00198006j 0.00161753+0.0138904j -0.0084278+0.0016975j 0.000172737+0.0117606j -0.00147962-0.00497974j -0.00306467-0.000384641j 0.0022021-0.00141665j -0.00841445-0.005628j -0.00200292+0.00239394j 0.00255494+0.00134781j -0.0112272+0.00277609j -0.00483893+0.00259483j 0.00906726-0.00792894j 0.00276193+0.00127632j 0.00973103+0.0107627j 0.0088367-0.00375675j 0.00215738+0.0187526j -0.000796591+0.0058104j 0.0022085+0.00294912j 0.00165345+0.0133464j -0.00331414+0.0028945j 0.00272323+0.00059533j -0.000948014+0.000237904j -0.00208216+0.00660807j 0.000124369-0.000794013j 0.00236434+0.000105048j -0.00548937-0.00220926j 0.00303128+0.0040674j -0.00126917-0.000321901j 0.00442774+0.0101266j 0.000973116-0.00360928j 0.000522211-0.00650489j 0.00364396+0.00486445j -0.00114556+0.00753356j 0.000723323+0.00472414j 0.0016208-0.00042596j 0.0031895+0.000921175j -0.00126349-0.00241696j 0.00186087+0.00236586j -0.000829825+0.00115607j 0.0045112+0.00272184j -0.00309395+0.00291297j -0.00518588-0.00268181j 0.00370853+0.000970547j 0.000505495+0.000927326j -0.00381227-0.000218341j -0.00180659-0.00454852j -0.00227649-0.00100772j 0.00269372-0.00107439j 0.000273525+0.000589029j -0.00227953+0.00209015j -0.00142352+0.00313381j -0.000795579-0.00186813j 0.000307752-0.00105327j 
