0.0047849-0.00654806j 0.00629059+0.00431048j -0.00176862+0.00647333j 0.00629316+0.00110274j 0.00237643+0.00177051j 0.000201496+0.00150527j 0.00398164-0.00246455j 0.000464563+0.00461553j -0.00210665-0.00154741j 0.00372282+0.000115128j 0.000118986-0.00473699j -0.00184973+0.00242537j -0.00237667-0.00335011j 0.00367753-0.001479j -0.00147259-0.00216563j -0.0011278+0.000642053j 0.000842862-0.00105284j 0.00143364+0.000260357j 0.000341852+0.00318246j 0.000806037+0.000668982j -0.00393874+0.00177138j 0.00137133-0.00124481j 0.00133049+0.00267538j -0.00306391-0.00268379j -0.00016422-0.000644015j 0.000136097+0.00123222j 0.00235215-0.00108737j -4.88286e-05+0.000504945j -0.000431602+0.00127082j 0.0017303-0.000502437j -0.000265194-0.00236707j 0.00285936+0.000881978j 0.00329931+0.000311065j 0.00105051-0.000367637j 0.00208253-0.000382294j 0.00147823-0.00114252j -0.000388306+7.27516e-05j -0.000700996+0.00162147j -0.00135268+0.00112573j -0.00143149+0.00292317j -0.00207495-0.00171466j -0.00197494-0.000887773j -0.00248167+0.000252998j -0.00109065-0.002309j -0.000724851-0.00166166j 0.00101834+8.1958e-05j -0.00131383-0.00218972j 0.00314443+0.000181128j 0.000286133-0.00123073j 0.000252019-0.00230299j 0.00276421-0.00171918j 0.000449821+0.000718421j -0.000668423+0.00261245j 0.00103384-0.000427175j -0.000449087-0.00107249j 0.000643523-0.00242236j 0.000189114+0.0014023j -0.00115067+0.00760203j 0.00988747+0.00444284j 0.00182988-0.0104087j 0.000227897-0.00131993j -0.00761823+0.00327174j -0.000990676-0.000834202j -0.00585429+0.00592602j 0.00445774+0.00302849j 0.00566939+0.00250831j 0.00642974+0.00698075j -0.00517133+0.00775713j -0.00852528-0.0117357j -0.0126+0.00834166j 
0.00102208+0.00568738j 0.00271863+0.000986587j -0.00110653-0.000114736j 0.000830945-0.00294621j -0.00184472+0.00124857j -0.00150594-0.00222336j -0.000595063-0.00333507j 0.00167118-0.00323111j -0.0033637-0.000362427j 0.00364704-0.00177056j -0.00267399-8.37315e-06j -0.00403783-0.00442525j -0.00178428-0.00346248j 4.59266e-05+0.00530698j -0.00891372-0.00155791j 0.00873438-0.00173782j -0.00072842+0.00308076j 0.000516616+0.00102518j 0.0043909+0.00320959j -0.0026145+0.00515977j 0.0059958+0.0065012j 0.000290881+0.00857164j -0.00587741+0.00202771j -0.00744718-0.00285435j 0.00104029+0.00425171j -0.00265739-0.00681079j -0.00443791-0.000819531j 0.00333718+0.00157291j 4.82744e-05+0.00332595j 0.000742861-0.00257504j 0.000769312+0.0014778j -0.00444306+0.00746181j -0.00157233-0.00575479j 0.000449569+0.00022307j -0.00140155-0.00292181j 3.79231e-05+0.00490242j -0.00180164-0.00159827j -0.00226336+0.00185845j 0.00419976-0.00395395j -0.00118397+0.00413705j -0.000193997+0.00516054j -0.000398838-0.00248847j 0.00238242-0.00239333j -0.000296479-0.000532745j -0.00322917+0.00494211j -0.00177374+0.00368112j 0.00026693-0.00292508j -0.00552448+0.00784502j -0.000821864+0.00297067j -0.000348609+0.000569917j -0.0047786+0.00243557j -6.22436e-05-0.000939437j 0.00270914-0.000597648j -0.00128177+0.000119434j -0.00244556+0.00108473j 0.00851745-0.00123609j 0.000218646+0.000843793j -0.00127758-0.00213807j 0.00280939-0.000861083j 0.00142993-0.00195455j 0.00120746+0.00307584j -0.00225846-0.00202661j 0.001438+0.000287177j -0.00117861+0.000531963j -0.000946382-0.00114352j 0.00032574-0.000219199j -0.00385487-0.00202044j -0.000177789-1.59701e-05j -0.00295606-0.00108301j 0.00215574-0.00152339j 
0.000568367+0.00182977j -0.000787469-0.00220338j 0.000822348+0.00137879j 0.00298248-0.00274536j -0.00148202+0.000810754j -0.000834412-0.00096924j 0.000622325-0.000946326j -0.000408415-0.000933254j 0.00305264-0.00171583j -0.000875786-0.00220647j 0.0028629+0.00283483j 0.00200812-0.0019809j 0.00545202+0.0014839j 0.00181626+0.00408098j 0.00565934+0.000364576j 0.000133316-0.00255655j 0.00804953+2.56329e-05j 0.00388673-0.000108273j 0.000575739-0.00158186j 0.00391285+0.00114058j 0.00497682-0.00265314j 0.00748539+0.00452094j -0.000184307+0.000474069j 0.00492434+0.000126447j -0.00152075+0.00179218j -0.00154877+0.00136724j 0.00249996+0.00073445j -0.00647913-0.00512574j 0.00217604+0.0018941j -0.00413662-0.00137299j -0.00121924+0.00170722j 0.00548115+0.00298766j -0.00523203-0.00134984j -0.000754977-0.00119582j 0.000132127+0.00141147j -0.00203203-0.00083379j -0.000899694-0.000613975j 0.0019178+0.00152984j -0.00484675-0.00449883j 0.00200339+0.00573531j -0.00251664+0.00354553j 0.000242794+0.000166572j -0.000765622-0.00212044j -0.000322983+0.00040822j 0.00080392+0.00419117j 0.00373759+0.0050253j -0.00182507+0.00100553j 0.00134717+0.00921379j 0.00195573+0.00216724j 0.00372481+0.0043344j 0.00195389+0.00679396j -0.00162482-0.000620059j 0.00164732-0.0049046j 0.000659179+0.00181038j -0.00170163+0.00508732j -0.00164645-0.0144795j -0.000603689+0.00300641j -0.000910756+0.00277746j -0.00116059-0.00464417j -0.000771819-0.000498283j -0.00105778+0.000785355j 0.00372117+0.00324076j -0.000290334-0.000585433j 0.000188047+0.00134647j -0.00108613-0.00110716j -0.000116188-0.00183751j 0.000102611+0.00194163j -0.000761846+0.000560288j -0.000489791+0.0017223j -0.000551312-0.00201295j 
0.000625507+7.43666e-05j 0.00238452+0.0013069j 0.00228396+0.00337151j -0.00140224-0.000834613j 0.00340027+0.00380655j 2.51598e-05-0.000997033j -0.000853943-0.00153758j 0.003345-0.00312918j 0.00198536+0.00240698j -0.00152736-0.00338863j 0.00199211-0.000736386j -0.000711645-0.00568712j 0.000906875+0.00687098j -0.00456648+0.0058263j 0.00627169+0.000897712j 0.00494886+0.000133554j -0.00161604-0.00308193j -0.00152903+0.00358152j -0.00852336-0.00157415j -0.00836343-0.00487252j -0.00097855-0.00121611j -0.00577919+0.00305198j 0.000716745+0.0011742j 0.0102683-0.0079295j -0.00181975-0.000383945j 0.00149773-0.00319841j 0.0015482-0.00356736j 0.000235394+0.00151928j 0.00144934+0.000751003j 0.00211561-0.00905396j 0.00286543-0.00257408j -0.00245767-0.00379435j 0.00429634-0.00483131j -6.18033e-05+0.00437925j 0.00770839+0.00258151j -0.00137417+0.00572776j -0.00202936-0.0023082j -0.00105705+1.67689e-05j -0.00179443+0.00100967j 0.00232484-0.000537375j 0.00327742-0.00472167j -0.00361263+0.00190905j -0.00138953+0.000670368j 0.000462075+0.000157223j 0.00203324-0.000429117j 0.00281627-0.000728361j -0.000445615+0.000207998j 0.00685872-0.000501982j 0.00219693+0.00188969j 0.00160533+0.00392357j 0.0101903+0.00424005j -0.00334936+0.00172396j -0.00188525-0.000498256j 0.00229148+0.00148907j 0.00411572+0.001658j -0.00980628-0.00715175j -0.000473634+0.00329027j 0.0015531+0.00443834j -0.00331749-0.00183054j -0.000307995+0.000502672j -0.00352369-0.000389617j 0.00366835+0.000425193j 0.00146263-0.00108162j 0.00114629-0.0011692j 0.00072501-0.00351423j -0.000270492-0.00057244j 0.000452875+0.00584582j -0.00309264+0.0028839j 0.00047612+0.00135048j 0.00206589-0.000215914j 
0.000970305+0.0014709j -0.00171708+9.2531e-05j 2.71122e-05+0.00229739j -0.0023338-0.00176976j 0.000797613+0.00422419j -0.00279006-0.00261857j 0.00206557+0.000301168j -0.00282553-0.00079193j 0.00202255+0.00379818j 0.000753338-0.00077436j -0.00332083-0.00119962j -0.00237899-0.00340163j 0.00203902-0.00118346j 0.00324366-0.00393519j 0.00223904+0.00744588j -0.00197073+0.000497863j -0.00536189-0.00730377j -0.000294167+0.000974194j 0.0049328-0.00704117j -0.00385587-0.0026066j 0.00106429-0.000696878j 0.00129633+0.00361251j -0.00108763+0.00863316j 0.00236184+0.00182771j 0.00151459+8.13505e-05j 0.00200753+0.00127887j -0.00187159+0.00138061j 0.000182281+0.0011328j 0.000890411+0.00321778j -0.00164031+0.00111011j 0.00523147+0.000475426j 0.00214995-0.0107422j 0.00287931+0.0017696j 0.00158978+0.00457224j 0.00110364+0.00421011j 0.00304699+0.00361377j 0.00275144+0.00125433j 0.00144121+0.00200933j 0.00124894-0.00203111j -0.000957902-0.00521837j 0.00341931-0.00419864j -0.00416906-0.000877039j -0.00409825+0.00112205j -0.00342386+0.00210005j -0.00199367-0.000633818j 0.00065645-0.00589255j 0.00227456+0.000183963j -0.00222292-0.0054713j 0.00166772-0.00117665j -0.00163955-0.00232125j -0.00436576-0.00548235j -0.00103739-0.000706336j -0.000550176+0.00456624j -0.00369671+0.000828428j -0.000769166-0.00236999j 0.000660808+0.00843642j 0.00179054-0.00412869j -0.00278448+0.00172822j 0.00146167+0.00472008j 0.000209216+0.00198666j -0.000760209+0.000105549j -0.00232847-0.00383539j -0.000878824+0.0019235j 0.00164243-0.00185277j -0.000975892-0.00166929j -0.000146229-0.0019591j -0.000990875+0.00161865j -0.000616102+0.00156159j -0.0017679+0.000897843j -0.000344271+0.000380098j 
-0.000712204-0.000591447j 0.000534061-0.000402469j 0.000995853+0.00197002j 0.00176775-0.000662939j 0.000169837+0.00267112j -6.79008e-05-0.00184213j 0.000746959+0.00106207j 0.00185924-0.00221305j -0.000516722+0.00268378j -0.00523577+0.000167004j 0.0013802+0.00294786j 0.00327833-0.00165922j -0.0025-0.00108747j -0.00284203+0.000147541j 0.00510735+0.00160809j -0.00225678-0.00808381j -0.00214705-2.84883e-05j 0.000729809-0.000274848j 0.00221788+0.00412235j 9.07438e-05-0.00323629j -0.000491406-0.00180175j -0.00802365-0.00529547j 0.000133433-0.00150171j -0.00414155+0.0114945j -0.0043959-0.011062j -0.000639882+0.00306052j 0.000960834+0.00185753j -0.0024677+0.00542445j -0.00153387+0.00185468j 0.00243958-0.00264823j 0.00178624-0.00498085j -0.00364317+0.00742242j -0.00217669+0.00843962j 0.00542573-0.00377391j 0.000995111+0.00307543j -0.00348759-0.00650452j 0.00161984+0.00792289j 0.000274098+0.000547308j -0.00100954-0.00364522j 0.000118004-0.0124717j 0.000476209-0.00381901j -0.000650846+0.00262646j 0.000872057-0.00297149j 0.00246181-0.00592306j -0.000193704-0.00777824j 0.00202553-0.00309061j -0.00140573+0.000667433j -0.00131753-0.0174821j 0.000150077+0.000971865j 0.000953052-0.00597823j -9.22367e-05-0.0152747j -0.00385191+0.000770973j -0.000332346+0.00683203j 0.00317522-0.00245752j 0.000772927-0.00812309j 0.00178933+0.0153716j -0.00313394-0.00382115j 0.00508439-0.00379208j -0.00108848+0.00406996j 0.000322073+0.00180387j -0.00390779-0.000665826j 0.000684107+9.77024e-05j 0.000266485+0.00143117j 0.0027396+6.10103e-05j 0.000953518+0.000132498j -0.000254017-0.0016518j 0.00108964+0.000777348j -0.000677493+0.00119164j 7.06213e-05+0.000270856j 0.000866269+7.03567e-05j 
0.00161929-0.00196223j 0.000918516-0.000733508j -0.00135675+0.00185792j -0.00331626+0.00278976j 0.00173011+0.0040216j -0.0012361+7.23363e-05j 0.000540995+0.000208304j 0.00387059-0.00198701j -0.000943821+0.00156098j 0.00300564+0.000240515j -0.00247475-0.00179597j 0.00198123-0.0017533j 0.00989565+0.0069571j 0.00338145-0.00506987j -0.0053675-0.00544743j 0.00285494-0.000190506j 0.0100189+0.00126416j 0.00109311+0.000733208j -0.000872266-0.00402354j 9.65901e-06-0.00152872j 0.00514889-0.000605032j 0.00876449+0.00137155j -0.00408669-0.00143756j -0.000979955+0.00609786j 0.00512281+0.00208017j 0.00331036+0.0059305j 0.00306014+0.00103762j -0.00223993-0.00421932j -0.00214467-0.00213403j -0.00949569-0.00695528j 0.000864624-0.00713173j 0.00583729+0.00557615j -0.0025525-0.00501254j -0.00095423-0.000870636j -0.00241458+0.0036639j 0.00188049+0.0030859j 0.000455985-0.00136193j 0.00193573+0.000575065j 0.00228069+0.00438837j -0.000136057-0.00701752j -0.00301069-0.00739835j 0.000787518+0.00423033j 0.00307019+0.0021853j -0.000332463-0.000579957j -0.00231042-0.00372828j 0.00459996-0.00139626j -0.00117079+0.00141807j -0.00282786-0.00956688j 0.00100674-0.00118082j 0.00352065+0.00309967j -0.000180215-0.00474965j -0.00243345+0.00451021j 0.00370316+0.00559696j 0.000517584-0.00332882j -0.00164881-0.00713059j 0.00344626+0.00465975j -7.56831e-05-0.000340508j -0.00206757-0.00426046j 0.00124635+0.00529906j 0.000372407-0.00139679j 0.00244681+0.00149376j -0.0016525-0.000876804j 0.00121725-0.00237887j 0.00244853-0.00360205j -0.00101995-0.00215893j 0.000504981-0.00175172j -0.000482783+0.00292019j -0.000199801+0.00119799j 0.000402303+0.000501824j -0.00112719-0.000134188j 
-0.000892031-0.000621273j 0.000476273-2.9092e-05j 0.00106712+0.000526097j 0.00228271+0.00365073j 0.000313672+0.000217987j 0.000235243-0.000477239j 0.000371691-0.000784517j 0.00244965-1.27007e-06j -7.14665e-05+0.00147889j 0.00113352+0.00158033j -0.0012293-0.000299137j 0.00146606+0.000924799j 0.00195532-0.00307566j 0.00397212-0.00182927j -0.000706752+0.00155557j 0.00941245-0.00153858j 0.000316808-0.00324146j 0.00624633+0.00475563j -0.00502936-0.000727479j -0.00554866+0.00173365j -0.000852089-0.00238292j -0.00166963-0.00531161j -0.000161239-0.00201163j -0.00483546-0.00281299j 0.00271993-0.00256442j 0.00168463-0.00155988j -0.00396386-0.00105518j 0.0022949+0.00214415j -0.00421386+0.000982842j -0.00609941-0.00260466j 0.000908367-0.0033837j -0.00157549-9.16088e-05j -0.00830839-0.00250468j 0.00180401+0.00216646j 0.00284668+0.0042541j 0.00348923+0.000198913j -0.00606493-0.00215909j -0.000646537-9.8057e-05j 0.00423605+0.00232227j 0.00367679-0.00439507j 0.00209738-0.00305755j 0.00103577+0.00327988j 0.00397985+0.00052357j 0.00278632+0.00190041j 0.000277689-0.00327144j 0.00448346-0.001047j -0.00181672-0.00149689j 0.00570396-0.00383434j 0.00190649-0.000698834j 0.00557045+0.00033248j 0.00901431-0.00237263j -0.000591797+0.00240159j -0.00213859+0.000824839j 0.00173797-0.00270407j 0.00331469-0.00108748j -0.010675-0.00269822j 0.00190854+0.00170788j 0.00252498-0.00215857j -0.00286436-0.00176864j -0.00120462-0.000673837j 1.48764e-05-0.000268829j 0.000931785+0.00139105j 8.9141e-05-0.000657911j 0.0009997-0.000509015j -0.00096847-0.00118902j -0.00131892+0.00120867j 0.0027541+0.000997698j 0.00105992+0.00160538j 0.000509967-0.00116845j 0.000242451+0.000621387j 
-0.00149658+0.00328505j 0.000134687-0.00248776j -0.000797831-0.00124443j -0.00114032+0.0017728j -0.00259834+3.00663e-05j 0.004738+0.00421675j -0.000701587-0.00284097j -0.000427974+0.00221076j 0.00367638-0.00536481j 0.00405526-0.00276377j 0.00534071+0.000118617j 0.00227877+0.00644899j 0.000241597+0.00026041j 0.00251608+0.000313979j 0.00725596-0.00655645j 0.00380988+0.000377493j 0.0015262+0.00158996j 0.000589673+0.00285461j 0.00284417+0.00161337j -0.000305186+0.00419763j 0.00368883-0.00143378j -0.00049009-0.0119234j 0.0044993-0.00902759j 0.00275998-0.000732455j 0.000989209-0.00649111j -0.00576108+0.00148453j 0.00648959+0.00121509j 0.00343287+0.00255977j -0.00163276+0.0013018j 0.00318793-0.000402571j 0.0057081-0.00196148j -0.000255792-0.00436287j 0.00165244+0.00376318j -0.00182218+0.00345398j -0.0027987-0.00108933j 0.00145775-0.0019458j -0.00406096+0.00340597j 0.00359239-0.00135462j -0.002565+0.00514386j 0.0060283-0.00781405j 0.0032191-0.0089676j -0.00286305+0.000574844j -0.00167934+0.00162123j 0.000446074-0.000230187j -0.000756872-0.00747979j 0.000300254-0.00179017j -0.00295275-0.00314031j 0.0043214-0.0151333j 0.00130942-0.00274741j -0.000550377-0.00166435j 0.00216544-0.0060057j -0.000873147-0.00286437j -0.00168575+0.00201682j 0.000273009-0.00291917j 0.0013746-0.00589324j -0.00188812+0.00937768j -0.00159201-0.00408603j 0.000937194-0.00110427j -0.00325311-0.000452628j 0.00073493+0.0026787j 0.000773414-8.49303e-05j 0.00160203+0.00146268j 0.000934361+4.22249e-05j -0.00132918+0.00398045j 0.00071903+0.00280968j -0.000992038+0.00183399j -0.00179075-0.000690043j 0.00143239-0.00048429j -0.00140106-7.39473e-05j -0.000454812+0.000428024j 
-0.00112322-0.00259053j -0.000415799-0.000157304j 0.000549439-0.000136214j 0.000156989-0.000462817j 0.00152868+0.000800755j -0.00119039-0.00084448j 0.00175257+0.00265356j 0.000950999+0.00170298j -0.00476954+0.000140959j -0.00143745+0.00171387j -0.00189268-0.000960607j 0.00206525-0.00427902j 0.00223208+0.00766654j -0.000666615-0.00492993j 0.00158057+2.73412e-05j -0.00353929-0.000538523j -0.00427187-9.47423e-05j -0.000920155-0.00385407j 0.00102691-0.00415065j -0.00175065-0.000443707j -0.00161991+0.00179941j -0.000455169+0.00815818j 0.000219098+0.00613564j -0.00384852-0.00152041j -0.000845721+0.00847445j 0.000213942-0.00054621j -0.00221816+0.00244404j -0.000701038-0.00233857j 0.000586666-0.000316685j 5.52551e-05+0.00477237j 0.000446046+0.00230848j -0.00477324-0.00361655j 0.00168058-0.00324701j 0.00396258-0.00140827j 0.000633409-0.00199161j -0.00262857+5.71925e-05j 0.00221306-0.00248681j -0.000992046+0.000666569j -0.000514082-0.00349749j -0.00175702+0.00758578j 0.00115145+0.00138074j -0.00172707-0.00229322j -0.00134928-0.00131108j -0.000746007+0.00163125j 0.000941767+0.00402139j -0.000441555+0.00133348j 0.00237295+0.00370252j -0.00236338+0.00813111j 9.82813e-05-0.00136375j -0.00183157+0.00383414j -0.00262136+0.00457101j 0.000451213-0.00158372j 0.000446402-0.00113896j -0.00216108+0.0057429j -0.000505572+0.00453438j -0.00021057-0.00215181j 0.00196432-0.00114295j -0.00128865+0.00691807j 0.00207419+0.00137196j 0.000128473-6.89923e-05j -0.00128549-0.00123036j -0.00162237-0.0019681j -0.00063949+0.00117182j 0.00173281-0.00259543j -0.00112257-0.000768375j 0.00069729-0.00182869j 0.00151678-0.00102982j 0.000300426+8.47257e-05j 0.000843891-0.000851157j -0.00030291+0.00023673j 
0.000272168-0.00219316j -0.0014059+0.000432399j -0.00178944-0.00249276j 0.00110716+0.00111956j 0.0004275-0.00455632j 0.00305559+0.00152961j -0.000881134-0.000406945j 0.00421202+0.00550199j -0.000924976+0.00421206j -0.00320362+0.00654833j -0.00785947-0.000923824j 0.00516016+0.00820621j -0.000164126+0.000307498j 0.00324359+0.000190083j -0.00998263-0.00304884j -0.0019436+0.00123885j -0.00409502+0.00480057j -0.0033469+3.5929e-05j -0.00456611+0.00128118j 0.0033874-0.0018975j -0.0074571+0.000549469j -0.00445304-0.00240797j -0.00477492-0.00629968j -0.00495634+0.00190424j -0.00117966-0.000735871j 0.00536379+0.00365753j -0.00312187+0.00131551j 0.000244266-0.00638102j -0.00043507-0.00231663j 0.000207263+0.000880597j -0.00507509+0.00218895j -0.00507997+0.0026342j 1.31321e-05+0.00327578j 0.000747671-0.00269734j 0.00279024+0.00363369j 0.00117841-0.00376156j -0.00155907+0.000990877j -0.00279104+0.00174006j 0.00598435+0.00507462j -0.00586526-1.23977e-05j -0.00440855+0.00202103j 0.00442674-0.00226326j 0.00653355+0.00120573j 0.00143963+0.00106905j -0.00331454-0.00275133j -0.00285155+0.00137906j -0.000626275+0.00120898j -0.00389783-0.00134295j -0.000692555-0.00409937j -0.00373984-0.00376679j -0.00174852-5.65511e-05j 0.00209332+0.00204438j 0.00214885-0.00137298j -0.000105604-0.00196099j 0.00120267-0.000565851j 0.000962606-0.0013315j 0.000193829+2.05862e-05j 0.000888297-0.00472224j 4.15022e-05+3.57649e-05j -0.00329249-0.00115643j 0.0024011+0.00017644j -7.30468e-06+0.000733513j -0.000423536+0.000454383j -0.00111751+0.000822412j 0.00188891+0.00159996j 0.000610566+0.00365645j 0.00141897-0.00120584j -0.00045943-0.00086142j 0.00021212-0.000420415j 0.00043759+0.00276265j 
0.00426389-0.00155022j 0.000449099+0.00139253j 0.00173382+0.00145508j -0.00209258-0.00037558j 0.00164744-0.00379734j 0.00298346-0.000606046j -0.00455252-0.000509306j -0.00236463-0.00130478j -0.00353423+0.00684767j -0.00270896+0.00599692j 0.00694684+0.000315034j -0.00250191+0.00082543j -0.00291652-0.00169874j 0.00630966+0.00649509j 0.00587815+0.0144677j 0.00260061-0.0017833j -4.30268e-05-0.00310671j 0.00374162+0.00601734j -0.00061732+0.00158658j -0.00365766-0.000433599j -0.00294146+0.00083346j -0.00338649-0.000810332j -0.000141491-1.51618e-05j -0.00856312+0.00285282j -0.00225754-0.00171296j -0.00540153-0.00472315j 0.00224102+0.00234461j 0.00329563+0.00300686j 0.00198264-0.00216803j -0.00176487-0.0028443j 0.00624826+0.00358137j 0.000278763+0.0043039j 0.00198632+0.000591606j 0.000376316+0.00192025j -0.00120067+0.00470367j 0.00326924+0.000390916j -0.00044837-0.00161505j -0.000498482+0.00431447j -0.0007822-0.00202811j -0.000143398+0.000287171j -0.00232438+0.0036876j -0.000905432-0.00425786j -0.000808042-0.00452692j -0.00222404-0.000921928j -0.00120074-0.000505078j 0.00152893+0.000593798j -0.00318316-0.00442092j 0.000182073-0.000452137j 0.0013722+0.00132538j 0.00134659+0.00143599j 0.000586156+0.00268817j -0.00277555-0.00163069j 1.89995e-05-0.00231741j -0.00063342-0.0026314j -0.00130662-0.00182282j -0.000143147-0.00109471j -0.000927588+0.00085507j 0.00206787-0.00035748j -4.00735e-05-0.00330748j 0.000294362+0.00384872j -0.0015573+0.00111102j 0.00014988+0.00348497j -0.000603495+0.000943328j 0.000492841+0.0017664j 0.000792524-0.000853961j -0.00155966-0.00139045j -0.000397172+0.00324815j -0.00071725+0.0017323j 0.000223494+0.00120138j -0.00145257+2.7033e-05j 
0.0018452-0.000358125j -0.000762664+0.00134923j 0.00106753+0.00189611j 0.0039436+0.00652723j 0.000532634-0.00306867j -0.000776846-0.000839817j -0.00244571-0.00248011j -0.00143617+0.00120732j 0.00414385+0.000489751j -0.00261888-0.00066581j 0.00550101-0.000469491j -0.000246847+0.0011115j 0.0039576+0.00134421j 0.000585446+0.00372005j 0.00278296+0.00795728j 0.000887717+0.00435381j -0.00292532+0.00160288j 0.00313079+0.00241832j -0.00110275-0.00130572j 0.00606033+0.00709042j -0.000766344+0.00073375j 0.0014741+0.00387882j 0.000796478-0.00102363j 0.00463018-0.00608551j -0.0029641+0.00270797j -0.000204047-0.00150937j 0.00162514+0.00189211j -0.000784889-0.00407575j 0.00346008+0.000365449j 0.000182207-0.00149089j -0.00295552-0.003073j -0.00648479-0.00569726j 0.00142143-0.00368223j 0.00335919+0.00260633j -0.000521538-0.00208192j 0.000815064+0.000121319j 0.00147043-0.00147438j -0.000828835-0.00111911j -0.00159618-0.00294921j -0.00661996-0.000550703j -0.00780788-0.00804797j -0.00114569+0.00010129j -0.000130778+0.00318916j 0.000196796+0.0052791j -0.00147524+0.00135861j -0.00410757-0.00391392j 0.00107967-0.00402765j -0.00543175-0.006337j -0.00162574-0.0037318j 0.000377559+0.000104205j -0.00348913-0.00259886j -0.000401986-0.00229708j 0.00287764+0.00153114j -0.00218035+0.000518584j -0.00354965-0.00328721j 0.00530196+0.0071362j -0.00203981-0.00022186j -0.00178399+0.00282066j 0.0019999+0.000575365j 0.000306558+0.00281155j -0.00147679+0.00216439j 0.00112379+0.00429964j 0.00119253+0.00161125j -0.000682361-0.000922195j -0.000621053-0.000780338j -0.00279538+0.00101097j 0.00201856+0.00328347j 0.00060064-0.000468506j 0.000419673+0.00172761j 0.000643006+0.000155211j 
-0.0012244-0.000235974j -0.00146144-0.00044999j -0.00124449+0.00180157j 0.000441088+0.00330575j -0.00390996-0.00166119j -0.00234971-0.00169691j -0.00203785-0.00276842j -0.00327048-0.00121186j -0.0011822+0.00106436j -0.00121145-0.0021962j -0.00153479-0.000956808j -0.00350889+0.00168116j 0.00115926+0.00573446j 0.00638027+0.00367973j 0.0025764-0.00233701j -0.000962651+0.00295001j -0.00105218+0.0041501j -0.000427769+0.00492217j 0.00308825-0.00349882j -0.000500465+0.00615987j 0.00510567+0.00162917j 0.0102682+0.00716132j 0.00390321-0.00393034j -0.00726804-0.00106912j 0.0032105+0.000499258j -0.00055191+0.00196902j -0.00282294-0.00111422j 0.000768672-0.00291887j -0.00190258-0.00312906j 0.00135148-0.00807961j 0.000779875-0.00163897j -0.000294202-0.000807606j -0.000927608-0.00140849j -0.000312352+0.000621809j -0.00449108-0.00220402j 0.00136462+0.00353411j 0.00169641-0.0004522j 0.00093202+0.00272106j -0.00275048+0.00368992j 0.00515908-0.000424579j 0.00689262-0.00144434j -0.0030335+0.000946486j -0.000592986+0.000703565j -0.00204327+0.0022628j 0.0031642+0.000931018j 0.00115107-0.00164355j 0.00108117-0.00173699j 0.00726201-0.00460191j 0.00315021+0.000746595j 0.0017232-0.00270717j 0.00264838-0.00273213j -0.00173507-6.49746e-05j -0.00031351+0.00196014j 0.00281229+0.000703232j 0.00453132-5.04239e-06j -0.0040052+0.00168005j 0.00325597+0.000571531j 0.00208439+0.000230026j -0.00037608-0.000330583j -0.00084403-0.00140423j 0.00146705+0.00262962j -0.00257747-0.00112484j 0.00111508+0.000966114j 0.00189208-0.00138029j -0.000832613-0.00265969j 0.00010304-1.33689e-05j -0.00126147-0.000792282j 0.000174976-0.0013447j 0.000104654-0.000357633j -0.00129918+0.000323112j 
-0.00125475+0.00296682j 0.000337879+0.00103748j 0.00112043+0.0011805j 0.00316338-0.00107078j -0.000852059-0.00285852j -0.00314627-0.0034639j -0.00221966-0.00637793j 0.0015494+0.000449951j 0.0070247+0.0036838j -0.0032783+0.00305951j -0.00336154+0.00201954j -0.00285055+0.000470749j -0.000629947-0.00220635j 0.00163663+0.00519804j 0.0043523+0.00302288j 0.00146462+0.00680095j -0.00131927+0.00274717j 0.00428077+0.00772457j -0.00258445-0.000792102j 7.2622e-05+0.00982657j -0.00229301-4.9142e-05j 0.00309468+0.00704782j -0.000443383-0.00408496j 0.00362475-0.0050424j -0.00335817-0.00363148j 0.00400313-0.00303155j -0.00287696-0.000930705j 0.00232417+0.001188j 0.000593561+0.0035689j -0.00251124-0.00610754j -0.00512468-0.00249595j -0.00285032-0.0013595j -8.06589e-05+0.0005937j 0.00129395+0.00249517j 0.00137299-0.00147662j 0.00213995+0.003837j 0.00195519-0.000619165j -0.000956386+0.000781893j 0.00356403-0.00022548j -0.00673702-0.00417554j -0.0037031-0.00859819j 0.00132739+0.00246572j 0.00260414+0.000553835j -0.000397648+0.00417356j -0.00598194-0.00460858j -0.00578487-0.00983673j -0.000523497-0.00629848j -0.00583489-0.00929452j -0.00150753-0.0013854j -0.00194406-0.00372689j -0.00694356-0.00819218j 5.51118e-05+0.0014658j 0.00543968+0.00493564j -0.000810665-0.00145228j -0.00258243-0.00591627j 0.00135265+0.00718474j -0.000866365-0.00246815j 9.85908e-05-0.00417327j 0.00331946-0.00135062j -0.00103474-0.000413029j 0.000778323+0.00441341j 0.000876317+0.0025084j 0.00229127+0.00272149j -0.00230094-0.00099098j -0.0016677-0.00221883j -0.00123848+0.00189435j -0.00058129+0.000569138j -0.000701589+0.000742367j -0.000988511-0.00104577j 0.000250822+0.000543524j 
