0.0047849-0.00654806j 0.00629059+0.00431048j -0.00176862+0.00647333j 0.00629316+0.00110274j 0.00237643+0.00177051j 0.000201496+0.00150527j 0.00398164-0.00246455j 0.000464563+0.00461553j -0.00210665-0.00154741j 0.00372282+0.000115128j 0.000118986-0.00473699j -0.00184973+0.00242537j -0.00237667-0.00335011j 0.00367753-0.001479j -0.00147259-0.00216563j -0.0011278+0.000642053j 0.000842862-0.00105284j 0.00143364+0.000260357j 0.000341852+0.00318246j 0.000806037+0.000668982j -0.00393874+0.00177138j 0.00137133-0.00124481j 0.00133049+0.00267538j -0.00306391-0.00268379j -0.00016422-0.000644015j 0.000136097+0.00123222j 0.00235215-0.00108737j -4.88286e-05+0.000504945j -0.000431602+0.00127082j 0.0017303-0.000502437j -0.000265194-0.00236707j 0.00285936+0.000881978j 0.00329931+0.000311065j 0.00105051-0.000367637j 0.00208253-0.000382294j 0.00147823-0.00114252j -0.000388306+7.27516e-05j -0.000700996+0.00162147j -0.00135268+0.00112573j -0.00143149+0.00292317j -0.00207495-0.00171466j -0.00197494-0.000887773j -0.00248167+0.000252998j -0.00109065-0.002309j -0.000724851-0.00166166j 0.00101834+8.1958e-05j -0.00131383-0.00218972j 0.00314443+0.000181128j 0.000286133-0.00123073j 0.000252019-0.00230299j 0.00276421-0.00171918j 0.000449821+0.000718421j -0.000668423+0.00261245j 0.00103384-0.000427175j -0.000449087-0.00107249j 0.000643523-0.00242236j 0.000189114+0.0014023j -0.00115067+0.00760203j 0.00988747+0.00444284j 0.00182988-0.0104087j 0.000227897-0.00131993j -0.00761823+0.00327174j -0.000990676-0.000834202j -0.00585429+0.00592602j 0.00445774+0.00302849j 0.00566939+0.00250831j 0.00642974+0.00698075j -0.00517133+0.00775713j -0.00852528-0.0117357j -0.0126+0.00834166j 
0.000605464+0.00182989j 0.00131015+0.000683969j -0.00204528-0.00116476j -0.000927565-0.00245658j -0.000260054+0.00123028j 0.001184+0.00137307j -0.00105071+0.000464969j 0.000408266-0.00160679j 0.00105507-0.00462318j 0.00334106-0.00366446j -0.00155175+0.00423442j 0.000658784-0.00346359j 0.00125958-0.00193964j -0.000641713-0.0039891j -0.000179269-0.00067834j 0.00282619+0.00328665j 0.000760365-0.00404825j 0.000167981+0.00038052j -0.00274164-0.0084453j -0.00245801-0.000174529j -0.000320104+0.000483377j -0.000713968+0.00312843j -0.00401795-7.72005e-06j 0.00285445-0.00648812j -0.00271127+0.00959423j 0.00158979-0.000186518j 0.00528785-0.000850853j -0.000569646-0.000613768j 0.000996742+0.00360112j -2.32772e-05+0.00487609j -0.00124463-0.00102327j -0.000451327+0.0103402j 0.00678037-0.00744072j -0.000253082-0.00183145j 0.00448122+0.00715016j -0.00226372-0.0061678j -0.000127608+0.000234203j 0.00785099+0.00762864j 0.00154034-0.0103484j 0.00340393+0.000906847j -0.000816459+0.000533721j -0.00185614-0.00662216j -0.00360202+0.00878034j -0.000355949+0.00536388j -0.00191287-0.00605134j -0.00205411-0.00219097j 0.00211823-0.00415082j 0.000160284-0.00339856j -0.00268821-0.00805696j -0.00369579+0.0034031j 0.00346129-0.00635212j -0.000758354-0.000423973j -0.00752741+0.00627368j -0.000159723-0.00263669j 0.00497281-0.00364227j -0.00589785+0.0072634j -0.00174436-0.000147353j 0.00406012-0.00180123j -0.00294343+0.00200895j 0.0017719+0.000493996j 0.000765973+0.00168444j 0.00143656+0.00117646j 0.00176275+0.000778865j 0.00122715-0.000554444j 0.000105824-0.00150752j 0.00237758+0.00136797j -0.00185768-0.00208852j -0.000474101+1.9032e-05j -0.000924696-0.00176726j -0.000457965-0.00132451j 
0.00308811-0.000884511j -0.00206332-0.00226668j 0.00168321-0.000186777j 0.00324968+0.000738891j 0.00112015+0.000765309j -0.000436804+0.000754752j -0.00170907+0.00235655j -0.00174704+0.000657107j 0.00158135+0.00284785j -0.00188916+0.00117397j -0.000461839-0.00572842j 0.00071191+0.00384923j -0.000985502+0.00377591j -0.00161276+0.00351289j -0.00467234+0.00380715j -0.00107135-0.00406125j 0.00337006-0.000135165j -0.00102385-0.00219325j -0.00532258+0.00581543j 0.00678843-0.00310962j -0.00028182-0.0041006j 0.00484082-0.00285206j 0.000317741+0.00467684j 0.00655096+0.00359661j 0.000276902-0.00319459j 0.00499787-0.00272001j -0.000813384-0.000852166j 0.00223616-0.00719481j 0.00394516+0.000617882j -0.00164811-0.00235394j -0.00471729+0.00301646j 0.00182952+0.000837291j -0.00348896+0.00216801j -0.00576759+0.0059825j -0.000125867-0.00166j -0.00198589+0.00419596j -0.00149305-0.00281887j 0.000996785-0.00585585j 0.00209739+0.00204441j -0.000823646+0.00483342j 0.000611262-0.00642562j 0.0016522+0.00617031j -0.00217587+0.00329892j -0.00245548+0.00485749j 0.00503434+0.00147774j -0.000682146+0.00359918j -0.000237578+0.0015916j 0.00593121+0.00160624j 0.000964969+0.00194989j 0.00016617+0.00154819j 0.00383467+0.000137238j 0.000346243+0.00139104j -0.00401235-0.000557388j 1.54364e-05-0.00092187j 0.00142246-0.000587779j -0.00293786-0.00143178j -0.000599312+0.00205617j 0.000917145-0.00129134j -0.00427218+0.00196946j 0.000962383-0.00198271j -0.00134781+0.00149487j 0.000550002+0.00252784j -5.03115e-05-0.00144446j 0.00117993+0.000527473j -0.000905659+0.00352805j -0.00157822+0.00171461j 0.000602077+0.00286052j 0.000496898-0.0015314j -0.000604683+0.00280437j -0.000640382+0.000487186j 
0.00119948-0.000926431j 0.00265003+0.00239134j 0.00290292-0.00093425j -0.00332213+0.00282471j 0.00472743-0.00419471j 0.00184934+0.000189655j -0.00228715-0.000138713j -0.00080586+7.45742e-05j -0.00236995-0.00115907j -0.00241995-0.000921227j -9.88734e-05-7.59547e-05j -0.0057869+0.000834975j -0.002517-0.00117279j -0.00216571-0.000900819j -0.0013582-0.0068534j -0.00134552-0.00101985j 0.00293858+0.00172633j -0.00151244-0.00454897j -0.00646629+0.00527824j 0.000336174+0.00278045j -0.00178864-0.00209788j 0.00550269-0.00151901j -0.0034803-0.00344792j 0.000980637+0.00179198j 0.00548664-0.00160675j 0.00284631-0.000492749j -0.00398564+0.00159879j 0.00192449+0.000698283j -0.000265256-0.00763785j -0.00639223+0.000289031j -0.00211652-0.00602353j 0.00847388-0.00276818j -0.00686617+0.00231375j -0.00134454-0.00567395j 0.00344876-0.000130099j 0.00218904-0.00546167j -0.0014778+0.00190621j 0.000672426+0.00512962j 0.000394639-0.00357773j 0.00163096-0.00117868j 0.00219949+0.00422548j 0.00525443-0.00228501j 0.0033346-0.00503096j 0.00497787-0.00325082j 0.0044801+0.00282967j 0.0021825-0.000995648j 0.00148307+0.00408274j 0.0046248+0.00307701j 0.00335772-0.00303016j 0.00566654-0.00228406j 0.00812616+0.000502843j 0.0016364+0.00351337j 0.00325665-0.00436102j 0.00169002-0.00235709j 0.00326541+0.00343504j -0.0106802-0.00373556j 0.00355167+0.00455206j -0.00257053-0.00159242j 0.000136814+0.000641537j -0.00170116-0.000629641j 0.00113945-0.00179416j 0.000452346-0.00182232j 0.000534493-0.00405198j -0.00244544-0.000677891j 0.00068872-0.00207814j -0.00113289+0.000495368j -0.000107005+0.00224951j 0.000574574+0.000328987j 0.00135368+0.000345291j 0.00203334-0.000774005j 
-0.000439646+0.00149825j -0.00140522-0.00233489j 0.00209552-0.00229791j -0.0010466+0.00532934j 0.0019494-0.00386397j 0.00259318-0.00294861j 0.00190339+0.00220369j -0.000544552-0.000888268j 0.00192264+0.00196454j -8.27535e-05+0.00126195j -0.000470007-0.00257191j 4.35242e-05+0.00213642j 0.00867243-0.000796398j 0.00359642-0.00411862j -0.00246331-0.00494402j -0.00372019+0.000993542j 0.000304548-0.00669039j -8.83957e-05+0.00353809j 0.0101897+0.00970323j -0.00188201+0.00395067j 0.00327718+0.00777165j -0.00382255-0.0026487j -0.00273549+0.00480637j 0.000818405+0.00754396j -0.000542778-0.00253024j -0.00436221-0.00259691j 0.00137637-0.00419838j -0.002843-0.00843018j -0.000391313-0.00364636j -0.00158886+0.00415384j -0.00147701+0.000629495j -0.00284294+0.00121558j -0.000371277-0.00250653j 0.00651273+0.00336155j -0.00481283-0.00362979j 0.00396683+0.000282902j 0.00158359+0.00242176j 0.000663922-0.00351798j 0.00191809-0.00489675j -0.000524542-0.00213654j -0.00350434+0.0030586j -0.000782593-0.00122212j -0.00176545-0.00108455j -0.00236134+0.000321776j -0.00238456+0.00392235j -0.0011271+0.00204556j 0.00260221-0.00180267j -0.00639797+0.00112607j -0.000660695+0.00105128j 0.00112822+0.00270523j 0.00106313-0.00295409j 0.000319727-0.00291491j -0.00232627-0.00150088j -0.000835183-0.0011224j -0.000308209-0.000848838j 0.000788399+0.00411584j -0.000342933+0.000804553j 0.00370125+0.00344106j 0.00264935-0.00227035j 0.00343302-0.000574074j 0.00129324-0.00180504j -0.00223334-0.00060562j -0.00230523-0.000482866j 0.000435244+0.00259042j 0.00099083-0.00239173j 2.23028e-05-0.00202818j 0.00139265+0.00278785j 0.00306346+0.000382467j 0.000923588+6.31942e-05j -2.16899e-05-0.00124985j 
-0.000467778-0.00228417j -0.00169769+0.00254747j -0.000157237+0.000119954j -0.00215874+0.00212485j 0.000376954-0.00313825j -0.0027603-0.000958642j 0.00128076+0.000520488j 0.00269886+5.69883e-05j -0.00191299-0.00190129j 0.00199432-0.00486914j -0.000294124+0.00227354j -0.00138656-0.00089855j -0.00274393-0.00445566j 0.00171181+0.00362968j 0.00537706+0.00400254j 0.00285453-0.000546957j 8.97946e-05+0.0015841j 0.00230799+0.00183854j 0.00390397+0.00085661j -0.00052562+0.000565722j 0.00400163-0.00124036j 0.000430136+0.00349415j -0.000758036-0.00133647j -0.00530497-0.00793533j 0.00228409-0.00388096j -0.00733622+0.00396415j -0.00592939+0.00153718j -0.000148299+0.00102611j -0.0024499-0.00353218j 0.00207311-0.00141432j 0.00236507-0.00398752j 0.00125929-0.00273684j -0.0062787-0.00282674j 0.0012712+0.000869738j -0.00168091+0.00299744j 0.00220106-0.00715274j -0.00206879+0.00314648j -0.00277308+0.00478327j 0.00102893-0.00577903j -0.000247337-0.00108547j 0.0014415+0.00558796j -0.00206532-0.00677289j -0.000447068-0.000921658j -0.00159638-0.00118597j -0.00133858+0.00575099j 0.000658419+0.00209195j -0.00228751+0.00340255j -9.05245e-05+0.000681451j -0.000570192-0.000616246j 0.000282074-0.00194535j 6.7855e-05+0.00117755j 0.00273053-0.00028017j 0.000746534-0.00497484j -0.000909351+0.000630772j -0.00252933+0.00237872j -0.0018371+0.00164203j 0.0019005+0.00294655j -0.00137093+0.00211421j 0.00222078-0.00100809j -8.82136e-05+0.000609154j 0.00150757-0.00159294j 0.00174931-0.000508046j 0.00131113-4.51126e-05j -0.00186803+0.00126599j 0.000163276+0.00148714j -0.00212544-0.00174055j 0.00121052+0.00165586j 0.00212664-0.00171468j 0.00182023+0.00175807j 0.000464957+0.0024288j 
-0.000168652+0.00427016j -0.000282296-0.00431689j -0.00128565-0.00211421j -0.000326736-0.00135586j -0.00375443+0.00399402j 0.00199558-0.00178532j -0.001185+0.00149085j -0.00417331-0.000117446j 0.00502076+0.000587438j 0.000563444+0.00195501j 0.00295913-0.00150302j 0.00177167-0.000859738j 0.00270963+0.000684564j 0.00627251-0.00746537j 0.00337197-0.00447285j 0.00161758+0.00492552j -0.00109002-0.0115824j 0.00632458-0.000619095j 0.00565666+0.00216091j 0.00236396+0.00344418j -0.00365166+0.00423078j 0.000176885-0.00875815j -0.00115988-0.00273219j -0.00156736+0.00366396j 0.00245766+0.0105499j 0.00250934-0.00228021j -0.00201623-0.00998089j 0.000696785+0.00310781j 0.00248202+0.00343082j -0.00819462+0.000517939j 0.000852297-0.000488813j 0.0104231-0.00109433j -0.0023862-0.00319216j -0.00250387-0.00388438j 0.00345586+0.000121384j 0.00180495+0.00500447j -0.00310667-0.00363391j -0.00114894-0.00198791j 0.00375957+0.00143945j 0.00285104-0.00159655j 0.00318649+0.0041j 0.000333137-0.00509185j -0.0061091-0.00786073j 0.000307993-0.00237657j -0.00404597-0.00182481j 0.00155613-0.00797891j -0.00177977-0.00601482j 0.00514253-0.00381949j 0.00185359+0.00228953j 0.00113755-0.00481462j 0.00238185-0.00658536j -0.000101015-0.00162092j -0.00358277-0.00101254j -0.000222637-0.0027934j 0.0039255-0.004076j -0.0116815+0.00282574j 0.00164009-0.00145164j 4.7929e-05-0.00446294j -0.00462913-0.00789739j -0.00191676-0.00051978j 0.00233249-0.00225259j 0.000591736+0.00542722j -0.0014027+0.00292692j 0.00227895-0.000668859j -0.000919617-0.000684632j 0.00197314-0.00174817j -0.00277678-0.00220744j 0.00227382+0.00143287j -0.00311387-0.00272647j -0.00370008-0.00123674j 
-0.00134665-0.000711107j -0.00106376-0.00283751j 5.76855e-05-0.00062719j 0.00174998-0.00477169j -0.00251697-0.00379289j 0.0031373-0.00192259j 0.00057375-0.000194809j -0.000617203-0.00304426j -0.00109782+0.00521012j 0.0009175+0.00131j -0.00146972-0.00587371j -0.00149967-0.00461447j 0.0031691-0.00351242j 0.00194923+0.00367447j 6.63589e-05+0.000426566j -0.00687355+0.000975501j 0.00552795-0.00782706j -0.00393184-0.00450846j 0.00245743+0.00277642j 0.00346783-0.00426095j -0.00187688-0.00248725j 0.00381809+0.000572279j -0.000282337+0.00516617j 0.00208322-0.00521224j 0.00260582+0.00408729j 0.0021679+0.00342889j 0.0122494+0.00145426j -0.00588991+0.00239782j -0.00149146-0.00143841j 0.00299572+0.00326973j -0.000398816-0.000394128j 0.00723792-0.00332575j 0.000486494+0.00220258j -0.00147901+0.00258685j -0.00549444+0.000118541j -0.00400611+0.00297382j 0.00360284+0.000541918j -0.0011974+0.00224482j -0.00108434+0.00349839j -0.00271275+0.00383079j -0.00713632-0.00133851j 0.00500398-0.00250655j 0.0069158+0.00515937j 0.000583628+0.00596581j -0.00525804-0.0069596j 0.00507091-0.00194316j 0.00195504-0.00166527j -0.00591841-0.00250439j -0.00201966-0.00525933j 0.00408434-0.00287817j -0.00695232-0.00959871j 0.00138944-0.000356391j 0.00356834+0.00291804j -0.00453014-0.0024519j -0.00514749-0.000986507j 0.00227367+0.00807028j 0.00237849+0.00170473j -0.000743499-0.00601577j 0.00397888+0.00214472j 8.30819e-05-0.00206227j 0.00261331+0.00566361j 0.00162926-0.00402693j -0.0037351-0.00220999j -0.000743994+0.00190708j 0.0022204+0.00262114j 0.0012232+0.00418187j -0.000296078-0.00259878j -0.000331385+3.12328e-05j 0.000441529-0.00203071j -0.00298808-0.00209589j 
0.00136405-3.7755e-05j -0.00279345+0.000408689j -0.000482206+0.000268751j -0.000740866+0.00479937j 0.00105025-0.00175668j -0.00290076-0.00139303j 0.000580458-0.000932632j 0.000192934-0.000640584j -0.000209231-0.000341895j 0.00202682+0.00022839j -0.000244407+0.00487583j 0.000241878-0.000569212j 0.00013368-0.00209033j -0.00501919-0.00154172j -0.00637512+0.00639167j -3.89868e-05+0.00237111j -2.91498e-05+0.00197706j -0.00115966+0.00247378j -0.00237104-0.00369289j -0.00131396+0.00209908j -0.00033911+0.00153164j -0.0036215-0.00266855j 0.00197221+0.00446227j 0.00716041+0.00668539j -0.00646436-0.00287429j -0.00081828-0.00991906j -0.00379468-0.0016568j -0.00322262-0.00171294j 0.000160198+0.000714397j 0.00430911+0.0112128j -0.00232106-0.000590039j 0.00365343-0.000980218j -0.000462147+0.00298661j 0.000886318+0.00242534j 0.0023628-0.0021389j 0.00163947+0.00127546j 0.00019323+0.000579148j 0.000213946-0.00492324j 0.000705488-0.00958644j 0.000165035+0.00205992j -0.00312417-0.00206703j 0.00407095+0.000437372j 0.00602336+0.00435527j 0.00142195+0.000640376j -0.00482404+0.00350578j 0.000133376+0.00178804j -0.000309749-0.00380896j 0.000752522+0.00102255j -0.00132229+0.00173842j 0.0025416+0.00688987j -8.00337e-05+0.00543578j 0.00363407-0.000419334j 0.00527389+0.00599575j 0.000225456-0.00152076j -0.000358056-0.00419833j -0.000719685-0.00457637j 0.000741342+0.00249085j -0.00286348-0.00373339j 0.00412841-0.00144079j -0.000333262-0.00336411j 0.00103402+0.00227321j -0.00240666+0.00303448j -0.000185609-0.000691486j 0.00047543-0.000884437j -0.000169545-0.00277043j -8.46015e-05-0.00150151j 0.00036101+0.000690996j 0.00318771-0.00112341j 0.000498213+0.00152371j -0.000696143+0.000437164j 
-0.000330817-0.000532899j -0.00325386+0.00173816j -0.00124286+0.00185845j -0.000364476+4.26977e-05j 0.00273901-0.00106134j 0.00200302-0.00136641j 0.00241007-0.00110369j 0.00201927+0.000400359j -0.00243405+0.00278001j 0.00256477+0.000474179j 0.00166861+0.00236095j 0.00114035-0.00289144j 0.000554827-0.00381943j -0.0042718+0.00131401j -0.0106699+0.00816224j -0.00229652+0.00463274j 0.00217076-0.00201743j -0.00466571+0.00320857j 0.00241013-0.00379622j 0.00284308-0.0023055j 0.00431936-0.00188702j -0.0024917-0.000808265j -0.00417266-0.00054116j 0.00678061+0.00179933j 0.00393569+8.38089e-05j 0.00729315+0.00256136j 0.00451864+0.000249004j 0.00160025+0.00141028j 0.00173168+0.00293579j 0.00221909-0.000263537j -0.00495402-0.000587547j 0.00199754-0.00583729j 0.00516596+0.00222173j -0.00659389-0.0011703j -0.000854939-0.00134376j -0.00651645-0.000281564j 0.000532732-0.000310466j 0.00207989+0.00128282j 0.00517275+0.00176262j -0.00545886-0.00527585j -0.000130072+0.00201921j -0.00172259-0.00357051j -0.00393097-0.00713217j -0.00691511-0.00488986j -0.000657801+0.00246788j -0.00164327-0.0041307j 0.00199217+0.000783501j -0.00367405+0.000200777j -0.00163805+0.000501189j -0.00404853-0.00454307j -0.00206915+0.000969246j 0.00273239+9.6358e-06j -0.00268132-0.00874386j -0.0031792-0.000208286j -0.0027379+0.00189926j 0.00295845+0.00097443j -0.00123181-0.00346256j -0.00460965+0.00315178j 0.000160328-0.00121634j -0.000130261+0.00308158j -0.000730461-0.00401273j 0.000832836+0.0017798j -0.000472639+0.00383688j -0.000335621-0.000712417j 0.00221489+0.000720787j -0.0010826-0.00264816j 0.0001525+0.00091946j -0.00089084-0.000797648j 0.000131907+0.000957344j 0.000583878+0.00261018j 
-0.00124379-0.00118749j -0.000881121-0.00233333j 0.00162583+0.000762923j 0.000454873+0.00288281j -0.00320617-0.00212848j 0.000150818-0.00182984j -0.00107984+0.00116684j -0.00226657+0.000213947j 0.0011388-0.00157137j 0.000594867-0.00243132j -7.54556e-06+0.000486052j 0.00114461+0.0022692j -0.0017314-0.00395722j 0.00161969-0.00131562j 0.00738506-0.00437936j -0.00117651-0.00281827j 0.00172719-0.000591125j 0.00483484+0.00136164j 0.000945062-0.000712929j -0.00200362+0.00642547j -0.0013698+0.0019202j 0.00075186+0.00343281j 0.00356291+0.00449591j -0.00459511-0.00185349j -0.00329407+0.000527231j 0.000505471+0.000689459j 0.00428934-0.00330635j 8.25194e-05-0.00445066j -0.00179133+0.000242819j -0.00222009+0.000357534j 0.00164577-0.00355863j -0.00521034+0.00401202j -0.00150878-0.00677854j 0.0031006+0.00113527j 0.00103612-0.00221374j 6.7648e-05-0.00359105j -0.00103073+0.000330936j 0.00166384-0.0016163j 0.0026292-0.00203695j 0.00122077+0.00287135j -0.00228677+0.00348545j 0.00365151+0.00519936j -0.00133075+0.000845249j 0.00239246+0.00449551j -0.00270751+0.00142064j -0.000268796+0.00225059j -0.000262713+0.00029293j -0.00374078+0.00253137j -0.000817745+0.00127465j 0.00124405+0.00376774j -0.00292818+0.000633688j -0.00182082+0.00128482j -0.000371867+0.00308433j -0.000231095+0.00369665j -0.000498957+0.000742367j 0.00358002-0.000552581j -0.00134356-0.00175619j 0.00265265-0.00424762j 0.000897581+0.000632585j 0.00174426-0.00177672j 0.000886967+0.000406353j -0.00139139-0.00198295j -0.000132758-0.00194342j 0.000113676+0.0017653j -0.000358891+0.00191066j -0.00156079+0.000989276j 0.000574967+0.000384817j 0.00187787+0.000404919j -0.000531815+0.000914023j -0.000900166+0.00083925j 
0.000252722+0.000926272j 0.001397+0.00119317j -0.000836028+0.000515138j -0.000515567-0.00410911j 0.000464929+0.00550526j 0.00047714-0.000744417j -0.000926076+0.00175422j -0.00043926+0.00205969j -0.00101548-0.000151228j -0.000871341-0.000630642j -7.12966e-05-0.00366056j -0.00128437-0.00205156j 0.0022273+0.00370503j 0.00346455-0.00169383j 0.00200334-0.00482729j 0.00341238+0.000987856j -0.00045946-0.00244503j -0.00117876-0.00209059j 0.00137912-0.00202732j 0.00328437-0.00496729j 0.00620524+0.00139337j -0.000536659-0.00399012j -0.00415463-0.00490738j 0.00229013+0.00864476j 0.00656227+0.00447042j -0.00314482+0.000251716j -0.0015762-0.00340866j -0.00393598-0.000275375j 0.00272782+0.000102422j 0.00420727+0.00332778j 0.00184999+0.00423061j -0.000723683-0.00276796j 0.00315498+0.0035709j 0.00468429-0.00047328j -0.00515535+0.00067167j 0.00440935+0.006332j 0.00101026-0.00246536j -0.00113123-0.00423986j -0.00493865+0.00330193j -0.000383444-0.000629118j -0.0041929-0.00449711j -0.00449526+0.0034312j 0.00294106+0.00635559j 0.00420807+0.00409541j -0.000815044+0.00281074j -0.00121129+0.00185315j -0.00848279-0.00820012j -0.00515406-0.0022475j -0.000415761+0.00018233j -0.00184458+0.00066467j -0.00356742+0.00106727j -0.00207321+0.000450903j 0.000993827+0.00368056j 0.000557428-0.000156692j -0.00429542-0.00366386j 0.00694886-0.00151577j -0.000137144+0.00411064j -0.00243534+0.00204789j -0.000127338+0.00187221j 0.000658776+0.000297601j 0.000859556+0.00139235j 0.00424478+0.000436958j 0.00208227+0.00228555j 0.000820955-0.00202125j 2.45893e-05-0.00214757j 0.00152785-0.00193064j -0.00163764+0.000830913j -0.00306111+0.000520263j -0.000900544-0.000177862j 0.000544219-4.33381e-06j 
-0.000737328-0.00301651j 3.68604e-05-0.000533859j 0.0013456-0.00201896j -0.00119881-0.0025506j -0.000214902+0.000253481j -0.00215817-0.00117586j 0.00127248+0.00556443j 0.00122343+0.00127763j 0.00349155-0.00538956j 0.00173209+0.00144614j -0.00137719+0.000369961j 0.000699906-0.00258242j 0.000106996+0.00360554j 0.00375586+0.000415126j 0.00477764-0.00922357j -0.00109082-0.00108311j 0.00291055+0.0067377j -0.000520475-0.00210986j 0.00269577+0.00960579j -0.00129326+0.00241494j 0.000745348+0.00435903j -0.00334075+0.00478457j -0.00955052-0.00307875j 0.0041546-0.00746619j -0.0055871+0.00237983j 0.000948567+0.0015817j -0.00254515-0.00129808j 0.00745577+0.00207487j 0.00323995-0.0026786j -8.21221e-05-0.00404606j -0.00918878-0.00859892j 0.00281898+0.00761217j 0.00439761-0.00366715j 4.95203e-05-0.000961503j 0.00384078-0.00867749j -0.00227024-0.000902347j 0.000694971+0.0058483j 0.000362648-0.000580029j 0.000196667-4.58113e-05j -0.00865727-0.00788685j -0.00707692-0.00223757j -1.23753e-06+8.83674e-05j 0.00202611-0.00159084j -0.00150158-0.00870515j -0.00379654-0.00012621j -0.00574033-0.00434462j -0.00397265+0.00462628j -0.0114009-0.00817806j -0.00125758-0.00124628j -0.00334927-0.000838075j -0.00281269-0.00621207j 0.00186342+0.00642944j 0.00179662+0.00131652j -0.00266953-0.00551147j -0.00457212-0.00787006j 0.0036813+0.0147334j 0.000751126+0.000216616j -0.00101549-0.00279815j -0.00141831+0.00336016j 0.000970053+0.00112112j 0.00227364+0.00178376j 0.00466523-0.00315575j 0.00171558-0.0019367j 0.000721423-0.000520784j -0.000323573-0.0016253j 0.00215169+0.000552496j 0.0022561+0.00320188j -0.00108067-0.000892769j 0.00150929+0.00149513j 0.000332404+0.000834231j 
4.45729e-05-0.000858472j -0.000173927-0.00195172j 0.000583427-0.00104356j 0.000688113-0.00072866j -0.00164345-0.00199492j -0.000866467-0.00037721j -0.000122293-9.55433e-05j -0.000887624-0.000458776j -0.000501966+0.00175889j 0.00366842+0.00115952j 0.000127097+0.000880936j -0.00408995+0.00160074j 0.000455991-0.00277664j 0.00408983+0.00343499j -0.00536326+0.000660689j 0.00152651-0.0059499j 0.00217411+0.00224927j -0.00503822-0.00334535j 0.0023142+0.00524126j -0.000439924+0.0057336j 0.00553412-0.00124536j 0.00386248-0.00292868j -0.00291245-0.00263969j -0.00312496+0.00128856j 0.00535267-0.00237604j -0.0044068-0.00010317j 0.00172477+0.0106423j 0.00582931+0.0036262j -0.00192876+0.00206964j 0.00356841+0.0064316j -0.00357132-0.00410104j -0.00259167-0.00202915j -0.00419613+0.0062195j -0.00201394+0.000988754j -0.00130412-0.00523261j 0.00384782-0.0033844j -0.0067161+0.00372523j 0.00233846+0.00250086j -0.000210664+0.0012484j 0.00710835-0.00495274j 0.00319515-0.00738793j -0.00294708-0.000329286j 0.0041918+0.0025053j -0.000935741-0.00163049j 0.00761496-0.000728874j 0.00409498-0.00257898j 0.00190956-0.000971136j 0.0138033-0.00178871j 0.00262964-0.00625526j 0.00409369-0.00321583j 0.013951-0.00163106j 0.00187532+0.00113416j -0.00728195-0.00664429j -0.000448181-0.00433313j 0.00639946-0.00112268j -0.0145026+0.00558892j 0.0065268-0.00114137j 0.00243297+0.00300239j -0.00523471-0.000628638j 2.68309e-05+0.00311129j 0.000931526+0.00351931j 0.00197427-0.00100214j -0.00074216-0.000337636j 0.000645631+0.00221115j -0.000265735-0.00220314j 0.000902298+0.00247105j 0.00120154+0.00161539j -0.00122142-0.000757143j 0.00031439+0.00110159j -0.000417669-0.00103835j 
