0.00110743+0.00461261j -0.00231028-0.000731311j 0.000460779+0.00273135j 0.00150384+0.00293503j 0.00217262+3.11984e-05j -0.00030954-0.0040396j -0.00248078-0.000224006j -0.000624212-0.00201879j 0.000114922-0.00189213j 0.000167409-6.39607e-05j 0.000104586-0.00196149j 0.00277492-0.000500109j -0.000818765+0.000509017j -8.6377e-05+0.000490517j -7.42059e-05-0.00216021j 5.79188e-05-0.00116933j -0.000836523-0.000337262j 0.000640583-0.00125877j 2.89736e-05-0.000800048j 0.00190506-0.000341672j -0.000926728+0.000308014j 0.00123963+0.000342343j 0.00102648+0.000448681j -0.000759516+0.000461601j 3.72826e-06+8.01238e-05j 0.000787107+0.000804037j -0.000751996+0.000657739j -0.00202681+0.00051591j 1.13087e-05-0.000374345j 0.00018741+2.01433e-05j -0.00132352+0.000927422j 0.00104593+2.64129e-05j -0.000497264+0.000408478j -0.000449185+0.00058039j -0.000939748+0.000358571j -0.000249311+0.000772005j -0.000355325+0.00129094j 0.00183697-0.000216019j 0.000992183-0.000600603j 0.000403277+0.000425415j 0.000450008+0.00105409j 0.000557088+0.000246876j 0.000796255-0.000874969j -0.000602332-7.76417e-05j -4.3158e-05-0.000173506j -0.00071884-0.000243951j 0.00114014-0.000994545j 0.000305943-0.000834039j -0.00141127-0.000492409j 0.00079442-0.00035031j 0.000443574+0.00132367j -0.000162078-0.000483926j -0.000372078+8.89972e-05j 0.000184156-0.000542645j 0.00105558+0.000157937j 0.00173142+0.000604155j -0.000115991-0.000414279j 9.05107e-06+0.000211287j 0.00232639+6.55458e-05j -0.00225432+0.00107325j 0.00105761-0.000867401j 0.000588024+0.00141843j 0.000816152-0.00130675j 0.000167003-0.00135537j -0.00224383-0.000255534j -0.000457784+0.000543378j 0.00272535+0.00158343j -0.000193787-0.00139056j -0.0010858+0.000475983j 0.00875229-0.00086574j 0.00449569-0.00953453j -0.0217553-0.00324606j -0.0146867+0.0137986j 0.00835782-0.00611352j 0.110605+0.00159427j -0.0848975+0.0019624j -0.338009-0.00291064j 
-0.010565-0.0163486j 0.0163011-0.00933312j -0.0359884-0.041614j -0.0327241+0.041413j 0.00840417-0.00315454j -0.00441284+0.0300282j 0.00419914+0.0219012j -0.010522-0.0406503j -0.0119817-0.00219358j -0.014723+0.000930037j 0.00302076+0.00187065j 0.00886778+0.00106612j 0.032567+0.0277943j 0.0090468-0.00353966j 0.0109053-0.00465263j -0.00245106+0.00425913j 0.0050464-0.00404045j 0.0267873+0.0060471j -0.0290476+0.00794062j -0.0526225+0.00804233j -0.0196118+0.00892717j 0.0286009-0.00692589j -0.126509-0.00559625j 0.0568193-0.00185355j -0.0053864+0.00369343j -0.0727595-0.00540868j 0.0692359-0.00684407j -0.0423889+0.00365038j 0.0410881+0.00254816j 0.0912854+0.00361434j 0.0557283+5.86472e-05j 0.0172039+0.00323754j -0.0035938+0.00333189j -0.0182682+0.00270582j 0.0532203+0.00298672j -0.0258873+0.00550015j -0.0246668+0.000210607j -0.0435447+0.00749709j -0.0435953+0.00188646j 0.015281-0.00168255j -0.00363516+0.00494798j -0.00536513+0.000292295j -0.0434428-0.00206424j -0.00613636-0.00310797j 0.0161728+0.00415477j -0.0196102+0.000476224j -0.00249603+0.0108493j -0.0317963+0.00815342j -0.0152118-0.0076278j 0.00371859+0.00398851j 0.0074158-0.00738008j -0.00983019+0.00116843j -0.0169648+0.00617952j 0.000952682-7.41794e-05j 0.0118835-0.00570154j 0.0277143-0.0121893j 0.00547678+0.000336133j -0.0404445-0.00282316j -0.00495502-0.00372843j 0.0252331-0.00185268j 0.0135484+0.000166725j 0.0129106+0.00281322j -0.0102554-0.0127489j -0.00573306+0.0120414j 0.00988634-0.00108312j -0.00904072-0.00104418j 0.0243808-0.00605064j -0.00897314-0.00308064j -0.00838693-0.00671553j -0.0107462+0.00179146j 0.0076362+0.00351637j -0.0126116+0.00626464j -0.00281216-0.00717598j -0.00193928+0.00434787j -1.91982e-05+0.00107131j -0.00441919+0.000574854j 0.00296041+0.00148386j 
0.0155524-0.0111144j 0.014908+0.0167028j 0.0275793+0.0029619j 0.00491945-0.027848j 0.012223+0.0205064j 0.00386086+0.0164066j 0.00762243-0.00240614j -0.0286207+0.023538j -0.00874738+0.0219084j -0.00517614-0.013111j 0.0054706+0.00666424j -0.00511782+0.0261292j 0.000569617-0.0138298j 0.00179887+0.00372954j -0.0157395+0.0066396j -0.0224927+0.0033169j 0.0315573+0.000620509j -0.00218225+0.00180943j 0.00209135-0.00343563j -0.058508+0.00254437j -0.0267313+0.00640381j 0.0245663+0.00345639j 0.0330351+0.0117439j -0.0510752+0.00430728j 0.0496926+0.0110408j 0.00319763+0.00510056j 0.0743845-0.000624835j 0.136486+0.00379575j -0.0366684+0.00309542j -0.00409615+0.0125615j 0.0439942-0.00169443j -0.0366192+0.0021436j -0.0804397-0.000229863j -0.0309155-0.000402619j 0.0412365-0.0047634j -0.00920822-0.000116278j 0.0713919-0.00937718j -0.00248779+0.0197757j -0.00590599+0.0019136j -0.020885+0.0079837j 0.0305036+0.000924104j -0.014292+0.00454775j -0.0311969+0.00297807j 0.00678422-0.00640414j 0.0187474-0.00309252j -0.00316983+0.00378856j 0.00132964+0.0058489j 0.0101265-0.000935491j -0.0231874-0.00209342j 0.0293506+0.00846424j 0.0118214-0.00139242j 0.0109337-0.00593778j 0.0195028+0.00328698j -0.0162815+0.00167488j -0.00049597-0.00375716j 0.0143372-0.00638998j -0.00414752-0.00355597j -0.00602351+0.00167216j 0.00825882+0.00132548j 0.0300891-0.00891778j 0.00202364-0.000541231j -0.00215987+0.00181613j -0.0236725-0.00283882j -0.00286851+0.00517122j -0.0087366-0.00278357j 0.0169229+0.000894235j 0.0119893+0.00349484j 0.0055477-0.00477387j -0.00410682+9.72947e-05j 0.00135306-0.000221376j -0.0126167+0.0103932j -0.00161675-0.00426153j 0.0101019-0.00158212j 0.00158958+0.00483288j 0.00197465+0.000882721j -0.0022341-0.0062358j -0.0114477+0.00392067j 
0.0378228+0.0087993j -0.00610969+0.0334817j -0.000342778-0.0152791j -0.00684017-0.0131781j 0.00879091+0.0255437j 0.0185384+0.00786753j -0.0095287-0.00793662j -0.0197887-0.00920811j -0.0125984+0.00864794j -0.00408664+0.00208281j 0.0190145-0.0120733j 0.00144836+0.00838505j 0.00973812+0.0130834j -0.0052628-0.00516233j -0.0383536+4.85692e-05j -0.0480923+0.00327366j 0.0690303+0.000174497j 0.105298-0.000165906j -0.0122191+0.00444646j 0.0527916-0.000314647j 0.0302903-0.00182371j -0.0389963-0.0106116j -0.015968-0.00366626j -0.0819437-0.00660071j 0.0229445+0.0012831j 0.095587+0.00110448j 0.0261498-0.00886779j -0.0109882-0.00272753j 0.0152787-0.0035496j -0.00841313+0.00615716j 0.0019129+0.00183591j 0.050976-0.00184969j 0.0336411+0.000537993j 0.0203927+0.00360618j 0.0200469+0.00390744j 0.0196979+0.00148425j 0.0292835+0.000662124j -0.00481028+0.0154441j 0.0146975+0.00373198j -0.0101148-0.00247299j 0.0282296+0.00434862j 0.0116026-6.50897e-05j -0.0403317+0.000366634j -0.00254881-0.00278751j 0.0255199-0.00519373j 0.0208321+0.00212559j 0.0123375+0.000491465j 0.00658834-0.00680967j -0.0181205-0.00288112j -0.0248502+0.0065219j -0.00803155+0.00219535j -0.00342636-0.000253632j 0.0131185-0.000176096j -0.00340099-0.0050919j 0.00514059+0.00137138j -0.00399471-0.00171087j 0.023664-0.000413981j -0.0170408+0.0046792j -0.0100225+0.0035603j 0.0170859+0.000725356j 0.00329071-0.000735365j 0.0149295+0.0040258j -0.0126992-0.00484094j -0.00665918+0.0027731j 0.0192428-0.00306483j 0.00790642+0.008108j 0.000953711+0.00681134j 0.00483012-0.0045967j -0.0106308+0.0029186j -0.0140843+0.0015152j -0.00429194-0.00297282j 0.000548753-0.000577911j 0.00239174+0.00167445j 0.00358575+0.00480672j -0.00783672-0.000331394j 0.00726047-0.00361668j -0.00506283-0.00432627j 
-0.00678811-0.00684426j 0.00778123-0.00634695j -0.0170653+0.00366405j 0.00711949+0.0239974j -0.000649827+0.000687278j -0.00260022+0.00916518j -8.09734e-06+0.0214334j -0.00467924-0.00401781j 0.00347524-0.00534425j -0.0105494+0.00367607j 0.00373983-0.0107432j -0.00174944+0.00294653j 0.0126665+0.00570533j 0.0149274-0.0114057j 0.00299437+0.00214216j -0.0294794+0.00102484j -0.0820318+0.0022293j 0.0113303+0.00604641j 0.0162294+0.0030791j -0.0692597-0.0112282j 0.11511-0.00936555j -0.0674668-0.00196207j 0.0125765+0.00628207j -0.0179968-0.010055j 0.13103+0.00613902j 0.0171511+0.00317642j -0.0556817+0.00348475j 0.0597586+0.000178919j -0.0216264-0.0108389j 0.0305999+0.00207569j 0.014321+0.00108001j 0.0766245-0.0041709j -0.00864195-0.00408123j 0.0150177+0.00554583j 0.0119893-0.00328765j -0.00423368+0.00390421j -0.0231019+0.00144214j -0.0167372-0.00417427j 0.0327093+0.0029432j 0.00986395-0.00564275j 0.045509+0.00578645j 0.0173518+0.000393517j -0.014148-0.0029742j -0.0242504+3.37735e-05j -0.00193582-0.00401481j 0.00787133+0.000215954j 0.00423838+0.00671285j 0.00202798+0.000743802j -0.0125606-0.00141619j -0.00891293+0.0088511j -0.00258521-0.0010058j 0.00414259+0.00363571j -0.00725732+0.000844972j -0.0172489-0.000492726j 0.0112177-0.00197817j -0.00398956-0.00177033j 0.00845523-0.000666564j -0.000225471+0.00207418j -0.00907497+0.000650528j 0.00922922+0.00317281j 0.0026212-0.00154801j 0.00850203+0.00177346j -0.0102214-0.000372576j -0.00503276+0.00677239j 0.00556659-0.00234898j -0.000785937-0.0026806j -0.00235877+0.00140174j -0.00272245-0.00106319j -0.00404911-0.000119911j -0.00179541+0.002315j 0.00283766-0.000758283j -0.000972423+0.00274476j -0.0037856-0.00190549j 0.00120902+0.00101834j 0.000827797+0.00159021j 0.000847975-0.00230571j -0.000759827-0.000819116j 
0.00214243-0.019481j 0.0235698+0.00541761j 0.0106707+0.00800951j 0.0140345-0.00348609j -0.00662468-0.00176069j 0.0149768+0.0192989j -0.00118406+0.0116408j -0.011435+0.00215534j 0.00171488-0.00517494j -0.00884322-0.0030581j -0.00659495+0.00334476j -0.00198481+0.0188452j -0.00788181-0.00748875j 0.0144514+0.00532778j 0.0515925-0.00211493j -0.0947137+0.0171144j -0.0226527+0.0102994j -0.0205058-0.00873022j 0.0419901+0.00764876j -0.00660606-0.00659177j 0.0589009+0.00334762j 0.0867682+0.0129565j -0.0874822-0.00697217j 0.0272198-0.00528123j -0.0228419+0.0056838j 0.0377701-0.0054661j 0.0359535-0.00106742j -0.00516029-0.0143995j -0.103015+0.00682212j 0.0206118-0.00636775j -0.0316615-0.0029858j -0.05775+0.00503098j 0.013058-0.00525825j -0.00128353-0.00316747j 0.00847474-0.00517397j 0.0237363-0.00567363j 0.0121329-0.00615726j -0.0516788+0.0018579j -0.0132888-0.00734635j -0.0172988-0.0032713j 0.012268-0.00299247j -0.00197089+0.00225094j 0.0289721+0.000539264j 0.00581812-0.00310963j -0.0344248+0.000881144j 0.0243253-0.00877145j -0.00532315+0.00192454j 0.00595389+0.00039053j -0.0231579+0.00356566j 0.0277752+0.00205681j 0.0205536-0.00214458j 0.0129353-0.00471224j -0.00331364-0.00501574j -0.00815806+0.00276395j -0.00128792-0.000949464j 0.0225872-0.00139863j -0.00400396-0.00364324j 0.019644+0.00176529j -0.00424035+0.00789302j 0.00499485-0.00181407j 0.00784958-0.00195437j 0.00730736-0.00665333j -0.0120295+0.00593784j -0.00103795+0.00654023j -0.0221366-3.46922e-05j 0.0183816-0.00843487j 0.00152184-6.78477e-05j -0.00112517+0.00383269j -0.00394729+0.00128362j 0.00885264+0.00349754j -0.0111357+0.00391638j -0.00303923+0.00329478j -0.00116827-0.00545298j 0.00950855-0.0018597j 0.00468429+0.00553681j -0.00443064-0.00663405j -0.0104336+0.00618009j 
0.0146827-0.0475318j 0.0531349+0.0185152j -0.00923157-0.0477851j -0.0241347+0.0125884j -0.0195636-0.00491513j 0.0156916+0.040791j 0.026709-0.00599978j -0.00360384-0.00859693j 0.0103854-0.0101028j -0.0276074+0.0195236j 0.00769648+6.17916e-05j 0.00538684-0.00374623j -0.0361886+0.000728909j -0.00286518+0.0074237j 0.0847232+0.00169169j -0.0269118-0.000103284j -0.0291687+0.00837326j 0.0713622+0.00666046j -0.0727248+0.00182932j -0.0310862+0.00440203j -0.0673149-0.000586855j 0.0251656-0.00465568j 0.0821931+0.0043218j -0.017033-0.00630199j -0.0656511-0.00321441j 0.022759-0.00370923j -0.0498472+0.00298823j -0.032699+0.0083848j 0.0245994+0.000865759j -0.00300074-0.0067849j -0.0430594+0.00302234j 0.0479075+0.00327949j -0.0248053-0.000273099j -0.0163916-0.00832333j 0.000452697+0.00308572j 0.0133179-0.00130822j 0.0305136+0.00252385j 0.00567027-0.0124636j 0.0141396-0.00712344j -0.0214376-7.99552e-05j 0.0107303+0.00326113j 0.00775693+0.00429467j -0.017992+7.64763e-05j 0.00721628-0.00270542j -0.0161749+0.00316308j 0.0126424+0.00235451j -0.0141651+0.00603355j -0.00577459+0.00131715j 0.0286644-0.000122628j -0.00916571+0.00656748j 0.013899-0.00295437j 0.00687799+0.00136657j -0.00780911-0.00331467j -0.000383884+0.00028124j 0.0170827+0.00452478j 0.00805929+0.0097772j 0.00606931+0.00221419j 0.00803787-0.00684856j 0.0161244-0.00147031j -0.0122952+0.00258357j -0.00362347+0.00504564j 0.00753882+0.00147124j -0.00116082-0.00129236j -0.00189131+0.00284505j -0.00250759-0.0051318j 0.0118361-0.00656069j 0.0099254+0.00365565j 0.00266327-0.00251508j 0.00256911-0.0061682j 0.0077193+0.00260698j -0.0112676-0.000818539j -0.0115218-0.00378068j -0.00177724-0.00354532j 0.0132961-0.00101324j 0.00113377+0.00805476j -0.00790494-3.99776e-05j -0.00518636+0.00325376j 
0.00501297+0.00510461j -0.00542882+0.00526147j 0.000866067+0.00113965j 0.000918404-0.00342474j -0.00162478-0.00770489j 0.0202416-0.000894834j -0.00620505+0.0123418j -0.00722207-0.00587086j 0.00017929-0.0002794j -0.00251481-0.000350811j 0.00724181-0.00775763j 0.005662+0.0128438j -0.00841451+0.00825808j -0.00854049+0.01316j -0.0276184-0.000651582j 0.0649974+0.00710769j -0.10232+0.0133722j 0.0921345-0.00170286j 0.0993896+0.0025525j 0.0495713+0.00709227j -0.00688437+0.00226476j 0.126708-0.00249181j -0.0261144-0.00434674j 0.00230384+0.00651682j 0.0893897-0.000162959j 0.0118069-0.00433437j 0.00497149+0.00248319j -0.0301306+0.00249205j -0.00979079+0.00795478j 0.0440477-0.00392404j -0.0655035+0.0061139j -0.0389045+0.00488188j 0.00336407-0.00214805j -0.00544854+0.0026775j 0.0172559-0.00865545j 0.0338615-0.000617967j 0.0191485-0.00608396j -0.0330623+0.00581868j -0.0212363+0.00202605j 0.00706925-0.00114512j 0.0441142-0.00449099j 0.0151005+0.00128401j 0.0107852-0.00238395j -0.0068856+0.00322078j -0.00318768+0.000285098j 0.00377041-0.00150226j 0.00146765+0.00226566j -0.00623713+0.00362437j -5.73015e-05-0.000609958j 0.0031399-0.000618753j 0.00165575-0.00069074j 0.0166455-0.00381877j -0.00410663+0.0004021j -0.00523571-0.0007061j 0.00945518-0.0014919j 0.00657024-0.00529894j 0.00179397-0.000308957j 0.00323956+0.00140236j -0.00824638+0.00278362j -0.00496741+0.0018461j 0.00169988-0.00206268j 0.00607888+0.000528038j -0.0104922+0.00394044j -0.0044073+0.0021229j 0.00184285+0.00280525j -0.00233362-0.00155132j -0.0029437-0.000608487j 0.00117498-9.02007e-05j -0.00679726+0.00599005j -0.00240929+0.00372132j 0.0021896-0.00414435j -0.00228251+0.00625751j -0.00433076+0.00172063j 0.00350149-0.00283496j -5.27833e-05+0.00226113j -0.000955671+4.86401e-05j -0.00101561+0.0018235j 
-0.00288991-0.0119768j 0.0127082-0.000322843j 0.021454-0.0124344j -0.0125293-0.0161589j -0.00267774-0.00886334j -0.00304059+0.0139299j -0.00665581-0.0243685j 0.00324308-0.0194549j -0.00449432+0.0165647j 0.00465294+0.00172005j 0.014382+0.00531495j -0.0140474-0.0148983j 0.00289+0.0107681j 0.0063976-0.012787j -0.0502902+0.00420718j -0.0329808+0.00398248j -0.126686-0.0153732j -0.0383758+0.00778653j -0.174272-0.00808248j 0.0765068+0.00843063j -0.0400574-0.00973968j 0.0214534-0.00295725j -0.0527848-0.00052464j 0.0446929+0.0041368j -0.0182526-0.0091033j 0.0140798-0.00732842j 0.0526526-0.0109974j 0.017376-0.00556865j 0.00554537-0.00489295j -0.00352945+0.00838253j 0.0269492-0.00148083j -0.0639573-0.00210111j -0.04383+0.0010038j 0.0445597-0.00289413j -0.0485185-0.00296831j -0.0169187-0.00359671j 0.0300974-0.00552998j 0.00941065+0.00415106j -0.00816661+0.00223921j 0.0145129+0.00361721j -0.00612516-0.0067963j 0.0136844-0.00118564j 0.0197782+0.00716348j -0.0028541+0.0013318j -0.0104127-0.00310136j -0.012076-0.00413631j -0.0020288-0.002372j 0.00845288-0.00295045j -0.0137931+0.00485046j 0.0285072-0.0046566j 0.00736662+0.00136534j 0.00784066-0.0037837j 0.0156281-0.00659836j -0.0035514-0.000214028j -0.0138499+0.00120519j 0.00874664-0.0013459j -0.0221125-0.000367758j 0.0155302-1.26445e-06j 0.00932228-0.00162676j 0.00605762-0.00128944j -0.00768885+0.00156648j 2.57404e-06-0.00379094j 0.00384046+0.0034759j -0.00175423+0.00312421j -0.0170675+0.00172909j 0.00803812-0.0030643j -0.001979+0.0049259j -0.00621624+0.00337659j 0.00189455-0.00182729j 0.00604908-0.00328551j -0.00403132+0.00575274j -0.00753077+0.000906043j 0.00695564-0.00321347j 0.000124416-0.00173239j 0.00511368-0.000922375j -0.00523655-0.0012827j -0.00374044+0.00436134j 
0.0717778+0.0420606j -0.0383992+0.060535j 0.00864007-0.0111707j -0.00378966-0.0466594j 0.0167114+0.0394814j 0.0352269-0.0161457j -0.0160445-0.0327257j -0.00994627+0.00751613j -0.0198847-0.00259995j 0.00468262+0.00606843j 0.0115799-0.0183246j 0.0632393+0.000381249j -0.0365942+0.00252328j -0.0400485+0.00878537j 0.00706616-0.0034211j -0.0460533+0.00680907j -0.0182342-0.00049498j -0.0535706-0.00563888j -0.0270217+0.00165202j -0.0618224+0.00624431j 0.00290569+0.00201156j 0.0522931-0.00274571j 0.00520965+0.000684467j 0.0618445+0.00133736j -0.0314028-0.00301351j -0.0596789-0.00481606j 0.00277705+0.00486591j -0.036157-0.00303233j 0.0211755+6.20174e-05j 0.0155639-0.0078853j 0.0299387+0.00892622j 0.0108533+0.0105082j 0.0131827-0.0010196j 0.00323207+0.00328779j 0.0137645+0.00508445j -0.0131036+0.00834458j -0.0318571+0.0049937j -0.014087+0.0029579j 0.012436+0.00145766j 0.00297959-0.00219837j 0.00108595+0.00490246j -0.0280374+0.00376023j -0.0211031-0.00158047j 0.00721851+0.00111554j 0.0114782-0.000349407j 0.0197869+0.000873336j -0.0188746+0.000241751j -0.00235833+0.00292273j 0.0257273-0.0021919j -0.0348232-0.000424247j -0.00703388+0.00515827j 0.00752821+0.00337527j -0.0152414-0.000322145j -0.0117752-0.00578948j 0.013025+0.00678422j -0.0260796+0.006272j 0.0251361+0.00656451j 0.00201191+0.00146361j -0.0100382+0.00650643j 0.00224938+0.00390516j -0.00113113-0.000656216j 0.00227006+0.00432215j 0.00471597-0.00360232j -0.0134544+8.50422e-06j 0.0401956+0.000671012j -0.00107716+0.00866353j -0.00910165+0.0079548j 0.011291+0.00113542j 0.00409137-0.00621517j -0.0211763-0.00327805j -0.00245287-0.0116092j 0.0131979-0.00485395j 0.0074889+0.00091733j 0.00268079+0.0114909j -0.022831+0.00282375j 0.0151558-0.00324786j -0.00471951-0.00758973j 
0.0452607-0.0456421j 0.0562181+0.0460924j 0.00203792-0.043488j -0.0115335+0.000851353j -0.0243386+0.0266157j 0.00931015+0.0318778j 0.0216911-0.0160872j -0.0207745-0.0105307j -0.00407061+0.0108854j -0.00982699+0.010939j 0.0326881+0.0102513j -0.022546+0.00702383j -0.0184241-0.00930434j 0.0594755-0.0125739j -0.0551087-0.0163616j 0.0746097-0.00975166j -0.019544-0.00127404j -0.0735557-0.00326542j 0.0657938-0.00225721j 0.0527637+0.00404151j 0.00456118+0.00593316j -0.0429451-0.00343555j -0.00776995-0.00096907j 0.0324288+0.00154691j 0.0320523+0.000814206j -0.0237791+0.00424835j -0.0520473-0.0111001j 0.0239208-0.00342517j -0.0278041-0.0124156j -0.0415+0.00401564j 0.0269004-0.00585536j 0.022252+0.00424062j 0.0210465-0.00357808j -0.0165084-0.00273663j 0.0263399+0.00323339j 0.0297431+0.00155643j -0.0151606+0.00390488j 0.0459411-0.00469534j 0.044295-0.00444325j -0.012304-0.00111007j 0.0312389+0.0043589j -0.0065487+0.00521373j 0.00933467-0.000364031j 0.0018898-0.00253787j -0.00151299-0.00824029j 0.0134736+5.27497e-06j 0.00244689-0.000257768j 0.0227481-0.00309961j 0.00217111+0.000254901j -0.0208674+0.00499626j 0.00111584+0.00293146j 0.00499713-0.000390818j -0.00463585-0.000578075j -0.017609+0.00131335j 0.0152066+0.00342762j -0.00757032+0.00771917j 0.0156943-0.00236173j 0.0136708-0.00480945j 0.0125602+0.000406023j 0.00309889-7.78878e-05j -0.00446568+0.00276277j -0.00369104+0.00507195j -0.00884105-0.00473358j -0.00222773+0.00179762j 0.00394422-0.00852473j 0.0253994+0.00177484j 0.00645584+0.0045151j 0.00179854-0.00637532j -0.00462592-0.00206903j -0.00377715+0.00779149j -0.0236619+0.000657782j -0.000277874-0.00931186j 0.00502682-0.00352743j 0.0163979+0.000476885j -0.000407888+0.0065155j -0.00180182-0.0072964j -0.0138354+0.00199029j 
0.0205028+0.0278816j -0.0294055+0.0147112j 0.00949932+0.0040058j 0.00257362-0.0217441j -0.00536691+0.00754399j 0.00715086-0.0323066j -0.00896503-0.0126498j -0.00149853-0.00854607j -0.0159766+0.0143924j 0.0458744-0.00449185j -0.0052862+0.005632j -0.046499+0.00829703j 0.0197481+0.00547837j 0.14323-0.00331038j 0.113779-0.0108811j 0.0258138+0.00241947j -0.0679733-0.00449801j 0.0186262-0.0105038j -0.0172377-0.0174001j -0.017583-0.00367269j -0.0855179+0.00578344j -0.0217393-0.0064088j -0.069793+0.00159024j 0.0340302+0.0157679j -0.0056997-0.00443236j 0.0104101+0.00466841j 0.00919415-0.00191495j 0.00671703-1.58316e-05j 0.0118748+0.00375154j 0.0466084-0.00215723j -0.0219489-0.000350441j -0.024051+9.26484e-05j -0.00032893+0.00571743j 0.00827475-0.00191041j 0.000980371+0.00106961j -0.00843802-0.000719102j -0.0111836+0.00032242j 0.0243002+0.00350964j 0.0127176+0.00370865j -0.00755804-0.00115948j -0.0217384+0.00206654j -0.00482857-0.00217357j 0.0105388+0.00266485j -0.00618272+0.000798866j 0.00655635-0.00376038j -0.000647564+0.00171402j 0.00292476-0.005781j 0.00441276+0.00058779j -0.0105727+0.000320155j -0.0132658-0.00666548j -0.0111929+0.00207923j -0.000660251-0.0021057j 0.00440163-0.0013349j 0.000669733-0.00107837j -0.00753942+0.00152558j -0.0217948-0.00250949j 5.08199e-06+0.000724434j 0.00284524+0.000167601j -0.0148822+0.00198458j -0.00701497+0.000382225j 0.00474874-0.000846163j -0.0156174+0.0035581j 0.00625456-0.0019033j -0.00356631-0.000990036j 0.00371375+0.00522624j -0.00477502+0.00391681j -0.00545311+0.00144088j 4.79675e-05+0.000201522j 0.00303131-0.00123621j -0.0100332-0.00135387j 0.00498204-0.00422428j 0.0108795-0.00565394j 0.00319174+0.00336055j -0.00473633+0.00250153j -0.00466055-0.00473149j 0.00743426-7.21278e-05j 0.00161979-0.00502738j 
-0.0199058-0.00426651j 0.000940607-0.0165634j -0.00324166-0.0119486j -0.0181488+0.00222325j 0.012254-0.0131157j -0.00211884+0.0102139j 0.00976482+0.00930234j -0.00609922+0.0150991j -0.0103902-0.00116486j -0.00260866-0.0068389j -0.0400215+0.00606279j 0.0461891+0.0114269j -0.120223-4.14298e-05j 0.0817318+0.016762j -0.0970427-0.00139609j -0.0892429+0.00603399j -0.0226993+0.00239772j -0.0136304-0.00475881j 0.0549441+0.00497886j -0.0380426-0.000721923j -0.113901+0.00275575j 0.0308484-0.0223958j 0.0313736-0.0123468j -0.00380869-0.00411406j 0.0409594+0.0139706j 0.0456862-0.00507752j -0.000608191+0.00748933j 0.0192782+0.00318105j -0.017297+0.00443981j 0.0314386-0.00130396j 0.036711+0.00148556j 0.00170908-0.00536086j -0.0398951-0.000235831j -0.0145895+0.00315811j 0.0396434-0.00266617j -0.0240889+0.000910212j 0.0290509-0.00366059j -0.00945194+0.00685588j -0.0169215+0.00397691j -0.0187045+0.000813104j -0.00188449+0.00182571j 0.0306113+0.000574835j -0.042366-0.00152208j -0.00393946-0.00233142j -0.00180054+0.00208547j -0.0166402+0.000697007j -0.0058853+0.00331358j -0.0117581+0.00137887j 0.0144568-0.00714469j 0.000513144+0.00624302j 0.00481296-0.00404686j 0.00513619-0.000998642j -0.00261824+0.00662191j 0.00440477-0.00183414j 0.0132684-0.0033364j 0.00371909-0.00582045j -0.00852993+0.000423033j -0.0242449-0.00175722j 0.00753645-0.000346099j 0.00201452+0.00371596j 0.00337463-0.000709897j -0.00513047-2.29353e-05j -0.0111372-0.00168721j -0.00649609+0.00465525j 0.00173464+0.00103058j -0.00866933-0.00221239j 0.0170084-0.00162921j 0.00157683-0.000566853j 0.00483208-0.00414405j 0.00153311-0.00338821j 0.00695118+0.00127299j -0.00834801+0.00429203j 0.00192401+0.00333594j -0.00406645+0.000177262j 0.000610778+0.00408778j -0.00646917+0.0081747j 0.00663703+0.00196114j 
