0.00110743+0.00461261j -0.00231028-0.000731311j 0.000460779+0.00273135j 0.00150384+0.00293503j 0.00217262+3.11984e-05j -0.00030954-0.0040396j -0.00248078-0.000224006j -0.000624212-0.00201879j 0.000114922-0.00189213j 0.000167409-6.39607e-05j 0.000104586-0.00196149j 0.00277492-0.000500109j -0.000818765+0.000509017j -8.6377e-05+0.000490517j -7.42059e-05-0.00216021j 5.79188e-05-0.00116933j -0.000836523-0.000337262j 0.000640583-0.00125877j 2.89736e-05-0.000800048j 0.00190506-0.000341672j -0.000926728+0.000308014j 0.00123963+0.000342343j 0.00102648+0.000448681j -0.000759516+0.000461601j 3.72826e-06+8.01238e-05j 0.000787107+0.000804037j -0.000751996+0.000657739j -0.00202681+0.00051591j 1.13087e-05-0.000374345j 0.00018741+2.01433e-05j -0.00132352+0.000927422j 0.00104593+2.64129e-05j -0.000497264+0.000408478j -0.000449185+0.00058039j -0.000939748+0.000358571j -0.000249311+0.000772005j -0.000355325+0.00129094j 0.00183697-0.000216019j 0.000992183-0.000600603j 0.000403277+0.000425415j 0.000450008+0.00105409j 0.000557088+0.000246876j 0.000796255-0.000874969j -0.000602332-7.76417e-05j -4.3158e-05-0.000173506j -0.00071884-0.000243951j 0.00114014-0.000994545j 0.000305943-0.000834039j -0.00141127-0.000492409j 0.00079442-0.00035031j 0.000443574+0.00132367j -0.000162078-0.000483926j -0.000372078+8.89972e-05j 0.000184156-0.000542645j 0.00105558+0.000157937j 0.00173142+0.000604155j -0.000115991-0.000414279j 9.05107e-06+0.000211287j 0.00232639+6.55458e-05j -0.00225432+0.00107325j 0.00105761-0.000867401j 0.000588024+0.00141843j 0.000816152-0.00130675j 0.000167003-0.00135537j -0.00224383-0.000255534j -0.000457784+0.000543378j 0.00272535+0.00158343j -0.000193787-0.00139056j -0.0010858+0.000475983j 0.00875229-0.00086574j 0.00449569-0.00953453j -0.0217553-0.00324606j -0.0146867+0.0137986j 0.00835782-0.00611352j 0.110605+0.00159427j -0.0848975+0.0019624j -0.338009-0.00291064j 
0.00595428+0.00336617j -0.00203688+0.00263443j -0.0122688+0.00231975j 0.00915284+0.013955j -0.00769646-0.00597919j -0.00159456-0.00285104j -0.00833481-0.00631183j 0.0173132-0.00665983j -0.000337318-0.0176371j -0.00117176+0.00918193j 0.00274848-0.00384808j 0.00810015+0.00132851j 0.024838+0.00487077j -0.00752363+0.0213255j 0.00537821-0.00662074j -0.000260896-0.0143459j -0.000854578-0.0138526j -0.0124179-0.0124999j -0.00809166+0.0148446j 0.00945713+0.00745722j 0.0182378+0.00145786j 0.0099844+0.0125966j -0.010377+0.00919744j -0.0014547-0.00774161j 0.00341798-0.00853977j 0.00247813+0.0229797j 0.0203125+0.00938905j 0.01333+0.0201j -0.00975646+0.0106392j -0.0233844-0.00150932j 0.00433964+0.0161468j -0.0170313+0.00361913j -0.00483368+0.0185016j 0.00965494-0.000458036j -0.00496658-0.00903139j 0.0029501+0.0190622j 0.0200471+0.00775943j 0.00725474-0.00830084j -0.0106638-0.0438298j -0.00657774+0.0447975j -0.0165805-0.00627156j 0.00724036+0.0385014j 0.00224088-0.0316338j 0.00696159-0.00410261j 0.017332+0.00951361j -0.0262153+0.026181j 0.0017431+0.0140814j 0.0234525+0.012347j 0.00213437+0.0142375j -0.00904723-0.00908769j 0.00171771+0.0115938j -0.00976703+0.000680195j 0.0291087-0.00204828j -0.0171805-0.0357352j 0.0282584-0.00431494j -0.0188129+0.00234948j -0.00992571+0.0127756j 0.0038079-0.00725203j -0.0170728-0.00588461j 0.0150284-0.0221722j -0.0240562-0.0226519j -0.0524898+0.0194413j -0.0296634+0.00936183j -0.0173954-0.00496333j -0.013025-0.013149j 0.0560276-0.0190473j -0.0318877+0.0185743j -0.00377062+0.011603j -0.00941831+0.00453236j -0.00552683+0.0170384j -0.0261375-0.00965272j 0.0287633-0.0071337j -0.0140049+0.0132426j 0.0160357+0.00265176j -0.0141524+0.014031j 0.0141148+0.00180852j 0.00804617-0.00984123j 
0.00227805+0.00109704j 0.000203516+0.00170484j -0.005237-0.00432986j -0.00165523+0.00430336j -0.000948282+0.00506988j -0.00710293-0.00543669j 0.00496316+0.000230752j 0.000119229+0.00335586j -0.00921516-0.00290427j 0.00174693-0.00461697j 0.00141114+0.000911359j -0.00584566+0.0132092j 0.0180605+0.00969329j -0.00386253-0.0098683j 0.0019628-0.00942202j -0.000596223-0.00516262j 0.00765657+0.00911837j -0.00580007+0.00302993j -0.0107315-0.0219446j 0.0201885-0.010266j 0.0154629+0.00189063j 0.00209299+0.0132236j -0.0179826+0.0165051j -0.00959206-0.0178631j 0.000424206+0.0401965j 0.0129441-0.0220112j 0.0233757+0.00465657j 0.00645766-0.00601501j -0.0129509-0.00605418j -0.000843892-0.00250007j -0.0210712+0.0341954j -0.0099018-0.0230624j 0.0205169-0.0429314j 0.00897005+0.0129743j -0.0249407+0.0129921j -0.00156368+0.0451903j 0.0036375-0.0159354j -0.0179173-0.0440757j -0.0125878+0.0252934j 0.0138609+0.00107547j 0.0219783+0.0151955j 0.01856+0.000954608j 0.0145873+0.0111686j -0.0154305-0.05166j 0.00728651+0.012434j -0.0148325+0.00320681j -0.0127566-0.0105525j -0.00187174-0.0346712j -0.00177238+0.00829047j -0.0178473+0.0133143j -0.00949662+0.0130615j 0.0230332+0.00540157j -0.0190302+0.018129j 0.00869714+0.0167678j -0.001714+0.0184857j 0.0152823-0.0080426j -0.00361762+0.0101805j 0.0216139+0.0124698j -0.0317034+0.00471201j -0.00532271+0.015744j -0.0503876+0.0300263j 0.052024+0.0135094j 0.0559687+0.00426438j 0.0507509-0.0100389j -0.0176698-0.00064831j 0.0232313-0.0211902j -0.00631691-0.00909227j -0.0314396+0.0197614j -0.0252794-0.00346248j -0.0170714+0.0113421j -0.0255423-0.00886604j 0.011335-0.0207121j 0.0171806-0.00391701j 0.00191253+0.000422325j -0.0047997+0.00447615j 0.000349161+0.00259853j 0.00524318-0.00144608j 
0.00330137-0.00132245j 0.0034895+0.00151241j 0.0021171+0.000156303j -0.000698096-0.00158966j 0.0106301+0.00685589j -0.00934383+0.00943413j -0.00412226+0.00271696j -0.00540501+0.000464677j -0.00636624+0.0112347j -0.00580052-0.0108398j -0.0019874-0.0039636j 6.59013e-05+0.0162661j 0.0104292+0.0107969j -0.00393043+0.00603217j -0.00484227-0.00168507j -0.000543682-0.00923404j -0.00261288+0.00716961j 0.000922401+0.0242454j 0.00191141+0.00564637j 0.0072153+0.00502638j 0.0155733+0.0245946j -0.00362973-0.0109935j -0.00143637-0.00709331j -0.00437704-0.0125003j 0.00241374-0.0293567j -0.0068032+0.00612244j 0.00520178-0.000572068j -0.00963561+0.00870498j -0.0132011+0.0176068j 6.27261e-05+0.0119516j 0.00159691-0.0391905j 0.00340141-0.0123916j 0.00876028-0.00770784j 0.00126567-0.0328694j -0.00796197+0.013211j 0.00865715-0.0132539j -0.0193871+0.0192489j -0.00710997+0.0198088j -0.00369491-0.0121377j 0.00533554+0.0132776j -0.0266822+0.00820835j -0.00494278-0.0334815j 0.0306632-0.00848204j 0.00524089+0.0300296j -0.00142468-0.0186334j 0.00978656+0.0101516j -0.0108124-0.00669068j 0.0197276+0.012573j 0.00384594+0.00126046j -0.0316798+0.0371102j -0.0160392-0.0281456j -0.0280678-0.0148475j -0.0019918-0.00848686j -0.00628819+0.00812531j 0.0450076+0.0275783j 0.00315902+0.00695405j 0.0172384+0.0105053j -0.0201873-0.000851598j -0.0172141-0.0248404j -0.0279072+0.00619741j -0.00445173+0.0115097j -0.0172972+0.00657351j 0.0709822-0.0101886j 0.00896378-0.00755335j -0.0144291+0.00648641j 0.0357037-0.0152778j 0.000755537+0.00714847j -0.0105693+0.00927486j -0.0166288-0.0182671j -0.0238032+0.00539691j -0.0218355+0.00415922j -0.0101428-0.0271166j 0.0314802-0.013693j -0.00106858+0.0101112j -0.0133939+0.000506341j 0.00420299-0.00361275j -0.00373403-0.00307849j 
0.00171999+0.000405266j -0.00174531+0.000540199j 0.00414336+0.00438914j 0.00486322-0.00460293j -0.00227418-0.00107444j -0.00120618+0.00182717j -0.0013664-0.00492166j 0.00526087+0.00138367j 0.0036871+0.00497339j 0.00151951+0.00147909j -0.00457692+0.00167402j -0.00361941+0.0149489j 0.000863359+0.00171089j -0.000957106-0.00518786j 0.0137286-0.0171835j 0.00895586+0.0256587j -0.00234408-0.014069j 0.000892987-0.0359338j 0.00217948+0.00279466j -0.0109171-0.0040286j -0.000247859+0.0027312j -0.00494335-0.00236981j 0.00760916-0.00790755j 0.00952076-0.0064275j -0.00815083+0.00297207j 0.00726255-0.0421229j -0.0181746-0.00501179j -0.0110945+0.0149364j 0.00669227+0.0138719j 0.00295543+0.0677348j -0.0132368-0.00667218j 0.00199292+0.0158374j -0.0063141-0.00936603j -0.00309628+0.00129329j 0.00624516-0.0410002j -0.00327358-0.0112381j 0.000332389+0.0324823j -0.015315+0.029188j 0.00606872-0.0319041j 0.00451553-0.035943j 0.00303679+0.0353725j 0.00282785-0.0251474j -0.0182084+0.0115091j -0.0124678+0.0158806j -0.00223593-0.0149057j 0.0292121-0.017447j -0.00463411-0.00569829j -0.0279295-0.000717103j 0.0318074-0.000601997j 0.0250362-0.0111256j -0.0183783+0.0207416j 0.00943178+0.0227271j 0.0611899+0.0196285j -0.00974654+0.0105934j 0.0310355-0.00696996j -0.00555495-0.00862106j -0.00481496-0.00125781j -0.0523638-0.0085676j 0.0168684-0.00500551j -0.0241436-0.00583443j -0.031682+0.00660395j 0.0367194+0.00110748j 0.0168867+0.00118646j -0.0102468-0.00636716j 0.0228556-0.00463688j -0.00527958+0.0261957j -0.0285428+0.00984185j 0.0212819-0.000394458j 0.00827296+0.0103628j 0.0163448-0.00220993j 0.00173614+0.0089176j 0.00138743+0.00354882j -0.00948279+0.00745124j -0.000800934+0.00136865j -0.00314062-0.00140868j 0.00510187+0.000953004j 0.00223481-0.00427915j 
0.000782095+0.000233321j 0.000995979+0.00325658j -0.0120628-0.00749576j -0.00522167+0.0087367j 0.000371853+0.00205021j 0.00335905-0.00256013j 0.000536222-0.0029863j 0.00246795-0.000858059j -0.00724723-0.014696j 0.00279776+0.00103891j 0.0126104+0.00234755j -0.00011314-0.00668728j 0.0140214+0.00745685j -0.00156375-0.00564731j -0.00637166-0.00977752j 0.00806135-0.00642291j 0.0021789+0.0188939j 0.00942286+0.00440959j -0.00337935+0.0205099j 0.0242428-0.0305644j -0.00150049-0.00732437j 0.00336301+0.0102032j -0.00944003-0.0138555j -0.0220052-0.00883613j 0.0194124+0.00781916j 0.0106711-0.00486194j 0.022731+0.0340399j -0.00113777+0.0144818j 0.00433466+0.0427727j 0.000567055-0.0123733j 0.0051424-0.0102454j -0.0295673+0.0251107j -0.00708553-0.0174482j 0.0129233-0.0207496j -0.00129253-0.0467826j -0.00519147-0.00267465j 0.0174806+0.00755462j 5.87457e-05-0.0093897j 0.00672568-0.0397632j -0.000698923-0.055045j -0.00876267+0.0214638j 0.0176195-0.00537632j -0.00652109-0.0408913j 0.00712116+0.0616037j -0.00769136-0.02341j -0.00675924+0.0107794j 0.0041697-0.002153j 0.00127385+0.0237622j -0.0358976-0.0297863j 0.00903736+0.00119218j 0.00241355-0.0371326j -0.00266093+0.0100959j 0.00546145-0.0153616j 0.0364822+0.00407002j -0.0339415-0.00911104j 0.0145528-0.00393596j -0.0105997-0.0191039j 0.0154464+0.000921016j 0.0341355+0.0250504j 0.00977558+0.0178496j -0.0218061+0.00894053j -0.00701339+0.00840112j -0.016311+0.00512017j 0.0630315+0.0136986j -0.0245303+0.010274j -0.0213606-0.016105j 0.00990678-0.0233871j -0.0451832+0.0263896j -0.0435632-0.0173935j -0.0183389+0.00519627j -0.00818479-0.00210321j -0.0167957-0.00138622j 0.00246029-0.0110008j 0.0111228-0.00188013j -0.00431824+0.00909329j -0.00475038+0.0043312j 0.00527024+0.0024762j 
-0.000322354-0.00467917j 0.00491345-0.000937279j 0.00318012+0.000701263j 0.00162313-0.000923324j -0.00119018-0.0133366j 0.00992016+0.008831j -0.00241856+0.00457744j 0.00575836+0.000558949j 0.00717714-0.0109369j 0.00882987+0.0144808j 0.00620607+0.00910597j 0.00100442-0.00766535j -0.00325065+0.00614325j 0.000902838+0.0188363j 0.00173313-0.00749468j 0.00875329+0.0177129j -0.00238442+0.00309963j -0.00480108+0.0177731j -0.00758699+0.0114545j -0.00348647+0.0113746j -0.000974385-0.00385279j -0.00486638-0.00104407j 0.00267026-0.000307075j 0.00136688-0.00466799j 0.00146765-0.00761914j -0.00363882-0.0548229j -0.00113423+0.0183799j 0.00925131-0.0144858j 0.00574429-0.0233632j -0.00068627-0.0282476j 0.0157198+0.0111666j 0.00993105+0.0265391j -0.00728668-0.0218873j -0.00873382+0.0309418j 0.00431265+0.00211823j -0.0159436-0.004278j -0.00220409-0.00138573j -0.00421303-0.00945908j 0.0145904+0.0208274j -0.00629498+0.0117845j -0.0139252-0.0312017j 0.0108254+0.00837017j 0.00355972-0.00298619j 0.00237149+0.00632832j 0.00193211-0.020516j 0.0144197-0.00705076j -0.0159273+0.00684325j 0.00927105-0.00745175j -0.0362936-0.00902352j -0.0475787-0.0153777j -0.0291765-0.0139601j 0.0103073-0.00691023j 0.0399163+0.0224806j -0.00278285+0.00769733j 0.0145279+0.0252178j -0.00493234+0.000329132j 0.0222864-0.0420429j -0.0230874+0.00347421j -0.0152771+0.000512249j 0.0662348-0.0148655j -0.0599929+0.00415271j -0.0563257+0.00696959j 0.0431809-0.0111654j -0.00422449-0.00457439j 0.0141307+0.0125237j -0.0341088+0.0254127j -0.0122853-0.00769228j -0.00666192-0.00552746j 0.0154564-0.00367748j 0.0118632-0.00390717j -0.0026633+0.0095346j -0.00238723-0.00101185j -0.00983952-0.00278268j 0.0118475+0.0026187j -0.00212967+0.00510266j 0.000887594-0.00514692j -0.0068801-0.00130535j 
0.00200103-0.000894635j 0.00114448+0.00115583j -0.000512079-0.0023045j -0.001979-0.000847756j 0.00381494+0.00189895j -0.00105986+0.00377129j 0.00023433+0.000163163j -0.00274288-0.00110501j -0.00465072+0.00293976j -0.000534635-0.00816561j 0.00474338+0.00707395j -0.00310761+0.000134706j -0.00155039-0.0105448j 0.0029601-0.0124997j -0.0023864-0.015424j 0.00412418+0.0261634j -0.0139693-0.00269317j 0.000961822+0.0193319j 0.0012859+0.00449167j 0.00249818+0.00654841j 0.0147489+0.0231636j -0.00979213+0.0253776j -0.00372535+0.0135322j 0.00213496-0.0209596j 0.0130056-0.0241059j 0.0080702-0.0117318j -0.00745371+0.0196329j 0.000684149+0.0238132j -0.000267217+0.00325021j -0.00390255-0.0119432j -0.0070015-0.00723876j 0.00113844-0.000235213j 0.00953911-0.001547j 0.00204556-0.025639j -0.0080854+0.0233629j -0.00493803+0.00344037j -0.00202481+0.000887784j 0.00696748+0.0226255j -0.00986801-0.00285468j 0.0136982+0.0239636j -0.00962877-0.026787j -0.00491231-0.0354252j -0.0139947-0.00866902j -0.025217-0.0146989j -0.00375761-0.00678502j -0.0133751+0.0140217j 0.0252346+0.0346954j -0.0176787-0.0175298j -0.0101513-0.0021136j -0.0450113-0.0101826j -0.00346334+0.0113479j -0.0272525+0.0059367j -0.0193133+0.0172973j 0.0842531-1.75973e-05j -0.0138689-0.0379311j 0.0160485+0.00682743j 0.0245636+0.00549952j 0.0524025-0.0342485j 0.000314986+0.0310728j -0.048105-0.0333933j -0.0454121+0.0121648j 0.0391657+0.00524946j -0.0721572-0.0104847j -0.0110801+0.00628748j 0.0301452+0.00343818j -0.0310637+0.0183308j -0.0321454-0.00842696j -0.0223613+0.0213817j -0.0208138-0.00492019j -0.00698332-0.00358856j -0.0029263-0.00113572j -0.00603958-0.00626349j 0.00982513-0.00528674j -0.00240806+0.00307725j -0.00371807-0.000305823j 0.000505543-0.000282492j -0.00131555-0.000690155j 
0.0084034-0.00227902j 0.00438412+0.00636333j -0.0068341+0.00032256j 0.00411397+0.00512251j 0.00357077+0.000812303j 0.00121992+0.00798513j -0.00955569-0.00357094j 0.00516281-0.00376447j 0.000424948-0.0038351j -6.4626e-05+0.00720405j -0.00266148+0.00619003j 0.00627297+0.0266905j 0.0176302+0.00120016j -0.00799235+0.00211359j -0.00448952-0.0163002j 0.00512475-0.0114071j -0.00536035+0.0154724j 0.00930102+0.00993786j 0.00102887+0.0280875j 0.0151832-0.00655334j 0.00652845-0.0173549j -0.00078521-0.0208387j -0.00569985-0.0246625j -0.00956679+0.024869j 0.0118459+0.0217832j 0.00353992+0.00797714j 0.00665308+0.0257854j 0.00662879-0.0116853j 0.0158752-0.0358059j 0.00751276-0.0125353j -0.00238857-0.0247339j -0.00524001+0.0237635j -0.00211883+0.0460452j 0.0071703+0.0293359j -0.0139415+0.00613768j -0.00618424-0.0305659j 0.00157919-0.0161701j 0.0167353-0.00907707j 0.00105301+0.0181379j 0.0120372-0.0414899j -0.00127522-0.0136362j -0.00784369-0.00137455j -0.000353271-0.0108451j -0.00430677-0.0176749j 0.0552432+0.00113769j -0.0501005-0.019174j 0.000217662+0.0269013j -0.0221686-0.00851009j 0.0431816+0.0152747j 0.00323795+0.0141989j -0.00698078+0.0296215j 0.00973674-0.011697j 0.0117056+0.00926473j -0.0152123+0.0172059j -0.0132198-0.0032219j -0.0418952+0.00249699j -0.0427333+0.0333865j -0.0339687-0.0025497j -0.042059+0.00768811j -0.0239044-0.000803837j 0.00988639+0.00077489j 0.0534079-0.0131956j -0.0092698-0.0100899j 0.00435836+0.00115165j -0.00309959-0.0101183j 0.0158755-0.0130099j -0.00609297+0.0057324j -0.0235243+0.0212679j -0.0230705-0.0172168j -0.0153789-0.00188253j -0.0117789+0.000815542j -0.0123263-0.00575121j 0.00523922-0.00866022j 0.0130261+0.00961233j -0.0195093+0.0102841j 0.0103116-0.00283758j -0.0014218-0.00677345j 
-0.0074266-0.00451137j 0.00352193-0.00592974j -0.00118694-0.0045594j -0.00679346+0.00224344j -0.00308697-0.00912102j 0.00945937-0.00238444j 0.00839907+0.0164361j -0.00620551+0.00427266j 0.0052041-0.00696341j 0.0104719+0.00430251j 0.00142782+0.0224801j 0.00335506-0.00376076j -0.0152004-0.000518651j 0.00364978+0.00481102j -0.000986072+0.00273934j -0.0209916+0.0110136j -0.00598154-0.021064j -0.00679243-0.00477236j -0.0106813+0.0201776j -0.014448-0.0100903j 0.00797329-0.00436725j -0.00644421+0.0237295j -0.00820044-0.00388583j 0.00516195+0.00189285j 0.0107188-0.0225663j -0.00147832-0.00800598j 0.0160152-0.00212314j 0.00154671+0.0327109j 0.0045938+0.0216837j -0.0126917-0.0334211j 0.00533751-0.00219465j 0.0173597+0.0133155j 0.0150567+0.00441412j 0.00999752-0.050151j -0.00631848-0.0112027j 0.0184057-0.00194725j 0.00341629+0.0326581j -0.00556963-0.00167624j 0.0226783-0.0305273j 0.0196437+0.0330226j -0.00141454+0.0114884j -0.0207302-0.0367343j 0.0370686+0.0211598j 0.00861622+0.0164467j 0.0590202+0.0338375j -0.0261629-0.000598877j -0.040234-0.00677743j 0.00687763-0.0136049j -0.0191457+0.00295118j -0.0352845-0.00869779j 0.012039-0.0224847j 0.0394773-0.0193621j -0.00980776+0.0189626j -0.0256643+0.0189599j -0.0441757+0.0268022j -0.0103497+0.00674485j -0.0356053+0.0118307j -0.016102+0.0163973j -0.0562882-0.0131068j 0.0450544-0.00956689j 0.0173568-0.00150455j 0.0418374-0.0393745j 0.0434343-0.0254194j -0.0297081-0.0147255j 0.00659185-0.0127551j -0.00525503-0.0015508j 0.0133995-0.00679086j -0.0221339-0.0119368j 0.0368233-0.0136563j 0.00775489-0.0129783j 0.0121062+0.00250854j -0.0067769+0.00537962j 0.00307313-0.00937007j -0.00230449-0.000579071j 0.00727459-0.000769142j -0.00937588-0.00105497j -0.00211544+0.00560131j 
0.000155786-0.00295065j 0.00240245+0.00204848j 0.00570558+0.00196257j 0.00421199-0.00709177j -0.00975058-0.00270672j 0.0047907-0.00691139j 0.00793089-0.0113577j 0.0100933+0.015038j 0.00615787-0.00305634j 0.00990535+0.00224879j 0.0162552+0.0169045j 0.000809435-0.0102425j -0.00697879-0.00371718j -0.00523871+0.0059231j 0.00275122+0.000519551j 0.00272369-0.0326162j 0.00800496-0.032331j 0.00511476+0.00354108j -0.0185109-0.00910299j 0.00623189-0.0104616j -0.0153322+0.0152733j -0.00211777-0.0412509j -0.00517506+0.00653615j -0.00797768+0.00804611j 0.00845601-0.00144042j -0.00282918+0.0137119j -0.00380096+0.0173505j -0.000728348-0.00532318j -0.00263767+0.0553394j 0.013732-0.0328971j -0.00292682-0.0360541j 0.00033377-0.0193092j -0.00354819-0.00808846j -0.0151021-0.0472435j 0.0173397+0.0252203j 0.00929433+0.0380017j -0.00394312+0.00539612j -0.00968236+0.0147711j -0.0111581-0.00757062j 0.00955194+0.00628884j 0.0182942-0.0241596j 0.020213+0.0244005j -0.0122816-0.00316605j -0.0393161-0.000747976j -0.00456681-0.0021924j 0.0168759-0.0100234j 0.00557506-0.0444427j -0.00428632+0.000112021j -0.0102774-0.0144067j 0.0311858+0.00405645j -0.0141183+0.0160985j 0.0113779+0.00832607j 0.0391639+0.0100145j -0.0100902+0.0255239j 0.0179549-0.0129551j -0.0220753-0.0117672j -0.00525071+0.00170002j -0.061335+0.00499511j -0.0224628+0.0210221j -0.0178088+0.0128614j -0.00821366-0.00438971j 0.0165932+0.00473436j 0.00786018+0.000817952j 0.0223354-0.0108085j 0.0013773+0.003403j -0.0270143+0.0129317j -0.00527392-0.0235449j -0.0245248-0.00202189j 0.0134857+0.00928804j 0.0252528+0.00433677j -0.00709171+0.00262343j 0.00559149+0.00843037j -0.0212477+0.0078842j 0.0129243-0.00761784j 0.00725483+0.00656215j -0.00381781+0.000113348j -0.000739139+0.00133065j 
0.00271407+3.0383e-05j -0.00020024+0.000194983j -0.00452095-0.00129948j -0.00110615+0.00427577j -0.00095488-0.00651496j 0.00311057-0.000422249j 0.00337856+0.0144676j -0.00891176-0.0075599j 0.00367211+0.00557368j -0.0162669+0.00786632j -0.0161098-0.0146185j -0.00433255+0.0366564j 0.00448504+0.00763322j -0.0104149-0.00327977j -0.0133668+0.00273577j -0.00243586-0.0121262j 0.00193959+0.0298466j -0.00733927-0.0262603j 0.00286079+0.00112591j -0.0108989-0.017882j -0.000673963+0.0319366j -0.00838688-0.0467193j 0.0155788-0.0120008j -0.00230114+0.00270909j 0.00561204-0.0073645j -0.00638635+0.0146649j -0.00482746-0.0174533j 0.012929-0.0474859j -0.00219562+0.0330777j 0.0203104+0.0260428j 0.0160541-0.0249138j -0.0169352-0.033108j -0.00679304-0.0193829j 0.00120238-0.000456938j 0.0104094+0.0249327j -0.00584282+0.0543543j 0.00861035+0.00351603j 0.00651511+0.00778475j 0.00171278-0.0217837j 0.00529525-0.0278895j -0.0219813-0.0208947j 0.0045691+0.0250394j 0.012142-0.00678455j -0.000173745-0.00271646j -0.030518-0.0268543j -0.0147093+0.015036j -0.0291386-0.002209j -0.0227729-0.00772329j -0.0257385-0.0279371j -0.0350973-0.0161517j 0.0220823-0.00412655j 0.0200277-0.00802709j 0.00809556-0.000691108j -0.00736493+0.00993129j -0.040222+0.0071831j -0.015834-0.0218226j 0.00439723-0.0161172j 0.00699237-0.0155483j 0.0435939+0.00459933j 0.0663169-0.0161776j -0.0253529+0.0165965j 0.00780202+0.0275937j -0.00692477-0.0144333j 0.00294025+0.0135024j 0.0552592+0.00288238j -0.015405+0.0216702j -0.00506191+0.010927j 0.024272-0.00156763j -0.0081853-0.00296751j -0.0138587-0.00159585j 0.00606144-0.00287124j 0.00295156-0.00419398j 0.00747763-0.00384108j -0.00893042+0.00432625j -0.000538579-0.0070584j 0.00386123-0.00127256j -9.30938e-05-0.00268513j 
-0.00412157+0.00393436j -0.00409659-0.00447903j -0.00063046+0.000971818j 0.000750422+0.00447152j 0.00313055-0.00145701j -0.00889286+0.000985012j -0.00479604-0.00413023j 0.00961943-0.00198841j -0.00778372-0.00328186j -0.000869155-0.0104407j 0.00342022-0.00249518j 0.00652268+0.0227901j 0.0274351+0.0128621j -0.0138134+0.00875919j 0.0167059-0.0173481j 0.0140449-0.00822404j -0.000255495-0.022318j -0.00923988-0.00481842j -0.0130606-0.0112075j 0.00915553+0.0108016j 0.0112433+0.00443638j 0.0103792-0.030759j -0.0123359+0.00717677j 0.00355373+0.0408815j -0.000474474+0.0340984j 0.00169493-0.018145j -0.0137368+0.0210554j -0.00548633+0.0377236j -0.00571854+0.0132434j -0.00304893+0.0422665j -0.00717265-0.049618j -0.00553385+0.00710378j -0.00972217+0.0149322j 0.006552-0.0219885j 0.0066335+0.00829265j 0.0147916-0.00826828j 0.00144732+0.0142585j 0.0144014+0.0426084j 0.0303186-0.0292605j -0.00574651+0.0160325j 0.0174044+0.00590843j 0.00765245+0.0205656j -0.0323962+0.00292417j 0.0130035+0.0242767j -0.0176221-0.00745207j 0.0525279+0.0137907j -0.0202801-0.0194732j -0.000864927+0.0136982j 0.00764469-0.0140039j -0.0293377-0.0041218j -0.00484228-0.0167708j 0.00161052-0.0084888j -0.0385608-0.0126447j 0.0106459-0.0033139j -0.0466444+0.018064j 0.0122697-0.00552467j 0.028836-0.0223781j 0.0698214+0.00290553j -0.000478207+0.00472363j 0.0385818-0.00372319j -0.00851756+0.0159058j 0.0100005-0.00243793j 0.0380844+0.000408358j 0.0271371-0.0166393j -0.0192555+0.00146005j 0.000352019+0.00411513j -0.0191202-0.0113633j -0.00810532+0.00679548j -0.00955839+0.00847315j 0.0111967+0.0059387j -0.0181834+0.0100334j 0.000852486-0.00749541j 0.00263576+0.00161656j 0.000230921-7.18372e-05j -0.00467303+0.00301065j 0.00321356+0.00237991j 0.00543329-0.00198164j 
-0.00739398-0.00339423j 0.00177785-0.00656921j 0.00200758-0.00662602j -0.0068699-0.00432533j -0.00214407-0.0103867j -0.000562675-0.000741537j 0.00974833-0.0108632j 0.00461587+0.00836332j -0.00166507+0.00936769j -0.00818103-0.0195391j 0.0127474-0.00474378j -0.0199443-0.0190978j -0.00772737+0.0092579j -0.00952335-0.0179602j 0.0014311+0.0179539j 0.00982323-0.0131542j -0.00422395+0.028931j 0.0108879-0.01289j 0.0116633+0.0200244j -0.00918728+0.00806873j 0.0132455-0.038751j -0.00184473-0.00775557j -0.00705319+0.0134758j 0.00503674+0.0331282j 0.0188545-0.00575361j -0.00376622+0.0301763j -0.0136311-0.0120966j -0.00373221+0.0348096j 0.00450853+0.00583604j 0.00928918+0.00771616j 0.00449643+0.0141001j -0.00417285-0.00100273j 0.00465366+0.0235481j 0.00219536+0.00942442j 0.0219739+0.00873048j 0.0126333-0.00687863j -0.0146337+0.00505413j -0.00925082-0.00213822j -0.0154325-0.0166488j -0.00410602-0.00159051j 0.0129248-0.00949419j -0.00447228-0.0201921j -0.0221607-0.00598719j 0.00339926+0.0115555j 0.000230067+0.0033621j 0.0599517-0.00510161j 0.000394787-0.00178958j -0.0163625-0.0203837j -0.00574515-0.0120615j 0.0247139+0.00432891j -0.0253891-0.0129445j -0.0367001-0.0238167j 0.0265949+0.0102317j -0.0199378+0.0132364j 0.0224027+0.000461253j -0.0137147-0.00759475j 0.076707+0.00617908j -0.00139144+0.00300037j -0.0749408+0.0278037j 0.0212586-0.00385517j -0.0210203+0.0155529j 0.038663-0.00546349j -0.00192879-0.0249031j -0.00693759+0.0103098j 0.0270961+0.000238041j -0.0302562+0.020019j -0.013893-0.00891707j -0.0117735+0.011935j -0.0132166-0.00339028j 0.00106671-0.00202371j 0.0112454+0.00325477j -0.0152749+0.0103739j -0.00452693-0.00981579j -0.00204436-0.00240404j 0.00637066-1.9122e-05j -0.00723571+0.00156487j 0.00359143+0.00316358j 
