0.0668317+0.1079j -0.0892936-0.0403065j -0.026479-0.115645j 0.0218313-0.107849j 0.0360277-0.00246091j -0.0351733-0.0391501j -0.00622164+0.0477637j 0.053042+0.0105763j -0.0978826+0.00998986j -0.0423844-0.0559563j 0.0689822-0.0781734j 0.000223637-0.0383132j 0.0562974+0.0878297j 0.139814+0.0735473j 0.0257434+0.00734613j -0.0125453-0.0632082j 0.068622+0.0741404j 0.00585201-0.0288245j 0.0144424-0.108219j -0.0394919+0.0414672j 0.0274028+0.0386071j 0.0596224-0.0514844j 0.00168871+0.0255038j -0.00407448+0.0207286j 0.0303497+0.0315521j -0.0194167+0.0328175j -0.0149716+0.000153552j -0.00770606+0.0535149j -0.0758622-0.00737085j -0.0291088+0.0157606j -0.0929443+0.0143368j 0.05772+0.00838772j 0.0111349-0.0994706j 0.0397116+0.0335627j -0.0541656-0.0442442j 0.0468717+0.0325168j -0.0533211-0.0478336j -0.0239127-0.00575229j 0.0157409+0.0280592j 0.00371137-0.00929244j -0.0286402-0.0127608j 0.00331728-0.0331812j -0.000688764+0.0589561j -0.0221006+0.0324131j 0.0109234+0.0274235j 0.0184168-0.0200088j -0.0207707+0.0143108j 0.0220113+0.00346335j 7.34288e-05+0.0110582j -0.00919129-0.00117424j 0.0109896-0.0100611j -0.0471015+0.013244j 0.01392-0.000714671j -0.033409+0.00312339j 0.0275636-0.0232834j 0.030508-0.00751091j -0.0137945-0.0116716j -0.00414075-0.000682371j -0.0244124-0.00504973j 0.0275863-0.00647564j -0.0199587+0.00323126j -0.0117145+0.00138737j 0.0407683-0.00329296j 0.00320229-0.0141032j 0.00477804-0.00759373j 0.0335427+0.0356323j -0.00149226+0.00501399j 0.0144987-0.000800155j 0.0355429+0.0161952j -0.0295776+0.00430246j -0.038919-0.035361j -0.00440674+0.00954089j -0.0333943-0.0130325j -0.00938903+0.000517081j -0.00903455+0.000330566j 0.0608081+0.0155278j -0.0364817+0.0155942j -0.0161816+0.018802j 0.00283319+0.0528561j -0.00804919-0.0299328j -0.00855321-0.0844375j 0.00460742+0.0242414j 0.0554097-0.0453778j 0.0437139-0.00847057j 0.0926882-0.0479221j -0.000870425+0.0591475j 0.0435995-0.0133205j 0.0308764+0.00901506j -0.11803-0.0791969j -0.0822477+0.0413286j 0.00751473+0.0512753j -0.0201284+0.0210566j -0.00846004+0.0121764j -0.0280288-0.0268279j 0.145371+0.0747184j 0.00787328-0.0492114j -0.132845-0.118078j 
0.00948185+0.0223155j 0.0495486+0.0179456j 0.00314832+0.0209086j 0.0068196-0.0129247j -0.00281148+0.011453j 0.00911916+0.00669029j -0.0209992-0.0016671j -0.0139027+0.0071935j 0.0160058-0.00878546j 0.0155718-0.000540135j -0.00354126+0.0238914j -0.00367026-0.00751006j -0.0175391+0.00522803j 0.0110808-0.00841439j 0.0181207-0.0219613j -0.00327955+0.00483975j 0.0111462-0.0112651j 0.0184792-0.0341802j 0.00460819+0.0103991j -0.00548751-0.00456161j -0.0159086+0.00851123j 0.00922237+0.0221676j -0.0108984+0.0123492j -0.00334946+0.00144865j -0.00899889-0.00885127j -0.00463521-0.00973586j -0.00909671-0.00123365j -0.0101205-0.00765476j 0.0219038-0.00348203j -0.00217415-0.00845759j -0.00607973-0.0179093j -0.00755547+0.0021589j 0.000900974+0.0105979j -0.000995161-0.00920409j 0.010337+0.0101828j 0.0061226-0.011757j 0.0155105-0.014266j -0.0159041+0.0108084j 0.000859595-0.00680814j 0.0188912-0.0256369j -0.0291615+0.00729811j 0.00248608-0.0213395j -0.0102951+0.0027124j 0.000925815+0.0071332j 0.0106058+0.0460907j 0.0254349-0.00134576j -0.0168016-0.0318425j -0.0125231+0.0576306j -0.0262912-0.010266j -0.0164305-0.00106588j -0.00770515-0.000685752j -0.031764-0.00602335j 0.0150871-0.0240074j 0.0108535-0.00933669j 0.007648+0.0209468j 0.000327812-0.00881243j 0.00714471+0.0183579j -0.00925888-0.0174905j -0.0145776+0.0474152j -0.0138665+0.012636j -0.0103741-0.0130914j 0.0117883+0.00237148j 0.0075781+0.0206762j -0.0198393+0.0153378j 0.020617-0.0230908j 0.0109323-0.0113547j 0.00605768-0.00824157j 0.0167237-0.00792228j 0.00143081-0.0102522j -0.0216647+0.00809859j 0.0077335-0.0153666j 0.0104253-0.0096873j -0.0458118+0.008373j -0.0054219+0.0428781j 0.00733419-0.0252248j 0.00737313+0.0062055j 0.0220068+0.00873894j -0.0290301+0.0450475j -0.00908495-0.000725296j 0.000603125+0.00290352j 0.00848916-0.00124846j -0.00326994-0.00469547j 0.0348856-0.00680777j -0.0559469+0.00173014j -0.0180319+0.0278884j -0.0436183+0.0258358j -0.010612+0.0344907j -0.0316516+0.00811844j 0.0234729-0.0195483j 0.0105564-0.0325411j -0.0230755+0.0488449j -0.00996639+0.0110283j -0.0339398+0.00168276j -0.017003+0.00698934j -0.0016191+0.0227899j 0.0459293-0.0471078j 0.0462144-0.00457158j 
-0.0127143+0.0465664j -0.022218-0.0171783j -0.0171313-0.00309659j -0.0089136-0.0209515j 0.00349709+0.00404897j -0.000700597+0.00898849j 0.000728493+0.00629204j 0.00657731+0.00333964j -0.00623442-0.00415694j -0.00381959+5.26516e-05j 0.0079527+0.00482696j -0.00612444+0.00703402j -0.000161291+0.00683467j -0.00354577+0.00082279j -0.0107238-0.0080033j 0.0182735+0.022218j -0.0265447+0.0491965j 0.0478295-0.0414671j -0.0456699-0.0236552j 0.0192158+0.0177794j 0.00917544+0.0134619j 4.19659e-05+0.00864365j -0.00372526+0.000802594j -0.0109985+0.000351577j 0.019264-0.00994201j 0.0119503+0.00307994j 0.0022902-0.00275705j -0.00792375+0.00307319j 0.00028994+0.000836635j -0.017487-0.00610879j -0.01839-0.0103377j 0.0229124+0.00680523j 0.015545+0.00620688j 0.0160001+0.0277266j 0.017095+0.0016127j -0.00694116-0.0269691j 0.0336657-0.018865j 0.0413248-0.00294385j 0.00531915-0.0424604j -0.0245424-0.0271543j -0.0421345+0.0381728j 0.0150161-0.0723061j -0.111727+0.0203745j 0.0351341+0.0657754j 0.0915903+0.0221818j 0.0297062-0.00976154j -0.00108117-0.0409999j -0.0605997-0.00612491j -0.0602672+0.00735752j -0.000134334-0.0641853j 0.00130065+0.0177915j 0.013685+0.00901701j 0.0350719-0.0261746j 0.0188216+0.007141j -0.0207947-0.0223645j 0.0422724-0.0297532j -0.0448886+0.0315338j 0.0261357+0.0371181j -0.0265932+0.0167822j 0.00132404+0.00861987j 0.0268312-0.00894821j 0.0205668+0.0188225j -0.0482836-0.0171621j -0.0140939+0.0165732j 0.0288609-0.0149802j 0.0164545-0.00419663j 0.0232317-0.0030563j 0.0116352+0.0147419j -0.00175342+0.0018764j 0.0145309+0.0121328j 0.00724075-0.0256584j -0.0100705-0.0108788j -0.056875-0.0350504j 0.0263296+0.02517j 0.0149665-0.0161386j 0.0260492+0.0259866j 0.00301754+0.0327561j -0.072165+0.0499606j -0.0128076-0.0161095j 0.0443662-0.0267583j 0.00317573-0.0411623j -0.00480258+0.0338297j -0.0124029-0.0158716j -0.0390598-0.0101823j -0.0838116-0.0397142j -0.05097-0.0309559j -0.0304621-0.00787207j -0.0172791-0.0649096j -0.046092-0.0486235j 0.0448028-0.0184959j -0.0548601+0.0749531j 0.00300106+0.0381684j -0.0364418+0.0145037j -0.0792305+0.0867268j 0.122314+0.0653515j -0.0643417+0.0132046j -0.0275493-0.0866178j 
0.0233418-0.0117044j 0.0181258+0.00324966j 0.00826033+0.00106457j -0.00182528+0.0152057j 0.00479159+0.00155575j 0.00800132-0.00392979j 0.00297229-0.00859551j 0.000410299-0.00198396j -0.000156544+0.00154535j 0.00326724+0.00752712j 0.0016222-0.00503128j -0.000658979-0.00456972j 0.0166331-0.00776634j -0.000608887-0.00714871j 0.00399985+8.27499e-05j -0.00169381+0.0052145j 0.0123994+0.00550905j -0.0141822-0.00248173j 0.0136891-0.00260044j -0.00123419-0.0134676j -0.00387217+0.000775153j 0.0093934-0.00784084j -0.0151017-0.00344416j -0.00804336-0.0046979j 0.00392848+0.00253137j -0.00448308+0.0103758j -3.85373e-05+0.0173718j 0.000280565+0.00392435j -0.00373594+0.00588885j 0.00259344-0.0025463j -0.0155603+0.00765307j -0.00277217+0.0173225j -0.00713352-0.00488053j -0.0221514+0.0271157j 0.0307596+0.0210598j 0.00677226+0.00206883j 0.00134313-0.0231976j 0.00929319-0.00660528j 0.0154269+0.000146432j 0.0528751-0.0119841j -0.0120174-0.0052047j -0.00888664-0.00327164j -0.00287374+0.00616567j 0.0179137+0.00690609j 0.00832678-0.00407616j 0.0122616-0.0131792j 0.00900144-0.000165673j 0.0164416+0.0265123j 0.00135156+0.0257254j 0.000635435+0.0160518j 0.0221625-0.00460281j -0.00257453+0.0415257j -0.0239948-0.00151368j 0.00186314-0.0314648j -0.0189407+0.0288048j 0.00432825+0.0194227j -0.0226912-0.0422736j -0.0274402-0.0344739j -0.0187551+0.0338667j -0.015984+0.0298299j -0.0119726-0.0140509j -0.00318301-0.0368675j -0.00374352+0.0503729j 0.0141068+0.0202116j -0.0205478-0.0324216j -0.0508002+0.0203605j -0.00812477+0.0191488j 0.00123259+0.00530136j -0.0135625+0.0209233j -0.0456406-0.0224j 0.0161657+0.00586646j 0.0426153-0.0365547j -0.039206+0.0439944j -0.0409408+0.0303287j -0.0489907-0.040004j -0.00351812+0.0607411j 0.0309144+0.00232576j 0.013436-0.0355875j -0.00941692+0.0433328j 0.0357843-0.0489919j -0.0292595+0.0580807j 0.0359115+0.00257743j 0.0364917-0.0466873j -0.037777-0.00494079j -0.00446186+0.0327738j -0.0323992-0.0205007j 0.0208871-0.00295562j -0.0197685+0.0277366j -0.00939856-0.00842333j 0.00161858+0.00348997j 0.016278+0.0378626j -0.0816056+0.0338683j -0.0187747-0.071625j 0.00563308-0.017052j -0.0233893-0.0144476j 0.0451752-0.0463085j 0.0308682+0.0280579j 
-0.0199378-0.022295j 0.0222046-0.0350497j 0.00781037-0.00875989j 0.0207463-0.00637638j -0.000579251-0.000524533j -0.00307145-0.0107211j -0.0121471+0.00283364j -0.00177549+1.05929e-05j 0.00256818-0.00890918j 0.00111065+0.00232978j -0.0012795+0.000620155j -0.0124975+0.00181762j -0.0127972-0.00749483j 0.00813929-0.012854j 0.00517366+0.00473741j -0.0182197+0.00406178j -0.00492073-0.0334013j -0.0113396-0.00104681j 0.0553581+0.0207448j -0.0365785-0.0456532j -0.0114867-0.0025719j 0.0134785+0.00105114j -0.012577+0.0132276j 0.00802322+0.0125633j -0.0155203-0.0186198j -0.0174619-0.0152223j 0.000164952+0.0151605j 0.000811089+0.00561376j 0.00802014+0.0130152j 0.0137701+0.000471218j 0.00718516-0.0101203j -0.018794+0.00173158j -0.00355373-0.0350206j -0.0288988-0.0175219j 0.0102998+0.0269603j 0.0196622+0.00769783j 0.00768486+0.0277503j 0.011355+0.00798139j -0.013436+0.0145564j -0.0137335-0.0143269j -0.0481286+0.0185887j 0.0352341+0.00967192j 0.0222873-0.0226722j -0.0741511-0.038136j -0.0297612-1.32756e-05j 0.0341642-0.0297998j -0.0111185-0.00596067j -0.0414099+0.0120492j 0.0088608-0.0063156j -0.0467982-0.0186147j -0.0427944-0.0113712j -0.0257932+0.0129981j 0.0251507-0.038958j 0.0268373+0.0459373j 0.0168336-0.0170871j 0.0166988-0.0190242j 0.064794+0.0348959j -0.0134035-0.032025j 0.00936157+0.0499106j -0.00798966-0.0405276j 0.0132367+0.0317585j 0.00884195-0.0166382j 0.00376763-0.00702563j -0.0228225-0.0188239j -0.0156471+0.0156707j -0.0150143-0.00304704j -0.00454894+0.0132831j -0.0113513-0.0160506j 0.0199718+0.00870107j 0.0521883+0.0339472j -0.00347371+0.0191274j 0.0108228+0.00240249j -0.0195151+0.0322118j 0.00833492-0.074327j 0.0350162-0.015722j -0.0372832+0.0272975j 0.0528151-0.00670705j -0.00328484+0.0591366j -0.0428241-0.0337728j -0.00837287+0.0257024j -0.0236558+0.0350008j 0.0333693-0.017017j 0.0237542+0.00241514j -0.0279346+0.0424578j 0.0509892+0.0449273j 0.0705413+0.0310782j -0.0503959+0.0370839j -0.0348008-0.0384554j 0.0146531+0.0362955j -0.0453713+0.0264135j -0.00809747+0.0249174j 0.0257031+0.0444786j -0.0468357+0.0425684j 0.0163928-0.0266086j -0.0367901-0.0442802j -0.0150421-0.0225461j 0.0419806-0.00891794j 
0.0199692-0.00600665j -0.0472341-0.0343865j 0.00837247-0.012812j 0.0062702-0.004094j 0.00695927-0.000380786j -0.00793315-0.0152657j -0.00279736+0.00603259j -0.00170308+0.00130661j -0.0113015-0.00951203j -0.00151582-0.00718477j -0.0016884+0.000681067j 0.00728293+0.00143118j -0.00333001+0.00442566j -0.0134669-0.00808626j -0.00537204+0.000203258j 0.0460495+0.0180442j -0.0121276-0.0168921j -0.0140582+0.026564j 0.0251679-0.0215718j -0.0129538-0.0327419j 0.020037-0.000612379j 0.012946-0.0305612j 0.00867747+0.0163451j -0.000179973+0.00883284j 0.00941535+0.00212328j -0.0212683-0.0122303j 0.0122176+0.0113437j -0.0083178+0.00352617j -0.02642-0.0162558j -0.00891692-0.00275139j 0.0048562-0.0118732j 0.0370029+0.0046012j -0.00361815+0.0144924j -0.0100616+0.00284682j 0.0192355+0.0113118j 0.00864641-0.0293362j 0.00947915+0.0191001j 0.0207068-0.0105946j -0.0312855+0.0108415j 0.00481564-0.00605667j 0.0168002-0.0106854j 0.0181248-0.000360401j -0.0271003-0.0204127j -0.0505225-0.0391926j 0.0521837-0.00162978j -0.0294384-0.0300248j 0.0158836+0.0165466j 0.042602-0.0140836j 0.0425877+0.0174083j 0.0166264+0.0226802j -0.0347503-0.0475223j 0.0445236+0.0459226j 0.00145485-0.000458378j 0.00340561+0.0194096j -0.0582699-0.0193933j 0.0287717+0.0276438j 0.0345133+0.00729973j -0.0257433-0.0435766j 0.00152167+0.00992114j 0.00230164-0.0139049j 0.038244+0.02638j 0.00143371-0.0214371j -0.014783-0.00165164j -0.001936-0.0228884j -0.0313522-0.0272282j -0.0339917-0.0106986j 0.0149437-0.00728936j 0.0155559+0.00040945j -0.00613542+0.0251046j -0.00963951+0.0603985j -0.0102482+0.00488263j -0.0454603-0.010323j -0.0306995+0.00321898j 0.0766202+0.0535302j -0.0409137+0.0214483j 0.0204753-0.0469469j -0.00957817+0.0172756j 0.0217037+0.104529j -0.0307657+0.0812237j 0.0118457+0.00772696j 0.0132691-0.0227044j -0.00434769-0.00617325j -0.0423986-0.0308837j -0.0382993+0.0897541j -0.0705103+0.0223504j 0.0177307-0.0191427j -0.00847272-0.014798j 0.0284053-0.0171349j 0.0114334+0.0158582j -0.0152168+0.0827986j 0.0122776-0.0315079j -0.00751865+0.00685454j 0.00510023+0.000315173j -0.0168058-0.042555j -0.0137393-0.0224384j 0.000509872+0.0552486j -0.0898917+0.0567363j 
0.0292244-0.00229769j 0.00427284+0.00319941j 0.0106749-8.9346e-05j 0.00415351-0.00343971j 0.00168558+0.00210949j 0.00536647-0.00178473j -0.0021045-0.00463383j -0.00153788+0.0032241j 0.00284999-0.00447841j -0.000967163-0.00202528j 0.00248324+0.00447337j 0.000694583-0.00567257j 0.00875659-0.00621445j 0.00340173+0.000161683j -0.00185259+0.00183008j 0.0151646-0.0109951j 0.0339727-0.0190552j -0.0289644+0.0132221j 0.0240916-0.00355044j -0.00522875-0.0122976j 0.00168648+0.0103702j 0.0171295+0.0112133j -0.00701156+0.0244954j -0.0090147+0.0125255j -0.0023923-0.00286174j 0.00654616-0.0159744j -0.0130777+4.49519e-05j -0.00559672-0.0123966j -0.00723679+0.00420658j 0.006932-0.0177735j -0.00437598-0.0157676j -0.0164126-0.0146441j -0.00881245-0.0110005j 0.012902-0.0163937j 0.00749282+0.0180462j -0.021483-0.0112373j 0.0222934-0.0143864j -0.0202408+0.00836511j -0.0396567+0.0490367j -0.0180925+0.0134375j -0.00653792-0.00802683j -0.0113198+0.0408147j 0.0532959-0.0449461j -0.0382377-0.0371521j 0.00101935+0.0251486j 0.00653761-0.00512619j -0.0388201+0.0214628j 0.0549638+0.00995254j 0.0495588-0.0470699j -0.00984742+0.0230899j 0.0217546-0.000751015j 0.00503975-0.0234105j 0.0275632-0.0182775j -0.000372949+0.0177115j 0.014225-0.00660766j -0.0107141+0.0147328j 0.030869-0.00854148j 0.0171468-0.0117423j 0.0150299+0.0178886j 0.00556285+0.00182537j -0.0154455-0.00839502j -0.0050077+0.0512005j 0.0267793+0.00358171j 0.00249145-0.000486456j -0.00183467-0.00705286j 0.0014305+0.0124031j -0.00563274-0.0279641j 0.0197121-0.0189779j -0.00528913-0.0393647j -0.0225474-0.0167406j -0.00500467-0.00691635j 0.0122919+0.011525j -0.0476488-0.0210679j 0.00845741+0.0517062j 0.0137878-0.0168148j -0.0210903+0.0151069j -0.000149558+0.0384011j -0.00491174+0.0663151j 0.0580885+0.0167715j 0.0622621-0.0239446j -0.0350359-0.0063129j -0.00852731+0.00904792j -0.0593069+0.0038787j 0.0372759-0.0100072j -0.00813328-0.00402689j 0.0322898+0.0514149j -0.0220665+0.0556782j -0.0297433+0.0342783j 0.0310636-0.0237499j -0.0144646+0.0422434j 0.00414074-0.0123483j 0.0230367+0.00204305j -0.0196948+0.0443752j 0.00764464-0.077644j -0.0203582-0.00369606j 0.0421515-0.0291072j 0.011048+0.0485424j 
-0.0479437+0.0113393j -0.0311165+0.0180501j -0.0175726+0.00171213j -0.013243+0.00577041j -0.00528611-0.00348153j -0.00917174+0.00478548j 0.0151818-0.00162719j 0.00979909-0.000432114j -0.00223589+0.00781819j -0.00615902-0.0111123j -0.00191741+0.00177027j 0.0130825-0.00867473j 0.0103707-0.00181742j -0.00648369+0.0111076j 0.00274319+0.000290115j 0.000927178+0.00191666j -0.0434047+0.0181981j 0.036474+0.0230492j -0.046203+0.0033686j 0.00907355+0.0277831j 0.0190995-0.0147697j -0.0218124-0.00837425j 0.0265872-0.00614239j 0.0184604+0.000675976j 0.0265706-0.0138796j 0.0063539+0.00225033j 0.00512-0.0118505j 0.00913296+0.0100799j -0.0112895+0.00514847j -0.00735028-0.00525819j 0.00974807-0.0140398j 0.00582726-0.00157675j 0.00445027+0.000172623j 0.00863569-0.00872632j 0.00223277+0.00598833j -0.0222159-0.00120655j 0.0101699-0.0161286j 0.0157211-0.0096021j 0.0154839-0.0135534j -0.00375512+0.0375051j 0.0152417-0.0283144j 0.00162139+0.0140918j -0.0256798+0.0251202j 0.0135679+0.0209345j 0.00927904-0.0413639j -0.0655667+0.0551195j 0.0514427+0.0393657j -0.000698-0.0278401j -0.000954086-0.0038806j 0.0452645+0.00897348j -0.0468934-0.00218853j 0.0135247-0.0216265j -0.0273676+0.00790943j 0.0203304+0.0358292j -0.0462279+0.00697077j 0.0103954+0.0233015j 0.00500323+0.0188165j -0.0255015+0.0341151j 0.00457414-0.0520302j -0.0135451+0.00213825j 0.0364973+0.0112573j -0.031178-0.0027141j 0.0198562-0.0208986j -0.0131745+0.00409654j -0.0141455-0.0210683j -0.0111102-0.0066187j 0.0112728+0.00539358j 0.0249179-0.0119792j 0.00643384-0.0240261j 0.00884584+0.024831j 0.00320619-0.0231103j -0.0304287-0.00357145j 0.0104255+0.0244581j 0.010722+0.0192386j 0.00553562+0.00812264j -0.039747-0.0145887j -0.00102409+0.00770328j -0.0649065+0.0306682j 0.0299421+0.0161659j 0.0296636-0.0240069j -0.0177925-0.00249411j -0.0435792+0.0217647j -0.0361277+0.0204944j 0.0039787-0.028104j -0.00136687-0.0540433j -0.0118469+0.0240031j 0.0210977-0.0146991j 0.000854769+0.0314766j 0.0129622+0.0357125j 0.0170515-0.000456154j 0.00228124+0.0134417j -0.0211863-0.00899537j 0.00408588-0.0226534j 0.0358029+0.000732243j 0.0126174-0.0610671j -0.0766723+0.0513838j -0.0108106-0.0620079j 
-0.0235182+0.00324096j 0.00325676+0.000736386j -0.00687903-0.0124969j 0.000131856-0.0030495j -0.00671259+0.00139779j -0.00423137-0.00398721j -0.000716798+0.000885168j -0.0035019-0.00280798j 5.2102e-05-0.00161248j 0.0018266+0.00271871j -0.00349532-0.000181831j 0.000355581-0.00343482j -0.0148576+0.00465999j -0.002526+0.00155571j 0.00548933-0.00631787j -0.0130404-0.0133684j -0.02667+0.00936572j 0.017048+0.0373326j -0.00817007+0.00301981j -0.0136808-0.00477515j -0.0115323+0.00022136j -0.017876-0.00622269j -0.00601221+0.000384203j 0.00162307+0.00461114j -0.00652678-0.0100443j -0.00867444-0.00111367j -0.00835572-1.03996e-05j 0.000640828+0.000653096j -0.00269664+0.0127225j -0.00228895+0.000950155j 0.00348417-0.0150599j -0.00160458-0.0189323j -0.0087726-0.00987152j -0.00891319-0.0192063j 0.0070269+0.0182502j 0.0225585-0.0237778j 0.0313493-0.0017926j 0.0237975-0.03253j 0.0215056-0.0113415j 0.00266381-0.00165058j -0.0261747+0.0144763j 0.00727129+0.0200905j -0.0160163-0.0135695j 0.00837543+0.0273655j -0.0222194-0.00851765j 0.0132548+0.000499359j 0.0255574+0.0257085j -0.0570027-0.0457263j -0.0229123-0.0280948j -0.00291683-0.0131267j -0.0442003-0.0167739j -0.000861042+0.00260332j -0.00203786-0.000667546j 0.0546329+0.0412658j 0.0262269+0.0272264j -0.00575241+0.00167795j 0.0215864-0.00767546j -0.0334691+0.0221911j -0.00176277-0.0514371j -0.0445134-3.71471e-05j -0.00762842-0.0248152j -0.00171041+0.00650476j -0.00134972-0.00349037j -0.0484167+0.0593068j -0.0245915+0.00937087j -0.0113914+0.0114595j -0.0200045+0.011188j 0.00515596-0.00968744j 0.0325248-0.0270424j 0.0288572+0.0333974j -0.00162016+0.0332204j -0.00883474-0.0239244j -0.0131967+0.0697709j -7.08447e-05+0.0334312j 0.0138775-0.0138714j 0.0189373-0.0528546j -0.0320748+0.0579649j 0.0516451+0.048718j 0.0121558-0.0128566j 0.017484-0.0590563j 0.0210613-0.0101039j -0.0106549-0.0137421j 0.0145499+0.0332837j 0.0193596-0.0419163j 0.00384728+0.0428465j 0.000987305+0.0246572j 5.05358e-05-0.0121371j -0.00564716-0.01687j 0.00646026+0.0792642j -0.0176544+0.0224882j -0.0204261+0.00914608j 0.00182222+0.0199279j -0.0135283+0.00619842j -0.0196333+0.00903219j -0.0113079-0.0352759j -0.030584-0.00877078j 0.0169762-0.0245171j 
0.00337881+0.0215873j -0.0269899-0.00291689j -0.0139391+0.00813962j -0.0108368+0.00832491j 0.00883429+0.00545184j -0.00248687-0.0098039j 0.00214044-0.00710339j 0.00750318-0.00554509j -0.00991443-0.00877095j -0.00477254-0.00493788j 0.00372855-3.3516e-05j 0.00920816-0.00631128j 0.00475361-0.00700612j -0.00133524+0.00105621j 0.000794995-0.0069917j 0.016171+0.000458412j -0.0110865+0.00518768j 0.0235982+0.00381178j -0.0156156+0.00204728j -0.00713883-0.0190979j 0.0279582+0.00671274j 0.00487062+0.00785974j 0.0132179+0.0112976j -0.00149262+0.00736039j 0.0091788-0.00826672j 0.00171781-0.0147624j 0.00695444+0.0248595j -0.00353681+0.0140406j -0.0193891-0.00468161j -0.00916913-0.00485108j 0.0260739-0.00506785j -0.0060402+0.00052054j 0.00260055-0.0115067j 0.0222711+0.00409517j 0.0099593-0.0182428j -0.00208587-0.00745825j 0.0135415-0.00924382j -0.0089187-0.0047703j 0.0134147+0.0295976j 0.0148278+0.0191837j 0.0184144+0.00251039j -0.00550064+0.0281807j 0.00524779+0.00118178j -0.00261385-0.00244376j 0.0467559-0.0156226j -0.0237582-0.00244774j -0.0149948+0.00697669j 0.0288077+0.00888239j 0.0218661-0.00101615j -0.0150475-0.0168868j -0.00657216-0.0119851j 0.041397+0.00599996j -0.0135398-0.0203471j 0.0175144+0.0156988j -0.0193322-0.00562854j 0.0107049+0.00580453j -0.00489627-0.00170725j 0.00251786+0.0209914j 0.0330707+0.0151114j -0.000243267+0.028566j 0.00250641-0.0159792j 0.00173526+0.0132016j -0.0323106-0.0231614j 0.00246634+0.0313618j 0.00221153-0.0508854j 0.0017731-0.00563569j 0.0140164+0.00128j -0.000199089-0.019433j -0.0415218+0.022618j -0.0412417+0.0195934j -0.00840404-0.0145772j 0.0169779+0.00885764j -0.00520414-0.0513541j -0.00141882-4.82852e-05j 0.0259076-0.00702061j -0.0164334+0.0377901j -0.0229864+0.0233865j 0.00856573+0.00296061j 0.00614871-0.0317974j 0.0077927-0.00989244j 0.00308594-0.0033442j 0.0109435-0.0154487j -0.026072-0.0320268j -0.0218471+0.0324875j -0.0356903-0.00677299j 0.0305139+0.00372395j 0.0116746-0.0108023j 0.0155476-0.0123291j 0.00167088+0.000712646j 0.0157645+0.0244532j -0.0239627-0.0154447j -0.0215309-0.00693265j 0.0169258-0.0149205j -0.0178826-0.0415123j -0.0169412+0.00416219j -0.0021673-0.000132135j -0.0125574+0.0027898j 
0.00202369+0.0222016j -0.0106408-0.0229222j -0.00899523+0.0105162j -0.00803548-0.00697808j -0.000861367+0.00992714j 0.0122647-0.000836622j 0.00831034-0.00294439j 0.000769637-0.00179922j 0.00370787-0.0077742j 0.00683401+0.00166128j 0.00108501+0.00335583j 0.0110442+0.00461328j 0.00210361+0.0156019j -0.00344112-0.00750357j 0.00973668-0.00271027j 0.011158+0.021618j -0.00559034-0.00212858j 0.0220258-0.0373161j -0.0123208-0.00328559j 0.0187944-0.00282755j 0.00773335+0.0115329j 0.0137291+0.0110115j -0.000677323-0.00135355j -0.0147827-0.00645126j 0.00471964+0.0034276j 0.0127462-0.00886954j 0.00696998-0.0019206j -0.00812549-0.00553117j -0.0138822-0.018073j -0.00261378-0.0204319j 0.00671083-0.0202117j 0.00993041-0.00494586j -0.0157375-0.0178271j 0.00427721+0.0135056j 0.0209929-0.00492691j -0.00180847+0.0169532j -0.0186382+0.00455198j 0.025755+0.0185633j 0.00102642-0.0143789j 0.0227287-0.0210695j -0.030565-0.00314487j 0.0225216-0.0202879j -0.0308463+0.00283125j -0.00565973-0.012386j 0.0138421+0.00534523j 0.0181122+0.00454279j 0.00389951-0.00736214j 0.0275383+0.0162404j 0.00598971+0.0152692j 0.00753088-0.00799386j 0.0222338-0.00790352j -0.0245412-0.0108915j 0.00079548+0.00122816j 0.0348307-0.000272347j 0.00441127+0.0060198j -7.97648e-06-0.0264077j -0.0204646+0.000590231j -0.0224967-0.0238467j -0.0170717+0.0187961j -0.0083977-0.028182j -0.0121455-0.0192039j -0.0157781+0.00218793j -0.00173262-0.00198243j 0.00314808-0.021808j 0.00857704-0.0155524j -0.0134534-0.00702763j -0.0221617+0.0184001j 0.030461+0.0173968j -0.0359873-0.0266293j -0.0110665+0.0234689j -0.00462564-0.0385685j -0.0227254+0.0254213j 0.0249348+0.0136558j 0.0327105-0.00488663j -0.0464092-0.0478919j -0.0118254+0.00264326j -0.0125508+0.00465519j -0.00658567-0.0183894j 0.00356755+0.00100221j -0.0459448+0.0166204j -0.0402249-0.00678728j 0.0059729-0.0142004j -0.00111611+0.0283418j -0.0186928+0.0306613j -0.024281+0.0416104j -0.00743989-0.0124217j 0.0113528+0.0076775j -0.00551705+0.0063887j -0.00800876+0.00515992j -0.00478858+0.0259036j 0.00154565+0.0213728j -0.0109972+0.0334293j -0.0361317-0.00151254j -0.0126836+0.0139308j 0.0110274+0.0184002j 0.00810634+0.00300385j -0.00694332-0.00353473j 
