0.0668317+0.1079j -0.0892936-0.0403065j -0.026479-0.115645j 0.0218313-0.107849j 0.0360277-0.00246091j -0.0351733-0.0391501j -0.00622164+0.0477637j 0.053042+0.0105763j -0.0978826+0.00998986j -0.0423844-0.0559563j 0.0689822-0.0781734j 0.000223637-0.0383132j 0.0562974+0.0878297j 0.139814+0.0735473j 0.0257434+0.00734613j -0.0125453-0.0632082j 0.068622+0.0741404j 0.00585201-0.0288245j 0.0144424-0.108219j -0.0394919+0.0414672j 0.0274028+0.0386071j 0.0596224-0.0514844j 0.00168871+0.0255038j -0.00407448+0.0207286j 0.0303497+0.0315521j -0.0194167+0.0328175j -0.0149716+0.000153552j -0.00770606+0.0535149j -0.0758622-0.00737085j -0.0291088+0.0157606j -0.0929443+0.0143368j 0.05772+0.00838772j 0.0111349-0.0994706j 0.0397116+0.0335627j -0.0541656-0.0442442j 0.0468717+0.0325168j -0.0533211-0.0478336j -0.0239127-0.00575229j 0.0157409+0.0280592j 0.00371137-0.00929244j -0.0286402-0.0127608j 0.00331728-0.0331812j -0.000688764+0.0589561j -0.0221006+0.0324131j 0.0109234+0.0274235j 0.0184168-0.0200088j -0.0207707+0.0143108j 0.0220113+0.00346335j 7.34288e-05+0.0110582j -0.00919129-0.00117424j 0.0109896-0.0100611j -0.0471015+0.013244j 0.01392-0.000714671j -0.033409+0.00312339j 0.0275636-0.0232834j 0.030508-0.00751091j -0.0137945-0.0116716j -0.00414075-0.000682371j -0.0244124-0.00504973j 0.0275863-0.00647564j -0.0199587+0.00323126j -0.0117145+0.00138737j 0.0407683-0.00329296j 0.00320229-0.0141032j 0.00477804-0.00759373j 0.0335427+0.0356323j -0.00149226+0.00501399j 0.0144987-0.000800155j 0.0355429+0.0161952j -0.0295776+0.00430246j -0.038919-0.035361j -0.00440674+0.00954089j -0.0333943-0.0130325j -0.00938903+0.000517081j -0.00903455+0.000330566j 0.0608081+0.0155278j -0.0364817+0.0155942j -0.0161816+0.018802j 0.00283319+0.0528561j -0.00804919-0.0299328j -0.00855321-0.0844375j 0.00460742+0.0242414j 0.0554097-0.0453778j 0.0437139-0.00847057j 0.0926882-0.0479221j -0.000870425+0.0591475j 0.0435995-0.0133205j 0.0308764+0.00901506j -0.11803-0.0791969j -0.0822477+0.0413286j 0.00751473+0.0512753j -0.0201284+0.0210566j -0.00846004+0.0121764j -0.0280288-0.0268279j 0.145371+0.0747184j 0.00787328-0.0492114j -0.132845-0.118078j 
-0.000995644+0.0264073j -0.00131855+0.019965j -0.0128124-0.0137632j -0.0210141-0.0122784j -0.0100292-0.0035892j -0.00756083-0.0112328j 0.0282942+0.00533008j 0.00974684+0.00140632j -0.0105092+0.00142007j -0.030133-0.0177649j 0.00337903+0.0065687j -5.06458e-05-0.0100129j 0.00931484+0.00957868j -0.000899327+0.00684765j -0.00902439-0.0173336j -0.023495+0.0414977j -0.00453016+0.00151934j 0.0591342+0.0412633j -0.0141538-0.015749j -0.00602413+0.0334445j -0.016846+0.0342353j -0.0100198+0.00806978j 0.0103709+0.00350394j -0.00519893+0.0138355j -0.0156546-0.0233525j -0.0220897+0.00376845j -0.00648545-0.0288168j 0.00634074+0.016694j -0.0246787-0.013329j 0.0181534+0.0158645j 0.00352624+0.00386306j -0.0249482-0.00353644j -0.0120286+0.00484392j 0.00132206+0.00030771j -0.0132702-0.00877554j -0.0277531-0.0046142j 0.00456886-0.00329883j -0.00840833+0.0544871j 0.0337461-0.0587616j 0.00707668+0.09442j -0.0141133-0.0427199j 0.0184817-0.00955391j -0.0407843-0.0289978j 0.0506958+0.0451354j -0.11165-0.0319351j -0.0642105-0.113537j -0.0508255+0.0877873j 0.0499569+0.0604118j -0.104883+0.0349724j -0.0820812-0.0135042j -0.0563668-0.0669824j 0.0687148+0.038717j 0.043551-0.121185j -0.108698+0.0259376j 0.0674139+0.0414329j -0.140027+0.0300209j 0.206253+0.0436687j 0.125343+0.186527j -0.149514-0.0317807j 0.0923501+0.178096j -0.00127965+0.0230798j 0.0711555-0.0945404j -0.135478-0.00834397j -0.0976715-0.00113499j 0.0505679+0.0111908j -0.165718+0.124823j 0.0891143+0.034402j -0.0791905+0.0187139j 0.0094315-0.0993446j -0.0483141-0.017934j -0.0674125-0.0548191j -0.0851872-0.0119391j -0.00690001-0.152315j -0.000185098+7.61291e-05j -0.0184357+0.12944j 0.0453514-0.0345661j 0.0543813+0.0394582j 0.00783739-0.00175793j 0.0581548-0.0218192j 0.00348382-0.0860248j 0.0569483+0.117802j -0.00845611+0.0497152j 0.0493966+0.0272651j 0.0497395+0.0577987j 0.0689085-0.0153143j -0.000711542+0.0406826j -0.0347216-0.0958305j -0.0434607+0.0207051j 0.0274237+0.00394716j 0.0158845-0.045019j -0.00724958+0.0135637j -0.0975021+0.00587011j 0.0534497+0.0349303j -0.0185609+0.0384562j -0.0308246-0.0111861j 0.013885-0.0230799j -0.0149831+0.020341j 
0.0195089-0.0468172j 0.0530621+0.04648j 0.00759376+0.0206867j -0.00172211+0.0102391j 0.0185665+0.00870246j 0.029041-0.020638j 0.0225214-0.00910245j -0.00978226+0.0088925j 0.00117291-0.00431205j 0.00151369-0.0074779j 0.00288149-0.00700904j 0.00246093-0.00234601j -0.00299741-0.00899075j -0.00561741+0.00834119j -0.00938068+0.00652002j -0.0111156-0.0226363j 0.010958-0.00832722j -0.048197-0.0176898j 0.0157714+0.0565154j 0.0263916+0.0174019j 0.0425788-0.0232294j 0.0108513+0.00169535j 0.00658634-0.00864189j 0.0187549-0.00721473j 0.00143916+0.0181129j 0.0310338+0.0142754j 0.000109815+0.0217653j -0.00592914-0.0111524j 0.0219868-0.0186676j 0.00439283-0.0204199j 0.0209323-0.000482662j 0.0113499+0.00617264j 0.0187944+0.0281059j 0.00644962-0.00832179j 0.0054841+0.0127099j -0.0286961-0.00039336j -0.0076199-0.0168608j 0.00810836+0.0250267j 0.0162992+0.00281981j 0.052792+0.0493988j -0.000900684-0.0183385j -0.0100089+0.0228286j 0.0492731+0.0305731j 0.0290295+0.0229065j 0.0283843-0.0167788j -0.0127365+0.04228j -0.0458847+0.0929137j 0.10042+0.102437j 0.0613994-0.0969345j -0.105385-0.00367943j 0.0381333+0.12047j 0.132051-0.00532351j -0.126198+0.00702261j -0.0717506-0.056135j -0.0242954-0.00430363j -0.0582948+0.0638221j 0.0104142-0.11444j 0.00832468+0.135226j 0.0425389+0.219401j -0.0947729+0.0214209j -0.12677-0.100142j -0.044515+0.0913574j 0.0267781-0.32315j -0.0237737+0.109182j 0.144744+0.00737326j -0.0960895+0.0361847j 0.0876747+0.133473j 0.104525+0.0413822j 0.157702+0.0927137j 0.0142011-0.118179j -0.0761526-0.0594876j -0.156619+0.103258j -0.02087+0.0322233j 0.0683514+0.0208065j -0.0261824-0.0858851j -0.0244704-0.0267192j -0.0544873+0.0272198j 0.0869094-0.0114346j 0.0586843+0.0475342j -0.00276993-0.0778602j -0.0136883+0.00843078j 0.039165-0.121628j -0.00061887+0.000964048j -0.0446105+0.0324283j 0.0356935+0.0505318j 0.00143603+0.0791622j -0.0372001+0.0344897j -0.0159113+0.0085001j -0.0438776-0.0415212j 0.0233625-0.0328416j 0.0148109+0.00612685j -0.0625213+0.0184173j 0.0118766-0.0068531j 0.000877985-0.0162024j 0.0443911+0.0671632j 0.0715257-0.011061j 0.0281244-0.0242085j 
0.028048+0.00732702j 0.0245402+0.023059j -0.00380414+0.000684532j 0.0101234-0.0112612j 0.0124049-0.0286102j 0.00956929+0.00394952j -0.0154725-0.00442304j 0.0108921-0.00911687j 0.00952541-0.000172728j -0.00203456+0.00651344j -0.0045211-0.00862853j -0.000223928+0.000246947j -0.00393583-0.00563991j -0.000107829-0.00216979j 0.00498337+0.00114615j -0.028065-0.00837578j 0.0257311-0.00797955j -0.0118135+0.0264281j 0.0369482+0.0280675j -0.0201628+0.00425367j -0.00252183-0.0263751j 0.00159091-0.018606j -0.0140956+0.0054617j -0.0214628-0.0119307j 0.00446878-0.0149537j 0.0130057+0.00332319j 0.00517242+0.0178957j -0.00321996-0.0201291j 0.0146084+0.00382622j -0.0109238-0.0155781j 0.00450712-0.0153598j 0.0115149+0.000742563j 0.0198887+0.00503004j -0.000446122-0.00161539j 0.0180118-0.00626377j -0.0200166-0.0240955j 0.0211643-0.00828048j -0.0235702+0.00879106j 0.0198465-0.00750964j 0.0485621+0.0455897j 0.0327291-0.0344215j 0.00319181+0.0289403j 0.00969238-0.010916j -0.0083668+0.00947753j -0.0864695-0.0205138j -0.0273795+0.0898854j 0.0487228+0.061374j 0.0928732-0.0146015j 0.0451737-0.0970521j 0.0300436-0.0721886j -0.0149642+0.115795j 0.0356807-0.10536j -0.0274337+0.00144411j -0.0149668+0.0732006j 0.0927176+0.0317071j -0.0776082-0.152438j 0.0566731-0.0745216j -0.111073-0.0729131j 0.00683767-0.029195j -0.0138701-0.117516j -0.108698+0.0737508j 0.0195556+0.105235j 0.0681802-0.0523026j 0.130119+0.000729562j -0.130945-0.0171902j 0.0757117+0.00613542j -0.0288317+0.0565825j -0.0191868-0.0431561j -0.00242108+0.259528j 0.0351799+0.0225186j -0.140968-0.0782622j 0.0274829-0.0901561j -0.00268483-0.0770324j 0.0996042+0.0273306j 0.0253281-0.0396977j -0.016574-0.0336038j -0.0963354+0.0496107j -0.0789357+0.0428742j -0.0469719-0.0169769j -0.0123303-0.0340772j 0.0275802+0.0242517j -0.00102004-0.0693619j -0.0985502+0.00133918j 0.042049-0.0259526j 0.0148108-0.01981j -0.026311+0.0296518j 0.0382075-0.0205074j -0.0146319-0.0056922j -0.141072+0.00171479j 0.00716895+0.017875j 0.0500124+0.0267897j -0.0106258-0.0123451j 0.0126963+0.00325034j 0.0291475+0.0106322j -0.00838263+0.0546102j 0.03094-0.0118875j -0.0370027-0.0069024j 
-0.0104027-0.000930732j 0.0170378-0.0224868j 0.0175845-0.0172348j -0.00204779+0.0149754j 0.00464289+0.011932j 0.00885967-0.000172851j -0.003954+0.0204094j -0.00957484+0.00418588j 0.0011458-0.0124081j -0.0020216-0.00890727j 0.00440978+0.00409601j -0.00247186-0.00756442j -0.00853565+0.0111009j -0.00589585+0.000566061j -0.00217528-0.0110328j -0.0038913+0.0132326j 0.0159239+0.0163589j 0.0335305+0.0345896j 0.0299777-0.0301562j -0.0591912-0.0245514j -0.0285995-0.00943888j 0.00510994-0.0319168j -0.00293438+0.0505413j -0.0361299-0.0454556j 0.00971065-0.0162317j -0.0319304+0.00928405j -0.00635407+0.019855j 0.0195778-0.0194061j -0.00906694+0.0213773j -0.0133872-0.0227578j -0.00836236-0.0307509j -0.00517728+0.00488618j -0.0113632-0.00370731j -0.000135325+0.00423272j 0.00935641-0.023311j -0.00713227-0.0194567j 0.0247895-0.00668305j -0.0416688-0.0143448j -0.0121406+0.00331883j -0.0587135-0.027105j -0.02691-0.0165271j 0.0273414+0.00609843j -0.0212851-0.042463j -0.0802686-0.00941944j -0.025567-0.0140652j -0.0308923-0.0255889j -0.0175321-0.0273032j -0.0217459-0.0583879j -0.0649831-0.0168944j -0.0834405+0.0320825j 0.0319553-0.00847069j -0.0542802+0.0916359j -0.0451758-0.027675j 0.0345029-0.0518539j 0.0712337+0.0956279j -0.00288297-0.0527681j 0.0932787-0.0482686j 0.0305457+0.0270891j 0.0283791+0.14674j 0.155515-0.0753577j -0.0682293+0.000361883j 0.152972+0.0601071j 0.0406526+0.0949968j -0.160144-0.167484j -0.0654812-0.162281j -0.0432141-0.0487266j -0.0668722+0.10606j -0.0163521-0.0629783j 0.000604176-0.050212j -0.0339508+0.116404j 0.0102005-0.0884167j -0.0775408+0.0322125j 0.016079+0.0384113j -0.0320207-0.0939296j -0.0921551-0.0251907j -0.0708305-0.0622368j 0.0643888+0.0195643j 0.00747501-0.00782134j 0.0407922-0.041163j 0.0529809-0.0602944j 0.000878378+0.0228799j 0.051344-0.0225408j 0.0342912+0.0412635j -0.0455979-0.0220579j -0.0248937-0.0780774j 0.00519857-0.0341327j -0.039483-0.0362471j -0.02604+0.0129343j -0.0632567+0.0665718j -0.0307452+0.042031j -0.0126041+0.0226767j 0.0272292-0.00631353j -0.0657845+0.0156786j -0.00533659+0.023464j -0.0485164-0.0133726j -0.00378591+0.00465365j -0.0510926+0.0221532j 
-0.00339866+0.0141445j -0.0288011-0.00891744j 0.0166651+0.0225851j -0.0259064-0.0182848j 0.0141967+0.0227721j 0.00764079+0.00134647j 0.0282836-0.00438943j 0.000664296+0.0154525j -0.000826192-0.00984444j -0.00565405-0.008544j -0.00268521-0.00266314j 0.0178016-0.00353896j 0.0134326+0.00707783j 0.00123385+0.00793942j -0.0112872-0.00321275j 0.0351082+0.0234263j -0.019489+0.00621145j 0.00236539-0.0423653j -0.04801-0.0539816j -0.0216223-0.00947064j 0.00779505+0.00830743j -0.0257357+0.00535097j 0.0156085-0.00238069j 0.00143232+0.0489874j 0.0099222+0.00195351j 0.00253842-0.0282059j 0.00749378-0.0127862j -0.025642+0.00398873j -0.0229955-0.010865j -0.00564303+0.0154021j -0.0280779+0.00424723j 0.00597452-0.00900989j -0.0021547-0.0290357j -0.00580154+0.00145415j -0.00473502-0.0138596j 0.0185678+0.0107471j 0.00233214+0.0136467j 0.0298646+0.00139559j -0.0302345-0.00126958j 0.0285226-0.00224114j -0.053324-0.128445j -0.00801901-0.0605356j -0.021923-0.00713068j 0.0306564-0.0192865j -0.0271296+0.0205852j -0.17688+0.116348j 0.156634+0.10465j 0.0671927+0.0542253j -0.0761279-0.00857028j -0.00851906-0.0746649j 0.0462618-0.140034j 0.0403642-0.00304638j -0.174917-0.131524j -0.0956487+0.119418j -0.0710015-0.107691j -0.0379938+0.154358j -0.0599283+0.224431j -0.184662-0.0582429j -0.117219+0.109426j 0.0517231+0.0405257j -0.00301196+0.0465674j 0.0669497+0.0973084j 0.0136813-0.00591797j -0.0146599-0.0229153j 0.169814+0.109658j 0.0174394-0.210824j -0.167793+0.0294818j -0.107795+0.0208682j 0.0214792+0.0332083j -0.0213768-0.000765402j 0.0476874+0.00730203j -0.0129121-0.00475375j 0.125142+0.0825156j -0.0450571+0.0175829j 0.00771959-0.072354j -0.0342672+0.127377j -0.0371281-0.0492105j -0.0452997-0.0377469j -0.0646026+0.0365312j -0.0222852-0.0314504j 0.0464472-0.0484993j -0.0112471-0.0223701j -0.0954349+0.0442817j -0.0170019+0.0537437j 0.0404193-0.0889205j -0.00643224-0.0529249j 0.00983888+0.0227914j -0.0746376-0.0226922j 0.031478-0.00506557j 0.0127951+0.0222966j -0.00883104-0.0203098j -0.0767048+0.0237601j -0.0321014+0.0542024j -0.0288358-0.0283391j -0.0166021-0.0468843j -0.035836+0.0134199j -0.0249617+0.0113954j 
0.0175636+0.0245942j -0.0180214-0.00933736j -0.044559+0.00407003j 0.000728488-0.0411491j -0.0130354-0.0159901j -0.0137726-0.0268313j 0.00400399+0.00902516j 0.00461759+0.00387451j -0.0107976-0.00771007j -0.00732075-0.0105637j -0.00598302+0.00780288j 0.00585844+0.00639594j 0.00203002+0.0158695j -0.0177394+0.000929531j 0.00306183-0.0113514j 0.0382369+0.0468155j -0.028584+0.0169983j 0.0261216-0.0447677j -0.033736-0.0568574j -0.0312392-0.0247084j -0.0231641-0.0110159j -0.0363765-0.0013001j 0.00162076+0.0428608j 0.0012494-0.0218907j 0.0315747+0.00594695j -0.0143714-0.0172577j 0.00584298+0.0206699j 0.00616553-0.000878331j -0.0163635+0.0191112j -0.016161-0.00534054j -0.0204867-0.0157703j -0.000208892-0.00280353j -0.00879888-0.0231328j -1.19513e-05-0.00499839j 0.00397348-0.0225525j 0.0127793-0.00963747j 0.0204707+0.00773381j 0.015545-0.00829781j -0.031968+0.0132296j 0.00862209-0.0642755j -0.0845339+0.0200906j -0.0129987-0.0671131j -0.0287711-0.0120601j -0.0510408-0.0354782j 0.0520586-0.0386227j -0.0143785-0.0674598j 0.0371147+0.00959428j -0.126156+0.0946442j -0.0670494-0.000602122j 0.0561859+0.110741j 0.00818368-0.0858879j 0.041432-0.00252513j 0.072559+0.0899938j -0.118739+0.0347132j -0.105031-0.0221035j 0.109781-0.0323023j 0.0094506+0.141404j 0.0402358-0.135179j 0.0641788+0.158732j -0.231541-0.0225827j -0.0721918-0.0494221j 0.130789-0.0107789j 0.0323327-0.199128j 0.084072+0.0792576j 0.126779-0.085078j -0.0931971+0.0390818j 0.0918721-0.11776j -0.065612-0.150765j 0.054968+0.0538344j -0.0542344-0.0682776j -0.071765+0.0927661j -0.0186108-0.00686998j 0.0340417+0.102058j -0.045545-0.0328664j 0.0401902+0.0649022j 0.00435372-0.0476444j 0.0430487-0.057978j 0.00994058-0.0742845j 0.0315625+0.0633437j -0.0417885+0.00608069j -0.0487088-0.018153j -0.0236283+0.0100811j 0.0146372-0.0578995j -0.0238744+0.0316134j -0.0378305-0.00109101j 0.0142674-0.0580793j -0.0114179+0.0187452j 0.0044461-0.0831324j 0.0648055+0.0379478j -0.0176833+0.0717122j -0.0449803+0.00731349j -0.0507006+0.0252885j -0.00371278+0.00321178j -0.0221451-0.0209798j -0.0592648-0.0370659j -0.0310705+0.0175786j -0.056881+0.0348412j 
0.0183089+0.00650431j 0.0105877-0.00689986j -0.0156444-0.0279676j 0.0184888+0.003574j -0.00454536-0.00425301j -0.0161049-0.0159323j -0.0171396+0.00796228j 0.002317+0.0040517j 0.00266587+0.000619812j -0.0035373-0.00730526j -0.00166468+0.00172223j -0.0116297+0.0045205j -0.0113265+0.00732863j -0.00776343-0.00206842j 0.0101239-0.00555582j -0.00696553-0.0112473j 0.0225692+0.00654404j 0.0184786+0.0730428j 0.0584842-0.029746j -0.0715804+0.0274926j 0.00137203-0.0188032j 0.010595-0.0363203j 0.0159101-0.0286721j 0.0245481+0.073649j -0.0107064-0.00663j 0.0134539-0.0284156j -0.019147+0.0184119j -0.0474751-0.0007864j -0.0170841-0.0232242j 0.000694689-0.00105604j -0.00136582-0.0188098j 0.00595389+0.00174077j -0.00351611-0.00641876j -0.0041323+0.0172931j 0.0135969-0.011824j -0.00049199-0.0197778j 0.0198281-0.00461328j -0.0525863-0.0287455j 0.00216012+0.0358669j -0.0418701+0.071242j 0.093394+0.0914082j 0.0245949+0.0404541j -0.00522452-0.0424445j -0.0987309+0.0367917j 0.0333654-0.0762029j 0.0140559+0.00439888j -0.091084+0.0510175j -0.0908218-0.131144j -0.0185121+0.00503639j -0.0185432-0.0556746j -0.105947-0.1794j -0.0498553+0.0400674j 0.0149825+0.000736252j 0.00862348+0.0556186j 0.0135373-0.0362379j 0.0723627+0.150587j 0.0211299+0.0873657j 0.168311-0.00206625j 0.0757297-0.0230354j 0.0862145-0.00507805j -0.0829083-0.0120951j 0.130929-0.0604986j 0.0807157-0.0615549j 0.0780103+0.0699724j -0.0204567-0.129377j -0.125111+0.062936j 0.0191926+0.0891598j -0.0234303+0.12017j 0.00103982-0.00178823j -0.0542426-0.0455884j 0.0710291-0.00282443j -0.0309291-0.0172823j 0.00702846-0.118774j -0.114681+0.0712143j -0.019549+0.0125961j -0.0540812+0.00628804j 0.0292173+0.0183347j -0.0559644-0.0364059j 0.0162179+0.0464063j 0.131046-0.0388155j 0.106164-0.00719499j 0.0124861-0.0196439j 0.0417887-0.0396798j 0.0568131-0.0369219j -0.0100401-0.0317936j 0.00192065-0.0112136j -0.0186472-0.0180399j 0.0361492+0.00662712j -0.087358+0.00488174j -0.0551706+0.00431994j 0.00905097+0.0282381j 0.0679986-0.00897992j 0.00523622-0.0290404j 0.0196518+0.0177366j -0.0161195+0.00176626j -0.013128-0.00454673j -0.0398154+0.00466637j 
-0.0243188-0.0504398j 0.0522494-0.00756149j 0.0142499-0.0205446j 0.0194627-0.0284962j 0.0099728-0.0147923j 0.0213645+0.00571097j -0.00422489+0.00801814j -0.0181239+0.00632197j 0.000245648-0.000828748j 0.0158223+0.00583852j -0.00569763+0.00181124j -0.00698194+0.00876864j -0.00845665-0.00197597j -0.00330689-0.00451035j -0.00137485-0.00239212j -0.0243876+0.023391j -0.0248467-0.0141716j -0.00909851-0.0120943j 0.0255911-0.00979816j -0.0204943+0.00132799j 0.018684+0.00224299j 0.00605719-0.0395289j -0.00909844-0.0218799j -0.0016653+0.0284372j -0.0265782+0.0263717j 0.0164118+0.00722089j -0.0165133-0.00217906j -0.00525501-0.0103681j 0.00662604+0.0043403j 0.00252077-0.0120243j 0.00752435-0.00462292j -0.00751773+0.0149345j -0.0116514+0.0122634j 0.00364712-0.00406805j 0.00460497+0.00139403j -0.0200628-0.00849605j 0.00433231-0.0164531j 0.0464761+0.0255628j 0.00721224-0.0411476j 0.0655926-0.189031j -0.21338-0.105601j 0.0157913-0.0309697j 0.0177804+0.0129869j -0.0571539+0.0417635j -0.0025447-0.0859675j 0.0493476-0.229242j 0.0525319-0.0596267j 0.0274079-0.078526j -0.00739489+0.126334j -0.00438595+0.0619689j -0.018028-0.0411271j -0.0452333-0.0517749j 0.0386819-0.0334963j 0.0870894-0.0165952j 0.0452995-0.123187j -0.0758752-0.219023j 0.116593+0.00594779j -0.047833-0.0598988j -0.131768-0.0162918j -0.130345+0.0905242j -0.158756-0.0531792j 0.0372597-0.0732947j -0.0514639+0.0825738j 0.0495546-0.157006j 0.0484668-0.019702j 0.0405842+0.0315928j -0.0162504-0.0524805j -0.0502925-0.0555682j -0.0646237-0.108447j 0.0268631+0.00740356j -0.029706-0.00742135j -0.0654388-0.0835348j -0.0226244-0.0237343j -0.0342322+0.113715j -0.0629082+0.00205113j 0.138733-0.0480789j -0.104252-0.152137j -0.000835661+0.0665185j -0.0222324-0.0468168j -0.0179001+0.0466401j 0.000195707-0.0249138j -0.0185567+0.083053j 0.0192056+0.0329786j -0.014612-0.0212614j 0.0155309+0.0418618j -0.0181029-0.0513866j 0.00943044-0.00551198j 0.0129342-0.068218j -0.0717101-0.00489557j -0.0761665+0.0524666j 0.0103803+0.0341938j -0.0819555+0.00236692j -0.0301766+0.00572977j 0.00864859+0.0192046j -0.00606122+0.0510415j 0.0571492+0.00538641j 0.0134643-0.0161362j 
-0.0112327-0.0135742j -0.00758516-0.0284605j -0.0319208-0.0208909j -0.00556824-0.00768649j -0.00332104+0.00186123j 0.00761709-0.0210511j -0.000350638-0.00813646j 0.00554036+0.00370163j -0.00128353-0.00601875j 0.002724-0.000979606j -0.000762141-0.0050105j 0.00540969+0.00261936j -0.0110747-0.00276472j -0.00805151-0.0115695j 0.0157318+0.00299714j -0.0167964+0.0381535j -0.0408431-0.0505066j 0.00895289-0.0468855j 0.0193579-0.0209112j 0.0268053-0.01963j -0.0139465-0.0141724j 0.0118572+0.0157817j 0.0153353-0.00805932j 0.00762848+0.012137j -0.00322598+0.00647671j 0.00905371+0.01627j 0.00451854-0.014026j 0.0058453+0.00654682j 0.0115474+0.00697977j 0.00392262-0.00484116j 0.0127616+0.00655687j -0.00376668+0.0104026j -0.020487+4.66732e-05j -0.000445548+0.00686718j -0.000185398+0.00859324j 0.014036+0.000389662j -2.478e-05+0.00764573j 0.0433839+0.120536j 0.0898158+0.0140862j 0.241392+0.0828393j 0.109913-0.10296j -0.00990522-0.113123j 0.0125978+0.015755j -0.0120182-0.0403378j -0.00527553-0.00821342j -0.0424185-0.112246j -0.174431-0.179845j -0.143618-0.133548j 0.0803713+0.135032j 0.0278587+0.0167804j -0.00841689-0.0325478j -0.137372-0.0892151j -0.0656649+0.114813j 0.208439+0.0354817j -0.0549865-0.126281j -0.00139606+0.0502382j -0.171258+0.00559734j 0.0370379+0.104385j 0.199011+0.254337j 0.0433023+0.051547j -0.0582372+0.10571j -0.0543196-0.0799436j 0.193972+0.0551968j 0.0729108-0.0613709j -0.0552417-0.0284858j -0.0637242-0.0907457j -0.0270575+0.00136317j -0.0286733-0.0344871j -0.0303505-0.0868103j 0.102305+0.019509j 0.0868665+0.0861616j -0.0503847-0.0337819j -0.0268008+0.0597877j -0.0156123-0.0217686j 0.0391875+0.014894j -0.00201388+0.081374j -0.0881162-0.00739812j -0.0236522+0.0120612j -0.0353728-0.017375j -0.0687783-0.0569837j 0.00523354+0.00972008j 0.0661335-0.017243j 0.00238325+0.0518755j -0.0293816-0.000415164j 0.00913835+0.0373318j -0.0403969-0.0572759j -0.00399549-0.0397685j -0.00407875-0.0586333j -0.010062-0.0280738j -0.0141098+0.0165299j 0.00344566-0.0164251j -0.00877373+0.0283178j 0.121494-0.0561747j 0.0377372-0.0233819j 0.0138055+0.0309759j -0.015727+0.0222747j 0.00656729-0.00381169j 
-0.0128647-0.103951j 0.0493811-0.00685344j 0.0342077-0.0293636j 0.0278007-0.00808563j -0.00190395-0.0195353j 0.0137556-0.00102543j -0.0144546+0.00893693j -0.00617477+0.00216129j 0.00657229+0.00687803j 0.014152+0.00792265j -0.00310254-0.00886603j -0.0106212+0.0139085j -0.0104358-0.0172121j 0.0122659-0.0130815j 0.00308042+0.0108608j -0.0193067-0.0305115j -0.00448606-0.0591789j -0.0731575+0.082724j 0.082698+0.00741724j 0.0388388+0.0471445j -0.0324704-0.024692j 0.0204951+0.0208186j 0.0151925-0.0319595j 0.0163166-0.0221143j -0.00433564-0.0211275j -0.0251316-0.00477171j 0.0391592-0.0055735j -0.0066896+0.0121008j 0.00602852-0.00509661j 0.011568+0.014733j 0.00433856+0.0172501j 0.00610474+0.0113424j -0.00204888-0.0177223j -0.0102059+0.0203132j -0.000562481+0.0243424j 0.0241371+0.012327j -0.0130906+0.00820334j 0.0161311-0.0447677j -0.0598167+0.0174513j -0.0161514-0.0428417j -0.0976438-0.0200983j 0.0727937+0.0882127j 0.124426-0.0492521j 0.0228544+0.153199j -0.0735028-0.111188j 0.0954545+0.0375835j -0.0652639-0.0716991j 0.0223435+0.0278038j 0.0194444-0.0271783j -0.109262+0.0213029j -0.174321+0.0980783j -0.0798964-0.00387313j -0.0478534+0.0117416j -0.16855-0.0684568j -0.0665425-0.119152j -0.0467025+0.0369146j -0.050123+0.111899j -0.104568-0.0725542j 0.0753635-0.0771207j -0.140004+0.0368276j -0.0249135+0.111463j 0.150172-0.196966j -0.0790147-0.0195255j -0.0685564+0.0160511j -0.03626+0.00872755j -0.0228118+0.0364953j -0.0569865+0.111357j -0.0613869-0.023726j -0.0317174+0.0316136j 0.0557808+0.0233946j -0.0185543-0.0640801j -0.0395155-0.0280986j 0.0209695+0.0189752j 0.0131547-0.0344863j -0.0190703-0.00479346j -0.028565-0.0608815j 0.0339662-0.0444669j -0.0183501-0.0295852j -0.0494054-0.0568163j 0.00460352-0.0275523j 0.0337793+0.00625983j -0.0308585+0.00906257j 0.0374762+0.0249331j 0.00778309-0.136686j -0.0224373+0.0168876j -0.014047-0.0319396j -0.0293204+0.0592941j 0.0142611-0.0317157j -0.0446045+0.020045j 0.0253941-0.0503861j 0.0585942-0.0703627j -0.0387259+0.0226215j -0.0460929+0.0272958j 0.0302726-0.0207657j 0.0502765+0.00387206j -0.0372541+0.0267354j 0.04958-0.0386848j 
