-0.0517316-0.0710783j -0.0861842-0.109856j 0.0289355-0.158916j 0.0170727+0.0119164j -0.0434588+0.0719695j -0.00787721+0.0525101j -0.0117774+0.000866906j 0.0952403-0.059189j -0.0248816+0.0436302j 0.0208596-0.00351324j 0.0115298+0.00509688j 0.00363704+0.0101988j 0.0445913+0.00997141j -0.0283797+0.0070413j -0.0164887-0.000663089j -0.0334414+0.018377j -0.033076+0.00873588j -0.00420144+0.0180072j -0.0253175+0.00549774j -0.0347309+0.019744j -0.0362125+0.00526807j -0.00382179-0.0212257j 0.0293542+0.0133383j 0.00295972+0.0258554j 0.0217168+0.018999j -0.00215929-0.019545j 0.0654738+0.0616869j 0.0492095-0.0107367j -0.0312963-0.0121391j 0.0116197+0.0334229j 0.0154148-0.0113624j -0.00212468-0.0703516j 0.0117815+0.0604594j 0.0540901-0.12159j 0.0672908+0.0690629j 0.0323649+0.0108549j -0.0476038-0.075275j 0.193768-0.00820475j -0.0422271-0.0868637j 0.0113966-0.0287028j 0.0780109+0.0248877j 0.0680544+0.0584614j 0.045495+0.103965j 0.0412943-0.0407621j 0.0059808+0.038999j -0.0270112-0.0531898j 0.031146-0.0349154j -0.00276803-0.0457761j 0.0729146-0.0256873j 0.00584356+0.0316341j 0.0416798-0.00387374j -0.0533045+0.0148983j -0.0112247-0.0151791j -0.0457183+0.0164891j -0.0187215-0.0214836j 0.0482571+0.00787236j 0.0220284+0.0163491j 0.0474514-0.0104719j -0.0225536-0.000379372j -0.00309661+0.0101519j 0.0231602-0.00512435j 0.00322208+0.0152934j -0.0308501-0.0302278j -0.00805159-0.00495816j -0.0220596-0.027738j -0.00174577+0.0048341j -0.030062-0.0303377j -0.0530252-0.00923774j 0.0165638+0.00561614j -0.0596761+0.0252318j -0.0132565+0.00303187j -0.00212941+0.016386j 0.0347768+0.0416185j 0.02142+0.0348065j 0.00914793+0.0334045j -0.0296167-0.0329546j -0.0162354-0.00406668j 0.0411204-0.00135682j -0.0112476+0.0152699j -0.0477722-0.0188911j 0.0763903+0.0478643j -0.000105462+0.0217936j -0.0533367+0.00194398j -0.0469022-0.0346563j -0.0605399-0.0811459j -0.00227281+0.0665186j 0.100865+0.163452j 0.168004-0.0841327j -0.0629236+0.122026j -0.110274+0.0121257j 0.0455325-0.13643j 0.0541684+0.0896657j -0.176394-0.0429339j -0.0148515-0.000455001j 0.062655-0.0116151j 0.143296+0.0599421j 0.0604308+0.0141111j -0.119442-0.143859j 
0.00243935-0.000748266j 0.0399858-0.0173678j 0.00593341-0.0514901j 0.0831728+0.0927831j 0.0354926+0.00838008j 0.11816+0.0291082j 0.0488577-0.043558j 0.0628135-0.0800476j -0.054554-0.0809948j -0.121135-0.20779j 0.16014+0.148777j -0.106119+0.0775928j 0.0229013+0.12667j -0.0440904+0.0940597j 0.0828292-0.0551718j -0.115141+0.0210638j 0.118864+0.124335j -0.0675984-0.0424145j -0.248183-0.00351731j -0.0985238+0.143046j -0.0451486-0.0592564j -0.0357746-0.110194j 0.0322687+0.195113j 0.00682576-0.167503j -0.0792779+0.0243519j -0.0960139-0.185098j 0.081373+0.06223j 0.0280453-0.0635522j -0.00133988-0.0229531j 0.0947477+0.0191972j 0.0257373-0.0268683j 0.00454681-0.0147986j -0.00690169+0.0539478j 0.0301976-0.0197254j -0.0119264-0.031704j 0.00180647-0.0181571j -0.0173422-0.0139604j 0.0413029-0.0888182j 0.0428281-0.029825j 0.0475993-0.0541312j -0.0375936-0.084583j -0.0366233+0.0144738j 0.0915729+0.0360296j -0.057798+0.00782954j -0.0673207+0.0378202j 0.00802886+0.0153004j -0.0301155-0.00711169j -0.0370937-0.0449451j -0.0340821+0.015385j 0.015098+0.0282216j -0.00957976+0.0102041j 0.0522672+0.108409j 0.0309711+0.00972068j -0.0207003-0.0523669j 0.0324079+0.00170094j 0.0334289-0.00831973j 0.0187412-0.00289754j 0.00106546-0.0114234j 0.01945-0.0171282j -0.0013683+0.0258877j 0.00120404-0.0113187j 0.0321494-0.0332717j -0.00995101+0.00362331j -0.0203021-0.0177416j -0.00903295-0.00288737j -0.00250307-0.00268239j 0.0271076+0.0164405j 0.000855302+0.0123033j 0.0310471+0.003717j 0.0027397+0.00804183j -0.00299621+0.00547541j -0.00742579-0.0141107j -0.0244983+0.00610948j -0.0208048+0.0206119j -0.00326753+0.00260975j -0.0151578-0.00590624j 0.011678-0.00294777j -0.00414622+0.000307349j -0.00258221+0.00145169j 0.00953639-0.0111281j -0.000587527+0.00597304j -0.00239294-0.00056166j 0.0104546+0.00439788j -0.00665456+0.00751732j 0.000559529-0.00170978j -0.0164791+0.00630224j -0.00843531+0.00284244j -0.0139818-0.00564133j -0.0131937+0.00445423j 0.0034888+0.0177001j -0.00585429+0.00142982j -0.00393502-0.00357625j 0.00100518+0.00269941j 0.0142015+0.00875695j -0.0120884-0.00334762j 0.00414532-0.00446016j -0.0170254+0.00565549j 0.00191569-0.0212249j 
0.0180612-0.0362832j -0.0229985-0.0417338j -0.03421-0.134607j 0.113495+0.0641651j 0.0564349-0.020287j 0.0943193-0.0483055j 0.112377-0.0442165j -0.0492912+0.0592448j 0.0914852+0.130555j 0.0150284+0.0728133j -0.0789228-0.0587975j 0.0234891-0.0204685j 0.0233158+0.1036j -0.287631-0.102009j 0.0325368+0.204264j -0.0596485+0.16891j -0.0890122+0.159656j 0.0475547-0.0281956j -0.037952+0.0481149j 0.00224877-0.109362j 7.73701e-05-0.0100923j -0.10835+0.122451j -0.0779768+0.0808044j 0.0237809-0.0111617j -0.0841262-0.159136j 0.0680842+0.0963848j 0.102466+0.11833j -0.12553-0.102275j 0.00548771+0.0209592j -0.0468529+0.0514665j -0.082321+0.0376823j -0.0390809+0.0498755j -0.132656+0.053504j 0.0113562-0.00277872j -0.0131026-0.0103978j -0.0036797-0.0961907j 0.021876+0.0599075j -0.0828547-0.126142j 0.0504942+0.038434j 0.0279162-0.0288072j -0.0372132-0.0821781j -0.010023-0.0701288j 0.0802749+0.0500941j -0.0411684+0.00743288j -0.000917078+0.0579098j -0.0619004-0.0246951j -0.0406613-0.0214682j -0.0420627-0.0127676j -0.005527+0.00282805j 0.129474-0.0314495j -0.0116126-0.0809551j 0.00445841+0.0138484j -0.0659105-0.0488856j 0.00227989+0.0383688j 0.0172945-0.0420229j 0.0519567+0.00469565j 0.0351016+0.0390608j -0.0372213-0.0370002j -0.0193085-0.00857222j -0.0156643+0.0445994j 0.0195073-0.0419495j 0.0173374+0.0309752j 0.000318109+0.00488139j 0.0193733-0.0127395j 0.0102846-0.0179703j -0.00878794+0.0117969j -0.00520601-0.00577489j -0.0114752+0.00947094j -0.00126227+0.00843565j -0.00448125+0.00512386j -0.00318352-0.0204662j 0.00526678+0.0134441j -0.00614764-0.00224406j 0.00352037+0.0114678j 0.00304755+0.00778233j 0.00494312-0.0219296j 0.00933505+0.00546627j 0.00447425-0.000917508j 0.00989496+0.0143532j 0.0035587-0.00130311j 0.00612815+0.0113285j -0.000836133+0.0201231j -0.00154175+7.46797e-05j -0.0160432+0.00239536j -0.0166984-0.0187103j -0.00500509+0.00782159j 0.00082123+0.029j 0.00913296+0.00382949j -0.0264543+0.029168j -0.00962109+0.0178448j 0.00505747-0.00920539j -0.0110213+0.0306851j -0.024909-0.00264395j 0.0313588+0.0157295j 0.00661386-0.0158452j 0.013229+0.0278643j 0.0138516+0.00779695j -0.0248118-0.0282042j 
0.0270153+0.0239855j 0.0323385-0.00509393j 0.0602693-0.0342906j 0.0503226+0.0666018j 0.091254-0.0851547j -0.095001+0.0145229j -0.0687484-0.181795j 0.0327898-0.0582305j 0.00611614-0.0101477j 0.0128187-0.0645691j 0.106266-0.00242333j -0.0628779+0.0810792j -0.146183-0.0103925j -0.162613-0.00655376j 0.0587786-0.256075j 0.143452-0.0194969j 0.18922+0.240527j -0.170403-0.114726j 0.1093-0.0964064j -0.00323765-0.00641957j -0.112318+0.0219929j 0.0456542+0.0896672j 0.0212856+0.121185j 0.0257395-0.035674j 0.0725065-0.0699016j 0.0638312-0.0128369j -0.00498651+0.0551175j 0.117829+0.116207j -0.0386679+0.0632622j 0.00492861-0.0575604j -0.068502-0.042123j -0.0183424-0.0214916j -0.0422642+0.0446839j -0.0430112+0.0518778j 0.00879169+0.0444324j -0.0956096+0.022093j 0.0527707-0.0541395j -0.000614513+0.00339453j 0.106794-0.000643704j -0.000254558-0.00220482j -0.0220751-0.0814145j 0.00654702-0.00299962j 0.0212298+0.0252104j 0.00214914+0.000539399j 0.0200766+0.0467586j 0.0808318+0.0174758j -0.0633697+0.0530231j 0.0753108-0.0137408j -0.0660145+0.09941j -0.0307167-0.0579213j -0.0236371-0.00402925j 0.0287499+0.0140383j 0.0195369-0.0243816j -0.0123459-0.00828203j 0.0117269+0.0394108j 0.0291644-0.0148966j -0.000729544-0.0213746j -0.0287941+0.0063524j 0.0182877+0.0130459j 0.0127375+0.0216716j -0.0309738-0.0241029j 0.018373-0.0130825j 8.73137e-05+0.0079818j -0.00975591-0.033301j 0.00336091-0.00375001j 0.0277332+0.0112443j -0.0152841+0.00248903j 0.00359315-0.00766844j -0.00957828+0.000528601j -0.0245898+0.0170681j 0.0021626-0.0166146j 0.000898756+0.00548619j -0.0138104-0.00259889j 0.00233113-0.00777592j -0.00757964-0.000847534j -0.00471904-0.00135172j 0.00845396+0.0016178j 0.000346611+0.0118385j 0.000968776-0.00923481j 0.00579647+0.0056443j -0.00634944-0.00294948j 0.00682298+0.0072352j 0.0139629+0.00785168j 0.000473607+0.00665288j -0.00850397+0.00793692j 0.00323744+0.00424044j 0.00987711-0.00976346j -0.0191163-0.0267516j 0.0306907-0.00301437j 0.00961631+0.0113093j -0.0223705-0.000832673j 0.0365819-0.0116742j 0.0129291+0.0349715j 0.006748-0.0192561j -0.0374482-0.0116686j 0.0193198-0.000270824j -0.0321972-0.0107214j -0.00871518+0.000631079j 
-0.00825236+0.01074j -0.0207674+0.0319637j 0.107452+0.0705402j -0.102816+0.0778284j -0.159225-0.0981321j -0.116822-0.12844j -0.00630224-0.0427858j -0.0290858-0.0224906j 0.00546154-0.113431j -0.0037562-0.116538j 0.196956+0.0851518j 0.0870174+0.136551j -0.063208+0.122896j 0.125225-0.147581j 0.193952-0.0736424j 0.0990459+0.0839134j -0.08687+0.062464j -0.159377-0.0447104j -0.0855534+0.167802j 0.13789+0.101296j 0.194641-0.0591607j 0.0951617+0.104486j 0.157805+0.0665098j -0.109585-0.055634j -0.0115883+0.0538832j 0.0730827-0.0480865j -0.0160861-0.00711721j 0.0110514-0.000763836j -0.0373719+0.0342864j -0.0294447+0.0887263j 0.017443-0.052984j 0.026783+0.0658986j 0.0238222+0.000289301j 0.0393579+0.102758j -0.00353418-0.0259826j -0.0438252-0.105486j -0.0170021+0.0864802j 0.00522213+0.0222392j -0.00418812+0.0688288j -0.0441207+0.0729927j 0.0410301-0.0309311j 0.0772588+0.0282084j -0.134983+0.0423222j -0.0466422-0.0738388j 0.0766197+0.0197319j 0.0249893-0.0185203j 0.0866225+0.0742187j -0.00376991+0.104799j -0.0821269-0.0728388j -0.0259828-0.0390646j -0.0411116+0.0486203j 0.0250644+0.0387759j 0.0177545-0.0195861j -0.0479645+0.00781805j -0.0152427+0.0672504j 0.00286611-0.0204696j -0.00713339+0.00137937j -0.0143661-0.0429865j -0.0403076+0.0109398j 0.0143617+0.0212155j 0.0133916-0.0295037j 0.0108015-0.00700164j 0.0024538+0.018334j -0.00415953-0.00470001j -0.0199479-0.00808073j 0.0023542+0.0106556j 0.0179498-0.00697033j -0.0130495+0.0116411j 0.0104454+0.00887668j -0.0205608+0.00393819j -0.000898014+0.0130498j 0.00896196+0.00706968j 0.00267067+0.00368723j 0.00930941-0.00980341j -0.000640626+0.00805202j -0.00951747-0.000529304j -0.00151873+0.00274301j 0.00228425+0.00134677j -0.0090955+0.00547833j -0.00763272+0.0163358j -0.00308899+0.00589573j -0.00393223-0.000294238j -0.0109274+0.0195702j 0.00101692+0.0034083j -0.0291888+0.018536j 0.0116054-0.00332401j 0.00781549-0.011357j 0.033741-0.0290632j -0.00230686+0.0147233j -0.00628363+0.00136326j 0.00136347-0.013134j 0.0259527+0.0216985j -0.028151+0.0139497j -0.00624473-0.0254419j 0.00164662-0.0239613j -0.00290808+0.00364027j 0.018198-0.0241369j -0.0129117+0.0256864j 
0.00773554+0.0963249j 0.0621624-0.0179012j 0.195015-0.0840811j 0.125497+0.0577931j -0.0586121-0.179711j -0.0350103-0.0189121j -0.0583994+0.0103585j -0.0992586-0.00667286j 0.108606+0.0338994j 0.0882984+8.16121e-05j 0.0424376+0.0108274j 0.150838+0.120097j -0.213077-0.0227435j 0.185139+0.137599j -0.23013+0.249506j -0.0778922+0.190687j 0.0347265-0.0975814j -0.0584146-0.108007j -0.141852-0.0674956j -0.019138+0.0483749j -0.101644+0.0203701j -0.00033157-0.00258587j -0.0848885-0.0635285j 0.0260799-0.0349529j 0.111949-0.0466507j -0.0385639-0.0332122j -0.0411123+0.0265979j -0.00823324+0.124053j 0.0589487+0.114489j 0.000847295+0.0343458j -0.0296213-0.0300878j 0.0473894+0.0203281j -0.0522941+0.0119186j -0.012232+0.0209987j -0.0142796+0.0496683j -0.0696465+0.0710383j 0.0401563+0.122736j 0.0351746-0.0709797j 0.115163-0.0350715j -0.00679976+0.00324457j -0.0726211-0.0165431j 0.0774648-0.0311755j 0.032079+0.0431486j -0.171618+0.0458244j 0.0367832+0.00879526j 0.0876757-0.0120694j -0.0162784+0.192483j -0.00261781-0.0847465j -0.0415584-0.0164566j 0.0341707-0.0235125j -0.040296-0.0105237j -0.0118753-0.00724841j -0.0403907+2.80221e-05j -0.0121595+0.00678821j -0.0277395-0.0165331j 0.00869828-0.0154934j -0.0153188-0.0147352j 0.0193194-0.011793j 0.0264342-0.0373237j -0.00169776+0.0221618j 0.0168695+0.00983171j -0.0148127+0.0107146j -0.0175261+0.0245085j -0.0217074-0.00275784j 0.0131345-0.0220954j -0.00436529+0.000944013j 0.0120219-0.0051728j -0.0098338+0.016868j -0.00781933-0.00030126j -0.0067689+0.00156414j -0.0109962+0.00259574j 0.00254099+0.00295443j -0.00928092+0.00610297j -0.00695053+0.0191586j 0.00158072+0.00126538j 0.00736246-0.0210948j 0.00409904+0.0145715j 0.0134491+0.00271832j -0.0148815+0.00241912j -0.00302978+0.0140759j 0.0017295-0.00546937j 0.0110349+0.00417947j 0.0132453+0.0015271j -0.0115998+0.0160344j -0.0114895-0.0198537j -0.0105537+0.0271478j 0.00577204-0.0010812j -0.00491737-0.0232222j -0.000808221-0.00453823j 0.0195842+0.00488335j -0.00175728+0.00344515j 0.0222495+0.0057314j 0.00231823+8.12767e-05j 0.0245704-0.0354811j -0.0530205+0.00508088j 0.0261745+0.0257332j -0.021183-0.0436813j 0.0186302-0.0209939j 
0.0980384-0.0705921j -0.0738147-0.0976126j 0.0258225+0.190825j -0.00056665-0.0169753j -0.0931894+0.00226392j -0.136927-0.0273403j -0.16322-0.0240536j 0.00854166+0.084883j 0.129122+0.0756076j 0.191494+0.140441j 0.0784036+0.00535805j 0.149892+0.0616935j -0.115843-0.184664j -0.0250419+0.181973j 0.0153554-0.0409887j 0.17796-0.0606924j 0.177969+0.0296473j 0.00521094+0.0567575j 0.0882546+0.0458503j 0.151155-0.099457j 0.133183+0.0879908j -0.0183525-0.0661445j -0.0437451+0.0444202j 0.00153941-0.00450145j -0.114001+0.00523956j -0.0351008+0.0543462j 0.00246601+0.061836j -0.0443803-0.0375832j 0.0564569-0.14032j 0.0231387-0.0272105j 0.0059313+0.00672251j -0.0325799-0.0415482j -0.092457-0.154533j -0.0803446-0.0142279j -0.0212166-0.0182447j 0.0311916+0.0400796j 0.0625349+0.0657518j -0.111788+0.01591j -0.0066371+0.0735398j -0.0132852-0.015086j 0.00755069+0.0328469j -0.0128493+0.0698754j 0.00400466-0.046042j -0.0422363-0.203351j 0.18542-0.0513267j 0.0381184+0.12585j -0.00631091-0.0629627j 0.0115225+0.0184217j 0.0351336-0.0736581j 0.00808666-0.0518847j -0.0248061-0.0188914j -0.0516348-0.0104586j -0.0319737-0.0341476j -0.0520481+0.00837926j -0.00338985-0.0106479j -0.00106454-0.0126729j 0.0211194-0.0338269j 0.000664669+0.0200126j -0.000656625+0.0211508j 0.00493363-0.00865581j -0.00258441+0.0154001j -0.0231479+0.0254388j -0.0153374-0.0307376j -0.00287604+0.00473358j -0.00250098+0.00998919j 0.00418843-0.0106011j -0.0190439+0.00609245j -0.0199362-0.00252044j 0.0124039-0.0145638j -0.0194629+0.00213454j -0.000512881-0.0149764j 0.00939332+0.00183756j 0.0213813-0.00311255j 0.0218895+0.00262172j 0.0127414+0.00644326j -0.0246233-0.00454867j -0.0138608-0.0119056j 0.00774489-0.00250115j -0.00288945+0.019246j -0.0296962-0.0136818j 0.0227767+0.0367797j 0.00201047+0.012471j -0.0151699+0.000747786j -0.00370867-0.0236275j -0.00411601-0.0358771j 0.0166349+0.00348074j 0.0206706+0.0614104j 0.0554664-0.0184402j -0.0182085+0.0342575j -0.0424468+0.00971425j 0.0483076-0.0529225j -0.00337305+0.0453368j -0.0669401-0.0424376j -0.0156835+0.0140044j 0.0610204-0.00477508j 0.0486748+0.00780781j 0.0316759-0.000568695j -0.0318932-0.0343287j 
-0.065933-0.0535622j -0.0675906+0.0715265j 0.0781561-0.0819629j 0.123458+0.222626j -0.148795-0.197043j -0.185234-0.0841568j -0.0285164+0.0318091j -0.0396089-0.0268004j -0.0804626+0.0581878j 0.186009+0.186262j -0.00223408+0.200052j 0.00131431-0.0154845j 0.0849212+0.00682185j 0.124595-0.0913975j -0.120988-0.0385005j -0.0033652-0.0109114j -0.0520023+0.0702086j 0.0113917-0.254893j 0.0693992+0.038461j 0.00983132-0.16688j -0.0566825-0.0689168j 0.11835-0.0117583j 0.0788056+0.000382693j -0.179751-0.0412484j -0.0091371+0.00652936j -0.0338034-0.00791129j 0.129273-0.0212096j -0.0217253-0.0206004j -0.142749-0.00800002j 0.0399661-0.0100538j -0.0192411-0.0121829j -0.106077+0.0323749j 0.130433+0.0302158j -0.0456666+0.0218431j 0.0849618+0.0129367j 0.0495066-0.0234164j -0.0417232+0.0306989j -0.013317-0.107356j -0.0711631-0.038056j 0.0152056-0.0416081j -0.0171157-0.113412j 0.0639959-0.0159206j 0.100083+0.244781j -0.08916+0.0138648j 0.0958598+0.148371j -0.119536-0.00551676j 0.0360727+0.0834224j 0.0575985-0.0293539j -0.0203182-0.0639361j -0.0384166+0.0704278j 0.0175989-0.0489276j -0.0541949-0.027585j 0.019517+0.0392805j 0.00217034+0.0100881j 0.0126624+0.0150147j -0.0300598-0.032851j 0.017839-0.00224128j 0.00271918-0.0220012j 0.0223112+0.0245145j 0.00833283-0.0163691j 0.0319677-0.0308689j -0.00830002-0.0148797j -0.0234801+0.00861548j -0.00309184-0.0225781j 0.0243345-0.0227145j -0.0142478+0.00856455j -0.0044643-0.00200859j -0.0086812-0.00455678j 0.00975852-0.00863035j 0.037006+0.0224321j 0.0135224+0.0122189j -0.00488656-0.00084474j 0.0318039+0.0124987j -0.00711308+0.00866799j -0.00452228-0.000217795j 0.0193125+0.00387864j -0.014171-0.0134121j 0.000462265-0.0188279j 0.00361772+0.00648109j 0.0073221-0.00643821j 0.000796933-0.00453286j -0.0137906-0.0184317j -0.00545405-0.0187665j -0.0127379+0.00903076j 0.0109969+0.0162958j -0.0299191-0.00904585j -0.0238826+0.00859641j 0.000227689+0.0817849j -0.0425436+0.00724882j 0.00782249+0.00348731j 0.0117131+0.0489423j -0.0677038+0.00274233j 0.0110966-0.0271016j 0.0261898+0.0287282j 0.0330193+0.0230809j -0.0408653+0.01143j 0.0167486+0.0270289j 0.0358728-0.0116712j 
0.027914+0.129359j 0.134381+0.0594632j 0.0701888+0.112437j -0.116994-0.0500366j 0.0938533-0.00698779j -0.0848171+0.0318965j 0.013465-0.074899j -0.0284894+0.12078j -0.0610983-0.134873j -0.0344004-0.13084j 0.0955515-0.216734j 0.0211145+0.0151734j -0.203769+0.0994442j -0.0190283-0.0396034j 0.129689-0.0268718j -0.00480292+0.136792j 0.0205029+0.0758868j 0.0870702+0.0408172j -0.014781-0.0865014j 0.0605377+0.13953j -0.0589412-0.00681539j -0.00182454-0.0592068j -0.0318855-0.043838j 0.0686782+0.114443j -0.00193647-0.031893j -0.027904-0.0392388j -0.0461338+0.0469064j 0.00578341+0.0581333j 0.0785572+0.0913563j 0.0246546+0.055055j -0.0957674-0.0703745j -0.074639-0.00723674j 0.0282027-0.143051j -0.0972235-0.0560045j -0.0396216-0.019934j 0.0210647+0.0276888j -0.049155+0.203749j 0.0283683-0.0646369j -0.189103-0.0326032j 0.0464603+0.00573252j 0.168747+0.123503j -0.0683796-0.0630174j -0.0959696+0.0231174j -0.0772868-0.0390901j 0.0628338+0.0263169j 0.061716+0.0792775j -0.0130614-0.0159929j 0.0381922-0.0879679j -0.0508243-0.0722478j 0.0101377-0.0443358j 0.0394427+0.044637j 0.00412022+0.0421313j -0.0410625+0.0553642j -0.0507017+0.0645435j -0.00134247-0.0359764j 0.036113-0.0412183j 0.00101305-0.0161595j 0.00219021-0.00332243j 0.0016716+0.00516262j -0.00692271-0.0030069j 0.0250034-0.0374518j 0.00559901-0.02083j -0.0450933+0.00461763j -0.00998101+0.0358953j 0.014004+0.00737531j -0.00458243+0.0182914j -0.0093029+0.00308735j -0.0149584+0.0107073j 0.0140612-0.00624803j 0.0253277+0.00557764j 0.00444685+0.00315571j 0.00945172-0.00743073j 0.0328633+0.00298727j -0.00416696+0.00235094j -0.00061743-0.00476923j 0.0203195-0.0185003j -0.014795+0.0112435j 0.0121336-0.00419779j 0.00413656+0.0236815j 0.00314814-0.00535229j 0.0149973+0.014565j -0.00157873-0.0259448j 0.012377-0.00828701j -0.0279275+0.00191456j 0.00282261-0.0240813j -0.0632573-0.00332373j -0.0319313+0.0705981j 0.0268716+0.0799486j -0.0735023+0.017487j -0.00556892+0.0136687j 0.0438099+0.0261898j -0.0887999+0.0460769j -0.0412883-0.091723j 0.0665885+0.030205j 0.0681585+0.0437497j -0.00900632+0.0300363j -0.00266215+0.0306165j 0.0420337-0.0657784j 
-0.136692-0.0572332j 0.0320177+0.13282j -0.0964913-0.0899463j -0.0418298-0.101165j 0.15926-0.136182j 0.0169385+0.000274063j -0.0424877-0.0801831j -0.00916864-0.0875824j -0.00288841-0.0362132j -0.0904735-0.0162029j -0.0975177-0.0832288j -0.129269+0.0820695j 0.0365185+0.0432034j 0.0746819-0.198105j -0.0539254-0.0189127j 0.00582435-0.120984j -0.00554417-0.0490221j -0.0188451-0.14124j 0.0296197-0.147229j -0.0264285-0.0286292j -0.0734269-0.105485j 0.0640706+0.0694526j -0.0391229+0.00496521j -0.0537903+0.0358287j 0.0399676+0.0087034j -0.0131188+0.0411761j -0.0897952-0.161655j 0.0334622+0.0343927j 0.0386303+0.0904223j -0.00626744-0.0542783j -0.0157812-0.0288681j 0.0552406+0.077214j 0.0357271+0.0246351j 0.00376766+0.139508j -0.117775-0.175729j -0.0884068-0.0279958j -0.0470557+0.0286776j -0.215582+0.048684j -0.00605347+0.0541145j 0.00124093+0.136412j -0.0578864-0.0662883j -0.167699-0.102063j -0.103401-0.00914719j 0.0848169-0.0135893j -0.0478507-0.0226351j 0.0714114+0.0142467j -0.0330926+0.158291j 0.072874+0.0313641j 0.0233254-0.00674078j -0.0117465-0.0761882j 0.0236996+0.0455875j 0.0149615-0.0638692j 0.0144622-0.0137758j 0.00271967+0.0460976j -0.0222596+0.054447j 0.0382762-0.0291067j 0.0167659+0.00119054j 0.0487614-0.0166898j -0.011697+0.0256287j 0.00552419+0.0180194j -0.0155885-0.00389465j -0.0457168+0.00966965j 0.0252125+0.0164705j 0.00404049-0.0116888j -0.0145507+0.00778999j 0.0140717-0.00325936j 0.0106113+0.00244261j -0.0215868+0.0133645j -0.0130593+0.00746221j -0.0378976+0.0175462j -0.000981003+0.00306465j -0.0139197+0.0159495j 0.00300135+0.00315723j -0.00315917+0.0183063j 0.00458093+0.00858966j -0.00750474-0.0328149j -0.00991336+0.0111255j 0.0114064+0.000560806j -0.00862469-0.00128453j -0.0222325+0.00479207j 0.0111515+0.017984j -0.0106453+0.000988328j 0.000285067+0.00520232j -0.00883922-0.0116378j -0.0374791-0.0145634j 0.00679113+0.0470146j 0.0547389+0.0372426j 0.0920779-0.0542982j -0.00336576+0.037574j -0.0224742+0.0036547j 0.0343023-0.06602j 0.0607627+0.0735965j -0.0948061-0.00792537j -0.0164618-0.0772239j 0.0184672-0.0177447j 0.0760491+0.0353407j 0.0417288-0.0651697j 0.00353099-0.0319728j 
-0.0544445+0.0440357j -0.0336044-0.0271556j 0.0786496-0.0365191j -0.0428105-0.00330025j -0.0569647+0.0561903j -0.155695-0.000546257j 0.0898363-0.0972912j 0.0409369+0.13147j -0.154385-0.00684981j 0.0723733+0.104774j 0.157481-0.0679521j -0.061001-0.135749j 0.0333708-0.00925145j -0.00432875+0.0184978j -0.0316023+0.0332019j -0.0761529+0.0738515j -0.0563179+0.0469522j 0.0850501-0.00733303j -0.023915+0.000470957j -0.026943+0.0561411j -0.0156743+0.0787685j -0.0202218-0.0281248j 0.0261263-0.00974201j -0.0441527-0.0121786j -0.0513448-0.00658835j -0.0211511-0.0175179j 0.0370217+0.0371684j 0.0471984-0.0234129j -0.0182232+0.0104106j 0.0251557+0.0380412j 0.0237556+0.0295606j -0.0325091-0.00121068j -0.055149+0.0343601j -0.0528348+0.00625293j 0.0239711+0.0319599j 0.0428787+0.0349019j 0.121475+0.0542329j 0.0672038+0.147988j 0.128385+0.0323679j -0.00770788+0.054114j 0.0335281+0.0672303j 0.0944765+0.0127588j -0.0710695+0.079002j -0.0554001+0.153178j -0.00830044-0.011338j -0.153947+0.0547966j 0.00568649-0.0153388j 0.054287+0.00638635j -0.0200785+0.0612663j -0.014742-0.0995872j -0.00322161+0.0160077j -0.0081537-0.0516999j 0.0568836+0.0171703j -0.0101952-0.0214896j 0.0387914-0.0151091j 0.0171704-0.00983848j 0.00752185+0.0066126j 0.0415594+0.0274765j -0.0126456-0.0142985j -0.0116329-0.0144542j 0.01672+0.0110777j -0.0136666-0.00644099j 0.0326552-0.022722j -0.0120542+0.0245173j -0.0034972+0.00513089j -0.00119001+0.00473538j 0.0271214-0.022623j -0.0261619+0.00401405j -0.0104124+0.00733532j -0.0136057+0.00952126j -0.00289508+0.0130824j -0.0334711-0.00295095j -0.0150903+0.0116006j -0.0457927+0.0275561j 0.00686916+0.0113777j 0.0185483-0.0128976j 0.000601333-0.0416566j 0.0284194-0.024206j -0.0564058-0.0306145j -0.0244691+0.00655755j -0.0183138+0.0090783j -0.00849029+0.0157855j 0.0108462-0.0234992j -0.00386214-0.017051j -0.0272292-0.0481478j 0.00488139+0.0710315j 0.0605002-0.0315841j 0.00350735-0.0798853j 0.00564538-0.0571818j 0.00117408-0.0102396j -0.0339766-0.0672289j 0.0688529-0.0228414j -0.0122669+0.0136036j -0.0754209-0.0926774j -0.0543661+0.0319739j 0.0662-0.0303044j 0.0200894-0.13332j 0.0803155-0.0508068j 
