0.0132237+0.00730232j -0.000219749-0.0360768j 0.000779623+0.0181933j -0.0125833-0.00768667j -0.00228756+0.00411725j -0.00471095+0.00325122j -0.0101255-0.0117992j 0.00193773-0.00572955j -0.00323716-0.0033493j -0.00633887-0.000907217j 0.00555383+0.00636895j 0.0062349-0.000657664j -0.00234703-0.00390374j 0.0052309+0.0032015j -0.00380286-0.00572707j -0.00130888-0.0047522j 0.00244286-0.00318328j 0.0041676+0.00357632j -0.00452196-0.001981j 0.00113759+0.00729985j -0.00491862-0.00500598j 0.00383015+0.00249512j -0.00938327-0.00393525j 0.00633875+0.0115665j 0.00587567-0.00498749j -0.000597698-8.18118e-05j 0.0167601+0.00570691j -0.000684841+0.0202686j -0.0113546+0.0243576j -0.0155906-0.00386994j -0.0202846+0.000293707j -0.0547373-0.0137346j 0.0140388+0.019784j -0.0177586+0.0162444j -0.00357131-0.00641602j -0.00395857-0.00991544j -0.0100834+0.0150863j 0.00398553+0.0208412j -0.00111903+0.000779628j -0.00369579+0.00150754j -0.00308554+0.0114752j 0.00537325+0.00721056j 0.00225312+0.0023876j 0.000589648-0.0132996j -0.000138915-0.00286971j 0.00161789+0.00882346j 0.00270459-0.00749585j -0.000137266-0.0132109j -0.000118982-0.00218486j -0.00209257-0.0105051j 0.000364304-0.00155309j 0.000348433-0.0135336j 0.00256051-0.00719426j 0.000941295-0.000765506j -0.00117602-0.00423437j -0.000362488-0.0102471j -0.000858073+0.00748066j -0.00049106+0.00134898j 0.000243606-0.00762609j -0.00146839+0.00573145j 0.00131646-0.0133015j 0.00177557+0.00246724j -0.000453095+0.00526629j -0.00131478-0.0106002j 0.00163632-0.0134486j 0.00164534+0.00252221j -0.00137442+0.0234309j -0.00059312-0.00860052j -0.00376372+0.0149806j 0.000986996-0.0272697j -0.0199959+0.113722j -0.000173899-0.604155j 
0.00575914+0.0484237j -0.00303695+0.0415077j 0.00600751+0.022669j -1.1435e-05-0.0539278j 0.00139129-0.0333434j 0.00138794-0.0103547j -0.00571897-0.010699j 0.00155513+0.0170983j 0.00822411-0.00450959j 0.0022611-0.0238794j 0.0114473-0.00962382j 0.0017682+0.0131913j 0.00217346+0.00070197j 0.00420159-0.00116403j 0.00596926+0.0106077j 0.00102207+0.0049801j 0.00745786+0.0157266j 0.000767647+0.0170674j -0.0254391-0.000108899j 0.0269895-0.0204643j 0.00909989-0.0188888j 0.030385+0.0303407j -0.0167722-0.0101533j -0.043882-0.00634604j -0.00749715+0.0266038j 0.0275453+0.0213183j 0.0206164+0.00654753j 0.00485626-0.0324901j -0.0125022-0.0324865j 0.0121134-0.0180451j -0.00738051+0.0168265j -0.0111907+0.000797443j 0.00179816-0.0277161j -0.00266887+0.0395886j 0.000546741+0.0367517j 0.000798029+0.0144677j -0.00383127+0.0150192j 0.00118499-0.0381421j 0.00157633-0.00877528j 0.00119573+0.0296267j -0.00159351-0.0164331j 0.00213694-0.000387467j 0.000845252+0.0085991j 0.000257803+0.0181165j 0.00136539+0.0176206j 0.00097966-0.013892j -0.000343524+0.0047221j -0.00057801+0.00881572j 0.00137816+0.00816445j -0.000409406+0.0163953j 0.000683862+0.00399693j 0.000117194+0.00369669j 0.000973424+0.00110994j -0.000361764-0.00369024j -0.000405313+0.00459627j 0.000236449-0.00105264j -0.00018315+0.0202767j -0.000979104-0.0355925j -0.000506909-0.00360422j 0.000601669-0.0261083j -2.05873e-05+0.0888499j -0.00255707-0.0491366j 0.00131783-0.0439732j 0.000272632+0.0573863j 0.00372613-0.00602307j 0.00416161-0.0018954j -0.000168351-0.00130424j -0.000489486+0.0178662j 0.000975118-0.0126581j 0.00407771-0.000992262j -0.00449876-0.0100171j 0.00233527-0.0318219j 
0.00675724-0.0529908j 0.00337271+0.118218j -0.00435427-0.0178907j -0.00353736+0.0195623j -0.0030704-0.00651154j -1.68216e-05+0.00411441j 0.00139041+0.0184701j 0.00811162+0.00415571j 0.00449364+0.00714651j -0.000262743+0.00263391j 0.000418921-0.0184224j -0.000631747-0.00821223j 0.0102338+0.00839098j 0.00146994-0.0112954j 0.0165301+0.0205469j -0.00607943+0.00261008j 0.00942251+0.000427566j -0.00466465-0.0243063j -0.00399976+0.0152734j -0.0230994-0.027142j 0.0169426+0.0255733j 0.0312092-0.00487723j 0.00797495+0.049901j 0.0433643-0.00957819j -0.0581785-0.0238625j -0.00635418-0.0143981j -0.0121273-0.0213055j -0.0440958-0.011078j 0.0106789-0.0453748j 0.00357907+0.00432628j -0.0116179+0.0249075j -0.000603719-0.0153332j 0.0050394-0.0079287j 0.0035973-0.0257858j -0.00029503+0.00387988j 0.000427196+0.00378558j 0.000702629-0.0114302j 0.00221751-0.0080467j 0.00235493+0.00101874j 6.55433e-05+0.00469952j 0.000993838-0.00926931j -0.000856646+0.00884136j -0.000398296+0.00944441j -0.00157413+0.00446779j 0.000412148+0.00969849j 0.000978803-0.00378696j -0.00047895+0.0141625j -0.000575247-0.000506189j -0.000463858+0.0102838j -0.000863133-0.000734452j -0.0014233-0.00318971j -8.38584e-05-0.00199819j 0.00047309+0.00789592j 0.000155689-0.00854382j -0.00118309+0.0219602j 0.00171737-0.0147235j -0.000923444+0.000954862j 0.000970666-0.0140275j 0.00153896-0.0232967j -0.00107356-0.00320738j 0.00286204+0.0581788j 0.000587948+0.0871018j 0.00238837+0.0409212j 0.00203935-0.0092372j -0.00388443+0.0019618j -0.00162225+0.0146696j 0.0067622-0.00232578j -0.00241722-0.0176225j -0.00489363-0.0163682j 0.00168981+0.0160721j 0.000499478-0.0199785j 0.0030935+0.00121991j 
-0.00318166-0.0498368j 0.00159205-0.0675583j -0.00460389+0.0392965j 0.00586024-0.00697654j 0.00659653+0.000933284j 0.00607647+0.000571942j -0.00327068-0.0222133j -0.014074-0.0110098j 0.00197062-0.0121352j 0.00320866-0.0100419j 0.00141015+0.000899843j 0.00831762+0.00364462j 0.00794525-0.0146338j 0.0129901+0.00454252j -0.010286-0.0187127j -0.00198427+0.000705802j -0.0080575-0.00612588j -0.0282431+0.011015j 0.0201523+0.00878995j 0.00601387+0.0216001j 0.0442973-0.0274183j 0.0129342+0.00647056j -0.0591551-0.00177662j 0.0221981+0.0297779j 0.00230015-0.000304484j 0.0540893-0.00164963j -0.0301332+0.000451658j 0.0108787+0.00899078j -0.00679249+0.00837428j -0.0166588+0.0212279j 0.0053535-0.0116258j 0.000997639-0.0119164j 2.40838e-05+0.0296657j 0.00295162+0.0133837j 0.000486665+0.00177755j 0.00298093+0.00598805j -0.00140705+0.0211166j -0.00378566-0.00679758j -0.00329661+0.010303j -0.00118194+0.0133328j 0.00137646+0.000316312j 0.00109124-0.00962784j 0.00147244+0.0108104j -0.000927313-0.0150403j 0.00139222+0.00405536j -0.00045061-0.0048373j -0.00020234-0.0118918j 0.0012628+0.00948758j 7.2651e-05-0.00560736j 0.00101263+0.00537158j 0.000576444+0.0059442j -0.000753764+0.0140774j 0.00088392-0.00311581j 0.000126133-0.00325944j 0.000252775-0.0133277j 0.000664738+0.0353514j -0.00138797-0.00463391j 0.00111948-0.0117701j -0.000378266-0.0557492j 0.00233781+0.0467968j -0.00184444-0.0309784j 0.00246557-0.0322348j 0.00180259-0.0191993j 0.00197328+0.00644678j 0.00707143+0.0178269j -0.00180981+0.014346j -0.00116075+0.0171958j -0.00317741-0.0106384j 0.00351567-0.00766413j -0.00305163-0.00812579j 0.000237243+0.0122516j -0.00210692-0.00279957j 
-0.00304914+0.102064j -0.0068049-0.0036062j -0.00549678-0.0311552j -0.000531343+0.0161301j 0.00337655+0.0162243j 0.0103028-0.00825445j -0.00255649+0.00632394j -0.00632954+0.00644048j -0.000713446+0.0166184j 0.00320027+0.0192959j 0.0059978+0.0180321j -0.00296602-0.003956j -0.000135049+0.00929336j 0.0121452+0.00999205j -0.0173463+0.00762008j -0.00530981-0.00818314j -0.00873674+0.0091593j 0.00152017-0.0191974j 0.0136228-0.0390681j 0.0185176+0.00960678j 0.0086512+0.0200209j 0.0394262+0.00573604j 0.00530812-0.00681968j -0.0446139-0.0101166j -0.0362182+0.0101914j 0.0208973-0.0181494j 0.0254975+0.0229593j 0.0153556+0.00177189j -0.0157996+0.0258862j -0.0114489-0.0332769j 0.00457553-0.00616562j -0.00423488+0.0304675j 0.00180219-0.0082958j 0.00184324-0.0165061j 0.00123517-0.0198414j 0.00481124-0.00157137j -0.00292611+0.00607989j -0.00187585-0.0117206j -0.000153242-0.00857533j -0.000604784-0.0214452j -0.000678317+0.00965974j 0.000274179+0.00993709j -7.48287e-05-0.00722473j 0.000213821-0.00785254j 0.00177183-0.022388j 0.000542756+0.00662082j -0.000768361-0.00757736j 0.00103007-0.00113696j 0.000969021+0.00842772j 0.000922507+0.0113625j 0.000980421-0.00398369j -6.08087e-05-0.0337651j 0.00116104+0.00556617j -0.000717098+0.00315154j -0.000449304+0.0033645j 0.0020223+0.0307835j -0.000763236-0.0391947j -0.000586741+0.0150604j 8.41717e-05+0.0480131j 0.000958518+0.0403445j -0.00124711+0.0377801j -0.00169485-0.0118564j 0.000146339+0.0256078j 0.00151194-0.0125251j 0.00209969+0.00847226j 0.00409336-0.00802844j 0.00429733+0.0177858j -0.00109037-0.0320234j 0.00496894+0.0142007j 0.000298902+0.0122555j -0.00215651+0.00714978j -0.00252696-0.0172243j 
-0.00291022-0.0109536j 0.000370054-0.0245277j 0.00822661+0.00779281j -0.00122143-0.00940967j -0.00748446+0.00461839j 0.00726319+0.00587607j -0.00141064-0.0120842j 0.00938608-0.00616094j 0.00147096-0.00301713j -0.0074064-0.0118165j 0.00163913-0.00166584j -0.00110083+0.00338393j 0.000173668-0.000257682j -0.0115272+0.00897172j 0.0256121-0.00605818j -0.00143923-0.00588425j 0.00676196+0.000922011j 0.0316467+0.015637j 0.0258972+0.0135361j 0.0168621-0.0100529j 0.0336082+0.00393483j 0.0120365-0.00887766j -0.0187012-0.0214073j -0.0191803+0.00727322j -0.0187174-0.00678714j -0.00449541-0.00537244j -0.00926822-0.000650893j -0.0175813+0.00603283j 0.0168539-0.00133917j -0.00307591+0.00525377j 0.00275281-0.00161768j 0.00196646-0.00831252j -0.00298882-0.00554043j -0.000604242+0.0115677j -0.00144537-0.00752841j 0.00304149+0.00520301j 0.000211474+0.0153448j 0.00130063+0.0184876j 0.00174684-0.00593182j 0.000801725+0.0201826j 0.000208219-0.012364j -0.000567413-0.00408085j -0.000629117+0.0008225j -0.000862085-0.00334642j 0.000256118+0.000131914j 0.000911091-0.00227044j -0.00107854-0.00734444j 0.00024278-0.00678265j 0.000442954+0.0119611j 0.00109909+0.00616522j -0.000545416-0.000879158j -0.000405203+0.0109034j -0.000384691-0.0027824j -0.000685773-0.0218743j -0.000197288+0.0195935j 0.000294487-0.00322239j 0.00086289+0.0280177j -0.00116577-0.0340022j -0.000627156+0.0260349j -0.00029639+0.00559021j -0.000324648-0.00718771j -0.00120639+0.00339167j 0.000542755-0.00360766j 0.00258522+0.00722447j -0.000272478-0.0190236j 0.000509194+0.02286j 0.00249351-0.00990513j -0.000764529+0.0114479j -0.00256768+0.0135185j 0.000354649-0.00771431j 0.00206416+0.0111628j -0.00135526+0.00334876j 
-0.00134923-0.0373367j 0.00363858-0.0184714j 0.00865332+0.0143077j 0.000296158-0.00434122j -0.00233809+0.00261886j -0.00865922+0.010202j 0.0107319-0.000987795j -0.00307943-0.0170378j -0.00364415-0.00477966j 0.00551039+0.00319872j -0.0153716-0.0027218j 0.00051459+0.00275107j -0.000202859-0.00190109j -0.0235288-0.00220679j 0.0083945-0.00976893j -0.013843-0.00652921j -0.037825-0.020771j -0.00498434-0.0075649j 0.0103277+0.0146545j 0.00972936+0.0223746j -0.032272+0.0021695j 0.0488747+0.0151642j -0.018894+0.00245197j -0.0452139+9.32656e-05j 0.0411687-0.0139317j -0.00360865+0.00452786j -0.0191383-0.00116413j 0.0170316+0.00343652j 0.0136572-0.0029727j -0.00508867+0.00911307j -0.00108334-0.00281588j 0.000124463-0.0124241j -0.0036398-0.00611792j -0.00591876+0.0143976j -0.00256792+0.00967526j -0.00417136-0.00938273j 0.00435329+0.00551775j -0.00218215+0.0308899j -0.00148516+0.0141685j 0.00141134+0.00637758j 0.00191293-0.00156698j -0.000731897-0.0191799j 0.000457673-0.00608079j 0.000904612-0.0118588j -0.000870559-0.00855502j -0.00167071+0.00144281j -0.000105112+0.00443443j 0.000549628-0.00514305j 0.00199273-0.00551732j 0.000755075-0.00420357j 6.49395e-05-0.0101058j 0.000750838+0.0196529j 0.000434994-0.00224569j -0.00100878-0.000461337j 0.00128465+0.0165529j -0.00266891-0.0272924j 0.00104036+0.0237718j 0.000241157+0.0266713j -0.00243212-0.0125213j 0.00085307+0.0382781j -0.00129165-0.0141898j -0.00133926-0.00288962j -0.0016176-0.00521028j 0.00274185-0.00551808j 0.00108987+0.000710817j 0.00138849+0.00730363j -0.00677314-0.0278257j -0.000443694-0.00482539j -0.00166342-0.0200869j -0.00562836-0.0061627j 0.000725148+0.0206343j -0.00142218-0.00231667j 
0.00176185+0.0238474j -0.00401654+0.00293472j -0.00183353+0.00991682j 0.00452054+0.00330528j 0.0104079+0.0043168j -0.00470822-0.0159362j -0.000605919+0.00675016j -0.00546937-0.00449187j 0.00700676+0.00209435j -0.0012562+0.00767626j 0.00436441-0.00268817j -0.00259207+0.00276043j 0.00430538+0.0014232j 0.0111395-0.00289615j -0.0151626-3.93456e-05j -0.0130133-0.00546479j -0.0131847-0.0130252j 0.0309168+0.00190441j -0.0297985-0.0191041j -0.0212012+0.00351255j 0.0415991-0.00326255j 0.0446678+0.0018235j -0.0122839-0.000610511j 0.0622547-0.00787879j 0.023192+0.016114j -0.0405295+0.0069126j -0.0236153+0.0050548j 0.00110594-0.00133275j -0.0122031+0.00370894j 0.00332446-0.0125206j 0.00279626+0.0034232j -0.000289776+0.00564639j -0.003658+0.010548j -0.00143005+0.0142743j 0.00410526+0.00380536j -0.00317493+0.0214794j -0.00130168-0.00704477j -0.00326409+0.0101065j 0.00131543+0.0221168j -6.34123e-05-0.0062972j 0.000278654-0.011195j 0.000187152+0.00208884j 0.00170829-0.00463776j -0.000438529-0.00577158j -3.57227e-05-0.00168224j -0.000679881+0.0019662j 0.00171996+0.0114479j 0.000368145-0.00859195j -0.000400512-0.00419287j -0.00225316-0.00375199j -0.00220941-0.000207302j 3.78006e-06-0.009619j 0.000973153+0.0113662j 1.70401e-05-0.00638775j -0.000204916+0.00913901j 0.00012875+0.0109298j 0.00126736+0.031997j 0.00141892+0.0383486j 0.00230634-0.000106891j -0.00115868-0.00283928j 0.000904304+0.000731971j -8.86881e-05+2.05338e-05j 0.0017013+0.0084752j 0.00172939+0.0103547j -0.000774656+0.00283779j -0.00595465-0.0257951j -0.00303566+0.00652413j 0.00465546+0.00768699j -0.001225-0.0060032j -0.00154434+0.00759397j -0.00161951+0.00247312j -0.000710477-0.00138688j 
-0.00133915-0.0315467j 0.00349749-0.0106391j -0.00714451+0.00050195j 0.00183+0.0149056j -0.00400957-0.000877532j -0.00184221+0.00684592j 0.0061092+0.00892041j 0.00831251+0.00405169j 0.000701797+0.000236382j 0.00278284+0.00739229j -0.00175809+0.000855546j -0.0110391-0.0147875j -0.00281882-0.00537442j -0.018492-0.0119684j -0.0084184+0.000955818j 0.0376553+0.00162937j 0.00217551-0.0126073j 0.00674948+0.00181616j 0.0132532+0.00670821j 0.0539456+0.0111323j 0.0189637+0.0147436j 0.0352246+0.00275453j -0.0254908+0.00896791j -0.026336+0.00656922j -0.0151774-0.00976497j 0.00381165+0.000674993j 0.00501763-0.00306114j -0.00221292+0.00683334j 0.00388605+0.00933396j 0.00303795+0.0101739j 0.000638961-0.00340903j 0.00376556-0.000639451j 0.000932235+0.0176771j 0.00495595-0.0063481j 0.000158005-0.000908896j 0.000871443-0.0138339j 0.00172528-0.0123709j 0.000859499-0.00464535j 0.000110799-0.00771535j 0.00129875-0.0104038j -0.000425029+0.00485806j 0.000346174+0.0206867j -4.38425e-05+0.00571748j -0.000933275-0.00310765j 0.000291866+0.00455476j 0.000172888-0.0018604j 0.000159921+0.00113511j -0.000739918-0.0135162j 0.00163723-0.00371304j 0.00113029+0.0028921j 0.000319535+0.0026052j -0.000999641-0.0234822j 0.000876451-0.0184438j -0.000455351-0.0139435j -0.00112149-0.0328484j -0.000348379-0.0264173j 0.000175134+0.00962572j -0.000580282+0.00641602j -0.00147434+0.00228166j 0.000436462+0.0048176j -0.00160733-0.000208679j -0.00264155-0.00211513j 0.00154983-0.00587561j 0.00132468+0.000328159j 0.00155226+0.0134043j 0.00177536-0.00578598j 0.00134015-0.00198368j -0.000188855+0.00235321j -0.000549925-0.0109587j 0.000842073+0.00266571j 0.00223214+0.0048123j 0.000491891+0.0222133j 
0.00580502+0.0243282j -0.000782253+0.0604027j -0.00147492-0.0198383j -0.00665059+0.00471582j -0.00359447-0.00590086j -0.00433285-0.000506666j 0.00808709+0.0161301j 0.00076075+0.00733902j -0.00276258+0.00596895j 0.00307033+0.010117j -0.00868183-0.00960521j 0.0150998+0.00232922j 0.0235909+0.0165425j 0.00727381-0.00697833j 0.00728618+0.0217605j -0.0113271-0.000569622j -0.00933687+0.0053778j -0.00520509-0.0335452j 0.0588569+0.0124159j -0.0119596-0.00984684j 0.0407487+0.0161085j -0.0132668-0.00407732j -0.00116602+0.0166919j -0.00496072-0.00108086j 0.0403423-0.00664477j 0.0209214-0.00142184j 0.000622574+0.00735918j 0.00485566-0.00745829j 0.00992889-0.0170501j 0.00604242-0.0131854j 0.000451649+0.0122983j -0.00700912+0.00411554j 0.0064897-0.0175444j -0.00227205-0.0112591j -0.00334374+0.00595086j -0.000467988-0.00772531j 0.00241566-0.000263544j 0.000193402-0.00066494j -0.00204597+0.00722181j -1.01196e-05-0.0077282j 0.00204565-0.00339624j 0.000530148+0.00168937j 0.000659734+0.00476707j -0.000970711+0.00110148j -7.21414e-05-0.00552176j 0.000346059-0.0065478j -0.00154594+0.0181944j 0.00149622-0.00688366j -0.000434271+0.00226377j 0.00118783-0.00669787j 0.000283483-0.0119515j -0.000532505-0.00444317j 0.000516016+0.0223615j 0.000475867+0.00627427j 0.00142287+0.0246965j -0.00110937-0.028873j 0.000221492-0.0219602j -0.000752154-0.00418693j -0.0010439-0.0113618j 0.000908902+0.000196546j -0.00109299+0.000514338j 0.0034685-0.000304942j 0.000857859-0.00482915j 0.000985907+0.00856619j 0.0011192+0.0107197j 0.00271091+0.00178711j -0.00351441-0.0244929j -0.00337042-0.00535883j -0.000366834+0.00654379j 0.000704947+0.00839092j 3.70707e-05-0.000249725j 0.000920624-0.00464492j 
-0.00040856+0.0152748j -5.17919e-05-0.0143637j -0.00636786+0.00951556j 0.00201163-0.00905488j -0.00363012-0.0165625j -0.00123024+0.00506009j 0.0128767-0.000761174j 0.00384028+0.0208648j -0.00661721-0.00359483j 0.0140392-0.00386968j 0.00536989+0.00874684j -0.00218022+0.00176226j 0.00596398+0.00117667j -0.00348074-0.0053727j 0.00077397+0.0218273j 0.0157825+0.0106869j -0.0181941+0.0198194j 0.0127561+0.0281421j 0.00735215+0.0108058j -0.0323181-0.00441712j 0.0255022-0.00496926j 0.028277+0.00771492j -0.00588356+0.00151649j 0.0300714+0.000911189j 0.0210462-0.00742591j 0.0317833-0.000256182j 0.0101822+0.0054193j -0.0136143-0.000769243j 0.00284077+0.00911149j 0.0139326-0.00771035j 0.00564807+0.00110927j 0.000578502+0.00899209j 0.0048839+0.00899292j 0.00156123+0.00747056j -0.00272208+0.0112948j 0.00194086-0.0265136j 0.00298853+0.00674823j 0.00197543-0.0158326j -0.00131587-0.00952567j 0.000536693-0.0156109j -0.00120986+0.0149209j -0.000840879+0.00127304j 4.86757e-05+0.00448367j -0.00159385+0.0132573j -0.00140426+0.00111289j 0.000661494-0.0151819j -0.00114635+0.0140917j -0.000114075+0.00954994j 0.000341091-0.00194783j -0.001081+0.0150716j -0.00031819-0.00412932j -0.00148825-0.0172508j 0.00109184+0.00862269j 0.000843849+0.043507j -0.000455313-0.0107879j -0.000346126-0.00606074j -0.000466925+0.00689503j 0.00133843-0.0280937j 0.0006164+0.0015656j 0.000448309-0.00582452j 0.00068296+0.00034732j 0.00158501+0.00572343j 0.00293498+0.0100296j 0.000613595-0.00326281j -0.000987241+0.00426003j 0.000426908-0.00349348j -0.00190705-0.00863266j -0.00484989+0.00499422j 0.00095975+0.0128564j 0.00512885-0.00226055j 0.00167547+0.00179162j 0.00133883+0.0146946j 
-0.00380715+5.46125e-05j 0.00284021-0.0148551j 0.0132194-0.0307318j -0.00875134-0.00653572j -0.00655592+0.00713338j -0.00446907+0.00874208j -0.00483842+0.000422628j -0.00445995-0.00753684j -0.0112448+9.34496e-05j -0.0174415-0.000596256j -0.0139273+0.00668466j 0.016453+0.000434964j -0.0232597-0.000440871j -0.0129136+0.0130665j 0.00686814-0.0149903j 0.0301196+0.00283471j -0.0272115+0.00472324j 0.000767899-0.00318771j -0.0116134-0.00960897j -0.00200929-0.00644473j 0.0719337+0.013679j 0.00929262-0.00738249j 0.012396-0.0121339j 0.0198815-0.00417871j 0.0151159-0.00577787j 0.00532026+0.00334859j 0.00150961-0.00492584j 0.0145149+0.00730887j 0.000192917+0.0041601j -0.00638429+0.0117085j -0.00770668-0.0146256j 0.00644878-0.00457378j -0.000757033-0.0347726j -0.00614803-0.0146391j -0.00364508-0.00352503j -0.00075134-0.0108632j 0.00043863-0.0126261j 0.00014697+0.00866479j -0.000455182-0.00513919j -0.000467754-0.00114781j 2.77115e-05+0.00199357j 0.000457461-0.00606726j -0.000407475-0.00187442j 0.000261768-0.00209231j -0.000564162-0.0128757j -0.000677391+0.00837134j -0.000193366-0.0163282j -0.000378973+0.000363416j 0.00113638-0.00091886j 0.000816187+0.00287422j -0.000713264+0.00074652j 0.00200502+0.0221935j -0.000360164+0.00126445j 0.000229063+0.0055533j -0.000655102-0.00199471j 0.000595969+0.0053687j 0.00195801-0.0130855j -0.000668565+0.00164208j -0.000187033+0.00035025j -0.000413821-0.000165291j -0.000876818+0.00307702j 0.000858665-0.00412022j 0.00170675+0.00695885j 0.000506964-0.00492329j -0.00154656-0.024269j 0.000851439-0.00105823j -0.00121484+0.00325485j -0.00129572-0.0134711j 0.00196129+0.00146441j -0.00331409-0.00986246j -0.000682003-0.0161145j 0.000833845-0.00765397j 
-0.00418294+0.038484j -0.00479679-0.0377496j 0.00394379+0.00730193j -0.000360753-0.0136203j -0.00978087-0.00441122j 0.0057273-0.0021958j -0.00394393-0.00648862j 0.0142516+0.00692014j -0.00611438-0.00222475j 0.0068132+0.000989368j 0.00276972+0.00491646j -0.0339612-0.00264523j -0.0263696-0.00350828j -0.0152745+0.0104181j 0.0133859+0.00230867j -0.0240888-0.021682j 0.00124531+0.000394025j 0.0142759-0.00310515j -0.0316191-0.0123289j -0.0426802-0.00348182j 0.0176948-0.000551562j -0.0490962+0.00567714j 0.000152425-0.00686328j 0.022287+0.0042356j -0.0171345+0.00751079j -0.0150172+0.00287939j 0.00431444+0.00856206j -0.00363698+0.00584712j -0.00186703+0.0178997j -0.00679919-0.0129602j 0.00375251-0.00477338j -0.00569176+0.0114803j -0.00283499+0.000624241j 0.000503595+0.0162806j -6.16896e-05+0.00136478j 0.00253205+0.000200053j -0.00096839+0.00442342j 0.00250331-0.016526j 0.0014446-0.00469362j 0.000323606+0.00185507j -0.00222118+0.00949278j -0.00297954-0.00110712j -0.00111852-0.000165361j 0.00225493-0.00551549j -0.000653987+0.00709902j -0.000401801-0.00902609j 0.0012038+0.0127415j 0.000741407-0.00553188j -0.00102976+0.0137195j -0.000212759+0.0224834j -0.00049018+0.00804241j 9.57631e-05-0.0127313j -0.00248165-0.0266572j 0.000247752-0.00166249j -0.000906184+0.0207383j 0.000512409+0.000975293j 0.000975007-0.000117946j -0.000172307-0.00109314j 0.00163591-0.000435247j -0.00171107-0.00285478j 0.00214348-0.00701215j 0.00148319+0.00428711j -0.000704266-0.0119674j -0.00274675-0.0180185j -0.00101506+0.0049655j -0.00130691+0.00678621j 0.00275863-0.00333572j 0.00164705+0.00482488j -8.77575e-05-0.00317291j 0.000796835-0.0145j -0.00086013+0.0240688j -0.00251295-0.0164517j 
-0.00533791-0.0438545j 0.005551-0.0358907j 0.00340027+0.0063738j -0.00103864-0.0012411j -0.00183695+0.00608795j 0.00884563+0.0123817j 0.00145962-0.0183475j -0.0121503-0.011949j 0.000329969-0.00720001j -0.00730833-0.00915091j -0.00965951+0.00607266j 0.00437477+0.00132211j 0.00904891-0.00948532j 0.0114227+0.0135666j -0.0448729-0.0250118j -0.034131-0.000391827j 0.0224274+0.00464501j 0.00972212+0.0114166j -0.0118788+0.00347796j -0.0385449+0.00694101j -0.00874152-0.00985477j 0.00109073-0.00730304j 0.041934-0.00700966j -0.0051979+0.00442049j -1.2219e-05-0.00365728j 0.00730579+0.000728377j 0.00600824-0.0105909j 0.0135307+0.00659449j 0.001143+0.00298215j -0.0105053+0.0208382j -0.0027-0.0102979j 0.00902839-0.0115768j -3.28264e-05-0.000501035j -0.00123952-0.00957136j -0.00191231-0.00643707j 0.0017597-0.0152587j -0.000236915+0.0147606j -0.00171684+0.0123473j -0.000105024+0.00211472j -0.00215049+0.0130068j 0.0022774+0.00272957j -0.000303864-0.0107485j 0.000510737-0.00705285j 8.81428e-05-0.00613068j 0.000163021-0.00393544j -0.00124292-0.00354901j -0.000447935-0.0101683j 0.000262546+0.00308127j -0.000474702+0.012852j -0.00163782+0.00589683j -0.000152565-0.00588741j 0.000860875+0.0165937j -0.000398531-0.0138434j -0.00057791+0.00300908j 0.000598233-0.00222478j 0.00153459+0.00455883j -0.000674587+0.00210176j -4.71085e-05+0.00113307j 0.00193111+0.00351196j 0.00058297-0.00521262j -0.000138651+0.00787313j 0.00126126+0.00700478j -0.00170293+0.0135184j 0.000820647+0.00218215j -0.00165435-0.0125519j 0.00100032+0.00440704j 0.000536497+0.00248078j -0.00114188-0.00903658j 0.00248662-0.00386008j -0.00323187-0.0174812j 0.00075556-0.00589792j 0.000117222+0.00270121j 
