0.0132237+0.00730232j -0.000219749-0.0360768j 0.000779623+0.0181933j -0.0125833-0.00768667j -0.00228756+0.00411725j -0.00471095+0.00325122j -0.0101255-0.0117992j 0.00193773-0.00572955j -0.00323716-0.0033493j -0.00633887-0.000907217j 0.00555383+0.00636895j 0.0062349-0.000657664j -0.00234703-0.00390374j 0.0052309+0.0032015j -0.00380286-0.00572707j -0.00130888-0.0047522j 0.00244286-0.00318328j 0.0041676+0.00357632j -0.00452196-0.001981j 0.00113759+0.00729985j -0.00491862-0.00500598j 0.00383015+0.00249512j -0.00938327-0.00393525j 0.00633875+0.0115665j 0.00587567-0.00498749j -0.000597698-8.18118e-05j 0.0167601+0.00570691j -0.000684841+0.0202686j -0.0113546+0.0243576j -0.0155906-0.00386994j -0.0202846+0.000293707j -0.0547373-0.0137346j 0.0140388+0.019784j -0.0177586+0.0162444j -0.00357131-0.00641602j -0.00395857-0.00991544j -0.0100834+0.0150863j 0.00398553+0.0208412j -0.00111903+0.000779628j -0.00369579+0.00150754j -0.00308554+0.0114752j 0.00537325+0.00721056j 0.00225312+0.0023876j 0.000589648-0.0132996j -0.000138915-0.00286971j 0.00161789+0.00882346j 0.00270459-0.00749585j -0.000137266-0.0132109j -0.000118982-0.00218486j -0.00209257-0.0105051j 0.000364304-0.00155309j 0.000348433-0.0135336j 0.00256051-0.00719426j 0.000941295-0.000765506j -0.00117602-0.00423437j -0.000362488-0.0102471j -0.000858073+0.00748066j -0.00049106+0.00134898j 0.000243606-0.00762609j -0.00146839+0.00573145j 0.00131646-0.0133015j 0.00177557+0.00246724j -0.000453095+0.00526629j -0.00131478-0.0106002j 0.00163632-0.0134486j 0.00164534+0.00252221j -0.00137442+0.0234309j -0.00059312-0.00860052j -0.00376372+0.0149806j 0.000986996-0.0272697j -0.0199959+0.113722j -0.000173899-0.604155j 
-0.00323922-0.0122546j -0.000855494+0.0180889j 0.00391964-0.00732301j -0.00161398-0.0389553j 0.00638778-0.196656j 0.0089+0.0706022j 0.00227433+0.275427j 0.000549227+0.0371732j -0.00147967-0.0172487j 0.000552049+0.00510095j 0.00586496+0.00915225j -0.00512708-0.00184482j -0.00058162+0.00737179j 0.00546456-0.00164861j -0.00304592+0.0137392j -0.00107682+0.00102291j 0.0011072+0.00407889j -0.000922213+0.0131727j 0.00200903+0.0171535j 0.000871587-0.000489788j 0.00274266-0.00737973j 0.00011596+0.000545843j -0.00139558+0.0100713j 0.00103158+0.00987218j -0.00579527+0.00691644j 0.00401593+0.0200702j 0.00339567-0.0117491j 0.00418799+0.00186791j -0.00674822-0.00491526j -0.00601952+0.0148221j -0.0011685-0.0238177j 0.00422634+0.0751537j -0.000535903-0.015949j -0.00237283+0.108041j 0.000551546+0.260541j 0.00346931-0.318399j 0.00211847-0.702601j -0.00265537+0.038471j 0.00106282-0.0576583j -0.001109-0.0177985j -0.00128476-0.0192825j 0.000731537-0.0142084j 0.001286-0.00484763j 0.000107452+0.0136328j 0.00146696-0.0131616j -0.00103209-0.0318668j 0.000492283-0.0211009j 0.000571213+0.010033j -0.000133342+0.0335457j 0.000273195+0.0204943j 0.000646595+0.0234967j -7.61344e-06+0.0489748j -0.000196614+0.0076711j 0.000150011+0.00693951j -0.000486117-0.0142471j 0.000480097+0.0529123j 0.000567816-0.0173308j -0.0012289-0.0189164j 9.61409e-05+0.0326037j -0.000338393+0.00599512j -0.000581107-0.0251377j 0.000256816+0.0185784j -0.000799085-0.0304492j 5.79732e-05+0.0265362j 0.000375072+0.0439264j -0.000275796-0.028793j 0.00100241+0.0342673j -0.000608895+0.0573532j 0.00203948+0.000690908j 0.00110855+0.107366j 0.00139235+0.091024j 0.000667047+0.0819208j 
-0.000403903-0.0507265j 0.000177224-0.0148055j 0.00308083+0.212069j 0.0080332-0.0641373j -0.0100219-0.280505j 0.00411176-0.141975j -0.000857093-0.0521663j -0.000865239-0.0356711j -0.00220833+0.0137751j -0.00447242-0.00170021j -0.00155326+0.0175599j -0.000383149+0.016493j -0.000754924+0.00889983j -0.00149601+0.0150043j 0.0014159-2.93047e-05j 0.000627324+0.00386825j 0.000817001+0.0101363j 0.00405776-0.00195348j 0.00606891-0.000130121j -0.00161447-0.0118885j -0.00250344-0.00140511j 0.000675007+0.00239461j 0.00168776-0.009692j 0.00265823-0.00832868j -0.00159289+0.0202988j 0.00892113+2.97798e-05j 0.00107653+0.000373833j 0.00508246-0.0218539j 2.46494e-05-0.0116515j 0.00173857-0.00587152j 0.00223326-0.0555817j 0.00678085-0.0523641j -0.0101931+0.0576605j 0.00501004+0.0114857j -0.00837527+0.698017j 0.00145659+0.368547j -0.000551151+0.164539j 0.000876277+0.0555363j 0.000349009-0.0717575j 0.000307125-0.0670934j -0.00116282+0.0503233j -0.00261845-0.0175898j -0.0013905-0.0357899j -0.000808455-0.00453511j -0.00155766-0.0761855j -0.000299833-0.0121627j -0.00108323-0.0413091j -0.000436261-0.0117062j 0.000930353+0.0325743j 0.000359971+0.00568995j -5.55242e-05+0.000661798j 0.000711292-0.0129594j -0.000212775+0.00301178j -0.000336101+0.00722966j 0.000779956+0.021108j 1.64727e-05-0.00573279j -0.00045318-0.0338377j -4.03968e-05+0.00507194j 0.000408723+0.0380935j 0.000330379+0.0228077j -0.000128451-0.0305978j 0.000210076+0.0296717j 2.54136e-06+0.0117625j 0.000472451+0.00690702j -0.00030698+0.0525687j -0.000342799+0.00139472j 0.000291586+0.0654988j -0.00147069+0.0070228j 0.00209832+0.000953958j 3.52539e-05+0.0911057j 0.00248187-0.0798365j -0.000945036-0.0166401j 
0.00286477-0.119915j -0.00197881-0.130173j -0.00231231+0.320752j -0.00647476-0.0859159j -0.000389935+0.132456j 0.000307787-0.0662876j 0.000259962+0.0304589j 0.00916861+0.0130524j -0.00484764+0.0252024j -0.00248515+0.0015536j -0.000594478+0.00983785j 0.00316516+0.0223773j 0.00113928+0.0107429j 0.00166323+0.00367734j -0.00155155+0.0134677j 0.000803579-0.00174104j 0.00205136+0.0080352j 0.00305767-0.00334367j 0.004055-0.0225193j -0.00332218+0.000831087j -0.00344466-0.00200309j 0.0027918+0.00452281j -0.00257087-0.0154158j 0.00307904-0.00444771j 0.0050097+0.0243378j 0.0071257-0.0258376j 0.00812805+0.0115229j 0.000317187-0.0315868j -0.0059029+0.0413453j 0.0166646+0.0299536j 0.00685137+0.0693829j 0.0159867-0.0611309j 0.00393486+0.231391j -0.00219406+0.519892j 0.000798687-0.270127j 0.00327274+0.0707981j 0.00227179-0.0739618j 0.00506202-0.000678638j -0.000903364-0.0662654j -7.14892e-05-0.0980936j -0.000671933+0.00827939j -0.000872538+0.0133114j -0.000759324-0.0163726j -0.000813985+0.0116357j -0.00105089-0.0547309j 0.000735423-0.0116704j -0.0010859+0.0150064j 2.32428e-05-0.00138209j -0.00029358+0.0202558j -0.000455397-0.00115164j -0.000184399-0.0064423j -0.00188326-0.0462876j 0.000455712+0.0410226j 0.000311693+0.0277472j 0.0007903+0.025237j -0.00103876-0.0209294j 7.62361e-05-0.0357111j -0.000546378-0.022026j 5.55463e-05+0.0478829j -0.000187659-0.0131596j 0.00038548+0.00153273j -0.000254484+0.0406085j 7.79501e-05-0.0164513j -0.000131479+0.00550231j 8.89594e-05+0.0944132j -0.00133289+0.0245966j -0.000345008-0.00380122j -0.00330062-0.0639512j 0.000520067-0.178807j 0.00508758+0.192496j 0.00539292-0.02745j 0.000339711-0.0683491j 
0.00145772+0.150279j 0.00316951-0.111153j -0.00728307-0.139597j 0.000825294-0.381498j 0.00876539+0.0237343j -0.000155033-0.00906512j 0.00667718+0.0691126j 0.00566474-0.0231763j 0.00264573+0.0133814j 0.00618356+0.00953088j 0.00269049-0.0358901j -0.00344608-0.00165651j 0.00339651+0.00571006j 0.00113156-0.0107206j 0.0026664+0.00341991j 0.00079387+0.00932653j 0.0019342-0.00182533j -0.00247396-0.0195786j 0.000136608+0.00972051j -0.0020527-0.0135329j 0.00402602+0.00522641j -0.00257324+0.0129359j -0.00174421+0.0331732j -0.00396316-0.00975187j -0.0020783+0.0179098j 0.00170714+0.00937859j 0.00461325-0.0258083j -0.00994307-0.00674328j 0.0150828+0.0119268j 0.00644505-0.039715j 0.015777-0.06917j -0.00519738-0.079035j 0.00587065-0.538503j 0.00183381+0.295584j 0.00912163+0.0425865j 0.000874558+0.0838748j 0.00321592-0.0307561j -0.00126189+0.120057j 0.00209167-0.0130902j 0.00270724+0.00139455j -0.0011653-0.0691637j -0.00128549-0.00382657j 0.000367717+0.00574592j -0.000489356-0.0494041j 0.00135097-0.0048669j -6.75925e-05+0.0466496j -0.000465463-0.0220539j 0.00079279+0.00395741j -0.000686769-0.0210036j -3.62216e-05-0.0350863j 0.000356065+0.0195999j 0.000184608-0.0448002j -0.000400528+0.00903405j -0.000488173-0.0109347j 5.90521e-05+0.00536023j 0.000283385-0.02112j -0.00087485-0.0163243j 0.0012797+0.0285345j -0.000345954-0.0170775j 0.000820509+0.0176432j 0.000804595+0.0200575j 8.29864e-05+0.0145061j 0.00194247+0.0646705j -8.08498e-05-0.0598782j 0.000429228+0.00570705j 0.00111462+0.052536j 0.000808431+0.0798941j 0.000687235+0.0165809j -0.00325402-0.15753j 0.000461933-0.183093j 6.68103e-05-0.0674403j -0.00477981+0.0228423j 
-0.00538083+0.00645158j 0.00176138+0.121292j 0.00138063+0.29794j -0.00226758-0.166329j 0.00161476-0.0162705j 0.00239408+0.0732001j 0.00250802-0.0218208j -2.21672e-05+0.00236975j -0.00129014-0.0224571j 0.000482783-0.0214474j -0.00286255-0.0103966j -0.00117416+0.00569304j -0.000356396-0.00751789j 0.000357977-0.005924j -0.00385985+0.0027587j 0.0016841-0.00217416j -0.00117296+3.52328e-05j -0.00097696-0.0113616j 0.00223941+0.000338223j -0.00105858-0.0030732j 0.000431927+0.0010038j 0.00142929+0.0171244j 0.00738565+0.00978909j -0.00254181-0.00521468j -0.00017419+0.0234838j 0.00203316-0.00841533j -0.0221713+0.0239151j 0.0070107-0.00396484j 0.000783574-0.123344j -0.0323774-0.13228j -0.0199662+0.166886j 0.00257085-0.139728j 0.000933818+0.0429562j -0.00309599+0.374419j -0.00179718-0.010845j 0.000665068-0.169295j 0.00235149+0.0585464j 0.000305607-0.0176451j -0.000421379+0.0511036j -0.00126417+0.0280732j 0.00143162+0.0508295j 0.000453439+0.0388096j 5.99666e-05+0.0147161j -8.33628e-05-0.00913459j -0.000332428-0.00884623j -0.00113536+0.00752003j 0.000681168-0.00767031j -0.00116951-0.0349453j 0.00111566+0.00614006j 0.000304401-0.019467j -0.000227903-0.0146739j 0.000590232+0.0255565j -0.000262018-0.0261321j -9.33824e-05-0.0125767j 9.24863e-05-0.0176141j 0.000611698-0.00214451j -0.00101139-0.00713419j 0.000552983+0.0331966j 0.000721182-0.0170294j 0.000894693+0.0256793j -0.00130123-0.0263496j 0.000827984+0.0222677j -0.000502878+0.0115459j 0.000699116+0.020882j -0.000191138-0.0344688j 0.00129864+0.0312268j 0.000114243+0.0399795j 0.00172059+0.0195115j 0.00227234+0.341084j -0.00972539-0.142864j -0.00349891+0.0194246j 0.00363323-0.0386034j 
0.00249301+0.142034j 0.00645689-0.0454934j 0.00264139+0.196904j 0.00446348+0.238963j -0.00273441-0.0501646j -0.00120565-0.0099713j 0.000183406+0.057924j -0.00353976-0.0409744j 0.00231752+0.0235855j -0.00362884+0.0277119j -0.00111419-0.0178654j 0.00214127-0.00376665j -0.000669874+0.0132256j -0.000532115-0.00993326j 0.00194967+0.00720253j 0.00153206-0.016251j 0.00173225-0.011437j -0.00152386-0.0236155j -0.00186624-0.025898j -0.00189816+0.0199898j 0.00116143+0.00578822j 0.00186626+0.00403421j 0.00153071-0.000737047j -0.00376332+0.0100581j 0.00669324+0.00497454j -0.0064492-0.0165716j 0.00112082+0.0120191j -0.0230602+0.0354097j 0.0317727+0.135673j 0.00705613-0.136905j -0.00344906+0.142708j -0.0195451+0.169294j -0.00498921+0.348511j -0.000691212-0.00723174j -0.00347488+0.095473j -0.00285408-0.0333177j -0.00194304-0.116604j 0.000866828+0.0704576j 0.00163508+0.0289631j -0.000360159+0.00952967j -0.000297473-0.0875641j 0.000977662+0.0222048j -0.000222659+0.00930445j -0.000472711-0.030156j -0.00170379-0.0185134j 0.00106899+0.067328j -0.000517988-0.00285458j -0.000895984+0.000532346j 0.000308386-0.0196609j -0.000809797-0.039891j -0.00057942-0.00144106j 0.00141021-0.00274671j -0.000251415+0.0184399j -0.000558386-0.0164406j -0.000145275+0.00401798j -5.24295e-05-0.0211202j -0.000571024-0.0084863j 0.00162587+0.0275282j -0.000469237-0.0191225j 0.000796248-0.00579563j 0.000233599+0.0453257j 0.000258203+0.00977056j 0.00132972+0.0402229j 0.000769601-0.0172196j -0.000548495-0.0199606j 0.00102741+0.0505971j -0.000218699-0.0155139j 0.000224791-0.0759484j -0.00774068-0.152846j -0.000507856-0.339783j -0.00421582+0.0221484j -0.00308874+0.012523j 
-0.00875976+0.264697j 0.00199833+0.503283j 0.00349512+0.02836j 0.0027834+0.0119792j -0.00231714+0.00237139j 0.00823965+0.0140544j 9.84301e-05-0.00765722j 0.00161405+0.000888344j -0.00388507+0.00341767j -0.00401141-0.024896j -0.00340079-0.00623285j -0.00274427+0.0107342j -0.00320216+0.000972709j -0.00320358-0.000664835j 0.000690268+0.0180669j 0.00281615+0.0159294j -0.000787431+0.0204922j 0.00355943-0.0102428j 0.0105607-0.00752752j -0.00341285-0.028493j -0.00153873+0.0174614j 0.00115981-0.000367057j 0.00822215-0.0123442j 0.00165519-0.0391397j -0.00692219+0.0369196j 0.015309-0.0241187j 0.0191718+0.0670978j -0.0140042-0.191798j 0.015481-0.216883j 0.0191121-0.151886j 0.0161366+0.204362j 0.0206279+0.0253301j -0.00971794-0.0143434j 0.00398746+0.020355j -0.000379754-0.0522873j 0.00425725-0.00189137j 0.00203907+0.047877j -0.000456227-0.000249782j 0.000683316+0.00566809j -0.000181767+0.0232016j 8.83917e-05+0.0347873j -0.0020937-0.00456726j -0.00197919-0.0069787j -0.000417219+0.0111776j -0.00119801-0.006876j 0.000639653-0.0153497j -0.00222723-0.0440503j 0.000314732+0.00243068j 0.000103456+0.0155663j 0.000812891+0.0185223j 0.000606265+0.0143361j -0.000570668+0.0232141j -0.000826788-0.0307666j -0.000215697+0.00687771j -0.00012322-0.0192376j 0.000627321+0.00860187j 0.000149467+0.0221377j -3.82346e-06-0.0289717j -0.000323467-0.0078508j 0.00048751+0.0137328j 0.000124942-0.0611966j -0.000554505+0.00903792j 0.000906407-0.0331654j 0.000243689+0.0235973j -0.0023753-0.0426092j -0.00097184-0.109147j 0.00234407+0.148929j -0.00401562-0.0968894j -0.000460357-0.0620652j 0.00639272+0.0623434j 0.00889859-0.00276112j -0.00300544+0.0482575j 
0.00163719+0.515311j 0.00818321-0.287583j -0.00432515-0.00184483j 0.00175807+0.0160985j -0.00904041-0.0322898j 0.000255384+0.00688966j 0.00570567-0.0145891j 0.00242493+0.0263568j 0.000750116-0.00276153j -0.00144743-0.012256j -0.00557808+0.020422j 0.00197282+0.0120602j 0.00126872+0.00777396j -0.00431088+0.00673538j 0.00468709+0.0198378j 0.0012811-0.0128334j 0.000807983+0.0149113j -0.00429444+0.0105392j 0.000349922-0.0140833j -0.00284964+0.00571906j 0.00201091-0.0141549j 0.00232541+0.0136908j 0.00479175-0.050198j -0.00659646+0.0441428j 0.0097836+0.00756445j 0.00985667+0.0187618j -0.00555501+0.184866j 0.0285021+0.0456849j -0.020964+0.173944j 0.00807041-0.221965j -0.0182416-0.0338743j 0.0217918+0.204017j 0.00493577+0.0360486j 0.011469-0.00372503j -0.00330106+0.00352543j 0.000268308-0.0743068j 0.00445479+0.0235232j 0.00229205-0.00414332j -0.00100343-0.0213103j 0.000867505+0.0405155j 0.00191496+0.0216881j 4.54321e-06+0.0212538j 0.00029638+0.039906j -0.000749581+0.00885378j -0.000146675+0.025489j -0.000273644-0.0198331j -0.00170401-0.00144656j -0.000234507+0.0105738j 0.000256764-0.00519565j -0.000433912-0.0193538j 0.00033375-0.00235748j -0.00136194+0.0212532j -0.000339556-0.00986998j 0.00042398+0.00277406j 0.000506345-0.00672652j -0.00183035-0.0459658j 0.000600965+0.0241044j -0.00165237-0.0276644j -0.000530605-0.0498092j -7.24132e-05-0.00987293j -0.000123765+0.00383457j 0.000522086+0.0398628j 0.000304967-0.00301989j -0.00105244+0.0160024j 0.000363047-0.0684961j 0.0022681+0.132999j -0.000397659+0.052426j -0.000946495-0.0648594j 0.00482073+0.0506281j -0.00220601+0.116653j 0.0057276-0.0368368j 0.00843164+0.000179864j 
0.00161874-0.152684j 0.00338482-0.0968503j 0.000862152-0.0550032j -0.00975048-0.048539j -0.00701428-0.0389761j -0.00542527+0.0383455j 0.001905-0.00583609j 0.00158987+0.0318541j -0.00131562-0.0230673j -0.000714768-0.00980733j -0.00295893+0.000355776j 0.00312005-0.0067063j -0.000779892-0.00515778j -0.00382243-0.00977991j 0.000496069+0.00372988j 0.00015202+0.00312015j 0.000117841-0.000604649j 0.00299981+0.0223937j -0.000797295+0.0350661j -0.000862405-0.00346431j -0.0063511-0.0146418j 0.004481+0.00528777j 0.00384031+0.00912741j 0.00304189+0.0170485j 0.0267877-0.0180407j 0.0178229+0.0909302j -0.0261397-0.00650153j -0.046711-0.00668609j 0.0113692+0.0317361j -0.000696965+0.132111j -0.0274571-0.0499763j 0.00815337-0.0407846j 0.0113939-0.071179j -0.001211-0.0530883j -0.00503326+0.0496441j -0.00440478-0.084639j 0.00309914-0.0106234j 0.00295605-0.0511078j -0.0010214+0.00362982j -0.000346838+0.0152251j 0.00222518+0.0143627j 0.00211152+0.0127956j 0.0014139+0.0164515j -0.000998272+0.0263901j -0.000622799+0.0138904j -0.000426753-0.0160461j 0.000803593+0.0317943j -0.00210041+0.00793055j 0.000471924-0.0125822j -0.00145235-0.00141361j -0.000557016-0.021207j -0.00106268+0.00626635j -9.66127e-05-0.000569993j 0.000762142+0.00408558j -0.000597723+0.00490897j -0.00121305-0.022021j -1.51324e-05+0.0167341j 0.000136738-0.00777139j -0.000726767-0.0125004j 0.000611836-0.0183843j -0.000662439+0.0155776j -1.04326e-06-0.0157765j -0.000113482-0.00829226j 0.00075697+0.0220042j -0.00170964+0.0453934j -0.00171622+0.0182599j -0.00212405-0.0143447j -0.0072105-0.2902j -0.00654757+0.090903j 4.208e-05+0.0203728j 0.000415569-0.0119619j 0.0111273+0.0332574j 
0.0050619+0.119117j -0.000310416+0.184545j 0.00719463+0.0219867j 0.00070985-0.0839032j 0.00681132-0.0549406j -0.00652563-0.0136573j -0.00195113+0.0169399j -0.00575235+0.0161024j 0.000821265-0.00926956j 0.000712261-0.0104069j 0.000828174-0.0176745j 0.00178905+0.0187014j -0.00246375-0.00162266j 0.00351029-0.0143131j -0.00661697+0.00915224j -0.0010224+0.00728827j -0.00107732+0.00891833j 0.00108106+0.00320874j -0.00919541-0.00436228j 0.00216642-0.0133502j -0.0038045-0.010323j -0.00658779+0.0126156j -0.012368-0.00054054j 0.00383098-0.0132191j 0.020325+0.0850068j -0.0496233+0.0189972j 0.0081916+0.0222758j -0.00104808-0.0630286j -0.00289051-0.119422j -0.00450155-0.0530789j -0.0198652+0.0506357j -0.0306322+0.0158357j 0.000247118-0.0776004j -0.00921064+0.0781223j 0.0026542+0.0846216j -0.00746177+0.00631377j -0.00448311-0.0155491j -0.000982914-0.0265439j 0.00100591+0.0242438j -0.000546686-0.00634117j -0.000843888+0.00326615j 0.00328779-0.0095846j 0.00191486-0.00791931j 0.000805875-0.00353648j 2.44096e-05+0.0223472j 0.000528853+0.0131484j 0.00259873+0.0167311j -0.000247226+0.00549248j -0.000636751-0.026458j -0.0011156+0.0110006j -0.000743701-0.00951186j 0.00184232-0.00362705j 0.000287399-0.0170246j 0.000138632-0.0108232j -0.000987864-0.0140196j -0.000729895+0.0219805j 0.00125379+0.0225785j -8.06712e-05+0.0112664j -0.000505379-0.0087334j -0.00143679-0.0101852j -0.000492189-0.00681583j 0.000559017-0.0366763j -0.00228432-0.0271416j -0.00012212-0.0130739j 0.000691135-0.0609677j -0.00103072-0.00568518j -0.00282211-0.251631j 0.00503549-0.0735775j -0.00465814-0.0244764j 0.000118284+0.00550224j -0.0115934-0.0451025j 0.00279123-0.0112925j 
-0.00314518+0.192621j -0.00341084-0.263121j 0.00308278+0.0344835j 0.0034986-0.0465815j 0.00190457+0.000931405j -0.000390024-0.0217868j -0.00299971-0.0323153j -0.00253285+4.86204e-05j -0.000896739-0.0211072j -0.00676503-0.0137181j -0.00188405+0.019532j -0.00146994+0.0183188j -0.00338974-0.00979019j 0.00124385+0.0173553j -0.0012778-0.0193444j 0.0020265-0.0121871j 0.000571771+0.00430351j 0.00555319+0.0321569j 0.00530293-0.0114877j -0.00510842+0.0110061j -0.00346356-0.035365j -0.00309768-0.000927733j 0.00431053-0.0691731j 0.0200431+0.0743066j -0.0359923+0.0181294j -0.0190422+0.00458725j 0.00537669+0.102416j -0.0553004+0.0161759j 0.0334368+0.107213j 0.00261678-0.0520825j 0.0224643-0.0660503j -0.0151299+0.0492333j -0.00688795+0.0187666j -0.0017226+0.0611904j 0.00432101+0.00290002j -1.477e-05+0.0142915j -0.00263043+0.0110322j -0.00165375+0.0180384j 0.00216549+0.0359294j -0.000151572+0.0141285j -0.00154509+0.0110629j -0.00155208-0.00712531j -0.00091592-0.00831482j -0.000231338-0.00886154j 0.000235623+0.019029j 0.000702942+0.00732698j 0.000712078-0.0242578j 0.00075998-0.00121163j -0.00103274-0.00255459j 0.000399313+0.00443434j -0.000632696+0.00656531j 0.00165619+0.0269376j -0.000124413-0.018046j -0.000740153-0.0123421j -0.000800719-0.0177974j 0.00214271+0.0223974j -0.000325212+0.0174344j 0.001845-0.00544j 0.000244332-0.0043032j -0.00068376-0.00545728j 0.00153345-0.0169127j -0.000445972+0.0139139j 0.000331132-0.0223471j 0.00156376-0.0214285j -0.0036434+0.00897377j -0.00324575-0.217858j 0.00364739-0.0467594j 0.000139598+0.00845176j -0.00909682+0.0407259j 0.00537579+0.0115464j -0.000960068+0.0142609j -0.00760431-0.0345289j 
0.000462413-0.230013j 0.00506973-0.145346j -0.00168332+0.0610223j 0.00351974-0.0337652j 0.00132302-0.0229561j -0.00168213+0.0218203j 0.00174733-0.0159803j 0.00541676+9.15198e-05j 0.00507504-0.0233586j 0.00137477-0.0196989j 0.00042706-0.0103087j -0.00255495-0.0139547j 0.00235048-0.0193128j -0.0029149-0.013185j 0.0120026-0.0070122j 0.000196023-0.000141398j 0.0026508-0.0122682j -0.00665804+0.0262077j -0.00197946+0.0353371j -0.00310474+0.00429933j 0.00890194-0.0240238j 0.000174879+0.00846122j 0.0234275+0.0456771j -0.0204833+0.0561495j -0.0153201-0.0535826j -0.0247555+0.0357234j 0.0598118-0.0240422j 0.00567282+0.0794921j -0.000626767+0.00282502j 0.0335191+0.0879424j 0.00181861-0.0346378j 0.00831948-0.0693477j -0.000333075+0.0275907j 0.00487669+0.0376219j 0.00239244+0.039362j 0.00138188-0.00844894j 0.000512945-0.00627619j 0.00252449-0.00712942j 0.00247997-0.00822226j 0.00117313+0.0305271j -0.00136849-0.00215423j -0.00130895+0.0177907j -0.00187409+0.0220332j -0.000456743+0.0151455j -0.000777983+0.0371785j 0.00223459-0.00234389j -0.00211958-0.00357544j 4.16672e-05+0.0156628j -0.00026847-0.00476499j 3.84764e-05+0.00377092j 0.000274452+0.00820236j -0.00109989-0.00494211j -0.000104505-0.00529247j -0.00023939-0.000290225j 0.000127664-0.00363964j -0.000160144-0.014389j 0.000436436+0.0192018j -0.000610962-0.0300255j 0.000213124-0.0225858j -0.000752792-0.0197496j 0.00161189+0.0275732j -0.000758696+0.00789654j 0.00243724-0.00433917j -0.00219661+0.00774654j -0.00161376-0.19562j 0.00461905-0.055085j 0.00431461+0.0638812j 0.00378779-0.0624745j -0.00101174-0.0262057j 0.00937751-0.00346258j 0.00350491+0.0246368j 0.00134062+0.0143098j 
0.0044867-0.0149684j -0.000756254+0.0601627j -0.00957848+0.0299973j 0.00960918+0.0196389j 0.00960588-0.00612016j -0.000613607-0.0134919j -0.0023648+0.0209923j 0.000512018+0.00488205j 0.000586088+0.00651691j 0.00538353+0.0125061j 0.00361776-0.0069264j -0.000479409-0.00910393j 0.00356702-0.00484362j 0.00992631-0.0185728j -0.00245157+0.0156359j -0.00459497-0.00162429j 0.000674569-0.00414696j -0.00729362-0.00789935j -0.00275793-0.0104428j -0.00268953+0.00783961j 0.00723338-0.00206743j -0.030141-0.0114734j -0.0430093+0.0374476j -0.0225588-0.00522285j -0.0323556+0.0177327j 0.0123069+0.0149509j 0.0241148-0.0208638j 0.009874-0.0161783j -0.0101764-0.00797697j 0.0139953-0.0241961j 0.0084315+0.0255313j -0.00956261-0.00108738j -0.000615154+0.0434307j 0.00660049+0.0226971j 0.00531751+0.00401745j 0.00091029+0.0212091j -0.00355488-0.0216782j 0.000830677-0.0106332j -0.000788005-0.0176247j -0.000888596-0.0331444j -0.00111258+0.0164985j 0.00086033+0.0208206j 6.28117e-05+0.0116891j -0.000154565-0.0144919j 0.000977007+0.0173432j 0.00217253+0.0108649j -8.88546e-05+0.00688395j 0.00117838+0.00804648j -0.00132521-0.0149365j 0.00035879+0.00539969j 0.000897584+0.00336519j -0.00164173-0.0432802j -0.000179184-0.00510329j -0.000337306-0.00249076j -9.22348e-05-0.00189378j 0.000112608+0.000430702j -0.000433702+0.00586008j 0.000159848-0.00400106j -0.000525412-0.024795j 0.000164024-0.00459007j 0.00025664+0.0308684j 0.000774753-0.035507j 0.000194258-0.00323803j -0.00158564-0.154035j 0.00535812-0.035476j 0.00184105+0.0261231j 0.00358471-0.00688328j 0.00310894+0.0131535j 0.00190048+0.0124733j 0.00651444+0.0539068j -0.00062144+0.00165047j -0.00108891+0.0225165j 
-0.000905576-0.0273089j 0.00104523-0.014357j -0.000430567-0.0257795j -0.00691107+0.00474571j -0.00329077+0.00421001j 0.000715815-0.00555149j -0.0108314-0.00533302j -0.00267005-0.000705937j -0.00283449-0.013147j -0.0151184-0.00686317j -0.00850426-0.00949031j 0.00967643+0.00310353j 0.00436177-0.00287789j 0.0133374+0.00884846j -0.00808728-0.0137921j 0.00275609-0.000827379j 0.00730413-0.000142747j 0.00398514+0.00625382j 0.0158131+0.0134878j -0.0304269-0.0198345j -0.00107969-0.0146356j 0.0136426-0.0277599j -0.0301389-0.0302849j -0.0528811-0.00804472j -0.0158868+0.00866924j -0.00301103+0.0156598j 0.00350149-0.00746085j 0.0296302-0.00535071j -0.00840326+0.0109999j 0.00427017+0.0374254j 0.00232991-0.0118693j 0.0125471-0.00557453j 0.00228539-0.00307866j 0.000924463-0.0369207j -0.000930996-0.0122193j 0.000901222+0.00901342j -0.0031144-0.0178159j 0.000754935-0.0133801j -0.000743083+0.0291206j -0.00299627+0.0134154j 0.00274649-0.00123802j 0.00140901+0.0102788j 0.000264834+0.01132j -0.00090296-0.00941354j 0.0018186+0.0151671j 0.00078404-0.00390976j -0.000525896-0.0010651j 0.000723078-0.00877442j -0.00043736+0.0158769j 0.000767308+0.000655347j 0.000229828-0.00118328j -0.00121628+0.0287759j -0.000669581-0.000832671j -0.000983987-0.0156436j 0.000732361-0.000388764j -0.000131773+0.0215801j 0.000438442-0.0118458j -0.00177008+0.0018175j -0.00130128-0.00552995j -0.000121571+0.0101068j -0.000407645-0.00658685j 0.000730942+0.0882184j -0.00323939-0.119463j 0.00283452-0.0114419j 0.00441856+0.0178491j 0.0021221-0.0101508j 0.00114241+0.00378302j 0.00255736+0.0124157j 0.0040893+0.0301909j -0.000296035-0.0314811j 0.0021276-0.0313635j 0.00221651+0.0102111j 
