0.00792501+0.0347958j 0.020537+0.00407966j -0.0198298+0.00821535j 0.0166861+0.0520389j 0.00471824+0.00738375j 0.0027388-0.0284298j -0.0260881+0.0115285j 0.0102149-0.0181766j 0.0233872+0.0511346j 0.00740572+0.0388244j -0.00622848-0.036631j -0.00494223-0.0166621j 0.0158656+0.0421294j 0.00853304-0.00757264j -0.0102876-0.0274868j -0.0281029-0.0245255j -0.0133664-0.00541327j 0.000978734+0.0232714j -0.0133436+0.0047016j -0.0264303+0.0309074j -0.000625308+0.033227j 0.0196285+0.00499585j 0.00197566+0.0341047j -0.0174823+0.0135746j 0.0192026-0.00572159j -0.0130231+0.0115114j 0.0107534-0.0213798j 0.0219983+0.0530069j -0.0183239-0.0582655j -0.0122967-0.0172244j -0.0165448+0.0165309j -0.0103159-0.0347256j -0.0152466-0.00897275j 0.0166815+0.0485085j 0.00387957+0.00690768j -0.0194195+0.00764245j 0.0302333+0.0141502j 0.00820933-0.0191686j -0.035814-0.0209251j -0.0202715-0.0204151j 0.0103176-0.0331277j -0.0263537+0.0258865j 0.0479184+0.0230133j -0.00332177-0.0427858j -0.0125193+0.0589705j 0.00831178-0.0639133j -0.035616-0.040074j -0.00420571+0.112813j 0.00659044+0.00812074j 0.0203465-0.00893795j -0.0576487-0.00719774j 0.0413507+0.147646j -0.0364757+0.0572601j 0.0111332+0.060548j 0.0295771-0.0785061j 0.0258915-0.0678697j -0.0352536-0.00388332j -0.0243008+0.00153782j 0.00463667-0.048541j 0.0449701-0.0384277j 0.0752702-0.000586502j -0.0260857+0.000763617j 0.0453685+0.0438625j 0.0265146+0.017437j -0.000737484-0.0479956j 0.0320517+0.0919616j -0.00424377-0.0474452j 0.00156703+0.116919j -0.0123314-0.0312555j 0.00273288+0.0128398j 0.0404007-0.0228295j 0.00791942+0.0154721j -0.0110939-0.0348183j -0.00547554+0.00621234j -0.0117026-0.0175098j 0.0200977+0.0301315j -0.0131658-0.0326907j 0.0168676+0.0156791j 0.0120131+0.0132247j -0.0258241+0.0205153j 0.0226173-0.0249209j 0.000728873+0.0536193j -0.00332268+0.0187407j -0.0188684-0.00281169j -0.00252764-0.000981749j -0.00555739-0.00360288j 0.0268297-0.0171261j 0.0199215+0.019572j -0.00874896-0.0253342j 0.0160531+0.0470911j 0.00803092-0.00270702j 0.0355565-0.0151849j -0.0178327+0.052989j -0.0421549+0.077927j -0.0256526-0.295308j 
-0.0172385-0.00844836j -0.00335123+0.00612225j -0.0145601-0.00897883j -0.0120741+0.00401343j -0.069117-0.0166832j 0.0122924-0.000626049j 0.0392525-0.00584068j 1.54013e-05-0.0376096j 0.0121737-0.0108131j 0.0267072+0.0335853j 0.0162112+0.0443941j -0.0270546+0.0108838j 0.00968897-0.0224681j -0.0364255+0.0156992j -0.038452-0.0447433j -0.0286328-0.00357285j -0.0342638-0.00658455j 0.0275534+0.016814j 0.0236072-0.0433295j -0.0282177+0.0123377j -0.00821202-0.0228166j 0.0587293+0.0393855j -0.052468-0.000402471j 0.0276547+0.0154718j -0.0368-0.0142482j 0.0304127-0.0327536j 0.0366868+0.0252739j -0.0190668+0.0729625j 0.0305363-0.0181035j 0.0214556-0.015359j 0.0509937-0.145875j 0.0402304+0.133948j 0.0294242+0.0742433j 0.0815725+0.046402j 0.0197772+0.012783j -0.0651809+0.0260193j 0.075526+0.00612943j 0.04337-0.0424j 0.0519542+0.0293631j 0.060635+0.0368511j 0.0381289-0.0181004j 0.0330471-0.00435224j -0.0181906-0.0619884j -0.0412597-0.000111661j -0.0168066+0.0203909j -0.0273078+0.00821795j -0.03845+0.00496158j -0.00915253+0.0134036j -0.0174064+0.00977439j 0.00510255+0.00121649j 0.00775002+0.0224348j 0.0108057+0.0134987j 0.00950484+0.0274213j 0.0232048+0.0112745j -0.0246624-0.0133963j 0.0151833+0.0159255j -0.00545771+0.0228564j -0.0202032-0.0085373j -0.023615+0.0170681j 0.0138824+0.0439107j -1.26833e-05+0.00421547j -0.0370891+0.0241732j 0.00149651+0.010791j -0.0155935-0.00564894j 0.00392088-0.0124032j -0.00932857+0.00120511j 0.0312233+0.00570362j -0.0154497+0.0266827j 0.0214047+0.000847932j -0.0310076-0.00259873j 0.00711389-0.0255791j -0.0291522-0.022885j -0.00601821+0.00643827j -0.00800071-0.00754983j 0.012715-0.0177431j 0.00490911+0.028645j -0.00617294-0.00895266j -0.0224684-0.00280538j 0.00640657+0.0255292j 0.0145039+0.00297697j -0.00804308+0.00243557j -0.000912004+0.00320852j -0.0165594+0.0136849j -0.00965486+0.0163052j 0.00360528-0.00167325j 0.00174151+0.013159j 0.00827403+0.00532425j -0.00265703-0.0149145j -0.00233038-0.0276345j -0.003295+0.00422475j -0.00077119+0.000120191j 0.00313003+0.0195833j -0.00581645+0.0158562j -0.00158625+0.0080388j 0.00344599-0.00407624j 
-0.0044517-0.0175732j 0.00212131+0.00194092j 0.0118835+0.00466013j -0.0266408-0.00568275j -0.0125344+0.00436971j -0.00973186-0.0600141j -0.0196551-0.0445393j 0.0305268+0.0420265j 0.000961313+0.0371689j 0.0116176+0.0293968j -0.0523523+0.026313j 0.0184999+0.043363j 0.0277569-0.0701559j 0.0187149-0.0269789j 0.016761-0.0237619j -0.0155247-0.00743283j -0.0115931+0.00505584j 0.00955023+0.0184771j -0.0123196-0.0421702j -0.0388418-0.0569111j -0.0246701-0.0123642j 0.00442117-0.0234474j -0.0155525+0.077102j 0.0358484+0.0366359j 0.0363825-0.0184174j 0.0679151-0.0279525j -0.0153027+0.123361j 0.0177618+0.00988369j -0.00560255+0.085057j -0.0187644+0.152537j 0.0191494+0.0356195j -0.0254486-0.212319j -0.056246-0.0435735j 0.0632855-0.00108285j 0.0220647+0.00323371j -0.0761732-0.0482803j 0.0173445+0.0513653j 0.0497626+0.0241344j 0.0541062+0.0209115j 0.0196056+0.0673902j 0.0378682+0.0159086j 0.0172645+0.0301494j 0.00248432-0.0239435j -0.00587376-0.011016j -0.00578024+0.00698895j -0.00375233+0.0281074j -0.0173864-0.0216487j -0.00767538+0.0104869j -0.00789945-0.0128596j 0.0179801+0.00374262j -0.0190561-0.00220875j 0.000186334+0.0528313j -0.0310626+0.0326283j 0.0221137+0.0191632j 0.00859317+0.0268679j 0.00933925+0.0287542j -0.0209331+0.0400001j 0.0170647+0.0151606j -0.0323701-0.00453816j 0.0328553+0.0237736j -0.0463889-0.0104955j -0.0313133+0.0256768j 0.00849266+0.00310159j -0.0420501+0.00358798j 0.0479395-0.0234814j -0.0069269-0.0184178j -0.0169772-0.0048258j 0.00794278-0.0141268j -0.0183241+0.00497246j -0.0357317+0.00250182j -0.0182825-0.0015118j 0.0185368+0.0234378j -0.00902169-0.000593136j 0.0114316-0.0267777j 0.0228412-0.00433271j 0.0294988-0.0146124j 0.00237692-0.00961001j -0.0111427-0.0172734j 0.00619211+0.00338451j 0.0116298+0.0102917j 0.00330209-0.0157514j 0.000683373+0.0181464j -0.0252997+0.0032052j -0.0221027+0.017786j 0.00469473-0.00553733j 0.0147731-0.00103525j 0.00619787+0.0108562j 0.00681335-0.00387306j 0.00247624-0.0139862j -0.00124195+0.00360063j 0.00714441+0.00141053j -0.00699744+0.0142722j -0.00733851+0.00263235j -0.00807224+0.00474018j 0.00335375+0.00124421j 
-0.0188185-0.00728907j 0.00902572+0.0120978j 0.0150223-0.00394786j -0.0181627-0.00201937j -0.0283527+0.0706081j 0.0248134-0.00422753j -0.0392646-0.0662965j 0.036882+0.0212147j -0.0078723-0.0293056j -0.0171924+0.0271794j -0.00409116-0.0326952j 0.00389477+0.00735925j 0.0124719+0.057332j 0.0306318+0.0191984j 0.0164351+0.00992604j 0.0342699+0.0420414j 0.0211936+0.00987862j -0.0699629-0.015793j 0.0393188+0.0345536j 0.0439617-0.0217773j -0.00944568-0.0177409j 0.0710292-0.000478797j 0.00528023+0.0688026j -0.0705971-0.0764106j -0.041052-0.00181774j 0.0770926+0.0124308j -0.0758113-0.0602204j 0.00848705-0.0309854j -0.176848-0.0503583j -0.04415-0.00658557j 0.0598274+0.0154702j 0.0910109-0.0204334j 0.0220174-0.0654216j -0.000763713+0.0612184j -0.0200819+0.0333132j 0.0506388-0.00310739j -0.090057-0.0400317j 0.00614312+0.051822j -0.0919048+0.0192463j 0.0527725+0.00501149j -0.0865771-0.000357318j 0.0357451+0.0106734j -0.0253769+0.0111841j 0.0862192+0.0305209j -0.0013864-0.0212286j -0.0235658+0.0357925j 0.0245036-0.0191697j 0.0207825-0.0289105j 0.0252785+0.0270336j -0.00211375-0.00373826j -0.0147268+0.027834j -0.0307213-0.00960235j -0.0404484+0.0129725j 0.00888282-0.0106809j -0.0118775+0.0123918j 0.0118361-0.00788005j -0.0218709-0.00406568j -0.00830983+0.00111362j -0.0328373-0.00748371j -0.0198329+0.00178946j 0.00397963+0.0114299j 0.00562861+0.0110705j -0.0223319+0.0200425j 0.00556932+0.00848491j 0.0128047-0.0101072j 0.00808562+3.96519e-05j -0.0286789-0.00201567j 0.00979438+0.00143956j -0.00160961+0.00184678j 0.0102486+0.0119543j -0.0122464-0.00727753j 0.00792694-0.00194975j 0.00548711-0.0120386j 0.0119929+0.00290267j -0.00628805-0.00292034j -0.0114288+0.00443009j 0.00406981+0.00993292j 0.0142726+0.032311j -0.0041412+0.0231672j 0.00225648-0.0121127j 0.00582416-0.0183634j 0.00423982+0.0194446j 0.00643097-0.00605745j 0.00398799+0.0255044j 0.00300187+0.010295j -0.00202106-0.0120404j -0.00122105+0.0205899j 0.00257291-0.00982679j -0.000671893+0.00484305j 0.00228062-0.000417637j -0.00286064+0.00149874j 0.00517649+0.00664512j 0.000787755+0.00459862j 0.00853968-0.00814129j 0.00186041+0.00520343j 
0.00738374+0.00100354j -0.0128893-0.00949998j -0.00862187-0.0226124j 0.0138439+0.00086371j 0.0537955+0.0474161j 0.00506696-0.00834667j 0.046069+0.000561731j 0.00259672+0.0166203j 0.0109101-0.00447037j 0.00741803-0.0330055j -0.00340476-0.0355252j -0.0170954+0.00501742j 0.00103596-0.0158548j 0.0198047+0.0174301j 0.00375626+0.0271972j 0.0460667+0.0163036j -0.0163905-0.00883762j 0.0673007+0.0320281j -0.00436388-0.0270594j 0.0149293+0.00341289j 0.0544962-0.0144042j -0.109876-0.0422245j 0.00873025+0.024742j 0.0412671-0.00760013j 0.0551671+0.0335417j -0.0763073-0.00309051j 0.040523-0.0124104j 0.0494325-0.0100011j 0.0725996+0.0054113j -0.0103842-0.0325631j -0.0641312-0.00285976j 0.0876227+0.0502212j 0.0782319+0.0085398j 0.0420387+0.0852427j 0.0256105+0.00228658j 0.0368751-0.00656463j -0.158448-0.039766j -0.0300472-0.00482145j -0.0206158+0.0338633j -0.00477256-0.0115709j 0.0601524+0.0070022j -0.0691989-0.0132968j 0.0367301+0.0156526j 0.0216062-0.0102831j 0.00816136-0.0425137j -0.0258286-0.00773088j 0.00211238-0.00385248j 0.00523323+0.013456j -0.0364919-0.0173103j -0.0008439+0.0255934j -0.0258807-0.0270351j -0.0142261+0.00669426j 0.0223811-0.0271642j -0.0154849-0.00247231j 0.00186135-0.00230282j -0.0323764-0.00175946j 0.014756-0.00181306j 0.0192683+0.00908945j 0.0252391+0.00624898j 0.0330324-0.0146182j -0.0154942+0.0110528j 0.0236138+0.00268071j 0.0124051-0.0250949j -0.000569427-0.0190311j -0.0301408-0.00689131j 0.0172245-0.0141579j -0.0144715+0.0023638j 0.012402-0.0146275j 0.00464867+0.00973855j 0.0105781-0.0117153j -0.0154949-0.0113523j 0.00781867-0.0112144j -0.00520668-0.00521171j 0.00919209+0.0143782j -0.00560939-0.0155585j -0.0229284+0.0201098j 0.0290635+0.0051706j 0.0115837+0.0218237j -0.02097+0.0155832j -0.00151609-0.0043199j -0.00138075-0.00387032j -0.00772647-0.00264523j 0.0227193-0.00321876j 0.000417219-0.0123533j 0.00218972+0.00458547j -0.00878416-0.00325263j -0.00824238-0.0042306j 0.0114806-0.00313979j 0.0102957+0.00216982j 0.000824944-0.00440714j 0.000440219-0.00230453j -0.00395248-0.000846307j 0.0121765-0.0136875j 0.014258-0.00940867j -0.00185058+0.00971332j 
-0.00706424-0.00121504j 0.013483+8.43833e-06j 0.0441586+0.0262178j 0.0110739-0.0115913j -0.0259049-0.00294419j 0.0149535+0.0125289j -0.0920855-0.0444259j 0.0347076+0.0433764j -0.0152737-0.0232293j 0.000587967-0.0207798j 0.0116314-0.0334642j -0.0202689+0.00879003j -0.0323098-0.00320781j -0.0421444-0.0154556j 0.015221+0.0306817j -0.000533091+0.02205j 0.00290279+0.00255499j -0.00423058-0.0221356j -0.00760084+0.021446j -0.00746734+0.0310314j -0.0422087+0.0228526j 0.0701851-0.0371786j 0.00412477-0.0199761j -0.0542373-0.0216796j -0.0356102+0.0236728j 0.0377042+0.0939294j 0.00408707-0.0639046j 0.0275329-0.0384374j -0.0466598-0.00517003j -0.00510578-0.0400389j 0.0319387+0.118305j -0.018354+0.0915976j -0.120668+0.0707082j -0.0433285+0.0481207j 0.00455663-0.0201377j -0.0850516-0.011723j 0.0894213-0.0376205j 0.067493+0.0258141j 0.0514291-0.0448545j 0.0780512-0.0200553j -0.0392412-0.0322295j 0.0554917-0.00580731j -0.0506341+0.0172933j -0.0047348+0.0179346j 0.0159169+0.0169373j 0.0469039-0.0228648j 0.0150666-0.0173668j 0.0125761+0.0517742j 0.0393609+0.00512446j 0.011731-0.00667975j -0.00445825-0.0591455j 0.000501523-0.0139452j -0.0276999-0.0527393j -0.0237829+0.0107913j 0.0312505+0.00858511j -0.0303589-0.00223734j -0.00276929-0.00661669j 0.0449704+0.00443285j 0.0384826-0.00976004j -0.00519573-0.0270627j -0.0211287-0.0138304j 0.0149109-0.00959474j 0.0270551-0.0264983j -0.00210202+0.00551336j -0.0209115+0.0106654j 0.000691444-0.00822043j 0.00565117+0.0164029j -0.029397-0.00626269j -0.00168538-0.00886091j 0.0127212-0.0217963j 0.0157833-0.0243396j -0.0019079-0.0175607j 0.00394201+0.018022j -0.0217467-0.000704316j 0.000434835+0.0125791j 0.00531363-0.0112924j -0.00877078+0.010359j -0.0136422+0.00194259j 0.00697064+0.0197216j 0.00984886-0.0108131j 0.00404303+0.0531814j 0.00515527-0.0244764j -0.0091597+0.0182179j -0.000440583-0.0369399j 0.00152093-0.00522297j -0.00235537+0.0246626j 0.00848096-0.0139969j -0.000256829+0.013929j -0.0066682+0.0025744j -0.0028162-0.000594207j -0.00122388+0.00248996j 0.00595491-0.00376449j -0.00959671-0.00587784j -0.00684597+0.00151221j 0.0103797+0.00656948j 
-0.00035476+0.000514408j -0.00221723+0.00829119j 0.0181185+0.0168288j 0.0328988+0.00720322j -0.0303712-0.0291152j -0.0147277+0.0109623j -0.0184367-0.015431j -0.0129579-0.0132195j 0.0652325+0.0207816j -0.0359011-0.0283447j 0.0233295+0.0544881j 0.0169289+0.0565903j 0.0433077-0.0384277j -0.0167178+0.0248691j -0.000784603-0.0557194j 0.00780564-0.00616938j 0.0167648-0.0150566j -0.00302004+0.0156169j -0.0127002-0.0202971j 0.0116581-0.00791774j -0.0143064-0.0421372j 0.0874598+0.0253317j 0.0207813-0.0353443j -0.0384363+0.00589301j -0.0121263+0.0131566j 0.0595544-0.0254318j -0.0533277+0.0454238j -0.0516472+0.106979j -0.0552911-0.015293j -0.00459165+0.0146038j -0.0176526-0.0970897j 0.0135306+0.00216793j -0.00469234-0.0486431j 0.0451881-0.00195343j -0.0233475+0.0528615j 0.0272653-0.0322819j -0.0386254+0.0498863j -0.0349203-0.0706238j -0.10684+0.0517857j 0.0186483+0.0242112j -0.0803443-0.0177237j -0.0224372+0.0264594j -0.0205727-0.0343027j -0.00938784-0.0059267j 0.0145701+0.0381632j 0.0509768+0.00105279j 0.0220333+0.0178959j 0.0355006+0.0158907j 0.0209739+0.0362147j 0.00105595+0.0150325j -0.0195959+0.00240802j 0.0014193+0.0299484j -0.035264-0.0389895j -0.0458946+0.00427097j 0.013176+0.000403859j -0.0118624+0.000741386j -0.0106183+0.00556958j -0.00208769-0.00114217j 0.00620275+0.0276711j 0.00467157-0.0105349j -0.0369461-0.00395824j 0.0116354+0.00334481j 0.020212-0.0245375j -0.0129458-0.00130276j -0.0310857+0.0200973j 0.000222663-0.024573j 0.0191766-0.0106764j 0.00401643-0.0324565j -0.00327753+0.0114412j -0.0167963+0.0181111j -0.0108414+0.0129011j -0.0252087-0.00444672j -0.0205284-0.00872028j 0.0051773+0.00719296j 0.00214591-0.00904428j 0.0119089+0.0124174j -0.00216994-0.0244013j -0.00694581-0.0129261j -0.011465-0.017388j -0.00430177+0.0231622j -0.00460776-0.0316595j -0.0252097+0.00299849j 0.0129679-0.0194342j -0.0237965+0.00831044j -0.00903232+0.0024342j 0.00557126-0.00634626j -0.0194314-0.00425039j 0.00206035-0.00153584j -0.0054908-0.0125553j 0.0092482-0.00276087j -0.00051573+0.000462675j -0.00292762+0.00436385j -0.000368598-0.0122933j 0.000271184-0.00313627j -0.00737339+0.00272989j 
0.0122289+0.000414272j -0.00149947-0.0137745j 0.00149264-0.00845698j 0.00569041-0.00402017j 0.0651205+0.021022j 0.0197084-0.0343831j -0.000486951-0.0131197j -0.00588629+0.035623j 0.00016886-0.00366711j 0.0374658-0.000214441j -0.0363307-0.0105771j 0.00333858+0.00140703j -0.021715-0.00997628j -0.0162099+0.00870441j 0.0212982+0.0203806j 0.00885154-0.00180139j -0.00349936-0.0096687j 0.0245528-0.0195977j -0.0144729+0.00306437j 0.00193544-0.0168103j -0.0129484+0.0273869j -0.0532099-0.0498768j 0.00904639+0.0186253j -0.00308107+0.00947298j 0.0507915+0.0190504j -0.00100656-0.0203135j 0.0386723-0.0272303j 0.0582911-0.0598077j 0.0917432-0.0322707j -0.0475584+0.0314696j 0.0143986+0.056854j 0.04196-0.00879472j -0.000990763+0.00980097j -0.00755021+0.0237441j 0.0105271-0.0238364j -0.0583774+0.019123j 0.00822925-0.0480032j 0.0190221+0.012243j 0.0680749-0.013464j 0.0137733-0.0254248j 0.0636195-0.00637227j -0.0191782+0.002472j 0.019729+0.0277932j -0.00214755-0.0171367j -0.0094247+0.026798j -0.00979905-0.0328219j -0.0211473+0.0389679j -0.0114766-0.00994427j 0.00612488+0.00943969j 0.0115653+0.00209846j -0.0183714+0.025675j 0.0130711+0.0383668j -0.00350817+0.00207614j -0.065713+0.00121347j 0.00455649+0.035437j 0.015738-0.00351727j 0.0191039-0.0270288j -0.046594+0.0210017j -0.00713589+0.000753884j 0.00137902+0.015005j -0.0266881+0.0121645j 0.0149552-0.0170621j 0.0210099+0.00410537j -0.036878-0.00150076j -0.0151518+0.00257602j -0.010273-0.0178457j -0.00467968+0.010745j -0.000990038-0.0203971j 0.0153099+0.00897289j -0.00755127-0.00948825j 0.000911354-0.00097639j 0.00562808-0.000981939j 0.0095639+0.0100749j -0.00541248-0.00442134j -0.0025633+0.00689348j -0.000181162-0.0101415j 0.00987431+0.0130037j -0.00462423+0.0027703j -0.00136736+0.00336944j 0.00637153-0.00713511j -0.00556718+0.0144249j 0.00194622-0.0126631j -0.00526384+0.0135031j 0.00716692-0.0087692j 0.00436274-0.00016161j 0.0025962+0.00786771j 0.00278107-0.0117185j 0.00379536+0.00591811j 0.00523395+0.00771831j 0.000755497-0.00154426j 0.00119987+0.0036402j -0.00289361-0.00630776j -0.00556762-0.00690064j -0.00200034-0.003786j 0.00665823+0.00343381j 
-0.0259428-0.0102189j 0.0183809+0.01356j 0.0440178+0.0129387j -0.017345-0.0113406j -0.0252205-0.000591335j 0.0929273+0.0391785j -0.000747117-0.0101022j 0.0364159+0.0220041j 0.00904305+0.025191j -0.00304562-0.0241067j -0.00827879+0.00386325j 0.015591+0.030075j 0.00911953+0.00339275j -0.0148155+0.0173208j -0.011866-0.00753025j -0.00965653+0.017951j 0.0162799-0.0132399j 0.0292707+0.00678034j -0.0425897-0.00909264j 0.0755364-0.000335825j -0.0374861-0.0159836j 0.022403+0.0160929j -0.048861-0.00870854j -0.00764754-0.00470488j 0.0356184+0.00991574j 0.0402578-0.12144j 0.0494234-0.0250645j 0.0610362-0.0416671j -0.0321838-0.122034j -0.00283154+0.0194188j -0.0790407-0.00600674j -0.151231+0.106642j -0.178886+0.0644337j -0.0726169+0.0513476j 0.0186591+0.00811365j 0.02083-0.0346542j -0.113377-0.00483282j -0.0294736+0.0606947j -0.0501761-0.0307364j -0.0301624+0.0230146j -0.0161113+0.0182922j 0.00862516+0.00129028j -0.0396253-0.0344366j 0.00758366-0.00394464j 0.0444865+0.0200028j 0.0256863-0.0104025j 0.0384701+0.0293707j 0.029543-0.0321922j -0.0143249+0.0141033j -0.000386605+0.0135522j -0.0147601+0.0362365j 0.0452651+0.00905091j 0.00404105-0.00156234j 0.00265623-0.015024j 0.00956016+0.0128125j 0.0391577-0.00740437j 0.0381553-0.00032703j -0.0577674-0.00301758j 0.0200096+0.00952781j -0.050588-0.00636781j 0.0147272-0.000173773j 0.00761277-0.00693363j -0.0356118-0.0136192j 0.0101536+0.000321138j 0.020311-0.0187169j 0.00553055+0.0197162j -0.00774954+0.0014981j 0.0162504+0.0110985j -0.00499065+0.00490815j -0.00416272-0.0170645j -0.0138746-0.00290179j 0.0311484-0.0157484j 0.0215418+0.00305706j 0.0137716+0.0045233j -0.0203247-0.000304597j -0.00202756+0.0117577j -0.00990049-0.00670561j 0.00218159+0.0156663j -0.0060863+0.0190883j 0.0046066-0.000986991j 0.00300469+0.000553126j 0.00367853+0.0107214j 0.00449839-0.0294381j -0.0136657-0.00329997j -0.00667868+0.00313382j 0.00471651-0.0130745j 0.00295872+0.0145929j 0.012988-0.0140445j -0.00515057+0.000328764j 0.00377169-0.00108162j 0.00313944-0.00340195j 0.00115032+0.00840755j 0.0140066-0.0135964j 0.0030145-0.00351949j -0.00149503+0.00757038j 
0.00175663+0.0212656j 0.0286536+0.0194124j -0.0108377+0.00768107j 0.0063701-0.00500685j 0.000111366-0.0328125j 0.0290777-0.000242477j -0.0571207-0.00461946j -0.00738964-0.0035053j -0.0296715-0.0193852j -0.0271299-0.0251988j -0.00734437-0.0247561j 0.0389805-0.0171726j -0.0152478-0.00563204j 0.0311654-0.00761048j -0.0760565+0.0797014j 0.0393474-0.0359844j -0.022784+0.00923205j 0.00639424-0.00938447j 0.00893474-0.0334796j 0.0382615+0.0235205j -0.000544156+0.0119479j -0.0193728+0.0281349j 0.0286286-0.00612748j -0.0797848+0.0240042j -0.0729845-0.0341988j 0.0228845-0.0734593j -0.0357771-0.0011455j -0.0646237-0.0675515j -0.0337388+0.0168645j -0.0173146+0.0291922j -0.104738+0.0404217j 0.0880555-0.0637761j 0.0446132+0.0117696j 0.194856-0.097374j -0.0116182-0.0464865j -0.00361499+0.0198265j -0.0392873+0.0593659j 0.0560399+0.0313703j 0.00903327-0.0509127j 0.0954901-0.0297306j -0.0533849-0.00266123j -0.0117441+0.00409112j -0.0226164+0.0016766j 0.0395147-0.0543111j -0.000189015+0.0421126j 0.0365789-0.0108839j -0.0229807+0.0096413j 0.0214169-0.00885579j 0.0105644+0.0213597j -0.0132028-0.014785j 0.0175494+0.0039506j 0.00194697+0.00675578j 0.0245202-0.00698621j -0.0179926+0.000894818j -0.0106479+0.00768043j 0.000879933-0.00348133j -0.042677-0.00039448j -0.0614523+0.00244133j -0.00697243+0.00168952j 0.0215761-0.00761088j -0.00142772+0.00375188j 0.00401414-0.0114857j -0.0151279+0.00853186j 0.00448168-0.0102937j 0.0138337+0.000542269j -0.0053453-0.00333318j -0.00405484-0.00760664j -0.00548127-0.0187206j 0.00464912+0.0123624j 0.0128271-0.00761231j -0.0124212-0.0101556j -0.00754607+0.0271797j 0.0119404+0.0165842j 0.0159162+0.0144512j -0.0104152-0.0208077j 0.00573483+0.00534795j -0.000489601-0.0137513j 0.00841639+0.00316409j -0.00693451-0.0168439j 0.00158106-0.00177917j -0.00841553-0.00261674j -0.000472574-0.0108254j 0.00834953+0.00467183j -0.00161958-0.0431093j 0.00161789-0.00194709j -0.00494583-0.00198286j -0.00552324-0.0230896j 0.00816985+0.0213803j -0.000618015+0.00446529j -0.00284392-0.00311019j -0.000373926-0.00596906j 0.00115958-0.0196214j 0.004119-0.0366629j 7.54326e-05-0.0148148j 0.00291483-0.00317662j 
-0.00812048-0.000408647j 0.0213071-0.00152248j 0.0544054+0.0313836j -0.0377475-0.0153606j 0.0618856-0.0258758j 0.0846022+0.0500071j -0.0126837+0.0289671j 0.0613144-0.00744516j -0.0225898+0.0246459j 0.0296848+0.0109014j -0.00907752+0.0142047j 0.0121577+0.00994342j -0.0146064-0.01353j 0.000489528-0.0096602j -0.00526281-0.00982671j 0.0365152-0.0213292j -0.000374895+0.00486097j 0.0535612-0.028534j -0.0579061+0.0172475j 0.0472815+0.00660302j -0.0756124+0.00955341j -0.0265524+0.0110533j -0.0414728-0.0382662j 0.00611709-0.015367j 0.152495-0.061171j 0.00719973+0.11009j 0.00844782+0.021515j 0.0930024+0.0406137j -0.0725157+0.081921j 0.00278764-0.103478j -0.0772635+0.00549277j 0.0660672-0.0216634j -0.0291569-0.0302776j 0.166003-0.138399j 0.0248735-0.0137165j -0.0881733-0.0326902j -0.109746+0.0814689j 0.00937259+0.0164458j -0.0043241-0.0595644j 0.0141698-0.0384378j 0.0577887+0.0272807j 0.000827964-0.00408088j -0.0555895-0.0148955j 0.0357874-0.00786728j 0.0335098-0.0165174j 0.0119993+0.0131768j 0.0368888-0.0033437j 0.0087076+0.0137481j -0.0101401-0.0324737j 0.0100521-0.00474835j -0.0177408-0.00451633j 0.0261058-0.0236085j -0.0333828+0.0024238j 0.0545545-0.00418759j -0.0237151-0.00406723j -0.0203984-0.0265294j -0.0114938-0.00391616j -0.00441494-0.00177373j 0.007208+0.0102485j -0.0144883-0.0162351j 0.030115+0.00181681j -0.00137147-0.00186442j -0.0250443+0.00413621j 0.0222282-0.00573501j 0.0268802-0.00999883j 0.0064215-0.00179713j 0.00321797+0.00082535j -0.0156478-0.0142748j -0.0108327+0.00106928j 0.0160115+0.0129391j -0.00504122-0.00329245j 0.0136663+0.00499211j 0.0228015+0.00604266j 0.013387+0.0163293j -0.00828148+0.0138276j 0.00249668-0.0194595j -0.0117294-0.0115177j 0.00168802-0.0105638j 0.00482019-0.0219699j 0.00228306+0.00895026j 0.0165991+0.00391833j 0.00150434-0.00563951j -0.00949454-0.0137947j -0.0123215-0.0228814j -0.00349252-0.00447722j 0.00637782-0.0109736j 0.0084768-0.0122779j 0.00197973+0.00494628j -0.000139593+0.00673578j 2.36016e-05-0.00162056j 0.00367061-0.00173756j -0.00319482-0.00912692j 0.0101923-0.0197394j -0.00343268+0.000196773j 0.00331426-0.00197001j 
