0.00792501+0.0347958j 0.020537+0.00407966j -0.0198298+0.00821535j 0.0166861+0.0520389j 0.00471824+0.00738375j 0.0027388-0.0284298j -0.0260881+0.0115285j 0.0102149-0.0181766j 0.0233872+0.0511346j 0.00740572+0.0388244j -0.00622848-0.036631j -0.00494223-0.0166621j 0.0158656+0.0421294j 0.00853304-0.00757264j -0.0102876-0.0274868j -0.0281029-0.0245255j -0.0133664-0.00541327j 0.000978734+0.0232714j -0.0133436+0.0047016j -0.0264303+0.0309074j -0.000625308+0.033227j 0.0196285+0.00499585j 0.00197566+0.0341047j -0.0174823+0.0135746j 0.0192026-0.00572159j -0.0130231+0.0115114j 0.0107534-0.0213798j 0.0219983+0.0530069j -0.0183239-0.0582655j -0.0122967-0.0172244j -0.0165448+0.0165309j -0.0103159-0.0347256j -0.0152466-0.00897275j 0.0166815+0.0485085j 0.00387957+0.00690768j -0.0194195+0.00764245j 0.0302333+0.0141502j 0.00820933-0.0191686j -0.035814-0.0209251j -0.0202715-0.0204151j 0.0103176-0.0331277j -0.0263537+0.0258865j 0.0479184+0.0230133j -0.00332177-0.0427858j -0.0125193+0.0589705j 0.00831178-0.0639133j -0.035616-0.040074j -0.00420571+0.112813j 0.00659044+0.00812074j 0.0203465-0.00893795j -0.0576487-0.00719774j 0.0413507+0.147646j -0.0364757+0.0572601j 0.0111332+0.060548j 0.0295771-0.0785061j 0.0258915-0.0678697j -0.0352536-0.00388332j -0.0243008+0.00153782j 0.00463667-0.048541j 0.0449701-0.0384277j 0.0752702-0.000586502j -0.0260857+0.000763617j 0.0453685+0.0438625j 0.0265146+0.017437j -0.000737484-0.0479956j 0.0320517+0.0919616j -0.00424377-0.0474452j 0.00156703+0.116919j -0.0123314-0.0312555j 0.00273288+0.0128398j 0.0404007-0.0228295j 0.00791942+0.0154721j -0.0110939-0.0348183j -0.00547554+0.00621234j -0.0117026-0.0175098j 0.0200977+0.0301315j -0.0131658-0.0326907j 0.0168676+0.0156791j 0.0120131+0.0132247j -0.0258241+0.0205153j 0.0226173-0.0249209j 0.000728873+0.0536193j -0.00332268+0.0187407j -0.0188684-0.00281169j -0.00252764-0.000981749j -0.00555739-0.00360288j 0.0268297-0.0171261j 0.0199215+0.019572j -0.00874896-0.0253342j 0.0160531+0.0470911j 0.00803092-0.00270702j 0.0355565-0.0151849j -0.0178327+0.052989j -0.0421549+0.077927j -0.0256526-0.295308j 
0.0142349-0.0151704j -0.0275339-0.0202168j 0.0331028+0.0102797j -0.0110904-0.0272448j 0.000961928-0.030321j -0.0457573-0.069729j 0.0410331-0.00357181j -0.0123807-0.0152528j 0.0285088-0.0338808j 0.0193721+0.00404676j 0.00273292-0.0681154j -0.0383801-0.0116298j 0.0535267-0.00141165j 0.0593073+0.00116154j 0.0256211-0.00804684j 0.0226885-0.0328762j -0.0247529-0.0115662j -0.0336555+0.0270091j 0.0164422-0.00302724j 0.034504-0.00334314j 0.0270997+0.0301615j 0.0181104+0.0106904j 0.00120575+0.0395703j 0.0434826+0.0756231j 0.0609468+0.00367461j 0.0986625+0.0265696j -0.0250647+0.00469297j 0.0234831+0.0373547j -0.0206778-0.0229148j -0.0123133-0.0139408j 0.0644877+0.0239303j 0.00236619+0.014996j 0.0758305+0.0311493j -0.0585062-0.0831547j -0.00546291+0.0188665j 0.0277187+0.0490245j 0.0447048-0.0153132j -0.041268-0.00949765j -0.0234075-0.0126379j -0.0220176+0.0539861j -0.0244687+0.0129838j 0.056315-0.0476794j -0.0414031+0.018662j -0.113909+0.0625145j 0.0785073+0.00548277j -0.11212+0.00275508j 0.115922-0.00515235j 0.0589356-0.0266042j -0.063904+0.0187234j -0.118682+0.0297864j -0.116604-0.0064205j -0.140438+0.0188337j -0.0110476-0.0126938j 0.0239589+0.0119573j 0.0347755-0.00948435j 2.92298e-05-0.00770855j -0.00182502+0.012996j -0.0345288+0.0118534j -0.0422002+0.0143449j -0.0309254+0.00543268j 0.00971656+0.00628586j 0.00518558+0.0040536j -0.0179976+0.00332231j -0.00212313+0.0104753j -0.00386579+0.0106865j -0.000590987-0.00520481j -0.0151929+0.00838754j 0.0133665+0.00935214j 0.0206311+0.000602735j -0.0161845+0.0135237j -0.0109196+0.00522168j -0.0138627-0.00611406j -0.0281945-0.00599249j 0.00460825-0.0122475j 0.0262004+0.000596943j 0.00579081-0.0245883j 0.0121955+0.0095723j -0.0163105+0.00614403j 0.00502331-0.0177467j 0.033792+0.014326j -0.00462636+0.0264162j 0.023616-0.0237645j 0.0118903-6.52709e-05j -0.00967989-0.00883055j 0.0086001+0.0277336j -0.0192524-0.00804951j -0.0512658+0.0332103j 0.00866028+0.0244043j 0.0360074-0.00762962j 0.021007-0.0174124j -0.00515452-0.00768141j 0.00610807-0.00916969j 0.0166104+0.0131131j 0.0328917-0.0134999j -0.0173855+0.0125414j 
-0.0308128-0.00651379j 0.010643+0.0355999j -0.00845066-0.00635595j 0.0186753+0.0181357j -0.0219876+0.00415619j 0.0538865+0.0676265j 0.0300938+0.00532755j -0.0124602-0.0238221j 0.0314231-0.00710723j -0.069873-0.044559j -0.0699608-0.0254907j 0.0181168+0.0772271j -0.00936795-0.0420473j 0.0561681-0.024574j 0.0312375-0.0255395j 0.0415061-0.0515979j -0.0478979-0.00107392j 0.010611+0.0165481j 0.0429112+0.0261091j -0.000120175+0.00891961j -0.00693959+0.00429421j -0.00254029-0.0438296j -0.0488509-0.0613431j -0.0367942-0.0398121j -0.00246284+0.00903887j 0.0309592-0.00374111j 0.0359673-0.0172125j 0.0149432+0.0157153j 0.0176686+0.0268752j -0.0283313-0.0443883j 0.0908609-0.00157946j 0.0379256+0.0344563j 0.0781792-0.0391307j -0.0184183-0.056748j -0.0450661-0.00920975j -0.0748358-0.0314791j 0.0377383-0.017473j 0.080304+0.00255143j -0.0274498-0.0637385j 0.00339045+0.0807035j 0.0374186+0.0821676j 0.0334254+0.092109j 0.0530911+0.128577j 0.0369001-0.0449872j -0.0245028+0.0151513j -0.0279172+0.00191506j -0.0208611+0.0131829j -0.0173493+0.016986j -0.0157137-0.00300248j -0.00111133-0.00160572j -0.0231234+0.00543419j -0.0136202-0.0113595j -0.0303433-0.0303592j 0.00503698+0.0144234j -0.0282526-0.0176171j -0.0273429-0.0287742j -0.00362586-0.0146917j 0.0294883+0.00836034j 0.000411787+0.00276146j -0.0116012-0.0012066j -0.0040093+0.00743913j 0.00854648-0.000457155j 0.00820779-0.00213518j -0.0049721+0.0105718j -0.00552048+0.0286695j -0.00112104-0.0150651j -0.00919376-0.00271034j 0.0059909+0.00639578j 0.0169393-0.0102058j 0.00764817+0.0209157j 0.0231102+0.00656735j -0.00805777+0.000470147j -0.00284547-0.00197422j -0.0656523-0.000583772j 0.000642072+0.0281657j -0.0280681-0.0142998j 0.0142521+0.0195358j -0.0144999-0.00719652j 0.0394608+0.0292955j -0.00422724+0.0137181j -0.00578191+0.0128379j -0.0237942-0.00129169j -0.00496658-0.0218421j 0.0027016+0.0249661j 0.00258017+0.00650891j -0.0119661-0.00592935j 0.00717432-0.0143749j 0.0122594+0.019178j -0.00524866-0.000162144j -0.000801919-0.00307857j 0.0024073+0.00983067j 0.00781733-0.00379793j -0.0149765-0.0151311j -0.00306301-0.00871225j 0.0118823+0.000490845j 
-0.00152812-0.01151j -0.011442+0.00802841j -0.030874-0.0386596j -0.0455276-0.00528934j -0.00578978-0.00843801j 0.000271016+0.00138306j 0.0511561+0.0289161j -0.0608325-0.00746086j 0.0216691+0.0150226j 0.140192-0.00343863j 0.0638017+0.0711703j 0.0726516+0.00860803j 0.00712808+0.000418883j -0.00453238+0.0772448j -0.0538458+0.0398738j -0.004435+0.027931j -0.0393805-0.00283272j -0.058962-0.105597j -0.0294616-0.017247j 0.0283279+0.0677074j -0.0224424-0.0130052j 0.0616657-0.0128593j 0.0188376-0.020864j 0.0158027+0.0189808j -0.0118059+0.0377313j -0.0479867+0.00695577j -0.0276894+0.0186235j -0.0294664+0.00513194j -0.00400258+0.0146705j 0.0374446+0.0092484j -0.0778008+0.00262314j 0.00900934+0.0185324j -0.156601-0.015425j -0.0310466-0.0907863j 0.0171779-0.030079j 0.0179126+0.0229129j -0.0858132-0.0368803j -0.00316882+0.0374717j 0.0778256+0.0237357j -0.00147836+0.0223552j -0.00835415-0.0397483j 0.0592019+0.0424128j 0.0338117+0.108725j 0.0297101+0.026264j 0.0200419+0.0214853j 0.0171152-0.0183987j 0.0246467-0.0271431j 0.00953346+0.0165575j 0.0156233+0.0152431j -0.0341346+0.0139936j 0.0109982-0.025558j 0.00788152+0.0226725j 0.0426613-0.0176207j -0.032807-0.00794026j 0.0209782-0.00300172j -0.024488+0.00958156j -0.0185319+0.00992126j -0.0198263-0.0169204j 0.0430103+0.0358927j 0.00540673+0.0142566j 0.00731908+0.00691842j -0.0172263-0.000275136j 0.00590362+0.00595128j 0.00131349+0.00570321j 0.0255566-0.00530596j 0.00184406+0.00720512j -0.00352927-0.00703303j 0.0377411-0.00355104j 0.0186271+0.0247494j -0.0239141-0.00328668j -0.00539113+0.000791756j -0.00273374-0.0095551j -0.0393598+0.0142001j -0.0359643-0.010864j -0.00746319+0.0216807j 0.0192355-0.0375383j 0.0756584+0.0350571j 0.0230213+0.00244585j 0.0231658-0.00254645j 0.0114428+0.0419557j -0.047018-0.0181347j -0.0353989-0.00284393j 0.0221191-0.00253227j -0.0225087-0.00152498j 0.0103052+0.0172818j -0.0154797-0.00995834j -0.0327083+0.00336897j 0.0320409+0.0222525j 0.00775798+9.9377e-05j 0.0017622-0.0126042j 0.00340405-0.00313472j 0.00731812+0.00275112j -0.00472551-0.017209j 0.0091959-0.00643153j 0.00200726+0.0157062j 
-0.00688465-0.0081659j -0.0137858+0.0142961j -0.00584896-0.00277841j -0.0392998+0.0179152j 0.00935056+0.0101476j -0.0678316+0.0493519j -0.0264544-0.0192923j -0.0295033-0.0242795j -0.0161055+0.00723593j 0.0334838-0.000277447j -0.0117405+0.0575968j 0.100669+0.0212135j -0.0408537+0.00758344j 0.038062+0.0335626j 0.0452217-0.0107944j 0.00359163+0.0115712j -0.0492894-0.00228939j 0.027261+0.0368369j -0.0791864-0.0254074j -0.00640537+0.0283973j 0.00272281-0.00793091j 0.00675549+0.00359396j 0.106092+0.00648518j 0.00353338-0.0690641j -0.0625091-0.0395865j -0.0346795-0.0524303j -0.00847553+0.0489724j -0.0665578+0.00293667j 0.0266889+0.0124123j 0.0397086+0.0340278j -0.074613+0.00924011j 0.0333217+0.000105519j -0.0133908+0.0320603j 0.116475+0.102311j -0.0112679+0.00722264j -0.0926995-0.0450203j -0.0185674+0.00784567j 0.112188-0.0157401j 0.0711792-0.0345538j 0.028999+0.089155j -0.0138534+0.000435837j 0.00843216-0.0337926j -0.101513-0.0311533j -0.0222131+0.0266448j 0.00898307-0.00461829j 0.00547197+0.0366294j -0.00837626-0.0135065j 0.0271833-0.000545047j 0.000729534-0.014496j -0.050491+0.010252j 0.0126778+0.0187799j 0.0194446-0.00626567j 0.0636781+0.0161788j -0.0138531+0.0108031j 0.0352936-0.00762749j 0.00151313+0.0197934j -0.0383381+0.00494254j -0.0251936-0.0121584j -0.0249634-0.00660522j 0.0359076+0.0126757j -0.00196068+0.00876396j -0.00849838-8.55409e-05j -0.00279237-0.00165465j -0.0117651-0.0183439j -0.00340981-0.0113353j -0.00777779+0.00353911j 0.00274718-0.000225716j -0.0129198+0.00685321j 0.00632191+0.00222915j 0.00404949-0.0147051j -0.00211938-0.0143774j -0.0134378+0.0244655j -0.00931553+0.00940059j 0.0423798+0.00519588j 0.0245889-0.013054j 0.0248778+0.035361j 0.00923971-0.0338012j 0.0116988+0.0239582j -0.0320238+0.00818569j 0.00393342-0.00393379j 0.00380199-0.0037428j 0.0421295+9.01456e-05j -0.0253478-0.0139013j 0.00143363+0.0256251j 0.0155599+0.0164919j -0.0146882-0.00912703j 0.0140129+0.0176342j -0.0176323+0.0107183j 0.00313591+0.00878501j -0.00322155-0.00742722j -0.0107733+0.0055j 0.0145922-0.00698674j -0.000678649-0.00559778j 0.0111049-0.0103945j 0.00387788+0.00127955j 
-0.032012+0.00488295j -0.00731237+0.02429j -0.00319248+0.0224336j 0.0113537+0.00391558j -0.180087-0.0169693j -0.0179639-0.00668501j -0.0119306-0.0453461j 0.0373891+0.0532335j 0.0374908-0.00364691j 0.0420246+0.0946808j -0.035695-0.00304892j 0.0412402+0.0168338j -0.00109435-0.00423891j -0.0629745-0.0298628j -0.0291457+0.0621704j -0.0280901+0.0101781j -0.011052-0.02456j 0.0293239+0.0101426j 0.00431021+0.0201554j -0.00565516+0.00709358j 0.0160069+0.0317142j 0.0309726+0.0008437j -0.0441755+0.0330731j 0.109613+4.28464e-05j -0.0979914-0.0273172j -0.00222393-0.0316282j 0.0961378-0.0324436j -0.00877571+0.0186378j 0.0562943+0.0355423j 0.0321133+0.00428941j 0.0232563-0.0354812j 0.126453+0.0367431j 0.0611625+0.0122704j 0.0357109-0.0395267j -0.00490675-0.011034j -0.0645093-0.01267j 0.0545741+0.0240169j 0.146375+0.0606544j 0.0893513+0.0173925j 0.0371273-0.0221702j -0.00711798-0.0134014j 0.0795533+0.000462312j -0.0040682-0.00531547j -0.131918+0.0134706j 0.0570872+8.40194e-05j 0.0284527+0.00790074j 0.00873433-0.00786313j 0.0389546+0.0159982j -0.0223135-0.000865909j 0.00819026+0.0261913j -0.00896419-0.00442805j 0.0171063+0.0215185j 0.0145958-0.0244368j 0.0163709-0.00775184j -0.00635092+0.0156037j -0.00239203+0.00559511j 0.0140665+0.00027569j -0.0301176-0.00146003j 0.000366076+0.00918311j 0.0211695+0.0103416j 0.00458681+0.00487164j 0.0244696-0.0206651j -0.00481498-0.00335528j -0.0048361-0.0197186j -0.0325797+0.0157322j -0.00432465-0.019813j -0.018177+0.0256545j -0.0147277+0.00486497j 0.0281055+0.00860872j 0.013159-0.0188068j 0.0122952-0.0121938j -0.00815266-0.00507271j -0.00634446+0.00169789j -0.0301908-0.0143545j -0.00203359-0.00263016j -0.0112842+0.00824989j -0.00960988+0.00408766j -0.0231786-0.010344j 0.0287601+0.0079918j 0.0140564+0.00392194j 0.00204963-0.0332383j 0.00360073+0.0127963j 0.0056771+0.00550863j -0.00865471-0.0144484j -0.00705444+0.00743213j -0.00472354+0.00858494j -0.0169325+0.00530922j 0.018328+0.00386566j -0.0137057-0.0149013j 0.00260802-2.89279e-05j -0.00274479-0.00248217j 0.0137237+0.0074523j 0.00295278-0.0168517j -0.000116287-0.00691272j 0.00068587+0.00134095j 
-0.0104974-0.0629356j -0.0470969+0.0092642j 0.0494914+0.0411223j -0.0632808-0.0353138j 0.0347042-0.0637167j -0.176413+0.0308163j 0.0172065+0.0404j 0.0274331-0.0506031j 0.0635355-0.0512712j -0.0280572+0.051757j -0.00136762+0.0187222j 0.00373436-0.0562192j -0.0149405+0.0231737j -0.0375888+0.0368745j 0.101427-0.0237321j 0.00942086-0.035808j 0.00778559+0.00224297j -0.0287252+0.0147568j 0.0277486+0.00349702j -0.0588801+0.00417511j 0.0479166+0.00829162j -0.00497322+0.0648985j 0.13423-0.0205615j 0.109613+0.0171778j -0.0099983-0.0932374j 0.0414768-0.0647151j -0.0814535-0.0182505j -0.0890595-0.071022j -0.00770691+0.0763669j -0.000399574+0.00803271j -0.0484318+0.0371527j -0.10581-0.0209368j 0.00700523-0.00034077j -0.065469-0.00876309j -0.0775193-0.0028039j -0.0210125+0.00613716j -0.0403415-0.0206094j 0.162792+0.0992382j -0.118069-0.0353379j -0.0562711-0.0364062j 0.02776-0.0126641j -0.0342872+0.0139439j 0.055507+0.0101971j 0.0646202-0.000113524j -0.0228292+0.00810618j 0.0286053-0.00600406j -0.0271247-0.0117419j -0.0149678-0.00770058j 0.00814834-0.0165986j -0.00739914-0.0314952j 0.0146731+0.0120584j 0.0286025+0.00829566j 0.0278168+0.0236461j 0.00642317+0.0161073j 0.00382198-0.00522925j 0.0162143+0.00538389j -0.00875838-0.00782425j -0.0194234-0.0184238j -0.00572729-0.00443073j -0.00407659-0.0209773j 0.0078241+0.00149143j -0.0237989+8.95122e-05j -0.00755893-0.0177404j -0.00523635+0.00041183j 0.0100305+0.0314644j -0.0105803-0.000364411j 0.00613891-0.0177667j 0.0052027-0.0247295j 0.00854326+0.00766452j -0.0209205-0.00495378j -0.0120175+0.0162793j 0.000113939+0.0406349j 0.015231+0.0337442j -0.0155286-0.00908629j 0.00597212-0.0230133j -0.0170185+0.00934572j 0.00566313+0.0200288j -0.010972+0.0234956j 0.020272+0.0270708j -0.00279359-0.0216452j -0.00167247+0.0158669j -0.00375541+0.0274759j 0.0023393+0.0107362j 0.0228975-0.00221242j -0.0101085-0.00144164j 0.00776387+0.00999378j 0.0251869+0.0117898j -0.00821876-0.011545j -0.00128435-0.0129125j 0.00586901-0.00760505j -0.0111605+0.00594603j 0.00661464+0.0104403j 0.0119845+0.0186999j 0.0124248-0.00269573j 0.00936412+0.00148609j 
0.00154418-0.0288288j -0.0242405-0.00253106j -0.0209732-0.00359968j -0.0179005-0.0182383j -0.0437169-0.0803534j -0.0470827-0.0663066j -0.00833793+0.0307722j -0.00422735-0.00191321j 0.0237146-0.018452j -0.0216141+0.112461j 0.016912+0.0061673j 0.0274045-0.0439767j 0.00579989+0.0365121j 0.0442113-0.0391827j 0.0369904+0.0547877j 0.0214936+0.000953827j -0.0490738-0.0194838j 0.0100649-0.0394561j -0.0252338-0.00678125j 0.0303008+0.0127895j 0.0439287+0.0127325j -0.00887946+0.0855095j -0.00319318+0.0259919j 0.0305744+0.0871171j -0.0272439-0.0551278j 0.0201558-0.0148786j -0.0068848-0.0818671j 0.00878213-0.0677443j -0.055545+0.00597679j -0.00800422+0.0105523j -0.0280731-0.034437j 0.00690142+0.00890614j -0.0105594-0.0688999j 0.0293096-0.0894057j -0.00805064+0.0207999j 0.0460303+0.115159j -0.0894991-0.0698608j -0.00310285-0.0789015j -0.0695477-0.0479184j 0.0693392+0.0873885j -0.0262851+0.0722652j -0.0577612+0.0393607j 0.0576725+0.037832j 0.0136397+0.0491516j 0.0346704-0.0315823j 0.0118934+0.0108321j -0.00809502-0.00577632j -0.0160229+0.00334974j -0.0134051+0.0153397j 0.0396535-0.016787j 0.00910144+0.0171853j -0.00331145-0.000572733j 0.010682+0.00774365j 0.00515676-0.0214118j -0.0275151-0.00804608j 0.00388601-0.0127132j 0.0121918-0.00631044j -0.0194573-0.0078867j 0.0148126-0.0144804j -0.00145622+0.00069462j 0.0245578+0.00145371j -0.00598282-0.00918841j 0.00394668+0.0124835j 0.00668084-0.0105362j -0.00607616-0.0126466j 0.0202958-0.00324204j 0.00690354-0.0141736j -0.00426649-0.0293518j -0.0202285+0.0177695j -0.00175421-0.00451442j -0.0159231+0.0120186j 0.0102944-0.00954962j 0.00621853+0.0137091j 0.0181959+0.0155745j -0.0196041-0.0441314j -0.0265147+0.000357725j -0.0140288+0.00487089j -0.0177419-0.00314124j -0.00194621-0.0195585j -0.0145538-0.0166331j 0.0222532-0.00882072j -0.0151379-0.0293181j 0.00734126+0.00964888j 0.0037203+0.00549441j -0.0162174-0.0267754j 0.0108763-0.0274146j -0.000877364+0.0128267j 0.00767238+0.034315j 0.0101974-0.0200077j -6.92978e-05+0.00846347j 0.00591694-0.0165213j -0.0164821+0.0277083j 0.0241852-0.0144966j -0.00312099-0.00976536j -0.00767121+0.0142262j 
0.0107877+0.0178724j 0.00105288-0.0235019j 0.0154692+0.0122713j -0.000731537+0.0186292j 0.0247663+0.0302459j -0.00232445+0.0119198j 0.0179951-0.0190069j -0.00418899-0.00760711j -0.0379495+0.00619654j 0.0500057-0.0632461j -0.00320453-0.0688042j -0.0191222-0.0661842j 0.0118171+0.0147989j 0.0269054-0.0129907j 0.0101974-0.00101332j 0.0025796+0.00869925j -0.00425707+0.0196097j -0.0514934+0.0612616j -0.041411+0.0196496j 0.0085144-0.062625j -0.0525422-0.0151078j 0.0177249-0.0189101j 0.0368513-0.00322767j 0.0048287-0.0272465j 0.00674299+0.00711548j 0.00902382+0.00805028j 0.00526723+0.0449883j -0.0151181+0.0266008j 0.033279-0.049595j 0.0326064-0.0023069j -0.00468479-0.0301538j 0.0386359-0.0459345j -0.0369776+0.019095j 0.0331887+0.102403j 0.0248519+0.0645248j -0.0113052-0.0143532j 0.00404855+0.0127749j -0.0584581-0.0336111j 0.0373181-0.00537444j 0.028386+0.198203j 0.0507658+0.0697453j 0.0448491-0.0149257j -0.0357971-0.00165763j 0.0191445+0.0164164j -0.0359266+0.00589551j 0.0524863-0.017838j -0.00249329+0.00732707j 0.0152883-0.00666762j 0.0178195-0.00514742j -0.0106721+0.00632868j 0.021287+0.00934291j 0.0286255-0.0207894j 0.00923792+0.0291075j 0.00166521+0.00530878j -0.000155526-0.0136245j 0.00786732-0.00907663j -0.0197269+0.00965276j -0.00445705-0.0128608j -0.0171398+0.00515627j 0.0153544+0.0123831j 0.0158469+0.00781788j -0.0124205-0.00651579j 0.00933381+0.0314186j -0.00469418-0.000909321j -0.00787175-0.00555617j -0.00634192+0.0275628j -6.80082e-05-0.00750957j -0.0562246+0.0077774j -0.0366368-0.0215773j -0.0158218-0.0106124j -0.0488061-0.0094205j -0.00561802+0.0121969j -0.00702236+0.0128415j 0.0424414+0.0203711j -0.0163779-0.0318241j -0.029554+0.0194433j -0.0454265+0.00989169j -0.00484281-0.00833864j 0.0404635+0.00273396j 0.0262546+0.000662097j -0.0110951+0.00881382j -0.00908877+0.00566803j -0.00904584+0.00495589j 0.0337767-0.00364136j 0.00927459+0.00279526j -0.00897224+0.0075312j 0.0111425-0.00522971j -0.0173862-0.0353751j -0.0204019+0.0264838j -0.00679606+0.000554763j -0.00629145+0.00900963j 0.00855197-0.0240346j 0.00271022+0.0297865j 0.000933316+0.0115341j 0.00283743-0.0160011j 
-0.0159259-0.0210732j -0.0118132+0.00750523j -0.00731229-0.0102631j -0.00164592+0.0235106j -0.081776-0.0287068j 0.0158854+0.047791j 0.0093023-0.0273241j -0.0295622+0.00165542j -0.0123233-0.000304121j -0.00620026-0.10887j -0.00363341-0.032727j -0.0047985+0.0426306j -0.0516251-0.0456872j 0.0253389+0.0540418j 0.0208643-0.0180669j 0.0139882+0.00487207j -0.013187+0.0194012j 0.0704655+0.076272j 0.00264809-0.0174146j 0.0274946+0.013033j 0.0672622+0.0230433j 0.0292243-0.0578004j -0.0896626-0.0390789j 0.0221642-0.0406677j -0.0105023-0.0309377j 0.0386755+0.00621264j -0.000456037+0.0517409j 0.0065036+0.0157519j 0.0199586-0.00473606j -0.0140865+0.00340652j 0.0191503-0.00666312j -0.00382125+0.0257107j -0.0567095+0.0462207j 0.0355555+0.03419j -0.0198192+0.0238722j -0.0260654-0.0310644j 0.00577832-0.000591086j 0.0958211-0.0541012j -0.0658288+0.0374074j 0.00290558+0.00258716j -0.104996+0.040895j -0.104485-0.00759593j 0.0917597-0.0699417j -0.0797717+0.0506023j 0.0749606-0.0441373j -0.0477069+0.024152j -0.0258186+0.00639333j -0.0339365+0.0137752j -0.0482513+0.0162272j 0.0513501-0.00536346j -0.0190079+0.0221796j -0.0234746-0.00377943j 0.00323044+0.000242884j 0.0339405-0.0105185j -0.0374266+0.0190231j -0.0110578-0.00126398j 0.010722-0.00331083j -0.0150917+0.0210149j 0.00698763+0.0106136j -0.0397244+0.0129981j 0.023181-0.000909104j -0.00173407-0.010103j 0.00243686-0.00902685j 0.00734416+0.000978195j -0.00179215-0.00387782j 0.0329581-0.00886194j -0.00303699+0.00500637j -0.00266761+0.0133929j -0.0232582-0.00144878j 0.0260411-0.0026459j -0.0147812-0.00867457j 0.0297066-0.0106211j 0.0265971+0.000402335j 0.0297634-0.0066117j -0.00313584-0.0130255j -0.0179907+0.0103203j -0.0261889-0.0125218j -0.0175122-0.000972998j -0.0122991+0.00897363j 0.00926329+0.00519606j 0.0427991+0.002708j 0.0230376+0.00173624j -0.0123208+0.00364699j -0.0361535-0.0111876j -0.017787-0.0252059j 0.0119616-0.0245473j 0.0174302+0.0228679j 0.0375292-0.0179764j 0.0138373-0.0104041j -0.00872451+0.00969102j 0.0124284-0.00821864j -0.0161152+0.0372534j 0.0258175-0.0132531j -0.00896566+0.0124212j -0.0119678+0.0234025j 
-0.0322054+0.00181077j 0.0132076+0.0208423j 0.00873363+0.0359631j 0.020105-0.00150403j -0.0757372+0.007778j 0.0277932+0.0246164j 0.0238839-0.0405096j -0.0392069+0.0257978j 0.0596422-0.0359399j -0.0470358+0.0575094j 0.0451178+0.0215996j -0.0391711+0.0241104j -0.051344+0.0135813j 0.0326217+0.029086j -0.0154659-0.0603277j 0.0168164+0.0307269j 0.0220204+0.00266697j 0.0319944-0.0020184j -0.0169963+0.0141263j 0.00949643+0.0150859j -0.0290558+0.016591j 0.0434358-0.0320651j -0.0601637+0.0312509j 0.0454614-0.0179692j -0.00534465-0.0290156j -0.0678174-0.0735643j 0.0510861+0.00530756j -0.0826317+0.000122817j 0.0552795+0.0420658j 0.0285223+0.0352557j -0.0793496-0.0282079j -0.202928-0.0150651j -0.0725876+0.0149865j -0.116462-0.0245992j -0.0210108-0.00188359j 0.0342041+0.00871372j 0.0725827+0.0242624j -0.0966921-0.00632412j -0.0396211-0.0740575j 0.018544+0.0800583j 0.0716555+0.0182582j 0.0184046-0.019083j -0.0131561+0.0100683j -0.0206294+0.0149002j 0.018489+0.0273658j 0.00379255+0.00536339j 0.0396718+0.00274551j 0.0342217+0.00336491j 0.00622515-0.0161229j -0.0377472-0.000260678j 0.0210874+0.00607586j 0.0444554+0.0180243j 0.0136719-0.00147046j -0.0181226-0.00367238j 0.0415535+0.00496639j 0.0163496+0.0117442j 0.0240511-0.0108323j 0.00482692-0.0142784j 0.029642+0.000312241j -0.00166487-0.00827249j -0.00479019-0.00983617j 0.0128634-0.0178987j -0.0343395-0.022879j 0.0036446-0.00028423j 0.00859675+0.00962256j -0.0191902+0.0077095j -0.00584367-0.00934124j -0.0144667+0.00319684j -0.00142355-0.00470186j -0.00289601-0.00821948j 0.0117943+0.018348j 0.0104867-0.00613743j -0.0293142-0.016252j 0.00645686+0.0080031j -0.010933-0.00515181j -0.00140243+0.00181266j -0.00935216-0.0208622j 0.00538352-0.0184554j 0.0149578-0.00489704j 0.0057318+0.000918582j 0.00451547-0.0224153j 0.0108941+0.00176096j -0.0124548-0.00985857j 0.0124028+0.0063178j 0.00366781+0.00966009j -0.013491+0.0186696j 0.0122458+0.00684871j -0.0126663+0.0256703j -0.0175858-0.0146205j -0.00147641-0.00136059j -0.00684706+0.00336807j 0.0225344+0.0026941j -0.0108643-0.00415966j 0.00361496-0.00921528j 0.00892893-0.00738084j 
