0.00046557+0.0164495j 0.0205595-0.00666906j -0.0247664+0.0140712j -0.00896486+0.02903j -0.0130919-0.0123611j -0.0140802+0.0219784j 0.0165559-0.000698052j 0.0133201-0.00320729j -0.00305688+0.0439606j -0.0141443+0.0161399j 0.00572803+0.0272747j 0.00385725+0.00633291j -0.0124128+0.00464263j 0.00867543-0.026363j -0.0140442-0.0214009j 0.00121417-0.00837365j -0.0334746-0.00926006j -0.00218474+0.0289632j 0.0165664+0.0625256j -0.00772858+0.00480221j 0.00318011-0.00063252j -0.000719668+0.0215459j 0.0154484+0.00137264j 0.0114141-0.00394575j 0.0082582+0.0115308j -0.0313671+0.00450011j 0.0266163+0.0224372j -0.0054562+0.0146907j -0.00257527-0.00103173j 0.0340407-0.0375319j 0.0195615-0.0149435j 0.00464361-0.00596484j 0.00679213+0.0329123j 0.00654965+0.0096842j -0.0026504+0.0336885j -0.0135566-0.0170366j 0.0212583+0.0147611j -0.0245188+0.00805548j -0.00791171+0.0243374j 0.00352173-0.0382965j -0.0597071-0.0219343j 0.0118621+0.0210102j 0.023292+0.0280718j 0.0184597+0.00336716j 0.00572863-0.0289871j -0.0241153-0.041811j 0.0233667+0.0341162j 0.0177959-0.033142j 0.00272166-0.0258624j -0.0569027+0.0221206j -0.0269212+0.0296227j 0.0120743-0.00171669j -0.0248851-0.000777265j -0.0183441-0.00962642j 0.0201896+0.0206444j 0.0308439+0.0338653j 0.00546477-0.0338801j -0.0243482-0.0529746j -0.00558859+0.0051286j 0.053678-0.0321134j -0.0103771-0.0155174j -0.00714215+0.024218j 0.0457867+0.0137615j 0.00641397+0.010608j 0.00624041-0.0297342j -0.00825119+0.00114746j -0.00164606+0.0302988j -0.028336-0.00937661j 0.0210424+0.00529211j 0.00974555+0.00851231j -0.00293837-0.0151211j -0.0267529-0.00230369j -0.00876748+0.0167451j -0.000188886+0.0438031j 0.0229474+0.0364954j -0.0306937+0.0210611j 0.0624543-0.00108066j -0.0231782+0.0133297j -0.00955794+0.0465412j -0.0248321+0.0352187j -0.0068537+0.0554965j -0.0184726+0.0195815j 0.0110576-0.0354887j -0.0408191-0.0438052j -0.0281353+0.0251292j 0.00610769+0.016912j -0.00349419-0.00885862j -0.0209091-0.0167737j -0.0157457-0.000829518j -0.0117571+0.0026534j -0.0145129+0.0199596j -0.0474624+0.0266923j -0.0190539-0.0677378j -0.0103635-0.00685304j 0.015891-0.0288645j -0.0832149-0.0374881j 0.0386951-0.0991323j 
0.00257995+0.0031195j 0.00394935-0.00784409j 0.0116283+0.00240164j -0.00253261-0.0332334j -0.00613125-0.0200615j -0.00861418+0.00530464j -0.000291947-0.00687621j 0.0032352+0.00105008j -0.00651916-0.0076318j 0.0511407+0.0292784j -0.0375548-0.00543133j -0.00778688-0.035326j 0.0211341-0.00727793j -0.0124646-0.00913397j -0.022999-0.0322817j -0.0234053+0.0168818j -0.0346859-0.0137519j 0.01447-0.00848288j 0.00758621+0.0283937j 0.0367785+0.00230008j 0.0135945-0.0428271j 0.071516-0.0576078j 0.0977344+0.0110851j -0.0417949+0.0072251j -0.00131411+0.0186717j -0.0735288-0.0937136j -0.0125108-0.0567999j 0.0463393+0.00976265j 0.110371-0.0265324j -0.040978-0.0146544j 0.00739782+0.0660536j 0.00364624-0.0155824j -0.0118388+0.00630185j -0.0670389+0.033616j 0.0127841-0.0218547j -0.036953+0.0433145j 0.00390241+0.0310521j 0.0871634-0.0361165j 0.0102181-0.0106529j 0.0735193-0.0781028j -0.0115839+0.00235008j -0.0270055+0.00657803j 0.0161101+0.0270823j 0.0331346+0.00258484j -0.0217675+0.0142143j -0.0310684-0.0184403j 0.0189978-0.00894585j -0.0275881+0.0212316j 0.00150412+0.0182687j 0.0185839-0.00633928j -0.0381518-0.0143864j -0.014184+0.00660606j -0.00995061+0.00865894j -0.0245336+0.00601489j -0.00614164+0.0149252j 0.0205709+0.00208254j -0.0291604+0.0138705j -0.00633401+0.00133489j 0.0334748-0.00727311j -0.00992286+0.0100512j -0.000452404+0.00344178j 0.00557759-0.00723334j -0.00538766+0.00960161j 0.0248913-0.0107204j -0.016247+0.00973501j -0.00739438-0.0139572j -0.000613328-0.0219889j 0.0187054+0.00646483j -0.0111009+0.0123198j 0.0108206-0.0204122j -0.0162869+0.0043632j -0.0183453+0.00273294j -0.0119799-0.00463796j 0.00105225-0.00187043j -0.00341193-0.0162758j -0.0154816-0.00255693j -0.00426322+0.00637757j -0.00195066+0.00559679j 0.000404859+0.0126569j -0.0028256-0.00836424j 0.000322735+0.0113829j 0.00544473-0.0223037j -0.0197719+0.00215348j -0.00454791-0.00948883j -0.0161901-0.00407701j -0.0144884-0.00435711j -0.0170843-0.000239172j -0.00316495+0.00280252j -0.00464818-0.000872947j -0.0014672-0.00787636j -0.0122036-0.0192182j -0.00281744-0.00961147j -0.00516031+0.00772779j 0.0101725+0.0145098j 0.00836368+0.00634996j 8.51845e-05-0.0047401j -0.00499173+0.0034782j 
0.0112059+0.0149656j 0.00155521-0.00735952j -0.0147506+0.00412012j -0.00212646-0.00400111j -0.0227496-0.0220316j 0.00707163-0.0146147j -0.0107089-0.00489269j -0.0153385-0.00283827j -0.0108769+0.00611558j -0.00301121+0.0215484j -0.0331574+0.00284075j -0.0181631-0.0315125j -0.00760446-0.00316784j 0.0127975+0.00707754j -0.00101556-0.00606869j 0.0620358-0.00650916j 0.0010969+0.0151674j -0.0256162-0.0230112j 0.0129378-0.0246704j 0.00708966+0.00393516j -0.0285581+0.00680859j 0.0218285+0.0247558j 0.0172085+0.0509901j -0.000170674-0.00942843j 0.0225305+0.0365892j -0.054549-0.00840056j -0.0451374-0.0223253j -0.0383319-0.0032739j -0.0340807+0.01933j 0.00693999-0.0178107j 0.0516015-0.058823j -0.0279737-0.0097681j 0.0210507-0.000650181j 0.0151538-0.035372j 0.0116125-0.0156915j 0.0140092-0.0606082j -0.00420203+0.0195643j -0.0201508+0.00521681j 0.00173933+0.0159144j -0.0111187+0.0164684j -0.00671221+0.00857096j -0.0266209-0.0274868j -0.0173229-4.67802e-05j 0.00949293-0.0394455j 0.0431596+0.0110687j -0.00949602-0.00781241j -0.0225802+0.0240277j 0.0263302-0.00845334j -0.00554263-0.0114567j 0.0139532+0.0102827j 0.0168352+0.0117481j 0.0125241-0.0055861j -0.00950766-0.00167063j 0.00376429+0.00156316j -0.0195476-0.0102698j 0.00590603+0.0106675j 0.0288336+0.00996057j -0.00560417-0.00371962j -0.0126044+0.00928682j 0.0117461-0.0231629j 0.00102668+0.0021992j -0.000227576+0.0112549j 0.00223445+0.00115714j -0.0137012+0.0195992j 0.00606489+0.00246822j 0.0137171-0.01469j -0.00293945+0.0120063j 0.00185934+0.000452071j -0.00725544-0.0155689j -0.0106622+0.0209393j 0.0103689+0.00958919j -0.0232216-0.00124558j 0.00882746-0.00757866j -0.010242-0.00825288j -0.0228794-0.00132892j 0.000259692+0.0190123j -0.00676018-0.00853999j -0.025398-0.0049182j 0.00312227+0.00523201j -0.0140716+0.00283124j 0.0157066-0.00677465j -0.0133968+0.0071149j 0.000692328-0.00277526j 0.00148013+0.000776544j 0.00278954+0.0159599j -0.00155599+0.00157462j -0.0080788-0.00279119j 0.00126666-0.00912649j 0.00784188+0.00611571j 0.000617136+0.00160382j 0.00196603-0.00601661j 0.003698+0.0127947j 0.0074162-0.0035621j 0.00658541-9.10193e-05j 0.00265566-0.0122763j -0.00542536+0.0109593j 0.00222419-0.00619449j 
-0.000727357-0.0264432j 0.0042131-0.00173161j 0.00444735-0.0226279j -0.00943891+0.0183144j -2.98246e-06+0.0531864j -0.00372378+0.0284106j -0.00585063+0.0144304j -0.00326851-0.0144971j 0.0123804+0.0114542j 0.00045699-0.0692663j -0.00381081+0.00784352j -0.00149735+0.0451193j 0.0135715+0.0091538j -0.00165916-0.0294915j -0.00788709-0.0246464j -0.00293509+0.0142739j -0.0326259+0.0211519j 0.0131247+0.0353439j -0.0108386-0.0398938j -0.00735131+0.0282338j 0.0269498+0.0556349j 0.0239254-0.0515443j -0.0477437-0.0604377j -0.0236233+0.0912749j -0.0282371-0.000956531j 0.0485071+0.133554j 0.0468037+0.0426442j -0.037185+0.0115963j 0.0333276-0.0243453j -0.0156737-0.0153063j -0.0485039+0.0209993j 0.0493272+0.0270493j 0.0203292-0.00302037j -0.0192451-0.0245032j 0.0584579-0.00115833j 0.0123728+0.00866126j -0.00118264-0.0155054j 0.044806-0.0619414j -0.0316322-0.0628978j 0.0683796-0.050168j -0.0121655+0.0516612j 0.0117073-0.0370158j 0.0105449+0.0285948j -0.0178165-0.0236069j 0.0145216-0.0442735j 0.00274154+0.0152475j 0.0107086-0.0313297j 0.00853031+0.026636j -0.0348087+0.0134007j 0.00033783-0.001736j -0.0108646+0.00210495j -0.0128986+0.00840222j 0.000647752-0.0194275j -0.0157905+0.0109863j -0.0178659+0.0282468j 0.013006+0.0029324j -0.0129855+0.0294682j -0.0167025+0.0123452j 0.0125079+0.00151283j 0.0260478-0.0101036j -0.0140802+0.0174457j 0.0078786+0.011531j -0.0186023-0.00195038j 0.0019256-0.0135439j -0.0185694+0.0155572j 0.0160083+0.00165388j -0.00375299-0.0179632j -0.00256551+0.00921894j -0.0116829+0.0205187j 0.0050629-0.026766j -0.00478378+0.00143842j -0.0131255+0.00760558j -0.00422006+0.00721639j -0.0013032+0.0157745j -0.00844355+0.00144288j -0.00456814-0.000425165j -0.00367119+0.019531j -0.00126832+0.0120416j -0.00124983-0.0115517j -0.00312768-0.0270004j 0.00359752-0.00350943j 0.000415278+0.00801926j -0.0058752-0.00670769j -0.00379233+0.00802175j 0.00803906+0.01124j 0.00254918-0.00164931j 0.00471332+0.0202657j 0.0011359+0.0111472j -0.00220763-0.01956j -0.00130003+0.00544673j -0.0140966-0.0107149j -0.000324507-0.0098538j 0.00658976+0.014746j 0.00142777-0.00754758j -0.00533207-0.00177503j 0.00233346+0.00490528j 0.00208094+0.00927266j 
-0.00677916-0.00774326j -0.0156772+0.000499726j 0.00314096+0.0302092j -0.000696718-0.0010471j 0.00772926+0.01466j 0.0160422-0.0151977j 0.0163759-0.00538782j 0.0179632+0.0117045j -0.0137906-0.0250734j 0.0254242+0.0393696j 0.0104525+0.00700725j -0.0198506+0.0389533j -0.0300664+0.0179696j 0.00891818+0.00747808j 0.00241553+0.0363009j 0.0209999-0.02767j -0.0145625+0.0201653j 0.0366526-0.00193902j 0.00572428-0.0124422j 0.00432136-0.00457732j 0.0290968-0.0308638j -0.0407018+0.0446435j 0.0617855+0.0386611j -0.0435569-0.0436889j 0.0109509-0.0254524j -0.0137106+0.0182863j -0.0227729+0.068446j 0.0297445+0.0165441j -0.0301456+0.058057j -0.0559972+0.0461856j 0.00273724-0.105079j 0.0994284-0.0707031j -0.0293062-0.0363673j 0.0219179-0.000262499j -0.024395-0.0469054j 0.0193816+0.00345504j -0.0368283-0.00364704j -0.0322185+0.116923j 0.0225607+0.00989459j -0.0201332+0.05322j 0.00839773-0.011377j -0.0229375-0.0626799j 0.0288515+0.0526028j -0.085132+0.0323531j -0.0107176-0.0199178j 0.0517613+0.0322562j 0.0103052+0.0330533j 0.0115443-0.0361203j -0.00441758+0.0132878j -0.0160333+0.027776j 0.0377916+0.00207283j 0.0194205-0.0207757j -0.0151548+0.03142j -0.0131395+0.00929247j 0.00959055-0.00415733j 0.0116352-0.0138974j 0.030148-0.0357093j -0.000213028-0.00241725j 0.0103358+0.0198736j -0.0112048-0.0386722j 0.00816467+0.0143155j 0.00396354-0.00971276j 0.0060681-0.014711j 0.0120945+0.0196452j 0.00226836-0.0224609j 0.0013767-0.00807165j -0.0118434+0.00422269j 0.014929+0.0146277j -0.000496674-0.0212001j 0.039901+0.0109804j 0.00783663-0.00113343j 0.00905555+0.0041664j -0.00325477-0.0113978j 0.00024175+0.00654413j -0.00783279+0.0130897j 0.0212112-0.0219933j 0.00999852-0.00844738j -9.87606e-05+0.00838958j -0.00328383-0.0125544j -0.0183836+0.0072752j -0.00213156-0.015686j 0.0175032+0.0323882j 0.00906296-0.00360939j 0.0229078+0.0083962j 0.0199731-0.0101581j 0.00464252+0.0018854j 0.0199688-0.00679104j -0.00756882-0.000416631j 0.00870751-0.0036638j 0.0201579+0.00670881j 0.000570037+0.00529146j 0.0111434+0.0165287j 0.00790815+0.00725367j -0.0144674+0.00912559j -0.0176535+0.00468986j 0.0102852+0.0103296j 0.0084276+0.00102119j 
0.0122844-0.0154932j 0.00627702+0.0157124j 0.00144414-0.0217194j 0.0218171+0.0122983j 0.00457843+0.034231j 0.00233756+0.00973731j 0.0208786+0.00361663j -0.019159+0.0263082j 0.0087045+0.0103858j -0.0365212-0.0278706j 0.00710014-0.00445988j 0.00872322-0.000396145j -0.0168653+0.0203848j 0.00927436+0.000447207j 0.0316618-0.0280292j 0.0364004-0.0466235j 0.00562103+0.00315314j 0.0369285+0.0128155j -0.0254123-0.0314432j -0.019312+0.0134422j 0.0272873+0.0290179j -0.0153471+0.0271932j -0.0522661-0.0496522j 0.0645577+0.0518623j 0.00870607-0.00178211j 0.069203+0.0462041j 0.0542229+0.0241817j -0.0303698+0.025286j -0.0469607+0.0553369j -0.00243937+0.00897159j 0.0100383+0.0129386j 0.0389019-0.054873j -0.00497789-0.0206337j 0.0150548-0.0378491j 0.00225591-0.00832861j 0.0403744+0.00252711j -0.0336059+0.0330518j -0.0371934+0.035921j -0.0204444-0.0507408j 0.00597388+0.0121006j 0.0389261+0.0255861j 0.0283695+0.0132088j 0.0273086-0.0127227j -0.0227327+0.042569j -0.0301141-0.000767629j 0.0085805-0.0213455j -0.00942582+0.018475j -0.0127397-0.0115111j 0.00557826+0.0140561j -0.0194261-0.00898141j 0.0405438-0.00578475j 0.0234317-0.00992526j -0.00539316+0.0216707j 0.0165225+0.00391639j 0.00531176+0.0177876j -0.0142182-0.00629251j 0.0203738+0.0119462j 0.00984153+0.00747873j 0.0098769+0.0156817j -0.0123726+0.00834295j 0.00485544+0.00583156j -0.00575594+0.0119015j 0.0260434+0.00656953j 0.00328345+0.00352624j 0.00494187+0.0139209j 0.00315815-0.00217189j 0.0133938+0.0114863j -0.018244-0.0121232j 0.00547367-0.000120537j 0.000483708-0.0132012j 0.00643995-0.00544873j 0.00271788+0.0027236j 0.00761127-0.0142513j 0.00758635-0.0185518j 0.00707225+0.0138454j 0.0053256-0.015367j 0.00487587-0.00857292j -0.00607488+0.00993619j -0.00129387+0.00598818j -0.00707504-0.000541662j -0.0122685-0.00817603j 0.0214859+0.00718747j 0.00198584+0.00798629j 0.0165491-0.014642j 0.00397606-0.003253j 0.000224272+0.000943579j 0.00369754-0.00545139j -0.000607645+0.00269688j 0.00617936-0.00675338j 0.0141608-0.00359134j 0.0124233+0.00701691j -0.00482588-0.00973439j -0.00676196+0.00564653j -0.010427-0.0026182j 0.00245103+0.0085637j -0.00215256-0.0142514j 0.00095429+0.00528124j 
-0.00939175-0.00296656j 0.0159397+0.00276046j 0.00884544-0.000595657j 0.00752538+0.00591148j 0.028287+0.0116065j -0.0214223-0.0018834j 0.005789+0.00213601j 0.0130732+0.0110405j -0.0234139-0.00991293j 0.0421722+0.00347558j -0.0336541+0.000662526j 0.0042063+0.000340869j 0.0176573+0.0105849j 0.00519258-0.00702396j -0.0425032-0.000967117j -0.0423135-0.00166154j -0.0675124+0.00765549j 0.0406447-0.00637769j -0.0315906-0.0137122j 0.0129121-0.0177091j 0.082008+0.00391084j 0.054788-0.0486422j 0.0505879+0.0228283j -0.0155816-0.0195048j 0.0223949-0.0505473j -0.0326118+0.0116949j -0.0596789-0.000349188j 0.0226373+0.00717721j 0.0543691-0.0258659j -0.0694812+0.0147995j 0.0566935-0.0139944j 0.0152142+0.0520374j -0.0573624+0.000867574j -0.0981724+0.0449732j 0.0102681-0.0140121j -0.0145762-0.00158782j -0.0163848+0.00699616j 0.0312737-0.0106958j -0.015306+0.0313804j 0.0781333-0.00655149j 0.0422059-0.00292113j 0.0094905-0.00677311j -0.0415896+0.0205645j 0.0113245-0.0362541j -0.0250776-0.010862j 0.00140489+0.0213232j 0.021457-0.0410905j -0.0104091-0.00296678j 0.0419215-0.00171587j -0.0273146+0.0258339j -0.0208518-0.00215104j -0.00354328+0.0080427j 0.00175268-0.0116465j -0.0158146-0.00681531j 0.0298739+0.00136916j -0.000500583+0.00229371j -0.0246773-0.00762295j 0.00117286+0.0225573j 0.0118785-0.00382081j 0.0047316-0.0151392j 4.41798e-05+0.00715533j 0.00378513+0.0151602j -0.00904205-0.0102086j 0.0192818+0.0035889j -0.00686588+0.00254781j -0.00663422+0.000437746j -0.00555928-0.0071326j 0.000787608+0.00282593j -0.00567471+0.0121751j 0.00932374+0.0143846j -0.00812183-0.0059996j -0.003803+0.00426482j 0.00709647+0.00185417j 0.00217989-0.00287448j 0.0142211+0.000562028j -0.0198181+0.0171338j 0.00339718+0.0145748j 0.00602031+0.00990733j -0.00907977-0.0131433j 0.00632859-0.00144237j 0.00226758+0.00195482j 0.015418-0.000711255j 0.00194496-0.0139914j 0.00529154+0.00472618j -0.0105299+0.00983754j 0.00365693-0.00435919j 0.00492555+0.00520212j 0.00397912+0.00436654j -0.0057691-0.00454442j 0.00313266+0.000438138j 0.00856147+0.00643911j -0.00750937+0.00162566j 0.00793938+0.0085169j -0.00678992-0.00584062j 0.00186295-0.000860768j -0.00313481+0.00187036j 0.00797259+0.00114909j 
-0.0140831+0.0131558j 0.00839768+0.0101117j 0.00366904+0.00351222j -0.00851312+0.00798924j 0.0266388+0.00322416j -0.0184045-0.00201129j 0.00902044+0.0140834j 0.0129651-0.016299j 0.0145815-0.0141815j 0.00401121+0.0157388j -0.0227322-0.00631199j 0.0147591+0.00916256j 0.0225941+0.0171333j 0.00578813+0.014903j -0.00202609+0.00301165j -0.00769969+0.0132206j -0.0202036-0.0251619j 0.0428854+0.00260047j -0.0349172-0.0207801j 0.0359623-0.0197263j 0.0537522+0.00688438j 0.0149463+0.0289335j 0.032926-0.0301421j 0.0596971-0.0537858j 0.00416224-0.0398684j 0.0628394+0.0206902j -0.00992645+0.015692j 0.0166396-0.0255742j 0.00947748+0.00895331j 0.00221262-0.0567282j 0.0801701-0.0551768j 0.0281223+0.0427022j -0.0569084+0.0326264j -0.093674+0.00274864j -0.0120764+0.0441954j -0.0192499+0.0233786j -0.0730933+0.0180496j -0.0126178+0.0047785j -0.0292463+0.0232476j 0.00905463+0.0574766j 0.0488357+0.00701339j -0.0309784+0.00818075j -0.0112576-0.000115071j 0.0250896-0.0276098j -0.0481734+0.000230576j -0.00138865+0.0207043j -0.0261004+0.00304119j -0.0229627-0.0035196j 0.0563674-0.00665816j -0.0221926+0.0124217j -0.0107926+0.00734665j 0.0148244-0.0138639j -0.023972+0.0127374j -0.0140238-0.0149346j 0.0463231-0.0298018j -0.000863586-0.017872j 0.0162772-0.0379439j 0.0166371-0.0147358j 0.00390592+0.005253j -0.00321702-0.00864493j 0.0163497-0.0113898j 0.0047865-0.0152109j -0.00100605+0.00488169j -0.00460338+0.0040178j 0.0207004-0.0209981j -0.00833618+0.00332315j 0.00222886+0.0209719j 0.00864339-0.0114461j 0.00846079-0.0016034j -0.0119745+0.0189245j -0.0104952+0.00167822j -0.00196073-0.000497183j 0.0244038-0.00196786j -0.000766696-0.00661336j -0.000863844-0.0154965j -0.0118497+0.0066724j 0.00776557-0.00951863j -0.00908714-0.0057138j -0.00381946+0.00913008j -0.0188072+0.0222948j -0.00879724-0.000554968j 0.0123375+0.0120814j 0.00336506-0.0075284j 0.00689079-0.00500894j -0.0127803+0.00329086j -0.00465654+0.0135391j 0.00929883-0.00721047j 0.0186478-0.0123811j -0.00728937+0.0201364j 0.00845307+0.00772977j 0.0113388+0.0086645j -0.0100413+0.0118293j 0.0129094-0.00787915j 0.00063238+0.00762813j 0.00414065-0.00482982j -0.00535039+0.00717065j 0.00825565-0.0141234j 
0.00699441+0.0170243j 0.0105079-0.00899646j -0.00264922-0.018764j 0.0111217-0.00801519j -0.0121291-0.0267558j 0.0050542+0.00174404j -0.00174005+0.0296486j 0.00298359+0.00730123j 0.0145227-0.0151352j -0.0291186+0.00710128j 0.0235254-0.0230002j 0.0354155-0.0452134j -0.021468-0.0224195j -0.0211937+0.0234344j 0.0266687-0.00141935j 0.0197022+0.0298146j 0.0185717-0.0476402j -0.0301955+0.0341285j 0.0145702+0.0138937j -0.0306539-0.0101264j -0.0694992+0.0169658j -0.0871723+0.0209996j 0.0419259-0.026395j 0.036925-0.0441367j -0.030675+0.0577207j 0.0194226-0.0916261j 0.0422071-0.0748686j 0.0106222-0.0391634j -0.0217402-0.0181633j 0.0417856-0.0504765j -0.0634131+0.126405j 0.102684+0.0130344j -0.00964912-0.00635489j 0.0645254+0.00970371j -0.0533669+0.0526333j -0.00441991+0.0788231j 0.00961002+0.0112077j -0.0700572-0.0281391j 0.0262664-0.0419683j -0.0631661-0.0161488j -0.0599727+0.0299337j -0.0129547+0.0438989j 0.0731498+0.015374j -0.018823+0.0128765j -0.0117929-0.0176041j -0.00728997-0.0193099j -0.0340434+0.00898684j -0.0126971+0.0480242j 0.00140232+0.0160819j 0.0268223-0.0172242j -0.0446089-0.00436594j 0.0173201+0.0171765j -0.0246694-0.00822734j -0.000824231+0.00917224j -0.00566286-0.00836658j 0.0280097+0.00717258j 0.00358515-0.00561317j 0.0144687-0.0126697j 0.00453742-0.0187719j -0.0142446+0.0435792j 0.0124766-0.00340373j 0.0018009+0.00188032j 0.0053071+0.0152637j -0.00624724-0.00853463j 0.00375199+0.00520174j -0.00899632+0.00371689j -0.00943365+0.0103315j 0.00796705-0.0245872j 0.0298874+0.00497621j -0.0183649-0.00850559j 0.00914803-0.00291882j 0.00435599+0.00630502j 0.014664-0.0172414j 0.0183921-0.00737705j -0.00519815+0.0125315j 0.0273434-0.0159142j 0.0333874-0.00203717j 0.00119241-0.0111995j 0.00827036+0.00388373j -0.0141062+0.00304393j 0.0212872+0.00215309j -0.00811968+0.000247511j -0.0278001+0.00885752j 0.00131666-0.0086159j 0.000918704-0.00618183j -0.0102696+0.00826576j -0.0040449-0.00819377j 0.000895671-0.00829537j -0.00485042-0.00124642j 0.00454986-0.0058041j -0.00877716+0.00650694j -0.00541065-0.0157146j -0.0148488-0.00612942j 0.00761839-0.00531634j 0.00797584-0.000631769j -0.00859046-0.0122081j -0.0129158+0.00221046j 
-0.0223737-0.0012889j 0.00487892+0.00806438j -0.0156934+0.00890049j -0.0172154+0.0081262j 0.0207373+0.00773719j -0.0110244-0.0227568j -0.021706-0.0207878j 0.0158631-0.0112271j -0.0223448+0.0083664j 0.0128622-0.00647891j -0.0333714+0.0250898j 0.00533132+0.0124278j 0.00691259+0.0254141j -0.0133172-0.0161592j -0.0472353+0.0133671j 0.0139439-0.0239099j -0.0351923+0.0438829j 0.0184034-0.0557042j -0.0255516+0.000531932j 0.00185231+0.00732249j 0.0360287-0.0483553j -0.0162955-0.0048824j 0.0452113-0.0651244j -0.0073407-0.0197832j -0.0241983-0.00283224j 0.0141389+0.0101161j -0.0429607+0.0382653j 0.0315046-0.0412919j 0.0159412-0.0377607j -0.0463897+0.104557j 0.0712801-0.0231185j 0.0706244-0.108634j -0.0257713-0.0154362j -0.0178843+0.0318434j -0.0392903+0.0163777j -0.00955955+0.0529853j -0.000947891+0.0657011j 0.0133592-0.0041207j 0.00129028-0.0594137j -0.0179432-0.0437161j 0.0305124-0.0208753j -0.0112952+0.0147509j 0.0727895-0.0483614j -0.0400145+0.0539551j -0.049612+0.0518284j 0.0167283-0.0182605j -0.0312263-0.00415229j -0.00544101+0.0279205j 0.0154995-0.0230854j -0.00312679+0.0256414j -0.0271258+0.00768397j 0.000116474-0.00149157j -0.0210953+0.00265813j -0.0120634+0.0244688j 0.0327031-0.00348798j 0.0194735+0.00103627j 0.0115355-0.00223234j 0.0413332+0.013177j 0.0167259-0.019478j -0.00656635+0.0372414j 0.0184897+0.000192859j 0.0104969+0.0106374j 0.00438476-0.0305162j 0.00688799-0.00597189j 0.0109146+0.0126397j -0.00426544+0.0069141j -0.0168829-0.0129056j 0.00941941-0.0189633j 0.0205346-0.0109568j -0.000521293-0.042673j 0.00284246-0.000790756j 0.00527111+0.00715266j -0.0119317-0.018324j 0.00075046-0.0212301j 0.00456523-0.00212053j -0.00852219-0.0100782j 0.0181244-0.0205707j 0.00546851+0.0137884j -0.012447+0.00351535j -0.0134845+0.0193727j -0.00755932+0.0123571j 0.0173207-0.0317182j -0.0123793+0.00593173j 0.000288935-0.0193652j -0.00971485-0.0126356j -0.00744149-0.00808611j 0.00323681-0.00564067j 0.0104738+0.0125947j -0.019772-0.0171885j -0.00250426-0.0333616j -0.00493294-0.00185456j -0.0133367-0.00510014j 0.0226217+0.0108209j -0.00479652-0.000268793j 0.014894+0.00321451j -0.00943092+0.00196203j 0.0191384+0.00111656j 
-0.00542467+0.00797068j -0.00946692+0.00163452j 0.00788059+0.00879795j 0.00758461+0.00878682j -0.022233-0.0048766j 0.0124968-0.0173047j 0.016291-0.00210371j -0.010477+0.0102075j 0.00586322-0.000576689j 0.00326819+0.00449094j 0.0137437+0.00883812j 0.0116369+0.00956622j -0.0302462-0.0172052j 0.00907294+0.0078079j 0.0385769+0.0329883j -0.00292866-0.00553817j -0.00441856+0.0395793j 0.00773428-0.0115665j 0.00715111+0.00952163j -0.00171637+0.0220735j -0.0111273+0.000218038j 0.0407974-0.0171051j 0.0317937+0.0652062j -0.00816847+0.0298865j 0.0329992+0.0163323j -0.000442344+0.0328889j -0.0117977-0.0142088j -0.0143129+0.0541372j -0.00742025-0.0488309j 0.0213439+0.060106j -0.0674255-0.00343392j 0.0334009-0.0240726j -0.0158751-0.0309559j -0.0214399+0.0283335j 0.019557-0.0922321j -0.000156914-0.00661724j -0.0237514+0.00217788j -0.0234377-0.0212814j -0.0113522-0.00993428j 0.022943-0.0236354j -0.0323319+0.0281957j -0.0103982-0.0389841j -0.0152963+0.0152012j -0.0121064+0.00879077j 0.00445366-0.0234032j -0.0182735+0.0255133j 0.0289833+0.0114538j -0.0029835-0.0243685j 0.0288283+0.021872j -0.0276605+0.00674333j 0.00421497+0.0151994j 0.023135+0.0217227j 0.0138173-0.00396778j -0.00690989+0.034123j -0.00884346+0.021332j 0.000382548-0.00806729j 0.00148823+0.0149649j -0.0109744+0.0125467j 0.00745845+0.0134119j 0.00155472-0.0389422j -0.00880084+0.0138494j 0.00837068-0.0188548j 0.00707644+0.0143459j 0.00308327+0.0100921j -0.0118799+0.0126032j -0.0136118-0.0104771j 0.00782719-0.00723724j -0.00152553+0.00712641j -0.0168961+0.00886864j 0.027968-0.00793408j 0.0125895+0.00313118j 0.00962768+0.022727j 0.008743+0.00269031j 0.0218085+0.000392918j 0.00602555+0.00951983j 0.00935116+0.00468428j -0.00879138+0.0186021j -0.00487028-0.00763336j 0.00542412-0.0109927j -0.00689542-0.0131419j -0.00336621-0.0067976j 0.0150799+0.0118226j 0.013691-0.00242573j 0.0159575+0.0276799j 0.00330526+0.00208129j 0.00208581+0.000998926j 0.00820316+0.00142472j -0.00718586+0.0103073j 0.0099607-0.00140189j 0.00751765+0.0133342j -0.00729137+0.0121753j 0.00643886+0.000278472j -0.00547883+0.00837792j -0.00629207-0.000534552j -0.0135022+0.00871447j 0.0126308+0.00475515j 0.000961444+0.0019275j 
