0.00046557+0.0164495j 0.0205595-0.00666906j -0.0247664+0.0140712j -0.00896486+0.02903j -0.0130919-0.0123611j -0.0140802+0.0219784j 0.0165559-0.000698052j 0.0133201-0.00320729j -0.00305688+0.0439606j -0.0141443+0.0161399j 0.00572803+0.0272747j 0.00385725+0.00633291j -0.0124128+0.00464263j 0.00867543-0.026363j -0.0140442-0.0214009j 0.00121417-0.00837365j -0.0334746-0.00926006j -0.00218474+0.0289632j 0.0165664+0.0625256j -0.00772858+0.00480221j 0.00318011-0.00063252j -0.000719668+0.0215459j 0.0154484+0.00137264j 0.0114141-0.00394575j 0.0082582+0.0115308j -0.0313671+0.00450011j 0.0266163+0.0224372j -0.0054562+0.0146907j -0.00257527-0.00103173j 0.0340407-0.0375319j 0.0195615-0.0149435j 0.00464361-0.00596484j 0.00679213+0.0329123j 0.00654965+0.0096842j -0.0026504+0.0336885j -0.0135566-0.0170366j 0.0212583+0.0147611j -0.0245188+0.00805548j -0.00791171+0.0243374j 0.00352173-0.0382965j -0.0597071-0.0219343j 0.0118621+0.0210102j 0.023292+0.0280718j 0.0184597+0.00336716j 0.00572863-0.0289871j -0.0241153-0.041811j 0.0233667+0.0341162j 0.0177959-0.033142j 0.00272166-0.0258624j -0.0569027+0.0221206j -0.0269212+0.0296227j 0.0120743-0.00171669j -0.0248851-0.000777265j -0.0183441-0.00962642j 0.0201896+0.0206444j 0.0308439+0.0338653j 0.00546477-0.0338801j -0.0243482-0.0529746j -0.00558859+0.0051286j 0.053678-0.0321134j -0.0103771-0.0155174j -0.00714215+0.024218j 0.0457867+0.0137615j 0.00641397+0.010608j 0.00624041-0.0297342j -0.00825119+0.00114746j -0.00164606+0.0302988j -0.028336-0.00937661j 0.0210424+0.00529211j 0.00974555+0.00851231j -0.00293837-0.0151211j -0.0267529-0.00230369j -0.00876748+0.0167451j -0.000188886+0.0438031j 0.0229474+0.0364954j -0.0306937+0.0210611j 0.0624543-0.00108066j -0.0231782+0.0133297j -0.00955794+0.0465412j -0.0248321+0.0352187j -0.0068537+0.0554965j -0.0184726+0.0195815j 0.0110576-0.0354887j -0.0408191-0.0438052j -0.0281353+0.0251292j 0.00610769+0.016912j -0.00349419-0.00885862j -0.0209091-0.0167737j -0.0157457-0.000829518j -0.0117571+0.0026534j -0.0145129+0.0199596j -0.0474624+0.0266923j -0.0190539-0.0677378j -0.0103635-0.00685304j 0.015891-0.0288645j -0.0832149-0.0374881j 0.0386951-0.0991323j 
-0.00134907-0.00185684j 0.0131165-0.0136456j -0.0122087+0.00931911j -0.00177452-0.00199762j 0.00519592-0.0025975j -0.00243824+0.0070714j 0.0263345+0.0023435j 0.0134197+0.00273045j -0.0179365-0.0180975j -0.00135303+0.00498304j -0.001587-0.00367789j -0.00444909-0.00408021j -0.0285488-0.016217j 0.0276509-0.00169472j 0.0241302+0.015178j 0.00313739-0.01332j -0.00876998+0.0276419j 0.00957115-0.0116258j -0.0308919+0.000427243j -0.0209259+0.0113425j 0.0259763-0.0259684j -0.0118339-0.00302879j 0.016965-0.0194328j 0.0103004+0.0080013j 0.0326781+0.00595609j 0.00071204+0.00323415j -0.00928732-0.0188886j 0.0212213-0.0146422j 0.0016773+0.00835043j -0.00493222-0.0081705j -0.00203431-0.012754j 0.0249832+0.00246891j -0.0269302-0.0104255j 0.022767-0.0408399j -0.0580775+0.0217166j 0.0303486-0.0181586j -0.030154-0.0158875j -0.0080357-0.00738711j 0.0222728+0.0200836j 0.0157292+0.00262141j 0.0532635+0.0134306j 0.018875+0.0173997j 0.0199542-0.0701181j 0.0131575+0.000328398j -0.011624+0.0241982j 0.0538413-0.0128018j 0.0389034-0.0260233j -0.0417397-0.00295077j 0.00428539-0.0104976j 0.0102423+0.0504017j 0.0416612+0.00668318j -0.0039505-0.0135688j -0.0115553+0.0168523j 0.0031321+0.00818294j 0.0259706-0.0275017j -0.0100576-0.00714205j 0.00514741-0.00318606j -0.00257757+0.0165715j -0.00861247+0.00231262j -0.0335596-0.0206633j 0.00633153-0.00522507j -0.00549851+0.0171698j 0.0202082-0.027245j 0.00509748-0.0134137j -0.0147292-0.000372078j -0.0163749+0.0110137j 0.0332386+0.0237379j -0.0134696+0.00679776j 0.0222945-0.0145133j 0.000208564-0.0117126j -0.000192552-0.00227494j 0.011793+0.0231903j 0.00812414+0.00851784j 0.014932-0.0202713j 0.0196905-0.0324939j -0.00493458+0.0147201j 0.02587-0.0369019j -0.00730277-0.00035756j 0.00532437-0.0108833j 0.00961077+0.0100429j -0.0110092-0.0144193j 0.0434553-0.0282137j 0.000637708+0.000377585j 0.0157016+0.045214j 0.033347-0.0157379j 0.00485238-0.0133107j 0.0144755+0.00669978j 0.0145567+0.0372771j 0.0157161+0.0278172j 0.0592688+0.0135373j 0.0196812+0.0077525j -0.00812046+0.0170502j 0.0161216+0.013358j -0.00915944-0.00337048j 0.00470183-0.0256115j -0.0111236+0.0133731j 0.00519438+0.0259834j 
-0.0151721-0.0096153j 0.0060069-0.00295634j -0.00937471+0.00530481j -0.0291267-0.0174437j 0.0167718+0.00668661j -0.00785701-0.00546659j -0.022692-0.0151959j 0.000651219-0.00829107j -0.0143483-0.0304902j -0.00698834+0.0112284j -0.0273738-0.0187137j 0.00669438+0.00965065j 0.0261235+0.00660848j -0.0174439-0.00406744j -0.0232802+0.0212139j 0.011283+0.012378j 0.00551037+0.0273962j -0.0118533-0.0192942j -0.0153543-0.0281695j 0.0206694+0.0189426j -0.0361087-0.0290587j -0.0157541-0.0248488j -0.0110827+0.00457402j -0.00226237+0.00642132j -0.0451996-0.00719618j -0.0170192+0.0121339j -0.00975059-0.0343304j -0.0252565-0.0140113j -0.00207436+0.0044317j 0.0388635+0.0123655j 0.0394852+0.0153692j -0.0184565+0.034068j -0.00197783-0.0529479j -0.0169373-0.00811239j 0.0160201-0.0202658j -0.00296465+0.0493698j 0.0313676-0.0134382j 0.0222582+0.018263j -0.0232422-0.00615548j -0.000757478-0.0101832j -0.039475+0.0613967j -0.0615254-0.044435j -0.0152222+0.0164727j 0.0234256+0.00777027j 0.0356241-0.0171664j 0.0234415+0.0607813j -0.0307642-0.0146044j 0.017394-0.0534898j -0.00331624-0.000403058j 0.00209125+0.0699629j -0.00808098+0.0396458j -0.000729165-0.0202815j -0.0302388+0.0114664j -0.00280394+0.0407052j 0.0255087+0.0279634j 0.00995285-0.0130006j 0.00898642-0.0123851j 0.0268122+0.0465697j -0.0121558+0.0124334j 0.0447627-0.0437254j 0.0104656+0.0141947j 0.0104422+0.0227474j -0.0357919-0.0451611j -0.0194964-0.0204685j 0.0190533-0.0115815j 0.0143058-0.000526238j -0.0337932+0.0139742j 0.0158975+0.0126819j 0.00349482+0.00707276j -0.0458888-0.0594829j 0.00385465+0.0337859j -0.00379432+0.0314977j -0.00321692+0.0171608j -0.0291376-0.00320412j -0.0288019-0.0282833j -0.0228269-0.00804416j 0.00671679-0.00991345j -0.0175022+0.00183971j -0.0207415-0.0265161j -0.0263943-0.0303239j -0.0209959-0.0193531j -0.0269137+0.00889079j 0.0135543-0.00853873j 0.0088832+0.0408969j -0.0238857-0.00264366j 0.00687188-0.0118964j 0.0304799+0.00321903j -0.0241775+0.0559653j -0.00142342-0.023985j -0.039995-0.00755558j -0.0177276-0.00721185j -0.0486961+0.0301245j 0.0230939+0.034512j -0.00877004+0.0303104j 0.0256354+0.00539498j -0.0130753+0.0171359j 0.0374394+0.0289333j 
-0.00778787+0.0250026j -0.0169636-0.00734357j 0.0257999-0.0075768j 0.00878769-0.0049003j -0.000801409-0.0430732j 0.00992616-0.0151605j -0.00430959-0.0082641j -0.00234043-0.0206989j 0.00655718+0.0127134j 0.0158135-0.0350584j 0.0126994-0.0238112j -0.0023256+0.00217643j -0.000449274+0.021659j -0.0140518+0.00443929j -0.0228271+0.00411234j -0.00414605-0.0103297j 0.00280023-0.0158886j 0.00552571-0.0352419j 0.0359378-0.0154448j 0.00482898+0.00559288j -0.0215368-0.0202809j 0.0136422+0.0208589j -0.021325+0.00597729j -0.0112238+0.057465j 0.00273988-0.0239969j -0.0389856+0.0110561j 0.011002-0.000299139j -0.016605-0.0446455j -0.00662631+0.0576784j 0.0185158-0.0357678j 0.0349461-0.042632j -0.0187088+0.0873267j 0.00867164+0.0372871j -0.0074791+0.00460891j 0.018735-0.00755283j -0.0200403-0.00365181j 0.0226364-0.00686698j 0.000414398-0.0347936j -0.00451301-0.0202792j -0.0178872+0.0133007j -0.020657+0.0511094j 0.0503497+0.0651533j 0.000700156+0.0743588j 0.046936+0.0644868j -0.00214334-0.0645857j -0.0460389-0.0233641j -0.00519761-0.0331985j 0.0161254-0.00849192j -0.0101819+0.00795814j 0.0122967+0.0835207j -0.0176873-0.0642771j 0.0050378+0.000916684j -0.0224932-0.0304954j -0.00141238+0.000160503j 0.0194671-0.018331j 0.0209459+0.00536672j -0.0167395-0.0371834j -0.00976223-0.0102847j -0.0102996+0.0246623j 0.0414985-0.0251284j -0.004846+0.0118726j 0.0321752+0.0027306j 0.0150904-0.00187173j 0.0151383+0.00693969j 0.00938564-0.0263658j 0.0149832-0.000767381j -0.00210441+0.0303364j -0.0168577+0.0121364j -0.00256927+0.0256654j -0.000173256-0.0322719j -0.0142287-0.00210066j -0.0102325-0.0212527j -0.0018545-0.00440879j 0.00701162+0.0219179j 0.0187333-0.0314198j -0.00578551+0.0124345j 0.00689752-0.00809288j 0.0239547+0.0148528j -0.0197429+0.0230937j 0.0164036-0.00217813j 0.0224191-0.028073j -0.0206594+0.013072j 0.0168997-0.0717478j -0.0420843+0.0159739j -0.027602-0.0165172j -0.0106286-0.0175304j -0.0122739-0.0468842j 0.00139534+0.0247543j -0.0207254+0.0209137j -0.0422036+0.00797984j 0.021796-0.0123182j 0.00705241+0.00519738j -0.0141606-0.00603343j -0.0012224+0.0430838j -0.0334388-0.00017083j -0.00413069+0.0371049j 0.00588925-0.0114355j 
0.0142371-0.00425543j 0.0186817+0.0100471j -0.0151378-0.0145953j -0.00181188-0.00608539j -0.0124595+0.016692j -0.0134806-0.015058j 0.0185378-0.00417096j 0.0101805+0.00763263j -0.00689002-0.000237646j -0.0262775-0.00853283j -0.00878771-0.0308912j 0.00943304-0.000569807j -0.00885715+0.021408j 0.0164942-0.0177075j 0.0128951-0.0206867j -0.0162455-0.0120534j -0.0313718-0.0083946j -0.00689113-0.0128622j -0.030073-0.0162398j -0.01582-0.00444379j 0.00775681-0.0317583j -0.00355113-0.0221555j 0.00181766-0.0203479j 0.0344243+0.00813368j 0.00561964-0.0369306j -0.00985552-0.0134576j -0.0081715-0.0190248j -0.00616963-0.0144738j 0.0199709+0.00134814j 0.0144668+0.0266823j 0.00419973+0.0439023j 0.0226672-0.0101288j 0.000690209-0.00606467j 0.00213485-0.0191818j -0.0377968+0.00207394j -0.00187382-0.00693021j -0.0156951+0.0185822j -0.021803-0.00194662j 0.0148393-0.00355414j 0.0256377+0.00868359j 0.00890452-0.0252212j 0.0197918-0.0284829j -0.00562948-0.0260058j 0.0393081+0.0396751j 0.0228494+0.0469376j 0.0449045+0.0295065j 0.029253+0.00034005j -0.0205383-0.00227653j 0.00714712-0.0133642j 0.00473129+0.0303161j 0.00593165+0.010863j -0.00434807-0.012648j -0.0410649-0.0453399j -0.0103826+0.00302934j 0.0165328+0.0366163j 0.00060305+0.0135541j 0.00754598+0.0143966j -0.0012545+0.0254736j -0.0261575-0.0447306j 0.00416411+0.0385483j 0.00682843+0.00894524j -0.0169136+0.00259606j 0.0170998-0.0189937j 0.000411167-0.00473612j -0.00648756+0.0204329j -0.00870793+0.00131929j 0.0151289-0.0161172j -0.0085966-0.00119952j 0.02554+0.00850951j -0.024659-0.0266891j 0.00201383-0.0021071j -0.00712595+0.00271506j 0.0181654+0.0204621j -0.00239676-0.0239908j 0.000222146+0.0188005j -0.032958-0.0232464j 0.0246568-0.00120273j -0.0300778-0.0327071j -0.0084158+0.0149844j -0.0120022-0.00157237j -0.0124638+0.0139989j -0.015104-0.0184174j 0.0169163-0.00669739j -0.0103488-0.0388183j -0.0384293-0.0232382j 0.0244161+0.0203679j 0.0102416+0.0147786j 0.0272806+0.0400379j 0.0152509-0.0110424j 0.014068-0.00280523j 0.00448628-0.0127906j -0.00461101-0.0151848j -0.0324315+0.0186146j 0.0113641-0.0136762j 0.029786+0.00447316j -0.0131983-0.00974311j -0.00600465-0.0127425j 
-0.00703027-0.0139164j -0.000585962-0.0135972j 0.0131841+0.0204294j 0.00928394+0.0108796j 0.0209232+0.00751412j 0.000681606+0.015073j -0.0132435+0.0109148j 0.00692593-0.00790512j 0.00861964+0.00897134j 0.0178874+0.0233943j 0.0249891+0.0130963j 0.0135666-0.0126496j 0.012483-0.0139717j -0.0317541+0.000627521j -0.00707149-0.0134526j -0.00811728+0.00506932j 0.00132338+0.0161082j 0.0143464+0.0306298j 0.028675+0.0353509j 0.0161275-0.00567545j 0.0062835+0.002835j -0.0127883+0.0162955j -0.0305237-0.00325072j -0.0296546-0.0284022j 0.00300236+0.0313653j -0.0120226-0.01237j -0.0242692+0.0276903j -0.00697356+0.0145168j -0.030456-0.0239097j 0.007934+0.00405309j 0.0521915-0.00415066j -0.0338392-0.0361003j -0.029938+0.00118544j -0.0266578+0.00844584j 0.0312116+0.0228635j -0.00219128-0.00526158j 0.00859898+0.00286901j 0.0093056-0.0104753j 0.0293853-0.0335121j -0.0479273+0.0135858j -0.0297351-0.00788652j -0.0128378+0.0283553j -0.05349+0.00681037j 0.000653433-0.0426526j 0.0408809-0.0339514j 0.0059143-0.0761391j 0.0358163-0.0340509j -0.0508021+0.0594974j -0.0227449+0.0119522j 0.0183487-0.0346385j 0.0725974-0.0561751j -0.00837672+0.0113724j 0.00504582+0.0405053j 0.00604711+0.0136248j 0.0613925-0.0640316j 0.0415442-0.0285008j -0.0166799-0.000703392j -0.0168124+0.00776325j -0.0278593+0.0224051j -0.0151827+0.02165j -0.011443-0.0107603j 0.0505138-0.00711457j -0.0373697+0.0300974j -0.0280435+0.0352991j -0.0127394+0.026491j 0.0260189-0.0236276j 0.04326-0.0200431j -0.0144072-0.0213099j -0.00665823-0.0168456j -0.0113524+0.0379213j -0.00751306+0.00134745j 0.0248712+0.00766525j 0.00880477-0.00735692j 0.00933772-0.00336638j 0.026852+0.0197482j 0.00320611+0.00682121j 0.000756937+0.0310208j -0.00714747+0.0151853j 0.0149428-0.0391602j 0.0394596+0.00815514j 0.0356235-0.00882135j -0.0214879-0.0156609j 0.0153978+0.0193052j -0.0358981-0.0170451j 0.0181184-0.0225297j 0.0276765-0.0285187j 0.0509941-0.00351415j 0.0623778-0.0523927j -0.0180134+0.0139634j -0.0404619-0.00814867j 0.00839198-0.0240108j 0.0235183-0.0164649j -0.0183987+0.00457619j -0.0202112-0.0339427j 0.0113105-0.0374726j -0.0111938-0.0193871j -0.0262248+0.0113215j 
0.0136598-0.0103773j -0.00220321+0.00516481j -0.00220889-0.0107175j 0.00674255-0.0219717j -0.0065579+0.00975218j 0.00732496-0.00962978j 0.0105342-0.0230865j 0.0100287-0.016318j -0.00170778-0.00159618j -0.0192691+0.0024673j 0.000451444-0.0204501j -0.0137626+0.000438075j 0.00320158+0.0328294j 0.013117-0.00175908j 0.0162352-0.0225874j -0.0296422+0.0204716j -0.000199941+0.0326538j -0.0147345-0.030706j -0.0242835-0.00758546j -0.0159769+0.0113451j -0.0110302-0.0114061j 0.0368993-0.000960983j -0.0601762-0.0135515j 0.00571979-0.0149107j 0.000388478-0.0476688j 0.00236348+0.00558133j -0.0125935-0.0145501j -0.0136271-0.0226208j 0.0181943-0.00845271j -0.0136952-0.0221816j -0.0368289-0.000780587j -0.0464355-0.0168637j 0.0343598+0.030037j -0.0101405+0.0297051j 0.00408713-0.00323957j -0.0378115+0.021036j -0.0210478+0.0482871j 0.0167015+0.0542538j 0.0219491-0.00276629j 0.0442517-0.0202091j 0.0105848-0.00296764j 0.0243654-0.0800834j -0.0806866+0.0508298j -0.00782778+0.0109339j 0.0568337+0.000263095j 0.0215512+0.0394606j 0.0231074-0.0153582j -0.0167609-0.0177472j -0.019225-0.0282408j 0.0347695+0.0358298j 0.0395312+0.0193487j -0.0288872-0.00432095j 0.021777-0.00506133j 0.0134914+0.0107456j -0.0166725+0.0121639j -0.0254411+0.0194722j -0.0225641-0.0194735j -0.0253664-0.0125949j -0.000312352+0.0106254j -0.0458659-0.00463245j -0.0148231+0.00763925j -0.00786349+0.0176448j -0.00841751-0.0337942j 0.000159587-0.0235154j -0.00277919+0.0104877j 0.0156086+0.0195068j 0.0398162+0.0127553j -0.0154132-0.00708533j -0.0321124+0.0199253j -0.00420527+0.00123557j -0.000404051+0.00942563j -0.00156491-0.0144805j 0.0230935-0.0193882j -0.0122196-0.000543636j -0.00729107-0.01512j -0.00749212-0.00746932j -0.0293799-0.032799j -0.00567872+0.00765778j 0.0127861+0.0216305j 0.0398812-0.0116341j -0.000743431+0.000348136j 0.0128357+0.0229816j 0.0180478+0.00602504j -0.0112858-0.0215194j 0.00970096+0.0211603j 0.00113968+0.0245899j -0.00454074-0.0233159j -9.02914e-05+0.017887j 0.0320832-0.0294927j -0.0168069+0.0260454j 0.0224323-0.00397505j 0.0354487-0.00237222j 0.00914702+0.00746683j 0.0080238+0.00305901j 0.0040514+0.0213486j 0.00986623+0.0118285j -0.0086759+0.0134036j 
-0.00519955+0.00538092j -0.0149152-0.000720126j 0.0147796-0.0115257j -0.00157921-0.00284017j -0.00210131-0.00494011j 0.00560648-0.00253805j -0.0174743+0.0153901j -0.00415823+0.00586774j -0.00334227-0.0111801j 0.00957379-0.0246181j 0.00212323-0.00322298j 0.00676357-0.0258995j 0.00885422-0.00706962j -0.0233326+0.0301831j -0.00349161+0.014185j -0.0134745-0.0129099j -0.00243133+0.000442586j -0.00433034-0.0182596j 0.0074384-0.0351048j 0.0125914-0.0274748j -0.0305389+0.0122474j -0.00192503+0.00890919j -0.0225049-0.0420097j -0.00477089-0.00646467j -0.00824701-0.00273042j -0.0169013-0.0117981j 0.00453487-0.00982965j -0.00773916-0.0148732j 0.0191803+0.00667058j 0.0239467-0.0207997j 0.0184495-0.0559159j -0.0216868-0.00764166j -0.00275469+0.0342975j -0.0206843+0.01737j 0.0261123-0.0334763j 0.0028479-0.0324199j 0.0142641-0.0364595j 0.00172449-0.00239629j -0.015337+0.0104044j 0.00247329+0.0639685j 0.000273371+0.032557j 0.0483698+0.0392935j -0.0504931-0.0271581j 0.0163533-0.0197537j 0.0128961+0.0212523j -0.0465453+0.0381728j -0.0376729+0.0230422j 0.0158648+0.00683746j 0.00327806-0.00961822j 0.016288+0.00706081j -0.0277535+0.0090898j -0.0124328-0.0170644j 0.00846837+0.00399044j -0.00711827+0.015243j -0.0342138-0.0312421j -0.0154737-0.0311093j -0.0100007+0.00329509j 0.0288689-0.0126044j -0.00842895+0.00238046j 0.0180335-0.0145572j 0.00759518-0.0037857j -0.00974991-0.0430627j -0.025049+0.0088305j -0.00709517+0.0194667j 0.00377717+0.0179568j -0.0049973+0.00722591j -0.0214504+0.0138666j 0.0211681-0.0110344j -0.00331794-0.0246142j -0.0298443+0.0243042j -0.0104103-0.00738683j 0.00268248+0.00805165j -0.000393246+0.00277241j -0.016575-0.0387106j -0.0116351-0.0319042j -0.0025801+0.0213345j -0.0227571-0.0194675j 0.00193283-0.00294413j -0.0028477+0.00245376j 0.0262504+0.03635j 0.0039884-0.0152847j -0.0203922+0.00530939j -0.0289212+0.00545275j 0.0139098-0.0264863j -0.0179084-0.0266207j -0.0261781-0.0112224j 0.00446424+0.0202449j -0.0224239-0.00238068j -0.0140387+0.0545837j -0.0173844-0.00835304j -0.0160782+0.0350765j 0.00102642+0.00226311j 0.0174814+0.00315422j 0.00849571-0.00813553j 0.00108943-0.00237144j 0.0166042+0.00610381j 0.00861154+0.00912598j 
-0.00664261-0.00162807j -0.00827506+0.000871416j 0.0103387-0.00257562j 0.00271321-0.00378124j 0.00157657+0.00417312j 0.00818405-0.0053899j 0.00262241-0.00524854j -0.000260526-0.0154598j 0.000322498+0.0173944j 0.0102307-0.00270749j 0.0201651-0.00863226j 0.00325848-0.00790898j 0.00199629+0.00570832j -0.00214055-0.00500615j -0.00244078-0.020763j 0.00819203+0.00677315j 0.0179833-0.00685657j 0.0128408-0.00435413j 0.020639+0.0184491j 0.0138863-0.00527512j 0.0263698+0.0159426j 0.0129404-0.00117405j -0.0148501+0.0282451j -0.0156019-0.000100483j 0.00498946-0.00958992j -0.0054496+0.00367651j 0.0021925+0.0116445j -0.00522847-0.00452043j -0.0145368-0.00559207j -0.0427011-0.0067591j 0.00125209-0.00678028j -0.00870086+0.0184114j 0.0250552+0.0141731j 0.0252833-0.00666107j -0.00397949+0.0200248j -0.00575696-0.0114808j 0.02193+0.0288408j 0.0216142-0.025892j 0.0301259-0.0265575j -0.0270429-0.00227168j -0.00260047-0.0228839j 0.0269275-0.0073072j 0.036081+0.0389155j -0.00261723+0.00269251j -0.0122239-0.0294718j -0.0153982-0.0399514j 0.0195011-0.034792j -0.0216907+0.0564555j -0.0212813+0.0114972j -0.00620003-0.0191297j 0.00816207-0.0577344j 0.010152+0.0177693j 0.0111159-0.0201491j -0.00773075-0.0168019j 0.0141712-0.0222331j 0.0336263+0.0108112j -0.0111207+0.00858353j -0.0426809+0.00893863j 0.00170045-0.00354108j -0.0231689+0.0510458j -0.00498016+0.00157792j 0.00993675+0.00589066j -0.00762986+0.0103038j -0.0233113+0.0216544j -0.009459+0.0155277j 0.0158798-0.00902154j 0.0428556-0.0325379j -0.00740471-0.0013127j 0.0128196+0.0140508j 0.0067259+0.0181762j -0.0294495+0.0150466j -0.00833745-0.017243j -0.01522-0.0110231j 0.00658138+0.00855994j 0.00544958+0.00307961j -0.027806+0.0112628j 0.00494596+0.0219683j -0.00425882+0.0216948j 0.0265435-0.0106077j 0.00437204-0.0290201j -0.0210544+0.000677007j 0.030673-0.0053038j -0.0235654-0.0197817j -0.00150919-0.00717003j 0.0316084-0.00742838j 0.0139168+0.0179404j 0.00951623-0.0133945j -0.0230305-0.0352782j 0.00374594-0.00688186j 0.0167103-0.00392682j 0.000572025-0.0224631j 0.0234579-0.0351981j -0.0410334-0.000371778j -0.0188665-0.0243094j 0.00702156-0.0239132j 0.00967645-0.00602894j 0.000438684+0.00197452j 
-0.000772193+0.0071685j 0.00273646+0.0154227j -0.00259694-0.0028581j -0.00712803-0.0033212j -0.00374075-0.00130729j -0.0126556-0.0242305j -0.0132164-0.000345491j -0.0316877+0.023372j 0.012397-0.00369636j 0.0056149-0.0100452j -0.0181102+0.00743489j -0.00861265+0.00226555j 0.0255961+0.00261512j 0.0106895+0.00475159j -0.0187953-0.0202387j 0.0217417-0.0181582j 0.0314565-0.0387709j -0.0161471+0.00250493j -0.000342482-0.00236383j 0.00236759-0.0234587j 0.0118416+0.0170379j 0.0228631-0.00992797j 0.0161486-0.00763071j -0.0198199-0.0149502j -0.0252949-0.0248072j 0.0040003-0.0399651j -0.00849225-0.000653634j -0.0162858+0.0144181j -0.0129122-0.000829397j -0.0409986+0.0129602j -0.0148614+0.0472082j -0.0129112+0.00801281j 0.050103-0.0116291j 0.0553622-0.0100742j -0.0406401-0.0323503j 0.0103639-0.0288713j 0.0324665-0.00839159j 0.0616854-0.0252989j 0.0368856+0.042022j -0.00549704-0.0336607j 0.0378305+0.0208979j -0.0162014+0.117933j 0.0974888-0.020682j 0.0250142+0.00882535j -0.0315508-0.00540875j 0.0556675-0.00311117j 0.0408534+0.0306085j -0.0666354-0.00573224j -0.0435074-0.0172068j 0.0174146-0.0335804j 0.0565951-0.0126676j -0.0189462-0.0241348j -0.000850101-0.0316604j 0.00203144-0.0166402j 0.0425152+0.0218815j 0.0295677+0.0235593j -0.0277873+0.000757131j -0.0435643-0.0152454j 0.0233547-0.0317122j -0.037999+0.0268703j -0.00473881-0.00137729j 0.0176892-0.000744095j 0.00852165+0.0337641j -0.00750241+0.0114267j -0.0272627+0.00342186j 0.0148402+0.00185979j 0.0379221+0.0108249j -0.0208247-0.0211193j 0.0262278+0.0116423j 0.00707136-0.000499981j -0.0103424-0.00673081j -0.0247719-0.017941j -0.00640667+0.00147214j 0.0248933+0.0120104j 0.00628085+0.0241122j 0.00898498+0.00125551j -0.00160929+0.0530925j 0.0142723+0.0150401j 0.0241648-0.012918j -0.00826249+0.0262611j -0.00135542-0.0206837j 0.0524807+0.0105501j -0.0315667-0.00107978j -0.0429894-0.0582497j 0.0347746-0.0278254j 0.0206789+0.00382707j 0.00116824-0.0197821j 0.0208783-0.00562416j -0.0183964+0.000237189j 0.0203415-0.0296865j -0.0076486+0.00020936j 0.013942-0.0299165j -0.025593-0.00614533j 0.0165166+0.00385243j 0.00645578+0.0264855j 0.00991521-0.028134j -0.0209496-0.00203702j 
0.00337379-0.00893352j 0.00759556+0.0090896j 0.00247913+0.00602769j 0.0144209+0.00132456j 0.00627683+0.0154601j -0.0130635-0.000889712j -0.00556398+0.00117182j 0.00712271+0.0320488j 0.00647759-0.0200002j 0.00379738+0.00552428j 0.0143555+0.019616j 0.00691154+0.00420122j -0.00413439-0.0179826j -0.018051+0.00706144j -0.0101369+0.0131651j -0.00595485-0.0391695j -0.037649-0.0126392j 0.00608176+0.0167908j 0.0150651-0.0149478j -0.00960156-0.00599168j 0.0268175+0.00321973j -0.0371828-0.00290194j 0.0347745-0.0406756j -0.00905589-0.0222559j 0.00756962+0.0225776j -0.00732365-0.0268287j -0.0075274-0.00856008j 0.0347387+0.0322939j -0.0445604-0.00602282j 0.0404725+0.0366988j 0.0543206+0.0602036j -0.00850435-0.0620386j -0.0419212-0.0396655j -0.0406627-0.0200161j 0.00583688-0.00353991j -0.0208705+0.028417j -0.0116857+0.000209171j -0.0455539+0.0157224j 0.0250948+0.0105476j -0.0226513-0.0164502j -0.0532683+0.00108776j -0.0193891+0.0623594j -0.0502085-0.0753581j -0.039818+0.021161j 0.0378312+0.0472549j -0.00142177-0.000507276j 0.0277676+0.0374969j 0.0206967-0.0120566j 0.0232526+0.00767132j -0.0719318-0.0271289j 0.0033311+0.0168237j 0.00490135-0.00794882j -0.0272243+0.0212587j -0.0120083+0.00270168j 0.0410366+0.0121887j 0.013955-0.00917113j 0.0371412+0.0130143j 0.0141529+0.00222784j -0.0461509-0.0274057j 0.0428831+0.019312j -0.00386081-0.0110174j 0.00290926+0.0108598j 0.0161817-0.000204502j 0.00183108-0.00421477j 0.0181032+0.00564902j 0.000380249+0.00847102j -0.0252118+0.00688148j -0.00577935-0.000906749j -0.0110912-0.000570191j -0.00317803-0.0193118j -0.00944625-0.00103683j -0.011216+0.0205545j 0.0328047-0.0143931j -0.0019999-0.00154844j 0.0117047+0.0167708j 0.00355654-0.00970661j 0.0356645-0.0249233j -0.0198568+0.0237306j -0.0115191-0.0326205j -0.0255534+0.0156357j 0.0160816+0.00119944j -0.0109737-0.0241631j 0.0132246+0.0318001j -0.0218752+0.0346604j -0.00803187-0.0146807j -0.013745+0.0227634j 0.0365725+0.00680246j -0.00942141+0.0103506j -0.00293351+0.00173426j -0.0203183-0.0123412j 0.00437941+0.0171696j -0.0230359+0.00803576j -0.00174304+0.00648295j -0.00801808-0.0090516j -0.0121143+0.0184231j -0.0323487+0.00654519j -0.00349591+0.0122421j 
