-0.179392+0.0103306j -0.176028-0.00182562j -0.128637+0.00351055j 0.158314+0.000497241j 0.0969448+0.0184412j 0.0683363+0.000449681j -0.043697+0.0114611j -0.0246942+0.0124943j 0.0388416-0.00151379j -0.0687248-0.00616403j -0.0383953+0.00629537j -0.0147173+0.0130702j -0.0835211+0.000355088j -0.0174722-0.00915877j 0.00600464+0.0108538j -0.152219+0.0131473j -0.0130184-0.0187513j -0.0795157-0.0215659j 0.052725+0.0347822j 0.214092-0.00563844j -0.00753969+0.0204537j -0.00119316+0.00383276j 0.0221143+0.0154506j -0.0267008+0.00563953j 0.0332235+0.00801282j 0.00853679-0.0110844j -0.0226495+0.00366083j -0.00276045+0.00381365j -0.0400217-0.00965955j -0.00969574+0.00383951j -0.0334275+0.000272934j 0.0248414+0.00252387j -0.00648621-0.00770311j 0.122186+0.00980014j -0.09013-0.00324757j -0.0449553+0.0286883j -0.0308163+0.00156374j 0.0652653+0.00885954j -0.0413569-0.0198078j 0.031759+0.0153482j -0.0105662+0.0125725j -0.00607818+0.000673714j 0.0636491+0.0101996j 0.0425646+0.0170653j 0.0211098+0.000219868j 0.0267354-0.00300784j 0.0149326+0.00595211j -0.00197456-0.00245207j -0.0365516-0.0140537j 0.0188746+0.0168751j 0.0211181-0.00395597j -0.00235126+0.0138905j 0.0170298-0.012288j 0.00135689-0.0101797j 0.00932336+0.00168941j -0.0397819-0.00582094j 0.00874529-0.0663806j 0.0304488-0.0331578j -0.0829023-0.000345766j -0.0246675-0.0312073j -0.00506045-0.0321403j 0.0143686+0.00843067j -0.0167571+0.0261655j 0.0167247+0.0150949j -0.0303578+0.0211174j -0.0215157-0.00675158j -0.00020099+0.0124165j -0.0255299+0.008455j -0.01884+0.000298457j -0.00950217-0.0149885j 0.00447761-0.000185553j -0.00323423-0.00647059j 0.0179961-0.00218871j 0.00262091+0.0136657j 0.0269948+0.00858851j -0.0183425-0.014693j -0.00535695-0.00149757j -0.0106342-0.00111862j -0.0024501-0.00516694j -0.011891+0.00398543j 0.00757097-0.0111198j 0.0104799+0.00177162j -0.0598635+0.00714452j 0.0354519-0.0159023j 9.35388e-05-0.0311472j -0.00447397+0.075247j -0.0388697+0.00120458j 0.0654068+0.122206j -0.091879+0.0921407j -0.0163083+0.0219308j 0.0500513-0.0333282j -0.0577237+0.037068j -0.124298-0.00153672j 0.0985002+0.155849j 0.12935-0.103126j 
-0.00534265+0.000445478j -0.0499679+0.00897422j 0.0404016-0.0122049j -0.0305697-0.0204335j 0.00883368+0.0136967j -0.0147726+0.0348803j 0.0271132+0.000925909j 0.00635503+0.00362093j -0.0391825-0.00104214j 0.0173206-0.0175345j -0.000821842-0.0149397j -0.0316868-0.0204766j 0.0074445-0.0113148j -0.0111859-0.012026j 0.00320428+0.00899479j 0.0299849-0.00919897j 0.0526417-0.00644186j -0.05577+0.0106216j -0.0152041+0.0271912j -0.00196442-0.00478507j 0.0103394-0.057688j 0.00371928+0.026623j -0.0601644-0.0384261j -0.0127858-0.0288484j 0.0189799-0.00454855j -0.0148856+0.00988148j 0.0423474-0.0113649j -0.00203646+0.00806585j 0.0166424-0.00872867j 0.000145681-0.00974896j -0.0218212-0.015844j -0.0118937-0.00247489j 0.0528507+0.0344219j -0.0408387+0.0111651j 0.0387154-0.0552651j 0.081265-0.0571487j 0.0341485+0.0150601j 0.0166216+0.0151131j -0.0378014+0.0203567j -0.00584828-0.000435163j -0.00586215-0.0929882j -0.0212239+0.0320632j -0.0504802+0.0381511j -0.0477854+0.0364614j 0.0134169+0.00734065j -0.0304046+0.0694413j 0.0242328-0.034547j 0.0438934+0.029739j 0.0458469+0.00925319j -0.0180803+0.0124294j 6.90472e-05+0.0182938j -0.0211255+0.00249803j -0.0283924-0.00113934j -0.00193957-0.0344928j 0.0463999+0.0291049j -0.0070033+0.00644737j 0.0124772-0.181667j -0.0819963-0.113528j -0.127156+0.0741032j -0.0281834+0.0185713j -0.051477+0.0144274j 0.0109492+0.019931j -0.017265+0.00638254j 0.052758+0.0241601j 0.0348938-0.0541689j -0.0499869-0.0190564j -0.00517145+0.0542807j -0.0275672-0.00740241j -0.0220393+0.00863449j -0.0250321-0.01225j 0.0114281+0.0148629j 0.0150605-0.00896368j 0.0283883+0.000439848j 0.0420153+0.00934734j 0.018894+0.00487008j -0.00982621-0.0263453j -0.0271211-0.00966117j 0.0107118-0.0010486j 0.0101931-0.0181759j 0.00599598+0.0307791j 0.0196957-0.00119989j 0.0472557-0.0475425j -0.0335687+0.064301j 0.0044912-0.0300178j 0.0038589-0.0212327j -0.0214439+0.0894905j 0.00370914-0.0310498j 0.0408043+0.112527j 0.133103+0.0828326j -0.00533917+0.0221421j 0.0502127-0.0253629j -0.0705146+0.0298685j -0.124921-0.0387161j 0.153763+0.00284239j 0.11392-0.05161j 
0.030303-0.139216j 0.030666+0.0902728j 0.0028606-0.106606j 0.0209527-0.0605073j -0.0370332+0.0233416j -0.00618124+0.00549321j 0.0432835+0.00810897j 0.0115547-0.00185166j -0.0231069-0.0107543j 0.00212605+0.0240414j -0.00146299-0.00221692j -0.0315513+0.026209j -0.0098429-0.0231921j -0.035176+0.0133865j 0.0438497-0.00728046j -0.0149237+0.0126657j 0.0331939+0.0341373j -0.0650315+0.0398109j -0.0398387+0.0109808j -0.0591227-0.0353333j 0.0312168+0.0574694j -0.0254075-0.121807j 0.0801272+0.0212677j -0.0348899-0.021781j 0.00574747+0.0220703j 0.0538445-0.0242977j -0.00558949+0.0215476j -0.00428206-0.0109057j 0.011299+0.0217065j -0.0852089+0.0224822j -0.0165173+0.0819461j 0.11786+0.00706312j -0.0715753-0.0749037j -0.0168035-0.0728098j -0.0708204-0.0542142j 0.0316687+0.0300131j -0.128646+0.0113992j -0.00308733+0.0583899j -0.067339+0.0068603j 0.0254928+0.0555713j 0.00246325-0.0204121j -0.0303475+0.0223865j 0.102107+0.0302652j 0.00292774+0.0217498j 0.0211528-0.0324172j -0.0140862+0.0525762j -0.0153685+0.0312202j -0.0385028+0.0207593j -0.0308751-0.0895826j 0.0521945+0.0109955j -0.0103175+0.053445j -0.035849+0.00417702j -0.0119864+0.13186j 0.0752694-0.0274834j -0.016238+0.0389259j 0.0398172-0.149485j 0.0843879+0.0194213j 0.0716316-0.0600628j -0.0323094-0.0261479j -0.0805776-0.0450778j -0.0392708-0.0874587j -0.0207487+0.0885033j -0.0276631-0.0699542j 0.0142082-0.016541j -0.0417445+0.0937247j 0.0151174+0.0553849j 0.00237288-0.0335649j 0.0857371+0.0195683j 0.0386924-0.0144419j -0.0395894-0.0466237j -0.000334821-0.0431492j 0.00185471+0.0444918j -0.0617449+0.0472698j -0.0446902-0.0320839j -0.0192455+0.0324388j 0.098285-0.00150591j 0.0286438-0.0178084j 0.000120615+0.0294862j 0.0545337+0.0612547j -0.0122839+0.0497049j 0.0345867+0.0707734j -0.0652505+0.00217452j 0.0327889-0.0966002j -0.0477892-0.00125476j -0.0419599+0.0154711j 0.0348302+0.0827721j 0.0567941+0.0331255j 0.0484172-0.0105044j 0.053801-0.0579364j 0.0103862-0.00163028j -0.0304337-0.0132324j 0.044379+0.0241022j -0.029088-0.0291304j 0.00896478-0.0403606j 0.00526415-0.0302984j 
-0.00448822-0.00446888j -0.00836442-0.0451656j 0.00578281+0.0144635j -0.0387143-0.00113927j -0.0392791+0.0115817j -0.0242926-0.0224464j -0.00296772-0.00746193j -0.020337-0.0068703j 0.00443759-0.0170196j -0.00879785+0.00788978j 0.00268253+0.00187449j -0.031702+0.0156993j 0.00495117+0.00733952j 0.00110638+0.0103816j -0.00258154-0.011558j -0.00322183-0.0210931j -0.0170005+0.0155428j 0.0241599+0.00871754j -0.0331496-0.0301501j -0.00394578+0.0046655j -0.0193903+0.0521238j 0.0120118-0.0051644j 0.00791554-0.0286237j 0.0211666+0.0469655j -0.00829615-0.0232546j -0.0115022+0.011394j 0.0114595+0.0129873j -0.00482399-0.0173802j 0.000203771+0.0444105j -0.0193902+0.00537031j 0.021167+0.00144781j 0.00916503+0.00188757j -0.0301378-0.00603373j 0.00510365-0.0451568j 0.0208895+0.0494027j 0.0248929-0.0306587j -0.0141459+0.00993488j -0.107469+0.0203371j -0.00473902+0.0239144j 0.00438932-0.0160192j -0.0334064+0.0455114j -0.0115391-0.0447199j 0.0253503+0.0307256j 0.0384271+0.0516231j 0.00162405-0.0088534j -0.0381255+0.00135269j -0.0564185-0.000507679j 0.00278093-0.0392288j 0.0268286-0.0221733j 0.00460066-0.0250821j -0.0200393-0.0195183j -0.0340064-0.00535539j -0.00913981+0.0405516j -0.00101519-0.00263481j -0.0192036+0.013244j 0.0248112+0.0639874j -0.0789985-0.118404j -0.0121113+0.198516j -0.0512031-0.0140324j -0.0188018-0.0664163j 0.146623-0.0532487j 0.0453332+0.0443136j -0.068589+0.107285j 0.00125553-0.029418j -0.102063-0.000403929j 0.0138543+0.00297153j 0.0373303-0.0196908j -0.0227245+0.0326529j -0.0103435-0.00235176j 0.0514165+0.0214251j 0.00695727-0.0161511j -0.0205654+0.0248261j -0.0114644+0.0170069j -0.0360993-0.0124527j 0.0143043+0.0147063j 0.0147937-0.0338705j 0.0240524-0.0337442j 0.00759896+0.0380477j 0.0229153-0.0477294j 0.00652715-0.0344646j 0.083602-0.0340904j -0.0247135-0.0320178j 0.00232778-0.0639712j 0.0538193-0.00711415j 0.0336669+0.00940489j 0.0814219+0.0642068j -0.06832-0.077177j -0.107707+0.0710269j 0.00304472-0.0637809j -0.00282891+0.00830591j -0.00478349-0.00472419j -0.00323166+0.0150761j -0.106971-0.0570401j -0.0925243+0.0293439j 0.136925+0.0176691j 
0.014124+0.0168035j -0.0320711+0.0924929j 0.0152157-0.0504051j -0.017073+0.0562892j 0.0765685-0.0650911j 0.00951467+0.0642499j 0.0187087+0.00929571j 0.038066+0.0335016j -0.00488835+0.0279989j 0.0197804-0.0153168j -0.00363479-0.00158788j 0.0319033-0.00865713j 0.0163366-0.00118375j 0.00374891-0.00776765j -0.0211684-0.00371319j -0.000649898-0.0212356j -0.00885254-0.0112126j 0.0150932+0.0169676j 0.0110853+0.0204216j -0.0489993-0.00528778j 0.0382572-0.16211j -0.0225554-0.0408145j -0.0119987+0.0628144j -0.0582618-0.0616607j 0.0288304+0.0110869j 0.0421887-0.0115457j 0.0202387+0.00496295j 0.00685108+0.0187547j 0.02499-0.0268564j -0.0561141-0.0320587j -0.00431998-0.0613744j 0.000497845+0.0119077j 0.0231954+0.0565466j -0.0330619+0.0217214j 0.039813-0.000725841j -0.00247142+0.0389117j -0.0202863+0.0368197j 0.218717+0.0347157j -0.0143042+0.037201j -0.004782+0.0256242j 0.00237326-0.122238j 0.0284592+0.104511j -0.0698778+0.0132326j -0.107436-0.0062861j 0.0256094+0.0175775j 0.0534834+0.0291069j 0.0805442-0.0536281j 0.0451669+0.0605792j 0.00207927+0.0310442j -0.0186864+0.0542213j 0.0256482+0.00417934j 0.0400043+0.0066967j -0.00525593-0.00931488j 0.0476227+0.0588649j -0.0115083-0.0109807j 0.026274-0.0256898j 0.071477-0.0182425j -0.0416487+0.120748j 0.0604684-0.0514394j 0.00212497-0.0510362j 0.0779734+0.150071j 0.00275669+0.0648727j -0.0290239-0.0795077j -0.0348953+0.0682258j -0.0958608+0.0425775j -0.0157415+0.042154j -0.0960562-0.0536137j -0.00247591-0.0153391j 0.0717483-0.0138292j 0.0103605-0.0210289j -0.0424787-0.0267448j 0.0441385-0.00995445j 0.056352-0.0485752j 0.0131198+0.0775845j -0.0590965+0.00698411j -0.0594547-0.0452432j -0.0223995-0.00265888j 0.0323496+0.00513814j -0.00813724+0.0444471j -0.0322574-0.0316814j -0.0585311-0.0241835j -0.0698421+0.0420685j -0.0871754-0.00638586j 0.0375572+0.0266455j -0.0215981-0.0121619j 0.0922635-0.0382139j -0.0276113+0.0804387j 0.00252895+0.0867322j -0.00781773-0.051158j 0.00428478+0.000376926j 0.0120199+0.0101419j -0.0209775-0.00988479j -0.0129867+0.053723j -0.0500937+0.00216428j 0.024914-0.00889342j 
0.0387211-0.0325335j -0.0214391+0.00421458j 0.0387073-0.0470696j 0.0128171-0.008334j 0.0184143-0.0202613j 0.00849469+0.0195232j 0.0302344+0.0100104j 0.0239313+0.00688618j -0.0580794-0.0171761j 0.00376096+0.0139859j 0.0121745-0.0020965j 0.0236969+0.00599282j 0.0276401-0.00711525j 0.0113851+0.00620279j 0.0153285+0.00918776j 0.00453531-0.00987542j -0.00167926+0.0127925j -0.046356+0.00678987j 0.00678264+0.00461975j 0.00379954-0.00752097j -0.0271957-0.0198122j 0.0276238-0.0552334j 0.145046+0.00307492j 0.117436-0.0161055j -0.0315488+0.0170447j -0.0829235-0.000394165j 0.00227768+0.0049505j 0.0306885-0.00116213j -0.00419996+0.00382566j 0.175704+0.00418111j -0.133129+0.0146711j 0.0076722+0.00407375j 0.0382771-0.0185873j 0.0196305+0.0107299j 0.0344443+0.031619j -0.0502426+0.00662738j -0.0625893+0.0148981j -0.00170036+0.010156j -0.0467376+0.0120225j 0.0140618+0.0182447j 0.0970266-0.0349544j 0.0340002+0.0180109j 0.0143375+0.0043609j -0.0265199-0.0344277j 0.035669-0.0187492j -0.0124944+0.0278552j -0.0138454+0.0190924j -0.0420892-0.0114179j 0.0438079-0.0350637j -0.033014-0.000736045j -0.0443739+0.0350262j 0.0324095+0.0174052j -0.0105775-0.0624246j -0.0821961-0.148602j 0.124874-0.0816625j -0.0422949+0.00606194j 0.0179732-0.0102651j 0.0376878+0.0391633j 0.0172308-0.0118385j -0.0173392-0.0171685j 0.0822251-0.0298587j -0.0361871+0.0437601j -0.0195487-0.0512767j 0.00352126+0.000408616j 0.0227081+0.0453887j 0.00563765+0.0145852j -0.0186316+0.0167816j 0.0817049-0.00771154j 0.0403225+0.0329943j 0.028104-0.0468091j -0.0087706-0.0377194j 0.0163365+0.0345526j -0.0215753+0.037673j -0.0439175-0.00325341j -0.0251688+0.0122836j 0.0258589+0.0201212j -0.0307866+0.00551364j 0.0316671+0.0623426j -0.00752442+0.0550949j 0.0515103-0.0421377j -0.0257596-0.00755311j -0.00675456+0.00922302j 0.06625+0.0172637j 0.0344515+0.00732632j 0.0922558-0.047023j 0.00856163+0.0225835j -0.00973696-0.0475189j 0.00822875+0.000494428j 0.0152659-0.0135729j 0.00228708-0.00823199j 0.00346465+0.00132316j 0.010261+0.00601325j -0.0240991-0.0060519j 0.00136303+0.0133881j 0.0144619-0.0142289j 
-0.0278295-0.0177367j -0.0748555-0.00333561j 0.029348-0.000966204j -0.0488061-0.00378535j -0.0279511+0.0105423j -0.00522188-0.0139602j -0.00618618-0.00594304j 0.00881232+0.0064685j -0.0504226-0.00967769j -0.00277927+0.00227253j -0.00672396+0.00872509j -0.0444695-0.00020845j -0.015934-0.00488969j 0.00541863+0.0011603j 0.0044628-0.00870621j -0.0318961+0.00929707j 0.049716+0.00840978j -0.0894129+0.00956267j 0.00421072+0.0085702j -0.142774+0.00612003j 0.0910091+0.0204612j 0.0763709+0.015062j -0.0154552-0.00229958j 0.0127539+0.025738j 0.0751682+0.00978598j 0.0460428+0.0267304j 0.0669229+0.00447777j 0.0220065-0.00849764j 0.0303152-0.000158867j 0.00441697+0.01222j -0.112524-0.0130295j 0.0763271-0.0134581j 0.0844288-0.0157724j -0.0284369-0.0121852j -0.124872+0.0329606j 0.228801-0.0168394j -0.0217252+0.03192j -0.0605245-0.0124121j -0.157575+0.0138662j 0.0616557-0.00802856j 0.123314-0.0245774j 0.00494822-0.0344828j 0.00964967+0.0151231j 0.00784251+0.0461656j -0.0370066-0.00625079j 0.0109455+0.0223274j 0.00466186-0.0192918j -0.0148437-0.040472j 0.0164698+5.96767e-05j 0.00975751+0.070986j 0.0190933-0.039707j 0.00107696-0.0572266j -0.0684243-0.00253161j -0.0331922+0.0074071j 0.00820182-0.0338799j -0.030073+0.0409347j -0.0633917+0.0861016j -0.0276079+0.0228487j 0.10211+0.0238224j 0.0589243+0.0352499j -0.132047+0.0517125j 0.0726138-0.0348557j 0.014347+0.0525802j -0.000380453-0.0434912j -0.058978-0.0200706j 0.0276692-0.000260547j 0.0267528-0.018574j -0.0309851-0.00712746j -0.00997309+8.07008e-05j 0.0399378+0.0309226j -0.0262101+0.00592815j -0.0124985-0.0135371j 0.0340228+0.0226905j -0.0424369+0.00427533j 0.0319285-0.0189752j -0.0248851-0.000731779j 0.0279142+0.040781j 0.0323367-0.00579408j -0.0318014-0.0542027j 0.0675298+0.00475702j -0.0731872-0.0342729j 0.0692943+0.0550941j -0.0581147+0.047745j 0.0043046+0.0806146j 0.0679223-0.0177359j 0.00442654-0.0239472j 0.043643-0.0180241j 0.037422+0.0438213j -0.0315662-0.0151902j -0.0119052-0.0221677j 0.0234009+0.039794j -0.00381987-0.0606317j -0.0191371+0.0158878j -0.0575901+0.047334j 0.0136961+0.0462678j 
-0.011579+0.0268122j 0.00689798-0.00126664j -0.0210432-0.00385268j -0.00593823+0.000896758j -0.00816041+0.00855706j -0.0103348-0.00828477j -0.0049002+0.0128887j -0.00957939-0.00785071j 0.000918121+0.0123771j -0.00345314-0.0026167j -0.0335976-0.00345294j -0.0306373+0.00169055j -0.00769412-0.00339321j -0.0738064+0.00345413j -0.0017525-0.00191756j -0.00824138-0.00260277j 0.0665949-0.00245319j 0.038772-0.000831151j 0.0334515+0.00656119j -0.052365-0.00348479j -0.0943986+0.00398865j 0.00465684+0.0226144j -0.0644002+0.0162754j 0.0375471-0.00257522j -0.0215366-0.0136219j 0.114407-0.00201723j -0.00514353+0.00922963j -0.0422451+0.00937803j 0.0806334+0.00736299j 0.0416567-0.0268688j -0.0887764+0.0188591j 0.0031065+0.0226138j -0.0842619+0.018277j -0.00508531-0.00616909j 0.00529573-0.0252731j 0.0843138+0.0056242j 0.0376917-0.00685554j -0.00791349+0.0164257j -0.0871503+0.0153177j -0.0211122-0.0147868j -0.0103487-0.0226505j 0.0648809-0.0221783j -0.0283596-0.00635698j 0.00718522+0.0126929j -0.0118841+0.0135377j -0.0325905-0.0683666j -0.0298913-0.0257872j 0.0442216-0.0164155j -0.0946911+0.0157053j 0.0211932-0.0513277j -0.0335848+0.0531174j -0.0275229-0.087413j 0.0360601-0.018754j 0.0294725-0.0931893j -0.0206144+0.00940688j -0.137443-0.00580524j 0.0479748+0.0211658j -0.0199257-0.00428032j 0.0688884-0.0347686j 0.0522791+0.0112615j -0.0184441+0.0749924j -0.00258936+0.0150675j -0.0203193-0.0345489j -0.00387396+0.0465j 0.0127022-0.0367469j -0.0596124-0.0409864j -0.0339351+0.00591678j -0.00919241+0.00113367j -0.0279627+0.00971328j 0.00928011+0.0346835j 0.0299655+0.02174j -0.0128759+0.0125j 0.0186943-0.0124635j 0.0428031+0.0217685j 0.033012-0.00809139j 0.0886177-0.0164774j 0.0421307-0.0464183j 0.0566865+0.0118706j -0.0270643-0.0564325j -0.171466+0.00552339j 0.0126282+0.0629815j -0.175161-0.0118459j -0.00128992-0.133554j -0.0420097-0.141914j -0.0836008+0.0194394j 3.46726e-05+0.0282384j -0.0231014+0.140209j 0.0623046+0.0306381j 0.0219176-0.064278j 0.00194328-0.00511495j 0.0158931-0.00810603j -0.0106224+0.0201397j -0.0338273+0.0297242j -0.0308983+0.0042002j 0.0196612+0.00320712j 
-0.00872456+0.0144825j 0.0443527+0.0309557j -0.0124845-0.0218242j 0.013691+0.0024444j -0.00205388-0.0197949j -0.000534007+0.0180069j -0.000211903+0.00655232j 0.000287481+0.00806653j 0.0465623+0.00918685j 0.00284325+0.00224199j -0.00105722-0.00216203j -0.056776+0.00480207j -0.0366355-0.00951742j 0.0648754+0.00302748j 0.0338128-0.00397498j -0.00518697+0.0080126j 0.00481004-0.00554328j 0.0146293-0.00434078j 0.0347905+0.00461554j 0.00256947-0.0024181j -0.0844638-0.0489971j -0.0719737-0.0239463j -0.0665396+0.00661902j -0.019385-0.00421306j 0.0830284+0.0178915j 0.0543673-0.0224948j -0.0196121-0.0121197j -0.022386+0.0047463j 0.0582871-0.0171406j 0.0465733+0.020062j 0.0286295-0.025717j -0.0168171-0.013596j -0.118154+0.0168227j -0.0354315+0.0149039j 0.0488258+0.0268851j -0.00670931+0.0232346j -0.0247597-0.00666349j 0.0593784+0.0309475j 0.00379147+0.00038114j -0.053717+0.0334448j -0.0318744-0.00643611j 0.0583354+0.00818295j 0.0149196-0.00610595j -0.0204593-0.014156j -0.00476872-0.0265105j 0.0243579+0.0364261j 0.0335065-0.0241008j -0.0645172-0.0654173j 0.0679953+0.0480404j -0.111109-0.060407j -0.10348+0.0528096j -0.025479-0.116553j -0.040907+0.0271945j -0.00557719+0.000976652j -0.029394+0.00110537j -0.108507+0.00727812j 0.00157887+0.0158285j 0.0741529-0.0503116j 0.0241733+0.00367419j -0.0359776+0.0138894j -0.0246944-0.0557659j -0.00145572+0.0289713j -0.012766-0.0214605j 0.00749794+0.0161199j 0.00872326+0.0522782j -0.0130595+0.0677549j 0.00650008+0.0120028j 0.055018-0.0237247j 0.073508+0.0290481j -0.0461941-0.07181j 0.0218233-0.028238j 0.035035+0.0667379j -0.0330298-0.0111758j 0.0220443-0.0220936j 0.0148041-0.00188694j -0.0540093-0.0146496j -0.073589-0.038392j -0.0819259-0.0421883j -0.0198731+0.0351178j 0.23246-0.0579099j 0.0164199-0.103213j 0.0921555-0.0468387j 0.0132514+0.0919135j 0.0453789+0.167964j -0.0254564-0.00385538j 0.0264633+0.000849918j -0.0182444-0.0764357j -0.0277055-0.0111795j -0.000877637-0.00204024j 0.00243983-0.00776186j 0.00483776+0.00162755j 0.00787827+0.00204554j -0.0065476-0.005133j -0.00563998-0.00807965j 0.011359+0.000522611j 
-0.00225978+0.0223999j -0.017961-0.00437184j 0.00610273+0.0234174j -0.00495699+0.00483516j 0.0282923-0.0526804j 0.0328988-0.0175475j 0.0113539-0.000864675j 0.0180143+0.0119545j 0.015022-0.000446768j -0.0337375+0.0123392j 0.00836419+0.0131635j -0.0187803-0.000892332j 0.00156189+0.0130529j -0.0180654-0.000591861j -0.0192613-0.0102385j -0.0107551-0.013885j -0.0268633+0.00844653j 0.00360516-0.00449277j -0.0289278-0.0200768j -0.00675605+0.0111526j 0.0377848-0.00351j 0.00273833+0.00355313j 0.0146524+0.0380439j 0.0674873-0.0233021j -0.0142332-0.0239388j 0.0303665+0.015316j 0.0164577+0.00331718j -0.0122333+0.00758413j 0.0843019+0.00443751j 0.0290103-0.0323875j 0.0877316-0.0435657j -0.0584311+0.0215021j 0.0840634+0.0305697j 0.0864955+0.0849849j 0.0229507+0.0377261j -0.0473098+0.0517501j -0.0518389+0.00404711j 0.0539529-0.00350501j 0.0184811-0.0656175j 0.0292539-0.0938039j 0.0464768+0.0283014j 0.00219495+0.0478899j -0.0651121-0.0165374j 0.0772831+0.00980139j 0.0292678+0.0147848j -0.0271636-0.0466578j 0.00442772-0.00808075j 0.0411536+0.022942j -0.0229806-0.00425155j 0.0061893+0.0279695j -0.0108157-0.00324561j -0.057774-0.0676488j -0.00389181+0.0172269j 0.0347684-0.0175629j -0.0233462+0.0473948j -0.0254602+0.0522517j 0.0286564-0.0125376j 0.018466-0.052535j 0.00910123-0.0764184j -0.0202984-0.0151432j -0.0690119+0.0107636j 0.0587797-0.00334143j 0.00601308+0.0383271j 0.0213847-0.00393516j -0.0405376+0.101864j -0.00645063-0.00365524j -0.0133138-0.0139687j 0.0464788+0.0185159j 0.0239441-0.0297834j -0.0192153-0.0214767j 0.044023-0.0357521j 0.0635287+0.0316997j 0.0253105-0.00828446j -0.0305781-0.00626153j -0.016386-0.0205295j -0.0278316-0.0920287j -0.0845747+0.0298074j 0.157424-0.0612283j 0.063527+0.0295023j -0.0904889+0.00982138j 0.160613-0.0430638j 0.0953627+0.00846944j 0.146434+0.00436735j -0.0775163-0.208614j 0.0431775-0.133166j 0.0371665+0.0335908j -0.0712825-0.165719j -0.0406125-0.0620532j 0.0250174-0.0246019j 0.0110855-0.0186956j 0.0248658+0.0279549j -0.0204737-0.00397056j 0.0259354+0.024781j -0.00114671-0.0360108j -0.0137983+0.0296195j 
-0.0242518+0.0213654j -0.02663-0.0236566j 0.0180588+0.0373197j -0.0377621+0.00514539j 0.00195775-0.0010833j -0.0293438+0.000722249j -0.044831-0.000140036j -0.0362794-0.00613546j 0.00892165-0.00704634j 0.058459+0.00877919j -0.025771+0.000969302j 0.0458032+0.00982982j -0.0283382+0.00654515j 0.0194626-0.000380755j 0.0182177-0.00278763j -0.0117202+0.00167466j 0.00810719-0.00368123j -0.0242458-0.0182831j -0.00228911+0.00923371j -0.0451817+0.00320576j 0.00861177+0.0121506j 0.0437331+0.0069459j -0.0218069+0.0348476j -0.0148752-0.00507007j -0.0054731+0.0397217j 0.00254235-0.0230213j -0.00522898+0.0109453j -0.02082+0.0101928j -0.0273504-0.0121924j -0.0246365+0.0208667j 0.00681053+0.0147501j 0.0187278+0.00141372j 0.0512337-0.00094284j 0.0734178+0.0372878j -0.0617854-0.0210695j 0.0450705+0.00519541j 0.0230039+0.00585422j -0.00538909-0.0232898j -0.0433453-0.0165377j 0.0438746+0.0506081j 0.0157292-0.0396154j -0.00202665-0.0240524j -0.00991359+0.00180714j -0.0485741+0.0179498j -0.00891979+0.0240274j 0.0272238-0.035512j 0.00938707+0.0509509j -0.0395625-0.0948615j -0.0153729+0.117353j 0.0292846+0.0183478j 0.018306-0.0307611j 0.034815+0.0781031j 0.00816597-0.0594655j -0.0350311+0.0109073j 0.025811+0.0544326j 0.0167671+0.0121884j 0.065824-0.000883024j 0.0711808-0.0366879j -0.0639479-0.0990126j 0.0166283-0.0400445j -0.0394952-0.0362336j 0.0531951-0.0222968j 0.00171608+0.0464992j 0.00275847+0.112328j -0.0335545+0.0390191j 0.0171819-0.0466022j -0.0912908+0.0221567j -0.103274+0.00968218j -0.0386134-0.0180062j 0.0893129-0.0963008j -0.0548873+0.072819j -0.00528385-0.0309156j 0.059551-0.0270805j 0.0541649+0.148108j 0.0447937+0.0543948j 0.0510498+0.0303693j -0.168783-0.0483504j -0.173971+0.0482511j 0.0154425+0.0417762j 0.103306+0.0324024j 0.0945062-0.137314j -0.147831-0.0369525j 0.116099+0.0129414j -0.069558-0.000210034j 0.0064668+0.124663j 0.0833455+0.128033j 0.0274646-0.0120082j 0.0428915-0.0987791j 0.0209686-0.119357j 0.00391229-0.00325477j 0.00774125-0.0108118j -0.0140475+0.0230297j 0.0124826+0.0433149j -0.0187266-0.0357661j -0.00228104+0.00669272j 
