-0.179392+0.0103306j -0.176028-0.00182562j -0.128637+0.00351055j 0.158314+0.000497241j 0.0969448+0.0184412j 0.0683363+0.000449681j -0.043697+0.0114611j -0.0246942+0.0124943j 0.0388416-0.00151379j -0.0687248-0.00616403j -0.0383953+0.00629537j -0.0147173+0.0130702j -0.0835211+0.000355088j -0.0174722-0.00915877j 0.00600464+0.0108538j -0.152219+0.0131473j -0.0130184-0.0187513j -0.0795157-0.0215659j 0.052725+0.0347822j 0.214092-0.00563844j -0.00753969+0.0204537j -0.00119316+0.00383276j 0.0221143+0.0154506j -0.0267008+0.00563953j 0.0332235+0.00801282j 0.00853679-0.0110844j -0.0226495+0.00366083j -0.00276045+0.00381365j -0.0400217-0.00965955j -0.00969574+0.00383951j -0.0334275+0.000272934j 0.0248414+0.00252387j -0.00648621-0.00770311j 0.122186+0.00980014j -0.09013-0.00324757j -0.0449553+0.0286883j -0.0308163+0.00156374j 0.0652653+0.00885954j -0.0413569-0.0198078j 0.031759+0.0153482j -0.0105662+0.0125725j -0.00607818+0.000673714j 0.0636491+0.0101996j 0.0425646+0.0170653j 0.0211098+0.000219868j 0.0267354-0.00300784j 0.0149326+0.00595211j -0.00197456-0.00245207j -0.0365516-0.0140537j 0.0188746+0.0168751j 0.0211181-0.00395597j -0.00235126+0.0138905j 0.0170298-0.012288j 0.00135689-0.0101797j 0.00932336+0.00168941j -0.0397819-0.00582094j 0.00874529-0.0663806j 0.0304488-0.0331578j -0.0829023-0.000345766j -0.0246675-0.0312073j -0.00506045-0.0321403j 0.0143686+0.00843067j -0.0167571+0.0261655j 0.0167247+0.0150949j -0.0303578+0.0211174j -0.0215157-0.00675158j -0.00020099+0.0124165j -0.0255299+0.008455j -0.01884+0.000298457j -0.00950217-0.0149885j 0.00447761-0.000185553j -0.00323423-0.00647059j 0.0179961-0.00218871j 0.00262091+0.0136657j 0.0269948+0.00858851j -0.0183425-0.014693j -0.00535695-0.00149757j -0.0106342-0.00111862j -0.0024501-0.00516694j -0.011891+0.00398543j 0.00757097-0.0111198j 0.0104799+0.00177162j -0.0598635+0.00714452j 0.0354519-0.0159023j 9.35388e-05-0.0311472j -0.00447397+0.075247j -0.0388697+0.00120458j 0.0654068+0.122206j -0.091879+0.0921407j -0.0163083+0.0219308j 0.0500513-0.0333282j -0.0577237+0.037068j -0.124298-0.00153672j 0.0985002+0.155849j 0.12935-0.103126j 
0.115362+0.0130003j 0.0404062-0.00777178j -0.121208+0.00195988j -0.159809+0.00895377j -0.0685421+0.00164489j 0.153098+0.00437112j -0.0469301+0.00570756j -0.0434312+0.0044494j -0.11164-0.0110482j 0.0458721+0.000852757j -0.112438-0.00187838j 0.13525-0.0104486j -0.403996+0.00244895j -0.213001-0.00350381j 0.263727-0.00354778j 0.113945+0.00571595j 0.0777546+0.00398375j 0.187211-0.00407298j -0.128436+0.0173507j 0.00054056+0.0133336j -0.0890999-0.0111072j 0.0469434-0.0196414j -0.0274932+0.00406022j 0.0102767+0.00457952j -0.101743+0.00425352j -0.071117-0.00120537j -0.111795+0.00262192j -0.054369+0.000431539j 0.0027302+0.00189343j -0.0392172+0.012775j 0.0380749+0.0129383j 0.108766+0.00687287j -0.0158024+0.0180072j -0.0972913-0.00926726j -0.00606235+0.0191195j 0.010033+0.00193541j 0.0356286-0.00980449j 0.00398641+0.0151744j -0.0370141+0.0205618j -0.0299948+0.0123364j -0.0352928+0.0142573j -0.0235391-0.00490686j 0.0145335+0.00744278j -0.0401301+0.00328661j -0.0138657+0.00175832j -0.00635585-0.0189624j 0.00717652+0.0115677j 0.00327467+0.0036784j 0.0170376-0.00510798j 0.0131379+0.0104168j 0.0031021-0.00616851j 0.010725-0.0102498j -0.0205417+0.00122467j 0.0270098-0.00607993j 0.00875637-0.01627j -0.0342624+0.0222138j 0.0666185-0.0219629j 0.0673183+0.0273989j -0.0464992-0.00210262j 0.0640308-0.022456j 0.0405636+0.0418213j 0.0345891+0.0134284j -0.0292295+0.0141587j -0.0253726+0.00162759j -0.0315983-0.00310052j 0.00827182+0.0175991j -0.0199823-0.00971466j -0.0286118+0.00303425j -0.0411078+0.0123159j 0.00642647-0.00716169j 0.0142505-0.00111416j 0.00177147+0.0020843j 0.0182778-0.00593357j -0.0104706+0.0168008j -0.000131516-0.0162183j 0.0284476+0.0135942j 0.0107922-0.0171984j 0.019938+0.0267628j 0.0104153-0.0182562j -0.00190884+0.0162129j 0.000799031-0.0530447j 0.0249198-0.0172553j -0.000520912-0.0258209j 0.0234292-0.0037212j 0.0493749-0.050855j 0.0363952-0.0181875j -0.0489744-0.0789805j -0.0253462+0.0339703j 0.0278633+0.0688136j -0.00449126-0.00268296j -0.0149673+0.0184427j 0.0298986-0.045678j -0.0417281-0.0079307j 0.0376046-0.0190449j -0.018552-0.0332219j 
0.100809+0.00704985j 0.21236-0.00213769j 0.262291+0.00717592j -0.240394-0.00361598j -0.0523595-0.00811206j -0.0651163-0.00255393j -0.125812+0.00509607j -0.0465117+0.00351819j -0.0556694+0.00319825j 0.183367+0.000424491j -0.0283849+0.00404108j 0.0760977+0.000966809j 0.0654092+0.00371245j 0.319631-0.00344825j 0.245172+0.00306722j -0.218823+0.00756323j 0.0986153-0.00780303j -0.209015-0.012299j 0.33373+0.00898634j -0.0194183+0.00631181j -0.00788443+0.01649j -0.0292607-0.00320251j -0.0403859+0.0121632j -0.0137759-0.00958087j -0.0264284+0.00108303j -0.10511-0.0025549j -0.0207999-0.00313219j 0.0495011+0.000497739j -0.0481589-0.00591574j 0.0140116-0.00238764j 0.146617+0.0237536j 0.0225457-0.015305j -0.0129896+0.0121927j 0.0149142+0.00412263j 0.0313354+0.0211668j 0.00593415-0.00717191j 0.0119933+0.00318763j -0.0213748+0.0111336j -0.00426411+0.0199178j -0.00708835-0.010153j -0.00953045+0.00456848j 0.0157771+0.00406172j 0.000101948+0.00576336j -0.0741809+0.0148825j -0.03493+0.0148078j -0.0262711+0.00060303j -0.0336258-0.00937292j -0.00760324+0.0212124j 0.0135477-0.00691462j -0.0209825+0.00669214j 0.0266658-0.00483194j -0.0334182-0.0148052j -0.0409404-0.012429j 0.00838124-0.0202344j -0.0109433+0.0205261j -0.00704017+0.0163128j -0.0369399-0.0238769j 0.0626852-0.0220997j -0.0359525+0.0263338j -0.028694+0.00971555j -0.00293124-0.0139932j 0.0299287+0.00727219j 0.0295331+0.0134484j -0.0061964-0.0141352j 0.00685199+0.0156022j 0.00693536+0.0159706j -0.0499505+0.00461606j 0.00796139+0.00823777j -0.0152704+0.0122994j 0.0180565+0.00506609j -0.001761-0.00595432j -0.0065384+0.00828335j -0.024583+9.56228e-06j 0.0142767-0.0201781j -0.0042552-0.0165816j -0.0344315-0.0102462j -0.0171839+0.00718721j -0.0135056+0.0167485j 0.00517471-0.0108767j 0.0240339+0.0267207j -0.00962966+0.0133282j -0.019232-0.0227565j -0.0278942+0.0184378j 0.0137977-0.0900009j -0.0119341-0.0264167j -0.0163933+0.00365086j -0.0500963+0.0396627j 0.00406316+0.067721j 0.0609651+0.00620356j 0.018565+0.00710659j -0.00646543+0.0126983j -0.0243993+0.000541698j -0.0194919+0.0232291j 0.00321844-0.0251218j -0.0116122+0.00259085j 
-0.0963017+0.00116326j -0.0204143+0.00889571j 0.0161985-0.00072294j 0.0279989-0.000180011j 0.0676347+0.00112536j -0.173833+0.00877111j -0.108109-0.000335878j -0.18461+0.00348286j 0.166909-0.006803j 0.11693+0.00268568j -0.0165001+0.00142312j -0.111695+0.00555548j -0.403057+0.00648068j 0.350011+0.00230857j -0.0437064-0.00869022j 0.527138+0.00974391j -0.174108-0.0140878j -0.206157-0.012494j 0.000811426+0.0077588j -0.0979348-0.00597252j -0.0915952+0.0100313j 0.0244563+0.00154332j 0.0370647+0.00598454j 0.0127115+0.0148269j 0.0216588+0.00278863j -0.0259698-0.00287456j -0.0142087+0.00151373j -0.0522387+0.00330282j -0.0268879+0.00552527j -0.0127057+0.0115623j -0.0361239-0.00564239j 0.0200113+0.0100449j 0.0432824+0.00380369j -0.0473474-1.2052e-05j -0.0108715+0.0016869j -0.0147082-0.00252761j -0.0403524-0.0119293j 0.0473128-0.0119177j 0.00579713-0.00235987j 0.0294159+0.00183959j -0.00154332-0.00131382j -0.0236443-0.0148513j 0.014738-0.0136396j 0.0299777+0.00747454j 0.0373943+0.00644234j 0.00511935-0.0160782j -0.00900961-0.0221269j 0.0337051+0.000765774j -0.0182927-0.0221172j 0.00031816+0.000872566j 0.000268606+0.0151773j 0.0280003-0.00565136j -0.0334243+0.0112171j -0.0878219+0.0125734j -0.0408607-0.0192849j 0.0131531+0.00330394j -0.00760481-0.00875497j 0.0460098-0.0270545j -0.00977362-0.0175564j -0.0293843-0.00664051j -0.0121251+0.0144296j -0.0090721+0.00860484j 0.00561043-0.0217313j 0.00383955+0.00400573j 0.00680264-0.0229447j 0.00648364+0.00505876j -0.0280112+0.0122241j -0.0104423-0.017235j -0.0220964+0.00473448j 0.0285337-0.000918785j -0.0104606-0.00236621j -0.000323821-0.00267597j 0.00828965+0.00676121j -0.00901206-0.0146925j -0.00803609-0.00755871j 0.0256915-0.0239297j 0.000433668+0.0197996j -0.0146239-0.0263069j 0.0150695+0.0191041j 0.0313346-0.00437474j -0.0113747+0.0374853j 0.00923277-0.012848j 0.0191234-0.0487608j 0.00823363-0.0356828j -0.0215538-0.0431669j -0.0157857-0.00824898j -0.0195733+0.0208138j -0.00174342+0.012478j 0.00594313+0.00766619j -0.0208828-0.00492574j 0.0167433-0.0106045j 0.0101129-0.00901291j -0.00138872+0.00255949j 0.00870316+0.00354801j 0.00116393-0.00388786j 
-0.0467628+9.08748e-05j 0.0179123-0.00232569j -0.0310227-0.00300675j 0.102749-0.00378852j 0.0238453+0.0090997j 0.159522+0.00651511j 0.0257889+0.00141705j 0.0387066+0.00357596j -0.0866965+0.00106301j -0.053115-0.0107352j -0.188075-0.00585549j -0.0613694-0.0078261j 0.149385-0.00904091j 0.278187-0.0072915j 0.601796-0.000259669j 0.151464-0.00362309j -0.138849-0.00925725j 0.171343-0.00225237j -0.0240478+0.0165912j -0.0244912-0.000183509j 0.0861552-0.000608768j 0.0137472+0.00823156j 0.018787-0.0127199j -0.00776184-0.0036961j 0.109461-0.00666535j 0.0687041-0.00268571j 0.113582+0.00174059j 0.0732163+0.000196656j 0.00408977-0.0144933j -0.0175608-0.00987908j -0.0463263-0.0285687j -0.0711795-0.0065379j -0.0129615-0.0282517j -0.0021632+0.00067091j -0.0168287-0.0297813j 0.0392495+0.0156702j 0.0395328-0.0063415j 0.0106631-0.000530367j 0.049323-0.0363022j -0.0203494+0.0112017j 0.018083+0.00379758j -0.000974851+0.00260391j 0.0204273+0.0172303j -0.0229517-0.0011083j -0.00162568+0.00331773j 0.00690125+0.0234125j 0.0259443+0.0147276j 0.00740214+0.0157229j 0.0180001-0.00148639j 0.013989+0.0178059j 0.033475+0.0132975j -0.0351011-0.012624j 0.021554-0.0150126j 0.0164529-9.48805e-05j 0.0296013-0.0202513j 0.00905368-0.0317715j 0.00206484+0.00909752j 0.0632625+0.00890156j 0.0221636+0.0192175j -0.00503388+0.00419535j 0.0089194+0.0095505j -0.00557425-0.0198531j -0.0121953-0.00203904j -0.0103988-0.0149085j -0.00255376-0.00310783j -0.0231147-0.0144569j 0.0114061+0.00957519j -0.0128254+0.00216016j 0.00890477+0.00270738j -0.0129351+0.00739615j 0.000626941+0.0115601j -0.0173012-0.0086324j -0.00866001-0.00518649j -0.00339934-0.00464564j 0.0064092+0.0140136j -0.0148596+0.025276j -0.0054936+0.00212878j -0.0109105+0.0114405j 0.019347-0.0145111j 0.010337+0.0125997j 0.00861997-0.00617455j 0.0106019+0.0136797j 0.0670171-0.0133497j -0.007237-0.0485523j 0.0129471-0.0105569j -0.0183632-0.00593333j 0.0331618+0.00211134j 0.0141713-0.0188258j -0.0372898-0.0257731j 0.0101108+0.00349428j 0.002929+0.00756018j -0.0184989+0.0174143j 0.017672-0.0201137j -0.0208307+0.0411751j 0.0281015+0.0173885j 
0.0233246+0.00640522j 0.0295953-0.0002263j -0.0988448+0.00475653j -0.00895541+0.00669988j 0.0958113-0.0066588j -0.0134306-0.0124903j 0.107466-0.0022684j 0.133832-0.00685272j -0.0733468-0.00261407j -0.361902+0.00910463j -0.0694591+0.00191326j -0.281338+0.00504998j 0.23266+0.00635464j 0.214895+0.00404643j 0.00911971-0.000464741j 0.21237+0.00285828j -0.0185825+0.0106723j -0.0548976+0.0104275j -0.169723-0.0171488j -0.0569802+0.00245673j 0.015195+0.00244805j -0.0080323-0.000504828j -0.101741+0.0213066j -0.00489013-0.000495356j -0.105325-0.0138812j -0.0865966+0.0097987j -0.0720256+0.0016921j 0.0623506-0.00434346j -0.00838853-0.00844596j 0.0226039+0.00452955j 0.0537307+0.0192104j -0.039391-0.0224365j -0.0174188+0.0186657j -0.0542078-0.0169622j 0.0432611+0.0403305j 0.00299067-0.00348558j 0.0267792-0.000378925j -0.0153029+0.00765712j -0.05006+0.0321609j 0.00481147+0.00557776j -0.0453241+0.00918764j 0.0105005-0.0209245j -0.00312264-0.000801086j 0.0417038+0.00536073j 0.00786185-0.0078222j 0.0157869+0.0141673j 0.000858107-0.0138627j 0.0109198-0.0257198j 0.0135541+0.0348468j 0.0307679-0.00648538j -0.0107228-0.0245116j 0.00999945+0.0112959j 0.0232309-0.025678j 0.00264337+0.00583983j -0.00515018+0.00978364j -0.000798069+0.00977147j -0.010008-0.00855971j -0.00582728-0.00587107j -0.0111432+0.0142466j 0.0500122-0.00406239j -0.00309775+0.0247778j -0.0144308+0.0116359j 0.0111984-0.00728856j 0.0148271+0.00563835j -0.012895+0.0149771j -0.00809192-0.0157676j 0.027339-0.00189185j 0.0368354+0.0146887j 0.0422087-0.00614969j 0.00902381+0.00684555j -0.0228976+0.000218273j 0.00649663-0.000588598j -0.0194516-0.00934576j -0.00349899+0.0103103j -0.0131383+0.01523j -0.00134602+0.00152193j -0.0138655-0.0155982j 0.00109447+0.0228154j 0.00237226-0.00921321j -0.000787192+0.0200545j 0.00553252-0.0193709j 0.00985462+0.000276062j -0.00846961-0.0310045j -0.031207+0.0102895j 0.0040507+0.0363432j 0.0314986+0.0515698j 0.00520842+0.00319206j -0.0236909-0.0117317j 0.0120398+0.00898527j 0.0107536+0.0252046j -0.0186987-0.00806087j 0.00098045+0.0271622j -0.0219112+0.00662327j 0.032952-0.0204627j -0.000394082-0.0303333j 
-0.015311-0.00267788j 0.00840231+0.00443036j 0.00661625+0.000145793j -0.0224279-0.00487296j 0.0857193-0.00604791j -0.203548-0.00254515j -0.197499-0.00194622j -0.322587-0.000803835j 0.0269303-0.00309022j 0.175342+0.00128485j -0.0923103+0.00382265j 0.0304857+0.0047102j 0.429782+0.00626831j -0.490908+0.00275056j 0.211245-0.00375545j 0.248841+0.00266634j -0.101349-0.00715289j 0.0362765+0.000462871j 0.00669923-0.00540839j -0.161852-0.00351495j -0.0681461+0.000820954j -0.00736999+0.0108113j -0.0361744+0.00619305j -0.00855258+0.016735j 0.0218222+0.00643958j 0.0051465+0.000395675j 0.000263371+0.00176269j -0.0319535+0.00311549j 0.014904+0.00175544j -0.0137163-0.000544904j 0.0241672-0.000566049j 0.0219777+0.0122783j 0.0363205+0.0126149j -0.016182+0.00165906j 0.00443121+0.0113295j -0.00600435-0.00139378j -0.0146257-0.00542881j 0.00958307-0.00446817j 0.00659185+0.00626925j 0.0188503-0.00211712j -0.00396968-0.0161828j -0.00738714+0.000835987j 0.0175776+0.0018804j 0.00503871+0.015164j 0.00911317+0.00331648j 0.00862389+0.00173212j -0.0160617-0.00305208j 0.000958344-0.0181354j 0.0155915+0.0108366j 0.0263464-0.00167323j -0.00356006-0.0121231j -0.0239995+0.00300868j 0.011035-0.0234532j -0.0479962+0.00560543j -0.00938594+0.000556521j -0.00563897-0.0110395j -0.0167974-0.0245259j -0.015162-0.0111054j -0.0132214+0.0253775j -0.0436649+0.00076743j -0.0100375-0.0227984j -0.00995874+0.00174073j 0.0176703-0.00340805j -0.00362394-0.00546961j 0.00766403+0.0101349j 0.0161639+0.0382273j -0.0346648+0.00943395j 0.000373766-0.0276272j -0.0354944+0.0190187j 0.0142569-0.00644384j 0.0198775-0.025629j 0.000880033-0.00495829j -0.0136668+0.00532571j 0.0146422-0.0232014j -0.0156207-0.00171884j 0.0254299-0.0276577j -0.00249369+0.0272579j 0.0137727-0.0150548j 0.00953501+0.0249296j -0.0258336-0.000155887j -0.0095447+0.000192506j -0.0116492-0.0211326j 0.0130792+0.0343194j -0.0166256+0.0236329j -0.0227514-0.0106275j -0.013229+0.0204884j 0.00225665-0.0108017j -0.00195031+0.0121191j 0.0120561+0.00351342j 0.00276857-0.00402102j 0.0105133-0.0162568j -0.0140403+0.0195142j 0.00107274-0.00442957j 0.00671287+0.00145696j 0.0150642+0.00156629j 
-0.0336045-0.00152141j -0.0194051+0.00467202j 0.0125754-0.00153705j -0.00193545+0.00330339j 0.012774-0.00211152j -0.0867599+0.00126733j -0.0690434+0.000752361j -0.107069-0.000785552j 0.146841+0.00397362j 0.126403-0.000471548j -0.195745-0.00332938j 0.154109+0.00335682j -0.0345296+0.000598478j -0.17607+0.000222093j -0.0559905+0.00130294j -0.0145437-0.000617819j 0.0318515-0.0026364j -0.0499935-0.00579568j -0.0061973+0.000435084j 0.01431-0.00366686j -0.0496002+0.00948178j -0.00397279+0.0024434j 0.0271731+0.00432498j 0.0177966-0.0186166j 0.0112688-0.0294432j 0.0050729+0.00416109j 0.0101302+0.0214984j -0.0266913-0.00639566j 0.00408171-0.0457459j -0.0183183+0.00614967j -0.0319083-0.00382501j 0.0334465-0.0545808j 0.0232261-0.0242588j -0.00660941+0.00200556j -0.00907989+0.0173424j -0.0181836+0.0125559j -0.0214457+0.0014766j 0.0201169-0.0112863j 0.00551007-0.00772612j 0.0149493+0.00414033j 0.0110808+0.0102596j -0.0070778-0.00601379j 0.00988877-0.0128937j 0.00347658-0.0016762j 0.00974844-0.00154787j 0.0076148-0.00211417j -0.0159292-0.0147817j -0.00496399+0.0249554j -0.0102663-0.0185211j 0.00768507+0.00842489j -0.00800972+0.0204396j 0.00793072-0.00948837j -0.0136146+0.0058416j -0.0263047+0.0051579j -0.00456835-0.0103202j 0.00118138+0.00874062j -0.000457152+0.00325455j -0.00489068+0.00279973j 0.00776763-0.0130234j -0.0110163-0.000457049j -0.00684122-0.0104131j -4.67311e-05+0.0024117j 0.00117159-0.00333693j -0.0090897-0.0137089j -0.000881753-0.00921256j 0.00957016+0.012014j -0.0239818-0.00148065j -0.0253007-0.00430494j -0.0176601+0.00230955j 0.00195166-0.00725364j 0.0170137+0.00443314j -0.0121549+0.00456435j -0.00356344-0.0188365j 0.013192-0.0245738j -0.000768731+0.0133527j 0.00697326-0.0107758j 0.00681233+0.00636095j 0.00523052-0.00924873j 0.00286741+0.00727813j -0.00421824-0.0173575j -0.00573556+0.00425267j -0.010708-0.00760378j -0.00252042+0.00758462j 0.0134313+0.00594385j -0.00312066-0.0215264j -0.000523951-0.0221579j -0.0107676-0.00624593j 0.0043328+0.00473581j -0.00967872+0.00397537j 0.0267575+0.0602811j -0.0460513+0.0352241j -0.0398131+0.000358952j -0.00767135+0.00609126j 0.00180653+0.00228226j -0.00317635-0.00400195j 
-0.019914-0.00230791j 0.00492258-0.000872623j 0.0423375-0.00118561j 0.0126924-0.00284951j -0.0760514+0.000859328j -0.00259032-0.00044959j 0.000662269+0.000652204j -0.117089-0.00862614j -0.0408222-0.0013492j -0.00307322-0.00703764j 0.0750333+1.50747e-05j 0.0794631+0.00338367j -0.202405-0.00237282j 0.0518177-0.00744351j -0.0203923-0.000918077j 0.0136113-0.00233345j -0.00117153+0.00117406j -0.0197341+0.00510248j 0.0766239-0.000418107j 0.00988406-0.000782505j 0.00338219-0.00115878j 0.00833993+0.00130704j 0.0301817-0.0032886j -0.00557863-0.011496j 0.0291643-0.00410843j 0.0119956-0.00327367j 0.00735759-0.00417261j 0.0153613-0.00039854j 0.00370384-0.0068186j 0.00165714+0.00178736j -0.00969973-0.00887297j -0.009429-0.0130376j -0.00100677-0.00658232j 0.00740337+0.00210295j -0.0152005-0.00744338j 0.00473993+0.0032807j -0.00266648-0.00225066j 0.0147997-0.00414839j 0.016319-0.00497405j 5.67222e-05+0.029115j 0.00933681-0.00342231j -0.00629881-0.00462394j -0.00679836+0.00419557j -0.0197064+0.00803655j 0.00297508-0.00293116j -0.00895064+0.0450004j -0.00067905+0.0549021j 0.00213426-0.0861146j -0.00148768+0.0846115j -0.0117551-0.0407803j 0.00682854-0.0538861j -0.00163192+0.028856j -0.0116617+0.00890308j -0.00606217-0.0291783j 0.00289357+0.0417886j -0.00129984-0.0313433j 0.00183173+0.00112511j 0.0122507+0.000177897j -0.00301636-0.00608305j -0.0152679-0.000807806j 0.004294+0.0146371j 0.00754793+0.000370289j -0.00561941-0.00450106j -0.0284083+0.0171866j -0.00341616-0.0125705j -0.00546294+0.0381098j 0.00586686-0.0113286j 0.00401676-0.0318951j -0.0246235+0.0399352j 0.0144086-0.0269008j 0.00312814-0.00972314j -0.00268102+0.000663695j 0.00457867-0.00571018j 0.000600245-0.00382579j 0.0033162-0.00250519j -0.00634742-0.00433802j 0.00197131-0.00805699j -0.00478172-0.0237933j -0.00153209-0.00409385j 0.0114544+0.0396535j 0.0163723+0.00358237j -0.00242429+0.0188893j -0.0120065+0.00431057j -0.0187216-0.0162694j -0.00581961-0.00255786j -0.0101472-0.00822612j 0.0130866+0.00955819j 0.00986697-0.00244063j 0.00180796-0.00637548j 0.00202209+0.00715614j -0.0048604+0.00809166j -0.0060704-0.00309974j 0.00854984+0.00112032j -0.00808162-0.000904581j -0.00319799+0.00954392j 
0.021339-0.00331998j 0.0259582-0.00481956j -0.003717-0.00109658j 0.0024773-0.00313807j 0.0516417+0.000429046j 0.0184785-0.00321506j -0.0786949-0.00550338j 0.0623967-0.00079294j -0.24655-0.000932553j 0.260449+0.00286388j 0.567778-0.000545932j -0.240643+0.0010124j -0.0906175-0.00356717j -0.075097+0.000659461j 0.0190712+0.00262319j -0.0203644-0.000858333j -0.249654-0.000401033j 0.171673+0.00205483j 0.0349851+0.00131833j -0.0590212+0.00243029j 0.0076167+0.020917j 0.00965646-0.00168969j -0.00423925-0.00667142j -0.0272666-0.0131554j 0.00371061-0.0164446j 0.00740142+0.00912441j 0.0322289-0.021896j -0.0155145-0.00254703j 0.0137774-0.00220902j 0.0298209+0.0218412j 0.00687787-0.0205779j 6.92825e-05-0.0236518j 0.00984584+0.000150643j 0.00169031-0.00142909j -0.00373612-0.00072006j 0.00722129+0.015212j 0.0188418+0.000782313j -0.0159526+0.00797799j 0.0108322+0.00246453j -0.0117388-0.00173632j -0.00814808-0.0264871j -0.00158381+0.00225726j 0.012889+0.00820769j -0.00412224+0.00409529j -0.0219383+0.00394133j -0.00480522-0.032463j 0.0245101-0.0055272j 0.031117-0.010346j 0.0165594-0.0156102j -0.0396417+0.00869792j 0.0110388-0.00348863j -0.0153894+0.00655216j 0.0128571+0.0110829j 0.014777-0.00407034j 0.00715147-0.00325535j -0.000117591-0.00180884j -0.010042-0.00966245j 0.000447653+0.00808457j -0.00497196+0.0192869j -0.00443463-0.00597447j 0.00968575+0.0014646j -0.00881209+0.000941389j 0.00584775+0.00949047j 0.00408552+0.00679541j -0.00338767+0.00116029j -0.00165418-0.0112418j 0.00762369-0.00242969j 0.00952754+0.00749852j 0.0185275-0.00785124j 0.00346063+0.0104467j 0.00208967+0.00253461j -0.00331784-0.002043j -0.00839915-0.0325976j 0.0393562-0.00627995j -0.0104716+0.00947977j -0.0149421-0.0157359j 0.0073576-0.0015744j 3.41524e-08+0.0166529j 0.0115125-0.00358868j -0.00455127-0.00157185j 0.0135149+0.00563288j 0.00685099-0.0101095j 0.0183365+0.00782401j 0.000783242+0.000234489j 0.00856528+0.00681275j -0.00814209+0.0225178j 0.00906026+0.00188622j 0.001374+0.0077536j 0.00508717-0.0201594j -0.00302013-0.0104534j 0.0133126-0.0182235j -0.00824261+0.0182786j 0.00164735-0.00831393j -0.00668132+0.0116116j 0.0194964+0.00657571j 
0.00507704+0.00201868j -0.0384084+0.00144024j -0.00801164+0.00160407j -0.0258582+0.00264352j 0.0237766+0.00341697j 0.0792396-0.000873073j -0.107512-0.000325094j 0.0304141-0.00052014j 0.247575+0.00387475j -0.102128+0.00488351j -0.251293+0.0053752j 0.0962242+0.00206724j 0.114436-0.00379539j 0.017237-0.000402379j 0.0403081+0.00243866j 0.0130214+0.000335837j 0.237107+0.00316514j -0.144721-0.00244907j -0.0604264-0.00213581j 0.0456697-0.00222569j -0.00735517+0.0235498j -0.00457949-0.0221387j 0.00734657-0.0157846j 0.02379-0.000104903j -0.00588229-0.00967736j -0.0103296+0.0180844j -0.0241279-0.0344607j 0.00389647-0.00470462j -0.0288071+0.0329153j -0.0182373+0.0395604j -0.0173621-0.0185035j 0.00951875-0.00982083j 0.0006161+0.0138157j -0.00621874+0.00284389j 0.0053561+0.000265071j -0.0154393+0.0159288j -0.0244694-0.0036421j -0.00932479-0.00797524j -0.00689908+0.00707326j 0.00735471+0.0126387j 0.00927671+0.0031543j -0.00240969+0.0115973j 0.0137282-0.0089171j 0.0137643-0.00872144j 0.00452778+0.00279888j 0.00420555+0.00655046j -0.0132375+0.0033601j -0.022634+0.0101719j -0.0158921+0.011336j 0.0216115+0.00102123j -0.00547408+0.00170746j 0.00924263-0.00864159j -0.0143783-0.0171699j -0.00677931+0.000343882j 0.00193544+0.00539006j -0.000751599-0.0119831j 0.00792458+0.0101102j 0.000297149-0.00321608j 0.00889959-0.0120818j 0.00807887+0.00678906j -0.0116979+0.00148874j 0.00625143-0.000511665j -0.00259922-0.00941854j -0.00702045-0.0137526j -0.0113048-0.00119881j -0.00650673-0.000393234j -0.00608977-0.00238996j -0.0165185+0.00303191j 0.00876223+0.00150327j 0.000601635-0.00964466j 0.011404+0.00851395j -0.0154543+0.00557872j -0.0179674-0.0108353j 0.00622605-0.0175708j -0.000304653+0.021522j -0.00519343+0.000936873j -0.000260455-0.00637031j 0.00211611+0.00157058j 0.0041082-0.00919512j 0.00671326+0.00481056j 0.00373908-0.00257379j -0.0144371+0.0023478j -0.0223296+0.00272446j 0.00656722-0.00500523j -0.00129791-0.00190762j 0.00207819-0.0169684j -0.0120253+0.000387566j 0.00784887-0.00620543j 0.00281856+0.0242643j -0.0193499-0.0554644j 0.0286151-0.0142164j 0.0412134-0.0257408j 0.000910689+0.00726026j 0.00965035-0.0111105j -0.0180266-0.00846776j 
