0.0297227+0.00158682j 0.0734146-0.0107824j -0.0652532+0.00554913j -0.0285512-0.00155803j -0.028237-0.0016691j -0.00519429+0.00160412j 0.0119833-0.00148776j 0.00348481-0.00109428j 0.0322922-0.000977264j -0.0237966+0.00305505j 0.0673213-0.000363377j -0.00786622+0.00191945j -0.241806-0.00296216j -0.0720802+0.00552982j -0.000577997-0.00231624j -0.0678351+0.00289227j 0.090019-0.0050925j -0.00481253-0.00650723j 0.0325217-0.00080481j 0.00332596+0.00158174j 0.0375491-0.000167202j -0.00804149+0.00102638j -0.0186991+0.000959702j -0.000833639+0.00683142j 0.0159872+0.00494283j 0.00279008-0.00275368j 0.0701822-0.00267308j 0.0191116+0.000530232j -0.00124571+0.00207579j -0.00853827-0.000701202j 0.001038-0.00243629j 0.000381016+0.00132746j 0.017372+0.00358535j 0.0302928-0.000504283j -0.0030439-0.00683109j 0.0202201+0.00564966j -0.0529375+0.00292307j 0.0459466-0.00390481j 0.0666183-0.00642543j -0.0652008-0.00159989j 0.0637867+0.0025187j -0.0306288-1.16741e-06j 0.0880726-0.00849659j 0.0881451+0.000894675j 0.0863349-0.0110662j -0.254268-0.0111485j 0.0123617-0.0426827j -0.017347-0.00117344j 0.0237184-0.0114277j 0.0175517+0.00834412j 0.00782172-0.00615922j 0.00628696+0.00239708j -0.0226919-0.00308807j -0.0607118-0.0159619j 0.0452941+0.00448498j -0.0390111-0.00486531j -0.017184-0.0114j -0.00301413+0.00543826j -0.0477163-0.0239988j 0.0932911+0.00202151j 0.0449778-0.0200523j 0.00148643-0.0227997j 0.00862585-0.0306325j 0.080907+0.0589938j 0.0297088+0.00352873j -0.0350327-0.000637188j -0.27111+0.0229731j -0.329654-0.118207j 0.273607-0.0725475j 
-0.0425642+0.0422259j 0.0254246+0.0823586j 0.0142801+0.0437558j -0.00212894+0.00725717j 0.0259445+0.050052j -0.0132642+0.01645j -0.0207891-0.000478141j 0.0102784-0.0308604j -0.00894496+0.0170364j 0.0223946-0.00305384j 0.000905317-0.0108161j 0.0194761-0.0217936j 0.00552348+0.0426709j 0.0197395-0.0267872j -0.0785591-0.163558j -0.0215475-0.109893j 0.040846-0.00703851j 0.117925-0.00984115j -0.00106295+0.108395j 0.013729-0.101261j 0.0779989-0.0368532j 0.03305-0.0387847j 0.0116012+0.0373933j -0.00171023-0.00918958j 0.0333861-0.0624807j -0.0311874+0.0280621j -0.0351635+0.00258755j 0.0297891+0.014026j -0.00438568+0.00388689j -0.00371461-0.00710158j 0.0149719+0.0112318j 0.0291092+0.000378245j 0.00440613-0.00310158j 0.0025306+0.0177286j -0.00783735+0.00591139j 0.00477701+0.000756567j 0.0147535-0.0212081j -0.0688264-0.0161921j 0.0292651+0.020117j 0.0281403+0.0652751j 0.0275668+0.00697574j -0.0631226+0.0349527j 0.0411565-0.0086844j -0.0563993+0.0189811j 0.00188786+0.138564j 0.167506+0.07036j 0.0964979+0.0871052j -0.115784-0.035981j 0.0914198-0.281267j -0.008469+0.096425j -0.143987+0.0529754j 0.0255933+0.040509j 0.0159747-0.0421284j 0.0246795-0.0748427j 0.0948358-0.120067j -0.0468223-0.00538109j -0.0915922+0.0467079j -0.0101746+0.0519732j -0.0839238-0.0229074j 0.0666711-0.0121613j 0.0149769-0.0593974j -0.0389567-0.0332075j -0.0184257-0.0236744j 0.0352731+0.0179632j 0.00460834-0.00203677j -0.0925682-0.0133649j -0.0128016-0.0629533j -0.0112041+0.00412996j 0.00565885-0.0445533j 
0.0332231+0.0303111j -0.0123568-0.0198611j 0.0655054-0.00805612j -0.0144679+0.0225302j 0.0460251+0.0440488j -0.0266332-0.000939388j 0.013072-0.0570604j -0.0249956-0.0292882j 0.0119764+0.0158306j 0.031942-0.000791598j 0.0143339+0.0308334j -0.0121087-0.039472j 0.0335144-0.00275216j -0.00183756-0.00393373j -0.0638146-0.000477283j -0.0635121-0.121226j 0.0814059-0.192321j 0.0231514+0.0652583j -0.074842-0.0402955j 0.0765975+0.030862j -0.0555007+0.00722355j 0.0563605+0.00906012j 0.046508+0.00503861j -0.0508765+0.036948j 0.0248645+0.0217643j -0.00197926-0.00908706j 0.0446553-0.0260775j 0.00805542-0.0176548j -0.0476388+0.00395079j -0.0244303+0.0103565j -0.00776071-0.00746534j 0.0246404-0.00565735j -0.00613605-0.0160111j -0.0503305-0.00845077j -0.00849079+0.0136444j -0.0171324-0.00435336j -0.0162225+0.0455324j 0.0434495-0.0271574j 0.118889+0.00228835j 0.0146733-0.0197358j -0.0826145+0.0255634j 0.132288+0.0279011j 0.00419236+0.00359071j -0.0238935+0.0418905j -0.0581141-0.00644404j 0.0284214-0.0335244j -0.0334743-0.0386088j 0.144728+0.0282848j -0.0477009+0.10542j -0.318725-0.0532198j 0.0714665+0.0433607j -0.0383227+0.0350601j -0.0398543-0.0395458j -0.0323457-0.044601j -0.0105398-0.146909j -0.0725549+0.0439916j -0.116738+0.0238108j -0.0373101+0.0823441j -0.0189344-0.0388076j -0.0606251+0.0774826j -0.0848913-0.0139093j 0.052668-0.0961169j 0.0479126-0.0448312j 0.0316771-0.0723872j 0.0277363+0.00512996j -0.0193728+0.00440502j -0.0244303-0.0745166j -0.0115014+0.0097126j 0.0328563-0.0480849j 
-0.0432073-0.0336532j -0.022356+0.116374j -0.0785631+0.0144035j -8.7417e-05-0.0837249j 0.00840811-0.0326943j 0.0265164+0.00410227j -0.0214141+0.0173861j 0.0123905+0.0104764j 0.0128086-0.00911179j -0.00931282+0.023751j 0.0260809+0.0106791j 0.000815261+0.0401613j -0.0278956-0.0394634j 0.00916662-0.00971786j 0.106654-0.152827j 0.0320582+0.159755j -0.0247895+0.0257953j 0.055276+0.0152079j 0.0205344+0.0209125j -0.0171589-0.0350006j -0.0445421-0.0274134j -0.0347261-0.0203674j 0.00943472+0.0336741j -0.012475-0.0525882j 0.00489029-0.0489153j -0.00121428+0.00541725j 0.0701482+0.0019361j 0.00937236+0.0256698j 0.0189739-0.0134469j -0.0168508+0.00415071j 0.0241404+0.00793759j 0.0226473-0.00780827j -0.00690993-0.0169881j 0.0559685-0.00747301j -0.00343314+0.0102397j -0.00285244-0.0198819j -0.0574876-0.0210621j 0.0439748+0.0193849j 0.0121537-0.00641485j 0.0498956+0.0529234j 0.0618239+0.0380411j 0.0210519-0.0535749j -0.0335315-0.0182476j 0.00858909-0.0333511j 0.0211169+0.0343893j 0.0107766-0.00172012j -0.0992652+0.132555j 0.0618711+0.202203j -0.261845-0.145845j -0.277881+0.0399339j 0.0654236-0.048559j -0.0539504+0.00352569j 0.007345+0.00794001j 0.0105816-0.0157549j 0.028833+0.0478751j -0.0398486-0.00420573j 0.0721105-0.061572j 0.0249887-0.0379357j 0.0150865-0.0390975j 0.0762415-0.0168734j 0.0318477-0.0187441j 0.0713187+0.0147459j 0.0632052-0.0442866j 0.0101162+0.0536747j 0.00250663-0.0141319j 0.0835118+0.01545j 0.034039+0.0750685j 0.00813515+0.00233299j 0.0102071+0.00283176j 
-0.0461635-0.0307628j -0.00585449+0.045487j 0.0379557-0.0348025j -0.0232568-0.0686587j 0.0173216-0.0363106j -0.00494418+0.00474591j 0.00484478-0.00109406j 0.0129035+0.0236862j 0.00217427-0.0210076j 0.0177545+0.02142j -0.00878886+0.0434365j 0.0398321+0.0372613j 0.0160455-0.0748732j 0.0250499+0.00521323j -0.0359715+0.00811658j 0.0394415+0.144827j 0.0874429-0.0876095j 0.0979921+0.0278201j 0.0280479-0.136421j 0.0218777+0.0572378j 0.0857474-0.045955j -0.0112449+0.0164737j -0.00395159+0.0178184j -0.0270916-0.0285912j 0.00317287+0.00246368j -0.0272049-0.0388437j -0.00433122-0.0377272j 0.0586955+0.0216406j -0.0208316-0.0174454j -0.0171105+0.0130129j 0.00726009+0.00246232j 0.0697369+0.0103393j 0.0309181-0.0184504j -0.00229299-0.0306171j 0.01213+0.00491285j -0.00111-0.0197913j 0.0315955+0.032404j 0.031302+0.0257953j 0.0391766-0.0234508j -0.0838722-0.0142881j -0.0726974+0.057194j -0.0618903-0.0419131j 0.037488-0.0182391j -0.0209571+0.00336725j -0.085291-0.0584022j 0.0749618-0.129013j 0.013355+0.00341899j -0.146396+0.31392j 0.212587+0.0850985j 0.0515574-0.100131j -0.0706273-0.037866j 0.0305703-0.0336675j 0.0173226+0.0475107j 0.0459602+0.0404441j -0.00515172+0.0104662j 0.0269162-0.024728j -0.139796+0.00455659j -0.0388033-0.0116279j -0.036641-0.011926j 0.0714192-0.0106481j 0.0448625-0.0086059j 0.0554198-0.014656j 0.104795-0.00947464j 0.0800443-0.00193077j -0.00188509-0.0149358j -0.0855045+0.0340363j 0.0912679+0.0942078j -0.013034+0.00924433j 0.0336546+0.0123286j 
0.0125702+0.0691223j 0.0378274-0.0483182j 0.0128213+0.0182764j 0.111161+0.0226693j 0.0084037-0.00373715j -0.0580413-0.0117824j -0.0343267+0.0105116j -0.0209012+0.00103484j 0.032326+0.00694114j 0.0386055-0.0142086j -0.00197052-0.0129187j -0.00777509+0.00243401j 0.000842572+0.0249796j 0.0625643+0.00565958j -0.00848983+0.0510043j 0.0633116-0.0563375j -0.100249+0.0237746j -0.0191672-0.0504464j 0.133906-0.0332797j 0.134056+0.00482212j 0.0683924+0.0154697j -0.0852455+0.0130571j 0.0787686-0.0234263j 0.00542355+0.0228883j 0.0658746+0.0172032j -0.0231647-0.00176666j 0.0741099-7.71371e-05j 0.0224395-0.0113148j -0.00954956+0.005765j 0.00207571-0.00290294j 0.00945432-0.00120786j 0.0315147+0.00173317j -0.0286886+0.0034503j -0.0111657+0.00735572j -0.0364558+0.0021254j 0.00624198+0.00497922j 0.00166242-0.00332289j -0.0957928-0.00598951j -0.00293039+0.00445941j -0.0301418-0.0133026j 0.0865862-0.0293045j -0.0761222+0.0172752j -0.00127952-0.00756596j -0.0193334+0.00361633j -0.0338317-0.00485511j -0.140281+0.000818494j 0.0732188-0.0322784j -0.36738-0.048444j -0.136106+0.0982053j -0.266213+0.0300727j 0.00242336+0.0213279j -0.0271194+0.00373507j -0.0628028+0.000202911j 0.0835139-0.00229844j -0.0480713+0.0193572j 0.0601033+0.0208331j -0.0725179+0.0331269j 0.00851897+0.0216576j 0.0278625+0.021039j 0.0622487-0.0269292j -0.00877463-0.00939741j -0.0381052+0.0289119j 0.00962972+0.0361551j 0.0115574+0.0174734j 0.0124958+0.00170181j -0.0475537-0.0116376j 0.0921247-0.00333803j 0.0104278-0.00401635j -0.0128161+0.012953j 
-0.102814+0.147685j -0.0304597-0.0519914j -0.155137-0.0217874j -0.0300964+0.0499986j 0.00504069+0.0333987j 0.0264794-0.0200743j -0.00408838-0.00966746j 0.0310594-0.0219857j 0.0151031+0.0246354j -0.0326539-0.00420082j 0.0125654+0.0046023j 0.0890973-0.00592123j 0.00420764+0.0396983j 0.0400608+0.0166947j 0.112656+0.0710161j -0.0386851-0.136155j 0.0140746-0.0745596j 0.15572-0.00822909j 0.0806044-0.0257794j -0.123225+0.0560804j 0.0276876+0.022651j -0.0157453+0.0242459j -0.0475443-0.00609128j -0.052764+0.0229032j -0.0108245+0.0192694j -0.0102306-0.00254528j -0.0132103-0.0182328j 0.0556624-0.0215406j 0.0596468+0.000704674j -0.0164096+0.000501241j -0.0119983-0.0037121j 0.00194934+0.00261252j 0.0149289+0.00187442j 0.0904342-0.00590752j -0.00580439+0.0101541j 0.0209732+4.49269e-05j -0.0501007+0.0226685j 0.039759-0.0356158j 0.0351031+0.000881938j 0.0240589-0.0225011j 0.0595714-0.00878026j -0.0221676+0.0280942j -0.0136175-0.0142556j -0.00358016+0.0231845j 0.12422-0.0078373j 0.214166-0.036744j -0.0460724-0.0397021j -0.0369593-0.110708j -0.132173+0.156779j 0.0784003-0.0610322j 0.00198527+0.033181j 0.0247519+0.00408427j 0.0166868-0.0233499j -0.0355215-0.0115128j -0.0161509-0.0235876j -0.0317651-0.0126431j 0.0368264+0.0414939j 0.0306234+0.0423919j -0.052795+0.00901315j 0.173427+0.0222407j 0.076988-0.0291678j 0.0813882-0.0139909j 0.142521+0.0345124j 0.0962002+0.0152976j -0.0144548+0.0200209j 0.0984616-0.00657858j 0.0984282+0.0382024j -0.0122806+0.000240166j 0.0320806+0.0190247j 
0.0527639+0.0771715j 0.0228647-0.028749j 0.000677827+0.00703692j 0.0418303-0.0400734j -0.0584214+0.0354875j -0.00430192+0.00712679j 0.0465673+0.00964596j 0.0211261-0.0153598j -0.0139598+0.0236815j 0.00318403-0.00981696j -0.0425924-0.0019358j 0.0178586+0.00391314j 0.0156145+0.024358j 0.00164178-0.00491349j 0.10328-0.0696682j 0.157712-0.0693193j 0.222087+0.000641923j -0.229164+0.0563935j 0.0356934+0.0427386j 0.0191076-0.0339252j -0.0245069+0.00261115j -0.00278927+0.000684092j -0.0151161-0.00636815j 0.0108343-0.00394179j -0.0209094-0.0230607j 0.0190274+0.0151287j 0.0285629+0.00309697j 0.00506685-0.0121296j -0.00499312-0.000816901j -0.038851-2.20996e-05j -0.00119379+0.00739137j 0.0317879-0.00747434j 0.0508095-0.00317999j -0.00626807+0.00619123j -0.0085438+0.0090935j -0.0263945-0.00248888j -0.157585-0.00932862j 0.0973246-0.0237515j -0.0224768+0.0083663j 0.0369553+0.0351422j -0.151531+0.0161965j -0.0620648+0.00250615j -0.0129707-0.00873126j 0.0315916-0.00354847j -0.00126756+0.0488936j -0.0939786+0.0703457j 0.00770694+0.0279917j -0.0840947-0.0202822j -0.039286-0.0203927j 0.118009+0.0184801j -0.0267067+0.026459j -0.00451002+0.0212582j 0.0218239-0.0261083j 0.054912-0.0503373j 0.00550498-0.0252443j 0.0401515-0.019868j -0.054022+0.00165522j -0.0874245+0.0251166j 0.109689-0.038226j -0.0825155+0.0376313j 0.0282274-0.0123885j 0.185684-0.0226061j 0.106999+0.000155662j 0.111487+0.0290639j 0.01323-0.00719757j 0.0331718-0.0261222j 0.132487-0.00248532j -0.00324399-0.0047462j 0.0194182+0.00319222j 
-0.0235112+0.00712152j -0.0664419-0.0939139j -0.0856628+0.0346125j -0.0964703+0.0162851j -0.0563131-0.00314977j -0.000407974+0.00349726j 0.0108085+0.013417j 0.016427-0.0123355j 0.00994043+0.0117761j 0.00220868-0.0121616j 0.028594-0.0133825j 0.0807903-0.0326417j -0.0570391+0.0103258j 0.049273-0.0122726j 0.115613+0.0105316j 0.144136-0.047797j -0.154736+0.0287238j 0.0606803-0.0484267j -0.0886765+0.0331034j 0.00431355-0.0251323j 0.0042053+0.00274787j -0.0218683-0.00392918j -4.77665e-05+0.00344426j -0.0565952+0.00869737j -0.0313428-0.00311705j -0.0288978+0.0104196j -0.0229198+0.011298j 0.0469146-0.00477095j -0.0390364+0.0073139j 0.0170177-0.00532351j 0.0175795-0.00455811j 0.0381222-0.0107363j -0.0073044+0.00746044j -0.0292087+0.0108435j 0.017641-0.000923837j -0.0161931+0.00374072j 0.113233-0.0189785j 0.0458566-0.00936699j -0.00601008+0.00654063j -0.148185+0.0200764j 0.010974-0.00760667j -0.0190145+0.0160181j 0.00678032+0.00365447j 0.0888462+0.00286542j -0.0911416+0.0241704j -0.137073+0.0209008j -0.0476772-0.0135132j 0.147875-0.0655775j 0.232313-0.0468312j -0.121542+0.0249472j -0.045451+0.0067744j -0.0221292+0.00784528j 0.0392095-0.010056j 0.0305454-0.00860171j -0.0899845-0.025536j 0.0393189+0.0130671j -0.0406447+0.00410787j 0.0129363+0.00230406j -0.0385536+0.0182558j 0.101013-0.0137021j 0.0202969-0.00520707j 0.0558858+0.0189639j 0.123493+0.002155j 0.0575388-0.0112263j 0.0246338+0.0278451j 0.170388+0.0319668j 0.164663-0.0579981j -0.00751863-0.000738659j 0.0267202-0.00958072j 
0.0264999+0.258411j 0.121459+0.118779j 0.0282512-0.0934309j -0.0461286-0.0354085j -0.00751177-0.015701j -0.0143683-0.0124978j -0.012485+0.029188j 0.000125502-0.000218584j -0.0363115+0.0323853j 0.0344146+1.41404e-05j 0.0124313+0.00377961j 0.0267141+0.0897528j -0.0196112+0.0266493j 0.00216118+0.029039j -0.183417-0.011528j 0.0786986-0.0347309j -0.0565773-0.052854j -0.0217762-0.0274364j -0.0640558+0.014531j 0.0169315-0.0224052j -0.0373355-0.00324722j 0.0234334+0.00307732j -0.00493898-0.0274641j -0.0131632-0.0343246j -0.00910314-0.0488667j -0.0085436-0.000245728j -0.0227632-0.0447794j -0.00947924-0.00722022j -0.0218386-0.00766306j 0.0167211-0.00267724j 0.0154018+0.0234751j -4.71028e-05+0.0210672j -0.0255941+0.00340255j -0.0291184-0.00676829j -0.00800896+0.0229927j -0.0073955-0.00589159j 0.0382714+0.014511j -0.00770959-0.0387053j 0.0103764-0.0223462j 0.00235556+0.0435515j 0.00412826+0.0199385j 0.00230354-0.00251947j 0.00229183-0.0731238j 0.0624223+0.00956836j 0.0123092+0.0879359j -0.0505377-0.0090223j 0.0691185+0.0518818j 0.182473-0.0262269j -0.0105996+0.0702965j -0.0144536-0.0116623j -0.0287868+0.04321j -0.00135551-0.0024101j 0.00932258-0.0187549j 0.00716294-0.0597054j -0.0420758+0.122116j 0.0214527-0.0921669j -0.0152003+0.0997524j 0.0117357+0.041454j -0.0233549-0.0142192j -0.0275007-0.00517363j -0.0286062-0.0370861j -0.017105+0.0233746j -0.0110318+0.0865047j 0.0143544+0.129865j -0.0963958-0.0607773j -0.0394251+0.0649308j 0.0129716+0.261015j -0.00301773-0.0266034j -0.0206407+0.0829538j 
-0.00594536-0.0306145j -0.00110435-0.02086j -0.00600814+0.0118607j 0.00294588+0.0164152j 0.0049536+0.00417606j -0.0121965-0.0113711j 0.00400658-0.0031208j 0.00655801+0.0066689j -0.000888057-0.00889004j -0.00234665-0.00304745j -0.00247698+0.00313009j 0.00330233-0.01343j -0.00103029+0.000227569j 0.00480473+0.00374327j 0.0064452+0.0140245j 0.00169497-0.00534104j 0.0169769+0.0166406j 0.0084762+0.00549192j 0.00284916-0.00978901j 0.00718921+0.0276889j 0.0171586+0.0317531j 0.00577112+0.0107764j 0.0240903+0.0260846j -0.0091771-0.0116372j -0.000653065+0.00401404j -0.00199958-0.00344188j 0.0146966+0.0231819j -0.00778542-0.0220225j 0.000959181-0.0057041j 0.0043657+0.00493349j 0.00636028+0.00452045j 0.0102673+0.0174649j -0.00153449-0.00507552j -0.00641832-0.0126906j -0.00210905-0.00782901j 0.00116714+0.00248407j -0.00300019+0.0211914j 0.00409515+0.0167632j 0.0156881+0.0254727j 0.0164526+0.00558682j 0.00236482-0.0110702j -0.0117205+0.00220827j -0.00512269+0.000930051j -0.00472286+0.00378048j 0.0067998-0.0108864j -0.000500572-0.00243011j 0.000915-0.0183547j -0.0312882-0.025957j -0.00696005-0.00669746j 0.00910727+0.00911208j -0.00803499-0.0199137j -0.0112037-0.0217539j 0.0171935+0.0347617j 0.00264532+0.00509184j -0.00441057-0.0168768j 0.000975988+0.0088151j -0.0115627-0.0241322j 0.00251672+0.00622086j -0.0191614-0.0370313j 0.000763296-0.00889175j -0.00537535-0.0116672j 0.00476292-0.00791706j -0.00719403-0.0479393j 0.0236057+0.0176133j -0.22734-0.58435j 0.0878441+0.205788j -0.0224512-0.113117j 0.00210583+0.0123056j 0.00649751+0.00197325j 
0.00534985+0.00611877j -0.034018+0.00260708j -0.0203035-0.0168479j -0.00495972+0.0174619j -0.00437713-0.00968982j 0.00251615-0.00429405j -0.00163832-0.00233691j -0.000412142+0.00402003j 0.00386671-0.00289205j -0.00339685-0.00321614j -0.00127464-0.00418717j 0.00344036-0.000112959j -0.00476226-0.00178905j 0.00275544+0.00812912j 0.0410977+0.032014j -0.00891718+0.000120028j -0.0347231-0.0138026j 0.00372801-0.0155504j -0.000804622+0.024822j -0.00976652-0.00932693j -0.0121869+0.00176854j 0.002264+0.017012j -0.0222068+0.00564417j -0.00382716-0.00379757j -0.00026593+0.000696795j 0.00220204-0.00325911j -0.00861673+0.00889553j 0.00473787-0.0164324j 0.00403331-0.00275643j -0.00010449-0.00027057j -0.00179487+0.00451878j 0.00557474+0.0159497j -9.90017e-05+0.00272755j 0.00384781-0.000136093j 0.000709698-0.00837862j 0.00637295+0.00428157j 0.0262123+0.00881878j -0.000874668-0.00454855j 0.00407692+0.013473j -0.0273664+0.00380891j -0.0144789-0.0166043j 0.0219915+0.00163332j 0.0086687+0.000415197j 0.021314+0.00666949j -0.00775347-0.00115637j -0.00731928-0.00162841j -0.0220886-0.020466j 0.0396254+0.0571677j 0.0215722-0.0247266j -0.0222009-0.00785919j 0.00803522+0.0267566j 0.0182368+0.0517736j -0.0271478-0.076785j -0.011017-0.0278448j -0.0086054+0.0145375j -0.000251904-0.0041205j 0.0199839+0.0499357j 0.0088509-0.000107401j 0.0217784+0.0800546j 0.0173119+0.0111589j 0.016412+0.05188j 0.00150642-0.0187883j 0.0257727+0.019801j -0.00536767+0.0308242j 0.0674824-0.293961j -0.118432-0.545105j 0.0326822+0.0533631j -0.00173094+0.00272283j 0.00312735+0.000795578j 
-0.0048285-0.0598169j 0.0187512-0.0754372j -0.0151704+0.0281094j -0.00964574-0.0161705j -0.0180717-0.00861986j -0.0248249+0.011075j 0.00788951+0.000814262j 0.0140731-0.00621228j -0.00568909+0.0046647j -0.00316728-0.00251288j 0.0117066+0.00162969j 0.016423-0.0265113j -0.0143622-0.0208466j 0.0248804-0.0118522j 0.00198809+0.00203137j 0.0347879+0.0178301j 0.00706348+0.00363837j 0.00359703+0.00040141j 0.00226751+0.0120209j 0.00920653-0.00290637j 0.0372948-0.00425273j 0.025374-0.0040159j 0.0591972-0.00181139j -0.0169423+0.0155085j -0.00947171+0.00832103j -0.00833569+0.00454347j 0.0337813+0.00530879j -0.0263688+0.00710655j -0.0130808+0.00594783j 0.00933609+0.00116629j 0.0160876-0.00642663j 0.0342453-0.0124466j -0.0158542-0.0012317j -0.0309079-0.00102698j -0.0197769-0.00221265j -0.00677267+7.606e-05j -0.0029446-0.0148744j 0.000919326-0.00400603j 0.031907-0.0104318j 0.0399952-0.000328777j 0.0150962+0.0118315j -0.0394082-0.0155559j -0.0196908+0.0121666j -0.00692054-0.0097305j 0.0132275-0.0147108j -0.010767+0.00161841j -0.00343888-0.0203259j 0.0400236+0.0198561j -0.0219596-0.00569657j -0.00670906-0.0030671j -0.00937829+0.00239198j 0.00797648+0.0141913j -0.00949987-0.0172283j -0.0145909+0.00953241j -0.00295982-0.0202871j -0.000618413+0.0196987j -0.00181428-0.00820167j 0.00888834-0.0127352j -0.00386185+0.0305796j 0.0075732+0.012634j 0.00995129+0.0254394j 0.00660989+0.00221728j -0.00303687+0.00459207j 0.0652467-0.0342665j -0.614663+0.182924j -0.0568219-0.149777j -0.0125763-0.0127129j 0.00611898+0.00493736j 0.0095117-0.0150381j 
-0.00352161+0.0237048j -0.00984372+0.108007j 0.0563446-0.0400224j 0.029968+0.0278343j 0.0336652+0.00497119j -0.00366101-0.00545553j -0.00715132-0.0102658j 0.00119571+0.0118289j -0.0110706-0.0141967j 0.00553954+0.00639425j -0.00277487+5.99745e-05j -0.0282189+0.0299574j 0.0244732+0.0187489j -0.0126672+0.0117606j -0.0365262+0.0179824j -0.03544+0.000715447j 0.0605737-0.0161472j 0.0125843+0.00126691j -0.0286815-0.0177919j 0.0606126-0.00362536j 0.0301103-0.01155j -0.0198055+0.00201118j -0.0120353-0.00313278j 0.00117943-0.0153847j 0.0049983-0.004467j -0.00515219-0.00552783j 0.00842184-0.0103731j -0.00314066+1.6219e-05j -0.000692568+0.00434296j -0.00114144-0.00164346j 0.00230194+0.000936939j 0.0070848-0.00124802j 0.00293264+0.0116352j -0.00318582+0.0129609j 0.00417245+0.00710799j 0.000197366+0.00363066j 0.0248914+0.0111745j 0.0156928+0.0173424j 0.00429782+0.00720526j -0.013109-0.0209874j -0.0284741-0.0177144j 0.0248771+0.0256913j 0.0191574+0.000502278j -0.0104657+0.0146316j -0.0251624-0.00151074j 0.0031903+0.000772197j 0.0239393+0.0112755j -0.135448+0.041229j 0.0132218-0.00910028j 0.0224472-0.00821284j -0.0410107+0.00849261j -0.0765665+0.0155801j 0.110031-0.0248333j 0.0379997-0.0151064j -0.000932396+0.0197948j -0.00167898-0.0158407j -0.0669493+0.0234005j -0.000445805+0.00467429j -0.102288+0.0150321j -0.0431107-0.00105581j -0.0698786+0.00466806j -0.00367599-0.00935952j -0.0712428+0.0105978j -0.0364517+0.0114794j -0.048994+0.0439619j 0.533511-0.162376j -0.125934+0.0532648j 0.00564745-0.00367809j 0.00296419-0.00196345j 
0.042127+0.103279j 0.0968926-0.369373j 0.0125251+0.086759j -0.0552292-0.234399j 0.00967452-0.047133j -0.0229772+0.0168746j 0.0217026+0.0793369j -0.0190952-0.0360925j 0.0231146+0.0877833j 0.00856328-0.0190316j 0.0100412+0.0312861j 0.0475251-0.0140444j 0.0150077-0.0967504j 0.0112745-0.0202447j -0.117136-0.0729443j -0.0205111+0.0851267j -0.010305+0.00854475j 0.0080832+0.0321557j -0.0288884+0.0393218j -0.0583875+0.00243517j 0.0152254+0.00785591j 0.00621721-0.0106738j 0.0543454+0.0370806j -0.00839274+0.0188899j -0.0145726+0.000659914j -0.0124049+0.00902752j -0.0157964+0.0358537j 0.0344996+0.00573338j -0.0115309-0.011083j 0.000227336+0.00688829j -0.00647568-0.00867894j -0.0021656-0.0143704j -0.0241127-0.0264969j -0.021183-0.0280564j -0.013757-0.00403939j -0.0138947-0.0201237j -0.0816852-0.0748096j -0.0295895-0.0468965j -0.00242412-0.0268206j 0.0267795+0.07774j 0.0721109+0.112348j -0.0611501-0.137145j -0.0708877-0.0589397j -0.0744073-0.103366j 0.0115091-0.0280074j 0.0315778-0.00565986j 0.0651551-0.0391182j 0.0108486+0.0102089j 0.00621569+0.0509292j 0.00519321-0.0173392j 0.00225802-0.00203144j -0.0185028+0.00339723j 0.0177435-0.00160403j -0.0188217+0.0128688j 0.0522148-0.0326874j -0.0389682+0.0234912j 0.00968748+0.000507797j 0.00788494+0.00700315j -0.0447952+0.0230337j -0.0321334+0.0131464j -0.0429414+0.0159358j -0.0232185+0.015949j -0.0530209+0.0159389j -0.0070667-0.0160609j 0.095258-0.0366124j 0.110734-0.0581562j -0.0332376-0.0372809j -0.00151687+0.00435824j -0.026713-0.00531805j 
