0.0297227+0.00158682j 0.0734146-0.0107824j -0.0652532+0.00554913j -0.0285512-0.00155803j -0.028237-0.0016691j -0.00519429+0.00160412j 0.0119833-0.00148776j 0.00348481-0.00109428j 0.0322922-0.000977264j -0.0237966+0.00305505j 0.0673213-0.000363377j -0.00786622+0.00191945j -0.241806-0.00296216j -0.0720802+0.00552982j -0.000577997-0.00231624j -0.0678351+0.00289227j 0.090019-0.0050925j -0.00481253-0.00650723j 0.0325217-0.00080481j 0.00332596+0.00158174j 0.0375491-0.000167202j -0.00804149+0.00102638j -0.0186991+0.000959702j -0.000833639+0.00683142j 0.0159872+0.00494283j 0.00279008-0.00275368j 0.0701822-0.00267308j 0.0191116+0.000530232j -0.00124571+0.00207579j -0.00853827-0.000701202j 0.001038-0.00243629j 0.000381016+0.00132746j 0.017372+0.00358535j 0.0302928-0.000504283j -0.0030439-0.00683109j 0.0202201+0.00564966j -0.0529375+0.00292307j 0.0459466-0.00390481j 0.0666183-0.00642543j -0.0652008-0.00159989j 0.0637867+0.0025187j -0.0306288-1.16741e-06j 0.0880726-0.00849659j 0.0881451+0.000894675j 0.0863349-0.0110662j -0.254268-0.0111485j 0.0123617-0.0426827j -0.017347-0.00117344j 0.0237184-0.0114277j 0.0175517+0.00834412j 0.00782172-0.00615922j 0.00628696+0.00239708j -0.0226919-0.00308807j -0.0607118-0.0159619j 0.0452941+0.00448498j -0.0390111-0.00486531j -0.017184-0.0114j -0.00301413+0.00543826j -0.0477163-0.0239988j 0.0932911+0.00202151j 0.0449778-0.0200523j 0.00148643-0.0227997j 0.00862585-0.0306325j 0.080907+0.0589938j 0.0297088+0.00352873j -0.0350327-0.000637188j -0.27111+0.0229731j -0.329654-0.118207j 0.273607-0.0725475j 
0.0174953+0.0120088j 0.00183801+0.0390283j 0.0118444-0.0281413j 0.0231589+0.0285123j -0.00740489-0.0185593j -0.00547723+0.00250799j 0.0197003+0.0529775j -0.00147754+0.0264516j -0.014357-0.00588365j 0.00890916-0.0361994j 0.0118796-0.0289311j -0.03899-0.0167911j -0.0248789-0.00847276j 0.0208814+0.0174358j 0.0143829+0.023688j 0.0305547+0.0129855j -0.0226875+0.094207j 0.0591249-0.051735j 0.0201906-0.0298766j -0.00758296-0.0527073j -0.00527575+0.0308821j -0.102608+0.0663816j 0.0136056-0.0651078j 0.0735379-0.178304j 0.112434-0.123127j 0.0342957-0.0293569j 0.0440075-0.0248297j 0.0375982-0.0424232j 0.0569379-0.031964j 0.0705684-0.0157048j -0.0606802+0.0617093j -0.0244207-0.00766221j -0.00763491+0.0161659j 0.0146861+0.0671979j 0.0286623-0.151829j -0.0137983-0.00164206j -0.0232413+0.0520596j 0.0294353-0.0297126j -0.00754139+0.191164j 0.00660805+0.222803j -0.0252969-0.125149j 0.030511-0.243543j 0.00648087+0.035098j 0.0169406+0.0181789j 0.0936875-0.0774412j -0.0255518+0.0133101j 0.021191-0.0765017j 0.0189662+0.00104471j 0.0450914+0.0237791j 0.0154337-0.0455863j -0.0153609+0.0145497j -0.0844215-0.00852894j -0.0732005+0.00472891j 0.0111635-0.0503063j -0.0027413-0.0896316j -0.101931+0.0873918j -0.00255324+0.032542j -0.0435608+0.057621j -0.0438534+0.0326732j -0.0481415+0.06431j 0.0239339-0.0269888j 0.0121444-0.128313j 0.0143146-0.0879217j 0.03607-0.0571669j -0.00956714+0.0288744j -0.006422+0.0109307j -0.0153836+0.0259397j 0.0029867+0.0157765j -0.0123547+0.123699j 
0.0163912-0.00967035j -0.0163591-0.00231595j -0.0186949+0.024526j 0.0105203+0.032888j 0.0103454+0.0452256j 0.0189606-0.018076j -0.0107382-0.0522189j 0.00732718-0.0444141j 0.00888929+0.0473318j -0.0285175-0.0226453j 0.000881354+0.0438744j 0.0070598-0.00759846j -0.00543549+0.00998419j 0.0058969-0.0507403j -0.0296509+0.00182706j 0.0189587-0.0214212j 0.0053638-0.0858522j -0.0260479+0.0815369j 0.0204997-0.00509846j 0.0119726-0.00570627j -0.0192636+0.0145946j 0.00846135+0.00395535j -0.027987+0.000797191j 0.00706312+0.0694421j -0.0251177-0.087943j 0.000102675+0.0723195j -0.00401191+0.0411404j 0.0702881-0.145718j -0.0210497+0.0217876j 0.00737157+0.00444846j 0.0273613-0.0592317j -0.000629634+0.0393644j 0.0694195-0.189125j 0.00847376-0.0188593j 0.0110873-0.120479j -0.0311496+0.0498365j -0.0123091+0.20392j -0.0607026+0.29625j -0.0672074+0.253869j -0.0227981+0.100864j -0.0187715+0.152656j 0.0297003-0.0163494j 0.0160008-0.0500594j 0.0179487-0.0679377j -0.0468566+0.0363564j 0.0202449-0.00194016j -0.017908+0.0783581j 0.0150123-0.0386603j -0.0180774+0.0324657j -0.000431106+0.0219855j 0.00177476-0.0342416j 0.00366237-0.0306167j -0.0145167+0.0560608j 0.0171603+0.0517241j -0.0116839+0.0188989j 0.0278442+0.00395083j -0.0223308+0.0160041j 0.0107519-0.0224514j -0.0230883+0.105709j 0.021329-0.123444j -0.0151128+0.068319j -0.00175765+0.0403536j 0.0184525+0.0319075j -0.0140255+0.0325706j -0.0142673+0.0238488j 0.00171046-0.00129581j -0.00485378+0.00323037j -0.00106889-0.0648523j -0.00523095-0.0436345j 
-0.00385301-0.0208882j 0.00921248-0.0128232j 0.00787731+0.0377044j 0.00519338+0.00202505j -0.015175-0.0363472j -0.0173243+0.0165415j 0.0130109+0.0520605j -0.0190468+0.0449139j 0.0144951-0.04402j 0.0343304-0.00569188j -0.00300087+0.0280361j -0.0213613+0.040044j 0.000391737+0.0147025j 0.0177569-0.0448828j 0.0403509-0.00570072j 0.0126334+0.0270166j 0.0383775+0.114367j 0.00890516-0.136742j -0.0206162-0.0140244j -0.026264-0.0183459j 0.0147135-0.0747134j -0.0134118+0.0960924j 0.0245594-0.0347493j -0.0134047-0.0079101j 0.0948768-0.0414296j -0.0674943-0.056726j 0.0286784-0.0918948j -0.0556077-0.0689779j 0.0101471+0.00218978j 0.0316856-0.0292679j 0.0257506-0.0655341j -0.00499203+0.0889755j -0.0376776-0.151192j 0.017154-0.213367j -0.0378544+0.145798j 0.0183576-0.0577506j 0.0294229-0.07426j 0.0205072+0.316419j 0.00195062-0.131718j 0.0166045-0.000903449j -0.0395661+0.0772166j -0.0527477+0.0339562j 0.0150373+0.0368433j -0.0501719+0.0125919j 0.0889456+0.0281912j -0.0324575+0.0329583j -0.00483575+0.010458j 0.0105857-0.0743192j 0.0205137+0.0154052j 0.00320197-0.0528163j -0.00038276+0.000270887j -0.0504076+0.0169284j -0.0575025-0.0363762j -0.0367943-0.00410131j -0.0380122+0.0105292j -0.0612599+0.045369j 0.0272277+0.0293913j -0.0207553+0.0913792j -0.0252541-0.0666675j 0.0322126+0.116391j 0.00643396-0.0473458j 0.0192648-0.129594j -0.0333939+0.0123657j 0.0479341-0.0586638j 0.0210951-0.00654221j 0.00344372-0.00632788j -0.0123786+0.0316499j 0.0417203-0.0414764j -0.00673978-0.00106973j 
0.0442799+0.00758887j 0.00289108-0.00627079j 0.0270123+0.0165944j -0.0142788-0.000766643j -0.04486+0.0108285j -0.0385725-0.0486603j -0.0115873-0.00453469j -0.038655-0.00564646j -0.0206644+0.00701415j 0.0832402-0.00729856j -0.0274318+0.0222997j -0.0547047-0.0175622j -0.00327709-0.0203235j 0.0281255+0.0136j 0.0595032+0.00445606j 0.139685+0.0041294j 0.0661844-0.0393806j 0.0406364+0.055189j -0.0414471-0.0232201j 0.0705788+0.029934j -0.00458396+0.0295921j 0.1819+0.0215333j 0.055763+0.0325284j 0.00199329-0.00692002j -0.020201+0.0355366j -0.0659089-0.0175532j 0.279077+0.148141j 0.0665256-0.00323095j -0.154979-0.0614399j 0.0116436+0.0157406j -0.180067+0.000959743j -0.0170842+0.0338464j 0.0201877-0.00230983j -0.0244939-0.0283438j -0.00725289+0.0370928j 0.0935018-0.0146943j 0.171827+0.0747501j 0.0982415-0.0516876j -0.0277591+0.0263392j 0.0362132-0.00191191j 0.0139161-0.0116646j -0.0135461+0.00135812j 0.148938-0.0495444j -0.0279737+0.00110492j 0.216244+0.0200427j -0.0419688+0.00275336j -0.0230386+0.00568435j -0.0260889+0.00201312j 0.0197447-0.0186588j 0.0831262+0.048875j 0.0380786-0.00657194j -0.130461+0.0125799j -0.157956+1.55711e-05j 0.0127201-0.0073012j -0.0189055-0.00365399j -0.0807918-0.0338162j 0.103977+0.0189379j 0.135356-0.00598545j -0.0872243-0.000406644j 0.0731338-0.0305144j 0.0459724+0.0389027j 0.0394928+0.0545432j -0.0955096-0.0338646j 0.0878451+0.0525052j 0.0513017+0.021617j -0.00515703-0.00043889j -0.0331964-0.00213233j 0.0724215+0.0664534j 0.00180978+0.0287112j 
-0.0436278+0.0112534j 0.0160765+0.017915j -0.00414603+0.0274926j -0.0232605+0.0176594j 0.0107775-0.00599727j 0.00831958-0.052158j 0.0472833+0.00732459j -0.00750473+0.0030572j 0.0370255+0.00762881j 0.0308901-0.0144056j -0.0236648+0.0292728j 0.0100345-0.00715979j 0.0209754-0.0396061j 0.00827517+0.017031j 0.0442277-0.00754632j 0.0139011-0.000491618j 0.123294-0.0331859j -0.129911+0.0037534j -0.0659721-0.06848j -0.0800983+0.0611184j 0.0294866-0.00587194j -0.106324-0.15509j 0.037129+0.0942611j -0.134469-0.138631j 0.148941+0.112072j -0.101131-0.0600463j -0.0631962+0.137238j -0.176824-0.160561j 0.0575195-0.0749735j 0.0636111+0.0768441j 0.133757+0.124394j 0.0606598+0.13303j -0.136667-0.173461j -0.0279713+0.0297399j 0.0315592-0.025005j -0.00626029-0.0218374j 0.00784465+0.000550423j 0.0155648-0.0687629j -0.0315059+0.0103461j -0.0350966-0.0090238j 0.100127-0.0511621j 0.00407481+0.0237644j 0.0125166-0.016566j -0.0188831+0.00190879j 0.0273884+0.0214684j 0.0255233+0.0376259j -0.0191063-0.0171239j -0.0203667+0.00070057j 0.0267184+0.0056499j -0.0280692+0.0561415j -0.0245919-0.0313274j 0.0447988+0.0172402j -0.00725584+0.00268242j -0.111049-0.0731006j -0.0755991-0.0360933j -0.00390208-0.0366056j 0.0150877+0.0490205j -0.0440197-0.0644081j -0.0314777+0.00940526j 0.045458-0.030924j -0.0266812+0.0878884j -0.0617503+0.0455567j 0.0121567-0.0307608j -0.0221406-0.0034465j 0.0112848+0.0260477j -0.00322798+0.00818584j 0.00660492+0.014865j 0.0109121+0.0104297j 0.0061988+0.00231956j 
0.000240501-0.0120567j 0.0208499+0.00747341j 0.00670715-0.00524942j -0.003745+0.0122573j -0.0178777-0.022463j -0.0142881-0.0182629j 0.0218278-0.0518399j -0.0159034-0.0218629j 0.0230298+0.0195711j 0.0173273-0.065368j -0.0105284-0.0428458j -0.00598056-0.00793147j -0.0285808+0.00321954j -0.00916789-0.00553385j 0.0212474+0.0151254j 0.0271239-0.0139295j 0.0519801+0.0485301j -0.0124431-0.0328397j -0.043344+0.03219j 0.0263269-0.203173j -0.00147687+0.079933j -0.0201568-0.160475j 0.0682037-0.185712j -0.0902807+0.107811j 0.0477425+0.170623j -0.0472475+0.0387596j 0.00139933-0.0470405j -0.0183576+0.0223841j -0.00686346+0.206031j 0.0596472+0.0168641j 0.00550492-0.058546j 0.0184887-0.130098j -0.047967-0.0658644j -0.0215849+0.179855j 0.0243441+0.103075j -0.00870678-0.0172545j 0.00489257+0.0375903j -0.0329039+0.0715923j -0.0241668-0.0874744j 0.011371+0.0788691j 0.00788116-0.0349413j 0.0507936-0.0884348j 0.0182622-0.0578451j 0.00608569-0.0293167j 0.0229957-0.0321929j 0.0526883-0.0523123j -0.0516357+0.0494325j -0.0103635+0.0317101j 0.0124533+0.0538821j 0.0449536-0.0872227j -0.031255-0.00882281j -0.137793+0.00325796j -0.138379-0.0112468j -0.0212546-0.00853608j -0.0603568-0.0784472j -0.00806535-0.102938j 0.0409903-0.0758212j -0.00514925-0.0787954j -0.050346-0.000454648j 0.0110916-0.0467079j 0.0717764-0.107455j -0.000120964-0.0793821j -0.0124914+0.026606j -0.0143686+0.0654679j 0.0122286-0.027379j 0.000979424-0.00649057j -0.00389214-0.0012705j 0.000505648+0.0536405j 0.0112119-0.00166004j 
-0.0300323+0.00737018j 0.0150423+0.0119648j -0.0235624+0.0266292j 0.00794463+0.0289288j 0.0159419+0.00480369j -0.00995766-0.0633667j 0.0172064+0.00517471j -0.00980964-0.0125108j 0.0251262-0.0044951j -0.000356871-0.00381318j -0.0161625+0.0151115j 0.0104521-0.0384064j 0.00618921+0.00717494j 0.00673848+0.0185134j 0.0207704+0.0389171j -0.0289948+0.0255398j 0.0693906-0.0551283j -0.0867983+0.0120112j -0.0218016-0.014534j -0.105765-0.0109555j -0.000151795-0.0117168j -0.116487+0.205966j 0.00348377-0.0733653j -0.0737335+0.105738j 0.0951506-0.0720343j -0.0546032+0.0197419j -0.0293216+0.256931j -0.0920617+0.216832j 0.0697668-0.0769478j 0.0582043-0.0480159j 0.0666671-0.146476j 0.010872-0.115015j -0.0829231+0.177716j -0.0122149-0.117872j 0.0103343+0.131813j -0.01923-0.0452985j -0.00675214+0.147659j -0.0233385-0.024392j -0.0158138+0.0805898j 0.00332863+0.0299385j 0.0346065+0.0023269j -0.03287-0.0468787j 0.00359701-0.044615j -0.0149457-0.0165746j -0.0319249-0.0144048j 0.024601-0.018066j -0.00665155+0.0405387j 0.0105544-0.000752833j 0.0420783-0.0410538j -0.0237085+0.0456299j -0.0297237+0.0343133j -0.0513706+0.00556061j -0.0644602+0.000405846j -0.0429572+0.0867904j -0.0908601+0.0195745j -0.0175787-0.0311441j -0.0113933+0.0165014j -0.0683148+0.0825754j -0.0166467-0.00400645j -0.00239934+0.00710513j -0.00555801+0.00231308j -0.0392383+0.0239777j 0.00586146-0.025953j -0.0148326+0.053861j -0.00335597+0.00821853j 0.00241641+0.00078357j 0.00808118+0.00135603j -0.00339409+0.035267j 0.00907233-0.00946039j 
0.00615767+0.0212004j 0.0306096+0.00211444j 0.00378447+0.0189737j 0.0409584+0.0174211j 0.00972259+0.000247411j 0.0105429-0.109671j 0.00282+0.0130682j -0.0176352+0.0314626j 0.0234399-0.0259494j -0.0322201-0.0581969j 0.0264582+0.0158784j 0.0419942-0.0196455j -0.0220576-0.0276798j 0.00355614+0.0221896j 0.0199486+0.0519039j -0.0581165+0.00601261j -0.0688961+0.0451532j 0.0944754+0.0209822j 0.00259653-0.0425996j -0.0230985-0.0990271j -0.00739133+0.0329642j 0.0452158+0.0380858j -0.0199888-0.0352169j 0.129685-0.0949402j -0.0522877+0.178781j 0.065607-0.156977j 0.0712279+0.220985j 0.0895462-0.0495576j -0.0199048-0.0340014j -0.0457751+0.0256764j -0.057746-0.0308398j -0.0454605+0.0894554j 0.0753592-0.114392j -0.0137848-0.0590757j 0.0339357+0.20611j -0.0771081-0.110041j -0.040073+0.0723794j -0.109311+0.00819264j 0.00459291-0.0600511j 0.066499+0.0943705j -0.0223778-0.069813j 0.0246594-0.0299989j -0.0783501-0.0444516j 0.0802587+0.0284985j -0.116204-0.00605962j 2.22168e-05+0.00409713j 0.0447226+0.0233843j 0.0149416-0.00868967j -0.0281944-0.0175122j -0.00975966+0.0129775j 0.0240351-0.011814j 0.196671+0.0247497j 0.193527-0.0195068j 0.0642113-0.018744j 0.070806-0.0694945j 0.0566062-0.0510688j -0.0590909+0.0290419j -0.0266035-0.0277676j 0.0835619-0.00419726j -0.0414844+0.0121025j -0.0119677+0.00372235j 0.020179-0.0177003j 0.0169251-0.0256282j -0.0375985-0.0111547j -0.022819+0.0221727j 0.00455541+0.00532896j 0.00790573+0.0143847j -0.0479882-0.011319j -0.00735345-0.000439535j 
-0.0392346+0.0128588j 0.0379815+0.00839345j -0.0431595+0.00287738j 0.0352551+0.0172289j 0.0392573-0.0126758j 0.00270759-0.00556651j -0.000325188+0.0221588j 0.00842185+0.00831702j -0.0226661-0.00452155j -0.00464034-0.002973j -0.01333+0.00955467j 0.00896948+0.00628709j 0.00883335-0.0116071j -0.017281-0.0017704j 0.0388548+0.00578166j -0.100703+0.00694555j -0.0143343-0.00826421j -0.101776-0.0378903j -0.0225371-0.0498801j -0.129811+0.0217063j 0.00480681-0.0594585j 0.0449439-0.0568913j -0.103504+0.0153946j 0.0365783-0.0477938j -0.131932+0.000408943j 0.0816405-0.0111942j -0.0466889+0.0317254j 0.0879034-0.00769282j 0.0102381-0.0349978j 0.0447011+0.0214334j -0.085768+0.0424892j -0.055823+0.0355604j 0.0205863-0.0504935j -0.037157-0.0171089j 0.0139619+0.0126589j -0.0894778-0.0176792j -0.0501075-0.0420036j -0.0677131-0.0164716j 0.00165073-0.0294731j 0.0342737-0.0231662j 0.0511345-0.0183497j -0.112941+0.0275864j -0.0327517+0.0166006j -0.0454798-0.0019178j -0.166538+0.00713454j 0.0939933+0.016239j 0.000813645+0.00288708j 0.025852-0.00580151j 0.0215682+0.00229626j 0.0212698+0.0233913j -0.0668979-0.0124437j -0.544497+0.0168564j -0.432314-0.00915192j 0.17186-0.0154639j -0.154051+0.00245139j -0.0108275+0.00383114j -0.0260088+0.017718j 0.0198573-0.00394372j -0.0686417-0.0245076j -0.0579345+0.016094j 0.0691394+0.0440503j -0.0293505-0.00493871j 0.0429437+0.00140159j -0.00917438-0.0173655j -0.0307686-0.000926982j 0.0011309+0.00369857j 0.0118581+0.000669682j -0.0418082-0.0314303j 0.0102656-0.0290674j 
-0.0243065+0.0033803j 0.0319501+0.0200817j 0.0411269-0.0213252j 0.0501484+0.0437794j 0.0120782+0.0111483j -0.0305698+0.0641391j -0.00951612+0.0464955j -0.0556338-0.015115j 0.0336894+0.0311866j 0.0238121-0.0289147j -0.012838+0.00760444j 0.0320719+0.00813007j -0.0158058+0.00647489j 0.0296188-0.0290344j 0.0886389-0.0128613j -0.0456695-0.033941j 0.0225902-0.0399565j 0.00578955-0.053564j -0.115286-0.0795669j -0.138841+0.00718021j -0.0580849-0.248357j 0.0437282-0.159272j -0.0880879-0.118618j -0.0256166-0.0174044j 0.0622684-0.109056j -0.136276+0.073655j 0.245193+0.017788j 0.0559207+0.138935j -0.00811381+0.00893082j 0.00743472+0.018054j -0.0702864+0.0313852j 0.00889501-0.0889007j -0.0501179-0.0491084j -0.0760352+0.0450382j 0.102196-0.0478563j -0.0943706-0.00807381j 0.0166488-0.0896168j -0.052656-0.0351567j -0.0281593+0.0269053j 0.0896954-0.0039589j 0.0421026+0.0537949j -0.0373724+0.0300974j -0.061382+0.0318666j 0.0164889-0.0301225j -0.0480871-0.0273482j 0.011486+0.0249526j 0.0576229+0.00549734j -0.026357-0.0318747j -0.00753137+0.0467676j -0.0138342-0.0270623j 0.00911177-0.0202138j 0.219662-2.45468e-05j 0.123813-0.00606769j 0.0163761+0.0397119j -0.0486321+0.0188808j 0.0117068+0.018991j -0.0213202-0.0374405j -0.0152624-0.0155604j 0.0574813+0.0231179j 0.0437702+0.00250049j -0.0134522+0.0341911j 0.0149068-0.0226521j -0.0180014+0.00448391j 0.00699224-0.0458423j -0.000892531-0.0389581j 0.00719059+0.000939743j 0.00716524+0.0107429j -0.0116029-0.0850015j -0.0188929-0.0157237j 
-0.0475226+0.0196726j 0.0174091+0.0034759j 0.0122429-0.0220492j 0.0570942-0.0489816j -0.00500905-0.000607432j -0.036118+0.00376647j 0.0229545-0.0441264j -0.0568898+0.00893257j 0.0348456-0.0183552j 0.0208947+0.0408242j -0.0140866-0.0353697j 0.0516102+0.0222576j -0.00492955-0.00424174j 0.0356821+0.0251961j 0.0570103+0.0134526j -0.0612857+0.0300415j 0.0602314+0.0131318j -0.0158295+0.0286529j -0.0316761+0.185113j -0.203247-0.0191966j 0.00923457+0.167223j 0.0612918+0.18206j -0.0678954+0.13833j -0.0827064+0.0169063j 0.10507+0.0613725j -0.124264-0.0976318j 0.154722-0.187322j 0.00319746-0.181427j 0.0237264+0.0502461j 0.00640898-0.0375002j -0.0756041-0.0310896j 0.000118457+0.0462567j -0.0384774+0.104576j -0.071469+0.0152317j 0.0947299-0.0751778j -0.0832788+0.0766125j 0.0297429+0.0394007j -0.0718746+0.0201964j -0.021695-0.00879687j 0.0626014-0.0201414j 0.0494742-0.0357543j -0.0380104-0.0106443j -0.0555724-0.012853j 0.0294999+0.0107805j -0.0887849+0.0207736j -0.0021403-0.0677435j 0.0624317-0.0105693j -0.00140831+0.0414786j 0.0153291-0.0373376j -0.012371-0.00485969j -0.00448656+0.0104766j 0.0408962-0.0296141j -0.00529644+0.0306932j 0.0230088-0.00163196j -0.0936913+0.0234452j -0.00796808+0.0278329j -0.00603924+0.00965715j -0.0415547+0.00864741j 0.0154148-0.0132441j 0.00169623+0.00658195j -0.0226044-0.0432805j -0.0141453+0.0456872j -0.0212952+0.0250864j -0.031743+0.0262713j -0.00042233+0.0252823j 0.00873202+0.000503323j 0.0253523-0.0254887j -0.02835+0.0684573j 0.00658552-0.0411738j 
0.0155442+0.0225674j -0.0274759+0.019522j -0.0395046-0.0376935j 0.00095806-0.00928629j -0.0220217+0.0921333j 0.023369+0.0646258j -0.00349264+0.0087108j 0.0246509-0.00161268j -0.0229374+0.0147413j -0.00316224-0.0461935j -0.0122944-0.00915982j -0.00370123+0.0182337j 0.0254799-0.0230006j -0.0121211-0.0013157j -0.0546352-0.014603j 0.0263884-0.046333j 0.00414297-0.112177j -0.0103832+0.0430814j 0.116669+0.186616j 0.00820214-0.144163j -0.0774098-0.35838j 0.0273564+0.120962j 0.0233472-0.0323296j -0.0245748-0.0773146j -0.000792432+0.0959785j -0.0777496-0.285217j -0.0523816+0.0280929j -0.0578697-0.0771145j 0.0455898+0.0702175j -0.0120934-0.00054434j -0.00625108-0.0892644j 0.00288407-0.0751811j 0.0287936-0.0313086j 0.0269887+0.0407559j -0.0358016-0.030768j 0.050308+0.00545367j 0.0274856-0.0441615j 0.0259478-0.0492776j 0.00705372+0.0287619j -0.0369115+0.0119351j 0.0170505+0.0095211j -0.00431812+0.00442293j 0.0529701+0.0333422j -0.0113234-0.00666805j 0.00967469-0.0655207j -0.0303276-0.0160914j -0.0143367-0.00959215j 0.000287214-0.0167838j 0.0216324+0.0374299j 0.00209796+0.0052676j 0.000909157-0.0342087j -0.0666171+0.00104501j -0.0477016+0.000161969j 0.00648324+0.0641226j 0.0234317+0.0379244j 0.0189073+0.058106j 0.00437588-0.0507217j 0.0154297-0.0569781j -0.0510472-0.00433241j 0.015945-0.0218548j -0.0161392+0.0103002j 0.0089875+0.072503j 0.00432992-0.0393025j -0.00631508-0.0275475j -0.00557289-0.0205161j -0.000948226+0.00399795j -0.00935944-0.00489449j 0.0127456-0.00829616j -0.0015195+0.0301567j 
0.0140446+0.0412072j -0.0252695-0.0289376j -0.0234266-0.026221j -0.0314364-0.128496j -0.0243426-0.0013007j 0.0215833+0.00233416j 0.0274498-0.0359511j 0.0041682+0.0480754j 0.0344876-0.0649487j -0.0119726-0.00139241j -0.0133997+0.0203836j 0.040766+0.0377576j 0.0128682-0.0392502j 0.0211351-0.0170007j -0.0300343-0.0543965j 0.0284171+0.0335056j 0.0125371+0.0165321j 0.0621397+0.118094j 0.0969117-0.370769j -0.0693172-0.211877j -0.0261805-0.00394295j 0.103957+0.0562348j -0.0224344-0.0277587j 0.030777+0.139243j 0.0484143-0.0567782j -0.165905-0.00311882j -0.0685236-0.0825497j -0.10439+0.030462j 0.0589608-0.0355179j -0.054424+0.00690551j -0.0244015+0.10882j 0.0168365+0.0139338j 0.037497-0.0427555j 0.00729343-0.0141591j -0.0117442-0.0402685j 0.00987019-0.00642562j 0.0516418+0.033321j 0.00973374-0.00483552j 0.00189599+0.00430471j 0.00828455-0.0159415j -0.0111007-0.0802987j 0.0415662+0.0534772j 0.0302734+0.0262951j 0.0726574+0.0415409j -0.0134442+0.0267737j -0.0606194-0.0288061j 0.0290142-0.02811j 0.000609632-0.130291j -0.0257482-0.0864142j 0.000377722-0.0039067j -0.00651582+0.0244504j -0.0704305+0.00804362j -0.0586125-0.0363256j 0.0116927+0.0092731j 0.027516+0.00654659j 0.00796596-0.00316308j -0.0168025-0.0723977j -0.040133-0.0442375j -0.0187641+0.101035j -0.00847993+0.0255299j -0.0263825+0.0142439j 0.0105699+0.027066j -0.0173677-0.0390231j -0.0417184+0.00723182j -0.00400345-0.00625955j 0.00458304-0.00208709j 0.00153569-0.00618174j -0.00627151+0.0439354j -0.00124335-0.00535469j 
0.0121357-0.00373538j -0.0132614+0.0121393j -0.0615229-0.00262504j 0.0602793+0.0602941j -0.0180684-0.0563406j -0.0135948-0.00846148j 0.0222101+0.0181406j -0.0244916-0.0196487j 0.0373064+0.0302651j 0.0294049+0.000937726j -0.0115104-0.00290509j 0.0314595-0.0194787j 0.0258452+0.0204152j 0.0504831+0.00671741j -0.00455571+0.0550528j 0.00535484+0.0216013j 0.053653-0.0400113j 0.100396-0.0984176j 0.263443+0.09726j -0.0185626+0.0585137j 0.178923+0.0897019j 0.226442-0.0806521j 0.0971364-0.0141781j -0.00392485-0.0542506j 0.097387-0.0275704j -0.0914187+0.0803478j -0.0902447+0.0827186j -0.17703+0.0271607j 0.0455565-0.0113177j -0.0833088-0.00299936j -0.0862222-0.0136103j 0.0125393+0.00920354j 0.028653+0.0357808j -0.0143926+0.0223779j 0.0393341+0.0333156j -0.0127432-0.0228961j 0.0267063-0.0364471j -0.0107925-0.0328893j -0.0199961+0.0218514j 0.0713563+0.0578508j -0.0561717+0.0554066j -0.0191199+0.0146993j -0.0239472+0.0115113j 0.0613889-0.00257866j -0.0473837-0.00596874j -0.0982148+0.0559572j -0.000616116+0.0355916j 0.1037+0.0707494j -0.0256377+0.0427147j 0.0186726-0.00359409j -0.0171053-0.0176324j -0.106793-0.0133455j -0.00192047+0.0353778j 0.0207903+0.0297822j 0.00127806-0.0240096j 0.0663978+0.0108919j 0.0276894+0.0236462j -0.012574+0.0100648j -0.0739804-0.0246674j -0.027169-0.0381124j -0.0448539+0.0147252j 0.0634655-0.0358857j 0.0262489+0.0591697j -0.0602169-0.0714206j 0.0354222-0.00349236j 0.00150183+0.00117076j -0.00477929-0.0066439j -0.00162705-0.1433j -0.0255349-0.0140301j 
