0.0106964-0.0020676j 0.00124103+0.00905739j 0.00764212+0.00899604j -0.0149031+0.0053282j -0.00359791+0.00799197j 0.00263999+0.00659947j 0.0144077-0.00642648j 0.000617005+0.00522855j -0.0019817-0.000671993j 0.000734387+0.00826974j 0.00872131-0.00641513j -0.000920777+0.00800932j 0.0100327-0.00618532j -0.00215223+0.00785608j -0.00327279-0.0022862j 0.00125881-0.00808439j -0.000699616+0.00191298j 0.00551956-0.00674153j 0.000910284+0.00566366j -0.00247343+0.00432845j -0.00466524+0.00222143j 0.000909642-0.00206788j 9.6841e-06-0.00596578j 0.0010233-0.0110358j -0.00417742-0.00720316j -0.00167341+0.00308334j -0.00655159+0.00142693j 0.000948873+0.00463777j -0.000470484-0.00998598j -0.00456222+0.000779435j -4.39381e-05+0.00620136j 0.00110439+0.00587024j -0.00232611+0.00245318j -0.000752407+0.00361881j 0.000146922+0.00100309j 0.00395847+0.00196774j -0.00445662+0.00317385j -0.00812282-0.010268j -0.000803181-0.0128066j -0.00995201+0.00565125j -0.00348026+0.00445008j 0.0082271+0.012532j -0.00253793-0.00459721j 0.0058051-0.00843425j -0.0063841-0.00111827j 0.000195535+0.00130196j -0.0075934-0.00539412j -0.00799551+0.00420213j -0.0119204+0.00221772j 0.0061321-0.0114455j 0.00462455+0.0107772j -0.00627535-0.0100561j -0.0148992+3.99277e-05j 0.0101616+0.0116311j 0.00669463+0.0122885j 0.00687442+0.00470536j -0.010262-0.00364747j 0.00197082-0.008296j 0.00535198+0.0326522j 0.0438677-0.0135372j 0.0079635-0.0358077j -0.0114473-0.0187841j -0.0139455-0.00538112j -0.00462249+0.00343045j 0.000524668+0.0117683j -0.00415706+0.0119766j -0.00117811-0.00526043j 0.00225486-0.0284494j 0.000643352+0.0174132j -0.00174864-0.0168687j -0.0697072-0.0282718j -0.0278033+0.0749767j 
1.04519e-06-0.00208111j -0.00140943+0.00284949j 0.00465645-0.000948276j 9.01851e-05-0.00728748j 0.00753798-0.000465522j -6.42935e-05-0.00013492j 0.00528529-0.000851532j 0.00548559+0.00726722j -0.00454762+0.00314877j -0.00777511+0.00177431j -0.000147423-0.000192441j -0.00670047+0.000129579j -0.000207229+0.000910296j -0.00068838-0.00800826j 0.0164961-0.000828553j 0.00177616-0.000284993j -0.00202921+0.0010254j -0.00277992-0.0010675j 0.00259088+0.00436854j 0.00314733+0.00458844j 0.00215787-0.000348916j 0.00173571+0.00349889j -0.00585416+0.00260499j -0.000872772-0.00126592j -0.00401426-0.00568819j -0.000168843+0.00378892j -0.00246002-0.00345531j -0.0061032+0.00825165j 0.0130921-0.00722475j 0.000904548-0.00966156j -0.00836938-0.00713741j 0.0100259-0.0142567j -0.0151668-0.00382263j -0.0052137-0.00103273j 0.00415271-0.00619643j -0.0177866-0.00577563j 0.0033914+0.0145002j -0.00421643+0.0131407j 0.00163598-0.00702107j 0.0041264+0.00848107j 0.0244411-0.00220557j 0.00475329+0.00214259j -0.0136641+0.00106868j 0.00677866+0.00589018j -0.00884485+0.011584j -0.0103728+0.0167131j 0.000378899-0.00175362j -0.0132247+0.000572848j 0.0093436+0.000722514j -0.0162273+0.00579667j -0.00502429-0.00404295j 0.00469854-0.00175777j 0.00243226+0.0070606j 0.00523796-0.00737308j 0.000364502-0.0123405j -0.00460736+0.00220739j 0.00298932+0.0131725j -0.00137878-0.0048537j -0.00137667+0.00455829j 0.0059938-0.00210813j 0.00776281-0.00339825j -0.00205421+0.00418988j -0.00336481+0.00418987j -0.000388096+0.00271281j 0.000301777-0.00284959j 0.00368219-0.000919226j -0.00371147+0.00687155j -0.00528461-0.00299417j -0.000286282+0.00896866j 0.00727565-0.00981443j -0.00488557+0.00465383j -0.0016719+0.00122172j 
0.00311245-0.000759454j 0.000112531-0.00279176j 0.00200021+0.00345347j -0.00183139+0.00503527j -0.0124901+0.00723756j 0.00371365-0.00365046j 0.0106866+0.00248407j -0.0106885-0.00546122j 0.00456802+0.00630307j -0.00688761+0.000558889j -1.09212e-05+0.0186352j 0.00114029-0.00558028j 0.00251066-0.00542178j -0.00361768-0.00868153j 0.0126168+0.000668958j -0.00960373+0.016091j -0.0217316+0.000480253j -0.00507127+0.0145338j -0.0171656+0.012006j 0.000696531+0.00896514j 0.00434373-0.00543741j 0.000338817-0.00271972j -0.000731939+0.0012095j -0.00684629-0.00571047j -0.010475-0.0144284j 0.000667468+0.0192986j 0.019763+0.0134928j -0.0143444+0.000663758j 0.000136294-0.0188229j -0.0213172-0.00566633j 0.00188181-0.00398951j -0.00435426-0.0186054j -0.00232928+0.00268962j -0.0166866+0.0131661j 0.0105864+0.00260114j -0.00497532+0.0164197j 0.00628121+0.0157745j -0.00718265-0.00995261j 0.00211571+0.0138385j -0.0109666+0.0128853j 0.00426847-0.0206223j -0.00282446-0.00459965j 0.0187287+0.00464697j 0.00873466+0.000273013j -0.00560555+0.00185941j -0.0108895-0.00524367j 0.00219183+0.000460719j 0.00335246-0.00722561j 0.00248201+0.0138015j -0.000835723+0.0105267j 0.00936792+0.0196627j 0.0123514+0.0102149j 0.00519617+0.00689297j -0.000875165-0.00469117j -0.00286332-0.00585176j 0.000572635+0.014744j -0.000340145+0.00374189j -0.00598121+0.000946226j 0.00180058-0.000187392j 0.00718919+0.0097408j -0.00229119+0.00220756j -0.00779424+0.00769405j 0.00743191+0.000714071j -0.000573422+0.00115953j 0.000831391+0.00153795j 0.00191174-0.00358165j 0.000496592+0.0036972j 0.00637463-0.00629281j -0.00238872+0.00517775j 0.0036743-0.00622431j -0.00246704+0.000475266j -0.0034098-0.00145638j 
0.000183577+0.00111245j -0.00193916-0.00336655j -0.00210949-0.00190252j 0.000536171+0.00281672j -0.00572913+0.000220363j -0.00373541-0.00272732j 0.00209502+0.00128402j 0.00668303-0.000654391j 0.0128567+0.00449256j 0.00384979-0.00354989j 0.00549029+0.00352584j 0.00594903-0.00184931j -0.000101916-0.00568089j 0.00534688+0.00330806j 0.00150077-0.00181804j 0.00416953-0.0076618j -0.00193215+0.000459633j 0.00282828-0.000794894j 0.000476181+0.0108557j -0.00924601-0.00815997j 0.00807438-0.00753761j 0.00103643-0.00402219j -0.00211573-0.0032737j -0.00301729+0.0149385j -0.00324785+0.00420451j 0.00779803-0.00494651j -0.0080103+0.00398081j -0.00316296-0.00403606j 0.00135226-0.00125153j -0.00923668-0.00512968j -0.00369121+0.018379j -0.0149036-0.00255717j -0.00338999+0.00895415j 0.0154732+0.00163207j 0.0114066+0.0134916j -0.000990502+0.00168887j -0.0099009+0.00683306j -0.00932489+0.0132079j 0.0132298-0.000108415j -0.00488087-0.0106081j 0.0150133-0.00437764j -0.0069163+0.0109406j 0.0078583+0.00952447j 0.0110616+0.0095772j -4.70561e-05+0.0102528j -0.0181776+0.00376084j 0.00592823+0.00743343j -0.00803768+0.00667057j 0.0144281-0.000752791j -0.0104619+0.000551629j 0.00898074-0.00514488j -0.00299047+0.00526851j 0.010785-0.00874003j 0.0153737+0.00456298j 0.00357396-0.00382296j -0.00156021+0.00255397j -0.00149745-0.00580721j -0.00123568+0.00753008j 0.00461414+0.0141721j -0.00669809+0.00129982j -0.00298104+0.00706558j -0.00753619-0.00358163j 0.00895231+0.00389648j -0.00583272-0.00600084j -0.00781664-0.00114157j -0.00561437-0.00267514j 0.00556697+0.00073752j 8.3187e-05+0.0083937j 0.00382214-0.00355227j -0.00286462+0.00397069j 0.00424847-0.00643761j 0.0040938-5.79511e-05j 
-0.00360663-0.00204295j -0.0049773+0.0022008j 5.32327e-05-0.000959504j -0.00251643-0.00474616j 0.0014811-0.00143822j -0.00487456-0.00371835j -0.000677769+0.0035106j 0.0132432+0.00193126j 0.00790725+0.000415779j -0.00970381-0.00331785j -0.00471816+0.00549728j -0.00251408+0.0032059j -0.00983694-0.00497089j 0.00522639-0.00879041j 0.00791178+0.000655754j -0.00227141+0.00351255j 0.00100084-0.00262509j 0.00365778+0.00534065j -0.00142099-0.0116218j -0.0155323+0.00708103j 0.00183673+0.010304j -0.00300249+0.00258591j 0.0112841-0.000485314j 0.0120176-0.00273971j 0.00435033+1.722e-05j 0.020108-0.00261724j -0.00329173+0.012333j 0.00937691-0.0133596j -0.00615438+0.015013j 0.0251853-0.00515279j -0.00860136+0.0295842j 0.00774246+0.00963349j -0.00318734+0.0024331j 0.0104907+0.0157931j -0.0212689+0.014806j 0.00381032-0.0141482j 0.00350959+0.00718136j -0.00784371-0.0131665j -0.0051036+0.0149057j 0.00824098-0.00492392j 0.00668685-0.0136301j 0.00979811-0.0148449j -0.00373906-0.00834061j -0.00657946-0.000616763j 0.0112099-0.00491157j 0.00388094-0.0136681j -0.00119826-0.0190042j 0.0277581-0.00718511j -0.0011256+0.0075235j -0.00337475-0.00272523j 0.00624471+0.0058147j -0.00717392+0.0144279j -0.0171709-0.00360374j -0.00609039-0.00246459j -0.0091607+0.00991277j 0.0020239+0.00795423j 0.00256946+0.00913274j 0.00293548+0.0108165j -0.00916519-0.00974857j 0.00120194+0.00107214j 0.00100355-0.00199906j -0.00764507-0.00179611j 0.00557356-0.00572414j -0.00320753-0.00604393j 0.00317873+0.00130554j -0.001982-0.00151368j 0.00865137-0.00406877j 0.0111358-0.00778072j -0.0033768+0.000515122j 0.00289491+0.000555998j 0.000752314+0.00200747j -0.00128072+0.00269234j 
0.0015809+7.84103e-06j 0.00187343+0.00272209j 0.0037632+0.00194637j -0.00738498-0.00349655j -0.000171173-0.00249629j -0.00257738+0.00328288j -0.00574873+0.000562347j 0.00256675+0.000553178j 0.00793868-0.00264732j -0.0164278+0.00868353j -0.00285506+0.00118353j 0.000343899+0.00456182j 0.00269066+0.00151414j 0.00462762-0.00010397j 0.00336433+0.00585655j 0.000477725+0.00564133j 0.00199905+0.00353564j -0.000516133+0.00125626j -0.00457337-0.00301644j -0.0103348+0.0155212j -0.00188225-0.00474874j 0.000445863+0.0105118j 0.00476714+0.0111845j 0.00295437+0.00465962j 0.00472385-0.00887778j 0.0147294+0.002553j -0.00257949+0.00953542j 0.00176202-0.00493027j 0.012666-0.0105439j 0.00297319-0.00262645j -0.00515709-0.0012243j 0.0134937+0.00344308j 0.0101174-0.0158922j -0.00443232-0.00301243j -0.0234061+0.0120952j 0.00422863-0.00803381j 0.0102648+0.0051078j -0.00366052+0.0151947j 0.0018243+0.00840194j -0.0157837+0.0064373j 0.012979-0.0022128j 0.000935033+0.0119815j -0.00867005+0.0027623j -0.0165872-0.0201246j 0.00453962-0.00363405j -0.0049792-0.0166415j 0.00633985-0.00357803j -0.00436901-0.0108735j -0.00161931+0.011669j 0.00312083+0.000822672j 0.00264848+0.00499253j 0.00023086-0.0135424j 0.0077063+0.000537297j 0.0253232-0.000725045j 0.00195202+0.00679705j -0.000301724-0.000892762j 0.0108569-0.00902393j -0.00816093+0.000730564j -0.00671197+0.00649564j 0.012825-0.00236828j -0.0126252+0.00304502j -0.00743192+0.00887812j -0.016029-0.0067258j 0.0114773+0.0068622j -0.00473925+0.0112157j 0.00522203+0.00448513j 0.00012321+0.00173767j 0.00456559-0.00770067j -0.00167026+0.00460508j 0.00300033-0.00849079j -0.002278+0.00179855j 0.000118825-0.00169656j 
0.00275568+0.00147722j -0.00434684-0.00360701j 0.000947452-0.00564581j 0.00335265+0.000696054j 0.00328995+0.000746836j -0.00612584-0.00793361j -0.000394182+0.00386709j 0.00252717+0.000789291j -0.00101023+0.00881969j -0.000443143+0.000120808j -0.00559717+0.00850895j -0.000943069-0.00235171j -0.000710776+0.00571953j 0.00350543-0.00911618j 0.0062388-0.00377657j -0.0229487+0.00675926j 0.00270643+0.00652039j 0.00885679-0.00492084j -0.000350588+0.00878811j 0.000712975+0.0113582j -0.00462867+0.0145505j 0.00271658-0.00350102j -0.00372988-2.47319e-06j -0.005064-0.00677979j 0.0175954+0.00543225j 0.00166039+0.0107119j -0.0179551+0.0130179j -0.00237941+0.0027545j 0.0236056-0.00431587j 0.00511683-0.00889028j 0.0114705+0.00451164j 0.0242413-0.00779003j 0.0181779-0.00103405j -0.0182055+0.0148657j -0.0146041+0.00183582j -0.0122227+0.00536416j -0.0169851+0.0122301j 0.00742501-0.00919046j -0.0028782+0.00646178j -0.0136993+0.00801338j 0.0100682+0.00324563j -0.000228041-0.00567797j -0.0175055-0.0034636j 0.0104375+0.00743538j 0.0097662-0.00268666j 0.012456-0.0211853j 0.00963538-0.000824174j -0.00117254-0.000135292j -0.00215101+0.0109101j -0.00109327+0.00292533j 0.000953699+0.0126046j 0.000400015+0.0147998j -4.2343e-05-0.0136374j 0.00387212+0.00891477j 0.00193149+0.00105691j -0.00545203+0.0100041j -0.0126164-0.00383337j -0.00341632+0.0087402j 0.00501916+0.00435405j -0.00369107+0.0069413j 0.00721839+0.00539007j -0.00947817-0.00351513j 0.012567+0.0106268j -0.0101121-0.000805977j -0.00262475+0.000124613j -0.00393359-0.0112082j 0.00419305-0.00210824j 0.00322002+7.15647e-05j 0.00142318+0.00131282j 0.00148018+0.00230632j -0.000187739-0.0017494j 0.00165409-0.00305468j 
-0.00420546-0.00419921j -0.00872763-0.00327819j 0.00133192-0.0104182j 8.82548e-05+0.00583777j -0.0042362+0.000462886j 0.00204416-0.0073681j 0.00605528+0.0048038j 0.0159152-0.00268427j 0.00804483+0.0138945j 0.00341577+0.00484686j -0.0016345+0.00741074j -0.00484121-0.00188774j 0.0175026-0.0100917j 0.00225495-0.00866588j 0.0100717-9.89074e-05j 0.00204797-0.0117317j -0.00615715+0.0141826j -0.0167043+0.00174665j -0.0191836+0.0235506j 0.00231209-0.0023272j 0.00512843+0.00944209j 0.00604868-0.004672j 0.0068718-0.0111351j -0.0012145-0.00248739j -0.00330281+0.0119111j -0.00847521-0.00426674j 0.00259687-0.0136057j 7.87574e-05+0.00524523j -0.0101529+0.0108737j 0.00668529+0.0134203j 0.00478189+0.00434928j 0.00306702+0.0218538j 0.00761146+0.00200229j 0.011352-0.00676932j 0.000680995-0.0105463j 7.72658e-05+0.0147785j -0.000837274+0.00483232j 0.00966487+0.011026j 0.000882403+0.00184985j 0.0100178+0.0108491j -0.01205+0.00931399j -0.00813899+0.00593374j 0.0158106-2.73395e-06j 0.00553623-0.0237859j -0.0160616-0.00110412j -0.0193546-0.00179273j 0.011497-0.00441264j 0.0099942+0.00806278j -0.0150112-4.8579e-05j 0.0103281-0.00152296j -0.00339571-0.00463548j -0.00530116-0.00763088j 0.00518915+0.00392994j 0.0063425+0.0119162j -0.0090732-0.0129137j -0.00776907-0.0110616j -0.000740494-0.00430608j 0.0040253+0.00549262j -0.000651123-0.00368228j -0.012346+0.00043243j -0.000449053+0.00499833j 0.00324301+0.0010365j -0.00781772+0.0135349j -0.00260021-0.000666622j -0.000810154+0.000360747j -0.00207061-0.00577307j -0.000748482-0.00116385j -0.00687149-0.00124892j 0.0072972+0.00860828j -1.10661e-05-0.0105068j -0.0010561+0.0126j -0.0108777-0.00232442j 
-0.00015177-0.000425997j -0.00488998+0.000380926j -0.00101166-0.00407088j 0.00145684-8.05721e-05j 0.00824153+0.00417828j 0.00780399-0.00143517j 0.0044066+0.00597212j 0.00379725+0.00449847j -0.00331889-8.91758e-05j 0.00938481-0.00092516j -0.00511263-0.00416605j 0.00315274-0.00424769j 0.00437331+0.000543661j -0.00573193+0.00353109j -0.000651056-0.00393306j 0.0151613-0.0115881j 0.00112138+0.0118541j -0.0120915-0.00588925j 0.00901185-0.00139644j -0.00166706+0.00172481j 0.00862578+0.0054146j 0.0181005-0.0206369j -0.0038296+0.00676525j -0.0106923+0.00148055j 0.0122172+0.00419249j -0.00417431+0.00485093j 0.012966-0.0017997j -0.00776182+0.000536528j -0.00381526+0.00626881j 0.000815291-0.00306633j 0.0268745+0.0106998j 0.0054268-0.00702102j -0.00473823+0.00264273j -0.0129802+0.0193176j 0.00942522+0.00239886j 0.0159162-0.0038247j 0.00995084+0.00692771j -0.0105404+0.00436105j 0.0282817-0.00504253j 0.0123841-0.00196826j -0.00898151-0.003756j -0.0115969-0.000725877j 0.00320246+0.00277889j 0.00720716+0.00899328j 0.0123578-0.00296299j -0.0218687+0.00505299j -0.00508139-0.00901701j -0.0148239+0.00112056j 0.00599415+0.00658383j -0.00153291-0.00119778j 0.00383048+0.0114976j -0.0116638-3.08939e-05j 0.0165769-0.00310852j -0.00691675+0.00214119j -0.00569348+0.000318298j 0.019375-0.0025401j -0.00245573+0.00212179j -0.0096884-0.0043658j 0.00532808-0.000283128j -0.00126962+0.00420878j -0.00192966-0.00253379j 0.00768833-0.00519006j 0.000465689+0.00140961j 0.00853088+0.000730586j 0.0040751+0.00257055j 0.0012629+0.00013497j 0.00156272-0.00384881j -0.00181097-0.00138715j 0.0088901-0.00148482j -0.00650513-0.000268463j 0.00353895+0.000818248j -0.0012895+0.000653326j 
0.000844656-0.00114382j 0.00388175-0.000771021j 0.00995832+0.00387458j -0.00473815-0.00988153j 0.00364271-0.00357838j -0.00928218+0.00396727j -0.00449411+0.00261272j -0.00421212+0.00548479j -0.0101856+0.00457056j 0.0033365-0.00730811j 0.00832571+0.00623584j -0.000780607+0.00759138j -0.00102594-0.00515196j -0.0178305+0.00621356j -0.00140339+0.00532453j 0.0155722+0.00636857j 0.0156318-0.0162055j -0.000310043-0.00128264j -0.00593493+0.000776045j 0.00697714+0.00305709j 0.00485018-0.0100104j -0.00273791-0.00584166j 0.0165008+0.00379898j 0.00568842+0.013623j 0.000654026+0.00225534j 0.00208053-0.0040017j 0.0169792+0.00307097j 0.0138596-0.00738964j -0.0133638+0.00169003j -0.00288676+0.00136325j 0.016382-0.00887635j 0.0122916+0.020403j -0.0116896-0.000495753j -0.0109533+0.00626246j 0.0122663+0.0024721j -0.00660767+0.00415414j -0.00221783-0.000278443j -0.0173905+0.00660941j 0.00861864+0.0112706j -0.0134043-0.0125484j 0.00062706-0.000117723j -0.0093317+0.00999618j -0.00240084+0.000607675j 0.00384575-0.0116016j -0.00523622-0.0130144j 0.00326143-0.0113451j 0.0106477-0.00627551j 0.00553306+0.00232391j -0.00550701-0.00465011j -0.000538966+0.0122409j -0.020281-0.0121553j 0.00433239+0.0173925j -0.0167492-0.00282691j -0.000533084-0.00404375j -0.000321473+0.00423854j -0.000259814+0.00253621j -0.0079912-0.00583637j 0.0073343-0.000554698j 0.000994563-0.00775048j 0.00557489+0.00980237j 0.000541437+0.00723458j 0.00152798+0.000618644j 0.0137632-0.00425654j -0.00414795+0.00122244j 0.00734089-0.00400144j -0.00394874-0.00436612j 0.00401046-0.00281378j -0.0020197-0.00135515j -0.00473323-0.00246008j 0.00610486+0.00536234j -0.0038424-0.00411871j 0.00136749-0.00225761j 
-0.00429634-0.00381365j 5.68348e-05+0.0052355j -0.000587288+0.00454334j -0.00472359+0.00438605j -0.00937229+0.00377931j -0.000176459-0.00170404j 0.00592217+0.00418682j -0.0103138+0.00499651j 0.00287487-0.000384144j 0.0029927-0.0042294j 0.000940352+0.00917634j -0.0142895-0.00203039j 0.00783121+0.00394119j 0.0143313+0.00637275j -0.00652465-0.00933575j -0.00504386+0.00271354j -0.00496314-0.00870449j -0.0104242-0.00808633j -0.00610156-0.00329398j -0.0031951-0.0149447j -0.0072255+0.00873609j -0.0010618-0.00971916j 0.00145335+0.0140209j 0.00876358-0.02264j 0.015336-0.00713464j -0.0127256+0.0142083j 0.0101018-0.00869087j -0.00152534+0.000103827j -0.00775853+0.00852339j 0.011227-0.0114296j -0.0080388-0.0054654j 0.000191793-0.000146809j 0.00549993-0.00512406j -0.000179785+0.00622912j 0.0103347+0.00270481j -0.0213336+0.00221616j 0.0200796-0.00169485j 0.00686088+0.0181456j -0.00946335+0.00937604j 0.00579741-0.00454138j -0.00997466-0.00760617j 0.0115936-0.00133361j -0.00290882+0.00439903j -0.0226613+0.00299499j 0.00338399+0.0089884j -5.70063e-05+0.00092139j -9.02455e-05-0.00838125j -0.000498508+0.00143591j 0.00326366+0.00614776j -0.00553253+0.000840737j 0.000474106-0.0123669j -0.000841015-0.0163937j 0.0147369-0.00210857j 0.00407191+0.00543938j -0.00923718+0.00216648j 0.00564773-0.0063636j 0.000776584+0.00909688j -0.0112465-0.00280155j -0.00603548+0.00859019j 0.00344894-0.00823174j -0.00788791+0.00861064j 0.00976738-0.00488403j -0.0100065-0.000513666j 0.0167124+0.00482268j -0.000306284+0.00736284j 0.00431939+0.0100157j -0.00219901+0.00189171j -0.00248423+0.001426j 0.00800578-0.00469958j -0.00719564-0.00463119j 0.00160009+0.00164798j -0.0037449+0.00453973j 
0.00429851-0.00282202j -0.00556701-0.00985363j 0.00418226-0.00595664j -0.000821764+0.00153364j -0.00389692+0.00616244j 0.00292451-0.00349092j -0.00503101+0.00823239j -0.00186683+0.00315209j 0.0120874+0.00367921j -0.000130152+0.00480512j -0.00627382+0.0113261j -0.00153504+0.00341396j 0.0102113-0.00302978j 0.0147039+0.00169438j 0.0130315-0.00305414j 0.0109318-0.000618164j 0.00157421+0.00778972j -0.0213558-0.0117021j -0.00164384+0.025406j 0.00319142+0.00516802j 0.000786904-0.00306826j 0.00396619+0.00766576j 0.00217455-0.000623471j -0.00570845-0.0112383j 0.00830995+0.00314395j 0.0109415+0.00184215j -0.00142345-0.0121372j 0.0098684-0.00498529j -0.0021447+0.0100664j -0.0121561+0.0100524j 0.00436404-0.00591548j 0.00307473-0.00861165j 0.00829074+0.000102677j -0.00323607+0.00818247j -0.0191436-0.00222022j -0.00744866-0.00703741j -0.0102393-0.0158433j -0.00819318-0.00153825j -0.00641108-0.00721032j -0.0115469-0.0130677j 0.00150623-0.00913512j -0.00870916-2.94989e-06j -0.0101661-0.0242062j 0.00309258+0.000608295j -0.0142894+0.0134816j -0.00192291+0.00732171j 0.00891767+0.00911703j -0.0056565-0.016307j 0.00310274-0.00939217j 0.00373851+0.00348815j 0.00403023-0.0102002j -0.000342013+0.0044939j 0.00559618-0.014908j 0.00917117-0.0054028j -0.00593412+0.00273241j 0.012788-0.0137004j -0.00546494+0.00804051j -0.00762031+0.00367266j 0.000112258-0.00258008j 0.00375794+0.00645662j -0.00376675-0.00156463j -0.00359508-0.00625371j 0.00606113-0.0018496j -0.00356569-0.00517066j 0.000176322-0.00341929j -0.00270935-0.00233328j -0.00177793+0.00349033j 0.000931823-0.00377426j -0.00484439+0.0032477j 0.00475651+0.00456253j 0.00343264-0.00221748j 0.00558209-0.00121133j 
0.00173018-0.00363817j -0.00325425-0.0032517j -4.02062e-06-0.00120555j -0.00201069+0.00124952j -0.00313173-0.00070895j 0.00371744-0.00561386j 0.00781069+0.00457246j -0.00182495-0.002045j 0.00932136+0.00129094j -0.00382101-0.00379732j -0.00095378+0.00519467j 0.000703123+0.000171462j 0.0041587-0.00487337j 0.00502513+0.00215255j 0.00015312+0.00135002j 0.000433103-0.00229354j -0.000798019+0.00958114j -0.00671941+0.00122684j -0.012323+0.00859967j -0.00225474-0.000706927j -0.00195467-0.00333826j 0.00801853+0.00133421j -0.00392355+4.37674e-05j 0.00786721-0.00497301j 0.00218362+0.00133737j -0.00734836+0.00111146j 0.00769792-0.00956363j 0.00344264+0.00334657j -0.00316571+0.00236454j 0.00541391-0.0131964j -0.00983612+0.00654036j -0.00385297-0.00800416j 0.0108711+0.00399191j -0.00631791-0.000219049j -0.00268823+0.00531341j -0.021015-0.00766073j -0.00963041-0.0091115j -0.00188343-0.00156908j -0.0207986+0.000212162j 0.00408105+0.00216992j 0.00326443+0.0139197j 0.00163121-0.00146809j -0.000738121+0.0113857j -0.000270561+0.0207032j -0.00579636-0.00745674j -0.000891643+0.0153588j 0.0175314+0.0123647j 0.0203811+0.0166634j -0.0073855-0.00560676j -0.00391899-0.00400878j -0.0218125-0.00666364j -0.00367643+0.00876073j -0.0223306-0.00102161j 0.0109152-0.00363248j -0.00186767-0.0129213j -0.0144255+0.0153779j 0.00429639-0.0112853j 0.00967276+0.00895254j 0.00441597-0.00653763j -0.00683086-0.00720508j 0.0119174-0.00658154j -0.00518166-0.00271335j 0.00726529+0.000832046j 0.00325917-0.00332397j -0.0041899-0.00207505j -0.00256035-0.0070179j 0.010768+2.29483e-05j -0.000413828+0.0100508j -0.00210953-0.00214457j 0.00136827+0.00195277j -0.000607336+0.00168572j -0.00223757+0.00220651j 
0.00435063-0.00217772j -0.00557036-0.0045271j -0.00909483-0.00118488j 0.00112769+0.00260071j -0.00200888-0.00448553j 0.002963-0.00647105j -0.0015104-0.00262944j 0.00393005-0.00839641j -0.00305035-0.00486247j 0.00168939-1.91569e-05j -0.00436278-0.00446545j -0.0096854-0.0062285j -0.00258839-0.00878124j -0.00770814-0.000903578j 0.0104961-0.00775337j 6.72272e-05-0.00393998j 0.00228119+0.00398687j 0.0158085+0.00189409j 0.00840589+0.00766576j -0.00841696+0.00130703j 0.0122841-0.00813915j 0.0154283-2.03086e-05j -0.0116091+0.00121936j 0.00735284+0.0115877j 0.000212984-0.0135692j -0.00541694+0.00492796j -0.00379323-0.0102844j 0.00940756-0.00336167j -0.00981787-0.00105666j 0.00625214+0.0149731j -0.00340416+0.00991423j -0.00893818+0.0264032j -0.00383295-0.00296058j 0.0108145-0.00440425j 0.00210673-0.00463568j 0.00274032+0.0139795j 0.00880989-0.0101171j -0.00885167+0.0140136j -0.000527941+0.00748191j -0.00986632+0.00127008j -0.000631956-0.00926681j -0.00643516+0.00490047j -0.00743832-0.00283735j 0.0126854-0.0122043j 0.0175998-0.00692167j -0.0120303-0.0100488j 0.00638922+0.00828357j -0.0164584+0.00243208j 0.00488679-0.0121696j 0.00727536+0.00864688j -0.00679443-0.00276402j 0.00682984+0.00337994j 0.0085436+0.00846935j -0.00163097+0.0126659j 0.00559344-0.0084997j 0.000742014-0.00605823j 0.00287121-0.00332116j 0.019276-0.00114308j -0.00244537-0.0016384j -0.000697833-0.00224682j 0.0123162+0.00904344j -0.000151462+0.00223169j 0.00194008-0.00388437j -0.00615993+0.00530665j 0.00646151-0.0106055j -0.00922487-0.000685428j 1.20192e-05-0.004989j -0.00923709+0.00556381j -0.00021084+0.000769806j 0.00206627-0.00202275j -0.00649612+0.00190774j -0.000169711-0.00601424j 
