0.0106964-0.0020676j 0.00124103+0.00905739j 0.00764212+0.00899604j -0.0149031+0.0053282j -0.00359791+0.00799197j 0.00263999+0.00659947j 0.0144077-0.00642648j 0.000617005+0.00522855j -0.0019817-0.000671993j 0.000734387+0.00826974j 0.00872131-0.00641513j -0.000920777+0.00800932j 0.0100327-0.00618532j -0.00215223+0.00785608j -0.00327279-0.0022862j 0.00125881-0.00808439j -0.000699616+0.00191298j 0.00551956-0.00674153j 0.000910284+0.00566366j -0.00247343+0.00432845j -0.00466524+0.00222143j 0.000909642-0.00206788j 9.6841e-06-0.00596578j 0.0010233-0.0110358j -0.00417742-0.00720316j -0.00167341+0.00308334j -0.00655159+0.00142693j 0.000948873+0.00463777j -0.000470484-0.00998598j -0.00456222+0.000779435j -4.39381e-05+0.00620136j 0.00110439+0.00587024j -0.00232611+0.00245318j -0.000752407+0.00361881j 0.000146922+0.00100309j 0.00395847+0.00196774j -0.00445662+0.00317385j -0.00812282-0.010268j -0.000803181-0.0128066j -0.00995201+0.00565125j -0.00348026+0.00445008j 0.0082271+0.012532j -0.00253793-0.00459721j 0.0058051-0.00843425j -0.0063841-0.00111827j 0.000195535+0.00130196j -0.0075934-0.00539412j -0.00799551+0.00420213j -0.0119204+0.00221772j 0.0061321-0.0114455j 0.00462455+0.0107772j -0.00627535-0.0100561j -0.0148992+3.99277e-05j 0.0101616+0.0116311j 0.00669463+0.0122885j 0.00687442+0.00470536j -0.010262-0.00364747j 0.00197082-0.008296j 0.00535198+0.0326522j 0.0438677-0.0135372j 0.0079635-0.0358077j -0.0114473-0.0187841j -0.0139455-0.00538112j -0.00462249+0.00343045j 0.000524668+0.0117683j -0.00415706+0.0119766j -0.00117811-0.00526043j 0.00225486-0.0284494j 0.000643352+0.0174132j -0.00174864-0.0168687j -0.0697072-0.0282718j -0.0278033+0.0749767j 
0.0040353-0.00122499j -0.00247074-0.00347547j 0.00255273-0.000698533j -0.000955312-0.00236171j 0.00559966-0.000810192j 0.00342251-0.00456103j -0.00154946+0.0012744j 0.00273377+0.00129774j 0.00400706-0.0029443j 0.0050344+0.00415562j -0.00739732+0.000830603j -0.00440019+0.00659326j 0.00632126-0.000384917j -0.00188291+0.00395159j 0.00760953+0.00515673j -0.00191237+0.000699333j 0.00964788-0.00255811j 0.000842175-0.00440031j 0.00115018-0.00422229j 0.00123351+0.00352575j 0.00220425-0.00517523j -0.0064421+0.00121347j 0.00781609+0.0143191j -0.00311382-0.0080602j -0.00785847+0.00464457j 0.00599142-0.012329j -0.00526187-0.00678165j 0.00175674-0.0129304j -0.000990042-0.00426219j 0.00872726+0.014463j -0.00462527-0.00216387j 0.0152488-0.00982989j -0.00653063+0.0118464j -0.000122082-0.00812543j -0.00977676-0.0199122j 0.00637094+0.00600112j -0.00621084+0.0117209j -0.00554158-0.0062815j 0.00742961-0.0211231j 0.00186334+0.00262328j 0.0132057-0.00554913j 0.0035766-0.00833494j -0.00767869+0.00794158j -0.0145182+0.00636828j -0.00180985-0.0049383j -0.0190237+0.00918105j -0.00859518-0.00201288j 0.0047338+0.0178969j 0.0142581-0.0177798j -0.00435856-0.00693287j 0.0142763-0.010907j -0.00778611+9.29194e-05j 0.00581771-0.000891289j 0.0203208-0.00328789j 0.0159843+0.0114361j 0.0100693+0.004975j -0.00301099-0.0110658j 0.011186-0.00979593j -0.00910089+0.00135094j 0.00747373+0.00485123j 0.00412945+0.0167377j -0.0228589-0.00150404j -0.00953012-0.00219442j 0.0081736-0.000721968j 0.0056808+0.00206306j 0.0012109-0.00424793j 0.00232646+0.0141103j 0.000229652+0.00142091j 0.00220022-0.000125918j -0.00267831-0.000775821j -0.00626778-0.00244524j 0.00684232-0.00226526j 
0.000192516+0.000344651j 0.00100329+0.000722227j 0.00106989+0.0029844j 0.000768228+0.00168648j -0.00507086+0.00696982j -0.00255235+0.000530885j -0.00856984+0.000504523j -0.00315113+0.00208218j -0.000186647-0.00179095j 5.13981e-05+0.00345118j -0.00359048-0.00472504j 0.00260626+0.00248825j 0.00724049-0.00192525j -0.00566753-0.00860419j 0.00827644-0.00403486j 0.00994504+0.0101708j -0.00118624+0.00486309j -0.00151812+0.00539333j 0.0196176-0.000819631j -0.00373554+0.00277573j 0.000316301+0.00650348j -0.00596523-0.00386463j 0.00198444+0.0188516j -0.0019858+0.00870204j 0.000395465-0.000447156j 0.011049-0.0114283j 0.00886396-0.0120645j -0.00114258+0.00722818j 0.00011844+0.00308441j -0.00417619+0.00885597j -0.0106503-0.00856603j -0.0129174+0.00574233j 0.00636985-0.00647862j -0.00441591+0.00323837j -0.00562077-0.00855365j 0.00534459+0.00935445j 0.0110375-0.00183797j 0.00869826-0.0121154j -0.0167008+0.0162307j -0.00235038+0.00183001j -0.0143628-0.0187741j 0.0169024-0.00221869j 0.00809721-0.0160414j 0.0213285-0.00932446j 0.00353823+0.0188207j 0.0119884-0.00714759j 0.00994337-0.00440949j -0.010433-0.00153792j 0.0300784+0.0040584j -0.0154529+0.00485036j 0.000851805-0.000764582j 0.00478832-0.00696291j -0.0100489+0.000800424j 0.00836436-0.00723774j 0.0111007-0.00691806j -0.00420152-0.00364196j -0.0308779+0.000508169j 0.0232359+0.0166575j -0.00713078-0.00305785j -0.000499621+0.00550294j -0.00449566-0.00111056j 0.0061212+0.00252011j 0.0148599-0.00577762j 0.00129678+0.0021988j -0.00517402+0.000491575j -0.00960761+0.000315266j 0.00544227-0.000355553j 0.00817654+0.00357197j -0.00302826+0.00192834j 0.00637204+6.16622e-05j -0.0043998-0.00341224j 0.0050949-0.00690073j 
0.00217739+0.00438913j -0.00192442-0.00102321j -0.000505754-0.00082954j 0.00326742-0.00181042j 0.00655207-0.0047404j -0.00160139-0.00494143j -0.00211421+0.000661986j -0.000290037-0.00562741j -0.000136112+0.00196547j 0.00119176+0.00556957j -0.00362117-0.00338814j -0.012287-0.0116936j 0.00359429-0.00412137j -0.0092842+0.00572923j 0.00261182+0.00844745j -0.00802958+0.00869438j -0.00029615+0.00223606j 0.00142071+0.00287245j 0.00271145-0.0043568j 0.00797851+0.00144738j 0.00299605+0.00767027j -0.0104758-0.00400869j -0.00523362-0.0126034j -0.00183103-0.00225064j 0.0021234+0.0100015j -0.00936021+0.00733808j 0.00774348+0.00304114j -0.00656009-0.0146377j -0.00160955-0.00924384j -0.0127472-0.0134595j 0.0118448-0.00877019j -0.0121862+0.021988j -0.00250948+0.000815996j 0.00179812-0.0228387j -0.000823854+0.0229261j 0.0265119-0.00866308j -0.00527908+0.0135434j -0.00274663+0.00323825j -0.00218614-0.0013405j -0.0159236-0.00531051j 0.0114169-0.0133204j -0.01549+0.0162692j 0.0176373-0.00765993j 0.00646036-0.00562215j -0.0130728+0.0282556j 0.00943343+0.000945036j -0.000133468+0.00199542j 0.0071165+0.00721512j -0.00160641-0.00487083j -0.000523401+0.00723472j 0.019522-0.00972287j 0.0130984+0.00952479j 0.0232215+0.00648768j -0.0118775-0.000659617j 0.00953477-0.00384082j 0.00702545+0.00601347j -0.0137806+0.00908602j -0.00688924-0.00651044j -0.00291487-0.00535795j 0.00507281+0.0135343j -0.00875724-0.000970584j 0.0118461-0.0077189j 0.0171132-8.44156e-05j -0.00473008+0.0126131j -0.000127623-0.0089609j -0.00534941-0.00279905j -0.00139802-0.00119578j -0.0106895-0.000284884j 0.00540187+0.0055395j -0.00146168-0.000216508j -0.000395202-0.00113745j -0.0011307-0.00188268j 
0.0008976+0.00302549j 0.00212935-0.00263452j 0.00471559+0.00232963j 0.00228822-0.0090731j 0.0125507+0.00173554j 0.00420592-0.00246723j -0.00347174+0.00552263j 0.00295573+0.00632508j 0.0072335-0.00404847j 0.00396269+0.00636604j -0.000999751-0.00623258j 0.00077304-0.00806859j 0.00469363+0.00231928j 0.0117492-0.00663271j 0.00203287-0.00177801j 0.00271828-0.00179349j 0.00309549+0.00360098j 0.00565927-0.00147365j -0.00266726-0.00815226j -0.00208895-0.00177578j -0.00767737-0.00191664j 0.00510169+8.85983e-05j -0.00689623+0.00892878j 0.0104611+0.00797557j 0.00344111-0.00969639j -0.00463147+0.0141898j -0.0102369-0.00762359j 0.00297153+0.0220248j 0.00540127+0.00357108j 0.000670226+0.00916773j 0.014231-0.00515307j 0.000595695-0.0099611j -0.00384133-0.015558j 0.00233007+0.0135855j 0.00516241-0.0107621j 0.0109016+0.00128437j 0.00792497-0.0076309j 0.000637817+0.0100983j -0.0221662+0.00345521j -0.00154929-0.00801063j -0.00337172-0.000132131j 0.00679964-0.0092489j 0.0150592+0.00709113j -0.0237234+0.00942041j 0.00270555+0.0123519j 0.00281769-0.00720132j -0.00322801+0.00339086j 0.00660316+0.0119578j -0.00706003-0.0020502j 0.00217286+0.0183636j 0.00942292+0.0044069j -0.0166774-0.000986921j 0.010768-0.00258057j -0.00604145-0.0114652j 0.00648983-0.0026682j 0.00200761+0.00636127j -0.00800768+0.000522659j 0.00612267+0.00630579j 0.00628092-0.00312433j 0.00168665+0.00884277j -0.012682+0.00752852j -6.79655e-05+0.0105713j -0.0158941-0.00460314j -0.00815689-0.00897508j 0.0103092+0.0100255j -0.00128945-0.00176699j 0.00942132+0.0059229j 0.000832735-0.000174376j 0.00806453+0.000397013j -0.00742099+0.00281686j 0.000459206-0.00620302j 0.00953844-0.00450493j 
-0.000769862-0.0017649j -0.00319796+0.00307115j -0.00460881+0.00181269j 0.00120617+0.00239944j -0.0065463-0.00435122j -0.00553104-0.0011283j -0.00246328-0.000262329j 0.00587379-0.00127937j 0.00779796+0.00102573j -0.00632958-0.00158216j -0.00894374-0.00167126j 0.000320811+0.00195811j 0.00241718-0.00665823j -0.000267893-0.000938796j 0.00937548+0.00130786j -0.0165446+0.00374118j -0.00127417-0.000698494j -0.00154104-0.00176239j 0.00444028-0.00223146j -0.00715659-0.00965509j 0.0100025-0.00722861j -0.00271456-0.00833911j 0.00223329-0.00114962j -0.00296515-0.0083854j 0.0109074-0.00188547j -0.0120348-0.00430088j -0.00173758-0.00398206j -0.00480286-0.00778464j 0.00491046-0.0182231j 0.00303561+0.00440966j 0.00807135+0.00833829j -0.00263851-0.00163258j 0.00665779-0.00827768j -0.00252397+0.00182996j -0.00359986+0.0127038j -0.00173254+0.0168791j -0.0128253+0.0101904j -0.000632153+0.013099j -0.0069592+0.00149163j -0.00422767-0.00506169j -0.00215428+0.0253325j -0.00326231-0.0123391j 0.00368519+0.00275081j -0.0046359-0.000754204j -0.0116257-0.0057625j 0.0195593-0.00172316j -0.00469229-0.00597696j 0.0111527-0.0024482j -0.0102024-0.00596517j -0.0203699+0.00104745j -0.022374+0.00196986j -0.0190607-0.000122534j 0.00142518-0.00330876j 0.0211704+0.0054289j -6.60871e-05+0.00427371j 0.00388508+0.00175118j 0.00712985+0.00318831j -0.0103785-0.00895855j 0.0113659+0.00224988j -0.00562657+0.00664409j -0.000436466-0.00150852j -0.0136489+0.00416891j -0.0120703-0.00167502j -0.0110164+0.00223897j -0.00468583+0.00599759j 0.00727893+0.00908299j -0.00292965-0.00141164j 0.010511-0.0031971j 0.00233797-0.00495679j -0.00685052-0.00679129j -0.00375463+0.000689431j 0.00453323-0.00543713j 
0.00438257+0.00285094j 0.00289297-0.00525524j 0.00279029-0.00275096j -0.00148852-0.00025811j 0.000919945-0.00412085j 0.000127908-0.00586439j 0.00179919+0.00213764j 0.000755984+0.000810927j 0.00116622+0.00313352j -0.00373464+0.00515313j -0.0108674+0.00941779j -0.0085589-0.00675244j 0.00474921-0.00462604j 0.00556055+0.000118668j 0.00822213+0.00553957j -0.00283501-0.000523797j -0.00719582-0.000299935j -0.00446581-0.0023332j -0.00703464+0.0146869j -0.00369298-0.000961549j -0.000989859+0.00479798j 0.00738812-0.00796256j -0.00388163+8.14888e-05j -0.00566595-0.0058404j -0.00317675+0.0119777j -0.000852219-0.00922744j 0.00428901+0.000213598j 0.00148143-0.0127721j 0.00548924-0.00172721j -0.00579423-0.00873226j -0.0108277-0.00691375j -0.0189568-0.0204902j -0.00416857+0.0049197j 0.00577253+0.00223984j -0.00622978+0.00614147j -0.0161007+0.00715544j -0.00705767+0.0168645j 0.00149684+0.00483911j -0.00833988-0.0114791j -0.00739394-0.0140804j -0.0121423-0.0204438j -0.00564587+0.000666761j -0.00374489+0.00690984j 0.00640269-0.000529455j -0.00194931+0.0120345j 0.0156576-0.00361885j -0.00548512+0.00514398j 0.00440125+0.00804267j 0.00824438+0.0125908j -0.0130281+0.00564452j -0.0105383+0.00822516j -0.0241404+0.00241604j 0.0118304+0.00189876j 0.0119097+0.00693379j 0.00543079+0.00220965j -0.0028152+0.000486335j 0.00495187-0.0141887j 0.00729134-0.000653857j -0.00243679-0.0137408j 0.0097526-0.00797398j -0.00201623+0.00926729j 0.0237837+0.00971039j -0.0167036-0.00754901j 0.00821379-0.00311614j 0.00324698-0.0102288j -0.0108594+0.00375039j 0.00223417-0.000671947j -0.0020363-0.00151813j -0.0037897+0.00852915j 0.00456389+0.00239358j -0.00202071+0.0100159j -0.00273999-0.0016737j 
0.000743673+0.00254376j 0.000625841+0.00449626j -0.000873037+0.00598894j 0.000162724-0.00600213j 0.00604027+0.00296929j 0.00238841-0.00200199j -0.00133238+0.00177294j -0.00280942+0.00581985j -0.00318124-0.0115928j -0.00117793-0.00725931j -0.00164007-0.0110252j 0.0117859-0.00340523j 0.00259599+0.00307043j 0.000948096-0.00160885j -0.00390168-0.00484127j -0.00324609+0.0180178j 0.00149395-0.00235202j 0.00247053-0.00189924j 0.0122698-0.0127209j 0.00133884+0.000886707j -0.000714485+0.00202883j -0.00335508-0.00699952j -0.00915094+0.0141213j -0.00341265+0.00343357j 0.00831346+0.0017131j -0.0113748+0.0126016j 0.00949656-0.00744293j -0.010309-0.00300446j 0.00609984+0.00632815j 0.00821104-0.00528135j -0.00488008-0.00384621j -0.00596252+0.00411849j 0.00135805-0.00603112j 0.0152682-0.00753862j 0.00754354+0.00152001j 0.00405416-0.00195946j -0.00436279+0.0121781j -0.00780384-0.00491075j 0.00649798+0.0048992j 0.00260206+0.00800592j 0.000198019+0.00412903j -0.00483229-0.00140073j -0.004225-0.00129082j -0.00856113-0.00152154j -0.0119425+0.0247306j -0.0139525-0.0126764j -0.0154561-0.0071482j 0.00614677+0.0128449j -0.000575936-0.00966962j 0.00782073+0.0166879j 0.00930681+0.00354237j 0.00470841+0.00880884j -0.00306741-0.00251524j 0.00952258-0.00594413j 0.01328+0.012463j -0.00199707-0.00171549j 0.0105163-0.00218876j -0.00162797+0.00614521j 0.00114798+0.007043j 0.00180649-0.015098j 0.00207569-0.00167663j 0.0142716-0.00120248j -0.00390744+0.00269115j -0.00189978+0.00648908j -0.0156572+0.0049756j -0.000886981-0.00164855j 0.0050147+0.0115613j -0.0014638+0.0112408j 0.00107773+0.0034789j 0.00518696+0.00248747j 0.0010567-0.0071747j 0.00210106-0.000124008j 
0.00287638-0.00111486j -0.00931862+0.00116627j -0.00645488-0.00440206j -0.00115463-0.000699613j -0.000668501-0.00112296j 0.00147623-0.00358718j 0.00902404-0.0033683j -0.00650081-0.0038141j 0.00531783+0.00188813j -0.00381965+0.00181067j 0.00364645+0.00111684j -0.00668959-0.00895383j 0.00278094-0.0040346j -0.00364151-0.00258533j 0.0105858+0.000490354j -0.00633131+0.000804853j -0.0052413+0.0048953j 0.00480704+0.00729957j 0.00850324+0.00601823j -0.000335412+0.00683463j 0.00142198+0.00319647j 0.0101357-0.00391707j -0.00850253+0.0107211j 0.00522184-0.0113136j 0.00223338+0.00581842j -0.000426964+0.0139252j 0.00536241-0.00804392j 0.00167216+0.000851901j -0.0031823-0.0119925j -0.00561295-0.00592843j -0.0113319-0.00829802j -0.00449799+0.000796333j -0.00362206-0.000547228j 0.00225888+0.00674572j -0.00489409-0.00463509j -0.00321458-0.0125126j 0.00260512-0.00365076j 0.0176224-0.00255459j -0.0129192-0.003834j -0.00297321+0.00365753j -0.0031951-0.0206689j 0.0145557+0.00472137j -0.00385712-0.0215969j -0.00648913+0.00600732j -0.00389568+0.00631893j -0.00960694+0.00562735j -0.0140556-0.00273363j -0.00872376+0.00471269j 0.0087902+0.013131j 0.00802302-0.0158681j -0.0070236+0.0164085j 0.00614818-0.00782386j -0.00240633-0.0179676j -0.0158203-0.000376674j 0.00127328-0.00451425j -0.00563989+0.00072362j -0.0104582-0.00340208j 0.00284105-0.0036248j -0.00438803-0.0103099j -0.00539459-0.000585945j 0.0104307-0.0111858j -0.0134359-0.00878508j 0.00388653+0.00427697j -0.00350672-0.00864742j -0.000633561+0.00156097j -0.016436-0.00376927j -0.0115435-0.0052591j 0.00385788+0.000503656j 0.00260555-0.000714917j 0.00493762-0.00141108j -0.00326075-0.00185044j -0.00780105-0.00188733j 
0.002985+0.0017155j -0.00013456+0.000114785j 2.37625e-05-0.000384321j -0.000911829-0.00824514j 0.00508801-0.0102137j 0.000247789-0.00375508j -0.00630373-0.000737266j 0.000638943+0.000862887j 0.0099618-0.00536026j 0.00137938+0.0015262j -0.00824284+0.00376341j -0.010912+0.00356317j 0.00350572-0.00789719j 0.000574645+0.00493391j 0.0108786+0.00666629j -2.65539e-05+0.0130386j 0.00547935-0.00359873j 0.00161066-0.00660607j 0.00365267-0.00369609j -0.00688349+0.00276587j 0.00500978+0.0110705j -0.00740375+0.00654677j 0.00650582+0.0126043j 0.00786697+0.00965374j 0.00414343-0.00296246j 0.00718835-0.00144428j -0.00374391+0.0169408j -0.00175625-0.000997242j 0.0200157-0.00736498j -0.0112215+0.00713333j 0.00948333-0.0100834j 0.00853335-0.000637356j 0.00667739+0.0105511j 0.0126428-0.00754053j 0.00503524-0.0172104j -0.00227138-0.00453359j -0.00640732-0.0121887j -0.0266247-0.000316315j 0.00594389+0.0146039j -0.00998686-0.00690092j -0.00537868-0.0108594j 0.00153864+0.0128047j -1.35004e-05+0.00149103j 0.00484439+0.00791481j -0.00234935-0.00848454j -0.0199577+0.018894j 0.0037499+0.0152947j 0.00616485+0.00943921j -0.0152754+0.013445j 0.0109968-0.00374571j -0.00950517-0.00646946j 0.0147093-0.00660557j 0.00748869+0.011985j -0.00176218+2.7149e-05j -0.00767543-0.0175204j -0.0117993-0.00502186j 0.0137965-0.00614386j 0.0125199-0.00279349j 0.0130897+0.00564759j 0.00130274+0.002333j 0.00121693+0.010178j 0.00352981-0.00582747j 0.00310352+0.00615748j 0.00076833-0.000840793j -0.0162851-0.0120908j -0.0234493+0.00379334j 0.011102-0.010804j 0.000808419+0.0139708j 0.0116048-0.000925494j 0.00729358-0.000530332j -0.0075032+0.00365296j -0.0062148-0.0022438j 
-0.000649885+0.00653233j 0.00613267+0.00204181j 0.00582249+0.00297855j 0.000431257-0.00733147j 0.0085374-0.00135585j -0.00086187+0.00276414j -0.0020483+0.000407662j 0.00430706-0.000949049j -0.000639535+0.00143858j 0.0041883+0.00259916j 0.00111008-0.00486385j 0.0058951+0.00362321j 0.0016822+0.0121754j 0.00121738-0.00355966j -0.0117712+0.0148874j 0.00791805+0.00125746j 0.00397287+0.00591726j 0.00668392-0.00730185j 0.00746449-0.00286455j -0.00753881-0.00560528j -0.00935282+0.00150565j -0.00446632-0.00340247j -0.00441759+0.010315j -0.0104159+0.00825327j -0.006222+0.00785853j -0.018857+0.022018j -0.0164031+0.0156833j -0.00169224+0.00722046j 0.00103057+0.00589427j 0.0101046-0.00267766j -0.0132517-0.00134901j -0.0148832-0.00998266j 0.0119762-0.0184492j -0.0123418-0.00508416j 0.000996496-0.000375867j -0.0019815+0.00591258j -0.0204699+0.0117535j 0.00448028-0.0330327j -0.00599294+0.00966675j 0.00499284-0.00456087j 0.00730064-0.0149458j -0.00978893-0.00681483j -0.00197192+0.0162004j 0.012091-0.00276866j 0.000952889-0.00513082j -0.00218583+0.000881044j 0.0160126+0.00715647j 0.014246-0.0061356j -0.015832+0.0140549j 0.00700469-0.0080822j -0.00253862-0.00682827j -0.000241483-0.00501104j -0.00740596-0.00719836j 0.00877156+0.00791493j 0.00412313-0.0140378j -0.00579232+0.00829467j -0.00359906+0.00485451j 0.009277-0.00927967j 0.016079-0.00997952j -0.000142208+0.0116779j 0.0024423+0.000933201j 0.0049883-0.00141511j -0.00341237+0.00362842j -0.00790103+0.00820236j 0.00885132-0.00109984j 0.00114201+0.00798694j -0.000178489+0.00346395j -0.00369378-0.00566411j 0.00113558-0.00211624j -0.00487715+0.00162836j -0.00104642+0.00015549j -9.85728e-05-0.00170693j 
-0.00260188+0.00426786j 0.00269126+0.00284696j -0.00261261-0.0018312j -0.00117566+0.000729423j -0.00468582-0.00438107j -0.00965993+0.000135921j -0.00933787+0.00361824j 0.00432786+0.0022696j 0.000949485+0.00517503j 0.00204058+0.00463989j 0.00118026+0.00121136j 0.00506959-0.0015967j 0.00961412+0.000736449j -0.0055278-0.0123001j 0.00224794+0.00600363j -0.00583319-0.000157829j 0.00423539-0.00959841j -0.00310907+0.0117234j -0.00140004+0.00181343j -0.0163198-0.00271362j 0.01296+0.00633841j -0.013372-0.00639921j 0.0109844-0.00978851j -0.00630391+0.00105388j 0.000312979+0.00205316j 0.00560867-0.0159226j 0.000949529-0.00757946j 0.00553648+0.0127945j 0.00225375-0.00753674j -0.00936906-0.00612964j 0.0111613-0.000504744j 0.0047413+0.0161343j 0.0094263-0.00317472j 0.0111845-0.000717376j -0.0106073+0.00210933j -0.0104268+0.0206126j 0.0105956-0.00325355j 0.0105983+0.0202623j -0.00723432-0.018461j -0.0147696-0.00948601j 0.00972586-0.00119294j 0.00326221-0.00257672j -0.011456-0.00102164j -0.00989791+0.00217276j 0.00989667-0.0104675j -0.0110835+0.00133633j -0.0163066+0.00312965j 0.00441851-0.00687273j 0.00704283+1.59498e-05j 0.00608045+0.00984015j 0.0152426-0.0159064j 0.00374335+0.00179802j -0.00341893-0.0153858j -0.00832143+0.00736494j 0.0117093-0.00184006j -0.00210078+0.00964386j 0.00649945+0.00201851j -0.00206867+0.0143115j 0.00423102+0.00291798j -0.00169321-0.00505276j 0.00959035+0.000601852j 0.000384671+0.00967742j 0.00870821+0.000335792j -0.00498695-0.0118381j 0.00653253-0.00328652j 0.00557897-0.0140498j 0.0108022+0.00470902j -0.00390779+0.0027029j 0.000171133+0.00169861j -0.00271373+0.00510645j 0.00679448-0.00445134j 0.00269105-0.00129331j 
-0.000305817-0.000409715j -0.00113008-0.00126234j -0.000738735-0.00101235j 0.00157942+0.00488681j -0.00339276+0.00238767j -0.00696488+0.00368162j -0.000275464-0.0038747j 0.000285204-0.00300332j 0.00527296+0.00590706j -0.00247229-0.0011518j 0.00579416-0.00558139j 0.00988518-0.00276679j -0.00461722+0.0139486j 0.00429733+0.00263274j 0.00304009+0.00317346j -0.00677659+0.00223973j -0.00526765-1.43953e-05j 0.00143497-0.00294471j 0.00982863+0.00386461j -0.00577682+0.0061674j -0.000504539-0.00422759j 0.00209656+0.000840913j -0.011801-0.00133699j 0.000563023-0.00408434j -0.00247117-0.0120238j -0.00966964+0.000915609j -0.0092437+0.00708386j 0.00386595-0.00638221j 0.00261902+0.000379227j -0.0043605-0.0046881j -0.000115655-0.00404648j 0.00764056-0.0185585j 0.00524209-0.00028967j 0.0137918-0.00432447j -0.000621068+0.00652782j 0.0112437-0.00992839j -0.00455207+0.00625776j 0.00645693+0.013973j -0.00886622-0.00829916j -0.00703862+0.00231874j -0.00524185-0.0218771j 0.000961725-0.00114075j 0.0102807+0.00462911j -0.00306195+0.0250335j -0.00542205+0.0145553j 0.00295361-0.00204269j 0.00401112-0.00268666j 0.0111891+0.000494095j -0.021979+0.005369j -0.00257331+0.00775509j -0.0224865-0.000466886j 0.00270155+0.0130602j -0.0101164+0.00345539j 0.00926147-0.000537415j 0.00840173+0.0067257j -0.00074554+0.00679079j 0.0208075+0.00294254j 0.0262316+0.0108529j -0.00711841+0.00452752j -0.000167685+0.0120993j 0.00550402+0.000119324j 0.011687+0.00966461j 0.0130644-0.0021013j 0.00698793+0.00146972j 0.0111319-0.00743736j -0.0072955+0.00514879j -0.0086454-0.0011967j 1.65742e-05-0.00463623j -0.00521612+0.0017321j 0.000377332+0.00130577j -0.00708757-0.011526j 0.00712478-0.00535469j 
-0.00240884+0.00450315j 0.00321764+0.00578624j 0.000661399+0.00527004j 0.000587205-0.00584325j 0.00381198-0.000912973j -0.000739362+0.00224069j 0.0016421+0.00202222j 0.0042264+0.00282132j 0.00172102+0.00047881j -0.00300419-0.00616802j -0.000161031-0.00130153j 0.00694981+0.00615399j -0.00840347+0.00514872j -8.63042e-05-0.00107893j -0.0058139+0.00556573j 0.00263804+0.00244095j 0.00750784-0.00645963j 0.00435849-0.00308987j 0.00560755-0.0117081j -0.00841758+0.00126156j -0.00207756-0.00278135j -0.00530176-0.000912474j 0.00578439+0.0128495j -0.00223854-0.00540245j -0.00324787-0.0049011j 0.00279837+0.000342705j -0.0119003+0.00552103j 0.00630418+0.00829195j -0.00250385-0.00369766j 0.00269038+0.00107258j 0.00408177-0.00444505j -0.00873981+0.00617741j 0.0102111-0.00329175j 0.0142577-0.00541897j 3.76783e-05-0.0127839j -0.0207921-0.00663978j -0.00223373+0.0146139j -0.0039269-0.00311464j -0.00991498+0.00663647j 0.00650605+0.000484918j -0.0121035-0.0241878j -0.00410486-0.0108939j -0.0120334-0.0141644j 0.0199091+0.00567545j 0.000985554+0.00596082j 0.0232553-0.00590419j -0.00369094-0.00771622j -0.018031+0.00129474j 0.0107595-0.000355306j -0.0151514+0.00200654j -0.00213568-0.000365725j -0.000914806+0.00342347j 0.00378125-0.00756265j 0.00317503+0.0192885j 0.00608094-0.00250527j 0.00777495+0.0180922j -0.0044077-0.00125888j -0.00954821-0.00382732j 0.000639783-0.00156821j 0.002178+0.00548999j 0.0100204-0.0131484j -0.0176495+0.00982708j 0.0054932-0.00333749j 0.00177127+0.0104787j 0.0130392+0.00988579j 0.00644556-0.00937835j 0.00362037+0.00135892j 0.00378978-0.00142554j 0.00112514-0.0118127j -0.00590802+0.00241185j 0.00290441-0.00602208j 0.00415981+0.00370588j 
