0.0724518+0.053947j 0.034186+0.0322616j 0.0212108-0.0269369j -0.0402328-0.000572017j -0.113303-0.127223j -0.0150178+0.025063j -0.0205246+0.0807821j 0.0304693+0.0408601j 0.0586621-0.0333803j 0.0119364-0.10095j -0.0283079-0.0298737j -0.0131738+0.0101971j 0.0291314+0.0227932j -0.0341944-0.0171934j -0.037396+0.0241058j -0.0259459+0.00857277j -0.0479917-0.0246544j -0.0232822-0.0383627j 0.0131644-0.0154084j -0.0267859+0.0063838j 0.00464793-0.0198028j 0.00762405+0.00546553j 0.0370974-0.0150161j 0.0124397-0.013125j -0.0721899+0.0191136j 0.0816101+0.0505548j 0.156469+0.0774118j -0.0352317-0.110011j -0.0215361-0.137849j 0.115271+0.125743j 0.112399-0.0573532j -0.0286972-0.000473589j 0.078556-0.00459637j -0.0361526-0.0258564j 0.0346487+0.0106632j -0.0248141+0.00773883j 0.0447325-0.00905443j -0.0274599-0.0225649j 0.0128194+0.0716852j -0.00610189-0.0277687j -0.033028+0.0529173j 0.0160277+0.00905265j -0.0259276-0.0290013j 0.0301669+0.071374j -0.0148356+0.0544698j 0.0617928-0.0310706j -0.107731+0.0149338j 0.15315-0.0260356j -0.179793-0.167505j -0.0530832+0.0228881j -0.00979177-0.182419j -0.233059+0.0545893j 
0.00807103-0.0233653j -0.00660333+0.0286752j 0.0599419+0.135132j 0.0296753+0.0704933j -0.0928424-0.0194481j -0.0838412+0.00160353j 0.0355251-0.0431267j -0.00670791-0.0352178j -0.0391354-0.0578833j 0.150853+0.0870582j 0.0754893-0.0871418j -0.0847626-0.0328165j 0.0134775+0.0943402j -0.0219377+0.0338943j -0.034971-0.0324699j 0.042239-0.00938854j 0.0729565-0.0259863j -0.0597115-0.0780467j -0.099266-0.150198j -0.110717+0.00724277j -0.0674385-0.045928j -0.0165194+0.03915j 0.0433062+0.0147356j 0.0281587+0.0327517j -0.0294578-0.122699j -0.0105805-0.0705034j 0.050168-0.0902645j -0.000774079+0.0236083j 0.0667059+0.0350402j -0.0387147+0.0427291j -0.0584634-0.0992377j 0.0702529-0.00934373j 0.0413864+0.0635989j -0.00366475+0.0969936j -0.0561832-0.00812903j -0.0672467+0.142566j -0.066743-0.096931j -0.0718055+0.205163j -0.0538196+0.0944335j 0.0418604-0.208139j 0.0175268-0.047888j 0.000276363-0.0144676j 0.0235686-0.0497333j -0.0091913+0.0631785j 0.0487672+0.0717875j 0.0383969+0.0948273j 0.0870421-0.050178j -0.050219-0.0957228j -0.0159057+0.0257382j -0.0516725+0.016258j -0.0017904-0.000203083j 0.0504051-0.0398347j 
-0.123988-0.0978541j 0.0780846+0.0289876j 0.000765843-0.0314527j -0.036426+0.0638143j -0.202666-0.0269946j -0.00833243-0.0401118j -0.0288194+0.00803669j 0.00503675+0.00677331j 0.0255036+0.0399105j 0.0622995-0.0212406j 0.0158777-0.0158405j -0.0441267-0.0843934j -0.167961+0.0415637j 0.111446-0.0366073j 0.0588788-0.045664j 0.0354242-0.0245518j 0.0331743+0.061185j 0.0617199+0.0337029j 0.0493729-0.0485849j 0.0912899+0.0177625j -0.0744992+0.0557933j -0.0355746+0.0698643j -0.00885387+0.116208j -0.0513739+0.0678742j -0.063572-0.00718296j -0.0676549+0.0123738j 0.0147698-0.00957956j -0.063798+0.0916997j -0.00163154+0.00734466j 0.0144403+0.0497475j -0.139813+0.0299542j -0.0299083+0.0766224j -0.153602-0.112868j 0.0664605+0.046605j -0.0306114+0.191552j 0.077473+0.0272218j -0.00894188-0.0106722j -0.108246-0.0137818j 0.0243351-0.0598232j 0.0505585-0.0591985j -0.035462+0.0840334j 0.0231579+0.0252323j -0.00738454+0.00842757j -0.0139785-0.00699615j -0.0900513-0.0248949j 0.000103906+0.00540841j -0.0346874+0.00851638j 0.0448145-0.0271627j 0.0809441-0.0325944j 0.0380447-0.0436597j 0.0651977-0.0399886j 0.000645795+0.118262j 
0.0679779+0.0577196j -0.218457+0.0346802j 0.0468412-0.0308859j -0.0138477-0.00690669j 0.0893914-0.0157444j -0.100226-0.0218379j 0.165814+0.0122984j -0.0177171+0.130975j -0.13977+0.0168479j -0.0631355+0.10475j 0.123688-0.00916981j 0.0207684+0.0483462j 0.100977-0.00347976j 0.120931+0.0279002j 0.0148256+0.0736845j -0.0179649-0.00365824j -0.00878764+0.0217353j -0.0304117-0.0587212j -0.0126829-0.170051j -0.00868854+0.00343408j -0.100016+0.0455325j 0.0915918-0.0205176j -0.0696421-0.01212j -0.0656639-0.0117318j -0.190179+0.0018272j -0.0134694-0.0607419j 0.00797017-0.13667j -0.0495343-0.0159219j 0.00137548-0.113735j -0.0669727+0.0847115j -0.0793439-0.0100181j 0.10579-0.0349613j -0.0165606-0.0514005j -0.106984-0.0711168j 0.00715353-0.16568j -0.0851349+0.0259984j -0.065478-0.0920402j 0.0536963-0.0242663j 0.0440702+0.0920844j 0.00144293-0.0933856j -0.00130193+0.0518245j -0.0475691+0.0931188j 0.139867-0.0587858j -0.0293574+0.00816929j 0.0169403-0.0697017j 0.0493193+0.070831j -0.0995413-0.000907171j 0.128239+0.0359363j -0.0040303+0.0300478j 0.0275661+0.0594433j 0.080338-0.0522531j -0.0457269-0.0225487j 
-0.0229215-0.0325885j 0.142451-0.0804068j 0.0496109-0.0180106j -0.071359+0.0202703j -0.136386+0.102023j -0.0871263+0.0142141j -0.0139717-0.125978j 0.0691416+0.0366753j 0.0099614+0.0075538j -0.00379068+0.138225j 0.0106639+0.0532119j -0.132556+0.015209j -0.0319381+0.019085j 0.0105052+0.151776j 0.043614+0.00161597j -0.0175139+0.017061j -0.0212291+0.137545j -0.122204-0.00663169j 0.056849-0.0770748j -0.0286121+0.00578379j 0.0798431-0.0435502j -0.0317576+0.0615371j 0.0294274+0.0649069j -0.043008+0.0634011j 0.0363683+0.0339165j -0.0773388+0.0702666j 0.0757671+0.086358j 0.0137103-0.0884392j 0.0344246+0.0742641j 0.0584982+0.0654508j 0.00856396-0.0410221j -0.0837784+0.0402413j -0.11223-0.0296188j 0.0338486-0.0459471j 0.053606+0.00545929j -0.092325+0.0919883j 0.0290852-0.00541003j 0.0729419-0.014338j 0.0350406-0.0202099j -0.00188541-0.0857776j -0.0429106-0.0684829j -0.0417408+0.0393233j 0.00362352-0.0104476j 0.00197715-0.0784054j -0.0150649+0.0657295j 0.0801815+0.0890559j 0.0230054+0.0832476j 0.027773-0.0443078j 0.0240494+0.0505308j -0.131759-0.0482925j -0.0338244+0.0634418j 0.0610434+0.0402208j 
-0.114872-0.150416j 0.164222-0.00759089j -0.0366869-0.0111414j -0.0570492-0.0503744j -0.206667+0.0236332j 0.0585416-0.0692668j 0.0392493-0.00729823j -0.133455-0.0626667j -0.0307666+0.0489546j 0.07704-0.0142712j 0.118178-0.0321333j 0.0456588+0.00579305j 0.0300608+0.0646472j -0.0014637+0.0903691j -0.027166+0.00268751j 0.0891055-0.0188163j 0.088938-0.0123039j 0.0604405+0.041768j -0.110534+0.0125386j 0.0588057+0.0196083j 0.0709673+0.0553058j 0.07064+0.0549935j -0.152966+0.0498757j -0.0585645-0.105842j 0.0141591-0.0346928j -0.102114-0.0579923j -0.0556107-0.015184j 0.0342098-0.0406309j -0.0127052+0.0373243j 0.0032928+0.0148394j 0.0344285+0.0537079j 0.0917974+0.00366014j 0.0730788+0.0457771j -0.00410098+0.096214j 0.107113-0.313169j 0.186059-0.070519j 0.0186663-0.000425824j -0.0742648-0.0565743j 0.000680577+0.0171498j 0.0434891+0.00306658j 0.0504706+0.0733788j -0.0173282+0.0196662j -0.0843947+0.0488785j -0.092892+0.00301556j -0.0314942+0.0183179j 0.0751242+0.00252815j 0.00978873-0.0673155j -0.0173849-0.00977554j 0.0575231+0.0381631j 0.0116307+0.0323184j 0.00900485-0.0209856j -0.0162569-0.0879399j 
0.000196909-0.0701794j -0.0644535-0.00781781j -0.0280825-0.0117903j -0.0199172-0.0136988j -0.0121219+0.0202824j -0.0464052-0.0266068j -0.0932889+0.0897641j -0.009472+0.0954934j 0.0390652+0.0839571j -0.0271983+0.00335597j 0.0278754+0.0347404j -0.00193723+0.0644103j -0.009581+0.0748202j 0.0298894-0.0789734j -0.078509+0.0663146j -0.0421791-0.0938041j 0.0655498-0.0221823j -0.0362722+0.0574531j 0.126725+0.0265349j 0.00750022+0.105318j -0.0678924-0.0173724j -0.0621125-0.0110547j 0.046223+0.00353215j 0.0522254+0.0516353j 0.066932+0.0175703j 0.0753987+0.0857506j -0.0491996-0.0764776j 0.0408906+0.00888841j -0.0447541+0.0315248j 0.0360779+0.0144801j -0.0102621-0.0595718j 0.0949339+0.00887547j -0.0873228+0.0167025j 0.0290341-0.0679116j -0.0488454-0.0273774j 0.0472267-0.0454086j 0.0925206-0.128433j -0.02449+0.0414511j -0.011985+0.0632323j 0.0365432+0.0121048j 0.0187098-0.000968064j 0.0515231+0.00848674j 0.05654+0.0467515j 0.0509954+0.0989217j -0.00398552+0.0359892j 0.0229928+0.0455559j 0.0830719-0.0358952j -0.0215417-0.0335709j -0.0222706+0.118093j -0.0355243+0.101343j -0.0790131+0.0610648j -0.0174854-0.192052j 
0.0194945-0.0126406j -0.031137+0.102333j -0.00840361-0.0454344j 0.162635-0.0642045j -0.0508202-0.0587035j 0.108-0.0633955j -0.00934683+0.0732783j 0.13992+0.000252265j 0.0200035+0.0155985j -0.0757963-0.0557344j 0.00355413-0.0513758j -0.0184373+0.0130605j 0.136111-0.00346157j 0.0431733-0.0490959j -0.0628669+0.0188244j -0.0398883+0.0338945j 0.0762328+0.0579632j 0.0959828+0.0496693j 0.0203638+0.0169602j -0.0101634-0.0582494j 0.0613049+0.0331735j -0.125801+0.0192534j -0.0126944+0.0202552j -0.100333+0.176916j -0.0783664-0.00151991j -0.107991-0.000593031j 0.0212067-0.00136217j 0.137893-0.0835719j -0.0140791+0.0508182j -0.0415163-0.092315j 0.0517734-0.0854902j 0.051834-0.0213563j 0.0764072-0.0353249j -0.00745819-0.00534397j 0.0279969-0.185817j 0.0602535-0.044055j -0.0214886+0.0407455j -0.0184837+0.0391078j 0.0664056-0.0465644j -0.0358535+0.0938705j 0.00636401+0.0594785j -0.0591938+0.0106832j -0.0144932+0.0316102j -0.0403077+0.00961149j 0.0575585-0.00744193j -0.0858897+0.117313j -0.0284176+0.0831273j 0.0852474-0.0240469j 0.030236-0.00459985j -0.153299-0.132095j -0.0492699+0.0593271j 0.0120473+0.230624j 
0.0794851+0.175346j -0.0746191-0.0211388j -0.0449815+0.0337087j 0.0481114+0.00762751j 0.0465331+0.0629245j -0.174167-0.0541444j 0.00105094+0.133045j 0.0417299-0.0377087j -0.0644687+0.147682j 0.0488048-0.0437862j 0.120388+0.000745962j 0.0401244-0.105641j -0.0268556+0.0265403j 0.0166727-0.00506939j 0.00248081-0.0833243j 0.0419613-0.113548j -0.00146389-0.0952952j -0.0755577-0.0308598j -0.0171192+0.0207324j -0.0747024+0.0477935j -0.0567358-0.0145489j 0.0114724-0.00344212j -0.126397-0.0107008j -0.144785-0.0212303j 0.0345615+0.0814265j 0.0497251-0.0335697j 0.040328+0.0376663j 0.0432428-0.00343211j 0.0401137+0.00843297j -0.0513278+0.070602j -0.0106423-0.0256443j 0.0314518+0.0628538j -0.00728032+0.0215135j -0.0194734+0.0473056j 0.0159467+0.0183458j 0.103494-0.112747j -0.000189525-0.0464097j 0.0532509+0.0151117j 0.085513-0.0249338j 0.0617736+0.0403202j 0.0168688-0.0644013j -0.00424606+0.0134919j -0.0592269+0.01408j 0.00759479-0.0154043j -0.0316156-0.00276305j -0.0629751+0.0796296j -0.0750309+0.0369071j 0.00986415-0.0258136j -0.0595425+0.0157832j -0.00992738-0.0546965j -0.00608383+0.0710749j 0.068872+0.0489375j 
0.133269-0.101402j -0.00811556+0.052668j 0.0572721+0.00425594j -0.132002-0.038982j 0.0180498+0.111349j 0.0592378+0.0475617j -0.0582168+0.0467184j -0.00809244+0.0511771j -0.0494236-0.000922621j -0.0712058+0.0243123j -0.0597405+0.0580572j -0.0989872-0.0333053j 0.0112154+0.0269361j 0.122005-0.0693785j 0.0359861+0.190659j 0.0119526+0.0525087j -0.10107+0.020424j 0.033021-0.0359737j -0.0306868-0.0175209j 0.0114376-0.0753069j 0.0270531+0.0353372j -0.0317286+0.0315089j 0.0586487-0.0130303j 0.0341367-0.0468082j 0.0194291+0.0073335j -0.0859176-0.0764846j 0.0143974+0.050171j -0.0184654-0.0423781j 0.0315057-0.0401453j -0.014808+0.0352564j 0.0316733-0.0495372j -0.0595832-0.0364458j -0.017941+0.0199001j 0.0676272+0.0763334j 0.0240813+0.0169694j 0.0774825-0.0495541j -0.00919916+0.0665305j -0.0651445+0.0677247j -0.0316335+0.0478858j -0.00203345+0.0572469j -0.0429975+0.0664001j -0.0400365+0.0604308j -0.050901-0.0383284j 0.0306134-0.0335371j 0.0771647+0.0087373j -0.0171343-0.0151254j -0.0147595-0.0453724j -0.0149656-0.00886985j 0.0515595+0.0737828j -0.0195767-0.0566847j 0.0568669-0.031338j 0.0118193+0.182154j 
0.149882-0.0500869j 0.148509+0.121986j 0.0751654+0.0590324j -0.0395223+0.0389008j -0.00385393+0.169806j 0.0760568-0.0172601j 0.0301446+0.0633069j 0.0238963+0.0504041j -0.0505125-0.0461432j -0.0783711+0.0542867j 0.0428705-0.00928619j -0.160002+0.00451267j 0.0622191-0.0373998j 0.0815991+0.0746352j -0.124452-0.0360118j -0.093209+0.0229145j -0.00513894+0.00343223j -0.007263-0.0957599j 0.0295315-0.00171135j -0.0927773-0.0175074j 0.0237763+0.019847j 0.124713+0.0349987j -0.00351262+0.0239553j -0.039399+0.0580388j -0.0290545-0.0162672j 0.023565+0.0436046j -0.0594004-0.0101632j -0.0212708-0.020543j -0.042567+0.084106j 0.110479+0.135983j -0.0568316+0.0132754j 0.0301401+0.00622561j -0.0130697+0.00664349j 0.0735986+0.014522j -0.0660749+0.116789j 0.0612226-0.0312171j 0.0347361+0.0495407j 0.0230988+0.0834767j -0.00766605+0.146775j 0.0156653+0.0104288j -0.0493446-0.0487978j 0.0291475+0.070924j 0.0186071+0.0120908j -0.0254695+0.107242j -0.0434389-0.0758995j 0.0164481+0.0192474j 0.00571525-0.00604997j 0.0897844-0.0423743j 0.00178324-0.101285j 0.0327827+0.0708561j -0.0462607-0.0446601j -0.0135867-0.0995284j 
-0.0620575-0.0196014j -0.0624563-0.0876857j -0.0736051-0.0194149j -0.0976909+0.0755727j 0.0694635-0.0614935j -0.0567183+0.0154005j -0.0365022-0.15659j -0.148385-0.167586j -0.00970014+0.0302017j 0.00758187+0.00772583j 0.127673-0.0866477j 0.0170666-0.0525737j -0.0339723-0.0602703j 0.127702+0.0168859j -0.00558743-0.0208415j -0.0751034-0.00147141j -0.0422161+0.0308508j -0.0989494+0.0702906j 0.0116487+0.0176741j -0.114203+0.00355659j -0.0147844+0.00400002j -0.00936942+0.00458611j -0.00539952-0.00451521j -0.00214392+0.00312878j 0.0162605+0.0527197j 0.0496145+0.0584838j -0.0619875-0.050256j -0.0506054+0.0038707j 0.044033+0.002533j 0.0802477+0.146472j -0.0194369-0.0185224j 0.060842-0.0736425j -0.0139215-0.0615133j -0.0219995+0.0753993j 0.101288-0.0814336j -0.0249469+0.110216j 0.0454378+0.0281935j 0.0657158-0.00883775j -0.0703873-0.0359428j 0.0385527+0.0552597j -0.00161927-0.0279214j 0.0383262-0.0394843j -0.0213252+0.0137084j 0.0198481-0.0321729j 0.0352347-0.0114832j -0.0435384+0.0787748j 0.0146621+0.0581017j -0.0303927+0.030344j -0.109017+0.00337911j 0.045249+0.127103j -0.00556322-0.0583748j -0.00390145-0.248056j 
-0.111129-0.0519051j 0.0203243+0.0154581j 0.108744-0.079195j 0.118132+0.0361717j 0.0434249-0.0785728j 0.0215589+0.0744142j 0.0656893+0.113064j 0.112903+0.002855j 0.250685-0.220203j 0.136307-0.0797222j -0.0120192+0.0389511j -0.0104468+0.0367936j 0.0617403-0.0542166j 0.0416056-0.0934128j 0.112772-0.0885526j 0.00375625-0.00484783j 0.0440595-0.0137664j 0.0723204-0.00315742j -0.0353582+0.115545j 0.0985858-0.0719152j -0.0421418-0.0185112j -0.00837251+0.131476j -0.0629714-0.0412946j -0.0587424-0.0410245j 0.0235079+0.0760462j 0.092436+0.128503j -0.0979091-0.085035j -0.00870397-0.155232j -0.0426087-0.0316258j 0.0400888+0.0512664j 0.0653158-0.061527j -0.0362424+0.0668308j 0.0449909-0.0268017j -0.0907026-0.0141886j -0.112091+0.156277j 0.0152374-0.0415388j -0.055215+0.0717184j 0.00600422+0.0301846j -0.0695165-0.0233461j 0.000604194+0.0351069j -0.0368779-0.056295j 0.0587173+0.00476266j 0.0393439+0.113538j 0.021954-0.0233728j 0.000470069+0.0198214j 0.0464295+0.149321j -0.023794+0.00080458j 0.063571-0.0563449j 0.0708993+0.124524j 0.0173823+0.0943352j -0.0347472+0.056292j -0.0235175-0.0262415j 
0.0616385-0.0350102j 0.0129452+0.0377543j -0.0454868-0.128217j 0.0391186-0.127895j -0.0869018+0.0060216j 0.10427-0.036703j 0.00145178+0.0592964j -0.0978951+0.014416j 0.0279878-0.0228477j 0.0242027+0.0162145j -0.00118241+0.0316993j 0.00336881-0.114835j -0.14598-0.0743593j 0.0185979-0.0958227j -0.050405+0.0410365j -0.0229699+0.0420967j 0.0473772+0.0504184j 0.0825077+0.0315486j -0.0131622-0.0247413j -0.0306381-0.00699063j 0.0801329+0.0797793j -0.0181703-0.0295817j 0.051136+0.00126263j -0.0177524+0.129902j -0.030944-0.0885604j -0.0785083+0.0356595j 0.00839106-0.0212902j -0.0582371+0.00235183j 0.117023-0.0600788j 0.0612412-0.00818651j -0.132034+0.00907715j -0.0851585-0.08064j -0.0404057-0.0400439j 0.0268605+0.0972777j -0.0416613+0.0217551j 0.0208996-0.00224233j 0.0273523-0.0455595j -0.0497741-0.0417695j -0.0538609-0.0874002j -0.047537+0.0412045j -0.071061+0.0875332j -0.0700152+0.0719324j -0.0193157+0.00752656j -0.0218431-0.0299118j 0.0266082-0.0207833j -0.0182187-0.0405464j -0.0440133-0.00107393j 0.0130976+0.119626j -0.0714116-0.0525482j 0.0469418+0.153292j -0.00525944-0.0597272j 0.0373302-0.0475871j 
-0.120992+0.0801593j 0.128381-0.0726678j -0.114283+0.0813695j 0.0749919-0.0510798j 0.0640546+0.0606332j 0.00371855+0.109053j 0.0957866-0.00348517j 0.0858586-0.156077j -0.063291+0.107298j -0.0717562-0.00897191j 0.0100555-0.181861j 0.0438507+0.0314736j 0.0897319+0.0075569j -0.0895554+0.0377851j -0.0127263-0.0334412j -0.0448702+0.0198673j -0.045454-0.101557j 0.00244176-0.0207204j 0.00336292+0.0904933j 0.057986-0.0670978j -0.0126267+0.0502743j 0.00907769-0.00845598j -0.0612036+0.0438313j 0.0281144+0.0111285j 0.034771-0.018109j 0.0323216+0.00861321j 0.0720377-0.0386821j -0.0128961-0.00402284j 0.0364454-0.0516121j 0.0953476-0.0158267j 0.0412605+0.0251888j -0.0189929-0.107312j 0.0816979+0.0473449j 0.0152061-0.103954j 0.0959161-0.0757037j -0.0355035+0.0208376j -0.0961201+0.0739677j -0.00977436-0.00157761j -0.0478541-0.180061j -0.036881-0.0180751j 0.064711-0.0235864j 0.00165058-0.0238236j -0.0435817-0.00119379j -0.112533+0.0403375j 0.0449661-0.0636141j 0.0550412+0.0404528j 0.0258944+0.0286963j -0.0250857-0.00669633j 0.0910334-0.00454838j 0.106507-0.0199223j 0.0394119-0.0235501j 0.058059-0.0451503j 
-0.0106365+0.108625j 0.0251499+0.0888737j -0.159638+0.119329j 0.00321598+0.0503983j -0.0497791+0.062364j -0.001748+0.0290005j 0.00299915+0.0878363j 0.0827489+0.00715368j -0.0539033-0.0635703j 0.00305591-0.0236337j 0.0586448-0.0469311j -0.0325509-0.0240781j 0.1277+0.01101j 0.0947479+0.0501485j -0.0395451+0.0761915j -0.136822+0.0190436j 0.0688089-0.0556103j -0.0383017+0.0248591j 0.032132-0.144637j -0.0855253+0.0343877j 0.0782566-0.0234109j -0.0418961+0.0673601j -0.00115764+0.0859591j -0.0483968+0.134719j -0.0684518-0.0835445j -0.0565982+0.124522j 0.0427663+0.0641315j 0.030706-0.0407981j -0.0335835-0.0115409j 0.0903995-0.034673j -0.135414-0.0532885j 0.0332704-0.000728667j 0.018122+0.0137979j 0.00551306-0.0522416j 0.0261537+0.0152553j 0.037498-0.0171276j -0.125991-0.0609371j -0.0467148+0.0245024j 0.0166056+0.0977426j -0.0334319+0.0824337j -0.0576443-0.00292522j -0.0808318-0.0021232j 0.00390433+0.0354961j 0.0022717+0.0767607j 0.0135994-0.0328453j 0.0311402-0.032489j 0.0952967+0.0717251j 0.0555776+0.0526447j 0.051841-0.0682458j -0.0136367+0.0770406j -0.0697708+0.143074j -0.019604-0.0269279j 
-0.0238533-0.0127113j 0.0438234+0.00822431j 0.0207711-0.0151073j 0.0526317-0.0026946j -0.0800478-0.0501193j 0.0033092+0.000345892j 0.0337291+0.0116312j 0.0234053-0.0173763j 0.0169879+0.0169815j 0.016977+0.0680228j -0.0140076-0.103037j 0.0102283+5.59148e-05j -0.0278615+0.0503214j 0.0159004-0.140047j 0.0524962-0.0281634j -0.00483864-0.01663j -0.00979508+0.0643957j -0.0572824+0.0387864j 0.0822771-0.0235746j -0.265724-0.015089j -0.0583054+0.14167j -0.149173+0.0952109j -0.131746-0.070515j 0.0608663+0.0535132j -0.215447+0.0211062j 0.0460637+0.0269971j -0.160945+0.0124619j 0.101746+0.00148354j 0.159753-0.00307295j -0.135647-0.0413349j 0.00399048-0.0169952j 0.041938+0.0244455j -0.0191572+0.0011605j -0.11521+0.0131513j -0.0147491-0.0186399j -4.03408e-05-0.0477928j -0.0353415-0.0799412j 0.00520632-0.0316005j -0.00590746+0.0552347j -0.0374021-0.0242762j -0.0062082+0.0651655j 0.0606322+0.0595034j 0.0099374+0.0292148j -0.00763022+0.0164395j -0.0227796-0.140926j 0.075615-0.0850672j 0.0273655+0.106219j 0.0127289-0.138166j 0.0330442-0.0510863j -0.0323365-0.0994319j -0.0579045+0.0276079j 0.00152492-0.0167004j 
-0.0745586+0.0414763j -0.0442108-0.109637j 0.142095-0.0844907j 0.0275015+0.0434389j -0.00261118-0.0357727j 0.0097688-0.0125915j 0.0652114-0.0374364j 0.0238291-0.0442344j 0.0686902+0.0929002j -0.00708784-0.0479182j 0.0766247-0.06879j -0.0159117+0.0218694j -0.0621211-0.0225701j -0.0299905+0.0117985j -0.111723+0.0277647j 0.0910863-0.0136824j 0.0113451+0.0276119j -0.12769+0.0148822j 0.00341617-0.0503137j 0.0589607-0.0629761j 0.0809878-0.0334537j 0.036607+0.0275669j 0.0626724+0.108436j -0.0777096+0.0814478j -0.10999+0.00048822j 0.0817469+0.00234696j -0.101191-0.00139755j -0.0362439+0.0119178j -0.22284+0.0706111j -0.0141136-0.00236851j -0.011096+0.0756801j 0.0799223+0.156182j -0.0558895-0.0538004j 0.0824881+0.0435775j 0.0491119-0.0719946j -0.000527729+0.0042392j 0.0191218+0.0844358j -0.010999-0.0408303j -0.0437413+0.0292882j -0.00166346-0.085813j -0.0268146+0.0465676j 0.00466841+0.131733j 0.00363691-0.0496596j 0.0494172-0.0197621j -0.0272661+0.0212481j 0.0227519+0.0441625j -0.0100163-0.00955277j 0.0801719-0.0323679j -0.0439826-0.0473085j -0.08814-0.114897j 0.00143006+0.142369j -0.0308042+0.104458j 
-0.0826607+0.0327967j 0.0341692-0.00312051j -0.0582108+0.0609288j 0.0405771-0.0629038j 0.0449583+0.0017915j 0.0753354-0.013729j -0.0156586+0.0705231j -0.0530801+0.03228j -0.0233958-0.0612834j -0.0105626-0.0125798j 0.0583582+0.066623j -0.02001+0.0315565j -0.0771852+0.0214553j 0.0078239-0.00563175j 0.0158172+0.0169683j 0.00317688+0.0135016j 0.0668023+0.065813j -0.00688363+0.0594974j -0.076041-0.099542j 0.0395446+0.013512j 0.111101+0.0759334j -0.0251518-0.041113j 0.136955-0.0144014j -0.0264252+0.0202752j 0.0103044-0.0553094j 0.106175+0.0246006j 0.00182013-0.031957j 0.0465998-0.0426746j 0.103932-0.00497567j -0.0334962-0.0243386j 0.00748929+0.0240251j 0.0242702-0.0617861j 0.00785095-0.0983118j -0.00409596-0.0817419j -0.0997641+0.0217536j 0.01765-0.00681487j 0.110785-0.0567378j -0.115213+0.0275038j 0.00557103+0.0220173j -0.261232-0.138257j 0.0396309-0.0170924j -0.00903874+0.0470674j -0.058549-0.0459388j 0.0944326+0.0301301j -0.0645221+0.122608j 0.0535306+0.0758174j -0.00415949-0.0640704j 0.0427595+0.077083j 0.0495562-0.0511535j 0.0371025+0.0281679j 0.00503961+0.0219998j -0.00955759+0.0242495j 
0.039662+0.02752j -0.0366181-0.0394481j -0.0301157+0.0447937j 0.025133-0.0446497j 0.0264981-0.0586711j 0.0334705-0.0335965j -0.0624014+0.0597529j 0.0621222-0.0335496j -0.0308519+0.0197788j -0.0234274+0.160758j -0.15135-0.0191791j 0.11123+0.0313228j 0.0306873+0.0379884j -0.00199826+0.0393764j -0.0151524-0.119618j 0.164273-0.0216893j 0.0559251-0.0541486j -0.00260169-0.116278j -0.087617-0.112231j -0.0181047+0.0151302j 0.120969+0.0927776j 0.0552695-0.113405j -0.107371+0.047906j 0.0606895-0.0441043j 0.0591594+0.0225873j -0.0151956-0.0982416j 0.0720543-0.0660527j -0.0521268+0.0207501j -0.0386881+0.0150595j 0.00826844-0.0192284j 0.0504119-0.0489652j 0.0159588+0.0608779j 0.0118715+0.00130849j -0.028437-0.0367096j 0.0229995+0.0201414j -0.0603028-0.0603566j 0.0476739-0.0408403j -0.0399316-0.0192688j 0.142578-0.00817132j 0.000599177-0.00748093j 0.0262322+0.099697j -0.117262+0.0516495j 0.0546206+0.174489j -0.0395489+0.0651975j 0.00377849-0.0307555j -0.0278984-0.04004j 0.0480692-0.0695153j -0.00301501-0.0549405j -0.0253082+0.0146038j -0.0104207+0.0150266j 0.00237657-0.00582691j 0.0170924-0.0121743j 
0.0182861+0.0584045j -0.0744386-0.025461j 0.0480113-0.0159458j 0.0427245+0.0391172j -0.0312101-0.0657759j -0.053308-0.177249j -0.00939124-0.01369j -0.100002+0.0528487j 0.116668-0.0264342j 0.00396968-0.0916824j 0.0246431+0.0158294j -0.040446-0.0525124j 0.048296+0.0280919j 0.121721+0.0820527j 0.170014-0.153114j -0.0950861+0.0200895j -0.0794458+0.0419421j -0.0249432+0.0102848j -0.0339068-0.0920463j -0.0844853-0.0682836j -0.0229138+0.032713j 0.025941-0.032428j 0.0344448+0.0719165j -0.12314+0.0586409j 0.0259745+0.0364824j 0.06101+0.0614143j 0.0811093+0.0138525j -0.0140532+0.000811699j -0.00347478+0.0643193j 0.0126363-0.0104632j -0.00656681+0.0397304j 0.0206687+0.0449112j -0.0449298+0.0262911j -0.208316-0.167405j 0.0663222+0.0565973j 0.00660802-0.0459917j -0.0049378-0.089572j -0.016583-0.0217869j -0.0198189+0.00506005j -0.00159771-0.0208708j 0.00505043+0.0430382j 0.0983378-0.047422j -0.0111558+0.0417661j 0.0314531+0.163532j -0.0947106+0.0251893j -0.0109983-0.066507j 0.0600563+0.0533333j -0.0852289-0.112237j -0.0500401-0.0696368j -0.0693919-0.0404919j -0.0349281-0.0530061j 0.0194243-0.0251513j 
