-0.0111808-0.0159973j -0.122751-0.101306j 0.000608676+0.108667j -0.039589+0.0197138j 0.00808869-0.0144283j -0.00362927+0.0332603j 0.015343+0.00109704j -0.0349258-0.0270021j 0.0204923-0.0176072j 0.0367151+0.0481029j -0.00115864+0.0129874j -0.0121879-0.0119788j -0.0658276-0.0160346j 0.0584118-0.00926599j -0.00997346-0.041531j -0.030404-0.0897866j -0.00352823+0.0393813j 0.0262601+0.0960975j 0.0291784-0.0391697j 0.0428656+0.0582933j 0.00832586-0.0326357j 0.00182605-0.0429352j -0.0235916-0.0226238j -0.0304864-0.0428819j -0.0277943-0.0320416j 0.0267217-0.00554867j 0.0299102-0.0485917j 0.0039008-0.019622j -0.0130327-0.00264404j -0.0115808-0.012422j 0.00334283-0.00878281j -0.0261428-0.00925399j -0.00270672+0.0135076j 0.00991696+0.00539432j -0.00302079-0.00612883j 0.00475308+0.00181893j -0.0187132+0.00833956j -0.000174968-0.0270629j -0.0842689-0.050507j -0.00807995-0.0131794j 0.0642308+0.00834672j -0.0222546-0.0413456j 0.102239+0.0201841j 0.0804601+0.00122233j -0.0304442-0.118195j 0.0892251+0.0941108j 0.0992384-0.0456618j -0.0250578+0.00694408j -0.0396844+0.0153032j 0.0385375+0.039677j -0.0456576+0.0210617j -0.0205983+0.00836089j 0.0244218-0.0173679j -0.00552805-0.0448542j -0.0722266-0.0108431j 0.00465175+0.0345069j -0.0358674+0.0674061j 0.0147357+0.0333837j 0.049129-0.0108318j -0.0636679+0.0214567j -0.0199912-0.0650286j 0.10529+0.0150961j -0.164696+0.0504606j -0.254221-0.218401j 0.0574945+0.0506596j -0.0262808+0.0338135j 0.0179794-0.0445773j 0.0221778-0.125241j -0.197246+0.103182j 
-0.0345475+0.0349658j -0.00513289+0.0393258j -0.0939552-0.0285726j 0.0231993-0.0699082j -0.0712634+0.0215372j 0.0216204-0.0703937j 0.0189013-0.0239073j -0.0123527-0.0190653j -0.00696192+0.0403742j -0.0370366-0.102693j 0.0668033+0.0194384j 0.00960558+0.126599j -0.0152323+0.10311j 0.0817571+0.0528594j -0.059681-0.0144205j 0.0661037-0.00656931j 0.00131658+0.0311566j -0.0444932+0.021428j 0.0404846-0.00186102j 0.0138304+0.0557812j -0.0141684-0.0909511j -0.0120996-0.0422111j -0.0255912-0.117036j -0.0595664+0.0309459j -0.042626-0.0516745j 0.0725754+0.0406237j 0.0470074+0.0202889j 0.0412981+0.00742895j 0.0223649+0.0457995j -0.0317064+0.112458j 0.00467459+0.0619423j 0.0772633-0.0231949j 0.0438+0.0186701j 0.0314935-0.0300567j -0.0285964+0.0288233j 0.0147942-0.00764431j 0.0384177-0.0682252j -0.0116716-0.0250388j -0.0638193+0.0204377j -0.106878+0.0196819j 0.085025-0.13747j -0.0784506-0.114917j -0.0259328+0.0276098j -0.115384+0.028943j 0.0993864-0.0192289j 0.0187954+0.0123213j -0.0582795+0.0267014j 0.0023071-0.00670514j 0.0264055+0.020848j 0.0628129-0.0348381j -0.00244176+0.0269008j 0.0251772+0.0144603j 0.0535215-0.00697347j 0.0775341+0.0439117j 0.0567768-0.0482502j -0.00245255+0.0349448j -0.00500516+0.0210133j 0.00190273-0.0412479j 0.0262917+0.0316922j 0.0811914-0.00136229j -0.0225422-0.0261667j -0.0391856-0.041974j 0.0871828-0.0358621j 0.0134991+0.0810428j 0.00706307+0.0326208j -0.0393423-0.0390951j -0.000817603-0.0721386j -0.087355+0.153961j -0.0532162-0.124224j 
-0.0395391+0.00157198j -0.0135459-0.063251j 0.0816817-0.0856825j -0.0675172+0.0905617j 0.152459-0.0282944j 0.046987-0.0232667j 0.0215554+0.0412899j 0.120393-0.0304388j 0.0509771-0.100847j -0.0600487+0.112381j 0.0863396+0.0264079j -0.0335804-0.0298284j 0.0214111+0.0544835j -0.106317+0.0823215j 0.0640808-0.0179609j -0.0136302+0.0406285j 0.0231971-0.0697134j 0.0632121+0.0446206j -0.00460328+0.025284j 0.0994172+0.0425689j 0.0323727-0.0392883j 0.0292335+0.0271751j -0.0105664+0.0393932j 0.0952149+0.00359121j -0.0662492+0.103127j -0.00146135-0.0703859j -0.0418378+0.0149781j 0.0559388+0.0196513j -0.0504374+0.0097596j -0.0220914+0.00475589j 0.124549-0.0896557j -0.0108445+0.0223021j 0.0987486+0.0243155j 0.0154836+0.0313896j 0.00931687+0.0298987j -0.0117686+0.0150528j -0.0456636-0.00818306j -0.0234322-0.04826j -0.0100979-0.00214703j -0.000527255-0.0136759j 0.0498592-0.0192777j -0.0496592-0.0922603j 0.0175197-0.114952j -0.0224052-0.0681783j 0.0520798+0.0295391j -0.0582799-0.0124521j 0.115262-0.043616j -0.0149442+0.00990802j -0.11137+0.0320014j 0.0485664-0.0355032j -0.101051+0.0111591j -0.023798+0.0464117j 0.121269-0.00991033j 0.0749657+0.0381671j 0.0239834-0.035812j -0.0814714+0.00265523j 0.0833047+0.0214316j -0.0609476-0.105081j 0.00333185+0.0472733j -0.00689773+0.0644872j 0.0122901+0.0343876j -0.0457656-0.0761947j 0.025309-0.00424635j 0.0807067+0.00137466j 0.0479202+0.0502215j -0.0700325+0.00729935j -0.0399244-0.0532607j 0.0617666+0.0260077j -0.0574607-0.0142055j 
-0.0724847-0.0739466j 0.0106037+0.00228419j 0.00340025+0.00389421j 0.0746007-0.0165368j -0.0174663+0.0504558j 0.040562+0.00352022j -0.0141124+0.039174j 0.00567112-0.00675161j 0.0175208+0.00518988j 0.0098072+0.0101449j -0.0751+0.0340444j -0.00197628-0.00206925j -0.0941658+0.00655136j 0.0693676+0.0198049j -0.00866618+0.0399338j 0.0186404-0.0230057j 0.000992647-0.0121083j 0.0152429+0.0172316j 0.0251705+0.0436353j -0.0393037-0.00212809j -0.0823037+0.0242276j 0.0117823-0.00559172j 0.0210328-0.0787351j 0.0270518-0.0503688j -0.00962553+0.0620758j -0.013893-0.0410422j -0.103103-0.00210611j 0.00318499-0.0385294j 0.0347705+0.0200461j -0.00859458+0.0753185j -0.0666337+0.0832558j 0.00988406+0.00647564j -0.00979013-0.0576824j -0.0239557-0.00947669j 0.124536+0.0195416j 0.0253383+0.00254975j 0.0222113-0.0528469j -0.0106449-0.0615572j -0.00371803+0.025968j -0.0266505+0.0912656j -0.0285315+0.00451966j 0.0339767-0.0753869j 0.0585325+0.0450763j -0.0371941-0.00745934j 0.122316-0.013241j 0.0181194+0.00104013j 0.198652-0.0743001j -0.0211262-0.0148268j -0.0143268-0.0122435j 0.020775+0.0438043j -0.00545271+0.0467059j 0.016464-0.0329249j 0.066286+0.123584j -0.0642775+0.11135j 0.0275709+0.0133679j 0.0403038-0.0118235j -0.130539-0.0641698j 0.0915908-0.0225351j -0.0226229+0.00742841j -0.0164288-0.131271j -0.0335651-0.0386567j 0.0865275-0.0552163j -0.0624966-0.00413923j -0.00734439+0.0503258j -0.012738-0.001315j 0.0643922+0.0455937j 0.0377795+0.0104882j -0.0422544+0.0211373j 0.00761034+0.00721261j 
-0.00144495-0.0247871j 0.0101378+0.0140594j -0.00658234-0.0620902j -0.0088962-0.0345856j 0.00512223-0.0188542j -0.0125315-0.0287177j -0.0167983+0.0935537j 0.0621531-0.0391336j 0.0155548-0.0131596j -0.060865-0.0790135j 0.00473724+0.0726606j -0.0249632+0.0936317j -0.11379+0.0154963j 0.0475471+0.0176327j -0.0429478-0.0440057j -0.0222948+0.00100729j -0.00657128+0.0509503j 0.0109732+0.0571068j -0.0252284+9.92911e-05j -0.0201582-0.0170111j 0.0550549-0.0161956j -0.0122799+0.00843282j -0.00770656+5.05875e-05j 0.101052-0.0707551j -0.0224132-0.0137528j -0.0641656+0.039746j 0.0130911-0.00287027j 0.0292294-0.00275032j -0.0114341-0.00434838j 0.0151603+0.0239201j 0.0293528+0.138882j 0.0261124-0.0433821j 0.0231162+0.00237049j 0.00972091+0.0261229j -0.0554188-0.00469413j -0.030914+0.00930074j -0.0325264-0.102524j -0.0301871+0.0457416j -0.0169989-0.0176141j -0.0380179+0.0390301j -0.0543122+0.0688585j -0.0105235+0.0188241j 0.0480165-0.00429363j 0.011333-0.0937268j 0.015434+0.00239669j 0.121661-0.020241j 0.02884-0.174645j -0.00779688+0.00426823j -0.0176643-0.0257324j 0.0357172+0.0264621j 0.0185388-0.037483j -0.0316448+0.0507506j -0.018066+0.00193405j 0.0332447+0.0584532j -0.0229947-0.0413411j -0.103181-0.112658j 0.0799963+0.0797775j 0.162331+0.0358305j 0.0488633+0.0691714j 0.0524228+0.0195395j -0.0602225-0.107211j 0.0732677-0.0282319j 0.118574-0.0318294j 0.152804-0.070903j -0.0447653+0.00846489j -0.00727825-0.0194297j -0.0332153+0.0263341j 0.141937+0.00998524j 0.112028+0.172484j 
-0.0261045-0.00661323j -0.024759+0.00653134j -0.0905662+0.0126782j 0.00787288-0.0206936j -0.118042+0.00328085j 0.044187+0.017427j -0.0708372+0.00388793j 0.102468-0.0144099j -0.00973407-0.00761991j -0.035288-0.0497305j 0.0687857+0.103626j 0.0673468+0.0416305j -0.0301673+0.0163278j -0.0152878-0.0565697j -0.00679265+0.00642673j 0.0897087+0.0532076j 0.00768447-0.0235018j -0.00694763-0.0403822j 0.0407764-0.0311452j -0.00466364-0.0383532j 0.126333+0.00263954j 0.0590571-0.0401232j -0.000913559-0.0710221j 0.0665216-0.0137216j -0.00876235-0.0446005j 0.0022435+0.0876901j 0.132753+0.0342403j 0.0170615-0.0919631j 0.0319462+0.0202047j -0.0353704-0.0123411j -0.0267789+0.0792001j 0.0829813-0.0620558j -0.0573156+0.0366361j 0.0196853+0.0503253j 0.0290425+0.0205616j 0.00124767-0.00111613j -0.079695+0.0707804j -0.044036+0.0252952j 0.0233584-0.0707855j -0.0148018-0.0703819j -0.0175674+0.00316047j 0.0484104-0.153297j -0.0358535-0.0317497j 0.0479843-0.0302294j -0.0438956-0.0144603j 0.0603311+0.0377643j 0.11134+0.0154391j -2.67413e-06-0.0426802j -0.0328657+0.0347835j 0.0828678-0.0133067j -0.028405+0.0150151j -0.0565983-0.0307426j -0.00684305+0.0106314j -0.0813571-0.0336797j -0.0560979-0.0215165j -0.0394372-0.0341676j 0.00847272-0.0797805j -0.0496964-0.0211273j -0.12973-0.116363j 0.0123641+0.03608j -0.0692418-0.105794j 0.0205265+0.0260292j 0.0557938+0.0912196j -0.0286719+0.0228685j 0.0592918+0.0547677j 0.034296+0.05794j -0.0519039+0.0189429j 0.0293021+0.05156j 0.0454709+0.105996j 
-0.000584286-0.0639807j -0.000426694+0.0299894j 0.022439-0.041811j -0.106257+0.0690265j 0.0628859+0.0164864j 0.00171306-0.00959434j -0.100877-0.00180312j 0.122084-0.00805636j -0.0404325+0.0197385j 0.0392209-0.0156485j -0.00354821-0.0355645j -0.0556128+0.0237583j 0.0105299+0.0227941j -0.0441178+0.0116491j -0.00314303+0.0442717j 0.0581834+0.0230682j -0.0516562-0.0576568j 0.0389654-0.0491938j 0.0238488-0.0271521j -0.0712213-0.0408761j 0.0820993+0.0956518j -0.0103826-0.0571298j -0.0347461+0.0271269j 0.03075+0.0250099j 0.00225839-0.0121769j -0.0228576+0.00240342j -0.0682918+0.00799364j 0.019961-0.0660044j -0.0694998+0.0839158j 0.0103814-0.114586j 0.0397658+0.0410073j 0.0362642-0.0669055j -0.123431-0.101235j -0.0948682-0.0196926j -0.0180743-0.0706197j 0.0365824+0.0228996j -0.0101627-0.0141421j -0.0453085-0.0128876j 0.0778432-0.0780183j 0.0738817-0.125825j -0.044116-0.165249j -0.0829989-0.00381049j -0.0267005+0.00426351j -0.0129959+0.0410375j -0.0598072+0.0649511j 0.0105701-0.00581299j -0.0681068+0.00617792j 0.0703622+0.00796451j 0.00958913-0.00247292j -0.0624904+0.0124384j -0.0244918+0.000776811j -0.0683591-0.00560158j 0.032169+0.0155243j 0.0541837+0.0232583j -0.0277069+0.0560779j 0.0370526+0.0450489j -0.0659525-0.13517j -0.0324466+0.0897812j -0.0498152-0.0281006j 0.0718462-0.0541239j -0.0128676+0.0352386j 0.00990369+0.0166007j 0.0957358-0.00694679j 0.0543822+0.00371813j 0.0642072+0.0289855j 0.0475537-0.0400278j 0.047491+0.0704996j -0.0983457-0.0374743j 0.0455966-0.0299283j 
-0.0158376+0.0612801j -0.0213121+0.0166575j 0.0628366-0.0107875j -0.00467213-0.0580343j -0.0658294+0.0576919j 0.0779687-0.00216429j -0.0174906+0.00102964j -0.0285229-0.0108963j -0.0386452+0.00809283j -0.0803426-0.046432j -0.102767+0.100089j -0.0816351+0.0254353j 0.0133884-0.0647889j 0.116682+0.01498j -0.0651689-0.0141901j 0.0134808+0.0101774j 0.033247-0.0116776j -0.00644964+0.095098j 0.00840591+0.0628757j -0.0376641+0.103533j 0.00575632-0.00137662j -0.0861285-0.0125357j 0.000921765+0.0393327j 0.0250157-0.00142234j -0.0476932+0.016933j 0.0105687-0.0308578j -0.0560792-0.0942416j -0.0170377+0.0163057j -0.0150759+0.0269125j -0.00716882-0.0392195j -0.0460692-0.00604455j -0.0150234+0.032727j -0.0453168-0.0751757j -0.0146788+0.0884643j 0.024974+0.023964j -0.0457463-0.0146641j 0.0189912-0.130466j -0.0319921+0.0264483j -0.116129-0.0179652j -0.0361288-0.0399274j -0.0377205-0.0589112j -0.0184481+0.09606j -0.0227812-0.0098957j -0.0380683+0.0565928j 0.0637674-0.0633929j -0.0809972-0.0760353j 0.107118+0.025203j 0.0190496-0.0278905j -0.0204559-0.136427j -0.0624603-0.0104248j -0.0359556-0.0683426j -0.0548109+0.00670166j -0.0584781+0.0229271j -0.0474648+0.0442131j -0.123941-0.0409164j 0.0170021+0.00698709j -0.0347712-0.0608646j 0.0777911-0.0171982j -0.0318498-0.0345157j 0.00794139+0.129452j 0.0469385+0.0927053j -0.0413188+0.0731141j 0.0163941+0.0963481j 0.0183261+0.105692j 0.0422633+0.0195564j 0.0432248-0.0357467j 0.0407085-0.0236914j 0.0258462-0.137678j 0.106929-0.022576j 
-0.0236062+0.0155223j -0.0241841+0.027307j 0.0233757+0.0102421j 0.0870749+0.0319687j -0.0835162+0.00401984j -0.00322548-0.0300006j 0.0756557+0.0384127j -0.0304793+0.0646339j -0.0306421+0.00839375j 0.0404515+0.0147971j -0.0708671-0.0680368j 0.0297668+0.0630706j -0.0225399+0.0390609j 0.030197-0.0363255j -0.0702449+0.0123226j 0.0871474+0.0547403j -0.0305181-0.00205157j -0.0734028+0.0154939j -0.0203594+0.0145517j -0.00156441-0.02541j -0.0207472-0.105966j 0.0320173+0.0293582j 0.0269911-0.0204449j -0.0631964-0.0238144j -0.000425308-0.0150608j 0.0471963+0.0690382j -0.0622237+0.0559855j 0.0491813+0.0693031j -0.0452189-0.115759j 0.0269854+0.0183171j 0.0155958+0.00329256j -0.0119519-0.0689365j 0.0897714+0.00777499j -0.0269377-0.065923j -0.0531379-0.111606j 0.00828642-0.00964801j 0.0244117+0.085577j -0.017923+0.0698229j 0.0873155+0.0479273j -0.00519815-0.0657735j 0.0319079-0.0129348j 0.0241733-0.0460824j -0.0953396-0.0354518j 0.0731594-0.0250861j 0.0436308+0.0855887j -0.050929-0.0744543j 0.0990131-0.0219658j -0.011728-0.0150787j 0.0129174+0.111036j -0.049394-0.031956j -0.0143349-0.0251682j -0.0073665+0.0122692j -0.0452197+0.00372674j -0.0681763+0.11377j 0.0200103-0.0685666j -0.0420612-0.0025618j -0.0463567+0.0440425j 0.00609555-0.093971j -0.00214109+0.0496139j -0.137577+0.226833j 0.185567+0.202897j -0.0536917+0.0694119j -0.0262228-0.0435843j 0.0114711+0.111098j -0.0793052-0.122072j 0.0643399-0.00345052j -0.0216876-0.0235712j 0.0836134-0.0131036j -0.0287217+0.0126372j 
0.0257046-0.0101525j -0.0310637+0.0231262j -0.0022212+0.0659188j -0.0276915+0.0243477j -0.0492885-0.0485524j -0.00235466+0.0349876j 0.0157105-0.0118563j 0.0887839+0.0551669j -0.0869816-0.0697348j -0.0427367-0.0221364j -0.106969+0.0295184j -0.0900887-0.0454985j 0.0743922+0.0163389j -0.0227866-0.00181955j -0.00414762+0.0591961j 0.115473+0.0257651j 0.0376976-0.0371093j -0.00117749-0.133449j 0.0841546-0.0111067j 0.051341+0.0257674j 0.0011123-0.0724658j 0.00393026-0.00343421j -0.0484101-0.0464659j 0.0648646-0.0994024j 0.0637783+0.0319519j -0.0226723-0.00604248j 0.00683588+0.00984001j -0.0184456-0.0512059j -0.0582892-0.064784j -0.0235685+0.0452236j 0.130839+0.01271j 0.0149911+0.0265366j -0.0205588+0.0834179j 0.0347039-0.0485188j -0.0308051-0.125158j -0.0745783-0.0227304j -0.0200219-0.0905556j -0.15736+0.065297j -0.0116617-0.0406516j -0.0402502+0.0234833j -0.153736-0.0380461j 0.0164589+0.070496j -0.0669966-0.0346549j 0.0302828+0.0446489j 0.130601-0.121658j 0.0923592-0.0682571j 0.0436829+0.00147929j 0.00472753+0.011315j 0.0223847+0.00946451j 0.0236071+0.016427j 0.011387+0.0488865j -0.0436598-0.00593002j 0.0600867-0.0260876j -0.0190576+0.00554918j -0.132478-0.0621749j 0.0479239-0.0154156j 0.154021+0.0512771j 0.00234413-0.0289933j 0.0309969-0.0255281j -0.0452405-0.118475j 0.0172449-0.0572923j 0.0311182+0.032294j -0.0867542-0.0642107j 0.0167334+0.0236455j -0.0125813+0.0243416j -0.03739+0.0443485j -0.0362892+0.00437421j 0.0232615+0.001364j -0.0711606+0.0442813j 
0.0362076-0.00766041j -0.00429496-0.0169085j 0.0395153-0.0191567j 0.0251828+0.0351971j 0.0668332+0.0877248j -0.0528186-0.0463452j 0.014209-0.0118915j -0.00487683-0.0106727j -0.00559714-0.0302918j 0.0301206-0.0187658j 0.124356-0.0340332j -0.0940793+0.0122024j 0.0520639+0.0035464j -0.0648314+0.039441j 0.0217545-0.0564275j -0.0130185+0.00176018j -0.00176681+0.00932851j -0.0359743+0.0396036j -0.019552+0.0165782j 0.0203137+0.0701254j -0.129227-0.0104273j 0.000821972+0.0343633j -0.0296343+0.0749087j -0.00536338-0.033069j -0.059192+0.0289427j -0.102059-0.0021096j -0.0100833+0.0181359j 0.0465192-0.0304561j -0.0092416-0.0105817j -0.0143605-0.0470333j 0.105655-0.0618389j 0.00482755+0.0918316j 0.0230049-0.0241355j 0.00432984-0.0455943j -0.104594-0.049676j -0.0415649+0.0715266j 0.161163+0.156918j -0.0302557+0.0649237j 0.0470149+0.107675j -0.0223063+0.0126738j 0.0539344-0.0208156j -0.0586218+0.00700645j -0.0550064+0.106828j 0.0181507-0.111828j -0.0468873-0.0437144j 0.00274717-0.10671j -0.0205124+0.00582945j -0.0259479+0.0538986j -0.054-0.00134995j 0.00485074-0.0109362j 0.016934+0.0241002j -0.0118237-0.0896388j -0.0655746+0.117405j -0.0387179+0.0577345j 0.018102+0.0551077j 0.00647682-0.00787386j -0.00157017-0.0727892j -0.0829495+0.0475292j -0.0703602+0.0316027j -0.0549188+0.0478177j 0.00343009-0.0156409j 0.106834+0.0951396j 0.108072-0.0811731j -0.0677129-0.0278643j -0.0581869-0.0697855j 0.0292813-0.00474775j -0.0393877+0.00825751j -0.00896616+0.0161133j -0.0267218-0.0132841j 
-0.0202268-0.0253247j 0.0511163+0.0095104j 0.0777806-0.0226105j 0.0183384+0.0821695j -0.0578382-0.00239417j -0.108487-0.00566097j -0.098736+0.0593357j 0.0943358-0.011489j -0.035092+0.042614j 0.00219075-0.0254113j 0.00234463+0.000288845j 0.0206403-0.00963655j -0.122735-0.0215991j 0.110102+0.0248588j -0.032763-0.0318204j -0.0276087-0.024675j 0.0428359-0.0406976j -0.101288-0.00794413j -0.0566653+0.00870766j -0.0263641-0.0414814j -0.111153-0.00399702j 0.0178381-0.0358471j -0.00869912+0.0661963j 0.0839076+0.000787663j 0.0376303-0.0557564j 0.00131791+0.0215291j -0.0166671-0.0578546j 0.0274566-0.0647622j 0.00103073+0.0448713j 0.021064+0.0496893j -0.0332235+0.0142245j 0.0415458-0.0380832j 0.0842959-0.00625256j 0.0412593+0.0253947j -0.0841235-0.0519401j -0.0874188+0.0170742j 0.0216569-0.0508218j 0.0899056-0.042724j 0.0201087+0.029998j -0.0148704+0.0944215j 0.0679635+0.0107211j -0.0405007-0.0163396j -0.0813791+0.168247j 0.00274292-0.0682111j -0.00404938-0.0643567j -0.00253159-0.0482642j -0.0651607+0.129802j -0.0866858+0.0396688j 0.013031-0.0776116j 0.000570527+0.0158829j 0.0557739+0.0705234j 0.0231456+0.00945967j 0.0794421-0.00266034j 0.103937-0.0430742j -0.0394893+0.0184949j -0.0768266+0.0378263j 0.0274291-0.125788j -0.0401176-0.051696j 0.097774+0.071642j -0.0672709+0.095144j 0.0889546+0.0230611j 0.00418378-0.0969654j 0.0387987+0.0368603j 0.0426023-0.00918129j -0.0132132-0.0532204j -0.150347+0.000770753j -0.0501179-0.0569133j -0.0607106+0.0112623j -0.00839059-0.0452252j 
0.0178088-0.0155485j -0.0122492+0.0547727j -0.0330553-0.0068603j 0.0142565+0.0135438j 0.00320301+0.00799185j 0.0591126+0.0243168j 0.00161402+0.0717598j 0.0104608+0.012587j 0.00672919-0.0592114j -0.0483317-0.0300259j -0.0191055+0.00854599j 0.00612306+0.0571742j -0.096389+0.0450621j 0.0485937+0.0517215j 0.00545014+0.0456525j -0.0762927-0.0180809j -0.0559595-0.0500272j 0.0737771+0.00837472j 0.0153538-0.109658j 0.0729952-0.0531382j -0.0408457+0.0859916j 0.0778197+0.114717j -0.0215737+0.013771j 0.00209312+0.114293j 0.027699+0.0377663j 0.0882924-0.0162751j 0.027904-0.0297809j 0.0667757+0.0568354j -0.0342792-0.0358442j 0.028164+0.0851874j 0.113045-0.0872875j -0.0872084+0.000642663j -0.00433987+0.0169363j 0.0465893-0.104971j -0.072412-0.00478916j 0.0393129-0.0402138j -0.0159211+0.0326935j 0.0787723-0.174476j 0.00535543+0.0160817j 0.0646005-0.0664883j -0.0440913+0.116191j 0.0951869-0.0392404j -0.0802261-0.0077687j 0.00344458-0.0459665j 0.139526-0.042696j -0.0687037-0.0750218j 0.0103961-0.0152108j 0.0485468-0.0360061j -0.0113153+0.0583619j 0.0243062-0.072417j -0.0114365+0.0400041j 0.139473-0.0266726j -0.00839249+0.0148934j 0.0635612-0.0733359j 0.181793+0.0547106j 0.159966-0.0125983j -0.0109825-0.115903j -0.114514-0.0320947j -0.0741398-0.124047j 0.00546361-0.0148109j -0.0981595-0.0222628j -0.0197025-0.0694991j -0.12111+0.0442465j 0.0242061+0.0183365j -0.000992585-0.0255433j 0.0172058-0.029717j -0.0676619-0.000719967j -0.0471384+0.00793445j -0.0283455+7.26719e-05j 
-0.0289894-0.0510082j -0.0145032-0.037371j -0.0436396-0.0468082j 0.00192124+0.039007j 0.0373139+0.0195916j 0.138821+0.0377694j 0.00323608-0.00683919j 0.112647+0.0280456j -0.0410746+0.00907698j -0.0284622+0.0179632j -0.10889-0.0851164j 0.0318029+0.00296615j 0.030149+0.0106031j 0.0500977-0.00736909j -0.0260629+0.0140199j -0.00919858+0.00804031j 0.0810471-0.0129156j 0.0932324-0.0159966j -0.0291661-0.0374933j 0.00062251+0.00684042j 0.012261-0.00491132j -0.0104642+0.0642505j -0.0404372-0.0758757j -0.0754744+0.0734077j -0.000805353-0.103433j 0.0575941+0.077722j 0.0620129-0.109809j 0.12514-0.0618075j 0.00651963+0.0369326j 0.0086119+0.0641617j 0.00645663-0.0372582j -0.00465596-0.0806231j 0.00875549+0.0570436j -0.0235036-0.0345989j -0.0691431+0.03752j -0.0249053-0.0341944j 0.00569169+0.0354664j -0.0218902-0.0605557j 0.0549382-0.00919642j 0.0365209+0.116263j 0.00443871+0.0104575j -0.224102-0.0384594j 0.0337473-0.0504896j 0.00567542+0.0744632j 0.0884253+0.0293773j -0.0238616-0.0676234j 0.0616902-0.0689091j -0.00727264-0.0472662j -0.0132566+0.015844j -0.00324959-0.110575j -0.00965774-0.030663j 0.0747056-0.0877281j -0.0888786+0.0716264j 0.0633894-0.0619778j -0.0568314+0.00856085j -0.0296402-0.000621348j -0.0139151-0.0931735j 0.0259906+0.134913j -0.172376+0.0173388j -0.0220536-0.105237j -0.049779-0.15594j 0.214987+0.0433529j 0.00759576-0.100355j -0.0651986-0.103422j 0.0156137-0.00627115j 0.161512-0.134028j -0.0234827-0.0131341j 0.0200661-0.0145018j 0.00850658+0.00724421j 
-0.00454696-0.00290802j -0.00818207-0.0117713j 0.0458766-0.0169404j 0.0703654+0.0288045j 0.00274923+0.0204113j 0.115863+0.0480425j 0.0222462+0.146045j 0.0095318+0.098539j 0.0819728+0.126828j -0.0225184+0.0680791j -0.223599-0.0477907j 0.0111105+0.0489461j -0.0934793-0.0181897j 0.222931-0.0066833j -0.0159641-0.0415795j 0.0520011+0.0820206j -0.00777163-0.0304634j -0.0259628-0.0193296j 0.0169986-0.0424514j 0.0336954+0.0327816j 0.000301716-0.0673688j -0.0703184-0.019422j -0.0342273-0.0880161j -0.052981+0.0170412j 0.0128688+0.0318171j 0.00171123-0.0318095j -0.00442175-0.0307719j 0.0250624+0.00833358j 0.070912+0.000215802j 0.0752911+0.027973j 0.0354694+0.117067j 0.0668149+0.0414117j 0.0486542-0.0308989j -0.0151647-0.040966j 0.0472041+0.0110462j -0.0714435-0.0977966j -0.0429462-0.0534032j -0.00937273+0.10753j 0.0262189+0.0779417j -0.0570957-0.0318115j 0.00632058+0.00608491j 0.0427885+0.0249106j 0.0316506+0.00241719j -0.00168504-8.10752e-05j -0.0376309-0.0117344j -0.015143-0.0209073j -0.00367136+0.0528889j 0.0175429-0.0149901j -0.0173378-0.0215802j -0.00166136+0.0180894j -0.0167671+0.00636075j 0.026489+0.0896797j 0.101919+0.0145238j -0.0375199-0.0294935j -0.0364734-0.0232761j -0.0320441-0.0499543j 0.0343805+0.0732484j -0.0593672-0.010899j 0.0136549-0.0208488j 0.0458725-0.0248776j 0.00943098+0.0335653j -0.0959621+0.0171862j 0.0284868+0.0249587j -0.0281819+0.0532243j -0.00308066+0.00873702j -0.0495087+0.0394483j 0.00196099+0.0436724j 0.00326838+0.00287142j -0.010158-0.00709782j 
