-0.0111808-0.0159973j -0.122751-0.101306j 0.000608676+0.108667j -0.039589+0.0197138j 0.00808869-0.0144283j -0.00362927+0.0332603j 0.015343+0.00109704j -0.0349258-0.0270021j 0.0204923-0.0176072j 0.0367151+0.0481029j -0.00115864+0.0129874j -0.0121879-0.0119788j -0.0658276-0.0160346j 0.0584118-0.00926599j -0.00997346-0.041531j -0.030404-0.0897866j -0.00352823+0.0393813j 0.0262601+0.0960975j 0.0291784-0.0391697j 0.0428656+0.0582933j 0.00832586-0.0326357j 0.00182605-0.0429352j -0.0235916-0.0226238j -0.0304864-0.0428819j -0.0277943-0.0320416j 0.0267217-0.00554867j 0.0299102-0.0485917j 0.0039008-0.019622j -0.0130327-0.00264404j -0.0115808-0.012422j 0.00334283-0.00878281j -0.0261428-0.00925399j -0.00270672+0.0135076j 0.00991696+0.00539432j -0.00302079-0.00612883j 0.00475308+0.00181893j -0.0187132+0.00833956j -0.000174968-0.0270629j -0.0842689-0.050507j -0.00807995-0.0131794j 0.0642308+0.00834672j -0.0222546-0.0413456j 0.102239+0.0201841j 0.0804601+0.00122233j -0.0304442-0.118195j 0.0892251+0.0941108j 0.0992384-0.0456618j -0.0250578+0.00694408j -0.0396844+0.0153032j 0.0385375+0.039677j -0.0456576+0.0210617j -0.0205983+0.00836089j 0.0244218-0.0173679j -0.00552805-0.0448542j -0.0722266-0.0108431j 0.00465175+0.0345069j -0.0358674+0.0674061j 0.0147357+0.0333837j 0.049129-0.0108318j -0.0636679+0.0214567j -0.0199912-0.0650286j 0.10529+0.0150961j -0.164696+0.0504606j -0.254221-0.218401j 0.0574945+0.0506596j -0.0262808+0.0338135j 0.0179794-0.0445773j 0.0221778-0.125241j -0.197246+0.103182j 
-0.0165906-0.0885297j 0.0504908+0.0549533j 0.0722595+0.0528892j 0.00777847-0.0211426j -0.0172302+0.084623j -0.0346444+0.0188165j -0.00507202-0.0113747j -0.051858-0.00423565j -0.0216257+0.0244243j 0.0276796-0.011061j -0.0077851+0.0485811j 0.0534969-0.0126536j -0.00746052-0.00739801j -0.0229913+0.0127174j -0.115016-0.0497207j -0.0135464+0.0488927j -0.0179871+0.119158j 0.0378267+0.112369j -0.0546815+0.0415378j -0.0112526+0.0231401j -0.00937387+0.0265383j -0.0680794+0.0140091j 0.0327264-0.022283j 0.00371942-0.0234753j -0.0827832+0.000498975j 0.0772885+0.00593488j -0.00378401+0.061129j 0.0704327-0.03287j 0.0567645+0.00870447j -0.0174655+0.0142174j 0.013367+0.0132218j -0.0588719-0.0229273j -0.068069+0.0892041j 0.0108292+0.0405997j -0.0204553-0.0414907j 0.00094622-0.0485279j -0.0275963-0.0136347j 0.0047934+0.0271645j 0.00820049+0.00109084j -0.0199275-0.00324925j 0.0128905+0.0215216j 0.0803001-0.000229755j 0.0303256-0.0134934j -0.0422927+0.0127246j 0.0930256-0.0484622j -0.0385315-0.0135913j -0.00214018+0.0137231j 0.130375-0.0147551j -0.0020677+0.0139898j 0.100018-0.0943853j -0.0572081+0.088803j -0.0385708-0.0251705j 0.0736395-0.00120349j -0.09553-0.025059j 0.0914187-0.0340175j 0.104206-0.043686j 0.0122831+0.0256312j -0.0468484+0.0241654j -0.0517923-0.013443j 0.046407-0.0254711j -0.0389094+0.0136245j 0.0183929+0.0823991j 0.0239929-0.0237091j 0.072784+0.0123513j 0.0366122+0.101437j 0.0481742-0.0289319j 0.0233861+0.0625376j -0.0205439+0.0144685j 0.0489151+0.0312902j 
0.21049-0.0159537j -0.0663006-0.16016j 0.0511114-0.0171235j -0.0436349-0.0859359j 0.0393154-0.0111956j 0.040237+0.0781683j 0.0113091-0.00614116j 0.0209912+0.00297255j -0.0186029+0.0347773j 0.0137146-0.0208382j 0.0131483+0.0472553j 0.0625342+0.00210441j -0.066569-0.0439435j -0.0359263-0.0092496j -0.0473506-0.0556315j 0.0224643+0.00138882j 0.0257827+0.098892j 0.0254751+0.00974804j -0.0550624+0.0371939j 0.0599635+0.140046j 0.0201159-0.0554577j -0.0334191+0.122151j -0.0703656-0.0303257j 0.0589245+0.0270331j -0.137137+0.0336571j 0.0407596+0.00629976j -0.024862+0.0599206j -0.100907-0.00996936j 0.0995733+0.0375579j -0.00613176+0.0516055j -0.0906182-0.0426534j 0.039389+0.015967j 0.0116451+0.0977331j 0.0281558+0.0183802j 0.0158156+0.00232889j 0.0286522-0.0253074j 0.0160333+0.0775489j 0.0104014-0.0827409j -0.0449531+0.0489679j -0.0104589+0.0550151j -0.0209651+0.0413527j -0.00537776+0.00903441j -0.0465367+0.0549696j -0.00406412-0.0480179j 0.0909404-0.0823131j -0.0847967+0.00148598j -0.0652683+0.0850442j -0.0777637-0.105168j 0.0187342+0.113777j 0.032373+0.0152278j -0.0244965+0.144795j 0.0653151-0.0370495j -0.0771168+0.000397044j -0.0322326+0.0190086j 0.0295918-0.0180264j 0.0119413+0.081442j -0.0284891+0.0749863j 0.111328+0.0938438j -0.0307153+0.0149669j 0.0302676+0.0894152j 0.0499837+0.0298106j 0.0253326+0.0395884j 0.0556794-0.0198078j -0.00624977+0.095455j -0.0232971+0.00587682j 0.0163616-0.000993775j -0.0470052-0.00699034j -0.0228181+0.00445331j 0.0558444-0.0259178j 
-0.0607756+0.111952j 0.148886+0.0466091j 0.104026+0.0755965j 0.0135324-0.00782535j -0.0537844-0.0327988j -0.0310502-0.0307229j 0.00847796-0.00169552j 0.00534674-0.025494j -0.0356533-0.0297468j 0.0168531+0.0514805j -0.000297636+0.00708508j 0.000303897+0.0323383j 0.0468878-0.0327363j 0.02154-0.0083945j -0.148695-0.108075j -0.0624572+0.0615764j -0.0753203-0.0344922j 0.0175087-0.0625098j -0.0404688+0.0614865j 0.0635792+0.0602244j 0.0719976+0.00315268j 0.0184242-0.110827j 0.00915426-0.0202312j 0.019138-0.0101777j 0.0725383+0.0337628j 0.0296802+0.00907678j -0.0374072-0.0831199j 0.0673076+0.11063j -0.0504535+0.00941186j -0.0029006-0.000372344j 0.0490789+0.0475422j -0.0262471-0.0489644j -0.0125187-0.0636523j 0.00642126+0.0645411j -0.0414071-0.0531816j 0.00748621-0.0311152j -0.00733043+0.00452452j 0.00586899-0.045293j 0.0561598+0.0858783j 0.0335628+0.0365133j 0.00903425-0.0111157j -0.00902841-0.00637007j 0.0329064+0.00853602j -0.0276278+0.0253613j -0.030537+0.00992074j 0.0178927+0.060682j 0.0639399+0.0446907j 0.118711+0.117174j -0.0361515-0.0245994j -0.036398-0.00763657j 0.0346357-0.0989233j 0.0591594-0.0442543j -0.0903935+0.0724601j -0.0331567+0.0275231j -0.0285855-0.0038483j -0.00630781+0.0023077j -0.0282463+0.0661617j 0.00555811-0.128405j -0.023901-0.133321j 0.0390974-0.0165913j -0.0448043-0.104623j -0.00120504+0.0529279j -0.0339456-0.0158542j 0.0240859+0.0133445j 0.0249233-0.0537051j 0.0678187-0.25563j 0.0342536+0.0290708j 0.0292404+0.0228032j 0.00924196-0.000432394j 
-0.115762-0.167453j -0.0974102+0.0812962j 0.0308502+0.0234706j -0.00667585+0.0121802j -0.0337885+0.000763852j -0.000816004-0.0901125j -0.0555403-0.0154961j -0.0108906-0.0493804j 0.0507098+0.0131618j -0.021969+0.0537483j -0.0228452-0.00934114j -0.0462627-0.0508517j 0.0804234+0.012257j -0.00507499+0.0441843j 0.0614532-0.0194531j -0.102223+0.0659553j -0.158596-0.00768427j -0.00643938-0.0114551j 0.0313012-0.0461937j 0.0178513+0.0394101j -4.59791e-05-0.0837002j 0.0227222-0.0100025j 0.0951509-0.0431627j -0.0630145-0.00820387j -0.0101985-0.021565j 0.0488796+0.00679742j -0.0389498+0.0888085j 0.0918266+0.0775899j -0.063601+0.0190855j -0.0272545-0.0115861j 0.0924428+0.0483494j -0.0216978-0.00658326j 0.0476688-0.0529474j 0.031482+0.000278481j -0.0206151+0.0519443j -0.0169436+0.0206116j -0.0178514+0.0676963j 0.0598761+0.024752j -0.00136204-0.0842533j -0.0696122+0.0285547j 0.0184257+0.108681j -0.0141548+0.00702667j 0.0728391-0.0239543j 0.0718976-0.0865654j 0.0344424-0.0427147j 0.052211-0.0697522j 0.080979-0.0593786j -0.0299759+0.0792287j 0.00917313-0.00894571j 0.117431-0.0414326j 0.0181289-0.00405008j 0.0227218+0.041471j -0.00893066-0.0621883j -0.0951775-0.0179552j 0.0139569+0.0112411j 0.034276+0.00580824j -0.0317057-0.0193199j -0.00686386+0.0235373j 0.0431248+0.0387556j 0.0710547-0.000440557j -0.0286099+0.0192767j -0.022548-0.0072546j -0.0817722+0.0399878j 0.0534153-0.0798207j 0.00156275+0.0300455j -0.0165113+0.0250211j 0.125436+0.00791243j 0.00312067-0.00585062j -0.023621+0.0244146j 
0.0441123-0.0734603j 0.0540365+0.0771873j -0.0981649+0.160099j -0.0694918+0.0947353j -0.039694+0.0167119j 0.0964567-0.105552j 0.0175437-0.00206034j 0.0323799-0.0705524j -0.0195614+0.0101717j -0.0496427+0.0560462j 0.00685741+0.002743j -0.024088+0.0196489j 0.0382319-0.0229886j -0.048675+0.0239204j 0.0339458-0.0682302j -0.137783+0.0570266j 0.0398586+0.0949266j -0.0436984+0.137452j -0.0997233+0.0533654j -0.0573559+0.122696j -0.115989+0.0573967j 0.0255518+0.0332608j 0.0366832-0.0434996j -0.0478165-0.0242313j 0.0140819+0.0222957j 0.0251578+0.0233001j -0.0352708+0.0188869j -0.048939+0.0588748j -0.0338954+0.00643131j 0.0195186+0.00724231j -0.0228711+0.0538324j -0.0511838-0.00369695j -0.0186389+0.0365566j -0.0548367+0.0753444j 0.00455257+0.0109388j 0.0531261-0.00941876j 0.00485984-0.0412843j 0.0582313+0.0267345j -0.0202665+0.010639j 0.137143+0.0170304j -0.019656+0.100239j -0.07464+0.1101j -0.0451327+0.0419327j 0.0572514-0.0499562j 0.0422643-0.0375174j -0.120123+0.138505j 0.0619875+0.0172512j 0.101654-0.124997j 0.102932+0.0179809j 0.0518065-0.00964582j 0.0571357+0.0282352j 0.00543283+0.0362602j 0.00918979-0.0742797j 0.0168584-0.113317j 0.00509301+0.0626326j 0.00203821-0.0079564j 0.184765+0.0370356j 0.0367987+0.0244257j -0.0299-0.00799751j -0.0336943+0.0145471j 0.0528531-0.0172934j -0.0591739+0.0582858j -0.0250035-0.0130161j -0.0294809+0.00763668j 0.0331202-0.0402125j 0.0132681-0.029786j -0.0323414+0.0795267j -0.108646-0.0714353j 0.0363604+0.0402997j 
-0.0835445+0.00694812j 0.00806287+0.105968j -0.015815-0.029466j -0.0204718+0.0646692j -0.00128997+0.0275439j -0.0220401+0.0322196j -0.00778121+0.0394823j -0.00438188+0.00480533j 0.0216779-0.0249922j -0.002748+0.000265261j 0.0312604-0.00170552j -0.0606725-0.000449925j 0.00492516+0.00893535j 0.0282023-0.00166979j -0.000204008+0.004949j -0.0958397+0.000715796j 0.072913+0.0777214j -0.0413135+0.141736j -0.0997964-0.0142841j 0.0192157-0.0282739j 0.037378+0.0146722j 0.0160303+0.0103426j -0.0101773+0.0754412j 0.0447831+0.0065654j -0.0388655-0.0452897j 0.0169347+0.0408807j -0.000865469+0.00671531j 0.066329-0.00738768j 0.0410264-0.00932565j 0.00973844-0.00929879j -0.0157782-0.0206491j -0.00127161-0.0239101j -0.00371205-0.0209975j 0.0325378-0.0261481j -0.0175515-0.0643421j 0.0035619-0.0274115j -0.0381047-0.012524j -0.0349523+0.0276602j -0.0184966+0.000830769j 0.0218416-0.00462952j 0.0206008-0.119524j -0.0507668-0.0409595j -0.0475187-0.0119666j 0.0214012+0.0400689j 0.0679452-0.0291179j -0.017192-0.0529391j -0.00903408-0.0360689j 0.00751189+0.0678416j -0.0915655+0.0182581j -0.0160647-0.0350588j -0.050619+0.0424089j -0.00901505-0.00822215j 0.0241816-0.0303499j 0.0272516-0.0972396j 0.050148-0.0258919j -0.0213265-0.0592477j 0.0129943+0.0274171j 0.00577016+0.0265713j 0.00564229-0.000857966j -0.093306+0.00640284j 0.0185976+0.0463103j -0.0518296+0.0736338j 0.0642485-0.0338831j 0.0509306-0.0123047j 0.0101061+0.00155694j 0.0330248+0.00376884j -0.0388858-0.0153732j 0.0121567+0.0657533j -0.0369007-0.0329294j 
-0.00834757+0.0728759j 0.0774149-0.0300113j 0.0144191-0.00410459j 0.134101-0.0258243j -0.0789035-0.0595457j -0.00525009+0.0185318j 0.047709+0.0352124j -0.0438944-0.0277341j 0.040553+0.0117498j -0.0218964+0.0051675j 0.0163253+0.0270293j 0.0570258+0.0335064j 0.0297693-0.0201241j -0.0106407-0.0304089j -0.0205862-0.0806769j -0.151881-0.0580771j 0.0552872+0.116815j -0.0458647-0.120902j 0.0800313+0.0203002j 0.0539106-0.0283978j 0.0227221-0.0552349j 0.0494-0.0657196j 0.0479319+0.0156593j -0.0763519-0.0185273j 0.0522811-0.0913821j 0.0369927+0.00525115j 0.0252063-0.0463694j 0.022046-0.0564849j -0.0460089+0.0275686j 0.000379359-0.0016975j 0.0526245-0.0255011j 0.000758695+0.000975097j 0.0190579-0.00086416j -0.0118156+0.0292068j 0.0331412-0.0243122j 0.0388011-0.0116782j 0.0135398-0.0152591j 0.0836042-0.0215774j -0.0266248+0.0297354j 0.107619+0.0178852j 0.0283508-0.0401781j -0.0758694-0.0394912j 0.069298+0.0129421j -0.09871+0.0272034j -0.0965039-0.00230429j -0.0324848+0.064549j 0.0745159+0.00830736j -0.100225+0.0356595j 0.093863+0.0012413j 0.00492723+0.00754026j 0.0554585+0.0103583j -0.0115115+0.0159716j 0.000212397-0.011826j -0.023327+0.00595308j -0.0511518-0.0214951j -0.00381306+0.0567024j 0.0429474+0.101032j 0.0283612+0.0478335j 0.0193743-0.00751933j 0.0513975-0.123507j -0.0294357+0.0530652j -0.0196205+0.0531891j -0.103229+0.0245796j 0.0182634+0.0799542j 0.000354571-0.0147437j -0.00882846+0.00940032j 0.0810126-0.0076274j 0.00759628+0.0483553j -0.0577712-0.0755519j 
-0.0332105-0.0680818j 0.0362601-0.0391641j 0.246867-0.12495j 0.0141367+0.0272361j 0.000621505+0.00915487j -0.0785003-0.00929218j -0.0202654+0.018067j -0.0338326-0.0175082j -0.0273887+0.0443762j 0.0366715-0.0251369j -0.0253459+0.0169601j 0.0580782-0.014523j 0.0225626-0.0346579j -0.0170851+0.0169063j -0.127897+0.108455j 0.0711391-0.0329802j -0.135648+0.168525j 0.125747-0.0808568j -0.164317+0.0724694j 0.0589646+0.00948539j 0.04903+0.00788825j 0.0325786+0.083045j -0.0333148-0.00123883j -0.0709509-0.00178097j 0.0720688-0.0195748j 0.0262208+0.0332088j -0.0267177-0.0271722j 0.0330038+0.0353671j -0.00630775-0.0225239j 0.0147701+0.0224881j 0.00823789+0.0193528j -0.0150314-0.0458318j 0.0453032+0.0230533j 0.0246099-0.0101743j 0.00654537+0.00070557j -0.018067-0.0017725j 0.00708299-0.0286718j 0.03108-0.0356324j 0.0451358+0.039481j 0.0399978-0.00158838j -0.0354884+0.0657406j 0.062363+0.0956205j -0.0100062+0.003112j -0.0269516-0.0147066j -0.101962+0.0112892j 0.0938787+0.0572146j 0.00663762-0.075454j 0.0238517-0.00539074j 0.0436835-0.000404397j 0.0195352+0.00205521j -0.0036464+0.0362872j -0.0282627+0.0455373j 0.0441745-0.0689646j 0.0587697-0.0654093j -0.0246926+0.020442j -0.0435674+0.0286858j -0.0204752-0.000484982j 0.0366417+0.0133128j 0.00541025+0.0693502j -0.0415057+0.151916j 0.0182577-0.012428j -0.065792+0.0914761j -0.0433558-0.00958129j 0.0319348-0.0473068j 0.0365154-0.0491592j 0.0404939+0.0268471j -0.0694248+0.0714803j -0.0255772-0.00672136j 0.15582+0.0460945j 
-0.0642292+0.0777099j 0.0518503-0.0194986j -0.0184393-0.0428154j 0.209425-0.0854461j -0.0689242+0.00257641j -0.0113172+0.0424711j 0.0541219+0.00257343j -0.0402658+0.011826j 0.0110923+0.0101099j -0.00645596-0.0195564j -0.00908193+0.0221007j 0.0597916+0.0162307j 0.0769596-0.0427462j 0.00405519-0.0273009j 0.0429812-0.0753235j -0.214215+0.0217787j 0.160868+0.0551775j 0.024434-0.129871j 0.116884+0.0685523j 0.0510213-0.0341265j -0.00362159-0.0445112j 0.0485394-0.00717107j 0.0632245+0.0130046j 0.0309557-0.0138426j -0.0555412-0.0527817j 0.0453697+0.0108438j -0.00192011-0.0143511j 0.00957081-0.0375759j -0.0171162+0.0097167j 0.00762749+0.00640359j 0.0285815-0.0166028j -0.0357964-0.00626683j 0.0272559+0.0308425j 0.0136008+0.0174101j -0.0152279-0.0269063j 0.0336911-0.00348356j -0.140156-0.0137693j -0.0200721-0.022921j 0.00649312+0.03322j -0.0415817-0.0682617j 0.0698148+0.0785892j 0.0107339+0.0413562j -0.00435068+0.00176374j 0.0509256+0.0304702j 0.113425+0.132686j -0.0220223-0.094204j 0.0534137-0.078472j -0.102193-0.00247351j -0.0160677+0.0239027j 0.0354213+0.0166748j 0.0311195+0.0790993j 0.0277627+0.0455574j -0.0379866-0.0700786j -0.0747409-0.14488j 0.0325781+0.00652722j -0.0315033+0.0109257j -0.0444016-0.0359182j 0.0232832+0.0245678j 0.0367576+0.0589546j 0.0700248+0.0830002j -0.0545687+0.00187373j 0.0252483-0.033389j 0.0464393+0.0488179j 0.045613-0.051142j 0.00181478-0.00177916j -0.0192253+0.00448173j -0.0519032+0.102379j 0.117636+0.0101986j 0.0837687-0.00355051j 
-0.0154334-0.126421j -0.21392-0.035139j -0.099169+0.015616j -0.0708716-0.185791j 0.0934678+0.0597149j 0.0284819+0.014917j -0.0260577-0.0425484j 0.0364056-0.0196055j 0.0229826+0.0552703j -0.0104948+0.00908939j 0.00885163+0.044967j -0.0594278-0.0376243j -0.066871-0.0885876j 0.0359418+0.00256024j 0.231362-0.136432j 0.165641+0.147766j -0.00540445+0.0814594j -0.00863065+0.00139585j 0.00354932+0.0336319j 0.0514781+0.00764515j 0.0346907-0.00679301j 0.026155+0.0518463j -0.0452083-0.0551767j -0.0417715+0.00631473j 0.0208283-0.0223999j 0.0103234+0.00578877j 0.0281911+0.0321823j 0.0312171+0.0454168j 0.00411576+0.0215186j -0.00356921+0.0114297j 0.0164149+0.00110437j 0.0235858+0.00596828j -0.0210643+0.0284178j 0.0115536+0.0295965j 0.0192956-0.00310472j 0.00999948-0.0229649j 0.00223988+0.0240099j 0.0651769-0.0394634j 0.00352556+0.0184444j 0.100808-0.0567263j -0.00432024+0.12077j 0.0304103+0.121336j 0.0206468+0.0351912j -0.0785479-0.0232357j -0.124128+0.00125345j 0.0477231+0.0286041j 0.058963-0.0244549j -0.0150656+0.0344354j -0.0220747-0.0321519j -0.0019408-0.00443449j -0.0298383-0.00935977j -0.00439448-0.0103202j 0.0029418+0.0146549j 0.0153386+0.00882341j -0.0450917+0.0117787j 0.00807041+0.00752032j 0.00403672+0.0227387j -0.0298103+0.00909765j -0.010322-0.0230142j 0.0223143-0.0745885j -0.0443545+0.0333414j 0.0132838+0.0330486j -0.0342089-0.0375533j 0.0207294-0.0138366j -0.00946055+0.0125201j -0.0210289+0.0130432j -0.062837+0.145903j 0.0996047-0.0862058j 0.073922-0.0244867j 
-0.198573-0.026993j -0.00185544+0.099371j -0.0264008-0.178123j 0.150494-0.013207j -0.029765+0.0847024j -0.0335439-0.0185591j -0.0212622-0.0310477j -0.00763787+0.0633078j 0.00777315-0.00307038j -0.0153028-0.0247736j -0.0388781-0.00687559j -0.000991259-0.117963j 0.120427-0.0205428j 0.0176402+0.0541571j 0.165326+0.21743j -0.179082+0.164368j -0.076085-0.088804j 0.101139-0.0334265j -0.0142042-0.0151957j 0.0132518-0.0475328j -0.00327278+0.0326064j -0.0508985+0.0699697j 0.000737878+0.0553227j -0.0137799+0.0428586j -0.00346024+0.0419258j 0.0118973-0.0125511j -0.00387077+0.0696626j 0.00924593+0.0583794j -0.0174224-0.00710648j -0.0218787-0.00286649j 0.0375414-0.00651599j -0.0102124+0.0585681j -0.0346469-0.00288621j -0.0150324-0.0377508j 0.0120404-0.0149841j 0.00503754-0.00442456j 0.00408749+0.0394543j 0.0285587+0.101098j -0.0597895+0.00340325j 0.0414633+0.0712631j -0.089031-0.0203618j -0.117142+0.0381598j -0.0228639+0.000231266j 0.0596531-0.0615688j -0.0326092-0.0934791j -0.00793249-0.0566884j 0.0450744+0.0366283j -0.0444305+0.0116532j 0.00792727-0.0158758j 0.0212533+0.0195225j 0.00149189-0.00753524j 0.00993021-0.0115451j -0.010087+0.0212874j -0.0182289+0.0386498j 0.0189689-0.0111148j 0.0116461-0.0402442j 0.0109893-0.000773385j 0.00364524-0.00527656j -0.0262374-0.0342911j -0.0531878-0.0834406j 0.0148187-0.010488j -0.0121214+0.0426359j -0.0299561+0.00593712j -0.0305243+0.151966j 0.0101329+0.0108938j 0.00171634-0.0245307j 0.0175214-0.0781049j -0.0458853-0.0100465j 0.080456-0.0559446j 
