-0.145289+0.17239j -0.176545-0.152311j -0.0727967+0.166789j 0.181459+0.065739j 0.0941777-0.125278j 0.0374435-0.0795278j -0.116448-0.167786j 0.174225-0.106771j 0.0337887+0.00935553j -0.181579-0.156145j 0.0511489-0.117982j 0.0274765+0.00632411j 0.0509438+0.169729j -0.0821098+0.0109511j 0.0347373+0.0345247j -0.115363+0.00439061j 0.0711728+0.0178933j -0.158115+0.246259j -0.0160106+0.147366j 0.0621334+0.10055j 0.147142-0.0593362j -0.177095-0.00538924j 0.0745425-0.0218859j -0.111013-0.0915025j 0.0610951+0.0904522j 0.0224225-0.016985j 0.247169+0.073803j -0.0336628+0.227166j 0.0622327-0.152128j -0.17174-0.0684158j -0.0870617-0.268383j -0.275539+0.0918598j -0.0679862+0.0999746j -0.0949828-0.0739088j -0.0516491+0.029896j -0.00790662+0.0130163j -0.0329178+0.061296j 0.074402+0.0399109j 0.00362486-0.0530396j 0.0202832+0.00896435j -0.0178838+0.00117026j 0.00282122+0.00480874j 0.020724-0.0202356j 0.0128631-0.0327934j 0.00852622+0.0149815j -0.0239916-0.0153373j -0.00963727+0.00963723j 0.0208778+0.0207586j -0.00951541+0.00103076j 0.00781835-0.01645j 0.0176621+0.0131987j -0.0260833+0.0229805j 0.0325528-0.011271j -0.0191572+0.00737642j -0.0049276-0.0276944j -0.00724607+0.00996998j -0.00371861+0.0127293j -0.00917039+0.00834961j -0.0301278-0.0241104j -0.0128328-0.0115014j 0.0135975+0.0109081j 0.0172319-0.0283794j 0.0166501+0.0188722j -0.0153833+0.00581778j -0.00784989-0.000163689j -0.000169319-0.0289748j 0.025292-0.00989875j 0.00571975+0.00355404j 0.0266144+0.00141707j 0.00395911+0.0287866j 0.0668556-0.012045j -0.00949251-0.0656846j 
0.000939472+0.00107028j -0.00124834+0.00130797j -0.00120556-0.000710155j 0.00204514-0.00286027j 0.000894732+0.00134393j -0.00105803+0.0022956j -0.00332696-0.000488535j 0.000106909+0.00321929j 0.00283844-0.00592678j 0.00112538+0.000489368j -0.00302974-0.00145377j -0.00238105-0.00199903j -0.00459173-0.000896785j 0.000251125-0.00449738j -0.000360545-0.00155144j -0.00264963-0.00456864j -0.00345054+0.000138148j 0.00411153+0.00469673j -0.00276468+0.00162785j -1.83447e-05+0.00107816j -0.000998514-0.00318116j -0.00025562-0.00374418j -0.000816636+0.00386326j 6.2801e-05-0.000468301j 0.00101819+0.003123j 0.00286646-0.000165742j -0.00157675-0.00382444j -0.00157083-0.000865024j -0.000340801-0.000351586j 0.00301297-0.000777494j 0.00206262-0.000170213j -0.00204782-0.000129623j 9.52242e-05-0.000613456j -8.66353e-05-0.000747336j -0.00116957+0.000184079j -0.00104727-0.00295185j 0.00223112-0.00238569j -0.000801508+0.000774608j 0.000936276+0.00181932j -0.000900184+0.00327279j 0.00288796-0.00168877j 0.00335903+0.000401978j 0.00116258-0.00264405j -0.00280784-0.00110135j 0.00319638+0.00328974j -0.00111811+0.00346193j 0.00237731+0.0012785j 0.000115002-0.00160554j 0.00575549+0.00147208j -0.00320178-0.00455479j 0.0073062+0.00101095j -0.00221966-0.000113342j -0.00318467+0.000585824j 0.00359266-0.000533314j 0.00153346+0.00252953j -0.00376984+0.00163178j 0.00106973+0.00260932j 0.00185689+0.000266239j 0.00145564+0.00119578j -0.00207871-0.00033817j 0.00135198-0.00196649j -0.00358274+0.00158023j 0.00208068+0.0027667j -0.00231575-0.00332251j 0.00126069-0.000859418j -0.00299175-0.00228029j -0.00143867+0.00293941j 0.000201216-0.00108462j 0.00227206+0.00424444j 0.00105206-0.000191191j 0.00112138-0.000105915j 6.84766e-05-0.00051619j 
0.000208076+0.000608458j -0.000835528-0.00128802j 0.000374982+0.0043708j 0.00440216-0.00114946j 0.00205085-0.00014058j 0.00174728+0.00127513j -7.53825e-05+0.00140428j -0.0033461+0.00453988j -0.000414548-0.00148782j -0.00210934-0.00588911j 0.00302346+0.000927494j -0.00504838+0.00162086j -0.0066865+0.00446877j 0.00374852-0.00182076j -0.00103162-0.00217511j -0.00132456+0.00280081j 0.00350085-0.00181308j 0.00580353+0.00603552j -0.000223308+2.92007e-05j -0.0032494-0.0019991j -0.00148617+0.00128266j 0.000590412-0.00323541j -0.0048104-0.00197031j 0.00198879-0.00171817j 0.00014198-0.000450111j 0.000109361+0.00334847j -0.00140529-0.00201599j 0.00161775+0.000624428j 0.00065435-0.000850366j -0.000219386-0.000387979j -0.000511928-0.00042024j 0.00181991+0.000596671j -0.000164979-0.000989472j 0.001322-0.000969549j -0.000373031-0.00179854j -0.00453492-0.0020849j -0.002097-0.0033828j 0.00173031-0.00255183j -0.00414572-0.000872201j -0.00657343+0.00211831j 0.00366267+0.00415402j 0.000224949+0.00602739j 0.00830923-0.000821687j -0.00218005+0.00130827j 0.000895645-0.00265576j 0.00271531+0.00355599j 0.000469274-0.00326594j 0.00478507+0.00373666j 0.00128997-0.00195424j -0.00309538+0.00874722j 0.0126282-0.000939324j -0.00210194+0.000576323j -0.00518405+0.00263515j 0.00080567+0.00389405j -0.00125393-0.00298172j 0.00224836-0.00528601j -0.00945534+0.000598068j -0.00371305-0.00680928j -0.00274757+0.000588221j -0.00459125-0.00598763j -0.00295766+0.00254478j 0.00208+0.00259315j 0.00170561-0.0025217j 0.000141459+0.000622962j -0.00131743+0.00252728j 0.00227056-1.73943e-05j -0.00208063+0.00071759j 0.00111161-0.00180526j 0.000374277+0.00110303j 0.000563583+3.57545e-06j 5.75123e-05+0.00190431j 0.00111338-0.00151941j 
0.000317677+0.00086473j -0.00109086+0.000138932j 0.00109106+0.000409013j -0.000852979-0.000723904j -0.00131915-0.000619721j -0.00188157-0.00235855j 0.00254905+0.000840661j 0.000610478-0.0017398j 0.00131939+0.00392167j 0.0018242+0.0010284j -0.000125003-0.00133472j 0.00591629+0.000237371j 0.00119447+0.000834171j -0.00303108+0.00476063j -0.000553861+0.00194743j 0.000306458+0.00341135j -0.00164375+0.00523339j 0.00109173-0.00250296j 0.000283527-0.000435526j -0.00208864+0.00106051j 0.000699131-0.000718795j -0.00141907-0.00125531j 0.00204283+0.00241243j 0.000479012+0.00321821j -0.000525672-0.00167846j 0.00135816-0.000801082j -0.00103293+0.00187457j -0.0006626-0.000630892j -0.000857125+0.000108601j 0.000525243-6.96957e-05j 0.00216534-0.000586811j 0.000201223+0.000499509j 0.000709579-0.00289915j 0.000621759+0.00140222j 0.0020072+0.0022989j -0.000243345-4.02997e-05j -0.000520329-0.000314006j 0.00068272+0.000748855j 0.00285195+6.22231e-05j 0.000134152-0.00121727j -0.00314634+0.00261043j -0.00196512+0.00184621j -0.00213851-0.00292642j 0.00203026-0.000538527j 0.0101843+0.000983484j -0.0091685+0.00329738j -7.99684e-05-1.33334e-05j 0.00109264-0.00027186j 0.0101677+0.0137275j -0.000447519-0.005904j 0.00306483+0.00227897j -0.00511323-0.00146775j -0.00358771+0.00840917j 0.00273484-0.00468668j -0.00482873-0.00358453j -0.00482472-0.00243069j -0.0022675-0.000373975j 0.000865651+0.00233746j 0.0023292+0.00331367j -0.00277601-0.00656106j -0.00284288+0.00188147j -0.00064107+0.00557276j 0.00490214-0.00116107j 0.000394237+0.00427279j 0.000328381-0.000104748j -0.0025259+0.000297664j 0.00162166+0.00228651j -6.62275e-05-0.00105871j 0.00122172+0.000677642j 0.000486971-0.000317719j 0.000614985-0.000144922j 0.00107719-0.000476878j 
0.000634074-0.000883046j 0.0018097+0.000579692j 0.00329463+0.00274094j -0.00127005+0.000567511j -0.00199011-0.00216657j 9.63956e-05+0.00156756j -0.00429331+0.00274531j -0.00386461+0.000478463j 0.00670698+0.00541715j 0.0107448-0.000264651j 0.00819187-0.00487661j 0.00711302+0.00011358j -0.00732219+0.00614259j 0.00281155-0.00256266j 0.00203976+0.00818606j -0.00195983+0.00571501j -3.28034e-05-0.00545443j -0.00136792+0.00384467j -0.00223403-0.000573909j -0.0129187-0.00347874j 0.00936985-0.00529731j 0.00210008+0.00450958j -0.0013564-0.00597686j 0.010528+0.000972825j 0.000130809-0.0064846j -0.00103822+0.000180009j 0.00184327+0.00412759j -0.00214027+0.0011323j -0.000804974-0.00268865j -0.00641441+0.00200526j -0.000323281+0.00631561j -0.00489301+0.00373551j 0.000619367-0.00230955j -0.00224246+0.00177025j 0.000199192-0.000898724j 0.000443009+8.6461e-05j 0.00199713-0.00186953j 0.00531957-0.00264974j 0.000428427-0.000832559j -0.00126832-0.00106271j 0.000592407-0.000727335j 0.00035677-0.00300202j 0.00211812+0.000156595j -0.00229613+0.000571537j -0.0026845-0.00537307j 0.000585768+0.00100105j -6.58329e-05+0.00114975j -0.000144376+0.00369925j -0.0024559-0.00108806j -0.00151236+0.00348269j -0.00753173+0.00263245j 0.00655052-0.00150757j -0.00148634-0.00255047j 0.00122253+0.00281808j -0.00295591-0.00129705j 0.000231304-0.000400159j -0.00177366+0.00115445j -0.000344856+0.00364469j -0.00830033-0.00280587j 0.00297159-0.000442267j -0.000675182+0.00307063j 0.00498333-0.00413013j -0.00289609-0.00146876j 0.0050276-0.00137425j -3.71667e-05-0.00366612j -0.00276682+0.00104348j 0.00390393+0.00406398j 0.000537701-0.00159143j -0.000915697-0.00369736j -0.0045749-0.00227767j 0.000252227-0.00135965j 0.00286112+0.0026344j 
-0.000122254-0.00115079j -0.00102338-0.00065037j -0.000183625+0.00180214j 0.00324282-0.000488145j 0.000464246-0.000801296j -0.00231599-0.00357512j 0.00141059-0.00108805j -0.0041081+8.60402e-05j 0.00343363+0.0101955j 0.00259192-0.00447904j 0.000318771-0.00354085j 0.00681454-0.000320857j -0.000770886+0.00404746j -0.00504134+0.0104847j -0.0035135+0.000530895j 0.0003292+0.00649081j -0.00294144+0.00533547j 0.00724253+0.00057739j -0.00170762-0.00462836j -0.00133124+0.00328543j -0.00917943+0.00361322j -0.00126708-0.00270184j -0.000564342+0.00222912j -0.00147878+0.00192828j 0.000548618-4.62149e-05j 0.00318573+0.0015192j -0.00174516-0.000188108j 0.000817732-0.000498535j 0.00283337+0.000785633j 0.00170612-0.00200735j -0.0020763-0.00237012j 0.00138712-6.59246e-05j -0.000797346-0.000352968j 0.000501249-0.00107854j -0.000674311-0.00205712j -0.00144237-0.00218616j 0.000254301-0.00475601j 0.00369564-0.0015186j 0.0031032+0.00137476j -0.000121462-0.000949372j -0.00666509+0.00164361j -0.00415642-0.00325557j 0.00268429-0.00341875j 0.00094891+0.0109774j -0.0031214-0.00591627j -0.00193577-0.00174662j 0.00779564+0.00723241j -0.000705959+0.00174558j 0.00386876+0.00518676j 0.00219458+0.000754509j -0.00392341-0.00150891j 0.00229619-0.0012218j 0.000191106-0.00159892j -0.00203916-0.00509624j -0.00171104+0.000671292j 0.00610185+0.00229697j 0.000243129+0.00405211j 0.00177705+6.23171e-05j 0.000923023-0.00104226j 9.13305e-05-0.00255567j 0.00154827-0.00141585j -0.000435694-0.00137693j 0.000975656+0.0014867j -0.000324201-0.00264798j 0.000933167+0.00258541j 0.00111262-0.000356712j -0.000148918+0.000643466j -0.00171282+6.64702e-05j 0.00163099+0.000382455j 0.00243726+0.000744586j -0.000785968+0.0022296j -2.78921e-05+1.74985e-05j 
0.00124444+0.00036634j -0.000977777+0.000242102j -0.0014792-0.00230148j -0.000313845-0.000535444j 0.00011616+0.0032198j 0.00273207+0.00476983j 0.00141879+0.0040091j 0.00342645-0.00182174j -0.0013492+6.84451e-05j -0.00194733+0.00361279j 0.00115585+0.00244768j -0.00251772+0.00543502j -0.00241867-0.000967506j 0.00407421-0.0018164j 0.00704449-0.0017229j 0.00444667+0.00329881j 0.0127996+0.00858263j 0.00202083-0.000280934j 0.00881234+0.0014363j -0.00706936-0.0041812j 0.005168-0.00560033j -0.00309242-0.00809482j 0.0019268+0.0059783j -0.00380108+0.00295392j -0.0024952+0.00521143j 0.00210765-0.00392232j -0.000655668-0.00330545j -0.000363303-0.000839331j 0.00153375+0.000534361j 0.00240525-0.000674415j 0.00172812-0.00218493j 0.000606683-0.000477383j 0.00172271+0.00166887j -0.000332952+0.00137423j 0.00125952+0.00284712j 0.00263307-0.00261664j 0.000614811+0.000166409j -0.00209069+5.14566e-05j 0.000551688-0.00196111j -1.10599e-06+0.0034723j 0.00498217-0.00354098j 0.00203152+0.000502536j -0.00138493-0.00175037j -0.00233941-0.00458593j 0.000596513+0.000227788j 3.60154e-05+0.00705259j -0.00273151+0.00217182j -0.00718613-0.000160211j -0.00260262+0.00282934j 0.000513064-0.00320527j -0.00729453+0.00489261j 0.00173957+0.00507168j 0.00674198-0.00044077j 0.00394714-0.010822j 0.00152245+0.00191612j -0.00278994+0.00859568j 0.00880636-0.00951641j 0.000955584+0.00247913j -0.000945208+0.0107184j 0.00451057-0.00192518j 1.56654e-07+0.00633776j 0.00851653-0.000863549j -0.00347259-0.00175544j 0.00478661-0.00360487j 0.00425859-0.00236685j -0.00268825-0.00363361j -0.00136973+0.00010377j -0.000356266-9.39287e-05j 0.000119741+0.00410924j 0.0010044+0.00116418j 6.82735e-05-0.000117071j -0.0018795-0.000909614j 
-0.000511346+0.000376937j -0.00170675-0.00107573j -0.00122785+0.000158552j 0.00112516-0.000859156j 0.000125696+0.00233764j -0.00082845+0.00293098j -0.00146169+0.000362301j 0.00163808-0.00183587j -0.000454522+0.00854827j 0.00208937+0.00104623j 0.00352437-0.00139016j 0.00437398+0.00151901j 0.00361956+0.000213444j -0.00103517+0.00657263j -0.000404077-0.000504906j 0.00539256+0.00327064j -0.000949881+0.00392055j 0.00133321-0.000976535j 0.0011363-0.00160207j 0.00107013-0.000154922j -0.00562392+0.00298339j 0.00154356-0.00261959j -0.000620989+0.00149837j -0.00517122+0.000712143j -7.23228e-05+0.00416214j 0.00346372-0.002055j -0.000995834-0.00128857j -0.000697266-0.000810705j -0.000724062-0.000540994j 0.00236-0.00106802j 0.000390915-0.00175876j 0.00148442-0.000185179j -0.000918045+0.000663489j 0.00105934-0.00047118j -0.00150164-0.00262708j -0.00116351-0.00372781j 0.00402952-0.00309327j 0.00277018+0.00354294j 0.000671015+0.00165824j 0.00316423+0.00329176j -0.000437161-0.00223515j 0.00517841+0.00176982j -0.000558805+0.000952658j -0.00253826-0.0006164j 0.00291232-0.0020673j -0.00394729+0.0058048j 0.000321977-0.000375705j 0.00384531-0.00563789j 0.00459003+0.00168762j 0.000765231+0.0032644j 0.00351924-0.00184057j -0.00401282-0.00202551j 0.00228649+0.00929318j 0.000952643-0.000243159j -0.00176767+0.00233047j -0.00463697+0.00512348j 0.00225125-0.000535317j -0.0021191-0.00313071j 0.00328176+0.00286578j -0.00267197-0.00167941j -0.000106332-0.00239763j -0.00483123+0.00239983j 0.00166558+0.0043087j -0.0008984-0.00162553j -0.00145309+0.00270466j 0.00423253-0.000596549j -0.000197299-0.00248659j -0.00117964+0.00190309j 0.000710217+0.00230021j 0.00296951-0.00018769j 0.000304078+0.0015701j 0.000433878-0.0024087j 
0.000684855-0.000507894j 0.000150169+0.000913213j 0.000150808-0.00080799j -0.000800194+0.000861195j -0.000275758+0.000483229j 0.000974961+0.00320933j -0.00156416+0.00341503j 0.00219687-0.00181126j -0.00185055+0.00129289j 0.00251503-0.000143766j 0.000717913+0.000180364j 0.00126303+0.00140084j -3.4219e-05+0.00150616j -0.000677134+0.00204882j 0.000907799+0.0031581j 0.000189784+0.0038867j 0.00223228+0.00314338j 9.15967e-05-0.00180965j 0.00153676+0.000718117j -0.0013743-0.000268255j 0.00207513-0.000795588j 0.000417391+0.00081642j 0.00237739-0.000648305j -0.00035964+0.000842277j -0.000192537-0.00011326j 0.0017388-0.00201414j 0.000859511+0.000886235j -0.00226584+0.000337488j 0.000296037+0.000480195j -0.000317687+0.000176443j -0.000952449+0.00157057j -0.00163096-0.00103783j 0.000246143+0.00187059j 0.000844346+0.000183336j 0.00155665+0.00206058j 0.00237733+0.00307264j -0.00300893+0.00391108j -0.00479068-0.000669874j -0.00194479-0.00215943j -0.00175229-0.00185274j 0.00354384+0.000442364j -0.000500374+0.00178519j 0.00178342+0.00493833j 0.000596797-0.00719271j -0.000818073+0.0043815j 0.00335357-0.00129007j -0.00172431-0.00232773j -0.00158626+0.000562464j -0.00489833-0.00790371j -0.000831979-0.000912159j 0.00259272+0.00311908j 0.00204465+0.00206444j -0.00248941-0.00772785j 0.000314584+0.00956357j 0.00450855-0.000676854j 0.003176-0.00423207j -0.00478658-0.00098832j -0.00237266+0.00178487j 0.000167409-0.00344361j 0.000873045+0.00269862j 0.00183753+0.00163816j 0.000695912-0.000971818j -0.00226458-0.00285903j -0.00133681+0.00209524j 0.00133422-0.00215313j -0.00324741+0.00163868j -0.00145758-0.000504919j 0.00211101-0.00282112j -0.00113279+0.000302015j -0.000759661+0.00038913j -4.67156e-05-0.00114711j -0.00194805+0.000951067j 
8.57054e-05-0.00273851j -0.00279272-0.0051008j 0.00122927-0.00123264j -0.000731889-0.00152914j 0.00171019+0.00387106j -0.00239004+0.0038524j -0.00522358+0.00167109j 0.00530107+0.00305848j 0.00874324-0.00265061j -0.00345179+0.0100154j -0.00439986-0.00511733j -0.00553705+0.00456402j 0.00126039-0.00885725j -0.00149511-0.00874841j 0.00616438-0.00672861j 0.00275326-0.00261747j -0.00358571+0.00248202j -0.00254719-0.000644916j -0.00181657+0.00204022j -0.00505803-0.00288069j -0.000174336-0.00235521j -0.000942311-0.00725214j -0.00128769+0.0053794j -0.00542496+0.0033098j -0.00183955+0.00153968j -0.00250356-0.00142631j 9.44857e-05-0.00606395j 0.00387528-0.000282187j 0.00357034+0.00186281j 0.00235707+0.00130017j -0.000447569-0.00606493j -0.0011032-0.00416957j -0.00277501+0.00126301j 0.000316914+0.00161935j -0.000478-0.000819856j -0.00160705-0.00517161j -0.000407372-0.00431722j 0.00241634-0.000907862j 0.00159422+0.00351051j 0.000127237-0.000691908j -0.00391025-0.000834058j -0.00261484+0.00142248j 0.00153517-0.00242045j 0.00467294+0.00107701j 0.000437734-0.00157157j 0.00188025+0.000199806j 0.00312941+0.00429182j -0.00063777+0.0017698j 0.000732887+0.00285536j 0.00333967+0.00456678j -0.00128981+0.000213365j 0.00351322-0.00228555j -0.00506781-0.00404588j 0.000680561+0.00106541j -0.00220465-0.00192435j 0.00268896+0.000746692j -0.00377023+0.000917995j -0.00227392+0.00504874j 0.00280003+0.00493939j -0.00388408-0.00170938j 0.000150976+0.00273735j 0.000725861+0.000893306j 0.00213759-0.00100145j -0.00143743-0.00153654j 0.00488095+0.00396548j -0.000436739-0.0039611j -0.00346599+0.00193915j -0.000109069-0.000834943j 0.00187108+0.00166352j 0.00144079-0.0018959j -0.00115387+0.00181371j 9.5996e-06+0.000783844j 
-0.00367397+0.00574145j 0.00801822+0.0139169j -0.0020234-0.00327388j 0.00234218-0.000217709j 0.00110603-0.000882961j 0.00193575-0.0018931j 0.00504294-0.00676271j -0.00689423-0.0010374j -0.0165959-0.0128551j -0.00502384-0.0118537j 0.00625717+0.00475785j -0.00123523-0.0114481j -0.00146215+0.00219508j 0.00338016-0.000465233j -0.00928799+0.000643825j -0.00566012-0.00502685j 0.00706404+0.000794528j -0.000182455+0.00242472j 0.00359218+0.00099449j 0.00228547+0.000285581j 0.00362495-0.00258691j -0.00111116-0.00526941j 0.00257603-0.00320678j 0.00486213-0.000720805j 0.00566871+0.00442408j 0.00115441+0.00466261j 0.00266815-0.000908785j -0.00380882-0.00371165j -0.00873043-0.00559891j -0.00193693-0.00379892j 0.00276384+0.00580447j 0.00390756+0.00793272j 0.00488726-0.00294464j 0.00202071-0.00404523j 0.00350338+0.000770457j 0.000527608+0.00327557j -0.000431836+0.00122922j -8.72032e-05-0.00253553j 0.00125069+0.0019568j 0.000248836+9.55211e-05j -0.0046517+0.000988368j -0.00181344-0.00589194j -0.00329903-0.000547849j 0.00374497+0.00680634j -0.00306068-5.54949e-05j -0.00315372-0.00431814j -0.00536084+0.00202576j 0.000859385-0.00165761j 0.00480894+0.00448367j 0.00288945-0.00301292j -0.0031412+0.00105721j -0.00185131+0.00106359j 0.00500605-0.00163719j -0.0024645-0.00179938j -0.00309049+0.00161652j -0.00286107+0.000932101j -0.00268986+0.00281038j 0.00107533+0.00305549j -0.000529438+0.00265836j -0.000548134-0.00172058j -0.000812288+0.000829943j -0.000637901-0.00130692j -0.000569885+0.000906j 0.000536698+0.00185407j -0.00122431-0.000659574j -0.000980962-0.00290567j 0.00107672-0.000993124j 0.000852351+0.00122151j -0.000755413+0.000915339j 0.00027478+0.000401066j 0.000616059-0.000879684j 0.000290402+0.00022021j 
-0.0012057+0.0010084j 0.00240817+0.00533319j -0.000723675-0.00404283j -9.88109e-05-0.00132753j -0.000831759+0.00012481j -0.00334596+0.000376013j 0.00030483-0.00226679j 0.00160849-0.000637937j -0.00327095-0.00231652j 0.00115721+0.00116822j 0.000569977-0.00585866j 0.00800222-0.00683455j 0.00518087-0.00164339j -0.00886114+0.00410781j -0.00777361+0.00176575j -0.00117999+0.002118j -0.00882937+0.00668098j -0.00326776-0.00450834j -0.00539779+0.0011919j -0.000151792+0.00695901j -0.00215101-0.00254829j -0.00261721-0.00273268j 0.00359598-0.000916306j 0.00193016+0.00521709j 0.00239514-0.00337978j 0.0016527+0.0007537j 0.000556266-0.000334698j -0.00221671-0.0013694j -0.00190061-0.0015656j 0.000539396-0.00124595j 0.000927466+0.000346048j -0.000361818+0.00233989j 0.00298915+0.000468798j -0.000154112-0.000927338j -0.00186546+0.0009373j -0.00168704+0.00145084j -0.0011614-0.00129587j -0.0015853-0.00226185j -0.00420763+0.00317858j -0.00355405+0.00513124j 0.00757693-0.00105409j 0.00376652+0.00292652j 0.00420225-0.000866652j -0.00533624+0.0015937j -0.00253834+0.000881561j 0.00386405-8.8392e-05j 0.000457752+0.00198428j 0.000965514-0.00179138j -0.00453103-0.00666625j -0.00116053+0.00353718j 0.00498069-0.00334158j 0.00196432+0.00212723j -0.000552807-0.00393969j 0.00195162+0.00327365j 0.00391183+0.00327235j -0.000221137-0.00013504j -0.00226713+0.00172835j -0.000970308-0.00283742j -0.0034276-0.00161781j 0.000182555+0.00317456j 0.00268442+0.000497698j 0.00069396-0.00343606j -0.00164023+0.0004097j -0.000556075-0.00357839j 0.000848104-3.76725e-05j -0.000900176-0.00223235j -0.00294947+0.00238763j 0.000547877-0.0010899j 0.000615869+0.00198976j -0.000757536-0.000321681j -1.78842e-05-0.00065198j 0.000162837+0.00113304j 
-0.000316363-0.00234297j -0.000250104-9.6391e-05j 0.00292632-0.00228137j 0.000695731-0.000981832j 0.00187269-0.000527553j 0.00308885+0.00738344j -0.00299691+0.00771248j 0.00732157-0.00124102j -0.000547934-0.00156346j 0.00384026+0.00147814j -0.0019135-0.00313162j -0.00148724+0.00251757j -0.000282169+0.00897248j 0.000945404+0.00135821j -0.0017414+0.00505749j 0.00233897+0.00405615j 7.07329e-06+0.000424472j 0.0034264-0.000129096j -0.00209961+0.00299896j 0.000129196+0.00439845j -8.62562e-05-0.0019424j 0.00231395+0.00432635j 0.0022989-0.0012182j 0.000126961+0.000702368j -0.00134233-0.00103621j 0.0034366-0.00322415j -0.0015535+0.00149011j -0.00246807+0.000116906j 0.00155763-0.000285096j 0.000278881+0.000334567j 0.000306531+0.00235411j -0.000406429-0.0010253j -0.000755226+0.0050229j 0.00275851-0.000667504j -0.00237346-0.000549137j 0.00326079+0.000199837j 0.002735-0.00196884j 0.00195373+0.00282714j 0.00133626-0.000774481j 0.000222823-0.00435893j -0.00657764+0.00261252j -0.00588261-0.00207861j -0.00394617+0.000676717j 0.00287181+0.00668068j -0.00450521-0.00789043j -0.0047731-0.00945746j 0.00366615+0.00216729j 0.000650705+0.00172626j -0.00124575-0.00169096j 0.00125456-0.000410017j -0.0110358-0.00516708j 0.00123441+0.00150409j 0.00261916+0.00100911j -0.00622167-0.00332691j -0.000132192+0.000439624j 0.00479965-0.00349063j 0.00249946+0.00346914j 0.0029301-0.00407734j -0.00359023-0.00771566j 0.00441671+0.00168177j 0.00304397-0.00102198j -0.0022571-0.00402821j -0.00189335+0.00131833j 0.00179066+0.00249402j -0.00209478+0.00199691j 0.00443492+0.00409733j 0.00222652-0.00471347j -0.00262271+0.00295419j -0.00198129-0.00394051j 0.000302128+0.00401813j -0.000681652-0.00137606j -0.00146225-0.000962847j 
0.00291413+0.00220407j -0.00136893-0.00824595j -0.00363077+0.00276869j -0.00147749+0.00399451j -0.00623546-0.00335054j -0.00720991-0.0125071j 0.00657768-0.00873917j -0.0145484+0.0014734j 0.00698389+0.00279219j 0.000511569-0.00438426j -0.00510726+0.0130331j 0.00533779-0.000969496j -0.00357412-0.00168304j -0.00277931+0.000405462j 0.00678936-0.00218152j -0.0074006-0.00227729j 0.00179409+0.00274032j 0.00422645+9.33737e-05j 0.00497049-0.00428103j 0.00301318-0.00129603j -0.00175193-0.00183572j -0.00389657-0.00183302j -0.00188282+0.00459162j 0.000755298-0.00317259j -0.000824668-0.000924411j -0.00156349+0.000682399j -0.00277588+0.000318465j 0.00409643+0.00157849j 0.00439563+0.0034764j -0.00418726-0.00159547j -0.00406076-0.0033916j 0.00129285+0.0001757j -0.00236987-0.00502502j -0.00397917+0.00392171j -0.000827834-0.000992555j -0.00106837+0.00194831j -0.00409258+0.000651011j 0.000189208-0.0012653j -0.00175298-0.000773497j 0.00144697+0.00593983j 0.0034299+0.00169425j 0.00512293+0.00817085j 0.00440446+0.000590629j -0.00659765+0.00239544j -0.000491063-0.00233188j -0.00794687+0.00447231j 0.00698973+0.00291636j 0.00369383-0.00177617j -0.00134994+0.0036272j 0.00470373+0.00161819j -0.000387006+0.000227272j 0.000473633-0.00335525j -0.000326967+0.00575509j -0.000932074-0.000133965j -0.0013362+0.00274327j 0.00305308+0.00143491j 0.00283875+0.000298293j -0.00239326-0.00490566j 0.00127009-0.00220373j 0.000924403+0.000167373j 0.00174868-0.00225861j 0.00165187-0.00109189j -0.00220242+0.000935052j 0.00329937-0.00222063j -0.00255855-0.000545005j 0.00367838+0.0032584j 0.00254875+0.00117409j 0.000719271+0.000662505j -0.000718499-0.00296632j -5.32365e-05-0.00246692j -0.000761961+0.00203075j 0.00280398+0.000760533j 
