-0.145289+0.17239j -0.176545-0.152311j -0.0727967+0.166789j 0.181459+0.065739j 0.0941777-0.125278j 0.0374435-0.0795278j -0.116448-0.167786j 0.174225-0.106771j 0.0337887+0.00935553j -0.181579-0.156145j 0.0511489-0.117982j 0.0274765+0.00632411j 0.0509438+0.169729j -0.0821098+0.0109511j 0.0347373+0.0345247j -0.115363+0.00439061j 0.0711728+0.0178933j -0.158115+0.246259j -0.0160106+0.147366j 0.0621334+0.10055j 0.147142-0.0593362j -0.177095-0.00538924j 0.0745425-0.0218859j -0.111013-0.0915025j 0.0610951+0.0904522j 0.0224225-0.016985j 0.247169+0.073803j -0.0336628+0.227166j 0.0622327-0.152128j -0.17174-0.0684158j -0.0870617-0.268383j -0.275539+0.0918598j -0.0679862+0.0999746j -0.0949828-0.0739088j -0.0516491+0.029896j -0.00790662+0.0130163j -0.0329178+0.061296j 0.074402+0.0399109j 0.00362486-0.0530396j 0.0202832+0.00896435j -0.0178838+0.00117026j 0.00282122+0.00480874j 0.020724-0.0202356j 0.0128631-0.0327934j 0.00852622+0.0149815j -0.0239916-0.0153373j -0.00963727+0.00963723j 0.0208778+0.0207586j -0.00951541+0.00103076j 0.00781835-0.01645j 0.0176621+0.0131987j -0.0260833+0.0229805j 0.0325528-0.011271j -0.0191572+0.00737642j -0.0049276-0.0276944j -0.00724607+0.00996998j -0.00371861+0.0127293j -0.00917039+0.00834961j -0.0301278-0.0241104j -0.0128328-0.0115014j 0.0135975+0.0109081j 0.0172319-0.0283794j 0.0166501+0.0188722j -0.0153833+0.00581778j -0.00784989-0.000163689j -0.000169319-0.0289748j 0.025292-0.00989875j 0.00571975+0.00355404j 0.0266144+0.00141707j 0.00395911+0.0287866j 0.0668556-0.012045j -0.00949251-0.0656846j 
0.00337249+0.00327331j -0.00233349-0.00482422j 0.00833858+0.00017139j 0.00106936+0.0104579j -0.00104564-0.00784543j 0.0052168-0.00439343j 0.00433346+0.00704579j -4.52208e-05-0.0018386j 0.00736883-0.00909342j -0.00508451-0.00342454j 0.000808635+0.00447245j -0.00111053+0.00617028j 0.003419-0.00122202j -0.00134378-0.00383157j -0.00629813-0.00239974j 0.00105594+0.00607323j 0.00751416-0.00319135j -0.000610925-0.000260107j -0.00553999+0.00190079j 0.00319134+0.00503782j 0.00075356+0.00033072j 0.000350366-0.00025145j 0.00396194+5.15927e-05j -0.000353504-0.00209939j 0.00483113+0.00120732j 6.71836e-05-0.00441386j -0.00552252+0.0079032j -0.000379277+0.00564356j -0.00496986+0.00508449j -0.00777397-0.00134316j 0.00224653-0.00281859j 0.000377172+0.00257458j 0.00535919+0.00226834j 0.00259943-0.00805882j 0.0017012-0.0103915j 0.00620055+0.00207998j 0.000865287+0.000500812j 0.00581397-0.0002596j 0.00416894-0.00682014j -0.00355766+0.00549744j -0.00279483+0.00281153j 0.000942245-0.00912135j -0.00980306-0.00239936j 0.00414218-0.00235343j -0.00516579-0.00323715j -0.00805157-0.00374508j -0.000605879+0.00220809j 0.00384498-0.00539307j -0.00217083-0.0108297j -0.00347905+0.000241887j 0.00137045-0.00461211j 0.00220139-0.00959035j -0.00289319-0.007254j 0.000746791-0.000749927j 0.00182039+0.000568483j -0.00489451-0.000185965j 0.00383673+0.00675959j -0.00693727+0.00381027j -0.00198199+0.00339604j -0.00849587+0.00259067j -7.93379e-05+0.00198209j 0.00161027-0.000293055j 0.0068859+0.00320977j -0.00203769+0.0020703j -0.000675951-0.0027126j -0.00147108+0.00255868j 0.00517443+0.00258043j 0.000341941-0.000859567j 0.00448023-0.00144085j -0.000457551+2.35322e-05j 0.00307931+0.000841838j -0.00191463-0.00185632j 
0.00267287+0.000606375j 0.00433639-0.000695717j 0.00721493+0.00231794j -0.0049043+0.00631849j 0.00167563-0.0043017j 0.00338169+0.00376479j 0.0025723+0.00265372j 0.00313271+7.79846e-05j -0.0056883-0.0075936j -0.00382449-0.00132857j 0.00288095+0.0049556j -0.00162151+0.0010391j 0.00402925+0.000907038j -0.00567744+0.00251788j -0.00178068-8.20496e-05j 0.00503744+0.00293888j 0.00335742-0.00398057j 0.00146799-0.00206917j -0.00444523+0.00364799j 0.00257396+0.00127247j -0.00251395+0.000874507j 9.85653e-05+5.75156e-05j 0.00234339+0.00148721j -0.000997418-0.00120323j 0.00221425-0.00111326j -0.000641398-0.00240519j -0.00393562+0.000509656j -0.000671196+0.0050884j -0.00393122+0.0027348j -0.000677919-0.00486383j 0.00234125-0.000398323j -0.000505422+0.00376793j -0.000435715+0.0108747j 0.00751286-0.000359183j 0.00805138-0.00738906j 0.000445651+0.0137626j -0.00188392-0.00906959j 0.00279072+0.00550098j -0.0105308+0.00220075j -0.00136102+0.00143779j 0.00671763+0.00462799j -0.00207309-0.00231873j 0.00358458+0.0110658j 0.00555615-0.00378993j -0.000157725-0.000409518j -0.00694309+0.0096668j 0.00950644+0.00284475j -0.00831263-0.0027048j -0.00176634-0.000486315j 0.000995166+0.00435958j -0.00447574-0.00181249j 0.01194-7.10824e-06j -0.00284719-0.00333778j 0.00096988+0.00202192j 0.00226138-0.000710783j -0.00241351+0.00431658j 0.00108813+0.00433464j -0.000657512-0.00144317j -0.00473753+0.000826912j -0.00394638+0.00110535j -0.00491462+0.00207279j -0.00157165+0.000323951j 0.00282304+0.000181484j -0.00286461-4.46339e-05j -0.00436066-0.00143817j -0.00391264+0.00246802j 0.000540982+0.00353382j -0.000819966-1.26107e-05j 0.00140248+0.00182615j -0.00184676-0.00317727j -0.000788599+0.0010464j -0.000833441+0.000583565j 
0.00225532-0.00182745j -0.00389209+0.000749176j -0.00165255-0.0061688j 0.0098598+0.00256923j -0.00503348+0.000440281j -0.00689627+0.000942041j -0.00231337-0.00491774j -0.00701054+3.48835e-05j 0.00510769-0.00131177j 0.00344319+5.37487e-06j -0.000214658-0.00259417j 0.000186954-0.00127056j -0.00380066-0.00250897j 0.00374842-0.00660314j -0.00366911+0.000618496j -0.00381238+0.00247854j 0.000126696+0.00192572j -0.00374391+0.00402537j -0.00145357+0.000196797j -0.00231385+0.000158664j 0.00185103-0.00345436j 0.00143972+5.27629e-05j 0.000322665-0.00238277j 0.00151617+0.000174824j -2.32848e-05+0.00195475j 0.00265832+0.0012637j 0.00215528+0.00232679j 0.000204132-0.00135495j 0.00273118+0.00235987j -0.000401265+0.00246481j -0.000632644-0.00344352j -0.00140555-0.00230947j 0.010313-0.00174627j 0.00295719-0.00182929j -0.00994187-0.00517928j 0.00513906+0.00863695j -0.00763107+0.00327689j 0.0082793-0.00599311j -0.00570544+0.00839101j 0.0156704-0.00199359j 0.00793065+0.0021132j -0.00432988+0.00352286j -0.00840484+0.00429649j 0.0034483+0.00454094j 0.0119186+3.80702e-05j -0.0132009-0.000209998j -0.00371714+0.00991079j -0.0034356+0.00424318j 0.00741367-0.0030873j -0.00423311-0.00758187j 0.00399567-0.00992543j -0.00329091-0.00201788j -0.000999548-0.00234059j -0.0036175+0.000865055j -0.00235911-0.00365106j 0.00498243-0.00250145j 0.000258662-0.00378225j -0.00367541-0.00261968j 0.00407751-0.0067819j -0.000950344+0.00136227j -0.00267212+0.000637713j 0.00181399-0.00444393j -0.00226178+0.00134637j 0.00290741+0.000186415j 0.00274943+0.00288266j 0.00642854+0.00365563j -0.00195091+0.00130851j 0.000117624-0.00109616j 0.000816078-0.00239573j 0.000385898+0.00347695j 0.000627072-0.00210834j -0.00134151+0.000134037j 
0.000813959+0.000212909j 0.000455344+0.000850849j 0.000179553+0.00102715j -0.00213932+0.00110022j -0.000395519+0.000308886j -0.000160907-0.00116096j 0.00170389-0.000348835j 0.00117432-0.00105557j 0.000179593-0.000501317j -0.00105311+7.81992e-05j 9.71263e-05+0.000240901j -6.46809e-05-0.000132998j 0.000881-0.000868833j -0.000233424+0.000362589j -0.000103319-0.000627833j -0.000115546-0.00019957j 0.000483571-0.000216896j 0.000220278-0.000553083j -0.000542789-0.000287202j -0.000327116-0.000199218j 3.11333e-05+0.000585065j -3.24724e-05+0.000464494j 0.000489064+0.000348925j -0.000213512+9.68638e-05j -0.000126977-0.000461554j -0.000187966+0.00019608j -0.000334197-8.51598e-05j -0.000386042+0.000844556j -0.000400218+0.00127217j 0.000168927-0.000392782j 0.00103343-0.000576328j 0.000410319+0.000483341j -0.000876695+0.000294617j -0.00234234+0.000933048j 0.00156114+0.00242268j -0.00368949+0.00133072j 0.000221764-0.00238274j -0.00289441+0.00193795j -0.00129348-0.00126859j -0.00177723+0.00119802j -0.00168119+0.0011544j -0.000805343-0.00109928j 0.000598004+0.000199776j -0.00327259+0.000569209j -0.00216088+0.00179379j -8.3528e-06-0.00150214j -0.00229849-0.000330543j -0.00122302-0.000407319j -0.000774483+0.00317613j 0.0011819+0.00118216j 0.000314023+0.00138803j -0.000978176+0.000724j 0.000824152-0.000138438j -0.0016197-0.00113715j -0.000795106+0.00065124j 2.75456e-05+0.000160076j -0.00102038+0.000130309j 0.00181238-0.00169128j -0.0016312+0.00134955j -7.26151e-05+0.000470956j -0.000105448-0.00171311j -0.000623049+6.60932e-05j -0.000838146-0.000536702j -0.001574+0.000521565j 0.000366707+0.000199613j -0.000213305+0.00115165j -0.00135654+0.000315159j -0.00106484+0.000267625j -2.49353e-05+0.000487194j -0.000211363+0.00101394j -0.00119137-0.000960485j -0.000930887+0.000143189j 
5.41661e-05+3.6467e-05j -0.00125794+0.000449454j 0.000216269+0.000393035j 0.000476214+0.00035525j -0.000150414+0.000293905j -0.0013738-0.000182974j -0.000210768-0.00108674j -0.000443249-0.000295354j 0.000631232+0.000127121j 0.00013084+0.00103962j -6.80663e-06-0.000585157j 0.000700853-0.00048236j -0.000521413-0.00115851j 0.000160966-0.000331276j 0.000345773+0.000729712j 9.64679e-05-0.000113716j -0.000385089-0.000272828j -0.000649871+0.000997536j -0.000309058-0.000397951j 7.60978e-06-0.000749696j 0.000815627-0.00108899j 0.000457338-0.000134171j 6.96367e-05+0.000963457j 0.000152694-0.000458807j -0.000733412+0.000533048j 0.000348574+0.000633432j 0.000810687+0.000824981j -9.96838e-05-0.000518686j -0.000107864+8.82671e-05j 0.000851998+0.000881919j -0.000570353-0.000266081j -0.000694888-0.00145969j -0.000392541-0.000373194j 0.0012762+0.000415271j 0.00222271-0.000948356j 0.00202035+0.000166533j 0.00227691+0.00104813j -0.000887486+0.00205679j -0.000939627-0.00130205j -0.00433215+0.000767805j 0.000210271+0.00251921j 0.000380859-0.00220916j 0.00129338+0.000359759j 0.00314429+0.000333502j -0.00215622-0.00151868j -0.000108493-0.00073262j 0.00215736+0.00156482j 0.00126682-7.92027e-06j 0.000201805-0.00176946j -0.000126248+0.000336722j -0.00124674-0.000977138j 0.000174005+0.000711782j -0.00111756-0.00318138j -0.000248501+0.00184013j 0.00177096+0.00240055j -0.00135356-0.000306802j -0.000297604+0.00264721j -0.00206457+0.00123013j -0.000846832-0.00026465j -0.000559561-0.000892201j 0.000270329+0.00199208j 0.0014649-0.00139968j 0.00208139+0.000336204j 0.000752512+0.00109641j 0.000693242+1.96309e-05j -0.00151268+0.000248779j -0.000113688+0.000575161j -0.00154571-0.000716703j 0.00232918-0.000683602j -0.000836219-0.00026847j 0.00205702-0.000158998j -0.000468707-0.000536006j 
-0.00108695+0.000749415j 0.000377503-0.000447806j 0.000102417+0.000751582j -1.61371e-05-0.000398592j 7.589e-05-5.76566e-07j 2.98759e-05-0.000661726j 3.24737e-05+0.000633478j 0.000245768+0.000451925j 0.000333863+0.000160569j 0.00027961+7.90571e-05j -0.000202197-0.000416528j -6.46277e-05+0.000560234j 8.32936e-05-6.05861e-05j -0.0009446-5.99376e-05j 0.000197874+7.20701e-05j 0.000852623+0.000296101j -0.000230318+8.11802e-05j -0.000508956+0.000861192j -7.58417e-05-0.00115597j 0.000800649+0.000598128j 0.000630637+0.000401121j 0.00103374-0.000155513j -0.000669029+0.00124542j -0.0010609+0.000714792j -0.000227774+0.00119763j 4.58018e-05-7.48013e-05j 5.12767e-05-0.000165768j 0.000177562-0.00126355j -0.00199964-0.00137587j 9.47413e-06-0.00155447j 0.00172913+0.000578081j 0.000175728+0.0013769j 0.00248806-0.00130323j 0.000118733-0.0012769j -0.000536876+0.00186849j -0.00279512-0.00115416j 0.000161907-0.000943845j 0.00350967-0.00125967j 0.000193426+0.00115207j 0.00216681+0.00103581j 0.0023742-0.000715181j -0.000174801+0.000266565j -0.00104371-0.000736291j -0.000854287+0.000984658j 0.00279154+0.00210616j -9.34639e-05-0.00148248j -0.00120488-0.000898095j -0.000109293+0.00039799j 0.00168762+0.00239168j -0.000905754-0.00224729j -0.000230848-0.000130945j -0.00157487-0.000200852j -6.46142e-05+0.000723484j -0.00155067-0.000485131j -0.00172295-0.000401559j -0.000901096-9.19714e-05j -0.000631907-0.000126356j -0.000234187+0.00011718j 0.000528096-0.00429217j 0.00126154+0.000736899j -6.04958e-05+0.000111318j -0.0007703-0.000115919j 0.000236933-0.000929066j 0.000979414-0.000664222j 0.000514468-0.00242839j -0.00109501-0.00223028j 0.00066493+1.28045e-05j 0.000395571+0.00057034j -0.0010414-0.00153835j -0.000761224-0.00152015j 0.000362243-8.33381e-05j 0.00248508+0.000314767j 
-0.00129585-0.000869073j -0.00260768+0.0015208j 0.000902314-0.0010062j 0.00116708+0.000163408j 0.000421737+0.000143014j -0.00218542+0.00160125j -0.00222513-0.00238417j -0.000910819-0.000199573j 0.000653447+0.00138327j 0.00122509+0.00254072j -0.000683451-0.00194402j 0.00187648-0.00156402j -0.00220035-0.00173273j 0.00131514-0.000487074j 0.00105408+0.00260583j -0.000117727-0.00141263j -0.00126872-0.000491284j 3.48544e-05+0.00302967j -0.000165594+0.000482603j -0.000443388-0.00194842j 0.00138461-0.00284467j -0.000372839-0.000973445j -0.000313207+0.00199787j 0.00125881-0.00148311j -0.00109659+0.00119706j 0.00119538+2.01014e-06j 7.58647e-05+0.00233812j -0.00040367-0.00153474j 0.00183353-0.00169852j 0.00100429+0.00335147j -0.00306272+0.00142018j -0.00343822-0.0037477j -0.0019939-0.00015032j 0.00515373+0.000713563j 0.00552291-0.00455175j 0.00721952+9.58476e-05j 0.00590863+0.00626568j -0.00344385+0.00206651j -0.000611111-0.00312086j -0.00982672-0.00240217j -0.000292665+0.00464959j 0.000582042+0.000480274j 0.00603856-0.00189064j 0.006493+0.00168244j -0.00528493-0.00333249j 0.000411263+0.00308731j 0.00604892+0.00629744j 0.00304361+0.000382158j 0.00029596-0.00461163j 0.00138412+0.00271151j -0.00311784-0.00232408j 0.00672657+0.00165568j -0.00261502-0.00697231j 0.000174375+0.00395173j 0.00110136+0.00494509j -0.0016265-0.000111248j 0.00180197+0.00587976j -0.00354757+0.00290352j -0.00257145+0.00061478j -0.00325777+0.00293437j -0.000632209+0.00567971j 0.00338544+9.30037e-05j 0.00391764+0.00237994j -0.0026704+5.25049e-05j 0.000867012-0.00165175j -0.000129346-0.00198654j 0.00163288-0.00362122j -0.00420904-0.00109224j 0.00538956+0.00139195j -0.00147245-0.00186232j 0.00408396+0.00346294j -0.00202212+0.000941338j 
-0.000342767+0.00102657j 0.00104968+0.000269376j -0.000655709-0.000107983j -0.000254942+0.000141997j -0.0012108+0.000290569j 6.34021e-06-0.000827872j -0.00013078-0.000834119j 0.000731557+0.000639371j 0.000637415+0.00038108j -9.83254e-06+0.000631379j 0.000575902-0.00121269j 0.000422011-0.00020651j -0.000105796-0.000663057j -0.00117145-0.000942211j 0.000454859+0.00128157j 0.000741801+0.000485455j -0.000294945-4.0347e-05j -0.00141804+0.00195817j 0.000475814-0.00190601j 0.00128872-0.00025568j 0.000578793+0.000344613j 0.000806971+0.000402448j -0.00119578+0.00205793j -0.00153271+0.000986j -0.00177203+0.000712302j -0.00087064+0.00121089j 0.00172132+0.000776495j 0.00144601-0.00192623j -0.000865429-0.00195968j 0.00101554-0.00273779j 0.0018749-0.000125613j -0.000840844+0.00196775j 0.00301923+6.29872e-05j -0.00188949-0.00273343j -0.000771737-0.000152052j 0.000141003-0.000693181j 0.0023217-0.00118929j 0.00116781+0.00287241j -0.00243168+0.000276767j -0.00253977+0.000723105j 0.00173099+0.00131248j 0.00230308+0.00204936j -0.000917384-0.000395718j 0.00199203+0.00129017j 0.00464839-0.000746675j -0.00100309-0.000553877j 0.0048322+0.00240392j -0.00158092+0.000415111j 0.0023097+0.00120146j -0.00058239-0.00465697j -0.00132471-0.00485193j 0.000110649-0.000829935j 0.000177565-0.00624586j -0.0025714-0.00114057j -9.41736e-05+0.0020478j -0.00128876-0.00681004j -0.00546368-0.00149143j -0.0039925+0.00308834j 0.00233701-0.0055184j -0.00164797+0.000601216j 0.00290464+0.00131964j 0.00627636-0.00283625j 0.0049593+0.00138125j 0.0016426+0.00438443j -0.00355154-0.00378987j -0.00383374-0.00388411j -0.00544379+0.00442294j -0.00202487+0.00303589j -0.000510942-0.00372247j -0.00351481-0.00428186j 0.00174448-0.00290697j 0.00207946+0.00426734j 
-0.000592859+0.00031273j 0.00205367+0.000833226j -0.000737097-0.0011378j -0.000466017+0.000823667j -0.000828715-0.000484054j 0.00114444-0.00125468j 0.00120855+0.000204123j 0.00096444-0.000478522j -0.000572421+0.000213119j -0.000951648-0.000612742j 0.000158664-0.000826147j 0.000276238+0.000420012j 0.000477215-0.000143278j -0.000398251+3.07566e-05j -0.000278474+0.000428101j 0.00134887-0.000652853j -0.000250219+0.000690502j 0.000152764+0.00141591j -0.00015878-0.000469068j 0.00083927+9.44505e-07j 0.000273286+0.000702743j -0.000551236-0.00130792j -0.0010668+0.0020249j -0.00171206+0.0015563j 4.60476e-05+0.000168095j -0.000409891-1.66319e-05j -0.000505354-1.48006e-05j 0.00135843-0.000443381j 9.83291e-05-0.00236865j 0.00182053-0.00240769j 0.00255981+0.0008892j -0.000560902+0.00332417j 0.00254607+0.00339966j -0.000496516-0.00137035j -0.00276633+0.00130031j -0.0032076+0.000217407j -0.00122324-0.00181962j -0.000574138+0.00011202j -0.00033798+0.00162688j 0.00299446-0.000136378j 0.000668523-0.000504543j -0.000110584+0.00321372j -0.000684522-0.00180011j -0.00264053-0.000108779j 0.00481657+0.00362072j -0.00127225-0.000230472j -0.00128275+0.00211316j -0.0023421+0.00197513j 0.00227334+0.00378188j 0.000859407-0.00295096j -0.000350829-0.000491968j 0.00208439-0.00119572j 0.000120461-3.3095e-06j -0.00282321-0.00166435j -0.00269711-0.000941656j -0.000191108-0.00130431j 0.000563563-0.00142593j -9.89534e-06-0.000399224j -0.000720194-0.0043408j -0.00207855+0.00428063j 0.00029983-0.00170349j -0.000433641+0.000793495j 0.00179996+0.000209577j -0.00201385-0.00177867j -6.77981e-05-0.00311348j 0.00150143-0.00260066j 0.00011642-0.000836433j -0.00330904-0.00198192j -0.00131925+0.000663031j 0.000585012-0.00383091j -0.00188572-0.000696189j -0.000280395+0.00420994j 
0.000144727+0.00101237j -0.00194623-0.000595434j -0.000589928+0.00139286j 0.00138137-9.36095e-05j -0.000252288-0.000266495j -0.000179948-0.000134903j -0.000289036+7.06052e-05j -0.00071859-0.000498155j -0.000687559-4.25881e-05j -0.000502696+4.80034e-05j 0.000877415+0.000884544j 0.000373186+1.65387e-05j 0.00107525+0.000164055j 0.000576125+3.22026e-05j 7.12139e-05+0.000317548j 0.000292051+0.000126231j 9.38397e-05-0.000617878j -0.00100305-0.00138478j -0.000281739+0.00101631j 0.000426938-0.000894948j -0.000271083+5.63251e-05j -0.000977848+0.000102328j 0.000668862-0.00107367j 0.000791657-0.000620025j 0.00074758-0.000754929j -0.000421046-0.000356728j -4.70777e-05+0.000745586j -0.000891352+0.00172221j -0.00034694-0.000206411j 0.000495827+0.00199834j -0.000359188+0.000111605j -0.00120039-0.00131497j 0.000953484+0.000287628j 0.00278684+0.000819056j -0.00144702+5.64648e-05j 0.000667404-0.0012175j -0.000773319+0.000168221j -6.093e-05+0.00136892j 0.000514965-0.000553763j -0.000214781+0.00161281j -0.00121959-9.31118e-05j -0.000594714-0.00210716j 9.22998e-05+0.000796499j 0.00205365-0.00183493j -0.00111084+0.00032334j 0.000339287-0.00156881j 0.000242183+0.00138998j 0.00126579+0.00010317j -0.00149222-0.00229279j 0.000934497+0.0022869j 0.00262212+0.00101763j -0.0022773-0.000575759j -0.000929871+0.00228696j 0.00198144+0.000151946j 0.00220385+0.000999511j 0.000757154+0.00425386j 0.00412594-0.0012j 0.00218926-0.00178795j 0.00113508+0.00269534j 0.00177611-0.00108972j 0.000848504+0.000690826j -0.00312772+0.000241711j -3.99848e-05+0.00136191j -0.000816652-0.000258194j 0.00258246+0.00186796j 0.00184616-0.000412692j 0.000158183-0.00207681j 0.0016576-0.0008511j 0.00353508+0.000948106j 0.00359693+0.00364596j 0.0029566+0.000697343j -0.00185749-0.00323349j 
0.00395811-0.000669635j 0.00106663-0.000245958j -0.0019797-0.0010602j -0.00218372-0.000697686j -0.000535829-0.0010335j 0.0029125-0.00119624j 0.00291527+0.000654152j -0.00143327-0.00134009j -0.00261578-0.000864031j -0.00286526-0.00223099j 0.00232988+0.0028297j -0.00157879+0.00195554j 0.00348066+0.000999254j 0.000960023+0.00160297j -0.00240798-0.00308892j -0.000524208+0.00201223j 0.000645272-0.00100281j -0.00100428-0.00815773j 0.000280462+0.00314942j -0.0018283+0.00153493j -0.0020326+0.00375208j -0.00127987+0.00109012j 0.000607616-0.0068203j 0.00119226-0.00188604j 0.00384147-0.00512547j -0.00188481-0.000639416j -0.000596534-0.000415067j -0.00107591+0.00461705j -0.000120325+0.00428264j 3.95792e-06+0.00240986j -0.0039817-0.00142709j 0.00401905-0.00150275j -0.000662112+0.00357538j -0.000821707-0.00103044j -0.00322606+0.00121293j 0.00106453+0.00214095j -0.00324833-0.0030132j -0.00582595+0.000322821j 0.00297638-0.000837121j 0.00487461-0.000194507j -0.00198497-0.00248677j -0.00244645-0.00109027j -0.00031371+0.00202865j -0.0043501-0.00044877j -0.00123958+0.000296834j 0.000350722+0.00273527j -0.00392415-0.00345583j -0.00193701-0.000112039j -0.00210854+0.00142744j 0.00266027+0.0046648j 0.00387662+0.0018773j -0.00256848+0.00137781j 0.00293193+0.00718616j -0.000862795-0.00251372j -0.000109653-0.00224131j 0.00629798+0.00136581j 0.00180385-0.00390394j -0.00116117-0.00701559j 0.000387069+0.00622147j -0.00061874-0.00385064j -0.00162811-0.00143822j -0.00319861+0.00414491j -0.00276248+0.00364781j -0.0021536-0.000849629j 0.00127902+0.00150639j 0.00142746+0.00313108j -0.00164695-0.00151677j -0.00338629-0.0015575j -0.00388066+0.00304051j 0.00168358+0.00433634j -0.00318793-0.000999j -0.00653188-0.00360842j 
0.00225761+0.000275373j -0.00411103+0.00335194j -0.0014703-0.00112824j -0.0021027+0.00032929j -0.00158943+0.000174026j 0.000122506+0.00349198j -0.00391626-0.0035708j -0.000361834-0.00159612j -0.00018163-8.25464e-05j 0.00186198+0.00165211j 0.000300499-0.00044611j 0.000912587-0.00197679j -0.00152354+2.19309e-05j 0.00136906-0.00133235j 0.0011989+0.00362236j -0.00200048-0.0020105j 0.000704005-0.00168236j 0.0017593-2.33187e-05j -6.86519e-05+0.00355133j -0.000969459-0.00257808j -0.00126556-0.00146919j -0.00375721+0.000934535j 0.00225652-0.00121271j 0.00351693-0.00405097j 0.00226336-0.00060915j 0.00162324-0.00149457j -0.0010126+0.00286917j -0.00512706+0.00283175j 0.000367586+0.000571386j 0.000279116+0.00412615j -0.00445524+0.00221148j -0.00651692-0.00214128j -0.00199781+0.00156422j 0.00156555+0.000369624j -0.00255293-0.00275773j 0.00607572+0.00234341j 0.000801005-0.00280706j -0.00759263+0.00334258j 0.00345929-0.0034598j -0.00311844+0.00190885j -0.00217575+0.000454594j -0.00102631-0.00449512j 0.00148448+0.00221125j 0.00204775-0.00454172j -0.00508638-0.00237983j 0.00131965+0.00268363j 0.00366939+0.000764239j -0.000627073-0.000595822j -0.0057824-0.00474225j 0.00391853+0.00734823j 0.00349107+0.000561701j -0.0013991-0.000898496j -0.00181208+0.0036072j 0.00539799-0.00147718j 0.00299056-0.000970859j 0.0055308+0.00319495j 0.00258751-0.00223888j 0.00290219-0.00256985j -0.000224873+0.0104984j -0.00174557-0.00254053j 0.000577056+0.00100442j -0.00298666+0.000648347j -0.00149424+0.00176727j -0.00167968-0.00116213j 0.00491048+0.00426172j 0.000518096+0.00516541j -0.00122385-0.00244039j -0.00278857+0.0027465j 0.00630253+0.00653837j 0.00347287+0.00907306j 0.00568601-0.00117961j -0.00900723-0.005488j 
-0.00380647+0.00211123j -0.00300162-0.00254493j -0.000419881+0.00310516j 0.00196986-0.00141433j -0.000462684-0.00240915j -7.72021e-05-0.00301158j 0.000895747+0.000270326j -0.00222529+0.000824719j -0.000557583+0.00116662j -0.00211754+0.000711064j 0.00087887+0.000368179j 0.00046575+0.000813639j 0.00103082+0.000489412j 0.000789838-0.00101423j -0.0002207+0.002181j -0.000618275+0.000811781j 0.0003319-0.000887361j -0.00111599-0.00248558j -0.000326581+0.00205719j 0.00239559-0.0009949j 0.000450616-0.000125224j -0.0042604-0.00115222j -0.000829453-0.000727154j 0.00315495+0.000127697j 0.00224897-0.00323394j -0.0044844-0.00148009j -0.00383561+0.00501483j 0.000659034+0.00190931j -0.000800201-0.00572457j -0.00243671+0.00253914j 0.000828388+0.00208287j -0.00515787+0.00083406j 0.00555321-0.00325408j 0.00443686-0.00274334j 0.000672322+0.000762301j -0.00320208-0.00330333j 0.00239382+0.00338113j 0.00175694-0.00135667j -0.000387593-0.00280708j -0.00176047+0.00318617j 0.00232435-0.00182769j 0.000839105-0.00127034j 0.00171208-0.00192956j 0.00638809+0.00612199j 0.00597503+0.0046946j 6.11769e-06+0.00234473j 0.00584943+0.00574396j 0.00399986-0.00061475j 0.00184356-0.000535633j -0.00137203+0.00494717j 0.00158703+0.000793548j 0.000191832-0.00709212j -0.00415719-0.00389752j -0.000597846+0.00286169j -0.00530366+0.0046651j -0.0047476+0.00967652j 0.00906727-0.0024242j 0.0014545+0.00320403j -0.00348413-0.00178408j 0.00489274+0.00949061j -0.00275534+0.0040839j -0.000764985+0.00173807j 0.00395381-0.000387781j -0.00415782-0.00173298j -0.00202391-0.00506658j 0.00189951-0.00654857j 0.00348017-0.00896831j 0.000786971+0.00345288j 0.00497689+0.00379127j 0.00641514-0.00260788j 0.00764656+0.00938828j 0.00268177+0.00027068j 
