-0.0896087+0.0349309j -0.0440574-0.0908323j -0.00998982-0.163428j -0.143578-0.00885138j -0.0758219+0.0634217j -0.109569+0.019599j -0.130502-0.159511j 0.168778-0.159621j 0.0150975-0.0698043j 0.0452316+0.0348083j -0.0260824+0.00522458j -0.112163+0.0997309j -0.190051-0.0676514j -0.0958709+0.0363619j -0.0777737+0.0878423j 0.0287239-0.0124858j 0.0497897+0.0118234j 0.0895637+0.0466087j 0.0541696-0.0162142j 0.110441-0.145559j 0.0495188+0.131323j 0.110532-0.127797j -0.00773032+0.0191434j 0.101356-0.0866591j -0.0662523-0.0123053j 0.0411375+0.0734427j 0.0217002-0.0172965j -0.023603+0.062322j -0.053485+0.0579628j -0.0328466-0.0966001j 0.0253806-0.0495923j 0.185922+0.0847998j 0.13382+0.0420837j -0.0611241+0.091814j -0.00184621+0.00468152j -0.0035772+0.0911568j -0.0137449+0.0239691j -0.0112889-0.0565573j -0.0443597-0.113784j 0.00655776+0.0130189j 0.0194585-0.0378603j 0.0650292-0.0356529j 0.0986375+0.115861j 0.0350814+0.0970568j -0.0104479-0.0556292j -0.0483265+0.124241j -0.0632322-0.0738074j 0.00609859+0.0174111j -0.0810917-0.0470547j 0.052892-0.0979634j -0.0752183-0.0528639j -0.0198126-0.0129828j -0.0115939-0.018387j -0.0378112+0.109632j 0.0250433+0.0566609j 0.0167565+0.0588803j 0.0442617+0.00949831j -0.049719-0.080373j -0.0433949+0.002795j -0.0407978+0.0570803j 0.00651169+0.0490611j 0.028636-0.0485006j 0.0928776-0.0786941j 0.0718537-0.121895j -0.0447999-0.0272438j -0.0468555-0.0253437j -0.0801286-0.0933869j 0.079526-0.0535653j 0.184381+0.0524321j -0.111335+0.034081j -0.0617335-0.091305j -0.0928177+0.0602932j -0.103343-0.183663j -0.0935211-0.0352834j 0.00762434-0.114781j -0.0862875-0.120445j -0.128518+0.082804j 
0.000180795-0.00222783j 0.00164986+0.000138593j 0.00194008-0.00254599j -0.00329787-0.00420359j -0.00359598-0.00221865j 0.00296902-0.00171124j 0.000159277-0.000470864j 0.000563585-0.00506507j -0.00297229-0.00555193j 0.000893314-0.000855747j -0.00109867+0.00227722j 0.00145777-0.00242946j -0.00322436+0.00199595j 0.00179897+3.36569e-05j -0.00189036+0.000242955j 0.00066694-0.00182897j 0.00313838+0.000877127j -0.00496479+0.00192815j 0.00635684-0.00369044j 0.00119449-0.00193016j -0.00870529+0.00279868j 0.00205181+0.00299651j -0.000990476-0.000871207j -0.00058285-0.00026189j -0.00324391+0.00393575j 0.00347604-0.00714728j -0.00147867+0.000233469j 0.00253359+0.00678132j -0.00243834-0.00453192j 0.00680326-0.00818092j -0.00329877+0.00755778j -0.000666134-0.000686194j 0.00399177-0.00240933j -0.00263037-0.00345766j 0.000443417+0.00101238j 0.00594233+0.00349352j 0.00814058-0.00252284j -0.00328319+0.00727219j 0.0139111-0.00304757j 0.000546574+0.00588026j 0.00120055+0.00132878j -0.00350525-0.00334983j 0.00386081-0.00956634j -0.015131-0.00948588j -0.000379235-0.00653167j 0.00748135+0.000973799j 0.000686572-0.0120031j 0.00382964-0.0112926j -0.000200597-0.0146909j 0.00340132-0.0148932j 0.00839268+0.00393135j 0.00779613-0.0107131j -0.00435983+0.0052369j 0.0104655-0.0100078j -0.0102817+0.000361854j 0.0087645-0.0117017j 0.0064841-0.00298023j 0.00653653+1.46157e-05j -0.00249761+0.0101925j 0.0027517-0.00980111j -0.0177829-0.00838948j 0.00166648+0.00279784j 0.00588142+0.00644054j -0.0078219-0.00702558j 0.0053243-0.00656466j -0.00747636-0.00461682j -0.00311069+0.00759297j -0.00117863-0.00283608j 0.00430822+0.0070591j 0.00410117+7.57518e-05j -0.00485366-0.00248692j 0.00138798-0.00156315j -0.000171979-0.00428876j -0.00269969-0.00014721j 0.00121395-0.00275553j 0.00104122-0.000891868j -0.00111235-0.000897413j 
-0.000884401+0.00133506j -0.00121479-0.00058412j 0.00212574+0.000660445j 0.00121644-0.00208598j -0.00131765+0.00175771j 0.000580855-0.00291059j -0.00284164+0.00192203j -0.00316547-0.000786956j -0.00153835-0.000832815j 0.000536111-1.6881e-05j -0.00239376-0.000612881j -0.00101189-0.000651856j -0.00171196+0.0044842j 0.00146678-0.00207892j -0.00175264+0.00457751j 0.00406151-0.000790604j -0.000856677-0.00290087j 0.00310512+0.00496475j -0.00198238+0.00186732j -4.53206e-05+0.00206487j 0.000395257-0.00771068j -0.00246388-0.00223436j -0.00316928-0.00251934j 0.00533668+0.00618473j -0.00461794-0.000966513j 0.00766604+0.00170795j 0.00623066+0.000621223j -0.00130788+0.0031132j -0.00669879+0.00302627j -0.000733298-0.00405302j -0.00363972-0.00745945j -0.00600225+0.000245901j -0.00257076-0.0105148j -0.00429418-0.00132229j 0.00389483-0.00454909j -0.0023729-0.000653895j -0.003633+0.00389982j -0.00310834+0.00072462j -0.0014053+0.00105456j -0.00371745-0.00344645j 0.00214087+0.00459793j -0.00445169+0.00239674j -0.00165561-0.0046064j -0.00668845-0.00143186j -0.00181419-0.00150689j 0.00142816-0.010336j 0.00702087+0.0001857j 0.00667309-0.0118708j 0.00333161-0.00294368j -0.000320234-0.00114574j 0.000821103+0.000116593j 0.00497034-0.000667647j 0.00375125+0.00770232j 0.0085029-0.00434799j -0.0060605+0.00868552j 0.00871375-0.0073005j 0.000887659+0.0125294j 0.000543832-0.000228163j 0.00404646+0.00442731j -0.00232046+0.0035936j -0.00821661-0.00317267j 0.0102752+0.00605856j -4.47991e-05+0.00258567j 0.00211707-0.00418482j 0.00146621+0.00229159j 0.00230586-0.00540482j -0.00264111-0.000593715j -0.0018374-0.00137652j -0.000889376+0.00447245j 0.00261095+0.00349081j -0.000706074+0.00340694j -0.00203484-0.00072407j -0.000424829+0.00160524j -0.00132941-0.000710165j -0.000290213+0.00140656j 4.49934e-05+0.000304945j 0.000745732-0.000189996j 
-0.00185637+0.00134766j -0.00145216-0.00224504j -0.00128255-0.00101042j -0.000277217-0.000708002j -0.00264414+0.000572979j 0.000271825+0.00125883j -0.00164964+0.0010265j -0.000674301+0.00234848j 0.00256896+0.00153058j -0.00331458+0.000367292j -0.00218555+0.00202748j 0.00206537-0.00113468j -0.000269451-0.001314j -0.00157643+0.000815568j -0.00195999-0.00196852j 0.00153976+0.00357835j 0.00136266+0.00321906j -0.00161694+0.000634598j -0.0077658-0.000544889j 0.00311881-0.00132294j -0.00258511+0.00392195j 0.0021981+0.00117288j -0.00168805+0.00091453j 0.00252429-0.000570231j -0.0037224+0.00233289j 0.00782423-0.00490729j -0.00491202+0.00682789j -0.00753456+0.00377096j 0.00226304-0.00259574j -0.0027461+0.00315611j 0.00148923-0.00089873j 0.000769971-0.00263903j -0.00895299+0.00610189j -0.000770194-0.00250128j -0.000458527+0.000972235j 0.00194973-0.00633569j -0.00341119-0.00537745j -4.03938e-05+0.00287813j -0.00451996-0.0108783j -0.00512421+0.00136137j 0.00162613-0.00469449j -0.00228842-0.00410925j -0.00144903+0.00413016j 0.00470531+0.00328485j -0.0094232+0.00334204j 0.00170997+0.00272738j -0.00625904+0.0126731j 0.0125317-0.00364846j -0.00425218+0.00450391j 0.00242962+0.00335995j -0.00371057+0.000845548j -0.00134787-0.000720939j -0.00269591-0.000291633j -0.000713432-0.000174081j 0.0103835+0.0101186j -0.000380128-0.000585475j -0.00376018-0.000141585j 0.00179536-0.0026036j -0.0050612-0.00558648j 0.000778785+0.00226559j 0.00211794-0.0014078j 0.000211418+0.000579001j -0.0040046-0.00239521j -0.00120323-0.00123036j -0.00207155+0.000706568j -0.00329858+0.00149341j -0.00150415-0.00370812j -0.00123866+0.00110207j 0.000624322+0.000720998j 0.00082785+0.00110568j 0.00175705+0.00092848j -0.000502282+0.00110493j 0.000116026-0.00129244j 0.00177264-0.000383721j 0.000403044+0.00107114j -0.000740792-0.000820195j -0.00098419+0.000993874j 
-0.000791255+0.000414073j -0.000140128-0.000612971j 0.000628385+0.000384055j 0.00108561+0.000556092j 0.0014856+2.19424e-06j -0.000395982+0.000121769j -0.00222504-4.36815e-05j 0.000724043-0.00189858j 0.00265245+0.000238837j 0.00195802+0.00241798j 0.00202748-0.000766829j -0.00404477-0.00221077j 0.000410329+0.00119365j -0.00120713+0.00056604j 0.0027244+0.000931008j -0.00197599+0.000833672j 0.00151362-0.00374075j -0.000489672+0.00250775j -0.000574138-0.0050551j 0.00165046+0.00282343j 0.000435408-0.000316477j -0.00982931-0.00275146j 0.0052273+0.00640541j 0.00089981-0.000604057j -0.0012957-0.00108582j -0.00959728-0.0046359j 0.000686192-0.000280449j -0.00331453-0.00025749j -0.00125033-0.00563276j 0.00829298-0.00031513j -0.000199856-0.00548766j -0.00816886-0.000663991j -0.000453701+0.0019383j 0.00367668-0.00159261j 0.00684714-0.00393685j -0.00822073+0.0102317j 0.00144839-0.00185495j 0.00220133+0.00284757j -0.00531093-0.00217818j -0.0194426-0.00481369j -0.00521362-0.00273576j -0.00533492-0.00663482j 0.00760534-0.0041446j -0.00265576-0.00347633j -0.0101941-0.010023j -0.00344421+0.0040412j -0.00178854-0.00192974j -0.00367425+0.00415715j 0.000699549-0.00536194j 0.00425323+0.000335465j -0.00509182+0.00803989j -0.00514115-0.00396081j 0.00454604-0.00244849j 0.00395405-0.00331857j -0.0108285+0.000452959j 0.0085027-0.00434777j 0.0140341-0.00312199j 0.000712769+8.64148e-05j 0.00220602-0.00273378j -0.00030116-0.00412106j -0.00473325-0.000732504j -0.00214861-0.00481862j 0.00511651-0.00218575j -0.000635183-0.00371029j 0.00372882+0.00128206j 0.000584958-0.00457657j 0.000718437-0.000245367j -0.000739461+0.00293365j 5.4731e-05+0.001199j 0.000111516+0.00150091j 0.00239038+0.00156426j -0.00126057+3.5197e-05j -0.000548686+0.000248804j 3.1777e-05-0.00082078j 0.000506864+0.00171603j -0.00131689-0.000570894j -0.000344616+0.00097549j 
0.000852506+0.00153692j -0.00171373+0.000367157j -0.000746766-0.00215484j -0.000842161+0.00109735j -0.00130467+0.000163949j -0.00149651-0.000379133j 0.0011714-0.000102108j 0.000837096-0.00135549j -0.00124811-0.00185932j -0.00106143-0.00197506j -0.00186261-0.00318845j 4.06926e-05-0.00216855j -0.000603967+0.00225404j -0.00183372+0.000216151j -0.000374997+0.000684752j -0.00132117+0.00528626j 0.00234775+0.00691292j 0.000936333+0.000624938j 0.00151098-0.00405322j -0.00177371+0.001054j 0.00506456+0.000321066j -0.000463379-0.00108683j 0.00102664+0.00198008j -0.0016079+0.00115938j -0.00607876-0.00479419j 0.00202094+0.000304507j 0.000483486-0.00170927j -0.00171442-0.00320656j 0.00130278-0.00245729j -0.00333254+0.000579191j -0.00249874-0.00636605j -0.0045871+0.00258163j -0.00104427+0.00615187j 0.0101642+0.000338257j 0.00644495+0.00162977j 0.00471758-0.00217279j 0.00833389+0.020272j 0.000905042+0.00348231j -0.0105465+0.00228431j 0.0143485+0.0212542j 0.0129161+0.0138711j 0.000441149-0.0113817j 0.00565353-0.00913525j 0.00189546-0.00031848j 0.00690403-0.00381559j -0.00807326+0.000412886j -0.00907227+0.00943696j 0.000230075-0.00552056j 0.00490866+0.00222423j 0.00111337+0.00510293j -0.00169207-0.00737661j -0.00319725+0.000750226j 0.0152429+0.00824336j -0.0124806-0.00537231j 0.000956329+0.00601556j 0.00555359+0.000871457j -0.0132426+0.00337433j 0.0113307+0.00550788j 0.00289007+0.00346984j -0.00452975-0.00164181j 0.00468768-0.00494577j -0.00728875+0.000595336j -0.00558162+0.0101505j 0.00693575-0.00247139j 0.00029947+0.00467341j 0.0015082-0.00274681j -0.00178745+7.47705e-05j -0.000224771-0.00727755j -0.00203908+0.00713532j -0.00210094-0.000867957j -0.00127822-0.00125322j 0.00188554+0.00377501j -0.000105008-0.00417769j -0.000174036+0.000325678j -0.000767648-0.00241333j -0.000739908+0.00100541j 0.000405287+0.00103112j 
0.00362542+0.00256124j -0.00187761+0.00298934j 0.00306892-9.36719e-05j 0.00111686-0.000318809j -0.000655701-0.00464935j 0.000274475+0.00233232j -0.000915133+0.00215083j -0.000174569+0.00103179j -0.00256501-0.00148436j -0.00111747-0.0046455j 0.0013585+0.00168551j -0.00352334-0.00101366j -7.87585e-05+0.00290433j -0.00298138+0.00499996j -0.00326627-0.0035571j -0.00029132-0.00101397j 0.00389324+0.000502409j 0.00462484+0.00851832j -0.00208723-0.003431j -0.00426727-0.00239013j 0.00223504-0.00166249j 0.000917269-0.00120075j 0.00233797+0.00276948j 0.00172483+0.00289983j -0.001831-0.00362258j -0.00329956-0.000816249j 0.00162689+0.00621647j -0.00866192-0.000293024j 0.00754334+0.000383915j -0.000681955-0.0085182j 0.00110798-0.000315659j -0.00638974+0.00470805j -0.000101497+0.00654201j -0.00350298+0.000509068j -0.0193959-0.0109275j -0.00260507+0.00145367j -0.00484082-0.00229625j 0.0013354-0.00295339j -0.00976816+0.00818635j -0.0149818-0.00542408j 0.0015518+0.0121562j -0.0020643-0.00288721j -0.000914168-0.0112395j -0.00170507-0.00820517j 0.00252843+0.00469163j 0.00505188-0.0132016j 0.00643614+0.00331608j 0.00233893-0.00473766j -0.00147724-0.0016696j 0.00710259-0.000991323j 0.00273027+0.00258869j -0.000240193+0.00458843j 0.00149664-0.00949878j 0.00973768+0.00326664j -0.00237192-0.00196353j -0.00475696-0.00261838j -0.00765597+0.00432764j -0.000777935-0.00404978j 0.000179469+0.00843349j -0.0168424-0.00219408j -0.00825694+0.00895966j 0.00631472+0.00789212j -0.000788103-0.00206346j -0.0102532+0.00731913j -0.00657862-0.00572835j 0.00060913+0.0116012j -0.00188883+0.00212473j 0.00171157-0.00205755j 0.00169967-0.000407825j 0.000531719-0.00468627j -0.00366963+0.000212294j 0.00353378+0.00446966j 0.000204052+0.00206655j 0.00114905+0.000904959j 0.00118922-0.00406377j -0.000349703+0.00228155j 0.00105151+0.000265744j 
0.00126822-0.000668682j 0.0011279+0.0014562j -0.000878167+0.000706523j 0.000277229+0.00366831j 0.00394354-0.000529953j -0.00228994+0.000472687j 0.0015404+0.000686591j 0.000285758+0.000287714j -0.000351171+0.00244174j 0.0002923+0.00114774j 0.00312799-0.000204151j -0.00159483+0.00289229j -3.14437e-06+4.45703e-05j -1.84719e-05+0.00016619j 0.00425526+0.00105778j -0.000715259+0.00324378j -0.00289922-0.000863217j -0.000138972+0.00699062j 0.00723739-0.000461592j 0.000925566+0.000986717j 0.0081221-0.00510759j -0.00460535+0.000772338j -0.00316836+0.00196759j -0.0032744+0.00237407j 0.00248014-0.00325551j -0.00410645+0.00324614j -0.00363873-0.00549483j 0.00269096-0.00601117j 0.00391017+0.00403015j 0.0016233+0.00147389j 0.00249292-0.00445969j 0.00271446-0.000969564j 0.00369665-0.00331085j -0.0156461+0.0041489j -0.00220576+1.42579e-06j -0.0120064+0.00684318j 0.0042447+0.00338549j -0.000297182-0.001971j -0.00407788+0.00465197j -0.00718042+0.00142232j 0.00850867-0.0159587j 0.000281019+0.0164543j -0.00257763+0.00674854j 0.00853815+0.00613162j -0.00102217+0.00245707j -0.00310451-0.00348957j 0.00767096-0.00425135j -0.000705503+0.0013401j 0.00498726+0.00305195j -0.00575034+0.00954439j -0.00675658+0.00079213j 0.00384355+0.00525111j 0.00457639+0.00156383j 0.00607559+0.00640054j -0.00155876+0.000316995j -0.000781036+0.00321596j 0.000453715-0.00363812j -0.00376696-0.00162989j 0.00416363-0.00630042j 0.00312248-0.00769428j 0.00406606-0.00846853j -0.00046326+0.00163654j 0.00806605-0.00589897j 0.000602294+0.00053596j 0.00414239-0.00225847j 0.00322747+0.00213067j -0.00161082+0.00215598j 0.000202094-0.00100405j 0.00152867-0.00181448j -0.00148672-0.00100865j -1.45642e-05-0.00247703j -9.1826e-05+0.0011664j 4.69804e-05+0.000675827j 0.000533205+0.0021778j -0.00141506-0.000841447j -0.000399419+0.000735394j 0.000656491+0.000151066j 
-0.000657187+0.00202599j -0.00264386-0.00141153j -0.0021516-0.00269393j -0.00081824-0.000278447j -0.00388617+0.0004362j 0.00136936+0.000276118j 0.000957692+0.000871686j -0.000975574+0.000471259j 0.00123573+0.000796955j -0.00494471+0.000272971j -0.000535383-0.000748958j 0.00120384-7.01137e-05j -0.00300174-0.0023465j -0.00139656-0.00297789j -0.00435429-0.00414068j -0.00207021+0.00257007j 0.00338557+0.00401759j -0.00382537-0.0029462j -0.00186734-0.00507244j 0.00269914-0.000394361j 0.00189319+9.80596e-05j 0.00150407+0.00829828j 0.00269291+0.00094255j 0.00402061-0.00347631j -0.00947159-0.00603507j 0.0106749-0.00621677j -0.00120886+0.00204996j -0.000624254+0.00568081j -0.00993113-0.00147292j 0.00358701+0.0151688j 0.00387638+0.00689481j 0.0049899-0.00148399j -0.00659004-0.00247079j -0.0109208+0.00508353j -0.00631722+0.000334497j -0.00186473-0.0123676j -0.00744965-0.00585521j -0.00252059+0.00513513j -0.00644079-0.00861359j -0.00359155+0.0014825j -0.000477692-0.0121645j -0.00562721+0.0059252j 0.000702264+0.00885863j 0.00757256+0.00148441j -0.00347304+0.00947949j 0.00791747-0.00204701j 0.00994719+0.00684724j 0.00578026-0.00913753j 0.00411915+0.00683762j -0.00813991-0.00185097j 0.000795758-0.00238977j -0.00161705-0.00369451j 0.00380456+0.00257702j 0.000949706+0.00338333j 0.00394398+0.012394j 0.00466508-0.000423941j -0.000960699+0.00909933j -0.000418541-0.00201344j -0.00816897-0.0112508j 0.00767299+0.000276273j -0.00204553-0.00921655j 3.97732e-05-0.000195234j -0.0041278-0.00601527j 0.00167439-0.00118456j 0.000797912-0.000776036j 0.000350369+0.00206697j -0.00758063-0.00197525j -0.00561694-0.000605628j -0.000981976+0.00120517j 0.000627675+9.15961e-05j -0.00111691+0.000930311j 0.00280703+0.000775868j 0.000466274-0.00267064j 0.000744403-0.00224493j 0.00025992-0.000934528j -0.000279774-0.000102075j -0.000525776+0.0010038j 
-3.18194e-06-0.000297154j 0.000571391+8.06253e-05j 0.000738256+0.00110511j 0.000931046-0.00075752j -0.000216305-0.000111624j -0.00140984+7.97827e-05j -0.00191721-0.000849705j -0.000555672+0.000508889j -0.00155985-0.000821963j 0.00336715-0.000754334j -0.000346685-0.00122822j -0.00102233+0.00170025j -0.00136111-0.00115334j 0.000209307-0.00224138j 0.00042929-0.00112369j -0.00335923-0.00278867j 0.00417562-0.00468492j -0.00213404-0.00377899j 0.000134681-0.00752615j -0.00514421-0.000842145j 0.00244672-0.00669182j -0.0007487-0.000282202j 0.0123713+0.00587355j -0.000134677-0.00572784j -0.00697292-0.0119441j -0.00627704+0.00311784j -0.00433669-0.00839406j 0.00455624+0.000287631j -0.013318+0.00179265j -0.000238058+0.00310838j 0.00481612+0.00346423j 0.00503685+0.00355258j 0.00742877+0.00548008j 0.0105083+0.00408562j -0.00456303-0.0100531j 0.0013699-0.00293452j 0.00083778+0.00560438j 0.00206117-0.00235342j 0.00915171+0.00469591j -0.00139178-0.00189087j -0.00232866+0.0157993j -0.00227352-0.0018709j 0.00679215-0.0121697j -0.00249303-0.00903899j 0.0103793-0.00609437j 0.000571808+0.00235273j 0.0011546-0.00733554j -0.0102832+0.0158565j 0.0098206-0.000295281j -0.00386795-0.00795157j 0.00871781-0.00619877j -0.00162708+0.00141065j 0.0112543-0.0136801j -0.00635448+0.00597756j -0.01649-0.00521277j -0.00147505+0.0051j 0.00322593+0.00451762j -0.00147972+0.00284375j 0.00562023-0.00207025j -0.00187417-0.00160247j 0.00546959+0.0105288j -0.00316172-0.000976443j 0.000932926-0.000511293j -0.00033778-0.00249727j -0.000639811-0.00193768j -0.000980282+0.00107549j 0.00340191-0.000720905j 0.00378601+0.00044368j 0.00113293+0.00150463j 0.0010172+0.00156777j -0.000518537+0.000209932j -0.0010399-0.000144677j -0.000808766+0.000967443j 0.000436341-0.000307395j 0.00133612+0.000499926j -0.000347724-0.000630322j -0.000621664+0.000105978j 
-0.000994503-0.000946988j 0.00170462-0.00104847j -0.000299773-0.00115079j -0.000737537+0.00320715j 0.00160549-0.000806821j -0.00142691-0.000205947j 0.00358185+0.00470115j -0.000252092+8.71639e-05j 0.00208671+0.00309458j 0.00466194-0.00211432j 0.0035802+0.00212977j -0.00747619-0.00188334j 0.00497124-0.000303623j -0.00217313+0.00465036j 0.00583892+0.000995294j 0.0102347+0.000189082j -0.00282072-0.00175796j 0.00274794+0.00996399j -0.00762593+0.00413735j 0.000196155+0.00257501j 0.00103004-0.0100362j -0.0102329+0.00183068j 0.00727508+0.00338401j 0.00143274+0.00291904j -0.00193149+0.00423662j 0.000189405-0.00277198j -0.00790034-0.00399894j -0.00158004-0.00160194j -7.9328e-05-0.00556354j 0.00400293-0.00937076j 0.0110132+9.72361e-05j 0.00287978-0.001268j -0.000598114+0.0210147j -0.00115255-0.00313938j 0.00780449-0.00250693j -0.00126541+0.00175569j 0.00049958+0.00882288j -0.00105203+0.00766647j -0.00503485-0.00898494j -0.00431965+0.0121976j 0.00743808+0.00140807j -0.00666015-0.00264742j 0.00959996-0.00395281j 0.00065261-0.000876065j -0.00732048-0.00758332j -0.00680783+0.0142793j -0.00758982+0.00788708j 0.00482805-0.000130753j 0.000125624+0.0033909j -0.000527168+0.000183843j -0.00980541+0.000208281j 0.00228264-0.00101422j 0.006494-0.00379758j 0.00315163-0.00679693j 0.00456786+0.00103354j 0.0025797-0.00353415j 0.000199245-0.00271524j -0.000302798-0.00217482j -0.00178366-0.00419143j -0.00505326-0.00495529j -0.000196869-0.00102261j -0.00610452+0.000122211j 0.0026752+0.00104792j -0.00150297-0.00217687j 0.00335024+0.00454317j -0.00112133+0.000585228j 0.00255246-0.00110164j 0.00274556-0.00172087j 0.00267108-0.00216855j 0.000502876+0.000457294j 0.00213989+0.000346913j -0.0019824-0.000207762j 0.00222869+0.00133482j 0.00137032+0.00233883j -0.00159694+0.000778132j -0.00188211-0.000165801j -0.000238088+0.00142931j 
-0.000116356+0.00113853j -0.00107882-1.22454e-05j 0.000529593-0.000449559j -0.000348875+0.000194506j 0.000520605+0.000302781j 0.000196192+6.95319e-05j 0.00267619+0.00214261j -0.000980337+0.00162118j -0.0023892+0.00239267j 0.000492656-0.00213105j 0.00131896+0.00104458j -0.000107562+0.000332548j 0.00299121+0.00303291j -0.00232894-0.000645396j 0.00146905+0.00568796j 0.00769973-0.00292246j 0.00166674+0.00154332j 0.0013377+0.0012465j 0.000351012+0.00360049j -0.00287264+0.000735949j -0.004961-0.0171701j 0.00533127-0.000799825j -0.00917598+0.00156032j 0.00470915+0.00139675j -0.00631871+0.00341087j 0.0127153-0.0019183j 0.00111719-0.00741908j 0.00408354+0.00725865j -0.00550957+0.0101752j -0.00893184-0.00888561j 0.00589212-0.00398192j 0.00538598-0.00192445j -0.00240026-0.00228459j -0.00239018+0.00136898j -0.00126807+0.00235126j 0.00111583-0.0108j -0.00581889+0.0046656j -0.00686154-0.000243932j 0.00152814+0.000819805j 0.00910538-0.00379532j 0.00560315+0.00849122j 0.00108722+0.0134258j 0.000547189-0.000532684j -0.00646649-0.00371394j 0.0091941+0.000618529j 0.00104889-0.00375596j 0.00566695-0.00208657j 0.00568277-0.00543327j 0.00533371+0.00525302j -0.00650436-0.00308757j 0.000776483-0.00795121j 0.0168428-0.000406004j 0.00623718+0.00186165j 0.00798483-0.00221274j 0.00240404-0.00156259j -0.0031887-0.00140977j -0.0012223+0.0156533j -0.00383211-0.000345834j 0.0024092+0.00301833j -0.000216377+0.00208247j -0.000976685-0.00235823j 0.00794668+0.00299772j 0.00169956+0.00657149j 0.00253912-0.000850498j -0.000564853+0.000815195j 0.00145652-0.000688849j 0.000721748+0.000870697j -0.00264258-0.00202136j 0.00205719+0.0016198j 0.000638029-0.000443252j -0.000560419+0.00195238j 0.00114836-0.0010543j 0.00102428+0.000830467j -0.000653597+0.000429558j -0.000766014-0.00117186j -0.000849196+0.00110345j 0.0011373+0.00107432j 
0.0012258-0.0014353j 0.001212+0.000794934j -3.72995e-07-0.00133662j -0.000914526+0.000916311j 0.00211874-0.00202151j -0.000151077+0.0012238j 0.00420024+0.000909488j 0.000285606-0.00294454j 0.000560149-0.00279465j 0.00239696-0.00260678j 0.00356441-0.00352j -0.00306004-0.00152329j 0.00296719+0.00266762j -0.00404177+0.00363678j 0.00261767-0.00501184j -0.000901682-0.00175125j -0.00289754+0.00340707j -0.002874-0.00116301j 0.00813487+0.00149358j -0.00199669-0.00122348j 0.00177297-0.00319156j 0.00143915+0.00279113j 0.0053487-0.00766491j -0.000472024+0.00193802j 0.00494405+0.00285463j -0.00292042+0.00476917j 0.00840275-0.00220912j 0.0101756-0.00614253j -0.00227701+0.00522151j 0.0109723+0.000300633j 0.00251421+0.0157668j -0.000150382+0.00339891j -0.0012182-0.00886259j -0.0023654-0.000515397j -0.00186018+0.0103j 0.0042111-0.00194528j -1.91377e-05-0.00250658j -0.0044686-0.000948654j 0.00264686-0.00122349j 0.0151694-0.00119033j -0.000557093-0.000423736j 0.00166051+0.00224874j -0.00318818+0.00582092j -0.00387847+0.00110823j 0.00539699+6.37816e-05j 0.0009802+0.00451994j 0.000989867-0.00959028j -0.0133051+0.00130448j -0.00601996-0.00137219j -0.0122973-0.00885536j -0.000727269-0.00171027j 0.000146227-0.00816433j -0.00807183+0.00327497j 0.000176457-0.00222636j -0.00333271-0.00749233j 0.00650096+0.00409439j 0.00125775+0.00322187j -0.00166295-0.00401327j -0.000891966+0.00422881j 0.0019143+0.000518711j -0.00585107-0.00143471j -0.00350423+0.00197316j -0.00428833+0.000539507j 0.00353338+0.00343578j -0.000953531+0.000287369j 0.0068463-0.000521337j -0.00109674-0.000805941j -0.00179064-0.00195099j -0.00335098+0.00178682j -0.00105977-0.00416909j -0.00327481-0.000630756j 0.00482279-0.000468793j 0.00184216-0.000862124j -0.000746146+0.000706197j -0.000811055-0.00109002j 0.000402218+0.000614029j 0.00013378-0.000573695j 
