-0.0896087+0.0349309j -0.0440574-0.0908323j -0.00998982-0.163428j -0.143578-0.00885138j -0.0758219+0.0634217j -0.109569+0.019599j -0.130502-0.159511j 0.168778-0.159621j 0.0150975-0.0698043j 0.0452316+0.0348083j -0.0260824+0.00522458j -0.112163+0.0997309j -0.190051-0.0676514j -0.0958709+0.0363619j -0.0777737+0.0878423j 0.0287239-0.0124858j 0.0497897+0.0118234j 0.0895637+0.0466087j 0.0541696-0.0162142j 0.110441-0.145559j 0.0495188+0.131323j 0.110532-0.127797j -0.00773032+0.0191434j 0.101356-0.0866591j -0.0662523-0.0123053j 0.0411375+0.0734427j 0.0217002-0.0172965j -0.023603+0.062322j -0.053485+0.0579628j -0.0328466-0.0966001j 0.0253806-0.0495923j 0.185922+0.0847998j 0.13382+0.0420837j -0.0611241+0.091814j -0.00184621+0.00468152j -0.0035772+0.0911568j -0.0137449+0.0239691j -0.0112889-0.0565573j -0.0443597-0.113784j 0.00655776+0.0130189j 0.0194585-0.0378603j 0.0650292-0.0356529j 0.0986375+0.115861j 0.0350814+0.0970568j -0.0104479-0.0556292j -0.0483265+0.124241j -0.0632322-0.0738074j 0.00609859+0.0174111j -0.0810917-0.0470547j 0.052892-0.0979634j -0.0752183-0.0528639j -0.0198126-0.0129828j -0.0115939-0.018387j -0.0378112+0.109632j 0.0250433+0.0566609j 0.0167565+0.0588803j 0.0442617+0.00949831j -0.049719-0.080373j -0.0433949+0.002795j -0.0407978+0.0570803j 0.00651169+0.0490611j 0.028636-0.0485006j 0.0928776-0.0786941j 0.0718537-0.121895j -0.0447999-0.0272438j -0.0468555-0.0253437j -0.0801286-0.0933869j 0.079526-0.0535653j 0.184381+0.0524321j -0.111335+0.034081j -0.0617335-0.091305j -0.0928177+0.0602932j -0.103343-0.183663j -0.0935211-0.0352834j 0.00762434-0.114781j -0.0862875-0.120445j -0.128518+0.082804j 
-0.00151022-0.00391198j 0.00283333-0.00121543j 0.000932965+0.000679933j -0.0009807-0.0018549j -2.74666e-05+0.00765918j -0.00116602+0.00127981j 0.00031339-0.00135993j 0.00252085-0.00111236j -0.00353043+0.00148731j -0.00431282+0.00273655j 0.000680978+0.00341989j -0.00248516+0.00239682j -0.00508475+0.000216284j 0.002931-0.0023001j 0.00192052+0.000999044j 0.00444374+0.00072283j 0.00230413-0.00178974j 0.00154785+0.00134834j -0.00333612+0.00311259j 0.0047154-9.45584e-05j 0.00139078-9.95826e-05j 0.00464525-0.000763789j -0.00114549+0.00190075j 0.00097123-0.000242071j 0.000516078-0.000612838j -0.00119777-0.000124695j -0.0026624-0.00264473j -0.000305481+0.000680952j -0.000667075-0.00206555j -0.00334293-0.00126183j 0.000495733-0.00170113j 0.00865414-0.00140826j -0.000573429+0.00121786j 0.00393254+0.00126544j 0.00386519+0.00107215j -6.76845e-05+0.00161213j -0.00238625-0.00409634j -0.00474716-0.0049372j 0.00582198-0.00280037j -0.00039283-0.00169572j -0.000712089-0.000483352j -0.0015898-0.00313952j 0.0013467+0.0061448j -0.00433222+0.00309364j 0.00597304+0.000113052j 0.0010923-0.00605859j 0.00118961-0.00460275j -0.00221433+0.00375057j -0.00621915-0.00883919j 0.00769706+0.00407368j 0.000516284-0.00301556j -0.00421432+0.00483343j 0.00019775-0.00285268j -0.00460434+0.0045996j 0.00415777+0.00105441j 0.00239564+0.00554386j 0.000959839-0.00205962j 0.00327792-0.00542548j 0.00321641+0.00095662j -0.00123049+0.00297513j -0.00118645-0.00185916j -0.00102846+0.00489102j 0.00734497-0.000760427j 7.61565e-05-0.00654942j 0.00318028-0.00109398j -0.00270845-0.00077065j 0.0038626+0.00207539j 0.00913045-0.00553921j -0.00139898-0.00601455j 0.0034308+0.00141394j 0.00476514-0.00378251j -0.00288941-0.00995063j -0.00802213-0.000517171j 0.00546016-0.0039604j -0.0076924-0.00518654j 0.00361613-0.00566828j -0.00442029-0.000189313j 
0.000646892-0.00087708j 0.000664839+0.0011005j 0.00084606+0.00314798j 0.00176628-0.000197653j 0.00274952+0.00300924j -0.000285108+0.00147172j 0.000528555+1.42271e-05j 0.000140163+0.00110029j 4.48748e-05+0.00257287j -0.00147905-0.000509464j -0.000815979+0.00153522j -0.00142598+0.000993859j 0.000653205+3.00071e-05j -0.00148591-0.00223936j 0.00163409-0.000582757j 0.0026162-0.000480855j -0.000360366+5.2445e-05j -0.000380601-0.000757295j -0.00411153+0.000862666j 0.0012095+0.00137134j -0.000162758+0.000469872j 0.00118308-0.000327311j -0.000285359-0.000847844j -0.00023188-0.00114707j 0.00181143+0.00123549j -0.00348085+0.00108765j -0.000752303-0.000611052j -0.000166867-0.0010429j -9.05609e-05+0.00152276j -0.000853282-0.00171541j -0.000704602+0.00035899j 0.00204521-0.00088072j -0.00186712+0.000504542j 0.00282974-0.000178947j 0.0023785-0.00214844j 0.000727034+0.000646443j -0.00132744-0.00259527j 0.00117331-0.00253448j 0.000725569+0.00195752j 0.000228853-0.00217309j -0.000453145+0.00164731j -0.000705387+0.000673031j 0.00141721+0.00338694j -0.00217506+0.0014975j 0.00316695+0.00169034j 0.000194746-0.00380956j 0.00146786-0.00217268j -0.00177479+0.00226332j -0.00294013-0.00230464j 0.00213783+0.00347917j 0.00124646-0.00115064j -0.00201002+0.00277711j 0.00488715-0.00274694j -0.0051978+0.00214213j 0.00298232+0.00246762j -0.0039707+0.000420368j -0.000513698-0.00147098j 6.83306e-05-2.49713e-05j 0.00162967-0.000770148j -0.00218569-0.000191339j 0.00047253-7.83205e-05j -0.000306902+0.00252851j 0.00203848-0.00345056j -0.000274438-0.00297387j 0.001762-0.00236151j -0.00206055+0.00269553j 0.00178923+0.00025879j 0.00257805-0.00195454j -0.0025221-0.00287664j 0.0011457+0.000955091j 0.00357768-0.0012685j -0.00185756+0.000674708j -0.0025657+0.00283693j 0.00108343-0.000218685j -0.0024831+0.000598006j 0.00160944-0.000795609j -0.000211114-0.00108604j 
-0.0016054-0.000578729j 0.000640031-0.00159185j -0.000522022+0.00504434j 0.00446444-0.000746597j 0.00286601+0.00340071j -0.00379038+0.00540763j -0.00392061-0.000933266j -0.00133901+0.00380778j 0.0048268+0.000822709j 0.00069421+0.00142071j -0.00148508+0.000191274j -0.0017757+0.0013964j 0.00141645-0.000887725j -0.00390019-0.000359448j -0.000504633+0.000960452j 0.000567977-0.00145839j 0.0036682+0.00152013j 0.00298158-0.00308786j -0.00737012+0.000145033j -0.00232979-0.00285658j 0.000567787-0.00228488j 0.00388625-0.00137248j 0.00073049-0.00228974j 0.00232628-0.000471095j -0.00142473+0.00156399j -0.000449497-2.26948e-05j 0.000518455+0.0016284j -0.00122565-0.000737163j 0.00332158+0.00390942j -0.000622125-0.000687489j 0.00189804+7.63234e-05j -0.00346794+0.000475257j -0.00192553+0.00251826j 7.6657e-06+0.000445232j 0.00331503-0.00341853j -0.00162512-0.00271501j 0.00174137+0.000938703j 0.00137309-0.00024641j -0.00105787-0.000572308j -0.00324609-0.00313093j -0.00528851-0.00158816j 0.00239875+0.00266055j -0.00326816-0.00531636j 0.00463445+0.00349025j -0.00464113-0.000103108j -0.00739662+0.00509244j -0.00427951+0.00259147j -0.00232308+0.00480735j -0.00275229+0.00555867j 0.00240897-0.0019647j -0.00366205-0.000118525j -0.00100184-9.52773e-05j -0.00225478-0.00732619j -0.000284371+0.0021485j 0.00464901-0.00611002j -0.00476774+0.000705782j 0.000361875+0.00768313j -0.00475777-0.00404241j 0.00264511+0.000375659j -0.000507917+0.000512186j 0.0008873+0.00210958j 0.000475393-0.00125586j -0.00321528-0.000867474j 0.00282611+0.00106732j -0.004833-0.000874666j 0.00167995+5.19254e-05j 0.00227681-0.00180238j -0.0022794+0.00397129j 0.00165751+0.00175785j -0.00138272+0.00212638j 5.82321e-05+0.00333939j 0.00127481+0.00493523j -0.00506882-1.31431e-05j 0.00523467+0.00204299j -0.000183535+0.00785251j -0.000552423-0.000513496j -0.000627486+2.45459e-05j 
0.00381359+0.00353935j -0.00342139+0.00321157j -0.00108808-0.00665157j -0.00408457+0.00184384j -0.000641949-0.0109607j 0.00505638+0.000489943j 0.000166124-0.00335487j 0.00456943-0.00342346j -0.00278532-0.000500492j -0.001063-0.00336479j -0.00147388-0.00554328j 0.00513486-0.00311113j -0.00257748-0.00136722j -0.00297645-1.95263e-05j -0.00446386-0.00263735j -0.00450672+0.00196558j -0.00109583+0.00397221j -0.00620612-0.000567039j 0.00883103-0.00398731j -0.00304162+0.00206065j 0.000212253+0.00326659j 0.000766476+0.00507785j -0.00298477-0.000866082j -0.00322168-0.0019645j 5.76515e-06-0.000838364j 0.00207128-0.00168363j -0.000824047-0.00405964j -0.00124528+0.000488104j 0.00648199-0.000627476j 0.00333354-0.00127921j -0.0015499+0.00329143j -0.00030597+0.00450518j 0.0014886+0.00224196j -0.00439004-0.00128545j -0.00792241+2.01886e-05j 0.00104592+0.00169873j 0.00588216+0.000691182j -0.000624418+0.00242623j 0.0018024+0.0056201j 0.00250637+0.0065003j 0.00349684+0.00376433j -0.000419323-0.00147747j 0.000698161-0.00226458j 0.00153208-0.00914561j 0.00261508+3.74372e-05j 0.0100521+0.00193106j 0.00179726+0.00167049j 0.00611811-0.00664462j 0.00390549-1.9761e-05j -0.002824-0.00163845j 0.00145801+0.00176444j 0.00654127-3.1994e-05j 0.00173388+0.0073938j 0.00536378+0.000122413j -0.00613067-0.00507969j -0.00378501-0.00740823j -0.0022181-0.00884054j 0.00260982+0.0043115j -0.00352061+0.00443465j 0.00103728-0.00903095j 0.00262224-0.00188528j 0.000278287-0.00438372j 0.00335754+0.00767771j -0.00480542+0.00346816j 0.00119716-0.0029715j -0.0027147+0.0043153j -0.00493444+0.0055202j -0.0065781-0.00357532j -0.000102243+0.00282227j -0.00105275-0.00886153j -0.00166793-0.00611629j 0.00538744+0.00522417j 0.00324676-0.00241432j -0.00464841-0.00268861j 0.00324533-0.00811452j -0.00157335+0.00345338j 0.00281474+0.00169135j 
0.000154797-0.00433898j 0.00382146+0.00135645j 0.000242082+0.00685498j 0.0019781-0.00145527j 0.0025232+0.00479234j 0.00178946-0.000244569j -0.000693982+0.000948948j -0.00243255+0.00489152j -0.0001714+0.0013765j -0.00272099+0.00497181j -0.00168983+0.00414245j 0.00305855+0.000620146j 0.000348446-0.000256425j 0.00228326-0.00414087j -0.00160749-0.000741161j 0.00261759-0.00130221j 0.00286201+0.00186067j -0.00446716-7.14381e-05j -0.00159238+0.00195853j 0.00301216-0.00451353j -0.000954063-0.00214424j 0.00755025+0.000596119j -0.00439469+0.00279076j -0.000146425-0.00174272j 0.00129757-0.000608458j -0.00106611-0.0015923j -0.00514703-0.00214602j -0.00166932+0.00203676j 0.00486218+0.00307967j -0.00473714-0.00379483j 0.00262538+0.00121446j 0.0044926-0.00180403j -0.00374872+0.00598639j 0.000331645-0.0032394j 0.0044346-0.00169256j 0.00227392-0.00222295j 0.00314601+0.000291934j -0.00105042-0.00196422j 0.0090294+0.00190412j -0.00880676-0.00382825j -0.00247869+0.000178618j 0.00184558+0.00741651j -0.000560958-0.00627208j -0.00128518+0.00116118j 0.00436308+0.000966205j -0.00366116+0.00126986j -0.00387949-0.00240195j 0.00405459+0.00801774j -0.00460068+0.000919297j 0.00529516+0.000138338j 0.00304865-0.00194438j 0.00430631+0.00474759j -0.000602708-0.00880033j 0.00296472+0.00771758j 0.00949064-0.00183594j -0.00442958+0.00273501j 0.00014532-0.00315875j -0.00166942-0.00266483j 0.00223095+0.00327838j -0.000344834-0.00243432j -0.00185878+0.000975528j -0.000165522+0.00420997j 0.00272744+0.00111399j -0.00251472-0.00541031j 0.00489868-0.00404855j -0.00491794+0.000615302j 0.0061548+0.00370216j 0.00461423+0.00304431j 0.0027183-0.00174149j 0.00122202+0.00326736j 0.0043235-0.000469309j -0.000951995-0.00369256j -0.00252916+0.00616907j 0.00264532+0.00382314j -0.00348464+0.00610782j 0.00217656-0.00120716j -0.000135991-0.00212076j 
-0.00215115-0.00382414j 0.00312175-0.00174486j 0.000687054+0.00193224j -0.000139796-0.00320672j -0.00233649+0.0061884j -9.55305e-05-0.00237814j 0.000133896+0.00140749j -0.00169179-0.0012232j 0.000898975-0.00187494j 0.000216868+0.00274315j 0.000808134+0.00252339j 0.000732204+0.00146725j -0.000228089+0.00179387j 0.00540193-0.000707775j 0.0011338+0.00257833j 0.00174825-0.00159865j -0.00106761-0.000756172j -0.000333554+0.00065767j 0.00135262+0.00422258j 0.00756642-0.00221478j -0.000703396-0.00425312j 0.00143339-0.00126559j 0.00137648+0.003038j 0.00289282+0.000960335j -0.00318196-8.14101e-05j 0.00206617-0.000591319j 0.00191399+0.00240655j 0.000307567+0.00183122j -0.00398642-0.00418929j 0.00156673+0.00134617j 0.000261398+0.000513108j 0.00138359-0.00536795j 0.00168731-0.00250399j 0.000157432-0.00422575j 0.008896+0.00499229j 0.000346863+0.000390471j 0.000382723+0.0057589j -0.00710652+0.00107858j 0.00188544-0.00406569j -0.00360415-0.000950477j 0.00149253-0.00164572j 0.00090167+0.000198682j 0.00408196-0.00540642j -0.00928985+0.00276866j -3.29181e-06-0.00319581j -0.00610198+0.000571379j 0.00191228-0.00665991j 0.000494763-0.00110052j -0.00345527-0.00583428j 0.00578981-0.0056209j 0.000875715+0.000953506j 0.00175766-0.00439476j -0.00208665-0.000179846j 0.00650772+0.000298883j 0.000757494+0.00654976j 0.0137796+0.00647216j 0.00266262+0.00531765j 0.00252105-0.00351212j -0.000835467+0.00169274j 0.00200477+0.00312765j -0.0100899-0.00939235j -0.00269786+0.0110714j 0.000900263-0.000825992j 0.00882719-0.00634216j 0.00742475+0.00570442j 0.00333317-0.00724725j 0.0035907-1.82061e-05j 0.00692088+0.00113073j 0.00214927+0.000903164j -0.000640547+0.00740088j 0.00200907+0.00511625j -0.00240423-0.00823691j -0.00138699+0.00133986j -1.08663e-05+0.0019098j -0.00287908+0.00453496j 0.000530184-0.00322297j -0.0025744-0.00049943j 
0.000899192-0.00177246j 0.00150022+0.00158494j -0.00033942+0.000671416j 0.000532581-0.000359325j 0.00441294-0.000195477j -0.00114311-0.000405275j 0.00241641-0.00439707j -0.00199876+0.000228847j 0.0012275+0.00426135j -0.00230464+0.00261409j 0.00134387-0.000280473j -0.00216262+0.00263224j 0.00170486+0.00115682j -0.00385685+0.000948842j 0.00157489-0.00174926j -0.00105872+0.000183088j -0.00335299+0.00451295j -0.00211526-0.00062572j -0.000984613+0.00432921j 0.00896616-0.00406921j 0.00573667-0.00178725j 0.00772961+0.00263973j 0.00376257+0.00431444j 0.00364653-0.00416326j 0.00175063+0.0020735j -0.00539419+0.00323046j 0.000456931+0.00333419j 0.000406373-0.0104294j 0.00517832+2.89115e-06j -0.00248118-0.00141362j 0.00201887+0.00727348j 0.00242413-0.00199923j -0.00257122-0.00107974j -0.000600012-0.00145666j 0.000449206-0.00149425j 0.000970243-0.00584968j 0.00017848+0.00543627j -0.00748995-0.000973848j -0.0107862+0.00255151j -0.00233709-0.0019802j 0.00127407+0.00261561j 0.00998101+0.00571559j -0.00300683-0.0107274j -0.00329807+0.00840138j 0.00331418+0.00378414j -0.00673327+0.00142152j -0.00240509-0.0021803j -0.0048431+0.00233399j -0.0112861+0.00340692j 0.00471824-0.00541422j -0.00229298-0.00102006j 0.00139137-0.00357848j 0.000339549-0.0131347j 0.00414903+0.00754329j 0.0115954+0.0043316j -0.000521711+0.0141919j -0.00763269+0.00315574j 0.00249209-0.00788977j -0.00467493+0.00232064j -0.00958639+0.00158724j -0.0103953-0.00727858j -0.01242+0.0196915j -0.00092835-0.00687866j 0.0128071+0.00284945j 0.00518071+0.00601001j 0.00896313+0.00467198j 0.0104588-0.0012883j 0.00407928+0.00729063j 0.00539982-0.00385493j -0.00829375-0.00195351j 0.0050707+0.00598282j 0.00213556-0.00710965j -0.00562283+0.00378571j -0.00134294+0.00343414j -0.00592312+0.00522313j -0.000283529-0.00129258j -0.000117392-4.63598e-05j 
0.001291-0.00148413j 0.00209648+0.00180602j 0.00159944+0.00224685j 0.000457549+0.000273606j 0.00104601+0.00149026j -0.00167373-0.00233946j 0.000738229+0.00169156j -0.00203724+0.000905451j -0.00220336+0.00177639j -0.000218463-0.00177717j 0.000357254+0.0052415j -0.000931513+0.000785497j 0.000837095-0.000287779j 0.00310189-0.00157575j 0.00243754-0.00298651j 0.00354296-0.00128771j -0.000208597+0.0014117j -0.000351025+0.00328698j 0.00110445+0.00192931j 0.00188535-0.00172741j -0.00324253-0.00204446j -0.00101665-0.00137045j 0.00188862+0.000657737j -0.00287142+0.00253565j 0.00256766-0.00178956j -0.00277165+0.000158669j -0.00144161+0.00150828j 0.00158174+0.00220037j -0.00424924+0.0035096j -0.00100587+0.000275489j -0.00122943+0.000313639j 0.00180445-0.00348356j -0.000968797+4.68383e-05j 0.00145353-0.003165j 0.000120163+0.000645876j 0.00269843+0.000918886j -0.00240218-0.00502615j 0.00288794-0.00150679j 0.00192626-0.000370415j 0.000585122-0.00598957j 0.00280892-0.000980506j -0.00497462-2.65366e-05j 0.00230394+0.00614864j -0.0036191+0.000493621j 0.00638354+0.00096674j 0.00280492-0.00769954j 0.00160712-0.00234776j -0.000339797+0.00167074j -0.000971314-0.00258559j 0.000102105+0.00135428j 0.00610821-0.00195706j -0.00210462+0.00299245j 0.0015687-0.00374786j -0.00560752+0.00257527j 0.00236603+0.00591322j 0.00139412-1.25633e-05j -0.00044715-0.00021741j 0.00110644+0.00135727j 0.000805248-0.00117228j -0.0011484+0.00428738j -0.00165356+0.000819282j 0.00362884+0.00253424j -6.52902e-05-0.00400684j -0.00525944-0.00706322j 0.00716987-0.00528667j -0.00390014-0.000377094j 0.000314833-0.00298418j 0.0088905-0.00292931j -0.0020186-0.00227932j 0.00366785+0.00373828j 0.00326817-0.00537023j -0.00409569-0.000481509j 0.00392187+0.00488998j -0.00111882+0.00309321j 0.000720196-0.000115101j 0.00152829-0.000586347j -0.00055462-0.00229044j 
0.00289714+0.00077589j 0.000155508+0.00286974j -0.00147926-0.00348832j -0.00369348+0.00298493j -0.00524267-0.00258315j -0.00164966-0.00751761j 0.0025116+0.003036j -0.00263547-0.000658655j -0.00133466+0.00297481j -0.000635585-0.00224885j 0.000741951+0.00481214j 0.00207246+0.00238427j 0.000964588+0.00178355j 0.00369767-0.000233418j 0.00314671-0.00546217j 0.00324526+0.00395319j -0.00520592+0.00527154j 0.000766704+0.00457058j 0.00778597-0.000335261j 0.00531043-0.00243693j -0.00117428+0.0041272j -0.00257044-8.08138e-05j 0.00217601+0.00182578j -0.00199987+0.00378161j 0.00123552-0.00511668j -0.000599684+0.000168779j 0.000542844+0.00206456j 0.00355513-0.000807549j -0.00776648+0.00233023j -0.0019973+0.00197792j -0.00188336-0.0018557j -0.00331495-0.00508334j -0.00266954-0.00478948j 0.00121521-0.000172949j 0.00391395+0.00656941j 0.00521507+0.00115801j -0.00209292+0.0072811j 0.00176993+0.00182699j -0.00370185-0.00152338j 0.00400416+0.0117882j 0.0132672-0.000918268j -0.00425739+2.75028e-05j 0.00702583+0.00546019j -0.00420972+0.00542753j 0.0116879+0.00314269j -0.0015234-0.0162202j -0.00201117-0.00409635j -0.000951954-0.00489284j 0.00292548-0.00202217j -0.00301575+0.00559185j 0.00697334-0.00578577j 5.69334e-05+0.000528958j 0.0101671+0.00821583j -0.00987038-0.00181768j 0.00278788+0.020157j 0.008897+0.00325808j -0.0077702-0.00132908j 0.00704594+0.00649958j -0.000823206-0.00312601j -4.89773e-05+0.00449721j -0.00401171-0.00437483j 0.000613439+0.00543282j -0.00439436-0.00301183j -0.00116422-0.00956422j 0.0139527-0.00386304j -0.00388451-0.00484158j -0.00253588-0.00756538j 0.00922748-0.00756767j -0.00290959-0.00320238j 0.00231483+0.000913737j 0.00484907-0.00601184j -0.00786798-0.0015376j 0.0106562+0.00328704j -0.00694581+0.00507331j 0.00109794-0.00498954j 6.14399e-05+0.000863585j 0.00042121-0.00154867j 
-0.00415282+0.00010709j -0.00107556-0.0046483j -0.00365549-0.00164962j -0.000657579+0.000236891j -0.00236599+0.00246025j 0.00218807+0.00197427j -0.000765968+0.00206363j -7.95395e-07+7.38832e-05j 0.00249405-0.00258736j 0.000987559+0.00555129j 0.000513889-0.0041336j 0.0032737-0.000603144j 0.000878393+0.00109932j 0.00157076+0.00170114j -0.00200499+0.00488717j -0.0026832+0.001134j 0.00136427-0.00578589j 0.00030379-0.0048255j -0.000671572-0.000238772j -0.000665241+0.00177147j 0.00209029+0.00155969j 0.000174227-0.00113218j -0.00324017-0.000302376j 0.00498152-0.0014173j -0.00497738+0.00210301j 0.00548392-0.00221969j -0.00107683-0.0025568j -0.000306986+0.000426501j 0.000876543-0.00402063j -0.00346194+7.24671e-05j 0.00203123-0.00340088j -0.000295493+0.00323819j 0.0011424-0.00094839j -0.00307005+0.00291401j 0.00562815+0.00261634j -0.00312609-0.00208982j 0.00195805+0.00640921j -0.0021356+0.00132477j 0.00265922-0.00851352j -0.00165833+0.00483674j -0.000814406-0.00696479j 0.000435169+0.00370948j -0.00285119-0.00416049j 0.00487086+0.00412319j -0.0137214-0.00364596j -0.0071431+0.011693j -0.00478202+0.00576033j 0.00324894+0.00124368j 0.00139656+0.00425731j -0.003498+0.00129301j -0.0109166+0.000602933j 0.00259101-0.00336417j -0.00331893+0.00885279j 0.0043138-0.00322834j -0.00254815-0.00231966j 0.00173072-0.000413861j 0.00650373-0.000646019j -0.0026271-0.0033982j 0.00412336-0.00381781j 0.00914031-0.00252158j 0.00804431+0.000362734j -0.00483516-0.00915295j 0.00277178+0.00682879j 0.00541129+0.00515223j -0.00731061+0.00810581j 0.00175414-0.0055556j 0.00072347+0.00337435j -0.0104977+0.00413311j 0.00122347+0.00443522j -0.00227687-0.000345602j -0.00297552+0.00766439j 0.00285705-0.00236604j -0.00114753-0.00642084j 0.00242708-0.00253602j -0.00149819+0.00202475j -0.00258909-0.000292382j -0.00019476+0.00364271j 
0.00238389+0.00136671j -0.000771606+0.00145332j -0.000765132-0.00369598j 5.40265e-05+0.00213344j 0.000752552-0.0039652j -0.00297245+0.00238421j 0.00193377-0.00162905j 0.000932444-0.00167442j 0.000503463+0.00461744j -0.0015379-0.00573015j 0.00327822+0.00102693j -0.00514406+0.00285618j 0.00147896-0.00140459j -0.00143408+0.00158237j 0.00162795-0.00626051j -0.000268269-0.00229785j -0.0028894+0.00141536j 0.00539549-0.00214292j 0.000894803+0.00279896j 0.00221764+0.00187105j -0.00217714-0.000594165j -0.00660261+0.0014321j 0.00882894-0.00360608j 0.000210054+0.00326295j -0.000181765-0.000214217j -0.00431141+0.000769026j 0.00677192+0.00342675j 0.00381961-0.0017852j -0.00549644+0.00166223j 0.00761881+0.00551343j -0.00103586+0.00553008j -0.00157811+0.00017667j -0.00119109-0.008492j -0.00270233-0.00140953j -0.0035345+0.00441897j -0.000622341+0.00173239j -0.00680831-0.00578303j -0.000607491-0.00032608j -0.00909505-0.00348169j 0.00378484-0.0102389j -0.00061039-0.00762284j -0.00445055-0.00362022j 6.3168e-05+0.00956719j -0.00184049+0.00207146j -7.62284e-05+0.000571013j 0.00271996-0.00669766j 0.00613417-0.00216088j -0.00778932-0.00236931j -0.0029972-0.00272493j -0.0032886-0.00332752j -0.00114079+0.00052194j -0.00582526-0.00501038j -0.0023164-0.000739192j -0.00422839+0.000198245j -0.00241078+0.0047516j 0.0091794+0.00116597j 0.00682296+0.00711342j -0.00180914-0.00164056j -0.00255274-0.0051485j -0.000601631+0.009816j -0.00313756-0.00309737j 0.000970153-0.000372772j -0.00262704-0.00530688j 0.00113045+0.000874765j 0.00604567+0.000443704j 0.00578799+0.000301738j -0.00355382-0.00667917j 0.000902413-0.0044682j -0.00162903-0.00492211j -0.00168948-0.00248014j 0.0026914-0.00248968j 0.00171696+0.00332286j 0.00303861+0.0014328j -0.00242846+0.000630859j 0.000549005-0.00312463j -0.000363804+0.000493843j -0.000371997-0.000215746j 
0.000569791+0.00143156j -0.00133982+0.000640063j -0.00130846-0.00148348j -0.00189294+0.00172597j -0.00204822-0.00166321j 0.000770429-0.00251426j 8.99914e-05+0.00180073j -0.000696651-0.000809401j 0.00116065-0.000139911j -0.00255274+0.00349602j 0.000954225+0.00344107j -0.000431159-4.18817e-05j -0.00115241+0.000756381j -0.00123823+0.00108387j 1.12834e-05+0.000218351j -0.00225741+0.00374449j 0.00220601-0.000470601j -0.0071056+0.0041983j 0.0074073-0.00442793j 0.00115001-0.00104813j 0.00618231+0.000200854j 0.000608928+0.000438963j -0.00310003+0.0041029j 0.00102313-0.00176188j -0.00168668-0.00419948j 0.000365659-0.00226816j -0.00422114-0.00277971j -0.000910166-0.000364894j 0.000578534+2.97532e-05j 0.000393633+0.000143904j 0.00104346-0.00190051j -0.00119189-0.000175529j 0.00378999-0.00274614j -0.014104-0.000197357j -0.00577475-0.00585951j -0.00841992-0.000502209j 0.00615365+8.50985e-05j -0.00149892+0.00102722j -0.000723742+0.00207496j -0.0115417+0.000202302j 0.0101321-0.00894094j -0.00516758+0.011665j -0.00129223-0.00301885j 0.00165305+0.00148956j -0.004988+0.00112768j 0.00410943-0.00285032j 0.00675869-0.00137484j 0.00549127-0.00362108j 0.00449787+0.00108584j -0.00249969+0.00174371j -0.00230553+0.00211148j 0.00704183+0.00131346j 0.00533266+0.00233993j 0.00944972+0.00574596j -0.00468102+0.00382145j -1.75794e-05-0.00127562j -0.00250198-0.00131143j 0.00278687-0.00362282j 0.00204111-0.00210415j 0.0024272-0.00937278j -0.00363531-0.00754188j -0.00170088+0.00529991j 0.00882745-0.000591618j -0.00411152-0.00188962j 0.00220637-0.00270329j -0.00477522+0.000368692j -0.00162572+0.00112666j -0.00512398-0.000695395j 0.00393443+0.00214529j -0.000497644-0.00212559j -0.00189497-0.000683499j 0.00020265+0.000277051j 0.000721476-0.00175906j -0.00126714+0.00148309j -0.00033146-0.00177576j -0.000884734+0.000932206j 0.000768911+0.000712379j 
