-0.00297364-0.00578606j 0.00159613+0.021801j -0.00471604+0.0155088j 0.00133991-0.000329878j 0.000848555+0.00267921j 0.000250239+0.0416463j -0.00625828+0.0182632j 0.000294623+0.0287374j 0.00498343+0.0157877j 0.0167502+0.040327j 0.016577-2.84703e-05j 0.00810737-0.0545537j 0.0483897-0.0310566j -0.0560391+0.0694288j 0.0148019+0.0543737j -0.0183377+0.00559979j -0.00594823+0.0129007j -0.00109166+0.0042225j 0.0233942-0.00924733j 0.0157973-0.01262j 0.0165295-0.0107181j 0.0211409-5.1072e-05j 0.0190811-0.00167218j 0.0121325-0.00433716j -0.00952662-0.00584601j -0.014506+0.0154509j 0.00464503-0.00619717j 0.0222721-0.00440695j -0.0123676+0.0070561j 0.0155362-0.00661043j -0.0284797+0.000350946j 0.0064363-0.00398119j 0.0334874+0.00927124j 0.0264262+0.00559575j 0.0340988+0.0189394j -0.0197759-0.0142647j 0.0246815+0.0086558j -0.00403444+0.000460781j 0.00879277+0.00785272j -0.0106398+0.00153669j -0.00373093+0.00167941j 0.00871322+0.00382267j -0.00472304-0.0114889j -0.00384533-0.000526861j 0.00373583-0.0074372j 0.00489079-0.00501822j 0.0044495+0.00307842j 0.0106295+0.00111184j -0.00250207-0.011846j 0.00143896-0.00626031j -0.00268502+0.000860657j -0.0102428-0.00497532j -0.00611155+0.0140264j 0.00461013+0.00236112j 0.00900191-0.00824219j 0.0108072+0.00845327j 0.00171258+0.00372905j 0.0035412-0.00598442j 0.000888343-0.00301686j -0.00975649+0.00137231j -0.012064+0.00536271j 0.0132181+0.00493457j 0.000238567-0.00440823j -0.00791475-0.00266095j 0.0117599-0.0103901j -0.00253235+0.00333313j -0.00289562+0.00660875j 0.00645974+0.00984871j -0.0115889+0.0108899j 0.000265692+0.0020245j 0.00599183-0.000382765j 0.00447702+0.00385513j -0.0170331-0.000854013j -0.00525493+0.00990828j 0.0079254+0.0128386j -0.00677325-0.00144322j 0.00219981-0.000127263j 0.00674775-0.000299938j 0.00019186-0.0059842j 0.00341363-0.00314191j 0.00647799+0.0183558j 0.00584427-0.00921287j -0.00182954-0.00116202j -0.00577326-0.00231085j 0.0213617+0.00809672j 0.00291302+0.00601578j 0.00434577+0.00631222j -0.00194399+0.0018572j 0.00716461-0.0080676j 0.00888063+0.00653443j 0.0136559+0.0132691j -0.0110607+0.0177942j -0.00458414-0.000330924j -0.0159559-0.00328918j -0.00992445+0.0190328j 
0.0254146+0.0253037j -0.0668748-0.0314014j 0.0708113+0.0249148j 0.0696587+0.0342753j 0.010716+0.00318832j 0.00802867-0.00906922j -0.00394741+0.0121435j -0.00820196+0.0161487j 0.00377276-0.00703645j 0.00434477+0.0121752j -0.000772701+0.00239469j 0.00796466-0.00174635j 0.00473052+0.00441285j 0.00463181+0.00264745j -0.00924359+0.0054345j -0.031902+0.00551297j 0.0353141-0.00735183j -0.155953-0.00884148j 0.368476+0.00397624j -0.109501-0.0025376j -0.103492+0.0035923j -0.0879592+0.00252822j -0.0484469+0.00148978j 0.325543-0.00178855j -0.0167902+0.00127259j 0.0550679-0.00213967j 0.0598195-0.00173695j -0.0153456+0.000458983j 0.0531535-0.00258628j 0.0130985-0.00138663j -0.0244654+0.00155794j 0.00104168+0.00107011j 0.0249835-0.00139319j 0.027202-0.00441304j 0.000403096-0.00107285j 0.031442-0.00177335j -0.0153047+0.000231472j 0.0242252-0.00942725j 0.0580257-0.00500433j 0.0183554-0.00560654j 0.104155-0.0084248j 0.0978357-0.0334416j 0.0115787-0.0102399j -0.0120627+0.0154181j 0.0111354+0.00189998j 0.00400508+0.00485633j 0.0373729+0.0356183j -0.0306426-0.0618334j -0.0186312-0.00733957j 0.0164202+0.00923827j -0.00668597-0.0035823j 0.013467+0.000323127j 0.00353016+0.0121498j 0.00401164-0.0199971j 0.00849723+0.00695885j 0.00784586+0.0179418j 0.00215363-0.0193367j 0.0155472-0.00258181j 0.00913162+0.0119231j -0.013099-0.0210475j -0.00651456-0.00547123j -0.00555654+0.0080109j -0.00993409+0.000762545j -0.00220058+0.00340954j 0.00190589-0.00440556j 0.000284308-0.000574424j 0.00137416-0.00108505j 0.00418833+0.00512964j -0.001635+2.30857e-05j 0.00600233-0.00381784j 0.00353104-7.56007e-05j 0.00304447+0.00614423j 0.000384268-0.00441336j -0.00335897+0.00524336j -0.0017822+0.00225081j -0.000854793-0.00197885j 0.00479348-0.000834473j -0.00259591-0.00134189j 0.0010134-0.00267312j 0.0078802-0.000426732j -0.00567515-0.000377219j 0.000148517+0.000990109j -0.00444097-0.000141425j -0.00697526-0.0021486j 0.000698163-0.00115301j -0.000685777+0.00161436j -0.00121135+0.000996306j 0.00613504+0.000663092j 0.00294237+0.00305784j 0.000899321-0.000160871j 0.00213842+0.000640828j -0.000115139+0.00203638j -0.00150608+0.00451739j -0.00323621-0.001491j 0.00514298+0.000743007j 
-0.0424495+0.00749936j 0.0254922+0.0112165j -0.0537928-0.00630382j 0.00486689-0.00688283j 0.0405439-0.0356883j -0.0198103+0.00815937j 0.00926241-0.0131629j -0.021147+0.025379j 0.00939134-0.00680375j 0.00398586-0.00348042j 0.00379517-0.00223583j 0.0183275-0.00661585j 0.00187137-0.000909176j 0.0112362-0.00298611j 0.00664737-0.000230608j -0.0295224+0.00124638j -0.0323842-0.00082881j 0.00965707-0.00406377j -0.0934951-0.00238407j 0.175872+0.00322489j -0.0888633+0.0104915j -0.114068-0.0138442j -0.340991+0.00313133j 0.234709+0.00184679j -0.129249+0.00307413j 0.0500823-0.00044609j -0.146631+0.00536599j 0.0383406-0.00139526j -0.0525507+0.00185514j -0.0166216+0.0012271j 0.00885378-0.000263191j 0.00377926+0.000407954j 0.00893699-0.00140646j -0.0433384+0.0030455j 0.0109572+0.000366782j -0.00971367+0.000838808j 0.0298959-0.0025754j -0.031985+0.00380815j -0.0190732+0.000144283j 0.00710055-0.000240599j -0.0278023+0.00229974j -0.0196182+0.0104788j 0.00910339+0.00182315j 0.0351348-0.0020853j 0.00272702-0.0332319j 0.0469309+0.0422984j -0.0111737+0.00242484j 0.00293389+0.0136782j 0.00856407+0.00947733j -0.0103675-0.00762953j -0.0269217+0.0366255j 0.0236502+0.00668875j 0.0114852-0.0292728j 0.0394764+0.00811891j -0.0151562-0.0162121j 0.000484091-0.00533351j -0.00166532-0.0197537j -0.000580935+0.0187904j -0.0359017+0.0231595j -0.00345363+5.23731e-05j -0.000577637+0.00791958j 0.00373568-0.0210229j -0.0140479-0.00720158j -0.0127044+0.0198581j -0.0125991+0.00336861j -0.00149814+0.00844452j 0.00931956-0.00711428j -0.000757777+0.00165305j 0.0037103-0.00576853j 0.00565948+0.00191383j 0.00392944+0.00439396j -0.00618531-0.00328951j 0.00129647-0.0010602j -0.00696935-0.00130784j -0.00974598-0.00299266j 0.00067177+0.00674536j -0.0015301-0.00203103j -0.0112362+0.00927271j 0.00849594-0.00504187j -0.00381711+0.0052514j 0.000570043+0.000987044j -0.00244566+0.0055073j 0.00490403-0.00456303j 0.0101954-0.0025203j -0.000720306+0.00160148j -0.00104734-4.56936e-05j -0.00867201+0.00335697j -0.00505686+0.0062327j -0.00336889+0.00505813j 0.000904855-0.000538954j 0.00157794+0.000414613j -0.00709436+0.0034177j -0.00312413-8.83987e-05j 0.00439008-0.000421712j 0.00133463+0.000869616j 
-0.00430188-0.00315574j -0.0422764+0.0095479j 0.0263999-0.0101614j 0.0305958-0.0292147j -0.0575064+0.0512911j -0.0141085+0.0156943j 0.0101672-0.0245082j -0.00175725-0.00491724j 0.0027388+0.00157824j -0.0031539+0.000221991j 0.00302315-0.000914289j 0.000437794+0.000786646j -0.00400801-2.96268e-05j 0.00448827-0.00193511j 0.00637568-0.0051637j 0.0285356+0.00233626j -0.0186867+0.00699657j -0.0161493+0.00156792j 0.0622278+0.00565692j -0.0920039+0.00979042j -0.14137-0.0158785j 0.263656-0.00697248j -0.193005-0.000128652j 0.0808533+0.00103423j 0.0367276+0.00194802j -0.0691323+0.00271673j -0.0512159+0.000935413j 0.00513208-0.00133131j -0.00083174+0.00255472j -0.00343921+0.000854787j 0.024039-0.00182482j -0.0327599+0.00277466j -0.00867887+0.000698834j 0.00718888+0.00297939j -0.021762+0.00423423j -0.0107941+0.0032625j -0.0123646+0.00232499j 0.0253612+0.00179699j -0.0116477+0.00170254j -0.0103352-0.00364092j 0.0164644-0.00306738j 0.022152-0.00601918j -0.00464726-0.00155496j -0.0173619-0.027987j -0.0429563-0.033587j -0.00363928-0.051497j 0.0292027+0.0210892j 0.00405759+0.00289592j 0.00546261+0.00367524j -0.0250577+0.00702725j -0.0080452-0.0143458j -0.0561081+0.0381175j -0.0336886+0.0245401j 0.00433447+0.0156518j -0.00773492-0.0171706j -0.0103619+0.0154542j 0.00870921+0.0139919j -0.00474409-0.016572j -0.0130242-0.00382056j 0.00368578-0.0113772j -0.00373122-0.00796918j 0.0304229+0.00175897j 0.0187229-0.0110484j 0.0163132+0.000532588j 0.0107777-0.0072357j 0.0124322-0.00674955j 0.00606277-0.00233686j -0.000575216-0.0036847j 0.00471274-0.00433836j -0.00404965+0.000861897j -0.00401687+0.000316889j -0.00280405+0.000769296j -0.00214576+0.00567477j 0.00701851-0.00811773j -0.00441259-0.0058163j 5.46673e-05+0.00144423j 0.00264814+0.00119806j 0.00394147+0.00396273j -0.000957329+0.006474j -0.000318528-0.00549239j -0.00439584-0.00201257j -0.00200925-0.00328779j 0.00378879+0.00367498j -0.00215248+0.00310252j -0.00209392+2.14548e-05j 0.00397118-0.00266416j 0.000607975-0.00131766j -0.00771046-0.00371658j -2.50136e-05-0.00159789j 0.00227403+0.000367334j -0.00383531+0.00197063j 0.000654266-9.52607e-05j 0.0047432-0.00468599j -0.000265581+0.00136259j 0.00456863-0.00357179j 
0.0186989+0.00969316j 0.0227734+0.00523906j 0.0257806-0.0317956j -0.053455+0.0134646j -0.0210675+0.0227311j 0.016156-0.0539331j -0.00784924+0.0307819j -0.00777893+0.0278295j 0.00522531-0.00847912j 0.0181046-0.0159563j 0.0101048-0.00439442j 0.00107247-0.00109181j 0.0148336-0.00532908j -0.0209971+0.00624375j 0.0064133+0.00470097j -0.010554-0.00500326j -0.001403-0.00172702j -0.0662424-0.0174916j -0.180138-0.00557916j 0.006134+0.00133105j 0.123202+0.00106759j 0.196783+0.00934205j -0.450274+0.00683578j -0.0197129+0.00229668j 0.015702-0.00170688j 0.0721083-0.00187654j 0.116996-0.00652869j -0.0451818+0.00173557j 0.0574327-0.00718361j -0.00303246-0.00129595j 0.00382057+0.00305787j 0.0150502-0.0031755j -0.00554773-0.000644047j 0.0179126-0.0069443j 0.0311958-0.0061211j -0.0030017-0.00569624j 0.0183091-0.00418509j -0.0303253+0.00127359j 0.0102118-0.000261856j 0.0360815-0.00316451j -0.0234118+0.0030246j -0.035669+0.00488234j 0.0673166-0.0198036j -0.0316134-0.0117595j 0.0345295+0.0356785j -0.0156898-0.00312746j 0.0121241+0.00724399j 0.00948589+0.011429j 0.0205219-0.00123299j 0.00327855+0.0305498j -0.00242705-0.059785j 0.00248448-0.0152193j -0.00180098-0.0164999j -0.030166-0.00289318j -0.0170694+0.0160201j -0.0240315-0.012238j 0.0134879-0.0134961j 0.0257607-0.0316741j 0.0236204-0.00426855j 0.00637772+0.00649233j 0.00972497-0.00331507j -0.0314561-0.00127521j -0.01623-0.00932909j 0.0264874+0.00715476j 0.0148478+0.00722252j 0.00830183+0.00378909j -0.00114329+0.00773578j -0.00227776+0.00535277j -0.0147234+0.0110493j -0.00202168+0.00196378j 0.0127319-0.00274821j -0.00783071-0.00247158j 0.00530071-0.00587961j -0.00900211+0.0107187j 0.0238111+0.00877297j -0.00498491-0.00174203j -0.0144729+0.00441717j 0.00344866+7.21478e-05j 0.00182999-0.0107479j 0.00433718+0.00785919j 0.010512-0.00334172j 0.00563992+0.0114704j -0.0138234-0.00631485j 0.00673463-0.0162036j 0.00745444-0.00303071j -0.0053792+0.00407592j 0.00381018+0.00590614j -0.00638155+0.0109491j -0.00190602+0.002198j -0.0044979+0.000754367j 0.00219809-0.00227341j -0.00313785+0.00222455j -0.009167+0.0107951j 0.00646059-0.00454496j -0.0119201+0.00639739j 
0.030507+0.0173782j 0.0360161+0.000612543j 0.077076-0.0194279j -0.0569729+0.042946j 0.00711172-0.00363229j -0.0228667+0.0657345j 0.01198+0.00536819j 0.00275624+0.00320886j -0.00945699-0.00164955j -0.0233053+0.0195789j -0.0068071+0.0046221j -0.0108569-0.00361513j -0.0130891+0.00848503j 0.00133938-0.00520607j -0.0291246+0.00718762j -0.0309514+0.00620078j -0.0134066-0.00103485j -0.0442068+0.00472267j -0.120432+0.00258284j 0.104335+0.0220415j -0.0888155+0.00887457j 0.22446+0.00250722j 0.283603-0.00480712j 0.128195-0.00306996j -0.0450652+0.0034414j 0.132392-0.0118043j 0.0357799-0.0017091j -0.0240357+0.00316119j 0.0292106-0.000846923j 0.00376811-0.000733554j -0.00929512+0.000342197j -0.0221253+0.00520681j 0.037731-0.00524815j 0.0328109-0.00624305j 0.00637323-0.00409268j 0.0276418-0.00167634j 0.00274105-0.00557713j -0.0296475+0.00555491j 0.00700986-0.00905171j 0.0246014+0.0117892j -0.0204203-0.0100703j -0.0257376-0.00222836j 0.0437659-0.00159609j -0.0343163-0.0746152j -0.0216783+0.00777638j 0.0388424+0.0292769j -0.0173628-0.0160905j -0.02034+0.00109541j 0.0292635-0.0566798j -0.0445743+0.0212959j -0.0362982-0.00496179j -0.0121859-0.0190346j 0.0115618-0.00518252j -0.0199219-0.00311008j 0.0241125+0.00355254j 0.0307454+0.0150462j -0.00314886-0.0256557j 0.0107065-0.00330199j 0.0260137-0.023599j -0.00408025+0.00111247j 0.00142402-0.00661437j 0.00429342+0.00797822j -0.0297347+0.0151328j -0.00337045-0.0161876j -0.00175796-0.00452961j -0.00185975-0.00898977j -0.00599691+0.00694957j 0.00672456+0.000218311j 0.00440524-0.000373475j 0.0142405-0.00891154j 0.00241572-0.00265212j 0.0164577+0.00810995j -0.00734078-0.00501659j -0.00399221+0.00381795j 0.00868768-0.00782328j 0.00308924+0.00669738j 0.00489816-0.00545689j -0.00661772-0.0134534j -0.00326917+0.00206841j 0.0063785+0.00265726j -0.00155843-0.00147912j 0.00265055-0.00550917j -0.0140621+0.0112151j -0.00170787+0.00108066j 0.00456006-0.0040895j 0.00218329+0.00139487j 0.00259608-0.00985869j 0.0122034-0.00773347j -0.00070857+0.00731175j -0.00293844+0.00139295j 0.00322017-0.000922119j 0.000123191+0.00199051j -0.003907+0.00134885j -0.00588398+0.0023343j -0.00117515+0.00163709j 
-0.00322043-0.0195585j -0.00917494-0.035201j 0.0218461+0.0138608j -0.0439158-0.00876124j 0.0198007-0.0336263j -0.00293534+0.00649669j 0.0307591-0.0250792j 0.0156531-0.00783267j -0.0043956+0.000876757j -0.0121906+0.00963114j -0.00275778+0.00113555j -0.0255401+0.0090082j -0.0236826+0.00449522j 0.00633114+0.00245379j -0.0186752-0.000353015j 0.00733701-0.00592648j 0.10701+0.000684594j -0.114813+0.0160373j 0.12422+0.0208678j 0.240174-0.0063698j 0.127568+0.00516031j 0.393115+0.000647417j -0.134818+0.00120613j -0.0231411+0.000377195j -0.00333207+2.6534e-05j 0.0204201+0.000630159j 0.0208668+0.000731724j -0.022309-0.000610364j 0.0304275-0.000445934j 0.0275668-0.00187918j -0.0267939+0.00207233j -0.00708551-0.000467647j 0.0190487-0.000987661j 0.0541268-1.63692e-05j -0.00845175+0.00190497j 0.0318546-0.000593356j -0.0229771+0.00338971j 0.0684575-0.00615983j 0.0560276-0.00481132j 0.00744882-0.00413413j 0.0431944-0.00982111j 0.0187808-0.0333566j 0.0227814+0.0365824j 0.0456927+0.00916942j -0.0243946+0.0144887j -0.00196113+0.0200516j -0.0109518-0.00642384j -0.0361241-0.0021331j -0.0250018-0.0081361j 0.0112691+0.00792285j -0.0106815+0.00981352j 0.00605452-0.00894358j 0.0274248-0.0118927j -0.0287878+0.0290954j -0.00355738-0.00854473j 0.00226756-0.0163142j -0.0245081-0.00836654j -0.0146019-0.00530104j -0.015624-0.0272182j -0.00105843+0.00335918j -0.00435265-0.000675966j -0.00189897+0.00509008j -0.00582789+0.0098875j -0.0150811-0.00384725j -0.00738947+0.00751493j -0.00792936-0.00187558j 0.00764817-0.00129597j -0.00854737-0.00129292j 0.0103247+0.000977748j -0.00787955+0.000130741j -0.00589636-0.00130999j 0.00238396-0.0101297j -0.00377722+0.0020349j 0.00639799-0.000379531j 0.00275394-0.0121533j -0.00294581-0.000185754j -0.00335332+0.00463937j -0.0166508+0.00318627j 0.000455186+0.00347165j 0.00168273-0.0049968j 0.00201455-0.00157848j -0.000633153-0.00356131j 0.00180795+0.00667269j -0.0070696+0.00458698j -0.00363859-0.000213158j 0.00242684-0.000509473j -0.00222075-0.00201291j -0.0022009-0.00133535j 0.00487854-0.00542559j -0.000736643-0.00050352j -0.00343591+0.000318918j 0.00629529-0.00232352j 0.0141992-0.00830156j -0.00599153+0.00144525j 0.00833162-0.00516034j 
0.0707727+0.0374989j -0.157068-0.048285j -0.0253117+0.013569j -0.0206844+0.0235651j -0.00404987+0.0118439j 0.00438498-0.0114965j -0.0118506+0.00253956j -0.00916475+0.00582679j 0.00154512+0.00062326j 0.00512994+0.00481178j 0.00282621+0.0020103j 0.00232574+0.00350586j 0.0101914+0.00436302j -0.0125226+0.00549209j 0.0103774+0.00642188j -0.139645+0.00233191j 0.229838-0.00469002j -0.0278472-0.0184276j -0.231181+0.0114911j 0.0891353-0.000554727j -0.188254+0.0011203j -0.19308+0.0031859j 0.0288927-0.00168942j 0.0339911-0.00204404j 0.0460815-0.00154331j -0.023408-0.000776224j 0.0011347-0.00108357j -0.0179819+0.00189858j 0.014533-0.00264428j 0.0114854-0.00020587j -0.00892873+0.000713483j 0.0120591-0.0002315j -0.00843085-0.000543285j 0.0390303-0.00467053j -0.0112874-0.00101131j -0.0241649-0.00203253j -0.0493941+0.000759467j 0.0579848-0.00599133j 0.212515-0.0173336j 0.00168684-0.00202766j -0.0103215+0.0328266j -0.0613436-0.083147j 0.0157368-0.0274319j -0.00432649+0.0019705j 0.0237146+0.00469199j 0.0225885-0.00323521j 0.0424003-0.0177223j -0.0300671-0.0119151j -0.0043234+0.00568076j -0.0121273-0.00523721j 0.0026486-0.0052918j 0.0073222+0.00709493j 0.0193296+0.0172711j 0.00129936-0.0116429j 0.00436552-0.00330914j 0.000465252+0.00492829j 0.0108768-0.0009662j 0.00948685-0.00211856j 0.00714389+0.00902601j -0.00705986+0.00258922j -0.0115424+0.000807343j 0.00106403-0.0089586j -0.00264698-0.0107955j 0.00430831+0.00116378j 0.00142787-0.00397528j -0.00265672-0.000163058j -0.000488661+0.00160349j 0.00298816+7.35376e-05j 0.00128837+0.000279145j 0.000824115-5.02797e-05j 0.00302296-0.00155889j 0.00617683+0.00432125j 0.00505054-0.0017567j -0.00169499-0.00117309j 0.000547783+0.00416191j -0.00634443-0.000920601j 0.00401854-0.000143009j -0.00136682-0.00290176j 0.00579245-3.29957e-05j -0.00626213-1.76586e-05j -0.000479556+0.00115427j -0.00973166+0.00215824j 0.00352789-0.000839462j -0.000100184-0.00459455j 0.00143477-0.000415594j -0.0046002-0.00219358j -0.00564902+0.00125437j 0.00832717+0.00270845j -0.0103031+0.0014547j -0.000712156-0.00219958j 0.00102371-0.00011187j -0.00616931+0.00122207j 0.00918235+0.00419637j -0.0103666-0.00210251j -0.00505391+0.00235284j 
-0.176074-0.0359472j -0.0806684-0.0289274j 0.0563001-0.0269205j -0.0065769+0.00866931j -0.00679039+0.0119664j 0.0104053+0.00131238j -0.0111462+0.00767418j -0.000166868-0.0037066j -0.000666378+0.00459942j 0.0169183-0.00389048j 0.00132779-0.00111705j 0.00150704+0.00556675j 0.0214022-0.00644139j -0.00116679+0.00755563j 0.0181527-0.00231951j 0.272761+0.000867328j 0.118032-0.00430562j -0.165878+0.00431871j -0.0150271+0.00631563j 0.141393+0.00696427j 0.0487161-0.00373147j -0.281063+0.00689983j -0.0184291+0.00251834j 0.0103362-0.000150735j -0.0338224+0.000120307j 0.032379-0.00237952j 0.0226967-0.00306718j 0.0132252+0.00130838j 0.0218772-0.00364539j 0.00596852-0.00112795j 0.00893974+0.000978955j -0.0598975+0.00211545j 0.0183528-0.00137893j -0.0278209-0.00314511j -0.0413246+0.0001837j -0.0667776-5.75643e-05j 0.0397808-0.00069834j 0.232607-0.0187384j -0.0974679+0.00515279j -0.0118316-0.0734464j 0.00311093+0.00768073j 0.00644308-0.00246739j 0.0552656+0.0505541j 0.00189361-0.0240755j 0.012747+0.00526905j -0.02304-0.0221469j -0.0113789-0.00905745j -0.0342925-0.0147242j 0.0252033-0.0139724j -0.00659482+0.0316402j 0.00390619-0.00238976j -0.00599209+0.0116279j 0.00850072-0.000190144j -0.0115009-0.00966523j -0.0116201+0.00212596j 0.00471683-0.000642322j 0.00560371-0.00194166j 0.00569994-0.00535509j 0.0171478+0.00618289j 0.00114131-0.000101822j 0.00154782-0.00262631j -0.00375646-0.00626792j -0.00406138+0.00353013j 0.0107626+0.000401075j 0.00023215+0.000369942j -0.0026041-0.00234522j -0.00751302+0.00121358j -0.00312897-0.00323583j -0.00114628+0.000186466j -0.00100851-0.00396875j -0.00364892-0.000771813j 0.00351628-0.00057208j 0.000224162+0.00183268j 0.00146143+0.00316294j 0.0051919+0.00458205j 0.000944676-0.00100391j -0.00514128-0.0010917j 0.011354+0.0016174j -0.00420214-0.00271521j -0.00540319+0.00426336j 0.00325165+0.00107878j 0.00720968+0.00238537j -0.0052861-0.00268798j -0.00194873-0.00755616j -4.3233e-05+0.000268322j -0.00156094+0.000207729j 0.0143574+0.00307696j 0.000646091+0.00277992j 0.00738808+0.0013658j -0.00168198-0.000148369j 0.00270945-0.0026776j 0.0141402+0.00190026j -0.0047463+0.00550021j 0.00578484-0.00256438j -0.0190081+0.0020688j 
0.0407423-0.00633692j -0.0701047-0.000992962j 0.0235097-0.000304935j 0.0218579-0.00693726j 0.0167154-0.0480217j -0.0175282+0.00614078j 0.00314076-0.00269478j -0.00402675+0.00459352j -0.00488427+0.0044335j -0.00714203-0.000838418j 0.0113123-0.00022394j -0.0109147+0.000161999j 0.00524674-0.00206136j -0.0305517+0.000947956j 0.00730724-0.000927772j 0.0601891+0.008515j 0.0555909+0.00337182j 0.0765965+0.0144309j 0.0588893-0.00903807j -0.0396654-0.00628223j -0.608084+0.00622029j 0.132738+0.00192272j -0.0542199+0.00451058j -0.00998858+0.00342049j -0.0113195-0.00020929j -0.061198+0.00101329j 0.0346046+0.000834948j 0.0200103-0.0010858j 0.0229831-0.00112218j 0.0168477-0.000892564j -0.0022598+0.00140535j -0.0168441-0.00159537j -0.0238153+0.000657976j 0.0151568+0.00166017j -0.0378027+0.000386615j -0.0453399+0.000339602j -0.0433772+0.00108543j 0.0707591-0.00721864j -0.00236895-0.00570986j -0.0241773+0.00594933j 0.0129031+0.0322545j 0.0109062+0.0110339j -0.015931+0.0159925j 0.0101797+0.0213682j 0.00521341+0.0152687j 0.030384+0.03216j -0.0306575+0.0042923j 0.014095-0.0142547j 0.00297537+0.00984434j 0.0202012-0.000808585j -0.0230564-0.0219826j 0.0111399+0.0267902j 0.00565977+0.0192939j 0.00464647+0.0184039j -0.00600521+0.0194134j -0.00509958+0.0124061j 0.022245-0.00338008j -0.0351755+0.0010938j 0.00677729-0.0144428j 1.41143e-05-0.0137002j -0.00361643+0.00170709j -0.000101138+0.00341829j -0.00652548-0.0115855j 0.00312349-0.0253657j 0.00464087-0.012713j 0.000366481-0.0101032j 0.00239627-0.0019538j -0.0050095+0.00177258j 0.00439174+0.00581106j 0.00149883+0.00614382j -0.00587137-0.00114394j -0.00192478+0.00108457j 0.00424589-0.00207683j 0.00329922-0.00171272j 0.00816636-0.00710605j -0.00734011-0.000595826j 0.00871495+0.00181536j 0.00975018-0.0130663j -0.00373791+0.00303513j -0.00344269-0.00247316j -0.00158023+0.000726723j 0.00168968-0.00362168j -0.00110727+0.00180258j -0.0149988+0.0097831j -0.00200571+0.000643863j -0.00212789+0.000439967j 0.0116893-0.00582563j -0.00246271+0.00383056j -0.0053668-0.00203501j 0.000661136-0.000473045j -0.00278503+0.000845198j 0.0076236-0.00491916j 0.0128375-0.00423843j -0.0120385+0.00296504j -0.0113291+0.00173946j 
-0.00920795-0.0194483j 0.111582-0.0163565j 0.0179214+0.0212243j -0.00556695+0.0274848j 0.00357353-0.00136195j 0.0195158-0.0236341j -0.00363272+0.00755557j 0.00461793-0.00585426j 0.00340412-0.000214336j 0.0253092-0.00957462j 0.00467139-0.00115822j -0.00710882+0.00246382j 0.0172985-0.00363405j 0.00264295+0.0042588j 0.0138656+0.000994997j 0.00705374-0.00742706j -0.20398-0.0169426j -0.125854-0.00117982j 0.0603552+0.0135187j 0.368059-0.00347234j -0.282242-9.19816e-05j -0.148408+0.00936589j -0.0179569+0.00172244j -0.00344544-0.00117685j 0.000939564-0.0031762j 0.0466169+2.3952e-05j 0.00628012-0.00345263j -0.0207878+0.00217258j -0.00197885-0.00459807j -0.0220701-0.00116259j 0.0283013+0.00196472j -0.00583652-0.0022456j 0.0242057-0.000198016j -0.0154649-0.00483828j 0.0196455-0.00298182j 0.0202141-0.00575831j 0.0631356-0.000182658j -0.134442+0.00227498j -0.121925+0.0173984j 0.0372145+0.016004j -0.0149457-0.0621844j 0.00959824+0.00947179j 0.0505989+0.00165139j 0.0313475+0.00778624j -0.00112619+0.0351215j -0.0244565-0.00178968j 0.00655525-0.031029j -0.0310913+0.0183614j -0.00805174-0.00859272j 0.00749456+0.0257324j -0.0043787-0.0047095j 0.00949767+0.0199345j 0.00815259+0.0142946j -0.0150551-0.0055851j -0.0196763+0.00140682j 0.0116682-0.00435201j 0.0100029+0.00109643j -0.0047599-0.0152127j 0.0178255-0.000369197j 0.00058134+0.00120184j -0.0073579-0.00327986j 0.000503389-0.0108788j 0.00186047-0.00788527j 0.0197776-0.00733556j 0.0021148-0.000747951j 0.00476413-0.0053282j 0.00201186+0.00177132j -0.00371617-0.00133624j -0.0117335+0.00412772j -0.0058981+0.00210803j 0.00662222-0.0025403j 0.00340488-0.00193088j 0.00282247+0.00105905j -0.00708038+0.00286903j 0.00728892+0.00642576j 0.00346407-0.00382001j -0.00835964+0.00370192j 0.0121869-0.000394033j 0.00484704-0.0037219j 0.0049349+0.000580208j -0.00285354-0.000361436j 0.0015555+0.00297689j -0.00287137-0.00264086j -0.00101707-0.00840513j 0.00293112-0.00233072j -0.00152662+0.000910427j -9.24694e-05+0.00307957j -0.0157681+0.00532551j 0.0116715-0.00357138j -0.000674859+0.000837933j -0.000398363-0.000220165j 0.00667791-0.000650168j -0.0128767+0.00439316j 0.018783-0.00457241j -0.00350942+0.00220852j 
