-0.00297364-0.00578606j 0.00159613+0.021801j -0.00471604+0.0155088j 0.00133991-0.000329878j 0.000848555+0.00267921j 0.000250239+0.0416463j -0.00625828+0.0182632j 0.000294623+0.0287374j 0.00498343+0.0157877j 0.0167502+0.040327j 0.016577-2.84703e-05j 0.00810737-0.0545537j 0.0483897-0.0310566j -0.0560391+0.0694288j 0.0148019+0.0543737j -0.0183377+0.00559979j -0.00594823+0.0129007j -0.00109166+0.0042225j 0.0233942-0.00924733j 0.0157973-0.01262j 0.0165295-0.0107181j 0.0211409-5.1072e-05j 0.0190811-0.00167218j 0.0121325-0.00433716j -0.00952662-0.00584601j -0.014506+0.0154509j 0.00464503-0.00619717j 0.0222721-0.00440695j -0.0123676+0.0070561j 0.0155362-0.00661043j -0.0284797+0.000350946j 0.0064363-0.00398119j 0.0334874+0.00927124j 0.0264262+0.00559575j 0.0340988+0.0189394j -0.0197759-0.0142647j 0.0246815+0.0086558j -0.00403444+0.000460781j 0.00879277+0.00785272j -0.0106398+0.00153669j -0.00373093+0.00167941j 0.00871322+0.00382267j -0.00472304-0.0114889j -0.00384533-0.000526861j 0.00373583-0.0074372j 0.00489079-0.00501822j 0.0044495+0.00307842j 0.0106295+0.00111184j -0.00250207-0.011846j 0.00143896-0.00626031j -0.00268502+0.000860657j -0.0102428-0.00497532j -0.00611155+0.0140264j 0.00461013+0.00236112j 0.00900191-0.00824219j 0.0108072+0.00845327j 0.00171258+0.00372905j 0.0035412-0.00598442j 0.000888343-0.00301686j -0.00975649+0.00137231j -0.012064+0.00536271j 0.0132181+0.00493457j 0.000238567-0.00440823j -0.00791475-0.00266095j 0.0117599-0.0103901j -0.00253235+0.00333313j -0.00289562+0.00660875j 0.00645974+0.00984871j -0.0115889+0.0108899j 0.000265692+0.0020245j 0.00599183-0.000382765j 0.00447702+0.00385513j -0.0170331-0.000854013j -0.00525493+0.00990828j 0.0079254+0.0128386j -0.00677325-0.00144322j 0.00219981-0.000127263j 0.00674775-0.000299938j 0.00019186-0.0059842j 0.00341363-0.00314191j 0.00647799+0.0183558j 0.00584427-0.00921287j -0.00182954-0.00116202j -0.00577326-0.00231085j 0.0213617+0.00809672j 0.00291302+0.00601578j 0.00434577+0.00631222j -0.00194399+0.0018572j 0.00716461-0.0080676j 0.00888063+0.00653443j 0.0136559+0.0132691j -0.0110607+0.0177942j -0.00458414-0.000330924j -0.0159559-0.00328918j -0.00992445+0.0190328j 
0.00383445-0.0426187j -0.0388737-0.0164223j -0.0111645-0.0444266j 0.0107167+0.0300402j -0.00524866+0.011555j -0.00953934-0.0439111j 0.00404794+0.0351451j 0.0184044+0.0444389j -0.0445338-0.0253569j -0.0243453-0.0551135j -0.0321455-0.0145076j -0.0595807+0.0429034j -0.0106802+0.018571j 0.00702511+0.0177264j -0.00712559+0.0206707j 0.032508-0.0194782j 0.0113087-0.00577003j 0.0549503-0.00939745j 0.0518931-0.000798084j 0.0208145+0.00199444j -0.014592-6.60519e-05j 0.100447-1.33607e-05j 0.107575-0.000844437j 0.0348659-0.00143475j -0.00218444+0.000599799j -0.03902-0.00154613j -0.125326-0.000121255j 0.0224089+0.000839844j -0.26989-0.00840485j -0.137978-0.00386489j -0.314511+0.0037801j -0.121938+0.00598629j -0.125061-0.0033492j -0.0441303-0.00510382j 0.132727-0.00261027j 0.0147424+0.00387048j -0.0617806+7.02536e-05j 0.0561875-0.00682935j 0.000929612+0.010787j -0.0350368+0.00405264j 0.0130987+0.00617266j 0.0140735+0.000934494j -0.0311293+0.0159179j 0.0326137-0.00448669j -0.0336401+0.00456102j 0.00303585-0.00577597j -6.79772e-05-0.00457451j 0.00652693-0.00470849j -0.0224541+0.011362j -0.0250551+0.00692269j 0.0275922-0.011389j 0.00305723+0.00397387j 0.0170603-0.00766899j 0.011654-0.0120407j -0.0217964+0.00139329j -0.00378502-0.00850499j 0.00480093-0.00217485j 0.0189116-0.00772128j -0.00595184+0.0104328j 0.00987453+0.00827404j 0.00396232+0.000110486j -0.0121065-0.00810839j -0.00252023-0.00123574j 0.010254+0.0123969j 0.00363237-0.00130427j 0.00183944+0.00844694j -0.0113526+0.00633689j -0.00268788+0.00113063j -0.0349304+0.00679806j -0.000370234-0.00994139j 0.0248831-0.00100362j -0.00922146-0.00613798j 0.0161589+0.00117735j -0.033515-0.00669584j 0.0245925+0.0305448j 0.0105255+0.00251172j -0.0273727-0.003927j 0.00923163+0.0119451j 0.0064235+0.00145959j -0.00436321+0.00280148j -0.00327483+0.0118048j 0.0140641+0.0531602j -0.0204448-0.0427935j -0.0383383-0.0119201j -0.00566423+0.0157707j -0.0035173-0.0170604j -0.0141415+0.033484j -0.0296651+0.0332334j -0.0112544+0.00745635j 0.00154832-0.000297709j -0.00631747+0.0107549j 0.00448045+0.0049133j 0.00988971-0.0236722j -0.00654736-0.00163082j 0.00595651-0.00772612j 
0.0267603+0.0284367j 0.00833588-0.000614892j 0.00892+0.0147206j -0.00802139+0.00221555j -0.00774275-0.00998497j 0.00736078+0.0119016j -0.00460448-0.0104302j -0.0158008-0.0101749j -0.00592897+0.0176633j -0.0148305-0.0151381j -0.0388175-0.0913925j 0.0248984+0.013317j -0.0216979-0.00774252j -0.000831577-0.0117348j 0.0283626+0.0157214j -0.00087788+0.0139725j -0.0116277-0.00262258j -0.029143+0.00151605j -0.00707425-0.00259397j 0.00172102+0.000330275j 0.0143206-0.00186809j -0.0307457-0.00075938j -0.0182379-0.000933134j 0.00198955+0.000343917j -0.0269885+0.000207295j 0.0256388-0.000878787j 0.0557956+0.00331812j 0.0111211-0.00174574j -0.0089509+0.00108162j -0.00635211+0.0025584j -0.26451-0.00458655j 0.0789483-0.00408407j -0.108702-0.00244823j 0.0300127+0.000927952j -0.139093-0.000260212j 0.0214678-0.00171922j 0.0615825-0.000323639j -0.0275615+0.00205528j -0.0016002-0.00829959j 0.0197586+0.00165696j 0.00478965-0.00336448j -0.00389394-0.00319647j 0.017229-0.00515322j -0.00725441+0.00131729j 0.0103978-0.00171134j -0.00150878+0.00227757j 0.00331386+0.00187166j -0.00289876+0.000409981j 0.00512803-0.000231693j 0.00850038-0.001336j -0.0110455+0.00261407j -0.00180977+0.00172163j -0.00168877+0.00239363j -0.00355033+0.0063639j 0.00112766-0.000449128j 0.00504538-0.00198687j -0.000267155+0.000891574j -0.011225+0.00271681j -0.00203077-0.00743988j -0.00138733-0.00589201j 0.00111686+0.000562454j 0.000993764+0.000830055j 0.00325189+0.0026088j -0.0069943-0.0053606j -0.00470558+0.00184779j -0.00128019-0.000200699j -0.00398703-0.00554613j 0.00506462+0.00775472j -0.0196382-0.00175305j -0.00471364-0.012873j -0.0271091-0.00404746j 0.00417354-0.0131443j 0.0129122+0.00669465j 0.00827234-0.0051637j 0.000219402+0.0117376j 0.00651377-0.0188411j -0.015236-0.00686991j -0.00591275-0.0221143j -0.0104727+0.0102789j -0.0424698-0.0381385j -0.0488687-0.0314788j -0.0237157+0.0135638j -0.0274387-0.00545292j 0.00243069-0.0124259j -0.00121248-0.0228867j 0.0212138-0.0123432j 0.0323613-0.0634767j -0.0309434+0.0367671j -0.00637198+0.0156165j -0.00304372+0.00636706j -0.000413067+0.000703767j 0.00653575+0.0049247j 0.000977063+0.00111656j 0.00783006-0.00168544j -0.00742633+0.0074109j 
0.0141317+0.0162272j 0.00178663+0.00174415j 0.00441246+0.0131858j -0.00693536-0.0130632j 0.000764439-0.00142698j 0.00224738-0.00423241j -0.00126537-0.018324j -0.0197561-0.0207612j -0.00384234+0.0117285j 0.00230288-0.0129881j -0.00160912-0.0191933j -0.00461969+0.00375154j 0.0509107-0.0462918j -0.0524058+0.0140509j -0.0204787-0.0107652j 0.0103471+0.0113583j 0.00579899+0.00103987j -0.013981+0.00327663j -0.0047871+0.000463454j -0.012034+0.00168361j -0.00726923-0.000213529j -0.00905244-0.000887312j 0.00165414-0.000800746j 0.00238769+0.000276885j -0.0327134+0.00122411j 0.0490987-0.00110134j 0.0463431+0.000541175j 0.0143911-0.00127118j -0.0948221+0.00152413j 0.0529208+0.00147628j -0.00260841-0.00267369j -0.0170004-0.002022j -0.033552-0.000336846j 0.0542987-0.00419712j 0.498598-0.00889052j -0.0563541+0.00190568j -0.058548-0.00363845j 0.0343972+0.000457539j -0.0111913-0.00330095j -0.00254222-0.000904798j -0.00735692+0.00101224j -0.000701368-0.00121354j 0.00645479-0.00369581j -0.00392299+0.00425781j 0.00985935-0.00136921j 0.00935386-0.00174194j -0.00507393+0.00242703j 0.00013722+0.00205777j -0.0154069-0.000556721j 0.00389743-0.000759425j -0.0110128+0.0018991j -0.0116464-0.000324885j 0.00154345+0.000681036j -0.00850377+0.00249581j 0.00710286-0.00150207j 0.0080922-0.00330908j -0.010491-0.000394151j -0.00464163-0.000300136j 0.00127458-0.00486051j 0.00563675-0.00231873j -0.00482336-0.00269344j -0.0027582-0.00101118j 0.000779936+0.00445258j -0.00317296-0.00274483j -0.00545644+0.00474003j -0.000988846-0.000442916j 0.00902974-0.000634291j -0.00121848-0.00204746j 0.00595623-0.000204168j 0.000942098-0.000385036j -0.010256-0.0111721j 0.0117216+3.19082e-05j -9.62095e-06-0.0140443j 0.0144013-0.00204277j -0.00960714-0.00354877j -0.00749551-0.0100961j -0.00133312+0.0190111j 0.00551113+0.00534584j -0.00295688+0.0207192j 0.00545365+0.00290453j -0.0316164-0.00220343j 0.0144246-0.00793631j -0.0025743+0.0142828j -0.0207934-0.0159657j 0.00613704+0.0689527j -0.057736+0.0331558j 6.48287e-05-0.0196032j 0.0185499+0.00423636j 0.00925047+0.012895j 0.00443715-0.0191145j 0.00646563-0.00518229j -0.0112356-0.0307302j 0.00548354+0.012505j -0.0182074+0.0114714j -0.00566689+0.00568563j 
-0.0175893+0.000542384j -0.0295618-0.00380118j -0.027585+0.000437228j 0.0109285-0.00240648j -0.00523676-0.00599567j -0.00896412-0.00677149j 0.0153278-0.00265619j -0.00550965+0.00194733j -0.0756778-0.0125115j -0.0236824-0.0187052j -0.0247103-0.0267815j -0.00465751+0.00477549j -0.0132553+0.0043235j 0.0190902+0.00127191j 0.0123237+0.00365701j -0.0177313-0.000788331j -0.0257701-0.00353116j -0.0197988-0.00274196j -0.00745779-0.00139355j -0.00981283+0.000524263j 0.00583451+0.000518368j -0.00994793-0.00243408j 0.00628009-0.00290196j 0.0093149-0.000620967j 0.0074308-0.000306751j 0.0297427-0.00030933j 0.0147775+0.00268926j 0.010067-0.000189477j 0.029459+0.00208919j 0.635554+0.00324309j 0.128662+0.00181825j -0.00635433-0.000455315j -0.13992+0.001116j -0.160405+0.00215835j 0.00200328+0.000359172j 0.0118699+0.00138717j 0.0119713+0.000983328j -0.0153021-0.00218448j 0.00632105+0.000355192j 0.000542521-0.000477102j 0.0045946+0.00375777j 0.00389333-0.000970084j 0.00678342+0.000273929j 0.00400301+0.00411559j -0.00221746-0.00321041j -0.00283909+0.00114701j 0.000868506-0.000472305j 0.0022402-0.0003874j -0.00231921-5.00506e-05j -0.00294451-0.000579536j 0.001202+0.000313769j 0.00330502+0.00325721j 0.00237624-5.71259e-05j 0.00122105+0.00250143j -0.00188629-0.00416572j -0.00248707-0.000708696j -0.001111+0.00164455j 0.00416728+0.0025706j -0.00311511-0.00286523j 0.00396896-0.0048454j -0.00171619-0.0058819j 0.000356758-0.00434436j 0.00342247+0.00100487j 0.00529609+6.31488e-05j -0.00369379+0.00319808j -0.00089601+0.00442033j -0.00673096-0.00122859j 0.00571187-0.0112562j -0.00894807-0.0119451j -0.00856449-0.00501221j -0.00320805+0.0146051j -0.00210079-0.00333705j 0.0200936-0.0168229j -0.0140577-0.0349572j 0.00620903-0.000754637j 0.00923485-0.0230468j 0.00357826-0.00553945j -0.00809845+0.0124073j 0.0301991+0.00665676j 0.000502735-0.0117967j -0.0442181+0.000504605j 0.0284598+0.0305259j 0.0277463-0.00756845j 0.0249342+0.0185607j -0.00115167+0.00223105j -0.00188152-0.0115987j -0.0166699+0.0144714j -0.0415262+0.0331628j -0.0134724+0.00209428j 0.00154169+0.00167753j -0.00188532+0.00414408j -0.00670945+0.00610982j -0.00922652-0.00269749j 0.00935322-0.00439454j 0.00413885-0.000727734j 
0.0166425-0.00376421j 0.00557199+0.010835j 0.025823+0.0137492j -0.0315405+0.00121599j 0.00885347+0.0132693j -0.0100223+0.00398864j -0.00114435+0.00673274j -0.0299574+0.00722002j 0.0186965+0.0555224j -0.00911761+0.0051415j 0.0419402+0.0248603j -0.0129285+0.0354548j -0.0496741+0.0227573j 0.00905539-0.00229273j -0.0307236+0.0139053j 0.00176882-0.00302138j 0.0128014+0.00948439j -0.017394+0.00320393j 0.000471928+0.00125699j 0.00322926-0.00174963j -0.0183055-0.000624458j 0.0169817+0.00219444j -0.00440841+0.00234586j 0.0019498-0.000559209j -0.0564609-0.00141994j -0.0135058+0.0028372j 0.0580785-0.00285847j 0.0745297-0.00016553j -0.160725-0.00675182j 0.180005-0.000978941j -0.0050447-0.00360608j 0.0125173-0.00303186j 0.171774-0.00158371j -0.325918+0.00273361j 0.0149059-0.00377755j 0.0174084+0.00429852j -0.0226454-0.000357112j 0.00415928+0.000671885j 0.0362575+0.00133631j 0.00302984+3.13193e-05j 0.00936401-0.00253056j -0.00056365-0.00309833j 0.0174482-0.00563438j -0.00480434-0.00484181j -0.0181897+0.00465549j 0.0138249-0.00268883j 0.0159137+0.00252975j 0.000999316+0.00210001j -0.00395957+0.00117754j -0.010815+0.00277815j 0.0141273+0.00112933j -0.000186273+0.00272652j -0.0023558-0.0050091j 0.00588869-0.00428098j -0.00925654+0.00563811j 0.0067507-0.00822282j 0.00402649+0.000287169j -0.0171976+0.00730217j 0.00413311+0.000224231j 0.00284898-0.00350612j 0.0273611-0.000802224j 0.00351816-0.00213679j 0.00354883+0.00714473j -0.00161517+0.00168363j -0.00610977-0.00431535j 0.00138294-0.00651602j -0.00171288+0.00187839j 0.00215945-0.00262147j 0.000772196+0.00851477j 0.00212939-0.00318371j 0.0213406-0.000693132j -0.00737738+0.00314066j 0.0147798-0.00318933j 0.0250789+0.0183144j -0.00230314-0.00945949j -0.0102651-0.013071j -0.0167077-0.0201652j -0.0224988+0.012637j -0.0399091+0.00964041j 0.0132109+0.0197849j 0.000910226-0.0153679j 0.00343522-0.00684416j 0.0141658+0.00875581j 0.00751345-0.0128759j -0.0153509+0.00390672j 0.0140585-0.0613471j -0.020911-0.000778225j -0.00326466-0.0364346j -0.0129815+0.00170171j 0.00456556+0.00502917j -0.00422598+0.00875151j -0.00201632+0.00957612j 0.00325795-0.022786j -0.00214143+0.000223463j 0.0112206-0.00898476j 
0.00993164+0.0151172j -0.00260804-0.00958955j -0.00349061+0.0110894j 0.0288893-0.0116608j -0.00540504-0.0132871j -0.00444508+0.00574116j 0.0114872-0.0122732j 0.0223542-0.0312441j 0.0276852-0.0283273j -0.0545857-0.0167553j -0.0049079-0.0178544j 0.0164697+0.0315785j -0.0166946+0.0140579j -0.00864148+0.0130058j -0.0231715+0.0058117j -0.0251209+0.00449259j 0.00465145-0.00266646j -0.016134+0.00140584j -0.0219855+0.00209934j -0.0275726+0.00305438j 0.0170233+0.00158857j -0.039929-0.000742148j -0.0439635-0.0020657j -0.028898-0.000927981j -0.0522032+0.00186697j 0.10882-0.00160623j 0.0109329+0.00367582j -0.0633522+0.000196822j 0.424151+0.00455149j -0.252238-0.000909091j 0.0445192+0.00100644j -0.106185-0.0016264j -0.0374585+0.00248042j -0.363753+0.00325764j 0.0247596+0.00120412j 0.0421976-0.000705437j -0.060908+0.00229166j -0.0167108-0.0032048j 0.0506255-0.00615606j -0.000334537+0.00271261j 0.00738561+0.00141027j -0.00640712-0.00265603j 0.000718205-0.0035569j -0.0125353+0.0060008j 0.00038396-0.00340954j 0.00139239+6.39084e-05j 0.00256317+0.00296321j -0.0022104+0.000284159j 0.00420222-0.00398555j 0.0086361-0.00536156j -0.0123714+0.00940844j 0.0090557+0.000856182j -0.0125806+0.0127286j -0.00101326+0.00777661j -0.00036525-0.00614871j 0.00945299+0.00107347j -0.00597536+0.00684407j -0.00330324-0.00415016j -0.00547917-0.00133404j -0.000979911-0.00347925j 0.00162188+0.00544682j 0.0026313+0.00375977j 0.0093444+0.000210436j 0.00134259-0.00528169j -0.00410988-0.00486795j 0.00577399-0.00551998j -0.000377873-0.00829788j 0.00537012-0.00146807j -0.0134313-0.0110044j -0.0126607+0.00109472j -0.0117446+0.0166462j -0.000153968-0.00728626j -0.00836591+0.0336676j -0.0122603+0.00215224j -0.0143081-0.0073302j -0.00491696-0.0182319j -0.00822354-0.02011j 7.45822e-05-0.00361092j -0.00200201+0.0139916j -0.0584691-0.0254227j 0.0278042+0.0173006j -0.00328733+0.00059517j 0.0240876-0.00613889j 0.0376505-0.00232476j -0.0177623+0.0100522j 0.0102195-0.0436768j -0.0227275+0.0116404j -0.0298942+0.0322518j -0.0117607-0.0120161j 0.00472824+0.00178575j -0.00273164+0.00810386j -0.0076621-0.000443968j -0.0120537-0.0104908j 0.0042458-0.000808868j 0.00542516-0.00229895j 
-0.0491834-0.0177704j -0.0308054-0.0102824j -0.0322409-0.0348847j 0.0337505+0.033676j 0.0121315+0.0156807j -0.0487615-0.0159447j 0.034229+0.0524339j 0.0532502+0.0199728j -0.00808688-0.00368591j -0.0772299-0.0244873j 0.0116427+0.00280509j 0.0282706+0.0194374j 0.0143101-0.0159755j 0.0133056+0.00734671j 0.0124669+0.00332058j -0.0115348-0.00688923j -0.0159474-0.00792594j 0.0499748-0.00684387j 0.0290304-0.00505845j 0.0282971-0.00173101j -0.0145093+0.0018974j 0.0833745-0.00323926j 0.0554602-0.000871147j 0.00272968-0.000366372j -0.0116905+0.00229388j -0.110869-0.00139287j -0.143974-0.000703204j -0.0038219-0.000594267j 0.227938-4.46488e-05j 0.130302-0.00349062j 0.0488329-0.00288243j -0.150662-0.000121233j 0.0916596-0.00142641j 0.142858-0.00256212j 0.00949096+0.000634645j 0.0177901-0.00120279j 0.00414258-3.47426e-05j 0.00378791-0.00314263j -0.018429+0.00625837j -0.0205906-0.00045089j -0.00836649+0.00571715j 0.00326875+0.00154472j -0.0316029+0.0120034j 0.0103454-0.00374472j -0.0226712+0.00133859j 0.00341786-0.00873203j -0.00302531-0.00766619j 0.00238537-0.00593292j -0.00499076+0.00416061j -0.0133165-0.000823099j 0.0273103+0.000655633j 8.51093e-05+0.000383765j 0.00732194+0.00400656j 0.00796781-0.0116526j -0.0166284-0.0049351j 0.0104175-0.00829229j 0.00326492-0.000449121j 0.0190637-0.00112267j 0.00136491+0.0114659j -0.00450339+0.0148763j 0.0116217+0.0140606j -0.00894559-0.0136726j -0.0135058-0.0017156j 0.00803376+0.0138558j 0.0160395-0.00552998j -0.00417322+0.00221448j -0.0216601-0.00776973j 0.00353961-0.0061888j -0.0388162-0.0247883j 0.0112999-0.00346875j 0.0206587+0.0340575j 0.00606042-0.00917025j 0.00278578+0.00593139j -0.0134619-0.0140667j -0.0127498+0.03928j -0.0149307-0.00574715j -0.0252913-0.0544459j -0.00755278+0.0117692j -0.0024469-0.0066287j -0.0125079+0.00518502j 0.00201786+0.0164031j -0.0186586+0.0185869j 0.0153121-0.0275198j 0.0376513-0.0490504j 0.00227448+0.000908321j 0.00898252+0.00592778j -0.0032517+0.00510177j -0.0083984-0.00319625j 0.0152966+0.00277345j -0.000875494-0.00237822j 0.00187285-0.00265151j -0.00125241+0.00301853j -0.00499421+0.0150159j 0.00301904-0.00240628j -1.6e-05+0.00359824j 
0.0166709-0.0157833j -0.0196811+0.00292536j -0.015776-0.00223487j 0.0142247-0.0256716j -0.00286729+0.00706838j 0.0304511-0.0232608j 0.00974327-0.0172476j -0.0261866-0.021143j -0.0191868-0.0691662j 0.0314335+0.0212244j 0.00282211+0.00240211j -0.0161057+0.00332782j 0.00333743-0.00362463j -0.00873335+0.00233394j 0.00770387-0.00866404j 0.0346389-0.0058347j -0.00548352+0.00272955j 0.00877789+0.00192426j -0.0205703+0.00479772j -0.0376938+0.00245981j -0.0317124+0.00053844j -0.00839894+0.00147853j 0.0332+0.00116629j -0.00150431+0.00165637j 0.0159823+0.00028159j 0.120491-5.24606e-05j -0.0570449-0.000231241j -0.36677-0.00333502j -0.116899+0.000176733j 0.011084-0.00514252j -0.0834152-0.00338818j 0.108833+0.00147864j -0.0954408+0.00159939j -0.045494+0.00164092j -0.0748887+0.00346166j -0.0386627+0.000594573j -0.0247748+0.00236966j 0.0235437-0.000489461j -0.0222295+0.0038081j -0.00967867+0.00071239j -0.00608835+0.00382713j -0.0023411+0.00349543j -0.000921694+0.000617336j -0.0015264+0.0046069j 0.0033945-0.00316968j 0.00424843-0.0027517j -0.00973956+0.00208304j 0.000379546+0.00386925j -0.00541297+0.00226474j 0.00136711+0.00385102j -0.0056939+0.000444882j 0.004307-0.00391706j -0.00847489-0.000880591j -0.00234666+0.00384743j -0.00165498+0.00381986j -0.00958658+0.00465116j -0.00690295+0.000583796j 0.0134605-0.0115781j -0.00749035+0.00196278j -0.000876033-0.0094915j -0.0226826+0.00228517j -0.0155507+0.0115532j 0.00933053-0.00472326j -0.00314889+0.0062429j 0.0108655+0.00710809j 0.0105273+0.0142689j 0.0261307+0.000709563j -0.0100734+0.00517466j -0.00106083-0.00290585j -0.0124422+0.0126047j 0.0123075-0.0134208j -0.00693159-0.00840641j -0.0421466-0.0322464j -0.0164619-0.00641288j -0.0113746-0.00457247j -0.017665+0.00167165j 0.00986129+0.0182203j 0.0386946+0.0376314j -0.0111564-0.00762346j 0.00487986-0.0348321j -0.024694+0.031756j 0.0234801-0.0263707j 0.0166589-0.0182811j -0.00667783+0.0149825j -0.00221494+0.00246165j -0.00226258-0.00573092j 0.00720959-0.000755608j 0.00124257+0.00409324j -0.0117708-0.00392051j 0.000504218-0.000120987j -0.00274681+0.00121555j 0.00333899-0.00211517j 0.00151313-0.00606968j -0.00112118+0.00015025j -0.00506188-0.00234281j 
0.00623976-0.0180527j -0.016771-0.00151087j 0.000829553+0.00448267j -0.000510165-0.0181877j 0.000751965+0.00930953j -0.00786599-0.0296102j 0.000380085-0.0186278j -0.00719099-0.00466724j -0.0221197-0.0158861j -0.0272615+0.00530263j 0.0344618-0.0345081j 0.0244735-0.0390755j 0.0256605-0.0106023j 0.00102632+1.92211e-05j -0.0155297+0.00205032j 0.0155638-0.00873054j 0.00296803-0.00142847j 0.00602062-0.00135985j -0.0305283-0.000200348j -0.0593266-0.00125123j -0.03597+0.000486727j -0.00266404-0.0014151j 0.0390446-0.00170193j 0.0130106-0.000374529j 0.000947306-0.00288727j 0.167938+0.00532051j 0.000261342+0.00106608j -0.142644-0.00184293j 0.00627567+0.00131642j -0.0584614+0.00188777j 0.110555+0.000501738j -0.0415786-0.000250019j 0.447534-0.00389288j 0.0291479+0.00177433j -0.0230526+0.00139646j -0.0283608+0.00324575j -0.0455385+0.00210559j 0.0141403-0.00358274j -0.00251019+0.00430173j -0.00913475-0.000751714j -0.0216735+0.00351715j -0.0199624+0.00079851j 0.0038995-0.00199905j -0.0473648+0.00441363j 0.000350719+0.000878509j 0.0104779-0.00638839j -0.00684145+0.00188448j -0.00638974+0.00593628j -0.0119316-0.000597814j 0.00446725+0.00632311j 0.00621423+0.00358565j -0.00434156+0.00238535j -0.00954672-0.000116027j -0.00195385+0.00560082j -0.000939239-0.00332354j 0.0102817-0.0040126j -0.0218824+0.00765233j 0.0121491-0.0051496j -0.00812955-0.000632634j 0.00556449-0.0045865j 0.00818967+0.00195976j -0.00445609+0.00523089j 0.0134753+0.00757569j 0.0010204+0.00816656j 0.000183176+0.0135204j 0.00905098+0.000325849j 0.00287022-0.0100361j -0.00663536-0.002188j 0.000284974+0.00158476j -0.0183614-0.00922575j -0.0094787+0.00315831j -0.0265286-0.0179519j -0.0107423+0.00462934j -0.00668048-0.00171856j 0.00229213-0.011191j 0.0124901-0.00659297j 0.00823106+0.0107426j -0.00216256+0.0158361j 0.0148182-0.00383116j -0.00915959-0.00889355j -0.0144816+0.035069j 0.0118055+0.0406781j -0.0242462+0.0414278j 0.0189947-0.0197008j 0.00385843-0.0120575j 0.00353934+0.0117773j -0.00480615-0.00543007j 0.00543264-0.00609052j 0.0115203+0.0221921j 0.00119287-0.000881239j 5.09938e-06-0.00261078j -0.00100195+0.00402858j -0.00428631+0.0164j -0.00250969-0.000118615j -0.00201022+0.000167561j 
-0.00552748+0.0165347j 0.00918461+0.00452138j -0.0197824-0.0149896j 0.0170569+0.0232417j -0.0109387+0.0095475j 0.0244178+0.0315449j 0.00851151+0.0546005j -0.000658386+3.38789e-05j -0.00259292-0.0037861j 0.0387229+0.0301271j 0.0130875-0.020878j -0.0105404+0.0465374j 0.00390507+0.00294065j -0.00623913+0.00140551j -0.0166947+0.0103924j 0.00138543+0.0107944j -0.000417501+0.00310847j 0.0266223+0.00420625j 0.0367962+0.000188302j 0.0753339-0.000396375j 0.0386993-0.000182752j 0.0522948+0.00364553j -0.0237094+0.00467357j -0.0429151+0.00170165j 0.0310552+0.00320412j -0.272809-0.00675636j -0.266144-0.00601151j 0.0256195+0.000478503j 0.0655053+0.00159977j 0.0222958-8.52804e-05j -0.034946+0.00275962j 0.18396-0.0051841j 0.222006-0.0040248j -0.0108742+0.000777367j 0.0337349-0.00481012j 0.00291235-0.000196676j 0.0148004-0.00456777j 0.00887777+0.00580352j -0.0119608-0.00403502j -0.00631631+0.00150342j 0.00677827-0.00214494j 0.0127218+0.00127433j -0.0215827+0.00503321j 0.0428888-0.00873609j -0.0134064+0.000403957j -0.0069275+0.00204135j 0.00789637-0.0090592j 0.00922603-0.00812882j 0.0303369+0.00198615j -0.00923221-0.000847075j 0.0101865-0.00527863j 0.0186188-0.00968707j -0.00271227+0.00517415j 0.0116859-0.0125827j 0.00173587+0.0106121j -0.0187022+0.0153765j 0.0131272-0.00942744j 0.0168102-0.00346913j -0.00263528+0.0195924j -0.0212866+0.0095301j -0.0118052+0.00331412j -0.00132177+0.00139335j -0.0186747-0.0150767j 0.000550947+0.0162447j 0.0301002-0.014883j -0.00762633+0.016787j -0.0043464+0.017447j 0.0339976+0.0286961j 0.00471075+0.010331j 0.00962767+0.00351623j -0.0107361+0.0136706j 0.0173699+0.0244884j -0.0139843-0.0166325j 0.0202345-0.00189963j 0.0268717+0.0170538j -0.0170163-0.00891631j 0.00298594+0.0015467j -0.0146436-0.0232737j -0.0102461+0.0161916j -0.0139536+0.0178572j -0.00697462+0.0267386j 0.0199927-0.0100374j -0.00515666+0.0103321j -0.0170337+0.0200524j -0.0060809+0.00968183j -0.00030336-0.0108774j -0.0059596-0.0286802j 0.00714586+0.000694573j 0.00577009+0.00188063j 0.00236636-0.00134831j 0.000893536+0.00238707j 0.00489211-0.00546828j 0.00901465-0.0136136j -0.00640107+0.00457249j 0.000749822+0.000518499j 
