0.0242629+0.104302j -0.0238164-0.0169996j 0.0109061+0.0324019j -0.0470096+0.0821351j 0.041538+0.0217178j -0.00788935-0.00591416j -0.0653005+0.0616477j -0.0319459+0.0301264j -0.0537478+0.0105612j -0.0281159+0.00775165j 0.0402292-0.0506462j 0.0169738+0.0153429j -0.0392994+0.0178086j 0.00904284-0.0118836j 0.0185032-0.0258004j 0.00361963-0.00227259j -0.00561936+0.000783739j 0.0169503-0.0243473j 0.00589845+0.0137487j 0.0134514-0.0302262j -0.000164622+0.0201904j -0.0302028+0.0289927j -0.0166445-0.0403678j 0.0252139-0.0698187j -0.0101245-0.0858687j -0.0805847+0.137769j 0.0877851-0.0351631j 0.378747-0.339309j -0.19862-0.0575765j -0.0579867-0.0401979j -0.0707404+0.131668j 0.0484111-0.0426455j -0.00170405+0.0156013j -0.00383085+0.0149336j -0.0317657+0.0268984j 0.00399118+0.00682166j 0.021042-0.0119557j -0.00790172+0.00731667j -0.008403+0.00684263j 0.00347171-0.0116623j -0.0225452+0.00968437j -0.00740141+0.000345359j 0.00419464+0.00175753j -0.00402756+0.00660062j -0.0105911-0.000212635j -0.0129043+0.00798097j -0.00166018+0.00271906j -0.00740043-0.0031366j 0.00171033-0.0010892j 0.0057186-0.0012257j 0.00760508-0.00941126j -0.000950186-0.00322364j 0.0127832-0.00631111j 0.00362984-0.00857098j 3.04578e-05-0.00794478j -0.00357028-0.00159074j -0.00294599+0.00472705j 0.0134068-0.0179406j 0.00723269-0.0109069j -0.00105386+0.00459141j -0.0119027+0.0028827j 0.0104108-0.000139982j -0.0129677+0.0173449j 0.00509065-0.0196671j -0.00715484+0.0228979j 0.0118532-0.0857895j 0.0829801-0.0251361j -0.049668+0.0739086j -0.0517973+0.0417519j 
-0.000737358+0.0285208j 0.071171-0.00155311j 0.0806708+0.0043375j -0.0780903+0.0540877j -0.0591856-0.175268j 0.222163-0.0549705j -0.041705-0.0419617j -0.0160054-0.000308605j -0.134583-0.0564591j 0.0980142-0.046788j -0.0475023-0.0886654j 0.132285+0.143541j 0.0199207-0.0765542j 0.0255568+0.0387031j 0.0413047+0.0904393j 0.00234939+0.0252964j -0.0393553-0.0055067j -0.0487202-0.198118j -0.0688307-0.0250526j 0.0527337-0.0726454j -0.0760227+0.10132j 0.0303972-0.00328083j -0.0566539+0.102774j -0.142075+0.142579j 0.15858+0.15436j -0.0984921+0.106545j -0.0387306+0.0260982j -0.0589365+0.0305751j -0.0104979+0.0676498j -0.0173232-0.0202545j -0.0182616-0.0111045j -0.015308+0.003636j -0.016489+0.00295796j 0.00242296-0.0357545j -0.0250225+0.00383734j -0.00576515-0.000514259j 0.01104-0.0156441j 0.0169137-0.0155855j -0.00523495-0.0114675j -0.0265619-0.0225205j 0.0177369+0.00157774j 0.00614326+0.00861461j -0.000277766+0.00615163j -0.0247619-0.00726135j -0.00974037+0.0238332j 0.0175104-0.0122399j 0.0033511-0.00100348j -0.00315393-0.00417195j 0.00710639+0.00613684j -0.00621956-0.0199592j -0.00375755-0.00862744j 0.0026767+0.00266704j -0.0113352+0.00361475j 0.0119206+0.00565049j 0.00916574-0.0249001j 0.00169885+0.00517892j -0.00412252-0.00981335j -0.00875871+0.00326344j -0.00497726-0.0175346j 0.0168824+0.0113716j -0.00204057+0.00677819j 0.013658+0.00912325j 0.0177807+0.00496588j -0.0127558+0.00946568j 0.00869302-0.0117047j 0.00520821+0.0107543j 0.0152958-0.00709079j 0.00706106-0.00575802j 0.00326475-0.00492318j 
0.0247248-0.0157077j 0.0436468-0.0185922j -0.0785621+0.0276116j -0.0397323-0.025908j 0.0197344+0.0566224j 0.183109+0.00576178j 0.0282531-0.0974733j -0.0422345+0.0990359j -0.00770983+0.00339403j 0.0351132+0.0672845j 0.0381277-0.122643j -0.097269-0.0597466j 0.0972384-0.0158291j -0.0855406+0.0712799j -0.0157069+0.00514157j -0.0936494-0.0448197j 0.0551334-0.00594226j 0.130338-0.0118914j 0.0276032+0.158099j -0.00938243+0.0428762j 0.074401-0.0151292j -0.0737421-0.0883453j 0.136712+0.0874443j 0.144341-0.0833682j -0.0564799+0.0461263j -0.0457888-0.0336656j 0.0670819+0.0136536j -0.0132068+0.0200249j 0.0323995+0.0118912j -0.02212+0.0188417j -0.0291492-0.0075174j 0.0227289-0.00995115j -0.0196483-0.00816282j 0.00622187+0.000978807j -0.0358286-0.00873292j 0.0176949-0.00124829j 0.00674884-0.00750665j 0.00743036+0.000831717j -0.00689443+0.00316176j 0.0178209+0.00109711j -0.0111297+0.0187646j 0.012089-0.0173359j -0.0209514-0.0216266j -0.00680182-0.000903538j -0.0135657+0.0339793j -0.00290707-0.0167087j -0.0103402-0.0113898j 0.010082+0.0111941j -0.0247337-0.00428512j -0.025584-0.00351307j 0.00645975-0.0127209j -0.0101597+0.0150699j -0.00536531+0.0121373j -0.00123569-0.0296231j -0.00481904-0.00336863j -0.0216989+0.0138561j -0.007543-0.0186316j -0.0148235-0.0204256j 0.0134662-0.00717902j -0.00775703+0.00217673j 0.00487916-0.00199365j 0.0127273+0.00470764j 0.0114258-0.00997347j -0.00341178-4.3948e-05j 0.0018895-0.00524944j -0.00109692+0.000166685j 0.00671701+0.00215798j -0.00825757-0.00346406j -0.00195839+0.00419052j 
0.000404108+0.0170718j 0.00920706+0.0256375j -0.057271+0.0399935j 0.0100633-0.116399j -0.111632+0.121973j -0.0489175-0.0136196j -0.0278981+0.184989j 0.0749368-0.0588127j -0.0973271-0.100596j 0.241566+0.123971j -0.156202+0.0325267j 0.112945-0.144949j -0.0239625-0.106027j 0.11137-0.108536j -0.0910399-0.0254536j -0.14021-0.119729j 0.0485253+0.169616j 0.0340043-0.0790873j -0.00976395+0.00475908j 0.0759674-0.0992483j -0.210886+0.104547j -0.169546+0.123134j 0.0451604-0.00994435j 0.102757-0.0129194j -0.0643308+0.0872914j -0.0250096-0.0455327j 0.0396575-0.0501537j -0.00666063-0.00678151j -0.0140126-1.36572e-05j 0.0166265-0.00824753j -0.00896503+0.0129693j 0.0195967-0.0231181j -0.00308151-0.0295772j -0.0121588+0.0235644j -0.00144698+0.00978482j -0.00108823+0.0273852j -0.0128992+0.0175727j 0.00525962+0.0295209j 0.0249454+0.0212909j -0.0128749+0.0138802j 0.00631884+0.0371052j -0.014535-0.00292127j 0.0213879+0.0311616j 0.0138091+0.00369677j 0.00306671-0.0035984j 0.0222453-0.0344537j -0.0245599+0.00707364j -0.0112652-0.0136445j 0.0216048+0.00858569j 0.0071484+0.00822993j 0.00922894+0.014719j 0.020482+0.0243404j 0.00574571+0.00620394j -0.0140034-0.0155945j -0.00145179-0.00796011j 0.00276529+0.0232341j 0.0147802+0.016389j -0.00710324+0.00153085j 0.0124343-0.0093265j 0.0169656+0.0108452j 0.00662504-0.00183804j -0.0017011+0.00556888j 0.00413776-0.00505634j -0.00157822+0.00228004j -0.00118197-0.00189033j 0.0084421-0.00355729j 0.000148427-0.00754593j 0.00423323+0.00695622j 0.00427266-0.00220751j 
0.000365659+0.0259868j 0.00932485-0.0266527j -0.05316-0.0270802j -0.0646087+0.0500413j 0.0831977-0.0507094j 0.0779365+0.0837316j 0.00570142-0.13991j 0.164231-0.161925j -0.0323276-0.155953j 0.135281+0.0632299j 0.149945-0.100068j -0.0568891+0.049716j 4.29253e-05+0.170953j -0.0390297-0.171492j 0.0311682+0.11926j -0.160314-0.0735161j 0.185523-0.038925j -0.0786672+0.069797j -0.0252944-0.0680593j -0.0693306-0.121897j 0.0599231-0.0167972j 0.0388365+0.0628318j 0.0416682-0.13276j -0.120923+0.0544829j 0.0544926-0.0504907j -0.0395958-0.103552j 0.00817328+0.0130859j -0.0142797-0.0210043j 0.0176226+0.0322035j 0.0131657-0.000485989j -0.00319257+0.0218401j 0.00222094+0.0125829j -0.0176368+0.00701483j 0.0104806-0.0104728j -0.00190699-0.0131899j 0.00274051-0.0249883j -0.00469015+0.0165363j 0.00980739-0.00209472j 0.0264777-0.0237028j -0.00362389-0.0125221j 0.00774349+0.024503j 0.0125134-0.00899599j 0.0118885-0.0113998j 0.000871567-0.0207371j -0.0275712-0.0367013j 0.0343486-0.0269079j -0.0237695-0.00303673j -0.00109734-0.0148483j -0.00936528-0.0131723j -0.0123796-0.0062231j 0.00174093+0.0135707j 0.00841431+0.00793826j -0.00179724+0.00565093j -1.65727e-05+0.00891599j -0.00588736+0.00160522j 0.0050021+0.00304327j -0.00694501-0.000365525j 0.0177985-0.0142254j 0.00564856+0.00141771j -0.00724427+0.012544j -0.0112122-0.00865691j 0.0022967-0.00709988j -0.00835672+0.00461595j -0.00638242-0.00446151j -0.00102832-0.00218314j -0.00168248+0.000173302j 0.00256685+0.00272402j -0.00219108-0.00386706j 0.00361037+0.00579973j 
0.0133257-0.0420801j -0.0565527+0.0146678j 0.0503337-0.0707689j 0.0968497-0.0113798j 0.0405441-0.114797j 0.142526-0.126555j -0.0630002-0.0467149j 0.103899-0.0332976j 0.0716659+0.0168143j 0.150871-0.0387026j -0.0679627-0.0697177j -0.0525716-0.153549j 0.0214643-0.196507j -0.147376+0.0186867j -0.0718663+0.0240134j -0.202642+0.00458218j -0.0254816+0.224538j -0.0294669-0.0321252j -0.144984+0.0779909j -0.100811-0.0191556j 0.0994578-0.0754032j 0.056425+0.0925433j -0.0101676-0.0475541j 0.0802697+0.002385j -0.0121057+0.039787j 0.00121876+0.0255706j 0.00289219-0.0151527j 0.0564807+0.00408677j -0.011691-0.0655573j 0.00966712-0.0104007j 0.0437146-0.00596727j -0.0210877+0.0285517j 0.026288+0.00808889j 0.00993219-0.0131986j -0.016116+0.0131688j -0.00923459-0.0132592j 0.00538317-0.000215878j -0.0217455-0.00825901j 0.00613771+0.00752127j -0.00450736+0.000157349j -0.00594362-0.0285033j -0.0175614-0.0515284j -0.00611968+0.0227623j 0.00693908-0.00659361j 0.00225261+0.0200387j 0.00166295-0.020349j -0.0201942-0.0127145j -0.0072197-0.0246926j -0.000192674-0.0193512j 0.0294331-0.00135187j -0.0367705-0.00318926j 0.0105805-5.55815e-05j 0.0252246+0.00115526j -0.0129129-0.0169102j -0.000897964+0.00144064j 0.029413+0.0163303j -0.00794534-0.00651371j 0.00672214-0.0056242j -0.00536703+0.00279749j 0.00262093-0.00614214j -0.00227811+0.00759184j -0.00623858-0.00174472j -0.00539076+0.00930529j -0.00533834-0.0021904j 0.000634928+0.000391405j -0.00749278+0.00223997j -0.00386874+0.00132163j 0.00836547-0.00121373j -0.00434493-0.0157878j 
-0.0351436-0.0486688j 0.0255957+0.00630318j 0.0171738+0.139992j -0.10924-0.0763965j -0.0298379+0.0816993j 3.24288e-05-0.0430571j -0.098214-0.0527748j -0.177365+0.0233463j 0.125918+0.20232j 0.0986578+0.142274j -0.07987+0.0911616j -0.0791142-0.0545643j 0.00406896-0.0933607j 0.0751632+0.0280265j -0.0702421-0.122524j 0.0444318-0.0194768j -0.0598159+0.0686142j -0.188444-0.0300982j 0.063197+0.00345025j 0.131132+0.000304195j 0.0171947-0.0601499j -0.0626398-0.0487582j 0.018499-0.148354j 0.0195796+0.0248078j -0.106781-0.0271387j -0.0198462-0.133545j -0.00111639-0.0154991j -0.0203715-0.0410294j -0.0230555-0.0371108j -0.004644+0.0319481j -0.0219086-0.0220104j 0.0031741-0.0491535j -0.0265607-0.0243434j -0.00385099+0.00662956j 0.000768438+0.0146417j -0.0193649-0.0181458j 0.0351905+0.0170332j 0.016898-0.0297281j 0.00508225+0.0145775j -0.0169548-0.0109874j -0.0174197-0.00381579j -0.00272457+0.0113894j 0.00922898+0.00464353j -0.0191401-0.0104406j 0.0175978+0.0130642j 0.00873943-0.00819174j 0.000184545+0.00325731j 0.00231617-0.00976411j -0.0083244+0.00436306j 0.0247908-0.0116502j 0.00751323-0.0144882j 0.0102479-0.00039196j -0.0143189+0.00591243j 0.00698009+0.00391642j -0.0026925-0.0238377j 0.00385251+0.00655075j -0.0152773+0.0110485j 0.00692822+0.000200019j 0.00507481+0.00363361j -0.00641266-0.00429831j 0.00617413-0.00670188j -0.00968814+0.00988696j -0.00948135-0.00115436j -0.00229143-0.0103426j 0.000556562+5.47973e-05j -0.00794439+0.0028228j 0.00334753+0.00862842j -0.0040909+0.00780732j 0.00468923+0.00821j 
-0.0249038-0.0225151j 0.0797407+0.0875293j 0.087471+0.124152j -0.0640741+0.0820805j -0.0256557-0.0260688j 0.132618+0.00423998j -0.0148386-0.14877j -0.0468347-0.000191163j -0.0603331-0.0258736j -0.00205238-0.163596j 0.00956092-0.10789j 0.0991983-0.170673j 0.0713959-0.0671688j -0.0502821+0.0490061j 0.121958+0.0631719j 0.00880457+0.0184724j 0.0795144+0.061802j 0.0648594-0.0227495j -0.0411833+0.0865286j 0.00726946-0.0238149j -0.0234427-0.0144521j 0.0544157-0.0377713j -0.128368+0.0227072j -0.0677403-0.00710653j -0.0940633+0.0218435j 0.113524-0.0365036j 0.0121858-0.0398616j -0.0409569-0.0638491j -0.0155437+0.033417j -0.0131679-0.0032801j -0.0319506-0.0403586j -0.0221448-0.044268j -0.0195085+0.0293186j -0.00398989-0.0159855j -0.0309434-0.0104356j 0.0199361-0.0124949j 0.00666558-0.00533761j 0.0169067+0.0177711j -0.00320222-0.00420158j -0.000709856-0.0153718j 0.00797417+0.00872963j -0.0201785-0.0089898j 0.02226+0.0166947j 0.00680173-0.00276173j -1.11374e-05+0.00226309j 0.0139128+0.00781209j -0.000172114-0.00487712j 0.0108492+0.0113153j -0.0432301+0.00013678j -0.00461836-0.0126813j -0.0243365+0.0268696j -0.0227799-0.00965604j -0.0060491-0.00396705j -0.00454317+0.0124293j -0.00144853+0.00541284j 0.00928267-0.00324585j -0.00450674-0.015395j -0.0119969-0.00794935j 0.00556029+0.000871693j -0.00561195+0.00555992j -0.00775813+0.00430757j 0.0136691+0.0115065j 0.0034847-0.00378896j -0.00318894-0.00317044j 1.44604e-05-0.00874761j 0.00270591+0.00179286j -0.00312874+0.00228722j -0.00412958+0.00475491j -0.00201813+0.00988339j 
0.0708455-0.0457296j -0.00654405+0.000267334j -0.114366+0.0118082j 0.0444933-0.202958j -0.100301-0.0797502j 0.21392-0.183545j -0.223205-0.0310377j 0.0395143+0.0783192j 0.0858072-0.11696j -0.015251+0.0330317j 0.118349-0.0366806j -0.171795-0.266007j 0.0745278+0.0454023j -0.0735674-0.0611923j -0.00463915-0.0489203j -0.0751569-0.118273j -0.0320674-0.212531j 0.00237518+0.0755543j 0.0990386-0.0348675j 0.0286836+0.00307114j 0.0591681+0.016834j 0.0793309-0.0471003j -0.00831829+0.0217595j 0.07859-0.0319397j -0.0509961+0.111996j -0.109724+0.0486419j -0.00288431+0.00286322j 0.016663+0.0355443j 0.0117433-0.0664861j -0.0621681+0.0153557j 0.0119796-0.0363571j 0.0403296-0.0120265j 0.0155664-0.0499996j -0.00940035-0.0324968j -0.0555765+0.0285877j -0.0186249-0.0110267j 0.00379961+0.00122018j 0.00969542+0.0213809j 0.000900431-0.00310333j 0.0242459+0.0165241j -0.00691363-0.00207528j -0.00462098+0.0043164j 0.0133752+0.00274844j 0.0282199-0.00437587j -0.00794357+0.016417j -0.0122388+0.0119725j -0.00176919+0.00233875j 0.0242791+0.002818j -0.00344623-0.00444049j 0.00780348+0.00752855j 0.0294417-0.000303307j -0.00670401+0.00110386j -0.0109568-0.00668297j -0.00613098+0.00501241j 0.0068043-0.0136182j -0.00807849+0.000299653j 0.00661249-0.00376488j -0.011253+0.000693632j -0.011104-0.0108171j 0.000871379-0.0150154j 0.00626355-0.011843j -0.00802718+0.00264781j 0.00124841+0.00788448j -0.00812752+0.00153922j -0.00275409+0.000683653j -0.00267975+0.00385204j 0.0035194+0.00570169j -0.00478687-0.00418331j -0.00964639+0.00119423j 
0.0973682+0.0421076j -0.00805653+0.000966422j 0.0222344-0.0014547j -0.123395-0.0637262j 0.0304705-0.0102125j -0.0414675+0.112446j 0.0237637-0.118063j -0.196167+0.00464278j -0.03019+0.131597j 0.0608652+0.0293309j 0.0337214-0.177261j -0.159129+0.145144j 0.0691453-0.0797743j 0.00625715-0.00490745j 0.0490686-0.0189359j 0.012578+0.0620786j 0.125511+0.015019j -0.016615+0.122873j -0.0217065+0.207143j -0.0520041-0.0565946j -0.0459243+0.0682705j -0.0724216-0.0707427j -0.0544283+0.0934233j -0.114636+0.0428764j 0.0574587+0.0431842j -0.166397-0.0210128j -0.0392775+0.00127321j 0.0103855+0.000575735j 0.0189104-0.0287972j -0.0428242-0.0258444j 0.013829+0.00529662j -0.00981262-0.00398165j -0.029989-0.0254848j -0.00170986-0.0140364j 0.0262401-0.0226587j 0.00121142+0.0116707j 0.0177509-0.00512206j -0.0088995-0.0173086j -0.00990943+0.00210934j -0.0258086-0.0079787j 0.0161122-0.00460579j -0.0145299-0.0139407j -0.0121473+0.010581j 0.00441849+0.0153886j 0.00823928-0.0116794j 0.00553178+0.0158101j -0.00400531+0.00528186j 0.0262981+0.000765762j -0.000845983+0.0200251j -0.00318405+0.0104517j 0.00885779+0.0105465j -0.0239118-0.00646124j 0.0111951-0.00275048j -0.0172218+0.00622214j 0.0032925+0.0202519j -0.00232015-0.00534693j 0.00201443-0.0129552j 0.00446505+0.0152698j -0.00159498+0.00474887j -0.00157852-0.00172695j 0.00507936-0.00605271j -0.00232271-0.011919j -0.00729869+0.0123765j -0.00532016-0.000864708j -0.00713535+0.00193985j 6.93162e-05+0.000358693j 0.0011312+0.00153567j 0.000863124-0.000841112j -0.000979605-0.00112758j 
0.0219681-0.038663j 0.0231018+0.0503051j -0.228398+0.114726j 0.000793427-0.0724369j 0.0897492-0.158355j 0.135835-0.114337j 0.0222193-0.06259j 0.0484649+0.121018j 0.0547026+0.0382064j 0.0221101+0.0720426j -0.0634538+0.0521467j 0.0640243+0.239977j -0.0122222-0.0680888j -0.00279972-0.00490025j -0.0789817+0.0419011j -0.076765+0.0544205j -0.123593-0.0635127j -0.0781317-0.0511399j 0.132479+0.0811046j -0.067499+0.0126875j 0.244789+0.0135275j -0.0871231+0.119638j -0.0977662-0.0232398j -0.00393365+0.0109698j 0.059418+0.0293294j -0.0149407+0.0407181j 0.0669499+0.0178336j -0.0169062-0.0196356j 0.0501491+0.0587307j -0.0438823+0.0145903j 0.000111631-0.0609804j 0.0696839-0.0285274j -0.000547053-0.00444577j 0.0369758-0.0323155j -0.00571998-0.00907713j 0.0328084-0.00188845j -0.000943998+0.00776223j -0.00814224-0.00317576j 0.000118769-0.00767682j -0.00863586-0.00437076j 0.000611236+0.0240186j 0.00443341+0.019958j -0.00307482+0.00615018j 0.0122722+0.00136448j 0.0112766-6.97556e-05j -0.0307421+0.0108926j -0.00472843+0.0018571j -0.00647753+0.0014799j 0.00543772+0.0169307j -0.00129456+0.014918j -0.00576078-0.0124426j 0.00499145+0.00160969j -0.00133865+0.00652403j -0.00230998-0.00394232j 0.00909614-0.0199162j 0.00826755-0.00802262j 0.00379443+0.00181658j -0.0015661-0.00623849j 0.00621188-0.0068217j 0.0105583+0.0154447j -0.00413441+0.0121154j -0.00266874+0.00953388j 0.0107253+0.00470893j -0.00995626+0.0113369j 0.00834986-0.00439026j -0.00978085+0.000328495j 0.0019044+0.0094252j -0.00872554-0.0120262j -0.00888679+0.0110457j 
0.0465924+0.0602195j -0.0645863+0.062625j 0.0126301-0.0427263j 0.0642974+0.0942328j 0.0271363-0.0759396j 0.0332225+0.0177485j 0.0915257+0.122931j 0.0498487-0.0572397j -0.113823-0.158679j -0.31442+0.146154j -0.20257-0.0459479j -0.192122-0.124617j 0.0509704-0.0887382j 0.0377966+0.0382792j 0.099278-0.194285j -0.0104462-0.122594j 0.00816109-0.175716j -0.0439782+0.0118644j -0.0644675+0.0994278j -0.0562888+0.115344j 0.0201504-0.0114691j -0.0547805+0.0282436j 0.0290888-0.0185236j -0.0585135+0.0413184j 0.0622759-0.01837j 0.0238494-0.0122219j -0.0148502+0.019559j -0.00869558-0.0261368j 0.017109+0.0553581j -0.00572946-0.0383561j 0.0506139-0.00647857j -0.00888658+0.0200678j 0.024721+0.0236121j 0.00829094+0.000388791j 0.00746437-0.00160853j 0.0224516+0.00840567j -0.0103581+0.00998928j 0.014435+0.0255975j -0.0112918+0.0272181j 0.00115524-0.0181521j -0.0043362-0.0202444j -0.00971196+0.0292795j -0.0170435+0.0134234j -0.025738-0.00853025j 0.0142579+0.0307206j -0.0132597-0.00321051j 0.0105956-0.0118065j 0.0162491-0.0184401j -0.00283434+0.00360612j 0.00396337-0.0154394j 0.00579153+0.00880464j -0.0251812-0.00225916j 0.00565949+0.0279j -0.00739738+0.00364459j 0.00987958+0.00605894j 0.002186+0.000464893j 0.00696575+0.00275751j -0.00637848-0.00228705j -0.00457268+0.00438279j 0.0042587+0.0115065j 0.00337352+0.00757528j -0.00174023-0.00163773j 0.0035387+0.00390375j -0.00873121+0.00508576j 0.00174885-0.00228793j 0.000814529+0.000214167j -0.00093288+0.0028159j 0.00563996-0.0059969j -0.0026531+0.00180923j 
0.0321201-0.0163511j 0.0654176+0.0422327j -0.0616174-0.0303787j -0.112491-0.0439896j 0.0294356+0.080744j -0.0189193+0.0690631j 0.120232+0.015307j 0.115566+0.0763694j 0.126646+0.0231827j -0.0734809+0.0228378j 0.0782993+0.0238861j -0.141015+0.012671j 0.0336317+0.0348865j -0.0544324+0.0482361j -0.0803543-0.0561151j 0.00556433-0.0147616j -0.0241027+0.0335391j -0.106088-0.0455017j 0.0502414+0.0369854j -0.0168817-0.155827j 0.0272411-0.0709651j 0.0720146-0.147197j 0.0691332+0.0359282j 0.0515107-0.0413339j 0.0159402+0.0429318j -0.00870573+0.0153311j -0.00831702+0.00393768j -0.0633629-0.0129161j 0.0417506+0.0438733j -0.02017+0.0171051j -0.0227785-0.019888j 0.00581062+0.0147217j -0.0165128-0.00525466j 0.0293649-0.00920108j -0.0269286-0.0280681j 0.0311628-0.036188j 0.00515299-0.0283268j -0.0207714-0.0128906j 0.02118-0.0115531j -0.014103-0.00467567j -0.000965199+6.78309e-05j -0.000482313+0.00227026j 0.0136062-0.00104221j 0.00514352+0.00815916j 0.00304047-0.00789838j -0.014971-0.00204825j -0.0109707+0.00144998j 0.0157408-0.003561j -0.00405007+0.00891491j -0.0136763-0.00298497j -0.00794809+0.00187827j -0.00770953+0.0046537j -0.00194308+0.00647811j 0.00316488-0.00660372j -0.00701803-0.00533511j 0.00453658-0.00360169j -0.00473507+0.000491942j 0.00290338-0.00915745j 0.00180213-0.00070402j -0.000105717-0.00377031j -0.0032077-0.00249965j -0.00882301-0.00109347j 0.00626243-0.00335208j 0.0044548+0.00911384j 0.00506863+0.00709823j -0.00202-0.00116367j 0.00151303+0.00439135j -0.0033604-0.0047498j 0.00266637+0.00902564j 
-0.0849442+0.0658108j -0.0435322-0.0614025j -0.0184017+0.078437j -0.0860486+0.0253719j -0.0250032+0.00487099j 0.286465+0.109421j 0.0208315-0.170562j -0.0855442-0.0258703j -0.00773951-0.0230647j 0.127971+0.0548864j -0.15732+0.0488604j 0.0122539-0.00928895j -0.024441-0.130756j 0.0102546-0.00981624j -0.0908156-0.0926895j -0.0335388-0.0755822j 0.0440867-0.0432723j 0.0813603-0.0166597j 0.10998-0.0287224j 0.0238879+0.110594j -0.0842246+0.111088j -0.00493112+0.0611781j 0.138674-0.0421314j 0.0209568+0.0267041j -0.030731-0.0195711j 0.0362566-0.017878j 0.0211574+0.0434359j -0.0120463+0.0201866j 0.00759746+0.0395766j 0.0474726-0.0234988j 0.0113025+0.0292341j -0.00467023-0.0085722j -0.0188799+0.000940748j -0.02675+0.0103394j -0.0463171+0.0109643j -0.0221565-0.023499j 0.0157011-0.0269265j -0.000576178-0.00315993j 0.00757662-0.00308689j -0.0184216+0.0196543j -0.0114996-0.00943494j 0.00746128+0.00927328j 0.0250084+0.00182139j -0.00468325+0.0308364j 0.00391067+0.0200024j -0.0164733+0.00453819j 0.0244745+0.0100171j -0.00940293-0.0106678j -0.0005754+0.0100025j -0.00611611-0.0136955j 0.00949559-0.000761879j -0.00995468-7.93087e-05j -0.00230551+0.0040909j -0.00229883+0.00192992j 0.0081599+0.00900635j -0.0019283-0.00988457j 0.00510988+0.00974582j -0.005058-0.00155298j 0.00570605-0.00486022j -0.00703023+0.0019039j -0.00246408-0.00493491j 0.00600365+0.00236641j 0.00536553-0.00877108j 0.000973076-0.006239j 0.00542818+0.00444855j -0.00143162-0.00520078j 0.000775783+0.00736207j -0.00743821-0.00337404j 0.00127559+0.00790709j 
-0.0473828-0.020419j 0.00428646+0.030074j -0.22508+0.128129j -0.107579-0.150014j -0.140895+0.176076j -0.0408964-0.000371113j -0.101563+0.0395614j 0.0358805-0.135789j 0.191993-0.0476082j 0.0146824-0.00508142j -0.00609408-0.0764826j 0.0369093-0.232817j 0.074463+0.1245j -0.032051-0.133014j 0.125454+0.00814201j 0.0580549-0.0442888j 0.116421-0.105087j 0.00146828+0.0574477j 0.0883847-0.0733994j -0.0202826+0.00670337j 0.0521628+0.044089j 0.0115937+0.0168662j 0.0781647-0.0259902j -0.00546643+0.000631257j -0.0345193+0.0559921j 0.090412+0.0115577j -0.00246302-0.00699589j -0.0421521-0.0220708j -0.0258827+0.0369282j 0.0109756+0.00696623j -0.000894768-0.0179499j 0.0661164-0.0440215j -0.0228147-0.0371298j -0.0173055+0.0542275j 0.0242132+0.00870386j -0.0182317+0.0152266j 0.0307121+0.00564534j -0.0169876-0.0163226j -0.00261631-0.0138763j -0.00696759-0.00784j 0.00983319+0.0276789j 0.00655446-0.0319415j -0.013585+0.012108j 0.0149748+0.0224769j -0.0176919-0.00626555j 0.0082922-0.0169985j -0.0178405+0.00363102j -0.00370134+0.00937505j -0.0163244+0.00179053j 0.00195487-0.00244573j 0.009938+0.0117146j -0.00635314-0.010075j 0.00289352+0.00041679j -0.00440788+0.012918j 0.015784-0.00183519j -0.00913718-0.0133853j 0.00355188+0.00696885j 4.59134e-05-0.00827511j -0.00188881-0.000197646j -0.00082547+0.00524842j -0.00616432-0.00443948j -0.00687438+0.00111727j 0.00476867-0.00304792j 0.00345032-0.00591675j 0.00567154+0.0105512j -0.000224903-0.0075994j -0.00925506+0.00707322j -0.00478135+0.00157312j -0.00184199+0.0120178j 
