2.41662e-13+0.17579j 5.88684e-14+0.0438473j -8.19562e-14-0.0601124j 9.53867e-14+0.0704983j 1.15317e-13+0.0838355j -1.30807e-14-0.00945734j 9.52854e-14+0.0691154j 5.59878e-14+0.0404826j -1.43756e-13-0.104894j -1.24058e-13-0.0895708j 3.22655e-14+0.0249649j 9.36785e-14+0.0704937j 3.96234e-14+0.0294595j 1.96975e-13+0.144701j -8.26449e-14-0.0565572j 7.56575e-14+0.0641453j -8.82995e-14-0.0570016j -1.14745e-13-0.077434j -2.24642e-12-0.0198801j 1.01174e-14+0.00282587j 1.22103e-14+0.00783216j 1.44221e-13+0.0925197j 2.10931e-15-0.0312824j -4.98968e-15-0.00450915j 1.06261e-14+0.00180448j -1.55969e-13-0.107622j -4.08594e-14-0.0367807j 1.01417e-13+0.0769867j -6.75089e-14-0.011891j -1.77129e-16-0.00153191j 9.24138e-14+0.0664621j 1.36902e-14+0.013132j 2.55876e-14+0.0208285j 8.32767e-14+0.0579605j -6.4846e-14-0.0457384j 1.60609e-15+0.000858411j -9.28638e-14-0.0709043j -3.50762e-14-0.0338933j -2.74946e-14-0.0223281j -1.15739e-14-0.00877909j 2.67898e-14+0.0313094j -1.171e-13-0.0726047j 8.19185e-14+0.0595611j 2.69265e-14+0.0204881j -3.15578e-14-0.0233283j 4.91634e-14+0.0354809j 2.17027e-14+0.0161191j 7.97002e-14+0.0581912j -1.358e-13-0.0981895j 2.78951e-14+0.0208522j 6.30217e-15+0.00480252j -8.11274e-14-0.0591919j 5.93806e-14+0.0432007j -1.50586e-13-0.109737j 2.7297e-13+0.136351j 1.20738e-14-0.00508386j 
-3.46238e-17-0.0024192j 3.21854e-17+0.000346214j -1.73732e-16-0.00307617j 7.96703e-17+0.00106463j -1.58759e-17-0.00144259j -1.37158e-16-0.00312452j -1.14145e-16-0.00285352j 2.75198e-17-0.000888124j 7.68644e-18+0.000965947j -5.81042e-17-0.000206774j 1.90109e-17+0.000964277j 6.55528e-17+0.00017914j 2.88313e-17+0.000963978j 8.52686e-17-0.000141102j 1.67883e-16+0.00154409j 7.18321e-17-0.000913882j 5.78719e-17+0.000138741j 8.40108e-17-0.0023059j 2.93854e-13+0.00264709j 2.40312e-16+0.000298196j -1.98476e-17+0.000846841j -4.47594e-16-0.00248952j 3.80467e-15-0.00260559j -8.12076e-17+0.00139319j 3.77107e-17-0.000439172j -3.07412e-16+0.00149637j -7.06868e-16-0.000458212j 3.91839e-16+0.0021188j -1.43005e-14-0.00496971j 5.01253e-16-0.00150755j 6.62224e-17-0.000850704j 1.72518e-16+0.00120543j -1.34091e-16+0.00143236j -7.80133e-16-0.00287643j 1.73389e-18+0.00173928j 3.05707e-17-0.000507515j -2.4172e-16+0.00143735j -1.65659e-16+0.0033622j -9.78888e-17-0.00118821j 7.16787e-16+0.00140331j 2.49784e-16-0.00174759j 3.76345e-16+0.00266977j -3.0122e-17-0.00174352j 5.57786e-17+0.000132541j 6.93652e-17+0.00149071j -5.4028e-17-0.00114052j 8.38328e-19-0.00154734j 4.45697e-17-0.000617843j -4.78126e-17+0.000782988j -1.0033e-16-0.00251417j -1.56882e-16-0.00309504j -6.3217e-17+0.000352644j -6.80521e-17-0.0024033j -1.58671e-16-0.0024703j -1.74581e-15-0.00262979j -4.54744e-16-0.00011359j 
2.22194e-16-0.00561858j -1.08646e-15+0.00932953j -2.8254e-17+0.00983374j -7.22878e-18+0.00364138j 3.43449e-18-0.000192255j -2.12904e-17+0.00230473j -4.73771e-17+0.00174246j -3.86452e-17+0.0014461j -2.05494e-17-0.00468343j 1.42892e-16+0.0012003j -1.25498e-17+0.00264756j -4.25296e-17+0.000693508j -1.79451e-16+0.000527152j -1.0859e-16+0.00841713j 1.36458e-16-4.39195e-05j 8.72387e-16-0.00292473j -3.015e-16-0.00100837j -2.01737e-16-0.00394815j 2.83472e-13+0.00255997j 1.0812e-15+0.00636423j -5.89891e-16+0.00146776j -1.3432e-15-0.00669368j 9.23494e-15-0.00658766j -2.1176e-15-0.00714802j -5.38182e-16+0.00101522j -6.84351e-17-0.00448192j -1.87803e-16+0.000661589j -1.37286e-16-0.00200111j 8.58387e-15+0.00320017j -4.65341e-16+0.00200609j -1.83403e-16+0.00123151j 2.19104e-16-0.00347078j -4.42366e-16+0.000220674j 4.57021e-16+0.000387731j 7.9762e-16+0.0119142j 6.11761e-16-0.000832805j -3.51169e-16+0.00273395j -1.01056e-15+0.00325349j -4.30992e-16+0.00107416j -1.4556e-15-0.00178732j 2.20065e-15-0.00106797j 2.72553e-15+0.00650255j 1.74455e-16+0.00491036j -8.52202e-17-0.00249842j -1.28587e-16-0.00417606j 2.60217e-18-0.00138855j -2.97075e-17+0.00210646j -3.60182e-17+7.08037e-05j 1.11785e-17+0.00192914j -4.46306e-17-0.00212289j -6.95265e-17+0.00509158j 3.29259e-17-0.00532301j -4.35174e-17+0.002309j -3.54211e-17+0.00525725j -4.04417e-15-0.00372128j -8.36493e-16-0.01233j 
-1.13981e-16-0.00261384j 6.33557e-17-0.000461333j 1.05199e-16+0.00258338j 6.47607e-17+0.00123048j -9.26597e-17-0.00259306j -3.68773e-17+0.00288122j 6.61377e-17+0.00372833j -1.10024e-16-0.00594175j -1.2769e-16-0.00127558j 9.69936e-17+0.00106476j 5.57685e-17+0.000826429j -1.34037e-16+0.00180507j 4.4427e-17-0.0011784j 1.02073e-16+0.00224105j -5.8912e-17-0.00377201j 2.36663e-16+0.000170379j -2.05471e-16-0.000422185j 2.81153e-17-0.000208894j 7.51668e-14+0.000676967j 1.36342e-16+0.000570885j -8.92658e-17+0.00314526j -7.12508e-16-0.00260609j -1.27787e-15+0.000360443j -1.84045e-15-0.0065333j -6.85593e-16-0.00232003j 5.65658e-16+0.00132999j 1.01268e-15-0.000358769j -4.34875e-16+0.00541432j 6.99962e-15+0.00272648j 5.16393e-16-0.000784913j 1.89122e-17-0.00306908j -5.17302e-17-0.00283354j -1.82536e-16+0.00027993j 5.5982e-16+0.00269699j 3.73474e-16+0.00202833j 2.5628e-16+4.37931e-05j -1.43711e-16+0.000263902j -1.316e-16+0.000940713j -2.14788e-16-0.000739678j -1.23375e-15-0.00168613j -4.86098e-18-0.00146246j 4.27996e-16+0.00150447j 3.94493e-18-0.0003313j -1.11521e-16-0.000488631j 1.24017e-17-3.73832e-05j -6.19833e-17-0.00176089j -2.19147e-17-0.00205518j -2.96583e-17-0.00460862j 1.46583e-16+0.00430418j -4.71973e-17+0.00226439j 1.43959e-16+0.00460978j -8.55681e-18-0.000186475j -1.41132e-17-0.000288037j 1.04066e-17+0.000586891j -2.17651e-15-0.00326991j -5.64093e-16+0.000285221j 
-4.1373e-16+0.00289084j 1.73342e-16-6.94391e-05j -1.55178e-18-0.00475741j 8.74003e-17+0.00266905j -2.8038e-16+0.00257068j -1.65709e-16-0.00810456j 1.58683e-16-0.00611324j -1.40952e-16-0.00187457j -1.12103e-16+0.00253804j -3.09059e-17-0.00262435j -8.99386e-17+0.00142217j -2.94153e-16+0.0030205j 2.73746e-16-0.000617181j 1.83283e-16+0.00117236j -1.19553e-16+0.00141796j 2.44404e-16-0.00152896j -5.37173e-16-0.00378048j -1.64803e-16-0.000657371j 1.13217e-13+0.00101632j 1.28451e-16+0.00103089j 2.18194e-16+0.000967173j 4.74284e-16+0.00368542j 5.62485e-15-0.00420093j -9.96355e-16+0.000710132j 3.86078e-16-0.00368796j -2.94806e-16+0.00312442j -1.17168e-15-0.00165366j 1.12035e-15+0.00042233j -2.98486e-14-0.0105391j -1.98104e-16+0.000104925j -1.13106e-16+0.00294377j -5.49666e-17+0.000567393j -8.96442e-16+0.00613498j -1.22339e-15-0.00348275j -7.63691e-17-0.00197046j -2.78227e-16+0.000821873j 5.30035e-16-0.00366838j -1.3739e-16+0.00199055j -1.22485e-15+0.00397202j 1.72221e-16+1.08806e-05j 2.49686e-16-0.00108251j 9.6315e-16+0.00191382j -2.88666e-16+0.00369027j -3.15368e-16+0.00231391j 2.21769e-16-0.000424037j -1.34994e-16-0.00128256j -1.95286e-16-0.00125907j -1.09171e-17+0.00202371j 1.89956e-16+0.000507742j -1.78634e-16-0.00660302j 1.87161e-16-0.00853462j -1.71659e-17-0.000458991j -2.0961e-16+0.000159761j -1.12135e-16-0.00664158j 1.05476e-15+0.00230748j 1.40651e-16+0.000546772j 
-1.0653e-15+0.00354634j 4.69564e-16-0.00167429j -2.72469e-16+0.00019402j 5.02895e-16-0.00255862j -6.34344e-16+0.00153763j -9.24423e-16+0.00543356j -6.50463e-17+0.00161824j -4.6616e-16+0.00228551j -3.17104e-16+0.00111614j 9.49711e-19+0.000496149j -4.78414e-17-9.96535e-06j -4.96747e-16+0.00111162j 8.43919e-16-0.00261816j 7.10852e-16-0.00354306j -1.76986e-16+0.000723382j -9.91249e-17+0.000609262j 2.8519e-16+0.00123702j -1.32833e-15+0.00225631j -4.71459e-13-0.00425531j -1.05091e-16-0.00153065j 6.51989e-16-0.0016569j -6.15323e-16+0.00280119j -1.05323e-14+0.0063415j 1.06135e-15+0.000733611j 3.09428e-16-0.000396803j 2.05361e-16+0.000261951j 1.11862e-15-0.000287034j 2.28073e-16-0.00159411j 1.38342e-14+0.00516771j -5.99615e-16+0.000489787j -4.39524e-16+0.00048739j 9.6795e-17-0.000578724j 8.58203e-16-0.00250091j -1.67396e-17+0.0023605j 1.17222e-15-0.00529322j -3.80054e-16-0.000223341j 1.24991e-15-0.00187772j 1.7541e-15-0.00503168j -1.29959e-15+0.00299883j 1.36417e-16-0.00107612j -1.93945e-15+0.00252977j -2.06396e-16-0.00590303j -5.86326e-16-0.000473252j -3.92969e-16+0.00153866j 8.45315e-16-0.00254735j -5.71116e-16+0.00279163j -4.33195e-16+0.00152725j -1.22112e-16-0.000429632j 6.5539e-16-0.00292273j -7.35163e-16+0.00493394j 1.31214e-16+0.00100581j 2.00126e-17+0.000552542j -6.81771e-16+0.00161678j -5.90037e-16+0.00263311j 1.78235e-15+0.00418941j 2.66787e-16+0.0027842j 
6.24469e-17-0.00123559j 3.75501e-16-0.00423387j 7.972e-17-0.0135498j -1.34842e-16+0.00185362j 6.71909e-17-0.00393652j 9.74819e-17-0.00370333j 4.73673e-17-0.00206138j 8.41188e-18-0.00493415j 6.19217e-17+0.00406152j -4.34247e-17-0.00050332j -2.29207e-18-0.00036938j 8.77287e-17+0.00127333j -5.63078e-17+0.000754671j -7.07307e-17-0.00205074j 3.80471e-17+0.00163307j -3.25155e-16+0.000626119j 3.5281e-16+0.000664852j 3.73071e-16-0.0050843j 2.43498e-13+0.00219946j -4.49113e-17-0.00329323j 1.64502e-16+0.00303619j -9.19573e-17-0.00272273j 7.37922e-16-8.86199e-05j 6.22909e-16+0.00500992j 8.19233e-17-0.00148249j -3.7612e-16+0.00514905j 2.42871e-16-0.00366759j -1.40456e-16+0.0102652j -2.45392e-14-0.00847286j 2.17012e-15-0.00621597j 2.79741e-16-0.00275058j 5.01609e-17+0.00172865j -4.79978e-16+0.00415021j -9.65416e-16-0.00392269j -7.57981e-16-0.00132576j -6.90415e-18-0.000728057j -5.43322e-16-0.000307596j -1.28503e-16+0.0053158j 4.82392e-16-0.0058921j 5.39611e-16+0.00152954j -1.05497e-15-0.004229j -1.47649e-15+0.00185011j 6.1944e-17-0.00797327j 1.16689e-16+0.00216906j 4.3811e-17+0.00547837j 2.34485e-17-0.00132592j 1.35009e-16-0.00444662j 4.9723e-17-0.0030418j -6.09883e-17+0.00202j 1.23645e-16+8.95662e-05j 3.01859e-17-0.00456635j -1.43949e-17+0.00273685j 2.05893e-16-0.0070139j 1.05543e-16-0.0108009j -1.48281e-15-0.00425224j -3.26477e-16+0.00761371j 
3.75727e-16-0.00405195j -7.98975e-16+0.00416548j -5.01931e-16+0.00732149j -1.83433e-16+0.00313188j 1.21146e-17-0.00112686j 2.48776e-16-0.00290894j 4.44074e-17+0.00077728j 1.11816e-16-0.0034656j 4.06049e-16-0.00694558j 2.45155e-16-0.00307279j -1.4722e-16+0.0011999j 6.35627e-17-0.000221426j -1.41172e-16+0.00080071j -4.25301e-16+0.00620805j 6.15243e-17-0.00397331j 4.40419e-16-0.000325576j -6.20481e-16-0.00381696j 8.14333e-16-0.00240856j 6.72253e-13+0.00605677j 3.66067e-16+0.004109j -5.68786e-16+0.00521296j -4.97928e-16-0.0039095j 8.68931e-15-0.00598189j -1.95611e-15-0.00752309j -3.6708e-16-0.000731061j 1.66117e-16-0.00322424j -8.1935e-16+0.00164942j 1.14571e-16+0.00299798j -4.20273e-15-0.00135299j -6.28475e-16+0.00288947j -3.68419e-17-0.00157075j 2.5115e-16-0.000200164j 2.33493e-16-0.00159659j 3.24483e-16-0.00062122j 1.25848e-16+0.00597137j 2.69686e-16+0.00271331j -4.9154e-16+0.00255279j -9.75516e-16+0.00366356j -2.85998e-16+3.99066e-06j -6.34136e-16-0.000489808j 1.92117e-15-0.000202212j 1.97872e-15+0.00533065j -1.22182e-16+0.00284625j 8.59545e-17-0.00140208j -1.26863e-16+0.00173687j 3.13793e-16-0.00462181j 3.65263e-17+1.81802e-05j 5.3408e-17-0.00125704j -1.20089e-16+0.00289751j 3.11488e-16-0.00385533j -1.13779e-16+0.00278348j 1.79315e-16-0.00251493j -1.03207e-16+0.00111714j -2.43478e-16+0.00301418j -3.09474e-15-0.00377197j -2.38631e-16-0.00676231j 
-1.30514e-16-0.000669687j 2.19065e-16-0.00179649j 1.20474e-16+0.000566806j 9.51208e-17-0.000301628j -5.72569e-17-0.00126146j -7.09236e-17+0.00372403j 6.36028e-17+0.00158842j -1.62572e-16-0.00424002j -1.22773e-16+0.00174732j -1.14272e-17+0.00108785j 4.32678e-17+0.00152487j -1.38136e-16+0.00283741j 3.51881e-17-0.00286161j 1.41659e-16-0.00100388j -2.14962e-17-0.00216303j 4.38737e-16-0.000951672j -2.58604e-16-0.000201383j -3.6893e-16+0.000236742j -1.74197e-13-0.00156758j 2.36744e-17-0.00100899j 1.92633e-16+0.00169467j -3.54474e-16-0.00101274j -4.80019e-15+0.00289052j -1.18034e-15-0.00410009j -6.45556e-16-0.00248589j 6.33931e-16+0.00346446j 8.29377e-16-7.69327e-06j -2.55853e-16+0.00315391j 6.42351e-15+0.00237137j 3.61214e-16-0.000390479j -4.413e-17-0.00246202j -1.51469e-16-0.00340167j -3.20768e-17+0.000837923j 2.79477e-16+0.00184931j 3.81697e-17-0.00254815j 1.90515e-17+0.000635183j 1.55307e-16-0.00127728j 2.06173e-16-0.00194503j -2.52364e-16+0.00188401j -7.57663e-16-0.00116045j -3.63956e-16-0.000204695j -2.14151e-16-0.000902111j -1.16301e-16-0.000894642j 4.37993e-17+0.00138892j 2.97133e-17-0.00251732j -1.31204e-16+0.000169579j -2.35211e-17-0.00161486j -8.74742e-17-0.00382682j 1.98941e-16+0.0028933j -5.67916e-17+0.00309005j 1.03689e-16+0.00148386j -2.17491e-17+0.000816165j -8.93265e-18+0.000194815j -2.77523e-18+0.000717106j -2.08773e-16-0.000647324j -1.27823e-16+0.0024987j 
1.37633e-16+0.000520913j -2.43328e-16+0.00371421j 4.42596e-17+0.00026423j 6.86587e-17-0.00104947j 1.01631e-16+0.000859278j -4.84739e-17+0.00541635j -2.9487e-17-0.000330012j 1.40455e-16+0.00694768j -1.40486e-16-0.00179864j -4.48936e-17-0.000282882j 8.88071e-17+0.00284761j 5.32556e-17+0.00106917j 3.58544e-17-0.000794812j 1.7466e-16-0.0013296j 1.60268e-16+0.00410159j 2.98495e-17-0.000858449j 6.78828e-16+0.00281359j -4.4509e-16-0.00304709j -3.94477e-14-0.000350343j 3.32962e-16+0.000249342j 1.55764e-17-0.00153224j -6.75993e-16-0.00312442j -3.78673e-15+0.00278711j 1.31406e-15+0.00259367j 1.93257e-16+0.00204144j -4.0254e-16-0.0024859j 3.93246e-16-2.12836e-05j -2.69192e-16-0.0010173j 8.68368e-15+0.00311655j 1.9695e-16-0.000432516j 4.75676e-17+0.000920926j 1.68926e-16+0.001634j 7.54976e-16-0.00478655j 1.77197e-16-0.000276552j 1.94206e-16-0.000420222j -2.5498e-16-0.00162201j 2.31879e-16+0.00211012j 1.23307e-16-0.00258018j 1.70135e-16+0.00196289j 9.82926e-16+0.00106745j -3.42613e-16+0.00216141j -6.35395e-16-0.00309248j 8.78761e-17-0.00180372j 1.37567e-17+0.000356005j -2.22447e-17-0.00319765j -6.01912e-18+0.00325509j 5.03801e-17+0.00250549j 2.32226e-17+0.000692241j -1.83292e-16-0.00619269j -5.75863e-17+0.00352995j -3.64516e-17-7.99724e-05j -9.84637e-17-0.00167453j 1.76629e-17+0.000110722j 8.56825e-18+0.00403775j 1.13587e-15+0.00229919j 1.11116e-16-0.00291568j 
4.95898e-17+0.00064647j -2.97161e-16+0.00135207j -2.49171e-16+0.00291424j 5.19791e-17-0.00115324j -1.05277e-16+0.00175002j 1.62059e-16-0.00166183j 2.0066e-16-0.00259692j -2.14305e-16+0.00353334j 1.33345e-16-0.00175896j 8.26937e-17-0.00188481j -2.88996e-17+8.46518e-05j 1.98382e-16-0.00160046j 3.00433e-17-0.000639353j 5.30199e-17-0.00166255j -8.66088e-17+0.00183724j 3.74594e-16-0.00133749j 3.08308e-17-0.000314129j 3.34906e-16+0.00257628j 1.38838e-13+0.00124524j -3.19257e-16-5.58192e-05j 1.21561e-16-0.000501268j 2.32432e-16+0.00114114j 2.53419e-16+3.14274e-06j 3.41575e-16+0.0010635j 1.84002e-16+0.00121789j -6.18261e-17-0.000836918j -9.27378e-16+0.00150538j 7.39966e-16-0.00360509j -3.12097e-15-0.00130289j -9.07834e-16+0.00230513j -2.3206e-16+0.00263265j -2.40874e-17+0.00226929j 7.25543e-16-0.00337644j 9.94856e-17-0.00100663j 2.83876e-17-0.00123542j -3.34176e-16+0.000969951j 3.34404e-16+0.000112106j 5.53406e-17-0.00247975j -3.11222e-16+0.00377333j 4.59368e-16+0.000678794j 9.53598e-16+0.00255283j 9.88265e-16+0.000209361j -1.65864e-16+0.00229776j 8.34256e-17-0.000976175j 8.0849e-18+8.08181e-05j 6.15999e-17-0.000118409j -1.59739e-16+0.00227224j -2.19488e-16+0.00291825j 1.17503e-16-0.00307844j 2.19184e-16-0.00234558j 1.02709e-16-0.00176396j 5.59476e-17-0.000549971j -1.43837e-16+0.00167389j -2.34055e-16+0.00351448j 8.59571e-16+0.00203002j 4.90067e-16-0.00261333j 
6.51507e-16-0.00276498j -1.25194e-15+0.00350353j -1.26804e-15+0.00554352j 4.81991e-16-0.00193405j -2.39638e-16+0.00100273j -7.60481e-16+0.00312796j 4.35296e-16-0.00178765j -1.16874e-15+0.00509238j 1.14675e-16+3.9178e-05j 1.69242e-16-0.000768578j 1.49635e-16-0.00107191j 6.83296e-16-0.00316789j 6.9761e-16-0.00314415j 4.962e-16-0.00176204j -5.85688e-16+0.00329461j 1.97132e-15-0.00482623j 7.53938e-18-0.00139647j -3.23234e-16+0.000208389j -1.71381e-13-0.0015442j -2.56188e-16+0.00104811j 1.77416e-16-0.000505282j 4.9439e-17-0.0017996j -2.47952e-15+0.00160982j 6.47979e-16+0.000518824j -4.46169e-16+0.00366504j 2.42542e-16-0.00137276j -9.53256e-16+0.0023596j 1.44026e-15-0.00552075j 8.94948e-15+0.0032689j -2.06529e-15+0.00412125j -6.68966e-16+0.00261993j 6.92829e-16-0.00250356j 1.79267e-15-0.00384865j 9.91589e-16-0.00327959j 1.97046e-17+0.00241448j -6.31971e-16+0.00233712j 4.02591e-16-0.000835583j 1.75885e-16-0.00182186j -9.82808e-16+0.00315676j 6.90602e-17-4.19189e-05j 1.1481e-15+0.00402889j 2.09865e-15+0.00136028j 8.60535e-17-0.000511391j -1.38128e-16+0.00059549j 4.56882e-16-0.0018497j 2.94693e-17-0.000455062j -8.53352e-16+0.00378123j -3.42128e-16+0.00178936j 5.2719e-16-0.00177685j -1.98542e-16+0.000585819j -1.24394e-16+0.000843265j 3.2631e-16-0.00130129j -3.95394e-16+0.00147024j -1.69035e-15+0.00717808j -9.25293e-16-0.000275265j 1.00815e-15-0.00523758j 
3.1746e-17-0.000210124j -2.01006e-16+0.00415087j 2.28901e-16+0.00714081j 6.45386e-17-0.000719807j 8.22629e-17+0.00289217j 1.03749e-16+0.000929347j -3.09212e-17-0.00230894j 1.79218e-16+0.00444288j -1.45116e-16+0.00027799j 6.63429e-17+0.00209336j 9.43095e-17+0.00232502j -2.02057e-17+0.000990089j -1.15113e-16-0.000692737j 2.36883e-17+9.19125e-05j 2.56829e-16+0.00254518j 3.56043e-16-0.00186899j 2.32971e-16+0.00125794j -2.0595e-16+0.00302459j -1.11917e-13-0.0010108j 2.9996e-16+0.00305328j -1.69677e-16-0.00306617j -1.5494e-16+0.000382932j 1.71853e-15-0.00134733j -6.72676e-16-0.00178651j -1.94588e-16-0.000596864j 1.40778e-16-0.000734071j -5.90592e-16+0.00114195j 1.35292e-16-0.00882999j 6.59465e-15+0.00204251j -1.05652e-15+0.00247514j -3.13522e-17+0.00292399j -4.99827e-17-0.000349594j -3.83926e-16-4.8757e-05j 1.50083e-16+0.00128022j 2.64524e-16+0.00153067j -1.06964e-16-0.00136486j 4.13657e-16+0.00090064j -5.14905e-16-0.00302715j -3.59735e-16+0.00683693j -6.35428e-16-0.00111811j 6.96906e-16+0.000800299j 8.18654e-16+0.000223965j 1.89908e-16+0.00689399j -1.43807e-16-0.00137829j -2.8702e-16-0.00603384j 7.7699e-17+0.00217253j 8.21931e-17+0.00295626j 4.81715e-17+0.00284501j -1.17036e-16-0.00145768j -6.18039e-17-0.00252977j 2.82899e-17-0.00085508j -1.43418e-16-0.00222951j 4.07654e-17+0.00422701j 1.83265e-16+0.00585295j 8.71808e-16+0.00268997j -1.09049e-16-0.00633593j 
-8.68074e-18+0.00192038j 1.89168e-16-0.00349244j -2.33697e-16-0.00329225j -8.15997e-17-0.000865467j 2.13629e-17+0.000637529j 7.14386e-17+0.00125215j -9.10673e-17-0.000278811j -9.41355e-17-0.00259929j 4.06701e-16+0.00604543j 6.03893e-17+0.00191707j 7.0704e-17-0.000752625j 8.94073e-18+0.00190644j -8.33951e-17-0.00219587j -2.16848e-16-0.00222074j 6.04735e-17-0.000478471j 6.57793e-17-0.000650777j -2.59609e-16-0.000901276j -8.4957e-16+0.000733094j -5.42698e-13-0.00488126j -2.20878e-16-0.00135346j 7.01978e-17-0.0012318j 6.71189e-16+0.00305646j -3.99316e-15+0.00275747j 1.49713e-16+0.000546888j -2.63104e-16-0.00195858j 6.75806e-16+0.0039368j 4.57597e-16-0.000848078j -1.71463e-16-0.00113408j 2.21038e-15+0.000703118j -8.00871e-17-0.000331006j -9.18122e-17-0.000555714j -4.234e-16-0.0039668j -3.45079e-16+0.00499834j -2.62528e-16+9.47612e-05j -6.77888e-16-0.00392869j -1.12277e-16+0.000586082j 2.68876e-17-0.00375201j 1.70639e-16-0.00128462j -1.78753e-16+0.000883454j -5.78486e-16-0.00119319j -1.0022e-15-0.000596175j -1.24204e-15-0.00224824j -2.98806e-16-0.000701344j 2.27741e-16+0.00304054j -2.24568e-16-0.00269308j 8.28092e-17+0.00131791j -1.42542e-16-0.0012566j -1.03481e-16-0.00123679j 1.75813e-16+0.00286096j 9.51796e-17+0.00183056j -2.05747e-16-0.00179856j 1.44538e-16+0.00175009j -2.34713e-17+0.000176992j -1.29434e-16-0.00289816j 1.613e-15+0.0014099j 6.18212e-16+0.00487019j 
1.95182e-16+0.0014452j -4.3482e-17-0.000373398j -1.33529e-16+0.000402462j 5.27755e-17-0.000997833j 2.62637e-16+0.00219834j -5.78073e-16-0.00533672j -4.39935e-16-0.00528519j -7.50656e-17+0.00226096j 2.74703e-16+3.48203e-05j -2.53601e-16-0.00234522j -1.81619e-16+0.00124889j 9.62741e-17-0.000319516j -1.17814e-16+0.000831213j -1.37627e-16-0.0020815j 2.63388e-17+0.000703609j -8.60972e-18-0.000458245j -6.05942e-16-0.00131439j 5.57325e-16+0.00105916j 2.31774e-13+0.00208267j -4.89245e-17-6.42558e-05j 2.13641e-16-0.00119355j 8.93195e-16+0.00229452j 3.20615e-15-0.00217606j 3.11771e-16+0.00232497j 1.09717e-16-9.5506e-05j -1.32772e-18+0.000267758j -1.78182e-15+0.00238601j 4.59372e-16-0.00439162j -1.3663e-14-0.00496846j -6.38488e-16+0.00253017j 1.28001e-16+0.000643697j 9.83926e-17+0.00272735j 6.14901e-16-0.000308808j -8.91183e-16-0.00262219j -6.57703e-16-0.00402753j 3.60434e-17+0.00173124j -4.88625e-17+0.000756047j -5.98175e-17-0.00109635j 3.29794e-16+0.00320813j 1.5477e-15+0.00248205j 4.78027e-16+0.0016136j 3.22627e-16-0.000469855j 3.02911e-16+0.0020873j 2.80113e-16+0.00066936j -3.779e-17-0.000596322j -6.92155e-17+2.50909e-05j 1.32114e-16+0.000360904j 3.32319e-16+0.00286356j 1.09844e-16-0.0019688j -4.95118e-16-0.0047372j -5.85579e-16-0.00615474j 1.92781e-17+0.000848529j 1.32183e-16+0.00130083j -2.58728e-16+0.00113851j 1.82841e-15+0.0026046j 4.01869e-16-0.000381462j 
-4.88428e-16-0.0018641j 7.51608e-17+0.000154385j 1.378e-16+0.000926689j -7.65234e-17-0.00101521j -5.46751e-16-0.0017599j 1.09774e-15+0.0025404j 8.32053e-16+0.00159067j 6.66124e-17+0.00113312j -3.49714e-16-0.0015088j 4.98406e-16+0.00089682j 2.73975e-16+0.00157312j -6.35548e-17-0.000855053j 2.77687e-16+0.00180657j 2.89893e-16+2.97312e-05j -1.07783e-16-0.000840446j 7.66795e-17-0.000395155j 1.11134e-15+0.00257236j 1.40663e-16-0.000290622j 1.11843e-13+0.00100703j -6.33252e-16-0.00158893j -5.66732e-16-0.00209108j -1.27269e-15-0.00238173j 9.37799e-17+8.50955e-05j 4.77973e-17+2.22042e-05j 4.55253e-16+0.00225195j -2.82918e-16-0.00122938j 8.61334e-17+0.0022212j 7.35872e-16+0.00197215j 6.703e-15+0.00201964j -5.30013e-17-0.000808872j -3.51975e-16-0.00190701j -1.40105e-16+0.000362664j -2.33486e-16-0.0036599j 8.66455e-16+0.0011414j 8.14164e-16+0.00115339j -6.28041e-16-0.00223182j 1.60078e-16+0.00269201j 3.02557e-16+7.75757e-05j -3.20493e-16-0.00291894j 2.35512e-15+0.00312425j 3.09531e-16+0.000937132j 2.60728e-17-0.000156424j -6.51863e-16-0.00280821j -5.35072e-16-0.00222405j 1.04408e-17+0.000106965j 1.47243e-16+0.000575188j -4.56625e-16-0.00191148j -6.4856e-16-0.00181293j -2.05754e-16-0.00145868j 9.42161e-16+0.00212575j 1.05039e-15+0.00209336j -3.33036e-18+0.000585556j -3.63991e-16-0.0012211j 4.23687e-16+0.00259289j -1.49961e-15-0.00155034j -1.89713e-16+3.28266e-05j 
