2.41662e-13+0.17579j 5.88684e-14+0.0438473j -8.19562e-14-0.0601124j 9.53867e-14+0.0704983j 1.15317e-13+0.0838355j -1.30807e-14-0.00945734j 9.52854e-14+0.0691154j 5.59878e-14+0.0404826j -1.43756e-13-0.104894j -1.24058e-13-0.0895708j 3.22655e-14+0.0249649j 9.36785e-14+0.0704937j 3.96234e-14+0.0294595j 1.96975e-13+0.144701j -8.26449e-14-0.0565572j 7.56575e-14+0.0641453j -8.82995e-14-0.0570016j -1.14745e-13-0.077434j -2.24642e-12-0.0198801j 1.01174e-14+0.00282587j 1.22103e-14+0.00783216j 1.44221e-13+0.0925197j 2.10931e-15-0.0312824j -4.98968e-15-0.00450915j 1.06261e-14+0.00180448j -1.55969e-13-0.107622j -4.08594e-14-0.0367807j 1.01417e-13+0.0769867j -6.75089e-14-0.011891j -1.77129e-16-0.00153191j 9.24138e-14+0.0664621j 1.36902e-14+0.013132j 2.55876e-14+0.0208285j 8.32767e-14+0.0579605j -6.4846e-14-0.0457384j 1.60609e-15+0.000858411j -9.28638e-14-0.0709043j -3.50762e-14-0.0338933j -2.74946e-14-0.0223281j -1.15739e-14-0.00877909j 2.67898e-14+0.0313094j -1.171e-13-0.0726047j 8.19185e-14+0.0595611j 2.69265e-14+0.0204881j -3.15578e-14-0.0233283j 4.91634e-14+0.0354809j 2.17027e-14+0.0161191j 7.97002e-14+0.0581912j -1.358e-13-0.0981895j 2.78951e-14+0.0208522j 6.30217e-15+0.00480252j -8.11274e-14-0.0591919j 5.93806e-14+0.0432007j -1.50586e-13-0.109737j 2.7297e-13+0.136351j 1.20738e-14-0.00508386j 
-2.18664e-15+0.260474j 1.50389e-14+0.0309637j 6.69679e-16+0.00601969j 6.97368e-15+0.0207502j 3.02643e-15+0.175763j -6.63287e-16-0.00786269j 2.33646e-15-0.0304121j 8.06027e-15+0.0977207j 3.02723e-16-0.00807138j 5.89372e-15-0.044999j -4.80742e-15+0.129028j -7.09141e-15+0.184802j -3.74369e-15-0.0271005j 3.26188e-15+0.0212052j 1.14002e-14-0.0464534j -1.50611e-14+0.0710015j 8.27985e-15+0.00681421j -1.79541e-15-0.0300611j -2.85578e-12-0.0257232j 2.0627e-16-0.0556779j 1.02265e-14+0.0067614j 8.63013e-15+0.0802061j -7.16197e-15+0.00491278j 7.59401e-15+0.0320031j 4.17504e-15-0.0416699j 1.33479e-14+0.040812j -2.14675e-14+0.0035115j -2.03503e-15-0.199468j 8.0511e-14+0.0216739j -3.40138e-14+0.0325601j 1.62547e-14+0.0713803j -8.10712e-15+0.0237608j -1.23841e-14+0.113209j 6.02506e-15+0.134328j -6.33407e-15-0.341689j -1.49325e-14+0.10234j 2.4399e-14-0.0377168j 2.05882e-14-0.331165j 8.6006e-15+0.234244j -4.47314e-14-0.054219j -3.93023e-14+0.000126043j -1.44156e-14-0.105849j 1.04043e-14+0.241066j -1.13659e-14+0.0501798j -6.31583e-15-0.287645j 7.42892e-15+0.199607j 1.40353e-14+0.120556j 1.66092e-14+0.205557j 5.49741e-16-0.0818573j -8.16738e-15-0.0412532j 6.55606e-15-0.109122j -9.51255e-15-0.033668j 1.23388e-15+0.183066j -7.57833e-15-0.0330084j 1.81867e-13+0.291487j 2.32719e-14-0.00824306j 
-3.5914e-14+0.0695285j 4.62784e-14-0.127014j -1.34775e-15-0.00461646j 2.79867e-14-0.0998375j -9.72871e-15+0.000882845j -1.7555e-14+0.060152j 1.70319e-14-0.0539342j 4.87032e-17-0.0231726j 2.08851e-14-0.0710648j 3.25069e-14-0.113463j -5.42578e-14+0.155813j -3.75039e-14+0.08955j -7.70712e-15+0.042555j 1.26362e-14-0.0593619j 3.62823e-14-0.137028j -1.71003e-14+0.0380842j 3.37133e-15-0.0912712j -4.39809e-15-0.0480811j -4.42843e-12-0.0398651j -3.15443e-15+0.0497826j 4.93982e-14-0.163076j -3.45682e-14+0.175202j -1.69894e-13+0.0842099j 1.0741e-14-0.107535j 2.36747e-14-0.112208j 4.34592e-14-0.139223j -7.35151e-14+0.161695j -3.92512e-14+0.202333j -5.13186e-14-0.0207493j -4.30656e-14+0.112836j 6.42112e-14-0.244132j 3.72673e-15+0.0087492j 1.0258e-13-0.205562j 5.249e-15-0.071564j 5.30357e-14-0.161841j 1.16024e-14-0.0947698j -2.09736e-14+0.0419888j -3.57631e-14+0.169326j 4.17481e-15-0.0565345j 1.29369e-13+0.256968j -1.29793e-13+0.210915j 3.23001e-16-0.372847j 4.38028e-14-0.219154j -3.74521e-14+0.144292j 1.41164e-14+0.0177133j 3.75523e-15-0.0613133j 6.43291e-14-0.252814j 7.93821e-14-0.322777j 4.70217e-14-0.158615j -3.71834e-14+0.140572j 5.49344e-14-0.174445j -2.17809e-14+0.0855554j 2.49667e-15-0.0475316j -4.23529e-14+0.150741j 4.24883e-14+0.0886255j -3.45465e-14+0.197457j 
1.01648e-15-0.0256314j -5.11217e-15+0.0455024j 1.66519e-16+0.0992461j 2.94015e-16+0.0212059j -2.1194e-16+0.00221219j -8.34873e-17+0.00209898j 2.82195e-16+0.0188708j -3.19111e-16-0.0202917j -7.52598e-16-0.0624572j 8.40069e-16-0.0153869j -4.32275e-16+0.0225834j -7.00298e-16+0.00982171j -4.70779e-16+0.000696579j -3.73735e-16+0.0598141j -9.39909e-16-0.041834j 5.40323e-15-0.00567436j -7.37994e-15-0.0280836j 3.01773e-15-0.00547402j 3.75668e-12+0.0338209j 5.79662e-15+0.0423967j -3.37387e-15+0.028232j -5.77911e-15-0.023918j 5.56975e-14-0.0430537j -2.48692e-14-0.0879289j -5.75637e-15-0.0107202j 2.35554e-15-0.0350868j -3.63885e-15+0.022673j 4.16525e-16+0.00185359j 6.03737e-14+0.0223664j -7.92618e-15+0.0365266j -1.43968e-15-0.00965148j 1.47693e-15-0.0170045j 7.86977e-16-0.0190951j 6.06179e-15+0.0179257j 5.74466e-15+0.0479316j 3.33925e-15+0.0150302j -8.20818e-16+0.0187001j -5.54802e-15+0.00880908j -3.80356e-15+0.0229763j -6.9857e-15-0.00937382j 1.56165e-14+0.00870696j 1.89073e-14+0.0299397j 7.51156e-16+0.0491494j -6.08741e-16-0.0160555j -6.69489e-16-0.01858j 1.6983e-16-0.0262765j -2.17629e-17+0.00531489j -1.44707e-16-0.0127414j 2.74005e-16+0.0201165j -2.58674e-16-0.0206378j 1.4724e-16+0.0389658j 1.06657e-16-0.029384j -4.67159e-16+0.0321586j -1.67434e-16+0.0557029j -1.89091e-14-0.0139196j -4.18091e-15-0.0723619j 
-7.69333e-17-0.0134437j -6.03033e-16+0.0061325j 1.15044e-16-0.051131j -3.4721e-16+0.0227527j -2.10765e-16-0.0177968j -1.16826e-16-0.0140428j 1.85771e-16-0.0112766j -7.30111e-17-0.0195189j 1.48783e-16+0.000451219j 2.9951e-16-0.010703j 4.03481e-17+0.0154668j -2.26184e-16+0.0190473j 9.67423e-17+0.000327542j 1.69215e-16+0.0110588j 5.52152e-16+0.00942468j 3.75772e-16-0.00427626j 1.25442e-15-0.00124291j 1.46896e-15-0.0464513j 2.9749e-12+0.026841j 2.93511e-15-0.00383423j -2.14366e-16+0.0302671j -5.81316e-15-0.0368714j 2.40935e-14-0.015691j -2.37337e-15+0.00705752j -2.70282e-16-0.00863966j -2.54392e-15+0.0178057j 8.03766e-16-0.018939j -2.71989e-16+0.0589715j -1.32942e-13-0.0449113j 1.07423e-14-0.0282004j 8.89599e-16-0.0104326j 8.84656e-16+0.0066629j -2.18717e-15+0.0171181j -4.81202e-15-0.0202159j -1.19039e-15+0.00896165j 2.75315e-16+0.000289988j -1.85892e-15+0.00597509j -1.65539e-15+0.0259051j -5.84219e-17-0.0164181j 2.02896e-16+0.00400231j -1.97017e-16-0.0221129j 5.36357e-16+0.0237545j -4.68695e-17-0.0278346j -8.17057e-17+0.00930986j 3.13822e-16+0.0126667j -8.37868e-17-0.00722054j 2.93759e-16-0.0145345j 1.55563e-16-0.0130653j 4.44654e-17+0.00612765j -2.77129e-17-0.00553467j 1.17366e-16-0.019315j -1.1544e-16-0.00228142j 2.91901e-16-0.0292398j 2.76327e-17-0.0449918j -1.41694e-14-0.0233863j -3.38325e-15+0.00688758j 
-9.07726e-17-0.0192784j 5.58743e-16-0.00802826j 5.02435e-17+0.00543577j 2.02249e-16-0.00970965j -4.95193e-17-0.0146482j -2.51335e-16+0.0248111j -1.00199e-16+0.00572452j 9.91825e-17-0.0107291j -3.72133e-16+0.0131232j 3.96286e-16+0.015371j 5.48002e-16+0.00134191j -1.16633e-16+0.0001784j 3.24401e-16-0.0123207j 1.86307e-16-0.0193054j 1.24553e-15+0.00375303j 2.21135e-15-0.00817735j 2.71193e-15+0.0130301j 6.64234e-17+0.00883529j -6.58254e-13-0.00593315j -1.35546e-15-0.00644743j 8.05552e-17+0.00227588j -3.58754e-15-0.0162448j -3.09602e-14+0.0205108j -5.37823e-16-0.00866553j -2.52646e-15-0.00357382j 2.86681e-15+0.0182442j 4.37642e-15+0.000174233j -2.18789e-15+0.00727432j 5.1578e-14+0.0184118j 2.23383e-15-0.00671404j 4.12131e-16-0.012144j 6.0565e-16-0.00955881j 9.51614e-16-0.00821432j 2.03561e-15+0.00499425j 5.13398e-16+3.52417e-06j -5.05776e-16-0.00445544j 2.15181e-16+0.0045668j -4.56418e-16-0.00591492j 2.42683e-17+0.00437828j -2.91065e-15-0.00384851j -8.35309e-16-0.00271345j -4.23705e-16+0.000541872j 5.57078e-17-0.0143456j -1.97348e-16-0.00146557j 1.43447e-16-0.00381302j -4.0475e-17+0.000997986j 1.77101e-16-0.00423055j 1.21772e-16-0.0190044j -6.54367e-18+0.0114636j -1.49742e-16+0.0182753j 2.01325e-16+0.0134065j -3.88436e-17+0.00688944j 5.68204e-18-0.00633479j 9.01881e-18+0.0155595j -8.79842e-15-0.0156568j -2.15603e-15+0.00848299j 
-1.00957e-16-0.00203762j -8.31391e-16+0.00579947j 1.04738e-16-0.00713201j -1.52157e-16-5.75288e-06j -6.10344e-17-0.00370222j -1.15232e-17+0.00671199j -1.93147e-16+0.00373808j -3.30352e-16+0.0125703j 1.20978e-16-0.00813141j -1.49213e-17+0.000253981j -2.64696e-16+0.00293064j 1.123e-16-0.00208056j -4.36944e-16+0.00762293j -1.35325e-16+0.000474318j -8.17329e-17+0.00631854j -2.13699e-15+0.00577072j 2.1307e-15+0.0103484j 6.61351e-16-0.0114186j 7.08265e-13+0.0063902j 5.92736e-16-0.0010184j -3.26125e-17-0.00184466j -2.12725e-15-0.0117602j 7.85493e-16+0.000697423j 3.91715e-15+0.0113137j 7.94137e-16+0.00790674j -1.30413e-15-0.00943448j 1.05661e-15-0.00192587j -8.14706e-16+0.00537918j 1.12156e-14+0.00426675j 2.51624e-15-0.00750661j 1.16201e-16-0.00301312j 1.25712e-16+0.0106463j 1.32891e-15-0.0104193j -1.00731e-16-0.000132178j 3.56532e-16+0.00482537j 5.36723e-16-0.00602307j -1.18906e-15+0.0122469j 6.57416e-16+0.00272684j 1.88204e-15-0.0112103j 3.05312e-15+0.00505004j -2.17534e-15-0.00176543j -2.85321e-15-0.00320672j 1.29008e-16-0.0105628j 2.32358e-16-0.00357333j 4.567e-16+0.00372112j -3.995e-16+0.00540923j 9.46766e-17+0.00221243j -2.58082e-16+0.00129944j 9.51094e-17-0.0118626j 1.07512e-16+0.00680321j 1.14358e-17+0.0038518j 8.49326e-17-0.00170272j -9.32518e-18-0.00636274j 1.84271e-16+0.000735558j -1.96094e-15-0.0021773j -1.57964e-16-0.0030224j 
-1.60179e-16-0.00575003j -1.11096e-15+0.00921873j 7.61594e-16+0.00298367j -1.93251e-16+0.00803827j -2.17384e-16-0.00338562j 2.53912e-16+0.00837428j 2.33698e-16+0.011477j -4.33315e-16-0.00398165j -3.9377e-16-0.00184498j 2.78121e-16+0.00614566j 4.0938e-17+0.00172041j -3.50059e-16+0.0035656j -2.7818e-16+0.00316476j -6.5382e-17+0.0169348j -3.59799e-16-0.00447426j 6.36437e-16-0.00074502j -2.5279e-16+0.000600638j -1.30425e-15-0.0117051j -1.98e-13-0.00175917j 1.78019e-15+0.0049564j -8.72058e-16+0.00154854j -2.25397e-15-0.0104889j 1.15979e-14-0.0082361j -3.08806e-15-0.00831587j -9.55388e-16+0.00248214j -2.47072e-16-0.004813j 2.35043e-15-0.00314642j -1.3283e-15+0.00603638j 2.42687e-14+0.00900757j 1.70251e-15-0.00437207j -5.6266e-16-0.00133976j -2.64105e-16-0.010882j -2.4242e-15+0.00890912j 1.11794e-15+0.00491183j 1.13873e-15+0.0181049j 1.55988e-15-0.00382543j -9.5279e-16+0.000981029j -2.56729e-16+0.00702385j 1.33238e-16-0.0107132j -3.12263e-15-0.0037672j 8.6355e-16-0.00705418j 1.39789e-15+0.00875904j 1.67631e-16+0.000583047j -1.97391e-16-0.00263068j -6.08414e-17-0.00597045j -3.2525e-16+0.000778906j -2.23948e-16-0.00153163j -5.3458e-16-0.00320744j 3.88419e-16+0.00799645j 1.62722e-16+0.00458053j 4.40343e-16+0.013402j 1.2922e-16-0.00610243j 1.20369e-16-0.000891647j 6.33694e-16-0.00465604j -6.49292e-15-0.00777414j -1.41331e-15-0.0091127j 
-2.7905e-16-0.00387624j 1.03312e-15-0.00934491j 4.34165e-16+0.00786696j 1.68034e-16-0.00375918j -5.04182e-17-0.00199121j 1.58767e-16-0.00789857j 3.18069e-16-0.00309194j -1.69523e-16-0.0116172j -5.44234e-16+0.00580239j -1.04339e-16+0.00642406j -1.58556e-17-0.000562861j -8.18147e-17-0.000233119j 2.93052e-16+0.00198918j 3.88692e-16-0.00651347j -6.78338e-16-0.00658627j -5.14698e-17+0.00342293j -4.79487e-16+0.00179204j 7.24706e-16+0.0142437j 1.97257e-13+0.00175236j -4.65928e-16+0.000597403j -1.06911e-16-0.00213408j 8.37881e-16+0.00534718j 1.53166e-15-0.00205107j -3.48277e-15-0.00705602j -1.1892e-15-0.00827416j 8.56189e-16+0.00827546j -1.08974e-15+0.00348165j 6.76809e-16-0.00802603j -2.56578e-15-0.00171866j -7.20178e-16+0.00173825j -5.68633e-16-0.0066346j -5.0399e-16+0.00114757j -1.37948e-15+0.0051693j -2.70544e-16+0.00461548j -3.35032e-16-0.00504859j 3.48494e-16-0.000357358j 1.07193e-16+0.00359436j 6.797e-20-0.000286522j -1.10059e-15+0.00492606j -6.37309e-16-0.00079993j -9.83058e-16-0.00471731j -1.4116e-15+0.000919275j -2.66705e-16+0.00804966j 1.84625e-16-0.00297214j -1.18069e-16+0.000101339j -1.13933e-16-0.00245383j -9.59412e-17-0.00507125j -2.36306e-16-0.00350266j 2.5945e-16+0.011499j 2.20034e-16-0.00742648j 3.23055e-16-0.00215785j -7.59846e-17+0.00590301j 5.81929e-17+0.00310266j 2.98121e-16+0.00353656j -1.22094e-15-0.00298217j -4.85527e-16+0.00566736j 
4.15538e-16-0.00103262j -7.71697e-16+0.00977526j 4.53675e-17-0.0022368j 1.23513e-16+0.00641392j 1.75312e-16+0.00121022j -1.69943e-16+0.000250504j 3.53747e-17+1.128e-05j 1.25135e-16+0.00382336j -1.90486e-16-0.00344764j -1.30956e-16-0.00368245j 1.96156e-16+0.00192627j 1.58887e-16+0.00184092j 9.47885e-17-0.000213881j 4.37032e-16+0.0104079j -7.54945e-17+0.0026571j 9.68632e-16-0.00425027j -7.95184e-16-0.00439053j -1.18258e-15-0.0123738j 1.59901e-13+0.00145887j 1.49626e-15+0.00375272j -3.55962e-16+0.00336061j -9.50113e-16-0.00609653j 9.88106e-15-0.00676375j -4.36291e-16-6.82931e-05j 4.16824e-16+0.00355888j -1.36398e-15-0.00483139j -1.42538e-16-0.00215407j 3.99139e-17+0.00432424j -1.05971e-14-0.00328403j 4.85126e-16-9.86653e-05j -6.97203e-17+0.00429066j 2.65989e-16-0.00397867j -2.48651e-16+0.00323772j -3.0339e-16-0.00486014j 5.83297e-16+0.00975619j 3.34518e-16+0.00117065j -1.93375e-16-0.00208731j -4.45087e-16+0.00498696j -2.59591e-16-0.00291281j -3.74459e-16-0.000384584j 2.23018e-15-0.000182339j 2.63402e-15+0.00625057j 3.16017e-16-0.000870062j -3.75267e-17+0.00180635j -2.4566e-16-0.00223173j 4.17112e-17-0.000895354j -8.12421e-17+0.00214878j 9.324e-17+0.00247364j -1.61928e-16-0.00186142j -2.09734e-16-0.00120317j -1.65808e-16+5.58151e-05j -1.45262e-16-0.00591901j 1.30298e-16-0.00124157j -1.48833e-16-0.00445293j -2.02074e-15-0.00148958j -6.92096e-16-0.00916745j 
-4.11124e-17+0.0127298j 4.67271e-16-0.00427221j 3.02956e-16-0.00315624j -1.1781e-16+0.00317857j 1.04815e-17+0.00415398j -1.61823e-16-0.000974359j 5.68112e-17+0.00867626j -2.68116e-16-0.00561168j -7.72084e-17-0.00444965j -1.35532e-16-0.00345843j 2.42886e-17-0.00375854j -1.63929e-16+0.00355378j 1.36025e-16+0.000127782j -5.60861e-17+0.00603691j -9.77806e-16-0.00798464j -1.56611e-15+0.00867047j -9.08991e-16-0.00391737j -1.06165e-16+0.00249501j -3.95744e-13-0.0035683j -1.85756e-16-0.00122924j 2.99357e-16+0.00370534j 2.2146e-15+0.0105787j -4.34975e-15+0.00256435j -8.67856e-16-0.00342551j -7.57903e-17-0.00396423j 3.69294e-16-0.00287226j 2.46892e-15-0.00485952j -8.69449e-16+0.00501021j 7.34147e-15+0.00306697j 2.20188e-16-0.000812628j -6.34337e-17+0.00244143j -6.49763e-16+0.000490762j -7.22051e-16+0.00415154j 9.34313e-16+0.00852632j -5.24139e-16-0.00720201j 1.52403e-16+0.00234094j 5.12697e-16-0.00692958j 1.0108e-15-0.00455578j 5.01215e-18-0.00101333j -3.48379e-15-0.00617923j -2.59962e-15-0.000828j -2.46872e-15-0.00614722j 5.85691e-17+0.00612434j -1.36314e-16+0.00130028j 8.38896e-19+0.00219674j -2.01536e-18+0.000838303j -1.97193e-16+0.00122226j -1.20713e-16+0.00233528j 2.07032e-16+0.000353158j -1.33368e-16+0.00270959j -6.22819e-18+0.00491226j 1.45256e-16-0.000969297j 1.59345e-16+0.00399603j 1.31554e-16-0.00922133j 6.1322e-15+0.0081873j 1.45652e-15+0.00633096j 
-4.35311e-16-0.0122843j -1.62232e-15+0.0101978j -2.92999e-16+0.00370196j -2.23328e-16-0.00123798j -4.17152e-16-0.0039172j -8.88062e-18+0.0115623j -3.29321e-16-0.00337664j -2.11836e-16+0.00912741j 6.12232e-16+0.00182612j 4.40341e-16+0.00324121j 1.42679e-16+0.0033099j -1.0889e-16-0.00143488j -4.492e-17-0.00513945j -3.8772e-16-0.0031988j 8.04998e-16+0.0119823j 1.4023e-15-0.00963938j 1.25925e-15+0.00386405j -1.04822e-15-0.00789778j -1.2135e-14-9.18408e-05j 8.62842e-16+0.00413397j -4.07671e-16+0.000163832j -3.29495e-15-0.0148279j -3.748e-15+0.0030186j 1.41134e-15+0.00143236j -6.68905e-17+0.00443001j 4.10465e-17-0.0003385j 8.81257e-16-0.000343826j -3.42567e-16-0.00105977j 1.32906e-14+0.00489185j 4.77069e-16-0.000585158j -5.91077e-16+0.000541534j 4.42834e-16-0.00347591j 1.2022e-15-0.00662909j -3.89935e-16-0.00746985j 1.02483e-15+0.0121054j -1.16711e-16-0.00258179j 7.23125e-17+0.00440351j -9.29694e-16+0.00343368j -8.19564e-16+0.00258785j 5.72347e-16+0.000379054j 2.06477e-15+0.00162655j 2.5471e-15+0.0042753j -6.80723e-16-0.00785761j 1.13887e-16+0.00103526j 1.25942e-16-0.00437103j -2.37366e-16+0.000623293j -3.84919e-16+0.00388746j -5.04901e-16-0.00355254j 3.42625e-16-0.00348971j 4.68414e-17+0.00521071j -2.19296e-16+0.00180295j 3.76787e-16-0.00372599j -4.7642e-16-0.00385908j 8.97551e-17+0.0105695j -6.95895e-15-0.00755724j -9.86754e-16-0.0110064j 
8.34291e-16-0.0100803j 2.26737e-15-0.00849604j 1.45316e-15-0.00520246j 2.41617e-16-0.00322409j 9.26966e-16-0.00730595j 1.1147e-15-0.0039297j 2.59288e-16-0.00324046j 1.52675e-15-0.00824133j -1.77212e-15+0.0104253j -8.0249e-16+0.00533347j 8.19182e-16-0.00271814j 8.02829e-16-0.00471646j -4.81894e-16+0.00227642j 8.18e-16-0.00671883j 7.32923e-16-0.00227175j 6.13506e-16-0.00279079j -1.20977e-16+0.001677j 5.33844e-16+0.000284824j 1.03422e-13+0.000931491j 2.13525e-16-0.00481018j -1.43459e-16-0.00161106j -3.71237e-16-0.00454617j 3.34084e-15-0.00177355j -6.98271e-16+0.00365402j -4.25772e-16+0.00190788j -1.22326e-15+0.00866274j -1.77447e-15+0.00420521j 4.41771e-16+0.000486632j -7.80019e-15-0.0035376j 1.20711e-15-0.00193537j 1.05818e-15-0.00849398j 7.34074e-16-0.00391281j -2.17399e-15+0.00524603j -2.32768e-16-0.0051912j -1.22264e-16+0.000186408j -1.03109e-16+0.00122291j -1.16295e-15+0.00321197j -6.96877e-16+0.00596249j 2.50471e-15-0.00909372j 2.10425e-15+0.0051334j 1.70869e-15-0.00410896j -7.17585e-16+0.00600512j 1.19769e-15-0.0099247j 1.03666e-16+0.000120028j -7.17152e-16+0.00387231j 2.33992e-16-0.0029122j 1.04526e-15-0.00736526j 3.76115e-16-0.00512787j -1.86661e-15+0.0109101j 5.4869e-16-0.00163216j 4.08404e-16-0.00244928j -1.18966e-15+0.0076055j 1.0392e-15-0.00655278j 1.45373e-15-0.00236728j -4.33553e-15-0.0109778j -2.99475e-15+0.00855635j 
-5.20219e-16+0.00967465j 7.26152e-16-0.00224512j -2.67408e-17+0.00193115j 3.10758e-16-0.0016841j -1.74254e-16+0.00479172j 5.86188e-17-0.00177563j 1.12248e-16+0.00115497j -1.74519e-16+0.00339302j 4.65879e-17-0.00558303j 7.7589e-17-0.00460797j -1.975e-16+0.00264745j -5.64871e-17+0.000930604j -1.85195e-17+0.00213216j 3.37224e-16+0.000966027j -1.22085e-17-0.00472865j -1.87125e-16+0.00175283j -3.67407e-16-0.000257221j 2.77115e-16+0.00614766j -3.25972e-14-0.000307801j -9.81045e-16-0.00476889j 5.25732e-16-0.00472807j 1.00365e-15+0.00908848j -1.80417e-15+0.000819327j 1.61798e-16-0.000165703j 4.72503e-16+0.00144131j 1.72799e-16-0.00335658j -1.32986e-15+0.00447127j 6.57598e-16-5.60603e-05j -1.55019e-15-0.000748281j -9.29667e-16+0.00275152j 4.40705e-17+0.00302776j -5.64503e-16+0.00342132j 1.37275e-15-0.00603433j 3.6194e-16+0.005403j 3.52448e-16-0.00941076j -3.38639e-16-0.00112505j 6.57088e-16-0.00233832j 1.58005e-15-0.00792326j 4.06455e-16+0.00273024j 3.13583e-15+0.00470073j -8.56509e-17+0.00643649j 2.50846e-16-0.00600906j -5.28534e-17+0.00447727j 9.37837e-17-0.00291222j -2.10961e-17-0.00117252j -7.55819e-17+0.0022958j 3.41085e-17-0.00134513j -5.2172e-17+0.00324565j 3.52525e-16-0.00783563j -6.38813e-17-0.0002845j 2.4084e-16-0.00156235j -2.06682e-16+0.00051532j -1.89929e-16+0.00424777j -2.39517e-16+0.00185098j 5.96828e-15+0.00953683j 1.06616e-15+0.00280876j 
-3.08614e-15-0.0077582j -2.43974e-15-0.0146643j 1.42238e-15+0.00678624j -2.75002e-15-0.0111261j -1.83775e-15-0.00537286j -6.47104e-16-0.00233404j -1.14121e-15-0.00280505j -2.08998e-15-0.00737111j 2.24636e-15+0.00581002j 1.22117e-15+0.00283312j -1.86942e-15-0.00672256j -2.35318e-15-0.00955772j 4.16882e-17+0.00019655j -4.59895e-15-0.016201j -1.02184e-15-0.00599628j -3.53124e-16+0.00237496j 1.09211e-16+0.000107856j 4.52258e-15+0.0120172j -3.44074e-15-5.11637e-05j -2.18239e-15-0.00320347j -2.41814e-16-0.00236458j 1.10596e-15+0.00406536j -8.57298e-15+0.00706239j 1.03661e-15+0.000334148j -5.31038e-16-0.000525889j 3.09233e-15+0.00481556j 4.82726e-16+0.00883652j -1.51187e-15-0.00770996j 1.77397e-14+0.00509975j -7.38819e-16+0.00634201j -3.0824e-15-0.0122846j 5.85421e-16+0.00114845j 2.51343e-16-0.00621129j -8.37139e-16-0.00289743j -1.89024e-15-0.00913974j 7.85048e-16+0.00532932j 1.05711e-15+0.00540252j 7.61016e-16+0.000942006j 6.07821e-17-0.00280535j 3.83973e-15+0.00430906j -7.77513e-16+0.00291078j -2.19059e-15-0.00503526j -2.3155e-15-0.00792697j 3.24875e-16+0.00132307j 2.3619e-15+0.00787348j -1.4749e-15-0.00508765j -9.72388e-16-0.00427558j -1.75653e-15-0.00697139j 2.67749e-15+0.00827153j 9.51636e-18+0.000658824j -1.26294e-16-0.000459279j 2.93082e-15+0.0110099j -7.72325e-16-0.00140808j 2.93005e-15+0.0118605j -4.6812e-15-0.00625314j 2.42029e-15+0.0118321j 
-4.16625e-16-0.0128621j -1.0891e-15+0.00718602j 4.211e-16+0.00443094j -3.48822e-16-0.00132632j -2.55864e-16-0.00370807j 2.47879e-16+0.00216441j -1.75549e-16-0.00830729j 8.93213e-17+0.00518802j 1.70036e-16+0.00423881j 4.03041e-16+0.00532897j 9.5674e-17+0.00324785j -1.96785e-16-0.00181997j -8.07715e-17-0.00297809j -4.60219e-16-0.00546945j 7.90965e-16+0.0125665j 1.43225e-15-0.00902024j 1.51222e-15+0.0052373j 3.98222e-16+0.00135215j 2.96926e-13+0.00267375j 3.763e-16+0.00472074j -5.15001e-16-0.00194826j -2.25861e-15-0.0101089j 1.80781e-15-0.00106135j -3.3605e-16+0.000265411j -2.58471e-16-0.000309066j -8.12682e-18+0.00409241j -3.29062e-16-0.000743586j -3.31956e-18-0.00399527j -9.40165e-15-0.00356712j 7.07052e-16-0.00161473j -4.14891e-16+0.00220035j 4.02648e-16+0.000839084j -2.04122e-16-0.00351522j -8.67721e-16-0.00648778j 5.74499e-16+0.0122777j -8.90346e-17-0.00589111j 2.55541e-16+0.00485397j -1.90207e-15+0.00526069j -1.08175e-15+0.00673958j 2.58487e-16+0.000459509j 2.52437e-15-0.00135733j 2.64846e-15+0.00735786j -2.33834e-16-0.000935743j -1.13308e-16-0.00272307j -9.23799e-17-0.00164019j -9.40542e-17-0.00149353j -8.96014e-17+0.00120107j -3.06186e-16-0.00253623j 8.13238e-17-0.000809786j 1.20328e-16-0.00328796j 7.55095e-17-0.00315974j 1.92476e-16-0.00218465j -1.13318e-16-0.00322018j 7.39715e-16+0.00826588j -6.93002e-15-0.00815534j -1.4572e-15-0.00994243j 
